
[00:00:00.000 --> 00:00:03.740]  (主題)
[00:02:29.520 --> 00:02:33.860]  他們是去拜一些木頭造的偶像
[00:02:33.860 --> 00:02:37.640]  有很多人很喜歡求問風水
[00:02:37.640 --> 00:02:39.960]  看看什麼時辰
[00:02:39.960 --> 00:02:41.880]  看看什麼擺位
[00:02:41.880 --> 00:02:43.960]  我的心就很痛了
[00:02:43.960 --> 00:02:45.400]  很記掛他們
[00:02:45.400 --> 00:02:49.200]  為什麼有些人可以這麼沉迷這些事情呢?
[00:02:49.200 --> 00:02:50.800]  我想其實一樣
[00:02:50.800 --> 00:02:52.940]  就是我們的仇敵撒旦
[00:02:52.940 --> 00:02:56.160]  用一些東西迷惑著他們
[00:02:56.160 --> 00:02:59.960]  或者可以說是遮蓋了他們的眼睛
[00:02:59.960 --> 00:03:02.720]  所以他們看不到
[00:03:02.720 --> 00:03:05.680]  很被一些的信念
[00:03:05.680 --> 00:03:07.720]  或者說一些的思想
[00:03:07.720 --> 00:03:10.120]  完全控制著他們
[00:03:10.120 --> 00:03:12.200]  掌管著他們
[00:03:12.200 --> 00:03:13.600]  他們走一步
[00:03:13.600 --> 00:03:14.580]  做什麼事
[00:03:14.580 --> 00:03:17.680]  都好像要去求問一樣
[00:03:17.680 --> 00:03:19.600]  因此聖經裡面說
[00:03:19.600 --> 00:03:22.920]  如果這樣的人的昏暗
[00:03:22.920 --> 00:03:26.820]  那種昏暗是多麼的大
[00:03:26.820 --> 00:03:31.560]  我很喜歡現代漢語譯本
[00:03:31.560 --> 00:03:34.120]  如何翻譯這段聖經
[00:03:34.120 --> 00:03:37.120]  讓我讀一讀給大家聽
[00:03:37.120 --> 00:03:42.680]  它說你的眼睛就是身體的燈
[00:03:42.680 --> 00:03:45.960]  你的眼睛如果健康
[00:03:45.960 --> 00:03:49.300]  全身就會光明
[00:03:49.300 --> 00:03:52.120]  如果你的眼睛黑了
[00:03:52.120 --> 00:03:55.120]  全身就會黑暗
[00:03:55.120 --> 00:03:59.320]  所以你要時刻留心
[00:03:59.320 --> 00:04:01.760]  你真的要很留心
[00:04:01.760 --> 00:04:08.120]  免得你裡面是黑暗
[00:04:08.120 --> 00:04:11.120]  你還以為是光明
[00:04:11.120 --> 00:04:15.040]  如果你全身都光明
[00:04:15.040 --> 00:04:17.840]  你就毫無黑暗
[00:04:17.840 --> 00:04:21.560]  就必定是全然光明的
[00:04:21.560 --> 00:04:25.640]  就好像有燈的明光
[00:04:25.640 --> 00:04:28.160]  去照亮一樣
[00:04:28.160 --> 00:04:29.240]  大家都知道
[00:04:29.240 --> 00:04:31.360]  如果你去到一個很黑的地方
[00:04:31.360 --> 00:04:33.320]  如果有個電筒
[00:04:33.320 --> 00:04:34.520]  那就很不一樣
[00:04:34.520 --> 00:04:36.480]  電筒一照下去
[00:04:36.480 --> 00:04:39.560]  就很清楚看到了
[00:04:39.560 --> 00:04:42.200]  特別有時候我們晚上回家
[00:04:42.200 --> 00:04:43.560]  要開門
[00:04:43.560 --> 00:04:46.320]  如果門口的燈壞了
[00:04:46.320 --> 00:04:50.200]  你看不到那個鑰匙洞在哪裡
[00:04:50.200 --> 00:04:52.720]  於是你可能要拿手機出來
[00:04:52.720 --> 00:04:53.760]  亮了燈
[00:04:53.760 --> 00:04:55.400]  你就照到
[00:04:55.400 --> 00:04:58.640]  就知道在哪裡插鑰匙進去
[00:04:58.640 --> 00:05:00.880]  你就能開門
[00:05:00.880 --> 00:05:02.440]  原來很多時候
[00:05:02.440 --> 00:05:06.040]  我們裡面都會昏暗的
[00:05:06.040 --> 00:05:09.400]  因為今天我們的仇敵魔鬼很厲害
[00:05:09.400 --> 00:05:11.680]  他用盡各樣的方法
[00:05:11.680 --> 00:05:13.680]  是要來迷惑人
[00:05:13.680 --> 00:05:16.240]  用豬般的東西迷惑人
[00:05:16.240 --> 00:05:17.680]  用一些的
[00:05:17.680 --> 00:05:20.800]  好像走差運
[00:05:20.800 --> 00:05:23.320]  或者你的運程不好
[00:05:23.320 --> 00:05:26.560]  或者你就會碰到什麼災禍
[00:05:26.560 --> 00:05:28.920]  來恐嚇我們
[00:05:28.920 --> 00:05:31.080]  因此什麼要看相
[00:05:31.080 --> 00:05:32.520]  要占卜
[00:05:32.520 --> 00:05:34.440]  要求神問卜
[00:05:34.440 --> 00:05:37.000]  其實最主要都是有一個原因
[00:05:37.000 --> 00:05:40.600]  就是我們怎樣可以避開那些凶吉
[00:05:40.600 --> 00:05:43.480]  吹向那些好的事
[00:05:43.480 --> 00:05:47.960]  我們就說吹吉就避凶
[00:05:47.960 --> 00:05:50.400]  避開那些凶惡的東西
[00:05:50.400 --> 00:05:52.120]  但其實最重要的
[00:05:52.120 --> 00:05:55.440]  就是我們裡面的眼睛
[00:05:55.440 --> 00:06:00.280]  我們心靈的眼睛有沒有被打開
[00:06:00.280 --> 00:06:03.280]  聖經說一樣很重要的東西
[00:06:03.280 --> 00:06:07.560]  就唯有神能夠照亮我們
[00:06:07.560 --> 00:06:11.600]  叫我們裡面是光明起來
[00:06:11.600 --> 00:06:16.040]  當一個人知道選擇去就光的時候
[00:06:16.040 --> 00:06:18.280]  他就會離開黑暗
[00:06:18.280 --> 00:06:22.320]  甚至有些人說根本沒有黑暗的
[00:06:22.320 --> 00:06:24.800]  不過那個地方沒有光
[00:06:24.800 --> 00:06:26.040]  所以就是黑暗
[00:06:26.040 --> 00:06:28.000]  黑暗就在掌權
[00:06:28.000 --> 00:06:30.520]  黑暗就統管了一切
[00:06:30.520 --> 00:06:31.760]  但什麼時候有光
[00:06:31.760 --> 00:06:33.240]  一有光去到
[00:06:33.240 --> 00:06:36.080]  那些黑暗就會走的了
[00:06:36.080 --> 00:06:38.920]  有很多時候晚上我們一進屋
[00:06:38.920 --> 00:06:40.800]  當你開完門進屋之後
[00:06:40.800 --> 00:06:42.840]  第一件事就是亮燈
[00:06:42.840 --> 00:06:45.120]  當你一啪了燈
[00:06:45.120 --> 00:06:47.200]  整間屋子就光了
[00:06:47.200 --> 00:06:50.360]  本來你進來的時候是黑暗的
[00:06:50.360 --> 00:06:52.560]  但現在就光了
[00:06:52.560 --> 00:06:55.280]  各位,原來我們多麼需要光
[00:06:55.280 --> 00:06:57.280]  進入我們的生命裡面
[00:06:57.280 --> 00:07:00.280]  照亮我們、照明我們
[00:07:00.280 --> 00:07:03.320]  甚至是引導我們走前面的路
[00:07:03.320 --> 00:07:09.440]  所以耶穌祂說:我就是世界的光
[00:07:09.440 --> 00:07:13.880]  在光裡面是毫無黑暗的
[00:07:13.880 --> 00:07:15.800]  一點黑暗都沒有
[00:07:15.800 --> 00:07:18.080]  黑暗全部要走的
[00:07:18.080 --> 00:07:22.240]  所以今天其實也有光明的力量
[00:07:22.240 --> 00:07:25.880]  和一種黑暗罪惡的力量
[00:07:25.880 --> 00:07:27.960]  當我們有光的時候
[00:07:27.960 --> 00:07:31.520]  我們就可以照明那些黑暗的地方
[00:07:31.520 --> 00:07:33.680]  黑暗就要走光了
[00:07:33.680 --> 00:07:36.120]  一切的罪惡、一切不好的東西
[00:07:36.120 --> 00:07:38.120]  一切不合神心意的東西
[00:07:38.120 --> 00:07:40.360]  全部都要走
[00:07:40.360 --> 00:07:43.320]  我們投入光明裡面
[00:07:43.320 --> 00:07:45.160]  依靠我們的神
[00:07:45.160 --> 00:07:47.160]  仰望我們的神的時候
[00:07:47.160 --> 00:07:48.920]  我們就得光明
[00:07:48.920 --> 00:07:52.640]  因此這段聖經最主要告訴我們什麼?
[00:07:52.640 --> 00:07:58.400]  就是我們需要讓我們的內心被神光照
[00:07:58.400 --> 00:08:01.320]  神今天就要光照你
[00:08:01.320 --> 00:08:05.360]  神的光就要進到你的裡頭
[00:08:05.360 --> 00:08:10.880]  叫你從裡面明亮起來
[00:08:10.880 --> 00:08:12.680]  有時候我們看到一些東西
[00:08:12.680 --> 00:08:15.040]  又好像看到又好像看不到
[00:08:15.040 --> 00:08:17.160]  因為你心不在意
[00:08:17.160 --> 00:08:19.200]  你有沒有看到那裡有的人?
[00:08:19.200 --> 00:08:20.720]  他好像在跟你打招呼
[00:08:20.720 --> 00:08:22.720]  沒有啊!沒有啊!我沒有啊!
[00:08:22.720 --> 00:08:24.560]  沒有人跟我打招呼
[00:08:24.560 --> 00:08:27.080]  其實真的有人跟我打招呼
[00:08:27.080 --> 00:08:29.800]  不過那時候我只顧著跟別人聊天
[00:08:29.800 --> 00:08:32.080]  或者有些東西分散了我的注意力
[00:08:32.080 --> 00:08:34.280]  我看不到啊!
[00:08:34.280 --> 00:08:36.080]  我不在意啊!
[00:08:36.080 --> 00:08:40.480]  我沒有意識到有人在跟我打招呼
[00:08:40.480 --> 00:08:43.560]  所以原來很多時候我們都要被提醒
[00:08:43.560 --> 00:08:46.320]  今天原來這段聖經就提醒你
[00:08:46.320 --> 00:08:49.840]  喂!你不要裡面黑暗
[00:08:49.840 --> 00:08:52.400]  你不要被一些東西迷惑著
[00:08:52.400 --> 00:08:54.400]  好像遮著你的眼睛一樣
[00:08:54.400 --> 00:08:56.240]  你看不到
[00:08:56.240 --> 00:09:00.680]  除去那些東西 除去一切的迷信
[00:09:00.680 --> 00:09:02.720]  除去一切的偶像
[00:09:02.720 --> 00:09:06.080]  除去一切求神問福那些東西
[00:09:06.080 --> 00:09:08.800]  單單仰望我們的主耶穌
[00:09:08.800 --> 00:09:12.240]  因為祂說我就是世界的光
[00:09:12.240 --> 00:09:15.000]  我來到就要光照你
[00:09:15.000 --> 00:09:18.160]  要潔淨你 要扭轉你的生命
[00:09:18.160 --> 00:09:20.640]  要改變你的人生
[00:09:20.640 --> 00:09:22.160]  所以各位弟兄姊妹
[00:09:22.160 --> 00:09:26.080]  讓耶穌基督的真光光照你
[00:09:26.080 --> 00:09:29.280]  叫你由裡頭明亮起來
[00:09:29.280 --> 00:09:31.560]  你的眼睛若明亮
[00:09:31.560 --> 00:09:34.560]  你全身就光明了
[00:09:34.560 --> 00:09:35.960]  天父祝福你
