
[00:00:00.000 --> 00:00:13.800]  當時巴勒斯坦地圖大概是公元40年左右
[00:05:10.760 --> 00:05:11.880]  包括彼得都驚訝
[00:05:11.880 --> 00:05:15.160]  聖靈可以降臨在外邦人身上
[00:05:15.160 --> 00:05:16.320]  來到這裏
[00:05:16.320 --> 00:05:18.360]  外邦人歸主
[00:05:18.360 --> 00:05:21.240]  可以和猶太人一樣得救
[00:05:21.240 --> 00:05:23.240]  得着聖靈
[00:05:23.240 --> 00:05:24.920]  這件事很清晰
[00:05:24.920 --> 00:05:26.480]  來到這裏
[00:05:26.480 --> 00:05:33.240]  路加記載安提厄這個稱爲耶路撒冷以外
[00:05:33.240 --> 00:05:36.840]  另外一個地方稱爲教會的地方
[00:05:36.840 --> 00:05:39.440]  這個羣體有什麼特別呢?
[00:05:39.440 --> 00:05:41.160]  我講到第一點
[00:05:41.160 --> 00:05:44.360]  神的恩典可以被看見的嗎?
[00:05:44.360 --> 00:05:45.760]  你回來教會
[00:05:45.760 --> 00:05:49.080]  你如何看到神的恩典?
[00:05:49.080 --> 00:05:50.120]  有三個重點
[00:05:50.120 --> 00:05:51.080]  第一
[00:05:51.080 --> 00:05:52.480]  你看到
[00:05:52.480 --> 00:05:55.200]  神的恩典沒有因爲逼迫
[00:05:55.200 --> 00:05:56.800]  沒有因爲逼迫教會
[00:05:56.800 --> 00:05:59.760]  沒有心智去傳福音
[00:05:59.760 --> 00:06:01.680]  神的恩典可以看到
[00:06:01.680 --> 00:06:03.960]  就算有逼迫
[00:06:03.960 --> 00:06:05.920]  神的福音仍然傳出去
[00:06:05.920 --> 00:06:08.720]  更加廣傳
[00:06:08.720 --> 00:06:10.560]  在1930年代
[00:06:10.560 --> 00:06:13.280]  日本不僅侵華
[00:06:13.280 --> 00:06:14.480]  他也侵韓
[00:06:14.480 --> 00:06:16.480]  知道什麼是侵韓嗎?
[00:06:16.480 --> 00:06:19.000]  在朝鮮的韓國
[00:06:19.000 --> 00:06:20.160]  30年代
[00:06:20.160 --> 00:06:22.880]  他侵略到韓國
[00:06:22.880 --> 00:06:26.240]  你知道韓國朝鮮
[00:06:26.240 --> 00:06:28.200]  最先有教會不是南韓
[00:06:28.200 --> 00:06:30.680]  是北韓平壤的地方
[00:06:30.680 --> 00:06:34.440]  那裏有一羣北韓基督徒
[00:06:34.440 --> 00:06:36.480]  因爲避難而打仗
[00:06:36.480 --> 00:06:37.760]  一走就走爛
[00:06:37.760 --> 00:06:40.520]  如果你是朝鮮人
[00:06:40.520 --> 00:06:42.120]  走爛你走去哪裏好?
[00:06:42.120 --> 00:06:44.600]  有哪裏可以走?
[00:06:44.600 --> 00:06:46.040]  走不去南
[00:06:46.040 --> 00:06:47.000]  走去北
[00:06:47.000 --> 00:06:50.160]  去了前蘇維埃的地區
[00:06:50.160 --> 00:06:51.600]  一個很特別的
[00:06:51.600 --> 00:06:55.520]  有一大羣信耶穌的北韓基督徒
[00:06:55.520 --> 00:07:01.720]  去了海森威的地方
[00:07:01.720 --> 00:07:03.160]  這個字很難讀
[00:07:03.160 --> 00:07:06.280]  VLAVLA
[00:07:06.280 --> 00:07:08.600]  不知是什麼
[00:07:08.600 --> 00:07:11.880]  VLAVLA
[00:07:11.880 --> 00:07:13.360]  我看完要查字典
[00:07:13.360 --> 00:07:15.280]  原來叫海森威
[00:07:15.280 --> 00:07:16.600]  海森威你聽過嗎?
[00:07:16.600 --> 00:07:18.600]  那裏是軍事重鎮
[00:07:18.600 --> 00:07:20.600]  後來史太林
[00:07:20.600 --> 00:07:25.160]  看到有一羣外族朝鮮逃難來的人
[00:07:25.160 --> 00:07:26.600]  聚居在那裏
[00:07:26.600 --> 00:07:29.000]  因爲海森威是軍事重鎮
[00:07:29.000 --> 00:07:32.400]  他們覺得怕有安全的考慮
[00:07:32.400 --> 00:07:36.800]  將他們打散去了五個蘇聯中亞的地區
[00:07:36.800 --> 00:07:40.840]  當年蘇聯有15個加盟共和國
[00:07:40.840 --> 00:07:43.880]  其中一個對福音最抗拒的地方
[00:07:43.880 --> 00:07:44.800]  很多回教徒
[00:07:44.800 --> 00:07:46.040]  有兩千多萬回教徒
[00:07:46.040 --> 00:07:54.120]  那個叫塔什干
[00:07:54.120 --> 00:07:56.120]  Tashkent
[00:07:56.120 --> 00:07:57.720]  這些字很難記
[00:07:57.720 --> 00:07:59.720]  那個就是烏茲別克斯坦
[00:07:59.720 --> 00:08:01.240]  知道什麼叫烏茲別克嗎?
[00:08:01.240 --> 00:08:04.200]  那裏叫烏茲別克的首府
[00:08:04.200 --> 00:08:06.480]  有兩千萬的回教徒
[00:08:06.480 --> 00:08:07.560]  曾經在歷史上
[00:08:07.560 --> 00:08:11.080]  他們抗拒西方文化
[00:08:11.080 --> 00:08:12.000]  抗拒基督教
[00:08:12.000 --> 00:08:14.200]  很強烈反對
[00:08:14.200 --> 00:08:17.000]  但是神就透過這個事件
[00:08:17.000 --> 00:08:20.320]  帶了很多北韓的基督徒在那裏定居
[00:08:20.320 --> 00:08:25.000]  是被那些烏茲別克的人接納
[00:08:25.000 --> 00:08:26.960]  直到1990年
[00:08:26.960 --> 00:08:32.000]  蘇維埃開始面對經濟解體之前
[00:08:32.000 --> 00:08:36.280]  他們在1990年6月開了一個會議
[00:08:36.280 --> 00:08:37.680]  一個很特別的會議
[00:08:37.680 --> 00:08:42.520]  容許基督教能夠有生存的空間
[00:08:42.520 --> 00:08:45.120]  在1990年的6月2號
[00:08:45.120 --> 00:08:50.120]  這羣烏茲別克在那裏散居的五個地區
[00:08:50.120 --> 00:08:52.480]  不是猶太那些
[00:08:52.480 --> 00:08:53.840]  韓國的基督徒
[00:08:53.840 --> 00:08:55.200]  他們就醒悟
[00:08:55.200 --> 00:08:59.440]  他們覺得是時候可以去爲主作見證
[00:08:59.440 --> 00:09:00.920]  直到今天
[00:09:00.920 --> 00:09:03.120]  西方很多宣教士都進不去
[00:09:03.120 --> 00:09:06.720]  就是神去讓這羣韓國的基督徒
[00:09:06.720 --> 00:09:07.920]  爲他作見證
[00:09:07.920 --> 00:09:10.120]  帶了很多很多人信主
[00:09:10.120 --> 00:09:12.440]  我還記得1991年
[00:09:12.440 --> 00:09:14.840]  當蘇聯解體開放的時候
[00:09:14.840 --> 00:09:17.600]  在烏克蘭有報道會
[00:09:17.600 --> 00:09:20.880]  香港和外國有很多宣教士去到那裏
[00:09:20.880 --> 00:09:22.120]  報道會呼叫
[00:09:22.120 --> 00:09:23.960]  好像這裏這樣聚會
[00:09:23.960 --> 00:09:25.760]  你只要呼叫
[00:09:25.760 --> 00:09:27.720]  多少人信主
[00:09:27.720 --> 00:09:29.680]  差不多九成的人信主
[00:09:29.680 --> 00:09:31.120]  那個講完就說什麼
[00:09:31.120 --> 00:09:33.600]  請信主的人來臺前
[00:09:33.600 --> 00:09:36.240]  看到臺爆了
[00:09:36.240 --> 00:09:38.680]  他其實應該說請信主的
[00:09:38.680 --> 00:09:41.760]  不信主的站在臺前
[00:09:41.760 --> 00:09:43.360]  那次就信主他們臺前
[00:09:43.360 --> 00:09:46.480]  看到臺幾乎倒塌了
[00:09:46.480 --> 00:09:47.560]  兄弟姐妹
[00:09:47.560 --> 00:09:48.880]  神可以將
[00:09:48.880 --> 00:09:50.880]  雖然是戰亂逼北
[00:09:50.880 --> 00:09:54.160]  但是祂的福音仍然可以到處擴散
[00:09:54.160 --> 00:09:55.800]  這個是其中一個
[00:09:55.800 --> 00:09:57.200]  約瑟
[00:09:57.200 --> 00:09:59.760]  巴拿巴這個稱爲約瑟的人
[00:09:59.760 --> 00:10:01.680]  他看到神的恩典
[00:10:01.680 --> 00:10:03.160]  這個很特別的
[00:10:03.160 --> 00:10:03.880]  看到神的恩典
[00:10:03.880 --> 00:10:04.880]  第二
[00:10:04.880 --> 00:10:06.200]  我們知道這羣是
[00:10:06.200 --> 00:10:07.480]  無名英雄
[00:10:07.480 --> 00:10:10.520]  他們是一羣什麼的羣體
[00:10:10.520 --> 00:10:12.280]  他們裏面有沒有出名的領袖
[00:10:12.280 --> 00:10:13.200]  沒有
[00:10:13.200 --> 00:10:15.520]  全部都是不見經傳的
[00:10:15.520 --> 00:10:18.680]  但是他們來自古裏內
[00:10:18.680 --> 00:10:21.160]  來自塞浦路斯
[00:10:21.160 --> 00:10:21.920]  四散
[00:10:21.920 --> 00:10:23.440]  去到耶路撒冷
[00:10:23.440 --> 00:10:25.480]  因爲基督徒被逼北
[00:10:25.480 --> 00:10:28.120]  他們散到安提阿這個地方
[00:10:28.120 --> 00:10:29.560]  他們不敢和其他人傳福音
[00:10:29.560 --> 00:10:31.600]  他們只敢和猶太人傳福音
[00:10:31.600 --> 00:10:32.800]  有些人又和
[00:10:32.800 --> 00:10:34.800]  可以說希臘話的猶太人傳福音
[00:10:34.800 --> 00:10:36.000]  後來甚至
[00:10:36.000 --> 00:10:37.440]  講着講着又和
[00:10:37.440 --> 00:10:39.960]  外邦人傳福音
[00:10:39.960 --> 00:10:40.720]  很明顯
[00:10:40.720 --> 00:10:47.000]  他們是沒有很長的計劃
[00:10:47.000 --> 00:10:47.640]  去到那裏
[00:10:47.640 --> 00:10:49.600]  隨走隨傳
[00:10:49.600 --> 00:10:51.240]  一個新的教會
[00:10:51.240 --> 00:10:53.840]  我們多少年了
[00:10:53.840 --> 00:10:54.720]  三年了
[00:10:54.720 --> 00:10:55.680]  三年了
[00:10:55.680 --> 00:10:58.280]  進入第四年了
[00:10:58.280 --> 00:10:59.120]  我們
[00:10:59.120 --> 00:11:02.120]  你知道教會有E1 E2 E3 E4嗎
[00:11:02.120 --> 00:11:04.680]  我們應該有E什麼
[00:11:04.680 --> 00:11:07.480]  有E1和E2
[00:11:07.480 --> 00:11:10.240]  但是我們E3 E4叫做有的
[00:11:10.240 --> 00:11:12.720]  負責就是我們多少同工
[00:11:12.720 --> 00:11:14.960]  我們連報員都沒有
[00:11:14.960 --> 00:11:17.680]  但是一個未完整的教會
[00:11:17.680 --> 00:11:19.320]  神都可以使用
[00:11:19.320 --> 00:11:22.120]  所以你不要小看自己
[00:11:22.120 --> 00:11:23.840]  就算我們沒有傳道人
[00:11:23.840 --> 00:11:25.640]  神都可以使用你的
[00:11:25.640 --> 00:11:27.560]  你明白我的意思嗎
[00:11:27.560 --> 00:11:29.040]  所以就算我和Doris
[00:11:29.040 --> 00:11:30.680]  阿Y都退下來
[00:11:30.680 --> 00:11:34.240]  阿Ford神都會使用你的
[00:11:34.240 --> 00:11:35.760]  就算沒有阿Ford
[00:11:35.760 --> 00:11:39.160]  阿C神都會使用你的
[00:11:39.160 --> 00:11:41.480]  這段經文是講一羣無名英雄
[00:11:41.480 --> 00:11:42.400]  神都可以使用
[00:11:42.400 --> 00:11:43.560]  這些四散
[00:11:43.560 --> 00:11:45.000]  嚇得很害怕
[00:11:45.000 --> 00:11:48.760]  但是他仍然覺得神的救恩值得去宣揚
[00:11:48.760 --> 00:11:51.360]  他去到和猶太人的同胞
[00:11:51.360 --> 00:11:53.120]  和慕道的外邦人
[00:11:53.120 --> 00:11:55.640]  講這個偉大的福音
[00:11:55.640 --> 00:11:57.480]  你有沒有看到神的恩典
[00:11:57.480 --> 00:11:58.400]  二十一節那裏
[00:11:58.400 --> 00:12:02.040]  神的手在他們身上
[00:12:02.040 --> 00:12:03.440]  巴拿巴見到
[00:12:03.440 --> 00:12:05.760]  很多人信主
[00:12:05.760 --> 00:12:06.600]  信主就看到
[00:12:06.600 --> 00:12:07.960]  怎樣看到神的恩典
[00:12:07.960 --> 00:12:09.920]  那些以前犯罪
[00:12:09.920 --> 00:12:13.360]  講粗口講大話當喫生菜
[00:12:13.360 --> 00:12:15.520]  或者犯罪累累
[00:12:15.520 --> 00:12:19.880]  當慕道完全不前不義
[00:12:19.880 --> 00:12:21.720]  那些罪人迴轉
[00:12:21.720 --> 00:12:23.520]  這就是神的恩典
[00:12:23.520 --> 00:12:25.680]  所以神的恩典是怎樣看到的
[00:12:25.680 --> 00:12:26.840]  所以二十四節
[00:12:26.840 --> 00:12:28.400]  我們一起讀第二十四節
[00:12:28.400 --> 00:12:29.840]  一 二 三
[00:12:29.840 --> 00:12:30.720]  對不起是二十三
[00:12:30.720 --> 00:12:32.520]  預備 起
[00:12:32.520 --> 00:12:33.680]  所以第一個重點
[00:12:33.680 --> 00:12:35.360]  就是我們要學習
[00:12:35.360 --> 00:12:36.440]  好像巴拿巴
[00:12:36.440 --> 00:12:38.800]  要看到神的恩典
[00:12:38.800 --> 00:12:40.240]  看到神的恩典在哪裏
[00:12:40.240 --> 00:12:43.480]  在一些沒有什麼特別訓練
[00:12:43.480 --> 00:12:44.960]  一些很普通
[00:12:44.960 --> 00:12:48.400]  你知不知道一個離開本族本家
[00:12:48.400 --> 00:12:49.920]  去到外地
[00:12:49.920 --> 00:12:51.720]  初來悟道的人
[00:12:51.720 --> 00:12:55.080]  連自己都未安頓好
[00:12:55.080 --> 00:12:57.520]  但他竟然可以做方工作
[00:12:57.520 --> 00:13:00.120]  做到夜露撒冷都聽到
[00:13:00.120 --> 00:13:01.600]  多厲害
[00:13:01.600 --> 00:13:02.560]  兄弟姐妹
[00:13:02.560 --> 00:13:04.200]  神可以使用我們
[00:13:04.200 --> 00:13:07.520]  神的恩典是可以看到的
[00:13:07.520 --> 00:13:08.720]  你願不願意
[00:13:08.720 --> 00:13:10.760]  在我們祈福堂看到神的恩典
[00:13:10.760 --> 00:13:11.680]  在你自己的小組
[00:13:11.680 --> 00:13:13.160]  在你自己的生命裏面
[00:13:13.160 --> 00:13:15.840]  神都可以使用我們
[00:13:15.840 --> 00:13:20.320]  今天的經文主角是巴拿巴
[00:13:20.320 --> 00:13:23.040]  我們剛纔讀了二十四節
[00:13:23.040 --> 00:13:25.120]  形容巴拿巴是個好人
[00:13:25.120 --> 00:13:29.560]  滿有聖靈和信心
[00:13:29.560 --> 00:13:32.600]  接着那句我們讀下去
[00:13:32.600 --> 00:13:33.920]  於是又怎樣
[00:13:33.920 --> 00:13:36.040]  又有更多人歸附主
[00:13:36.040 --> 00:13:38.120]  不單止這羣無名的
[00:13:38.120 --> 00:13:40.000]  四散的猶太信徒
[00:13:40.000 --> 00:13:43.080]  他們與自己本族的猶太人傳福音
[00:13:43.080 --> 00:13:44.960]  他們又與安提沃那些
[00:13:44.960 --> 00:13:47.560]  講希臘話的猶太人
[00:13:47.560 --> 00:13:49.920]  和那些外邦人傳福音
[00:13:49.920 --> 00:13:51.360]  夜露撒冷聽到
[00:13:51.360 --> 00:13:53.840]  他要派巴拿巴去
[00:13:53.840 --> 00:13:55.560]  聖經說巴拿巴是個好人
[00:13:55.560 --> 00:13:58.720]  他滿有聖靈和信心
[00:13:58.720 --> 00:14:02.040]  所以聖經說他對人有影響力
[00:14:02.040 --> 00:14:03.680]  他的生命是美善的
[00:14:03.680 --> 00:14:05.960]  這個好人這個字叫Agathos
[00:14:05.960 --> 00:14:07.800]  這個字不單止是好
[00:14:07.800 --> 00:14:08.720]  這麼簡單
[00:14:08.720 --> 00:14:11.840]  他是與聖靈所結的那支良善
[00:14:11.840 --> 00:14:13.840]  goodness 那個字
[00:14:13.840 --> 00:14:15.880]  叫Agathos
[00:14:15.880 --> 00:14:17.400]  Sune
[00:14:17.400 --> 00:14:18.400]  一個希臘字
[00:14:18.400 --> 00:14:19.560]  同一個字根
[00:14:19.560 --> 00:14:21.200]  美善美好
[00:14:21.200 --> 00:14:22.440]  善行
[00:14:22.440 --> 00:14:23.720]  就是這個字
[00:14:23.720 --> 00:14:25.200]  他這個善行
[00:14:25.200 --> 00:14:26.280]  是看得到的
[00:14:26.280 --> 00:14:30.520]  你知道在《史能傳》第四章已經記載
[00:14:30.520 --> 00:14:33.200]  他很慷慨賣了自己的田產
[00:14:33.200 --> 00:14:36.240]  捐獻給有缺乏的同胞
[00:14:36.240 --> 00:14:38.440]  有缺乏教會的人
[00:14:38.440 --> 00:14:40.280]  他稱爲勸慰子
[00:14:40.280 --> 00:14:43.440]  他是一個很願意鼓勵人
[00:14:43.440 --> 00:14:45.320]  還有很特別在第九章
[00:14:45.320 --> 00:14:51.360]  個個都很怕掃挪這個逼迫教會的壞蛋
[00:14:51.360 --> 00:14:53.680]  但是他接待他
[00:14:53.680 --> 00:14:56.480]  這裏耶路撒冷聽到風聲
[00:14:56.480 --> 00:14:57.760]  差派他
[00:14:57.760 --> 00:14:58.720]  他就順服差遣
[00:14:58.720 --> 00:15:00.720]  你看整個《史能傳》
[00:15:00.720 --> 00:15:02.560]  形容的巴拿巴
[00:15:02.560 --> 00:15:04.200]  完全是一個順服
[00:15:04.200 --> 00:15:07.440]  他原本是塞浦路斯出生的猶太人
[00:15:07.440 --> 00:15:09.560]  他回到耶路撒冷那裏住
[00:15:09.560 --> 00:15:11.200]  連房子都賣了
[00:15:11.200 --> 00:15:12.680]  神差派他
[00:15:12.680 --> 00:15:15.200]  他又願意接待掃挪
[00:15:15.200 --> 00:15:17.240]  在這裏聽到安提厄教會的需要
[00:15:17.240 --> 00:15:20.160]  他又願意被差派順服來到這裏
[00:15:20.160 --> 00:15:22.880]  你知道再隔一章聖經十三章
[00:15:22.880 --> 00:15:26.680]  聖靈差派保羅和巴拿巴出去
[00:15:26.680 --> 00:15:29.400]  他一路去第一次旅程
[00:15:29.400 --> 00:15:31.600]  第二次旅程之前
[00:15:31.600 --> 00:15:37.600]  他又和馬可和其他人繼續報道
[00:15:37.600 --> 00:15:40.880]  他差不多沒有再回耶路撒冷
[00:15:40.880 --> 00:15:43.080]  除了回去述職之外
[00:15:43.080 --> 00:15:45.800]  巴拿巴是一個神所重用
[00:15:45.800 --> 00:15:50.200]  在建立外邦教會的一個很偉大的宣教士
[00:15:50.200 --> 00:15:52.520]  聖經形容他是好人
[00:15:52.520 --> 00:15:55.480]  和我們現在所理解的好人
[00:15:55.480 --> 00:16:00.400]  這個詞可能我要再給多一點解釋
[00:16:00.400 --> 00:16:01.560]  巴拿巴的生命
[00:16:01.560 --> 00:16:05.000]  除了他樂意奉獻
[00:16:05.000 --> 00:16:09.320]  除了他願意接待一個真心迴轉的人
[00:16:09.320 --> 00:16:14.520]  大家聽到最近反修例的好抱歉
[00:16:14.520 --> 00:16:18.080]  主角就是在臺灣犯事的陳同佳
[00:16:18.080 --> 00:16:19.600]  他信了主
[00:16:19.600 --> 00:16:21.960]  洗了禮
[00:16:21.960 --> 00:16:23.760]  聽說他還寫信給特首
[00:16:23.760 --> 00:16:28.440]  說他願意去自首
[00:16:28.440 --> 00:16:29.600]  丁子梅
[00:16:29.600 --> 00:16:33.320]  如果你是這個弟兄
[00:16:33.320 --> 00:16:38.120]  你有沒有想過你的名字在香港的歷史
[00:16:38.120 --> 00:16:39.520]  但我覺得最重要
[00:16:39.520 --> 00:16:42.720]  不是出名是他信主
[00:16:42.720 --> 00:16:44.400]  我們不知道他的將來是怎樣
[00:16:44.400 --> 00:16:45.880]  可能是死刑
[00:16:45.880 --> 00:16:47.280]  但是蘇羅
[00:16:47.280 --> 00:16:51.080]  這個稱自己是罪魁得死的人
[00:16:51.080 --> 00:16:52.560]  巴拿巴接待他
[00:16:52.560 --> 00:16:55.960]  巴拿巴這個好人不簡單
[00:16:55.960 --> 00:16:57.680]  他的好是怎樣來的呢?
[00:16:57.680 --> 00:17:01.080]  經文說他滿有聖靈和信心
[00:17:01.080 --> 00:17:02.000]  如果你讀《迦太太書》
[00:17:02.000 --> 00:17:06.960]  保羅形容一個隨籍聖靈得生的人
[00:17:06.960 --> 00:17:09.640]  主要是因爲他聽信
[00:17:09.640 --> 00:17:11.120]  聽福音
[00:17:11.120 --> 00:17:13.080]  因爲他有信
[00:17:13.080 --> 00:17:16.520]  一個明白、夠恩、夠通透的人
[00:17:16.520 --> 00:17:19.240]  他就能夠被聖靈充滿
[00:17:19.240 --> 00:17:22.120]  一個常常被夠恩所感動的人
[00:17:22.120 --> 00:17:24.520]  他就能夠常常被聖靈充滿
[00:17:24.520 --> 00:17:27.120]  在《迦太太書》保羅第三章
[00:17:27.120 --> 00:17:29.440]  演繹了這個真理
[00:17:29.440 --> 00:17:31.800]  就是一個明白福音真理
[00:17:31.800 --> 00:17:33.160]  明白這個信
[00:17:33.160 --> 00:17:36.040]  他的信仰通透的人
[00:17:36.040 --> 00:17:38.120]  他是被聖靈管理
[00:17:38.120 --> 00:17:40.000]  被聖靈更生
[00:17:40.000 --> 00:17:42.720]  以至他的生命有聖靈的果子
[00:17:42.720 --> 00:17:46.320]  聖靈的果子的九個質地
[00:17:46.320 --> 00:17:48.720]  其中一個就是良善
[00:17:48.720 --> 00:17:53.360]  在這裏形容巴拿巴這個字
[00:17:53.360 --> 00:17:55.520]  他是一個阿格弗的人
[00:17:55.520 --> 00:17:58.400]  他是一個良善、美善的人
[00:17:58.400 --> 00:18:00.880]  他整個生命質素
[00:18:00.880 --> 00:18:04.160]  他爲什麼可以有這麼美好的生命品格
[00:18:04.160 --> 00:18:06.520]  還可以影響人信主
[00:18:06.520 --> 00:18:07.400]  他有很多東西
[00:18:07.400 --> 00:18:08.400]  第一
[00:18:08.400 --> 00:18:12.960]  他願意服侍弱勢的人
[00:18:12.960 --> 00:18:16.600]  他願意給人機會
[00:18:16.600 --> 00:18:18.760]  第二 他樂意捐贖
[00:18:18.760 --> 00:18:20.440]  之前經文說了
[00:18:20.440 --> 00:18:21.400]  還有來到這裏
[00:18:21.400 --> 00:18:23.000]  他願意信服
[00:18:23.000 --> 00:18:26.760]  不僅是聖靈差遣他和保羅出去
[00:18:26.760 --> 00:18:29.680]  在這裏耶路撒冷的長老差遣他
[00:18:29.680 --> 00:18:32.440]  他一個人就上來安提阿
[00:18:32.440 --> 00:18:34.080]  六百多公里的路程
[00:18:34.080 --> 00:18:35.760]  他就上來
[00:18:35.760 --> 00:18:36.840]  不僅如此
[00:18:36.840 --> 00:18:37.800]  經文還說
[00:18:37.800 --> 00:18:40.440]  他看見
[00:18:40.440 --> 00:18:42.280]  他去到一個羣體
[00:18:42.280 --> 00:18:44.200]  一羣初出茅廬
[00:18:44.200 --> 00:18:47.000]  信主連日好淺
