
[00:00:00.000 --> 00:00:09.000]  今天是初五,新的一年祝願各位主人常在,身心靈健壯,有我們同心的禱告。
[00:12:15.000 --> 00:12:23.000]  耶穌是因信稱義的基督徒,基督跟隨者的新人類,
[00:12:23.000 --> 00:12:26.000]  一群新人類的創始人。
[00:12:27.000 --> 00:12:34.000]  在夏文的第二個段落,15至19節就把兩個從基督而出,
[00:12:34.000 --> 00:12:37.000]  和從亞當而出的做一個比較。
[00:12:37.000 --> 00:12:41.000]  這段經文給我們有什麼反思呢?
[00:12:41.000 --> 00:12:45.000]  在當時羅馬書的處境,
[00:12:45.000 --> 00:12:48.000]  很多猶太人視自己為神的選民,
[00:12:48.000 --> 00:12:50.000]  輕看很多外邦人。
[00:12:50.000 --> 00:12:54.000]  我們想當時羅馬帝國的政權,
[00:12:55.000 --> 00:12:58.000]  有羅馬公民的身份,感到很優越。
[00:12:58.000 --> 00:13:03.000]  可能今天我們都要按照人間各種的制度背景,
[00:13:03.000 --> 00:13:07.000]  例如社會階層,我們的出身,我們的種族,政治立場等等,
[00:13:07.000 --> 00:13:10.000]  我們去分門別類定優次。
[00:13:10.000 --> 00:13:13.000]  保羅想說這些背景其實不重要,
[00:13:13.000 --> 00:13:16.000]  因為其實所有人,
[00:13:16.000 --> 00:13:21.000]  其實每個人本來都同樣是屬於罪人一名,
[00:13:22.000 --> 00:13:25.000]  反而要把人類從亞當而出,
[00:13:25.000 --> 00:13:30.000]  還是從耶穌基督而出,這個就非常重要了。
[00:13:30.000 --> 00:13:35.000]  保羅強調,神要在耶穌基督裡面建立一個新的人類,
[00:13:35.000 --> 00:13:38.000]  帶著更新的生命,新的生活方式,
[00:13:38.000 --> 00:13:40.000]  建立一個上帝國。
[00:13:40.000 --> 00:13:43.000]  等待我們怎樣看待自己的身份,
[00:13:43.000 --> 00:13:45.000]  我們仍然很眷戀,
[00:13:45.000 --> 00:13:48.000]  很多人間的制度,熟悉的價值觀,
[00:13:48.000 --> 00:13:50.000]  帶給我們這份優越感。
[00:13:51.000 --> 00:13:54.000]  又或者覺得我不及其他人那麼好,
[00:13:54.000 --> 00:13:56.000]  而我感到很自卑。
[00:13:56.000 --> 00:13:59.000]  同樣我們又怎樣看待其他人的身份,
[00:13:59.000 --> 00:14:04.000]  特別是近這兩年,我們有很多行在社區的福音,
[00:14:04.000 --> 00:14:08.000]  當我們出去做很多一些服侍基層工作的時候,
[00:14:08.000 --> 00:14:11.000]  帶著什麼態度,什麼眼光,
[00:14:11.000 --> 00:14:16.000]  去看待這些好像跟自己沒有那麼多豐富資源的人,
[00:14:16.000 --> 00:14:18.000]  會不會我們覺得自己高高在上,
[00:14:19.000 --> 00:14:21.000]  就向下去看待他們?
[00:14:21.000 --> 00:14:23.000]  希望當中成為我們一些的學習。
[00:14:23.000 --> 00:14:26.000]  我們進入第二個階段,第二個段落,
[00:14:26.000 --> 00:14:28.000]  15至19節。
[00:14:28.000 --> 00:14:30.000]  在這五節經文裡面,
[00:14:30.000 --> 00:14:34.000]  每一節都將亞當和基督做一個對比,
[00:14:34.000 --> 00:14:36.000]  分開兩部分,
[00:14:36.000 --> 00:14:38.000]  頭三節15至17節一段,
[00:14:38.000 --> 00:14:41.000]  18至19節一段。
[00:14:41.000 --> 00:14:44.000]  我們先看頭三節。
[00:14:44.000 --> 00:14:46.000]  在這三節經文裡面,
[00:14:47.000 --> 00:14:51.000]  好像在聚焦不同的重點。
[00:14:51.000 --> 00:14:56.000]  15節是講亞當和基督兩個行為的特質,
[00:14:56.000 --> 00:14:59.000]  過犯和恩典去做比較。
[00:14:59.000 --> 00:15:02.000]  16節是講兩個的行徑,
[00:15:02.000 --> 00:15:04.000]  引來即時的後果,
[00:15:04.000 --> 00:15:06.000]  一個被定罪,一個就清義了。
[00:15:06.000 --> 00:15:11.000]  17節是講了兩個終極帶來的果效,
[00:15:11.000 --> 00:15:13.000]  是兩種生命的對比。
[00:15:14.000 --> 00:15:17.000]  在亞當裡面死,被掌權。
[00:15:17.000 --> 00:15:19.000]  在耶穌基督裡面,
[00:15:19.000 --> 00:15:21.000]  我們的生命在掌權。
[00:15:21.000 --> 00:15:23.000]  我們嘗試詳細去看第15節。
[00:15:23.000 --> 00:15:26.000]  但是過犯不如恩典。
[00:15:26.000 --> 00:15:29.000]  若因一人的過犯,眾人都死了。
[00:15:29.000 --> 00:15:31.000]  那麼神的恩典,
[00:15:31.000 --> 00:15:34.000]  與那因耶穌基督一人而來的恩典中的賞賜,
[00:15:34.000 --> 00:15:37.000]  豈不加倍地臨到眾人嗎?
[00:15:38.000 --> 00:15:44.000]  即將耶穌基督神的恩典遠遠超越了亞當
[00:15:44.000 --> 00:15:47.000]  對人類所造成的破壞。
[00:15:47.000 --> 00:15:50.000]  恩典勝過過犯。
[00:15:50.000 --> 00:15:52.000]  16節,
[00:15:52.000 --> 00:15:54.000]  因一人犯罪而來的後果,
[00:15:54.000 --> 00:15:56.000]  也不如賞賜,
[00:15:56.000 --> 00:15:58.000]  原來審判是由一人而定罪。
[00:15:58.000 --> 00:16:00.000]  這個我們很明白,
[00:16:00.000 --> 00:16:02.000]  因為亞當他的罪,
[00:16:02.000 --> 00:16:04.000]  以前的人受到審判。
[00:16:04.000 --> 00:16:06.000]  那什麼叫「恩典乃是由許多個犯而清義」呢?
[00:16:07.000 --> 00:16:11.000]  對比歷世、歷代、眾人所犯許許多多,
[00:16:11.000 --> 00:16:13.000]  一切的過犯,
[00:16:13.000 --> 00:16:18.000]  都因著耶穌基督的救贖工作,
[00:16:18.000 --> 00:16:20.000]  以致被清義。
[00:16:20.000 --> 00:16:22.000]  這是一個量的對比。
[00:16:22.000 --> 00:16:24.000]  亞當一人的犯罪,
[00:16:24.000 --> 00:16:26.000]  與耶穌基督的恩典,
[00:16:26.000 --> 00:16:30.000]  讓眾人所有的罪都可以被赦免。
[00:16:30.000 --> 00:16:32.000]  這是一個量的對比。
[00:16:32.000 --> 00:16:35.000]  第三節有點不容易。
[00:16:36.000 --> 00:16:38.000]  他說:「若因一人的過犯死,
[00:16:38.000 --> 00:16:40.000]  就因這一人掌權,
[00:16:40.000 --> 00:16:44.000]  那些受紅恩有蒙所賜之義的,
[00:16:44.000 --> 00:16:47.000]  豈不更要因耶穌基督一人再貪玩生命掌權嗎?」
[00:16:47.000 --> 00:16:49.000]  是否很深奧呢?
[00:16:49.000 --> 00:16:51.000]  我想你試試花點時間,
[00:16:51.000 --> 00:16:53.000]  這篇經文很重要,
[00:16:53.000 --> 00:16:55.000]  我們去細著一下。
[00:16:55.000 --> 00:16:57.000]  我們看新漢的譯本。
[00:16:57.000 --> 00:16:59.000]  他說:「事實上,
[00:16:59.000 --> 00:17:01.000]  若因一人的過犯死,
[00:17:01.000 --> 00:17:03.000]  就藉著這一個人的掌權。」
[00:17:04.000 --> 00:17:07.000]  用參考英文聖經是什麼時代呢?
[00:17:07.000 --> 00:17:09.000]  是過去了的時代。
[00:17:09.000 --> 00:17:11.000]  就是說,
[00:17:11.000 --> 00:17:13.000]  亞當的過犯,
[00:17:13.000 --> 00:17:16.000]  為全人類帶來的結果,
[00:17:16.000 --> 00:17:18.000]  這是已經發生了的,
[00:17:18.000 --> 00:17:20.000]  已經發生了的時代。
[00:17:20.000 --> 00:17:22.000]  死亡的權勢,
[00:17:22.000 --> 00:17:24.000]  已經在核製我們。
[00:17:24.000 --> 00:17:26.000]  我們沒有選擇。
[00:17:26.000 --> 00:17:28.000]  全人類都是這樣,已經發生了。
[00:17:28.000 --> 00:17:30.000]  不過,
[00:17:30.000 --> 00:17:33.000]  那些領受封聖的恩典和義之賞賜的人,
[00:17:34.000 --> 00:17:35.000]  就必更要藉著,
[00:17:35.000 --> 00:17:38.000]  耶穌基督這人在生命中掌權。
[00:17:38.000 --> 00:17:40.000]  這個掌權,
[00:17:40.000 --> 00:17:42.000]  英文聖經比較明顯是什麼呢?
[00:17:42.000 --> 00:17:44.000]  是將來式。
[00:17:44.000 --> 00:17:46.000]  而且,是否所有人都可以?
[00:17:46.000 --> 00:17:48.000]  條件都有一些規範在哪裡?
[00:17:48.000 --> 00:17:50.000]  Those who receive,
[00:17:50.000 --> 00:17:52.000]  是你願意什麼?
[00:17:52.000 --> 00:17:54.000]  你願意去領受。
[00:17:54.000 --> 00:17:56.000]  那些人願意選擇
[00:17:56.000 --> 00:17:58.000]  去領受上帝豐富的恩典,
[00:17:58.000 --> 00:18:00.000]  而被稱為義的人,
[00:18:01.000 --> 00:18:04.000]  他將要得到生命中的掌權。
[00:18:04.000 --> 00:18:06.000]  我們信了主之後,
[00:18:06.000 --> 00:18:09.000]  我們的生命和耶穌基督去聯合。
[00:18:09.000 --> 00:18:11.000]  這個生命掌管著我們的生命。
[00:18:11.000 --> 00:18:13.000]  在終末的時候,
[00:18:13.000 --> 00:18:16.000]  我們更加和耶穌基督一同作王,
[00:18:16.000 --> 00:18:18.000]  去管治這個世界。
[00:18:18.000 --> 00:18:20.000]  這裡給我們看見一個很重要,
[00:18:20.000 --> 00:18:22.000]  是說我們沒有選擇。
[00:18:22.000 --> 00:18:24.000]  我們一與生俱來,
[00:18:24.000 --> 00:18:27.000]  就已經被亞當留下墮落的權勢,
[00:18:27.000 --> 00:18:29.000]  在影響著我們。
[00:18:30.000 --> 00:18:32.000]  不過,我們可以選擇什麼呢?
[00:18:32.000 --> 00:18:34.000]  我們願意選擇去接受
[00:18:34.000 --> 00:18:36.000]  耶穌基督豐盛的恩典,
[00:18:36.000 --> 00:18:38.000]  被稱為義,
[00:18:38.000 --> 00:18:40.000]  我們就有出路。
[00:18:40.000 --> 00:18:42.000]  接著在十五至十七節,
[00:18:42.000 --> 00:18:44.000]  我們看見有很多字眼,
[00:18:44.000 --> 00:18:47.000]  當比較亞當所作的,
[00:18:47.000 --> 00:18:50.000]  保羅去形容基督所作的,
[00:18:50.000 --> 00:18:52.000]  用很多的喜不加倍,
[00:18:52.000 --> 00:18:54.000]  也不愚,喜不更要。
[00:18:54.000 --> 00:18:56.000]  他想說保羅強調,
[00:18:56.000 --> 00:18:59.000]  神的恩典何等的浩瀚,
[00:19:00.000 --> 00:19:03.000]  遠遠超過亞當所帶來的群敬。
[00:19:03.000 --> 00:19:05.000]  比亞當一個人,
[00:19:05.000 --> 00:19:08.000]  他的行徑帶來的傷害,
[00:19:08.000 --> 00:19:11.000]  基督的第二個新人類,
[00:19:11.000 --> 00:19:13.000]  他的行動造成的結果,
[00:19:13.000 --> 00:19:17.000]  不單單抵消了亞當的罪,
[00:19:17.000 --> 00:19:19.000]  更加是更加好,
[00:19:19.000 --> 00:19:21.000]  更加恩典滿滿。
[00:19:21.000 --> 00:19:23.000]  所以很多學者說,
[00:19:23.000 --> 00:19:28.000]  今天的經文好像是一篇重陽的文章,
[00:19:29.000 --> 00:19:32.000]  重陽謹慎的恩典何等的浩瀚。
[00:19:32.000 --> 00:19:35.000]  接著在十八至十九節,
[00:19:35.000 --> 00:19:37.000]  我不詳細說了,
[00:19:37.000 --> 00:19:39.000]  保羅再一次做一個,
[00:19:39.000 --> 00:19:42.000]  兩個將亞當和基督的比較,
[00:19:42.000 --> 00:19:44.000]  來一個總結。
[00:19:44.000 --> 00:19:46.000]  你看見很多平衡的句,
[00:19:46.000 --> 00:19:48.000]  一次的過犯被定罪,
[00:19:48.000 --> 00:19:50.000]  一次的異行被清二,
[00:19:50.000 --> 00:19:52.000]  人一次的叛逆成為罪人,
[00:19:52.000 --> 00:19:54.000]  一個人一人的順從成為義。
[00:19:54.000 --> 00:19:57.000]  我只是想特別去這裡強調,
[00:19:58.000 --> 00:20:01.000]  保羅強調罪的本質是什麼?
[00:20:01.000 --> 00:20:03.000]  罪的本質是什麼?
[00:20:03.000 --> 00:20:06.000]  是背翼神還是順從神?
[00:20:06.000 --> 00:20:10.000]  亞當因為背翼神違反神的命令,
[00:20:10.000 --> 00:20:12.000]  以致他犯罪,
[00:20:12.000 --> 00:20:14.000]  而基督去信服神,
[00:20:14.000 --> 00:20:17.000]  一路要遵行上帝的旨意。
[00:20:17.000 --> 00:20:20.000]  這個聯絡給我們有什麼反思?
[00:20:20.000 --> 00:20:22.000]  很多時候舞蹈的朋友會說,
[00:20:22.000 --> 00:20:24.000]  我又沒有傷天害理,
[00:20:24.000 --> 00:20:26.000]  我又沒有作奸犯科,
[00:20:27.000 --> 00:20:28.000]  又沒有說我是一個罪人。
[00:20:28.000 --> 00:20:34.000]  我看見亞當和耶穌基督最大的分別是什麼?
[00:20:34.000 --> 00:20:41.000]  是用什麼基準去定生命的好與壞?
[00:20:41.000 --> 00:20:43.000]  當亞當受邪的引誘,
[00:20:43.000 --> 00:20:46.000]  他吃了分別聖諾船的果子,
[00:20:46.000 --> 00:20:49.000]  不是果子有什麼特異功能,
[00:20:49.000 --> 00:20:52.000]  而是他選擇吃這東西的時候,
[00:20:52.000 --> 00:20:55.000]  意味著他要按他自己的意願,
[00:20:56.000 --> 00:20:58.000]  去界定什麼是好什麼是壞,
[00:20:58.000 --> 00:21:01.000]  他要凌駕上帝的主權。
[00:21:01.000 --> 00:21:03.000]  是這個行徑表明了,
[00:21:03.000 --> 00:21:06.000]  他將神放開,我要自己作主,
[00:21:06.000 --> 00:21:08.000]  不去信服神。
[00:21:08.000 --> 00:21:10.000]  相對的福音書記載了,
[00:21:10.000 --> 00:21:16.000]  耶穌在曠野的40天受撒旦的試探,
[00:21:16.000 --> 00:21:19.000]  耶穌最後通過了那個考驗,
[00:21:19.000 --> 00:21:22.000]  他在赫西瑪利園的禱告,
[00:21:23.000 --> 00:21:27.000]  父啊,如果可能,求你將這個虎背拿開,
[00:21:27.000 --> 00:21:29.000]  但是不要照我的意願,
[00:21:29.000 --> 00:21:31.000]  要照你的意願,
[00:21:31.000 --> 00:21:34.000]  這是一個很經典的信復禱告。
[00:21:34.000 --> 00:21:38.000]  保羅在這裡提到罪,
[00:21:38.000 --> 00:21:41.000]  不只是說我們做了一些犯法,
[00:21:41.000 --> 00:21:43.000]  不合道德的事情,
[00:21:43.000 --> 00:21:45.000]  更是說的是一種自我忠心,
[00:21:45.000 --> 00:21:47.000]  我不要上帝去管我的生命,
[00:21:47.000 --> 00:21:52.000]  以致我是被一種罪的權勢去合制,
[00:21:53.000 --> 00:21:56.000]  罪是一種捆綁我們生命,拖垮我們的生命,
[00:21:56.000 --> 00:21:58.000]  一種權勢在這裡。
[00:21:58.000 --> 00:22:00.000]  我舉個例子,
[00:22:00.000 --> 00:22:03.000]  如果我們不遵守交通規則,
[00:22:03.000 --> 00:22:06.000]  接著你去衝紅燈過馬路,
[00:22:06.000 --> 00:22:09.000]  警察就會給你一個告票,
[00:22:09.000 --> 00:22:12.000]  你不能拒絕,你真的是犯法,
[00:22:12.000 --> 00:22:14.000]  隨時就會被罰。
[00:22:14.000 --> 00:22:16.000]  但是如果有一個人,
[00:22:16.000 --> 00:22:18.000]  按他的本性能力,
[00:22:18.000 --> 00:22:20.000]  其實他有能力去做事,
[00:22:21.000 --> 00:22:23.000]  不過他又不找工作,出外他又不找工作,
[00:22:23.000 --> 00:22:26.000]  在家裡他又不做家務,又不理家人,
[00:22:26.000 --> 00:22:28.000]  總之就隨隨便便過一天,
[00:22:28.000 --> 00:22:31.000]  每天躲在被窩裡可能打遊戲機,
[00:22:31.000 --> 00:22:35.000]  年復年,日復日,一事無成。
[00:22:35.000 --> 00:22:38.000]  你說可不可以按照基本法,
[00:22:38.000 --> 00:22:40.000]  有些法例去控告他犯規,
[00:22:40.000 --> 00:22:42.000]  不能控告,
[00:22:42.000 --> 00:22:44.000]  但是你說他的生命,
[00:22:44.000 --> 00:22:46.000]  如何拖垮他,
[00:22:46.000 --> 00:22:50.000]  他的勤勁如何拖垮他自己的生命,
[00:22:51.000 --> 00:22:53.000]  相對你過馬路,你違規,
[00:22:53.000 --> 00:22:58.000]  這樣的生命帶來的後果是拖垮他的一生。
[00:22:58.000 --> 00:23:04.000]  跟大家分享一下我近期生活的一些小片段,
