
[00:00:00.000 --> 00:00:03.560]  我們今天的題目很有趣
[00:01:40.400 --> 00:01:44.880]  而廢了你所珍惡的太太幫你生的
[00:01:44.880 --> 00:01:49.480]  這個是不可以偏私的律例
[00:01:49.480 --> 00:01:54.320]  第二個我們又看到在新命紀22章1至4節
[00:01:54.320 --> 00:01:58.360]  如果你的兄弟有些什麼遺失了
[00:01:58.360 --> 00:02:01.080]  可能是牛 可能是羊
[00:02:01.080 --> 00:02:03.480]  可能是身上的衣物
[00:02:03.480 --> 00:02:05.960]  但是遺失了的東西
[00:02:05.960 --> 00:02:07.960]  你找到了之後
[00:02:07.960 --> 00:02:11.680]  你是要將這些東西還給你的兄弟
[00:02:11.680 --> 00:02:14.240]  因為你愛他
[00:02:14.240 --> 00:02:20.800]  連建屋都有這個律例典章
[00:02:20.800 --> 00:02:24.560]  我們知道以色列人的屋是平頂的
[00:02:24.560 --> 00:02:28.240]  在屋頂上有人可以走路
[00:02:28.240 --> 00:02:31.080]  但如果有人掉下來就會受傷
[00:02:31.080 --> 00:02:35.600]  所以屋頂也要在四周起欄杆
[00:02:35.600 --> 00:02:40.000]  以致防止人不會掉下來
[00:02:40.000 --> 00:02:45.080]  在22章9節又說到有些分別遺性的律例
[00:02:45.080 --> 00:02:49.320]  不可以將兩種不同的種子種在一起
[00:02:49.320 --> 00:02:54.840]  不可以將牛和驢一起來耕地
[00:02:54.840 --> 00:03:00.320]  又不可以將羊毛和細馬一起來做衣服
[00:03:00.320 --> 00:03:03.840]  這些都是外邦人做的事
[00:03:03.840 --> 00:03:07.560]  神要以色列人分別遺性
[00:03:07.560 --> 00:03:10.760]  和外邦人和他們的鄰居分開
[00:03:10.760 --> 00:03:13.320]  不要做這些事
[00:03:13.320 --> 00:03:17.320]  在新命紀22章10至21節
[00:03:17.320 --> 00:03:21.280]  連新婚妻子的貞潔都有律例
[00:03:21.280 --> 00:03:23.840]  如果你洞房發覺你的妻子
[00:03:23.840 --> 00:03:25.960]  沒有貞潔的憑據
[00:03:25.960 --> 00:03:28.680]  你又應該怎樣做
[00:03:28.680 --> 00:03:31.840]  去到23章10至14節
[00:03:31.840 --> 00:03:39.360]  連夢遺連排泄物的處理都說了
[00:03:39.360 --> 00:03:42.200]  很多很噁心的經文我都不說
[00:03:42.200 --> 00:03:45.520]  如果大家晚上睡不著覺
[00:03:45.520 --> 00:03:49.840]  在新命紀23章你讀10至14節
[00:03:49.840 --> 00:03:53.680]  相信你很快就睡著了
[00:03:53.680 --> 00:03:59.320]  23章21至23節又說向神許願
[00:03:59.320 --> 00:04:01.640]  你不許願也沒有問題
[00:04:01.640 --> 00:04:03.440]  但如果你許願的話
[00:04:03.440 --> 00:04:05.560]  你一定要還願
[00:04:05.560 --> 00:04:06.960]  如果你不還願的話
[00:04:06.960 --> 00:04:08.920]  神就會向你追討
[00:04:08.920 --> 00:04:11.800]  這個就是罪
[00:04:11.800 --> 00:04:16.520]  24章1至5節又說到休妻
[00:04:16.520 --> 00:04:18.360]  娶妻的事
[00:04:18.360 --> 00:04:21.800]  你是休了你的妻子和她離婚
[00:04:21.800 --> 00:04:24.880]  你的妻子和別人結了婚
[00:04:24.880 --> 00:04:28.520]  你不能遲些又接這個妻子回來
[00:04:28.520 --> 00:04:32.200]  這個是為神所不起願
[00:04:32.200 --> 00:04:33.720]  娶妻的話
[00:04:33.720 --> 00:04:36.520]  神說容許你有一年的時間
[00:04:36.520 --> 00:04:38.080]  來休假
[00:04:38.080 --> 00:04:39.880]  和你太太度蜜月
[00:04:39.880 --> 00:04:43.720]  和你太太享受新婚的生活
[00:04:43.720 --> 00:04:46.600]  我們見到神真的很恩待
[00:04:46.600 --> 00:04:49.560]  在第25章1至3節
[00:04:49.560 --> 00:04:52.680]  又說到審判的時候
[00:04:52.680 --> 00:04:55.160]  有刑罰有鞭打
[00:04:55.160 --> 00:04:57.880]  鞭打不可以多過40次
[00:04:57.880 --> 00:05:02.680]  多過40次就輕箭了你的弟兄
[00:05:02.680 --> 00:05:05.680]  所以我們見到保羅在他的書信裏面
[00:05:05.680 --> 00:05:07.760]  常常說自己被鞭打
[00:05:07.760 --> 00:05:09.640]  是40次減一次
[00:05:09.640 --> 00:05:11.400]  是39次
[00:05:11.400 --> 00:05:13.720]  猶太人是很注重這些事
[00:05:13.720 --> 00:05:16.240]  不要觸犯到律法
[00:05:16.240 --> 00:05:19.480]  所以神說打40鞭是最多的
[00:05:19.480 --> 00:05:21.640]  他們就打39鞭
[00:05:21.640 --> 00:05:24.680]  用甚麼打打下突然間打個黑痴
[00:05:24.680 --> 00:05:28.080]  忘記自己打了多少鞭數漏了一鞭
[00:05:28.080 --> 00:05:32.160]  你都不會觸犯神的律法
[00:05:32.160 --> 00:05:34.840]  第25章到第13至16節
[00:05:34.840 --> 00:05:37.000]  又說到做生意
[00:05:37.000 --> 00:05:38.840]  你要用公平的法碼
[00:05:38.840 --> 00:05:42.760]  你要用公平的稱託來做生意
[00:05:42.760 --> 00:05:44.160]  不要騙人
[00:05:44.160 --> 00:05:46.600]  所以我們見到真的雜亂
[00:05:46.600 --> 00:05:50.680]  很多很多不同的律例都有在裏面
[00:05:50.680 --> 00:05:53.560]  唯一能夠稍微給這些律例典章
[00:05:53.560 --> 00:05:55.320]  有少少結構
[00:05:55.320 --> 00:05:57.320]  有少少次序的
[00:05:57.320 --> 00:06:04.000]  就是注意到22章9節至到23章18節
[00:06:04.000 --> 00:06:06.960]  好像都是說一些分別為性
[00:06:06.960 --> 00:06:09.000]  性結的律例
[00:06:09.000 --> 00:06:12.640]  在22章9節之前
[00:06:12.640 --> 00:06:15.160]  是說到一些民間的律例
[00:06:15.160 --> 00:06:18.560]  在23章18節之後
[00:06:18.560 --> 00:06:22.440]  又是一些民間的律例
[00:06:22.440 --> 00:06:25.920]  如果你真的覺得我剛才所說的經文
[00:06:25.920 --> 00:06:28.000]  是很雜亂
[00:06:28.000 --> 00:06:30.880]  你可能是站得太近
[00:06:30.880 --> 00:06:32.360]  站得太近的時候
[00:06:32.360 --> 00:06:34.200]  你只見到樹木
[00:06:34.200 --> 00:06:36.320]  你見不到森林
[00:06:36.320 --> 00:06:37.920]  你要站得遠少少
[00:06:37.920 --> 00:06:39.880]  你才能夠看得見
[00:06:39.880 --> 00:06:42.200]  就是如果你留意的話
[00:06:42.200 --> 00:06:44.280]  在神的律例典章裏面
[00:06:44.280 --> 00:06:47.200]  有祂的愛在裏面
[00:06:47.200 --> 00:06:49.320]  我們見到剛才所說的
[00:06:49.320 --> 00:06:53.520]  要將弟兄遺失的東西還給弟兄
[00:06:53.520 --> 00:06:55.840]  這個就是愛的表現
[00:06:55.840 --> 00:06:58.040]  我們亦都見到是建屋
[00:06:58.040 --> 00:07:00.120]  你要在屋頂上建欄杆
[00:07:00.120 --> 00:07:02.960]  不要有人在你的屋頂上掉下去
[00:07:02.960 --> 00:07:05.080]  這個都是為人設想
[00:07:05.080 --> 00:07:07.480]  是愛的表現
[00:07:07.480 --> 00:07:10.400]  還有就是做生意要公平
[00:07:10.400 --> 00:07:13.000]  這個都是不要騙人
[00:07:13.000 --> 00:07:15.200]  要彼此相愛
[00:07:15.200 --> 00:07:16.720]  最後我們見到
[00:07:16.720 --> 00:07:19.120]  連審判的鞭打
[00:07:19.120 --> 00:07:21.840]  都不可以鞭打多過40鞭
[00:07:21.840 --> 00:07:25.560]  因為這樣就會輕戰了你的弟兄
[00:07:25.560 --> 00:07:28.040]  我們見到神的律例典章
[00:07:28.040 --> 00:07:30.960]  都是要我們表現我們的愛
[00:07:30.960 --> 00:07:32.920]  當我們表現愛的時候
[00:07:32.920 --> 00:07:34.760]  神就會祝福我們
[00:07:34.760 --> 00:07:36.880]  這個就是我們的主題
[00:07:36.880 --> 00:07:38.840]  從神的律例典章
[00:07:38.840 --> 00:07:40.680]  雜亂的律例典章
[00:07:40.680 --> 00:07:44.040]  能夠被神所祝福
[00:07:44.040 --> 00:07:45.800]  我覺得
[00:07:45.800 --> 00:07:50.480]  除了我現在給你看到這麼簡單的結構
[00:07:50.480 --> 00:07:51.560]  其實
[00:07:51.560 --> 00:07:56.160]  都還有一個辦法來看這些律例典章
[00:07:56.160 --> 00:07:57.520]  就是
[00:07:57.520 --> 00:07:59.360]  看看有沒有這些律例典章
[00:07:59.360 --> 00:08:03.640]  發生在聖經的人物身上
[00:08:03.640 --> 00:08:05.360]  我們可以見到
[00:08:05.360 --> 00:08:07.120]  有兩個律例典章
[00:08:07.120 --> 00:08:10.920]  一個是繼後立後的律例
[00:08:10.920 --> 00:08:13.440]  一個是當頭的律例
[00:08:13.440 --> 00:08:18.840]  這兩個律例同時發生在同一個聖經的人物
[00:08:18.840 --> 00:08:22.160]  我們先看看繼後的律例典章
[00:08:22.160 --> 00:08:25.640]  在《新命紀》25章5-6節
[00:08:25.640 --> 00:08:26.600]  經文說
[00:08:26.600 --> 00:08:28.200]  如果有兄弟
[00:08:28.200 --> 00:08:30.080]  他們是同居
[00:08:30.080 --> 00:08:32.400]  其中一個死了
[00:08:32.400 --> 00:08:34.600]  死了的妻子
[00:08:34.600 --> 00:08:39.760]  就不能夠出嫁外人
[00:08:39.760 --> 00:08:41.320]  她要留在家裡
[00:08:41.320 --> 00:08:44.840]  她要嫁給其餘的弟兄
[00:08:44.840 --> 00:08:49.520]  那個兄弟就有權盡他做兄弟的義務
[00:08:49.520 --> 00:08:54.320]  為他的哥哥來繼後
[00:08:54.320 --> 00:08:58.240]  這個妻子所生出來的長子
[00:08:58.240 --> 00:09:04.480]  就要歸還給哥哥
[00:09:04.480 --> 00:09:06.760]  這樣他的哥哥的名字
[00:09:06.760 --> 00:09:11.120]  就不會在以色列人當中被塗抹
[00:09:11.120 --> 00:09:16.080]  也就是說不會在以色列人的家譜當中被塗抹
[00:09:16.080 --> 00:09:18.160]  因為他沒有後人
[00:09:18.160 --> 00:09:21.600]  另外有一個律例典章是當頭
[00:09:21.600 --> 00:09:24.240]  甚麼是當頭的律例典章
[00:09:24.240 --> 00:09:28.080]  《新命紀》24章10-13節說
[00:09:28.080 --> 00:09:29.240]  甚麼是當頭
[00:09:29.240 --> 00:09:31.880]  當頭是一些抵押的東西
[00:09:31.880 --> 00:09:34.320]  你去跟別人借錢
[00:09:34.320 --> 00:09:35.960]  或者是借東西
[00:09:35.960 --> 00:09:38.320]  別人說好 我借給你
[00:09:38.320 --> 00:09:41.120]  但別人說 我怎知借給你
[00:09:41.120 --> 00:09:43.760]  你會不會好像劉備借荊州
[00:09:43.760 --> 00:09:45.920]  有借無還
[00:09:45.920 --> 00:09:48.000]  所以你要給些當頭
[00:09:48.000 --> 00:09:50.680]  給些值錢的東西我抵押
[00:09:50.680 --> 00:09:53.840]  這個就是當頭
[00:09:53.840 --> 00:09:58.880]  經文說 如果別人問你借錢 借東西
[00:09:58.880 --> 00:10:01.320]  你不可以去別人的家裡
[00:10:01.320 --> 00:10:03.800]  你說 我喜歡你的鋼琴
[00:10:03.800 --> 00:10:05.480]  我喜歡你的沙發
[00:10:05.480 --> 00:10:08.400]  你不可以自己去選擇
[00:10:08.400 --> 00:10:10.800]  任何的物件做你的當頭
[00:10:10.800 --> 00:10:14.360]  你要在別人家裡的外面
[00:10:14.360 --> 00:10:18.280]  讓別人把當頭拿出來給你
[00:10:18.280 --> 00:10:20.280]  另外經文又說
[00:10:20.280 --> 00:10:23.640]  如果你是借錢給窮人 借東西給窮人
[00:10:23.640 --> 00:10:25.480]  窮人給你當頭
[00:10:25.480 --> 00:10:28.040]  但他需要這個當頭的時候
[00:10:28.040 --> 00:10:31.960]  你不可以 你一定要在日落之前給他
[00:10:31.960 --> 00:10:35.040]  你不可以留他的當頭過夜
[00:10:35.040 --> 00:10:37.160]  例如是身上的衣服
[00:10:37.160 --> 00:10:39.040]  到晚上會涼的
[00:10:39.040 --> 00:10:42.360]  你不可以說你不給衣服給別人穿
[00:10:42.360 --> 00:10:44.680]  別人會傷風的
[00:10:44.680 --> 00:10:46.960]  你要給衣服給別人
[00:10:46.960 --> 00:10:49.440]  當你在日落的時候
[00:10:49.440 --> 00:10:51.680]  把當頭給別人
[00:10:51.680 --> 00:10:53.440]  這個人就會為你祝福
[00:10:53.440 --> 00:10:54.480]  經文說
[00:10:54.480 --> 00:10:59.560]  「這在耶和華神面前就是你的意料」
[00:10:59.560 --> 00:11:01.120]  這個人為你祝福的時候
[00:11:01.120 --> 00:11:03.680]  你在耶和華面前就成為一個意人
[00:11:03.680 --> 00:11:05.680]  得到神的祝福
[00:11:05.680 --> 00:11:08.760]  另外在《新命記》24章6節又說
[00:11:08.760 --> 00:11:12.080]  你不可以拿別人吃飯的家伙
[00:11:12.080 --> 00:11:17.120]  吃飯的 靠他吃飯的東西
[00:11:17.120 --> 00:11:19.520]  來做你的當頭
[00:11:19.520 --> 00:11:21.440]  因為別人要養活的
[00:11:21.440 --> 00:11:24.000]  沒有這個當頭是不行的
[00:11:24.000 --> 00:11:29.000]  所以你不可以用別人用來養活的東西
[00:11:29.000 --> 00:11:30.840]  作為你的當頭
[00:11:30.840 --> 00:11:33.040]  《新命記》24章17節又說
[00:11:33.040 --> 00:11:38.440]  不可以把寡婦的衣服拿來當當頭
[00:11:38.440 --> 00:11:42.480]  我們想想有哪個聖經的人物
[00:11:42.480 --> 00:11:44.800]  是又跟別人計較
[00:11:44.800 --> 00:11:48.200]  但是又去拿別人的當頭
[00:11:48.200 --> 00:11:50.600]  記不記得是誰
[00:11:50.600 --> 00:11:52.800]  是迦南的女子
[00:11:52.800 --> 00:11:53.880]  她瑪
[00:11:53.880 --> 00:11:55.880]  不知道大家記不記得
[00:11:55.880 --> 00:11:58.160]  她瑪是誰
[00:11:58.160 --> 00:12:02.880]  她瑪是猶大的媳婦
[00:12:02.880 --> 00:12:06.160]  這件事記載在《創世紀》38章
[00:12:06.160 --> 00:12:08.400]  有人可能會問
[00:12:08.400 --> 00:12:11.400]  你今天講的經文是在《新命記》
[00:12:11.400 --> 00:12:14.160]  你現在講的故事是在《創世紀》
[00:12:14.160 --> 00:12:16.440]  《創世紀》先過《新命記》
[00:12:16.440 --> 00:12:19.080]  就是沒有這些律例典章
[00:12:19.080 --> 00:12:20.360]  但是我相信
[00:12:20.360 --> 00:12:23.080]  神已經在《創世紀》的時候
[00:12:23.080 --> 00:12:27.200]  是有口傳的律例典章給以色列人
[00:12:27.200 --> 00:12:28.840]  說回她瑪
[00:12:28.840 --> 00:12:30.920]  她是猶大的媳婦
[00:12:30.920 --> 00:12:35.760]  猶大是雅各十二的兒子當中的其中一個兒子
[00:12:35.760 --> 00:12:38.640]  猶大首先有三個兒子
[00:12:38.640 --> 00:12:41.320]  大兒子叫做爾
[00:12:41.320 --> 00:12:45.920]  幫爾來娶妻
[00:12:45.920 --> 00:12:47.880]  他的名字叫做他瑪
[00:12:47.880 --> 00:12:51.920]  相信他瑪可能是一個迦南人
[00:12:51.920 --> 00:12:55.600]  因為我們見到在《創世紀》38章2節
[00:12:55.600 --> 00:12:59.440]  連猶大自己都是娶迦南女子為妻
[00:12:59.440 --> 00:13:02.800]  所以猶大有很多的神學家
[00:13:02.800 --> 00:13:05.480]  都說他是迦南人
[00:13:05.480 --> 00:13:10.320]  爾其實在神的眼中不是一個好人
[00:13:10.320 --> 00:13:13.400]  所以他很早就死了
[00:13:13.400 --> 00:13:17.200]  猶大就叫他第二個兒子叫做訛南
[00:13:17.200 --> 00:13:21.120]  來娶他瑪為妻
[00:13:21.120 --> 00:13:23.000]  與他同房
[00:13:23.000 --> 00:13:24.920]  但是訛南知道
[00:13:24.920 --> 00:13:27.560]  如果他瑪生出來的兒子
[00:13:27.560 --> 00:13:29.480]  不會是屬於自己
[00:13:29.480 --> 00:13:32.400]  所以他與他瑪同房行房
[00:13:32.400 --> 00:13:35.200]  但是他不要與他生弟弟
[00:13:35.200 --> 00:13:41.760]  這也是耶和華眼中看為不好的事
[00:13:41.760 --> 00:13:44.960]  於是訛南又很快死了
[00:13:44.960 --> 00:13:47.800]  現在猶大就在想
[00:13:47.800 --> 00:13:53.680]  我將他瑪許配給大兒子爾
[00:13:53.680 --> 00:13:54.840]  又死了
[00:13:54.840 --> 00:13:59.200]  許配給二兒子迦南又死了
[00:13:59.200 --> 00:14:04.200]  這個他瑪不知道是掃把星還是黑膚相
[00:14:04.200 --> 00:14:10.120]  我不能再將第三個兒子士拉與他結婚
[00:14:10.120 --> 00:14:12.640]  為何連士拉都死了
[00:14:12.640 --> 00:14:14.840]  所以他就沒有這樣做
[00:14:14.840 --> 00:14:19.200]  這正是一個問題所在
[00:14:19.200 --> 00:14:23.360]  因為我們知道以色列的確有很多寡婦
[00:14:23.360 --> 00:14:27.240]  因為沒有辦法養活自己
[00:14:27.240 --> 00:14:29.560]  就變成妓女
[00:14:29.560 --> 00:14:32.800]  這個他瑪其實不是妓女
[00:14:32.800 --> 00:14:34.160]  他沒有做妓女
[00:14:34.160 --> 00:14:36.440]  但是他扮成一個妓女
[00:14:36.440 --> 00:14:39.440]  蒙著面去見猶大
[00:14:39.440 --> 00:14:41.880]  猶大見到很開心
[00:14:41.880 --> 00:14:45.240]  問他可不可以和他上床
[00:14:45.240 --> 00:14:47.360]  他瑪說可以啊
[00:14:47.360 --> 00:14:50.160]  你給我些當頭
[00:14:50.160 --> 00:14:53.760]  於是他瑪就拿了猶大的當頭
[00:14:53.760 --> 00:14:55.040]  是甚麼
[00:14:55.040 --> 00:14:56.720]  是他的印
[00:14:56.720 --> 00:14:58.360]  是他的腰帶
[00:14:58.360 --> 00:15:01.240]  是他手上的匠
[00:15:01.240 --> 00:15:03.440]  三樣都很重要的東西
[00:15:03.440 --> 00:15:06.200]  我們知道以前的人簽名是怎樣
[00:15:06.200 --> 00:15:07.480]  打印
[00:15:07.480 --> 00:15:09.600]  你沒有了印你怎樣簽名
[00:15:09.600 --> 00:15:11.120]  很重要的東西
[00:15:11.120 --> 00:15:12.720]  沒有了腰帶
[00:15:12.720 --> 00:15:15.200]  連褲子都可能脫掉
[00:15:15.200 --> 00:15:16.720]  還在手上的匠
[00:15:16.720 --> 00:15:19.480]  老人家走路是很重要
[00:15:19.480 --> 00:15:23.200]  於是他瑪就從猶大懷了印
[00:15:23.200 --> 00:15:26.960]  然後猶大遲些就去找人
[00:15:26.960 --> 00:15:31.200]  想找這個妓女拿回這些當頭
[00:15:31.200 --> 00:15:34.320]  但是已經找不到這個妓女
[00:15:34.320 --> 00:15:37.360]  過了三個月有人和猶大說
[00:15:37.360 --> 00:15:38.840]  大件事了
[00:15:38.840 --> 00:15:40.560]  你的媳婦變成妓女
[00:15:40.560 --> 00:15:42.920]  連肚子都大了
[00:15:42.920 --> 00:15:45.200]  這個猶大就說
[00:15:45.200 --> 00:15:47.400]  燒死她算了
[00:15:47.400 --> 00:15:51.440]  誰知他瑪拿出當頭
[00:15:51.440 --> 00:15:52.480]  接著怎樣
[00:15:52.480 --> 00:15:54.200]  接著猶大沒有辦法
[00:15:54.200 --> 00:15:56.360]  只可以說
[00:15:56.360 --> 00:15:59.960]  真是他瑪比自己更為有意
[00:15:59.960 --> 00:16:02.120]  為甚麼他瑪比自己更為有意
[00:16:02.120 --> 00:16:04.800]  因為他瑪照著聖經的教導
[00:16:04.800 --> 00:16:09.160]  要替猶大的長子來繼後立後
[00:16:09.160 --> 00:16:12.840]  而猶大自己就完全沒有這個打算
[00:16:12.840 --> 00:16:17.320]  於是他瑪就和猶大生了雙胞胎
[00:16:17.320 --> 00:16:21.440]  叫做法勒斯和謝拉
[00:16:21.440 --> 00:16:24.160]  我們見到兩個律例典章
[00:16:24.160 --> 00:16:27.400]  發生在同一個人的身上
[00:16:27.400 --> 00:16:30.040]  還有一個律例典章是甚麼
[00:16:30.040 --> 00:16:33.840]  在《生命記》23章17至18節
[00:16:33.840 --> 00:16:36.840]  是講有關妓女的律例
[00:16:36.840 --> 00:16:39.640]  「以色列的女子中不可有妓女
[00:16:39.640 --> 00:16:42.800]  以色列的男子中不可有戀童
[00:16:42.800 --> 00:16:46.520]  娼妓所得的錢或戀童所得的嫁
[00:16:46.520 --> 00:16:50.400]  你不可帶入耶和華理神的殿還願
[00:16:50.400 --> 00:16:55.520]  因為這兩樣都是耶和華理神所憎恨的」
[00:16:55.520 --> 00:16:56.840]  我們記不記得
[00:16:56.840 --> 00:17:00.720]  在聖經裏面最出名的妓女是誰
[00:17:00.720 --> 00:17:04.040]  上星期都有跟大家講過
[00:17:04.040 --> 00:17:05.920]  拉合
[00:17:05.920 --> 00:17:08.800]  拉合是很出名的妓女
[00:17:08.800 --> 00:17:10.560]  如果你記得拉合的故事
[00:17:10.560 --> 00:17:12.360]  我上星期跟大家講
[00:17:12.360 --> 00:17:14.440]  她在耶利哥城裏面
[00:17:14.440 --> 00:17:18.880]  但她願意幫助以色列人的探子
[00:17:18.880 --> 00:17:20.720]  她跟他們納約
[00:17:20.720 --> 00:17:24.360]  拉合她是願意全家悔改
[00:17:24.360 --> 00:17:27.360]  以至全家得救
[00:17:27.360 --> 00:17:30.400]  聖經叫她做妓女拉合
[00:17:30.400 --> 00:17:33.760]  所以我們知道她的職業是妓女
[00:17:33.760 --> 00:17:36.120]  今天的經文在《生命記》
[00:17:36.120 --> 00:17:39.800]  經文說以色列的女子中不可有妓女
[00:17:39.800 --> 00:17:44.880]  這個律例典章是否與拉合有關
[00:17:44.880 --> 00:17:47.760]  因為她是迦南人
[00:17:47.760 --> 00:17:52.480]  但我們知道她是棄暗投明
[00:17:52.480 --> 00:17:57.440]  棄暗投明加入了以色列國成為以色列人
[00:17:57.440 --> 00:18:00.600]  然後她就不可以再做妓女
[00:18:00.600 --> 00:18:05.600]  所以這條律例典章都是與她有關
[00:18:05.600 --> 00:18:09.720]  我們看律例典章已經見到有兩個人
[00:18:09.720 --> 00:18:15.080]  帕瑪和拉合
[00:18:15.080 --> 00:18:17.840]  還有三條律例典章
[00:18:17.840 --> 00:18:20.600]  又與一個人有關
[00:18:20.600 --> 00:18:22.520]  這些律例典章是甚麼
[00:18:22.520 --> 00:18:25.360]  是物菌的律例典章
[00:18:25.360 --> 00:18:28.360]  是有關脫鞋的律例典章
[00:18:28.360 --> 00:18:33.440]  是有關衫上的水紙的律例典章
[00:18:33.440 --> 00:18:36.440]  物菌是甚麼的律例典章
[00:18:36.440 --> 00:18:39.400]  《生命記》24章19至20節
[00:18:39.400 --> 00:18:41.960]  剛才我們也讀過經文
[00:18:41.960 --> 00:18:44.520]  班尼長老跟我們讀過
[00:18:44.520 --> 00:18:49.840]  如果你在田間收割你的莊稼
[00:18:49.840 --> 00:18:54.080]  你忘記了有一群的墨水
[00:18:54.080 --> 00:18:56.120]  你說我先回去撿起來
[00:18:56.120 --> 00:18:57.920]  神說你不要
[00:18:57.920 --> 00:19:01.560]  你留在這裡給那些孤兒寡婦
[00:19:01.560 --> 00:19:04.840]  留在這裡給那些寄居的人
[00:19:04.840 --> 00:19:13.840]  經文說這樣耶和華你的神必在你手裡所辦的一切事上賜福於你
[00:19:13.840 --> 00:19:16.960]  記不記得剛才我講經文
[00:19:16.960 --> 00:19:20.080]  說拿人家的當頭要怎樣
[00:19:20.080 --> 00:19:22.760]  要在日落之前給人
[00:19:22.760 --> 00:19:24.680]  那個人為你祝福
[00:19:24.680 --> 00:19:25.920]  神就怎樣
[00:19:25.920 --> 00:19:29.360]  你在神的面前就成為一個義人
[00:19:29.360 --> 00:19:34.640]  現在如果你留一點點的墨水在田裡給人撿
[00:19:34.640 --> 00:19:36.280]  給那些窮人撿
[00:19:36.280 --> 00:19:37.440]  神就怎樣
[00:19:37.440 --> 00:19:41.000]  神就會在你一切的事上賜福於你
[00:19:41.000 --> 00:19:44.080]  見不見到就是我們今天所講的主題
[00:19:44.080 --> 00:19:48.280]  不單止是神叫我們去做好事
[00:19:48.280 --> 00:19:49.560]  幫窮人
[00:19:49.560 --> 00:19:51.800]  幫孤兒寡婦寄居
[00:19:51.800 --> 00:19:53.920]  但也是祝福我們
[00:19:53.920 --> 00:19:55.600]  當我們是幫人的時候
[00:19:55.600 --> 00:19:57.480]  當我們有愛心的時候
[00:19:57.480 --> 00:20:01.040]  神就會祝福我們
[00:20:01.040 --> 00:20:05.480]  其實剛才都讀了二十節和二十一節
[00:20:05.480 --> 00:20:07.480]  三樣不同的東西
[00:20:07.480 --> 00:20:09.280]  一樣的訊息
[00:20:09.280 --> 00:20:12.920]  十九節是講莊稼
[00:20:12.920 --> 00:20:15.440]  是那些禍菌
[00:20:15.440 --> 00:20:19.440]  二十節是講橄欖樹上高的橄欖
[00:20:19.440 --> 00:20:23.640]  二十一節是講葡萄園的葡萄子
[00:20:23.640 --> 00:20:25.240]  三樣東西都是
[00:20:25.240 --> 00:20:28.800]  當你打橄欖的時候留一些給孤兒寡婦
[00:20:28.800 --> 00:20:35.080]  當你收割葡萄的時候留一些給孤兒寡婦
[00:20:35.080 --> 00:20:40.440]  神就在你手上所做一切的事祝福你
[00:20:40.440 --> 00:20:42.000]  講完蜜菌
[00:20:42.000 --> 00:20:44.600]  還有第二個律例典章
[00:20:44.600 --> 00:20:46.880]  是脫鞋的律例典章
[00:20:46.880 --> 00:20:49.160]  脫鞋都有律例典章的嗎?
[00:20:49.160 --> 00:20:52.760]  這裡其實所講的是我們剛才所講
[00:20:52.760 --> 00:20:57.800]  為長子繼後立後的接著的律例典章
[00:20:57.800 --> 00:21:01.360]  剛才說如果哥哥死了
[00:21:01.360 --> 00:21:04.800]  弟弟要娶嫂子
[00:21:04.800 --> 00:21:08.840]  為她來立後繼後
[00:21:08.840 --> 00:21:12.360]  所生出來的長子是屬於你哥哥的
