
[00:00:00.000 --> 00:00:02.720]  各位電影姐妹 再一次早晨
[00:03:15.920 --> 00:03:19.080]  但是聖經裏面怎麼說呢
[00:03:19.080 --> 00:03:22.560]  特別是哥羅西書裏說給每一個看哥羅西書的讀者
[00:03:22.560 --> 00:03:25.400]  告訴當時的基督徒聽到
[00:03:25.400 --> 00:03:30.520]  宇宙和人生真正的主宰是耶穌基督
[00:03:30.520 --> 00:03:34.840]  所有的豐盛在耶穌基督裏面才能夠找到的
[00:03:34.840 --> 00:03:39.880]  耶穌基督是人的靈裏面真正的生命之源頭
[00:03:39.880 --> 00:03:43.760]  有了耶穌基督 這個宇宙才有意義
[00:03:43.760 --> 00:03:48.920]  有了耶穌基督 你的人生才有真正的目的
[00:03:48.920 --> 00:03:50.800]  你明不明白
[00:03:50.800 --> 00:03:52.560]  我相信你們都明白的
[00:03:52.560 --> 00:03:59.160]  但是當時哥羅西教會那班人仍然都不明白
[00:03:59.160 --> 00:04:01.960]  所以保羅特別提出
[00:04:01.960 --> 00:04:04.320]  告訴哥羅西教會
[00:04:04.320 --> 00:04:08.160]  你們已經和基督同死
[00:04:08.160 --> 00:04:10.560]  你們已經和耶穌基督同死了
[00:04:10.560 --> 00:04:15.000]  即是你們已經決意相信和接受耶穌基督成為你們的主
[00:04:15.000 --> 00:04:17.080]  你們和主聯合在一起
[00:04:17.080 --> 00:04:20.720]  將你們的舊我釘在十字架上
[00:04:20.720 --> 00:04:23.800]  向這個罪 向這個世界上來說
[00:04:23.800 --> 00:04:24.960]  你們已經死了
[00:04:24.960 --> 00:04:29.520]  你們不再需要被罪捆綁著你們
[00:04:29.520 --> 00:04:34.120]  你們的生命同樣會有一個復活
[00:04:34.120 --> 00:04:37.360]  你們能夠和主一起再復活過來
[00:04:37.360 --> 00:04:42.360]  聖靈會在你們心裏 內注在你們心裏
[00:04:42.360 --> 00:04:44.760]  讓你們能夠重生
[00:04:44.760 --> 00:04:47.680]  你們成為一個新造的人
[00:04:47.680 --> 00:04:49.720]  你們的生命有一個新的開始
[00:04:49.720 --> 00:04:54.480]  所以這就是同死同復活的意思
[00:04:54.480 --> 00:04:55.680]  既然是這樣
[00:04:55.680 --> 00:04:58.480]  照道理這一班哥羅西教會的人
[00:04:58.480 --> 00:05:01.680]  他們不用像以前那樣
[00:05:01.680 --> 00:05:03.600]  形形異異追求一樣追求那樣
[00:05:03.600 --> 00:05:07.320]  希望自己的人生是得救的
[00:05:07.320 --> 00:05:10.840]  從神裏面 你信耶穌 經歷神
[00:05:10.840 --> 00:05:14.360]  跟著神去走 已經是救了
[00:05:14.360 --> 00:05:17.240]  但是他們仍然受著這班異端
[00:05:17.240 --> 00:05:21.440]  當時其他假教師的異端迷惑他們
[00:05:21.440 --> 00:05:23.240]  以致他們仍然不明白
[00:05:23.240 --> 00:05:25.160]  仍然覺得不夠這樣
[00:05:25.160 --> 00:05:28.440]  所以在哥羅西書打後三章四章裏面
[00:05:28.440 --> 00:05:30.040]  保羅針對這些異端的問題
[00:05:30.040 --> 00:05:31.040]  就教一些信徒
[00:05:31.040 --> 00:05:34.760]  你們在現實生活上可以怎樣去做呢
[00:05:34.760 --> 00:05:37.560]  除了你們經常說不吃這個不吃那個
[00:05:37.560 --> 00:05:40.680]  拜天使 不做這個之外
[00:05:40.680 --> 00:05:42.520]  有些什麼正確的方向
[00:05:42.520 --> 00:05:45.520]  在神裏面你們是可以做
[00:05:45.520 --> 00:05:51.720]  這裏我們最少看到提供三個方法
[00:05:51.720 --> 00:05:53.000]  在今天讀的經文
[00:05:53.000 --> 00:05:56.160]  三個方法幫助我們弟兄姊妹
[00:05:56.160 --> 00:05:58.960]  幫助當時哥羅西教會的信徒
[00:05:58.960 --> 00:06:00.840]  怎樣真真正正活出
[00:06:00.840 --> 00:06:04.040]  這個我們應該有的新的生命
[00:06:04.040 --> 00:06:08.880]  我們一起再禱告
[00:06:08.880 --> 00:06:12.400]  親愛的天父 我們去到你們自己面前
[00:06:12.400 --> 00:06:15.440]  特別我們看回哥羅西教會的背景
[00:06:15.440 --> 00:06:18.600]  保羅所的教導
[00:06:18.600 --> 00:06:21.280]  我們有時覺得不是很容易明白
[00:06:21.280 --> 00:06:25.160]  但我們更加求神你賜給我們有悟性
[00:06:25.160 --> 00:06:30.040]  今日求聖靈你親自向我們每一位弟兄姊妹說話
[00:06:30.040 --> 00:06:34.160]  提醒我們 開我們的心
[00:06:34.160 --> 00:06:37.840]  讓我們去明白和接受
[00:06:37.840 --> 00:06:41.680]  願意跟從神你的教導去生活
[00:06:41.680 --> 00:06:43.600]  帶領以下這段時間
[00:06:43.600 --> 00:06:46.880]  禱告奉耶穌基督聖名求 阿們
[00:06:46.880 --> 00:06:48.800]  首先第一點
[00:06:48.800 --> 00:06:52.440]  我們怎樣才可以活出這個新的生命呢
[00:06:52.440 --> 00:06:56.960]  原來是從我們生活的目標開始來說
[00:06:56.960 --> 00:06:58.920]  生活的目標
[00:06:58.920 --> 00:07:01.320]  未讀這段經文之前
[00:07:01.320 --> 00:07:02.480]  我看到有一個例子
[00:07:02.480 --> 00:07:03.760]  就是在韓國
[00:07:03.760 --> 00:07:06.400]  韓國你們知道是很多基督教
[00:07:06.400 --> 00:07:08.200]  有一段時間很大復興
[00:07:08.200 --> 00:07:10.480]  很多很大間的基督教會
[00:07:10.480 --> 00:07:11.920]  很多的信徒
[00:07:11.920 --> 00:07:15.640]  他們日夜這樣去禱告
[00:07:15.640 --> 00:07:17.840]  其中有一間教會
[00:07:17.840 --> 00:07:20.520]  它有一個宣教的基金
[00:07:20.520 --> 00:07:22.800]  這個宣教基金怎樣來呢
[00:07:22.800 --> 00:07:26.480]  就是由教會當中有一個姊妹
[00:07:26.480 --> 00:07:28.440]  一個寡婦姊妹
[00:07:28.440 --> 00:07:30.320]  她一大筆這樣奉獻出來
[00:07:30.320 --> 00:07:33.440]  大概差不多是我們
[00:07:33.440 --> 00:07:34.840]  多少錢
[00:07:34.840 --> 00:07:38.640]  250萬澳元的奉獻
[00:07:38.640 --> 00:07:40.720]  一筆這樣奉獻出來
[00:07:40.720 --> 00:07:43.120]  因為她是一個很有錢的人
[00:07:43.120 --> 00:07:48.440]  奉獻了這筆錢成為這個宣教的基金
[00:07:48.440 --> 00:07:50.040]  但是原來這個姊妹
[00:07:50.040 --> 00:07:53.760]  原本不是這樣的人
[00:07:53.760 --> 00:07:57.360]  她自小都相信這個世界有神
[00:07:57.360 --> 00:07:58.880]  有回教會的
[00:07:58.880 --> 00:08:01.400]  但是她仍然不冷不熱
[00:08:01.400 --> 00:08:02.680]  直至到有一天
[00:08:02.680 --> 00:08:06.800]  她真真正正的覺得自己以前的生活很不妥當
[00:08:06.800 --> 00:08:09.600]  她的人生雖然說自己信耶穌
[00:08:09.600 --> 00:08:11.960]  但是覺得沒什麼意義
[00:08:11.960 --> 00:08:14.360]  她真真正正的悔改
[00:08:14.360 --> 00:08:16.920]  認真地跟從神
[00:08:16.920 --> 00:08:20.320]  之後她的生活有很大的轉變
[00:08:20.320 --> 00:08:23.960]  留意她是一個婦婆
[00:08:23.960 --> 00:08:30.200]  她原本住的那間屋有十多間房的大屋
[00:08:30.200 --> 00:08:41.000]  她跟她兩個的子女轉了去一間四間房的屋
[00:08:41.000 --> 00:08:42.240]  四間房可能對於我們來說
[00:08:42.240 --> 00:08:46.280]  很多有子女的人都覺得四間房都不夠住
[00:08:46.280 --> 00:08:50.480]  但是他們覺得他們三個人夠住就可以了
[00:08:50.480 --> 00:08:52.640]  轉了去一間小屋
[00:08:52.640 --> 00:08:55.320]  跟著以前她過的奢華生活
[00:08:55.320 --> 00:08:59.680]  一個月她用大概萬多元的澳幣買衣服
[00:08:59.680 --> 00:09:03.160]  買她喜歡的用品
[00:09:03.160 --> 00:09:06.200]  但是當她這樣改變她的人生之後
[00:09:06.200 --> 00:09:10.360]  她幾乎不用再怎麼買這些東西
[00:09:10.360 --> 00:09:13.760]  結果她就是將這些錢
[00:09:13.760 --> 00:09:16.400]  由她生活這些奢華的享受
[00:09:16.400 --> 00:09:22.240]  轉下去在神的事供上面
[00:09:22.240 --> 00:09:25.280]  她不單止奉獻金錢
[00:09:25.280 --> 00:09:28.680]  她也奉獻她的時間奉獻她的才幹
[00:09:28.680 --> 00:09:30.880]  她在教會裡面擔任師班的指揮
[00:09:30.880 --> 00:09:36.960]  原本她是韓國國家交響樂團第一的小提琴手
[00:09:36.960 --> 00:09:41.560]  但是現在她願意將她的才幹她的時間
[00:09:41.560 --> 00:09:44.760]  放在神的事供上面
[00:09:44.760 --> 00:09:47.000]  她的改變不單只是外表的行為改變
[00:09:47.000 --> 00:09:49.600]  而是她心裡面也改變了
[00:09:49.600 --> 00:09:52.640]  當她真的思念神的國的時候
[00:09:52.640 --> 00:09:55.440]  她就很自然的懂得怎樣管理她的錢
[00:09:55.440 --> 00:09:57.680]  她的時間她的才幹
[00:09:57.680 --> 00:09:59.400]  她將她一切的東西
[00:09:59.400 --> 00:10:02.560]  神給她有智慧的管理
[00:10:02.560 --> 00:10:04.560]  放回神那裡
[00:10:04.560 --> 00:10:06.320]  可能大家聽完之後
[00:10:06.320 --> 00:10:08.120]  牧師那我就很害怕
[00:10:08.120 --> 00:10:09.200]  我也不是很多錢
[00:10:09.200 --> 00:10:12.960]  是不是我要將我的錢全部奉獻出來
[00:10:12.960 --> 00:10:16.320]  神的心意也不是這樣
[00:10:16.320 --> 00:10:19.040]  神是要我們明白一件事
[00:10:19.040 --> 00:10:20.840]  今天我們所擁有的東西
[00:10:20.840 --> 00:10:22.680]  是神所給予的
[00:10:22.680 --> 00:10:26.560]  我們是管家 托管
[00:10:26.560 --> 00:10:28.680]  以致到神會給我們有智慧
[00:10:28.680 --> 00:10:34.000]  怎樣好好托管這些的時間 金錢 才幹
[00:10:34.000 --> 00:10:37.240]  以致怎樣好好地運用在
[00:10:37.240 --> 00:10:39.440]  比起自己日常生活瑣碎的事情上面
[00:10:39.440 --> 00:10:41.240]  更加重要的事情上面
[00:10:41.240 --> 00:10:42.880]  在神國事情上面
[00:10:42.880 --> 00:10:43.680]  我們再讀一次
[00:10:43.680 --> 00:10:45.760]  我們請姐妹幫我們讀第一至第四節
[00:10:45.760 --> 00:10:47.760]  預備 1 2 3
[00:10:49.040 --> 00:10:51.040]  (念經)
[00:11:19.440 --> 00:11:22.720]  寶羅這裡很清楚提醒我們
[00:11:22.720 --> 00:11:27.320]  我們要思念上面的事
[00:11:27.320 --> 00:11:29.360]  思念神國的事情
[00:11:29.360 --> 00:11:31.800]  這裡不是說我們地上的事情
[00:11:31.800 --> 00:11:33.080]  不需要去理會它
[00:11:33.080 --> 00:11:34.600]  我們不需要賺錢
[00:11:34.600 --> 00:11:35.760]  我們不需要養家
[00:11:35.760 --> 00:11:39.080]  我們不需要剪家門口的草
[00:11:39.080 --> 00:11:40.600]  不是
[00:11:40.600 --> 00:11:41.880]  這些地上的事情
[00:11:41.880 --> 00:11:44.440]  我們都要做好它
[00:11:44.440 --> 00:11:46.360]  但是叫我們我們的心思
[00:11:46.360 --> 00:11:47.640]  我們的意念
[00:11:47.640 --> 00:11:51.200]  不要放在這些地上的事情上面
[00:11:51.200 --> 00:11:52.560]  哎呀 我天天要想
[00:11:52.560 --> 00:11:54.720]  我家門口的草真是煩
[00:11:54.720 --> 00:11:56.480]  隔個禮拜又要剪一次
[00:11:56.480 --> 00:11:59.240]  哎呀 今天要怎樣剪 明天又要怎樣剪
[00:11:59.240 --> 00:12:04.800]  我的人生不是為了那塊草地而生存
[00:12:04.800 --> 00:12:06.040]  要怎樣賺錢
[00:12:06.040 --> 00:12:08.360]  今天要賺這個錢 那天要賺那個錢
[00:12:08.360 --> 00:12:10.040]  怎樣天天都要想怎樣賺錢
[00:12:10.040 --> 00:12:16.800]  坐在這裡都要想一會離開教會怎樣賺錢
[00:12:16.800 --> 00:12:18.640]  地上的事情
[00:12:18.640 --> 00:12:21.720]  當然這些都包括我們生活的需要
[00:12:21.720 --> 00:12:25.520]  我們有時要盡責任去處理得好
[00:12:25.520 --> 00:12:27.360]  但是聖經裏面保羅提醒我們
[00:12:27.360 --> 00:12:28.920]  不要將我們的心思意念
[00:12:28.920 --> 00:12:31.760]  全部放在地上的事情
[00:12:31.760 --> 00:12:33.880]  當你全部放在地上的事情的時候
[00:12:33.880 --> 00:12:36.440]  你就會只懂得追求那些東西
[00:12:36.440 --> 00:12:39.000]  那些是永無止境的追求
[00:12:39.000 --> 00:12:40.240]  但是這裡告訴我們
[00:12:40.240 --> 00:12:42.680]  我們要追求更加大更加重要
[00:12:42.680 --> 00:12:45.400]  神的國的事情
[00:12:45.400 --> 00:12:46.600]  為什麼
[00:12:46.600 --> 00:12:50.880]  因為這段經文講了三樣東西
[00:12:50.880 --> 00:12:52.120]  與主同死
[00:12:52.120 --> 00:12:54.280]  因為你們已經和主同死了
[00:12:54.280 --> 00:12:56.240]  第二就是我們已經有新的生命了
[00:12:56.240 --> 00:12:58.680]  你們的生命和基督一起藏在神裏面
[00:12:58.680 --> 00:13:00.160]  雖然好像藏起來了
[00:13:00.160 --> 00:13:01.960]  好像其他人看不到那樣
[00:13:01.960 --> 00:13:03.400]  但是你的生命當中
[00:13:03.400 --> 00:13:05.280]  已經有神和你在一起
[00:13:05.280 --> 00:13:06.840]  你有新的生命
[00:13:06.840 --> 00:13:07.840]  第三
[00:13:07.840 --> 00:13:10.120]  在主裏面你有新的盼望
[00:13:10.120 --> 00:13:11.680]  無論現在
[00:13:11.680 --> 00:13:13.080]  將來
[00:13:13.080 --> 00:13:14.480]  主顯現的時候
[00:13:14.480 --> 00:13:16.120]  我們都永遠和主在一起
[00:13:16.120 --> 00:13:17.840]  要分享祂的榮耀
[00:13:17.840 --> 00:13:19.840]  得著這個盼望
[00:13:19.840 --> 00:13:20.880]  所以我們的人生
[00:13:20.880 --> 00:13:22.520]  其實你想想
[00:13:22.520 --> 00:13:25.160]  你信了耶穌和不信耶穌
[00:13:25.160 --> 00:13:30.760]  你所追求的東西有沒有不同
[00:13:30.760 --> 00:13:33.600]  應該是會不同的
[00:13:33.600 --> 00:13:35.480]  如果我以前是一個乞丐
[00:13:35.480 --> 00:13:37.400]  可能我的生活就是追求
[00:13:37.400 --> 00:13:40.960]  一天怎樣找到我足夠的溫飽
[00:13:40.960 --> 00:13:43.640]  但是如果我成為王子
[00:13:43.640 --> 00:13:45.520]  那我追求什麼
[00:13:45.520 --> 00:13:50.280]  承繼王位怎樣管治這個國家
[00:13:50.280 --> 00:13:51.200]  今天
[00:13:51.200 --> 00:13:52.200]  你在主的角度裏面
[00:13:52.200 --> 00:13:56.480]  你已經是王子是公主
[00:13:56.480 --> 00:13:59.560]  你怎樣
[00:13:59.560 --> 00:14:03.400]  為神的國而去付出呢
[00:14:03.400 --> 00:14:05.080]  你的人生目標
[00:14:05.080 --> 00:14:09.080]  是些什麼呢
[00:14:09.080 --> 00:14:12.680]  為神而做
[00:14:12.680 --> 00:14:14.760]  為神而活
[00:14:14.760 --> 00:14:18.040]  這是我們一個很重要的方向
[00:14:18.040 --> 00:14:20.400]  今天我們的生命
[00:14:20.400 --> 00:14:22.880]  每一個人可能神都放在你們不同的崗位
[00:14:22.880 --> 00:14:23.680]  不同的家庭
[00:14:23.680 --> 00:14:27.200]  不同的工作地點
[00:14:27.200 --> 00:14:29.600]  不是人人一定要像牧師那樣
[00:14:29.600 --> 00:14:31.280]  或者像孫教士那樣走上這條路
[00:14:31.280 --> 00:14:31.880]  當然
[00:14:31.880 --> 00:14:33.320]  這是一個很蒙福的路
[00:14:33.320 --> 00:14:33.800]  鼓勵你們
[00:14:33.800 --> 00:14:35.480]  如果神呼召你們要走這條路的時候
[00:14:35.480 --> 00:14:37.880]  告訴我和你們一起同行
[00:14:37.880 --> 00:14:39.240]  但是神更加呼召我們
[00:14:39.240 --> 00:14:41.320]  在我們自己的崗位盡忠
[00:14:41.320 --> 00:14:43.240]  做好自己的崗位
[00:14:43.240 --> 00:14:45.360]  去服侍人服侍神
[00:14:45.360 --> 00:14:46.640]  榮神益人
[00:14:46.640 --> 00:14:48.920]  為神而做為神而活
[00:14:48.920 --> 00:14:51.360]  讓其他人在我們生命當中
[00:14:51.360 --> 00:14:53.360]  認識這個神
[00:14:53.360 --> 00:14:54.640]  這是第一點
[00:14:54.640 --> 00:14:56.120]  當我們的人生
[00:14:56.120 --> 00:14:57.520]  你調教自己的目標
[00:14:57.520 --> 00:14:58.960]  會有轉變的時候
[00:14:58.960 --> 00:15:01.520]  你就會經歷到這個新生命的豐盛
[00:15:01.520 --> 00:15:03.800]  第二點
[00:15:03.800 --> 00:15:04.960]  怎樣去做呢
[00:15:04.960 --> 00:15:11.680]  除去不符合的行為
[00:15:11.680 --> 00:15:15.080]  我們請弟兄幫我們讀5到11節
[00:15:15.080 --> 00:15:16.840]  預備 1 2 3
[00:15:41.680 --> 00:15:51.680]  (念書)
[00:16:11.680 --> 00:16:23.080]  (念書)
[00:16:23.080 --> 00:16:25.960]  除去不符合的行為
[00:16:25.960 --> 00:16:28.040]  我想做一下調查
[00:16:28.040 --> 00:16:31.960]  在座的弟兄姊妹
[00:16:31.960 --> 00:16:34.560]  你認為自己拿筷子
[00:16:34.560 --> 00:16:38.200]  是正確的方法手勢的
[00:16:38.200 --> 00:16:41.400]  請你舉手來看一下
[00:16:41.400 --> 00:16:43.400]  (笑)
[00:16:43.400 --> 00:16:44.920]  其他人覺得自己不對
[00:16:44.920 --> 00:16:47.160]  還是不肯定自己對不對
[00:16:47.160 --> 00:16:48.280]  拿筆呢
[00:16:48.280 --> 00:16:49.880]  你覺得自己拿筆
[00:16:49.880 --> 00:16:52.800]  是正確的手勢的
[00:16:52.800 --> 00:16:56.360]  請你舉手來看一下
[00:16:56.360 --> 00:16:58.600]  好
[00:16:58.600 --> 00:16:59.480]  我留意到一個現象
[00:16:59.480 --> 00:17:02.000]  我不知道你們是不好意思舉手
[00:17:02.000 --> 00:17:04.280]  還是真的
[00:17:04.280 --> 00:17:05.400]  越是年輕的
[00:17:05.400 --> 00:17:08.680]  越是沒有舉掃手
[00:17:08.680 --> 00:17:10.000]  我和你們分享一個秘密
[00:17:10.000 --> 00:17:14.160]  就是其實我拿筆和筷子
[00:17:14.160 --> 00:17:16.760]  我都拿錯了三十多年
[00:17:16.760 --> 00:17:19.560]  四十年
[00:17:19.560 --> 00:17:22.040]  在大概兩年多前
[00:17:22.040 --> 00:17:23.720]  一個早上
[00:17:23.720 --> 00:17:26.560]  我和以前教會一班長者
[00:17:26.560 --> 00:17:28.280]  在酒樓喝茶
[00:17:28.280 --> 00:17:29.320]  其中有一個姐妹
[00:17:29.320 --> 00:17:33.040]  她是一個退休的小學校長
[00:17:33.040 --> 00:17:34.200]  接著我們就聊天
[00:17:34.200 --> 00:17:36.840]  她說現在的年輕人
[00:17:36.840 --> 00:17:38.320]  不懂得拿筆
[00:17:38.320 --> 00:17:40.040]  整天拿筆都拿錯了
[00:17:40.040 --> 00:17:42.600]  教極她都錯的
[00:17:42.600 --> 00:17:43.720]  接著我坐在位置上
[00:17:43.720 --> 00:17:46.360]  我真的不敢說話
[00:17:46.360 --> 00:17:47.320]  我都是錯的
[00:17:47.320 --> 00:17:49.480]  我拿筆是這樣拿著
[00:17:49.480 --> 00:17:53.000]  整支筆這樣拿著來寫字的
[00:17:53.000 --> 00:17:54.680]  接著說著說著
[00:17:54.680 --> 00:17:55.120]  他們就說
[00:17:55.120 --> 00:17:56.120]  是啊
[00:17:56.120 --> 00:17:56.880]  不單是拿筆
[00:17:56.880 --> 00:17:59.000]  年輕人拿筷子
[00:17:59.000 --> 00:18:00.800]  都是不對的
[00:18:00.800 --> 00:18:02.240]  那時候我就很尷尬
[00:18:02.240 --> 00:18:03.840]  因為我夾著筷子
[00:18:03.840 --> 00:18:06.160]  夾著點心來吃
[00:18:06.160 --> 00:18:09.440]  我以前是怎樣用筷子的呢
[00:18:09.440 --> 00:18:11.720]  我是用最尾這兩隻手指
[00:18:11.720 --> 00:18:14.720]  控制兩支筷子
[00:18:14.720 --> 00:18:16.800]  接著其他的全部就在上面包著
[00:18:16.800 --> 00:18:18.400]  用下面那兩隻手指
[00:18:18.400 --> 00:18:20.760]  這樣動來動去
[00:18:20.760 --> 00:18:22.040]  我用了三十多年
[00:18:22.040 --> 00:18:24.280]  我覺得我這兩隻手指
[00:18:24.280 --> 00:18:24.920]  很靈活
[00:18:24.920 --> 00:18:26.200]  控制到那兩支筷子
[00:18:26.200 --> 00:18:30.080]  覺得很好的
[00:18:30.080 --> 00:18:30.960]  但其實這件事
[00:18:30.960 --> 00:18:32.720]  我從小到大
[00:18:32.720 --> 00:18:36.240]  我爸爸媽媽都說我拿筷子拿錯了
[00:18:36.240 --> 00:18:37.360]  但我從小到大覺得
[00:18:37.360 --> 00:18:38.040]  沒事啊
[00:18:38.040 --> 00:18:38.480]  很好啊
[00:18:38.480 --> 00:18:39.360]  我控制得很好
[00:18:39.360 --> 00:18:40.400]  你行不行
[00:18:40.400 --> 00:18:41.040]  你可不可以用
[00:18:41.040 --> 00:18:45.200]  最尾那兩隻手指控制得好嗎
[00:18:45.200 --> 00:18:47.480]  但當那一天我開始發現
[00:18:47.480 --> 00:18:50.880]  這個社會的人
[00:18:50.880 --> 00:18:51.880]  在那個台的人
[00:18:51.880 --> 00:18:53.640]  覺得原來我這樣拿筷子
[00:18:53.640 --> 00:18:55.720]  是完全錯誤的
[00:18:55.720 --> 00:18:56.680]  甚至有一點侮辱了
[00:18:56.680 --> 00:18:58.960]  我們中國的傳統的時候
[00:18:58.960 --> 00:19:01.280]  我的心裏就覺得很尷尬
[00:19:01.280 --> 00:19:04.280]  由那一開始我就立志
[00:19:04.280 --> 00:19:05.680]  我要改過
[00:19:05.680 --> 00:19:07.720]  無論拿筆拿筷子
[00:19:07.720 --> 00:19:09.800]  我都要學習最正宗
[00:19:09.800 --> 00:19:13.320]  正確的方法去拿
[00:19:13.320 --> 00:19:14.240]  然後能不能做到呢
[00:19:14.240 --> 00:19:17.120]  一會兒再說
[00:19:17.120 --> 00:19:18.640]  這段經文亦都告訴我們
[00:19:18.640 --> 00:19:21.840]  其實我們人生裏有一些行為
[00:19:21.840 --> 00:19:23.880]  我們需要檢視一下
[00:19:23.880 --> 00:19:26.600]  他們是遠離了神的心意
[00:19:26.600 --> 00:19:29.320]  是不對的
[00:19:29.320 --> 00:19:31.080]  包括有些什麼
[00:19:31.080 --> 00:19:33.800]  包括剛才那段經文裏面說到
[00:19:33.800 --> 00:19:38.480]  我們自身裏面一些對情慾的
[00:19:38.480 --> 00:19:40.360]  淫亂污穢邪情
[00:19:40.360 --> 00:19:43.240]  內心裏面一些惡慾貪婪
[00:19:43.240 --> 00:19:44.760]  對人與人之間相處
[00:19:44.760 --> 00:19:47.560]  有些怒恨憤怒惡毒
[00:19:47.560 --> 00:19:51.520]  甚至我們粗言穢語
[00:19:51.520 --> 00:19:53.280]  而人與人之間沒有了一個互信
[00:19:53.280 --> 00:19:56.200]  因為我們彼此之間都欺騙
[00:19:56.200 --> 00:19:57.800]  說謊
[00:19:57.800 --> 00:19:58.640]  在當時來說
[00:19:58.640 --> 00:20:01.200]  這些行為充斥著很多
[00:20:01.200 --> 00:20:04.280]  哥羅西教會附近一大群人
[00:20:04.280 --> 00:20:05.520]  以致影響到他們
[00:20:05.520 --> 00:20:06.400]  無論他們信了耶穌
[00:20:06.400 --> 00:20:09.000]  或者未信耶穌的生活
[00:20:09.000 --> 00:20:10.200]  原來都差不多
[00:20:10.200 --> 00:20:13.200]  他們不能夠讓別人看到他們的見證
[00:20:13.200 --> 00:20:17.680]  信了耶穌之後仍然如此污穢
[00:20:17.680 --> 00:20:18.720]  你有沒有看過
