
[00:00:00.000 --> 00:00:05.760]  我們讀兩節的聖經在菲律賓書第二章第十五到第十六節
[00:04:30.800 --> 00:04:32.720]  我看見好像一切都可以造假
[00:04:32.720 --> 00:04:33.260]  不是嗎
[00:04:33.260 --> 00:04:34.200]  你照個照片
[00:04:34.200 --> 00:04:36.060]  皺紋可以馬上除去了
[00:04:36.060 --> 00:04:39.120]  你身邊不想要的人可以立刻刪除
[00:04:39.120 --> 00:04:41.960]  連你聽的新聞都可以假造新聞
[00:04:41.960 --> 00:04:46.860]  所以我們真的活在一個真假不分的世代裡面
[00:04:46.860 --> 00:04:50.260]  難怪他們做研究的時候
[00:04:50.260 --> 00:04:52.220]  他們說你在這個世界上
[00:04:52.220 --> 00:04:56.820]  你最渴望尋求的生命特質是什麼
[00:04:56.820 --> 00:04:58.560]  那個統計調查告訴我們
[00:04:58.560 --> 00:05:02.060]  這個世界上最渴望看見的生命特質
[00:05:02.060 --> 00:05:06.020]  就是authenticity 真實
[00:05:06.020 --> 00:05:08.660]  要注意我沒有講完美這個字
[00:05:08.660 --> 00:05:09.660]  而是講真
[00:05:09.660 --> 00:05:12.720]  世間人他不見得要看一個完美的見證
[00:05:12.720 --> 00:05:15.320]  他們渴望看見一個有血有淚
[00:05:15.320 --> 00:05:17.220]  一個真實的見證
[00:05:17.220 --> 00:05:18.020]  Amen
[00:05:18.020 --> 00:05:20.260]  今天作為一個神的兒女
[00:05:20.260 --> 00:05:24.700]  如果你真的想在這個世代做些什麼
[00:05:24.700 --> 00:05:26.000]  讓我鼓勵你
[00:05:26.000 --> 00:05:27.460]  從今天開始
[00:05:27.460 --> 00:05:28.700]  從你生命當中
[00:05:28.700 --> 00:05:31.260]  活出一個真實生命的見證來吧
[00:05:31.260 --> 00:05:32.420]  Amen
[00:05:32.420 --> 00:05:34.100]  今天我們不能夠在一天到晚
[00:05:34.100 --> 00:05:36.560]  指責這個世界太黑暗
[00:05:36.560 --> 00:05:40.560]  卻沒有看見我們自己心靈裡面的黑暗
[00:05:40.560 --> 00:05:42.500]  你還記得有一次主耶穌帶著祂的門徒
[00:05:42.500 --> 00:05:44.860]  來到薩瑪利亞一個村莊
[00:05:44.860 --> 00:05:48.900]  結果那個村莊人就不接待他們
[00:05:48.900 --> 00:05:50.360]  平常這邊不接待我們
[00:05:50.360 --> 00:05:52.960]  我們就算了就換個地方走
[00:05:52.960 --> 00:05:54.720]  但你看門徒怎麼反應呢
[00:05:54.720 --> 00:05:56.520]  路加福音9章54節
[00:05:56.520 --> 00:05:58.500]  祂的門徒雅各約翰看見就說
[00:05:58.500 --> 00:06:01.800]  主啊 祢要我們吩咐火從天上降下來
[00:06:01.800 --> 00:06:02.720]  燒滅他們
[00:06:02.720 --> 00:06:04.120]  像以利亞所做的
[00:06:04.120 --> 00:06:07.120]  哇 人家只是不接待你而已
[00:06:07.120 --> 00:06:11.020]  你要從火從天降燒死他們啊
[00:06:11.020 --> 00:06:13.920]  你不要在這裡覺得這些門徒很可笑
[00:06:13.920 --> 00:06:15.920]  我告訴你今天教會很多時候
[00:06:15.920 --> 00:06:18.620]  我們有同樣的心態你知道嗎
[00:06:18.620 --> 00:06:20.900]  哇 這個世界充滿了罪惡這麼黑暗
[00:06:20.900 --> 00:06:24.160]  審判降臨吧 燒死他們
[00:06:24.160 --> 00:06:25.860]  一樣
[00:06:25.860 --> 00:06:28.760]  但你看主怎麼回答55節
[00:06:28.760 --> 00:06:31.200]  耶穌轉身責備兩個門徒說什麼
[00:06:31.200 --> 00:06:33.500]  你們的心如何怎麼樣
[00:06:33.500 --> 00:06:35.100]  你們並不知道
[00:06:35.100 --> 00:06:35.800]  換句話說
[00:06:35.800 --> 00:06:40.000]  嘿 你們的心不是一樣的黑暗嗎
[00:06:40.000 --> 00:06:44.200]  為什麼你還要覺得比別人好呢
[00:06:44.200 --> 00:06:45.000]  事實上我告訴你
[00:06:45.000 --> 00:06:47.200]  這正是今天這個世代
[00:06:47.200 --> 00:06:50.060]  他們拒絕教會的原因
[00:06:50.060 --> 00:06:51.400]  我告訴你今天的世代
[00:06:51.400 --> 00:06:54.320]  並沒有拒絕耶穌基督 沒有
[00:06:54.320 --> 00:06:57.320]  今天的世代是拒絕教會 為什麼
[00:06:57.320 --> 00:07:01.400]  就是因為教會只會批評這個世界太黑暗
[00:07:01.400 --> 00:07:05.000]  卻看不見自己裡面的黑暗
[00:07:05.000 --> 00:07:08.000]  我還記得有一次我跟一個年輕人在談話
[00:07:08.000 --> 00:07:11.000]  他就告訴我他以前曾經去過教會
[00:07:11.000 --> 00:07:12.900]  現在不去
[00:07:12.900 --> 00:07:15.800]  我就問他說 欸 你為什麼不再去呢
[00:07:15.800 --> 00:07:17.300]  他告訴我
[00:07:17.300 --> 00:07:20.000]  他說他已經厭煩了在教會裡面那個
[00:07:20.000 --> 00:07:23.600]  閉關自守跟自以為意
[00:07:23.600 --> 00:07:24.800]  哇 我就明白
[00:07:24.800 --> 00:07:29.100]  這正是這個世界怎麼看今天的教會
[00:07:29.100 --> 00:07:34.400]  這個世界看教會就是閉關自守 自以為意
[00:07:34.400 --> 00:07:36.700]  第二點 我們今天何等需要復興的火
[00:07:36.700 --> 00:07:38.300]  降下來在我們中間
[00:07:38.300 --> 00:07:41.400]  不是一天到晚叫人燒死別人
[00:07:41.400 --> 00:07:44.300]  而就是聖律化的燃燒我們
[00:07:44.300 --> 00:07:48.400]  讓我們有勇氣 有能力活出真實的信仰來
[00:07:48.400 --> 00:07:50.300]  欸 你們
[00:07:50.300 --> 00:07:52.400]  第二點 我常說信仰其實很簡單
[00:07:52.400 --> 00:07:54.500]  一點都不複雜
[00:07:54.500 --> 00:07:56.000]  信仰是什麼
[00:07:56.000 --> 00:07:58.400]  信仰就是神的話怎麼說
[00:07:58.400 --> 00:08:00.200]  我就怎麼相信
[00:08:00.200 --> 00:08:02.200]  我就照著去做
[00:08:02.200 --> 00:08:03.600]  就這麼簡單
[00:08:03.600 --> 00:08:04.900]  我再說信仰是什麼
[00:08:04.900 --> 00:08:07.500]  信仰是神的話怎麼說
[00:08:07.500 --> 00:08:09.400]  我就怎麼相信
[00:08:09.400 --> 00:08:11.900]  我就怎麼樣照著去做
[00:08:11.900 --> 00:08:13.600]  欸 你們
[00:08:13.600 --> 00:08:16.600]  你知道以前在教會裡面
[00:08:16.600 --> 00:08:20.100]  有一種流行的一個大家彼此問候
[00:08:20.100 --> 00:08:21.500]  很流行的一句話就是
[00:08:21.500 --> 00:08:23.400]  What would Jesus do?
[00:08:23.400 --> 00:08:24.800]  WWJD
[00:08:24.800 --> 00:08:27.100]  如果是耶穌他會怎麼做
[00:08:27.100 --> 00:08:29.900]  大家見面就會說WWJD
[00:08:29.900 --> 00:08:31.900]  手環上WWJD
[00:08:31.900 --> 00:08:34.100]  我們傳信息WWJD
[00:08:34.100 --> 00:08:37.400]  到一個地步我都厭煩了
[00:08:37.400 --> 00:08:39.100]  我的意思不是說這個問題不好
[00:08:39.100 --> 00:08:40.600]  這個問題很好
[00:08:40.600 --> 00:08:44.100]  我的意思是這個問題還用問嗎
[00:08:44.100 --> 00:08:45.000]  還用問嗎
[00:08:45.000 --> 00:08:46.200]  耶穌會怎麼做
[00:08:46.200 --> 00:08:47.000]  還用問嗎
[00:08:47.000 --> 00:08:49.000]  讀讀神的話不就得了
[00:08:49.000 --> 00:08:51.600]  神的話清清楚楚寄在聖經裡面
[00:08:51.600 --> 00:08:53.400]  讀了神的話就去做吧
[00:08:53.400 --> 00:08:55.700]  不用問了 Just do it
[00:08:55.700 --> 00:08:57.500]  欸 們
[00:08:57.500 --> 00:08:59.800]  神的話早在聖經裡面很清楚
[00:08:59.800 --> 00:09:03.500]  告訴我們要怎麼樣做一個基督徒的生活嗎
[00:09:03.500 --> 00:09:05.700]  你們要盡心盡力
[00:09:05.700 --> 00:09:06.900]  愛主你的神
[00:09:06.900 --> 00:09:08.800]  其次也要愛人如己
[00:09:08.800 --> 00:09:10.300]  欸 們
[00:09:10.300 --> 00:09:12.900]  講得這麼清清楚楚
[00:09:12.900 --> 00:09:15.000]  Just do it
[00:09:15.000 --> 00:09:17.400]  照著去做吧
[00:09:17.400 --> 00:09:19.300]  神的話在聖經裡面
[00:09:19.300 --> 00:09:21.100]  教導我們做丈夫的
[00:09:21.100 --> 00:09:22.600]  說要愛妻子
[00:09:22.600 --> 00:09:24.900]  欸 們
[00:09:24.900 --> 00:09:27.300]  沒有很多的阿 們的樣子
[00:09:27.300 --> 00:09:29.100]  要愛妻子
[00:09:29.100 --> 00:09:31.800]  欸 們
[00:09:31.800 --> 00:09:33.400]  沒有說是因為妻子比較順服
[00:09:33.400 --> 00:09:35.500]  沒有喔
[00:09:35.500 --> 00:09:37.400]  是用基督捨己的愛
[00:09:37.400 --> 00:09:39.800]  捨己的愛
[00:09:39.800 --> 00:09:40.700]  去愛妻子
[00:09:40.700 --> 00:09:41.600]  欸 們
[00:09:41.600 --> 00:09:43.700]  講得那麼清楚
[00:09:43.700 --> 00:09:44.900]  Just do it
[00:09:44.900 --> 00:09:47.800]  照著去做吧
[00:09:47.800 --> 00:09:49.300]  神的話在聖經裡面很清楚
[00:09:49.300 --> 00:09:50.500]  教導做妻子的嗎
[00:09:50.500 --> 00:09:51.800]  要怎麼樣
[00:09:51.800 --> 00:09:55.300]  順服丈夫 欸 們
[00:09:55.300 --> 00:09:56.000]  欸 們
[00:09:56.000 --> 00:09:57.800]  要大聲一點
[00:09:57.800 --> 00:10:03.800]  在弟兄中阿 們也可以了
[00:10:03.800 --> 00:10:06.300]  沒有說是因為丈夫很愛你的緣故
[00:10:06.300 --> 00:10:09.400]  沒有 而是為順服主的緣故
[00:10:09.400 --> 00:10:11.800]  講得那麼清楚
[00:10:11.800 --> 00:10:12.800]  Just do it
[00:10:12.800 --> 00:10:14.100]  照著去做
[00:10:14.100 --> 00:10:16.200]  第二點 我深深的相信
[00:10:16.200 --> 00:10:18.300]  在尊心話語的裡面
[00:10:18.300 --> 00:10:23.700]  是帶著極大的屬靈的權柄跟能力的
[00:10:23.700 --> 00:10:26.800]  那是一個可以翻轉生命的能力
[00:10:26.800 --> 00:10:30.100]  那是一個可以翻轉世界的能力
[00:10:30.100 --> 00:10:31.200]  第二點 今天你要知道
[00:10:31.200 --> 00:10:33.800]  做一個神的兒女
[00:10:33.800 --> 00:10:35.900]  基督在我們裡面是大有能力
[00:10:35.900 --> 00:10:38.100]  不是軟弱 是大有能力的
[00:10:38.100 --> 00:10:39.500]  欸 們
[00:10:39.500 --> 00:10:42.500]  所以斯伯真牧師常常講一句話
[00:10:42.500 --> 00:10:45.100]  他每一個屬神的兒女
[00:10:45.100 --> 00:10:45.900]  斯伯真牧師說
[00:10:45.900 --> 00:10:49.600]  在你裡面都一個屬靈的發電機
[00:10:49.600 --> 00:10:51.100]  跟你媽說裡面有一個屬靈的發電機
[00:10:51.100 --> 00:10:54.900]  跟你說 跟他說
[00:10:54.900 --> 00:10:57.100]  那個內住在你裡面的聖靈
[00:10:57.100 --> 00:10:58.300]  是大有能力的
[00:10:58.300 --> 00:10:59.300]  欸 們
[00:10:59.300 --> 00:11:02.200]  你有個發電機在你裡面
[00:11:02.200 --> 00:11:03.900]  那你說我怎麼都不知道
[00:11:03.900 --> 00:11:06.000]  感受不到
[00:11:06.000 --> 00:11:07.700]  只有一個時刻你可以感受
[00:11:07.700 --> 00:11:11.400]  當你立志尊心神話語的時候
[00:11:11.400 --> 00:11:15.100]  極大的能力要被釋放出來的
[00:11:15.100 --> 00:11:16.200]  欸 們
[00:11:16.200 --> 00:11:19.000]  就像保羅在剛才那段聲音所說
[00:11:19.000 --> 00:11:20.800]  能夠在黑暗的世代
[00:11:20.800 --> 00:11:23.000]  我們能像明光能夠照耀
[00:11:23.000 --> 00:11:26.800]  能力出來 像明光照耀嘛
[00:11:26.800 --> 00:11:30.600]  就能夠將生命的道表明出來的
[00:11:30.600 --> 00:11:31.300]  欸 們
[00:11:31.300 --> 00:11:32.600]  所以第一個
[00:11:32.600 --> 00:11:35.200]  活出真實的信仰來
[00:11:35.200 --> 00:11:36.100]  第二個
[00:11:36.100 --> 00:11:38.100]  要渴望神的復興降臨
[00:11:38.100 --> 00:11:42.600]  跟你媽說渴望神的復興降臨
[00:11:42.600 --> 00:11:45.700]  今天當我們在面對這樣黑暗籠罩的世代
[00:11:45.700 --> 00:11:48.100]  我們必須承認一件事情
[00:11:48.100 --> 00:11:51.300]  就是我們人沒有答案
[00:11:51.300 --> 00:11:54.200]  我們必須承認只有神的復興
[00:11:54.200 --> 00:11:56.500]  才能夠在這樣黑暗的世代中
[00:11:56.500 --> 00:11:58.200]  帶來翻轉的能力
[00:11:58.200 --> 00:11:59.300]  欸 們
[00:11:59.300 --> 00:12:00.500]  你說 穆斯
[00:12:00.500 --> 00:12:02.000]  在這樣一個黑暗的世代
[00:12:02.000 --> 00:12:05.800]  有可能神的復興降臨嗎
[00:12:05.800 --> 00:12:09.600]  事實上如果你仔細看教會復興的歷史
[00:12:09.600 --> 00:12:11.900]  你就會發現復興從來沒有在一個
[00:12:11.900 --> 00:12:13.900]  風俗的時代來到過
[00:12:13.900 --> 00:12:15.700]  從來沒有
[00:12:15.700 --> 00:12:18.700]  復興永遠是在一個黑暗的世代
[00:12:18.700 --> 00:12:20.300]  缺乏的世代
[00:12:20.300 --> 00:12:23.100]  當神的百姓象徵呼求的時候
[00:12:23.100 --> 00:12:25.900]  神垂聽祂百姓的呼求
[00:12:25.900 --> 00:12:29.000]  降下復興在我他們中間
[00:12:29.000 --> 00:12:31.900]  所以越是黑暗的世代
[00:12:31.900 --> 00:12:35.500]  越是罪惡充滿缺乏的世代
[00:12:35.500 --> 00:12:38.700]  越是今天我們需要呼求復興的世代
[00:12:38.700 --> 00:12:39.800]  欸 們
[00:12:39.800 --> 00:12:43.800]  我們要向祂呼求求神打開屬靈的天空
[00:12:43.800 --> 00:12:47.500]  降下屬天的能力來翻轉這個世代
[00:12:47.500 --> 00:12:48.700]  欸 們
[00:12:48.700 --> 00:12:51.400]  那你說什麼是復興
[00:12:51.400 --> 00:12:54.400]  復興其實就是一種聖靈的工作
[00:12:54.400 --> 00:12:57.800]  是聖靈交貫的工作
[00:12:57.800 --> 00:13:00.000]  而這個聖靈的交貫
[00:13:00.000 --> 00:13:03.100]  是跟我們平常所熟悉聖靈的內注
[00:13:03.100 --> 00:13:06.000]  跟聖靈的充滿是不一樣的
[00:13:06.000 --> 00:13:09.000]  因為聖靈的內注跟聖靈的充滿
[00:13:09.000 --> 00:13:12.100]  都可以因為人的順服而得著
[00:13:12.100 --> 00:13:14.100]  但復興卻不是如此
[00:13:14.100 --> 00:13:18.100]  復興的主權完全在於神
[00:13:18.100 --> 00:13:21.700]  神選擇在祂的時刻裡面
[00:13:21.700 --> 00:13:23.200]  時候裡面
[00:13:23.200 --> 00:13:27.200]  將神的聖靈交貫在神的百姓當中
[00:13:27.200 --> 00:13:31.900]  能夠帶來一種翻轉世代的大能
[00:13:31.900 --> 00:13:35.100]  這就好像五旬節的時刻一樣
[00:13:35.100 --> 00:13:36.600]  當時在五旬節的時候
[00:13:36.600 --> 00:13:41.100]  神的門徒聚集在一起同心合意禱告
[00:13:41.100 --> 00:13:44.500]  聖經上說忽然就是天上有響聲
[00:13:44.500 --> 00:13:46.800]  好像大風吹過
[00:13:46.800 --> 00:13:49.800]  充滿他們所做的屋子
[00:13:49.800 --> 00:13:51.100]  很多人以為這個事情
[00:13:51.100 --> 00:13:53.300]  可能只有在五旬節才發生而已
[00:13:53.300 --> 00:13:54.600]  不是
[00:13:54.600 --> 00:13:56.600]  在整個教會歷史當中
[00:13:56.600 --> 00:13:58.900]  我們看見神在不同的時刻
[00:13:58.900 --> 00:14:01.400]  選擇在不同的地方
[00:14:01.400 --> 00:14:06.400]  能夠將神的聖靈交貫在神的百姓身上
[00:14:06.400 --> 00:14:07.700]  在十六世紀的時候
[00:14:07.700 --> 00:14:10.100]  馬丁路的改教運動
[00:14:10.100 --> 00:14:13.100]  翻轉了整個當時的歐洲
[00:14:13.100 --> 00:14:17.000]  也翻轉了當時整個基督教的世界
[00:14:17.000 --> 00:14:21.600]  十八世紀我們看見英國有約翰衛斯理的大復興
[00:14:21.600 --> 00:14:24.600]  翻轉了當時整個的英國
[00:14:24.600 --> 00:14:29.300]  甚至在二十世紀在美國有阿蘇薩大復興
[00:14:29.300 --> 00:14:31.500]  我們看見一百年的林恩運動
[00:14:31.500 --> 00:14:33.800]  就從那時候開始的
[00:14:33.800 --> 00:14:38.200]  還有阿根廷大復興翻轉了整個南美洲
[00:14:38.200 --> 00:14:41.600]  神的手從來沒有停止復興的作為
[00:14:41.600 --> 00:14:43.600]  你們事實上
[00:14:43.600 --> 00:14:46.400]  我們看十六世紀第二章十七節這裡怎麼說呢
[00:14:46.400 --> 00:14:48.500]  神說在末後的日子
[00:14:48.500 --> 00:14:51.500]  我要將我的靈交貫繁有血氣的
[00:14:51.500 --> 00:14:53.000]  你們的兒女要說預言
[00:14:53.000 --> 00:14:54.400]  你們少年要建役像
[00:14:54.400 --> 00:14:55.900]  老年人要做義盟
[00:14:55.900 --> 00:14:58.400]  神說在末後的日子
[00:14:58.400 --> 00:15:00.800]  請問什麼時候是末後的日子
[00:15:00.800 --> 00:15:03.700]  什麼是末後的日子
[00:15:03.700 --> 00:15:05.600]  就是現在不是嗎
[00:15:05.600 --> 00:15:07.900]  我在疫情期間多少人說末日來了
[00:15:07.900 --> 00:15:10.600]  末日來了
[00:15:10.600 --> 00:15:12.700]  現在就是末後的日子
[00:15:12.700 --> 00:15:15.300]  沒有一個時代更像這個時代就是末後的日子
[00:15:15.300 --> 00:15:17.100]  這就是末後的日子了
[00:15:17.100 --> 00:15:18.600]  神說我要將我的靈交貫
[00:15:18.600 --> 00:15:21.500]  哪些人繁有血氣
[00:15:21.500 --> 00:15:23.900]  請問你有沒有血氣
[00:15:23.900 --> 00:15:25.300]  你有沒有
[00:15:25.300 --> 00:15:28.600]  否則你怎麼坐在這裡呢
[00:15:28.600 --> 00:15:32.000]  換句話說在末後的時代就是現在
[00:15:32.000 --> 00:15:34.300]  神說我要將我的靈交貫
[00:15:34.300 --> 00:15:37.700]  繁有血氣交貫在我們中間
[00:15:37.700 --> 00:15:39.300]  哈利路亞
[00:15:39.300 --> 00:15:43.400]  我們深深地相信神樂意在今天這個世代
[00:15:43.400 --> 00:15:46.400]  降下復興在我們中間的
[00:15:46.400 --> 00:15:47.600]  你們
[00:15:47.600 --> 00:15:51.300]  那你說我們要怎麼樣來渴望神的復興降臨呢
[00:15:51.300 --> 00:15:52.800]  兩方面
[00:15:52.800 --> 00:15:54.200]  因為當神的復興降臨
[00:15:54.200 --> 00:15:56.600]  有兩個事情會發生
[00:15:56.600 --> 00:15:59.000]  在十堆新聞第二章二節到三節裡面
[00:15:59.000 --> 00:16:00.800]  我們看見這個新聞怎麼說呢
[00:16:00.800 --> 00:16:03.400]  這裡說忽然從天上有響聲下來
[00:16:03.400 --> 00:16:05.100]  好像一陣大風吹過
[00:16:05.100 --> 00:16:07.200]  充滿他們所做的屋子
[00:16:07.200 --> 00:16:10.000]  又有舌頭如火焰顯現出來
[00:16:10.000 --> 00:16:12.400]  分開落在他們個人的頭上
[00:16:12.400 --> 00:16:13.800]  兩方面
[00:16:13.800 --> 00:16:15.100]  我們要怎麼樣渴望復興
[00:16:15.100 --> 00:16:16.200]  第一個
[00:16:16.200 --> 00:16:20.300]  要渴望神榮耀同在的彰顯
[00:16:20.300 --> 00:16:26.000]  跟你們說渴望神榮耀同在的彰顯跟他說
[00:16:26.000 --> 00:16:30.200]  在五旬節的時候聖靈如風吹來
[00:16:30.200 --> 00:16:34.100]  這代表著神榮耀同在彰顯出來了
[00:16:34.100 --> 00:16:35.100]  為什麼
[00:16:35.100 --> 00:16:36.600]  因為風是什麼
[00:16:36.600 --> 00:16:38.500]  風是你看不見的
[00:16:38.500 --> 00:16:40.800]  但卻可以感受得到
[00:16:40.800 --> 00:16:41.800]  就算是微風
[00:16:41.800 --> 00:16:45.100]  你可以感受到有風的存在
[00:16:45.100 --> 00:16:47.200]  同樣神的同在也是這樣
[00:16:47.200 --> 00:16:49.100]  若是請問你神的同在在哪
[00:16:49.100 --> 00:16:51.100]  你看不見神的同在
[00:16:51.100 --> 00:16:54.000]  但神的同在卻是可以感受得到
