
[00:00:00.000 --> 00:00:07.480]  今天我們會繼續針研的二十五章十一到十五節
[00:04:04.640 --> 00:04:08.080]  會導致國家有災難
[00:04:08.080 --> 00:04:11.200]  他毅然投乾自盡
[00:04:11.200 --> 00:04:14.280]  大家都應該很熟悉這個故事
[00:04:14.280 --> 00:04:18.160]  其實以死去回應不是值得我們學校
[00:04:18.160 --> 00:04:24.400]  不過他曾經在一個很不理想的環境處境裏
[00:04:24.400 --> 00:04:28.640]  他仍然勇於實話實說
[00:04:28.640 --> 00:04:32.160]  去對他的君主諫言
[00:04:32.160 --> 00:04:34.120]  的確是很難得
[00:04:34.120 --> 00:04:35.080]  說到諫言
[00:04:35.080 --> 00:04:37.560]  我又想起另一個在聖經裏的例子
[00:04:37.560 --> 00:04:43.120]  就是拿丹仙姿向大衛王諫言
[00:04:43.120 --> 00:04:45.600]  他有些技巧
[00:04:45.600 --> 00:04:49.880]  他不太直接地向大衛直斥其非
[00:04:49.880 --> 00:04:52.440]  罵他謀害他人、搶人老婆
[00:04:52.440 --> 00:04:54.360]  指出他的罪狀
[00:04:54.360 --> 00:04:57.040]  他首先說了一個故事
[00:04:57.040 --> 00:05:00.600]  在當中叫大衛聽完故事後
[00:05:00.600 --> 00:05:02.400]  評一評理
[00:05:02.400 --> 00:05:06.640]  之後才指出大衛得罪了神
[00:05:06.640 --> 00:05:09.800]  這段經文其實都描述得頗有智慧
[00:05:09.800 --> 00:05:12.760]  我們不如也看一看
[00:05:12.760 --> 00:05:15.560]  他又說差遣拿丹去見大衛
[00:05:15.560 --> 00:05:18.080]  拿丹到了大衛那裏對他說
[00:05:18.080 --> 00:05:20.160]  有一座城裏有兩個人
[00:05:20.160 --> 00:05:22.760]  一個是富戶一個是窮人
[00:05:22.760 --> 00:05:25.480]  富戶有很多的牛群羊群
[00:05:25.480 --> 00:05:30.080]  窮人除了所買來養活的一隻小母羊羔之外
[00:05:30.080 --> 00:05:31.720]  就沒有其他
[00:05:31.720 --> 00:05:35.480]  羊羔在他的家裏和兒女一同長大
[00:05:35.480 --> 00:05:36.880]  吃他所吃的
[00:05:36.880 --> 00:05:38.200]  喝他所喝的
[00:05:38.200 --> 00:05:40.000]  睡在他的懷中
[00:05:40.000 --> 00:05:43.880]  在他看來如同女兒一樣
[00:05:43.880 --> 00:05:46.760]  有一個客人來到這個富戶的家裏
[00:05:46.760 --> 00:05:51.080]  這個富戶不捨得將自己的牛群羊群裏
[00:05:51.080 --> 00:05:53.080]  娶一隻預備給客人吃
[00:05:53.080 --> 00:05:55.360]  卻娶了那窮人的羊羔
[00:05:55.360 --> 00:05:57.200]  預備給客人吃
[00:05:57.200 --> 00:06:01.440]  大衛就心怒怒地對拿丹說
[00:06:01.440 --> 00:06:03.720]  我指著永生的耶和華起誓
[00:06:03.720 --> 00:06:05.960]  行者是的人該死
[00:06:05.960 --> 00:06:08.080]  他必償還羊羔四倍
[00:06:08.080 --> 00:06:11.520]  因為他行者是沒有連戌的心
[00:06:11.520 --> 00:06:13.720]  然後拿丹對大衛說
[00:06:13.720 --> 00:06:17.000]  你就是那個人
[00:06:17.000 --> 00:06:20.360]  這個經文我想大家都很熟悉
[00:06:20.360 --> 00:06:23.280]  當拿丹想對大衛說
[00:06:23.280 --> 00:06:24.920]  你得罪了神
[00:06:24.920 --> 00:06:29.440]  你去搶了別人的老婆
[00:06:29.440 --> 00:06:30.920]  成為自己的老婆
[00:06:30.920 --> 00:06:37.520]  你也去謀害了這個
[00:06:37.520 --> 00:06:40.400]  謀害了他的神子
[00:06:40.400 --> 00:06:42.160]  在這個過程裏
[00:06:42.160 --> 00:06:46.720]  他也不知道自己有沒有那種罪疚感
[00:06:46.720 --> 00:06:48.480]  聖經大量描述到
[00:06:48.480 --> 00:06:51.760]  拿丹藉著這個故事
[00:06:51.760 --> 00:06:52.920]  去對他說
[00:06:52.920 --> 00:06:57.200]  你就是那個沒有連戌的人
[00:06:57.200 --> 00:07:00.360]  原來當他換一下位置
[00:07:00.360 --> 00:07:05.360]  就會更加明白到對方的處境感受
[00:07:05.360 --> 00:07:09.800]  就達到點醒其他人的效果
[00:07:09.800 --> 00:07:13.520]  所以有智慧的勸戒真的很不容易
[00:07:13.520 --> 00:07:16.560]  也要看時機
[00:07:16.560 --> 00:07:19.880]  記得差不多這樣的情況下
[00:07:19.880 --> 00:07:23.280]  我以前帶一些高中的年青人
[00:07:23.280 --> 00:07:26.520]  去參與小學的畢業營裏
[00:07:26.520 --> 00:07:29.600]  他們幫忙做一些小導師
[00:07:29.600 --> 00:07:35.040]  他們每個帶那些小學生做小導師
[00:07:35.040 --> 00:07:37.320]  每個都說超辛苦
[00:07:37.320 --> 00:07:38.960]  怎麼說他們都不聽
[00:07:38.960 --> 00:07:40.160]  極生氣
[00:07:40.160 --> 00:07:43.800]  整天都在罵他們
[00:07:43.800 --> 00:07:45.960]  我記得那一刻
[00:07:45.960 --> 00:07:46.880]  在他們分享的時候
[00:07:46.880 --> 00:07:48.480]  我彈一句說
[00:07:48.480 --> 00:07:53.200]  你終於都開始明白我們做導師的感受了
[00:07:53.200 --> 00:07:57.240]  那一刻我覺得他們都挺有趣
[00:07:57.240 --> 00:07:59.560]  終於明白我們的感受了
[00:07:59.560 --> 00:08:05.320]  大家互相笑一下
[00:08:05.320 --> 00:08:07.800]  智慧人的勸戒真的很難得
[00:08:07.800 --> 00:08:11.120]  也很不容易
[00:08:11.120 --> 00:08:13.520]  所以重新作智慧人的
[00:08:13.520 --> 00:08:15.560]  不是強調他們的技巧
[00:08:15.560 --> 00:08:16.760]  說話技巧
[00:08:16.760 --> 00:08:21.080]  而是說話者本身的品格
[00:08:21.080 --> 00:08:26.760]  孔子曾經在論語裏面說到
[00:08:26.760 --> 00:08:29.680]  君子需要具有智、仁、勇
[00:08:29.680 --> 00:08:31.120]  這三種的美德
[00:08:31.120 --> 00:08:32.320]  要三者兼備
[00:08:32.320 --> 00:08:33.600]  知、行、合、一
[00:08:33.600 --> 00:08:37.800]  才算是一個君子
[00:08:37.800 --> 00:08:39.920]  所謂仁者不憂
[00:08:39.920 --> 00:08:41.320]  知者不惑
[00:08:41.320 --> 00:08:42.800]  勇者不懼
[00:08:42.800 --> 00:08:45.120]  所以自古以來都是非常強調
[00:08:45.120 --> 00:08:48.960]  人內在的品格
[00:08:48.960 --> 00:08:50.800]  所以我們看到之後
[00:08:50.800 --> 00:08:52.280]  針研那三段經文裏面
[00:08:52.280 --> 00:08:56.400]  都是描述到智慧人的一些品德修養
[00:08:56.400 --> 00:08:58.640]  要有忠誠可靠
[00:08:58.640 --> 00:09:00.040]  要誠信
[00:09:00.040 --> 00:09:03.360]  要有忍耐溫柔的美德
[00:09:03.360 --> 00:09:08.200]  所以不如我們讀完第十三到第十五節
[00:09:08.200 --> 00:09:09.440]  我們一起預備
[00:09:09.440 --> 00:09:11.280]  一二三
[00:09:11.280 --> 00:09:13.040]  忠信的使者
[00:09:13.040 --> 00:09:16.160]  叫差他的人心裡說唱
[00:09:16.160 --> 00:09:18.240]  就如在收割時
[00:09:18.240 --> 00:09:20.520]  有冰雪的涼氣
[00:09:20.520 --> 00:09:22.840]  胸胯贈送禮物的
[00:09:22.840 --> 00:09:25.120]  好像無語的風雲
[00:09:25.120 --> 00:09:26.720]  恆常忍耐
[00:09:26.720 --> 00:09:28.840]  可以勸動君王
[00:09:28.840 --> 00:09:32.720]  柔和的舌頭能折斷骨頭
[00:09:56.120 --> 00:10:00.800]  就像艷陽下的涼水涼風一樣
[00:10:00.800 --> 00:10:05.520]  收割的時候有冰雪的涼風涼氣
[00:10:05.520 --> 00:10:08.120]  是很色切
[00:10:08.120 --> 00:10:09.840]  是很開心
[00:10:09.840 --> 00:10:10.960]  如果有行山
[00:10:10.960 --> 00:10:12.440]  有時有一陣涼風
[00:10:12.440 --> 00:10:13.520]  少少的涼風來
[00:10:13.520 --> 00:10:15.000]  你都會覺得很開心
[00:10:15.000 --> 00:10:16.800]  很舒服
[00:10:16.800 --> 00:10:18.960]  很寶貴
[00:10:18.960 --> 00:10:22.200]  其實人與人的溝通最重要的就是
[00:10:22.200 --> 00:10:26.280]  可以待人是真心誠懇
[00:10:26.280 --> 00:10:31.240]  是一個很舒服自然的關係
[00:10:31.240 --> 00:10:33.200]  所以《中庸》裡面
[00:10:33.200 --> 00:10:35.880]  講到待人以誠
[00:10:35.880 --> 00:10:37.360]  感人以德
[00:10:37.360 --> 00:10:39.080]  交人以善
[00:10:39.080 --> 00:10:43.720]  這是率性的緯度
[00:10:43.720 --> 00:10:46.920]  我在網上看了一篇文章
[00:10:46.920 --> 00:10:52.200]  他分享到一位年輕的日本創業家
[00:10:52.200 --> 00:10:57.280]  他對文章的作者有一個提醒
[00:10:57.280 --> 00:11:02.600]  這個日本人跟作者說了這篇文章
[00:11:02.600 --> 00:11:03.480]  說了這番說話
[00:11:03.480 --> 00:11:05.040]  他說做人
[00:11:05.040 --> 00:11:06.880]  一個日本人說
[00:11:06.880 --> 00:11:10.080]  做人最重要是要待人以誠
[00:11:10.080 --> 00:11:11.520]  感人以德
[00:11:11.520 --> 00:11:13.080]  交人以善
[00:11:13.080 --> 00:11:16.280]  是一個日本人的創業家
[00:11:16.280 --> 00:11:21.440]  成功的創業家對作者提醒
[00:11:21.440 --> 00:11:24.280]  這個作者有一個反省
[00:11:24.280 --> 00:11:26.960]  他說自己曾經以利益
[00:11:26.960 --> 00:11:29.560]  去建立一些人物
[00:11:29.560 --> 00:11:32.600]  他發現當他失去了給對方的利益時
[00:11:32.600 --> 00:11:36.680]  人們很可能會離開他
[00:11:36.680 --> 00:11:39.960]  但如果是以自己的真心
[00:11:39.960 --> 00:11:41.000]  以道德
[00:11:41.000 --> 00:11:43.760]  以誠意來交往的時候
[00:11:43.760 --> 00:11:45.800]  得來的朋友
[00:11:45.800 --> 00:11:48.200]  在最重要的關頭的時候
[00:11:48.200 --> 00:11:51.000]  大家都能夠同甘共苦
[00:11:51.000 --> 00:11:53.240]  在最困頓的時候
[00:11:53.240 --> 00:11:58.000]  都能夠不變初衷地去支持扶持
[00:11:58.000 --> 00:12:01.680]  顯現出彼此的忠貞氣節
[00:12:01.680 --> 00:12:04.640]  這些才是真正的朋友
[00:12:04.640 --> 00:12:06.680]  人物
[00:12:06.680 --> 00:12:09.600]  原來人與人的關係很簡單
[00:12:09.600 --> 00:12:11.920]  就是彼此以禮相待
[00:12:11.920 --> 00:12:13.560]  以誠待人
[00:12:13.560 --> 00:12:15.520]  以愛去結連
[00:12:15.520 --> 00:12:17.960]  原來一個這麼簡單的道理
[00:12:17.960 --> 00:12:20.560]  他結果都忘記了
[00:12:20.560 --> 00:12:22.600]  這個作者說他反思自己
[00:12:22.600 --> 00:12:25.320]  為何自己會受到
[00:12:25.320 --> 00:12:27.880]  可能社會上種種的利益
[00:12:27.880 --> 00:12:29.680]  而不斷慢慢地
[00:12:29.680 --> 00:12:31.720]  就被改變了自己
[00:12:31.720 --> 00:12:35.600]  與人交往的心態
[00:12:35.600 --> 00:12:37.120]  其實我自己看完這篇文章
[00:12:37.120 --> 00:12:38.080]  我都想
[00:12:38.080 --> 00:12:39.360]  我們每一個人
[00:12:39.360 --> 00:12:41.080]  有時都的確
[00:12:41.080 --> 00:12:42.600]  不知不覺地
[00:12:42.600 --> 00:12:46.120]  被環境、社會所影響了我們
[00:12:46.120 --> 00:12:49.000]  一些待人處事的心態
[00:12:49.000 --> 00:12:52.880]  我記得有時跟一些人聊天的時候
[00:12:52.880 --> 00:12:55.720]  他說現在的人很兇
[00:12:55.720 --> 00:12:57.960]  現在的人很煩
[00:12:57.960 --> 00:13:00.440]  所以有時跟那些人說話
[00:13:00.440 --> 00:13:01.800]  你一定要絕一點
[00:13:01.800 --> 00:13:03.560]  你一定要直接一點
[00:13:03.560 --> 00:13:07.920]  你不要轉彎抹角
[00:13:07.920 --> 00:13:10.000]  或者是溫柔柔
[00:13:10.000 --> 00:13:11.120]  直接了當
[00:13:11.120 --> 00:13:15.240]  有時直插別人的要害
[00:13:15.240 --> 00:13:16.760]  都要說
[00:13:16.760 --> 00:13:18.280]  當然說話有時
[00:13:18.280 --> 00:13:20.440]  要看你在甚麼時候說
[00:13:20.440 --> 00:13:22.360]  但我們的確是受到
[00:13:22.360 --> 00:13:24.360]  社會環境影響下
[00:13:24.360 --> 00:13:26.040]  我們不自覺地
[00:13:26.040 --> 00:13:28.480]  都會有所變化
[00:13:28.480 --> 00:13:32.360]  待人處事裏面都會有所變化
[00:13:32.360 --> 00:13:35.280]  當我們被環境、社會影響
[00:13:35.280 --> 00:13:38.200]  將社會上一些重利益的價值觀
[00:13:38.200 --> 00:13:40.360]  帶入了自己的生活
[00:13:40.360 --> 00:13:41.520]  家庭
[00:13:41.520 --> 00:13:44.240]  甚至教會的中間
[00:13:44.240 --> 00:13:45.920]  我們可能不自覺地
[00:13:45.920 --> 00:13:48.840]  開始會互相猜度
[00:13:48.840 --> 00:13:51.440]  彼此計算
[00:13:51.440 --> 00:13:52.880]  陰謀
[00:13:52.880 --> 00:13:54.720]  我最近經常聽到
[00:13:54.720 --> 00:13:59.240]  很多陰謀論去描述他人的想法
[00:13:59.240 --> 00:14:02.480]  或者互爭長短
[00:14:02.480 --> 00:14:07.400]  人與人的關係逐漸變得疏離
[00:14:07.400 --> 00:14:11.120]  我曾經試過有弟兄姊妹跟我說
[00:14:11.120 --> 00:14:14.960]  教會的人每次找我
[00:14:14.960 --> 00:14:17.400]  都只是叫我幫這件事
[00:14:17.400 --> 00:14:18.360]  幫那件事
[00:14:18.360 --> 00:14:20.960]  做那件事 做那件事
[00:14:20.960 --> 00:14:25.720]  他們有多關心我內心的感受需要呢?
[00:14:25.720 --> 00:14:30.440]  只叫我做 做 做
[00:14:30.440 --> 00:14:32.600]  或者有時候
[00:14:32.600 --> 00:14:35.360]  我們跟別人說話
[00:14:35.360 --> 00:14:37.400]  因著不同的緣故之下
[00:14:37.400 --> 00:14:39.160]  很急、很快
[00:14:39.160 --> 00:14:41.880]  又欠缺一些尊重
[00:14:41.880 --> 00:14:43.840]  說得又很沒禮貌
[00:14:43.840 --> 00:14:48.800]  說話又重了的時候
[00:14:48.800 --> 00:14:53.600]  我們的關係就會受傷害
[00:14:53.600 --> 00:14:56.640]  有時候都聽到教會中間的弟兄姊妹
[00:14:56.640 --> 00:14:58.880]  都因著人與人的關係
[00:14:58.880 --> 00:15:02.120]  以致離開群體
[00:15:02.120 --> 00:15:08.240]  甚至離開教會、離開上帝
[00:15:08.240 --> 00:15:11.240]  那次其實都給我頗深刻
[00:15:11.240 --> 00:15:14.920]  給我很多提醒、反省
[00:15:14.920 --> 00:15:17.280]  人的確很容易忘記了
[00:15:17.280 --> 00:15:21.640]  一些最基本的代人處事的態度
[00:15:21.640 --> 00:15:25.000]  好像這幾句很簡單的說話
[00:15:25.000 --> 00:15:26.600]  以禮相待
[00:15:26.600 --> 00:15:27.960]  以誠待人
[00:15:27.960 --> 00:15:29.560]  以愛結連
[00:15:29.560 --> 00:15:31.320]  我們有幾何做得到?
[00:15:31.320 --> 00:15:35.160]  有幾多提醒自己呢?
[00:15:35.160 --> 00:15:36.920]  經文裏面講到
[00:15:36.920 --> 00:15:38.920]  「胸胯贈送禮物的
[00:15:38.920 --> 00:15:42.200]  好像無雨的風雲」
[00:15:42.200 --> 00:15:45.520]  這句跟上一句其實都很相近
[00:15:45.520 --> 00:15:47.960]  特別是指向誠信
[00:15:47.960 --> 00:15:51.680]  他說話不能夠胸胯妄言
[00:15:51.680 --> 00:15:53.400]  說過的不算數
[00:15:53.400 --> 00:15:55.480]  就好像有風有雲
[00:15:55.480 --> 00:15:57.000]  卻是無雨
[00:15:57.000 --> 00:16:00.240]  往往只是一些虛幻浮雲
[00:16:00.240 --> 00:16:03.280]  甚至是虛言假象
[00:16:03.280 --> 00:16:04.760]  好像廣告裏面
[00:16:04.760 --> 00:16:09.400]  往往都是吹噓誇張一些產品的好處
[00:16:09.400 --> 00:16:12.760]  當一些使用者中招之後
[00:16:12.760 --> 00:16:16.720]  就高呼要退貨一樣的失望
[00:16:16.720 --> 00:16:20.760]  失信是人與人關係裏面的大忌
[00:16:20.760 --> 00:16:24.800]  絕對會破壞彼此信任的關係
[00:16:24.800 --> 00:16:26.800]  我相信有時我們
[00:16:26.800 --> 00:16:28.840]  或者這一刻的香港社會
[00:16:28.840 --> 00:16:32.160]  都是我們缺乏了信任
[00:16:32.160 --> 00:16:34.720]  我們對很多東西都不信
[00:16:34.720 --> 00:16:41.080]  或者有時都會被很多假象迷惑了
[00:16:41.080 --> 00:16:46.520]  大家有沒有聽過「覆水難收」這句說話?
[00:16:46.520 --> 00:16:50.000]  說出的說話就好像潑出去的水
[00:16:50.000 --> 00:16:51.920]  是沒有辦法收回
[00:16:51.920 --> 00:16:54.120]  所以我在網上也看到
[00:16:54.120 --> 00:16:58.520]  有八種說話是不能夠隨便亂說的
[00:16:58.520 --> 00:17:01.160]  大家看看有沒有說過這些說話
[00:17:01.160 --> 00:17:02.520]  我覺得很有趣
[00:17:02.520 --> 00:17:05.680]  他說喪志的話不可以說
[00:17:05.680 --> 00:17:09.760]  即使沒有人為你打氣
[00:17:09.760 --> 00:17:11.840]  你自己也要鼓勵一下自己
[00:17:11.840 --> 00:17:14.080]  為甚麼要說喪志的話呢?
[00:17:14.080 --> 00:17:16.160]  我覺得很有趣
[00:17:16.160 --> 00:17:18.160]  晦氣的話
[00:17:18.160 --> 00:17:19.600]  即是晦氣
[00:17:19.600 --> 00:17:22.520]  人在生氣的時候
[00:17:22.520 --> 00:17:24.520]  最好都是保持冷靜
[00:17:24.520 --> 00:17:26.040]  不要隨便發言
[00:17:26.040 --> 00:17:30.600]  否則潑出去就好像覆水難收
[00:17:30.600 --> 00:17:33.360]  收不回你的說話
[00:17:33.360 --> 00:17:36.360]  抱怨的話都不要說
[00:17:36.360 --> 00:17:38.120]  他說人在不滿的時候
[00:17:38.120 --> 00:17:40.640]  經常說一些抱怨的話
[00:17:40.640 --> 00:17:42.320]  怨恨自己
[00:17:42.320 --> 00:17:44.320]  又怨恨他人
[00:17:44.320 --> 00:17:47.640]  其實最後後果是自己受
[00:17:47.640 --> 00:17:53.280]  又何必自討苦吃呢?
[00:17:53.280 --> 00:17:56.040]  損人的話都不可以說
[00:17:56.040 --> 00:18:00.000]  他說我們有時對人不夠尊重
[00:18:00.000 --> 00:18:01.840]  不夠包容
[00:18:01.840 --> 00:18:04.680]  說的話有時可能想損人利己
[00:18:04.680 --> 00:18:08.360]  但有時損人不利己
[00:18:08.360 --> 00:18:10.880]  所以其實
[00:18:10.880 --> 00:18:14.560]  語言損人是一時
[00:18:14.560 --> 00:18:17.480]  但自己人格最終被人看輕
[00:18:17.480 --> 00:18:22.280]  所受的傷害是永久的
[00:18:22.280 --> 00:18:24.560]  我挺喜歡第五點
[00:18:24.560 --> 00:18:26.560]  自誇的話不能說
[00:18:26.560 --> 00:18:30.120]  宣傳自己很喜歡自我標榜
[00:18:30.120 --> 00:18:32.120]  或者自我誇大
[00:18:32.120 --> 00:18:35.040]  被人聽了必定不能認同
[00:18:35.040 --> 00:18:38.640]  所以自我誇大其實沒有實際益處
[00:18:38.640 --> 00:18:42.040]  反而自招損傷
[00:18:42.040 --> 00:18:43.760]  其實人要偉大
[00:18:43.760 --> 00:18:46.480]  必須做出一些偉大的事
[00:18:46.480 --> 00:18:49.160]  偉大是要別人去說
[00:18:49.160 --> 00:18:51.640]  不是自己說
[00:18:51.640 --> 00:18:56.000]  所以謙卑一點比較好
[00:18:56.000 --> 00:18:57.080]  第六
[00:18:57.080 --> 00:18:59.560]  不實的話不能說
[00:18:59.560 --> 00:19:01.600]  即是狼來你的故事大家都聽過
[00:19:01.600 --> 00:19:05.680]  最後的結果應該很嚴重
[00:19:05.680 --> 00:19:07.080]  第七
[00:19:07.080 --> 00:19:09.720]  機密的話不要說
[00:19:09.720 --> 00:19:11.920]  想到可能引發的不良後果
[00:19:11.920 --> 00:19:16.600]  知道嚴重性你就不會亂開口
[00:19:16.600 --> 00:19:17.320]  最後
[00:19:17.320 --> 00:19:19.400]  私隱的話都不要說
[00:19:19.400 --> 00:19:21.720]  人要互相尊重
[00:19:21.720 --> 00:19:23.520]  你其實都不希望其他人
[00:19:23.520 --> 00:19:25.800]  爆你的私隱
[00:19:25.800 --> 00:19:27.040]  所以還是不要說
[00:19:27.040 --> 00:19:30.640]  我覺得看完這八句話
[00:19:30.640 --> 00:19:32.520]  都挺有道理
[00:19:32.520 --> 00:19:35.720]  有時我們真的會說這些
[00:19:35.720 --> 00:19:37.480]  晦氣的說話
[00:19:37.480 --> 00:19:38.800]  喪志的說話
[00:19:38.800 --> 00:19:39.920]  抱怨的說話
[00:19:39.920 --> 00:19:41.000]  損人的說話
[00:19:41.000 --> 00:19:42.240]  自誇的話
[00:19:42.240 --> 00:19:43.880]  不實的話
[00:19:43.880 --> 00:19:46.440]  一些別人的私隱
[00:19:46.440 --> 00:19:51.040]  一些機密的話都說了出來
[00:19:51.040 --> 00:19:53.760]  當想的時候很有意思
[00:19:53.760 --> 00:19:57.040]  其實針研很多對智慧人
[00:19:57.040 --> 00:19:59.560]  和愚妄人的描述
[00:19:59.560 --> 00:20:03.600]  都是關於一些要小心說話的忠告
[00:20:03.600 --> 00:20:05.240]  我選一些
[00:20:05.240 --> 00:20:07.400]  針研第十章十四節裏面說
[00:20:07.400 --> 00:20:09.680]  智慧人積存知識
[00:20:09.680 --> 00:20:12.880]  愚妄人的口促致敗壞
[00:20:12.880 --> 00:20:15.400]  智慧人的洩善法知識
[00:20:15.400 --> 00:20:18.920]  愚昧人的口套出愚昧
[00:20:18.920 --> 00:20:21.920]  隱藏怨恨的有說謊的嘴
[00:20:21.920 --> 00:20:25.360]  口出殘謗的自愚妄的人
[00:20:25.360 --> 00:20:27.920]  多言多語難免有過
[00:20:27.920 --> 00:20:32.200]  禁止嘴唇是有智慧
[00:20:32.200 --> 00:20:34.760]  禁止嘴唇是有智慧
[00:20:34.760 --> 00:20:37.880]  我不期然就想起這幅圖畫
[00:20:37.880 --> 00:20:39.760]  不知道大家有沒有見過這幅圖畫
[00:20:39.760 --> 00:20:43.160]  孔子說非禮勿視非禮勿聽
[00:20:43.160 --> 00:20:46.080]  非禮勿言非禮勿動
[00:20:46.080 --> 00:20:50.160]  有時多言多語難免有過
[00:20:50.160 --> 00:20:52.720]  好像潑了出去的水一樣
[00:20:52.720 --> 00:20:54.920]  很難收回一些說話
[00:20:54.920 --> 00:20:56.480]  傷人的說話
[00:20:56.480 --> 00:20:58.240]  或者抱怨的說話
[00:20:58.240 --> 00:21:00.720]  或者一些晦氣
[00:21:00.720 --> 00:21:04.480]  一些自誇的說話
[00:21:04.480 --> 00:21:06.640]  有時說了別人聽了
[00:21:06.640 --> 00:21:10.440]  就對你一些評價
[00:21:10.440 --> 00:21:12.520]  所以多言多語難免有過
[00:21:12.520 --> 00:21:14.920]  禁止嘴唇是有智慧
[00:21:14.920 --> 00:21:17.760]  《針研十章》十九節
