
[00:00:00.000 --> 00:00:01.440]  各位兄弟姊妹 早安
[00:01:45.880 --> 00:01:47.520]  大家留心裡面
[00:01:47.520 --> 00:01:52.960]  巴拿巴本身叫什麼名字
[00:01:52.960 --> 00:01:56.520]  原來經文裡面記載我們經常踢巴拿巴
[00:01:56.520 --> 00:01:59.880]  我們說鼓勵人的人一個榜樣就是巴拿巴
[00:01:59.880 --> 00:02:01.680]  但你留意在經文裡面提到
[00:02:01.680 --> 00:02:04.760]  其實他本身的原名是叫約瑟的
[00:02:04.760 --> 00:02:07.440]  你發覺這個人出名到一個地步
[00:02:07.440 --> 00:02:09.240]  已經沒有人記得他的名字了
[00:02:09.240 --> 00:02:11.320]  只記得他的綽號
[00:02:11.320 --> 00:02:12.800]  就叫巴拿巴
[00:02:12.800 --> 00:02:16.080]  巴拿巴原文裡面的意思這裡已經說了
[00:02:16.080 --> 00:02:18.520]  呂鎮忠的譯本已經翻譯了出來
[00:02:18.520 --> 00:02:21.400]  很多的譯本 和合本
[00:02:21.400 --> 00:02:25.280]  都是翻譯叫做勸惠 勸惠子
[00:02:25.280 --> 00:02:28.840]  勸惠給人的感覺就是一種比較是
[00:02:28.840 --> 00:02:32.360]  勸解 勸交 安慰
[00:02:32.360 --> 00:02:34.320]  傷心就安慰你
[00:02:34.320 --> 00:02:37.920]  但裡面原來在說這個巴拿巴的意思是什麼呢
[00:02:37.920 --> 00:02:41.600]  就是一個鼓勵 鼓舞人心
[00:02:41.600 --> 00:02:44.200]  大家要知道
[00:02:44.200 --> 00:02:45.640]  鼓勵人的人
[00:02:45.640 --> 00:02:48.120]  和你被稱為一個鼓勵人的人
[00:02:48.120 --> 00:02:49.840]  是不同的層次
[00:02:49.840 --> 00:02:51.160]  我舉一個例子
[00:02:51.160 --> 00:02:54.680]  我教會有一個他是做車房的
[00:02:54.680 --> 00:02:58.120]  很多時候人們都會叫他做車房仔
[00:02:58.120 --> 00:03:00.360]  不單止他是一個車房仔
[00:03:00.360 --> 00:03:03.200]  他是一個很喜歡傳福音的人
[00:03:03.200 --> 00:03:05.120]  他傳福音地步
[00:03:05.120 --> 00:03:08.360]  他周圍的同事給了他一個綽號
[00:03:08.360 --> 00:03:10.440]  知道叫什麼嗎
[00:03:10.440 --> 00:03:12.160]  叫做耶穌仔
[00:03:12.160 --> 00:03:15.080]  耶穌仔又來了 又來了 又來了
[00:03:15.080 --> 00:03:16.280]  其實是什麼意思呢
[00:03:16.280 --> 00:03:19.840]  可能覺得你又說耶穌很煩
[00:03:19.840 --> 00:03:21.880]  但是他的同事
[00:03:21.880 --> 00:03:23.760]  也很喜歡他
[00:03:23.760 --> 00:03:26.920]  因為他這個人很忠誠
[00:03:26.920 --> 00:03:27.840]  很忠厚
[00:03:27.840 --> 00:03:29.840]  工作也很勤奮
[00:03:29.840 --> 00:03:31.680]  所以大家要知道
[00:03:31.680 --> 00:03:33.600]  一個別人稱呼你為
[00:03:33.600 --> 00:03:36.120]  你是懂得傳福音的人
[00:03:36.120 --> 00:03:38.080]  和你叫做耶穌仔
[00:03:38.080 --> 00:03:40.880]  大家明白有什麼不同的層次嗎
[00:03:40.880 --> 00:03:42.560]  同樣巴拿巴
[00:03:42.560 --> 00:03:45.360]  他被稱呼為一個巴拿巴
[00:03:45.360 --> 00:03:47.560]  就是說有巴拿巴的地方
[00:03:47.560 --> 00:03:50.080]  就是一個有鼓勵人的地方
[00:03:50.080 --> 00:03:51.080]  大家明白嗎
[00:03:51.080 --> 00:03:54.720]  所以當這個藥室被稱為巴拿巴的時候
[00:03:54.720 --> 00:03:56.320]  大家可以想像
[00:03:56.320 --> 00:03:58.720]  其實在當時初期教會
[00:03:58.720 --> 00:04:02.040]  大家喜不喜歡見到巴拿巴呢
[00:04:02.040 --> 00:04:03.360]  是很喜歡的
[00:04:03.360 --> 00:04:04.760]  因為一見到你的時候
[00:04:04.760 --> 00:04:05.960]  就代表什麼
[00:04:05.960 --> 00:04:07.280]  有被鼓勵
[00:04:07.280 --> 00:04:08.600]  有被建立
[00:04:08.600 --> 00:04:11.480]  今天我想從三段經文去看一下
[00:04:11.480 --> 00:04:13.680]  究竟一個鼓勵人的人
[00:04:13.680 --> 00:04:15.320]  是一個怎樣的人
[00:04:15.320 --> 00:04:17.800]  可以鼓勵我們都成為巴拿巴
[00:04:17.800 --> 00:04:18.440]  好嗎
[00:04:18.440 --> 00:04:21.240]  開始的時候請你和旁邊的人說
[00:04:21.240 --> 00:04:24.600]  準備成為巴拿巴
[00:04:24.600 --> 00:04:26.880]  成為巴拿巴要
[00:04:26.880 --> 00:04:29.880]  聖經裡面這個很重要的人物
[00:04:29.880 --> 00:04:32.720]  我們開始的時候第一個的片段
[00:04:32.720 --> 00:04:34.520]  我們一起讀一讀這段經文好嗎
[00:04:34.520 --> 00:04:35.520]  司徒函主第九章
[00:04:35.520 --> 00:04:36.800]  預備起
[00:04:36.800 --> 00:04:38.960]  蘇羅到了耶路撒冷
[00:04:48.440 --> 00:04:51.440]  巴拿岩人在路上看見主
[00:04:51.440 --> 00:04:53.000]  主人拉扯說
[00:04:53.000 --> 00:04:55.560]  和巴拿岩人在大壇時下
[00:04:55.560 --> 00:04:58.120]  和耶穌的靈光擋住
[00:04:58.120 --> 00:05:00.040]  蘇羅到了耶路撒冷
[00:05:18.560 --> 00:05:20.560]  杜牧師都不知道多少年了
[00:05:20.560 --> 00:05:23.440]  自去新加坡一起
[00:05:23.440 --> 00:05:25.440]  我估計有四五年最少
[00:05:25.440 --> 00:05:30.440]  我覺得杜牧師是一個很和藹可親的牧者
[00:05:30.440 --> 00:05:32.160]  每一次見到他
[00:05:32.160 --> 00:05:35.200]  他的笑容真的融化了人
[00:05:35.200 --> 00:05:37.720]  他的誠懇
[00:05:37.720 --> 00:05:39.720]  讓我明白一個牧者
[00:05:39.720 --> 00:05:41.920]  那種親和力是怎樣
[00:05:41.920 --> 00:05:44.920]  所以我覺得有杜牧師在這裡
[00:05:44.920 --> 00:05:46.720]  覺得人很踏實
[00:05:46.720 --> 00:05:48.720]  我不知道大家有沒有這種感覺
[00:05:48.720 --> 00:05:50.720]  很和藹很踏實
[00:05:50.720 --> 00:05:52.720]  同樣我們今天講這段經文的時候
[00:05:52.720 --> 00:05:54.720]  有一個背景
[00:05:54.720 --> 00:05:57.720]  背景就是來自於這個圖畫
[00:05:57.720 --> 00:05:59.720]  這個圖畫是什麼呢
[00:05:59.720 --> 00:06:01.720]  就是蘇羅或者叫保羅
[00:06:01.720 --> 00:06:03.720]  當時他是拿著一個御靈
[00:06:03.720 --> 00:06:05.720]  去到大馬士革
[00:06:05.720 --> 00:06:07.720]  是要捉拿當地基督徒
[00:06:07.720 --> 00:06:09.720]  但在途中遇見耶穌
[00:06:09.720 --> 00:06:11.720]  接著進入大馬士革的時候
[00:06:11.720 --> 00:06:14.720]  有一個門徒阿拿尼亞來醫治他
[00:06:14.720 --> 00:06:19.720]  並且講出他要為主向外邦人傳福音
[00:06:19.720 --> 00:06:22.720]  於是乎他即時在大馬士革傳福音
[00:06:22.720 --> 00:06:24.720]  你看到保羅或者蘇羅
[00:06:24.720 --> 00:06:27.720]  這個人是一個很即時行動的人
[00:06:27.720 --> 00:06:31.720]  但是就是因為他這麼熱切去傳福音
[00:06:31.720 --> 00:06:34.720]  當時大馬士革的猶太人就想殺他
[00:06:34.720 --> 00:06:37.720]  他就離開了大馬士革
[00:06:37.720 --> 00:06:39.720]  就去到耶路撒冷
[00:06:39.720 --> 00:06:41.720]  所以這段經文就出現了
[00:06:41.720 --> 00:06:44.720]  你發覺蘇羅這個人
[00:06:44.720 --> 00:06:47.720]  他很想去耶路撒冷見使徒
[00:06:47.720 --> 00:06:49.720]  但是使徒有沒有見他
[00:06:49.720 --> 00:06:53.720]  我想問為什麼使徒不見他
[00:06:53.720 --> 00:06:55.720]  為什麼
[00:06:55.720 --> 00:06:57.720]  如果你是使徒
[00:06:57.720 --> 00:06:59.720]  你會想一想
[00:06:59.720 --> 00:07:02.720]  蘇羅他去大馬士革是做什麼的
[00:07:02.720 --> 00:07:04.720]  就是捉基督徒
[00:07:04.720 --> 00:07:06.720]  接著你說你信了主
[00:07:06.720 --> 00:07:08.720]  接著你來到耶路撒冷
[00:07:08.720 --> 00:07:10.720]  說想見我們
[00:07:10.720 --> 00:07:12.720]  那你會想什麼
[00:07:12.720 --> 00:07:14.720]  蘇羅
[00:07:14.720 --> 00:07:16.720]  你是人還是鬼
[00:07:16.720 --> 00:07:18.720]  你是不是無間道
[00:07:18.720 --> 00:07:20.720]  其實真的不知道
[00:07:20.720 --> 00:07:23.720]  所以頂姐妹很真實
[00:07:23.720 --> 00:07:26.720]  其實使徒沒有見他
[00:07:26.720 --> 00:07:28.720]  好像是人之常情
[00:07:28.720 --> 00:07:30.720]  但是你留意經文記載
[00:07:30.720 --> 00:07:32.720]  我highlight了橙色
[00:07:32.720 --> 00:07:35.720]  因為大家都怕了蘇羅
[00:07:35.720 --> 00:07:38.720]  不信他
[00:07:38.720 --> 00:07:41.720]  因為你明明是捉拿基督徒
[00:07:41.720 --> 00:07:43.720]  並且如果大家記得
[00:07:43.720 --> 00:07:45.720]  當斯提反被石頭打死的時候
[00:07:45.720 --> 00:07:48.720]  蘇羅當時是做什麼的
[00:07:48.720 --> 00:07:51.720]  是看著斯提反被打死
[00:07:51.720 --> 00:07:53.720]  並且心裏有種快樂
[00:07:53.720 --> 00:07:55.720]  你明不明白
[00:07:55.720 --> 00:07:57.720]  這種人怎麼可以見你
[00:07:57.720 --> 00:07:59.720]  就捉我
[00:07:59.720 --> 00:08:01.720]  但是當時唯有一個人
[00:08:01.720 --> 00:08:03.720]  就是叫巴拿巴
[00:08:03.720 --> 00:08:05.720]  接待他
[00:08:05.720 --> 00:08:07.720]  頂姐妹很真實
[00:08:07.720 --> 00:08:09.720]  他是引薦蘇羅
[00:08:09.720 --> 00:08:14.720]  去認識當地耶路撒冷的門徒們
[00:08:14.720 --> 00:08:16.720]  而在當中
[00:08:16.720 --> 00:08:20.720]  他是接待這個令人很害怕的人
[00:08:20.720 --> 00:08:22.720]  就是蘇羅
[00:08:22.720 --> 00:08:24.720]  所以我很想說第一件事給大家知道
[00:08:24.720 --> 00:08:26.720]  其實我們說如果要成為鼓勵人的人
[00:08:26.720 --> 00:08:29.720]  第一件事我們要怎樣呢
[00:08:29.720 --> 00:08:31.720]  就是學習去接待一些
[00:08:31.720 --> 00:08:33.720]  令人很害怕的人
[00:08:33.720 --> 00:08:36.720]  頂姐妹我不知道你會害怕什麼的人
[00:08:36.720 --> 00:08:38.720]  這裡我舉幾個例子
[00:08:38.720 --> 00:08:43.720]  蘇羅是一個讓人不能信任的人
[00:08:43.720 --> 00:08:45.720]  又或者這樣說
[00:08:45.720 --> 00:08:47.720]  大家如果有上班的時候
[00:08:47.720 --> 00:08:50.720]  你總會在你周圍有些人
[00:08:50.720 --> 00:08:52.720]  是被排擠的
[00:08:52.720 --> 00:08:56.720]  我自己本身是讀土木結構工程出身
[00:08:56.720 --> 00:09:00.720]  有三年在一些顧問工程公司工作
[00:09:00.720 --> 00:09:06.720]  裡面確實有一兩個我會形容他的行為是怪異
[00:09:06.720 --> 00:09:08.720]  怪異的意思是什麼呢
[00:09:08.720 --> 00:09:10.720]  他不是很想和別人接觸
[00:09:10.720 --> 00:09:12.720]  他是做自己的事
[00:09:12.720 --> 00:09:14.720]  但是問題是我們做工程
[00:09:14.720 --> 00:09:16.720]  我們是要
[00:09:16.720 --> 00:09:19.720]  我做這一邊的工程計數
[00:09:19.720 --> 00:09:21.720]  是要互相配搭的
[00:09:21.720 --> 00:09:23.720]  也都要畫圖
[00:09:23.720 --> 00:09:25.720]  給一些圖紙
[00:09:25.720 --> 00:09:28.720]  人家畫的時候我們要給一些資料他怎樣畫
[00:09:28.720 --> 00:09:31.720]  但是這些人他只是說幾句就完
[00:09:31.720 --> 00:09:33.720]  所以其實大部份的同事
[00:09:33.720 --> 00:09:36.720]  都不是很願意接觸他
[00:09:36.720 --> 00:09:38.720]  你發覺有些被排擠的人
[00:09:38.720 --> 00:09:41.720]  甚至乎有些外貌奇特
[00:09:41.720 --> 00:09:43.720]  或者殘障的人
[00:09:43.720 --> 00:09:50.720]  頂姐妹我不知道你面對一些SEN的青少年
[00:09:50.720 --> 00:09:52.720]  又或者一些智障的人
[00:09:52.720 --> 00:09:56.720]  你會不會有一種的懼怕和他一起
[00:09:56.720 --> 00:09:59.720]  在這個暑假
[00:09:59.720 --> 00:10:03.720]  我就一家四口和幾個家庭
[00:10:03.720 --> 00:10:07.720]  去到國內服侍一些智障的兒童
[00:10:07.720 --> 00:10:09.720]  殘障的兒童
[00:10:09.720 --> 00:10:11.720]  在當中裡面很坦白
[00:10:11.720 --> 00:10:13.720]  我作為目者都好
[00:10:13.720 --> 00:10:17.720]  其實我裡面都有一種的忐忑
[00:10:17.720 --> 00:10:19.720]  其實我開頭沒有這種忐忑
[00:10:19.720 --> 00:10:24.720]  因為打算去到服侍這些SEN內地的兒童
[00:10:24.720 --> 00:10:25.720]  家長
[00:10:25.720 --> 00:10:27.720]  去到去服侍
[00:10:27.720 --> 00:10:29.720]  但是我是沒有想過
[00:10:29.720 --> 00:10:31.720]  當我見到他們的時候
[00:10:31.720 --> 00:10:34.720]  原來我的心是還沒有準備好
[00:10:34.720 --> 00:10:35.720]  為什麼呢
[00:10:35.720 --> 00:10:39.720]  因為我記得第一天見到一些
[00:10:39.720 --> 00:10:41.720]  我們叫唐寶寶
[00:10:41.720 --> 00:10:45.720]  唐氏綜合症的年青人
[00:10:45.720 --> 00:10:47.720]  和他的互動
[00:10:47.720 --> 00:10:49.720]  令我都有很多反省
[00:10:49.720 --> 00:10:51.720]  我坐在他旁邊和他聊天
[00:10:51.720 --> 00:10:52.720]  做手工
[00:10:52.720 --> 00:10:55.720]  他就看到我沒有什麼表情
[00:10:55.720 --> 00:10:58.720]  但是他就很主動撞一撞我
[00:10:58.720 --> 00:11:01.720]  我見他撞一撞我
[00:11:01.720 --> 00:11:03.720]  咦 是不是這個他的溝通方法呢
[00:11:03.720 --> 00:11:05.720]  我就輕輕又撞一撞他
[00:11:05.720 --> 00:11:07.720]  大家挺好玩的
[00:11:07.720 --> 00:11:09.720]  之後沒多久
[00:11:09.720 --> 00:11:11.720]  他就行動升級了
[00:11:11.720 --> 00:11:13.720]  用腳來踩我
[00:11:13.720 --> 00:11:14.720]  接著我又心想
[00:11:14.720 --> 00:11:15.720]  他踩我
[00:11:15.720 --> 00:11:17.720]  是不是代表在互動呢
[00:11:17.720 --> 00:11:19.720]  接著我就沒有踩他
[00:11:19.720 --> 00:11:22.720]  只是用腳來推一推他的腳
[00:11:22.720 --> 00:11:24.720]  大家好像很開心
[00:11:24.720 --> 00:11:26.720]  沒多久他再升級
[00:11:26.720 --> 00:11:29.720]  他開始用手撕我的大腿
[00:11:29.720 --> 00:11:30.720]  接著我就知道
[00:11:30.720 --> 00:11:32.720]  糟糕了這次
[00:11:32.720 --> 00:11:33.720]  我發覺其實
[00:11:33.720 --> 00:11:35.720]  怎樣和一些人相處
[00:11:35.720 --> 00:11:36.720]  不是很認識
[00:11:36.720 --> 00:11:38.720]  再沒多久去接待一批
[00:11:38.720 --> 00:11:41.720]  我們叫做殘障的人
[00:11:41.720 --> 00:11:43.720]  其中是包括什麼呢
[00:11:43.720 --> 00:11:44.720]  一個大概
[00:11:44.720 --> 00:11:45.720]  看他的樣子
[00:11:45.720 --> 00:11:48.720]  六十多歲的媽媽
[00:11:48.720 --> 00:11:51.720]  他的高度是這麼高
[00:11:51.720 --> 00:11:54.720]  當時我看著他的時候
[00:11:54.720 --> 00:11:56.720]  我怎樣和他聊天呢
[00:11:56.720 --> 00:11:58.720]  是不是要蹲下呢
[00:11:58.720 --> 00:12:00.720]  是不是要怎樣呢
[00:12:00.720 --> 00:12:02.720]  其實不是很清楚
[00:12:02.720 --> 00:12:04.720]  當地同工說
[00:12:04.720 --> 00:12:06.720]  其實這次來這一批
[00:12:06.720 --> 00:12:08.720]  都已經挺好的了
[00:12:08.720 --> 00:12:10.720]  我說什麼意思
[00:12:10.720 --> 00:12:11.720]  他說有些是沒有腳
[00:12:11.720 --> 00:12:15.720]  是用手來走路的
[00:12:15.720 --> 00:12:17.720]  接著我聽完之後
[00:12:17.720 --> 00:12:18.720]  其實我心
[00:12:18.720 --> 00:12:19.720]  其實我都問自己
[00:12:19.720 --> 00:12:21.720]  我預備好了沒有呢
[00:12:21.720 --> 00:12:23.720]  縱然我們說去服侍人
[00:12:23.720 --> 00:12:26.720]  但其實原來我心還沒預備好
[00:12:26.720 --> 00:12:27.720]  所以頂姐妹
[00:12:27.720 --> 00:12:29.720]  其實我們身邊有很多的人
[00:12:29.720 --> 00:12:31.720]  是會令我們有一種
[00:12:31.720 --> 00:12:32.720]  距離感
[00:12:32.720 --> 00:12:33.720]  有一種
[00:12:33.720 --> 00:12:34.720]  懼怕的
[00:12:34.720 --> 00:12:35.720]  我記得在教會
[00:12:35.720 --> 00:12:37.720]  大概六七年前
[00:12:37.720 --> 00:12:39.720]  在我們教會的附近
[00:12:39.720 --> 00:12:41.720]  有一間麥當勞是24小時的
[00:12:41.720 --> 00:12:43.720]  有一位姐妹在當中
[00:12:43.720 --> 00:12:44.720]  去接觸了一個
[00:12:44.720 --> 00:12:46.720]  我們叫做麥當勞的婆婆
[00:12:46.720 --> 00:12:48.720]  大概看她的樣子
[00:12:48.720 --> 00:12:49.720]  應該是六十多
[00:12:49.720 --> 00:12:50.720]  未到七十
[00:12:50.720 --> 00:12:53.720]  她就是在麥當勞裏面住的
[00:12:53.720 --> 00:12:55.720]  所以她就常常
[00:12:55.720 --> 00:12:57.720]  拖著一些她的行李
[00:12:57.720 --> 00:13:00.720]  所以當有個姐妹
[00:13:00.720 --> 00:13:01.720]  認識她的時候
[00:13:01.720 --> 00:13:02.720]  就問她
[00:13:02.720 --> 00:13:04.720]  你住哪裏的
[00:13:04.720 --> 00:13:06.720]  你有什麼故事的
[00:13:06.720 --> 00:13:07.720]  其實簡單來說
[00:13:07.720 --> 00:13:09.720]  她就是被家人說了出來
[00:13:09.720 --> 00:13:10.720]  是爭家產
[00:13:10.720 --> 00:13:11.720]  爭輸了
[00:13:11.720 --> 00:13:14.720]  所以就被家人說了出來
[00:13:14.720 --> 00:13:17.720]  所以她就是住在麥當勞
[00:13:17.720 --> 00:13:20.720]  於是那個姐妹就帶她回來教會
[00:13:20.720 --> 00:13:23.720]  甚至乎就和教會去談
[00:13:23.720 --> 00:13:24.720]  會不會有些地方
[00:13:24.720 --> 00:13:26.720]  可以給這個婆婆
[00:13:26.720 --> 00:13:28.720]  擠她的行李呢
[00:13:28.720 --> 00:13:32.720]  她的行李就未至於說是有味道
[00:13:32.720 --> 00:13:34.720]  但是都是比較
[00:13:34.720 --> 00:13:35.720]  你可以說是
[00:13:35.720 --> 00:13:36.720]  骯髒
[00:13:36.720 --> 00:13:37.720]  骯髒
[00:13:37.720 --> 00:13:39.720]  但是裏面知道她的故事的時候
[00:13:39.720 --> 00:13:40.720]  我們說
[00:13:40.720 --> 00:13:41.720]  這樣吧
[00:13:41.720 --> 00:13:42.720]  我們有一個地方
[00:13:42.720 --> 00:13:43.720]  有一個櫃
[00:13:43.720 --> 00:13:45.720]  給她擠她的物資
[00:13:45.720 --> 00:13:48.720]  歡迎她隨時來到教會
[00:13:48.720 --> 00:13:49.720]  但是到了有一天
[00:13:49.720 --> 00:13:52.720]  發覺她身上有些異味
[00:13:52.720 --> 00:13:54.720]  接著行政同工就來問我
[00:13:54.720 --> 00:13:55.720]  牧師
[00:13:55.720 --> 00:13:59.720]  我們發覺她應該是失禁
[00:13:59.720 --> 00:14:01.720]  她坐過的椅子
[00:14:01.720 --> 00:14:02.720]  是有味道的
[00:14:02.720 --> 00:14:03.720]  去過哪個地方
[00:14:03.720 --> 00:14:04.720]  都有味道的
[00:14:04.720 --> 00:14:07.720]  行政同工就問我
[00:14:07.720 --> 00:14:08.720]  牧師
[00:14:08.720 --> 00:14:10.720]  我們還給不給她來
[00:14:10.720 --> 00:14:12.720]  丁姐妹我想問
[00:14:12.720 --> 00:14:13.720]  如果是我
[00:14:13.720 --> 00:14:15.720]  你會怎樣回答
[00:14:15.720 --> 00:14:17.720]  給不給她來
[00:14:17.720 --> 00:14:19.720]  給不給
[00:14:19.720 --> 00:14:20.720]  給不給
[00:14:20.720 --> 00:14:22.720]  如果給的話
[00:14:22.720 --> 00:14:23.720]  就有個代價
[00:14:23.720 --> 00:14:26.720]  代價是什麼
[00:14:26.720 --> 00:14:29.720]  弟兄姊妹會不喜歡
[00:14:29.720 --> 00:14:30.720]  我回來教會
[00:14:30.720 --> 00:14:32.720]  嘩 有味道的
[00:14:32.720 --> 00:14:34.720]  你們沒有做清潔嗎
[00:14:34.720 --> 00:14:37.720]  可以很多投訴的
[00:14:37.720 --> 00:14:40.720]  其實很多人都很怕她
[00:14:40.720 --> 00:14:42.720]  但是很簡單
[00:14:42.720 --> 00:14:43.720]  如果耶穌在
[00:14:43.720 --> 00:14:45.720]  耶穌會怎樣回答
[00:14:45.720 --> 00:14:47.720]  這句話很powerful
[00:14:47.720 --> 00:14:51.720]  萬能答案
[00:14:51.720 --> 00:14:52.720]  很簡單
[00:14:52.720 --> 00:14:54.720]  她坐過的地方
[00:14:54.720 --> 00:14:56.720]  我們可不可以多走一步
[00:14:56.720 --> 00:14:58.720]  抹一抹
[00:14:58.720 --> 00:15:01.720]  教會是一個什麼地方
[00:15:01.720 --> 00:15:05.720]  教會是一個方便聚人的地方
[00:15:05.720 --> 00:15:07.720]  不認識主的地方
[00:15:07.720 --> 00:15:10.720]  但是讓每一個基督徒
[00:15:10.720 --> 00:15:12.720]  是很不方便的地方
[00:15:12.720 --> 00:15:13.720]  因為教會
[00:15:13.720 --> 00:15:15.720]  我們作為基督徒
[00:15:15.720 --> 00:15:17.720]  就是要回應主
[00:15:17.720 --> 00:15:19.720]  其實回應主是很麻煩的
[00:15:19.720 --> 00:15:21.720]  請你跟隔壁那個說
[00:15:21.720 --> 00:15:23.720]  回應主是很麻煩的
[00:15:23.720 --> 00:15:25.720]  是真的很煩的
[00:15:25.720 --> 00:15:26.720]  為什麼
[00:15:26.720 --> 00:15:28.720]  你要愛心拿出來
[00:15:28.720 --> 00:15:31.720]  愛心要拿出來是很麻煩的
[00:15:31.720 --> 00:15:33.720]  我想問你家裡有子女
[00:15:33.720 --> 00:15:35.720]  你的子女麻不麻煩
[00:15:35.720 --> 00:15:37.720]  我有兩個兒子
[00:15:37.720 --> 00:15:41.720]  大兒子有一個
[00:15:41.720 --> 00:15:43.720]  他專注力不足
[00:15:43.720 --> 00:15:45.720]  有吃一些藥物
[00:15:45.720 --> 00:15:47.720]  幫助他能夠專注
[00:15:47.720 --> 00:15:49.720]  其實一路長大
[00:15:49.720 --> 00:15:50.720]  我想說
[00:15:50.720 --> 00:15:51.720]  他真的很麻煩
[00:15:51.720 --> 00:15:52.720]  為什麼
[00:15:52.720 --> 00:15:53.720]  由幼稚園
[00:15:53.720 --> 00:15:55.720]  老師已經跟我說
[00:15:55.720 --> 00:15:56.720]  陳先生
[00:15:56.720 --> 00:16:01.720]  你兒子一定不能坐在近窗口那邊
[00:16:01.720 --> 00:16:02.720]  為什麼
[00:16:02.720 --> 00:16:04.720]  因為一有窗口望
[00:16:04.720 --> 00:16:06.720]  整課就會望著窗口的車
[00:16:06.720 --> 00:16:10.720]  他就不會上課了
[00:16:10.720 --> 00:16:12.720]  和他因為專注力不足
[00:16:12.720 --> 00:16:14.720]  其實他會周圍望
[00:16:14.720 --> 00:16:15.720]  和他
[00:16:15.720 --> 00:16:16.720]  我記得有一次是什麼
[00:16:16.720 --> 00:16:18.720]  就是老師打電話給我
[00:16:18.720 --> 00:16:20.720]  當是大概四五點的時候
[00:16:20.720 --> 00:16:21.720]  為什麼
[00:16:21.720 --> 00:16:22.720]  就因為他說
[00:16:22.720 --> 00:16:24.720]  你兒子
[00:16:24.720 --> 00:16:26.720]  他的校外褲
[00:16:26.720 --> 00:16:28.720]  扔在地上
[00:16:28.720 --> 00:16:30.720]  老師就跟所有同學說
[00:16:30.720 --> 00:16:33.720]  地上凡有任何的物品
[00:16:33.720 --> 00:16:34.720]  都要拿出來
[00:16:34.720 --> 00:16:36.720]  放在老師的籃子裡
[00:16:36.720 --> 00:16:37.720]  然後他說
[00:16:37.720 --> 00:16:38.720]  你兒子的衣服
[00:16:38.720 --> 00:16:39.720]  因為在地上
[00:16:39.720 --> 00:16:40.720]  扔在那裡
[00:16:40.720 --> 00:16:42.720]  就擠了出來
[00:16:42.720 --> 00:16:43.720]  有些同學拿了
[00:16:43.720 --> 00:16:44.720]  老師就問我兒子
[00:16:44.720 --> 00:16:45.720]  他說
[00:16:45.720 --> 00:16:47.720]  你是不是不穿校外褲
[00:16:47.720 --> 00:16:48.720]  然後我兒子說
[00:16:48.720 --> 00:16:49.720]  是的 我不穿
