
[00:00:00.000 --> 00:00:04.160]  今天給大家分享的題目是 啥種的比喻
[00:03:45.360 --> 00:03:48.360]  而且也有不少人是反對他
[00:03:48.360 --> 00:03:50.240]  甚至是攻擊他
[00:03:50.240 --> 00:03:52.360]  甚至想殺害他的
[00:03:52.360 --> 00:03:54.880]  所以當門徒來問耶穌
[00:03:54.880 --> 00:03:59.040]  爲什麼要用比喻來講道的時候
[00:03:59.040 --> 00:04:02.560]  他就有一個很奇怪的回答
[00:04:02.560 --> 00:04:07.880]  就是剛纔我在開始的時候提到的
[00:04:07.880 --> 00:04:10.920]  就是這段經文裏面中間插的那一段
[00:04:10.920 --> 00:04:12.320]  就是門徒問耶穌
[00:04:12.320 --> 00:04:14.840]  爲什麼要用比喻來講道
[00:04:14.840 --> 00:04:17.400]  然後耶穌他就說
[00:04:17.400 --> 00:04:20.400]  因爲天國的奧祕只叫你們知道
[00:04:20.400 --> 00:04:22.120]  不叫他們知道
[00:04:22.120 --> 00:04:24.320]  凡有的還要加給他叫他有餘
[00:04:24.320 --> 00:04:27.280]  凡沒有的連他所有的也要奪去
[00:04:27.280 --> 00:04:29.040]  所以我用比喻對他們講
[00:04:29.040 --> 00:04:32.080]  是因爲他們看也看不見
[00:04:32.080 --> 00:04:34.360]  聽也聽不見也不明白
[00:04:34.360 --> 00:04:38.560]  在他們身上正應了以塞亞的預言說
[00:04:38.560 --> 00:04:41.280]  你們聽是要聽見卻不明白
[00:04:41.280 --> 00:04:43.600]  看是要看見卻不曉得
[00:04:43.600 --> 00:04:46.680]  因爲這百姓由蒙了心
[00:04:46.680 --> 00:04:47.840]  多發塵
[00:04:47.840 --> 00:04:49.120]  眼睛閉着
[00:04:49.120 --> 00:04:51.320]  恐怕眼睛看見多聽見
[00:04:51.320 --> 00:04:53.440]  心裏明白迴轉過來
[00:04:53.440 --> 00:04:55.760]  我就醫治他們
[00:04:55.760 --> 00:04:58.480]  耶穌他是引用了舊約
[00:04:58.480 --> 00:05:01.080]  以塞亞書裏面的一段經文
[00:05:01.080 --> 00:05:06.200]  他說我用比喻是因爲他們看也看不見
[00:05:06.200 --> 00:05:08.840]  聽也聽不見也不明白
[00:05:08.840 --> 00:05:13.320]  所以這段經文其實就是在新約裏面
[00:05:13.320 --> 00:05:16.320]  對以塞亞書的應驗
[00:05:16.320 --> 00:05:18.680]  以塞亞書裏面有這樣的一段經文
[00:05:18.680 --> 00:05:21.280]  就是在第六章裏面的經文
[00:05:21.280 --> 00:05:22.360]  有一個的預言
[00:05:22.360 --> 00:05:25.400]  現在在新約的馬太福音裏面
[00:05:25.400 --> 00:05:27.120]  就應驗出來了
[00:05:27.120 --> 00:05:28.680]  我們還記得
[00:05:28.680 --> 00:05:30.800]  當我們讀以塞亞書的時候
[00:05:30.800 --> 00:05:33.120]  其中第六章有一節的經文
[00:05:33.120 --> 00:05:35.840]  我們非常熟悉的
[00:05:35.840 --> 00:05:38.080]  你猜是哪一節
[00:05:38.080 --> 00:05:40.160]  還記得嗎
[00:05:40.160 --> 00:05:41.880]  以塞亞書第六章
[00:05:41.880 --> 00:05:46.040]  當以塞亞先知聽到主的聲音說
[00:05:46.040 --> 00:05:48.360]  我可以猜測誰呢
[00:05:48.360 --> 00:05:49.640]  誰肯爲我們去呢
[00:05:49.640 --> 00:05:51.760]  然後他怎麼講呢
[00:05:51.760 --> 00:05:57.120]  他說我在這裏請猜測我
[00:05:57.120 --> 00:05:59.600]  這個是我們很熟悉的一節的經文
[00:05:59.600 --> 00:06:01.320]  就是在以塞亞書裏面
[00:06:01.320 --> 00:06:03.880]  也比較關鍵的一節的經文
[00:06:03.880 --> 00:06:06.360]  不過往往我們讀完這節的經文
[00:06:06.360 --> 00:06:08.520]  就沒有留意下文
[00:06:08.520 --> 00:06:10.680]  其實這節經文還有下文的
[00:06:10.680 --> 00:06:12.160]  下文是什麼呢
[00:06:12.160 --> 00:06:15.720]  下文就是剛纔我們所讀的這一段
[00:06:15.720 --> 00:06:17.440]  耶穌引用的這一段
[00:06:17.440 --> 00:06:22.600]  就是以塞亞先知他聽到主在跟他說的話
[00:06:22.600 --> 00:06:26.440]  當他說主我在這裏請猜測我以後
[00:06:26.440 --> 00:06:28.320]  那神怎麼跟他講呢
[00:06:28.320 --> 00:06:31.440]  神就給了他一個很嚴重的警告
[00:06:31.440 --> 00:06:32.360]  警告他什麼呢
[00:06:32.360 --> 00:06:35.200]  就說你去的時候
[00:06:35.200 --> 00:06:38.160]  雖然你宣講神國的道理
[00:06:38.160 --> 00:06:40.400]  但是這些百姓怎麼樣呢
[00:06:40.400 --> 00:06:41.760]  他們不會聽
[00:06:41.760 --> 00:06:45.000]  因爲他們有蒙了心
[00:06:45.000 --> 00:06:47.400]  然後他們的耳朵也是發塵
[00:06:47.400 --> 00:06:49.120]  眼睛也是閉着
[00:06:49.120 --> 00:06:51.080]  所以你不管怎麼去講
[00:06:51.080 --> 00:06:54.560]  他們的反應都不會是很積極的一個回應
[00:06:54.560 --> 00:06:59.440]  很可能是不回應甚至是敵對的一個回應
[00:06:59.440 --> 00:07:01.720]  所以你還要不要去呢
[00:07:01.720 --> 00:07:04.480]  如果你是以塞亞先知
[00:07:04.480 --> 00:07:07.640]  你剛剛很有把握的很熱心的說
[00:07:07.640 --> 00:07:09.960]  主我在這裏請猜測我
[00:07:09.960 --> 00:07:14.680]  然後馬上神就給你潑了一盆冷水
[00:07:14.680 --> 00:07:16.200]  就是說你去就會怎麼樣
[00:07:16.200 --> 00:07:17.760]  就是不管怎麼講
[00:07:17.760 --> 00:07:19.880]  這些人都是不會聽的了
[00:07:19.880 --> 00:07:21.600]  那你還要不要去
[00:07:21.600 --> 00:07:23.920]  當然我們知道後面的結果是怎樣
[00:07:23.920 --> 00:07:25.560]  他去了對不對
[00:07:25.560 --> 00:07:27.520]  然後他去的時候
[00:07:27.520 --> 00:07:29.840]  我們看第七章的時候
[00:07:29.840 --> 00:07:31.440]  就看到他去找誰呢
[00:07:31.440 --> 00:07:32.920]  找那個亞哈王
[00:07:32.920 --> 00:07:33.880]  他找了亞哈王
[00:07:33.880 --> 00:07:38.440]  然後就跟他講有關以馬內利的信息
[00:07:38.440 --> 00:07:40.920]  可是亞哈王有沒有聽進去呢
[00:07:40.920 --> 00:07:42.240]  沒有聽進去
[00:07:42.240 --> 00:07:47.320]  不過以塞亞先知他明知不可爲而爲之
[00:07:47.320 --> 00:07:49.680]  所以他仍然還是去
[00:07:49.680 --> 00:07:51.480]  那明白這一點
[00:07:51.480 --> 00:07:52.600]  我們就知道
[00:07:52.600 --> 00:07:55.160]  爲什麼耶穌在這裏他要講比喻了
[00:07:55.160 --> 00:07:57.920]  因爲這個的處境
[00:07:57.920 --> 00:07:59.480]  就是跟以塞亞書裏面
[00:07:59.480 --> 00:08:02.080]  所講的那個處境是一模一樣的
[00:08:02.080 --> 00:08:03.320]  其實他就是應驗了
[00:08:03.320 --> 00:08:05.000]  以塞亞書裏面所講的
[00:08:05.000 --> 00:08:07.560]  先知要去要講神的話語
[00:08:07.560 --> 00:08:10.120]  但是那些人他們是不聽的
[00:08:10.120 --> 00:08:12.360]  所以耶穌在這裏的處境也是一樣
[00:08:12.360 --> 00:08:15.000]  他在宣講神國的道理
[00:08:15.000 --> 00:08:18.840]  但是那些人聽還是不聽呢
[00:08:18.840 --> 00:08:21.000]  我用難聽來形容
[00:08:21.000 --> 00:08:22.640]  是很難聽
[00:08:22.640 --> 00:08:26.120]  他們很難聽進去
[00:08:26.120 --> 00:08:26.720]  因爲什麼
[00:08:26.720 --> 00:08:28.920]  就是他們的心已經蒙了
[00:08:28.920 --> 00:08:31.520]  有耳朵是發沉了
[00:08:31.520 --> 00:08:32.720]  好了
[00:08:32.720 --> 00:08:36.200]  但是耶穌今天他還是要講
[00:08:36.200 --> 00:08:38.480]  他還是特別有教導他的門徒
[00:08:38.480 --> 00:08:41.280]  有關傳講神國的道
[00:08:41.280 --> 00:08:43.120]  會遇到什麼樣的情況
[00:08:43.120 --> 00:08:44.600]  今天我們一起來看一下
[00:08:44.600 --> 00:08:46.760]  剛纔所讀的這段經文
[00:08:46.760 --> 00:08:51.360]  耶穌所講的殺種的比喻
[00:08:51.360 --> 00:08:53.080]  經文說當那一天
[00:08:53.080 --> 00:08:54.680]  耶穌從房子出來
[00:08:54.680 --> 00:08:55.880]  然後坐在海邊
[00:08:55.880 --> 00:08:58.080]  有許多人在祂那裏聚集
[00:08:58.080 --> 00:09:00.320]  祂指着上船坐下
[00:09:00.320 --> 00:09:02.080]  衆人都站在岸上
[00:09:02.080 --> 00:09:04.200]  這是一個當時的場景
[00:09:04.200 --> 00:09:06.920]  你可以想象一下那個的畫面
[00:09:06.920 --> 00:09:10.200]  就是當那天是什麼時候
[00:09:10.200 --> 00:09:12.840]  其實就是耶穌的母親
[00:09:12.840 --> 00:09:15.920]  還有祂的親屬來尋訪祂的那一天
[00:09:15.920 --> 00:09:17.480]  是同一天來的
[00:09:17.480 --> 00:09:18.720]  就在那一天
[00:09:18.720 --> 00:09:19.720]  有許多人
[00:09:19.720 --> 00:09:21.080]  這裏說有許多的人
[00:09:21.080 --> 00:09:23.080]  就是有大量的羣衆
[00:09:23.080 --> 00:09:24.080]  來聽祂講道
[00:09:24.080 --> 00:09:25.280]  你可以設想
[00:09:25.280 --> 00:09:27.000]  在這些大量的人當中
[00:09:27.000 --> 00:09:28.360]  有哪些人呢
[00:09:28.360 --> 00:09:30.200]  肯定首先會有耶穌的門徒
[00:09:30.200 --> 00:09:31.000]  對不對
[00:09:31.000 --> 00:09:32.480]  有祂的門徒在裏面
[00:09:32.480 --> 00:09:33.880]  也有一些
[00:09:33.880 --> 00:09:36.480]  有聽過耶穌的一些人在裏面
[00:09:36.480 --> 00:09:39.680]  使耶穌已經出來傳到剛剛開始
[00:09:39.680 --> 00:09:41.400]  也是有一些人聽過祂的
[00:09:41.400 --> 00:09:44.080]  所以有人知道祂的名聲
[00:09:44.080 --> 00:09:45.800]  所以他們就風聞
[00:09:45.800 --> 00:09:47.160]  耶穌的名聲就來了
[00:09:47.160 --> 00:09:47.960]  就來聽
[00:09:47.960 --> 00:09:51.120]  那有沒有一些反對祂的人在裏面呢
[00:09:51.120 --> 00:09:52.160]  當然也有
[00:09:52.160 --> 00:09:53.760]  有一些反對耶穌的人
[00:09:53.760 --> 00:09:55.160]  他們要來聽耶穌講道
[00:09:55.160 --> 00:09:57.560]  那他們的心不是真的想聽
[00:09:57.560 --> 00:09:59.560]  他們是想幹嘛呢
[00:09:59.560 --> 00:10:02.080]  他們是想拿到一些的把柄
[00:10:02.080 --> 00:10:04.960]  然後可以去攻擊耶穌的
[00:10:04.960 --> 00:10:07.560]  所以在這些的人羣裏面
[00:10:07.560 --> 00:10:08.520]  比較混雜
[00:10:08.520 --> 00:10:09.560]  什麼人都有
[00:10:09.560 --> 00:10:10.200]  各種各樣的
[00:10:10.200 --> 00:10:12.800]  他們有不同的目的
[00:10:12.800 --> 00:10:15.000]  當然也有
[00:10:15.000 --> 00:10:17.600]  也有反對耶穌的人在裏面
[00:10:17.600 --> 00:10:19.520]  那在這樣的情況底下
[00:10:19.520 --> 00:10:20.720]  祂就開始講道了
[00:10:20.720 --> 00:10:22.480]  而祂的講道
[00:10:22.480 --> 00:10:24.760]  很特別就是祂不是直接講
[00:10:24.760 --> 00:10:26.440]  祂用一個比喻來講
[00:10:26.440 --> 00:10:28.400]  在這裏祂講了一個
[00:10:28.400 --> 00:10:29.960]  撒種的比喻
[00:10:29.960 --> 00:10:31.120]  撒種
[00:10:31.120 --> 00:10:32.720]  祂說有一個人
[00:10:32.720 --> 00:10:34.120]  有一個撒種的出去
[00:10:34.120 --> 00:10:35.640]  撒種撒的時候
[00:10:35.640 --> 00:10:38.800]  有落在路旁的飛鳥來喫盡了
[00:10:38.800 --> 00:10:41.600]  有落在土淺石頭地上的
[00:10:41.600 --> 00:10:43.720]  土寄不生髮苗最快
[00:10:43.720 --> 00:10:44.880]  日頭出來一曬
[00:10:44.880 --> 00:10:46.800]  因爲沒有根就枯乾了
[00:10:46.800 --> 00:10:48.600]  有落在荊棘裏的
[00:10:48.600 --> 00:10:51.560]  荊棘長起來把它擠住了
[00:10:51.560 --> 00:10:54.200]  又有落在豪土裏的
[00:10:54.200 --> 00:10:56.240]  就結石
[00:10:56.240 --> 00:10:57.000]  有100倍的
[00:10:57.000 --> 00:10:57.720]  有60倍的
[00:10:57.720 --> 00:10:58.880]  有30倍的
[00:10:58.880 --> 00:11:00.200]  有而可聽的
[00:11:00.200 --> 00:11:01.640]  就應當聽
[00:11:01.640 --> 00:11:02.600]  我們留意在這裏
[00:11:02.600 --> 00:11:05.720]  我標了紅色的字
[00:11:05.720 --> 00:11:07.680]  這是一個撒種的比喻
[00:11:07.680 --> 00:11:10.920]  這不是一個土地的比喻
[00:11:10.920 --> 00:11:11.520]  所以你明白
[00:11:11.520 --> 00:11:14.600]  祂的重點不在那些土地怎麼樣
[00:11:14.600 --> 00:11:17.960]  乃在那個撒種的人
[00:11:17.960 --> 00:11:19.600]  所以祂這個比喻
[00:11:19.600 --> 00:11:21.200]  不叫土地的比喻
[00:11:21.200 --> 00:11:22.680]  祂叫撒種的比喻
[00:11:22.680 --> 00:11:23.720]  這個撒種的比喻
[00:11:23.720 --> 00:11:25.080]  不是我們去說的
[00:11:25.080 --> 00:11:25.880]  是耶穌說的
[00:11:25.880 --> 00:11:27.600]  因爲祂在十八節裏面講
[00:11:27.600 --> 00:11:31.560]  所以你們當聽着撒種的比喻
[00:11:31.560 --> 00:11:33.040]  是祂自己講的
[00:11:33.040 --> 00:11:35.840]  然後第二要留意就是聽
[00:11:35.840 --> 00:11:38.800]  祂很注重這個聽
[00:11:38.800 --> 00:11:40.000]  聽很重要
[00:11:40.000 --> 00:11:41.560]  就是神國的道
[00:11:41.560 --> 00:11:44.800]  就是透過聽來領受的
[00:11:44.800 --> 00:11:45.400]  好了
[00:11:45.400 --> 00:11:46.920]  這裏我們來看
[00:11:46.920 --> 00:11:50.240]  這裏有好幾種的情況
[00:11:50.240 --> 00:11:53.200]  一種就是落在路旁的
[00:11:53.200 --> 00:11:57.600]  有一種就是落在鋪淺石頭地的
[00:11:57.600 --> 00:12:00.000]  有一種是落在荊棘裏的
[00:12:00.000 --> 00:12:03.040]  有一種是落在豪土裏的
[00:12:03.040 --> 00:12:04.800]  有這四種的情況
[00:12:04.800 --> 00:12:06.920]  就是一個人出去撒種
[00:12:06.920 --> 00:12:08.840]  有這四種的情況
[00:12:08.840 --> 00:12:09.800]  結果怎麼樣呢
[00:12:09.800 --> 00:12:13.760]  撒在路旁的就是被飛鳥喫盡了
[00:12:13.760 --> 00:12:16.320]  也就是說這個種子還沒有長
[00:12:16.320 --> 00:12:18.720]  但是就被奪去了
[00:12:18.720 --> 00:12:22.800]  第二種就是結果落在鋪淺石頭地的
[00:12:22.800 --> 00:12:25.040]  祂就是枯乾了
[00:12:25.040 --> 00:12:27.320]  也就是說祂有長了一點
[00:12:27.320 --> 00:12:29.800]  但是祂最後枯乾了
[00:12:29.800 --> 00:12:34.520]  第三種在荊棘裏的就是被荊棘擠住
[00:12:34.520 --> 00:12:36.120]  祂雖然有成長
[00:12:36.120 --> 00:12:36.960]  祂又長起來
[00:12:36.960 --> 00:12:39.480]  但是祂很難結出果實
[00:12:39.480 --> 00:12:42.640]  最後基本上是不會結出果實的
[00:12:42.640 --> 00:12:46.160]  最後一種就是第四種落在豪土裏的
[00:12:46.160 --> 00:12:48.920]  這種祂最後就能夠結出果實
[00:12:48.920 --> 00:12:52.520]  而且祂的果實非常的豐盈
[00:12:52.520 --> 00:12:54.840]  就是有100倍的60倍的30倍的
[00:12:54.840 --> 00:12:58.120]  就是有不同的倍數
[00:12:58.120 --> 00:12:59.520]  看到這裏的時候
[00:12:59.520 --> 00:13:01.120]  那你會不會有一個疑問呢
[00:13:01.120 --> 00:13:05.960]  就是你會不會覺得撒種的人很奇怪
[00:13:05.960 --> 00:13:10.040]  有沒有人會去撒種在路旁的
[00:13:10.040 --> 00:13:12.760]  如果你去撒種的話
[00:13:12.760 --> 00:13:14.080]  你會嗎
[00:13:14.080 --> 00:13:14.640]  不會啊
[00:13:14.640 --> 00:13:17.920]  你會不會撒種撒在那個石頭地上的
[00:13:17.920 --> 00:13:19.280]  也不會啊
[00:13:19.280 --> 00:13:22.440]  那你會不會拿種子撒在荊棘裏面的
[00:13:22.440 --> 00:13:24.360]  應該也不會吧
[00:13:24.360 --> 00:13:26.160]  所以你這麼想的時候
[00:13:26.160 --> 00:13:28.280]  可能你會有這樣的疑問就是
[00:13:28.280 --> 00:13:30.520]  那是不是不是土地的問題
[00:13:30.520 --> 00:13:31.800]  是撒種人的問題
[00:13:31.800 --> 00:13:33.760]  如果我是撒種人
[00:13:33.760 --> 00:13:36.600]  我就專門挑豪土的去撒種
[00:13:36.600 --> 00:13:39.800]  我不會挑在路旁去撒種
[00:13:39.800 --> 00:13:43.320]  不會在土淺的石頭上面去撒種
[00:13:43.320 --> 00:13:46.640]  更不會在荊棘裏面去撒種
[00:13:46.640 --> 00:13:49.640]  這個是我們一般會想到的問題
[00:13:49.640 --> 00:13:50.640]  如果你沒有想到
[00:13:50.640 --> 00:13:55.120]  證明你讀經還不是太認真
[00:13:55.120 --> 00:13:59.320]  那究竟是不是這個撒種人的問題呢
[00:13:59.320 --> 00:14:02.680]  爲什麼他會把這個種子撒在路旁
[00:14:02.680 --> 00:14:05.440]  然後又撒在土淺石頭地上
[00:14:05.440 --> 00:14:08.520]  甚至撒在荊棘裏面呢
[00:14:08.520 --> 00:14:11.600]  只是這個要了解當時的一個文化的背景
[00:14:11.600 --> 00:14:13.760]  當時的那些農夫
[00:14:13.760 --> 00:14:15.720]  特別是當地的農夫
[00:14:15.720 --> 00:14:19.120]  跟我們中國的一個傳統有點不像
[00:14:19.120 --> 00:14:21.480]  我們在中國的這些農夫
[00:14:21.480 --> 00:14:24.160]  他們是先耕了地
[00:14:24.160 --> 00:14:26.320]  就是才撒種
[00:14:26.320 --> 00:14:29.080]  但是在當時還有當地的話
[00:14:29.080 --> 00:14:30.760]  他們是反過來的
[00:14:30.760 --> 00:14:32.480]  他們是先撒種
[00:14:32.480 --> 00:14:34.600]  然後再去耕地
[00:14:34.600 --> 00:14:35.720]  所以你撒種的時候
[00:14:35.720 --> 00:14:37.160]  那個地還沒有被耕過
[00:14:37.160 --> 00:14:40.320]  所以就有不同的狀況出來
[00:14:40.320 --> 00:14:42.560]  所以什麼土都會有
[00:14:42.560 --> 00:14:45.240]  他撒了之後纔去翻那個土
[00:14:45.240 --> 00:14:47.680]  纔去耕地的 是這樣子的
[00:14:47.680 --> 00:14:50.120]  所以不是那個撒種人的問題
[00:14:50.120 --> 00:14:53.400]  是他們本來那個傳統就是這樣子
[00:14:53.400 --> 00:14:55.840]  那現實來講也是一樣的
[00:14:55.840 --> 00:14:57.120]  那耶穌講道的時候
[00:14:57.120 --> 00:14:59.400]  剛纔我們說了有很多人對不對
[00:14:59.400 --> 00:15:01.400]  有衆人在聽他講道
[00:15:01.400 --> 00:15:04.120]  那這些人不是全部都是
[00:15:04.120 --> 00:15:06.560]  虛心來聽耶穌講道的對不對
[00:15:06.560 --> 00:15:09.440]  我們剛纔說了可能也有一些反對他的人
[00:15:09.440 --> 00:15:12.600]  有一些不是真的想來聽他講道的人
[00:15:12.600 --> 00:15:15.520]  所以什麼人都有混雜在裏面
[00:15:15.520 --> 00:15:17.240]  這個就是現實的情況
[00:15:17.240 --> 00:15:20.040]  他講道的時候會有很多不同的人
[00:15:20.040 --> 00:15:22.800]  聚集來聽道
[00:15:22.800 --> 00:15:24.280]  那我們剛纔說了
[00:15:24.280 --> 00:15:29.440]  就是他很強調有耳可聽的就應當聽
[00:15:29.440 --> 00:15:32.240]  特別是第九節
[00:15:32.240 --> 00:15:34.680]  那我們就想到有耳可聽
[00:15:34.680 --> 00:15:38.360]  和有耳不可聽的那個情況
[00:15:38.360 --> 00:15:43.600]  他們是有耳可聽還是有耳不可聽呢
[00:15:43.600 --> 00:15:45.960]  當然就是經文所描述的
[00:15:45.960 --> 00:15:47.840]  就是那些的以色列人他們有耳
[00:15:47.840 --> 00:15:50.560]  但是他們不可聽
[00:15:50.560 --> 00:15:54.760]  神國的道理是要透過聆聽才能夠來領受的
[00:15:54.760 --> 00:15:56.920]  可是以色列人他們雖然有耳朵
[00:15:56.920 --> 00:15:59.560]  但是他們是不可聽的
[00:15:59.560 --> 00:16:03.520]  不可聽不是說他們的耳朵失去了聽力
[00:16:03.520 --> 00:16:05.280]  而是他們聽不進去
[00:16:05.280 --> 00:16:08.880]  原因剛纔講了就是他們油蒙了心
[00:16:08.880 --> 00:16:11.360]  耳朵發沉眼睛也閉着
[00:16:11.360 --> 00:16:14.520]  所以他們就聽不見了也看不見
[00:16:14.520 --> 00:16:16.760]  那接下來我們就可以看一下
[00:16:16.760 --> 00:16:23.840]  究竟耶穌怎麼樣去講撒種的比喻呢
[00:16:23.840 --> 00:16:26.240]  他講了前半部分以後
[00:16:26.240 --> 00:16:29.560]  在十八節到二十三節他有解釋的
[00:16:29.560 --> 00:16:32.760]  我們一起來唸一下十八到二十三節這一段
[00:16:32.760 --> 00:16:36.360]  所以你們當聽撒種的比喻
[00:16:36.360 --> 00:16:39.360]  凡聽見天國道理不明白的
[00:16:39.360 --> 00:16:44.320]  那二者就來把所撒的在他心裏的奪了去
[00:16:44.320 --> 00:16:46.680]  這就是撒在路旁的了
[00:16:46.680 --> 00:16:50.360]  撒在石頭地上的就是人聽了道
[00:16:50.360 --> 00:16:54.560]  當下歡喜領受只因心裏沒有根
[00:16:54.560 --> 00:16:56.600]  不過是暫時的
[00:16:56.600 --> 00:17:00.920]  即自未到遭了患難或是受了逼迫
[00:17:00.920 --> 00:17:02.680]  立刻就跌倒了
[00:17:02.680 --> 00:17:06.120]  撒在經紀裏的就是人聽了道
[00:17:06.120 --> 00:17:08.560]  後來有世上的思慮
[00:17:08.560 --> 00:17:11.720]  錢財的迷惑把道擠住了
[00:17:11.720 --> 00:17:13.200]  不能結實
[00:17:13.200 --> 00:17:17.720]  撒在好地上的就是人聽道明白了
[00:17:17.720 --> 00:17:20.360]  後來結實有一百倍的
[00:17:20.360 --> 00:17:23.680]  有六十倍的有三十倍的
[00:17:23.680 --> 00:17:27.760]  在這裏耶穌解釋了他剛纔所講的這個的比喻
