
[00:00:00.000 --> 00:00:03.800]  最近好幾個晚上都是無眠之夜
[00:06:24.500 --> 00:06:26.500]  有時甚至是一些
[00:06:26.500 --> 00:06:28.500]  以平民這個名義
[00:06:28.500 --> 00:06:30.500]  來建立的一些組織
[00:06:30.500 --> 00:06:32.500]  不過也有人指出
[00:06:32.500 --> 00:06:34.500]  不少這些NGO
[00:06:34.500 --> 00:06:36.500]  雖然以平民的名義建立
[00:06:36.500 --> 00:06:38.500]  但背後可能是國家所建立
[00:06:38.500 --> 00:06:40.500]  或者某些國家
[00:06:40.500 --> 00:06:42.500]  所操縱
[00:06:42.500 --> 00:06:44.500]  透過這些平民組織的名義
[00:06:44.500 --> 00:06:46.500]  在其他國家裏面執行一些特務
[00:06:46.500 --> 00:06:48.500]  或者特種的功能的組織
[00:06:48.500 --> 00:06:50.500]  所以我個人認為
[00:06:50.500 --> 00:06:52.500]  如果說教會是NGO的話
[00:06:52.500 --> 00:06:54.500]  即是說我們不是政府
[00:06:54.500 --> 00:06:56.500]  但可能我們和NGO的本質
[00:06:56.500 --> 00:06:58.500]  並不是完全的相同
[00:06:58.500 --> 00:07:00.500]  其實在聖經裏面
[00:07:00.500 --> 00:07:02.500]  有很多不同的表徵
[00:07:02.500 --> 00:07:04.500]  是聖經用來形容
[00:07:04.500 --> 00:07:06.500]  描述教會
[00:07:06.500 --> 00:07:08.500]  當我們看這些表徵的時候
[00:07:08.500 --> 00:07:10.500]  我們就能夠明白
[00:07:10.500 --> 00:07:12.500]  教會其實是甚麼
[00:07:12.500 --> 00:07:14.500]  剛才我所讀的聖經
[00:07:14.500 --> 00:07:16.500]  一開始裏面就講出了
[00:07:16.500 --> 00:07:18.500]  教會其實是
[00:07:18.500 --> 00:07:20.500]  由一群信主的人
[00:07:20.500 --> 00:07:22.500]  所組成的一個團體
[00:07:22.500 --> 00:07:24.500]  哥倫多前書一章二節裏
[00:07:24.500 --> 00:07:26.500]  司徒波羅寫信給哥倫多神的教會
[00:07:26.500 --> 00:07:28.500]  在信裏面
[00:07:28.500 --> 00:07:30.500]  開始就這樣描述
[00:07:30.500 --> 00:07:32.500]  這間教會或者描述修信的人
[00:07:32.500 --> 00:07:34.500]  他說寫信給哥倫多神的教會
[00:07:34.500 --> 00:07:36.500]  就在基督耶穌裏面
[00:07:36.500 --> 00:07:38.500]  承聖
[00:07:38.500 --> 00:07:40.500]  蒙照作聖徒的
[00:07:40.500 --> 00:07:42.500]  以及所有在各處
[00:07:42.500 --> 00:07:44.500]  求據我主耶穌基督之名的人
[00:07:44.500 --> 00:07:46.500]  在這裏
[00:07:46.500 --> 00:07:48.500]  聖經清楚講
[00:07:48.500 --> 00:07:50.500]  神的教會是甚麼呢
[00:07:50.500 --> 00:07:52.500]  神的教會就在基督耶穌裏面
[00:07:52.500 --> 00:07:54.500]  承聖蒙照
[00:07:54.500 --> 00:07:56.500]  作聖徒的人
[00:07:56.500 --> 00:07:58.500]  因此教會是信仰的群體
[00:07:58.500 --> 00:08:00.500]  是一群
[00:08:00.500 --> 00:08:02.500]  有信仰的人
[00:08:02.500 --> 00:08:04.500]  所組成的一個生命體
[00:08:04.500 --> 00:08:06.500]  所以在希臘文裏面
[00:08:06.500 --> 00:08:08.500]  教會這個詞語
[00:08:08.500 --> 00:08:10.500]  譯作中文的時候
[00:08:10.500 --> 00:08:12.500]  應該譯作被照的群
[00:08:12.500 --> 00:08:14.500]  所以有人說神照會
[00:08:14.500 --> 00:08:16.500]  他們的名字是最準確的
[00:08:16.500 --> 00:08:18.500]  因為他們清楚講出了教會是甚麼
[00:08:18.500 --> 00:08:20.500]  亦都是因此
[00:08:20.500 --> 00:08:22.500]  將教會不用教會這個詞語
[00:08:22.500 --> 00:08:24.500]  叫照會
[00:08:24.500 --> 00:08:26.500]  即是我們被呼召出來的
[00:08:26.500 --> 00:08:28.500]  提摩泰前書
[00:08:28.500 --> 00:08:30.500]  三井那樹更加講給我們聽
[00:08:30.500 --> 00:08:32.500]  教會是神的家
[00:08:32.500 --> 00:08:34.500]  史特多羅教導提摩泰
[00:08:34.500 --> 00:08:36.500]  如何在神的家裏面治理的仇
[00:08:36.500 --> 00:08:38.500]  他說如果我
[00:08:38.500 --> 00:08:40.500]  離你的樹遲了的話
[00:08:40.500 --> 00:08:42.500]  希望透過這封書信
[00:08:42.500 --> 00:08:44.500]  可以讓你知道在神的家裏面
[00:08:44.500 --> 00:08:46.500]  應該怎樣做
[00:08:46.500 --> 00:08:48.500]  跟著去解釋
[00:08:48.500 --> 00:08:50.500]  神的教會
[00:08:50.500 --> 00:08:52.500]  是真理的柱石和根莖
[00:08:52.500 --> 00:08:54.500]  換言之聖經清楚告訴我們
[00:08:54.500 --> 00:08:56.500]  教會是神的家
[00:08:56.500 --> 00:08:58.500]  這裏有真理
[00:08:58.500 --> 00:09:00.500]  並且建立在真理之上
[00:09:00.500 --> 00:09:02.500]  並且以真理作為教會裏面
[00:09:02.500 --> 00:09:04.500]  最重要的基礎
[00:09:04.500 --> 00:09:06.500]  哥倫比奧書裏面
[00:09:06.500 --> 00:09:08.500]  講到教會是神的殿
[00:09:08.500 --> 00:09:10.500]  神住在教會當中
[00:09:10.500 --> 00:09:12.500]  我們是屬於神的子民
[00:09:12.500 --> 00:09:14.500]  神是我們的神
[00:09:14.500 --> 00:09:16.500]  而這封書的五章
[00:09:16.500 --> 00:09:18.500]  用了一個比方
[00:09:18.500 --> 00:09:20.500]  來形容教會
[00:09:20.500 --> 00:09:22.500]  和耶穌基督的關係
[00:09:22.500 --> 00:09:24.500]  它指出耶穌基督是教會
[00:09:24.500 --> 00:09:26.500]  耶穌基督是頭
[00:09:26.500 --> 00:09:28.500]  而教會是身體
[00:09:28.500 --> 00:09:30.500]  換言之耶穌基督和教會之間
[00:09:30.500 --> 00:09:32.500]  有著一個生命的關係
[00:09:32.500 --> 00:09:34.500]  這條聖經形容夫妻
[00:09:34.500 --> 00:09:36.500]  當他講到夫妻的關係的時候
[00:09:36.500 --> 00:09:38.500]  講到妻子怎樣要
[00:09:38.500 --> 00:09:40.500]  信服丈夫的時候
[00:09:40.500 --> 00:09:42.500]  形容就好像教會
[00:09:42.500 --> 00:09:44.500]  信服耶穌基督
[00:09:44.500 --> 00:09:46.500]  啟事錄裏面
[00:09:46.500 --> 00:09:48.500]  講到將來當這位
[00:09:48.500 --> 00:09:50.500]  主再來的時候
[00:09:50.500 --> 00:09:52.500]  在天上有高揚的婚宴
[00:09:52.500 --> 00:09:54.500]  講述教會
[00:09:54.500 --> 00:09:56.500]  預備整齊
[00:09:56.500 --> 00:09:58.500]  參與婚宴裏面
[00:09:58.500 --> 00:10:00.500]  而聖經在啟事錄裏面描述
[00:10:00.500 --> 00:10:02.500]  教會是基督的
[00:10:02.500 --> 00:10:04.500]  新婦即是新娘子
[00:10:04.500 --> 00:10:06.500]  這位新婦她穿著
[00:10:06.500 --> 00:10:08.500]  光明洁白的細麻衣
[00:10:08.500 --> 00:10:10.500]  準備迎接這位新郎
[00:10:10.500 --> 00:10:12.500]  由此我叫
[00:10:12.500 --> 00:10:14.500]  聖經裏面告訴我們知道
[00:10:14.500 --> 00:10:16.500]  教會是由神的子民所組成的
[00:10:16.500 --> 00:10:18.500]  屬靈群體
[00:10:18.500 --> 00:10:20.500]  教會是神的殿
[00:10:20.500 --> 00:10:22.500]  是神的家
[00:10:22.500 --> 00:10:24.500]  是基督的身體
[00:10:24.500 --> 00:10:26.500]  基督的新婦
[00:10:26.500 --> 00:10:28.500]  其實聖經裏面還有其他的表徵
[00:10:28.500 --> 00:10:30.500]  來講述教會和神的關係
[00:10:30.500 --> 00:10:32.500]  譬如講到
[00:10:32.500 --> 00:10:34.500]  教會是新耶路撒冷
[00:10:34.500 --> 00:10:36.500]  教會是被揀選的族類
[00:10:36.500 --> 00:10:38.500]  是由君主的祭司
[00:10:38.500 --> 00:10:40.500]  在聖祭的過渡
[00:10:40.500 --> 00:10:42.500]  或者是一個我們常常聽到
[00:10:42.500 --> 00:10:44.500]  熟悉的比方
[00:10:44.500 --> 00:10:46.500]  就形容教會是金燈台
[00:10:46.500 --> 00:10:48.500]  耶穌在燈台當中行走
[00:10:48.500 --> 00:10:50.500]  這些表徵
[00:10:50.500 --> 00:10:52.500]  都指出了教會
[00:10:52.500 --> 00:10:54.500]  和神之間有著生命的
[00:10:54.500 --> 00:10:56.500]  關係
[00:10:56.500 --> 00:10:58.500]  同時也指出了教會的功能
[00:10:58.500 --> 00:11:00.500]  就是我們在地上
[00:11:00.500 --> 00:11:02.500]  我們是聖祭的群體
[00:11:02.500 --> 00:11:04.500]  我們在社會當中發光
[00:11:04.500 --> 00:11:06.500]  我們傳遞讓人認識神
[00:11:06.500 --> 00:11:08.500]  我們是神和人中間的
[00:11:08.500 --> 00:11:10.500]  中堡的祭司一樣
[00:11:10.500 --> 00:11:12.500]  這樣帶領人去認識主
[00:11:12.500 --> 00:11:14.500]  所以
[00:11:14.500 --> 00:11:16.500]  聖經讓我們看到
[00:11:16.500 --> 00:11:18.500]  教會是一個信仰群體
[00:11:18.500 --> 00:11:20.500]  是有信仰的
[00:11:20.500 --> 00:11:22.500]  是由信主的信徒
[00:11:22.500 --> 00:11:24.500]  所組成的一個生命體
[00:11:24.500 --> 00:11:26.500]  教會在地上存在
[00:11:26.500 --> 00:11:28.500]  是有目的的
[00:11:28.500 --> 00:11:30.500]  這個目的不是要賺錢
[00:11:30.500 --> 00:11:32.500]  這個目的是要表彰神的過渡
[00:11:32.500 --> 00:11:34.500]  是要作炎作光
[00:11:34.500 --> 00:11:36.500]  是要帶領人來歸主
[00:11:36.500 --> 00:11:38.500]  除了聖經的教導之外
[00:11:38.500 --> 00:11:40.500]  神學家又如何
[00:11:40.500 --> 00:11:42.500]  讓我們有認識呢
[00:11:42.500 --> 00:11:44.500]  Dallas
[00:11:44.500 --> 00:11:46.500]  這位天主教耶穌會的神學家
[00:11:46.500 --> 00:11:48.500]  他的作品叫
[00:11:48.500 --> 00:11:50.500]  Models of Church
[00:11:50.500 --> 00:11:52.500]  他在書裡面指出了
[00:11:52.500 --> 00:11:54.500]  教會除了是一個
[00:11:54.500 --> 00:11:56.500]  屬靈的群體之外
[00:11:56.500 --> 00:11:58.500]  他也指出了
[00:11:58.500 --> 00:12:00.500]  教會在地上其實都是一個
[00:12:00.500 --> 00:12:02.500]  有結構的組織
[00:12:02.500 --> 00:12:04.500]  他的書裡面用的詞語叫
[00:12:04.500 --> 00:12:06.500]  Constitution
[00:12:06.500 --> 00:12:08.500]  通常可以做一個機構
[00:12:08.500 --> 00:12:10.500]  教會在地上
[00:12:10.500 --> 00:12:12.500]  是一個有結構的組織
[00:12:12.500 --> 00:12:14.500]  意思是什麼呢
[00:12:14.500 --> 00:12:16.500]  意思就是教會在地上
[00:12:16.500 --> 00:12:18.500]  和我們今天生活在地上
[00:12:18.500 --> 00:12:20.500]  所接觸到的其他的公司
[00:12:20.500 --> 00:12:22.500]  組織一樣
[00:12:22.500 --> 00:12:24.500]  是有結構的
[00:12:24.500 --> 00:12:26.500]  有規則的
[00:12:26.500 --> 00:12:28.500]  有這個組織架構的
[00:12:28.500 --> 00:12:30.500]  比如說城基
[00:12:30.500 --> 00:12:32.500]  這個教會
[00:12:32.500 --> 00:12:34.500]  在政府註冊登記
[00:12:34.500 --> 00:12:36.500]  成為一間有限公司之前
[00:12:36.500 --> 00:12:38.500]  我們當時可能只是一個堂
[00:12:38.500 --> 00:12:40.500]  但當時教會已經
[00:12:40.500 --> 00:12:42.500]  有執事會
[00:12:42.500 --> 00:12:44.500]  並且有由執事會
[00:12:44.500 --> 00:12:46.500]  來授權去聘請
[00:12:46.500 --> 00:12:48.500]  的全部同工
[00:12:48.500 --> 00:12:50.500]  後來教會按照法律
[00:12:50.500 --> 00:12:52.500]  的規定向政府登記
[00:12:52.500 --> 00:12:54.500]  成為一間有限公司
[00:12:54.500 --> 00:12:56.500]  現在按照法例規定
[00:12:56.500 --> 00:12:58.500]  每年在十一月
[00:12:58.500 --> 00:13:00.500]  我們有這個會員大會
[00:13:00.500 --> 00:13:02.500]  在那時我們來報告
[00:13:02.500 --> 00:13:04.500]  透過這個專業的會計師
[00:13:04.500 --> 00:13:06.500]  審查過的
[00:13:06.500 --> 00:13:08.500]  教會的帳目
[00:13:08.500 --> 00:13:10.500]  在那時我們已決
[00:13:10.500 --> 00:13:12.500]  教會裏面重要的一些事務
[00:13:12.500 --> 00:13:14.500]  在那時我們通過
[00:13:14.500 --> 00:13:16.500]  來委任教會的
[00:13:16.500 --> 00:13:18.500]  執事堂委
[00:13:18.500 --> 00:13:20.500]  這一切都說明了
[00:13:20.500 --> 00:13:22.500]  教會在地上和所有
[00:13:22.500 --> 00:13:24.500]  其他的地上的公司
[00:13:24.500 --> 00:13:26.500]  組織一樣
[00:13:26.500 --> 00:13:28.500]  是有結構和有規矩的
[00:13:28.500 --> 00:13:30.500]  聖經裏面這樣的技術
[00:13:30.500 --> 00:13:32.500]  在司徒行傳裏面的技術
[00:13:32.500 --> 00:13:34.500]  當在司徒的時代的時候
[00:13:34.500 --> 00:13:36.500]  一開始的時候
[00:13:36.500 --> 00:13:38.500]  當時的教會或者當耶穌
[00:13:38.500 --> 00:13:40.500]  的同門同在一起的時候
[00:13:40.500 --> 00:13:42.500]  當時的教會沒有什麼特別的規矩
[00:13:42.500 --> 00:13:44.500]  他們只是
[00:13:44.500 --> 00:13:46.500]  司徒行傳那說的技術
[00:13:46.500 --> 00:13:48.500]  當時耶穌升天之後
[00:13:48.500 --> 00:13:50.500]  信徒就每一天天天的聚會
[00:13:50.500 --> 00:13:52.500]  天天的抹餅
[00:13:52.500 --> 00:13:54.500]  天天的祈禱
[00:13:54.500 --> 00:13:56.500]  當時並沒有任何一位
[00:13:56.500 --> 00:13:58.500]  全職受聘的
[00:13:58.500 --> 00:14:00.500]  傳道人、牧師
[00:14:00.500 --> 00:14:02.500]  當時的信徒大部分
[00:14:02.500 --> 00:14:04.500]  是猶太人
[00:14:04.500 --> 00:14:06.500]  所以他們大部分都按照他們所熟悉的
[00:14:06.500 --> 00:14:08.500]  在猶太社會裏面
[00:14:08.500 --> 00:14:10.500]  猶太文化的成長
[00:14:10.500 --> 00:14:12.500]  的那種經驗
[00:14:12.500 --> 00:14:14.500]  來管理教會
[00:14:14.500 --> 00:14:16.500]  所以很多時候早期
[00:14:16.500 --> 00:14:18.500]  教會的規矩
[00:14:18.500 --> 00:14:20.500]  甚至使用的名詞
[00:14:20.500 --> 00:14:22.500]  都是當時猶太教裏面所使用的
[00:14:22.500 --> 00:14:24.500]  只是隨著教會裏面
[00:14:24.500 --> 00:14:26.500]  信主人數增長
[00:14:26.500 --> 00:14:28.500]  在猶太信徒當中
[00:14:28.500 --> 00:14:30.500]  有些人是土生土長的
[00:14:30.500 --> 00:14:32.500]  在猶太地方的樹來成長
[00:14:32.500 --> 00:14:34.500]  所以他們講希伯來話
[00:14:34.500 --> 00:14:36.500]  有些猶太人
[00:14:36.500 --> 00:14:38.500]  他們在海外
[00:14:38.500 --> 00:14:40.500]  海外意思就是在猶太地以外的地方成長
[00:14:40.500 --> 00:14:42.500]  在那些地方生活的
[00:14:42.500 --> 00:14:44.500]  所以從小他們講希臘話
[00:14:44.500 --> 00:14:46.500]  於是本兩派的信徒
[00:14:46.500 --> 00:14:48.500]  後來他們都一起聚集在
[00:14:48.500 --> 00:14:50.500]  耶路撒冷的樹
[00:14:50.500 --> 00:14:52.500]  當中就出現了一些問題
[00:14:52.500 --> 00:14:54.500]  就是有些
[00:14:54.500 --> 00:14:56.500]  在供養寡婦的事上面
[00:14:56.500 --> 00:14:58.500]  他們開始出現了意見分歧
[00:14:58.500 --> 00:15:00.500]  有投訴
[00:15:00.500 --> 00:15:02.500]  有埋怨
[00:15:02.500 --> 00:15:04.500]  講希臘話的信徒就埋怨
[00:15:04.500 --> 00:15:06.500]  當時的教會
[00:15:06.500 --> 00:15:08.500]  忽略了他們的寡婦
[00:15:08.500 --> 00:15:10.500]  於是乎最後
[00:15:10.500 --> 00:15:12.500]  教會處理這件事
[00:15:12.500 --> 00:15:14.500]  用了一個行政的方式來處理
[00:15:14.500 --> 00:15:16.500]  就選了七位有美好明星
[00:15:16.500 --> 00:15:18.500]  被聖靈充滿的執事
[00:15:18.500 --> 00:15:20.500]  去跟進這件事
[00:15:20.500 --> 00:15:22.500]  這七位執事的名字
[00:15:22.500 --> 00:15:24.500]  如果我們來看的話
[00:15:24.500 --> 00:15:26.500]  他們大部分的名字
[00:15:26.500 --> 00:15:28.500]  都是希臘的名字
[00:15:28.500 --> 00:15:30.500]  意思就是說
[00:15:30.500 --> 00:15:32.500]  他們很可能是屬於那些講希臘話的信徒
[00:15:32.500 --> 00:15:34.500]  也就是說
[00:15:34.500 --> 00:15:36.500]  他們可能在海外成長
[00:15:36.500 --> 00:15:38.500]  後來回到耶路撒冷那裡
[00:15:38.500 --> 00:15:40.500]  當時的教會
[00:15:40.500 --> 00:15:42.500]  選擇這些
[00:15:42.500 --> 00:15:44.500]  有希臘背景的人作為執事
[00:15:44.500 --> 00:15:46.500]  為了什麼緣故呢
[00:15:46.500 --> 00:15:48.500]  可能是要表達
[00:15:48.500 --> 00:15:50.500]  在治理上那份公正
[00:15:50.500 --> 00:15:52.500]  也都讓他們
[00:15:52.500 --> 00:15:54.500]  來關心
[00:15:54.500 --> 00:15:56.500]  那些講希臘話的寡婦上
[00:15:56.500 --> 00:15:58.500]  能夠可以做得更加好
[00:15:58.500 --> 00:16:00.500]  由那時開始
[00:16:00.500 --> 00:16:02.500]  教會就有了行政組織
[00:16:02.500 --> 00:16:04.500]  而在行政組織裡邊
[00:16:04.500 --> 00:16:06.500]  出現了一個領導層
[00:16:06.500 --> 00:16:08.500]  那個領導層的名字就叫做「執事」
[00:16:08.500 --> 00:16:10.500]  在提摩泰的書信裡邊
