
[00:00:00.000 --> 00:00:05.120]  今天講到2020年1月5日
[00:02:50.760 --> 00:02:53.000]  就不是一個永恆不變的道了
[00:02:53.000 --> 00:02:57.560]  中國人讀老字是這樣去解釋這件事
[00:02:57.560 --> 00:02:59.520]  很奇怪的
[00:02:59.520 --> 00:03:01.080]  讀中文很多人讀的
[00:03:01.080 --> 00:03:03.200]  很多人有不同的意見
[00:03:03.200 --> 00:03:04.840]  近代有一個人
[00:03:04.840 --> 00:03:06.560]  大家說過名字都會知道
[00:03:06.560 --> 00:03:07.960]  叫做阮志明
[00:03:07.960 --> 00:03:10.080]  是中國大陸的人
[00:03:10.080 --> 00:03:13.600]  他讀老字有不同的看法
[00:03:13.600 --> 00:03:16.080]  特別是他信了耶穌之後
[00:03:16.080 --> 00:03:18.600]  他再去看老子所講的話
[00:03:18.600 --> 00:03:20.120]  他有不同的看法
[00:03:20.120 --> 00:03:21.560]  我這裡講一點
[00:03:21.560 --> 00:03:23.640]  大家如果有興趣詳細去看的話
[00:03:23.640 --> 00:03:26.000]  後面圖書館有一本很薄的書
[00:03:26.000 --> 00:03:30.840]  就是阮志明講老子道德經的說話
[00:03:30.840 --> 00:03:32.200]  講道是怎麼講的
[00:03:32.200 --> 00:03:34.360]  簡單地說
[00:03:34.360 --> 00:03:36.680]  這句話道可道,非常道
[00:03:36.680 --> 00:03:37.840]  應該是這麼說的
[00:03:37.840 --> 00:03:39.280]  應該就是說
[00:03:39.280 --> 00:03:43.480]  道這件事是可以講得明白的
[00:03:45.160 --> 00:03:50.160]  而且並非一個尋常的道
[00:03:50.160 --> 00:03:52.400]  又好像通了
[00:03:52.400 --> 00:03:55.200]  六個中文字可以這樣去解釋
[00:03:55.200 --> 00:03:57.000]  剛才的解釋又好像通了
[00:03:57.000 --> 00:03:58.240]  究竟是哪一種呢?
[00:03:58.240 --> 00:04:00.600]  看你接受哪一種
[00:04:00.600 --> 00:04:03.600]  如果按阮志明的解釋
[00:04:03.600 --> 00:04:05.480]  他看完之後
[00:04:05.480 --> 00:04:10.520]  他認為老子當時在人的智慧那裡
[00:04:10.520 --> 00:04:14.680]  都領悟了人生的大道理
[00:04:14.680 --> 00:04:16.240]  人生的目標
[00:04:16.240 --> 00:04:17.760]  人生的意義等等
[00:04:17.760 --> 00:04:19.520]  很多哲學家都想這些東西
[00:04:19.520 --> 00:04:21.240]  他的結果就是這樣
[00:04:21.240 --> 00:04:27.080]  他說其實當時他差不多到這個位置了
[00:04:27.080 --> 00:04:30.440]  以人的智慧去摸索宇宙的奧秘
[00:04:30.440 --> 00:04:31.560]  和人生的奧秘
[00:04:31.560 --> 00:04:33.080]  他差不多到了
[00:04:33.080 --> 00:04:34.160]  不過差一點
[00:04:34.160 --> 00:04:37.640]  所以舊因不是從中國人而出
[00:04:37.640 --> 00:04:38.760]  他差不多可以
[00:04:38.760 --> 00:04:39.640]  不過還不行
[00:04:39.640 --> 00:04:42.800]  他只能夠說道可道,非常道
[00:04:42.800 --> 00:04:45.640]  有些智慧
[00:04:45.640 --> 00:04:46.960]  中國人有這樣的智慧
[00:04:46.960 --> 00:04:47.680]  另外
[00:04:47.680 --> 00:04:49.320]  印度也有的
[00:04:49.320 --> 00:04:50.440]  也有很多智慧的
[00:04:50.440 --> 00:04:51.320]  很有趣的
[00:04:51.320 --> 00:04:52.000]  這幾個人
[00:04:52.000 --> 00:04:53.840]  我剛剛說要留意年份
[00:04:53.840 --> 00:04:55.400]  他在公元前
[00:04:55.400 --> 00:04:57.520]  由於歷史的問題
[00:04:57.520 --> 00:04:58.800]  有些人說他六百多年
[00:04:58.800 --> 00:04:59.640]  有些說五百多年
[00:04:59.640 --> 00:05:00.720]  有些說四百多年
[00:05:00.720 --> 00:05:02.000]  但是總的來講
[00:05:02.000 --> 00:05:05.640]  都在公元前五世紀六世紀的時間
[00:05:05.640 --> 00:05:07.120]  和老子差不多
[00:05:07.120 --> 00:05:08.440]  又有一個人
[00:05:08.440 --> 00:05:11.080]  又要去領悟人生意義
[00:05:11.080 --> 00:05:13.080]  特別是為什麼有這麼多的苦困
[00:05:13.080 --> 00:05:14.800]  如何去解脫
[00:05:14.800 --> 00:05:16.480]  就是釋迦牟尼
[00:05:16.480 --> 00:05:19.360]  不過他不是去領悟到
[00:05:19.360 --> 00:05:21.640]  這個宇宙有一個道在此
[00:05:21.640 --> 00:05:23.200]  那麼神秘
[00:05:23.200 --> 00:05:25.760]  他就從另一個進路
[00:05:25.760 --> 00:05:28.440]  來解脫人的苦困
[00:05:28.440 --> 00:05:31.240]  進入一個獵盤
[00:05:31.240 --> 00:05:33.680]  走了另一個路向
[00:05:33.680 --> 00:05:37.560]  不是中國老子所提到的道
[00:05:37.560 --> 00:05:41.200]  另外再有希臘也很厲害
[00:05:41.200 --> 00:05:42.600]  很多哲學家
[00:05:42.600 --> 00:05:44.080]  這個希臘的哲學家
[00:05:44.080 --> 00:05:45.200]  相信不是很出名
[00:05:45.200 --> 00:05:47.480]  大家都很少去留意這個名字
[00:05:47.480 --> 00:05:48.400]  不過重要的是
[00:05:48.400 --> 00:05:50.000]  真的從他而出的
[00:05:50.000 --> 00:05:50.880]  公元前
[00:05:50.880 --> 00:05:52.960]  又是六世紀五百多年
[00:05:52.960 --> 00:05:55.520]  這個叫做中文譯作
[00:05:55.520 --> 00:05:58.720]  克拉克利特
[00:05:58.720 --> 00:06:00.920]  Heraclitus
[00:06:00.920 --> 00:06:02.360]  英文是這樣讀
[00:06:02.360 --> 00:06:06.760]  他有一個很重要的發表
[00:06:06.760 --> 00:06:09.200]  他說道這件事
[00:06:09.200 --> 00:06:11.360]  當然希臘人用希臘文
[00:06:11.360 --> 00:06:12.960]  叫做Logos
[00:06:12.960 --> 00:06:16.120]  中文對這個字翻譯成道
[00:06:16.120 --> 00:06:17.800]  稍後再補充這個位置
[00:06:17.800 --> 00:06:20.200]  他說這個道是什麼呢
[00:06:20.200 --> 00:06:24.280]  他說原來萬物應該永遠不停地變動
[00:06:24.280 --> 00:06:27.080]  而這個變動不是亂變動
[00:06:27.080 --> 00:06:32.800]  萬物的變動會按照一定的尺度和規律來進行
[00:06:32.800 --> 00:06:35.600]  這個尺度和規律
[00:06:35.600 --> 00:06:38.800]  就是他們希臘人叫做Logos
[00:06:38.800 --> 00:06:41.720]  後來中國人將他翻譯為道
[00:06:41.720 --> 00:06:43.600]  是不是有點近似
[00:06:43.600 --> 00:06:45.000]  這個人不是很出名
[00:06:45.000 --> 00:06:46.440]  有一個人比較出名的
[00:06:46.440 --> 00:06:48.640]  你會認識的
[00:06:48.640 --> 00:06:50.160]  亞歷士多德
[00:06:50.160 --> 00:06:51.640]  提這個名字聽過了
[00:06:51.640 --> 00:06:56.760]  他是剛才克拉克利特之後的人
[00:06:56.760 --> 00:06:58.440]  他是公元前四世紀
[00:06:58.440 --> 00:07:00.560]  遲了兩百年才出世
[00:07:00.560 --> 00:07:04.760]  亞歷士多德對這個道又有些揣摩
[00:07:04.760 --> 00:07:12.640]  他說這個道其實是我們人去用一些邏輯
[00:07:12.640 --> 00:07:14.320]  去分析一些事情
[00:07:14.320 --> 00:07:16.320]  然後去作出一些論述
[00:07:16.320 --> 00:07:20.400]  那個說出來的論述就是這個Logos
[00:07:20.400 --> 00:07:21.800]  就是道
[00:07:21.800 --> 00:07:23.960]  明白嗎?
[00:07:23.960 --> 00:07:24.960]  很聰明
[00:07:24.960 --> 00:07:26.400]  這樣都明白
[00:07:26.400 --> 00:07:31.320]  大概我們明白它在哪一個範疇進行
[00:07:31.320 --> 00:07:33.440]  希臘哲學一直發展
[00:07:33.440 --> 00:07:36.040]  剛才說主前四百年
[00:07:36.040 --> 00:07:37.280]  再發展下去
[00:07:37.280 --> 00:07:41.000]  去到差不多主耶穌那個年代的時候
[00:07:41.000 --> 00:07:44.280]  那些希臘哲學又會出現一些變化
[00:07:44.280 --> 00:07:48.320]  有一門派叫做斯多亞學派
[00:07:48.320 --> 00:07:51.320]  他們對這個道的理解
[00:07:51.320 --> 00:07:57.640]  就是說在宇宙中有創造和有維繫
[00:07:57.640 --> 00:08:00.560]  那個大原則、大秩序
[00:08:00.560 --> 00:08:02.280]  那個叫做道
[00:08:02.280 --> 00:08:04.160]  是不是跟剛才的都很近似呢?
[00:08:04.160 --> 00:08:06.920]  就是希臘的哲學一直發展下來都很近似
[00:08:06.920 --> 00:08:09.960]  其實都跟中國有少許近似
[00:08:09.960 --> 00:08:12.280]  中國的老子就說
[00:08:12.280 --> 00:08:14.240]  是的,有個道在這裡
[00:08:14.240 --> 00:08:16.320]  不過它就沒有那麼具體
[00:08:16.320 --> 00:08:19.840]  希臘人一直發展到很具體
[00:08:19.840 --> 00:08:25.720]  在當時寫約翰福音的約翰
[00:08:25.720 --> 00:08:27.920]  他面對的是猶太人
[00:08:27.920 --> 00:08:29.480]  和不信的外邦人
[00:08:29.480 --> 00:08:30.720]  主要是希臘人
[00:08:30.720 --> 00:08:33.360]  兩大派的人去面對他
[00:08:33.360 --> 00:08:37.320]  他也理解猶太人怎麼看這個道
[00:08:37.320 --> 00:08:40.720]  猶太人看的道跟剛才那些哲學家
[00:08:40.720 --> 00:08:44.360]  純粹希臘的方式有一點點不同
[00:08:44.360 --> 00:08:48.920]  猶太人由於出埃及一直下來
[00:08:48.920 --> 00:08:52.000]  他們那個民族經歷那麼多的變化
[00:08:52.000 --> 00:08:54.040]  經歷神和他們之間的關係
[00:08:54.040 --> 00:08:57.160]  他們對道有一個理解
[00:08:57.160 --> 00:09:00.360]  他們認為這個道就是神的律法
[00:09:00.760 --> 00:09:04.200]  耶和華頒佈的律法就是道
[00:09:04.200 --> 00:09:06.720]  按那個律法而行
[00:09:06.720 --> 00:09:08.520]  人就可以得福
[00:09:08.520 --> 00:09:10.200]  不按那個而行
[00:09:10.200 --> 00:09:14.000]  神就會有禍還給他們
[00:09:14.000 --> 00:09:15.720]  所以耶和華的律法
[00:09:15.720 --> 00:09:16.560]  神的話
[00:09:16.560 --> 00:09:19.240]  就是他們所明白神的道
[00:09:19.240 --> 00:09:20.040]  是什麼
[00:09:20.040 --> 00:09:23.120]  就跟希臘哲學的道有些不同
[00:09:23.120 --> 00:09:28.200]  希臘的哲學沒有一個神的主體
[00:09:28.200 --> 00:09:32.120]  祂只是說創造和維繫的原則
[00:09:32.120 --> 00:09:33.960]  誰創造祂沒有說
[00:09:33.960 --> 00:09:35.440]  祂總之說那個創造
[00:09:35.440 --> 00:09:37.080]  祂也承認有創造
[00:09:37.080 --> 00:09:39.760]  不過祂沒有說什麼人創造
[00:09:39.760 --> 00:09:45.200]  因為是人的智慧不斷摸索探討思考
[00:09:45.200 --> 00:09:48.520]  祂能夠這樣的結論是很厲害的
[00:09:48.520 --> 00:09:50.200]  不過
[00:09:50.200 --> 00:09:52.040]  硬是未到
[00:09:52.040 --> 00:09:53.600]  約翰
[00:09:53.600 --> 00:09:55.520]  他寫約翰福音
[00:09:55.520 --> 00:09:56.840]  一直闡述下來的
[00:09:56.840 --> 00:09:58.600]  是不是約翰自己厲害
[00:09:58.600 --> 00:10:02.280]  他的思維和學問而得到的那個
[00:10:02.280 --> 00:10:03.360]  不是
[00:10:03.360 --> 00:10:04.720]  是啟示
[00:10:04.720 --> 00:10:07.520]  是神啟示告訴他
[00:10:07.520 --> 00:10:08.880]  他就明白了
[00:10:08.880 --> 00:10:09.960]  他明白了之後
[00:10:09.960 --> 00:10:12.520]  他就寫約翰福音
[00:10:12.520 --> 00:10:13.880]  他寫約翰福音的時候
[00:10:13.880 --> 00:10:15.120]  你要再想想
[00:10:15.120 --> 00:10:16.080]  我們讀經
[00:10:16.080 --> 00:10:17.480]  很多信主來的
[00:10:17.480 --> 00:10:19.200]  就不是聖經讀過了
[00:10:19.200 --> 00:10:20.520]  那你要想多一點
[00:10:20.520 --> 00:10:21.600]  看多一點
[00:10:21.600 --> 00:10:23.720]  那你就會更多地明白
[00:10:23.720 --> 00:10:25.920]  為什麼約翰要寫約翰福音呢?
[00:10:25.920 --> 00:10:27.080]  他寫約翰福音的時候
[00:10:27.080 --> 00:10:29.520]  已經有三本福音書寫了幾十年
[00:10:29.520 --> 00:10:32.640]  在教會中間的人已經看得很熟悉了
[00:10:32.640 --> 00:10:35.120]  有《馬學福音》
[00:10:35.120 --> 00:10:36.360]  有《馬太福音》
[00:10:36.360 --> 00:10:37.480]  有《奴家福音》
[00:10:37.480 --> 00:10:39.720]  在那時候已經出現在教會幾十年
[00:10:39.720 --> 00:10:40.840]  很多人都讀過了
[00:10:40.840 --> 00:10:43.000]  講耶穌的生平故事
[00:10:43.000 --> 00:10:44.560]  都講了很多
[00:10:44.560 --> 00:10:48.480]  為什麼約翰還要寫一個約翰福音呢?
[00:10:48.480 --> 00:10:51.080]  我們看過的時候就會明白了
[00:10:51.080 --> 00:10:52.400]  明白一點點
[00:10:52.400 --> 00:10:53.520]  因為他寫的
[00:10:53.520 --> 00:10:56.520]  跟那三本福音書的東西都很不一樣
[00:10:56.520 --> 00:10:57.280]  是不是?
[00:10:57.280 --> 00:11:01.080]  無論行文、記載等等
[00:11:01.080 --> 00:11:01.960]  都很不一樣
[00:11:01.960 --> 00:11:04.240]  其中一件我們發現很不一樣的事情
[00:11:04.240 --> 00:11:06.600]  你掀開我們《和合本聖經》就會明白
[00:11:06.600 --> 00:11:07.800]  掀開掀開的時候
[00:11:07.800 --> 00:11:09.240]  哇!很多紅色的
[00:11:09.240 --> 00:11:11.640]  約翰福音是特別多紅色的
[00:11:11.640 --> 00:11:13.600]  特別多紅色的意思就是說
[00:11:13.600 --> 00:11:15.760]  很多耶穌講的話
[00:11:15.760 --> 00:11:19.080]  在約翰福音才會很詳細地寫出來
[00:11:19.080 --> 00:11:21.520]  其他的三本福音書沒有的
[00:11:21.520 --> 00:11:23.360]  沒有他那麼詳細的
[00:11:23.360 --> 00:11:26.600]  就是說約翰寫這本福音書
[00:11:26.600 --> 00:11:28.960]  他很重要的就是要想寫出
[00:11:28.960 --> 00:11:32.400]  耶穌有很多說話講低了
[00:11:32.400 --> 00:11:33.760]  很多的教訓
[00:11:33.760 --> 00:11:37.160]  很多要讓門徒知道的說話
[00:11:37.160 --> 00:11:38.800]  在那幾本福音書裡面
[00:11:38.800 --> 00:11:40.920]  沒有很詳細地寫出來
[00:11:40.920 --> 00:11:42.840]  約翰看了幾十年
[00:11:42.840 --> 00:11:44.800]  他覺得趁他還沒死
[00:11:44.800 --> 00:11:47.240]  他要全部寫出來
[00:11:47.240 --> 00:11:48.760]  所以我們有約翰福音
[00:11:48.760 --> 00:11:49.840]  因此
[00:11:49.840 --> 00:11:52.600]  耶穌在約翰福音裡面講了很多東西
[00:11:52.600 --> 00:11:55.360]  還有約翰福音和其他福音
[00:11:55.360 --> 00:11:57.360]  不同的東西
[00:11:57.360 --> 00:11:58.680]  就重要了
[00:11:58.680 --> 00:12:00.600]  就是說約翰認為
[00:12:00.600 --> 00:12:03.560]  是需要特別在他臨死之前
[00:12:03.560 --> 00:12:05.440]  趁著還有當天
[00:12:05.440 --> 00:12:08.280]  寫出來讓信的人知道
[00:12:08.280 --> 00:12:09.560]  行不行?
[00:12:09.560 --> 00:12:11.880]  其中劈頭第一句
[00:12:11.880 --> 00:12:13.080]  我們剛才很熟悉
[00:12:13.080 --> 00:12:14.600]  今天的題目
[00:12:14.600 --> 00:12:16.400]  太初有道
[00:12:16.400 --> 00:12:18.680]  所以這個太初有道
[00:12:18.680 --> 00:12:20.680]  就是將希臘人的道
[00:12:21.360 --> 00:12:23.440]  他們所明白的創造
[00:12:23.440 --> 00:12:24.640]  維繫宇宙
[00:12:24.640 --> 00:12:27.800]  如何邏輯理性的論述的道
[00:12:27.800 --> 00:12:31.360]  和猶太人所認為的道
[00:12:31.360 --> 00:12:32.800]  就是耶和華的律法
[00:12:32.800 --> 00:12:33.840]  神講的話
[00:12:33.840 --> 00:12:34.840]  這兩個道
[00:12:34.840 --> 00:12:38.000]  都差一點點
[00:12:38.000 --> 00:12:39.240]  差一點點是什麼?
[00:12:39.240 --> 00:12:42.160]  差一點點
[00:12:42.160 --> 00:12:43.280]  就是
[00:12:43.280 --> 00:12:46.160]  還沒到耶穌基督那裡
[00:12:46.160 --> 00:12:49.040]  約翰福音很重要寫出來的
[00:12:49.040 --> 00:12:51.240]  就是要讓那些希臘人
[00:12:51.240 --> 00:12:54.240]  你們所認為的道
[00:12:54.240 --> 00:12:56.360]  揣摩了思考了幾百年
[00:12:56.360 --> 00:12:58.640]  和猶太人你們認為的道
[00:12:58.640 --> 00:13:00.640]  一路千多年以來
[00:13:00.640 --> 00:13:04.720]  都還沒到真正的核心
[00:13:04.720 --> 00:13:05.840]  耶穌基督
[00:13:05.840 --> 00:13:09.360]  道其實就是耶穌基督
[00:13:09.360 --> 00:13:12.160]  將這個道實現了出來
[00:13:12.160 --> 00:13:15.200]  約翰從他在神那裡得到的啟示
[00:13:15.200 --> 00:13:16.600]  告訴這些人
[00:13:16.600 --> 00:13:18.320]  你不相信耶穌
[00:13:18.320 --> 00:13:21.440]  是亞伯拉罕子孫的猶太人等等
[00:13:21.440 --> 00:13:22.600]  你們要知道
[00:13:22.600 --> 00:13:24.560]  這個道其實就是
[00:13:24.560 --> 00:13:27.600]  耶穌基督體現了出來
[00:13:27.600 --> 00:13:30.160]  所以今天你們在座的
[00:13:30.160 --> 00:13:31.080]  聽完之後
[00:13:31.080 --> 00:13:33.400]  你比起那些希臘的哲學家
[00:13:33.400 --> 00:13:35.560]  就是主持五世紀
[00:13:35.560 --> 00:13:37.000]  比亞里士多德那些
[00:13:37.000 --> 00:13:38.880]  更加有智慧
[00:13:38.880 --> 00:13:40.440]  因為你明白了
[00:13:40.440 --> 00:13:42.240]  這個道是從神而來的
[00:13:42.240 --> 00:13:43.560]  我稱讚你有智慧
[00:13:43.560 --> 00:13:47.040]  你不需要謙虛地去推卻
[00:13:47.040 --> 00:13:49.040]  因為這個智慧不是你自己的智慧
[00:13:49.040 --> 00:13:50.760]  這是神給你的智慧
[00:13:50.760 --> 00:13:52.040]  你要感謝神
[00:13:52.040 --> 00:13:53.520]  神給你有這個智慧
[00:13:53.520 --> 00:13:57.880]  你認識到今天原來這麼多人
[00:13:57.880 --> 00:14:00.880]  一千幾百年所思考的道
[00:14:00.880 --> 00:14:02.080]  你明白了
[00:14:02.080 --> 00:14:02.960]  你接受了
[00:14:02.960 --> 00:14:04.160]  這是耶穌基督
[00:14:04.160 --> 00:14:06.240]  經文我們看回上去
[00:14:06.240 --> 00:14:09.200]  我們一章一至十八節
[00:14:09.200 --> 00:14:11.600]  一章的一至十八節
[00:14:11.600 --> 00:14:15.640]  是很重要的一大段
[00:14:15.640 --> 00:14:17.520]  是約翰福音一開始的時候
[00:14:17.520 --> 00:14:19.680]  一個很重要的展述
[00:14:19.680 --> 00:14:22.240]  剛才我所提到的幾點
[00:14:22.240 --> 00:14:25.320]  就是一些更重要的位置
[00:14:25.320 --> 00:14:28.320]  其實你回去再細細地思考一下
[00:14:28.320 --> 00:14:29.280]  這些十八節
[00:14:29.280 --> 00:14:30.520]  是有很多意思的
[00:14:30.520 --> 00:14:33.040]  其中一些我在接下來就會講
[00:14:33.040 --> 00:14:35.040]  你看到我今天的題目就是
[00:14:35.040 --> 00:14:36.160]  太初有道
[00:14:36.160 --> 00:14:37.400]  道成了肉身
[00:14:37.400 --> 00:14:38.840]  其實就是第一章第一節
[00:14:38.840 --> 00:14:41.160]  以及十四節
[00:14:41.160 --> 00:14:42.560]  頭幾個字而已
[00:14:42.560 --> 00:14:45.200]  主要是講這兩節的經文
[00:14:45.200 --> 00:14:46.200]  剛才講了
[00:14:46.200 --> 00:14:46.800]  這個道
[00:14:46.800 --> 00:14:47.880]  原來希臘人
[00:14:47.880 --> 00:14:49.120]  中國人
[00:14:49.120 --> 00:14:53.960]  全世界都去思想人生道理宇宙的由來
[00:14:53.960 --> 00:14:59.000]  都摸不到真正是怎麼樣
[00:14:59.000 --> 00:15:01.640]  但是神啟示下來
[00:15:01.640 --> 00:15:03.480]  約翰就告訴我們
[00:15:03.480 --> 00:15:04.480]  這個道
[00:15:04.480 --> 00:15:06.240]  太初就有了
[00:15:06.240 --> 00:15:09.840]  我們研究一下一些細節
[00:15:09.840 --> 00:15:11.280]  太初就有
[00:15:11.280 --> 00:15:13.120]  太初是什麼意思呢?
[00:15:13.120 --> 00:15:16.280]  有些人現在都了得很多了
[00:15:16.280 --> 00:15:18.000]  知道太初就是說
[00:15:18.000 --> 00:15:22.480]  甚至乎是創造世界宇宙萬物有的之前
[00:15:22.480 --> 00:15:24.080]  再思考下去
[00:15:24.080 --> 00:15:25.240]  也有人告訴你
[00:15:25.240 --> 00:15:30.800]  那個就是時間出現之前的最前
[00:15:30.800 --> 00:15:32.320]  我們也是這麼理解的
[00:15:32.320 --> 00:15:34.560]  但是其實這個理解也不是很明白
[00:15:34.560 --> 00:15:37.160]  什麼叫做時間以前的最前呢?
[00:15:37.160 --> 00:15:39.560]  既然時間的以前
[00:15:39.560 --> 00:15:40.440]  就是未有時間
[00:15:40.440 --> 00:15:42.880]  未有時間又怎麼講前和後呢?
[00:15:43.240 --> 00:15:44.040]  明白嗎?
[00:15:44.040 --> 00:15:46.880]  未創造天地之前
[00:15:46.880 --> 00:15:48.160]  就是什麼時候呢?
[00:15:48.160 --> 00:15:50.800]  其實我們不是太明白的
[00:15:50.800 --> 00:15:51.360]  不過
[00:15:51.360 --> 00:15:53.520]  約翰用了這個詞彙
[00:15:53.520 --> 00:15:57.960]  盡可能讓在時空底下活的人
[00:15:57.960 --> 00:15:59.040]  盡量去明白
[00:15:59.040 --> 00:16:03.840]  用時間的前後去表明太初
[00:16:03.840 --> 00:16:07.160]  就是說早到最早最早最早的時候
[00:16:07.160 --> 00:16:09.960]  其實也不是說有時間
[00:16:09.960 --> 00:16:13.360]  是沒有時間的最早
[00:16:13.360 --> 00:16:15.200]  我特別講一講這個
[00:16:15.200 --> 00:16:16.040]  意思就是說
[00:16:16.040 --> 00:16:18.840]  沒有時間是不能夠去講最早的
[00:16:18.840 --> 00:16:20.600]  因為也沒有時間怎麼講最早呢?
[00:16:20.600 --> 00:16:23.160]  但是大概你們會明白我說什麼吧
[00:16:23.160 --> 00:16:24.760]  口就講不明白
[00:16:24.760 --> 00:16:26.680]  我們有限的言語
[00:16:26.680 --> 00:16:29.080]  各方面各個國家的文字
[00:16:29.080 --> 00:16:30.120]  有些東西都講不明白
[00:16:30.120 --> 00:16:32.240]  因為我們活在這個空間
[00:16:32.240 --> 00:16:35.800]  有一句話叫做"夏蟲不可遇冰"
[00:16:35.800 --> 00:16:37.280]  大家明白這個意思嗎?
[00:16:37.280 --> 00:16:38.480]  就是夏天的蟲
[00:16:38.480 --> 00:16:40.200]  你跟牠說冰是什麼來的
[00:16:40.200 --> 00:16:41.360]  哇,多漂亮啊
[00:16:41.360 --> 00:16:42.440]  牠也不知道你在說什麼
[00:16:42.440 --> 00:16:44.360]  你沒有經歷過
[00:16:44.360 --> 00:16:46.440]  你沒有經驗
[00:16:46.440 --> 00:16:48.160]  在認知裏沒有這件事
[00:16:48.160 --> 00:16:49.120]  這樣就很難明白
[00:16:49.120 --> 00:16:52.040]  但是我們用能夠明白的東西盡量去明白
[00:16:52.040 --> 00:16:54.320]  這個太初就是說
[00:16:54.320 --> 00:16:55.560]  總之
[00:16:55.560 --> 00:16:57.440]  從最起初
[00:16:57.440 --> 00:16:59.520]  太初那時候
[00:16:59.520 --> 00:17:01.080]  就有這個道了
[00:17:01.080 --> 00:17:02.440]  可以嗎?
[00:17:02.440 --> 00:17:04.000]  就已經有了
[00:17:04.000 --> 00:17:07.800]  所以我們要明白了這個之後
[00:17:07.800 --> 00:17:10.640]  太初有道是一個很重要的位置
[00:17:10.640 --> 00:17:14.000]  如果太初有道掌握得不清楚的話
[00:17:14.000 --> 00:17:16.960]  接著很多信仰就會歪了
[00:17:16.960 --> 00:17:18.240]  我稍後再講
[00:17:18.240 --> 00:17:19.400]  有特別一兩個位置
