
[00:00:00.000 --> 00:00:02.360]  各位親愛的弟兄姊妹,你們好!
[00:02:31.280 --> 00:02:33.240]  他們就妒忌耶穌
[00:02:33.240 --> 00:02:35.480]  當我們要去誣告耶穌的時候
[00:02:35.480 --> 00:02:38.760]  連當時的審判官比拉多
[00:02:38.760 --> 00:02:41.480]  都很清楚的知道
[00:02:41.480 --> 00:02:45.400]  這班人是出於妒忌而來謀害耶穌的
[00:02:45.400 --> 00:02:48.320]  在《馬太福音》第27章第18節
[00:02:48.320 --> 00:02:49.760]  大家去看下一節
[00:02:49.760 --> 00:02:55.040]  「秦府員知道他們是因嫉妒才把他解了來」
[00:02:55.040 --> 00:02:59.000]  這班權貴過去受著子民的歡迎
[00:02:59.000 --> 00:03:02.840]  但是現在卻是被主耶穌搶了他們的風頭
[00:03:02.840 --> 00:03:07.160]  他們的焦點已經再也不是被重視了
[00:03:07.160 --> 00:03:09.120]  所以他們很生氣
[00:03:09.120 --> 00:03:11.720]  甚至他們來責備耶穌
[00:03:11.720 --> 00:03:14.320]  在《馬太福音》第21章第15到第16節
[00:03:14.320 --> 00:03:18.200]  「祭司長王問是看見耶穌所行的其事
[00:03:18.200 --> 00:03:20.640]  又見小孩子在殿裡哭著說
[00:03:20.640 --> 00:03:22.800]  和失了歸於大位的子孫
[00:03:22.800 --> 00:03:24.760]  就甚惱怒」
[00:03:24.760 --> 00:03:25.880]  他們很生氣
[00:03:25.880 --> 00:03:26.920]  他們很生氣
[00:03:26.920 --> 00:03:30.880]  為甚麼這班人來歡迎耶穌呢?
[00:03:30.880 --> 00:03:35.960]  但是主耶穌不是刻意去搶他們的風頭
[00:03:35.960 --> 00:03:38.000]  但更加重要的是
[00:03:38.000 --> 00:03:41.000]  有一次耶穌進入聖殿
[00:03:41.000 --> 00:03:44.240]  看見聖殿的外院
[00:03:44.240 --> 00:03:48.240]  是讓這班宗教人士權貴來謀私利
[00:03:48.240 --> 00:03:52.240]  讓人來販賣牛羊、兌換銀錢
[00:03:52.240 --> 00:03:52.960]  耶穌很生氣
[00:03:52.960 --> 00:03:55.520]  因為你剝奪了外邦人敬拜神
[00:03:55.520 --> 00:03:58.040]  於是就推倒他們的地台
[00:03:58.040 --> 00:04:01.080]  然後找成編作編紙趕那些牛羊出去
[00:04:01.080 --> 00:04:02.760]  指責這班權貴
[00:04:02.760 --> 00:04:07.120]  為甚麼你們要把禱告的殿變成賊國
[00:04:07.120 --> 00:04:08.520]  這班人犯了錯
[00:04:08.520 --> 00:04:11.600]  但又不能夠有甚麼反駁
[00:04:11.600 --> 00:04:13.320]  心裡面懷恨
[00:04:13.320 --> 00:04:17.640]  於是就定義要去殺死耶穌
[00:04:17.640 --> 00:04:20.840]  主耶穌更加被視為離賽
[00:04:20.840 --> 00:04:22.480]  是要來的君王
[00:04:22.480 --> 00:04:27.120]  人民有一段時間很想耶穌去做王
[00:04:27.120 --> 00:04:28.640]  但耶穌拒絕
[00:04:28.640 --> 00:04:31.720]  《約翰福音》第六章第十五節
[00:04:31.720 --> 00:04:34.960]  耶穌既知道眾人要強迫他作王
[00:04:34.960 --> 00:04:38.960]  就獨自又退到山上去了
[00:04:38.960 --> 00:04:41.400]  主耶穌很清楚知道自己
[00:04:41.400 --> 00:04:44.080]  不是要做政治上的君王
[00:04:44.080 --> 00:04:46.040]  祂來是要拯救人
[00:04:46.040 --> 00:04:47.240]  當時人逼祂做王
[00:04:47.240 --> 00:04:49.120]  祂都要退去
[00:04:49.120 --> 00:04:51.840]  但那班民事、法理、賽人
[00:04:51.840 --> 00:04:53.840]  特別有權位的人
[00:04:53.840 --> 00:04:56.080]  他們當時在羅馬政府統治中
[00:04:56.080 --> 00:04:58.000]  但有政治上的利益
[00:04:58.000 --> 00:05:00.840]  祂很怕如果耶穌來作王
[00:05:00.840 --> 00:05:02.840]  真是人民擁戴祂的時候
[00:05:02.840 --> 00:05:05.960]  他們的地位就會受到虧損
[00:05:05.960 --> 00:05:08.040]  他們甚至會受影響
[00:05:08.040 --> 00:05:10.320]  所以祂們不單要和耶穌割席
[00:05:10.320 --> 00:05:13.360]  祂更加要除去耶穌
[00:05:13.360 --> 00:05:17.800]  讓我們可以繼續享受祂那種安定繁榮
[00:05:17.800 --> 00:05:22.160]  所以耶穌引來這班人的妒忌
[00:05:22.160 --> 00:05:23.680]  就要殺祂
[00:05:23.680 --> 00:05:24.960]  第二方面
[00:05:24.960 --> 00:05:27.880]  就是當耶穌被捉拿的時候
[00:05:27.880 --> 00:05:32.520]  是面對不公平的審訊
[00:05:32.520 --> 00:05:36.360]  最後這班人就用煽動叛亂
[00:05:36.360 --> 00:05:40.440]  危害國家安全、以言入罪
[00:05:40.440 --> 00:05:42.000]  要誣告耶穌
[00:05:42.000 --> 00:05:43.680]  說耶穌要作王
[00:05:43.680 --> 00:05:46.560]  影響著當時統治的羅馬政府
[00:05:46.560 --> 00:05:52.120]  他說耶穌要鼓勵人民脫離羅馬政府的統治
[00:05:52.120 --> 00:05:53.520]  最可怕的就是
[00:05:53.520 --> 00:05:56.200]  他們竟然不擇手段
[00:05:56.200 --> 00:06:00.880]  去出錢請人來誣告耶穌
[00:06:00.880 --> 00:06:03.000]  誣衊耶穌
[00:06:03.000 --> 00:06:06.240]  在《文化大革命》二十六章第五十九到六十一節
[00:06:06.240 --> 00:06:09.720]  祭司獎和全工會尋找假見證
[00:06:09.720 --> 00:06:12.680]  控告耶穌要致死他
[00:06:12.680 --> 00:06:14.920]  雖然有些人作假見證
[00:06:14.920 --> 00:06:16.960]  總得不著實據
[00:06:16.960 --> 00:06:19.360]  沒後有兩個人前來說
[00:06:19.360 --> 00:06:20.560]  這個人曾說
[00:06:20.560 --> 00:06:22.840]  我能拆毀上帝的殿
[00:06:22.840 --> 00:06:27.240]  三日內又建造起來
[00:06:27.240 --> 00:06:28.720]  大家都知道
[00:06:28.720 --> 00:06:30.080]  十誡裡面
[00:06:30.080 --> 00:06:31.960]  有一條誡命很清楚
[00:06:31.960 --> 00:06:35.480]  不可作假見證陷害人
[00:06:35.480 --> 00:06:38.600]  這一班是宗教人士
[00:06:38.600 --> 00:06:40.920]  他們很清楚這條誡命
[00:06:40.920 --> 00:06:43.360]  但他們竟然知法犯法
[00:06:43.360 --> 00:06:44.960]  真是罪加一等
[00:06:44.960 --> 00:06:48.760]  去出錢請人來誣告耶穌
[00:06:48.760 --> 00:06:53.640]  甚至將耶穌的說話扭曲
[00:06:53.640 --> 00:06:55.320]  以言入罪
[00:06:55.320 --> 00:06:57.760]  耶穌從來沒有任何行動
[00:06:57.760 --> 00:07:00.640]  說要推翻當時羅馬政府
[00:07:00.640 --> 00:07:03.320]  但是這一班人怎樣呢?
[00:07:03.320 --> 00:07:06.040]  在《馬學福音》第十四章
[00:07:06.040 --> 00:07:08.960]  五十七到五十八節是這麼說的
[00:07:08.960 --> 00:07:14.680]  「又有幾個人站起來作假見證告他
[00:07:14.680 --> 00:07:16.960]  說:我們聽見他說
[00:07:16.960 --> 00:07:19.680]  我要拆毀這人手所造的殿
[00:07:19.680 --> 00:07:24.680]  三日內就另造一座不是人手所造的」
[00:07:24.680 --> 00:07:26.040]  結果
[00:07:26.040 --> 00:07:28.720]  主耶穌就是因為這些言論
[00:07:28.720 --> 00:07:31.360]  而被入罪
[00:07:31.360 --> 00:07:34.400]  所以真是以言入罪
[00:07:34.400 --> 00:07:35.040]  好了
[00:07:35.040 --> 00:07:40.360]  主耶穌從來沒有推翻當時羅馬政府的意念
[00:07:40.360 --> 00:07:43.320]  甚至很清楚地理大指出
[00:07:43.320 --> 00:07:46.600]  祂的國並不屬於這個世界
[00:07:46.600 --> 00:07:48.640]  《約翰福音》第十八章第三十六節
[00:07:48.640 --> 00:07:49.840]  耶穌回答說
[00:07:49.840 --> 00:07:51.520]  「我的國不屬這世界
[00:07:51.520 --> 00:07:53.440]  我的國若屬這世界
[00:07:53.440 --> 00:07:55.720]  我的臣僕必要征戰
[00:07:55.720 --> 00:07:58.360]  使我不至於交給猶太人
[00:07:58.360 --> 00:08:02.240]  只是我的國不屬這世界」
[00:08:02.240 --> 00:08:04.440]  拆毀殿三日
[00:08:04.440 --> 00:08:06.360]  然後再重建
[00:08:06.360 --> 00:08:08.760]  在當時來說是不可能的
[00:08:08.760 --> 00:08:10.600]  其實這裡很清楚
[00:08:10.600 --> 00:08:14.560]  是耶穌描繪自己將會被害
[00:08:14.560 --> 00:08:16.160]  被釘十字架
[00:08:16.160 --> 00:08:17.360]  但是死亡之後
[00:08:17.360 --> 00:08:20.640]  三日從死裡面來復活
[00:08:20.640 --> 00:08:22.800]  但是這些有心的人
[00:08:22.800 --> 00:08:25.000]  就捉住耶穌一些說話
[00:08:25.000 --> 00:08:26.960]  將它扭曲了
[00:08:26.960 --> 00:08:29.160]  然後就誣告耶穌
[00:08:29.160 --> 00:08:31.680]  這個就是以言入罪
[00:08:31.680 --> 00:08:33.160]  不僅是誣告
[00:08:33.160 --> 00:08:37.160]  主耶穌更加是不公平地被審訊
[00:08:37.160 --> 00:08:38.720]  他們在晚上
[00:08:38.720 --> 00:08:41.840]  去到喀西馬利園去捉了耶穌
[00:08:41.840 --> 00:08:44.920]  但原來他們一直有計謀部署著
[00:08:44.920 --> 00:08:46.920]  聖經裡面很清楚說到
[00:08:46.920 --> 00:08:48.760]  當時那些民事法利賽人
[00:08:48.760 --> 00:08:52.240]  已經在大祭司的家裡面等候著
[00:08:52.240 --> 00:08:53.920]  預備耶穌捉拿了之後
[00:08:53.920 --> 00:08:57.080]  就立刻去審判
[00:08:57.080 --> 00:09:00.440]  這個審判是晚上
[00:09:00.440 --> 00:09:03.080]  晚上半夜來審訊
[00:09:03.080 --> 00:09:05.440]  在當時的法律裡面
[00:09:05.440 --> 00:09:06.680]  就好像現在香港一樣
[00:09:06.680 --> 00:09:08.680]  法庭都是應該在白天審案
[00:09:08.680 --> 00:09:10.960]  不會去到晚上
[00:09:10.960 --> 00:09:14.320]  這個審訊是很不公平的
[00:09:14.320 --> 00:09:15.600]  甚至怎樣呢?
[00:09:15.600 --> 00:09:17.720]  當他們來審問耶穌的時候
[00:09:17.720 --> 00:09:20.840]  大祭司見耶穌不回答的時候
[00:09:20.840 --> 00:09:22.200]  就逼迫耶穌
[00:09:22.200 --> 00:09:24.600]  你要來起誓,即是宣誓
[00:09:24.600 --> 00:09:27.200]  你是不是說你自己是神的兒子呢?
[00:09:27.200 --> 00:09:29.320]  為甚麼要耶穌去宣誓呢?
[00:09:29.320 --> 00:09:33.080]  就是要耶穌來看起誓的時候
[00:09:33.080 --> 00:09:36.080]  就拿到他們認為耶穌的把柄
[00:09:36.080 --> 00:09:39.560]  《瑪立福音》二十六章的六十三節到六十五節
[00:09:39.560 --> 00:09:41.280]  大家來看重點
[00:09:41.280 --> 00:09:42.880]  「大祭司對他說
[00:09:42.880 --> 00:09:47.240]  我指著永生神叫你起誓告訴我們
[00:09:47.240 --> 00:09:48.720]  你是神的兒子
[00:09:48.720 --> 00:09:50.160]  基督不是
[00:09:50.160 --> 00:09:51.760]  耶穌對他說
[00:09:51.760 --> 00:09:52.960]  你說的事
[00:09:52.960 --> 00:09:54.560]  然而我告訴你們
[00:09:54.560 --> 00:09:58.120]  後來你們要看見人子坐在那
[00:09:58.120 --> 00:09:59.360]  權能者的右邊
[00:09:59.360 --> 00:10:01.680]  駕著天上的雲降臨
[00:10:01.680 --> 00:10:03.520]  大祭司一聽見之後做甚麼?
[00:10:03.520 --> 00:10:05.400]  就撕開衣服說
[00:10:05.400 --> 00:10:07.040]  他說了前往的話
[00:10:07.040 --> 00:10:08.800]  我們何必再用見證人呢?
[00:10:08.800 --> 00:10:09.840]  就是前往的話
[00:10:09.840 --> 00:10:12.160]  現在你們都聽見了」
[00:10:12.160 --> 00:10:15.480]  大祭司逼耶穌來宣誓
[00:10:15.480 --> 00:10:19.280]  就是要拿到耶穌這個宣誓的誓言
[00:10:19.280 --> 00:10:22.000]  然後就來控告耶穌
[00:10:22.000 --> 00:10:23.600]  但是耶穌不懼怕
[00:10:23.600 --> 00:10:25.800]  祂真的來確認
[00:10:25.800 --> 00:10:27.880]  我就是神的兒子
[00:10:27.880 --> 00:10:29.560]  就是彌賽亞
[00:10:29.560 --> 00:10:32.240]  於是就定他們有罪
[00:10:32.240 --> 00:10:34.320]  接著做甚麼?
[00:10:34.320 --> 00:10:35.480]  很卑鄙
[00:10:35.480 --> 00:10:37.280]  他們行私刑
[00:10:37.280 --> 00:10:40.320]  他們立刻來用暴力對待耶穌
[00:10:40.320 --> 00:10:42.320]  這個不公平的審訊下
[00:10:42.320 --> 00:10:45.080]  更有不公平的行動來對待耶穌
[00:10:45.080 --> 00:10:46.680]  《瑪立福音》二十六章的六十七節
[00:10:46.680 --> 00:10:48.880]  「他們就都唾沫在他臉上
[00:10:48.880 --> 00:10:50.680]  用拳頭打他
[00:10:50.680 --> 00:10:53.280]  也用手掌打他
[00:10:53.280 --> 00:10:56.560]  他們剝奪了耶穌基本的人權
[00:10:56.560 --> 00:10:58.240]  半夜審訊
[00:10:58.240 --> 00:11:00.200]  不讓他休息
[00:11:00.200 --> 00:11:02.800]  更加的來逼耶穌
[00:11:02.800 --> 00:11:04.880]  來宣誓之下
[00:11:04.880 --> 00:11:08.160]  隨即用暴力來對待耶穌
[00:11:08.160 --> 00:11:09.880]  來行使私刑」
[00:11:09.880 --> 00:11:13.440]  你見到這一切都是不公義的事
[00:11:13.440 --> 00:11:17.560]  這班宗教的權貴
[00:11:17.560 --> 00:11:22.880]  他沒有能力來定耶穌的死罪
[00:11:22.880 --> 00:11:25.080]  於是第二天清早
[00:11:25.080 --> 00:11:28.800]  就押送到他當時的司法機構裏面
[00:11:28.800 --> 00:11:32.400]  讓比拉多來審判他
[00:11:32.400 --> 00:11:33.680]  去到比拉多那裏
[00:11:33.680 --> 00:11:38.880]  他們繼續將不應有的罪名
[00:11:38.880 --> 00:11:40.840]  加在耶穌的身上
[00:11:40.840 --> 00:11:43.960]  《路加福音》第二十三章的第一到第二節
[00:11:43.960 --> 00:11:47.600]  眾人起來把耶穌帶到比拉多面前
[00:11:47.600 --> 00:11:49.240]  就告他說
[00:11:49.240 --> 00:11:52.000]  「我們見這人誘惑國民
[00:11:52.000 --> 00:11:54.760]  禁止納粹級該殺
[00:11:54.760 --> 00:11:57.400]  並說自己是基督是王」
[00:11:57.400 --> 00:11:58.760]  你見到嗎?
[00:11:58.760 --> 00:12:00.600]  他們就誣告耶穌
[00:12:00.600 --> 00:12:02.440]  說耶穌要作王
[00:12:02.440 --> 00:12:04.480]  更加很重要的是什麼?
[00:12:04.480 --> 00:12:05.680]  他說「耶穌啊
[00:12:05.680 --> 00:12:07.480]  去勸那些人
[00:12:07.480 --> 00:12:10.440]  鼓勵那些人不要交稅」
[00:12:10.440 --> 00:12:13.720]  這是對當時的政府一個大忌
[00:12:13.720 --> 00:12:17.440]  但耶穌很清楚地去說出
[00:12:17.440 --> 00:12:19.400]  在《馬化宗》第十二章十七節
[00:12:19.400 --> 00:12:21.040]  大家都很熟悉了
[00:12:21.040 --> 00:12:23.960]  「該殺的物歸給該殺
[00:12:23.960 --> 00:12:26.640]  神的物歸給神」
[00:12:26.640 --> 00:12:29.880]  耶穌從來沒有叫人不交稅
[00:12:29.880 --> 00:12:34.120]  甚至彼得都跟著耶穌的指示
[00:12:34.120 --> 00:12:35.560]  在餘口裏面
[00:12:35.560 --> 00:12:39.640]  得到一些錢銀用來交稅
[00:12:39.640 --> 00:12:43.520]  所以這班人就是誣衊耶穌
[00:12:43.520 --> 00:12:47.200]  這種不公平的對待
[00:12:47.200 --> 00:12:49.000]  我們會不會好像
[00:12:49.000 --> 00:12:54.080]  現在在今天的社會似曾相識呢?
[00:12:54.080 --> 00:12:55.040]  但我們見到
[00:12:55.040 --> 00:12:59.200]  當日耶穌所面對的不公平的對待
[00:12:59.200 --> 00:13:01.800]  原來歷史是不斷地在重複
[00:13:01.800 --> 00:13:03.760]  是很可悲的
[00:13:03.760 --> 00:13:05.120]  好了,我們更加看到
[00:13:05.120 --> 00:13:07.840]  當時比拉多面對的是
[00:13:07.840 --> 00:13:10.680]  沉重的政治壓力
[00:13:10.680 --> 00:13:11.520]  一開始的時候
[00:13:11.520 --> 00:13:13.360]  我們已經看到那段經文
[00:13:13.360 --> 00:13:15.640]  比拉多知道這班人因為妒忌耶穌
[00:13:15.640 --> 00:13:18.920]  才將耶穌拉到他們的面前
[00:13:18.920 --> 00:13:23.320]  甚至比拉多去審判的時候
[00:13:23.320 --> 00:13:26.400]  都找不到這個人有什麼罪
[00:13:26.400 --> 00:13:28.560]  但是他要面對的壓力
[00:13:28.560 --> 00:13:30.280]  萎實是很重
[00:13:30.280 --> 00:13:33.400]  其實我們每一個人都面對不同的壓力
[00:13:33.400 --> 00:13:35.440]  但我們承受到多少
[00:13:35.440 --> 00:13:37.040]  就因人而異
[00:13:37.040 --> 00:13:38.960]  但是壓力越來越大的時候
[00:13:38.960 --> 00:13:40.720]  不得不承認有時候
[00:13:40.720 --> 00:13:42.920]  有些人是承擔不了
[00:13:42.920 --> 00:13:45.440]  於是就委曲求全
[00:13:45.440 --> 00:13:49.080]  比拉多很想釋放耶穌
[00:13:49.080 --> 00:13:52.920]  但這班人就用一種很大的政治壓力
[00:13:52.920 --> 00:13:54.400]  來壓著比拉多
[00:13:54.400 --> 00:13:56.000]  雖然比拉多是他們的官
[00:13:56.000 --> 00:13:58.080]  是來管理著他們
[00:13:58.080 --> 00:14:00.400]  但他都忍受不了這種壓力
[00:14:00.400 --> 00:14:06.640]  大家來看看《約翰福音》第十九章第十二節
[00:14:06.640 --> 00:14:09.920]  「可從此比拉多想要釋放耶穌
[00:14:09.920 --> 00:14:12.080]  無奈猶太人喊著說
[00:14:12.080 --> 00:14:13.840]  『你若釋放這個人
[00:14:13.840 --> 00:14:16.520]  就不是該殺的忠臣
[00:14:16.520 --> 00:14:18.040]  凡以自己為王的
[00:14:18.040 --> 00:14:20.200]  就是背叛該殺了』」
[00:14:20.200 --> 00:14:21.160]  看到嗎?
[00:14:21.160 --> 00:14:24.080]  如果你放他
[00:14:24.080 --> 00:14:26.000]  即你不是站在王那邊
[00:14:26.000 --> 00:14:27.520]  不是在該殺那邊
[00:14:27.520 --> 00:14:29.040]  你是否只是想和他一起來
[00:14:29.040 --> 00:14:30.720]  但是他作亂呢?
[00:14:30.720 --> 00:14:32.720]  哇!
[00:14:32.720 --> 00:14:34.560]  比拉多被他承擔得起
[00:14:34.560 --> 00:14:36.320]  這個罪名
[00:14:36.320 --> 00:14:37.720]  如果他放耶穌
[00:14:37.720 --> 00:14:40.080]  不單單自己烏紗不保
[00:14:40.080 --> 00:14:43.840]  甚至可能被誣告作亂
[00:14:43.840 --> 00:14:45.400]  所以很無奈的
[00:14:45.400 --> 00:14:48.320]  比拉多就在眾人面前洗手
[00:14:48.320 --> 00:14:49.840]  《約翰福音》第十七章很清楚
[00:14:49.840 --> 00:14:51.080]  大家看到了
[00:14:51.080 --> 00:14:52.800]  他就說「留這個二人的血
[00:14:52.800 --> 00:14:55.600]  不歸到我身上」
[00:14:55.600 --> 00:14:59.160]  他基於政治因素
[00:14:59.160 --> 00:15:02.920]  就將耶穌定罪
[00:15:02.920 --> 00:15:04.920]  雖然他洗手
[00:15:04.920 --> 00:15:07.440]  但是我相信他的良知
[00:15:07.440 --> 00:15:11.160]  仍然都是他被控訴
[00:15:11.160 --> 00:15:13.440]  今天我們看到
[00:15:13.440 --> 00:15:14.960]  不同的社會人士
[00:15:14.960 --> 00:15:18.480]  都面對著不同的壓力
[00:15:18.480 --> 00:15:20.320]  就好像比拉多那樣
[00:15:20.320 --> 00:15:22.520]  他很想釋放耶穌
[00:15:22.520 --> 00:15:25.200]  但是在這麼沉重的政治壓力下
[00:15:25.200 --> 00:15:29.160]  他不能夠去做這件事
[00:15:29.160 --> 00:15:30.640]  我們又看回門徒
[00:15:30.640 --> 00:15:33.600]  門徒已經掩其息骨了
[00:15:33.600 --> 00:15:36.640]  在這個黑暗不公的對待裡面
[00:15:36.640 --> 00:15:38.080]  門徒的反應
[00:15:38.080 --> 00:15:41.560]  有時候真的令我們感覺到失望
[00:15:41.560 --> 00:15:43.760]  但是我們要體諒
[00:15:43.760 --> 00:15:45.640]  當耶穌被拉的時候
[00:15:45.640 --> 00:15:46.920]  門徒做的是什麼?
[00:15:46.920 --> 00:15:50.200]  馬達福音二十六章第五十六次很清楚
[00:15:50.200 --> 00:15:54.480]  當下門徒都離開他逃走了
[00:15:54.480 --> 00:15:55.120]  在那時候
[00:15:55.120 --> 00:15:57.040]  耶穌很需要這班門徒
[00:15:57.040 --> 00:15:58.160]  給他支持
[00:15:58.160 --> 00:16:00.240]  站在他身邊
[00:16:00.240 --> 00:16:01.760]  但是
[00:16:01.760 --> 00:16:03.040]  這班門徒
[00:16:03.040 --> 00:16:04.360]  他是很害怕
[00:16:04.360 --> 00:16:06.480]  立刻地逃走
[00:16:06.480 --> 00:16:09.280]  首席門徒彼得
[00:16:09.280 --> 00:16:11.200]  耶穌所愛的門徒
[00:16:11.200 --> 00:16:13.720]  雖然曾經信誓旦旦說要保護耶穌
[00:16:13.720 --> 00:16:16.080]  願意為耶穌死都肯
[00:16:16.080 --> 00:16:19.600]  但是在這種恐懼的情況下
[00:16:19.600 --> 00:16:22.920]  他已經好好去看耶穌
[00:16:22.920 --> 00:16:25.440]  面對不公平的審訊
[00:16:25.440 --> 00:16:27.080]  但是在視雷
[00:16:27.080 --> 00:16:29.800]  完全沒有社會地位的視雷
[00:16:29.800 --> 00:16:31.040]  來問他
[00:16:31.040 --> 00:16:33.560]  你豈不是耶穌的門徒
[00:16:33.560 --> 00:16:37.440]  他立刻來否認自己的身份
[00:16:37.440 --> 00:16:39.680]  三次不認主
[00:16:39.680 --> 00:16:42.040]  所以你看到這一班的門徒
[00:16:42.040 --> 00:16:44.920]  他們的信心已經失去
[00:16:44.920 --> 00:16:48.640]  他們陷入了漫長的黑夜裡面
[00:16:48.640 --> 00:16:54.000]  他們好像失去了一切的倚靠
[00:16:54.000 --> 00:16:56.120]  他們不知道前面的路是怎麼走
[00:16:56.120 --> 00:16:57.920]  他們只有畏縮
[00:16:57.920 --> 00:16:59.600]  只有驚懼
[00:16:59.600 --> 00:17:02.160]  一切的希望都消失了
[00:17:02.160 --> 00:17:05.000]  耶穌基督沒有責備彼得
[00:17:05.000 --> 00:17:07.600]  三次不認祂
[00:17:07.600 --> 00:17:11.080]  祂知道彼得是出於無奈
[00:17:11.080 --> 00:17:14.680]  祂仍然知道彼得是愛祂
[00:17:14.680 --> 00:17:17.240]  但是至少在這一段日子裡面
[00:17:17.240 --> 00:17:21.840]  你看到門徒已經失去他們的信心
[00:17:21.840 --> 00:17:24.320]  不再有任何的行動
[00:17:24.320 --> 00:17:26.280]  但是這樣還不夠
[00:17:26.280 --> 00:17:29.440]  這一班的宗教人士
[00:17:29.440 --> 00:17:30.760]  這一班權貴
[00:17:30.760 --> 00:17:33.760]  還要趕盡殺絕
[00:17:33.760 --> 00:17:36.560]  耶穌已經被釘十字架
[00:17:36.560 --> 00:17:37.840]  死了
[00:17:37.840 --> 00:17:41.160]  祂的屍首已經埋葬在墳墓裡面
[00:17:41.160 --> 00:17:44.480]  但是法利塞人仍然心有餘悸
[00:17:44.480 --> 00:17:46.680]  他很怕耶穌會復活
[00:17:46.680 --> 00:17:48.400]  但是他又不相信耶穌
[00:17:48.400 --> 00:17:51.880]  於是他就真的勾結外國勢力
[00:17:51.880 --> 00:17:54.760]  他就找比拉多要求做些什麼呢?
[00:17:54.760 --> 00:17:58.200]  我們回到27章的62到64節
[00:17:58.200 --> 00:18:00.480]  「此日就是預備日的第二天
[00:18:00.480 --> 00:18:03.760]  祭司長和法利塞人聚集內見比拉多說
[00:18:03.760 --> 00:18:04.760]  大人
[00:18:04.760 --> 00:18:08.400]  我們記得那誘惑人的還活著的時候
[00:18:08.400 --> 00:18:09.680]  三日後
[00:18:09.680 --> 00:18:11.280]  要我要復活
[00:18:11.280 --> 00:18:15.400]  因此請吩咐人將墳墓把守妥當
[00:18:15.400 --> 00:18:16.840]  直到第三日
[00:18:16.840 --> 00:18:19.680]  恐怕那些門徒來把他偷了去
[00:18:19.680 --> 00:18:21.840]  就告訴百姓說
[00:18:21.840 --> 00:18:23.920]  他從死裡復活了
[00:18:23.920 --> 00:18:28.920]  這樣那後來迷惑比先前的更厲害」
