
[00:00:00.000 --> 00:00:03.360]  請在坐下的時候和你旁邊的朋友說一聲
[00:01:50.560 --> 00:01:53.720]  使得各樣的樹叢地裏面長出來
[00:01:53.720 --> 00:01:54.880]  可以閱人的眼目
[00:01:54.880 --> 00:01:56.680]  其上的果子可作食物
[00:01:56.680 --> 00:01:57.720]  這裏很清楚地說到
[00:01:57.720 --> 00:02:00.560]  上帝是和我們的廚師一樣
[00:02:00.560 --> 00:02:03.600]  廚師煮食不僅是說好喫的
[00:02:03.600 --> 00:02:07.000]  我們是在說色香味俱全的
[00:02:07.000 --> 00:02:09.800]  上帝原本創造的花草樹木
[00:02:09.800 --> 00:02:11.000]  有兩個目的
[00:02:11.000 --> 00:02:12.680]  第一是要閱人的眼目
[00:02:12.680 --> 00:02:14.720]  所以閱人的眼目本身不是一個問題
[00:02:14.720 --> 00:02:17.840]  更加在說它好作食物
[00:02:17.840 --> 00:02:23.000]  我們後來看見蛇對夏娃的引誘的時候
[00:02:23.000 --> 00:02:24.520]  在《創世紀》三章五節說
[00:02:24.520 --> 00:02:25.480]  你們不一定死
[00:02:25.480 --> 00:02:27.240]  因爲神知道你們喫的日子
[00:02:27.240 --> 00:02:28.800]  眼睛就明亮了
[00:02:28.800 --> 00:02:31.560]  你們便如神能夠知道善惡
[00:02:31.560 --> 00:02:35.560]  吸引夏娃要喫禁果的其中一個很主要原因
[00:02:35.560 --> 00:02:38.400]  就是她能夠眼睛明亮
[00:02:38.400 --> 00:02:40.920]  好像神一樣知道善惡
[00:02:40.920 --> 00:02:43.240]  後來我們知道歷史上告訴我們
[00:02:43.240 --> 00:02:45.080]  夏娃是被騙的
[00:02:45.080 --> 00:02:46.480]  當她們喫了禁果之後
[00:02:46.480 --> 00:02:50.280]  眼睛明亮見到的不是善惡的分辨能力
[00:02:50.280 --> 00:02:56.320]  她們見到的是赤身露體的羞愧和內疚
[00:02:56.320 --> 00:02:59.760]  她們見到的是上帝的臨在那種恐懼
[00:02:59.760 --> 00:03:02.520]  而在那一刻她們也分辨到善惡
[00:03:02.520 --> 00:03:06.680]  不過她們現在是在犯罪的處境裏面分辨善惡
[00:03:06.680 --> 00:03:07.480]  我們怎麼說呢
[00:03:07.480 --> 00:03:09.760]  就好像一個人當他坐牢的時候
[00:03:09.760 --> 00:03:11.880]  他知道什麼是善什麼是惡的時候
[00:03:11.880 --> 00:03:13.840]  他已經在監牢裏面了
[00:03:13.840 --> 00:03:16.600]  在一個人類的犯罪之後
[00:03:16.600 --> 00:03:18.360]  我們知道什麼叫好什麼叫不好
[00:03:18.360 --> 00:03:20.960]  但我們已經在罪惡的捆綁當中了
[00:03:20.960 --> 00:03:25.160]  這種情景很清楚地在人類歷史裏面發生了
[00:03:25.160 --> 00:03:27.040]  我們看看《創世紀》三章六節
[00:03:27.040 --> 00:03:30.280]  「於是女人看見那棵樹的果子好作食物也有月人的眼目」
[00:03:30.280 --> 00:03:32.640]  這裏的經文完全沒有問題
[00:03:32.640 --> 00:03:34.200]  我們還記得剛纔我們讀的經文
[00:03:34.200 --> 00:03:37.840]  上帝創造的花草、樹木、水果
[00:03:37.840 --> 00:03:42.080]  都有月人眼目和好作食物的功能
[00:03:42.080 --> 00:03:44.120]  所以夏娃是沒有看錯的
[00:03:44.120 --> 00:03:45.520]  但問題在下面那句
[00:03:45.520 --> 00:03:51.400]  「且是可喜愛的能使人有智慧」
[00:03:51.400 --> 00:03:54.840]  「可喜愛」是夏娃自己主觀的感覺
[00:03:54.840 --> 00:03:58.800]  其實其他的花草、樹木都是月人的眼目
[00:03:58.800 --> 00:04:00.120]  究竟好不好喫不知道
[00:04:00.120 --> 00:04:02.080]  這個禁果她還沒喫過
[00:04:02.080 --> 00:04:03.400]  而且說「可喜愛」
[00:04:03.400 --> 00:04:05.120]  因爲喫不了現在恨得口水流
[00:04:05.120 --> 00:04:07.240]  所以說「可喜愛」
[00:04:07.240 --> 00:04:10.760]  又聽到魔鬼印又說能使人有智慧
[00:04:10.760 --> 00:04:14.160]  不要忘記她喫禁果的目的不是要犯規條
[00:04:14.160 --> 00:04:18.040]  她喫禁果的目的是想做神
[00:04:18.040 --> 00:04:20.920]  希望得到智慧好像神一樣
[00:04:20.920 --> 00:04:22.440]  於是便摘下來喫了
[00:04:22.440 --> 00:04:23.760]  又給丈夫喫了
[00:04:23.760 --> 00:04:26.600]  我們看見《約翰一書》二章十六節說
[00:04:26.600 --> 00:04:28.360]  「因爲凡世上的事
[00:04:28.360 --> 00:04:29.960]  像肉體的情慾、眼目的情慾
[00:04:29.960 --> 00:04:33.680]  今生的驕傲都不是從父乃來
[00:04:33.680 --> 00:04:35.440]  乃是從世界來的」
[00:04:35.440 --> 00:04:38.240]  我們面對的這一切的情慾
[00:04:38.240 --> 00:04:41.640]  都是來自這個世界,不是從上帝而來的
[00:04:41.640 --> 00:04:44.800]  這一切會令我們跌倒,令我們犯罪
[00:04:44.800 --> 00:04:48.360]  人犯罪之後,我們的視覺開始失調
[00:04:48.360 --> 00:04:50.080]  耶穌很誇張地說
[00:04:50.080 --> 00:04:52.320]  在《馬達方書》七章三到五節說
[00:04:52.320 --> 00:04:55.240]  「爲什麼你看見弟兄眼中的刺
[00:04:55.240 --> 00:04:57.960]  看不到自己眼中的良目呢?
[00:04:57.960 --> 00:05:01.160]  爲什麼你不是先除去自己眼中的良目
[00:05:01.160 --> 00:05:04.040]  纔去除掉弟兄眼中的刺呢?」
[00:05:04.040 --> 00:05:05.320]  這裏提到兩個問題
[00:05:05.320 --> 00:05:09.840]  第一,我們往往看見別人的小問題
[00:05:09.840 --> 00:05:13.440]  但看不到自己的大問題
[00:05:13.440 --> 00:05:14.400]  第二個問題是
[00:05:14.400 --> 00:05:17.840]  我們往往覺得別人的小問題需要先處理
[00:05:17.840 --> 00:05:20.600]  而我們的大問題是不需要處理
[00:05:20.600 --> 00:05:25.160]  這就是人犯罪之後的視覺失調
[00:05:25.160 --> 00:05:27.760]  我們往往看見別人的問題
[00:05:27.760 --> 00:05:29.120]  而不是我們的問題
[00:05:29.120 --> 00:05:31.160]  我們看見別人的問題需要處理
[00:05:31.160 --> 00:05:33.720]  而我們的問題是不需要處理
[00:05:33.720 --> 00:05:35.920]  當然耶穌在這裏說得很誇張
[00:05:35.920 --> 00:05:37.520]  「我是我們眼中的良目」
[00:05:37.520 --> 00:05:38.960]  想清楚,如果我們真的是眼中的良目
[00:05:38.960 --> 00:05:40.880]  我們怎麼看見對方眼中的刺呢?
[00:05:40.880 --> 00:05:43.800]  所以人家說良目一定有個洞
[00:05:43.800 --> 00:05:45.160]  我們要明白
[00:05:45.160 --> 00:05:47.240]  耶穌用這麼誇張的形容詞
[00:05:47.240 --> 00:05:48.720]  想讓你和我知道
[00:05:48.720 --> 00:05:49.960]  今天人類犯罪之後
[00:05:49.960 --> 00:05:52.320]  我們的視覺確實是失調的
[00:05:52.320 --> 00:05:58.040]  所以我們必須重獲視覺的功能的時候
[00:05:58.040 --> 00:05:59.560]  在《馬達方書》一章十八節說
[00:05:59.560 --> 00:06:01.400]  「並且照明你們心中的眼睛
[00:06:01.400 --> 00:06:04.520]  使你們知道祂的恩兆有何等的指望
[00:06:04.520 --> 00:06:06.960]  祂在聖徒當中得的基業
[00:06:06.960 --> 00:06:09.960]  有何等豐盛的榮耀」
[00:06:09.960 --> 00:06:15.320]  人不再專注在地上的名利財富
[00:06:15.320 --> 00:06:17.840]  人不再專注在我們肉體的情慾
[00:06:17.840 --> 00:06:20.480]  眼目的情慾和今生的驕傲
[00:06:20.480 --> 00:06:22.760]  最大的原因
[00:06:22.760 --> 00:06:24.560]  是我們得救之後
[00:06:24.560 --> 00:06:27.720]  聖靈能夠開了我們的眼睛
[00:06:27.720 --> 00:06:30.400]  重獲我們的視力
[00:06:30.400 --> 00:06:32.720]  如果有聖徒今天上了耶穌之後
[00:06:32.720 --> 00:06:34.400]  都不能夠重獲這個視力
[00:06:34.400 --> 00:06:38.640]  見到我們的恩兆有何等的指望
[00:06:38.640 --> 00:06:40.960]  我們得的基業有何等豐盛的話
[00:06:40.960 --> 00:06:46.120]  他會仍然沉醉於這個世界上的所有情慾的事情
[00:06:46.120 --> 00:06:48.240]  所以今天突然之間我們要覺醒
[00:06:48.240 --> 00:06:50.040]  我們要聖靈讓我們覺醒
[00:06:50.040 --> 00:06:52.160]  要聖靈開我們的眼睛
[00:06:52.160 --> 00:06:54.200]  見到我們所得着的
[00:06:54.200 --> 00:06:57.720]  是何等的豐盛和充滿指望的時候
[00:06:57.720 --> 00:07:02.520]  我們的心纔會以天國的事爲念
[00:07:02.520 --> 00:07:03.680]  否則的話
[00:07:03.680 --> 00:07:05.560]  我們的肉體正在返回教會
[00:07:05.560 --> 00:07:06.600]  我們的肉體是受了浸
[00:07:06.600 --> 00:07:08.760]  但是我們的心靈並沒有更生
[00:07:08.760 --> 00:07:15.320]  所以今天我們要讓聖靈去光照我們的眼睛
[00:07:15.320 --> 00:07:17.400]  在哥倫多厚書保羅更加提到
[00:07:17.400 --> 00:07:18.200]  在5章7節中說
[00:07:18.200 --> 00:07:22.120]  因爲我們行事爲人是憑着信心
[00:07:22.120 --> 00:07:24.400]  不是憑着眼見
[00:07:24.400 --> 00:07:26.240]  往往我們憑着眼見的話
[00:07:26.240 --> 00:07:29.040]  我們很容易會做錯了決定
[00:07:29.040 --> 00:07:30.120]  當然我們不憑着眼見
[00:07:30.120 --> 00:07:30.960]  我們憑什麼呢
[00:07:30.960 --> 00:07:32.640]  這是另一個問題
[00:07:32.640 --> 00:07:35.560]  我們的確是憑着眼見去決定事情的
[00:07:35.560 --> 00:07:38.280]  我們看看那層樓好不好
[00:07:38.280 --> 00:07:39.520]  我們看看那個人漂亮不漂亮
[00:07:39.520 --> 00:07:42.600]  我們看看那個人有沒有好的行爲
[00:07:42.600 --> 00:07:45.600]  這一切都是憑着眼見的
[00:07:45.600 --> 00:07:48.880]  所以今天你要知道
[00:07:48.880 --> 00:07:52.200]  我們在尋找地方里面找了一年多
[00:07:52.200 --> 00:07:55.240]  我們在教會里面找新的地方找了一年多
[00:07:55.240 --> 00:07:57.160]  我們一直都在尋找不適合的地方
[00:07:57.160 --> 00:07:58.560]  直到上個星期
[00:07:58.560 --> 00:08:02.240]  我們知道有個地方有8樓和11樓的情況
[00:08:02.240 --> 00:08:04.120]  但我仍然心裏面都覺得不適合
[00:08:04.120 --> 00:08:07.200]  原因就是我們要坐升降機走
[00:08:07.200 --> 00:08:08.200]  我們幾百人
[00:08:08.200 --> 00:08:09.680]  我們散會要坐升降機走
[00:08:09.680 --> 00:08:11.920]  是一個很痛苦的事情
[00:08:11.920 --> 00:08:15.080]  但我們憑着眼見是沒有選擇的
[00:08:15.080 --> 00:08:16.720]  但我們感恩的是
[00:08:16.720 --> 00:08:18.600]  很峯迴路轉的
[00:08:18.600 --> 00:08:19.960]  在差不多最後的時候
[00:08:19.960 --> 00:08:23.240]  我們知道竟然有個1樓
[00:08:23.240 --> 00:08:25.280]  1樓是有獨立的樓梯
[00:08:25.280 --> 00:08:28.080]  是可以掛着招牌
[00:08:28.080 --> 00:08:33.120]  我們知道如果我們不憑信心走下去的話
[00:08:33.120 --> 00:08:37.320]  我們看不到上帝的預備
[00:08:37.320 --> 00:08:39.000]  我看到的是
[00:08:39.000 --> 00:08:41.760]  在這兩年的季會里面
[00:08:41.760 --> 00:08:43.680]  我一直和弟兄姐妹說
[00:08:43.680 --> 00:08:45.040]  弟兄姐妹
[00:08:45.040 --> 00:08:46.160]  我們有盈餘
[00:08:46.160 --> 00:08:49.560]  我們教會最懂得處理的是貧窮
[00:08:49.560 --> 00:08:52.960]  我們最不懂得處理的是盈餘
[00:08:52.960 --> 00:08:54.320]  當你有盈餘的時候
[00:08:54.320 --> 00:08:55.480]  我和弟兄姐妹說
[00:08:55.480 --> 00:08:57.880]  我有盈餘
[00:08:57.880 --> 00:09:00.160]  但是你要繼續奉獻
[00:09:00.160 --> 00:09:01.240]  我和弟兄姐妹說
[00:09:01.240 --> 00:09:07.160]  教會有盈餘和你奉獻是無關的
[00:09:07.160 --> 00:09:09.520]  弟兄姐妹是憑着眼見的
[00:09:09.520 --> 00:09:11.400]  教會有盈餘了
[00:09:11.400 --> 00:09:13.040]  那我就不用奉獻了
[00:09:13.040 --> 00:09:15.280]  教會有盈餘了
[00:09:15.280 --> 00:09:17.400]  我不如拿錢去旅行
[00:09:17.400 --> 00:09:19.680]  拿錢去旅行不奉獻是偷了上帝的錢
[00:09:19.680 --> 00:09:22.240]  而不是偷了教會的錢
[00:09:22.240 --> 00:09:25.240]  所以教會有盈餘和你奉獻是無關的
[00:09:25.240 --> 00:09:26.560]  但是那時候我和弟兄姐妹說
[00:09:26.560 --> 00:09:27.480]  弟兄姐妹
[00:09:27.480 --> 00:09:30.320]  我們不知道爲什麼有盈餘
[00:09:30.320 --> 00:09:33.240]  我們也不知道我們的盈餘用來做些什麼
[00:09:33.240 --> 00:09:35.120]  但我只知道一件事
[00:09:35.120 --> 00:09:39.080]  到了我們的數字滿足的時候
[00:09:39.080 --> 00:09:42.520]  上帝就要我們做事了
[00:09:42.520 --> 00:09:43.720]  如果深水清的弟兄姐妹
[00:09:43.720 --> 00:09:46.880]  仍然記得我季會里說過這番話
[00:09:46.880 --> 00:09:49.920]  到今天上帝還沒告訴我做些什麼
[00:09:49.920 --> 00:09:53.200]  因爲我們的數字還沒滿足
[00:09:53.200 --> 00:09:54.720]  確實
[00:09:54.720 --> 00:09:58.560]  如果我們順利通過這次租借這個地方
[00:09:58.560 --> 00:10:02.000]  5月份我們能夠簽約拿到這個地方的話
[00:10:02.000 --> 00:10:03.680]  我們就符合了我們今天的主題
[00:10:03.680 --> 00:10:08.520]  我們整個經濟會從零開始
[00:10:08.520 --> 00:10:11.240]  Amen
[00:10:11.240 --> 00:10:14.720]  我們所有盈餘都會一鋪清檯
[00:10:14.720 --> 00:10:21.600]  弟兄姐妹上帝多奇妙,我們給上帝極大的掌聲
[00:10:21.600 --> 00:10:26.400]  我們不可以憑眼見虛做任何事情
[00:10:26.400 --> 00:10:29.000]  所以我們需要上帝開開我們信心的眼睛
[00:10:29.000 --> 00:10:31.400]  你看舊約裏面有兩個例子告訴你
[00:10:31.400 --> 00:10:35.360]  當時耶和華使得巴拿的眼目明亮
[00:10:35.360 --> 00:10:36.360]  巴拿是一個仙姿
[00:10:36.360 --> 00:10:40.240]  這個仙姿在舊約裏面是一個利慾分心的仙姿
[00:10:40.240 --> 00:10:43.000]  他被人用錢賄賂了他
[00:10:43.000 --> 00:10:45.040]  這個人差不多要叛國
[00:10:45.040 --> 00:10:47.320]  他看不到上帝的作爲
[00:10:47.320 --> 00:10:50.040]  在說假的預言
[00:10:50.040 --> 00:10:51.640]  他是唯利是圖
[00:10:51.640 --> 00:10:53.440]  但是上帝這一開了他的眼睛之後
[00:10:53.440 --> 00:10:56.520]  他就看見耶和華的使者站在路上
[00:10:56.520 --> 00:10:58.640]  手裏有拔出來的刀
[00:10:58.640 --> 00:11:00.240]  你看他現在原來
[00:11:00.240 --> 00:11:03.040]  他性命岌岌可危的時候
[00:11:03.040 --> 00:11:04.000]  還是看不到
[00:11:04.000 --> 00:11:05.400]  上帝開了眼睛就看見
[00:11:05.400 --> 00:11:08.240]  於是他就低頭俯伏在地上
[00:11:08.240 --> 00:11:11.360]  這是記載在文書記22章31節
[00:11:11.360 --> 00:11:13.520]  如果他開不了這個屬靈的眼睛
[00:11:13.520 --> 00:11:14.560]  信心的眼睛的話
[00:11:14.560 --> 00:11:17.680]  他看不到他自己身處在危機當中
[00:11:17.680 --> 00:11:20.800]  剛剛有另一個倒轉的一個個案
[00:11:20.800 --> 00:11:23.520]  在聶王記下六章17節
[00:11:23.520 --> 00:11:25.320]  以利沙圖告說
[00:11:25.320 --> 00:11:29.240]  當以利沙面對敵軍重重圍困的時候
[00:11:29.240 --> 00:11:31.600]  跟從他的一個青年人
[00:11:31.600 --> 00:11:32.720]  很焦急
[00:11:32.720 --> 00:11:34.600]  跟以利沙說這次死定了
[00:11:34.600 --> 00:11:35.880]  敵軍重重圍困
[00:11:35.880 --> 00:11:37.400]  我們無路可走
[00:11:37.400 --> 00:11:39.760]  這次一定死了
[00:11:39.760 --> 00:11:42.080]  在這個少年人這麼驚慌的時候
[00:11:42.080 --> 00:11:43.520]  以利沙就爲他祈禱
[00:11:43.520 --> 00:11:44.680]  以利沙就說求你
[00:11:44.680 --> 00:11:46.320]  開這少年人的眼睛
[00:11:46.320 --> 00:11:47.400]  使他能看見
[00:11:47.400 --> 00:11:49.040]  以利沙就說開他的眼睛
[00:11:49.040 --> 00:11:53.280]  他就看見滿山有火車火馬圍繞着以利沙
[00:11:53.280 --> 00:11:54.440]  兄弟姐妹
[00:11:54.440 --> 00:11:56.200]  今天如果我們的屬靈眼睛
[00:11:56.200 --> 00:11:58.080]  我們的信心眼睛沒有開的話
[00:11:58.080 --> 00:12:00.760]  我們看不到我們處身危險當中
[00:12:00.760 --> 00:12:02.600]  如果我們的屬靈眼睛沒有開的話
[00:12:02.600 --> 00:12:04.080]  我們看不到
[00:12:04.080 --> 00:12:05.320]  我們在困難裏面
[00:12:05.320 --> 00:12:08.400]  上帝怎樣去保護我們
[00:12:08.400 --> 00:12:10.520]  我們只看到困境
[00:12:10.520 --> 00:12:11.840]  我們只看到現實
[00:12:11.840 --> 00:12:13.160]  我們只看到問題
[00:12:13.160 --> 00:12:14.840]  我們只看到困難
[00:12:14.840 --> 00:12:18.080]  但是唯有上帝開我們信心的眼睛
[00:12:18.080 --> 00:12:18.960]  所以你開始明白
[00:12:18.960 --> 00:12:20.640]  今天突然有很多的信徒
[00:12:20.640 --> 00:12:23.560]  他的生命是行屍走肉
[00:12:23.560 --> 00:12:25.320]  他的生命是看不到神
[00:12:25.320 --> 00:12:27.800]  即是他在生命裏面看不到上帝的作爲
[00:12:27.800 --> 00:12:31.280]  因爲他完全是憑眼見
[00:12:31.280 --> 00:12:32.480]  完全是憑眼見的人
[00:12:32.480 --> 00:12:34.040]  他所做的就是聖經所說的
[00:12:34.040 --> 00:12:35.480]  他是一個很肉體的人
[00:12:35.480 --> 00:12:36.520]  他按照自己的肉體
[00:12:36.520 --> 00:12:37.720]  按照自己的邏輯
[00:12:37.720 --> 00:12:39.200]  按照自己的推理
[00:12:39.200 --> 00:12:41.480]  按照自己的能力去成就上帝的作爲
[00:12:41.480 --> 00:12:42.720]  所以這種人
[00:12:42.720 --> 00:12:47.560]  你不用旨意去經歷上帝的大悟
[00:12:47.560 --> 00:12:50.920]  因爲你不斷在議教的是自己
[00:12:50.920 --> 00:12:52.880]  但是我們今天真的要神憐憫
[00:12:52.880 --> 00:12:54.640]  我們開我們的信心眼睛
[00:12:54.640 --> 00:12:58.000]  以至我們見到上帝的作爲
[00:12:58.000 --> 00:12:59.320]  在《約伯記》五章八節說
[00:12:59.320 --> 00:13:04.280]  至於我,我必要望神把我事情託付給他
[00:13:04.280 --> 00:13:07.000]  如果一個人順風順水
[00:13:07.000 --> 00:13:13.080]  一個人在整個人生很順利的過程底下
[00:13:13.080 --> 00:13:15.320]  講這節的經文成爲他的土文
[00:13:15.320 --> 00:13:18.760]  我覺得一點都不驚訝
[00:13:18.760 --> 00:13:22.320]  但是約伯一個義人受苦
[00:13:22.320 --> 00:13:23.560]  全家死亡
[00:13:23.560 --> 00:13:25.080]  只剩下太太和他
[00:13:25.080 --> 00:13:26.920]  全身山倉
[00:13:26.920 --> 00:13:28.360]  連太太都埋怨他
[00:13:28.360 --> 00:13:31.600]  三個朋友安慰變成在那裏審判他
[00:13:31.600 --> 00:13:33.320]  約伯說的是什麼話
[00:13:33.320 --> 00:13:37.360]  至於我,我必要望神把我事情託付給他
[00:13:37.360 --> 00:13:39.320]  這就不簡單了
[00:13:39.320 --> 00:13:42.960]  約伯不是一個不敬虔的人
[00:13:42.960 --> 00:13:44.320]  因爲遇到禍患
[00:13:44.320 --> 00:13:47.760]  所以轉化成爲一個敬虔的人
[00:13:47.760 --> 00:13:48.840]  他是一個
[00:13:48.840 --> 00:13:50.440]  一開始《約伯記》第一章在講
[00:13:50.440 --> 00:13:52.200]  他是一個很敬虔的人
[00:13:52.200 --> 00:13:53.200]  他爲自己獻祭
[00:13:53.200 --> 00:13:55.320]  爲自己的兒女獻祭
[00:13:55.320 --> 00:13:58.240]  他慌死獻漏了
[00:13:58.240 --> 00:14:00.040]  惹禍上身
[00:14:00.040 --> 00:14:01.880]  令到上帝會審判他
[00:14:01.880 --> 00:14:03.280]  一個敬虔的人
[00:14:03.280 --> 00:14:04.440]  遇到一些
[00:14:04.440 --> 00:14:06.800]  這麼不幸的事
[00:14:06.800 --> 00:14:08.800]  於人看起來是沒有可能
[00:14:08.800 --> 00:14:09.800]  你這麼敬虔
[00:14:09.800 --> 00:14:11.000]  爲什麼上帝不是賜福給你
[00:14:11.000 --> 00:14:13.960]  竟然好像上帝每天在審判你、針對你
[00:14:13.960 --> 00:14:16.040]  但他仍然在堅持說
[00:14:16.040 --> 00:14:17.040]  至於我
[00:14:17.040 --> 00:14:20.480]  我必要望神把我事情託付給他
[00:14:20.480 --> 00:14:24.320]  因爲約伯有信心的眼
[00:14:24.320 --> 00:14:26.920]  他看到這一切的事情
[00:14:26.920 --> 00:14:28.400]  是來自於何華
[00:14:28.400 --> 00:14:30.520]  所以在《約伯記》出了很多名句
[00:14:30.520 --> 00:14:31.080]  他說
[00:14:31.080 --> 00:14:32.520]  我赤身露體而來
[00:14:32.520 --> 00:14:34.920]  我赤身露體而去
[00:14:34.920 --> 00:14:37.040]  生死和福
[00:14:37.040 --> 00:14:39.440]  都是上帝的手中
[00:14:39.440 --> 00:14:40.960]  約伯的生命
[00:14:40.960 --> 00:14:44.880]  是發揮了一種信心之眼的那種光輝
[00:14:44.880 --> 00:14:46.400]  在困難裏面
[00:14:46.400 --> 00:14:47.840]  他見到出路
[00:14:47.840 --> 00:14:49.240]  在絕境當中
[00:14:49.240 --> 00:14:51.160]  他看到盼望
[00:14:51.160 --> 00:14:53.360]  所以今天在你的生命裏面
[00:14:53.360 --> 00:14:55.400]  有什麼困難和絕境的時候
[00:14:55.400 --> 00:14:57.320]  我更加需要上帝
[00:14:57.320 --> 00:14:58.680]  開我們的眼睛
[00:14:58.680 --> 00:15:01.560]  看到我們真實的景況
[00:15:01.560 --> 00:15:03.080]  《聖經》提醒我們
[00:15:03.080 --> 00:15:04.920]  「你們要佩戴這錘子
[00:15:04.920 --> 00:15:07.480]  好叫你們看見就紀念遵行
[00:15:07.480 --> 00:15:08.720]  耶和華一切的命令
[00:15:08.720 --> 00:15:10.480]  不隨從自己的心意
[00:15:10.480 --> 00:15:11.400]  眼目行邪
[00:15:11.400 --> 00:15:13.040]  吟象你們掃尚」
[00:15:13.040 --> 00:15:13.680]  一樣的文數
[00:15:13.680 --> 00:15:15.480]  數十五章三十九節
[00:15:15.480 --> 00:15:18.840]  原來當我們不容讓神的話
[00:15:18.840 --> 00:15:20.240]  提醒我們的話
[00:15:20.240 --> 00:15:21.840]  我們的慣性
[00:15:21.840 --> 00:15:23.640]  我們人類的罪性
[00:15:23.640 --> 00:15:26.720]  就是我們的眼睛會行邪
[00:15:26.720 --> 00:15:28.880]  像掃尚一樣
[00:15:28.880 --> 00:15:29.640]  什麼意思
[00:15:29.640 --> 00:15:32.760]  就是習慣了這件事
[00:15:32.760 --> 00:15:35.600]  所以需要神的話不斷提醒我們
[00:15:35.600 --> 00:15:36.920]  跟你眼睛不同聲音
[00:15:36.920 --> 00:15:41.360]  你需要神的話提醒你
[00:15:41.360 --> 00:15:42.320]  這裏說的是
[00:15:42.320 --> 00:15:46.440]  要將神的話放在當眼的地方
[00:15:46.440 --> 00:15:47.480]  今天我們大部分人
[00:15:47.480 --> 00:15:50.000]  將《聖經》放在我們的手機裏面
[00:15:50.000 --> 00:15:52.040]  一本電子《聖經》
[00:15:52.040 --> 00:15:53.240]  但我們需要將神的話
[00:15:53.240 --> 00:15:55.680]  放在當眼的地方提醒我們
[00:15:55.680 --> 00:15:56.600]  當然了
[00:15:56.600 --> 00:15:58.200]  我個人有少許建議
[00:15:58.200 --> 00:15:59.680]  這個不是真理
[00:15:59.680 --> 00:16:00.720]  我不太贊成基督徒
[00:16:00.720 --> 00:16:05.480]  將經文金句放在你的車尾
[00:16:05.480 --> 00:16:08.600]  除非你確保你一輩子都不犯法
[00:16:08.600 --> 00:16:09.480]  你在衝紅燈
[00:16:09.480 --> 00:16:10.160]  咳嗽的時候
[00:16:10.160 --> 00:16:11.800]  別人說那個是基督徒
