
[00:00:00.000 --> 00:00:04.000]  菩薩師妹,早上好,我們在聆聽主導的意思外,一起同心低頭禱告
[00:01:58.000 --> 00:02:03.000]  於是乎,模模糊糊過了很多年的日子
[00:02:03.000 --> 00:02:09.000]  今天,我們來讀一段聖經,很熟悉的聖經
[00:02:09.000 --> 00:02:12.000]  很多信徒,很多牧者,很喜歡說的聖經
[00:02:13.000 --> 00:02:20.000]  就是《馬太福音》第十七章,最初的耶穌登山變象這段經文
[00:02:20.000 --> 00:02:24.000]  其實你對這段經文,是否真的那麼認識呢
[00:02:24.000 --> 00:02:32.000]  還是亦都好像老夫老妻那樣,其實都是模模糊糊過了幾十年的日子呢
[00:02:32.000 --> 00:02:36.000]  我發覺有些信徒甚至有時對聖經很不尊重
[00:02:37.000 --> 00:02:47.000]  他們就拿這段聖經當笑話說,耶穌登山變象,耶穌登山變化,綿貓
[00:02:47.000 --> 00:02:55.000]  因為耶穌上去說,變化祂的面貌,面容顯出光芒
[00:02:55.000 --> 00:03:00.000]  但這種表達,其實只不過是你對耶穌的理解
[00:03:01.000 --> 00:03:09.000]  甚至對這段聖經的理解的一些很片面,或者很膚淺地對聖經的一種理解
[00:03:09.000 --> 00:03:13.000]  我希望透過這段聖經,和大家一起思想這個題目
[00:03:13.000 --> 00:03:16.000]  是在門徒訓練裏面一個很重要的環節
[00:03:16.000 --> 00:03:23.000]  就是談論到聽主的命令,是一生的屬靈功課,而不是一時的燦爛的經歷
[00:03:23.000 --> 00:03:28.000]  我們再次去看看這段聖經說些甚麼,好嗎
[00:03:29.000 --> 00:03:31.000]  先幫我們讀一次,我們再讀多一次
[00:03:31.000 --> 00:03:37.000]  希望對這段聖經能夠有更多細節上的掌握,好嗎
[00:03:37.000 --> 00:03:45.000]  我們一起打開這段聖經,馬太福音17章,從第1節讀到第13節
[00:03:45.000 --> 00:03:47.000]  我們一起讀
[00:03:48.000 --> 00:04:01.000]  過了六天,耶穌帶著彼得、雅各和兄弟約翰,暗暗地上了高山,就在他們面前變了形象
[00:04:01.000 --> 00:04:12.000]  臉面明亮如日頭,衣裳潔白如光,忽然有摩西、以利亞向他們顯現
[00:04:13.000 --> 00:04:30.000]  彼得對耶穌說:「主啊!我們在這裏真好,祢若願意,我就在這裏搭三座棚,一座為祢,一座為摩西,一座為以利亞」
[00:04:31.000 --> 00:04:46.000]  二話之間,忽然有一朵光明的雲彩遮蓋他們,且有聲音從雲彩裏出來說:「這是我的愛子,我所喜悅的,你們要聽他」
[00:04:47.000 --> 00:05:01.000]  他們聽見,就俯伏在地,極其害怕,耶穌進前來摸他們,說:「起來,不要害怕」,他們舉目不見一人,只見耶穌在那裏
[00:05:01.000 --> 00:05:11.000]  下山的時候,耶穌吩咐他們說:「人子還沒有從死裏復活,你們不要將所看見的告訴人」
[00:05:12.000 --> 00:05:17.000]  門徒問耶穌說:「民是為什麽說,以利亞必須來?」
[00:05:17.000 --> 00:05:32.000]  耶穌回答說:「以利亞固然先來,並要復興萬事,只是我告訴你們,以利亞已經來了,人卻不認識他,僅任意待他」
[00:05:33.000 --> 00:05:43.000]  「人子也將要這樣受他們的害,門徒這才明白,耶穌所說的,是指著施洗的約翰」
[00:05:43.000 --> 00:05:55.000]  這段聖經是藏在我們一段先前已經講到對於耶穌基督的身份的理解和認識的問題
[00:05:56.000 --> 00:06:11.000]  如果大家再重複去看前一點的時候,我們剛剛討論完,每一個屬神的子民當他接受成為基督耶穌的門徒或信徒
[00:06:11.000 --> 00:06:17.000]  他會經過一連串的操練,信耶穌不是一剎那的事
[00:06:18.000 --> 00:06:37.000]  而是一個過程,而這個過程是從接觸耶穌以至往後永恆的整個過程
[00:06:38.000 --> 00:06:48.000]  但在這個過程當中會面對很多不同的挑戰和學習,這些學習都是經常難以接受的事情
[00:06:48.000 --> 00:06:59.000]  我們剛剛才看完第16章第24節說,耶穌開始逐步地對門徒去剖析祂拯救的計劃
[00:07:00.000 --> 00:07:11.000]  原來祂說祂要捨棄自己的生命,而這個生命要怎樣呢?要祂進入耶路撒冷接受這些民事祭司長老的迫害
[00:07:11.000 --> 00:07:23.000]  這個在第21節說了,迫害之後會受死,在耶路撒冷會被受死,不過第三天之後會復活
[00:07:24.000 --> 00:07:41.000]  這是耶穌將整個拯救的計劃告訴了當時的門徒,不過很難接受,怎能夠跟一個主祂已經預定自己一定會被人弄死呢?
[00:07:42.000 --> 00:07:56.000]  你也不會跟一個這樣的領袖,如果領袖說你跟著我沒問題的,跟著我會怎樣怎樣,不過我告訴你繼續下去我們的計劃點,不是告訴你我要進行一個大型的革命,不是
[00:07:56.000 --> 00:08:05.000]  不是要成為一個政權,不是,而是要被釘死,那你在那一刻真的馬上要上柴台
[00:08:06.000 --> 00:08:16.000]  怎麼搞的?我們其實先前已經說過了,彼得馬上就抓住耶穌基督,主啊這些事情不能發生在你身上,也就是上帝不容許這些事情發生在上面
[00:08:16.000 --> 00:08:29.000]  但這個的詮釋正正就是上帝相反的計劃,上帝其實計劃了的就是耶穌死在十字架上面,承擔人的罪
[00:08:30.000 --> 00:08:41.000]  這麼難接受的題目,這麼難接受的門徒訓練,不是合我口味的東西,那我還跟不跟主呢?
[00:08:42.000 --> 00:09:00.000]  信耶穌其實講真認真地說,當你打開聖經很多東西是根本很難接受的,信耶穌不是信了之後很快活的嗎?事情會亢通的嗎?是這樣的嗎?
[00:09:01.000 --> 00:09:20.000]  因此耶穌在前文講到,你們要學懂怎樣去體貼上帝的心意,而不是體貼個人的意願,如果你想信耶穌,按照你自己的意願而去信,我可以很肯定地告訴你,你信的不是耶穌
[00:09:21.000 --> 00:09:46.000]  門徒訓練不單止內容是很難接受,而且行的過程也是很難去進行,因此耶穌要帶領祂的門徒進入一個更深的層次去進行訓練,就在今天我們這段聖經講的17章第一節
[00:09:47.000 --> 00:10:03.000]  在這段聖經我會和大家分開三個部份去看,第一個部份17章第一節至第三節,耶穌挑選了一些門徒進入一個更深的靈命訓練場地
[00:10:04.000 --> 00:10:18.000]  我們看回這段聖經一開始,祂說過了六天,耶穌就帶著彼得、雅各和雅各的兄弟約翰,暗暗地上了高山
[00:10:19.000 --> 00:10:36.000]  這裏所講的過了六天這個陳述不是偶然的記載,六天這個意思在以色列文裏面可以說是一個工作的時間
[00:10:37.000 --> 00:10:54.000]  猶太人的曆法,如果大家上過主日學也知道猶太人的曆法一個星期有多少天?有七天,在七天裏面只有一天他們是不用工作的,那天叫做安息日
[00:10:55.000 --> 00:11:13.000]  猶太人的曆法的計算就是由日落至另一天的日落之前,就是這樣計算一天的時間,所以耶穌當他提及到他要在第三天復活
[00:11:14.000 --> 00:11:27.000]  過了,其實有些人計算,其實是由星期五的晚上到星期日這個時間,是不是足三天?不是三個二十四小時,不是,是第三天復活
[00:11:28.000 --> 00:11:47.000]  而在這裏所記載的過了六天,其實就告訴我們知道,耶穌是帶著門徒經過了六天的工作之後,去到這個禮拜的安息日的日子,來跟門徒進行一個特別的訓練
[00:11:54.000 --> 00:12:09.000]  這六天裏面作了什麼功呢?其實前面,或者之後也會介紹到,原來門徒會出去被差派傳道的,傳道傳承怎樣呢?下個禮拜或者下一課我們會講的
[00:12:10.000 --> 00:12:28.000]  不過六天,然後一個安息日,我們就會開始發現到有一個特點在耶穌的侍奉裏面,原來耶穌很多的事情是在安息日裏面去跟門徒做的
[00:12:29.000 --> 00:12:45.000]  這一點我相信很多弟兄姊妹未必會讀聖經的時候會留意到,你從今天開始留意一下,耶穌很多時候跟門徒一起作功的日子記載,都是在安息日的裏面去做的
[00:12:46.000 --> 00:13:05.000]  我給大家舉一些例子給大家看一下,在馬太福音第十二章第八節裏面,耶穌是在安息日的日子,跟門徒一起往去會堂的當中,然後走過墨田
[00:13:06.000 --> 00:13:16.000]  然後就被法尼塞人指證他,這些門徒為什麼在墨田走過的時候肚子餓,就撕一些墨水來吃
[00:13:17.000 --> 00:13:36.000]  然後耶穌在第十二章面對完這件事之後,就進入到會堂的時候,就在會堂的入口處就見到有一個守夫毀了的人
[00:13:37.000 --> 00:13:57.000]  然後怎樣呢,耶穌在那裏,大家回去看那段經文,耶穌在那裏醫好了守夫肝的人,除此之外其實大家有沒有留意到,耶穌死和埋葬也是在安息日的時間發生
[00:13:58.000 --> 00:14:08.000]  遲些主要學會說死亡,或者死後人的靈魂是否人死如燈滅等等這些題目,我希望大家有興趣聽
[00:14:08.000 --> 00:14:15.000]  但是通常在安息日裏面是不會進行任何安葬的活動的
[00:14:15.000 --> 00:14:25.000]  在這裏就反映了一件事件給我們知道,我們的主是安息日的主
[00:14:26.000 --> 00:14:40.000]  而安息日的目的是什麼呢,我們回到創世紀的時候,安息日是原來用來是人和神之間一起的約會時間
[00:14:40.000 --> 00:14:49.000]  所以安息日是為人去親近上帝而預備的日子來的
[00:14:50.000 --> 00:14:56.000]  我們現在不是討論究竟是否星期六,星期五,星期六,還是星期一的問題,現在不是討論這個問題
[00:14:56.000 --> 00:15:09.000]  不過我們可以看見,安息日其實是很多時候耶穌用來同門徒最親近的時間,並且作弓的時候
[00:15:10.000 --> 00:15:22.000]  另外一個特點,在這段聖經也有直接關連的,關乎於在山的上面,跟著耶穌有一個變相的現象,我們一會兒會去看
[00:15:22.000 --> 00:15:33.000]  在當中他們會見到另外兩個人物,這兩個人物是誰呢,摩西和以利亞
[00:15:34.000 --> 00:15:43.000]  其實這段聖經有一個背景,我們是需要了解的
[00:15:43.000 --> 00:15:55.000]  這段聖經其實是耶穌特地選擇這一天去登山變相,是回應在出埃及記第24章第16節裡面
[00:15:56.000 --> 00:16:16.000]  說到摩西上到西雷山的第六天,然後有雲彩蓋著山,然後有主的榮耀居間其中,這個圖像
[00:16:17.000 --> 00:16:27.000]  大家自己回去看,我講到的時間不跟大家翻太多聖經了,在這個現象裡面我們會見到
[00:16:27.000 --> 00:16:38.000]  摩西包括有阿倫、那答、阿比乎一起開始上山去遇見主的呼召
[00:16:39.000 --> 00:16:47.000]  並且有長老,以色列人的長老,七十個人一起去邁向西雷山
[00:16:47.000 --> 00:16:59.000]  當然最後就只有一個人上去見上帝,那個就是摩西,在山上摩西直接見到耶和華
[00:17:00.000 --> 00:17:09.000]  在這段聖經其實有這個背景,告訴我們知道耶穌特地選擇安息日的日子
[00:17:09.000 --> 00:17:16.000]  帶著祂最親近的其中三個門徒,剛剛地上到高山
[00:17:17.000 --> 00:17:30.000]  有很多人就研究,究竟這個山是哪個山呢?有很多人的研究就是說這個山應該可能是剛剛我們講過耶穌和門徒去過的黑門山
[00:17:31.000 --> 00:17:49.000]  第十六章,第十三節,談論到埃撒尼亞、菲臘比、塞斯拉雅、菲律賓,那個山頂,黑門山,又或者另一個可能性就是這個山是指到稱之為莫蘭山(Mount Meron)
[00:17:50.000 --> 00:18:11.000]  是處於尼巴嫩山脈的最南端,尼巴嫩的山脈是在加利利海東北的地方開始,一路向西北的地方延展到東北方向的山脈
[00:18:12.000 --> 00:18:29.000]  究竟是哪個山脈?不重要,因為我們根本也很難考究究竟是哪個山脈,但是耶穌帶著門徒,暗暗地,其實這個字眼暗暗地這個字眼不是這裡第一次出現的了
[00:18:30.000 --> 00:18:45.000]  第十四章,第十三節,十七章的第一節我們這裡所說,都用到這個暗暗地的陳述,是描述到耶穌基督有的時候有一些私下的活動
[00:18:46.000 --> 00:19:05.000]  或者甚至是指個人的一些祈禱的時間,來去理解上帝的心思意念,來到這段聖經,當我們看見這幫人一起和耶穌暗暗地上去這個山上面之後
[00:19:06.000 --> 00:19:21.000]  耶穌就在他們面前變了樣,變成怎樣樣?那個形象是念面明亮如日頭,衣裳潔白如光
[00:19:22.000 --> 00:19:41.000]  這個描述和昔日摩西見完上帝之後從山上面走下來的情況是一模一樣的,大家可以參考埃及記第三十四章,第二十九至三十五節
[00:19:42.000 --> 00:19:54.000]  耶穌的面貌的改變和摩西的面貌改變是類同的
[00:19:55.000 --> 00:20:16.000]  來到這裏應該開始有一個問題了,那耶穌是不是摩西?也是類同的,那耶穌是不是翻生摩西?來到這裏你曉問這個問題呢?
[00:20:17.000 --> 00:20:30.000]  回到之前第十六章,當耶穌和門徒在愛薩利亞、菲勒比的時候,耶穌問了門徒一條問題
[00:20:31.000 --> 00:20:56.000]  第十六章十三節這樣說:人說我,人指是誰?我們看看這班門徒怎麼回答,有人說你是斯洗約翰,有人說你是以利亞,又說你是耶利米或先知裏面的其中一位
[00:21:00.000 --> 00:21:11.000]  很多人原來對耶穌的理解都是模模糊糊的,作自己的詮釋,作自己的演繹
[00:21:12.000 --> 00:21:32.000]  耶穌來到這段聖經說給這班門徒知道,我多過這班人的演繹,這裏有沒有摩西?沒有摩西,耶穌說給這班門徒聽,我的身份多過你們一般人的詮釋
[00:21:34.000 --> 00:21:45.000]  在這裏用這個形象告訴他們,摩西的形象很像耶穌,這班門徒就開始想到一件事,耶穌是不是摩西呢?
[00:21:49.000 --> 00:22:08.000]  我們先看看,當耶穌的面亮如日頭,衣常潔白如光,很像摩西的時候,但這裏再說多一件事,有摩西以利亞向他們顯然,跟耶穌說話
[00:22:09.000 --> 00:22:21.000]  當這句說話描述給我們知道的時候,我們就可以看到,耶穌不單好似這班門徒可能理解到耶穌是不是摩西
[00:22:21.000 --> 00:22:34.000]  耶穌不是摩西,更加不是你們一直以為的以利亞,好似一般人所看的先知裏面其中一位
[00:22:36.000 --> 00:22:50.000]  因為這兩個人走出來跟耶穌說話,如果耶穌是摩西,如果耶穌是以利亞,就不會有這兩個人出現跟祂說話
[00:22:50.000 --> 00:23:04.000]  所以馬太福因為記載是很清楚實際上去勾畫給我們知道,耶穌不單好似摩西,而且耶穌更聖過摩西,更聖過以利亞
[00:23:05.000 --> 00:23:16.000]  這個記載是回應在先前我們所看到的普及的人的介紹,其實都不理解到耶穌真正的現象
[00:23:16.000 --> 00:23:26.000]  唯一一個門徒耶穌說了祂的真正身份的那個就叫彼得,彼得說耶穌是什麽東西,祂是基督
[00:23:27.000 --> 00:23:35.000]  基督就不是摩西,基督就不單只是先知裏面一位,更加不是施洗約翰
[00:23:37.000 --> 00:23:57.000]  因此從這段聖經裏面,首要告訴我們的事情就是,耶穌藉著登山變象,叫門徒留心看,耶穌基督是超越過所有世人的理解
[00:23:58.000 --> 00:24:11.000]  唯一一個準確理解的就是彼得,不過剛剛彼得做了一件什麽事情,彼得阻止耶穌死在十字架上第三天復活
[00:24:12.000 --> 00:24:32.000]  我們上文已經講過,耶穌不是罵彼得,是一隻魔鬼,記不記得,還記不記得為什麽,耶穌說彼得是不是魔鬼,不是,他說撒旦退去吧,這個撒旦沒有了一個definite article,不是一個專有名詞告訴我們知道
[00:24:33.000 --> 00:24:43.000]  不是指舊約的那個撒旦,是指好像撒旦那樣思維的時間的彼得,退回去後面跟著我做
[00:24:43.000 --> 00:24:55.000]  在司徒openly,在公眾場合裏面,大家有一個學習的機會,討論認識主的真正身份
[00:24:58.000 --> 00:25:15.000]  就好像我們在神學院一樣,我不知道一般大家的理解神學院是怎麽讀,一般人的理解讀書就是很簡單,老師就在這裏,然後就將所有東西講給你聽,跟著你背熟它,跟著考試
[00:25:18.000 --> 00:25:32.000]  我在神學院讀書,特別我讀到研究院的時候,其實老師進來不是教書,老師進來做什麽,是聽我們教書
[00:25:34.000 --> 00:25:49.000]  我在讀神學院的時候,其實最辛苦的那幾年就是我讀研究院的時候,每一堂你回去都是戰戰兢兢的
[00:25:50.000 --> 00:26:13.000]  因為你要向一個對那個題目很熟悉的人,講一些你剛剛讀到的東西回來,教給他聽,然後在課堂裏面,他就會點出你講的東西,對的地方,值得學的地方,或者有些地方他有疑問的,他會問你的
[00:26:15.000 --> 00:26:26.000]  那你就死了,那一刻就會覺得用廣東話,那一刻很貧能,死了老師找到我們的錯處了,其實我們讀書的時候最初都是這樣想的
[00:26:26.000 --> 00:26:41.000]  但後來我發覺原來老師其實不是,他好像跟我們同平輩的關係,跟我們去討論學習研究聖經,耶穌其實跟門徒的關係是這樣的
[00:26:42.000 --> 00:27:01.000]  所以當彼得被耶穌說撒旦退我後邊去吧,其實是叫彼得回來跟從我去學習,來到這段聖經,耶穌就要讓這幾個門徒三個留心看
[00:27:02.000 --> 00:27:17.000]  我不是單純如一般人所看的摩西或者伊利亞,我是勝過他們,還有馬太福音記載的陳述請大家留意
[00:27:18.000 --> 00:27:41.000]  忽然有摩西和伊利亞向他們顯現同耶穌說話,這個同耶穌說話的介紹是講到這兩個人物摩西和伊利亞是主動來朝見耶穌基督的一個陳述
[00:27:42.000 --> 00:27:54.000]  所以當我們從這個描述,耶穌登山變象,我們會看見一個很特別的在屬靈上的關係
[00:27:55.000 --> 00:28:12.000]  耶穌和以色列人所認定的一貫的領袖摩西和伊利亞,好像君王來朝見他的大神來一起討論神國的事一樣
[00:28:13.000 --> 00:28:33.000]  當我們看到這段聖經的時候,我們就很多時候用了一些傳統的想法,耶穌你看我們的主多重要,他來到帶著三個他最親密的內圈的信徒
[00:28:34.000 --> 00:28:53.000]  然後靜悄悄地給他們看一些厲害的景象,讓他們比較興奮一點,因為當他們聽見耶穌要死的時候,他們真的不是很開心,很低落
[00:28:54.000 --> 00:29:11.000]  就給他們看一些好東西,刺激他們的靈性,有些教會是這樣詮釋這段聖經的,並且告訴我們知道這三個門徒在這個時候藉著這個機會,更加證明我和耶穌基督的關係有多親密
[00:29:12.000 --> 00:29:34.000]  於是就用了一個這樣的解說,來講到好像有這個運用,就是什麼運用呢?Application,於是我們就要爭取成為這三個門徒的身份親近上帝,成為內圈的信徒
[00:29:35.000 --> 00:29:58.000]  曾經在教會裡面有一個這樣的理論,耶穌的十二個門徒當中有內圈三人,然後再有外圈的八人,還有一個完全不在圈裡面的一人,那個叫做加內人猶大,十二個
[00:29:59.000 --> 00:30:10.000]  所以我們做基督徒,我們要爭取要成為耶穌最內圈的人,不要做那個不信主的加內人猶大,出賣耶穌那個,不要啊
[00:30:11.000 --> 00:30:33.000]  聽到有幾盒邏輯,當你如果寫了在你的筆記的時候,你再畫個大交叉下去,這是錯的理解,這段聖經不是叫我們要爭取成為一個耶穌特別親近一點的信徒,每個屬神的接聞其實都應該是親近上帝的
[00:30:34.000 --> 00:30:50.000]  但是馬太在這段聖經裡面的記載是要告訴我們,甚至告訴所有世界的人知道,其實你們是基於什麼去認識耶穌基督?神蹟?歧視?現象好像使你覺得很興奮?
[00:30:51.000 --> 00:31:08.000]  我們是用這種心態來信耶穌的,我有榮幸可以成為一份子,上山上可以見到耶穌一份子了,他顯出神聖的現象了,所以我神聖一點,對不起
[00:31:09.000 --> 00:31:30.000]  馬太正正就是要告訴我們,我們是不是用這種思想去親近上帝?用這種思想去相信上帝?如果你是用這種信主的方式的話,我可以簡單的說,信耶穌你如果用一個單純主觀的感覺去相信,我們這一輩子都信不了
[00:31:31.000 --> 00:31:40.000]  就算你每天回教會,每天去參加教會的崇拜,每天去查經班,都不是等同於信主
[00:31:40.000 --> 00:31:58.000]  信主是以聖經為一個客觀的標準,去平衡我們有的時候在信仰上面一種主觀願望的一種相信
[00:31:59.000 --> 00:32:14.000]  藉此去平衡他,耶穌說了給門徒聽,你要來跟從我做什麼事?聽我的說話,不是來搞什麼神蹟奇事
[00:32:15.000 --> 00:32:33.000]  那你說要帶他上去看這些東西,那你一會兒再下去看看,那你就會開始明白多一點點,但是從這段聖經裡面,耶穌特地帶這班門徒上去,看起來好像你們很興奮,來了,我告訴你你的興奮是怎麼錯
[00:32:34.000 --> 00:32:53.000]  第二部份,從第四節至第八節,屬神的子民,或者教會,聽命於主的命,是整個信仰的中心,而不是將教會塑造成為一個宗教興奮的俱樂部
[00:32:54.000 --> 00:33:12.000]  那我們一齊看看,我們一齊打開這段聖經,從第四節讀到第八節,看看耶穌顯現完之後,又怎樣去回應其中一個很積極的彼得
[00:33:13.000 --> 00:33:31.000]  那我們一齊讀,第四節至第八節,彼得對耶穌說,主啊,我們在這裡真好,你若願意,我就在這裡搭三座棚,一座為你,一座為摩西,一座為以利亞
[00:33:32.000 --> 00:33:47.000]  說話之間忽然有一朵光明的雲彩遮蓋他們,且有聲音從雲彩裡出來,說:這是我的愛子,我所喜歡的,你們要聽他
[00:33:48.000 --> 00:34:04.000]  門徒聽見,就撫服在地,極其害怕,耶穌進前來,摸他們說,起來,不要害怕,他們舉目不見一人,只見耶穌在那裡
[00:34:05.000 --> 00:34:22.000]  給他們燈,剛剛才讓耶穌說,請跟著跟著,這位門徒就很積極,積極到一個地步
[00:34:23.000 --> 00:34:39.000]  這情況真棒,有沒有留意,怎麼說,主啊,我們在這裡真好,有兩樣東西他很強調,在這裡,真好
[00:34:40.000 --> 00:34:55.000]  在這裡建一間教會真好,真棒,你們顯現了,耶穌顯現神聖,如果這樣做有什麼好處,肯定下次運來
[00:34:56.000 --> 00:35:17.000]  早幾年前我在巴黎侍奉的時候,法國巴黎,有些大兄姊妹就跟我說,牧師,師母會來探望你,我說,是,會來一個星期,通常師母都會來一個星期探望我,因為她要工作
[00:35:18.000 --> 00:35:38.000]  她說,那你打算去哪裏玩,我說,去哪裏玩,其實都很難玩,其實因為,說真的,那些時間已經差不多了,其實我去侍奉的時候,其實三個月,每個主日,每一天,其實已經有個時間表,已經適合做什麼,說什麼都做好了
[00:35:39.000 --> 00:36:04.000]  她說,沒有,我沒打算去哪裏玩,大家知不知道法國好不好玩,法國巴黎,當然好玩,其實我挺喜歡歐洲的環境,很多文化,我很喜歡文化的東西,我去的不是大家太喜歡,主流喜歡去看的東西,博物館,很多人不喜歡
[00:36:05.000 --> 00:36:30.000]  她說,不如帶師母去看看博物館,巴黎這麼多博物館,她說,博物館,隨時都有得看,去看些特別的,有個姊妹就建議我去法國的南部一個地方,去朝聖,歐洲很多朝聖的
[00:36:31.000 --> 00:36:52.000]  有天主教的地方就有很多朝聖的東西,她說,那裏有一個山洞很特別的,那個山洞很多人進去,推輪椅進,走路出的,那裏聽聞有很大的神蹟,經常在那裏發生的,牧師你不如帶師母去看看吧
[00:36:57.000 --> 00:37:06.000]  連基督徒都叫牧師去看那個天主教的神蹟,這裏真好啊
[00:37:07.000 --> 00:37:36.000]  你問我那個地方是什麼,我其實沒有心思,因為我沒有心去,但是大英姊妹,彼得就是這樣的信仰,這裏真好啊,反正我們現在有個Club,三人行,加上摩西和以利亞,三人加上耶穌四個,再加上兩個,六個人
[00:37:37.000 --> 00:38:00.000]  不錯啊,不過六個人都是男士,沒有會沒份搞,不過也很棒啊,我為你怎樣做啊,看一下,看著她,建堂啊,他們搞,耶穌如果你願意,我,留意,我就在這裏,搭三座棚
[00:38:01.000 --> 00:38:10.000]  即是,一座為你,一座為摩西,一座為以利亞
[00:38:14.000 --> 00:38:35.000]  我不知道他想怎樣,這裏這麼棒,那你為何要建三座棚,建就建一間教堂,棚是什麼來的,主義學班的主義學的學員,棚是用來做什麼的,臨時的啊
[00:38:39.000 --> 00:38:59.000]  彼得想事情真是很衝動的,想起什麼就說,衝動到說謊,遲些我會說,說謊不只是在三次不認主義那裏,彼得很多時候會說謊
[00:39:00.000 --> 00:39:24.000]  不過在這裏為你搭三座棚,讓你們在這裏舒服一下,鄧小姐妹,很多時候教會很喜歡搞這些建堂啊,搞得它靚靚的,又有人會來,舒服一下嘛
[00:39:27.000 --> 00:39:41.000]  誰會來以馬來還朕信會,要招行萬策的,很煩的嘛,最好進來,彩色玻璃,陽光曬進來,哇,很神聖的現象
[00:39:42.000 --> 00:40:01.000]  然後怎樣,穿上很漂亮的神職人員,有一套牧師袍,師班要有師袍,然後走進來,然後唱歌給你聽,然後用一把很慈善的聲音講道給你聽,哇,那你就覺得很神聖啊,好像耶穌在顯靈一樣
[00:40:01.000 --> 00:40:11.000]  我以前回過一間大教會,那間大教會真是用彩色玻璃的,聽聞作為一些弟兄姊妹捐獻,特地要弄彩色玻璃
[00:40:12.000 --> 00:40:27.000]  有一次有個姊妹跟我說,哇,進來我們教會真開心,把陽光射進來的時候,在主人崇拜,那些彩色玻璃投影在每一個弟兄姊妹身上,特別投影在港台上,好像上帝顯靈一樣
[00:40:31.000 --> 00:40:58.000]  耶穌刻意向著門徒公開地去顯現,目的是什麼? 將自己顯明給人知道,但是彼得的做法就是要將耶穌,摩西和以利亞,將他們鑲在一個櫥窗裡面,隱蔽在這個棚屋當中,讓他們舒服一下
[00:41:02.000 --> 00:41:18.000]  弟兄姊妹,難怪有些人覺得教會經常好像一個小圈子一樣,難怪,因為教會的人在教會的建造過程當中,就好像將教會變成一個小圈子,一個宗教的俱樂部一樣
[00:41:18.000 --> 00:41:38.000]  你回到這裏,大家可以享受一連串,由宗教帶來的那種舒暢感,倘若有人回教會,不是因為這樣,還說這種做法是不對的時候,就會成為眾矢之的,快些趕他走
[00:41:39.000 --> 00:42:06.000]  教會應該開心的,大家覺得自己很神聖,彼得就是這樣的思想,他要為耶穌,摩西,以利亞和他們三個人,組織一個很開心的宗教的俱樂部,治愈一番
[00:42:06.000 --> 00:42:27.000]  但就在這個時候,我們看回聖經,在這個時候發生什麼事呢?當彼得說話之間,他在說的時候,忽然有一朵光明的雲彩遮蓋他們,且有聲音從雲裏出來
[00:42:27.000 --> 00:42:50.000]  當我們看回這個陳述的時候,很自然地我們馬上會想起馬太福音第三章第十七節,耶穌受浸的時候,從水走出來那一刻,那個形態就是這樣
[00:42:50.000 --> 00:43:05.000]  而在那個時候,同樣在那個情況之下,有把聲音出來,我們一起回到馬太福音第三章十七節,看看那段經文說些什麼,記載著些什麼給我們看,好嗎?
[00:43:05.000 --> 00:43:22.000]  馬太福音第三章第十三節,我們從第十三節開始看,第十七節,找到之後我們一起讀
[00:43:35.000 --> 00:43:50.000]  耶穌回答說,我當受你的洗,你返島上來,我者裡來嗎?耶穌回答說,你暫且許我,因為我,你當者,讓盡諸般的義
