
[00:00:00.000 --> 00:00:06.120]  保羅的《羅馬書》是一本頗長的新約經卷
[00:03:05.080 --> 00:03:08.320]  他由哥倫多去耶路撒冷
[00:03:08.320 --> 00:03:12.560]  要坐的大概是800英里的航程
[00:03:12.560 --> 00:03:17.560]  接著再由耶路撒冷去羅馬 大概是1500英里
[00:03:17.560 --> 00:03:22.520]  接著再由羅馬去西班牙 又是另外800英里
[00:03:22.520 --> 00:03:26.200]  如果他直接去羅馬 接著再去西班牙
[00:03:26.200 --> 00:03:30.600]  其實他是省了一半的路程
[00:03:30.600 --> 00:03:36.160]  但是保羅願意花時間 花精力 甚至是冒死
[00:03:36.160 --> 00:03:39.040]  因為當時你要去這麼遠的航程
[00:03:39.040 --> 00:03:42.920]  其實是真的要用一條命來搏的
[00:03:42.920 --> 00:03:46.960]  因為他沒辦法放下這三個地方
[00:03:46.960 --> 00:03:51.280]  任何一間的教會
[00:03:51.280 --> 00:03:53.520]  今天我們那段聖經告訴我們
[00:03:53.520 --> 00:03:57.080]  保羅心是耶路撒冷 心是耶誌
[00:03:57.080 --> 00:04:00.360]  他心是他本族的信徒
[00:04:00.360 --> 00:04:02.880]  但是他也心是羅馬
[00:04:02.880 --> 00:04:05.800]  他心是他對愛邦人的使命
[00:04:05.800 --> 00:04:07.640]  最後他心是異邦
[00:04:07.640 --> 00:04:13.000]  他心是那些還沒聽到福音 還沒得知民
[00:04:13.000 --> 00:04:17.320]  當你看完三個地方 三個教會
[00:04:17.320 --> 00:04:18.960]  保羅對他們的負擔的時候
[00:04:18.960 --> 00:04:24.400]  你發現保羅最後是心是與耶穌基督的福音
[00:04:24.400 --> 00:04:27.000]  我今晚想和你一起去看
[00:04:27.000 --> 00:04:31.320]  保羅對上帝福音的熱誠
[00:04:31.320 --> 00:04:33.400]  因為這個熱誠
[00:04:33.400 --> 00:04:38.360]  所以讓他有這個夢想之旅西遊記
[00:04:38.360 --> 00:04:41.360]  他為著耶穌基督的緣故
[00:04:41.360 --> 00:04:46.520]  將要奉上他的一生
[00:04:46.520 --> 00:04:49.040]  他的一切
[00:04:49.040 --> 00:04:51.640]  首先保羅心是耶誌
[00:04:51.640 --> 00:04:54.360]  羅馬書第十五章第二十五節這樣說
[00:04:54.360 --> 00:04:57.400]  他說如今我要到耶路撒冷去
[00:04:57.400 --> 00:04:59.360]  供應聖徒的需要
[00:04:59.360 --> 00:05:04.360]  因為馬其頓和阿該亞人樂意籌出一些捐款
[00:05:04.360 --> 00:05:08.600]  給耶路撒冷聖徒中的窮人
[00:05:08.600 --> 00:05:11.520]  保羅說他第一個目的地是耶路撒冷
[00:05:11.520 --> 00:05:14.040]  他去耶路撒冷是要將一些
[00:05:14.040 --> 00:05:17.200]  外邦教會捐助的款項
[00:05:17.200 --> 00:05:20.560]  帶到猶太信徒當中
[00:05:20.560 --> 00:05:24.240]  所以我們今天說保羅是跨境行善
[00:05:24.240 --> 00:05:25.480]  一點都沒有錯的
[00:05:25.480 --> 00:05:28.120]  他要跨很多的警方
[00:05:28.120 --> 00:05:33.280]  以至他可以將這些款項帶到耶路撒冷
[00:05:33.280 --> 00:05:38.320]  不過如果你覺得保羅所做的就是要救濟窮人
[00:05:38.320 --> 00:05:40.600]  是救濟窮人這些善行的話
[00:05:40.600 --> 00:05:43.680]  那我想你就大錯特錯
[00:05:43.680 --> 00:05:45.280]  如果你熟悉《新約聖經》的時候
[00:05:45.280 --> 00:05:49.520]  你知道在保羅第三次的宣教旅程裡
[00:05:49.520 --> 00:05:54.320]  保羅不斷在收外邦教會的款項
[00:05:54.320 --> 00:05:59.360]  他刻意地有一個關鍵的任務
[00:05:59.360 --> 00:06:05.920]  就是要將這些款項親自帶回耶路撒冷
[00:06:05.920 --> 00:06:10.600]  簡單來說保羅真正的目的不是行善
[00:06:10.600 --> 00:06:15.160]  而是要確保初期教會在耶穌基督裡面合一
[00:06:15.160 --> 00:06:19.360]  保羅很擔心外邦教會和猶太教會的關係
[00:06:19.360 --> 00:06:22.000]  保羅不要這個世界有兩個教會
[00:06:22.000 --> 00:06:24.360]  保羅要這個世界有一個教會
[00:06:24.360 --> 00:06:31.800]  保羅要外邦的信徒和猶太的信徒在主裡面
[00:06:31.800 --> 00:06:35.800]  完全地合一
[00:06:35.800 --> 00:06:39.040]  如果你過去有聽過
[00:06:39.040 --> 00:06:41.840]  我講羅馬書第十四章第十五章的時候
[00:06:41.840 --> 00:06:45.400]  你就明白當中的道理
[00:06:45.400 --> 00:06:47.520]  在羅馬書十四十五章裡面
[00:06:47.520 --> 00:06:51.440]  保羅在整本羅馬書裡面用了1.5章聖經
[00:06:51.440 --> 00:06:56.240]  去解決一個強者與弱者的分歧
[00:06:56.240 --> 00:06:57.880]  這個所謂的強者與弱者
[00:06:57.880 --> 00:07:00.160]  如果你記得我的兩篇道
[00:07:00.160 --> 00:07:03.320]  不是在講一些很愛主的人和一些不愛主的人
[00:07:03.320 --> 00:07:06.160]  而是雙方都是愛主的
[00:07:06.160 --> 00:07:10.160]  只不過一方面知道他們不需要再守舊約的禮儀
[00:07:10.160 --> 00:07:13.760]  而另一方面還是覺得他們要守舊約的禮儀
[00:07:13.760 --> 00:07:20.200]  簡單來說有一點像外邦的教會和猶太的教會
[00:07:20.200 --> 00:07:25.680]  而保羅不斷地呼籲他們要在主裡面合一
[00:07:25.680 --> 00:07:30.360]  於是現在為什麼保羅要把那些捐款帶去耶路撒冷
[00:07:30.360 --> 00:07:31.480]  也是同一個理由
[00:07:31.480 --> 00:07:35.920]  他不要猶太人的教會和外邦人的教會分裂
[00:07:35.920 --> 00:07:39.640]  他要他們在主裡面合一
[00:07:39.640 --> 00:07:41.400]  但如果你記得我的兩篇道
[00:07:41.400 --> 00:07:43.320]  你知道我很強調一樣東西
[00:07:43.320 --> 00:07:47.720]  就是保羅要的不是為合一而合一
[00:07:47.720 --> 00:07:51.840]  保羅真的要他們為使命而合一
[00:07:51.840 --> 00:07:54.560]  保羅要他們在主裡面合一
[00:07:54.560 --> 00:07:58.280]  以致他們可以一同忍受苦難
[00:07:58.280 --> 00:08:01.080]  為福音的緣故忍受苦難
[00:08:01.080 --> 00:08:08.880]  接著他們要一起將福音傳到地界
[00:08:08.880 --> 00:08:13.960]  保羅的合一意象不是出於他自己
[00:08:13.960 --> 00:08:16.080]  而是出於主耶穌基督
[00:08:16.080 --> 00:08:19.400]  如果你記得在主耶穌基督未上十字架之前
[00:08:19.400 --> 00:08:22.160]  在約翰福音第十七章
[00:08:22.160 --> 00:08:24.120]  耶穌做了一個祈禱
[00:08:24.120 --> 00:08:28.200]  通常我們說耶穌作了一個合而為一的祈禱
[00:08:28.200 --> 00:08:29.440]  作了一個合一的祈禱
[00:08:29.440 --> 00:08:30.520]  但如果你看清楚一點
[00:08:30.520 --> 00:08:33.040]  你會發覺耶穌不是做了一個合一的祈禱
[00:08:33.040 --> 00:08:36.640]  是做了一個使命的祈禱
[00:08:36.640 --> 00:08:39.560]  為什麼耶穌祈禱他們要合一?
[00:08:39.560 --> 00:08:44.800]  因為耶穌有一個使命要給他的信徒
[00:08:44.800 --> 00:08:47.480]  約翰福音第十七章第十一節這樣說
[00:08:47.480 --> 00:08:52.200]  聖父說保守他們使他們合而為一
[00:08:52.200 --> 00:08:53.520]  為什麼要合而為一?
[00:08:53.520 --> 00:08:56.240]  因為很快耶穌說我們要離開這個世界
[00:08:56.240 --> 00:08:57.960]  而當我離開這個世界之後
[00:08:57.960 --> 00:09:00.440]  這個世界會恨他們
[00:09:00.440 --> 00:09:02.560]  因為他們領受了我的道
[00:09:02.560 --> 00:09:05.560]  因為他們不屬於這個世界
[00:09:05.560 --> 00:09:07.680]  而他們要保守他們的合一
[00:09:07.680 --> 00:09:15.160]  因為他們要共同忍受為福音受苦
[00:09:15.160 --> 00:09:19.600]  然後耶穌說他們要在使命上合一
[00:09:19.600 --> 00:09:22.000]  他說你怎樣猜我到世上
[00:09:22.000 --> 00:09:26.880]  我也照樣猜他們到世上
[00:09:26.880 --> 00:09:29.800]  天父是怎樣猜耶穌離世的?
[00:09:29.800 --> 00:09:32.040]  如果你看約翰福音第一章
[00:09:32.040 --> 00:09:35.480]  你就知道光入了黑暗
[00:09:35.480 --> 00:09:38.720]  為什麼這個世界會恨護耶穌基督的門徒?
[00:09:38.720 --> 00:09:41.120]  因為他們要成為光
[00:09:41.120 --> 00:09:43.040]  他們要照耀這個世界
[00:09:43.040 --> 00:09:46.080]  而當人的罪惡被照耀出來
[00:09:46.080 --> 00:09:50.560]  當人的假神偶像被照出來的時候
[00:09:50.560 --> 00:09:56.080]  他們就會迫霸耶穌基督的門徒
[00:09:56.080 --> 00:09:57.880]  於是耶穌說你們要合一
[00:09:57.880 --> 00:10:02.080]  在合一當中一起去忍受苦難
[00:10:02.080 --> 00:10:03.280]  但是不要膽強
[00:10:03.280 --> 00:10:06.200]  我要你們在接受苦難的當中
[00:10:06.200 --> 00:10:09.920]  仍然不斷地向前
[00:10:09.920 --> 00:10:13.160]  將你的福音傳到地球
[00:10:13.160 --> 00:10:14.920]  因為主耶穌基督的教導
[00:10:14.920 --> 00:10:18.680]  所以保羅是胸懷這個普世的
[00:10:18.680 --> 00:10:20.720]  因為保羅知道耶穌基督的使命
[00:10:20.720 --> 00:10:24.960]  不是叫他在某一個地方去做光
[00:10:24.960 --> 00:10:27.720]  而是要照耀全世界
[00:10:27.720 --> 00:10:31.640]  於是保羅在《羅馬書》第十五章二十八節這樣說
[00:10:31.640 --> 00:10:34.800]  「等我辦完了這事」
[00:10:34.800 --> 00:10:37.720]  「把這筆捐款交給你們」
[00:10:37.720 --> 00:10:41.400]  「我就要路過你們羅馬去西班牙」
[00:10:41.400 --> 00:10:44.840]  保羅要去西班牙
[00:10:44.840 --> 00:10:46.560]  福音未到的地方
[00:10:46.560 --> 00:10:49.720]  因為西班牙仍然是黑暗的地方
[00:10:49.720 --> 00:10:53.800]  保羅要將光帶去西班牙
[00:10:53.800 --> 00:10:55.440]  保羅心繫耶誌
[00:10:55.440 --> 00:10:59.000]  但是保羅也是心繫異邦
[00:10:59.000 --> 00:11:02.000]  心繫那些還未得知文
[00:11:02.000 --> 00:11:06.240]  還未聽到福音的人
[00:11:06.240 --> 00:11:07.640]  但是他很貪心
[00:11:07.640 --> 00:11:11.080]  他說「我去西班牙的同時的時候」
[00:11:11.080 --> 00:11:13.440]  「我也要去你們那裡」
[00:11:13.440 --> 00:11:15.040]  「去羅馬的地方」
[00:11:15.040 --> 00:11:17.080]  保羅從來沒有去過羅馬
[00:11:17.080 --> 00:11:18.800]  但是他知道羅馬已經有一個教會
[00:11:18.800 --> 00:11:20.400]  所以他說「我不會在那裡長留」
[00:11:20.400 --> 00:11:22.160]  「不過我也要來你們那裡」
[00:11:22.160 --> 00:11:25.640]  「我要將基督豐盛的恩典」
[00:11:25.640 --> 00:11:31.200]  「和我一起帶到你們當中」
[00:11:31.200 --> 00:11:35.280]  保羅心繫羅馬
[00:11:35.280 --> 00:11:36.960]  當你讀保羅書信的時候
[00:11:36.960 --> 00:11:37.920]  你會覺得很奇怪
[00:11:37.920 --> 00:11:39.720]  保羅是一個很奇怪的人
[00:11:39.720 --> 00:11:42.040]  保羅對耶穌是絕對的尊一
[00:11:42.040 --> 00:11:44.120]  但是除此以外
[00:11:44.120 --> 00:11:46.480]  保羅很多心
[00:11:46.480 --> 00:11:48.240]  很花心
[00:11:48.240 --> 00:11:50.400]  他每一間教會都關心
[00:11:50.400 --> 00:11:54.160]  他每一間教會都有負擔
[00:11:54.160 --> 00:11:59.200]  每一間教會都要傾盡他的全力
[00:11:59.200 --> 00:12:06.600]  將福音深深的印在教會當中
[00:12:06.600 --> 00:12:15.240]  羅馬書是他寫給一間他從來沒去過的教會
[00:12:15.240 --> 00:12:17.960]  羅馬書是他的上期
[00:12:17.960 --> 00:12:19.080]  因為他很希望
[00:12:19.080 --> 00:12:21.720]  他很怕自己個人會去到羅馬
[00:12:21.720 --> 00:12:23.680]  但是他沒去到羅馬之前
[00:12:23.680 --> 00:12:27.520]  他想給他們一張上期
[00:12:27.520 --> 00:12:32.600]  於是他寫了羅馬書
[00:12:32.600 --> 00:12:34.360]  在羅馬書將要結束的時候
[00:12:34.360 --> 00:12:35.000]  保羅這樣寫
[00:12:35.000 --> 00:12:36.480]  「我的弟兄們」
[00:12:36.480 --> 00:12:38.280]  在說羅馬教會的弟兄姊妹
[00:12:38.280 --> 00:12:39.360]  「我的弟兄們」
[00:12:39.360 --> 00:12:42.880]  「我本人也深信你們自己充滿良善」
[00:12:42.880 --> 00:12:45.240]  「有各種豐富的知識」
[00:12:45.240 --> 00:12:48.000]  「也能彼此勸誡」
[00:12:48.000 --> 00:12:52.400]  有些學者覺得保羅在說些客套說話
[00:12:52.400 --> 00:12:53.920]  說什麼你都沒去過
[00:12:53.920 --> 00:12:55.840]  你不知道那些人是誰
[00:12:55.840 --> 00:12:59.200]  竟然在說好話讚他們
[00:12:59.200 --> 00:13:01.080]  但是也有聖經學者告訴我們
[00:13:01.080 --> 00:13:02.440]  當你去到第十六章
[00:13:02.440 --> 00:13:06.440]  你會看到保羅原來是認識羅馬教會很多人的
[00:13:06.440 --> 00:13:07.680]  幾十個人
[00:13:07.680 --> 00:13:12.920]  於是你發覺保羅未必是在說客套的話
[00:13:12.920 --> 00:13:19.520]  保羅真是真心聽過羅馬教會
[00:13:19.520 --> 00:13:20.760]  他們的生命
[00:13:20.760 --> 00:13:24.200]  於是保羅對羅馬教會的弟兄姊妹
[00:13:24.200 --> 00:13:27.080]  真是很讚賞
[00:13:27.080 --> 00:13:31.520]  也是因為保羅對羅馬教會的弟兄這麼讚賞
[00:13:31.520 --> 00:13:34.200]  所以在羅馬書第十二章裡面
[00:13:34.200 --> 00:13:36.080]  另一個弟兄們的句子
[00:13:36.080 --> 00:13:37.400]  你看到嗎?
[00:13:37.400 --> 00:13:38.880]  保羅怎麼說?
[00:13:38.880 --> 00:13:47.400]  保羅毫無限制地跟他們說
[00:13:47.400 --> 00:13:49.360]  他放膽去命令他們
[00:13:49.360 --> 00:13:53.400]  說你們要將身體獻上當作活祭
[00:13:53.400 --> 00:13:55.160]  去一間從來沒去過的教會
[00:13:55.160 --> 00:13:58.720]  但是保羅可以完全放膽地去命令他們
[00:13:58.720 --> 00:14:03.040]  要他們毫無保留地將身體獻上當作活祭
[00:14:03.040 --> 00:14:03.360]  為什麼?
[00:14:03.360 --> 00:14:07.760]  因為保羅對這間羅馬教會非常有信心
[00:14:07.760 --> 00:14:11.000]  正因為保羅對羅馬教會有這麼大的信任
[00:14:11.000 --> 00:14:15.720]  所以他大膽地寫羅馬書給他們
[00:14:15.720 --> 00:14:19.760]  第十五節他說:「我更大膽寫信給你們
[00:14:19.760 --> 00:14:23.320]  是要在一些事上提醒你們」
[00:14:23.320 --> 00:14:25.800]  如果你去看你自己的翻譯
[00:14:25.800 --> 00:14:28.160]  那個框框是什麼?
[00:14:28.160 --> 00:14:30.200]  「但是」
[00:14:30.200 --> 00:14:32.480]  它的意思就是前面說的那些好話
[00:14:32.480 --> 00:14:34.240]  我深信你們是良善
[00:14:34.240 --> 00:14:35.960]  深信你們有知識
[00:14:35.960 --> 00:14:37.640]  不過
[00:14:37.640 --> 00:14:39.440]  有些東西我知道你不是很好的
[00:14:39.440 --> 00:14:41.520]  於是我要寫給你
[00:14:41.520 --> 00:14:45.200]  但是這個翻譯其實不是唯一的翻譯
[00:14:45.200 --> 00:14:46.920]  在原文裡面
[00:14:46.920 --> 00:14:49.480]  這個希臘文其實是一個連接詞
[00:14:49.480 --> 00:14:50.840]  一個很普遍的連接詞
[00:14:50.840 --> 00:14:53.760]  而這個連接詞可以有很多的解法
[00:14:53.760 --> 00:14:55.960]  另外一個解法可以是這樣
[00:14:55.960 --> 00:14:58.640]  正是因為我深信你們是良善
[00:14:58.640 --> 00:15:00.360]  深信你們有知識
[00:15:00.360 --> 00:15:02.520]  深信你們彼此勸戒
[00:15:02.520 --> 00:15:06.720]  於是我更大膽寫信給你們
[00:15:06.720 --> 00:15:08.760]  為你們作福音的提醒
[00:15:08.760 --> 00:15:09.920]  你明白嗎?
[00:15:09.920 --> 00:15:12.720]  為什麼保羅可以寫羅馬書?
[00:15:12.720 --> 00:15:14.240]  為什麼保羅可以寫這個提醒?
[00:15:14.240 --> 00:15:17.840]  因為他知道他們承受得了
[00:15:17.840 --> 00:15:19.480]  如果我有時候去一間教會
[00:15:19.480 --> 00:15:20.320]  我從來沒有去過
[00:15:20.320 --> 00:15:21.680]  我可能也要問一下我的朋友
[00:15:21.680 --> 00:15:23.640]  你那間教會是怎樣的?
[00:15:23.640 --> 00:15:24.800]  如果他說不太行的話
[00:15:24.800 --> 00:15:28.360]  就是說叫我不要去到那麼盡
[00:15:28.360 --> 00:15:29.400]  但是如果說很行的話
[00:15:29.400 --> 00:15:30.760]  你那些節目很渴望的
[00:15:30.760 --> 00:15:32.240]  那你去到的話
[00:15:32.240 --> 00:15:33.280]  你不用管的了
[00:15:33.280 --> 00:15:36.360]  你放盡你的喉嚨
[00:15:36.360 --> 00:15:37.520]  去傳講上帝
[00:15:37.520 --> 00:15:40.760]  保羅可以大膽寫給他們
[00:15:40.760 --> 00:15:44.760]  因為保羅知道
[00:15:44.760 --> 00:15:48.120]  這班大兄姐妹
[00:15:48.120 --> 00:15:49.800]  是可以領受
[00:15:49.800 --> 00:15:52.600]  渴慕福音的真理
[00:15:52.600 --> 00:15:55.040]  於是他說我大膽寫信給你們
[00:15:55.040 --> 00:15:59.120]  要在一些事情上提醒
[00:15:59.120 --> 00:16:01.120]  作出提醒
[00:16:01.120 --> 00:16:02.200]  不過我要你知道
[00:16:02.200 --> 00:16:03.640]  保羅所謂的提醒
[00:16:03.640 --> 00:16:05.840]  不是一個小小的提醒
[00:16:05.840 --> 00:16:07.880]  而是一個大大的提醒
[00:16:07.880 --> 00:16:10.760]  保羅要寫的不是輕輕的提醒
[00:16:10.760 --> 00:16:12.920]  而是重重的提醒
[00:16:12.920 --> 00:16:16.920]  保羅要寫的是整全福音的提醒
[00:16:16.920 --> 00:16:18.720]  保羅的提醒是需要
[00:16:18.720 --> 00:16:21.200]  最精會神的去吸收
[00:16:21.200 --> 00:16:22.760]  保羅的提醒是需要
[00:16:22.760 --> 00:16:28.440]  全人封上當作活祭感去回應的
[00:16:28.440 --> 00:16:29.080]  你說林牧師
[00:16:29.080 --> 00:16:32.680]  保羅究竟寫了什麼提醒那麼厲害?
[00:16:32.680 --> 00:16:35.480]  保羅的提醒就是
[00:16:35.480 --> 00:16:37.600]  整本羅馬書
[00:16:37.600 --> 00:16:38.560]  整本羅馬書
[00:16:38.560 --> 00:16:39.560]  是保羅的提醒
[00:16:39.560 --> 00:16:42.560]  你知不知道?
[00:16:42.560 --> 00:16:44.760]  一間從來沒去過的教會
[00:16:44.760 --> 00:16:47.160]  他第一次寫一封信給他
[00:16:47.160 --> 00:16:49.440]  他竟然寫了羅馬書
[00:16:49.440 --> 00:16:50.480]  幾千年來
[00:16:50.480 --> 00:16:52.120]  我們現在還在讀羅馬書
[00:16:52.120 --> 00:16:54.920]  還沒讀完羅馬書
[00:16:54.920 --> 00:16:57.840]  還沒讀通羅馬書
[00:16:57.840 --> 00:16:58.640]  他說
[00:16:58.640 --> 00:17:00.240]  我人未到之前
[00:17:00.240 --> 00:17:02.720]  我想給你們小小的提醒
[00:17:02.720 --> 00:17:05.840]  這個小小的提醒是什麼?
[00:17:05.840 --> 00:17:08.720]  是整本羅馬書
[00:17:08.720 --> 00:17:10.560]  在這十六章聖經裏面
[00:17:10.560 --> 00:17:11.240]  保羅說
[00:17:11.240 --> 00:17:14.080]  上帝的意義在福音裏顯明
[00:17:14.080 --> 00:17:16.600]  什麼是福音?
[00:17:16.600 --> 00:17:20.280]  我們福音教會是福音山福屁
[00:17:20.280 --> 00:17:23.720]  保羅的福音
[00:17:23.720 --> 00:17:25.440]  是彩色的
[00:17:25.440 --> 00:17:26.720]  有不同的顏色
[00:17:26.720 --> 00:17:28.560]  好像天空一樣
[00:17:28.560 --> 00:17:32.760]  福音在上帝的憤怒裏顯明
[00:17:32.760 --> 00:17:35.920]  在上帝耶穌基督的恩典裏顯明
[00:17:35.920 --> 00:17:39.720]  在罪人被罪中釋放出來顯明
[00:17:39.720 --> 00:17:45.840]  在外邦人和猶太人合一裏顯明
[00:17:45.840 --> 00:17:51.240]  在一個人將他生命獻上活祭當中顯明
[00:17:51.240 --> 00:17:56.560]  在福音被傳到地極當中顯明
[00:17:56.560 --> 00:17:59.280]  保羅寫了一些提醒給他們
[00:17:59.280 --> 00:18:06.800]  那個提醒竟然是整本羅馬書
[00:18:06.800 --> 00:18:09.040]  我經常去不同教會講道的時候
[00:18:09.040 --> 00:18:09.680]  講完之後
[00:18:09.680 --> 00:18:10.960]  那些人通常都會跟我說
[00:18:10.960 --> 00:18:13.520]  多謝林牧師提醒
[00:18:13.520 --> 00:18:14.720]  偶然會有人說
[00:18:14.720 --> 00:18:17.440]  多謝林牧師很詳盡的提醒
[00:18:17.440 --> 00:18:19.120]  聽不聽得懂?
[00:18:19.120 --> 00:18:20.240]  即是我講得太長
[00:18:20.240 --> 00:18:22.880]  下次不要那麼長
[00:18:22.880 --> 00:18:25.320]  但是無論你怎麼比較
[00:18:25.320 --> 00:18:27.800]  我的提醒和保羅的提醒
[00:18:27.800 --> 00:18:30.600]  真的拍馬都追不上他
[00:18:30.600 --> 00:18:35.480]  保羅的提醒是重重的提醒
[00:18:35.480 --> 00:18:37.560]  大大的提醒
[00:18:37.560 --> 00:18:43.360]  整全福音的提醒
[00:18:43.360 --> 00:18:45.880]  親愛的弟兄姊妹
[00:18:45.880 --> 00:18:47.760]  我們需要提醒
[00:18:47.760 --> 00:18:49.280]  我們需要被提醒
[00:18:49.280 --> 00:18:54.400]  我們需要接受上帝重重的提醒
[00:18:54.400 --> 00:18:56.280]  大大的提醒
[00:18:56.280 --> 00:18:58.160]  不是久不久一次的提醒
[00:18:58.160 --> 00:19:02.560]  是每個禮拜持續不斷的提醒
[00:19:02.560 --> 00:19:04.640]  不是淺淺的提醒
[00:19:04.640 --> 00:19:07.560]  是深深的提醒
[00:19:07.560 --> 00:19:10.120]  不是一小塊一小塊的提醒
[00:19:10.120 --> 00:19:12.240]  是整全福音
[00:19:12.240 --> 00:19:15.240]  沉重的提醒
