
[00:00:00.000 --> 00:00:04.200]  今天跟大家分享的主題是
[00:06:13.440 --> 00:06:17.200]  但是1948年以色列復國
[00:06:17.200 --> 00:06:18.800]  距離猶大國
[00:06:18.800 --> 00:06:24.000]  即南國毀滅的日子2500年
[00:06:24.000 --> 00:06:26.640]  還不是神蹟
[00:06:26.640 --> 00:06:28.840]  上帝早在很多的經文
[00:06:28.840 --> 00:06:31.400]  在舊約的經文裡面預言
[00:06:31.400 --> 00:06:35.200]  將來一個國度會重生
[00:06:35.200 --> 00:06:36.240]  很神奇
[00:06:36.240 --> 00:06:37.560]  他們沒有問錯問題
[00:06:37.560 --> 00:06:39.680]  不過混淆了地上的國度
[00:06:39.680 --> 00:06:43.920]  和天上國度的性質
[00:06:43.920 --> 00:06:45.680]  耶穌在第七節裡面
[00:06:45.680 --> 00:06:47.200]  似乎輕輕的帶過去
[00:06:47.200 --> 00:06:48.520]  以色列國何時復國
[00:06:48.520 --> 00:06:50.600]  對你們來說似乎不重要
[00:06:50.600 --> 00:06:51.600]  都不需要知道
[00:06:51.600 --> 00:06:53.640]  然後耶穌在第八節裡面提到
[00:06:53.640 --> 00:06:55.640]  自己關心的角度
[00:06:55.640 --> 00:06:58.320]  應該都是門徒在世的時候
[00:06:58.320 --> 00:07:00.400]  所關心的角度
[00:07:00.400 --> 00:07:02.360]  亦都是歷世歷代
[00:07:02.360 --> 00:07:08.000]  稱這節經文作「普世宣教使命」
[00:07:08.000 --> 00:07:13.360]  究竟這個使命的地域範圍是什麼呢?
[00:07:13.360 --> 00:07:14.360]  耶穌指出
[00:07:14.360 --> 00:07:16.600]  這個天國事公的地域範圍
[00:07:16.600 --> 00:07:23.240]  是由這個點耶路撒冷所在的猶太省
[00:07:23.240 --> 00:07:25.480]  所謂進而擴充到
[00:07:25.480 --> 00:07:28.240]  隔離的省份是撒瑪利亞
[00:07:28.240 --> 00:07:32.560]  最後去到地極就是羅馬城
[00:07:32.560 --> 00:07:35.600]  如果以耶路撒冷為中心做出發點
[00:07:35.600 --> 00:07:39.400]  最後將方傳到首都羅馬城的話
[00:07:39.400 --> 00:07:41.720]  在方向上
[00:07:41.720 --> 00:07:43.200]  耶路撒冷在這裡
[00:07:43.200 --> 00:07:44.080]  羅馬在那裡
[00:07:44.080 --> 00:07:45.840]  這是地圖所顯示的
[00:07:45.840 --> 00:07:47.760]  在方向上
[00:07:47.760 --> 00:07:54.000]  是由東南向西北的方向發展
[00:07:54.000 --> 00:07:57.200]  東南向西北的方向發展
[00:07:57.200 --> 00:07:59.280]  根據耶路撒冷整體的記錄
[00:07:59.280 --> 00:08:01.800]  在彼得建立了第一間教會
[00:08:01.800 --> 00:08:04.880]  是猶太人教會在耶路撒冷城
[00:08:04.880 --> 00:08:06.400]  接著是肥尼
[00:08:06.400 --> 00:08:08.680]  一個叛徒肥尼很快將福音
[00:08:08.680 --> 00:08:12.480]  帶到撒瑪利亞人類的地方
[00:08:12.480 --> 00:08:17.040]  撒瑪利亞人就是以色列國亡了之後
[00:08:17.040 --> 00:08:19.160]  北國亡了之後
[00:08:19.160 --> 00:08:20.640]  跟外國人混種
[00:08:20.640 --> 00:08:23.680]  一種混血兒就是撒瑪利亞人
[00:08:23.680 --> 00:08:28.960]  即是本來是本城本族本文化的宣教
[00:08:28.960 --> 00:08:29.960]  現在突破了
[00:08:29.960 --> 00:08:32.160]  去到另一個省份
[00:08:32.160 --> 00:08:36.080]  是近文化近民族的宣教
[00:08:36.080 --> 00:08:37.200]  沒多久
[00:08:37.200 --> 00:08:39.200]  耶路撒冷教會就被迫害了
[00:08:39.200 --> 00:08:41.000]  這門徒分散到很多地方
[00:08:41.000 --> 00:08:42.920]  有些是希臘人
[00:08:42.920 --> 00:08:45.960]  說希臘話的信徒
[00:08:45.960 --> 00:08:48.160]  去到安提厄
[00:08:48.160 --> 00:08:50.160]  如果大家留意小行主的經文
[00:08:50.160 --> 00:08:52.160]  有些描述很奇怪
[00:08:52.160 --> 00:08:54.160]  可以說是有點奧秘
[00:08:54.160 --> 00:08:57.160]  耶路撒冷大受迫害
[00:08:57.160 --> 00:09:00.160]  沒有提到那些使徒做什麼
[00:09:00.160 --> 00:09:04.160]  只提到門徒四散分開
[00:09:04.160 --> 00:09:08.160]  那些門徒去到安提厄之後
[00:09:08.160 --> 00:09:10.160]  經文的描述說
[00:09:10.160 --> 00:09:13.160]  那些猶太人的門徒
[00:09:13.160 --> 00:09:17.160]  並沒有向外邦人傳福音
[00:09:17.160 --> 00:09:22.160]  沒有 他只是向自己的同胞傳福音
[00:09:22.160 --> 00:09:25.160]  但是說希臘話的門徒
[00:09:25.160 --> 00:09:28.160]  就向希臘人傳福音
[00:09:28.160 --> 00:09:31.160]  建立了一個外邦人教會
[00:09:31.160 --> 00:09:34.160]  就是安提厄教會
[00:09:34.160 --> 00:09:37.160]  安提厄教會成熟之後
[00:09:37.160 --> 00:09:40.160]  一連三次派保羅去到小亞細亞
[00:09:40.160 --> 00:09:41.160]  小亞細亞就是今天土耳其
[00:09:41.160 --> 00:09:44.160]  包括愛琴海就去到希臘
[00:09:44.160 --> 00:09:46.160]  去建立很多的教會
[00:09:46.160 --> 00:09:48.160]  三次行程基本上就是
[00:09:48.160 --> 00:09:50.160]  建立教會和探訪教會
[00:09:50.160 --> 00:09:53.160]  建立他們 設立一些制度
[00:09:53.160 --> 00:09:55.160]  訓練他們成熟
[00:09:55.160 --> 00:09:57.160]  裝備他們侍奉
[00:09:57.160 --> 00:09:59.160]  最後保羅是帶著枷鎖
[00:09:59.160 --> 00:10:02.160]  將福音帶到羅馬城
[00:10:02.160 --> 00:10:04.160]  所以整個小行傳的記載
[00:10:04.160 --> 00:10:07.160]  和這裡所說第一章八節
[00:10:07.160 --> 00:10:09.160]  福音發展的方向
[00:10:09.160 --> 00:10:14.160]  或者宣教使命是一致的
[00:10:14.160 --> 00:10:16.160]  剛才也提到一些
[00:10:16.160 --> 00:10:19.160]  傳福音經過的地方
[00:10:19.160 --> 00:10:22.160]  基本上都是地中海
[00:10:22.160 --> 00:10:24.160]  沿岸的地方
[00:10:24.160 --> 00:10:27.160]  當時地中海地域周圍很多地方
[00:10:27.160 --> 00:10:31.160]  都在羅馬帝國統治之下
[00:10:31.160 --> 00:10:34.160]  一個很大的帝國
[00:10:34.160 --> 00:10:37.160]  領土有人估計
[00:10:37.160 --> 00:10:39.160]  沒有辦法正確估計
[00:10:39.160 --> 00:10:43.160]  大概有三百萬平方公里
[00:10:43.160 --> 00:10:46.160]  這些數字是很抽象的
[00:10:46.160 --> 00:10:48.160]  就計算一下
[00:10:48.160 --> 00:10:50.160]  有人說我十天八天
[00:10:50.160 --> 00:10:52.160]  走遍整個台灣
[00:10:52.160 --> 00:10:54.160]  說笑甚麼 走不到
[00:10:54.160 --> 00:10:56.160]  單車也勉強
[00:10:56.160 --> 00:10:58.160]  環島而已
[00:10:58.160 --> 00:11:02.160]  台灣只是三萬六千平方
[00:11:02.160 --> 00:11:06.160]  三百萬平方公里很大
[00:11:06.160 --> 00:11:10.160]  中國有九百六十萬平方公里
[00:11:10.160 --> 00:11:12.160]  任何一個中國人
[00:11:12.160 --> 00:11:14.160]  沒有辦法一生
[00:11:14.160 --> 00:11:16.160]  去遍中國任何一個地方
[00:11:16.160 --> 00:11:18.160]  城市
[00:11:18.160 --> 00:11:19.160]  不可能
[00:11:19.160 --> 00:11:21.160]  太大了
[00:11:21.160 --> 00:11:24.160]  美國只有九百三十萬平方
[00:11:24.160 --> 00:11:26.160]  加上阿拉斯加
[00:11:26.160 --> 00:11:29.160]  美國人也沒有辦法去遍全個美國
[00:11:29.160 --> 00:11:32.160]  坐飛機
[00:11:32.160 --> 00:11:34.160]  在所羅門時代所建立的
[00:11:34.160 --> 00:11:36.160]  以色列國的領土
[00:11:36.160 --> 00:11:39.160]  只有三萬平方公里
[00:11:39.160 --> 00:11:42.160]  比台灣小
[00:11:42.160 --> 00:11:44.160]  當時猶太人的門徒
[00:11:44.160 --> 00:11:45.160]  關心的是
[00:11:45.160 --> 00:11:47.160]  我們三萬平方公里的國家
[00:11:47.160 --> 00:11:49.160]  何時復興
[00:11:49.160 --> 00:11:52.160]  耶穌並不太關心
[00:11:52.160 --> 00:11:53.160]  耶穌關心的是
[00:11:53.160 --> 00:11:56.160]  整個羅馬帝國這麼大的領土
[00:11:56.160 --> 00:11:58.160]  三百萬平方公里裡
[00:11:58.160 --> 00:12:02.160]  每一個人的救恩問題
[00:12:02.160 --> 00:12:03.160]  祂關心的是
[00:12:03.160 --> 00:12:06.160]  這些失救靈魂去了哪裡
[00:12:06.160 --> 00:12:11.160]  不是自己民族自己國家的事
[00:12:11.160 --> 00:12:13.160]  耶穌的眼界很大
[00:12:13.160 --> 00:12:16.160]  眼光很闊
[00:12:16.160 --> 00:12:18.160]  三百萬平方公里
[00:12:18.160 --> 00:12:19.160]  給一班門徒
[00:12:19.160 --> 00:12:22.160]  一個使命去做全方位的工作
[00:12:22.160 --> 00:12:24.160]  不是很難嗎
[00:12:24.160 --> 00:12:26.160]  由這個地方跨越那個地方
[00:12:26.160 --> 00:12:28.160]  要不要拿簽證
[00:12:28.160 --> 00:12:31.160]  拿護照去過關等等
[00:12:31.160 --> 00:12:34.160]  其實不是這麼難的
[00:12:34.160 --> 00:12:37.160]  我們整個地中海沿岸三百萬平方公里
[00:12:37.160 --> 00:12:40.160]  都在同一個國家管治之下
[00:12:40.160 --> 00:12:44.160]  只要是這個國家管治的居民
[00:12:44.160 --> 00:12:47.160]  都可以不用任何簽證
[00:12:47.160 --> 00:12:51.160]  只要行路騎馬搭船就去到
[00:12:51.160 --> 00:12:54.160]  所以當我們看蕭行傳的時候
[00:12:54.160 --> 00:12:55.160]  有個使徒叫保羅
[00:12:55.160 --> 00:12:57.160]  他到處走到處去
[00:12:57.160 --> 00:13:01.160]  他身邊會不會有一個護照
[00:13:01.160 --> 00:13:02.160]  除非他被人打
[00:13:02.160 --> 00:13:04.160]  他就說我是羅馬公民
[00:13:04.160 --> 00:13:05.160]  我就不太明白
[00:13:05.160 --> 00:13:07.160]  究竟當時保羅被人打
[00:13:07.160 --> 00:13:10.160]  拿出自己的羅馬公民證明的時候
[00:13:10.160 --> 00:13:12.160]  是不是一張紙
[00:13:12.160 --> 00:13:15.160]  還是一塊石頭呢
[00:13:15.160 --> 00:13:17.160]  憑什麼他說自己是羅馬公民
[00:13:17.160 --> 00:13:18.160]  我相信他是
[00:13:18.160 --> 00:13:20.160]  但是怎麼證明呢
[00:13:20.160 --> 00:13:21.160]  我真的不知道
[00:13:21.160 --> 00:13:24.160]  我看解經書這麼久都沒有人解釋
[00:13:24.160 --> 00:13:26.160]  所以不用簽證的
[00:13:26.160 --> 00:13:27.160]  並不難的
[00:13:27.160 --> 00:13:28.160]  難在哪裡呢
[00:13:28.160 --> 00:13:30.160]  就是那班門徒是猶太人
[00:13:30.160 --> 00:13:33.160]  要打破自己種族的隔閡
[00:13:33.160 --> 00:13:37.160]  因為猶太人看所有的外邦人
[00:13:37.160 --> 00:13:38.160]  怎麼樣呢
[00:13:38.160 --> 00:13:40.160]  不如這樣吧
[00:13:40.160 --> 00:13:43.160]  看一些猶太拉比的祈禱
[00:13:43.160 --> 00:13:45.160]  我讀出來大家就明白
[00:13:45.160 --> 00:13:47.160]  猶太人和外邦人
[00:13:47.160 --> 00:13:50.160]  猶太人對外邦人的看法是怎樣
[00:13:50.160 --> 00:13:52.160]  拉比其中一種祈禱說
[00:13:52.160 --> 00:13:57.160]  我感謝上帝你做我是男人不是女人
[00:13:57.160 --> 00:14:00.160]  就是說男人尊貴在猶太人心目中
[00:14:00.160 --> 00:14:04.160]  感謝上帝你做我是猶太人不是外邦人
[00:14:04.160 --> 00:14:06.160]  感謝上帝你為我預備天堂
[00:14:06.160 --> 00:14:08.160]  為外邦人預備了地獄
[00:14:08.160 --> 00:14:12.160]  我就明白那班外邦人在猶太人心目中
[00:14:12.160 --> 00:14:14.160]  是一班什麼人
[00:14:14.160 --> 00:14:16.160]  是走向地獄滅亡的人
[00:14:16.160 --> 00:14:17.160]  隨便他們吧
[00:14:17.160 --> 00:14:21.160]  但耶穌竟然關心的就是羅馬帝國裡面
[00:14:21.160 --> 00:14:26.160]  起碼過千萬人口的失救的靈魂
[00:14:26.160 --> 00:14:28.160]  所以要這班猶太的門徒
[00:14:28.160 --> 00:14:32.160]  去打破自己文化、語言
[00:14:32.160 --> 00:14:35.160]  或者是那個叫聖潔條例的隔膜
[00:14:35.160 --> 00:14:39.160]  來將福音帶給外邦人是難的
[00:14:39.160 --> 00:14:41.160]  交通不難
[00:14:41.160 --> 00:14:43.160]  過境不難
[00:14:43.160 --> 00:14:45.160]  沒問題的
[00:14:45.160 --> 00:14:49.160]  難在打破心裡面的隔閡
[00:14:49.160 --> 00:14:54.160]  如果今天我們不打破心裡面的隔閡
[00:14:54.160 --> 00:14:56.160]  特別是我心裡面有一種人
[00:14:56.160 --> 00:14:59.160]  我是不喜歡的
[00:14:59.160 --> 00:15:02.160]  你看到他需要愛
[00:15:02.160 --> 00:15:05.160]  我們必須要打破自己的隔閡
[00:15:05.160 --> 00:15:10.160]  來向對方伸出援手
[00:15:10.160 --> 00:15:12.160]  奇怪的聖靈使用了彼得
[00:15:12.160 --> 00:15:14.160]  是一個非常之猶太教徒
[00:15:14.160 --> 00:15:19.160]  非常之猶太教傳統極深的人
[00:15:19.160 --> 00:15:23.160]  他帶領了一個外邦人的白夫長羅馬軍官
[00:15:23.160 --> 00:15:27.160]  哥利劉信了主
[00:15:27.160 --> 00:15:29.160]  聖靈也預備了保羅
[00:15:29.160 --> 00:15:32.160]  將福音帶到歐洲各地
[00:15:32.160 --> 00:15:35.160]  本來門徒只是關心自己民族
[00:15:35.160 --> 00:15:38.160]  國家的前途和命運
[00:15:38.160 --> 00:15:43.160]  耶穌關心的是整個天國的拓展
[00:15:43.160 --> 00:15:46.160]  這個地域很廣闊
[00:15:46.160 --> 00:15:49.160]  當日三百萬平方公里
[00:15:49.160 --> 00:15:50.160]  今天怎麼知道?
[00:15:50.160 --> 00:15:56.160]  全世界有哪個國家比耶穌所關心的天國大?
[00:15:56.160 --> 00:16:00.160]  最大的國家有千多萬平方公里
[00:16:00.160 --> 00:16:02.160]  俄羅斯
[00:16:02.160 --> 00:16:06.160]  但天國的人數的人種多到不得了
[00:16:06.160 --> 00:16:10.160]  比俄羅斯裡面二百種民族更多
[00:16:10.160 --> 00:16:14.160]  二百種民族更多
[00:16:14.160 --> 00:16:17.160]  地域也更大
[00:16:17.160 --> 00:16:23.160]  包括了不同種族、文化、性別、年齡和職業的人
[00:16:23.160 --> 00:16:25.160]  我們跳到第四點
[00:16:25.160 --> 00:16:29.160]  究竟什麼人去領受使命呢?
[00:16:29.160 --> 00:16:33.160]  耶穌所說的宣教使命究竟是給誰的呢?
[00:16:33.160 --> 00:16:41.160]  是不是給一些很有背景、富裕、尊貴的信徒呢?
[00:16:41.160 --> 00:16:44.160]  也有些信徒很謙虛的
[00:16:44.160 --> 00:16:48.160]  這個使命和我絕對無關
[00:16:48.160 --> 00:16:49.160]  不是我的
[00:16:49.160 --> 00:16:50.160]  看看旁邊那個
[00:16:50.160 --> 00:16:51.160]  耶穌選中你了
[00:16:51.160 --> 00:16:53.160]  是的,旁邊那個
[00:16:53.160 --> 00:16:56.160]  高大威猛、風流倜儻
[00:16:56.160 --> 00:16:58.160]  是他,不是我
[00:16:58.160 --> 00:17:01.160]  很渺小的、很矮小的
[00:17:01.160 --> 00:17:02.160]  一直被人恥笑的
[00:17:02.160 --> 00:17:04.160]  不是我,是他
[00:17:04.160 --> 00:17:07.160]  他在社會裡面有地位
[00:17:07.160 --> 00:17:09.160]  在公司裡面是掌權的
[00:17:09.160 --> 00:17:13.160]  教會認為這個使命不是給我們教會的
[00:17:13.160 --> 00:17:15.160]  是給其他教會的
[00:17:15.160 --> 00:17:17.160]  我很記得我小時候
[00:17:17.160 --> 00:17:19.160]  我的教會就是深水埗浸信會
[00:17:19.160 --> 00:17:22.160]  不知道大家認不認識
[00:17:22.160 --> 00:17:24.160]  城鎮的歷史
[00:17:24.160 --> 00:17:27.160]  城鎮第一間籍的教會
[00:17:27.160 --> 00:17:28.160]  籍堂教會
[00:17:28.160 --> 00:17:31.160]  好像是長沙灣道方堂
[00:17:31.160 --> 00:17:32.160]  如果我沒有記錯的話
[00:17:32.160 --> 00:17:35.160]  獨立之後就是深水埗浸信會
[00:17:35.160 --> 00:17:37.160]  我當時79年回去
[00:17:37.160 --> 00:17:39.160]  開始信耶穌
[00:17:39.160 --> 00:17:40.160]  又是79
[00:17:40.160 --> 00:17:42.160]  是的,逢九必有大事
[00:17:42.160 --> 00:17:44.160]  回去之後
[00:17:44.160 --> 00:17:47.160]  我還記得那個女傳道跟我說
[00:17:47.160 --> 00:17:49.160]  我們教會很卑微的
[00:17:49.160 --> 00:17:50.160]  很小的
[00:17:50.160 --> 00:17:52.160]  我們要多點為我們的舞會
[00:17:52.160 --> 00:17:55.160]  城鎮祈禱院去祝福萬民
[00:17:55.160 --> 00:17:57.160]  但城鎮真的祝福萬民
[00:17:57.160 --> 00:17:59.160]  因為小弟現在要寫
[00:17:59.160 --> 00:18:01.160]  80週年歷史裡面
[00:18:01.160 --> 00:18:03.160]  城鎮的簡史
[00:18:03.160 --> 00:18:06.160]  就發覺城鎮一路籍堂
[00:18:06.160 --> 00:18:09.160]  有24間教會
[00:18:09.160 --> 00:18:12.160]  24間
[00:18:12.160 --> 00:18:15.160]  我們深水埗浸信會
[00:18:15.160 --> 00:18:17.160]  幾十年來只有一間
[00:18:17.160 --> 00:18:20.160]  因為我們祈禱的方向錯了
[00:18:20.160 --> 00:18:21.160]  不是祝福自己的教會
[00:18:21.160 --> 00:18:23.160]  成為萬國萬民的教會
[00:18:23.160 --> 00:18:26.160]  是祝福城鎮舞會
[00:18:26.160 --> 00:18:29.160]  結果祝福真的去到城鎮
[00:18:29.160 --> 00:18:31.160]  城鎮就不斷籍堂
[00:18:31.160 --> 00:18:32.160]  24間教會
[00:18:32.160 --> 00:18:34.160]  請問在全港哪一間教會可以籍堂
[00:18:34.160 --> 00:18:35.160]  24間教會
[00:18:35.160 --> 00:18:39.160]  沒有
[00:18:39.160 --> 00:18:42.160]  好了
[00:18:42.160 --> 00:18:46.160]  我總以為我們教會卑微軟弱
[00:18:46.160 --> 00:18:50.160]  宣教使命跟我們無關
[00:18:50.160 --> 00:18:52.160]  媽媽有錢 媽媽有人
[00:18:52.160 --> 00:18:53.160]  當然祝福媽媽
[00:18:53.160 --> 00:18:57.160]  結果媽媽真的受到祝福
[00:18:57.160 --> 00:18:59.160]  我們教會又沒有宣教的恩賜
[00:18:59.160 --> 00:19:01.160]  又不夠傳道人
[00:19:01.160 --> 00:19:03.160]  我們又沒有時間
[00:19:03.160 --> 00:19:05.160]  人數少 資源短缺
[00:19:05.160 --> 00:19:08.160]  怎樣做宣教
[00:19:08.160 --> 00:19:09.160]  我講一個事實
[00:19:09.160 --> 00:19:12.160]  香港絕大多數的教會
[00:19:12.160 --> 00:19:16.160]  是100人左右的教會
[00:19:16.160 --> 00:19:19.160]  100人
[00:19:19.160 --> 00:19:26.160]  我曾經去過彌加成長班
[00:19:26.160 --> 00:19:27.160]  彌加成長班
[00:19:27.160 --> 00:19:34.160]  平常出席的人數大約60至80人
[00:19:34.160 --> 00:19:35.160]  聖落童落
[00:19:35.160 --> 00:19:39.160]  站在台上幾乎倒塌
[00:19:39.160 --> 00:19:40.160]  所以今年多好
[00:19:40.160 --> 00:19:43.160]  限制10個人參加
[00:19:43.160 --> 00:19:44.160]  10個人上台
[00:19:44.160 --> 00:19:46.160]  那就穩穩陣陣
[00:19:46.160 --> 00:19:49.160]  80人
[00:19:49.160 --> 00:19:50.160]  我一去到
[00:19:50.160 --> 00:19:51.160]  嘩 我就想起
[00:19:51.160 --> 00:19:55.160]  我以前牧羊的教會只有60人
