
[00:00:00.000 --> 00:00:05.000]  我們今天開始我們要講菲利比書
[00:14:02.000 --> 00:14:05.000]  兄弟妹
[00:14:05.000 --> 00:14:07.000]  合一真不容易是不是
[00:14:07.000 --> 00:14:09.000]  同心合一真難
[00:14:09.000 --> 00:14:11.000]  你不要說大字國家
[00:14:11.000 --> 00:14:15.000]  大字這個什麼城市了
[00:14:15.000 --> 00:14:17.000]  我們就說我們自己這個家好了
[00:14:17.000 --> 00:14:18.000]  夫妻同心合一
[00:14:18.000 --> 00:14:20.000]  容不容易
[00:14:20.000 --> 00:14:22.000]  容不容易
[00:14:22.000 --> 00:14:24.000]  不容易
[00:14:24.000 --> 00:14:26.000]  結婚
[00:14:26.000 --> 00:14:28.000]  趙老師結婚七十年有嗎
[00:14:28.000 --> 00:14:29.000]  沒有
[00:14:29.000 --> 00:14:30.000]  不止
[00:14:30.000 --> 00:14:32.000]  六十年有吧
[00:14:32.000 --> 00:14:33.000]  快了
[00:14:33.000 --> 00:14:36.000]  趙老師結婚了六十年
[00:14:36.000 --> 00:14:37.000]  夫妻兩個人同心
[00:14:37.000 --> 00:14:43.000]  應該到了一個爐火純金之地吧
[00:14:43.000 --> 00:14:49.000]  反正現在那個趙師母都聽不見
[00:14:49.000 --> 00:14:52.000]  這是趙師母親自跟我講的
[00:14:52.000 --> 00:14:56.000]  他現在聽不太清楚
[00:14:56.000 --> 00:14:57.000]  前六十位
[00:14:57.000 --> 00:15:00.000]  一國治鄉紛爭就必成為方長
[00:15:00.000 --> 00:15:05.000]  一城一家治鄉紛爭必站立不住
[00:15:05.000 --> 00:15:07.000]  今天很多的家庭破裂
[00:15:07.000 --> 00:15:08.000]  為什麼
[00:15:08.000 --> 00:15:10.000]  夫妻不和
[00:15:10.000 --> 00:15:12.000]  是不是
[00:15:12.000 --> 00:15:18.000]  結婚前愛的使其活來
[00:15:18.000 --> 00:15:23.000]  每一次情人節一定送花
[00:15:23.000 --> 00:15:27.000]  每一次見面一定送花
[00:15:27.000 --> 00:15:30.000]  但是結婚之後
[00:15:30.000 --> 00:15:32.000]  太太還打電話留言
[00:15:32.000 --> 00:15:34.000]  特別告訴他
[00:15:34.000 --> 00:15:36.000]  說今天是情人節
[00:15:36.000 --> 00:15:42.000]  不要忘記去買花
[00:15:42.000 --> 00:15:45.000]  如果這是你的情緒要悔改
[00:15:45.000 --> 00:15:47.000]  師母可以證明
[00:15:47.000 --> 00:15:50.000]  我是都記得要買花的
[00:15:50.000 --> 00:15:52.000]  現在六十位
[00:15:52.000 --> 00:15:53.000]  真的是很不容易
[00:15:53.000 --> 00:15:55.000]  是不是
[00:15:55.000 --> 00:15:57.000]  夫妻之間
[00:15:57.000 --> 00:15:59.000]  雖然是只有兩個人
[00:15:59.000 --> 00:16:01.000]  但是一個愛吃鹹的
[00:16:01.000 --> 00:16:05.000]  一個是愛甜的怎麼辦
[00:16:05.000 --> 00:16:07.000]  早餐是應該吃稀飯
[00:16:07.000 --> 00:16:13.000]  還是吃燒餅油條
[00:16:13.000 --> 00:16:15.000]  應該是吃起司
[00:16:15.000 --> 00:16:17.000]  那叫什麼
[00:16:17.000 --> 00:16:18.000]  巴特圖
[00:16:18.000 --> 00:16:19.000]  這個麵包
[00:16:19.000 --> 00:16:20.000]  烤麵包
[00:16:20.000 --> 00:16:27.000]  還是要吃水餃
[00:16:27.000 --> 00:16:29.000]  你大概告訴我說
[00:16:29.000 --> 00:16:32.000]  早餐根本不用吃
[00:16:32.000 --> 00:16:33.000]  現在六十位
[00:16:33.000 --> 00:16:34.000]  夫妻之間
[00:16:34.000 --> 00:16:35.000]  很多時候有太多的東西
[00:16:35.000 --> 00:16:37.000]  會讓我們彼此不一樣
[00:16:37.000 --> 00:16:40.000]  太多東西會讓兩個夫妻之間
[00:16:40.000 --> 00:16:41.000]  彼此爭吵
[00:16:41.000 --> 00:16:42.000]  是不是
[00:16:42.000 --> 00:16:47.000]  所以合一真是不容易
[00:16:47.000 --> 00:16:50.000]  但是耶穌在離世之前
[00:16:50.000 --> 00:16:52.000]  為門徒們禱告的
[00:16:52.000 --> 00:16:54.000]  那個禱告裡面
[00:16:54.000 --> 00:16:57.000]  祂多次的禱告門徒們要
[00:16:57.000 --> 00:17:00.000]  合而為一
[00:17:00.000 --> 00:17:02.000]  你就可以了解到
[00:17:02.000 --> 00:17:04.000]  這就是耶穌知道
[00:17:04.000 --> 00:17:08.000]  門徒們合一不容易
[00:17:08.000 --> 00:17:10.000]  所以祂特別的強調
[00:17:10.000 --> 00:17:13.000]  要為他們禱告能夠合一
[00:17:13.000 --> 00:17:16.000]  合一才能夠
[00:17:16.000 --> 00:17:20.000]  同心合一才能夠同工
[00:17:20.000 --> 00:17:22.000]  是不是
[00:17:22.000 --> 00:17:23.000]  這也是我常常講說
[00:17:23.000 --> 00:17:26.000]  教會你必須要先有愛
[00:17:26.000 --> 00:17:28.000]  如果今天我們講建造教會的話
[00:17:28.000 --> 00:17:29.000]  如果說你這個小組
[00:17:29.000 --> 00:17:31.000]  你要建造這個小組的話
[00:17:31.000 --> 00:17:32.000]  你第一件事情就是
[00:17:32.000 --> 00:17:34.000]  這個小組要有愛
[00:17:34.000 --> 00:17:37.000]  沒有愛你說大家來查經
[00:17:37.000 --> 00:17:39.000]  你沒有愛你跟大家說
[00:17:39.000 --> 00:17:41.000]  讓我們一起去傳福音
[00:17:41.000 --> 00:17:43.000]  門都沒有
[00:17:43.000 --> 00:17:44.000]  是不是
[00:17:44.000 --> 00:17:46.000]  一個家也是如此
[00:17:46.000 --> 00:17:49.000]  爸爸媽媽兩個人都不相愛
[00:17:49.000 --> 00:17:53.000]  你叫小孩喜歡回家嗎
[00:17:53.000 --> 00:17:54.000]  對不對
[00:17:54.000 --> 00:17:56.000]  一定是要先有彼此相愛
[00:17:56.000 --> 00:17:57.000]  同心合一
[00:17:57.000 --> 00:17:59.000]  因此保羅在這裡
[00:17:59.000 --> 00:18:00.000]  告訴我們一件事情
[00:18:00.000 --> 00:18:01.000]  他說這一個教會
[00:18:01.000 --> 00:18:04.000]  菲律賓教會是同心合一
[00:18:04.000 --> 00:18:05.000]  後面才提到說什麼
[00:18:05.000 --> 00:18:09.000]  興旺福音看到沒有
[00:18:09.000 --> 00:18:10.000]  所以他們同心
[00:18:10.000 --> 00:18:11.000]  所以他們能夠同工
[00:18:11.000 --> 00:18:13.000]  同心合一這個字在原文裡面
[00:18:13.000 --> 00:18:15.000]  叫做koinonia
[00:18:15.000 --> 00:18:18.000]  這個字可以翻譯成團氣
[00:18:18.000 --> 00:18:20.000]  像約翰伊蘇講說
[00:18:20.000 --> 00:18:21.000]  他說我們與神相交
[00:18:21.000 --> 00:18:23.000]  然後我們也彼此相交
[00:18:23.000 --> 00:18:25.000]  那個相交不是那個香蕉
[00:18:25.000 --> 00:18:26.000]  香蕉
[00:18:26.000 --> 00:18:28.000]  那個相交就是這裡說的
[00:18:28.000 --> 00:18:29.000]  就是fellowship
[00:18:29.000 --> 00:18:30.000]  就是什麼
[00:18:30.000 --> 00:18:33.000]  就是koinonia
[00:18:33.000 --> 00:18:35.000]  這個字又可以翻譯成團氣
[00:18:35.000 --> 00:18:36.000]  所以你知道嗎
[00:18:36.000 --> 00:18:37.000]  家英團系神州團系
[00:18:37.000 --> 00:18:38.000]  你知道嗎喜樂團系
[00:18:38.000 --> 00:18:40.000]  或者以前叫做家樂團系的
[00:18:40.000 --> 00:18:41.000]  你知道嗎
[00:18:41.000 --> 00:18:43.000]  團氣的意思是什麼
[00:18:43.000 --> 00:18:45.000]  是koinonia
[00:18:45.000 --> 00:18:47.000]  是同心合一
[00:18:47.000 --> 00:18:49.000]  是彼此相愛
[00:18:49.000 --> 00:18:50.000]  而且這個字
[00:18:50.000 --> 00:18:56.000]  他也把它翻成是partnership
[00:18:56.000 --> 00:18:58.000]  是一個合夥人
[00:18:58.000 --> 00:19:03.000]  好像兩個人一起合夥
[00:19:03.000 --> 00:19:04.000]  我不知道你有沒有
[00:19:04.000 --> 00:19:06.000]  跟人家合夥過
[00:19:06.000 --> 00:19:09.000]  我常常勸一些基督徒
[00:19:09.000 --> 00:19:12.000]  你要跟人家合夥
[00:19:12.000 --> 00:19:17.000]  你要知道這個後果是很嚴重的
[00:19:17.000 --> 00:19:19.000]  因為兩個人要合夥
[00:19:19.000 --> 00:19:21.000]  就是這裡的關係
[00:19:21.000 --> 00:19:24.000]  跟夫妻關係是差不多的
[00:19:24.000 --> 00:19:26.000]  很多的東西不同
[00:19:26.000 --> 00:19:28.000]  會在這個合夥的關係裡面
[00:19:28.000 --> 00:19:30.000]  會被考驗出來
[00:19:30.000 --> 00:19:32.000]  所以保羅素要同心合意
[00:19:32.000 --> 00:19:35.000]  他就是說你要跟你的妻子
[00:19:35.000 --> 00:19:38.000]  你要跟你的丈夫koinonia
[00:19:38.000 --> 00:19:39.000]  你要跟他相交
[00:19:39.000 --> 00:19:40.000]  你要跟他同夥
[00:19:40.000 --> 00:19:42.000]  你要跟他一起
[00:19:42.000 --> 00:19:43.000]  你要跟他好像是
[00:19:43.000 --> 00:19:45.000]  水乳交流一樣的關係
[00:19:45.000 --> 00:19:46.000]  那麼你跟你的同工
[00:19:46.000 --> 00:19:47.000]  要一起同工
[00:19:47.000 --> 00:19:52.000]  你必須建立這種的關係
[00:19:52.000 --> 00:19:55.000]  這個叫做同心合意
