
[00:00:00.000 --> 00:00:04.120]  從今個星期開始我們會開始一個新的講道系列
[00:05:37.520 --> 00:05:40.440]  他們就聚集在吉甲這個地方
[00:05:40.440 --> 00:05:42.880]  接受割禮
[00:05:42.880 --> 00:05:46.440]  爲什麼在同一個地方接受割禮呢
[00:05:46.440 --> 00:05:49.520]  因爲在那個地方他們要重新認定
[00:05:49.520 --> 00:05:53.880]  確認神和以色列人所立的約
[00:05:53.880 --> 00:05:57.000]  也提醒他們自己
[00:05:57.000 --> 00:05:58.000]  就是說
[00:05:58.000 --> 00:06:02.840]  神怎樣當他們從埃及圍爐之地
[00:06:02.840 --> 00:06:08.200]  從一個政權的壓迫下被釋放出來的故事
[00:06:08.200 --> 00:06:11.760]  所以在吉甲這個地方就發生過這樣的記載
[00:06:11.760 --> 00:06:13.800]  因此這位神的使者
[00:06:13.800 --> 00:06:15.160]  如果大家有留意的話
[00:06:15.160 --> 00:06:16.800]  神的使者開始講話的時候
[00:06:16.800 --> 00:06:18.680]  就提醒以色列人
[00:06:18.680 --> 00:06:20.560]  神拯救他們的恩典
[00:06:20.560 --> 00:06:24.680]  神怎樣將他們從埃及圍爐之地的枷鎖裏面
[00:06:24.680 --> 00:06:27.480]  釋放出來的歷史故事
[00:06:27.480 --> 00:06:33.040]  也都指出從前在吉甲所確認的這個約
[00:06:33.040 --> 00:06:33.720]  是怎樣呢?
[00:06:33.720 --> 00:06:35.600]  神是說得很清楚
[00:06:35.600 --> 00:06:39.040]  是不會廢棄的
[00:06:39.040 --> 00:06:41.960]  但是在第二節
[00:06:41.960 --> 00:06:45.880]  神就通過使者來指出
[00:06:45.880 --> 00:06:48.880]  以色列人卻是沒有聽神的說話
[00:06:48.880 --> 00:06:49.880]  竟然怎樣?
[00:06:49.880 --> 00:06:51.680]  竟然和迦南人立約
[00:06:51.680 --> 00:06:54.200]  也都沒有拆毀他們的偶像祭壇
[00:06:54.200 --> 00:06:58.120]  於是神向以色列人發出指控
[00:06:58.120 --> 00:07:03.920]  祂說:你們竟沒有聽從我的話
[00:07:03.920 --> 00:07:06.760]  爲什麼這樣行呢?
[00:07:06.760 --> 00:07:09.040]  由於以色列人的不信服
[00:07:09.040 --> 00:07:15.560]  神就說:我必不將他們從你們面前趕出
[00:07:15.560 --> 00:07:19.840]  他們必作你們立下的荊棘
[00:07:19.840 --> 00:07:23.400]  他們的神必作你們的往來
[00:07:23.400 --> 00:07:26.680]  如果我們抽開第一和第三節來做比較的話
[00:07:26.680 --> 00:07:27.440]  第一節
[00:07:27.440 --> 00:07:28.520]  神說得很清楚
[00:07:28.520 --> 00:07:29.800]  這是一個應許
[00:07:29.800 --> 00:07:34.200]  祂說:我永不廢棄與你們所立的約
[00:07:34.200 --> 00:07:37.280]  這就是神對當時以色列人的應許
[00:07:37.280 --> 00:07:41.360]  神揀選以色列人成爲祂的子民
[00:07:41.360 --> 00:07:43.160]  並且可以安居樂業
[00:07:43.160 --> 00:07:47.240]  在神賜給他們的迦南應許之地
[00:07:47.240 --> 00:07:48.920]  得到神的祝福
[00:07:48.920 --> 00:07:50.160]  不過
[00:07:50.160 --> 00:07:51.800]  隔了一節到第三節的時候
[00:07:51.800 --> 00:07:58.120]  神卻說:我必不將他們從你們面前趕出
[00:07:58.120 --> 00:07:59.360]  也就是說
[00:07:59.360 --> 00:08:02.000]  由於他們的不信服
[00:08:02.000 --> 00:08:09.000]  百姓因此不能夠完全得到神的祠福
[00:08:09.000 --> 00:08:13.960]  在這兩節經文的比較底下
[00:08:13.960 --> 00:08:15.320]  我們要問的問題就是
[00:08:15.320 --> 00:08:17.400]  究竟神的祝福
[00:08:17.400 --> 00:08:18.960]  神的應許
[00:08:18.960 --> 00:08:20.160]  是有條件
[00:08:20.160 --> 00:08:22.040]  還是沒有條件
[00:08:22.040 --> 00:08:24.600]  一方面大家都知道神是聖潔公義的
[00:08:24.600 --> 00:08:28.320]  祂不容許罪惡的存在
[00:08:28.320 --> 00:08:31.600]  也不會爲邪惡祝福
[00:08:31.600 --> 00:08:32.400]  但另一方面
[00:08:32.400 --> 00:08:35.120]  神是慈愛和信實的
[00:08:35.120 --> 00:08:38.680]  祂並不起悅祂的子民滅亡
[00:08:38.680 --> 00:08:41.640]  似乎慈愛與公義之間
[00:08:41.640 --> 00:08:47.480]  總是存在一種不能化解或調和的張力
[00:08:47.480 --> 00:08:50.480]  而這個張力就是出現在
[00:08:50.480 --> 00:08:55.040]  事司紀每一個百姓離開神
[00:08:55.040 --> 00:08:59.080]  然後迴歸神的循環的故事裏面
[00:08:59.080 --> 00:09:02.800]  這個不斷重複的循環
[00:09:02.800 --> 00:09:05.720]  似乎我們可以得出一個結論
[00:09:05.720 --> 00:09:08.160]  就是說這一羣以色列人
[00:09:08.160 --> 00:09:12.680]  他們根本沒有能力離棄偶像
[00:09:12.680 --> 00:09:13.960]  這樣
[00:09:13.960 --> 00:09:16.560]  大家想不想想
[00:09:16.560 --> 00:09:21.000]  如果百姓不能夠離開偶像
[00:09:21.000 --> 00:09:23.880]  如果百姓不能夠不犯罪
[00:09:23.880 --> 00:09:30.080]  又如果不犯罪是神賜福的條件的時候
[00:09:30.080 --> 00:09:32.280]  大家想一想
[00:09:32.280 --> 00:09:38.240]  最終神會不會因爲他們犯罪的緣故
[00:09:38.240 --> 00:09:40.680]  而永遠放棄祂的子民
[00:09:40.680 --> 00:09:42.480]  會不會?
[00:09:42.480 --> 00:09:45.120]  如果神真的這樣做的時候
[00:09:45.120 --> 00:09:48.440]  那麼神還是一個信實的神嗎?
[00:09:48.440 --> 00:09:50.320]  他說的話不算數
[00:09:50.320 --> 00:09:51.760]  神還是信實的嗎?
[00:09:51.760 --> 00:09:53.200]  從相反的角度來看
[00:09:53.200 --> 00:09:56.960]  如果神的賜福是無條件的
[00:09:56.960 --> 00:09:59.440]  那麼這些人又不能夠不犯罪
[00:09:59.440 --> 00:10:03.080]  那麼你說神會不會最後作出讓步
[00:10:03.080 --> 00:10:04.440]  犯罪算了算了
[00:10:04.440 --> 00:10:06.520]  照容忍你
[00:10:06.520 --> 00:10:07.960]  會不會呢?
[00:10:07.960 --> 00:10:09.600]  如果當神這樣做的時候
[00:10:09.600 --> 00:10:13.560]  神還是一個聖潔的神嗎?
[00:10:13.560 --> 00:10:17.320]  此處這兩種極端的心態
[00:10:17.320 --> 00:10:22.400]  我們可以從兩種在信徒裏面存在的心態
[00:10:22.400 --> 00:10:24.120]  我們可以稍微經歷到
[00:10:24.120 --> 00:10:26.520]  或者體現到這種張力
[00:10:26.520 --> 00:10:27.200]  第一種是心態
[00:10:27.200 --> 00:10:28.040]  不知道大家有沒有留意
[00:10:28.040 --> 00:10:29.240]  在信徒當中
[00:10:29.240 --> 00:10:32.360]  有一種很輕悍
[00:10:32.360 --> 00:10:35.840]  是過度輕悍了罪的嚴重性
[00:10:35.840 --> 00:10:39.800]  因爲既然神是愛
[00:10:39.800 --> 00:10:42.040]  神是愛無條件的
[00:10:42.040 --> 00:10:44.800]  所以我們犯罪的時候神一定會寬恕我們
[00:10:44.800 --> 00:10:48.080]  既然神會寬恕我們犯罪的時候
[00:10:48.080 --> 00:10:51.040]  那麼我們可以怎樣呢?
[00:10:51.040 --> 00:10:56.080]  可以放心地、自由地、盡情地來生活
[00:10:56.080 --> 00:10:57.800]  而另外一種心態呢?
[00:10:57.800 --> 00:11:01.040]  剛剛相反
[00:11:01.040 --> 00:11:03.960]  覺得任何一點點的犯罪
[00:11:03.960 --> 00:11:04.800]  哇!
[00:11:04.800 --> 00:11:06.800]  會不會沒有了救恩呢?
[00:11:06.800 --> 00:11:08.520]  神會不會因爲我犯罪的緣故
[00:11:08.520 --> 00:11:12.320]  我以後註定落地獄呢?
[00:11:12.320 --> 00:11:16.480]  沒錯,這兩種心態都是各走極端的
[00:11:16.480 --> 00:11:17.560]  但問題是
[00:11:17.560 --> 00:11:21.920]  我們應該怎樣來處理這兩種極端的心態
[00:11:21.920 --> 00:11:26.280]  而引發出來的張力呢?
[00:11:26.280 --> 00:11:32.200]  慈思記有沒有爲這個張力提供答案呢?
[00:11:32.200 --> 00:11:36.400]  我們來看慈思記的最後一卷書
[00:11:36.400 --> 00:11:38.120]  最後的那一席經文
[00:11:38.120 --> 00:11:39.080]  經文是這樣說的
[00:11:39.080 --> 00:11:43.040]  那是以色列人中沒有王
[00:11:43.040 --> 00:11:45.960]  各人任意而行
[00:11:45.960 --> 00:11:49.120]  這一句簡單的說話總結了整本書
[00:11:49.120 --> 00:11:50.960]  是整本書的結語來的
[00:11:50.960 --> 00:11:54.000]  當然這一句的結語
[00:11:54.000 --> 00:12:00.200]  沒有爲我們剛纔所講的張力提出任何的答案
[00:12:00.200 --> 00:12:02.200]  如果慈思記沒有答案的時候
[00:12:02.200 --> 00:12:02.880]  我們要問
[00:12:02.880 --> 00:12:07.000]  那究竟聖經有沒有爲這個張力提供任何答案呢?
[00:12:07.000 --> 00:12:09.120]  有沒有啊?
[00:12:09.120 --> 00:12:10.520]  有沒有啊?
[00:12:10.520 --> 00:12:11.400]  當然有啊
[00:12:11.400 --> 00:12:14.000]  在哪裏?
[00:12:14.000 --> 00:12:15.880]  在十字架上
[00:12:15.880 --> 00:12:19.680]  當主耶穌被掛在十字架上的時候
[00:12:19.680 --> 00:12:21.280]  主耶穌就徹底地
[00:12:21.280 --> 00:12:24.680]  圓滿地解決了這個
[00:12:24.680 --> 00:12:27.480]  慈愛與公義的張力
[00:12:27.480 --> 00:12:29.400]  看似是矛盾的地方
[00:12:29.400 --> 00:12:32.680]  主耶穌在十字架上提供了一個圓滿的答案
[00:12:32.680 --> 00:12:36.160]  因爲當主耶穌被掛在十字架上的時候
[00:12:36.160 --> 00:12:38.760]  在意義上
[00:12:38.760 --> 00:12:40.640]  對信耶穌的人來說
[00:12:40.640 --> 00:12:44.840]  我們的罪就轉到主耶穌的身上
[00:12:44.840 --> 00:12:45.760]  而同一個時候
[00:12:45.760 --> 00:12:49.840]  被掛在十字架上的主耶穌基督爲我們承擔了罪之後
[00:12:49.840 --> 00:12:53.520]  祂的公義就轉到我們罪人
[00:12:53.520 --> 00:12:55.680]  蒙恩的罪人身上
[00:12:55.680 --> 00:12:59.880]  這就是保羅在《哥林多後書》的五章二十一次所講
[00:12:59.880 --> 00:13:00.480]  他說
[00:13:00.480 --> 00:13:05.000]  「神使那無罪的替我們成爲罪」
[00:13:05.000 --> 00:13:11.000]  「好叫我們在他裏面成爲神的義」
[00:13:11.000 --> 00:13:13.520]  因此我們作爲基督徒
[00:13:13.520 --> 00:13:17.120]  我們因着耶穌基督的信心
[00:13:17.120 --> 00:13:21.760]  我們可以活在神赦罪的恩典當中
[00:13:21.760 --> 00:13:22.800]  但是
[00:13:22.800 --> 00:13:24.920]  我們卻不會以爲
[00:13:24.920 --> 00:13:26.960]  因爲神無條件的愛
[00:13:26.960 --> 00:13:31.040]  就會容忍我們不斷犯罪
[00:13:31.040 --> 00:13:33.640]  而我們也不會生活在恐慌之中
[00:13:33.640 --> 00:13:35.800]  以爲我們所犯的任何罪
[00:13:35.800 --> 00:13:38.760]  都會將我們踢出舊恩
[00:13:38.760 --> 00:13:41.760]  因爲主耶穌已經在十字架上
[00:13:41.760 --> 00:13:44.000]  爲我們的罪
[00:13:44.000 --> 00:13:46.280]  付出了最終極的代價
[00:13:46.280 --> 00:13:50.040]  這就是神的恩典
[00:13:50.040 --> 00:13:56.240]  這就是耶穌基督爲我們成就的舊恩
[00:13:56.240 --> 00:13:58.560]  現在讓我們看看
[00:13:58.560 --> 00:14:02.800]  究竟以色列人當時犯了什麼罪呢?
[00:14:02.800 --> 00:14:05.440]  如果我們看二章二節時
[00:14:05.440 --> 00:14:07.160]  說到
[00:14:07.160 --> 00:14:11.000]  「你們也不可與這地的居民立約」
[00:14:11.000 --> 00:14:13.640]  其實神是命令當時的以色列人
[00:14:13.640 --> 00:14:14.880]  進入了應許之地的時候
[00:14:14.880 --> 00:14:18.440]  要將迦南地所有的拜偶像的居民
[00:14:18.440 --> 00:14:20.520]  完全趕出去
[00:14:20.520 --> 00:14:25.400]  並且要拆毀他們的祭壇
[00:14:25.400 --> 00:14:27.680]  讓應許之地
[00:14:27.680 --> 00:14:30.640]  成爲一個完全屬於神的地方
[00:14:30.640 --> 00:14:33.240]  完全沒有偶像的地方
[00:14:33.240 --> 00:14:35.800]  神的命令是相當的清晰
[00:14:35.800 --> 00:14:37.000]  而大家去想一想
[00:14:37.000 --> 00:14:39.600]  其實神的命令
[00:14:39.600 --> 00:14:41.240]  不難做到
[00:14:41.240 --> 00:14:42.240]  問題就是
[00:14:42.240 --> 00:14:44.160]  爲什麼當時進入迦南之地
[00:14:44.160 --> 00:14:47.240]  進入應許之地的這羣以色列人沒有做到呢?
[00:14:47.240 --> 00:14:51.360]  究竟是什麼原因呢?
[00:14:51.360 --> 00:14:53.400]  如果我們回到第一章
[00:14:53.400 --> 00:14:58.280]  那裏說了其中一個原因
[00:14:58.280 --> 00:15:00.440]  第一章第一節那裏說
[00:15:00.440 --> 00:15:03.240]  十九節那裏說
[00:15:03.240 --> 00:15:06.600]  因爲他們有鐵車
[00:15:06.600 --> 00:15:11.000]  而當時的以色列人是沒有鐵車的
[00:15:11.000 --> 00:15:15.840]  大家覺得這個原因是否合理呢?
[00:15:15.840 --> 00:15:18.600]  你覺得他們
[00:15:18.600 --> 00:15:22.360]  以色列人不趕出當時的迦南人
[00:15:22.360 --> 00:15:27.200]  因爲有一些迦南人有鐵車
[00:15:27.200 --> 00:15:34.400]  你覺得這個原因是否合理呢?
[00:15:34.400 --> 00:15:36.040]  用今天的話來說
[00:15:36.040 --> 00:15:37.760]  大家想一想
[00:15:37.760 --> 00:15:39.960]  一個拿着一把刀的人
[00:15:39.960 --> 00:15:43.960]  會不會去和一個拿着槍的人來鬥爭呢?
[00:15:43.960 --> 00:15:47.560]  又或者騎馬的軍隊
[00:15:47.560 --> 00:15:52.840]  會不會去和一個坦克部隊來爭戰呢?
[00:15:52.840 --> 00:15:57.320]  大家看過電影的英雄片Rambo
[00:15:57.320 --> 00:16:01.960]  騎着馬就可以搞定一部坦克車
[00:16:01.960 --> 00:16:04.280]  但現實上大家都很清楚
[00:16:04.280 --> 00:16:06.280]  只要有普通常識的人
[00:16:06.280 --> 00:16:10.880]  都不會嘗試這種實力懸殊的爭戰
[00:16:10.880 --> 00:16:11.720]  既然是這樣的時候
[00:16:11.720 --> 00:16:13.320]  我們要問的問題是
[00:16:13.320 --> 00:16:15.840]  神要求祂的子民
[00:16:15.840 --> 00:16:18.760]  要打一個不能勝的仗
[00:16:18.760 --> 00:16:22.680]  是否合理呢?
[00:16:22.680 --> 00:16:25.480]  在我們思考這個問題之前
[00:16:25.480 --> 00:16:27.600]  讓我們看看《釋師記》裏面
[00:16:27.600 --> 00:16:32.400]  記載猶大支派是一個怎樣的支派
[00:16:32.400 --> 00:16:34.480]  在這本書開始的時候
[00:16:34.480 --> 00:16:37.160]  以色列人問神
[00:16:37.160 --> 00:16:41.720]  哪一個支派應該先去攻擊迦南人呢?
[00:16:41.720 --> 00:16:46.680]  神就回答猶大支派應該先去
[00:16:46.680 --> 00:16:48.360]  同時也向他們說清楚
[00:16:48.360 --> 00:16:53.800]  神已經將迦南地交在猶大手中
[00:16:53.800 --> 00:16:56.240]  猶大的反應是什麼呢?
[00:16:56.240 --> 00:16:57.720]  猶大的反應就是
[00:16:57.720 --> 00:17:00.040]  他去到他的哥哥西勉那裏
[00:17:00.040 --> 00:17:04.960]  叫西勉一起和他們去打這個仗
[00:17:04.960 --> 00:17:06.280]  好了,我想問大家
[00:17:06.280 --> 00:17:09.160]  猶大要求他的哥哥西勉
[00:17:09.160 --> 00:17:12.120]  和他們一起去攻擊迦南人
[00:17:12.120 --> 00:17:18.320]  你覺得猶大這個做法有沒有問題?
[00:17:18.320 --> 00:17:22.240]  表面上看,當然沒有問題
[00:17:22.240 --> 00:17:23.600]  人強馬壯
[00:17:23.600 --> 00:17:25.680]  兩隊對壘的時候
[00:17:25.680 --> 00:17:27.480]  人多當然有好處
[00:17:27.480 --> 00:17:28.840]  就算不能打也行
[00:17:28.840 --> 00:17:30.480]  不能打也能看
[00:17:30.480 --> 00:17:35.480]  人越多,獲勝的機會越大嗎?
[00:17:35.480 --> 00:17:36.600]  這是常識吧
[00:17:36.600 --> 00:17:39.720]  常識,是不是?
[00:17:39.720 --> 00:17:42.960]  大家同不同意?
[00:17:42.960 --> 00:17:46.040]  大家同不同意?
[00:17:46.040 --> 00:17:51.000]  按常識生活
[00:17:51.000 --> 00:17:52.880]  對大部分人來說
[00:17:52.880 --> 00:17:56.960]  都是正常不過
[00:17:56.960 --> 00:17:58.960]  但是對基督徒來說
[00:17:58.960 --> 00:18:00.040]  大家聽清楚
[00:18:00.040 --> 00:18:02.440]  對基督徒來說
[00:18:02.440 --> 00:18:05.200]  如果我們單是講常識
[00:18:05.200 --> 00:18:07.520]  單是講常識
[00:18:07.520 --> 00:18:10.760]  完全不理會信心是什麼的時候
[00:18:10.760 --> 00:18:15.280]  也許這個就是問題所在
[00:18:15.280 --> 00:18:20.920]  當神定義要猶大先去攻擊迦南人
[00:18:20.920 --> 00:18:25.080]  大家留意這個不是僅僅是軍事行動
[00:18:25.080 --> 00:18:26.320]  這是什麼?
[00:18:26.320 --> 00:18:29.400]  這是神的命令
[00:18:29.400 --> 00:18:32.760]  在命令之後也有神的應許
[00:18:32.760 --> 00:18:35.200]  在這件事件當中我們要留意一件事
[00:18:35.200 --> 00:18:38.880]  神其實在猶大還沒有做出任何行動之前
[00:18:38.880 --> 00:18:42.600]  神已經將軍事行動的結果說出來了
[00:18:42.600 --> 00:18:43.720]  結果是什麼?
[00:18:43.720 --> 00:18:49.320]  神說我已將那地交在猶大手中
[00:18:49.320 --> 00:18:50.880]  既然是這樣的時候
[00:18:50.880 --> 00:18:58.480]  猶大爲什麼還要額外叫他哥哥的支派一同跟你去呢?
[00:18:58.480 --> 00:19:00.960]  我相信很簡單
[00:19:00.960 --> 00:19:07.560]  猶大對神的能力和應許沒有信心
[00:19:07.560 --> 00:19:14.600]  於是他就按照常理來評估當時雙方的軍事實力
[00:19:14.600 --> 00:19:15.760]  然後
[00:19:15.760 --> 00:19:17.080]  計算不清
[00:19:17.080 --> 00:19:19.840]  找了他哥哥西勉一同去
[00:19:19.840 --> 00:19:21.440]  簡而言之
[00:19:21.440 --> 00:19:27.720]  他是在用世界的思維去評估屬靈的事情
[00:19:27.720 --> 00:19:33.800]  因此當猶大看到敵軍有鐵車的時候
[00:19:33.800 --> 00:19:37.800]  按照常理來說這是一個打不勝的仗
[00:19:37.800 --> 00:19:41.080]  這是一個不能戰勝的敵軍
[00:19:41.080 --> 00:19:42.480]  所以
[00:19:42.480 --> 00:19:43.920]  大家有沒有留意
[00:19:43.920 --> 00:19:45.720]  遇到困難的時候
[00:19:45.720 --> 00:19:48.760]  猶大連祈禱都不需要祈禱
[00:19:48.760 --> 00:19:49.840]  你面對困難的時候
[00:19:49.840 --> 00:19:50.960]  如果你有信心的時候
[00:19:50.960 --> 00:19:52.440]  你爲什麼不去神面前
[00:19:52.440 --> 00:19:54.240]  神求你幫助我
[00:19:54.240 --> 00:19:56.800]  我的能力似乎不夠敵軍厲害
[00:19:56.800 --> 00:20:00.640]  你可不可以幫助我去打這場仗
[00:20:00.640 --> 00:20:03.680]  你會發覺猶大連討告都不需要討告
[00:20:03.680 --> 00:20:04.960]  他怎樣
[00:20:04.960 --> 00:20:09.600]  直接不理會神要他的命令
[00:20:09.600 --> 00:20:11.360]  是不是
[00:20:11.360 --> 00:20:14.240]  所以我們要謹記一件事
[00:20:14.240 --> 00:20:16.040]  不是我們缺乏能力
[00:20:16.040 --> 00:20:21.640]  令我們不能夠全然享受神的恩典
[00:20:21.640 --> 00:20:26.360]  而是我們缺乏了對神的能力的信心
[00:20:26.360 --> 00:20:29.880]  當我們只懂得依靠自己能力
[00:20:29.880 --> 00:20:31.680]  和世界的標準的時候
[00:20:31.680 --> 00:20:34.680]  你會發覺我們只懂得計算
[00:20:34.680 --> 00:20:37.280]  計算是否能做得過
[00:20:37.280 --> 00:20:40.520]  而不是信服
[00:20:40.520 --> 00:20:41.440]  這樣的時候
[00:20:41.440 --> 00:20:43.760]  當神要求我們做這些事
[00:20:43.760 --> 00:20:45.600]  或者不做這些事的時候
[00:20:45.600 --> 00:20:48.640]  我們總是可以找到不同的原因
[00:20:48.640 --> 00:20:51.160]  去忘記神的吩咐
[00:20:51.160 --> 00:20:54.160]  去放棄執行神的命令
