
[00:00:00.000 --> 00:00:02.220]  激奠他的兒子
[00:03:25.160 --> 00:03:27.580]  如果你留意到耶路巴黎這個名詞
[00:03:27.580 --> 00:03:30.240]  在這一章不斷出現
[00:03:30.240 --> 00:03:32.000]  耶路巴黎是什麼意思?
[00:03:32.000 --> 00:03:35.000]  就是讓巴黎和他自己來爭論
[00:03:35.000 --> 00:03:38.620]  第九章表面上來是一個家庭內鬥
[00:03:38.620 --> 00:03:42.500]  但其實也是源於耶和和和巴黎之間的爭戰
[00:03:42.500 --> 00:03:45.180]  阿比米勒和他的父親
[00:03:45.180 --> 00:03:48.120]  一樣是一個精明的政客
[00:03:48.120 --> 00:03:49.920]  基地是一個很精明的政客
[00:03:49.920 --> 00:03:55.640]  他用美麗的言詞來收買自己外祖父的家族
[00:03:55.640 --> 00:03:59.720]  以便他可以來接收這個管理大權
[00:03:59.720 --> 00:04:03.260]  他向外祖父的家族發出兩個呼籲
[00:04:03.260 --> 00:04:04.880]  好 我們今天會辛苦
[00:04:04.880 --> 00:04:06.740]  因爲有很多經文要讀的
[00:04:06.740 --> 00:04:10.420]  就是事實第九章第一到第三節
[00:04:10.420 --> 00:04:13.060]  耶路巴黎的兒子阿比米勒
[00:04:13.060 --> 00:04:16.640]  到了事件便他的衆母寇對他們
[00:04:16.640 --> 00:04:18.880]  和他外祖全家的人說
[00:04:18.880 --> 00:04:21.260]  請你們問事件的衆人說
[00:04:21.260 --> 00:04:25.340]  是耶路巴黎的種子七十人都管理你們好呢?
[00:04:25.340 --> 00:04:27.720]  還是一人管理你們好呢?
[00:04:27.720 --> 00:04:30.400]  你們又要紀念我是你們的骨肉
[00:04:30.400 --> 00:04:32.960]  他的衆母寇便將這一切話
[00:04:32.960 --> 00:04:35.420]  爲他說給事件人聽
[00:04:35.420 --> 00:04:38.740]  事件人的心就歸向阿比米勒
[00:04:38.740 --> 00:04:41.660]  他們說他原是我們的弟兄
[00:04:41.660 --> 00:04:45.960]  這個呼籲就好像叫人投票選賢能一樣
[00:04:45.960 --> 00:04:48.460]  香港當然你不能去選特首
[00:04:48.460 --> 00:04:50.860]  雖然《基本法》裏面是有的
[00:04:50.860 --> 00:04:52.720]  但是你可以選些什麼呢?
[00:04:52.720 --> 00:04:58.440]  以前還可以很自由地去選一些議員代表你
[00:04:58.440 --> 00:04:59.780]  但是現在你知道了
[00:04:59.780 --> 00:05:01.240]  投票率這麼低爲什麼呢?
[00:05:01.240 --> 00:05:03.040]  因爲那些是不是賢能呢?
[00:05:03.040 --> 00:05:08.240]  現在一箇中文大學的教授
[00:05:08.240 --> 00:05:12.000]  墜甲撞了車而不顧而去
[00:05:12.000 --> 00:05:12.960]  現在被人拘捕了
[00:05:12.960 --> 00:05:14.320]  但是若無其事
[00:05:14.320 --> 00:05:15.920]  其實犯了很多罪
[00:05:15.920 --> 00:05:17.380]  這些是不是賢能呢?
[00:05:17.380 --> 00:05:19.220]  無論如何現在你留意到
[00:05:19.220 --> 00:05:21.180]  黎大爺他跟他們說
[00:05:21.180 --> 00:05:24.620]  他說你們想七十個人管理你們好
[00:05:24.620 --> 00:05:27.380]  還是一個人管理你們好呢?
[00:05:27.380 --> 00:05:31.480]  他要引起那些人的自私心
[00:05:31.480 --> 00:05:36.520]  他沒有將以色列人的和平統一
[00:05:36.520 --> 00:05:39.480]  成爲他首要的考慮
[00:05:39.480 --> 00:05:41.280]  人民沒有缺乏安全感
[00:05:41.280 --> 00:05:43.900]  於是期望有人帶領他們
[00:05:43.900 --> 00:05:46.580]  可以過一個平安穩妥的生活
[00:05:46.580 --> 00:05:50.340]  然後就挑動衆人的種族優越感
[00:05:50.340 --> 00:05:53.680]  去強調你們又記不記得
[00:05:53.680 --> 00:05:56.940]  我們是你們的骨肉
[00:05:56.940 --> 00:05:58.740]  其實他的兄弟
[00:05:58.740 --> 00:06:00.860]  豈不是都是同一個父親出的嗎?
[00:06:00.860 --> 00:06:03.400]  豈不是都是骨肉之親嗎?
[00:06:03.400 --> 00:06:09.100]  但是當然狹義地因爲積澱很多的妻妾
[00:06:09.100 --> 00:06:12.900]  所以這些都是同父異母的兄弟
[00:06:12.900 --> 00:06:17.540]  所以你留意到他們回到媽媽的家族
[00:06:17.540 --> 00:06:18.500]  家裏
[00:06:18.500 --> 00:06:20.340]  是外婆的家
[00:06:20.340 --> 00:06:24.220]  所以他找他的舅父黎大爺去說
[00:06:24.220 --> 00:06:26.340]  但是不要忘記
[00:06:26.340 --> 00:06:28.200]  其實他們都是阿伯拉罕的後裔
[00:06:28.200 --> 00:06:29.700]  是同一個根源
[00:06:29.700 --> 00:06:31.740]  他們應該是團結一致
[00:06:31.740 --> 00:06:34.060]  去對付外敵的
[00:06:34.060 --> 00:06:35.820]  但現在不是這樣
[00:06:35.820 --> 00:06:39.820]  這些政客刻意地訴諸
[00:06:39.820 --> 00:06:42.420]  我們各個支派都不同的
[00:06:42.420 --> 00:06:44.000]  12個支派
[00:06:44.000 --> 00:06:46.420]  但其實都是同一個源頭
[00:06:46.420 --> 00:06:49.940]  這些都是政客經常玩弄的種族主義
[00:06:49.940 --> 00:06:52.120]  這些是很邪惡的伎倆
[00:06:52.120 --> 00:06:54.220]  很簡單舉個例子
[00:06:54.220 --> 00:06:57.340]  當日希特勒第一次世界大戰
[00:06:57.340 --> 00:06:58.940]  德國戰敗了
[00:06:58.940 --> 00:07:01.640]  後來希特勒就崛起了
[00:07:01.640 --> 00:07:02.900]  就要帶給人民
[00:07:02.900 --> 00:07:06.480]  我要來複興德國
[00:07:06.480 --> 00:07:08.220]  帶給他們希望
[00:07:08.220 --> 00:07:10.100]  然後就要找敵人出來
[00:07:10.100 --> 00:07:12.000]  就是猶太人
[00:07:12.000 --> 00:07:14.320]  猶太人就是吸我們的血
[00:07:14.320 --> 00:07:16.020]  這些人很喜歡做生意的
[00:07:16.020 --> 00:07:21.140]  於是就去對付這些猶太人
[00:07:21.140 --> 00:07:23.060]  屠殺600萬的猶太人
[00:07:23.060 --> 00:07:25.640]  但當時很多人來擁護他
[00:07:25.640 --> 00:07:28.120]  這是遠古的時候
[00:07:28.120 --> 00:07:34.160]  同樣這些情況都出現在今天英國的華人教會里面
[00:07:34.160 --> 00:07:39.000]  很久以前已經建立的英國的華人教會
[00:07:39.000 --> 00:07:41.560]  可能是來自國內一些的人
[00:07:41.560 --> 00:07:45.160]  但這幾年裏面多了很多香港來的人
[00:07:45.160 --> 00:07:49.360]  他們可能就不會覺得需要接納這些人
[00:07:49.360 --> 00:07:52.580]  在我們住的區裏面都有些教會
[00:07:52.580 --> 00:07:54.720]  已經分開了
[00:07:54.720 --> 00:07:56.540]  我們香港人已經融入不了
[00:07:56.540 --> 00:07:59.060]  又或者感覺到不受重視
[00:07:59.060 --> 00:08:01.500]  於是就出來建立新的教會
[00:08:01.500 --> 00:08:03.340]  所以這裏留意到
[00:08:03.340 --> 00:08:03.880]  當然
[00:08:03.880 --> 00:08:05.860]  因爲不同的文化背景
[00:08:05.860 --> 00:08:08.880]  在模樣上分開是好的
[00:08:08.880 --> 00:08:12.400]  但彼此之間絕對不應該有仇視的態度
[00:08:12.400 --> 00:08:14.000]  這是應有之義
[00:08:14.000 --> 00:08:17.700]  阿彼米勒就讓衆人清楚知道
[00:08:17.700 --> 00:08:19.660]  他是來自統治的家庭
[00:08:19.660 --> 00:08:21.960]  我是基電的後裔
[00:08:21.960 --> 00:08:23.800]  我爸爸就是基電
[00:08:23.800 --> 00:08:29.300]  所以有足夠的資格去成爲下一個統治者
[00:08:29.300 --> 00:08:33.720]  阿彼米勒的呼籲就產生了正面的效果
[00:08:33.720 --> 00:08:36.220]  於是衆人就選了他出來做首領
[00:08:36.220 --> 00:08:38.880]  這個就是所謂的民主選舉
[00:08:38.880 --> 00:08:41.220]  但當然我們知道民主選舉
[00:08:41.220 --> 00:08:43.460]  並不能夠解決一切的問題
[00:08:43.460 --> 00:08:46.440]  克里特拉也是民主選出來的
[00:08:46.440 --> 00:08:51.100]  所以我們要很小心他分別
[00:08:51.100 --> 00:08:55.200]  但仍然有民主總比沒有民主好
[00:08:55.200 --> 00:08:57.620]  你想想當日臺灣的陳水扁
[00:08:57.620 --> 00:08:59.020]  高票當選
[00:08:59.020 --> 00:09:01.460]  正是臺灣之子
[00:09:01.460 --> 00:09:03.960]  但後來如來發現他貪污的時候
[00:09:03.960 --> 00:09:07.520]  下一屆就可以用選票趕他下臺
[00:09:07.520 --> 00:09:10.040]  讓第二個人黎大爺去接手
[00:09:10.040 --> 00:09:12.200]  所以你留意到
[00:09:12.200 --> 00:09:16.280]  原來沒有一個政治制度是最穩固的
[00:09:16.280 --> 00:09:19.260]  這羣事件人都是選什麼呢?
[00:09:19.260 --> 00:09:22.240]  選什麼就選什麼 出來黎大爺去作王
[00:09:22.240 --> 00:09:24.080]  但我們留意到
[00:09:24.080 --> 00:09:25.860]  其實最重要的
[00:09:25.860 --> 00:09:27.960]  最好的就是神權管理
[00:09:27.960 --> 00:09:29.340]  但不是伊朗那種
[00:09:29.340 --> 00:09:32.260]  真是我們所相信的神去管理我們
[00:09:32.260 --> 00:09:34.840]  好了 我們也看到整個過程裏面
[00:09:34.840 --> 00:09:37.740]  他們不是以大衆的利益爲前提
[00:09:37.740 --> 00:09:40.060]  更加看到一些正義人物
[00:09:40.060 --> 00:09:44.060]  可以藉着很美麗的修辭
[00:09:44.060 --> 00:09:45.300]  宣講
[00:09:45.300 --> 00:09:47.740]  挑起人基本的慾望
[00:09:47.740 --> 00:09:49.880]  而達到控制人民的目的
[00:09:49.880 --> 00:09:53.520]  阿彼米勒因爲他的出生非常卑微
[00:09:53.520 --> 00:09:57.320]  他的母親是視爲奴隸的
[00:09:57.320 --> 00:09:59.400]  是一個女的奴隸
[00:09:59.400 --> 00:10:01.300]  所以他更加想成爲領袖
[00:10:01.300 --> 00:10:05.800]  擺脫他這個卑賤的背景
[00:10:05.800 --> 00:10:09.420]  下一次我們看耶佛他
[00:10:09.420 --> 00:10:10.860]  也有類似的情況
[00:10:10.860 --> 00:10:14.940]  好了 我們一起看士紳紀第九章第十八節
[00:10:14.940 --> 00:10:18.060]  你們如今起來攻擊我的父家
[00:10:18.060 --> 00:10:23.820]  將他種子七十人殺在一塊盆石上
[00:10:23.820 --> 00:10:27.100]  又立他婢女所生的兒子阿彼米勒
[00:10:27.100 --> 00:10:28.760]  爲弒劍人的王
[00:10:28.760 --> 00:10:30.760]  他原是你們的弟兄
[00:10:30.760 --> 00:10:32.240]  這一段就是
[00:10:32.240 --> 00:10:34.140]  走漏了一會兒我們會看
[00:10:34.140 --> 00:10:37.080]  一個最小的兒子叫約坦
[00:10:37.080 --> 00:10:40.280]  就來指責這幫弒劍人
[00:10:40.280 --> 00:10:45.180]  他就說出爲什麼要立我父親基甸
[00:10:45.180 --> 00:10:48.760]  婢女所生的兒子阿彼米勒
[00:10:48.760 --> 00:10:51.800]  婢女這個字可以直接叫妾
[00:10:51.800 --> 00:10:55.280]  那個時代如果主人沒有兒女的時候
[00:10:55.280 --> 00:10:59.300]  妻子可以將她的婢女給自己的丈夫
[00:10:59.300 --> 00:11:00.900]  即是他們做什麼呢?
[00:11:00.900 --> 00:11:02.500]  是代母
[00:11:02.500 --> 00:11:04.460]  等他和她發生關係之後
[00:11:04.460 --> 00:11:06.520]  就來給他生他的孩子
[00:11:06.520 --> 00:11:07.920]  屬於他父親的
[00:11:07.920 --> 00:11:11.740]  記不記得當阿巴拉罕晚年時
[00:11:11.740 --> 00:11:13.180]  都未有身份
[00:11:13.180 --> 00:11:16.380]  撒拉就叫婢女夏甲
[00:11:16.380 --> 00:11:18.660]  和自己的丈夫發生關係
[00:11:18.660 --> 00:11:21.420]  結果夏甲就生了二十馬尼
[00:11:21.420 --> 00:11:24.840]  那時候夏甲就由婢女變成妾侍
[00:11:24.840 --> 00:11:27.180]  所以基甸其實不要忘記
[00:11:27.180 --> 00:11:28.680]  他不是沒有兒女
[00:11:28.680 --> 00:11:31.180]  他已經有衆多的兒女
[00:11:31.180 --> 00:11:34.440]  但都仍然將自己的婢女變成自己的妾侍
[00:11:34.440 --> 00:11:38.240]  可以見到他的生活是多麼的糜爛和放縱
[00:11:38.240 --> 00:11:40.380]  很不幸地我認識一些人
[00:11:40.380 --> 00:11:43.560]  除了在外面有不同的
[00:11:43.560 --> 00:11:45.060]  和異性的發生關係
[00:11:45.060 --> 00:11:48.180]  就算連家裏自己的菲傭
[00:11:48.180 --> 00:11:51.880]  都給他帶去搞發生關係
[00:11:51.880 --> 00:11:53.460]  這是很可悲的
[00:11:53.460 --> 00:11:56.780]  基甸就成爲了家庭裏的罪魁禍首
[00:11:56.780 --> 00:11:59.560]  他直接娶妻妾來展示自己的權力
[00:11:59.560 --> 00:12:03.760]  這不僅僅是他不敬前的表現
[00:12:03.760 --> 00:12:07.680]  也都間接成爲自己家族滅亡的原因
[00:12:07.680 --> 00:12:12.060]  他肯定想保住自己家庭的勢力和尊名
[00:12:12.060 --> 00:12:15.360]  但是阿比米納的叛逆
[00:12:15.360 --> 00:12:19.500]  就使基甸一切的努力付諸於納粹
[00:12:19.500 --> 00:12:21.480]  阿比米納出身卑微
[00:12:21.480 --> 00:12:24.900]  但是很想人家去賞識、尊崇他
[00:12:24.900 --> 00:12:27.200]  故此他就要攀高位
[00:12:27.200 --> 00:12:28.700]  他父親的死亡
[00:12:28.700 --> 00:12:32.080]  就成爲他爭取權力的最佳跳板
[00:12:32.080 --> 00:12:35.160]  好了 我們看看他怎麼去奪權
[00:12:35.160 --> 00:12:39.480]  好 我們看看《史詩紀》第9章第4節
[00:12:39.480 --> 00:12:43.080]  「就從巴力比利圖的鳥中
[00:12:43.080 --> 00:12:47.000]  取了七十赤赫勒銀子級阿比米納
[00:12:47.000 --> 00:12:50.940]  阿比米納用以僱了些匪徒跟隨他」
[00:12:50.940 --> 00:12:53.820]  好了 那些事件人就說 好啊 好啊
[00:12:53.820 --> 00:12:56.460]  一個人管我們比七十人管好
[00:12:56.460 --> 00:12:59.080]  而且你是和我們有血緣關係的
[00:12:59.080 --> 00:13:01.440]  於是就說 好 我們擁你爲王
[00:13:01.440 --> 00:13:03.660]  於是就在那些廟裏
[00:13:03.660 --> 00:13:06.660]  拿了七十赤赫勒給阿比米納
[00:13:06.660 --> 00:13:08.420]  阿比米納是怎樣的呢?
[00:13:08.420 --> 00:13:12.580]  就拿這些錢來僱用一些匪徒
[00:13:12.580 --> 00:13:15.380]  一些匪類來跟隨他
[00:13:15.380 --> 00:13:18.820]  給錢他就表示支持他
[00:13:18.820 --> 00:13:23.020]  但是這些金錢的來源原來是來自巴力比利圖
[00:13:23.020 --> 00:13:28.320]  這個地方就是阿比米納策劃要殺自己兄弟的地方
[00:13:28.320 --> 00:13:30.260]  是拜偶像的地方
[00:13:30.260 --> 00:13:32.880]  這些拜偶像的敬拜者
[00:13:32.880 --> 00:13:35.720]  竟然成爲他強力的支持者
[00:13:35.720 --> 00:13:37.500]  這個你想想多可悲
[00:13:37.500 --> 00:13:43.340]  即是說巴力已經完全控制了基電的家族
[00:13:43.340 --> 00:13:47.900]  而這些人他們是沒有正確的道德觀念
[00:13:47.900 --> 00:13:52.120]  在基電和米電人的爭戰之中
[00:13:52.120 --> 00:13:54.900]  巴力戰敗了
[00:13:54.900 --> 00:13:58.580]  但是藉着這個家庭裏面的內部鬥爭
[00:13:58.580 --> 00:14:02.080]  就令到以色列人衰敗
[00:14:02.080 --> 00:14:06.620]  巴力反而贏得了以色列人對他的敬拜
[00:14:06.620 --> 00:14:09.800]  他就用這些錢去僱用匪徒
[00:14:09.800 --> 00:14:14.880]  流氓跟隨他 幫助他來殺自己的兄弟
[00:14:14.880 --> 00:14:18.960]  好了 但是就有一個人跑了
[00:14:18.960 --> 00:14:23.320]  我們看一看《士紳紀》第9章第5節
[00:14:23.320 --> 00:14:28.580]  「他往俄弗拉到他父親的家 將他弟兄耶路巴黎的宗子
[00:14:28.580 --> 00:14:31.200]  七十人都殺在一塊盤石上
[00:14:31.200 --> 00:14:36.980]  只剩下耶路巴黎的小兒子約坦 又爲他躲藏了」
[00:14:36.980 --> 00:14:40.000]  他們去到俄弗拉這個地方
[00:14:40.000 --> 00:14:43.160]  如果我們一直有看《士紳紀》
[00:14:43.160 --> 00:14:45.400]  又記得我所講的時候
[00:14:45.400 --> 00:14:48.740]  其實你會有一個很大的感受
[00:14:48.740 --> 00:14:51.720]  俄弗拉就是基電的家鄉
[00:14:51.720 --> 00:14:56.080]  但是他在他自家裏面殺了自己的七十個兄弟
[00:14:56.080 --> 00:15:01.000]  俄弗拉就是基電設立以弗德的地方
[00:15:01.000 --> 00:15:02.800]  但是之前是什麼呢?
[00:15:02.800 --> 00:15:08.440]  基電在俄弗拉里面拆除了巴力和阿斯塔羅的偶像
[00:15:08.440 --> 00:15:13.140]  但是後來他就建立了一個以弗德
[00:15:13.140 --> 00:15:15.140]  這個是上個星期我們見到的
[00:15:15.140 --> 00:15:17.360]  第8章第27節
[00:15:17.360 --> 00:15:23.060]  「基電以此製造了一個以弗德 設立在本城俄弗拉
[00:15:23.060 --> 00:15:26.520]  後來以色列人拜那以弗德 行了邪人
[00:15:26.520 --> 00:15:29.800]  這就作了基電和他全家的網絡」
[00:15:29.800 --> 00:15:35.900]  看到嗎?這個就是基電原本在俄弗拉拆巴力偶像
[00:15:35.900 --> 00:15:38.400]  但是後來他拿了那些金銀
[00:15:38.400 --> 00:15:42.560]  就做了一個以弗德 成爲他們的偶像
[00:15:42.560 --> 00:15:45.860]  讓他們去拜 甚至行邪人
[00:15:45.860 --> 00:15:49.340]  但是現在這個地方更加是他自己的遺址
[00:15:49.340 --> 00:15:52.180]  70個遺址被殺的地方
[00:15:52.180 --> 00:15:55.960]  所以我們在這裏見到以色列人最可怕的敵人
[00:15:55.960 --> 00:16:00.460]  原來不是加拿大人 是自己人
[00:16:00.460 --> 00:16:03.440]  今天剛剛7月1號香港迴歸
[00:16:03.440 --> 00:16:05.680]  記得彭定康臨走的時候都說到
[00:16:05.680 --> 00:16:09.220]  香港有一天如果衰落的時候
[00:16:09.220 --> 00:16:12.160]  不是衰落在外人的手上
[00:16:12.160 --> 00:16:15.420]  往往就是在自己香港人的手上
[00:16:15.420 --> 00:16:19.520]  這句話你覺得有一定程度是正確的嗎?
[00:16:19.520 --> 00:16:26.140]  某程度阿比米勒的70個兄弟
[00:16:26.140 --> 00:16:29.820]  只是值70射克勒
[00:16:29.820 --> 00:16:34.260]  就是一個人只值1個射克勒
[00:16:34.260 --> 00:16:39.800]  但原來當日一個奴隸的身價是值50射克勒
[00:16:39.800 --> 00:16:45.020]  所以這70個人的性命比奴隸的價值更低
[00:16:45.020 --> 00:16:51.420]  同樣其實那些跟隨他的匪徒都是很貴的
[00:16:51.420 --> 00:16:55.720]  不是很多錢分的 但就跟隨他
[00:16:55.720 --> 00:16:59.460]  一個獨裁者他會視生命如同草芥
[00:16:59.460 --> 00:17:02.080]  是絕對不會珍惜的
[00:17:02.080 --> 00:17:06.720]  他將自己的兄弟和加拿大人這樣進行的殺戮
[00:17:06.720 --> 00:17:10.060]  這個就很可悲 就是獨裁者所做的事情
[00:17:10.060 --> 00:17:15.120]  正如4年俄羅斯侵略烏克蘭
[00:17:15.120 --> 00:17:19.460]  俄羅斯已經死了不少的士兵
[00:17:19.460 --> 00:17:21.760]  死了不少的國民
[00:17:21.760 --> 00:17:24.840]  當然烏克蘭也死了不少
[00:17:24.840 --> 00:17:27.920]  但是你留意到普京肯不肯去港禍呢?
[00:17:27.920 --> 00:17:29.960]  他爲了自己的面子、自己的權力
[00:17:29.960 --> 00:17:32.120]  他絕對不會去港禍的
[00:17:32.120 --> 00:17:33.840]  但是死的是哪些人呢?
[00:17:33.840 --> 00:17:36.040]  就是自己的國民
[00:17:36.040 --> 00:17:37.800]  同樣你留意到
[00:17:37.800 --> 00:17:41.200]  當日一些大躍進
[00:17:41.200 --> 00:17:47.920]  一畝田可以生產幾千萬的羹
[00:17:47.920 --> 00:17:50.520]  就是很多很多的羹
[00:17:50.520 --> 00:17:52.160]  這些的誇大
[00:17:52.160 --> 00:17:57.000]  結果就令幾千萬人餓死了
[00:17:57.000 --> 00:18:01.360]  你留意到原來有些人爲了鞏固自己的地位的時候
[00:18:01.360 --> 00:18:04.120]  就視生命 特別是人民的生命
[00:18:04.120 --> 00:18:06.320]  如同草芥 這是很可悲的
[00:18:06.320 --> 00:18:09.000]  所以阿彼米勒是一個很兇殘的人
[00:18:09.000 --> 00:18:11.320]  他只要達到目的的時候
[00:18:11.320 --> 00:18:12.920]  他就會不擇手段
[00:18:12.920 --> 00:18:15.280]  甚至謀害人命
[00:18:15.280 --> 00:18:16.720]  在所不惜
[00:18:16.720 --> 00:18:18.960]  可見當時社會上
[00:18:18.960 --> 00:18:22.980]  沒有人以神的標準作爲行事爲人的標準
[00:18:22.980 --> 00:18:25.220]  因爲十誡很清楚不可殺人 是不是?
[00:18:25.220 --> 00:18:26.700]  這是謀殺
[00:18:26.700 --> 00:18:30.040]  所以他們是完全的肆無忌憚
[00:18:30.040 --> 00:18:32.000]  沒有理會神的教導
[00:18:32.000 --> 00:18:35.000]  這就是事實時代裏面那種悲哀
[00:18:35.000 --> 00:18:37.680]  這一定會產生很多錯誤的決定
[00:18:37.680 --> 00:18:40.920]  和帶來給人民很多的悲劇
[00:18:40.920 --> 00:18:45.000]  好了 我們再看《史詩紀》第九章第六節
[00:18:45.000 --> 00:18:48.800]  葉劍人和米奈人都一同聚集
[00:18:48.800 --> 00:18:51.760]  往事件將樹房的處子那女
[00:18:51.760 --> 00:18:54.120]  立阿彼米勒爲王
[00:18:54.120 --> 00:18:56.680]  阿彼米勒殺了自己的兄弟之後
[00:18:56.680 --> 00:19:00.880]  事件那些人就要立他爲王了
[00:19:00.880 --> 00:19:05.500]  作者很肯定不認同阿彼米勒這個行爲
[00:19:05.500 --> 00:19:09.440]  所以在王的家面這個描述裏面
[00:19:09.440 --> 00:19:11.120]  只是簡單一句
[00:19:11.120 --> 00:19:13.560]  但我們看到家面的地點在哪裏?
[00:19:13.560 --> 00:19:18.240]  就是在事件將樹旁邊的處子
[00:19:18.240 --> 00:19:21.600]  這個多數是拜亞瑟拉處子的神壇
[00:19:21.600 --> 00:19:25.400]  可見信奉二邦偶像的風氣
[00:19:25.400 --> 00:19:27.820]  已經蔓延得很厲害
[00:19:27.820 --> 00:19:29.940]  在這張聖經的描繪里面
[00:19:29.940 --> 00:19:33.720]  我們沒有見到耶化神的名字也出現
[00:19:33.720 --> 00:19:36.600]  可見神是絕對不會祝福他們的
[00:19:36.600 --> 00:19:38.920]  跟着阿彼米勒是怎樣的呢?
[00:19:38.920 --> 00:19:41.100]  《事實》第九章二十二節
[00:19:41.100 --> 00:19:44.880]  阿彼米勒管理以色列人三年
[00:19:44.880 --> 00:19:48.580]  作者很強調這一點讓我們看到
[00:19:48.580 --> 00:19:51.980]  他要將阿彼米勒和其他的事實相互比較
