
[00:00:00.000 --> 00:00:05.000]  在我們看《創世紀》的第三章第八節開始
[00:01:50.000 --> 00:01:52.000]  在這裡特別提到赤身露體
[00:01:52.000 --> 00:01:54.000]  其實原先在創造當中
[00:01:54.000 --> 00:01:57.000]  是一個很重要的描述
[00:01:57.000 --> 00:02:00.000]  原先是很美好沒有問題的
[00:02:00.000 --> 00:02:01.000]  大家當我們看回
[00:02:01.000 --> 00:02:03.000]  《創世紀》二章25節的時候
[00:02:03.000 --> 00:02:07.000]  它說當時夫妻二人赤身露體
[00:02:07.000 --> 00:02:09.000]  並不羞恥
[00:02:09.000 --> 00:02:15.000]  OK 謝謝
[00:02:15.000 --> 00:02:18.000]  是不是 PowerPoint 有一點故障
[00:02:18.000 --> 00:02:20.000]  OK 好了 謝謝
[00:02:20.000 --> 00:02:24.000]  當時夫妻二人赤身露體並不羞恥
[00:02:24.000 --> 00:02:26.000]  這是在犯罪之前的描述
[00:02:26.000 --> 00:02:28.000]  但是到了第三章的時候
[00:02:28.000 --> 00:02:30.000]  到我們看今天的經文的時候
[00:02:30.000 --> 00:02:33.000]  到了第三章的第七節
[00:02:33.000 --> 00:02:35.000]  第十節和第十一節裡面
[00:02:35.000 --> 00:02:38.000]  說到人眼睛明亮了
[00:02:38.000 --> 00:02:40.000]  但是人眼睛的明亮
[00:02:40.000 --> 00:02:42.000]  帶來的是罪人
[00:02:42.000 --> 00:02:45.000]  用了一個罪人的觀點
[00:02:45.000 --> 00:02:47.000]  用罪人的思維
[00:02:47.000 --> 00:02:50.000]  就是我們所說的所謂的有色眼鏡
[00:02:50.000 --> 00:02:52.000]  去看神的創造
[00:02:52.000 --> 00:02:55.000]  赤身露體就成為了羞恥
[00:02:55.000 --> 00:02:56.000]  我們今時今日
[00:02:56.000 --> 00:02:58.000]  所以要穿很多衣服
[00:02:58.000 --> 00:03:01.000]  遮住自己的身體
[00:03:01.000 --> 00:03:04.000]  當時阿當和女人
[00:03:04.000 --> 00:03:07.000]  就是用了她的智慧
[00:03:07.000 --> 00:03:09.000]  第一件世界的發明是甚麼
[00:03:09.000 --> 00:03:11.000]  無花果做了一條裙 是不是
[00:03:11.000 --> 00:03:12.000]  但是有沒有用呢
[00:03:12.000 --> 00:03:13.000]  很明顯沒有用
[00:03:13.000 --> 00:03:15.000]  不然他們不用躲起來
[00:03:15.000 --> 00:03:18.000]  這條裙遮蓋不了他們心裡面
[00:03:18.000 --> 00:03:21.000]  內心的羞恥
[00:03:21.000 --> 00:03:24.000]  所以他們選擇躲起來
[00:03:24.000 --> 00:03:26.000]  其實很天真
[00:03:26.000 --> 00:03:28.000]  人很天真
[00:03:28.000 --> 00:03:30.000]  有一點點傻氣
[00:03:30.000 --> 00:03:31.000]  究竟我們躲起來
[00:03:31.000 --> 00:03:33.000]  是否真的可以躲起來呢
[00:03:33.000 --> 00:03:36.000]  在神的同在底下
[00:03:36.000 --> 00:03:39.000]  我們究竟是否真的可以躲起來呢
[00:03:39.000 --> 00:03:41.000]  究竟神是否不知道
[00:03:41.000 --> 00:03:42.000]  神是不會不知道
[00:03:42.000 --> 00:03:45.000]  阿當和女人做了甚麼 發生了甚麼事
[00:03:45.000 --> 00:03:47.000]  神甚麼都知道
[00:03:47.000 --> 00:03:49.000]  但是經文裡面講得很好的
[00:03:49.000 --> 00:03:51.000]  很特別的東西是
[00:03:51.000 --> 00:03:55.000]  神沒有任何的轉變
[00:03:55.000 --> 00:03:57.000]  祂沒有怒氣
[00:03:57.000 --> 00:04:00.000]  沒有打算即時去興師問罪
[00:04:00.000 --> 00:04:02.000]  祂沒有打算作即時的審判
[00:04:02.000 --> 00:04:03.000]  聖經裡面講
[00:04:03.000 --> 00:04:05.000]  祂仍然在園裡面憑酒
[00:04:05.000 --> 00:04:08.000]  一如以往在園中漫步
[00:04:08.000 --> 00:04:10.000]  很想去找回祂所創
[00:04:10.000 --> 00:04:11.000]  祂所愛的人
[00:04:11.000 --> 00:04:13.000]  和他們對話
[00:04:13.000 --> 00:04:14.000]  祂呼喊
[00:04:14.000 --> 00:04:16.000]  祂說 你在哪裡啊
[00:04:16.000 --> 00:04:19.000]  裡面沒有任何的責備
[00:04:19.000 --> 00:04:23.000]  沒有任何的怒氣
[00:04:23.000 --> 00:04:25.000]  其實可以這樣說
[00:04:25.000 --> 00:04:28.000]  神裡面表示祂說
[00:04:28.000 --> 00:04:29.000]  不用怕
[00:04:29.000 --> 00:04:31.000]  你們做的事我知道
[00:04:31.000 --> 00:04:32.000]  沒事的
[00:04:32.000 --> 00:04:39.000]  我來是很想和你一起解決問題
[00:04:39.000 --> 00:04:41.000]  我們經常說
[00:04:41.000 --> 00:04:43.000]  人的絕望是神的開始
[00:04:43.000 --> 00:04:44.000]  人走投無路
[00:04:44.000 --> 00:04:45.000]  於是我們就回來教會
[00:04:45.000 --> 00:04:47.000]  或者我們通過不同的東西
[00:04:47.000 --> 00:04:49.000]  我們去找神
[00:04:49.000 --> 00:04:50.000]  弟兄姊妹
[00:04:50.000 --> 00:04:53.000]  究竟是我們去找神
[00:04:53.000 --> 00:04:55.000]  還是神找我們呢
[00:04:55.000 --> 00:04:56.000]  一直在找我們
[00:04:56.000 --> 00:04:58.000]  神一直在問我們
[00:04:58.000 --> 00:04:59.000]  你在哪裡
[00:04:59.000 --> 00:05:00.000]  我們在哪裡
[00:05:00.000 --> 00:05:02.000]  其實神的聲音
[00:05:02.000 --> 00:05:04.000]  在創世紀我們都有聽過
[00:05:04.000 --> 00:05:06.000]  我們說神的聲音就是神的話
[00:05:06.000 --> 00:05:07.000]  神的道
[00:05:07.000 --> 00:05:10.000]  神的道在漢福音裡面說
[00:05:10.000 --> 00:05:11.000]  就是預表著
[00:05:11.000 --> 00:05:13.000]  我們的救贖主耶穌基督
[00:05:13.000 --> 00:05:14.000]  祂導成肉身
[00:05:14.000 --> 00:05:18.000]  來到這個世上去尋找失散的人
[00:05:18.000 --> 00:05:21.000]  這就是神對罪人恩賜的彰顯
[00:05:21.000 --> 00:05:23.000]  縱然人犯罪
[00:05:23.000 --> 00:05:24.000]  神沒有離開過我們
[00:05:24.000 --> 00:05:26.000]  神對我們不離不棄
[00:05:26.000 --> 00:05:28.000]  祂一定一直在找我們
[00:05:28.000 --> 00:05:33.000]  但是人只不過是被罪
[00:05:33.000 --> 00:05:38.000]  被仇敵去欺控所講的大話
[00:05:38.000 --> 00:05:39.000]  去欺騙我們
[00:05:39.000 --> 00:05:40.000]  說我們不配
[00:05:40.000 --> 00:05:42.000]  神不喜悅我們
[00:05:42.000 --> 00:05:44.000]  叫我們離開神
[00:05:44.000 --> 00:05:47.000]  於是人犯罪之後就躲起來
[00:05:47.000 --> 00:05:49.000]  亦都是好像小朋友那樣
[00:05:49.000 --> 00:05:50.000]  很天真
[00:05:50.000 --> 00:05:52.000]  我們經常都說
[00:05:52.000 --> 00:05:53.000]  跟小朋友玩捉迷藏
[00:05:53.000 --> 00:05:54.000]  他們一定會輸
[00:05:54.000 --> 00:05:57.000]  因為他們以為自己躲起來了
[00:05:57.000 --> 00:05:58.000]  然後你問
[00:05:58.000 --> 00:05:59.000]  你在哪裡
[00:05:59.000 --> 00:06:01.000]  他們一定會回答你
[00:06:01.000 --> 00:06:06.000]  所以他們就藏在園裡的樹林當中
[00:06:06.000 --> 00:06:07.000]  犯罪
[00:06:07.000 --> 00:06:10.000]  這是一個犯罪之後所帶來的
[00:06:10.000 --> 00:06:13.000]  撒旦的控訴所產生的罪疚感
[00:06:13.000 --> 00:06:15.000]  其實再說
[00:06:15.000 --> 00:06:17.000]  神是無所不知
[00:06:17.000 --> 00:06:18.000]  無處不在
[00:06:18.000 --> 00:06:20.000]  我們的一切
[00:06:20.000 --> 00:06:21.000]  就算我們在這裡
[00:06:21.000 --> 00:06:23.000]  或者我們自己在任何的地方
[00:06:23.000 --> 00:06:24.000]  我們所作的一切
[00:06:24.000 --> 00:06:27.000]  神沒有東西是不知道
[00:06:27.000 --> 00:06:29.000]  私人大衛很清楚
[00:06:29.000 --> 00:06:30.000]  大衛有失落
[00:06:30.000 --> 00:06:31.000]  有經歷
[00:06:31.000 --> 00:06:33.000]  有得罪神的時間
[00:06:33.000 --> 00:06:35.000]  但是當他犯罪了之後
[00:06:35.000 --> 00:06:37.000]  他願意坦然的面對神
[00:06:37.000 --> 00:06:38.000]  我們看看
[00:06:38.000 --> 00:06:40.000]  詩篇一三九篇第七節
[00:06:40.000 --> 00:06:42.000]  私人大衛怎樣去描述
[00:06:42.000 --> 00:06:43.000]  我們一起讀好嗎
[00:06:43.000 --> 00:06:46.000]  我往哪裏去躲避你的靈
[00:06:46.000 --> 00:06:50.000]  我往哪裏去逃避你的面
[00:06:50.000 --> 00:06:52.000]  大衛很清楚
[00:06:52.000 --> 00:06:54.000]  我去到哪裏
[00:06:54.000 --> 00:06:57.000]  神我都躲不起來
[00:06:57.000 --> 00:06:58.000]  神要找我
[00:06:58.000 --> 00:07:00.000]  一定找得到
[00:07:00.000 --> 00:07:02.000]  神當然當時是知道
[00:07:02.000 --> 00:07:04.000]  阿當在哪裏
[00:07:04.000 --> 00:07:05.000]  但是我們看到
[00:07:05.000 --> 00:07:08.000]  神仍然對阿當去發問
[00:07:08.000 --> 00:07:09.000]  你在哪裏
[00:07:09.000 --> 00:07:10.000]  你在哪裏
[00:07:10.000 --> 00:07:12.000]  其實他這個發問
[00:07:12.000 --> 00:07:13.000]  不是說他不知道
[00:07:13.000 --> 00:07:14.000]  而是他很想
[00:07:14.000 --> 00:07:16.000]  其實阿當自己不知道
[00:07:16.000 --> 00:07:19.000]  他很想阿當自己去思想
[00:07:19.000 --> 00:07:20.000]  自己去反省
[00:07:20.000 --> 00:07:23.000]  究竟自己在哪裏
[00:07:23.000 --> 00:07:26.000]  究竟我發生了什麼事
[00:07:26.000 --> 00:07:28.000]  為什麼我原先跟神
[00:07:28.000 --> 00:07:29.000]  有一個這麼好的關係
[00:07:29.000 --> 00:07:30.000]  在樂園裏面
[00:07:30.000 --> 00:07:31.000]  有一個最美好的情況
[00:07:31.000 --> 00:07:33.000]  都是我現在要去躲起來
[00:07:33.000 --> 00:07:34.000]  我現在會這麼怕神
[00:07:34.000 --> 00:07:35.000]  我怕了
[00:07:35.000 --> 00:07:37.000]  神就是很希望阿當
[00:07:37.000 --> 00:07:38.000]  他能夠反省
[00:07:38.000 --> 00:07:39.000]  去面對
[00:07:39.000 --> 00:07:42.000]  去承認自己的過錯
[00:07:42.000 --> 00:07:43.000]  這個就是恩賜的神
[00:07:43.000 --> 00:07:44.000]  很想對我們
[00:07:44.000 --> 00:07:45.000]  特別是對一些
[00:07:45.000 --> 00:07:48.000]  我們做了神不喜悅的事情
[00:07:48.000 --> 00:07:50.000]  神不可怕
[00:07:50.000 --> 00:07:51.000]  是人因為罪
[00:07:51.000 --> 00:07:53.000]  要去離開神
[00:07:53.000 --> 00:07:56.000]  神從來沒有嫌棄過我們
[00:07:56.000 --> 00:07:58.000]  神讓我們每日靈修的生活
[00:07:58.000 --> 00:08:00.000]  就是我們每一日去親近神
[00:08:00.000 --> 00:08:02.000]  神藉著話語讓我們
[00:08:02.000 --> 00:08:04.000]  去反省我們自己的生命
[00:08:04.000 --> 00:08:07.000]  我們去思想我們自己的生命
[00:08:07.000 --> 00:08:09.000]  等於我們每一日的光景都不同
[00:08:09.000 --> 00:08:11.000]  有時跟神親近一點
[00:08:11.000 --> 00:08:12.000]  有時遠離一點
[00:08:12.000 --> 00:08:13.000]  得罪了他
[00:08:13.000 --> 00:08:16.000]  做了一些他不喜悅的事情
[00:08:16.000 --> 00:08:19.000]  但是神沒有離開過我們
[00:08:19.000 --> 00:08:20.000]  沒有嫌棄過我們
[00:08:20.000 --> 00:08:21.000]  他願意親近我們
[00:08:21.000 --> 00:08:24.000]  去聽我們去傾訴
[00:08:24.000 --> 00:08:27.000]  他很想我們直接跟他去回應
[00:08:27.000 --> 00:08:29.000]  他很想我們每一日
[00:08:29.000 --> 00:08:31.000]  我們跟神的話語
[00:08:31.000 --> 00:08:32.000]  然後我們向祂祈禱
[00:08:32.000 --> 00:08:34.000]  我們向祂傾心吐意
[00:08:34.000 --> 00:08:37.000]  所以神我們在靈修裏面
[00:08:37.000 --> 00:08:39.000]  我們有時可以直接跟神說
[00:08:39.000 --> 00:08:42.000]  我們說神呀我好累呀
[00:08:42.000 --> 00:08:45.000]  神我好鬱悶呀
[00:08:45.000 --> 00:08:47.000]  神我好生氣呀今天
[00:08:47.000 --> 00:08:49.000]  又或者跟神說
[00:08:49.000 --> 00:08:53.000]  神呀我又做了一些你不喜悅的事情
[00:08:53.000 --> 00:08:54.000]  是可以直接跟神說的
[00:08:54.000 --> 00:08:56.000]  神不會不聽的
[00:08:56.000 --> 00:08:58.000]  然後我們在靈修裏面
[00:08:58.000 --> 00:09:01.000]  我們可以安靜等候
[00:09:01.000 --> 00:09:03.000]  讓這位恩賜的神
[00:09:03.000 --> 00:09:05.000]  他親自來安慰我們
[00:09:05.000 --> 00:09:08.000]  親自賜下他從天上而來的平安
[00:09:08.000 --> 00:09:10.000]  去更新我們的思想
[00:09:10.000 --> 00:09:11.000]  這個就是神鼓勵我們
[00:09:11.000 --> 00:09:15.000]  每一日透過靈修去跟他親近
[00:09:15.000 --> 00:09:17.000]  他就是我們這個恩賜的主
[00:09:17.000 --> 00:09:20.000]  就好像這裏他遇上的
[00:09:20.000 --> 00:09:21.000]  他很想親近阿當
[00:09:21.000 --> 00:09:23.000]  他很想親近的女人
[00:09:23.000 --> 00:09:26.000]  縱然他知道發生什麼事
[00:09:26.000 --> 00:09:27.000]  然後繼續我們看下去
[00:09:27.000 --> 00:09:29.000]  我們的神是一個憐憫的神
[00:09:29.000 --> 00:09:31.000]  我們去看第十一節
[00:09:31.000 --> 00:09:32.000]  耶和華說
[00:09:32.000 --> 00:09:33.000]  誰告訴你赤身露體
[00:09:33.000 --> 00:09:35.000]  莫非你吃了我吩咐你
[00:09:35.000 --> 00:09:38.000]  不可吃那個樹上的果子嗎
[00:09:38.000 --> 00:09:39.000]  那人說
[00:09:39.000 --> 00:09:41.000]  你所賜給我與我同居的女人
[00:09:41.000 --> 00:09:43.000]  她把樹上的果子給我
[00:09:43.000 --> 00:09:44.000]  我就吃了
[00:09:44.000 --> 00:09:46.000]  耶和華神對女人說
[00:09:46.000 --> 00:09:48.000]  你做的是什麼事呢
[00:09:48.000 --> 00:09:49.000]  女人說
[00:09:49.000 --> 00:09:50.000]  那蛇引誘我
[00:09:50.000 --> 00:09:52.000]  我就吃了
[00:09:52.000 --> 00:09:54.000]  憐憫我們的主
[00:09:54.000 --> 00:09:55.000]  亦都憐憫罪人
[00:09:55.000 --> 00:09:56.000]  憐憫我們每一個
[00:09:56.000 --> 00:10:00.000]  他很願意跟犯了罪得罪他
[00:10:00.000 --> 00:10:03.000]  做了他不喜悅的事的人對話
[00:10:03.000 --> 00:10:05.000]  他不是好像我們經常都這樣想
[00:10:05.000 --> 00:10:07.000]  你自己回去反省一下
[00:10:07.000 --> 00:10:08.000]  我不理你
[00:10:08.000 --> 00:10:09.000]  我不跟你說話
[00:10:09.000 --> 00:10:11.000]  神不是一個這樣的神
[00:10:11.000 --> 00:10:13.000]  他很想給機會我們面對他
[00:10:13.000 --> 00:10:16.000]  去跟他認罪去跟他悔改
[00:10:16.000 --> 00:10:20.000]  但很多時不是神去令我們
[00:10:20.000 --> 00:10:23.000]  他不是去黑怕我們
[00:10:23.000 --> 00:10:27.000]  而是罪將人和神隔離
[00:10:27.000 --> 00:10:28.000]  而且人的罪性
[00:10:28.000 --> 00:10:30.000]  讓我們很多時不承認
[00:10:30.000 --> 00:10:32.000]  我們自己有過錯
[00:10:32.000 --> 00:10:35.000]  我們死硬說我們沒問題
[00:10:35.000 --> 00:10:38.000]  甚至乎我們用犯另外一些的罪
[00:10:38.000 --> 00:10:39.000]  很想去掩飾
[00:10:39.000 --> 00:10:41.000]  很想去蓋住
[00:10:41.000 --> 00:10:43.000]  我們自己先前所犯的罪
[00:10:43.000 --> 00:10:44.000]  這裡就是
[00:10:44.000 --> 00:10:47.000]  阿當原先有機會去認罪悔改
[00:10:47.000 --> 00:10:50.000]  神很恩慈地跟他對話
[00:10:50.000 --> 00:10:52.000]  神很想他去反省
[00:10:52.000 --> 00:10:54.000]  很想他認錯
[00:10:54.000 --> 00:10:56.000]  但阿當見到竟然是
[00:10:56.000 --> 00:11:00.000]  將他的責任給了那個女人
[00:11:00.000 --> 00:11:02.000]  甚至乎他去怪責神
[00:11:02.000 --> 00:11:03.000]  我們看到他說
[00:11:03.000 --> 00:11:06.000]  是你賜給我和我同居的那個女人
[00:11:06.000 --> 00:11:08.000]  弄到我今時這樣的田地
[00:11:08.000 --> 00:11:10.000]  弄到我現在這樣
[00:11:10.000 --> 00:11:13.000]  阿當當時應該不記得
[00:11:13.000 --> 00:11:16.000]  當神為他創造這個女人的時候
[00:11:16.000 --> 00:11:19.000]  在創世紀二章二十三節說過
[00:11:19.000 --> 00:11:21.000]  這是我骨中的骨
[00:11:21.000 --> 00:11:22.000]  肉中的肉
[00:11:22.000 --> 00:11:26.000]  這個原先是神創造男女的關係
[00:11:26.000 --> 00:11:28.000]  一個婚姻的一個很親密的關係
[00:11:28.000 --> 00:11:29.000]  就是因為罪
[00:11:29.000 --> 00:11:31.000]  就讓這個男人
[00:11:31.000 --> 00:11:34.000]  將所有責任推到女人身上
[00:11:34.000 --> 00:11:36.000]  甚至去怪責神
[00:11:38.000 --> 00:11:40.000]  女人好一點
[00:11:40.000 --> 00:11:42.000]  只是說蛇引誘我
[00:11:42.000 --> 00:11:43.000]  我就吃了
[00:11:43.000 --> 00:11:47.000]  他不敢去怪責神
[00:11:47.000 --> 00:11:48.000]  其實兩個都不願意
[00:11:48.000 --> 00:11:49.000]  為自己的行為負責
[00:11:49.000 --> 00:11:51.000]  不願意承認自己的過錯
[00:11:51.000 --> 00:11:53.000]  亦都嘗試
[00:11:53.000 --> 00:11:55.000]  將責任推到別人身上
[00:11:55.000 --> 00:11:57.000]  將自己的行為去合理化
[00:11:57.000 --> 00:12:00.000]  這個就是我們所說罪上加罪
[00:12:00.000 --> 00:12:04.000]  其實神願意我們
[00:12:04.000 --> 00:12:06.000]  能夠回到祂面前的時候
[00:12:06.000 --> 00:12:08.000]  就是很想亞當
[00:12:08.000 --> 00:12:09.000]  如果亞當和那個女人
[00:12:09.000 --> 00:12:11.000]  當時他能夠願意認錯
[00:12:11.000 --> 00:12:13.000]  他求神去寬恕
[00:12:13.000 --> 00:12:14.000]  而不是躲避
[00:12:14.000 --> 00:12:15.000]  不是推卸
[00:12:15.000 --> 00:12:19.000]  結果可能的結果就會很不同
[00:12:19.000 --> 00:12:23.000]  其實神是那位無限願意等候
[00:12:23.000 --> 00:12:25.000]  無限願意接受我們那個神
[00:12:25.000 --> 00:12:31.000]  就好像耶穌在浪子的比喻裡面說
[00:12:31.000 --> 00:12:33.000]  那個的父親
[00:12:33.000 --> 00:12:37.000]  對於背叛他離開家庭那個的小孩
[00:12:37.000 --> 00:12:40.000]  是每一天他都站在門口等候
[00:12:40.000 --> 00:12:42.000]  等候著罪人悔改
[00:12:42.000 --> 00:12:46.000]  等候著憐憫這個小兒子
[00:12:46.000 --> 00:12:48.000]  能夠早一天回到家
[00:12:48.000 --> 00:12:52.000]  一本很出名的小說
[00:12:52.000 --> 00:12:54.000]  法國的小說叫做《孤星雷》
[00:12:54.000 --> 00:12:55.000]  大家都聽過
[00:12:55.000 --> 00:12:56.000]  《The Miserables》
[00:12:56.000 --> 00:12:57.000]  無論是小說
[00:12:57.000 --> 00:12:59.000]  無論是歌劇電影
[00:12:59.000 --> 00:13:01.000]  大家都有機會接觸過
[00:13:01.000 --> 00:13:04.000]  這段其中有一段很感人的內容
[00:13:04.000 --> 00:13:06.000]  在當中跟大家分享
[00:13:06.000 --> 00:13:08.000]  劇中的主角叫Sean
[00:13:08.000 --> 00:13:10.000]  小說講到他說
[00:13:10.000 --> 00:13:12.000]  他經歷了一個十九年的監獄
[00:13:12.000 --> 00:13:14.000]  坐了十九年牢
[00:13:14.000 --> 00:13:16.000]  裡面講可能是一個冤獄
[00:13:16.000 --> 00:13:17.000]  受了很多委屈
[00:13:17.000 --> 00:13:19.000]  受了很多被人冤枉
[00:13:19.000 --> 00:13:21.000]  於是他出來
[00:13:21.000 --> 00:13:23.000]  出來的時候
[00:13:23.000 --> 00:13:25.000]  社會都不接納他
[00:13:25.000 --> 00:13:27.000]  沒有人肯接待他
[00:13:27.000 --> 00:13:31.000]  唯一就是有人叫他在城裡找主教
[00:13:31.000 --> 00:13:34.000]  於是他就去到主教的家裡
[00:13:34.000 --> 00:13:36.000]  都很感恩
[00:13:36.000 --> 00:13:38.000]  主教很盛情地去接待他
[00:13:38.000 --> 00:13:40.000]  請他吃飯
[00:13:40.000 --> 00:13:42.000]  而且還用他家裡
[00:13:42.000 --> 00:13:46.000]  最貴重的銀造餐具去招呼他
[00:13:46.000 --> 00:13:50.000]  但基於十九年監獄
[00:13:50.000 --> 00:13:52.000]  可能還是冤獄
[00:13:52.000 --> 00:13:53.000]  很多的憤怒
[00:13:53.000 --> 00:13:55.000]  很多的罪性
[00:13:55.000 --> 00:13:58.000]  很多的憤怒都仍然存在
[00:13:58.000 --> 00:14:00.000]  結果是什麼呢
[00:14:00.000 --> 00:14:04.000]  Sean偷了主教這些銀餐具
[00:14:04.000 --> 00:14:06.000]  然後逃走了
[00:14:06.000 --> 00:14:09.000]  結果最終都被警察抓了
[00:14:09.000 --> 00:14:11.000]  拉回主教的家裡
[00:14:11.000 --> 00:14:14.000]  警察就期待主教去控訴
[00:14:14.000 --> 00:14:16.000]  於是就落案
[00:14:16.000 --> 00:14:18.000]  把他關回監獄
[00:14:18.000 --> 00:14:20.000]  誰知出人意外地
[00:14:20.000 --> 00:14:22.000]  主教跟大家說
[00:14:22.000 --> 00:14:24.000]  他說這些餐具
[00:14:24.000 --> 00:14:26.000]  是我送給Sean的
[00:14:26.000 --> 00:14:27.000]  而且不單是這樣
[00:14:27.000 --> 00:14:29.000]  他即時還拿了兩個銀造的燭台
[00:14:29.000 --> 00:14:31.000]  送給Sean
[00:14:31.000 --> 00:14:33.000]  但不是因為這樣
[00:14:33.000 --> 00:14:34.000]  就是事情了結
[00:14:34.000 --> 00:14:37.000]  他就跟Sean很語重心長地說
[00:14:37.000 --> 00:14:40.000]  他說你再不是屬於惡的一方
[00:14:40.000 --> 00:14:43.000]  你現在是屬於善的一方
[00:14:43.000 --> 00:14:44.000]  我已經將你的靈魂
[00:14:44.000 --> 00:14:47.000]  從邪惡的念頭和沉淪思想當中
[00:14:47.000 --> 00:14:48.000]  去贖回
[00:14:48.000 --> 00:14:51.000]  交給上帝
[00:14:51.000 --> 00:14:54.000]  Sean就藉著主教這份恩慈
[00:14:54.000 --> 00:14:55.000]  這份憐憫
[00:14:55.000 --> 00:14:57.000]  去彰顯他的愛
[00:14:57.000 --> 00:14:59.000]  然後因此是這樣
[00:14:59.000 --> 00:15:02.000]  Sean深受主教的感動
[00:15:02.000 --> 00:15:04.000]  小說裡面繼續去說
[00:15:04.000 --> 00:15:07.000]  就是他最終改邪歸正
[00:15:07.000 --> 00:15:10.000]  成為了當地的一名市長
[00:15:10.000 --> 00:15:11.000]  不是就是這樣
[00:15:11.000 --> 00:15:13.000]  好像什麼圓滿的結束
[00:15:13.000 --> 00:15:15.000]  更加重要的就是
[00:15:15.000 --> 00:15:16.000]  他成為了市長
[00:15:16.000 --> 00:15:19.000]  他得到在地上有的權柄
[00:15:19.000 --> 00:15:21.000]  有的能力 有的勢力
[00:15:21.000 --> 00:15:24.000]  但是他原先應該是可以
[00:15:24.000 --> 00:15:26.000]  展開一連串的復仇行動
[00:15:26.000 --> 00:15:28.000]  去將一些迫害他
[00:15:28.000 --> 00:15:30.000]  將一些冤枉他的人
[00:15:30.000 --> 00:15:32.000]  一一的解決
[00:15:32.000 --> 00:15:34.000]  但是他沒有選擇這樣做
[00:15:34.000 --> 00:15:36.000]  就是因為神的憐憫
[00:15:36.000 --> 00:15:39.000]  他選擇了憐憫寬恕
[00:15:39.000 --> 00:15:41.000]  這些一直迫害他的人
[00:15:41.000 --> 00:15:43.000]  這個就是神的憐憫
[00:15:43.000 --> 00:15:44.000]  在我們世人
[00:15:44.000 --> 00:15:46.000]  在罪人當中的彰顯
[00:15:46.000 --> 00:15:49.000]  讓罪人可以去悔改
[00:15:49.000 --> 00:15:52.000]  然後我們再看這段經文
[00:15:52.000 --> 00:15:54.000]  我們的神是一個公義的神
[00:15:54.000 --> 00:15:56.000]  耶和華神對蛇說
