
[00:00:00.000 --> 00:00:05.260]  今天是第五天 主耶穌是誰呢?
[00:09:31.060 --> 00:09:35.620]  所以上主是自己化身成為肉身來到我們當中
[00:09:35.620 --> 00:09:38.180]  「而且一早不僅如此
[00:09:38.180 --> 00:09:44.020]  還納了耶穌他的兒子承受萬有」
[00:09:44.020 --> 00:09:44.860]  甚麼是承受萬有?
[00:09:44.860 --> 00:09:48.700]  即是說其實萬有都屬於他的
[00:09:48.700 --> 00:09:50.460]  屬於他的 承受了
[00:09:50.460 --> 00:09:53.220]  我承受了我爸爸媽媽的遺產
[00:09:53.220 --> 00:09:55.980]  那些東西都屬於我的了
[00:09:55.980 --> 00:09:57.780]  承受是屬於
[00:09:57.780 --> 00:10:00.700]  「也曾直著他創造諸世界」
[00:10:00.700 --> 00:10:02.180]  這句重要了
[00:10:02.180 --> 00:10:04.060]  希伯來書一章第二節
[00:10:04.060 --> 00:10:09.580]  「也曾直著他創造諸世界」
[00:10:09.580 --> 00:10:11.580]  整個世界屬於他的
[00:10:11.580 --> 00:10:12.540]  為甚麼?
[00:10:12.540 --> 00:10:13.980]  他做的
[00:10:13.980 --> 00:10:15.620]  而且我給他的
[00:10:15.620 --> 00:10:18.740]  上主說 父神說我給他的
[00:10:18.740 --> 00:10:20.740]  是他做的 我給了他的
[00:10:20.740 --> 00:10:24.220]  「也曾直著他創造諸世界」
[00:10:24.220 --> 00:10:26.020]  第一節特別我們看看
[00:10:26.020 --> 00:10:31.420]  這句「也曾直著他創造諸世界」
[00:10:31.420 --> 00:10:34.180]  直著是透過
[00:10:34.180 --> 00:10:37.300]  在《約翰福音》第一章也是這樣說
[00:10:37.300 --> 00:10:38.740]  透過
[00:10:38.740 --> 00:10:40.020]  透過他做的
[00:10:40.020 --> 00:10:41.220]  我沒有直接做
[00:10:41.220 --> 00:10:43.420]  我是透過建築者做的
[00:10:43.420 --> 00:10:46.060]  我給他的房子 創造
[00:10:46.060 --> 00:10:49.940]  「創造」這裡用的字就是「做」這個字
[00:10:49.940 --> 00:10:53.660]  《約翰福音》第一章就是
[00:10:53.660 --> 00:10:56.060]  透過他生成的
[00:10:56.060 --> 00:11:00.220]  所有東西都是透過他而被出現
[00:11:00.220 --> 00:11:02.460]  而被生成的
[00:11:02.460 --> 00:11:04.780]  這裡是用「做」字
[00:11:04.780 --> 00:11:05.580]  那裡是被動式
[00:11:05.580 --> 00:11:06.540]  這裡是主動的
[00:11:06.540 --> 00:11:09.340]  「做」出來的那裡是被我
[00:11:09.340 --> 00:11:11.300]  這個人在這個世界上
[00:11:11.300 --> 00:11:14.620]  我是被生出來的
[00:11:14.620 --> 00:11:16.260]  我是透過我父母
[00:11:16.260 --> 00:11:18.260]  我是被生出來的
[00:11:18.260 --> 00:11:23.100]  《約翰福音》第一章就用這個角度
[00:11:23.100 --> 00:11:25.140]  希伯來書第一章第二節就不是這樣
[00:11:25.140 --> 00:11:26.940]  我是「做」出來的
[00:11:26.940 --> 00:11:29.260]  我是神說我是「做」你出來的
[00:11:29.260 --> 00:11:31.060]  是耶穌「做」我出來的
[00:11:31.060 --> 00:11:32.300]  「做」的
[00:11:32.300 --> 00:11:34.180]  好了「做」出來
[00:11:34.180 --> 00:11:35.940]  這個「appoison」
[00:11:35.940 --> 00:11:39.140]  「appoison」是「做」的意思
[00:11:39.140 --> 00:11:41.340]  「做諸世界」
[00:11:41.340 --> 00:11:43.740]  「諸世界」其實就是
[00:11:43.740 --> 00:11:45.540]  這個希臘字
[00:11:45.540 --> 00:11:48.500]  「to those I ownest」意思就是
[00:11:48.500 --> 00:11:49.780]  「這些世代」
[00:11:49.780 --> 00:11:51.580]  「the ages」
[00:11:51.580 --> 00:11:53.620]  這裡說的「世代」
[00:11:53.620 --> 00:11:56.580]  這個「世代」
[00:11:56.580 --> 00:11:58.660]  究竟是指一個generation
[00:11:58.660 --> 00:12:02.500]  還是說我們人類的很多個世代呢?
[00:12:02.500 --> 00:12:04.860]  還是說我們今天這個世代
[00:12:04.860 --> 00:12:07.460]  還是在我們這個人類世代之前
[00:12:07.460 --> 00:12:09.220]  我們認知這個世代之前
[00:12:09.220 --> 00:12:11.940]  還有另一個世代我們不知道的呢?
[00:12:11.940 --> 00:12:14.900]  會不會我們之後又有另一個世代呢?
[00:12:14.900 --> 00:12:17.340]  神又做另一個世代呢?我不知道
[00:12:17.340 --> 00:12:21.820]  不過這個世代可以說是這麼多個世代
[00:12:21.820 --> 00:12:24.020]  不過這裡有一個字
[00:12:24.020 --> 00:12:25.300]  「those」
[00:12:25.300 --> 00:12:26.820]  「those」這個希臘字
[00:12:26.820 --> 00:12:29.740]  「those」就是「the」
[00:12:29.740 --> 00:12:31.740]  「I ownest」
[00:12:31.740 --> 00:12:33.340]  或者「I ownest」
[00:12:33.340 --> 00:12:35.140]  就是「ages」
[00:12:35.140 --> 00:12:37.540]  「世代」就不是「世界」
[00:12:37.540 --> 00:12:40.260]  而很多時候中文是會將「世代」
[00:12:40.260 --> 00:12:42.860]  「ages」是譯成「世界」
[00:12:42.860 --> 00:12:44.460]  「不如下發者個世界」
[00:12:44.460 --> 00:12:47.100]  其實是「不如下發者個age」
[00:12:47.100 --> 00:12:49.260]  這個「世代」是這個意思
[00:12:49.260 --> 00:12:50.380]  你不要跟隨這個「世代」
[00:12:50.380 --> 00:12:52.100]  這裡說的「世界」是「世代」
[00:12:52.100 --> 00:12:54.020]  是做了歷世歷代
[00:12:54.020 --> 00:12:56.660]  因此主耶穌
[00:12:56.660 --> 00:13:00.220]  上帝透過祂創造這個世界之外
[00:13:00.220 --> 00:13:02.860]  這個硬件實體之外
[00:13:02.860 --> 00:13:05.380]  其實每一個世代
[00:13:05.380 --> 00:13:06.420]  有些什麼
[00:13:06.420 --> 00:13:07.460]  怎樣怎樣怎樣
[00:13:07.460 --> 00:13:09.260]  一個世代怎樣生成
[00:13:09.260 --> 00:13:14.740]  都是主耶穌做的
[00:13:14.740 --> 00:13:16.860]  也就是說都是屬於祂
[00:13:16.860 --> 00:13:19.940]  祂是承受著、祂是管理著的
[00:13:19.940 --> 00:13:21.700]  承受萬有的
[00:13:21.700 --> 00:13:23.660]  大家知道主耶穌其實
[00:13:23.660 --> 00:13:25.020]  哎呀 主耶穌
[00:13:25.020 --> 00:13:30.820]  我主我神你是哪一位創造者?
[00:13:30.820 --> 00:13:34.740]  這就是今天和大家看的這個角度
[00:13:34.740 --> 00:13:37.820]  這個故事我作了這個故事
[00:13:37.820 --> 00:13:39.820]  一個壞了的智能機械人
[00:13:39.820 --> 00:13:43.180]  現在這個世代AI很厲害
[00:13:43.180 --> 00:13:44.540]  我們都害怕
[00:13:44.540 --> 00:13:46.500]  將來那些智能機械人越來越厲害
[00:13:46.500 --> 00:13:48.100]  我們沒有位置站了
[00:13:48.100 --> 00:13:51.220]  現在中國已經有很多汽車
[00:13:51.220 --> 00:13:55.420]  等等已經是無人駕駛的了
[00:13:55.420 --> 00:13:59.220]  上了去輸入了哪裡
[00:13:59.220 --> 00:14:01.380]  叫他來的車自己來到
[00:14:01.380 --> 00:14:03.100]  就載你去的地方
[00:14:03.100 --> 00:14:03.980]  你下了車之後
[00:14:03.980 --> 00:14:06.540]  他自己走進去接第二個客人
[00:14:06.540 --> 00:14:08.460]  哇 這麼厲害的
[00:14:08.460 --> 00:14:10.300]  在車上睡覺就可以了
[00:14:10.300 --> 00:14:12.580]  很安全的
[00:14:12.580 --> 00:14:15.420]  暫時中國都沒有什麼
[00:14:15.420 --> 00:14:19.380]  很多聽到說這些無人駕駛的車出了很多意外
[00:14:19.380 --> 00:14:22.540]  要不然你一定被人家煲得很大了
[00:14:22.540 --> 00:14:24.740]  一個很厲害很厲害
[00:14:24.740 --> 00:14:26.020]  已經識非識微
[00:14:26.020 --> 00:14:29.020]  哇 很厲害的智能機械人
[00:14:29.020 --> 00:14:31.580]  機械機械會壞的
[00:14:31.580 --> 00:14:33.060]  就送到修理廠
[00:14:33.060 --> 00:14:36.500]  還是他自己走去修理廠看醫生了
[00:14:36.500 --> 00:14:37.980]  想不到整整一下
[00:14:37.980 --> 00:14:40.580]  忽然間房間就嘟嘟嘟嘟
[00:14:40.580 --> 00:14:42.700]  亮起紅燈
[00:14:42.700 --> 00:14:44.140]  就是什麼呢
[00:14:44.140 --> 00:14:47.380]  可能是整個修理廠裡面
[00:14:47.380 --> 00:14:50.580]  這個廠房就不懂得修理它了
[00:14:50.580 --> 00:14:52.220]  哇 壞得太厲害了
[00:14:52.220 --> 00:14:53.820]  搞不定那些線路
[00:14:53.820 --> 00:14:55.900]  搞不定搞不定搞不定
[00:14:55.900 --> 00:14:57.460]  亮起紅燈
[00:14:57.460 --> 00:15:00.580]  於是就透過輸送帶
[00:15:00.580 --> 00:15:03.540]  把他送到另一間房間
[00:15:03.540 --> 00:15:05.180]  這個智能機械人
[00:15:05.180 --> 00:15:06.420]  糟糕了
[00:15:06.420 --> 00:15:08.580]  我在這間出廠都搞不定
[00:15:08.580 --> 00:15:10.300]  那我可能完了
[00:15:10.300 --> 00:15:13.540]  可能我要關燈了
[00:15:13.540 --> 00:15:14.460]  那怎麼辦呢
[00:15:14.460 --> 00:15:16.020]  換零件換不了
[00:15:16.020 --> 00:15:18.620]  搞不定怎麼辦
[00:15:18.620 --> 00:15:23.020]  那這個智能機械人就糟糕了
[00:15:23.020 --> 00:15:26.460]  一條輸送帶把他送到另一間房間
[00:15:26.460 --> 00:15:28.460]  他從來都沒有去過的
[00:15:28.460 --> 00:15:32.140]  一看裡面竟然坐了一個活人
[00:15:32.140 --> 00:15:34.700]  坐了一個人在那裡
[00:15:34.700 --> 00:15:37.580]  人怎麼會懂得整我呢
[00:15:37.580 --> 00:15:38.980]  我這麼複雜
[00:15:38.980 --> 00:15:41.700]  是我的機器同伴才懂得整我
[00:15:41.700 --> 00:15:43.780]  一個活人怎麼會懂得整我呢
[00:15:43.780 --> 00:15:46.620]  一個活人的智力這麼差
[00:15:46.620 --> 00:15:48.660]  搞事情這麼慢
[00:15:48.660 --> 00:15:50.620]  於是他就問了
[00:15:50.620 --> 00:15:53.900]  你這個生人會不會懂得活人
[00:15:53.900 --> 00:15:57.020]  會不會懂得修理智能機械人
[00:15:57.020 --> 00:16:00.300]  看你的樣子都不是年紀小
[00:16:00.300 --> 00:16:03.540]  搞不定
[00:16:03.540 --> 00:16:05.900]  你懂得修理機器嗎
[00:16:05.900 --> 00:16:08.420]  機器人
[00:16:08.420 --> 00:16:10.660]  我當然懂得整
[00:16:10.660 --> 00:16:15.020]  其實你們全部機器人都是我設計的
[00:16:15.020 --> 00:16:16.260]  我最熟悉的
[00:16:16.260 --> 00:16:18.860]  有些部份我們整不了的
[00:16:18.860 --> 00:16:21.580]  是我才懂得整的
[00:16:21.580 --> 00:16:23.860]  當然你們都是我設計的
[00:16:23.860 --> 00:16:27.140]  我是原創者
[00:16:27.140 --> 00:16:31.140]  如果有些東西你回到原創者那裡
[00:16:31.140 --> 00:16:34.620]  頂智媒我們當在人生裡遭遇很艱難
[00:16:34.620 --> 00:16:37.980]  很多複雜的不知怎麼辦的時候
[00:16:37.980 --> 00:16:40.660]  你別以為你很智能
[00:16:40.660 --> 00:16:42.260]  別以為我很厲害
[00:16:42.260 --> 00:16:43.420]  我厲害到極了
[00:16:43.420 --> 00:16:45.820]  全世界我最聰明的
[00:16:45.820 --> 00:16:48.220]  而我還有很多聰明的朋友
[00:16:48.220 --> 00:16:50.860]  所以我自己搞定
[00:16:50.860 --> 00:16:54.340]  回到創造者那裡求問
[00:16:54.340 --> 00:16:56.220]  主啊 你做我的時候是這樣的
[00:16:56.220 --> 00:16:58.260]  你對我有些什麼心意
[00:16:58.260 --> 00:17:01.380]  其實你想我怎樣的
[00:17:01.380 --> 00:17:04.260]  是問那個設計者
[00:17:04.260 --> 00:17:06.700]  他會將你修復
[00:17:06.700 --> 00:17:08.100]  他會將你醫治
[00:17:08.100 --> 00:17:12.980]  他會指引你
[00:17:12.980 --> 00:17:15.180]  大家看到
[00:17:15.180 --> 00:17:17.420]  有一輛這樣的老爺車
[00:17:17.420 --> 00:17:21.780]  這輛車很久了 一個世紀以前了
[00:17:21.780 --> 00:17:23.900]  這輛車很厲害
[00:17:23.900 --> 00:17:25.260]  當日很厲害
[00:17:25.260 --> 00:17:27.180]  今天當然不厲害了
[00:17:27.180 --> 00:17:29.140]  在車上走來走去
[00:17:29.140 --> 00:17:31.100]  其實都很厲害的
[00:17:31.100 --> 00:17:35.420]  如果當日有輛這樣的車就不得了了
[00:17:35.420 --> 00:17:38.860]  有輛車
[00:17:38.860 --> 00:17:40.700]  有個人就買了輛車
[00:17:40.700 --> 00:17:43.420]  就在路上駕駛
[00:17:43.420 --> 00:17:45.420]  當然以前的車是這樣的
[00:17:45.420 --> 00:17:48.420]  一百年前的車看上去很厲害
[00:17:48.420 --> 00:17:51.100]  但是很容易壞
[00:17:51.100 --> 00:17:54.780]  前七來的
[00:17:54.780 --> 00:18:01.500]  我的朋友就說
[00:18:01.500 --> 00:18:03.500]  你的車很漂亮
[00:18:03.500 --> 00:18:04.500]  我的
[00:18:04.500 --> 00:18:06.940]  神農茶來的
[00:18:06.940 --> 00:18:08.140]  什麼神農茶
[00:18:08.140 --> 00:18:09.620]  我以為是一種茶的名字
[00:18:09.620 --> 00:18:11.900]  原來是神農氏的茶
[00:18:11.900 --> 00:18:13.940]  神農茶 什麼神農茶
[00:18:13.940 --> 00:18:16.620]  他說 我的車是神的
[00:18:16.620 --> 00:18:20.580]  神的意思就是車子經常壞
[00:18:20.580 --> 00:18:23.700]  走起來聾聾的聲音
[00:18:23.700 --> 00:18:25.180]  神農
[00:18:25.180 --> 00:18:26.220]  茶呢
[00:18:26.220 --> 00:18:27.860]  除了聾聾的聲音
[00:18:27.860 --> 00:18:29.980]  還有茶茶的聲音
[00:18:29.980 --> 00:18:31.900]  所以他說我這輛真的是神農茶
[00:18:31.900 --> 00:18:33.300]  經常都是神農茶
[00:18:33.300 --> 00:18:36.180]  又壞 聾聾的聲音 茶茶的聲音
[00:18:36.180 --> 00:18:38.260]  哎呀 我的車子很差
[00:18:38.260 --> 00:18:41.140]  當時開這些車
[00:18:41.140 --> 00:18:44.580]  真的是神農茶來的 經常都會壞的
[00:18:44.580 --> 00:18:46.540]  聾聾的聲音 茶茶的聲音
[00:18:46.540 --> 00:18:49.220]  就跪下了
[00:18:49.220 --> 00:18:51.500]  那個人就在買這輛車開著
[00:18:51.500 --> 00:18:57.820]  哇 神農茶就停了
[00:18:57.820 --> 00:18:59.860]  哎呀 糟糕了
[00:18:59.860 --> 00:19:01.620]  你看到車頭很大聲
[00:19:01.620 --> 00:19:03.900]  很大煙 又有熱
[00:19:03.900 --> 00:19:06.500]  怎麼辦 你不懂得修理
[00:19:06.500 --> 00:19:08.620]  這個時候就來了一個人
[00:19:08.620 --> 00:19:10.620]  開著車子走過
[00:19:10.620 --> 00:19:13.780]  又是 咦 這麼上下的車
[00:19:13.780 --> 00:19:18.860]  有一個老頭 像這個樣子
[00:19:18.860 --> 00:19:20.820]  一個老頭子下車
[00:19:20.820 --> 00:19:25.940]  也有件西裝 打好領帶 穿好西裝
[00:19:25.940 --> 00:19:30.020]  有學識 或者有錢的
[00:19:30.020 --> 00:19:34.180]  下了車之後 要不要幫忙
[00:19:34.180 --> 00:19:39.460]  啊 伯伯 你懂得修車嗎?
[00:19:39.460 --> 00:19:42.860]  那個人二話不說 幫他剪開了車頭
[00:19:42.860 --> 00:19:46.860]  哇 真的不是很厲害
[00:19:46.860 --> 00:19:52.580]  他就幫他開始 脫了外套 塞起衣袖
[00:19:52.580 --> 00:19:55.460]  就在自己的車上拿一點東西來修一下
[00:19:55.460 --> 00:19:59.060]  捏一下 撬一下 搖一下 搖一下
[00:19:59.060 --> 00:20:01.820]  修修修 你看看行不行
[00:20:01.820 --> 00:20:06.580]  咦 行得通 車子 哇 這麼厲害
[00:20:06.580 --> 00:20:10.660]  哎呀 伯伯 你這麼厲害 懂得修車的
[00:20:10.660 --> 00:20:12.980]  是啊 我懂得修車的
[00:20:12.980 --> 00:20:16.460]  哇 你真是很厲害 我真是想不到你
[00:20:16.460 --> 00:20:19.580]  衣冠楚楚 看上去有學識
[00:20:19.580 --> 00:20:23.180]  但是你懂得修車 修理機器?
[00:20:23.180 --> 00:20:25.540]  哎呀 真是 厲害 厲害
[00:20:25.540 --> 00:20:27.700]  請問你貴姓名?
[00:20:27.700 --> 00:20:31.620]  哦 好啊 我叫Henry Ford
[00:20:31.620 --> 00:20:36.940]  啊 Henry Ford? 我說Henry Ford 我不知道你明不明白是誰
[00:20:36.940 --> 00:20:40.300]  我這輛神農茶就是Ford
[00:20:40.300 --> 00:20:44.380]  當年最早期 頭兩代的Ford可能真的容易壞
[00:20:44.380 --> 00:20:45.980]  它們是一、二代
[00:20:45.980 --> 00:20:50.620]  我就是Henry Ford 很華麗 Henry Ford是誰?
[00:20:50.620 --> 00:20:54.980]  福特汽車 我這輛福特汽車就是他做的
