
[00:00:00.000 --> 00:00:02.640]  各位你們好 我很高興 多謝你們給我機會
[00:00:58.480 --> 00:01:00.120]  不要想著一家人可以一起
[00:01:00.120 --> 00:01:02.400]  可以開心吃一餐飯
[00:01:02.400 --> 00:01:04.640]  其實不是必然的事
[00:01:04.640 --> 00:01:06.400]  很真這樣講
[00:01:06.400 --> 00:01:09.440]  就我有六兄弟姐妹
[00:01:09.440 --> 00:01:11.560]  但是我們很多年都沒有坐在一起
[00:01:11.560 --> 00:01:13.400]  就是你帶我去吃一餐飯
[00:01:13.400 --> 00:01:14.880]  但是明天晚上會
[00:01:14.880 --> 00:01:16.000]  為甚麼呢
[00:01:16.000 --> 00:01:17.680]  有些特別的原因的 當然
[00:01:17.680 --> 00:01:20.440]  因為我爸爸今年1月16日離開了世界
[00:01:20.440 --> 00:01:21.920]  我們就要催
[00:01:21.920 --> 00:01:23.640]  我是最大的大哥
[00:01:23.640 --> 00:01:26.320]  要催我去做一些事情
[00:01:26.320 --> 00:01:29.360]  所以約我今晚出來你帶我去吃飯
[00:01:29.360 --> 00:01:31.640]  但是我現在很和諧的
[00:01:31.640 --> 00:01:32.600]  但是都很難
[00:01:32.600 --> 00:01:34.160]  我是一個無法辜負
[00:01:34.160 --> 00:01:35.600]  講你都不信
[00:01:35.600 --> 00:01:38.600]  我一年是不會有10餐在家裡吃飯的
[00:01:38.600 --> 00:01:39.760]  數得出
[00:01:39.760 --> 00:01:41.360]  那為甚麼呢
[00:01:41.360 --> 00:01:43.440]  因為我很著緊關係
[00:01:43.440 --> 00:01:47.720]  我跟我太太 我女兒一起住
[00:01:47.720 --> 00:01:50.800]  女兒又要上班下班很晚
[00:01:50.800 --> 00:01:53.360]  我太太做事就很穩陣
[00:01:53.360 --> 00:01:57.160]  煮一餐飯很可能搞一個小時
[00:01:57.160 --> 00:01:59.720]  但是吃一餐飯原來20分鐘而已
[00:01:59.720 --> 00:02:01.640]  但是之前有很多功夫
[00:02:01.640 --> 00:02:04.440]  接著吃完飯之後洗碗又洗一輪
[00:02:04.440 --> 00:02:05.560]  我說不如不要了
[00:02:05.560 --> 00:02:07.120]  我們不如出街吃
[00:02:07.120 --> 00:02:09.560]  至少可以聊天
[00:02:09.560 --> 00:02:11.120]  我很著重聊天的
[00:02:11.120 --> 00:02:14.160]  可以去聊一段時間
[00:02:14.160 --> 00:02:16.160]  所以不是必然的
[00:02:16.160 --> 00:02:19.040]  今天如果你看的時候
[00:02:19.040 --> 00:02:22.040]  香港的人那個精神壓力很大
[00:02:22.040 --> 00:02:24.200]  哪些人出來工作的 舉手
[00:02:24.200 --> 00:02:25.560]  出來工作的
[00:02:25.560 --> 00:02:27.320]  為甚麼你們今天這麼早來到這裡吃飯
[00:02:27.320 --> 00:02:28.400]  真的很奇怪
[00:02:28.400 --> 00:02:29.960]  應該早走
[00:02:29.960 --> 00:02:33.600]  香港人工作不止8個小時
[00:02:33.600 --> 00:02:34.840]  我有會友在哪裡工作
[00:02:34.840 --> 00:02:36.520]  在大公司工作有不同的部門
[00:02:36.520 --> 00:02:38.040]  是做IT部門的
[00:02:38.040 --> 00:02:39.800]  但其實不是太多事要做
[00:02:39.800 --> 00:02:42.640]  但是主管說千萬不要走
[00:02:42.640 --> 00:02:45.120]  隔壁的部門還沒走你們不可以走
[00:02:45.120 --> 00:02:46.960]  你的軀殼在這裡
[00:02:46.960 --> 00:02:48.640]  靈魂出了事不要緊
[00:02:48.640 --> 00:02:50.680]  你可以用自己的手機上網
[00:02:50.680 --> 00:02:51.600]  我不理你
[00:02:51.600 --> 00:02:52.880]  但千萬不要走
[00:02:52.880 --> 00:02:54.760]  因為隔壁那位還沒走
[00:02:54.760 --> 00:02:58.920]  就證明我們大家沒甚麼事要做
[00:02:58.920 --> 00:03:00.800]  公司不可以動我們
[00:03:00.800 --> 00:03:02.160]  可能對面也是這樣說
[00:03:02.160 --> 00:03:03.720]  所以大家都很遲走
[00:03:03.720 --> 00:03:08.600]  但事實上香港工作是很長
[00:03:08.600 --> 00:03:10.880]  特別是很多做爸爸的
[00:03:10.880 --> 00:03:12.520]  很少回到家裡
[00:03:12.520 --> 00:03:15.320]  跟兒女去溝通
[00:03:15.320 --> 00:03:17.480]  就算回到家裡
[00:03:17.480 --> 00:03:19.800]  我都覺得很大的可悲
[00:03:19.800 --> 00:03:21.440]  是甚麼呢
[00:03:21.440 --> 00:03:24.520]  就是現在香港的電話是最厲害的
[00:03:24.520 --> 00:03:26.040]  在亞洲來說
[00:03:26.040 --> 00:03:30.520]  我們隨時一定是被電話控制住
[00:03:30.520 --> 00:03:33.520]  現在你問一下那些夥計
[00:03:33.520 --> 00:03:35.840]  做手流有個好處
[00:03:35.840 --> 00:03:38.400]  十幾年前那些細蚊仔
[00:03:38.400 --> 00:03:40.240]  走來走去的
[00:03:40.240 --> 00:03:41.520]  那些夥計很害怕
[00:03:41.520 --> 00:03:42.840]  「警察啦」這樣
[00:03:42.840 --> 00:03:45.080]  但你有沒有留意到這幾年裡面
[00:03:45.080 --> 00:03:46.760]  沒甚麼細蚊仔走的
[00:03:46.760 --> 00:03:49.160]  因為有個電子奶嘴給他
[00:03:49.160 --> 00:03:52.120]  一有甚麼事就給他電話
[00:03:52.120 --> 00:03:54.840]  但未必是好事
[00:03:54.840 --> 00:03:58.000]  其實我寫了一本書叫《善看世情》
[00:03:58.000 --> 00:04:01.280]  不過我沒有帶任何書來給大家
[00:04:01.280 --> 00:04:03.520]  我第一次有一個很大的感慨
[00:04:03.520 --> 00:04:04.560]  我在鄉下住的
[00:04:04.560 --> 00:04:05.800]  我在大埔住的
[00:04:05.800 --> 00:04:07.080]  有一次我坐火車
[00:04:07.080 --> 00:04:10.480]  見到有個嬰兒坐著的嬰兒車
[00:04:10.480 --> 00:04:11.720]  但那個爸爸跟人家聊天
[00:04:11.720 --> 00:04:13.160]  就給他iPad
[00:04:13.160 --> 00:04:16.920]  那個嬰兒的情緒全部被iPad控制了
[00:04:16.920 --> 00:04:20.560]  在笑 但畫面可能一轉了
[00:04:20.560 --> 00:04:22.520]  他還未懂得甩
[00:04:22.520 --> 00:04:23.880]  「啊」這樣
[00:04:23.880 --> 00:04:25.520]  爸爸就很赤裸
[00:04:25.520 --> 00:04:26.800]  爸爸就這樣
[00:04:26.800 --> 00:04:30.200]  然後嬰兒「啊」
[00:04:30.200 --> 00:04:32.200]  我發覺到原來嬰兒的情緒
[00:04:32.200 --> 00:04:35.520]  完全是被電話控制了
[00:04:35.520 --> 00:04:38.120]  但今天甚至一個很清楚的
[00:04:38.120 --> 00:04:41.080]  就是大家同台食飯
[00:04:41.080 --> 00:04:43.200]  各自看電視 是不是
[00:04:43.200 --> 00:04:45.280]  以前是看電視
[00:04:45.280 --> 00:04:47.080]  但現在是大家看電視的
[00:04:47.080 --> 00:04:50.520]  就是大家一個一個這樣
[00:04:50.520 --> 00:04:52.520]  鼓勵大家玩一個遊戲
[00:04:52.520 --> 00:04:53.680]  就是將電話
[00:04:53.680 --> 00:04:58.000]  哪一個一吃飯第一個看手機的那些
[00:04:58.000 --> 00:05:00.200]  他就有數
[00:05:00.200 --> 00:05:01.520]  你可以試試玩這個遊戲
[00:05:01.520 --> 00:05:05.600]  還有你小心你出狡猾
[00:05:05.600 --> 00:05:06.720]  去廁所不要緊
[00:05:06.720 --> 00:05:08.840]  等下手機才去廁所
[00:05:08.840 --> 00:05:10.640]  不然那些人就在地上去廁所
[00:05:10.640 --> 00:05:11.920]  接著又來了
[00:05:11.920 --> 00:05:14.680]  所以你留意到我們是完全被這些控制了
[00:05:14.680 --> 00:05:16.320]  所以中國人很重要
[00:05:16.320 --> 00:05:18.000]  我們很有先見之明
[00:05:18.000 --> 00:05:20.000]  有一句成語是怎樣說的
[00:05:20.000 --> 00:05:22.560]  「機不可失」
[00:05:22.560 --> 00:05:24.440]  你可以忘記帶錢包
[00:05:24.440 --> 00:05:26.760]  但不可以不帶手機 對嗎
[00:05:26.760 --> 00:05:30.800]  原來手機有時候破壞了我們之間的關係
[00:05:30.800 --> 00:05:33.160]  我們不是那麼容易一家團聚吃飯
[00:05:33.160 --> 00:05:36.040]  我們不是那麼容易可以在一起
[00:05:36.040 --> 00:05:37.320]  但有時候很可惜
[00:05:37.320 --> 00:05:38.840]  我們在一起的時候
[00:05:38.840 --> 00:05:40.920]  我們都想著來看手機
[00:05:40.920 --> 00:05:48.200]  我亦都很擔心在家裏面太多熟悉的陌生人
[00:05:48.200 --> 00:05:50.560]  大家明不明白甚麼是熟悉的陌生人
[00:05:50.560 --> 00:05:54.760]  不要介意我相信不是每個人都住二、三千呎的豪宅
[00:05:54.760 --> 00:05:57.960]  可能你只是住一個不是很大的單位
[00:05:57.960 --> 00:06:00.000]  大家好像很熟悉的樣子
[00:06:00.000 --> 00:06:03.000]  但有沒有了解對方的內心世界
[00:06:03.000 --> 00:06:05.200]  你有沒有想過特別做父母的
[00:06:05.200 --> 00:06:07.080]  你有沒有和你的子女
[00:06:07.080 --> 00:06:11.600]  每一天真的有15分鐘的聊天
[00:06:11.600 --> 00:06:13.680]  可能我們是同一個空間
[00:06:13.680 --> 00:06:15.840]  但我們很少溝通
[00:06:15.840 --> 00:06:17.120]  所以很可悲
[00:06:17.120 --> 00:06:19.720]  又或者我們有沒有了解我們的父母
[00:06:19.720 --> 00:06:20.960]  他們的心境
[00:06:20.960 --> 00:06:22.600]  特別可能他退休了
[00:06:22.600 --> 00:06:25.760]  他需不需要我們來陪伴關心他呢
[00:06:25.760 --> 00:06:27.440]  這個是很重要的
[00:06:27.440 --> 00:06:29.560]  所以有時候很難團聚
[00:06:29.560 --> 00:06:31.360]  可能我們在一起未必等待
[00:06:31.360 --> 00:06:33.440]  等於我們有好的溝通
[00:06:33.440 --> 00:06:35.080]  但甚至有些人不能回家
[00:06:35.080 --> 00:06:39.000]  因為最近的賭業股好像又升了
[00:06:39.000 --> 00:06:41.760]  但這幾天可能他賭錢
[00:06:41.760 --> 00:06:43.640]  欠下了很多的債
[00:06:43.640 --> 00:06:47.160]  結果他沒辦法去完成這個債務
[00:06:47.160 --> 00:06:49.880]  於是他在面前站著
[00:06:49.880 --> 00:06:52.840]  中國人有一句說話是很清楚的
[00:06:52.840 --> 00:06:54.920]  「零食開尾粥」
[00:06:54.920 --> 00:06:58.200]  甚麼?不吃就未發
[00:06:58.200 --> 00:07:00.800]  能夠一家坐在一起吃飯不是必然
[00:07:00.800 --> 00:07:03.440]  很多人說我們較為重視錢
[00:07:03.440 --> 00:07:05.120]  你有沒有留意呢
[00:07:05.120 --> 00:07:06.840]  中國人的字很有意思
[00:07:06.840 --> 00:07:08.920]  福字是怎麼寫的
[00:07:08.920 --> 00:07:12.600]  是神字部一口田
[00:07:12.600 --> 00:07:13.920]  這就是福字
[00:07:13.920 --> 00:07:17.160]  這時候原來我們有田有耕種就是福氣了
[00:07:17.160 --> 00:07:18.360]  家是怎麼寫的
[00:07:18.360 --> 00:07:21.320]  一間屋下面有隻豬
[00:07:21.320 --> 00:07:22.120]  這是福氣
[00:07:22.120 --> 00:07:23.280]  所以有時候撈一隻
[00:07:23.280 --> 00:07:25.360]  生一個叉燒就生你
[00:07:25.360 --> 00:07:27.480]  他撈的時候他自己本身就有問題
[00:07:27.480 --> 00:07:29.480]  因為叉燒是生不出來的
[00:07:29.480 --> 00:07:30.840]  是醃出來的
[00:07:30.840 --> 00:07:34.600]  但你有沒有留意到family這個字是怎麼寫的
[00:07:34.600 --> 00:07:39.040]  father and mother I love you
[00:07:39.040 --> 00:07:42.040]  你有沒有留意到每一個字抽出來的時候
[00:07:42.040 --> 00:07:43.640]  加起來就是甚麼
[00:07:43.640 --> 00:07:44.960]  就是family
[00:07:44.960 --> 00:07:46.240]  就是家庭
[00:07:46.240 --> 00:07:48.160]  原來愛是最重要
[00:07:48.160 --> 00:07:49.560]  大家都很熟悉
[00:07:49.560 --> 00:07:52.440]  威靈頓街容記
[00:07:52.440 --> 00:07:54.800]  大家記得老爸死了之後
[00:07:54.800 --> 00:07:58.480]  三兄弟爭權力
[00:07:58.480 --> 00:08:03.600]  但最可悲的是老大都沒等官判決的時候
[00:08:03.600 --> 00:08:05.720]  就已經死了
[00:08:05.720 --> 00:08:08.320]  小孩曾經剎那之間有感動
[00:08:08.320 --> 00:08:10.400]  他說我贏了這場官司
[00:08:10.400 --> 00:08:13.200]  但我失去了親情
[00:08:13.200 --> 00:08:18.200]  更加令你有些感受的是甚麼呢
[00:08:18.200 --> 00:08:20.080]  郭炳襄
[00:08:20.080 --> 00:08:21.960]  都幾擺幾身的
[00:08:21.960 --> 00:08:23.880]  但突然之間中風
[00:08:23.880 --> 00:08:27.440]  然後一段時間之後就死了
[00:08:27.440 --> 00:08:30.440]  但不要忘記他原來在做甚麼
[00:08:30.440 --> 00:08:33.160]  他在找英國的御用大律師
[00:08:33.160 --> 00:08:35.760]  再一次去告自己兩兄弟
[00:08:35.760 --> 00:08:37.480]  因為當他分身階的時候
[00:08:37.480 --> 00:08:44.360]  他就說分析數據的人給了他錯誤數據
[00:08:44.360 --> 00:08:47.400]  他拿了很多物業全部在美加
[00:08:47.400 --> 00:08:50.200]  但這幾年香港的物業升得很快
[00:08:50.200 --> 00:08:52.160]  他覺得自己被欺騙
[00:08:52.160 --> 00:08:54.840]  所以他要再去告
[00:08:54.840 --> 00:08:57.960]  誰不知這場官司都沒打
[00:08:57.960 --> 00:09:00.720]  但其實他弟弟已經請了另外一些律師
[00:09:00.720 --> 00:09:03.040]  你都是可以預備去回應的
[00:09:03.040 --> 00:09:05.400]  但就已經離開了世界
[00:09:05.400 --> 00:09:06.560]  所以我不知道大家
[00:09:06.560 --> 00:09:08.440]  你已經能夠坐在一起的時候
[00:09:08.440 --> 00:09:10.160]  絕對不是癡癡呆呆的
[00:09:10.160 --> 00:09:12.480]  是很好 是癡癡呆呆的
[00:09:12.480 --> 00:09:15.040]  因為愛可以將我們放在一起
[00:09:15.040 --> 00:09:17.120]  剛才我講中國人有一句說話
[00:09:17.120 --> 00:09:19.880]  寧吃開眉粥不吃就眉髮
[00:09:19.880 --> 00:09:22.080]  聖經都同樣有這個真理
[00:09:22.080 --> 00:09:25.320]  他說吃素菜彼此相愛
[00:09:25.320 --> 00:09:29.040]  向月吃肥牛彼此相恨
[00:09:29.040 --> 00:09:31.000]  這個是很真實
[00:09:31.000 --> 00:09:34.920]  所以今天我們寧願有時清茶淡飯
[00:09:34.920 --> 00:09:35.960]  大家關係好
[00:09:35.960 --> 00:09:39.160]  好過大家有錢但互相受事
[00:09:39.160 --> 00:09:43.840]  愛是可以令人打在一起的
[00:09:43.840 --> 00:09:45.680]  但愛是甚麼呢
[00:09:45.680 --> 00:09:47.480]  原來就快聖誕節了
[00:09:47.480 --> 00:09:50.080]  原來愛是分等級的 你沒留意嗎
[00:09:50.080 --> 00:09:52.320]  我不知道 我很記得新印象
[00:09:52.320 --> 00:09:55.000]  不過現在已經沒有人再送聖誕卡了
[00:09:55.000 --> 00:09:57.960]  我記得我女兒讀小學的時候
[00:09:57.960 --> 00:10:01.400]  她要買聖誕卡送給老師 送給別人
[00:10:01.400 --> 00:10:03.640]  我們男性較為理性一點
[00:10:03.640 --> 00:10:05.600]  我就買那些family size
[00:10:05.600 --> 00:10:07.400]  即一盒20張那些
[00:10:07.400 --> 00:10:08.800]  來來去去
[00:10:08.800 --> 00:10:11.840]  每一張不同的 很煩的
[00:10:11.840 --> 00:10:13.680]  以後你最好買統一的就好了
[00:10:13.680 --> 00:10:15.880]  她喜歡10張打牌擺好
[00:10:15.880 --> 00:10:16.920]  搓來搓去
[00:10:16.920 --> 00:10:18.360]  你搞甚麼現在
[00:10:18.360 --> 00:10:21.000]  我說你看哪一張最漂亮
[00:10:21.000 --> 00:10:23.760]  最漂亮那張就送給我最喜歡的老師
[00:10:23.760 --> 00:10:25.240]  我最好的同學
[00:10:25.240 --> 00:10:26.680]  我都很開心
[00:10:26.680 --> 00:10:29.240]  第20張會送給我
[00:10:29.240 --> 00:10:31.680]  我們要用積極的態度去看
[00:10:31.680 --> 00:10:33.920]  她比連第20張都不送給你好
[00:10:33.920 --> 00:10:36.080]  那張我還保留著
[00:10:36.080 --> 00:10:37.880]  所以你要珍惜
[00:10:37.880 --> 00:10:40.640]  這十多年我女兒已經沒有送聖誕卡給我
[00:10:40.640 --> 00:10:42.440]  我還保留著在我的聖經
[00:10:42.440 --> 00:10:43.920]  那張聖誕卡沒有打出來是甚麼呢
[00:10:43.920 --> 00:10:44.600]  是很有趣的
[00:10:44.600 --> 00:10:46.200]  她不能接受這件事
[00:10:46.200 --> 00:10:50.960]  就是一隻綿羊仔靠在老虎旁邊睡覺
[00:10:50.960 --> 00:10:52.200]  即是很sweet的
[00:10:52.200 --> 00:10:53.480]  下面有一句英文
[00:10:53.480 --> 00:10:54.280]  她還是小
[00:10:54.280 --> 00:10:56.160]  原來是講以賽亞書
[00:10:56.160 --> 00:10:59.720]  是講生天生地綿羊和可以跟獅子同居
[00:10:59.720 --> 00:11:00.880]  怎麼可能是這樣
[00:11:00.880 --> 00:11:01.880]  我就跟她說
[00:11:01.880 --> 00:11:02.880]  怎麼會沒有可能
[00:11:02.880 --> 00:11:04.920]  你看看你爸爸和你媽媽不一樣
[00:11:04.920 --> 00:11:07.560]  綿羊和老虎是在一起的
[00:11:07.560 --> 00:11:09.440]  是我是綿羊記住
[00:11:09.440 --> 00:11:10.800]  你記住
[00:11:10.800 --> 00:11:13.720]  我外面是很風光內斂很滄桑的
[00:11:13.720 --> 00:11:15.040]  我家是最卑微那個
[00:11:15.040 --> 00:11:17.440]  我家裡兩個女性全部是壓著我的
[00:11:17.440 --> 00:11:18.240]  OK
[00:11:18.240 --> 00:11:19.440]  所以你有沒有留意到
[00:11:19.440 --> 00:11:22.640]  原來愛是會分等級的
[00:11:22.640 --> 00:11:25.760]  另外愛是會有交換的
[00:11:25.760 --> 00:11:28.120]  我最不贊成的學校
[00:11:28.120 --> 00:11:29.760]  即是如果你十分之對讀書
[00:11:29.760 --> 00:11:31.480]  聖誕節裏面有聖誕派對
[00:11:31.480 --> 00:11:33.360]  不是要交換禮物的
[00:11:33.360 --> 00:11:36.080]  我最記得那時我兒子多溫
[00:11:36.080 --> 00:11:37.680]  我在家做事回來
[00:11:37.680 --> 00:11:38.720]  嚇死我
[00:11:38.720 --> 00:11:39.280]  嘩
[00:11:39.280 --> 00:11:40.320]  好大一盤
[00:11:40.320 --> 00:11:42.880]  接著扔了一份禮物在桌上
[00:11:42.880 --> 00:11:45.040]  我知道是哪一個
[00:11:45.040 --> 00:11:46.320]  這份禮物我就殺了他
[00:11:46.320 --> 00:11:47.800]  我朋友這樣殺人
[00:11:47.800 --> 00:11:48.920]  「什麼來的啊兒子」
[00:11:48.920 --> 00:11:50.000]  「你看看」
[00:11:50.000 --> 00:11:52.760]  一個長長的花紙包著
[00:11:52.760 --> 00:11:55.640]  原來是廁紙來的
[00:11:55.640 --> 00:11:57.960]  你知不知道做爸爸很辛苦的
[00:11:57.960 --> 00:11:59.200]  你要看他誠懇
[00:11:59.200 --> 00:12:00.360]  即是你要安慰他
[00:12:00.360 --> 00:12:01.320]  對他說
[00:12:01.320 --> 00:12:02.520]  「OK啊兒子」
[00:12:02.520 --> 00:12:04.360]  「實用嘛」
[00:12:04.360 --> 00:12:05.440]  即是廁紙也好用
[00:12:05.440 --> 00:12:07.080]  Temple不錯
[00:12:07.080 --> 00:12:08.120]  我兒子就說
[00:12:08.120 --> 00:12:10.160]  「老爸你真是老了」
[00:12:10.160 --> 00:12:11.600]  「你看清楚」
[00:12:11.600 --> 00:12:16.240]  「Temple來的」
[00:12:16.240 --> 00:12:19.080]  是很像Temple的Temper
[00:12:19.080 --> 00:12:20.760]  但幸好我轉數快
[00:12:20.760 --> 00:12:23.080]  我不是那麼容易買Temper的
[00:12:23.080 --> 00:12:25.320]  Temple容易買Temper難買
[00:12:25.320 --> 00:12:27.040]  我再拿些廁紙來用
[00:12:27.040 --> 00:12:29.040]  他說「兒子好用啊Temple」
[00:12:29.040 --> 00:12:29.960]  「是嗎」
[00:12:29.960 --> 00:12:30.840]  「是啊你看」
[00:12:30.840 --> 00:12:31.720]  「多粗糙」
[00:12:31.720 --> 00:12:33.160]  「不單單做紙巾」
[00:12:33.160 --> 00:12:34.360]  「還可以做紗紙」
[00:12:34.360 --> 00:12:35.600]  「反正你有暗瘡呢」
[00:12:35.600 --> 00:12:37.440]  「可以擦一擦」
[00:12:37.440 --> 00:12:39.080]  我知道是哪一個
[00:12:39.080 --> 00:12:40.200]  我才殺人
[00:12:40.200 --> 00:12:42.760]  我用三十二個半銀錢買一杯回去
[00:12:42.760 --> 00:12:43.920]  來得是去交換
[00:12:43.920 --> 00:12:46.160]  竟然換了這些東西回來
[00:12:46.160 --> 00:12:46.880]  我跟他說
[00:12:46.880 --> 00:12:49.000]  「你生甚麼氣」
[00:12:49.000 --> 00:12:50.640]  「你沒有任何付出過」
[00:12:50.640 --> 00:12:52.520]  「你拿了Temper」
[00:12:52.520 --> 00:12:54.600]  「你問我拿了五十元」
[00:12:54.600 --> 00:12:56.840]  「來得是去買禮物的」
[00:12:56.840 --> 00:12:58.960]  「哦三十二個半」
[00:12:58.960 --> 00:13:01.760]  「那十七個半去哪了」
[00:13:01.760 --> 00:13:03.440]  「就有回房了」
[00:13:03.440 --> 00:13:05.800]  「到今日都未還給我」
[00:13:05.800 --> 00:13:06.560]  你明白嗎
[00:13:06.560 --> 00:13:08.280]  人就是交換的
[00:13:08.280 --> 00:13:10.320]  即是我要付出多少就得多少
[00:13:10.320 --> 00:13:12.360]  原來人的愛就是這樣
[00:13:12.360 --> 00:13:15.160]  但《聖經》裏面說神的愛是甚麼呢
[00:13:15.160 --> 00:13:16.280]  很寶貴
[00:13:16.280 --> 00:13:17.080]  《聖經》裏面說
[00:13:17.080 --> 00:13:18.720]  「不像人看人」
[00:13:18.720 --> 00:13:20.400]  「人是看外貌」
[00:13:20.400 --> 00:13:22.040]  「神是看內心」
[00:13:22.040 --> 00:13:23.800]  這個又是很真實
[00:13:23.800 --> 00:13:24.440]  還有人說
[00:13:24.440 --> 00:13:26.480]  「先敬來耳後敬人」
[00:13:26.480 --> 00:13:27.680]  「你的樣子漂亮些」
[00:13:27.680 --> 00:13:29.080]  「你的地位高些」
[00:13:29.080 --> 00:13:31.200]  「你會被受尊重多些」
[00:13:31.200 --> 00:13:32.480]  「美心好些」
[00:13:32.480 --> 00:13:34.040]  我在大埔已經撿了
[00:13:34.040 --> 00:13:35.520]  我不怕說了
[00:13:35.520 --> 00:13:38.080]  有一間叫「新瑞華海鮮酒家」
[00:13:38.080 --> 00:13:39.520]  以前很出名的
[00:13:39.520 --> 00:13:41.360]  沒錯
[00:13:41.360 --> 00:13:42.200]  吃燒乳鴿的
[00:13:42.200 --> 00:13:43.080]  對的
[00:13:43.080 --> 00:13:44.800]  但海鮮和乳鴿
[00:13:44.800 --> 00:13:46.680]  我就誤導了一個真理
[00:13:46.680 --> 00:13:47.920]  有一晚我去吃飯
[00:13:47.920 --> 00:13:50.000]  已經是28、29年前了
[00:13:50.000 --> 00:13:52.280]  我就說「乾炒牛河」
[00:13:52.280 --> 00:13:53.680]  「你煮的火鍋叫甚麼」
[00:13:53.680 --> 00:13:55.120]  「吓」
[00:13:55.120 --> 00:13:57.280]  「麵包吃乾炒牛河」
[00:13:57.280 --> 00:13:58.360]  我說「不可以的」
[00:13:58.360 --> 00:13:59.240]  「哦」
[00:13:59.240 --> 00:14:00.400]  「下面囉」
[00:14:00.400 --> 00:14:01.600]  接著有一個家庭
[00:14:01.600 --> 00:14:02.960]  四個人來
[00:14:02.960 --> 00:14:04.600]  兩大兩小
[00:14:04.600 --> 00:14:05.280]  可能是熟客
[00:14:05.280 --> 00:14:09.080]  那些夥計全部圍在一起
[00:14:09.080 --> 00:14:10.000]  「你帶我去怎樣」
[00:14:10.000 --> 00:14:11.440]  「你帶我去服侍他」
[00:14:11.440 --> 00:14:12.640]  「哪條巴掌好些」
[00:14:12.640 --> 00:14:14.240]  「哪條不一樣」
[00:14:14.240 --> 00:14:16.200]  我就誤導了一個真理
[00:14:16.200 --> 00:14:18.040]  原來宰一條魚
[00:14:18.040 --> 00:14:19.920]  比宰一隻牛還要快
[00:14:19.920 --> 00:14:21.160]  因為他們的海鮮上了
[00:14:21.160 --> 00:14:22.920]  連乾炒牛河都還未到
[00:14:22.920 --> 00:14:24.240]  我就問「為甚麼還未到」
[00:14:24.240 --> 00:14:26.400]  「那些乾炒牛河要先叫的」
[00:14:26.400 --> 00:14:27.760]  「來的啦」
[00:14:27.760 --> 00:14:29.440]  我心想這些服務帶到
[00:14:29.440 --> 00:14:30.320]  遲早要倒閉
[00:14:30.320 --> 00:14:31.760]  原來我有先知的恩切
[00:14:31.760 --> 00:14:33.040]  真的倒閉了
[00:14:33.040 --> 00:14:35.800]  你留意一下原來就是這樣
[00:14:35.800 --> 00:14:39.440]  原來人看你是否有社會價值
[00:14:39.440 --> 00:14:41.360]  你的地位是會高的
[00:14:41.360 --> 00:14:44.160]  但是聖經絕對不是這樣
[00:14:44.160 --> 00:14:45.880]  你留意到一個小孩子
[00:14:45.880 --> 00:14:47.920]  很小的時候被人拐帶了
[00:14:47.920 --> 00:14:49.360]  原來被一個有錢人買了
[00:14:49.360 --> 00:14:50.760]  因為他沒有小孩子
[00:14:50.760 --> 00:14:51.800]  買了
[00:14:51.800 --> 00:14:53.560]  後來爸爸媽媽很傷心
[00:14:53.560 --> 00:14:54.160]  到處去找
[00:14:54.160 --> 00:14:56.120]  終於找到這個兒子了
[00:14:56.120 --> 00:14:59.080]  誰知兒子知道那個是親生爸爸媽媽
