
[00:00:00.000 --> 00:00:02.000]  等節目讓我們先聽詳細的說話
[00:02:20.000 --> 00:02:24.000]  其實都是一條熟齡的道路的一個開端
[00:02:24.000 --> 00:02:26.000]  都是一個熟齡道路的開端
[00:02:26.000 --> 00:02:27.000]  這個開端很重要
[00:02:27.000 --> 00:02:29.000]  這個開端非常重要
[00:02:29.000 --> 00:02:32.000]  有時有一些交叉的地方
[00:02:32.000 --> 00:02:34.000]  有一些交叉的地方
[00:02:34.000 --> 00:02:37.000]  我們要做一個準確的選擇
[00:02:37.000 --> 00:02:39.000]  我們要做一個準確的選擇
[00:02:39.000 --> 00:02:42.000]  就好像我們加拿大北美洲
[00:02:42.000 --> 00:02:47.000]  我們經常都會駕車經過一些和火車平交道的地方
[00:02:47.000 --> 00:02:50.000]  我們在北美開車經常會遇到
[00:02:50.000 --> 00:02:56.000]  與道路與火車軌道交叉的地方
[00:02:56.000 --> 00:02:58.000]  這些地方要特別留心
[00:02:58.000 --> 00:03:00.000]  這個地方你要特別留心
[00:03:00.000 --> 00:03:02.000]  做一個準確的選擇
[00:03:02.000 --> 00:03:03.000]  做一個準確的選擇
[00:03:03.000 --> 00:03:04.000]  如果不是
[00:03:04.000 --> 00:03:05.000]  如果不是
[00:03:05.000 --> 00:03:06.000]  會死人的
[00:03:06.000 --> 00:03:07.000]  會死人的
[00:03:07.000 --> 00:03:08.000]  加拿大每一年
[00:03:08.000 --> 00:03:09.000]  加拿大每一年
[00:03:09.000 --> 00:03:11.000]  你都會覺得很諷刺的
[00:03:11.000 --> 00:03:12.000]  為什麼
[00:03:12.000 --> 00:03:14.000]  你都覺得可能很諷刺
[00:03:14.000 --> 00:03:18.000]  為什麼有些人在火車平交道駕車的時候
[00:03:18.000 --> 00:03:20.000]  轉右進入火車軌道
[00:03:20.000 --> 00:03:22.000]  然後被火車撞死
[00:03:22.000 --> 00:03:28.000]  為什麼有時候在道路與鐵軌交叉的地方
[00:03:28.000 --> 00:03:29.000]  拐彎進入鐵軌
[00:03:29.000 --> 00:03:31.000]  被火車撞死
[00:03:31.000 --> 00:03:33.000]  聽起來好像好笑話
[00:03:33.000 --> 00:03:34.000]  聽起來好像是笑話
[00:03:34.000 --> 00:03:35.000]  每一年都發生
[00:03:35.000 --> 00:03:36.000]  每一年都發生
[00:03:36.000 --> 00:03:38.000]  因為選擇錯誤
[00:03:38.000 --> 00:03:39.000]  因為選擇錯誤
[00:03:39.000 --> 00:03:42.000]  基督徒的人生這條路途一樣
[00:03:42.000 --> 00:03:44.000]  基督徒的人生道路也是一樣
[00:03:44.000 --> 00:03:48.000]  在路上有很多危險的平交道交叉點
[00:03:48.000 --> 00:03:53.000]  基督徒的人生道路上有很多交叉點
[00:03:53.000 --> 00:03:56.000]  做錯決定可能一去不返
[00:03:56.000 --> 00:03:59.000]  做錯決定可能一去不返
[00:03:59.000 --> 00:04:00.000]  錯恨難返
[00:04:00.000 --> 00:04:01.000]  錯恨難返
[00:04:01.000 --> 00:04:06.000]  保羅如何在人生路上帶領一些
[00:04:06.000 --> 00:04:09.000]  每個人都是這樣的狀況的人
[00:04:09.000 --> 00:04:11.000]  可以回轉回到上帝面前呢
[00:04:11.000 --> 00:04:14.000]  在每個人都是這樣的狀況下
[00:04:14.000 --> 00:04:16.000]  保羅如何帶領這些人回轉呢
[00:04:16.000 --> 00:04:18.000]  在第26章裏面可以看到
[00:04:18.000 --> 00:04:21.000]  保羅真的可以說是很苦口婆心地
[00:04:21.000 --> 00:04:25.000]  希望能夠秉承上帝的交托
[00:04:25.000 --> 00:04:27.000]  保羅在第26章
[00:04:27.000 --> 00:04:29.000]  真可以說是苦口婆心
[00:04:29.000 --> 00:04:31.000]  秉承上帝的交托
[00:04:31.000 --> 00:04:35.000]  向羅馬的官員及相關人士
[00:04:35.000 --> 00:04:36.000]  去傳主的道
[00:04:36.000 --> 00:04:37.000]  見證主
[00:04:37.000 --> 00:04:39.000]  向羅馬的官員及相關人士
[00:04:39.000 --> 00:04:41.000]  傳主的道見證主
[00:04:41.000 --> 00:04:45.000]  但向這批人傳道有一個困難
[00:04:45.000 --> 00:04:47.000]  向這批人傳道有一個困難
[00:04:47.000 --> 00:04:49.000]  這批人個個都認為自己很大
[00:04:49.000 --> 00:04:52.000]  這批人都認為自己很了不起
[00:04:52.000 --> 00:04:53.000]  為甚麼很了不起呢
[00:04:53.000 --> 00:04:54.000]  為甚麼了不起呢
[00:04:54.000 --> 00:04:57.000]  因為他們個個都是官
[00:04:57.000 --> 00:04:58.000]  因為每一個人都是官
[00:04:58.000 --> 00:05:00.000]  或者是名門望族
[00:05:00.000 --> 00:05:02.000]  名門望族
[00:05:02.000 --> 00:05:04.000]  或者有權有勢的軍事人員
[00:05:04.000 --> 00:05:07.000]  有權有勢的軍事人士
[00:05:07.000 --> 00:05:09.000]  在第26章裏我看見
[00:05:09.000 --> 00:05:11.000]  有一對人物叫希律
[00:05:11.000 --> 00:05:14.000]  在第26章我們看見一對人物叫希律
[00:05:14.000 --> 00:05:16.000]  和他的女人白尼基
[00:05:16.000 --> 00:05:18.000]  和他的女人白尼基
[00:05:18.000 --> 00:05:21.000]  他們可以說是有錢有地位
[00:05:21.000 --> 00:05:23.000]  可以說他們是有錢有地位
[00:05:23.000 --> 00:05:25.000]  雖然你說他有沒有實權呢
[00:05:25.000 --> 00:05:27.000]  他有沒有實權呢
[00:05:27.000 --> 00:05:29.000]  他沒有甚麼特別實權
[00:05:29.000 --> 00:05:31.000]  他到此沒有甚麼特別的實權
[00:05:31.000 --> 00:05:34.000]  但他始終都叫以色列當時的王
[00:05:34.000 --> 00:05:37.000]  他稱之為以色列當時的王
[00:05:37.000 --> 00:05:39.000]  保羅真的見到這樣的人
[00:05:39.000 --> 00:05:41.000]  真的很希望能夠還回他
[00:05:41.000 --> 00:05:44.000]  保羅真的很希望能夠還回他
[00:05:44.000 --> 00:05:46.000]  尤其是他可以說
[00:05:46.000 --> 00:05:48.000]  他是有猶太人血統的後裔
[00:05:48.000 --> 00:05:51.000]  他特別是有猶太人血液的後裔
[00:05:51.000 --> 00:05:52.000]  這樣的人
[00:05:52.000 --> 00:05:54.000]  保羅沒有放過
[00:05:54.000 --> 00:05:55.000]  有這樣的人
[00:05:55.000 --> 00:05:56.000]  保羅並沒有放棄
[00:05:56.000 --> 00:05:58.000]  更加不想放過
[00:05:58.000 --> 00:06:00.000]  保羅也不想放棄
[00:06:00.000 --> 00:06:02.000]  保羅其實在傳道的過程當中
[00:06:02.000 --> 00:06:04.000]  保羅在傳道的過程當中
[00:06:04.000 --> 00:06:08.000]  無論是自己全血統純血統的猶太人
[00:06:08.000 --> 00:06:11.000]  無論是自己純血統的猶太人
[00:06:11.000 --> 00:06:13.000]  或者好像希律這樣一半半的猶太人
[00:06:13.000 --> 00:06:16.000]  或者以色列這樣一半一半的猶太人
[00:06:16.000 --> 00:06:19.000]  甚至完全沒有血緣關係的羅馬官員
[00:06:19.000 --> 00:06:22.000]  甚至毫無血緣關係的羅馬官員
[00:06:22.000 --> 00:06:25.000]  保羅都很想帶他們回到上帝的面前
[00:06:25.000 --> 00:06:27.000]  保羅很希望帶他們回到上帝的面前
[00:06:27.000 --> 00:06:28.000]  認罪悔改
[00:06:28.000 --> 00:06:30.000]  認罪悔改
[00:06:30.000 --> 00:06:31.000]  有效嗎
[00:06:31.000 --> 00:06:34.000]  不知道大家有沒有試過遇到這樣的經歷
[00:06:34.000 --> 00:06:36.000]  我不知道大家有沒有這樣的經歷
[00:06:36.000 --> 00:06:39.000]  苦口婆心去勸導一些人
[00:06:39.000 --> 00:06:41.000]  苦口婆心去勸導一些人
[00:06:41.000 --> 00:06:43.000]  看到他走的是一條錯的路
[00:06:43.000 --> 00:06:45.000]  看到他走的是一條錯的路
[00:06:45.000 --> 00:06:46.000]  但你跟他說
[00:06:46.000 --> 00:06:47.000]  但你跟他們講
[00:06:47.000 --> 00:06:49.000]  他不僅不聽
[00:06:49.000 --> 00:06:50.000]  他不僅不聽
[00:06:50.000 --> 00:06:51.000]  他還插你兩刀
[00:06:51.000 --> 00:06:53.000]  他還捅你兩刀
[00:06:53.000 --> 00:06:54.000]  有沒有試過
[00:06:54.000 --> 00:06:55.000]  有沒有試過
[00:06:55.000 --> 00:06:56.000]  多了
[00:06:56.000 --> 00:06:57.000]  多了
[00:06:57.000 --> 00:06:58.000]  多了
[00:06:58.000 --> 00:07:01.000]  最近我又遇到一個這樣的現象
[00:07:01.000 --> 00:07:02.000]  最近我又遇到一個這樣的現象
[00:07:02.000 --> 00:07:03.000]  最近我又遇到一個這樣的現象
[00:07:03.000 --> 00:07:04.000]  最近我又遇到一個這樣的現象
[00:07:04.000 --> 00:07:07.000]  我正在做一些訓練
[00:07:07.000 --> 00:07:09.000]  我正在做一些訓練
[00:07:09.000 --> 00:07:10.000]  我正在做一些訓練
[00:07:10.000 --> 00:07:11.000]  我正在做一些訓練
[00:07:11.000 --> 00:07:12.000]  我正在做一些訓練
[00:07:12.000 --> 00:07:13.000]  我正在做一些訓練
[00:07:13.000 --> 00:07:14.000]  我正在做一些訓練
[00:07:14.000 --> 00:07:15.000]  我正在做一些訓練
[00:07:15.000 --> 00:07:16.000]  我正在做一些訓練
[00:07:16.000 --> 00:07:17.000]  我正在做一些訓練
[00:07:17.000 --> 00:07:18.000]  我正在做一些訓練
[00:07:18.000 --> 00:07:19.000]  我正在做一些訓練
[00:07:19.000 --> 00:07:20.000]  我正在做一些訓練
[00:07:20.000 --> 00:07:21.000]  我正在做一些訓練
[00:07:21.000 --> 00:07:22.000]  我正在做一些訓練
[00:07:22.000 --> 00:07:23.000]  我正在做一些訓練
[00:07:23.000 --> 00:07:24.000]  我正在做一些訓練
[00:07:24.000 --> 00:07:28.000]  我正在做一些訓練
[00:07:28.000 --> 00:07:29.000]  我正在做一些訓練
[00:07:29.000 --> 00:07:30.000]  我正在做一些訓練
[00:07:30.000 --> 00:07:31.000]  我正在做一些訓練
[00:07:31.000 --> 00:07:32.000]  我正在做一些訓練
[00:07:32.000 --> 00:07:33.000]  我正在做一些訓練
[00:07:33.000 --> 00:07:34.000]  我正在做一些訓練
[00:07:34.000 --> 00:07:35.000]  我正在做一些訓練
[00:07:35.000 --> 00:07:36.000]  我正在做一些訓練
[00:07:36.000 --> 00:07:37.000]  我正在做一些訓練
[00:07:37.000 --> 00:07:38.000]  我正在做一些訓練
[00:07:38.000 --> 00:07:39.000]  我正在做一些訓練
[00:07:39.000 --> 00:07:40.000]  我正在做一些訓練
[00:07:40.000 --> 00:07:41.000]  我正在做一些訓練
[00:07:41.000 --> 00:07:42.000]  我正在做一些訓練
[00:07:42.000 --> 00:07:43.000]  我正在做一些訓練
[00:07:43.000 --> 00:07:44.000]  我正在做一些訓練
[00:07:44.000 --> 00:07:45.000]  我正在做一些訓練
[00:07:45.000 --> 00:07:46.000]  我正在做一些訓練
[00:07:46.000 --> 00:07:47.000]  我正在做一些訓練
[00:07:47.000 --> 00:07:48.000]  我正在做一些訓練
[00:07:48.000 --> 00:07:49.000]  我正在做一些訓練
[00:07:54.000 --> 00:07:55.000]  我正在做一些訓練
[00:07:55.000 --> 00:07:56.000]  我正在做一些訓練
[00:07:56.000 --> 00:07:57.000]  我正在做一些訓練
[00:07:57.000 --> 00:07:58.000]  我正在做一些訓練
[00:07:58.000 --> 00:07:59.000]  我正在做一些訓練
[00:07:59.000 --> 00:08:00.000]  我正在做一些訓練
[00:08:00.000 --> 00:08:01.000]  我正在做一些訓練
[00:08:01.000 --> 00:08:02.000]  我正在做一些訓練
[00:08:02.000 --> 00:08:03.000]  我正在做一些訓練
[00:08:03.000 --> 00:08:04.000]  我正在做一些訓練
[00:08:04.000 --> 00:08:05.000]  我正在做一些訓練
[00:08:05.000 --> 00:08:06.000]  我正在做一些訓練
[00:08:06.000 --> 00:08:07.000]  我正在做一些訓練
[00:08:07.000 --> 00:08:08.000]  我正在做一些訓練
[00:08:08.000 --> 00:08:09.000]  我正在做一些訓練
[00:08:09.000 --> 00:08:10.000]  我正在做一些訓練
[00:08:10.000 --> 00:08:11.000]  我正在做一些訓練
[00:08:11.000 --> 00:08:12.000]  我正在做一些訓練
[00:08:12.000 --> 00:08:13.000]  我正在做一些訓練
[00:08:13.000 --> 00:08:14.000]  我正在做一些訓練
[00:08:14.000 --> 00:08:15.000]  我正在做一些訓練
[00:08:15.000 --> 00:08:16.000]  我正在做一些訓練
[00:08:24.000 --> 00:08:25.000]  我正在做一些訓練
[00:08:25.000 --> 00:08:26.000]  我正在做一些訓練
[00:08:26.000 --> 00:08:27.000]  我正在做一些訓練
[00:08:27.000 --> 00:08:28.000]  我正在做一些訓練
[00:08:28.000 --> 00:08:29.000]  我正在做一些訓練
[00:08:29.000 --> 00:08:30.000]  我正在做一些訓練
[00:08:30.000 --> 00:08:31.000]  我正在做一些訓練
[00:08:31.000 --> 00:08:32.000]  我正在做一些訓練
[00:08:32.000 --> 00:08:33.000]  我正在做一些訓練
[00:08:33.000 --> 00:08:34.000]  我正在做一些訓練
[00:08:34.000 --> 00:08:35.000]  我正在做一些訓練
[00:08:35.000 --> 00:08:36.000]  我正在做一些訓練
[00:08:36.000 --> 00:08:37.000]  我正在做一些訓練
[00:08:37.000 --> 00:08:38.000]  我正在做一些訓練
[00:08:38.000 --> 00:08:39.000]  我正在做一些訓練
[00:08:39.000 --> 00:08:40.000]  我正在做一些訓練
[00:08:40.000 --> 00:08:41.000]  我正在做一些訓練
[00:08:41.000 --> 00:08:42.000]  我正在做一些訓練
[00:08:42.000 --> 00:08:43.000]  我正在做一些訓練
[00:08:43.000 --> 00:08:44.000]  我正在做一些訓練
[00:08:44.000 --> 00:08:45.000]  我正在做一些訓練
[00:08:45.000 --> 00:08:46.000]  我正在做一些訓練
[00:08:54.000 --> 00:08:55.000]  我正在做一些訓練
[00:08:55.000 --> 00:08:56.000]  我正在做一些訓練
[00:08:56.000 --> 00:08:57.000]  我正在做一些訓練
[00:08:57.000 --> 00:08:58.000]  我正在做一些訓練
[00:08:58.000 --> 00:08:59.000]  我正在做一些訓練
[00:08:59.000 --> 00:09:00.000]  我正在做一些訓練
[00:09:00.000 --> 00:09:01.000]  我正在做一些訓練
[00:09:01.000 --> 00:09:02.000]  我正在做一些訓練
[00:09:02.000 --> 00:09:03.000]  我正在做一些訓練
[00:09:03.000 --> 00:09:04.000]  我正在做一些訓練
[00:09:04.000 --> 00:09:05.000]  我正在做一些訓練
[00:09:05.000 --> 00:09:06.000]  我正在做一些訓練
[00:09:06.000 --> 00:09:07.000]  我正在做一些訓練
[00:09:07.000 --> 00:09:08.000]  我正在做一些訓練
[00:09:08.000 --> 00:09:09.000]  我正在做一些訓練
[00:09:09.000 --> 00:09:10.000]  我正在做一些訓練
[00:09:10.000 --> 00:09:11.000]  我正在做一些訓練
[00:09:11.000 --> 00:09:12.000]  我正在做一些訓練
[00:09:12.000 --> 00:09:13.000]  我正在做一些訓練
[00:09:13.000 --> 00:09:14.000]  我正在做一些訓練
[00:09:14.000 --> 00:09:15.000]  我正在做一些訓練
[00:09:15.000 --> 00:09:16.000]  我正在做一些訓練
[00:09:24.000 --> 00:09:25.000]  我正在做一些訓練
[00:09:25.000 --> 00:09:26.000]  我正在做一些訓練
[00:09:26.000 --> 00:09:27.000]  我正在做一些訓練
[00:09:27.000 --> 00:09:28.000]  我正在做一些訓練
[00:09:28.000 --> 00:09:29.000]  我正在做一些訓練
[00:09:29.000 --> 00:09:30.000]  我正在做一些訓練
[00:09:30.000 --> 00:09:31.000]  我正在做一些訓練
[00:09:31.000 --> 00:09:32.000]  我正在做一些訓練
[00:09:32.000 --> 00:09:33.000]  我正在做一些訓練
[00:09:33.000 --> 00:09:34.000]  我正在做一些訓練
[00:09:34.000 --> 00:09:35.000]  我正在做一些訓練
[00:09:35.000 --> 00:09:36.000]  我正在做一些訓練
[00:09:36.000 --> 00:09:37.000]  我正在做一些訓練
[00:09:37.000 --> 00:09:38.000]  我正在做一些訓練
[00:09:38.000 --> 00:09:39.000]  我正在做一些訓練
[00:09:39.000 --> 00:09:40.000]  我正在做一些訓練
[00:09:40.000 --> 00:09:41.000]  我正在做一些訓練
[00:09:41.000 --> 00:09:42.000]  我正在做一些訓練
[00:09:42.000 --> 00:09:43.000]  我正在做一些訓練
[00:09:43.000 --> 00:09:44.000]  我正在做一些訓練
[00:09:44.000 --> 00:09:45.000]  我正在做一些訓練
[00:09:45.000 --> 00:09:46.000]  我正在做一些訓練
[00:09:54.000 --> 00:09:55.000]  我正在做一些訓練
[00:09:55.000 --> 00:09:56.000]  我正在做一些訓練
[00:09:56.000 --> 00:09:57.000]  我正在做一些訓練
[00:09:57.000 --> 00:09:58.000]  我正在做一些訓練
[00:09:58.000 --> 00:09:59.000]  我正在做一些訓練
[00:09:59.000 --> 00:10:00.000]  我正在做一些訓練
[00:10:00.000 --> 00:10:01.000]  我正在做一些訓練
[00:10:01.000 --> 00:10:02.000]  我正在做一些訓練
[00:10:02.000 --> 00:10:03.000]  我正在做一些訓練
[00:10:03.000 --> 00:10:04.000]  我正在做一些訓練
[00:10:04.000 --> 00:10:05.000]  我正在做一些訓練
[00:10:05.000 --> 00:10:06.000]  我正在做一些訓練
[00:10:06.000 --> 00:10:07.000]  我正在做一些訓練
[00:10:07.000 --> 00:10:08.000]  我正在做一些訓練
[00:10:08.000 --> 00:10:09.000]  我正在做一些訓練
[00:10:09.000 --> 00:10:10.000]  我正在做一些訓練
[00:10:10.000 --> 00:10:11.000]  我正在做一些訓練
[00:10:11.000 --> 00:10:12.000]  我正在做一些訓練
[00:10:12.000 --> 00:10:13.000]  我正在做一些訓練
[00:10:13.000 --> 00:10:14.000]  我正在做一些訓練
[00:10:14.000 --> 00:10:15.000]  我正在做一些訓練
[00:10:15.000 --> 00:10:16.000]  我正在做一些訓練
[00:10:25.000 --> 00:10:26.000]  我正在做一些訓練
[00:10:26.000 --> 00:10:27.000]  我正在做一些訓練
[00:10:27.000 --> 00:10:28.000]  我正在做一些訓練
[00:10:28.000 --> 00:10:29.000]  我正在做一些訓練
[00:10:29.000 --> 00:10:30.000]  我正在做一些訓練
[00:10:30.000 --> 00:10:31.000]  我正在做一些訓練
[00:10:31.000 --> 00:10:32.000]  我正在做一些訓練
[00:10:32.000 --> 00:10:33.000]  我正在做一些訓練
[00:10:33.000 --> 00:10:34.000]  我正在做一些訓練
[00:10:34.000 --> 00:10:35.000]  我正在做一些訓練
[00:10:35.000 --> 00:10:36.000]  我正在做一些訓練
[00:10:36.000 --> 00:10:37.000]  我正在做一些訓練
[00:10:37.000 --> 00:10:38.000]  我正在做一些訓練
[00:10:38.000 --> 00:10:39.000]  我正在做一些訓練
[00:10:39.000 --> 00:10:40.000]  我正在做一些訓練
[00:10:40.000 --> 00:10:41.000]  我正在做一些訓練
[00:10:41.000 --> 00:10:42.000]  我正在做一些訓練
[00:10:42.000 --> 00:10:43.000]  我正在做一些訓練
[00:10:43.000 --> 00:10:44.000]  我正在做一些訓練
[00:10:44.000 --> 00:10:45.000]  我正在做一些訓練
[00:10:45.000 --> 00:10:46.000]  我正在做一些訓練
[00:10:46.000 --> 00:10:47.000]  我正在做一些訓練
[00:10:54.000 --> 00:10:55.000]  他們看到這個弟兄的問題
[00:10:55.000 --> 00:10:56.000]  他們看到這個弟兄的問題
[00:10:56.000 --> 00:10:57.000]  他們都說
[00:10:57.000 --> 00:10:58.000]  Alan你幫一下他
[00:10:58.000 --> 00:10:59.000]  別人看到這個弟兄的問題
[00:10:59.000 --> 00:11:00.000]  別人看到這個弟兄的問題
[00:11:00.000 --> 00:11:01.000]  Alan你能不能幫他一下
[00:11:01.000 --> 00:11:02.000]  Alan你能不能幫他一下
[00:11:02.000 --> 00:11:03.000]  我說幫過他
[00:11:03.000 --> 00:11:04.000]  我說幫過他
[00:11:04.000 --> 00:11:05.000]  他說你也是
[00:11:05.000 --> 00:11:06.000]  你有這麼多事
[00:11:06.000 --> 00:11:07.000]  為什麼幫他
[00:11:07.000 --> 00:11:08.000]  你這麼多事
[00:11:08.000 --> 00:11:09.000]  你這麼多事
[00:11:09.000 --> 00:11:10.000]  你幫他他還討厭你
[00:11:10.000 --> 00:11:11.000]  你幫他他反而討厭你
[00:11:11.000 --> 00:11:12.000]  你幫他他反而討厭你
[00:11:12.000 --> 00:11:13.000]  你幫他他反而討厭你
[00:11:13.000 --> 00:11:14.000]  你幫他他反而討厭你
[00:11:14.000 --> 00:11:15.000]  你幫他他反而討厭你
[00:11:15.000 --> 00:11:16.000]  你幫他他反而討厭你
[00:11:16.000 --> 00:11:17.000]  你幫他他反而討厭你
[00:11:17.000 --> 00:11:24.000]  你幫他他反而討厭你
[00:11:24.000 --> 00:11:25.000]  你幫他他反而討厭你
[00:11:25.000 --> 00:11:26.000]  你幫他他反而討厭你
[00:11:26.000 --> 00:11:27.000]  你幫他他反而討厭你
[00:11:27.000 --> 00:11:28.000]  你幫他他反而討厭你
[00:11:28.000 --> 00:11:29.000]  你幫他他反而討厭你
[00:11:29.000 --> 00:11:30.000]  你幫他他反而討厭你
[00:11:30.000 --> 00:11:31.000]  你幫他他反而討厭你
[00:11:31.000 --> 00:11:32.000]  你幫他他反而討厭你
[00:11:32.000 --> 00:11:33.000]  你幫他他反而討厭你
[00:11:33.000 --> 00:11:34.000]  你幫他他反而討厭你
[00:11:34.000 --> 00:11:35.000]  你幫他他反而討厭你
[00:11:35.000 --> 00:11:36.000]  你幫他他反而討厭你
[00:11:36.000 --> 00:11:37.000]  你幫他他反而討厭你
[00:11:37.000 --> 00:11:38.000]  你幫他他反而討厭你
[00:11:38.000 --> 00:11:39.000]  你幫他他反而討厭你
[00:11:39.000 --> 00:11:50.000]  你幫他他反而討厭你
[00:11:50.000 --> 00:11:51.000]  你幫他他反而討厭你
[00:11:51.000 --> 00:11:52.000]  你幫他他反而討厭你
[00:11:52.000 --> 00:11:53.000]  你幫他他反而討厭你
[00:11:53.000 --> 00:11:54.000]  你幫他他反而討厭你
[00:11:54.000 --> 00:11:55.000]  你幫他他反而討厭你
[00:11:55.000 --> 00:11:56.000]  你幫他他反而討厭你
[00:11:56.000 --> 00:11:57.000]  你幫他他反而討厭你
[00:11:57.000 --> 00:11:58.000]  你幫他他反而討厭你
[00:11:58.000 --> 00:11:59.000]  你幫他他反而討厭你
[00:11:59.000 --> 00:12:00.000]  你幫他他反而討厭你
[00:12:00.000 --> 00:12:01.000]  你幫他他反而討厭你
[00:12:01.000 --> 00:12:02.000]  你幫他他反而討厭你
[00:12:02.000 --> 00:12:03.000]  你幫他他反而討厭你
[00:12:03.000 --> 00:12:04.000]  你幫他他反而討厭你
[00:12:04.000 --> 00:12:05.000]  你幫他他反而討厭你
[00:12:05.000 --> 00:12:11.000]  你幫他他反而討厭你
[00:12:11.000 --> 00:12:12.000]  你幫他他反而討厭你
[00:12:12.000 --> 00:12:13.000]  你幫他他反而討厭你
[00:12:13.000 --> 00:12:14.000]  你幫他他反而討厭你
[00:12:14.000 --> 00:12:15.000]  你幫他他反而討厭你
[00:12:15.000 --> 00:12:16.000]  你幫他他反而討厭你
[00:12:16.000 --> 00:12:17.000]  你幫他他反而討厭你
[00:12:17.000 --> 00:12:18.000]  你幫他他反而討厭你
[00:12:18.000 --> 00:12:19.000]  你幫他他反而討厭你
[00:12:19.000 --> 00:12:20.000]  你幫他他反而討厭你
[00:12:20.000 --> 00:12:21.000]  你幫他他反而討厭你
[00:12:21.000 --> 00:12:22.000]  你幫他他反而討厭你
[00:12:22.000 --> 00:12:23.000]  你幫他他反而討厭你
[00:12:23.000 --> 00:12:24.000]  你幫他他反而討厭你
[00:12:24.000 --> 00:12:25.000]  你幫他他反而討厭你
[00:12:25.000 --> 00:12:26.000]  你幫他他反而討厭你
[00:12:26.000 --> 00:12:40.000]  你幫他他反而討厭你
[00:12:40.000 --> 00:12:41.000]  你幫他他反而討厭你
[00:12:41.000 --> 00:12:42.000]  你幫他他反而討厭你
[00:12:42.000 --> 00:12:43.000]  你幫他他反而討厭你
