
[00:00:00.000 --> 00:00:05.280]  今天是大除夕 開始過新年了 開始過農曆新年
[00:03:34.280 --> 00:03:38.840]  剛才也說過了 也是躲避了滅人命的
[00:03:38.840 --> 00:03:41.340]  即便我們不知道連壽那個傳說
[00:03:41.340 --> 00:03:45.280]  是什麼地方來的 但是也有一定的關聯在裡面
[00:03:45.280 --> 00:03:49.840]  那中國人把春節說成年關
[00:03:49.840 --> 00:03:53.760]  那以色列人也會把這個事情
[00:03:53.760 --> 00:03:57.040]  當作一個生死攸關的一個關頭
[00:03:57.040 --> 00:03:59.080]  那很特別的一點就是
[00:03:59.080 --> 00:04:02.920]  在門的兩邊貼上一些紅色的對聯
[00:04:02.920 --> 00:04:08.120]  或者用一些羊羔的血塗上門上
[00:04:08.120 --> 00:04:09.960]  所以就關門不出門
[00:04:09.960 --> 00:04:15.120]  那傳家聚在一起直到天亮
[00:04:15.120 --> 00:04:18.980]  那這些地方都好像比較有趣
[00:04:18.980 --> 00:04:23.360]  新年跟漁業節有一定的相似的地方
[00:04:23.360 --> 00:04:25.800]  但是我們今天看一下
[00:04:25.800 --> 00:04:28.760]  耶穌當初是怎麼過新年的
[00:04:28.760 --> 00:04:32.680]  其實更重要的是 我們看耶穌過新年
[00:04:32.680 --> 00:04:36.840]  我們從祂的身上可以學到一些什麼功課
[00:04:36.840 --> 00:04:43.040]  路加福音2章41節到52節
[00:04:43.040 --> 00:04:45.920]  路加福音裡面對耶穌的描述
[00:04:45.920 --> 00:04:47.920]  如果從年紀方面描述
[00:04:47.920 --> 00:04:50.560]  可以分成四個不同的階段
[00:04:50.560 --> 00:04:54.000]  第一個是祂出生之前發生的一些事情
[00:04:54.000 --> 00:04:56.880]  接著第二個就是祂出生到十二歲
[00:04:56.880 --> 00:05:00.960]  接著第三部分就是十二歲到三十歲左右
[00:05:00.960 --> 00:05:04.280]  接著我們知道 最長最大的一個部分
[00:05:04.280 --> 00:05:07.960]  就是從祂三十歲左右開始在地上的服事
[00:05:07.960 --> 00:05:11.880]  直到祂受苦 復活 升天
[00:05:11.880 --> 00:05:16.400]  裡面有不同的經文記載祂的一些內容
[00:05:16.400 --> 00:05:23.520]  今天我們主要是看祂從十二歲到三十歲這個階段
[00:05:23.520 --> 00:05:26.600]  但集中的內容是講到一件事
[00:05:26.600 --> 00:05:28.240]  就是耶穌在十二歲
[00:05:28.240 --> 00:05:32.520]  在聖殿裡面 在耶路撒冷發生了一件事
[00:05:32.520 --> 00:05:34.600]  祂在那邊過聖...
[00:05:34.600 --> 00:05:37.400]  不是過聖誕節 是過余夜節
[00:05:37.400 --> 00:05:39.640]  OK 我們經文裡面是這樣
[00:05:39.640 --> 00:05:42.840]  41節到42節
[00:05:42.840 --> 00:05:47.760]  猶太人一般認為十三歲是一個孩童
[00:05:47.760 --> 00:05:51.200]  進入另外一個人生階段的開始
[00:05:51.200 --> 00:05:54.280]  十三歲的男孩就應該接受一個特別的禮儀
[00:05:54.280 --> 00:05:56.840]  叫做「聖約之子」的禮儀
[00:05:56.840 --> 00:05:58.720]  或者叫「律法之子」
[00:05:58.720 --> 00:06:04.080]  那這個孩子就開始需要負起一個成人的責任
[00:06:04.080 --> 00:06:08.520]  但是這個過程需要一個很長很豐富的一個預備
[00:06:08.520 --> 00:06:11.080]  大概需要一年的時間
[00:06:11.080 --> 00:06:15.840]  特別是那個男孩的父親要負起一個特別重要的責任
[00:06:15.840 --> 00:06:20.960]  一方面要培養他成為自己在職業方面的一個接班人
[00:06:20.960 --> 00:06:25.960]  向他傳授 比如說耶穌的父親是木匠
[00:06:25.960 --> 00:06:31.080]  就要向他傳授做木匠的一些技術 此成父業
[00:06:31.080 --> 00:06:36.680]  那個時代基本上很少有自由選擇工作的這種自由
[00:06:36.680 --> 00:06:39.400]  那另一方面其實是更加重要
[00:06:39.400 --> 00:06:43.480]  就是父親要特別專注的在這段時間
[00:06:43.480 --> 00:06:48.760]  教導兒子有關猶太人的一些宗教信仰
[00:06:48.760 --> 00:06:53.080]  比如說讓他明白猶太余月節的意義
[00:06:53.080 --> 00:06:59.280]  耶和華對以色列的救贖等等這些聖經的內容
[00:06:59.280 --> 00:07:05.080]  這一年 父親要花很多很多的時間在這個孩子身上
[00:07:05.080 --> 00:07:07.600]  一邊工作一邊走路的時候
[00:07:07.600 --> 00:07:13.480]  一有機會 父親就要跟這個孩子講聖經 講舊約
[00:07:13.480 --> 00:07:15.080]  那余月節到了
[00:07:15.080 --> 00:07:21.600]  所以耶穌就跟父母一起到余月節 到耶路撒冷去過節
[00:07:21.600 --> 00:07:25.540]  那耶路撒冷位於猶太地比較高的地方
[00:07:25.540 --> 00:07:28.640]  所以常常聖經都說 上耶路撒冷
[00:07:28.640 --> 00:07:32.240]  就是往海拔高的地方去
[00:07:32.240 --> 00:07:36.980]  那結果發生了一件很特別的事情
[00:07:36.980 --> 00:07:38.680]  當我讀到這裡的時候
[00:07:38.680 --> 00:07:44.320]  我會覺得耶穌的父母有點失責
[00:07:44.320 --> 00:07:48.440]  孩子弄丟了 竟然都不知道
[00:07:48.440 --> 00:07:51.800]  不知道大家有沒有這樣的感受
[00:07:51.800 --> 00:07:56.400]  我讀的時候就覺得 為什麼耶穌的父母會這樣子呢?
[00:07:56.400 --> 00:08:00.200]  但是當我們知道這個背景的時候
[00:08:00.200 --> 00:08:03.560]  就有一種完全不一樣的理解
[00:08:03.560 --> 00:08:08.600]  而當時猶太人往耶路撒冷去守節的時候
[00:08:08.600 --> 00:08:10.920]  多半是結伴而行的
[00:08:10.920 --> 00:08:12.760]  奎城的時候也是一樣
[00:08:12.760 --> 00:08:15.760]  因為這裡講的是奎城 奎家的時候
[00:08:15.760 --> 00:08:20.700]  他們通常是婦女跟孩子走在一起
[00:08:20.700 --> 00:08:24.240]  而其他所有的男丁都會走在一起
[00:08:24.240 --> 00:08:26.720]  一邊走一邊聊天
[00:08:26.720 --> 00:08:31.440]  其實這跟我們的華人文化有點相似
[00:08:31.440 --> 00:08:32.640]  你們有沒有發現
[00:08:32.640 --> 00:08:36.040]  就是每當過春節 大家親戚聚在一起的時候
[00:08:36.040 --> 00:08:38.840]  男人總是愛跟男人在一起聊天
[00:08:38.840 --> 00:08:42.360]  聊下天下大事 政治財經
[00:08:42.360 --> 00:08:45.920]  而婦女們 往往只有聚在一起
[00:08:45.920 --> 00:08:50.600]  聊聊家常 孩子教養的事情
[00:08:50.600 --> 00:08:55.000]  猶太人也一樣 他們男女是分開走的
[00:08:55.000 --> 00:08:57.040]  走到一定程度 到晚上的時候
[00:08:57.040 --> 00:09:02.400]  就一家人約在一個地方來相聚 吃飯這樣子
[00:09:02.400 --> 00:09:06.520]  那我們想一下 那時候剛好十二歲的耶穌
[00:09:06.520 --> 00:09:10.080]  祂可以作為一個孩童留在媽媽的身邊
[00:09:10.080 --> 00:09:12.540]  但是同時也可以作為一個
[00:09:12.540 --> 00:09:15.220]  剛才所說的一個聖約之子的預備
[00:09:15.220 --> 00:09:16.880]  然後跟著父親
[00:09:16.880 --> 00:09:21.340]  所以他們在奎城的路上 父母都不知道
[00:09:21.340 --> 00:09:23.280]  爸爸以為耶穌在媽媽那裡
[00:09:23.280 --> 00:09:26.280]  媽媽以為耶穌在爸爸那裡
[00:09:26.280 --> 00:09:30.160]  所以到最後的時候 一天下來走了一天的路
[00:09:30.160 --> 00:09:33.960]  直到吃晚飯的時候 他們聚在一起才發現
[00:09:33.960 --> 00:09:36.520]  耶穌原來不見了
[00:09:39.440 --> 00:09:41.040]  原來發生什麼事情?
[00:09:41.040 --> 00:09:42.800]  我們看經文看到
[00:09:42.800 --> 00:09:46.280]  原來耶穌獨自留在耶路撒冷
[00:09:46.280 --> 00:09:49.200]  坐在拉比的腳前受教
[00:09:49.200 --> 00:09:52.840]  這是一個非常特別的舉動
[00:09:52.840 --> 00:09:56.240]  完全是出於祂自己的意志
[00:09:56.240 --> 00:09:59.480]  因為從來沒有人叫祂這樣做
[00:09:59.480 --> 00:10:01.880]  祂自己作為一個學生
[00:10:01.880 --> 00:10:04.200]  用門徒的身分坐在那裡
[00:10:04.200 --> 00:10:08.560]  祂就好像拉比的門徒一樣發問
[00:10:08.560 --> 00:10:14.640]  更特別的時候 祂所發問的問題讓人吃驚
[00:10:14.640 --> 00:10:16.160]  我們不知道問的是什麼
[00:10:16.160 --> 00:10:18.640]  但是我想問題的內容
[00:10:18.640 --> 00:10:21.680]  應該是超過一個十二歲孩童的認知
[00:10:21.680 --> 00:10:25.520]  甚至超過一般一些門徒認知的問題
[00:10:25.520 --> 00:10:29.760]  拉比們從來沒有見過像他這樣一個孩子
[00:10:29.760 --> 00:10:37.200]  他父母看見了他 就非常的詫異
[00:10:37.200 --> 00:10:40.040]  他母親說:孩子 為什麼你這樣待我?
[00:10:40.040 --> 00:10:46.080]  你看 你父親和我都非常擔心地在找你
[00:10:46.080 --> 00:10:49.040]  瑪利亞的話 讓我想起一件事情
[00:10:49.040 --> 00:10:51.360]  有一次我跟一群的親戚
[00:10:51.360 --> 00:10:54.360]  去珠海的某一個主題公園
[00:10:54.360 --> 00:10:57.000]  我們一行超過十個人
[00:10:57.000 --> 00:10:59.280]  其中有一個九歲的外甥女
[00:10:59.280 --> 00:11:03.600]  就跟我們一起走進了一個深海魚的觀賞館
[00:11:03.600 --> 00:11:05.440]  裡面非常多人
[00:11:05.440 --> 00:11:08.120]  不到五分鐘的時間
[00:11:08.120 --> 00:11:10.760]  外甥就發現她弄丟了
[00:11:10.760 --> 00:11:14.400]  結果我們幾個大人 前前後後的分散去找她
[00:11:14.400 --> 00:11:19.960]  半個小時之後 才在館外的門口找到她
[00:11:19.960 --> 00:11:24.920]  記得外甥對她說的話 就好像瑪利亞一樣
[00:11:24.920 --> 00:11:26.720]  你為什麼這樣對我們呢?
[00:11:26.720 --> 00:11:29.440]  我們都很擔心你
[00:11:29.440 --> 00:11:32.520]  話語當中 一方面帶有責備
[00:11:32.520 --> 00:11:37.920]  但另一方面 卻帶有憐愛跟關懷
[00:11:37.920 --> 00:11:39.840]  外甥女的回應說
[00:11:39.840 --> 00:11:42.880]  明白了 我下次不會這樣子
[00:11:42.880 --> 00:11:46.760]  我想這個回應是所有人都期待的
[00:11:46.760 --> 00:11:50.240]  但是 當時十二歲的耶穌的回應是什麼?
[00:11:50.240 --> 00:11:54.000]  這讓我們再次地大跌眼鏡
[00:11:54.000 --> 00:11:58.120]  簡直是玻璃碎片滿地都是
[00:11:58.120 --> 00:12:00.520]  祂說什麼?
[00:12:00.520 --> 00:12:02.360]  為什麼找我呢?
[00:12:02.360 --> 00:12:08.760]  你們不知道我必須以我父的事為孽嗎?
[00:12:08.760 --> 00:12:11.200]  如此出乎意外的回應
[00:12:11.200 --> 00:12:16.000]  祂的父母當然不能明白
[00:12:16.000 --> 00:12:19.560]  十二歲的耶穌在這裡所用的「我父」
[00:12:19.560 --> 00:12:25.120]  跟四十九節那裡 瑪利亞所說的「你父親」
[00:12:25.120 --> 00:12:27.680]  不是指到同一個意思
[00:12:27.680 --> 00:12:29.320]  不是指到約瑟
[00:12:29.320 --> 00:12:32.360]  而是指到萬鈞之耶和華
[00:12:32.360 --> 00:12:34.640]  以我父的事為孽
[00:12:34.640 --> 00:12:39.400]  同樣可以翻譯成為「在我父的家裡面」
[00:12:39.400 --> 00:12:42.360]  在耶和華的家中
[00:12:42.360 --> 00:12:44.520]  當時在猶太人的觀念裡面
[00:12:44.520 --> 00:12:48.040]  神的家就是聖殿
[00:12:48.040 --> 00:12:51.520]  也許耶穌的話的確讓人費解
[00:12:51.520 --> 00:12:56.240]  祂竟然稱耶和華為父
[00:12:56.240 --> 00:12:58.280]  對我們現今的基督來說
[00:12:58.280 --> 00:13:02.360]  這個好像不太難理解
[00:13:02.360 --> 00:13:06.440]  因為我們常常禱告的時候 都說我們天上的父
[00:13:06.440 --> 00:13:11.600]  但如果我們要帶進當時猶太人的觀念當中
[00:13:11.600 --> 00:13:14.760]  他們這些猶太人是沒有辦法理解的
[00:13:14.760 --> 00:13:17.560]  因為我們翻看舊約的時候
[00:13:17.560 --> 00:13:20.960]  發現猶太人非常少數
[00:13:20.960 --> 00:13:25.840]  把耶和華神形容為自己個人的父親
[00:13:25.840 --> 00:13:29.640]  就算有 也是只是在一個集體的禱告當中
[00:13:29.640 --> 00:13:33.320]  稱耶和華為以色列眾名的父
[00:13:33.320 --> 00:13:37.920]  他們不敢稱耶和華為他們的父
[00:13:37.920 --> 00:13:40.240]  耶穌這樣的宣稱
[00:13:40.240 --> 00:13:43.800]  其實在表達一個非常重要的信息
[00:13:43.800 --> 00:13:46.440]  就是比起任何的其他人
[00:13:46.440 --> 00:13:52.040]  耶穌和耶和華擁有一個與眾不同的親密的關係
[00:13:52.040 --> 00:13:56.380]  甚至超越了摩西 大衛 以利亞
[00:13:56.380 --> 00:14:01.640]  這些的屬靈偉人跟耶和華的關係
[00:14:01.640 --> 00:14:04.400]  這種超然的親密的關係
[00:14:04.400 --> 00:14:10.960]  就決定了耶穌要以耶和華父神的事為鏈
[00:14:10.960 --> 00:14:16.920]  生命的重心必須完全放在神的事上面
[00:14:16.920 --> 00:14:27.100]  憑著這個身份 耶穌就如此順服在祂的父親
[00:14:27.100 --> 00:14:29.440]  五十一節裡面講到
[00:14:29.440 --> 00:14:38.080]  耶穌順從了祂的肉身的父母 一同回到老家
[00:14:38.080 --> 00:14:40.720]  耶穌對父神的忠心
[00:14:40.720 --> 00:14:46.940]  並不代表祂對在世父母就要缺乏尊重和順服
[00:14:46.940 --> 00:14:50.200]  耶穌同樣順服祂在地的父親
[00:14:50.200 --> 00:14:53.840]  回到耶路撒冷 回到拿撒勒的家中
[00:14:53.840 --> 00:14:56.920]  不要忘記 耶穌隨後的十八年
[00:14:56.920 --> 00:14:59.200]  直到祂三十歲左右的時間
[00:14:59.200 --> 00:15:05.880]  祂一直工作 主要是做木匠 奉養祂的母親
[00:15:05.880 --> 00:15:12.760]  直到最後 在十字架上面 耶穌把祂的母親瑪利亞
[00:15:12.760 --> 00:15:19.340]  交付給祂最愛的門徒約翰
[00:15:19.340 --> 00:15:21.280]  五十二節那邊講到
[00:15:21.280 --> 00:15:26.820]  耶穌的智慧和聖量 以及神和人對祂的喜愛
[00:15:26.820 --> 00:15:30.220]  都不斷地增長
[00:15:30.220 --> 00:15:32.040]  這一節很特別
[00:15:32.040 --> 00:15:36.980]  用了一句話描寫了耶穌從十二歲到三十歲的成長
[00:15:36.980 --> 00:15:39.880]  之後 路加就開始講
[00:15:39.880 --> 00:15:46.500]  三十歲左右的耶穌怎樣開始接受約翰的洗禮
[00:15:46.500 --> 00:15:50.180]  在這十八年的成長過程當中
[00:15:50.180 --> 00:15:54.040]  耶穌一直在神跟人的身邊
[00:15:54.040 --> 00:15:59.380]  跟人跟神都有一個好的關係 有一個好的溝通
[00:15:59.380 --> 00:16:08.340]  這裡說到 神和人喜愛祂的心 一天一天增長
[00:16:08.340 --> 00:16:10.980]  當我們讀這段經文的時候
[00:16:10.980 --> 00:16:14.140]  當我自己讀的時候 讓我最扎心的一句話
[00:16:14.140 --> 00:16:18.700]  就是十二歲的耶穌所說的那句話
[00:16:18.700 --> 00:16:23.400]  我必須以我父的事為列
[00:16:23.400 --> 00:16:25.700]  我信主已經很多年了
[00:16:25.700 --> 00:16:28.540]  甚至現在我是個傳道人
[00:16:28.540 --> 00:16:30.680]  但我問自己一個問題
[00:16:30.680 --> 00:16:35.380]  我的生命是不是完全地以神的事為列呢?
[00:16:35.380 --> 00:16:39.980]  還是摻雜了很多其他的事情?
[00:16:39.980 --> 00:16:43.640]  我們可以從這段經文裡面學到什麼功課?
[00:16:43.640 --> 00:16:48.660]  用三個問題來帶領大家一起去思考
[00:16:48.660 --> 00:16:53.100]  為什麼我們要以神的事為列?
[00:16:53.100 --> 00:16:58.860]  我們又怎麼能夠可以實踐以神的事為列?
[00:16:58.860 --> 00:17:02.480]  最後是 我們用什麼標準來檢驗
[00:17:02.480 --> 00:17:10.680]  來查看自己是否以神的事為列?
[00:17:10.680 --> 00:17:16.800]  第二問題 答案其實已經在耶穌的話當中
[00:17:16.800 --> 00:17:20.720]  因為耶穌認定祂是耶和華的兒子
[00:17:20.720 --> 00:17:24.920]  祂稱耶和華為父
[00:17:24.920 --> 00:17:27.660]  而對我們每一位基督徒來說
[00:17:27.660 --> 00:17:32.560]  我們同樣是父神的兒女
[00:17:32.560 --> 00:17:35.400]  是不是非常的寶貴?
[00:17:35.400 --> 00:17:38.800]  加泰書三章二十六節這樣說
[00:17:38.800 --> 00:17:44.080]  你們因著信 在耶穌基督裡都是神的兒子
[00:17:44.080 --> 00:17:46.320]  耶穌是神的兒子
[00:17:46.320 --> 00:17:50.920]  因著信 我們都是神的兒子
[00:17:50.920 --> 00:17:54.060]  裡面的內容實在太豐富
[00:17:54.060 --> 00:17:59.760]  今天我就跟大家分享三部分 其中的三個方面
[00:17:59.760 --> 00:18:04.480]  作為神的兒子 是無比尊貴的
[00:18:04.480 --> 00:18:10.000]  作為神的兒子 享有父神無條件的愛
[00:18:10.000 --> 00:18:17.960]  作為神的兒子 可以與父神毫無阻隔的溝通
[00:18:17.960 --> 00:18:21.680]  為什麼說是無比尊貴的呢?
[00:18:21.680 --> 00:18:26.260]  在古中東的時候 兒子的身分是非常重要的
[00:18:26.260 --> 00:18:28.760]  他會繼承父親所有的財產
[00:18:28.760 --> 00:18:34.560]  甚至是社會地位跟尊榮
[00:18:34.560 --> 00:18:37.520]  加泰書三章二十九節這樣說
[00:18:37.520 --> 00:18:41.920]  如果你們屬於基督 就是亞巴拉罕的後裔
[00:18:41.920 --> 00:18:46.960]  是按應許承受產業的
[00:18:46.960 --> 00:18:49.720]  天父有非常豐富的一個屬靈產業
[00:18:49.720 --> 00:18:55.160]  等著我們去領受 等著我們去承受
[00:18:55.160 --> 00:18:59.400]  這些產業包括今生豐富的生命
[00:18:59.400 --> 00:19:05.720]  以及在新天新地裡面 在永恆當中無比榮耀的生活
[00:19:05.720 --> 00:19:10.080]  也許有人會羨慕李嘉誠的兒子
[00:19:10.080 --> 00:19:15.520]  也許有人會羨慕英女王的曾孫
[00:19:15.520 --> 00:19:21.240]  因為他們會承受產業或者王位
[00:19:21.240 --> 00:19:27.040]  但是作為神的兒女 我們更是無比尊貴
[00:19:27.040 --> 00:19:29.400]  還記得浪子奎多的故事嗎?
[00:19:29.400 --> 00:19:31.720]  或者這個比喻嗎?
[00:19:31.720 --> 00:19:41.160]  浪子受苦反省之後 他決心要回家求父親原諒
[00:19:41.160 --> 00:19:44.880]  原來他的父親自從他離開家以後
[00:19:44.880 --> 00:19:49.360]  常常就站在家門口等著這個兒子回去
[00:19:49.360 --> 00:19:53.280]  父親看見了他 就動了慈心
[00:19:53.280 --> 00:19:56.960]  跑過去擁抱他 親吻他
[00:19:56.960 --> 00:20:02.960]  並且吩咐僕人說:快把最好的袍子拿來給他穿
[00:20:02.960 --> 00:20:08.680]  把戒指戴在他的手上 把鞋穿在他的腳上
[00:20:08.680 --> 00:20:13.440]  之後還設宴慶祝
[00:20:13.440 --> 00:20:20.960]  擁抱、親吻、袍子、戒指、鞋、宴席
[00:20:20.960 --> 00:20:28.920]  這些都代表著浪子在父親的眼中是無比尊貴的
[00:20:28.920 --> 00:20:32.320]  因為他是他父親的兒子
[00:20:32.320 --> 00:20:39.480]  同樣我們在父神的眼中也是無比尊貴的
[00:20:39.480 --> 00:20:45.360]  作為神的兒子 我們享有父神無條件的愛
[00:20:45.360 --> 00:20:47.840]  舊約以下的書裡面這樣說
[00:20:47.840 --> 00:20:52.000]  耶和華他對那些以色列民是這樣說的
[00:20:52.000 --> 00:20:56.040]  富人怎能忘記他吃來的嬰孩
[00:20:56.040 --> 00:20:58.800]  不憐憫他親生的兒子呢?
[00:20:58.800 --> 00:21:03.000]  即便他們可能忘記 我也不會忘記你
[00:21:03.000 --> 00:21:10.360]  看啊 我已經把你刻在我的掌上
[00:21:10.360 --> 00:21:13.040]  天父不會忘記我們
[00:21:13.040 --> 00:21:16.640]  他把我們刻在他的掌心上
[00:21:16.640 --> 00:21:22.220]  神對屬於他的兒女的愛是一種無條件的愛
[00:21:22.220 --> 00:21:25.000]  其實我很想做一個問傳調查
[00:21:25.000 --> 00:21:28.720]  調查一下在眾多的人際關係當中
[00:21:28.720 --> 00:21:30.940]  我們在哪一種的關係當中
[00:21:30.940 --> 00:21:35.520]  最有可能經歷到無條件的愛?
[00:21:35.520 --> 00:21:40.440]  我猜應該不是同事關係 也不是朋友關係
[00:21:40.440 --> 00:21:45.960]  也許男女之間那種夫妻的關係可能靠得比較前
[00:21:45.960 --> 00:21:53.220]  但是我猜父母對兒女的愛應該會排在第一位
[00:21:53.220 --> 00:21:56.560]  中華文化裡面有個成語說
[00:21:56.560 --> 00:21:59.280]  苦獨不斥兒
[00:21:59.280 --> 00:22:05.220]  彼與人皆有愛子之心 都有骨肉之情
[00:22:05.220 --> 00:22:07.440]  我們作為神的兒女
[00:22:07.440 --> 00:22:12.680]  更是享有父神無條件的愛和憐憫
[00:22:15.960 --> 00:22:17.940]  第三點 作為神的兒女
[00:22:17.940 --> 00:22:22.800]  我們可以與父神毫無阻隔的溝通
[00:22:22.800 --> 00:22:26.660]  還記得耶穌是怎麼教導我們禱告的嗎?
[00:22:26.660 --> 00:22:30.420]  主禱文裡面 開頭的第一句話是什麼?
[00:22:30.420 --> 00:22:33.020]  我們在天上的父
[00:22:33.020 --> 00:22:35.400]  我們常常用這樣的禱告
[00:22:35.400 --> 00:22:42.380]  但是有沒有想過 這個開頭的意義是什麼?
[00:22:42.380 --> 00:22:47.420]  有罪的人竟然可以在完全聖潔的神面前
[00:22:47.420 --> 00:22:51.460]  稱神為天父
[00:22:51.460 --> 00:22:54.740]  這是不可想像的一件事情
[00:22:54.740 --> 00:22:58.080]  但耶穌基督就把祂跟天父之間
[00:22:58.080 --> 00:23:02.460]  這種毫無阻隔的溝通賜給了我們
[00:23:02.460 --> 00:23:05.660]  這也完全出於神的愛
[00:23:05.660 --> 00:23:12.420]  因為父親跟兒女的關係
[00:23:12.420 --> 00:23:15.060]  我的女兒現在三歲
[00:23:15.060 --> 00:23:16.880]  在她出生之後
[00:23:16.880 --> 00:23:19.340]  我經歷了另一種的更新
[00:23:19.340 --> 00:23:21.900]  學習做一個父親
[00:23:21.900 --> 00:23:25.460]  我發現一件事情非常的特別
[00:23:25.460 --> 00:23:29.020]  在分享之前 我想問大家一個問題
[00:23:29.020 --> 00:23:32.580]  如果在凌晨三點鐘的時候
[00:23:32.580 --> 00:23:35.140]  誰可以把你叫醒來 叫醒你
[00:23:35.140 --> 00:23:40.900]  而且讓你幫他倒杯水喝
[00:23:40.900 --> 00:23:43.360]  是你的朋友嗎?
[00:23:43.360 --> 00:23:45.260]  是鄰居嗎?
[00:23:45.260 --> 00:23:48.100]  甚至是你的配偶嗎?
[00:23:48.100 --> 00:23:51.540]  我告訴你真實的經歷
[00:23:51.540 --> 00:23:53.900]  我太太曾經有這樣的一個要求
[00:23:53.900 --> 00:23:55.940]  但是我的回應是
[00:23:55.940 --> 00:23:58.100]  我很累 你自己去吧
[00:23:58.100 --> 00:24:01.460]  唯獨我三歲的女兒 凌晨三點起來的時候
[00:24:01.460 --> 00:24:03.740]  對我說 爸爸 我想喝水
[00:24:03.740 --> 00:24:06.120]  我會想都不想 就回應她
[00:24:06.120 --> 00:24:08.140]  好的 你等等 我馬上去
[00:24:08.140 --> 00:24:10.700]  然後就起床 走進廚房
[00:24:10.700 --> 00:24:13.220]  我不會對她說 我很累
[00:24:13.220 --> 00:24:17.220]  等我醒了 再倒給你喝
[00:24:17.220 --> 00:24:22.380]  父親 母親跟兒女的關係就是這麼特別
[00:24:22.380 --> 00:24:24.540]  我們作為神的兒女
[00:24:24.540 --> 00:24:30.460]  可以跟父神毫無阻隔的溝通
[00:24:30.460 --> 00:24:36.180]  那我們怎麼實踐以神的事為念呢?
