
[00:00:00.000 --> 00:00:02.440]  今天是十二月的第一個禮拜
[00:03:45.840 --> 00:03:47.760]  很多人說我們認識你媽媽
[00:03:47.760 --> 00:03:50.160]  認識你的兄弟,認識你的妹妹
[00:03:50.160 --> 00:03:51.880]  你其實有什麼特別呢?
[00:03:51.880 --> 00:03:53.720]  你過往和我們一起成長
[00:03:53.720 --> 00:03:55.200]  過往三十年
[00:03:55.200 --> 00:03:57.480]  你都是一個平平無奇的人
[00:03:57.480 --> 00:04:00.120]  又沒有受過什麼很高深的訓練
[00:04:00.120 --> 00:04:03.200]  為什麼你現在宣讀了
[00:04:03.200 --> 00:04:07.600]  說就應驗在當中呢?
[00:04:07.600 --> 00:04:09.040]  在路加的篇幅裡面
[00:04:09.040 --> 00:04:10.640]  基本路加醫生
[00:04:10.640 --> 00:04:13.520]  他編排的路加福音或者是士堂傳
[00:04:13.520 --> 00:04:16.560]  都是按照時序去編排
[00:04:16.560 --> 00:04:18.640]  不過這個時候
[00:04:18.640 --> 00:04:22.080]  路加福音第四章不是很按時序
[00:04:22.080 --> 00:04:23.720]  其實路加是
[00:04:23.720 --> 00:04:28.360]  我們說他沒有記載第一年耶穌的侍奉
[00:04:28.360 --> 00:04:29.600]  這段經文
[00:04:29.600 --> 00:04:30.760]  如果你看《尚文下》
[00:04:30.760 --> 00:04:34.200]  你會覺得好像剛剛去受完浸
[00:04:34.200 --> 00:04:36.000]  剛剛去過曠野受試煉
[00:04:36.000 --> 00:04:37.320]  然後來到這裡
[00:04:37.320 --> 00:04:39.800]  但是其實在其他福音書的記載
[00:04:39.800 --> 00:04:41.320]  是有一年的時間
[00:04:41.320 --> 00:04:43.840]  耶穌已經在不同的地方侍奉
[00:04:43.840 --> 00:04:45.600]  不是剛剛受完浸
[00:04:45.600 --> 00:04:50.880]  不是剛剛去經歷了受魔鬼的試探
[00:04:50.880 --> 00:04:52.240]  是過了一年的時候
[00:04:52.240 --> 00:04:53.840]  然後他去了很多地方
[00:04:53.840 --> 00:04:55.520]  回來勒索勒
[00:04:55.520 --> 00:04:57.320]  所以耶穌說這些經文
[00:04:57.320 --> 00:04:58.760]  這些內容已經應驗了
[00:04:58.760 --> 00:05:00.840]  其實已經在一年的時間
[00:05:00.840 --> 00:05:04.560]  耶穌的名字已經傳播很多的地方
[00:05:04.560 --> 00:05:06.000]  包括他的家鄉
[00:05:06.000 --> 00:05:09.240]  所以他家鄉的人都應該聽過關於耶穌的事蹟
[00:05:09.240 --> 00:05:11.040]  只不過他們不接納
[00:05:11.040 --> 00:05:13.400]  過往三十年在他們當中
[00:05:13.400 --> 00:05:14.360]  一個這樣的人
[00:05:14.360 --> 00:05:16.840]  說今天來撰寫經文已經應驗了
[00:05:16.840 --> 00:05:19.400]  所以有很大的反應
[00:05:19.400 --> 00:05:22.000]  並且有一些是不好的反應
[00:05:22.000 --> 00:05:24.480]  今天想跟大家看看
[00:05:24.480 --> 00:05:27.840]  耶穌的使命宣言
[00:05:27.840 --> 00:05:30.080]  是不是也是我們生命的一部分
[00:05:30.080 --> 00:05:32.000]  其實使命宣言
[00:05:32.000 --> 00:05:33.400]  如果你看一些機構
[00:05:33.400 --> 00:05:36.880]  一些西方的教會都會有的
[00:05:36.880 --> 00:05:41.360]  新希望浸信好像不算有使命宣言
[00:05:41.360 --> 00:05:42.400]  如果我沒有記錯
[00:05:42.400 --> 00:05:45.800]  使命宣言就是說你的機構
[00:05:45.800 --> 00:05:47.960]  你的個人或者一個群體
[00:05:47.960 --> 00:05:49.400]  有些事情你是要達到的
[00:05:49.400 --> 00:05:51.080]  不達到你就是失敗了
[00:05:51.080 --> 00:05:54.200]  不達到你就枉費成立了這個機構
[00:05:54.200 --> 00:05:55.640]  成立了這個人生
[00:05:55.640 --> 00:05:58.120]  所以有些人生有一個使命宣言
[00:05:58.120 --> 00:06:00.720]  在人生裡面要達到一些事情
[00:06:00.720 --> 00:06:03.360]  我也有自己的使命宣言
[00:06:03.360 --> 00:06:05.000]  不過跟宣教有關
[00:06:05.000 --> 00:06:08.520]  就是如果我不是盡心毀身在宣教上面
[00:06:08.520 --> 00:06:10.320]  我覺得我的人生是枉費了
[00:06:10.320 --> 00:06:12.120]  這是我的使命宣言
[00:06:12.120 --> 00:06:14.760]  所以你可能也需要有你的使命宣言
[00:06:14.760 --> 00:06:16.240]  可能這個教會
[00:06:16.240 --> 00:06:19.960]  當然我們現在慢慢才成為一個團隊
[00:06:19.960 --> 00:06:20.920]  我們也要想一下
[00:06:20.920 --> 00:06:24.200]  新希望浸信會的使命宣言是什麼
[00:06:24.200 --> 00:06:25.480]  故不論如何
[00:06:25.480 --> 00:06:26.920]  耶穌講了幾點
[00:06:26.920 --> 00:06:28.200]  剛才讀了出來
[00:06:28.200 --> 00:06:30.480]  我這樣跟大家分享
[00:06:30.480 --> 00:06:31.080]  第一
[00:06:31.280 --> 00:06:35.080]  祂說道主的靈在我身上
[00:06:35.080 --> 00:06:37.240]  因為祂用告我
[00:06:37.240 --> 00:06:40.080]  在路加的筆下
[00:06:40.080 --> 00:06:44.400]  耶穌是一個被聖靈充滿神的兒子
[00:06:44.400 --> 00:06:45.880]  是絕無可疑
[00:06:45.880 --> 00:06:48.160]  在耶穌出生的裡面
[00:06:48.160 --> 00:06:49.520]  就已經有很多的記載
[00:06:49.520 --> 00:06:51.120]  聖靈感人瑪利亞
[00:06:51.120 --> 00:06:54.160]  聖靈跟祂的父親約瑟
[00:06:54.160 --> 00:06:55.560]  都是充滿了祂
[00:06:55.560 --> 00:06:56.920]  以至祂講預言
[00:06:56.920 --> 00:06:58.920]  聖靈充滿很多的
[00:06:58.920 --> 00:07:00.640]  在祂的受浸的裡面
[00:07:00.640 --> 00:07:02.200]  在祂的引渡降夜裡面
[00:07:02.200 --> 00:07:04.200]  都是被聖靈充滿
[00:07:04.200 --> 00:07:06.040]  所以耶穌在宣告裡面
[00:07:06.040 --> 00:07:09.240]  祂講到祂是被聖靈充滿的一位
[00:07:09.240 --> 00:07:10.880]  當我們講聖靈充滿
[00:07:10.880 --> 00:07:13.880]  這個形容可能是一個很複雜的討論
[00:07:13.880 --> 00:07:16.800]  我試過在之前一個教會
[00:07:16.800 --> 00:07:18.400]  要講聖靈充滿
[00:07:18.400 --> 00:07:19.520]  是講幾個小時
[00:07:19.520 --> 00:07:20.760]  就是有幾個人講
[00:07:20.760 --> 00:07:22.120]  然後講很多方面
[00:07:22.120 --> 00:07:23.360]  從舊弱到新弱
[00:07:23.360 --> 00:07:24.400]  很複雜
[00:07:24.400 --> 00:07:27.040]  在聖靈充滿這個話題上
[00:07:27.040 --> 00:07:27.880]  很多的討論
[00:07:27.880 --> 00:07:29.400]  很多不同的看法
[00:07:29.400 --> 00:07:30.760]  其中一些的爭論
[00:07:30.760 --> 00:07:35.800]  在於一些關於記載聖靈充滿的聖經內容
[00:07:35.800 --> 00:07:38.240]  究竟是一個有典範性
[00:07:38.240 --> 00:07:39.680]  就是說每個人應該是這樣子
[00:07:39.680 --> 00:07:40.800]  或者是歷史性
[00:07:40.800 --> 00:07:42.200]  或者是一個過渡性
[00:07:42.200 --> 00:07:44.040]  或者是一個處境性
[00:07:44.040 --> 00:07:45.440]  其實有很多的討論
[00:07:45.440 --> 00:07:49.600]  究竟什麼才是最標準的聖靈充滿呢?
[00:07:49.600 --> 00:07:52.240]  其實聖經似乎不是很清楚
[00:07:52.240 --> 00:07:54.040]  是要看很多的經文
[00:07:54.040 --> 00:07:56.440]  看很多的神學才有一些的總結
[00:07:56.440 --> 00:07:57.560]  《古馬聯何》
[00:07:57.560 --> 00:07:59.160]  我們看耶穌多少個生平
[00:07:59.160 --> 00:08:01.120]  祂的被聖靈充滿
[00:08:01.120 --> 00:08:04.920]  不是一種很奇特到一般人
[00:08:04.920 --> 00:08:06.160]  就是你想像到
[00:08:06.160 --> 00:08:07.920]  其實耶穌的聖靈充滿
[00:08:07.920 --> 00:08:09.440]  是一個很平常
[00:08:09.440 --> 00:08:12.160]  祂的表現在我們看的福音書裡面
[00:08:12.160 --> 00:08:15.520]  祂沒有一些很奇異的動作
[00:08:15.520 --> 00:08:19.480]  或者一些表達的方式
[00:08:19.480 --> 00:08:21.400]  所以我們看聖靈充滿
[00:08:21.400 --> 00:08:23.480]  其中一個很重要的地方
[00:08:23.480 --> 00:08:25.680]  就是跟這裡有講的關係
[00:08:25.680 --> 00:08:28.720]  是一種全福音
[00:08:28.720 --> 00:08:30.400]  是耶穌基督的使命
[00:08:30.400 --> 00:08:32.400]  如果很籠統地說
[00:08:32.400 --> 00:08:34.320]  我們知道聖靈充滿
[00:08:34.320 --> 00:08:37.520]  或者被神的高去高沒
[00:08:37.520 --> 00:08:40.240]  在舊約裡面就開始出現了
[00:08:40.240 --> 00:08:41.960]  不過舊約的聖靈充滿
[00:08:41.960 --> 00:08:44.880]  不是長期的一個過渡性
[00:08:44.880 --> 00:08:47.600]  是一個工作使命的上面
[00:08:47.600 --> 00:08:52.360]  特別有些人開始在聖殿做會幕的時候
[00:08:52.360 --> 00:08:54.880]  有些個別的工匠被聖靈充滿
[00:08:54.880 --> 00:08:56.360]  不知道大家有沒有這樣的印象
[00:08:56.360 --> 00:09:01.640]  他們被充滿就有能力去做一些具體的工程
[00:09:01.640 --> 00:09:03.920]  做工程的人員就被聖靈充滿
[00:09:03.920 --> 00:09:06.360]  因為他起會幕、起聖殿
[00:09:06.360 --> 00:09:09.520]  但是在後期比較典範性的就是
[00:09:09.520 --> 00:09:12.120]  君王、先知、祭司
[00:09:12.120 --> 00:09:14.040]  這些特別為神做工作的
[00:09:14.040 --> 00:09:15.400]  聖靈就與他們同在
[00:09:15.400 --> 00:09:16.880]  聖靈充滿他們
[00:09:16.880 --> 00:09:19.520]  但是也有一個階段的完結
[00:09:19.520 --> 00:09:20.440]  譬如訴羅王
[00:09:20.440 --> 00:09:22.880]  當他失落、失敗的時候
[00:09:22.880 --> 00:09:24.200]  聖靈就離開了他
[00:09:24.200 --> 00:09:26.480]  聖靈不是一生都與他同在
[00:09:26.480 --> 00:09:28.040]  所以聖靈同在
[00:09:28.040 --> 00:09:29.520]  這個「高」是高沒他們
[00:09:29.520 --> 00:09:31.200]  好像舊約的象徵一樣
[00:09:31.200 --> 00:09:34.040]  一種油膏淋在他們頭上
[00:09:34.040 --> 00:09:34.960]  流滿全身
[00:09:34.960 --> 00:09:37.560]  這種高沒、這種聖靈同在
[00:09:37.560 --> 00:09:39.880]  是舊約世界的狀況
[00:09:39.880 --> 00:09:41.480]  但是新約世界
[00:09:41.480 --> 00:09:44.320]  也有相類似一個很重要的觀念
[00:09:44.320 --> 00:09:46.720]  就是當聖靈與人同在的時候
[00:09:46.720 --> 00:09:49.560]  他就有能力去完成神的工作
[00:09:49.560 --> 00:09:52.520]  在新約裡面很普遍就是傳福音
[00:09:52.520 --> 00:09:54.360]  一會兒我們再說傳福音是什麼意思
[00:09:54.360 --> 00:09:56.280]  但是很整體地說
[00:09:56.280 --> 00:09:58.280]  就是傳福音
[00:09:58.280 --> 00:10:00.040]  而我們熟悉其中一節
[00:10:00.040 --> 00:10:01.240]  《士堂傳》的經文
[00:10:01.240 --> 00:10:02.280]  一章八節就說
[00:10:02.280 --> 00:10:03.920]  「聖靈降臨你們身上」
[00:10:03.920 --> 00:10:05.040]  「你們會得著能力」
[00:10:05.040 --> 00:10:07.000]  「在耶路撒冷、猶太、全地」
[00:10:07.000 --> 00:10:09.320]  「撒瑪利亞直到地極」
[00:10:09.320 --> 00:10:10.960]  「作我的見證」
[00:10:10.960 --> 00:10:12.080]  故此看節目第一個
[00:10:12.080 --> 00:10:13.920]  我們要思想耶穌的使命
[00:10:13.920 --> 00:10:17.080]  或者他講到一種有能力的使命是什麼呢?
[00:10:17.080 --> 00:10:19.640]  就是神的靈與我們同在
[00:10:19.640 --> 00:10:21.120]  而我們同在的時候
[00:10:21.120 --> 00:10:23.560]  就可以跟別人分享福音
[00:10:23.560 --> 00:10:25.840]  分享福音不單止是口傳的
[00:10:25.840 --> 00:10:27.360]  可能是作見證
[00:10:27.360 --> 00:10:30.200]  可能是很多不同的方式
[00:10:30.200 --> 00:10:32.280]  大家知道陽光堂在哪裡
[00:10:32.280 --> 00:10:34.520]  跟辦公室有一點距離
[00:10:34.520 --> 00:10:36.640]  有時候趕時間會坐小巴去
[00:10:36.640 --> 00:10:39.680]  有時候休閒一點的時間會走路去
[00:10:39.680 --> 00:10:42.760]  其實我也有一點適應香港的小巴
[00:10:42.760 --> 00:10:44.000]  就是坐小巴
[00:10:44.000 --> 00:10:46.720]  大家知道這些叫做亡命的小巴
[00:10:46.720 --> 00:10:50.240]  大部分的小巴司機都是很匆忙、很趕急的
[00:10:50.240 --> 00:10:53.280]  很多時候都有一些容易出現的衝突
[00:10:53.280 --> 00:10:55.480]  可能截的車不對
[00:10:55.480 --> 00:10:57.520]  或者你講得不清楚在哪裡下車
[00:10:57.520 --> 00:10:58.480]  他很煩躁
[00:10:58.480 --> 00:10:59.520]  或者是…
[00:10:59.520 --> 00:11:01.880]  就是很多很多這樣很張力的時間
[00:11:01.880 --> 00:11:03.160]  我有一點害怕
[00:11:03.160 --> 00:11:05.440]  最近我坐一個小巴
[00:11:05.440 --> 00:11:08.880]  就上去坐在比較前面的位置
[00:11:08.880 --> 00:11:10.440]  那我就通常都會
[00:11:10.440 --> 00:11:13.040]  有機會張開耳朵聽別人講什麼
[00:11:13.040 --> 00:11:14.480]  小巴司機講電話
[00:11:14.480 --> 00:11:17.320]  就是播音的模式
[00:11:17.320 --> 00:11:18.400]  就是他沒有拿起
[00:11:18.400 --> 00:11:20.960]  那個播音就是我坐在前面聽他講什麼
[00:11:20.960 --> 00:11:23.200]  這個小巴司機在開車的時候
[00:11:23.200 --> 00:11:25.120]  講的其中一些內容就是說
[00:11:25.120 --> 00:11:26.240]  他跟一個朋友聊天
[00:11:26.240 --> 00:11:27.640]  他很溫柔的這樣講
[00:11:27.640 --> 00:11:30.360]  講了其中一個令我很…
[00:11:30.360 --> 00:11:31.960]  很抓到他講什麼
[00:11:31.960 --> 00:11:33.880]  就說什麼什麼
[00:11:33.880 --> 00:11:36.200]  你有時間上來教會學一下道理吧
[00:11:36.200 --> 00:11:38.000]  這樣
[00:11:38.000 --> 00:11:40.600]  我很少聽過小巴司機是這樣講
[00:11:40.600 --> 00:11:42.800]  在他的工作在開車的時候
[00:11:42.800 --> 00:11:44.840]  這個是不是全副音呢
[00:11:44.840 --> 00:11:46.480]  我不會界定他是不是全副音
[00:11:46.480 --> 00:11:49.160]  但是他居然邀請一個人
[00:11:49.160 --> 00:11:51.600]  去教會去學關於道理
[00:11:51.600 --> 00:11:53.120]  我覺得他的教會很成功
[00:11:53.120 --> 00:11:54.920]  我覺得這個弟兄是一個
[00:11:54.920 --> 00:11:57.360]  全副音的一個人
[00:11:57.360 --> 00:11:59.120]  第一,我不知道
[00:11:59.120 --> 00:12:01.200]  他怎樣經歷聖靈
[00:12:01.200 --> 00:12:04.480]  但是我相信神的靈在他生命裡面有工作
[00:12:04.480 --> 00:12:06.440]  他不像很多其他
[00:12:06.440 --> 00:12:08.600]  遇上過很多的小巴司機
[00:12:08.600 --> 00:12:10.440]  他很特別的小巴司機
[00:12:10.440 --> 00:12:11.640]  他會開車
[00:12:11.640 --> 00:12:12.760]  按著那個跟別人聊天
[00:12:12.760 --> 00:12:14.880]  是講到邀請他上去
[00:12:14.880 --> 00:12:17.280]  學關於耶穌基督的道理
[00:12:17.280 --> 00:12:19.080]  弟兄姊妹在你的工作崗位
[00:12:19.080 --> 00:12:20.320]  在你的家庭生活
[00:12:20.320 --> 00:12:21.520]  在每天的生活裡面
[00:12:21.520 --> 00:12:22.960]  你有沒有把握機會
[00:12:22.960 --> 00:12:25.720]  跟別人分享福音的好處呢
[00:12:25.720 --> 00:12:28.120]  耶穌基督說聖靈充滿他的時候
[00:12:28.120 --> 00:12:29.240]  他就有能力
[00:12:29.240 --> 00:12:34.240]  去跟別人分享福音的好處
[00:12:34.240 --> 00:12:35.160]  我希望
[00:12:35.160 --> 00:12:37.040]  在新希望浸信會裡面
[00:12:37.040 --> 00:12:39.560]  有更多這樣的弟兄姊妹
[00:12:39.560 --> 00:12:41.000]  在你工作崗位裡面
[00:12:41.000 --> 00:12:42.480]  在一般人很大的張力
[00:12:42.480 --> 00:12:44.160]  小巴司機真的很大的張力
[00:12:44.160 --> 00:12:47.440]  絕大部分經驗都不是那麼理想的
[00:12:47.440 --> 00:12:49.280]  很多時候說髒話
[00:12:49.280 --> 00:12:50.200]  罵你啊
[00:12:50.200 --> 00:12:50.720]  上去就下車
[00:12:50.720 --> 00:12:51.960]  一上去就亡命飛車
[00:12:51.960 --> 00:12:52.960]  很膠關
[00:12:52.960 --> 00:12:55.000]  但是這個司機給我的印象很深刻
[00:12:55.000 --> 00:12:55.960]  是上個星期的事
[00:12:55.960 --> 00:12:57.120]  上一兩星期的事而已
[00:12:57.120 --> 00:12:58.200]  我很深刻
[00:12:58.200 --> 00:12:59.080]  我鼓勵你
[00:12:59.080 --> 00:13:01.000]  在你的工作崗位
[00:13:01.000 --> 00:13:02.640]  在你的生活環節裡面
[00:13:02.640 --> 00:13:04.240]  去讓聖靈充滿你
[00:13:04.240 --> 00:13:05.200]  而結出的果子
[00:13:05.200 --> 00:13:07.240]  就是跟別人分享福音的好處
[00:13:07.240 --> 00:13:08.520]  可能是邀請
[00:13:08.520 --> 00:13:10.400]  可能是宣講
[00:13:10.400 --> 00:13:12.000]  可能就是回來教會
[00:13:12.000 --> 00:13:12.760]  回團契
[00:13:12.760 --> 00:13:14.680]  或者在一個活動裡面
[00:13:14.680 --> 00:13:15.480]  弟兄姊妹
[00:13:15.480 --> 00:13:17.200]  我相信這個是聖靈同在
[00:13:17.200 --> 00:13:19.960]  其中一個很重要的衡量
[00:13:19.960 --> 00:13:22.200]  你是否被聖靈充滿
[00:13:22.200 --> 00:13:24.200]  第二,我們進入到
[00:13:24.200 --> 00:13:28.560]  耶穌的使命裡面的內容
[00:13:28.560 --> 00:13:29.360]  總結來說
[00:13:29.360 --> 00:13:31.480]  在第十九節裡面
[00:13:31.480 --> 00:13:32.920]  祂說是報告神
[00:13:32.920 --> 00:13:35.680]  閲立人的欺憐
[00:13:35.680 --> 00:13:38.120]  我相信大家或多或少聽過欺憐是什麼
[00:13:38.120 --> 00:13:40.800]  香港有些學校或者不同的
[00:13:40.800 --> 00:13:43.520]  可能教會也叫什麼欺憐有關係
[00:13:43.520 --> 00:13:45.040]  或者大家聽過安息日
[00:13:45.040 --> 00:13:45.920]  安息年
[00:13:45.920 --> 00:13:48.040]  欺憐也是一個相類似
[00:13:48.040 --> 00:13:50.400]  就是一直上到去
[00:13:50.400 --> 00:13:53.960]  進階一個類似的理念
[00:13:53.960 --> 00:13:56.200]  我們安息日就是神創造人
[00:13:56.200 --> 00:13:57.640]  創造萬物完了
[00:13:57.640 --> 00:13:59.360]  就有安息日
[00:13:59.360 --> 00:14:01.880]  所以我們原則上
[00:14:01.880 --> 00:14:05.320]  在基督教的信仰裡面
[00:14:05.320 --> 00:14:06.320]  星期日是安息日
[00:14:06.320 --> 00:14:09.360]  但是猶太人他們星期五黃昏
[00:14:09.360 --> 00:14:11.400]  到星期六黃昏是安息日
[00:14:11.400 --> 00:14:12.880]  有少許轉變
[00:14:12.880 --> 00:14:14.360]  因為耶穌基督在星期日復活
[00:14:14.360 --> 00:14:15.960]  我們用了星期日
[00:14:15.960 --> 00:14:17.000]  但是如果星期日
[00:14:17.000 --> 00:14:17.920]  我們也沒有安息
[00:14:17.920 --> 00:14:19.000]  有時候也沒有安息
[00:14:19.000 --> 00:14:22.600]  有人說我們違反了安息的信念
[00:14:22.600 --> 00:14:24.720]  另外我想說的是安息年
[00:14:24.720 --> 00:14:27.520]  安息年就是由安息日
[00:14:27.520 --> 00:14:28.440]  去到安息年
[00:14:28.440 --> 00:14:29.200]  由欺憐
[00:14:29.200 --> 00:14:31.440]  安息年就是第七年是安息年
[00:14:31.440 --> 00:14:32.760]  就是六年做了辛苦
[00:14:32.760 --> 00:14:34.000]  第七年應該去休息
[00:14:34.000 --> 00:14:34.880]  土地休息
[00:14:34.880 --> 00:14:36.160]  讓它重整
[00:14:36.160 --> 00:14:38.080]  可以重新去開始
[00:14:38.080 --> 00:14:39.160]  七個的安息年
[00:14:39.160 --> 00:14:40.240]  然後七七四十九
[00:14:40.240 --> 00:14:42.240]  第五十年是欺憐
[00:14:42.240 --> 00:14:43.440]  欺憐就是很多東西
[00:14:43.440 --> 00:14:45.400]  都可以重新的開始
[00:14:45.400 --> 00:14:47.920]  很多東西可以重新來過
[00:14:47.920 --> 00:14:52.000]  特別記住在利美記第25章裡面
[00:14:52.000 --> 00:14:54.520]  譬如第十節那裡說到
[00:14:54.520 --> 00:14:55.960]  我請大家一起讀出來
[00:14:55.960 --> 00:14:57.080]  好 請讀
[00:14:57.080 --> 00:14:58.880]  第五十年
[00:14:58.880 --> 00:15:01.200]  你們要當作聖年
[00:15:01.200 --> 00:15:05.360]  在遍地給一切的居民宣告自由
[00:15:05.360 --> 00:15:07.960]  這年必為你們的欺憐
[00:15:07.960 --> 00:15:10.360]  各人要歸自己的產業
[00:15:10.360 --> 00:15:13.080]  各歸本家
[00:15:13.080 --> 00:15:14.640]  經文裡面很多的記載
[00:15:14.640 --> 00:15:16.920]  但是最後那兩節就是一個重點
[00:15:16.920 --> 00:15:19.120]  我們要知道欺憐是什麼意思
[00:15:19.120 --> 00:15:22.160]  就是說各人要歸自己的產業
[00:15:22.160 --> 00:15:24.440]  各歸本家
[00:15:24.440 --> 00:15:26.920]  因為在一個經濟運作裡面
