
[00:00:00.000 --> 00:00:02.600]  跟旁邊的八位早年,好嗎?
[00:05:08.760 --> 00:05:11.880]  所以一般我想中國人對於我們的過年
[00:05:11.880 --> 00:05:14.000]  雖然說氣氛是沒那麼濃厚
[00:05:14.000 --> 00:05:17.000]  但是都是一個很開心的氣氛
[00:05:17.000 --> 00:05:18.760]  不過時代的轉變
[00:05:18.760 --> 00:05:21.280]  我們由大家族開始
[00:05:21.280 --> 00:05:24.520]  慢慢慢慢就變成了小家庭
[00:05:24.520 --> 00:05:26.720]  我想應該是由兩個
[00:05:26.720 --> 00:05:28.760]  夠數的歌一路唱起的
[00:05:28.760 --> 00:05:30.920]  所以由我們的生六七個
[00:05:30.920 --> 00:05:32.720]  拍場執事的十個那些
[00:05:32.720 --> 00:05:35.280]  現在都很難見到的
[00:05:35.280 --> 00:05:37.720]  其實家庭大和小
[00:05:37.720 --> 00:05:41.160]  我覺得最重要的就是關係和諧
[00:05:41.160 --> 00:05:43.640]  應該是會很開心的
[00:05:43.640 --> 00:05:46.920]  但是如果我們說我們人生裡面
[00:05:46.920 --> 00:05:51.840]  除了大時大節會想起在家裡的時候
[00:05:51.840 --> 00:05:54.960]  我想我們特別過年的時間
[00:05:54.960 --> 00:05:56.760]  是會特別濃烈的
[00:05:56.760 --> 00:05:58.840]  我們整個人的人生
[00:05:58.840 --> 00:06:01.640]  很多時候安靜下來回味的
[00:06:01.640 --> 00:06:04.160]  大部分都會是小孩子的東西
[00:06:04.160 --> 00:06:07.640]  所以聊天都會經常說以前就是這樣
[00:06:07.640 --> 00:06:09.640]  但是我們不得不承認
[00:06:09.640 --> 00:06:13.000]  其實一個人小時候的年日
[00:06:13.000 --> 00:06:14.480]  是很重要的
[00:06:14.480 --> 00:06:16.480]  家庭的培育
[00:06:16.480 --> 00:06:19.320]  或者影響力是很深遠的
[00:06:19.320 --> 00:06:20.880]  雖然我們不是很知道
[00:06:20.880 --> 00:06:23.360]  媽媽有定十屆給我們遵守
[00:06:23.360 --> 00:06:24.720]  一二三四五六七
[00:06:24.720 --> 00:06:26.200]  我們沒有背過的
[00:06:26.200 --> 00:06:28.040]  但是媽媽說過的東西
[00:06:28.040 --> 00:06:30.840]  是一世人都會記得
[00:06:30.840 --> 00:06:32.000]  所以很多時候我們就說
[00:06:32.000 --> 00:06:35.240]  一個人的品格或者人格的建立
[00:06:35.240 --> 00:06:40.240]  家庭教育是佔了一個很重要很重要的原因
[00:06:40.240 --> 00:06:42.160]  因此今天的你和我
[00:06:42.160 --> 00:06:45.240]  其實無論你覺得自己有多少是威風的東西
[00:06:45.240 --> 00:06:46.520]  聰明的東西都好
[00:06:46.520 --> 00:06:49.720]  其實很多時候我們有一些很優良的傳統
[00:06:49.720 --> 00:06:54.160]  的而且確是在我們小時候的那個大家庭那裡
[00:06:54.160 --> 00:06:55.440]  耳濡目染
[00:06:55.440 --> 00:06:58.560]  不知不覺是學了回來的
[00:06:58.560 --> 00:07:00.760]  在今天的《經文教》裡面
[00:07:00.760 --> 00:07:05.480]  我們就看提摩太的第三章十五到十七節
[00:07:05.480 --> 00:07:09.520]  在十五節那裡是保羅同一個人說的
[00:07:09.520 --> 00:07:12.520]  他並且知道你是從小明白聖經
[00:07:12.520 --> 00:07:17.680]  這聖經能使你因信基督耶穌有得救的智慧
[00:07:17.680 --> 00:07:19.120]  既然叫做提摩太後書
[00:07:19.120 --> 00:07:22.600]  當然我們知道這個「你」就是提摩太
[00:07:22.600 --> 00:07:24.600]  提摩太和保羅的關係
[00:07:24.600 --> 00:07:27.640]  是一個淑靈的父子的關係
[00:07:27.640 --> 00:07:29.720]  也是他入室的大弟子
[00:07:29.720 --> 00:07:32.240]  保羅是一個很好的師父
[00:07:32.240 --> 00:07:37.600]  他提到提摩太是從小就明白聖經的
[00:07:37.600 --> 00:07:39.920]  但是當然心水清的領子會知道
[00:07:39.920 --> 00:07:42.520]  他說的聖經絕對不是現在我們
[00:07:42.520 --> 00:07:45.640]  口著的那本新舊的聖經
[00:07:45.640 --> 00:07:50.120]  因為整個猶太人對於上帝話語的傳承
[00:07:50.120 --> 00:07:53.000]  其實是沒有文字的
[00:07:53.000 --> 00:07:54.640]  大部分跟古代一樣的
[00:07:54.640 --> 00:07:57.320]  都是一些口傳新教的道理
[00:07:57.320 --> 00:08:00.440]  因為以前的羊皮卷寫成的所謂聖經
[00:08:00.440 --> 00:08:03.440]  要人抬出來才會看到的
[00:08:03.440 --> 00:08:09.040]  一般猶太人怎樣知道自己是上帝的選民
[00:08:09.040 --> 00:08:11.040]  怎樣知道自己的身份
[00:08:11.040 --> 00:08:14.240]  一般都是在家庭裏面
[00:08:14.240 --> 00:08:17.560]  由爸爸媽媽 阿婆阿爺阿嬤這一代
[00:08:17.560 --> 00:08:19.640]  一直去教導
[00:08:19.640 --> 00:08:22.080]  以致他們很清楚自己的身份
[00:08:22.080 --> 00:08:23.600]  他們是神的選民
[00:08:23.600 --> 00:08:26.440]  所以他們有很多東西是不同的
[00:08:26.440 --> 00:08:28.880]  你讀聖經 特別讀李美記就知道
[00:08:28.880 --> 00:08:31.720]  他們是由吃東西 由穿衣服
[00:08:31.720 --> 00:08:35.960]  由所有節日的安排都是不同的
[00:08:35.960 --> 00:08:37.400]  為甚麼要遵守
[00:08:37.400 --> 00:08:38.560]  沒有為甚麼
[00:08:38.560 --> 00:08:40.440]  因為你是猶太人
[00:08:40.440 --> 00:08:42.680]  所以你就要遵守
[00:08:42.680 --> 00:08:44.840]  所以身份的認同
[00:08:44.840 --> 00:08:47.200]  對一個人來說都頗重要的
[00:08:47.200 --> 00:08:48.720]  為甚麼你要這樣做
[00:08:48.720 --> 00:08:51.440]  是因為你是甚麼人
[00:08:51.440 --> 00:08:57.120]  題外話說我自己生了一個女兒
[00:08:57.120 --> 00:09:00.720]  跟女兒最大的衝突就是青少年期
[00:09:00.720 --> 00:09:02.680]  青少年期最大的衝突
[00:09:02.680 --> 00:09:05.760]  就是何時回家的問題
[00:09:05.760 --> 00:09:07.880]  其實這兩天都在討論這個問題
[00:09:07.880 --> 00:09:10.160]  她跟姨姨分享
[00:09:10.160 --> 00:09:13.440]  其實遵守家規都不是難的
[00:09:13.440 --> 00:09:15.360]  特別是在同學當中
[00:09:15.360 --> 00:09:17.640]  沒所謂 她住青衣
[00:09:17.640 --> 00:09:19.280]  如果時間到了就要離開
[00:09:19.280 --> 00:09:20.960]  媽媽說一定要回家
[00:09:20.960 --> 00:09:23.160]  她說住青衣我先離開
[00:09:23.160 --> 00:09:24.960]  那些同學是沒甚麼所謂的
[00:09:24.960 --> 00:09:27.240]  但是最激氣她就說
[00:09:27.240 --> 00:09:29.120]  跟我吵得最厲害的就是
[00:09:29.120 --> 00:09:31.720]  跟教會的頂級姐妹去街
[00:09:31.720 --> 00:09:34.800]  因為明明大家都住在青衣
[00:09:34.800 --> 00:09:36.200]  一個住在我樓下
[00:09:36.200 --> 00:09:37.640]  一個住在隔壁的座
[00:09:37.640 --> 00:09:40.200]  為甚麼我要準時回來
[00:09:40.200 --> 00:09:43.440]  但是其他的家是不用的呢
[00:09:43.440 --> 00:09:45.000]  我很認得這個爭拗的
[00:09:45.000 --> 00:09:46.640]  真的 父母也是
[00:09:46.640 --> 00:09:47.440]  我們有些規矩
[00:09:47.440 --> 00:09:49.800]  其實有時都不知道怎樣遵守
[00:09:49.800 --> 00:09:50.840]  自己怎樣處理
[00:09:50.840 --> 00:09:52.240]  然後當子女在搏嘴的時候
[00:09:52.240 --> 00:09:54.000]  你是不知道怎樣回答的
[00:09:54.000 --> 00:09:56.000]  我最記得是在這個最大的激烈
[00:09:56.000 --> 00:09:58.000]  我真的用到最後這招
[00:09:58.000 --> 00:09:59.080]  很簡單
[00:09:59.080 --> 00:10:01.720]  因為你是我的女兒
[00:10:01.720 --> 00:10:02.600]  沒有其他原因
[00:10:02.600 --> 00:10:03.960]  你不要隔壁的住在你哪裡
[00:10:03.960 --> 00:10:04.520]  住在你樓下
[00:10:04.520 --> 00:10:05.720]  大家住在北京花園
[00:10:05.720 --> 00:10:07.360]  因為你是林家的女兒
[00:10:07.360 --> 00:10:09.520]  所以你要守我們的規矩
[00:10:09.520 --> 00:10:11.240]  因為隔壁那個不是我的子女
[00:10:11.240 --> 00:10:12.920]  所以我不會管到他們
[00:10:12.920 --> 00:10:14.360]  哇 到了這些地步
[00:10:14.360 --> 00:10:16.000]  都挺傷的 是吧
[00:10:16.000 --> 00:10:16.840]  都挺傷的
[00:10:16.840 --> 00:10:18.680]  父母很多時是不敢做
[00:10:18.680 --> 00:10:20.640]  就是堅持那個
[00:10:20.640 --> 00:10:21.800]  但是你要記住
[00:10:21.800 --> 00:10:24.680]  如果這個身份
[00:10:24.680 --> 00:10:27.400]  或者這些律例典章
[00:10:27.400 --> 00:10:29.240]  是從上帝而來
[00:10:29.240 --> 00:10:32.520]  而要他們猶太人世代遵守的
[00:10:32.520 --> 00:10:35.800]  的確沒有其他原因
[00:10:35.800 --> 00:10:37.680]  就是因為他們是猶太人
[00:10:37.680 --> 00:10:40.160]  所以他們必須遵守
[00:10:40.160 --> 00:10:41.640]  如果不是的時候
[00:10:41.640 --> 00:10:43.360]  他們如何去承受
[00:10:43.360 --> 00:10:46.440]  耶和華所給他們的福氣
[00:10:46.440 --> 00:10:47.440]  所以丁姐妹
[00:10:47.440 --> 00:10:48.880]  當我們有時去說到
[00:10:48.880 --> 00:10:50.080]  這個問題的時候
[00:10:50.080 --> 00:10:51.240]  為什麼我們做基督徒
[00:10:51.240 --> 00:10:52.720]  為什麼年初二
[00:10:52.720 --> 00:10:53.920]  我們要回崇拜
[00:10:53.920 --> 00:10:54.720]  昨天那些更厲害
[00:10:54.720 --> 00:10:56.400]  昨天年初一都回崇拜
[00:10:56.400 --> 00:10:58.680]  我很想說在以前的香港
[00:10:58.680 --> 00:11:00.920]  年初一無論是星期幾
[00:11:00.920 --> 00:11:01.840]  都有崇拜
[00:11:01.840 --> 00:11:03.360]  而且是一早的
[00:11:03.360 --> 00:11:04.640]  就是譬如今天是星期日
[00:11:04.640 --> 00:11:05.600]  年三十晚
[00:11:05.600 --> 00:11:06.640]  明天是星期日
[00:11:06.640 --> 00:11:08.120]  剛剛崇拜完而已
[00:11:08.120 --> 00:11:09.880]  但是如果明天是年初一
[00:11:09.880 --> 00:11:11.960]  明天又是九點十點
[00:11:11.960 --> 00:11:14.440]  每間教會就會開崇拜的了
[00:11:14.440 --> 00:11:18.120]  總之將最好的頭一天歸給神
[00:11:18.120 --> 00:11:20.760]  當時就是那一代的牧師的教導
[00:11:20.760 --> 00:11:23.280]  很多時候有些事問為什麼要認受
[00:11:23.280 --> 00:11:25.080]  第一件事要想清楚
[00:11:25.080 --> 00:11:27.160]  是你身份上的認同
[00:11:27.160 --> 00:11:29.040]  在生命記第六章
[00:11:29.040 --> 00:11:31.440]  當摩西帶領二世人出埃及
[00:11:31.440 --> 00:11:33.440]  然後他已經寫了最後一卷書
[00:11:33.440 --> 00:11:36.440]  他要交代這一班神的選民
[00:11:36.440 --> 00:11:38.200]  就是一個很重要的命令
[00:11:38.200 --> 00:11:40.000]  就是他們要盡心盡性
[00:11:40.000 --> 00:11:43.800]  盡意盡力去愛主他們的神
[00:11:43.800 --> 00:11:45.120]  什麼叫愛呢
[00:11:45.120 --> 00:11:47.280]  我們常常以為愛就是守規矩
[00:11:47.280 --> 00:11:49.520]  守規矩都是愛的表現
[00:11:49.520 --> 00:11:51.800]  但是摩西很清楚
[00:11:51.800 --> 00:11:55.200]  其實他們最大最大的去愛神
[00:11:55.200 --> 00:11:59.920]  是因為要將上帝吩咐的話記在心上
[00:11:59.920 --> 00:12:02.200]  你說你多聽話多孝順是沒有用的
[00:12:02.200 --> 00:12:05.920]  如果你不聽你父母的話
[00:12:05.920 --> 00:12:07.680]  這個不是叫孝順
[00:12:07.680 --> 00:12:10.640]  但是上帝對於整個猶太人
[00:12:10.640 --> 00:12:13.240]  他還有一個很大很大的要求
[00:12:13.240 --> 00:12:16.680]  就是不單止他自己要記住上帝的話
[00:12:16.680 --> 00:12:22.200]  他還要殷勤地去教導他的子女
[00:12:22.200 --> 00:12:26.960]  原來愛主是你自己將神的話記在心上
[00:12:26.960 --> 00:12:31.680]  並且要殷勤地去教導你的子女
[00:12:31.680 --> 00:12:33.280]  因為星期四我們也說了女人
[00:12:33.280 --> 00:12:35.360]  就是說家庭教育的問題
[00:12:35.360 --> 00:12:37.720]  就說了這段經文一部份
[00:12:37.720 --> 00:12:40.480]  姐妹們有些反映吃飯的時候
[00:12:40.480 --> 00:12:42.440]  已經很辛苦了
[00:12:42.440 --> 00:12:44.640]  又去上班又去照顧兒子又做功課
[00:12:44.640 --> 00:12:47.200]  還怎樣去殷勤呢
[00:12:47.200 --> 00:12:48.080]  丁姐妹
[00:12:48.080 --> 00:12:49.480]  不知道你們會否聽到
[00:12:49.480 --> 00:12:51.040]  經常都有這種心態
[00:12:51.040 --> 00:12:52.240]  一說為主發光
[00:12:52.240 --> 00:12:54.240]  大家會說死了很忙
[00:12:54.240 --> 00:12:56.960]  哪有空啊又要為主發光
[00:12:56.960 --> 00:12:58.600]  你是不是這樣想的
[00:12:58.600 --> 00:12:59.200]  如果是這樣想
[00:12:59.200 --> 00:13:01.320]  可能你要改變一下這個想法
[00:13:01.320 --> 00:13:04.440]  上帝要求我們不是要額外找時間
[00:13:04.440 --> 00:13:07.000]  故意的去為主發光
[00:13:07.000 --> 00:13:08.160]  其實什麼叫為主發光
[00:13:08.160 --> 00:13:09.640]  上帝的光就在這個裡面
[00:13:09.640 --> 00:13:10.240]  跟旁邊的人說
[00:13:10.240 --> 00:13:12.000]  上帝的光就在你裡面
[00:13:12.000 --> 00:13:13.240]  你已經信了主
[00:13:13.240 --> 00:13:14.600]  神的光是與你同在
[00:13:14.600 --> 00:13:16.440]  上帝的念光是光照你
[00:13:16.440 --> 00:13:19.760]  其實只要你是正正常常
[00:13:19.760 --> 00:13:21.400]  健健康康的基督徒
[00:13:21.400 --> 00:13:25.480]  你自然就會散發到上帝的光芒
[00:13:25.480 --> 00:13:27.240]  只不過你散發不到
[00:13:27.240 --> 00:13:29.320]  是因為你這盞燈是什麼
[00:13:29.320 --> 00:13:30.960]  骯髒邋遢
[00:13:30.960 --> 00:13:32.880]  所以真的要洗一下邋遢
[00:13:32.880 --> 00:13:35.520]  只要你真的是一個健健康康
[00:13:35.520 --> 00:13:38.120]  光光亮亮的燈的時候
[00:13:38.120 --> 00:13:40.840]  裡面的光是自然會照到出來
[00:13:40.840 --> 00:13:44.120]  所以不是要我們另外找額外的時間
[00:13:44.120 --> 00:13:46.640]  在那段時間你去做些什麼
[00:13:46.640 --> 00:13:48.120]  你都要為主發光
[00:13:48.120 --> 00:13:49.840]  正如這一段經文所說
[00:13:49.840 --> 00:13:52.240]  什麼叫殷勤去教導你的子女
[00:13:52.240 --> 00:13:53.800]  不是要特地找一段時間
[00:13:53.800 --> 00:13:55.480]  跟他茶經又要跟他靈修
[00:13:55.480 --> 00:13:58.720]  又或者又要找個時間做家庭崇拜
[00:13:58.720 --> 00:14:00.120]  這些都是好的
[00:14:00.120 --> 00:14:02.360]  但是說的不是這件事
[00:14:02.360 --> 00:14:05.560]  而是無論你坐在家裡
[00:14:05.560 --> 00:14:08.520]  行在路上躺下起來
[00:14:08.520 --> 00:14:10.560]  都要談論
[00:14:10.560 --> 00:14:12.440]  殷勤的意思就是說
[00:14:12.440 --> 00:14:14.920]  根本在你整個人的裡面
[00:14:14.920 --> 00:14:17.120]  無論你在家裡在家外
[00:14:17.120 --> 00:14:18.400]  行在街外
[00:14:18.400 --> 00:14:19.520]  你做事
[00:14:19.520 --> 00:14:20.960]  你講的說話
[00:14:20.960 --> 00:14:22.320]  或者簡單像香港那樣
[00:14:22.320 --> 00:14:24.240]  你在看電視跟子女
[00:14:24.240 --> 00:14:25.560]  你在家裡跟他溫習
[00:14:25.560 --> 00:14:28.520]  或者你在街上跟他買菜
[00:14:28.520 --> 00:14:30.400]  其實你在做任何一件事
[00:14:30.400 --> 00:14:35.480]  原來當你能夠常常談論
[00:14:35.480 --> 00:14:37.280]  這就是殷勤
[00:14:37.280 --> 00:14:40.600]  談論就有別於教導
[00:14:40.600 --> 00:14:42.400]  教導就可能要塞個白板
[00:14:42.400 --> 00:14:43.520]  寫一二三四
[00:14:43.520 --> 00:14:44.960]  拿著咪高峰在說話
[00:14:44.960 --> 00:14:45.760]  其實你問我
[00:14:45.760 --> 00:14:46.880]  小朋友其實這樣是
[00:14:46.880 --> 00:14:48.520]  通常是黑眼瞓和有了魂
[00:14:48.520 --> 00:14:49.720]  聽不到的
[00:14:49.720 --> 00:14:51.720]  但是你帶著他在身邊
[00:14:51.720 --> 00:14:54.520]  你自己時刻將神的話語
[00:14:54.520 --> 00:14:55.960]  放在心裡面
[00:14:55.960 --> 00:14:58.400]  你自己自然就會回應
[00:14:58.400 --> 00:14:59.400]  你就會說
[00:14:59.400 --> 00:15:01.160]  見到一些電視劇
[00:15:01.160 --> 00:15:02.520]  有些什麼東西是不可以的
[00:15:02.520 --> 00:15:05.040]  你的價值觀就自然會說出來
[00:15:05.040 --> 00:15:07.360]  坐在你旁邊的兒女
[00:15:07.360 --> 00:15:08.880]  他很自然就會聽到
[00:15:08.880 --> 00:15:10.560]  媽媽會告訴你
[00:15:10.560 --> 00:15:14.000]  男女是不應該這樣相處的方式
[00:15:14.000 --> 00:15:16.120]  或者這個價值觀是不應該這樣做的
[00:15:16.120 --> 00:15:17.680]  要孝敬老人家的
[00:15:17.680 --> 00:15:19.040]  不應該這麼沒禮貌的
[00:15:19.040 --> 00:15:20.640]  或者你如果常常看新聞
[00:15:20.640 --> 00:15:24.080]  你會見到很多叔叔都在家裡說話
[00:15:24.080 --> 00:15:24.960]  不要說
[00:15:24.960 --> 00:15:27.040]  叔叔說話其實孩子都會聽到的
[00:15:27.040 --> 00:15:28.160]  不過他不喜歡的時候
[00:15:28.160 --> 00:15:31.040]  他就會有反你的心態
[00:15:31.040 --> 00:15:33.320]  但是如果我講信徒
[00:15:33.320 --> 00:15:38.440]  如果你在家裡很自然地流露你的言教
[00:15:38.440 --> 00:15:42.480]  其實你的孩子很多時候都會聽到神的話語
[00:15:42.480 --> 00:15:45.720]  不用在星期天才回來
[00:15:45.720 --> 00:15:47.320]  主教學、兒童教會
[00:15:47.320 --> 00:15:49.880]  這些所謂宗教的活動
[00:15:49.880 --> 00:15:51.880]  還有一樣東西就是新教
[00:15:51.880 --> 00:15:53.480]  什麼叫做戴在你的手上
[00:15:53.480 --> 00:15:54.640]  就是為記號
[00:15:54.640 --> 00:15:55.800]  押上為經文
[00:15:55.800 --> 00:15:58.760]  門框上面又要貼著
[00:15:58.760 --> 00:16:00.360]  其實它的意思就是說
[00:16:00.360 --> 00:16:03.440]  你的言談、你的言論
[00:16:03.440 --> 00:16:06.880]  是在你的行為上面是見到的
[00:16:06.880 --> 00:16:09.960]  當我們的下一代在你的生命當中
[00:16:09.960 --> 00:16:11.920]  見到你怎麼去做基督徒
[00:16:11.920 --> 00:16:14.440]  他就知道怎麼去做基督徒
