
[00:00:00.000 --> 00:00:07.000]  今天我們要一同來思想的信息是在詩篇第十六篇
[00:11:34.000 --> 00:11:36.000]  他的我的心呢
[00:11:36.000 --> 00:11:37.000]  這個心呢
[00:11:37.000 --> 00:11:42.000]  是指着我們裏面最深處的至寶
[00:11:42.000 --> 00:11:44.000]  你怎麼能夠認爲
[00:11:44.000 --> 00:11:46.000]  我的好處不在你以外呢
[00:11:46.000 --> 00:11:48.000]  你要從心裏頭來認識
[00:11:48.000 --> 00:11:51.000]  要從心裏頭來說出來
[00:11:51.000 --> 00:11:53.000]  你是我的主
[00:11:53.000 --> 00:11:55.000]  那麼這個呢
[00:11:55.000 --> 00:11:58.000]  就表示了我們更深的關係
[00:11:58.000 --> 00:12:00.000]  我們更深的關係
[00:12:00.000 --> 00:12:03.000]  就是在裏面的關係
[00:12:03.000 --> 00:12:07.000]  那麼這又怎麼能夠心裏頭來說呢
[00:12:07.000 --> 00:12:11.000]  一定要只有聖靈來開啓我們的眼睛
[00:12:11.000 --> 00:12:14.000]  如果沒有聖靈開啓我們的眼睛
[00:12:14.000 --> 00:12:17.000]  我們看不到這些好處
[00:12:17.000 --> 00:12:19.000]  所以當聖靈開啓我們
[00:12:19.000 --> 00:12:22.000]  我們看到這些好處呢
[00:12:22.000 --> 00:12:24.000]  是神給的
[00:12:24.000 --> 00:12:25.000]  真正的好處
[00:12:25.000 --> 00:12:28.000]  那我們就會要神
[00:12:28.000 --> 00:12:33.000]  那麼這好處也就是誰的神要賜給我們的
[00:12:33.000 --> 00:12:40.000]  所以這個是說到我們的好處不在意外
[00:12:40.000 --> 00:12:43.000]  其實我們一生中間
[00:12:43.000 --> 00:12:46.000]  都是有很多的機會
[00:12:46.000 --> 00:12:48.000]  由神給我們的好處
[00:12:48.000 --> 00:12:51.000]  或者是人給我們的好處
[00:12:51.000 --> 00:12:55.000]  都會並排在一起給我們選擇
[00:12:55.000 --> 00:12:59.000]  所以我當我剛信主的時候
[00:12:59.000 --> 00:13:01.000]  信了主以後
[00:13:01.000 --> 00:13:03.000]  有的一個班上的
[00:13:03.000 --> 00:13:05.000]  我們的大學裏頭班上的
[00:13:05.000 --> 00:13:08.000]  一個這個團支部書記
[00:13:08.000 --> 00:13:10.000]  因爲那個剛剛解放嘛
[00:13:10.000 --> 00:13:12.000]  這個黨呢
[00:13:12.000 --> 00:13:15.000]  在學校裏頭地下黨還沒有公開
[00:13:15.000 --> 00:13:17.000]  所以這個團支部書記呢
[00:13:17.000 --> 00:13:19.000]  實際上他是個黨員
[00:13:19.000 --> 00:13:21.000]  他就跟我說
[00:13:21.000 --> 00:13:25.000]  你要不要參加共青團
[00:13:25.000 --> 00:13:27.000]  青年團
[00:13:27.000 --> 00:13:29.000]  我跟他說
[00:13:29.000 --> 00:13:32.000]  我是季度徒
[00:13:32.000 --> 00:13:34.000]  我不能參加
[00:13:34.000 --> 00:13:36.000]  他說那就算了吧
[00:13:36.000 --> 00:13:45.000]  那你就好好的在這個班裏頭的委員會
[00:13:45.000 --> 00:13:48.000]  你就當個學習委員吧
[00:13:48.000 --> 00:13:53.000]  你幫助我們跟同學一塊來學習
[00:13:53.000 --> 00:13:57.000]  其實當時要是一個團員
[00:13:57.000 --> 00:13:59.000]  很快就是黨員
[00:13:59.000 --> 00:14:02.000]  很快黨員很快就是
[00:14:02.000 --> 00:14:04.000]  有很高的地位給你
[00:14:04.000 --> 00:14:07.000]  我的同學有一個的話
[00:14:07.000 --> 00:14:10.000]  是班裏頭的
[00:14:10.000 --> 00:14:12.000]  很快畢業以後
[00:14:12.000 --> 00:14:16.000]  就當了全國學聯的副主席
[00:14:16.000 --> 00:14:20.000]  這就是一般的是比較高級幹部了
[00:14:20.000 --> 00:14:24.000]  那我們這幾個知道的幾個團員呢
[00:14:24.000 --> 00:14:27.000]  後來都是科長處長
[00:14:27.000 --> 00:14:28.000]  很快
[00:14:28.000 --> 00:14:29.000]  那我們一輩子呢
[00:14:29.000 --> 00:14:33.000]  也就當一個普通的工作人員
[00:14:33.000 --> 00:14:35.000]  但是這好處呢
[00:14:35.000 --> 00:14:36.000]  這好處呢
[00:14:36.000 --> 00:14:39.000]  如果不是足以外的
[00:14:39.000 --> 00:14:40.000]  現在我看起來
[00:14:40.000 --> 00:14:44.000]  這些好處都不是真正的好處
[00:14:44.000 --> 00:14:48.000]  但是當時我的好處不在足以外
[00:14:48.000 --> 00:14:51.000]  我選擇做一個季度徒
[00:14:51.000 --> 00:14:52.000]  那這樣的話
[00:14:52.000 --> 00:14:55.000]  這一生都是無福
[00:14:55.000 --> 00:14:56.000]  所以弟兄姊妹
[00:14:56.000 --> 00:14:58.000]  碰到有好處的時候
[00:14:58.000 --> 00:14:59.000]  你要想一想
[00:14:59.000 --> 00:15:01.000]  你要看一看
[00:15:01.000 --> 00:15:07.000]  當然我們都能從心裏說
[00:15:07.000 --> 00:15:11.000]  這好處不在足以外
[00:15:11.000 --> 00:15:12.000]  第三節就說
[00:15:12.000 --> 00:15:16.000]  論到世上的聖明
[00:15:16.000 --> 00:15:19.000]  他們又美又善
[00:15:19.000 --> 00:15:22.000]  是我最喜悅的
[00:15:22.000 --> 00:15:23.000]  這是講到什麼呢
[00:15:23.000 --> 00:15:33.000]  講到我們以神作爲我們在世上交朋友的基礎
[00:15:33.000 --> 00:15:35.000]  以神作爲至寶
[00:15:35.000 --> 00:15:41.000]  並不是表示我們跟不幸的人就不來往了
[00:15:41.000 --> 00:15:45.000]  而是在跟人的來往當中
[00:15:45.000 --> 00:15:49.000]  能夠以神作爲中心
[00:15:49.000 --> 00:15:50.000]  或許呢
[00:15:50.000 --> 00:15:55.000]  他們也能夠因着我們能夠得到福音的好處
[00:15:55.000 --> 00:15:58.000]  所以基督徒並不是新的足以外
[00:15:58.000 --> 00:16:01.000]  就進了一個修道院
[00:16:01.000 --> 00:16:05.000]  跟世界上的人都隔離
[00:16:05.000 --> 00:16:06.000]  不是這樣的
[00:16:06.000 --> 00:16:10.000]  神還要我們活在世人的當中
[00:16:10.000 --> 00:16:12.000]  還跟他們有來往
[00:16:12.000 --> 00:16:16.000]  甚至有些不幸的人也可以來做你的朋友
[00:16:16.000 --> 00:16:18.000]  他有什麼私心的話跟你說
[00:16:18.000 --> 00:16:20.000]  你也可以跟他說
[00:16:20.000 --> 00:16:21.000]  可以的
[00:16:21.000 --> 00:16:28.000]  神並沒有禁止我們跟不幸的人不能來往
[00:16:28.000 --> 00:16:30.000]  那麼這裏講到呢
[00:16:30.000 --> 00:16:34.000]  這個要以神作爲中心
[00:16:34.000 --> 00:16:36.000]  以神作爲中心
[00:16:36.000 --> 00:16:38.000]  以神作爲中心的話
[00:16:38.000 --> 00:16:40.000]  我們在聖徒
[00:16:40.000 --> 00:16:43.000]  特別是我們的弟兄姊妹中間
[00:16:43.000 --> 00:16:48.000]  我們的交通相交就擴大了
[00:16:48.000 --> 00:16:51.000]  我們我們信徒以前除了跟我們家人
[00:16:51.000 --> 00:16:52.000]  跟我們的同事
[00:16:52.000 --> 00:16:56.000]  跟我們同學比較關係比較多一些以外
[00:16:56.000 --> 00:17:01.000]  我們跟其他人都是以後慢慢纔有多點關係
[00:17:01.000 --> 00:17:03.000]  但當你一新的足以後
[00:17:03.000 --> 00:17:07.000]  很大的福氣就是你跟信徒
[00:17:07.000 --> 00:17:08.000]  跟弟兄姊妹
[00:17:08.000 --> 00:17:11.000]  你又有了關係了
[00:17:11.000 --> 00:17:14.000]  這是一個很大的好處
[00:17:14.000 --> 00:17:16.000]  所以我新的足以後
[00:17:16.000 --> 00:17:21.000]  就跟教會里頭的青年的弟兄姊妹
[00:17:21.000 --> 00:17:24.000]  就有很多的來往了
[00:17:24.000 --> 00:17:25.000]  那麼這樣的話呢
[00:17:25.000 --> 00:17:31.000]  我們就跟這個聖徒的相交就擴大了
[00:17:31.000 --> 00:17:32.000]  所以這裏說呢
[00:17:32.000 --> 00:17:34.000]  世上的生命
[00:17:34.000 --> 00:17:36.000]  他們又美如山
[00:17:36.000 --> 00:17:39.000]  真正有生命的基督徒
[00:17:39.000 --> 00:17:42.000]  在神看來的話是優美
[00:17:42.000 --> 00:17:43.000]  不是外面的美
[00:17:43.000 --> 00:17:45.000]  心裏的美
[00:17:45.000 --> 00:17:47.000]  而且呢他是善
[00:17:47.000 --> 00:17:49.000]  因爲神是善的
[00:17:49.000 --> 00:17:52.000]  屬於他的人也是善的
[00:17:52.000 --> 00:17:54.000]  這樣的話
[00:17:54.000 --> 00:17:59.000]  神就會接到這些又美又善的弟兄姊妹
[00:17:59.000 --> 00:18:05.000]  來兼顧我們增加我們對神的愛心
[00:18:05.000 --> 00:18:07.000]  對神的信心
[00:18:07.000 --> 00:18:09.000]  一個人做基督徒啊
[00:18:09.000 --> 00:18:11.000]  是很難的
[00:18:11.000 --> 00:18:14.000]  不管你對道理明白多少
[00:18:14.000 --> 00:18:16.000]  不管你的意志怎麼堅強
[00:18:16.000 --> 00:18:18.000]  你一個人做基督徒
[00:18:18.000 --> 00:18:20.000]  很難的
[00:18:20.000 --> 00:18:22.000]  可能能夠堅持一時
[00:18:22.000 --> 00:18:24.000]  但是長期下去
[00:18:24.000 --> 00:18:26.000]  你沒有那個力量
[00:18:26.000 --> 00:18:28.000]  你需要有神
[00:18:28.000 --> 00:18:30.000]  你還需要弟兄姊妹
[00:18:30.000 --> 00:18:32.000]  脫離弟兄姊妹
[00:18:32.000 --> 00:18:34.000]  就有危險
[00:18:34.000 --> 00:18:36.000]  慢慢的心就會冷淡
[00:18:36.000 --> 00:18:40.000]  慢慢的心就會偏向別的東西
[00:18:40.000 --> 00:18:42.000]  所以在過去的教會里頭
[00:18:42.000 --> 00:18:45.000]  有個從大陸來的一個弟兄
[00:18:45.000 --> 00:18:47.000]  來了以後聚會一段時間
[00:18:47.000 --> 00:18:50.000]  他就不太來了
[00:18:50.000 --> 00:18:51.000]  我就問他
[00:18:51.000 --> 00:18:54.000]  爲什麼你現在你不來聚會呢
[00:18:54.000 --> 00:18:57.000]  他說跟人在一起很麻煩
[00:18:57.000 --> 00:18:59.000]  很麻煩
[00:18:59.000 --> 00:19:00.000]  爲什麼麻煩呢
[00:19:00.000 --> 00:19:03.000]  可能說的不符合他的意思
[00:19:03.000 --> 00:19:05.000]  他看別人看不上眼
[00:19:05.000 --> 00:19:07.000]  別人也看不上他
[00:19:07.000 --> 00:19:08.000]  所以他覺得很麻煩
[00:19:08.000 --> 00:19:10.000]  他就不來了
[00:19:10.000 --> 00:19:11.000]  不來以後
[00:19:11.000 --> 00:19:13.000]  過了很長一段時間
[00:19:13.000 --> 00:19:15.000]  他給我來封信
[00:19:15.000 --> 00:19:17.000]  他說他不來了
[00:19:17.000 --> 00:19:19.000]  他說我現在去參加
[00:19:19.000 --> 00:19:21.000]  也要發見證人了
[00:19:21.000 --> 00:19:22.000]  你看
[00:19:22.000 --> 00:19:25.000]  如果他弟兄姊妹一起的話
[00:19:25.000 --> 00:19:26.000]  他就
[00:19:26.000 --> 00:19:28.000]  就在弟兄姊妹的相交
[00:19:28.000 --> 00:19:30.000]  你就能夠得到幫助
[00:19:30.000 --> 00:19:32.000]  心裏頭就有力量
[00:19:32.000 --> 00:19:34.000]  能夠得到鞏固
[00:19:34.000 --> 00:19:38.000]  我們需要弟兄姊妹
[00:19:38.000 --> 00:19:39.000]  互相的扶持
[00:19:39.000 --> 00:19:42.000]  互相在走這條天路
[00:19:42.000 --> 00:19:45.000]  一個人你要走路
[00:19:45.000 --> 00:19:46.000]  走近的沒關係
[00:19:46.000 --> 00:19:47.000]  走遠路
[00:19:47.000 --> 00:19:48.000]  一個人越走的話
[00:19:48.000 --> 00:19:50.000]  越沒有力氣
[00:19:50.000 --> 00:19:52.000]  那如果有很多人在一起走的話
[00:19:52.000 --> 00:19:54.000]  互相的鼓勵
[00:19:54.000 --> 00:19:56.000]  你就力上加力
[00:19:56.000 --> 00:19:58.000]  就能夠走到終點
[00:19:58.000 --> 00:19:59.000]  所以我們需要
[00:19:59.000 --> 00:20:02.000]  他說論到世上的聖靈
[00:20:02.000 --> 00:20:04.000]  他們又美又善
[00:20:04.000 --> 00:20:06.000]  是我最喜悅的
[00:20:06.000 --> 00:20:08.000]  當然主恩待我們
[00:20:08.000 --> 00:20:09.000]  每個弟兄姊妹
[00:20:09.000 --> 00:20:11.000]  都能夠在主裏頭
[00:20:11.000 --> 00:20:13.000]  跟弟兄姊妹都有交情
[00:20:13.000 --> 00:20:20.000]  互相都有幫助
[00:20:20.000 --> 00:20:22.000]  第四
[00:20:22.000 --> 00:20:25.000]  怎麼以神做我們的至寶
[00:20:25.000 --> 00:20:27.000]  就是以神做我們
[00:20:27.000 --> 00:20:30.000]  敬拜的唯一的輪向
[00:20:30.000 --> 00:20:32.000]  第四節說
[00:20:32.000 --> 00:20:33.000]  以別神代替耶和華的
[00:20:33.000 --> 00:20:36.000]  他們的仇苦一家爭
[00:20:36.000 --> 00:20:37.000]  他們所澆澱的血
[00:20:37.000 --> 00:20:39.000]  我不獻上
[00:20:39.000 --> 00:20:41.000]  我嘴脣也不提
[00:20:41.000 --> 00:20:43.000]  別神的名號
[00:20:43.000 --> 00:20:45.000]  這講到
[00:20:45.000 --> 00:20:46.000]  以色列人
[00:20:46.000 --> 00:20:49.000]  他們就是以別神代替耶和華的
[00:20:49.000 --> 00:20:51.000]  這是一個很明顯的例子
[00:20:51.000 --> 00:20:52.000]  在聖經裏頭
[00:20:52.000 --> 00:20:54.000]  我們看到的舊約中間
[00:20:54.000 --> 00:20:56.000]  神一直責備他們
[00:20:56.000 --> 00:20:58.000]  他們又拜耶和華
[00:20:58.000 --> 00:20:59.000]  又拜偶像
[00:20:59.000 --> 00:21:01.000]  結果呢
[00:21:01.000 --> 00:21:04.000]  神的憤怒領到他們
[00:21:04.000 --> 00:21:06.000]  他們被外方人
[00:21:06.000 --> 00:21:08.000]  擄到別的國家
[00:21:08.000 --> 00:21:11.000]  流離失所
[00:21:11.000 --> 00:21:13.000]  很長時間
[00:21:13.000 --> 00:21:15.000]  他們只能夠在外頭
[00:21:15.000 --> 00:21:20.000]  他們不能夠回到自己的家鄉
[00:21:20.000 --> 00:21:22.000]  現在還是有很多的猶太人
[00:21:22.000 --> 00:21:24.000]  他們還是在國外
[00:21:24.000 --> 00:21:26.000]  但是到有一天
[00:21:26.000 --> 00:21:29.000]  他們復興的時候
[00:21:29.000 --> 00:21:31.000]  神的復興領到他們的時候
[00:21:31.000 --> 00:21:35.000]  他們很多人要從國外回來
[00:21:35.000 --> 00:21:38.000]  所以哪個地方
[00:21:38.000 --> 00:21:39.000]  有人的話
[00:21:39.000 --> 00:21:41.000]  哪個地方就是有猶太人
[00:21:41.000 --> 00:21:43.000]  可能跟中國人一樣
[00:21:43.000 --> 00:21:44.000]  你到哪個地方去
