
[00:00:00.000 --> 00:00:03.240]  我們現在講到這個祈禱的功課
[00:01:11.960 --> 00:01:13.040]  大家不要握手了
[00:01:13.040 --> 00:01:17.680]  我們用中國禮請一下就行了
[00:01:17.680 --> 00:01:18.280]  好嗎?
[00:01:18.280 --> 00:01:20.480]  不過要多交談
[00:01:20.480 --> 00:01:21.400]  繼續多交談
[00:01:21.400 --> 00:01:24.160]  在寒冷的天氣當中
[00:01:24.160 --> 00:01:27.280]  最講這個流感到三月才結束
[00:01:27.280 --> 00:01:28.160]  差不多
[00:01:28.160 --> 00:01:29.640]  所以現在也是這個季節
[00:01:29.640 --> 00:01:33.320]  不過我相信有一件事更加可怕的
[00:01:33.320 --> 00:01:36.040]  就是現在我們講到這個Gun Control
[00:01:36.040 --> 00:01:40.040]  就是槍支的管制
[00:01:40.040 --> 00:01:42.320]  很多的爭論
[00:01:42.320 --> 00:01:47.720]  我發覺好像沒什麼人講那些槍手
[00:01:47.720 --> 00:01:51.320]  出來殺人的那些人是什麼人
[00:01:51.320 --> 00:01:54.080]  我細心看一看
[00:01:54.080 --> 00:01:57.640]  那些突然間出來殺人的槍手
[00:01:57.640 --> 00:02:01.040]  其實多數都是一些很冷的人
[00:02:01.040 --> 00:02:02.760]  不出聲
[00:02:02.760 --> 00:02:05.000]  或者被人壓制
[00:02:05.000 --> 00:02:07.520]  在他們的生命當中
[00:02:07.520 --> 00:02:09.040]  可以說是很冷的
[00:02:09.040 --> 00:02:10.280]  很冷
[00:02:10.280 --> 00:02:13.320]  雖然冷是很有殺傷力的
[00:02:13.320 --> 00:02:14.160]  你知不知道?
[00:02:14.160 --> 00:02:16.400]  很冷的人
[00:02:16.400 --> 00:02:17.800]  很有殺傷力的
[00:02:17.800 --> 00:02:19.560]  我不知道你是一個什麼人
[00:02:19.560 --> 00:02:21.800]  如果我們心裡面很冷
[00:02:21.800 --> 00:02:23.360]  是很有殺傷力的
[00:02:23.360 --> 00:02:26.120]  其實國語不知道有沒有這個"冷"這個字
[00:02:26.120 --> 00:02:27.240]  可能也有
[00:02:27.240 --> 00:02:28.680]  有這個"凍"這個字
[00:02:28.680 --> 00:02:35.680]  有一次有一個牧師去探訪
[00:02:35.680 --> 00:02:42.440]  為什麼看到家裡牆上有個洞呢?
[00:02:42.440 --> 00:02:44.080]  你知道為什麼嗎?
[00:02:44.080 --> 00:02:45.160]  後來太太就說
[00:02:45.160 --> 00:02:47.880]  原來她跟丈夫吵架的時候
[00:02:47.880 --> 00:02:50.280]  丈夫就拿出一隻凍雞
[00:02:50.280 --> 00:02:52.640]  雪雞一扔就扔過去
[00:02:52.640 --> 00:02:53.800]  就扔不到牠
[00:02:53.800 --> 00:02:56.440]  扔到牆上就有個洞
[00:02:56.440 --> 00:02:57.960]  是真事
[00:02:57.960 --> 00:03:00.480]  所以凍的東西很可怕
[00:03:00.480 --> 00:03:02.600]  我們的心如果冷的話
[00:03:02.600 --> 00:03:04.440]  我不知道你的心是怎樣
[00:03:04.440 --> 00:03:06.240]  如果我們的心好像一隻雪雞
[00:03:06.240 --> 00:03:08.360]  還沒解凍的雞
[00:03:08.360 --> 00:03:10.360]  還沒解凍的肉
[00:03:10.360 --> 00:03:12.560]  是不可以成為人的祝福的
[00:03:12.560 --> 00:03:16.160]  只是有很大的殺傷力在當中
[00:03:16.160 --> 00:03:20.880]  究竟什麼可以讓一個人的心改變呢?
[00:03:20.880 --> 00:03:22.800]  就是祈禱
[00:03:22.800 --> 00:03:25.200]  祈禱是一個解凍的方法
[00:03:25.200 --> 00:03:26.760]  我們為人祈禱
[00:03:26.760 --> 00:03:28.760]  當我們為人祈禱的時候
[00:03:28.760 --> 00:03:31.200]  發覺很奇妙
[00:03:31.200 --> 00:03:36.200]  就是一個冰冷的心可以慢慢融化
[00:03:36.200 --> 00:03:38.560]  究竟為什麼我們需要祈禱呢?
[00:03:38.560 --> 00:03:42.360]  祈禱當然是求神做一些事
[00:03:42.360 --> 00:03:45.840]  是我們自己不可以做的
[00:03:45.840 --> 00:03:48.040]  我們才需要祈禱
[00:03:48.040 --> 00:03:49.440]  很多時候你自己做到的事
[00:03:49.440 --> 00:03:51.720]  你不會祈禱的
[00:03:51.720 --> 00:03:55.000]  我們的祈禱當然是求主做一些事
[00:03:55.000 --> 00:03:58.320]  是我們人沒辦法做的事
[00:03:58.320 --> 00:04:00.320]  一個人的心冷淡的時候
[00:04:00.320 --> 00:04:02.600]  一個人的心冰冷
[00:04:02.600 --> 00:04:04.160]  有恨的時候
[00:04:04.160 --> 00:04:07.880]  我們沒辦法去改變那個人的心
[00:04:07.880 --> 00:04:09.880]  但是我們可以祈禱
[00:04:09.880 --> 00:04:12.360]  我們可以祈禱
[00:04:12.360 --> 00:04:14.040]  我記得有一個朋友
[00:04:14.040 --> 00:04:16.560]  一個很愛主的姊妹
[00:04:16.560 --> 00:04:18.880]  可能以前我跟大家分享過
[00:04:18.880 --> 00:04:19.720]  他有一個女婿
[00:04:19.720 --> 00:04:21.800]  他女婿是泰國人
[00:04:21.800 --> 00:04:23.720]  是一個廚師
[00:04:23.720 --> 00:04:26.200]  他女婿跟他一起住
[00:04:26.200 --> 00:04:27.000]  他說他很害怕
[00:04:27.000 --> 00:04:28.600]  因為他這個女婿
[00:04:28.600 --> 00:04:31.040]  他不單是一個廚師
[00:04:31.040 --> 00:04:33.040]  他是一個很兇的人
[00:04:33.040 --> 00:04:34.600]  拿著一把刀斬東西
[00:04:34.600 --> 00:04:35.720]  很可怕
[00:04:35.720 --> 00:04:37.120]  跟他一起住
[00:04:37.120 --> 00:04:39.240]  他很害怕跟他一起住
[00:04:39.240 --> 00:04:41.360]  加上言語不通
[00:04:41.360 --> 00:04:42.960]  他講泰文
[00:04:42.960 --> 00:04:45.040]  他女兒是一個女婿
[00:04:45.040 --> 00:04:46.320]  後來他為他祈禱
[00:04:46.320 --> 00:04:47.320]  他有一天幫我說
[00:04:47.320 --> 00:04:48.280]  牧師啊
[00:04:48.280 --> 00:04:50.160]  我祈禱有一天突然間發了一個夢
[00:04:50.160 --> 00:04:51.200]  什麼夢?
[00:04:51.200 --> 00:04:54.360]  他說我女婿突然間變了一隻羔羊
[00:04:54.360 --> 00:04:56.680]  很純很純
[00:04:56.680 --> 00:04:59.000]  他不知道為什麼
[00:04:59.000 --> 00:05:00.800]  我真的有這樣的事
[00:05:00.800 --> 00:05:05.600]  後來有機會再去探望他
[00:05:05.600 --> 00:05:07.560]  他的女婿信了耶穌
[00:05:07.560 --> 00:05:11.240]  真的好像羔羊一樣
[00:05:11.240 --> 00:05:15.040]  原來祈禱是在改變人的心
[00:05:15.040 --> 00:05:16.600]  我相信我們大家
[00:05:16.600 --> 00:05:19.080]  我們信主的人
[00:05:19.080 --> 00:05:20.520]  今天能夠信主
[00:05:20.520 --> 00:05:22.520]  你今天坐在這個地方
[00:05:22.520 --> 00:05:26.600]  你知不知道一定有人為你祈禱
[00:05:26.600 --> 00:05:28.640]  你不是偶然信主的
[00:05:28.640 --> 00:05:32.000]  是有人為你在後面祈禱
[00:05:32.000 --> 00:05:33.800]  改變你的心
[00:05:33.800 --> 00:05:37.760]  讓你的冰冷的心能夠改變過來
[00:05:37.760 --> 00:05:41.720]  這個就是祈禱
[00:05:41.720 --> 00:05:42.920]  上個星期
[00:05:42.920 --> 00:05:45.000]  我去聖地牙哥那裡
[00:05:45.000 --> 00:05:48.040]  那邊是港島
[00:05:48.040 --> 00:05:50.280]  在星期六晚的時候
[00:05:50.280 --> 00:05:51.680]  星期天才是港島
[00:05:51.680 --> 00:05:53.120]  星期天是星期六晚
[00:05:53.120 --> 00:05:55.360]  有一個姐妹
[00:05:55.360 --> 00:05:57.440]  她就來幫我說
[00:05:57.440 --> 00:06:00.520]  她說她有一個朋友
[00:06:00.520 --> 00:06:02.040]  自殺
[00:06:02.040 --> 00:06:03.720]  要自殺
[00:06:03.720 --> 00:06:05.600]  自殺了好幾次
[00:06:05.600 --> 00:06:07.880]  當時我就問這個朋友是男還是女
[00:06:07.880 --> 00:06:09.040]  他是男的
[00:06:09.040 --> 00:06:11.240]  20歲的一個年輕人
[00:06:11.240 --> 00:06:15.280]  在中國大陸來到聖地牙哥的地方
[00:06:15.280 --> 00:06:16.800]  去讀語文
[00:06:16.800 --> 00:06:18.960]  我就問他為什麼會自殺
[00:06:18.960 --> 00:06:23.400]  通常自殺最多的原因就是失戀
[00:06:23.400 --> 00:06:25.480]  他說不是失戀
[00:06:25.480 --> 00:06:27.880]  原來這個人有很多種原因
[00:06:27.880 --> 00:06:31.000]  他自殺過好幾次
[00:06:31.000 --> 00:06:31.840]  我們沒有辦法
[00:06:31.840 --> 00:06:33.640]  我們就為他祈禱
[00:06:33.640 --> 00:06:36.520]  在那裡先為他祈禱
[00:06:36.520 --> 00:06:38.080]  他說我待會去見他
[00:06:38.080 --> 00:06:39.080]  他現在又不行
[00:06:39.080 --> 00:06:41.280]  又想要自殺
[00:06:41.280 --> 00:06:44.480]  我們心裏面很擔心
[00:06:44.480 --> 00:06:45.520]  到第二天
[00:06:45.520 --> 00:06:47.440]  星期天的時候
[00:06:47.440 --> 00:06:50.400]  這個年輕人的父母都來了
[00:06:50.400 --> 00:06:51.800]  特別是在中國
[00:06:51.800 --> 00:06:53.280]  在青島
[00:06:53.280 --> 00:06:55.320]  來探望他們的兒子
[00:06:55.320 --> 00:06:57.440]  知道有問題
[00:06:57.440 --> 00:06:59.760]  在那天的下午
[00:06:59.760 --> 00:07:03.880]  他們全家一起殉葬
[00:07:03.880 --> 00:07:06.880]  是一個很奇妙的事
[00:07:06.880 --> 00:07:11.880]  我們在聖地牙哥的港島是用廣東話來的
[00:07:11.880 --> 00:07:13.200]  雖然有翻譯國語
[00:07:13.200 --> 00:07:15.880]  但是你知道翻不完
[00:07:15.880 --> 00:07:18.520]  是神奇妙的作為
[00:07:18.520 --> 00:07:20.600]  然後那天在下午當中
[00:07:20.600 --> 00:07:22.680]  我們一起在房間裏面
[00:07:22.680 --> 00:07:25.440]  有一種很大的溫暖
[00:07:25.440 --> 00:07:28.400]  這種溫暖就是
[00:07:28.400 --> 00:07:32.840]  一家人將他們的心交給主
[00:07:32.840 --> 00:07:34.400]  我就幫這個年輕人說
[00:07:34.400 --> 00:07:36.560]  你的生命很有價值
[00:07:36.560 --> 00:07:37.960]  你的價值是什麼呢?
[00:07:37.960 --> 00:07:41.960]  是因為神很愛你
[00:07:41.960 --> 00:07:45.320]  我只是送了這句話給他聽
[00:07:45.320 --> 00:07:48.440]  我們的生命當我們為人祈禱的時候
[00:07:48.440 --> 00:07:53.800]  原來神正在工作
[00:07:53.800 --> 00:07:58.160]  所以我們希望教會學習祈禱的功課
[00:07:58.160 --> 00:08:00.400]  所以主耶穌基督的門徒
[00:08:00.400 --> 00:08:01.960]  問耶穌怎樣祈禱
[00:08:01.960 --> 00:08:04.480]  他們最想學的不是講道
[00:08:04.480 --> 00:08:07.160]  他們最想學的不是怎樣傳福音
[00:08:07.160 --> 00:08:11.600]  他們最想學的不是將五餅二魚分給五千人吃
[00:08:11.600 --> 00:08:13.360]  他們最想學的
[00:08:13.360 --> 00:08:16.000]  就是效法耶穌的祈禱
[00:08:16.000 --> 00:08:18.440]  學耶穌的祈禱
[00:08:18.440 --> 00:08:20.480]  我見到耶穌在生命當中
[00:08:20.480 --> 00:08:21.720]  祂一早祈禱
[00:08:21.720 --> 00:08:23.240]  晚上又祈禱
[00:08:23.240 --> 00:08:24.840]  工作之前祈禱
[00:08:24.840 --> 00:08:27.120]  工作之後又祈禱
[00:08:27.120 --> 00:08:29.360]  在祂臨上十字架之前
[00:08:29.360 --> 00:08:31.720]  在黑西瑪尼又是祈禱
[00:08:31.720 --> 00:08:35.440]  連祂掛在十字架上的時候
[00:08:35.440 --> 00:08:38.000]  祂是在祈禱
[00:08:38.000 --> 00:08:40.960]  所以耶穌的生命是一個祈禱的生命
[00:08:40.960 --> 00:08:45.560]  想問一問大家 現在耶穌在做什麼?
[00:08:45.560 --> 00:08:47.160]  耶穌在父神的右邊在做什麼
[00:08:47.160 --> 00:08:48.680]  大家記得了吧
[00:08:48.680 --> 00:08:52.040]  為我們祈禱
[00:08:52.040 --> 00:08:55.080]  耶穌現在在祈禱
[00:08:55.080 --> 00:08:58.440]  早期的教會 士徒行傳 初期教會
[00:08:58.440 --> 00:09:01.360]  最明顯的事供是什麼呢?
[00:09:01.360 --> 00:09:02.960]  是祈禱
[00:09:02.960 --> 00:09:05.920]  他們在樓房一百二十人聚集的時候
[00:09:05.920 --> 00:09:06.760]  祈禱
[00:09:06.760 --> 00:09:10.120]  於是聖靈就降臨
[00:09:10.120 --> 00:09:12.200]  現在我們教會當中
[00:09:12.200 --> 00:09:17.480]  我們今天信徒得力的源頭在哪裡呢?
[00:09:17.480 --> 00:09:18.960]  我們今天得力的源頭在哪裡呢?
[00:09:18.960 --> 00:09:20.120]  大家都懂得回答了
[00:09:20.120 --> 00:09:22.720]  你們來了教會很久了
[00:09:22.720 --> 00:09:24.480]  充電嘛
[00:09:24.480 --> 00:09:25.560]  什麼充電呢?
[00:09:25.560 --> 00:09:26.920]  祈禱
[00:09:26.920 --> 00:09:29.680]  我們教會裡面可能有很多好的program
[00:09:29.680 --> 00:09:31.480]  有很多的恩賜
[00:09:31.480 --> 00:09:33.520]  但如果我們不祈禱的話
[00:09:33.520 --> 00:09:35.200]  我們不倚靠神的話
[00:09:35.200 --> 00:09:38.400]  一切都沒有力量的
[00:09:38.400 --> 00:09:40.080]  所以大家都知道的
[00:09:40.080 --> 00:09:43.640]  不過在教會當中
[00:09:43.640 --> 00:09:45.840]  包括會點教會在內
[00:09:45.840 --> 00:09:47.320]  很坦誠的說
[00:09:47.320 --> 00:09:50.960]  我們最弱的是祈禱
[00:09:50.960 --> 00:09:55.920]  牧師感受到生命當中最弱的那一環
[00:09:55.920 --> 00:09:59.200]  不是不預備講章
[00:09:59.200 --> 00:10:01.280]  不是不去傳福音
[00:10:01.280 --> 00:10:03.840]  我們最弱的是祈禱
[00:10:03.840 --> 00:10:05.800]  很奇怪
[00:10:05.800 --> 00:10:08.000]  我們人很想connect
[00:10:08.000 --> 00:10:11.400]  我們看到賣手提電話到處都是
[00:10:11.400 --> 00:10:12.600]  我都不明白為什麼
[00:10:12.600 --> 00:10:16.080]  為什麼在shopping mall裡面有這麼多檔檔呢?
[00:10:16.080 --> 00:10:18.680]  因為想communication
[00:10:18.680 --> 00:10:21.640]  我們想跟人溝通
[00:10:21.640 --> 00:10:25.800]  但為什麼我們跟神沒有溝通呢?
[00:10:25.800 --> 00:10:29.560]  為什麼我們不想祈禱呢?
[00:10:29.560 --> 00:10:31.320]  很奇怪的事情
[00:10:31.320 --> 00:10:34.920]  為什麼教會裡面最弱的是祈禱呢?
[00:10:34.920 --> 00:10:39.560]  為什麼教會裡面祈禱會時常都這麼少人呢?
[00:10:39.560 --> 00:10:41.320]  為什麼教會裡面的祈禱
[00:10:41.320 --> 00:10:44.480]  有時候覺得有冰冷的感覺呢?
[00:10:44.480 --> 00:10:45.800]  我們今天在生命當中
[00:10:45.800 --> 00:10:48.520]  我們知道祈禱是很重要
[00:10:48.520 --> 00:10:49.640]  但很奇怪
[00:10:49.640 --> 00:10:52.720]  我們沒有去做、沒有去行
[00:10:52.720 --> 00:10:54.600]  所以今天求主幫助我們
[00:10:54.600 --> 00:10:57.200]  學習怎樣去祈禱
[00:10:57.200 --> 00:10:59.080]  好像耶穌的門徒一樣
[00:10:59.080 --> 00:11:02.760]  一起來去倚靠神去祈禱
[00:11:02.760 --> 00:11:05.200]  我們今天用一個祈禱的心
[00:11:05.200 --> 00:11:07.480]  來聽一個祈禱的訊息
[00:11:07.480 --> 00:11:11.520]  我盼望我們不是在理性上知道祈禱
[00:11:11.520 --> 00:11:13.880]  我們真的去經驗一下
[00:11:13.880 --> 00:11:16.480]  真的經歷一下祈禱
[00:11:16.480 --> 00:11:18.800]  就好像我剛才所說的見證
[00:11:18.800 --> 00:11:20.240]  很奇妙的事情
[00:11:20.240 --> 00:11:21.880]  當我們祈禱的時候
[00:11:21.880 --> 00:11:26.520]  原來是神在垂聽我們的禱告
[00:11:26.520 --> 00:11:28.120]  人是很渺小的
[00:11:28.120 --> 00:11:29.680]  你知不知道?
[00:11:29.680 --> 00:11:32.360]  人是很渺小的
[00:11:32.360 --> 00:11:35.480]  他們說星球比較
[00:11:35.480 --> 00:11:37.160]  說一下渺小
[00:11:37.160 --> 00:11:40.360]  地球和一個最大的星球比較
[00:11:40.360 --> 00:11:41.360]  我不知道在哪裡看到
[00:11:41.360 --> 00:11:42.400]  我忘記了
[00:11:42.400 --> 00:11:44.680]  地球好像乒乓球一樣大
[00:11:44.680 --> 00:11:47.480]  那個最大的星球好像地球一樣大
[00:11:47.480 --> 00:11:50.720]  那你就知道地球很渺小了
[00:11:50.720 --> 00:11:52.840]  地球裡面有多少人呢?
[00:11:52.840 --> 00:11:54.200]  不知道有多少億人
[00:11:54.200 --> 00:11:55.440]  我們是其中一個
[00:11:55.440 --> 00:11:57.480]  很渺小的
[00:11:57.480 --> 00:11:59.920]  耶穌說我們的頭髮
[00:11:59.920 --> 00:12:01.080]  祂也數過
[00:12:01.080 --> 00:12:04.000]  你的頭髮渺不渺小啊?
[00:12:04.000 --> 00:12:06.480]  以往我們知道
[00:12:06.480 --> 00:12:08.480]  在道家的思想裡面說到
[00:12:08.480 --> 00:12:10.080]  人很渺小
[00:12:10.080 --> 00:12:11.480]  所以什麼都化了
[00:12:11.480 --> 00:12:12.680]  我們就體化了
[00:12:12.680 --> 00:12:14.360]  什麼都不要緊的就體化了
[00:12:14.360 --> 00:12:16.560]  原來不是體化
[00:12:16.560 --> 00:12:19.880]  原來神很關心我們
[00:12:19.880 --> 00:12:22.680]  最細微的思想
[00:12:22.680 --> 00:12:24.480]  我們的一舉一動
[00:12:24.480 --> 00:12:26.200]  我們的行為
[00:12:26.200 --> 00:12:27.560]  神都在看著
[00:12:27.560 --> 00:12:30.400]  神關懷到我們的地步
[00:12:30.400 --> 00:12:33.840]  是非常之密切的一個地步
[00:12:33.840 --> 00:12:36.000]  神愛我們
[00:12:36.000 --> 00:12:37.200]  愛到一個地步
[00:12:37.200 --> 00:12:39.640]  我們沒有辦法去了解
[00:12:39.640 --> 00:12:42.280]  原來我們人可以和神溝通
[00:12:42.280 --> 00:12:45.080]  是一個極大的權柄
[00:12:45.080 --> 00:12:47.320]  極大的權柄
[00:12:47.320 --> 00:12:50.560]  我們的意念可以向神說
[00:12:50.560 --> 00:12:53.280]  更加神可以將祂的意念
[00:12:53.280 --> 00:12:54.720]  將祂的思維
[00:12:54.720 --> 00:12:57.720]  將祂的話語給我們
[00:12:57.720 --> 00:13:00.920]  今天我們想學這個代禱的功課
[00:13:00.920 --> 00:13:02.320]  學這個代禱的功課
[00:13:02.320 --> 00:13:05.720]  彼此來去代求
[00:13:05.720 --> 00:13:07.800]  我們知道代禱的時候
[00:13:07.800 --> 00:13:10.760]  是神做一個奇妙的工作
[00:13:10.760 --> 00:13:12.360]  其實說到祈禱
[00:13:12.360 --> 00:13:14.600]  我們都知道一個奧秘
[00:13:14.600 --> 00:13:17.000]  不知道為什麼
[00:13:17.000 --> 00:13:19.040]  神好像不做事
[00:13:19.040 --> 00:13:21.280]  直到我們祈禱
[00:13:21.280 --> 00:13:23.480]  祂才做
[00:13:23.480 --> 00:13:26.720]  你覺得奇怪嗎?
[00:13:26.720 --> 00:13:28.080]  我思想
[00:13:28.080 --> 00:13:29.840]  神應該不用我們祈禱
[00:13:29.840 --> 00:13:31.360]  祂都可以做事
[00:13:31.360 --> 00:13:33.320]  祂隨時可以做
[00:13:33.320 --> 00:13:37.480]  但是神願意侵蝕我們去做
[00:13:37.480 --> 00:13:38.520]  我們講廣東話
[00:13:38.520 --> 00:13:40.680]  侵蝕我們去玩
[00:13:40.680 --> 00:13:44.360]  讓我們經歷到神的作為
[00:13:44.360 --> 00:13:47.920]  人可以參與神的工作
[00:13:47.920 --> 00:13:50.600]  是透過祈禱
[00:13:50.600 --> 00:13:53.200]  這是一個很奇妙的事
[00:13:53.200 --> 00:13:57.160]  祈禱不是一個形式上的事
[00:13:57.160 --> 00:14:02.120]  祈禱是講心靈上對神的敬拜
[00:14:02.120 --> 00:14:05.000]  神很看重我們的心
[00:14:05.000 --> 00:14:08.960]  所以希望上個星期我們講到祈禱的障礙
[00:14:08.960 --> 00:14:14.560]  希望你不要以祈禱的形式去祈禱這麼簡單
[00:14:14.560 --> 00:14:17.880]  有些人以為祈禱一定要大聲一點
[00:14:17.880 --> 00:14:20.800]  有些人說祈禱要講完所有的語文
[00:14:20.800 --> 00:14:22.920]  有一個姐妹來教給你們
[00:14:22.920 --> 00:14:24.800]  不是我們教的
[00:14:24.800 --> 00:14:26.960]  她問牧師可不可以開大你的音響
[00:14:26.960 --> 00:14:28.120]  我說什麼事呢
[00:14:28.120 --> 00:14:29.280]  總之開大它
[00:14:29.280 --> 00:14:31.920]  然後她就不停地唸主禱文
[00:14:31.920 --> 00:14:33.960]  講到有這麼大聲只有這麼大聲
[00:14:33.960 --> 00:14:35.600]  用國語用廣東話
[00:14:35.600 --> 00:14:36.880]  不如即是講
[00:14:36.880 --> 00:14:39.320]  然後她講了兩個小時主禱文
[00:14:39.320 --> 00:14:40.360]  很熟悉的
[00:14:40.360 --> 00:14:42.280]  然後回家
[00:14:42.280 --> 00:14:44.720]  不是這樣祈禱
[00:14:44.720 --> 00:14:45.800]  我們不是要這樣祈禱
[00:14:45.800 --> 00:14:48.120]  我不是有些形式上的祈禱
[00:14:48.120 --> 00:14:50.000]  是心靈上裡面
[00:14:50.000 --> 00:14:54.720]  可以感受到神的心的祈禱
[00:14:54.720 --> 00:14:57.400]  我們叫這個共鳴的祈禱
[00:14:57.400 --> 00:14:59.080]  有共鳴的祈禱
[00:14:59.080 --> 00:15:01.000]  即是你看到神的心
[00:15:01.000 --> 00:15:03.960]  神的心藉著禱告裡面
[00:15:03.960 --> 00:15:06.800]  讓你感受到神的心
[00:15:06.800 --> 00:15:09.080]  這個是祈禱
[00:15:09.080 --> 00:15:12.000]  我們看看摩西怎麼祈禱
[00:15:12.000 --> 00:15:15.760]  在《春安及記》第32章32節
[00:15:15.760 --> 00:15:16.800]  很容易記
[00:15:16.800 --> 00:15:19.840]  現在如果你肯赦免他們的罪
[00:15:19.840 --> 00:15:20.600]  那就好了
[00:15:20.600 --> 00:15:21.840]  如果不肯
[00:15:21.840 --> 00:15:24.760]  求你從你所寫的冊上
[00:15:24.760 --> 00:15:26.720]  將我圖撥還
[00:15:26.720 --> 00:15:28.600]  我們知道以色列人
[00:15:28.600 --> 00:15:31.560]  真是
[00:15:31.560 --> 00:15:33.360]  經常頂撞神
[00:15:33.360 --> 00:15:35.560]  我們看回歷史當中
[00:15:35.560 --> 00:15:37.400]  摩西是他的領袖
[00:15:37.400 --> 00:15:39.440]  如果我是摩西
[00:15:39.440 --> 00:15:41.160]  我就不會這樣祈禱
[00:15:41.160 --> 00:15:43.000]  對呀,全對
[00:15:43.000 --> 00:15:45.440]  這班人你死你賤
[00:15:45.440 --> 00:15:46.600]  這班人值得的
[00:15:46.600 --> 00:15:47.600]  對不對
[00:15:47.600 --> 00:15:49.560]  但摩西不是這樣祈禱
[00:15:49.560 --> 00:15:52.600]  摩西看到這班人得罪神
[00:15:52.600 --> 00:15:55.880]  在罪當中頂撞神
[00:15:55.880 --> 00:15:58.880]  他為他們代求
[00:15:58.880 --> 00:16:00.920]  摩西是這樣祈禱
[00:16:00.920 --> 00:16:04.840]  摩西在承擔他們的苦痛
[00:16:04.840 --> 00:16:07.000]  原來祈禱為人代禱
[00:16:07.000 --> 00:16:10.640]  是在分擔人的苦痛
[00:16:10.640 --> 00:16:14.040]  當你看到一個人有痛苦的時候
[00:16:14.040 --> 00:16:16.080]  你會不會為他祈禱呢
[00:16:16.080 --> 00:16:19.120]  你的心裡面自然有一種分擔
[00:16:19.120 --> 00:16:20.680]  有困苦的人
[00:16:20.680 --> 00:16:22.240]  我們要為他祈禱
[00:16:22.240 --> 00:16:24.000]  聖靈為何為我們祈禱呢
[00:16:24.000 --> 00:16:25.200]  在《羅馬書》告訴我們
[00:16:25.200 --> 00:16:28.120]  八章二十六至二十七節
[00:16:28.120 --> 00:16:31.280]  這裡說我們自己都不懂祈禱
[00:16:31.280 --> 00:16:33.840]  我們的軟弱有聖靈幫助我們
[00:16:33.840 --> 00:16:36.320]  我們本不知當怎樣禱告
[00:16:36.320 --> 00:16:41.640]  但是聖靈親自用無可言喻的歎息
[00:16:41.640 --> 00:16:44.520]  替我們祈禱
[00:16:44.520 --> 00:16:46.720]  歎息
[00:16:46.720 --> 00:16:48.720]  為何我們這樣呢
[00:16:48.720 --> 00:16:50.520]  聖靈因為我們的罪
[00:16:50.520 --> 00:16:52.120]  因為我們的軟弱
[00:16:52.120 --> 00:16:53.680]  為我們歎息
[00:16:53.680 --> 00:16:56.000]  為我們祈禱
[00:16:56.000 --> 00:17:00.880]  這是我們需要為人祈禱的心態
[00:17:00.880 --> 00:17:03.000]  主耶穌為何為我們祈禱呢
[00:17:03.000 --> 00:17:05.400]  《以上亞書》記載說
[00:17:05.400 --> 00:17:07.760]  因為祂傾倒自己的生命
[00:17:07.760 --> 00:17:09.280]  以至於死
[00:17:09.280 --> 00:17:11.440]  也死在罪犯之中
[00:17:11.440 --> 00:17:13.920]  祂卻擔當多人的罪
[00:17:13.920 --> 00:17:17.960]  為他們的過犯來代求
[00:17:17.960 --> 00:17:19.960]  耶穌在十字架上說
[00:17:19.960 --> 00:17:22.240]  主啊赦免他們
[00:17:22.240 --> 00:17:24.360]  因為他們所作的
