
[00:00:00.000 --> 00:00:02.240]  菩提師父讓我們在聆聽主的說話
[00:01:55.320 --> 00:01:58.120]  去作出一個預言
[00:01:58.120 --> 00:02:01.400]  而當特別作丈夫的撒加利亞
[00:02:01.400 --> 00:02:03.280]  作為一個祭司
[00:02:03.280 --> 00:02:07.400]  有幸可以被選進入到這個
[00:02:07.400 --> 00:02:10.920]  聖殿裏面作燒香的工作
[00:02:10.920 --> 00:02:14.560]  並且很多的神的子民
[00:02:14.560 --> 00:02:17.800]  或者群眾在當時來算
[00:02:17.800 --> 00:02:19.040]  很有期望
[00:02:19.040 --> 00:02:22.520]  好像一個宗教的活動裏面
[00:02:22.520 --> 00:02:27.320]  一起去守禮拜、一起去等候
[00:02:27.320 --> 00:02:29.680]  但是在這個過程當中
[00:02:29.680 --> 00:02:34.000]  上帝就直接向撒加利亞作出一個預言
[00:02:34.000 --> 00:02:35.800]  宣告一個消息
[00:02:35.800 --> 00:02:38.040]  是祂期望已久
[00:02:38.040 --> 00:02:40.320]  但未能夠成真的事
[00:02:40.320 --> 00:02:42.360]  就是祂得一個兒子
[00:02:42.360 --> 00:02:45.920]  並且是透過祂的太太伊麗莎白
[00:02:45.920 --> 00:02:49.520]  來得到這個嬰孩
[00:02:49.520 --> 00:02:52.480]  而這個嬰孩甚至有很詳細的介紹
[00:02:52.480 --> 00:02:55.640]  祂的名字將來要叫做約翰
[00:02:55.640 --> 00:02:57.600]  並且祂的作功
[00:02:57.600 --> 00:03:01.760]  要在上帝的聖靈的引導裏去作
[00:03:01.760 --> 00:03:04.520]  而祂的工作最主要的目的
[00:03:04.520 --> 00:03:07.440]  不是透過祂去完成救恩
[00:03:07.440 --> 00:03:09.960]  而是讓他們這班人
[00:03:09.960 --> 00:03:13.280]  能夠透過
[00:03:13.280 --> 00:03:15.040]  施洗約翰的工作
[00:03:15.040 --> 00:03:17.960]  指向那個救恩的源頭
[00:03:17.960 --> 00:03:21.320]  讓他們能夠轉回到這個
[00:03:21.320 --> 00:03:25.120]  二人的智慧裏面
[00:03:25.120 --> 00:03:28.080]  在上個星期我沒有詳細解釋這一方面
[00:03:28.080 --> 00:03:33.320]  因為老家福音的經文是很豐富的
[00:03:33.320 --> 00:03:36.320]  但是我們簡單地來講
[00:03:36.320 --> 00:03:40.040]  上帝是透過施洗約翰
[00:03:40.040 --> 00:03:45.000]  指明很多真真正正想認識主導的人
[00:03:45.000 --> 00:03:48.320]  是回到一個二人的智慧裏面
[00:03:48.320 --> 00:03:50.320]  二人是什麼智慧?
[00:03:50.320 --> 00:03:53.720]  二人不是說他在當時已經完完全全
[00:03:53.720 --> 00:03:55.960]  沒有罪在他身上
[00:03:55.960 --> 00:03:59.080]  所以即或撒加利亞在上文我們看到
[00:03:59.080 --> 00:04:00.400]  他是作為一個祭司
[00:04:00.400 --> 00:04:03.320]  其實他被稱為二人也好
[00:04:03.320 --> 00:04:06.440]  他仍然是有不信的時間
[00:04:06.440 --> 00:04:08.320]  不過這個我們之後再講
[00:04:08.320 --> 00:04:12.520]  但是上帝是希望二人的智慧
[00:04:12.520 --> 00:04:16.480]  在每一個追求認識他的人身上都能夠得著
[00:04:16.480 --> 00:04:20.640]  讓他們能夠找到怎樣回轉回到上帝的裏面
[00:04:20.640 --> 00:04:23.120]  亦都怎樣去竭力保守自己
[00:04:23.120 --> 00:04:29.120]  在上帝的得到喜悅的遺訓當中
[00:04:29.120 --> 00:04:34.600]  而當這個角色要去成就絕非容易
[00:04:34.600 --> 00:04:36.400]  撒加利亞知道
[00:04:36.400 --> 00:04:39.400]  透過天使的告知
[00:04:39.400 --> 00:04:42.600]  約翰將來你要好好栽培他
[00:04:42.600 --> 00:04:49.880]  要成為一個有以利亞心智的一位神的工人
[00:04:49.880 --> 00:04:52.280]  什麼叫以利亞的心智?
[00:04:52.280 --> 00:04:54.400]  上次我們也有講過
[00:04:54.400 --> 00:04:56.560]  以利亞其實他的一生
[00:04:56.560 --> 00:05:00.640]  特別到最後其實仍然充滿很多缺憾
[00:05:00.640 --> 00:05:04.160]  當上帝要將他拿走了
[00:05:04.160 --> 00:05:06.320]  帶回到上帝身邊的時候
[00:05:06.320 --> 00:05:12.520]  但是要他委派以利沙繼續接續他的工作的時候
[00:05:12.520 --> 00:05:14.720]  他心情不愉快
[00:05:14.720 --> 00:05:17.080]  以利亞不是一個完美的人
[00:05:17.080 --> 00:05:18.360]  好像你和我一樣
[00:05:18.360 --> 00:05:22.040]  但是以利亞卻有一樣東西你和我都可以做得到的
[00:05:22.040 --> 00:05:23.960]  就是為了上帝的真理
[00:05:23.960 --> 00:05:25.880]  他不畏強權
[00:05:25.880 --> 00:05:29.920]  甚至連君王他都願意去面對
[00:05:29.920 --> 00:05:32.480]  去說出君王的問題
[00:05:32.480 --> 00:05:35.280]  這種泛顏直諫
[00:05:35.280 --> 00:05:40.080]  不為皇命而畏懼
[00:05:40.080 --> 00:05:41.920]  而將上帝的說話去隱藏
[00:05:41.920 --> 00:05:42.880]  他沒有這樣做
[00:05:42.880 --> 00:05:44.880]  反而他勇敢地去做
[00:05:44.880 --> 00:05:48.760]  而施西若汗也同樣有這份心智
[00:05:48.760 --> 00:05:51.440]  所以在施西若汗的人生當中
[00:05:51.440 --> 00:05:56.080]  我們知道最後施西若汗做什麼他會死
[00:05:56.080 --> 00:05:59.960]  其實施西若汗正正就是要指控希律
[00:05:59.960 --> 00:06:03.000]  要去到娶二奶
[00:06:03.000 --> 00:06:04.680]  或者搞情婦
[00:06:04.680 --> 00:06:06.560]  將情婦變成正室
[00:06:06.560 --> 00:06:08.480]  這個事件上面
[00:06:08.480 --> 00:06:12.800]  最後被情婦的女兒
[00:06:12.800 --> 00:06:15.440]  邀請將她的頭斬死
[00:06:15.440 --> 00:06:20.240]  這些背景雖然不是在路加福音裡面出現
[00:06:20.240 --> 00:06:21.600]  在其他的書卷
[00:06:21.600 --> 00:06:24.160]  或者其他的福音書裡面有介紹
[00:06:24.160 --> 00:06:28.600]  但是作者路加在這裡簡單地說給我們知道
[00:06:28.600 --> 00:06:32.880]  以利亞的心智其實你我都應該有
[00:06:32.880 --> 00:06:37.400]  一個這麼特別的人
[00:06:37.400 --> 00:06:41.720]  上帝擺在了撒加利亞這個家庭當中
[00:06:41.720 --> 00:06:44.560]  讓撒加利亞兩夫婦好好栽培他
[00:06:44.560 --> 00:06:47.280]  好像拿西爾人那樣栽培
[00:06:47.280 --> 00:06:50.040]  但是換來的回應是什麼呢
[00:06:50.040 --> 00:06:52.240]  在上個星期我們說到
[00:06:52.240 --> 00:06:57.200]  當天使對撒加利亞說完這番話之後
[00:06:57.200 --> 00:06:59.920]  在第十八節那裡
[00:06:59.920 --> 00:07:02.320]  他竟然和合本他這樣回應
[00:07:02.320 --> 00:07:05.800]  他說我憑著什麼可知道這事呢
[00:07:05.800 --> 00:07:10.360]  我已經老了我妻子也年紀老了
[00:07:10.360 --> 00:07:15.160]  這個和合本的翻譯未必能夠讓今天的人明白
[00:07:15.160 --> 00:07:17.080]  但是如果簡單一點來講
[00:07:17.080 --> 00:07:20.840]  用今天的廣東話翻譯出來就是說
[00:07:20.840 --> 00:07:23.520]  我都不知道是不是你說的話
[00:07:23.520 --> 00:07:25.960]  我又老了我老婆又老了
[00:07:25.960 --> 00:07:30.200]  其實這種的回應
[00:07:30.200 --> 00:07:37.800]  天使一眼就看得出他是一個不信的狀態
[00:07:37.800 --> 00:07:42.720]  所以天使和他說我來到報給你這個信息
[00:07:42.720 --> 00:07:49.280]  我是哪一個我是加巴列站在上帝面前的一位天使
[00:07:49.280 --> 00:07:52.800]  我的來源得到這一切的預言
[00:07:52.800 --> 00:07:56.560]  宣告不是出自於我自己而是出自上帝
[00:07:56.560 --> 00:07:57.840]  一個這麼好的信息
[00:07:57.840 --> 00:08:00.760]  上帝也應驗了你多年的禱告
[00:08:00.760 --> 00:08:08.200]  但是你卻換來的是不信
[00:08:08.200 --> 00:08:11.640]  這個不信我們上次多講一件事
[00:08:11.640 --> 00:08:17.520]  就是上帝不會放棄一個真是願意跟隨他的人
[00:08:17.520 --> 00:08:22.520]  上帝會給他功課給一些屬靈的功課給他去學習
[00:08:22.520 --> 00:08:24.920]  讓他能夠補課
[00:08:24.920 --> 00:08:29.080]  可以得到重新的明白
[00:08:29.080 --> 00:08:31.240]  建立他的靈性
[00:08:31.240 --> 00:08:35.000]  然後再給他補考去享受
[00:08:35.000 --> 00:08:38.640]  這些故事在之後第二章裏面
[00:08:38.640 --> 00:08:41.040]  或者第一章尾有講
[00:08:41.040 --> 00:08:43.280]  我們在這裏不詳細講了
[00:08:43.280 --> 00:08:48.480]  不過在這裏讓我用一個引言
[00:08:48.480 --> 00:08:51.680]  去讓大家一起思想一下
[00:08:51.680 --> 00:08:55.200]  當天使說撒加利亞不信的時候
[00:08:55.200 --> 00:08:57.880]  就讓我們去想到在聖經裏面
[00:08:57.880 --> 00:09:00.240]  還有哪一個人
[00:09:00.240 --> 00:09:06.400]  也都是同樣上帝很欣賞呼召他
[00:09:06.400 --> 00:09:10.160]  但是他同樣都不信的呢
[00:09:10.160 --> 00:09:14.080]  如果大家有機會的打開文素記的第二十章
[00:09:14.080 --> 00:09:16.440]  Numbers Chapter 20
[00:09:16.440 --> 00:09:22.400]  在裏面在文素記的第二十章的第十二節當中
[00:09:22.400 --> 00:09:27.360]  有一位人物同樣被上帝指出他的不信
[00:09:27.360 --> 00:09:29.600]  這個人物就叫做摩西
[00:09:29.600 --> 00:09:31.400]  如果大家有聖經的
[00:09:31.400 --> 00:09:37.160]  我們一起去看一看文素記的第二十章
[00:09:37.160 --> 00:09:45.680]  這篇經文你們應該很熟的
[00:09:45.680 --> 00:09:48.280]  第二十章
[00:09:48.280 --> 00:09:50.640]  第二十章的開頭介紹給我們知道
[00:09:50.640 --> 00:09:55.320]  以色列民去到一個地方叫做加底斯
[00:09:55.320 --> 00:10:01.480]  米利安就是摩西的姐姐就在這裏死了
[00:10:01.480 --> 00:10:04.680]  在當時就沒有水喝
[00:10:04.680 --> 00:10:05.840]  沒有水喝怎麼樣呢
[00:10:05.840 --> 00:10:09.720]  以色列的眾民就走來攻擊摩西
[00:10:09.720 --> 00:10:13.280]  然後就說你們這樣搞
[00:10:13.280 --> 00:10:17.120]  透過你的掌興和你要我們死在這個礦野裏
[00:10:17.120 --> 00:10:19.360]  渴死我們呀
[00:10:19.360 --> 00:10:21.360]  當我們仔細去看一下
[00:10:21.360 --> 00:10:23.840]  當在這樣的情況之下
[00:10:23.840 --> 00:10:27.960]  摩西和亞倫真的骨著一口氣
[00:10:27.960 --> 00:10:30.400]  但是在第七節裏面
[00:10:30.400 --> 00:10:33.400]  耶和華神就這樣向摩西說
[00:10:33.400 --> 00:10:38.680]  你拿著杖去和你的哥哥亞倫焦醉會中
[00:10:38.680 --> 00:10:43.360]  在他們眼前吩咐盤石出水來
[00:10:43.360 --> 00:10:52.160]  水就從盤石流出給會眾和他的生畜喝
[00:10:52.160 --> 00:10:55.400]  這段是很熟悉的經文
[00:10:55.400 --> 00:10:57.880]  但是很多時候我們會混亂了
[00:10:57.880 --> 00:11:01.840]  在同樣當他們去到出埃及的時候
[00:11:01.840 --> 00:11:06.040]  上帝同樣講過叫以色列民
[00:11:06.040 --> 00:11:09.400]  當他們出到埃及地之後沒有水喝
[00:11:09.400 --> 00:11:13.440]  摩西同樣面對類似的經歷的時候
[00:11:13.440 --> 00:11:18.960]  上帝叫摩西做的是擊打盤石出水
[00:11:18.960 --> 00:11:23.080]  在這次上帝叫他吩咐盤石出水
[00:11:23.080 --> 00:11:24.520]  但是誰不知
[00:11:24.520 --> 00:11:27.320]  摩西他沒有這樣做
[00:11:27.320 --> 00:11:34.480]  摩西翻版上次上帝叫他的指示
[00:11:34.480 --> 00:11:38.040]  叫他吩咐他就不吩咐
[00:11:38.040 --> 00:11:41.560]  他反而又擊打盤石出水
[00:11:41.560 --> 00:11:45.400]  水出不出?水同樣都出
[00:11:45.400 --> 00:11:49.800]  但是上帝在第十二節就這樣回應摩西說
[00:11:49.800 --> 00:11:51.960]  他說聖經這樣說
[00:11:51.960 --> 00:11:54.720]  耶華對摩西亞倫說
[00:11:54.720 --> 00:11:59.120]  因為你們不信我
[00:11:59.120 --> 00:12:02.560]  不在以色列眼前尊我為聖
[00:12:02.560 --> 00:12:05.600]  所以你們必不得
[00:12:05.600 --> 00:12:11.040]  領者會種進我所賜給他們的地去
[00:12:11.040 --> 00:12:15.840]  那塊地的水同樣叫米利巴水
[00:12:15.840 --> 00:12:18.600]  弟兄姊妹
[00:12:18.600 --> 00:12:21.960]  摩西都不信上帝說
[00:12:21.960 --> 00:12:25.720]  你和我會不會都不信呢?
[00:12:25.720 --> 00:12:27.400]  我是基督徒來的
[00:12:27.400 --> 00:12:29.560]  會不會不信?
[00:12:29.560 --> 00:12:33.760]  會,我們同樣都會
[00:12:33.760 --> 00:12:40.600]  但是上帝不會因為我們一次的不信
[00:12:40.600 --> 00:12:44.880]  而抹殺一切我們對上帝的忠誠
[00:12:44.880 --> 00:12:50.240]  摩西和撒加利亞有同一個特色
[00:12:50.240 --> 00:12:57.120]  上帝為什麼不會將他們一下子抹殺呢?
[00:12:57.120 --> 00:12:59.920]  而且更加讓他們繼續去侍奉呢?
[00:12:59.920 --> 00:13:03.120]  又給機會他們去補課呢?
[00:13:03.120 --> 00:13:05.200]  就是因為他們兩個都有同一個特色
[00:13:05.200 --> 00:13:06.760]  就是忠誠
[00:13:06.760 --> 00:13:10.520]  他上帝都是同樣的忠誠
[00:13:10.520 --> 00:13:17.920]  摩西他想履行上帝的工作
[00:13:17.920 --> 00:13:22.800]  帶以色列人進到英許地裏面
[00:13:22.800 --> 00:13:26.000]  就是因為這份忠誠
[00:13:26.000 --> 00:13:28.760]  忠誠果龍
[00:13:28.760 --> 00:13:31.480]  而當一個人忠誠果龍的時候
[00:13:31.480 --> 00:13:36.800]  就很容易見問題就按自己的想法去處理
[00:13:36.800 --> 00:13:40.920]  就忘記了上帝那一刻給你的指示
[00:13:40.920 --> 00:13:43.880]  上帝那一刻給摩西的指示
[00:13:43.880 --> 00:13:49.040]  是吩咐盤石出水
[00:13:49.040 --> 00:13:52.240]  他既然先前做過了
[00:13:52.240 --> 00:13:55.480]  阿倫都見過了
[00:13:55.480 --> 00:13:58.760]  上帝的命令重要
[00:13:58.760 --> 00:14:04.280]  還是我的侍奉經驗重要呢?
[00:14:04.280 --> 00:14:09.560]  摩西選擇了他的侍奉經驗
[00:14:09.560 --> 00:14:14.320]  撒加利亞為什麼不信天使的講話?
[00:14:14.320 --> 00:14:19.320]  因為他相信了他侍奉的經驗
[00:14:19.320 --> 00:14:20.840]  侍奉的經驗是什麼?
[00:14:20.840 --> 00:14:23.360]  以前是打盤石就出水
[00:14:23.360 --> 00:14:25.960]  解決問題上帝我幫你
[00:14:25.960 --> 00:14:30.720]  速速搞定這班這麼麻煩的以色列民
[00:14:30.720 --> 00:14:33.480]  但誰不知他卻因此
[00:14:33.480 --> 00:14:37.880]  過份忠誠而失去了聽上帝這一刻
[00:14:37.880 --> 00:14:40.680]  這麼特別的指示
[00:14:40.680 --> 00:14:42.680]  撒加利亞同樣一樣
[00:14:42.680 --> 00:14:47.600]  上帝你要我在這一刻再次生子
[00:14:47.600 --> 00:14:51.480]  我的經驗告訴我這一刻不是我再生子
[00:14:51.480 --> 00:14:54.560]  因為我有老我太太都老了
[00:14:54.560 --> 00:14:57.600]  我不行了
[00:14:57.600 --> 00:15:00.320]  不如用別的方法吧
[00:15:00.320 --> 00:15:01.680]  所以他就出一句
[00:15:01.680 --> 00:15:04.640]  都不知道是不是的
[00:15:04.640 --> 00:15:11.320]  來否定了上帝透過天使加百列的宣告
[00:15:11.320 --> 00:15:16.240]  這個就是整個福圖畫的前設
[00:15:16.240 --> 00:15:22.480]  不信是常常會藏在你和我的生命當中
[00:15:22.480 --> 00:15:25.160]  即是說你是一個異人
[00:15:25.160 --> 00:15:26.960]  異人是一個身份
[00:15:26.960 --> 00:15:28.800]  不是一個行為
[00:15:28.800 --> 00:15:30.960]  我再重複講一次
[00:15:30.960 --> 00:15:33.120]  異人是一個身份
[00:15:33.120 --> 00:15:35.000]  你作為異人
[00:15:35.000 --> 00:15:36.320]  作為基督徒
[00:15:36.320 --> 00:15:37.840]  神的子民
[00:15:37.840 --> 00:15:40.160]  是一個身份
[00:15:40.160 --> 00:15:42.720]  你會竭力去保守這個身份
[00:15:42.720 --> 00:15:45.240]  竭力去成為上帝所喜悅的人
[00:15:45.240 --> 00:15:47.320]  我們將來遲些會講的
[00:15:47.320 --> 00:15:49.560]  但是這個身份
[00:15:49.560 --> 00:15:51.720]  不代表我們在過程當中
[00:15:51.720 --> 00:15:53.440]  我們不會有錯失
[00:15:53.440 --> 00:15:56.480]  因為始終我們仍然會在一個罪的世界裏面
[00:15:56.480 --> 00:16:00.560]  我們仍然是會犯錯
[00:16:00.560 --> 00:16:03.480]  如果上帝在這一刻見到你的錯
[00:16:03.480 --> 00:16:07.080]  不採取行動的話
[00:16:07.080 --> 00:16:11.120]  往後你怎能夠承擔去教育
[00:16:11.120 --> 00:16:15.320]  施洗約翰成為一個真是上帝
[00:16:15.320 --> 00:16:20.680]  使他有以利亞心智的僕人呢
[00:16:20.680 --> 00:16:24.640]  所以這是一個很關鍵的時間
[00:16:24.640 --> 00:16:28.040]  亦都承接回盧家福音所講的
[00:16:28.040 --> 00:16:30.160]  每一個信徒一生其實在這裏
[00:16:30.160 --> 00:16:31.920]  當上帝有啟示的時候
[00:16:31.920 --> 00:16:34.320]  我們不住要去印證又印證
[00:16:34.320 --> 00:16:36.440]  去上帝的教導
[00:16:36.440 --> 00:16:40.560]  怎樣是真實可以實踐在我們生命生活當中
[00:16:40.560 --> 00:16:42.960]  藉此而去學曉
[00:16:42.960 --> 00:16:45.560]  上帝你就是那個「渣匪人」
[00:16:45.560 --> 00:16:47.480]  你才是那個「話事」的人
[00:16:47.480 --> 00:16:50.920]  那個最終要毀身的人
[00:16:50.920 --> 00:16:54.520]  在這個種種的條件之下
[00:16:54.520 --> 00:16:59.040]  讓我們看見上帝要讓撒加利亞
[00:16:59.040 --> 00:17:03.360]  要承接去養育施洗約翰
[00:17:03.360 --> 00:17:07.680]  那個情況其實和末世
[00:17:07.680 --> 00:17:13.560]  雖然上帝說你不能帶以色列進入英許地裏面
[00:17:13.560 --> 00:17:15.600]  但是大家不要忘記
[00:17:15.600 --> 00:17:18.240]  摩西做了一件更大的
[00:17:18.240 --> 00:17:21.120]  在上帝裏面的侍奉
[00:17:21.120 --> 00:17:25.360]  就是他寫成了生命記
[00:17:25.360 --> 00:17:31.160]  生命記是摩西不在英許地裏面的時候
[00:17:31.160 --> 00:17:36.000]  已經寫到出來的書卷
[00:17:36.000 --> 00:17:42.480]  上帝讓摩西在這個功課上學習
[00:17:42.480 --> 00:17:45.440]  讓他有更高一層次的侍奉
[00:17:45.440 --> 00:17:49.160]  然後才接他離開
[00:17:49.160 --> 00:17:52.120]  撒加利亞怎樣迎接呢?
[00:17:52.120 --> 00:17:56.080]  怎樣能夠真是將上帝這份祝福
[00:17:56.080 --> 00:17:58.680]  能夠成為他有所承擔
[00:17:58.680 --> 00:18:00.800]  那份力量繼續去走呢?
[00:18:00.800 --> 00:18:02.840]  所以今天我們會繼續看
[00:18:02.840 --> 00:18:07.880]  從第二十一節到第二十五節這個部份
[00:18:07.880 --> 00:18:09.640]  在這個部份裏面
[00:18:09.640 --> 00:18:12.240]  讓我們去看到
[00:18:12.240 --> 00:18:14.320]  我們作為神的子民
[00:18:14.320 --> 00:18:20.720]  作為今天我們作為上主的信徒
[00:18:20.720 --> 00:18:24.280]  我們怎樣去預備好自己有所承擔
[00:18:24.280 --> 00:18:27.440]  那個過程未必是你喜歡的
[00:18:27.440 --> 00:18:29.640]  不過它是最有益處的
[00:18:29.640 --> 00:18:32.680]  讓我們去分開兩個部份來看
[00:18:32.680 --> 00:18:36.320]  第一個部份第二十一節到第二十三節
[00:18:36.320 --> 00:18:39.840]  讓我們在這裏首先學會一件事
[00:18:39.840 --> 00:18:45.360]  侍奉不是滿足別人以及自己的期望
[00:18:45.360 --> 00:18:48.200]  為甚麼這麼重要?
[00:18:48.200 --> 00:18:53.280]  因為當施洗約翰在撒加利亞栽培的時候
[00:18:53.280 --> 00:18:56.360]  他甚至要到他違背皇命
[00:18:56.360 --> 00:19:00.960]  都要將上帝的道理原則告訴給
[00:19:00.960 --> 00:19:04.640]  這位應該要悔改但沒有悔改的
[00:19:04.640 --> 00:19:07.040]  希律王之道
[00:19:07.040 --> 00:19:14.000]  這個生命是撒加利亞自己要新鮮事出去教導實踐
[00:19:14.000 --> 00:19:17.680]  經過歷練之後傳遞給他的兒子
[00:19:17.680 --> 00:19:20.120]  我們一起去看看這段聖經說甚麼
[00:19:20.120 --> 00:19:22.120]  第二十一節到第二十三節
[00:19:22.120 --> 00:19:25.200]  找到之後我們一起讀一下好不好?
[00:19:25.200 --> 00:19:27.240]  我們一起讀
[00:19:27.240 --> 00:19:30.400]  百姓等候撒加利亞
[00:19:30.400 --> 00:19:33.600]  差異他許久在殿裏
[00:19:33.600 --> 00:19:37.800]  及至他出來不能和他們說話
[00:19:37.800 --> 00:19:41.880]  他們就知道他在殿裏見了異象
[00:19:41.880 --> 00:19:45.560]  因為他直向他們打手勢
[00:19:45.560 --> 00:19:47.560]  警成了啞巴
[00:19:47.560 --> 00:19:52.320]  他公職的日子滿就回家去了
[00:19:52.320 --> 00:19:57.720]  看來好像一篇很簡單平鋪直敘
[00:19:57.720 --> 00:20:02.160]  講到一個祭司他的一個特別的經歷
[00:20:02.160 --> 00:20:05.720]  然後他會眾的回應
[00:20:05.720 --> 00:20:07.720]  接著講他退休
[00:20:07.720 --> 00:20:09.720]  大家就完結了
[00:20:09.720 --> 00:20:11.280]  是不是這樣呢?
[00:20:11.280 --> 00:20:13.280]  如果你是這樣看
[00:20:13.280 --> 00:20:18.200]  你就漏了很多在這段聖經裏面的教導
[00:20:18.200 --> 00:20:20.200]  首先我們去看一下
[00:20:20.200 --> 00:20:25.160]  這一刻撒加利亞的侍奉
[00:20:25.160 --> 00:20:29.280]  是處於一個什麼樣的光景
[00:20:29.280 --> 00:20:32.240]  從人的角度來計
[00:20:32.240 --> 00:20:37.280]  撒加利亞在這一刻正處於侍奉人生的巔峰
[00:20:37.280 --> 00:20:40.960]  能夠有幸可以被選並且制籤
[00:20:40.960 --> 00:20:44.120]  進入到聖殿裏面進行硝香
[00:20:44.120 --> 00:20:47.440]  在很多群眾裏面的心目中
[00:20:47.440 --> 00:20:51.000]  這個真的很值得去參與
[00:20:51.000 --> 00:20:53.000]  甚至去看一下
[00:20:53.000 --> 00:20:56.600]  好像有些牧者他的侍奉
[00:20:56.600 --> 00:21:00.000]  不要說很驚人
[00:21:00.000 --> 00:21:02.680]  很惹人注目的
[00:21:02.680 --> 00:21:08.960]  於是就有很多會友或者群眾
[00:21:08.960 --> 00:21:11.760]  就去擁擠著他一起去看一下
[00:21:11.760 --> 00:21:15.400]  究竟發生了什麼事件
[00:21:15.400 --> 00:21:19.960]  這班人的心態是不是真的想追求真理呢?
[00:21:19.960 --> 00:21:25.520]  還是只不過因為宗教的緣故一起去擠擁參加呢?
[00:21:25.520 --> 00:21:27.520]  很多人回教會都是這樣的
[00:21:27.520 --> 00:21:30.400]  回教會並非一定是真的想追求真理
[00:21:30.400 --> 00:21:33.960]  只不過因為節期所以我又去了
[00:21:33.960 --> 00:21:38.200]  我曾經在很多年傳信主初期
[00:21:38.200 --> 00:21:43.560]  和幾個弟兄一起聖誕節參加教會的晚間
[00:21:43.560 --> 00:21:47.560]  平安夜崇拜我們是沒有的
[00:21:47.560 --> 00:21:50.360]  我們沒有不是說其他教會沒有
[00:21:50.360 --> 00:21:57.040]  接著我和弟兄參加完自己的教會崇拜之後
[00:21:57.040 --> 00:22:00.440]  我們參加都很晚了
[00:22:00.440 --> 00:22:02.440]  參加完都十點多
[00:22:02.440 --> 00:22:05.840]  我說大家回家了
[00:22:05.840 --> 00:22:08.960]  或者有沒有興趣吃點東西才回家
[00:22:08.960 --> 00:22:11.920]  他說沒有了我現在趕著去另一間教會
[00:22:11.920 --> 00:22:13.920]  我說你趕著去哪間教會
[00:22:13.920 --> 00:22:16.680]  他說多去兩間會好一點
[00:22:16.680 --> 00:22:18.200]  我說為什麼好一點
[00:22:18.200 --> 00:22:22.720]  其他教會的平安夜是過夜的
[00:22:22.720 --> 00:22:23.920]  我們到十點就完了
[00:22:23.920 --> 00:22:25.560]  他們是過夜的
[00:22:25.560 --> 00:22:29.880]  我們去趕下場齊全一點
[00:22:29.880 --> 00:22:32.120]  很多人是這樣信主的
[00:22:32.120 --> 00:22:34.400]  平日不回教會的
[00:22:34.400 --> 00:22:36.800]  大時大節就多去兩間
[00:22:36.800 --> 00:22:39.880]  趕著去希望透過這樣可以
