
[00:00:00.000 --> 00:00:05.000]  「歷史總是會重演的」
[00:05:39.520 --> 00:05:44.920]  當時這班以色列民因為拜巴力皮爾
[00:05:44.920 --> 00:05:47.760]  結果就帶來了瘟疫
[00:05:47.760 --> 00:05:52.840]  還死了二萬四千人,就是這件事了
[00:05:52.840 --> 00:06:00.480]  正因為阿倫在第二十章文數記的時候已經離世
[00:06:00.480 --> 00:06:04.120]  所以在第一節的下半節
[00:06:04.120 --> 00:06:10.680]  接著就提到耶和華去曉諭,說給摩西
[00:06:10.680 --> 00:06:16.200]  還有和濟斯阿倫的兒子以利亞撒說
[00:06:16.200 --> 00:06:20.480]  你們要將以色列全會眾
[00:06:20.480 --> 00:06:22.600]  按他們的宗族犯
[00:06:22.600 --> 00:06:25.440]  以色列中從二十歲以外的
[00:06:25.440 --> 00:06:29.840]  能出去打仗的去計算總數
[00:06:29.840 --> 00:06:32.000]  即是經過了差不多四十年
[00:06:32.000 --> 00:06:36.800]  神叫他們進行第二次的人口普查
[00:06:36.800 --> 00:06:42.960]  由於數點人數是為了打仗做準備
[00:06:42.960 --> 00:06:47.200]  所以基本上那個基準是一樣的
[00:06:47.200 --> 00:06:51.840]  是要數那些登記那些二十歲以外
[00:06:51.840 --> 00:06:54.720]  即是以上的男丁
[00:06:54.720 --> 00:06:58.320]  如果我們將以下的數字
[00:06:58.320 --> 00:07:02.640]  和第一次的人口普查做個對比
[00:07:02.640 --> 00:07:05.080]  我弄了個表給大家看
[00:07:05.080 --> 00:07:09.720]  那你就會見到不同支派究竟有什麼變化
[00:07:09.720 --> 00:07:14.480]  你見到第一次是第一章,現在是二十六章
[00:07:14.480 --> 00:07:16.880]  又多了又少了,是不是?
[00:07:16.880 --> 00:07:21.400]  裡面,西面,加德,有些是加,有些是減
[00:07:21.400 --> 00:07:23.680]  有些是多些,有些是少些
[00:07:23.680 --> 00:07:27.920]  猶大,以撒加,西布倫
[00:07:27.920 --> 00:07:31.760]  以法連,馬拿西,辯雅敏
[00:07:31.760 --> 00:07:35.080]  但,阿切,拿弗他利
[00:07:35.080 --> 00:07:40.520]  好了,之後他就有個總數
[00:07:40.520 --> 00:07:44.960]  有加有減,五十一節經文告訴我們
[00:07:44.960 --> 00:07:51.880]  以色列人中被數的共有六十萬零一千七百三十個
[00:07:51.880 --> 00:07:55.360]  這個數字比起第一章
[00:07:55.360 --> 00:07:59.320]  也有個總數,四十五節,四十六節說的
[00:07:59.320 --> 00:08:04.320]  當時的總數是六十萬三千五百五十
[00:08:04.320 --> 00:08:09.160]  那你減一減,基本上是少了
[00:08:09.160 --> 00:08:13.400]  少了一點點,一千八百二十人
[00:08:13.400 --> 00:08:17.160]  大概是百分之零點三
[00:08:17.160 --> 00:08:24.160]  其實基本上,對比由他們剛剛出埃及到現在
[00:08:24.160 --> 00:08:27.760]  都可以說基本上沒有變,是不是?
[00:08:27.760 --> 00:08:34.040]  就是百分之零點三,千分之三而已,很小
[00:08:34.040 --> 00:08:36.840]  當我們回望過去的歷史
[00:08:36.840 --> 00:08:41.680]  上一代的以色列人,當他們出埃及之後
[00:08:41.680 --> 00:08:45.640]  其實,告訴我們,是不斷地犯罪
[00:08:45.640 --> 00:08:50.680]  兜兜轉轉,在曠野花了四十年
[00:08:50.680 --> 00:08:53.080]  在這四十年裏面
[00:08:53.080 --> 00:08:59.040]  那六十萬人,基本上是陸陸續續地離開世界
[00:08:59.040 --> 00:09:02.560]  除了約書亞和吳嘉勒
[00:09:02.560 --> 00:09:06.880]  基本上,這六十萬人減兩個的屍體
[00:09:06.880 --> 00:09:10.800]  可以這樣說,是遍佈了曠野不同的地方
[00:09:10.800 --> 00:09:13.240]  你想像得到的
[00:09:13.240 --> 00:09:19.200]  所以,除了約書亞和嘉勒之外
[00:09:19.200 --> 00:09:22.600]  這一代二十歲以上的以色列人
[00:09:22.600 --> 00:09:26.160]  沒有一個可以進入到加南地
[00:09:26.160 --> 00:09:33.120]  如果我們很快跳到這一章的結束的時候
[00:09:33.120 --> 00:09:36.360]  在六十四至六十五節
[00:09:36.360 --> 00:09:40.080]  神仍然沒有忘記要做一個結論
[00:09:40.080 --> 00:09:43.320]  講清楚重申這件事
[00:09:43.320 --> 00:09:44.880]  但從被數的人中
[00:09:44.880 --> 00:09:47.680]  沒有一個是摩西和祭司亞倫
[00:09:47.680 --> 00:09:52.080]  從前在西乃的曠野所數的以色列人
[00:09:52.080 --> 00:09:54.200]  因為耶和華論到他們說
[00:09:54.200 --> 00:09:56.760]  他們必要死在曠野
[00:09:56.760 --> 00:10:00.200]  所以除了耶穌尼的兒子嘉勒
[00:10:00.200 --> 00:10:02.520]  和暖暖的兒子約書亞以外
[00:10:02.520 --> 00:10:05.800]  連一個人也沒有存留
[00:10:05.800 --> 00:10:08.040]  講得清清楚楚
[00:10:08.040 --> 00:10:11.720]  六十萬人,死剩兩個
[00:10:11.720 --> 00:10:15.440]  但是神對於以色列人的先祖
[00:10:15.440 --> 00:10:17.880]  阿布拉罕、以薩、瓦割
[00:10:17.880 --> 00:10:21.960]  他們的應許仍然沒有變
[00:10:21.960 --> 00:10:25.760]  即使絕大部分的以色列人
[00:10:25.760 --> 00:10:28.960]  都因為犯罪的緣故進不了加南地
[00:10:28.960 --> 00:10:33.640]  但是仍然沒有他們新的一代
[00:10:33.640 --> 00:10:38.840]  是可以繼承神給他們的應許
[00:10:38.840 --> 00:10:42.360]  人數減了六十萬
[00:10:42.360 --> 00:10:44.760]  幾乎歸於無有
[00:10:44.760 --> 00:10:47.800]  我形容為一K清袋
[00:10:47.800 --> 00:10:52.360]  不過又加上六十萬
[00:10:52.360 --> 00:10:55.040]  這是不是神蹟?
[00:10:55.040 --> 00:10:57.840]  然而這批新的以色列人
[00:10:57.840 --> 00:11:03.200]  竟然能夠繼續成為神所揀選
[00:11:03.200 --> 00:11:05.080]  強大的軍隊
[00:11:05.080 --> 00:11:10.840]  繼承神一早已經說要給他們的留難與物之地
[00:11:10.840 --> 00:11:13.920]  如果不是出於神的看顧
[00:11:13.920 --> 00:11:18.040]  以及他堅定不移的美意
[00:11:18.040 --> 00:11:22.320]  我不知道有什麼原因可以如此
[00:11:22.320 --> 00:11:24.440]  到了新約時代
[00:11:24.440 --> 00:11:27.440]  保羅在《菲律賓書》第一章第六節
[00:11:27.440 --> 00:11:29.680]  其實也是這樣說的
[00:11:29.680 --> 00:11:33.480]  「我深信那在你們心裡動了善工的
[00:11:33.480 --> 00:11:38.840]  必成全者工直到耶穌基督的日子」
[00:11:38.840 --> 00:11:42.760]  所以這位上帝由舊約到新約
[00:11:42.760 --> 00:11:44.360]  一點都沒有改變
[00:11:44.360 --> 00:11:48.680]  「直到你和我的生命都是一樣」
[00:11:48.680 --> 00:11:51.000]  聽了神的吩咐之後
[00:11:51.000 --> 00:11:52.880]  摩西和伊利亞撒
[00:11:52.880 --> 00:11:59.800]  就跟著列出了一個長得不得了的名單
[00:11:59.800 --> 00:12:02.520]  跟第一次人口普查不同
[00:12:02.520 --> 00:12:06.080]  第二十六章其實沒有說到
[00:12:06.080 --> 00:12:10.520]  哪些人幫他做人口普查
[00:12:10.520 --> 00:12:13.240]  沒有說分派這個這個這個
[00:12:13.240 --> 00:12:16.640]  這次沒有說那些支派首領的名字
[00:12:16.640 --> 00:12:22.200]  反而是列出了不同的支派宗族
[00:12:22.200 --> 00:12:24.800]  每個宗族都是按照
[00:12:24.800 --> 00:12:31.520]  他們在十二位先祖最初的後裔的名字來命名
[00:12:31.520 --> 00:12:34.640]  而這一章正因為這樣的緣故
[00:12:34.640 --> 00:12:41.080]  就好像把人口統計和家譜放在一起
[00:12:41.080 --> 00:12:45.040]  因為有家譜的成份在其中
[00:12:45.040 --> 00:12:48.080]  所以作者在這一連串
[00:12:48.080 --> 00:12:51.760]  好像很冗長的數目字裏面
[00:12:51.760 --> 00:12:54.280]  就提出了幾件事
[00:12:54.280 --> 00:12:56.200]  他不只是數百攬地數完
[00:12:56.200 --> 00:12:58.280]  中間有些事情發生
[00:12:58.280 --> 00:12:59.640]  他是拿出來說
[00:12:59.640 --> 00:13:01.880]  很值得我們留意的
[00:13:01.880 --> 00:13:03.880]  有一個小的段落
[00:13:03.880 --> 00:13:05.800]  我想請大家和我一起讀的
[00:13:05.800 --> 00:13:08.480]  就是第九至第十一節
[00:13:08.480 --> 00:13:10.120]  預備起
[00:13:10.120 --> 00:13:12.840]  以利亞的眾子是尼姆尼
[00:13:12.840 --> 00:13:14.560]  大丹阿比蘭
[00:13:14.560 --> 00:13:19.080]  這大丹阿比蘭就是從惠中選召的
[00:13:19.080 --> 00:13:23.560]  與可拉一黨同向耶和華爭鬧的時候
[00:13:23.560 --> 00:13:26.840]  也向摩西亞倫爭鬧
[00:13:26.840 --> 00:13:30.080]  地便開口叫他們
[00:13:30.080 --> 00:13:34.080]  和可拉可拉黨類一同死亡
[00:13:34.080 --> 00:13:37.680]  那時火燒滅了二百五十個人
[00:13:37.680 --> 00:13:40.160]  他們就作了警戒
[00:13:40.160 --> 00:13:44.000]  然而可拉的眾子沒有死亡
[00:13:44.000 --> 00:13:48.760]  可拉一黨的人去挑戰摩西亞倫這件事
[00:13:48.760 --> 00:13:51.080]  是發生在《問數記》十六章
[00:13:51.080 --> 00:13:53.080]  大家可能都應該有印象的
[00:13:53.080 --> 00:13:56.000]  所以我不再重複了
[00:13:56.000 --> 00:13:57.440]  因為這件事
[00:13:57.440 --> 00:14:00.760]  在第九至第十節就告訴我們
[00:14:00.760 --> 00:14:04.640]  可拉一黨還有大丹阿比蘭
[00:14:04.640 --> 00:14:09.320]  所有一起參與作惡的共犯
[00:14:09.320 --> 00:14:12.520]  基本上都要一起賠上性命
[00:14:12.520 --> 00:14:13.760]  除此之外
[00:14:13.760 --> 00:14:17.440]  在第二十六章這麼長的記述裡
[00:14:17.440 --> 00:14:20.200]  還記述了另外兩件
[00:14:20.200 --> 00:14:23.480]  因為犯罪而死亡的事件
[00:14:23.480 --> 00:14:25.560]  一件在第十九節
[00:14:25.560 --> 00:14:29.040]  經文是這麼說的
[00:14:29.040 --> 00:14:32.240]  猶大兒子是耳和鵝男
[00:14:32.240 --> 00:14:35.320]  這耳和鵝男死在迦南地
[00:14:35.320 --> 00:14:39.400]  這件事發生在《創世記》三十八章
[00:14:39.400 --> 00:14:43.120]  另外一件在第六十一節
[00:14:43.120 --> 00:14:44.560]  經文這麼說
[00:14:44.560 --> 00:14:47.720]  阿答阿比胡在葉胡華面前
[00:14:47.720 --> 00:14:51.160]  獻煩火的時候就死了
[00:14:51.160 --> 00:14:54.760]  這三件事
[00:14:54.760 --> 00:14:56.440]  故事教訓我們
[00:14:56.440 --> 00:15:00.760]  犯罪的結果是會死的
[00:15:00.760 --> 00:15:03.400]  不過在這三件
[00:15:03.400 --> 00:15:08.160]  因為犯罪而引來死亡的事件
[00:15:08.160 --> 00:15:11.600]  對於可拉這件事的技術
[00:15:11.600 --> 00:15:13.760]  其實是特別值得我們留意
[00:15:13.760 --> 00:15:18.240]  因為作者專登在第十一節
[00:15:18.240 --> 00:15:20.640]  就為了這件事
[00:15:20.640 --> 00:15:24.520]  可拉的後裔就加了一個註腳
[00:15:24.520 --> 00:15:28.960]  然而可拉的重子沒有死亡
[00:15:28.960 --> 00:15:33.760]  能夠在跌倒之後站起來
[00:15:33.760 --> 00:15:36.640]  是很不容易的事
[00:15:36.640 --> 00:15:40.760]  大家一定聽過發明家愛迪生
[00:15:40.760 --> 00:15:42.560]  就是這個人
[00:15:42.560 --> 00:15:46.320]  他其中一個非常重要的發明
[00:15:46.320 --> 00:15:50.240]  就是電燈泡
[00:15:50.240 --> 00:15:51.360]  他自己說的
[00:15:51.360 --> 00:15:58.440]  他說他要成功製造一個電燈泡之前
[00:15:58.440 --> 00:16:02.000]  他最低限度失敗了一千次
[00:16:02.000 --> 00:16:04.600]  有一次當他的研究團隊
[00:16:04.600 --> 00:16:07.880]  用了二十四小時不眠不休
[00:16:07.880 --> 00:16:11.440]  製造了一個電燈泡之後
[00:16:11.440 --> 00:16:14.400]  他就找了一個年輕人
[00:16:14.400 --> 00:16:18.240]  幫他拿一個電燈泡上去樓上
[00:16:18.240 --> 00:16:20.880]  要繼續做測試
[00:16:20.880 --> 00:16:24.000]  這個年輕人不知道是不小心
[00:16:24.000 --> 00:16:25.440]  還是戰戰兢兢
[00:16:25.440 --> 00:16:26.760]  上樓梯的時候
[00:16:26.760 --> 00:16:28.880]  一擊
[00:16:28.880 --> 00:16:30.640]  電燈泡就掉到地上
[00:16:30.640 --> 00:16:33.840]  就變成碎片
[00:16:33.840 --> 00:16:34.720]  沒辦法
[00:16:34.720 --> 00:16:40.840]  於是愛迪生就請他的團隊從頭來過
[00:16:40.840 --> 00:16:45.360]  很努力重製這個電燈泡
[00:16:45.360 --> 00:16:46.920]  做好之後
[00:16:46.920 --> 00:16:50.800]  當時的愛迪生做了一件事
[00:16:50.800 --> 00:16:55.680]  他專門叫同一個年輕人
[00:16:55.680 --> 00:17:02.040]  再幫他把這個電燈泡拿上樓上做測試
[00:17:02.040 --> 00:17:04.680]  因著愛迪生這個行動
[00:17:04.680 --> 00:17:09.000]  我相信這個年輕人必定會明白
[00:17:09.000 --> 00:17:14.360]  什麼叫做私姻要恕
[00:17:14.360 --> 00:17:17.880]  如果我們讀聖經的時候有留意的話
[00:17:17.880 --> 00:17:23.560]  可能大家發覺可能在其他書卷
[00:17:23.560 --> 00:17:29.080]  都有提過「可拉」這個名字
[00:17:29.080 --> 00:17:33.120]  其中有一卷書提得特別多
[00:17:33.120 --> 00:17:34.440]  哪裡啊?
[00:17:34.440 --> 00:17:36.920]  詩篇
[00:17:36.920 --> 00:17:38.760]  詩篇四十二至四十九
[00:17:38.760 --> 00:17:42.120]  八十四、八十五、八十七、八十八
[00:17:42.120 --> 00:17:47.760]  一直都說是「可拉」的後裔所寫的
[00:17:47.760 --> 00:17:50.400]  神的恩典就是如此豐富
[00:17:50.400 --> 00:17:53.760]  「可拉」的後裔不單止沒有死
[00:17:53.760 --> 00:17:55.600]  剛才這樣說的,對不對?
[00:17:55.600 --> 00:17:58.040]  神更加不計前嫌
[00:17:58.040 --> 00:18:00.600]  願意祝福祂的後代
[00:18:00.600 --> 00:18:05.960]  讓他們繼續擔當讚美神的職份
[00:18:05.960 --> 00:18:09.480]  在以色列這個屬父神的群體
[00:18:09.480 --> 00:18:13.040]  嘩!這樣也行?
[00:18:13.040 --> 00:18:18.040]  這真是一幅很美的圖畫
[00:18:18.040 --> 00:18:20.760]  回到我們的處境
[00:18:20.760 --> 00:18:23.040]  如果在座的弟兄姊妹
[00:18:23.040 --> 00:18:26.920]  你不是信二代的話
[00:18:26.920 --> 00:18:30.200]  我相信絕大部份都不是信二代
[00:18:30.200 --> 00:18:32.760]  包括我
[00:18:32.760 --> 00:18:37.880]  會想昔日我們信主的時候
[00:18:37.880 --> 00:18:42.520]  就是說我們的父母都未信耶穌,對不對?
[00:18:42.520 --> 00:18:49.200]  甚至可能當時我們的父母
[00:18:49.200 --> 00:18:53.440]  是強烈反對基督教信仰
[00:18:53.440 --> 00:18:55.520]  我不知道有沒有一些弟兄姊妹
[00:18:55.520 --> 00:18:58.800]  你的父母是這樣的
[00:18:58.800 --> 00:19:06.240]  不過神仍然好像對待「可拉」的眾子一樣
[00:19:06.240 --> 00:19:08.920]  願意接納我們
[00:19:08.920 --> 00:19:14.240]  讓我們能夠得到這份救贖的恩典
[00:19:14.240 --> 00:19:15.560]  我想說
[00:19:15.560 --> 00:19:21.720]  上帝的恩典在我們生命當中是很豐富的
[00:19:21.720 --> 00:19:24.200]  回到這些數目字
[00:19:24.200 --> 00:19:27.600]  就著二十六章這些數字
[00:19:27.600 --> 00:19:30.480]  剛才大家一直看的表
[00:19:30.480 --> 00:19:33.360]  我不知道你有沒有留意到
[00:19:33.360 --> 00:19:36.520]  其中有一個支派
[00:19:36.520 --> 00:19:40.400]  它的人數的跌幅是很大的
[00:19:40.400 --> 00:19:45.080]  是十二至第十四節的西面
[00:19:45.080 --> 00:19:50.000]  這個支派在第一次數點人數的時候
[00:19:50.000 --> 00:19:52.680]  它是排第三的
[00:19:52.680 --> 00:19:56.960]  即是三甲裡面排第三
[00:19:56.960 --> 00:20:00.880]  不過因為某些原因
[00:20:00.880 --> 00:20:04.240]  去到第二次數點人數的時候
[00:20:04.240 --> 00:20:07.920]  人數跌了差不多四萬人
[00:20:07.920 --> 00:20:11.160]  六十多個百分比
[00:20:11.160 --> 00:20:16.840]  變成了排最後人數最少的支派
[00:20:16.840 --> 00:20:17.960]  某些原因
[00:20:17.960 --> 00:20:19.360]  什麼原因
[00:20:19.360 --> 00:20:22.680]  就是因為它們在第二十五章的時候
[00:20:22.680 --> 00:20:26.560]  受米顛人的引誘陷在最終
[00:20:26.560 --> 00:20:30.880]  所以去到生命記的第三十三章
[00:20:30.880 --> 00:20:35.080]  那裡記載當摩西臨終
[00:20:35.080 --> 00:20:40.080]  為以色列十二個支派祝福的時候
[00:20:40.080 --> 00:20:42.800]  沒有他們的份
[00:20:42.800 --> 00:20:45.640]  摩西一粒聲也沒有出過
[00:20:45.640 --> 00:20:50.160]  然後去到約書亞記十九章第一節的記載
[00:20:50.160 --> 00:20:54.560]  即使之後他們都進入了加南地
[00:20:54.560 --> 00:20:57.200]  他們只能夠生活在
[00:20:57.200 --> 00:21:02.320]  由大支派剩下來的土地中間
[00:21:02.320 --> 00:21:08.880]  我形容西面這個支派是家道中落
[00:21:08.880 --> 00:21:11.760]  實在令人很惋惜
[00:21:11.760 --> 00:21:16.880]  因此神透過數點人數
[00:21:16.880 --> 00:21:19.120]  給了我們第三個提醒
[00:21:19.120 --> 00:21:22.040]  就是要成為新的一代
[00:21:22.040 --> 00:21:26.120]  將要入到加南地的境界
[00:21:26.120 --> 00:21:29.720]  成為下一代人的境界
[00:21:29.720 --> 00:21:33.480]  透過第二次的人口統計
[00:21:33.480 --> 00:21:38.000]  我們除了了解到神的看顧和境界之外
[00:21:38.000 --> 00:21:42.400]  數點人數還有另外一個意義
[00:21:42.400 --> 00:21:49.560]  就是為了五十二至五十六節的分地安排
[00:21:49.560 --> 00:21:55.440]  為了他們將要進入神所給他們的
[00:21:55.440 --> 00:21:58.760]  這個土地做好準備
[00:21:58.760 --> 00:22:03.920]  五十二至五十六節這個分地安排
[00:22:03.920 --> 00:22:08.280]  可以拆成為兩個的部分
[00:22:08.280 --> 00:22:11.000]  五十三至五十四
[00:22:11.000 --> 00:22:12.800]  神就告訴他們
[00:22:12.800 --> 00:22:18.040]  他們是需要按照支派的人口的比例
[00:22:18.040 --> 00:22:22.680]  去決定他們得到的土地面積的大小
[00:22:22.680 --> 00:22:25.880]  就是人多些分到的土地就大些
[00:22:25.880 --> 00:22:28.080]  人少些就小些
[00:22:28.080 --> 00:22:30.440]  然後五十五節
[00:22:30.440 --> 00:22:32.560]  怎樣分哪個去哪裏呢
[00:22:32.560 --> 00:22:34.480]  抽籤
[00:22:34.480 --> 00:22:36.560]  從實際的角度來看
[00:22:36.560 --> 00:22:39.720]  其實這是一個很公平的方法
[00:22:39.720 --> 00:22:41.080]  免得有些人說
[00:22:41.080 --> 00:22:45.160]  你那裏土地肥沃些
[00:22:45.160 --> 00:22:46.480]  土質好些
[00:22:46.480 --> 00:22:48.440]  地理環境好些
[00:22:48.440 --> 00:22:50.840]  諸如此類就不用爭論了
[00:22:50.840 --> 00:22:52.880]  就是因為這樣的方法
[00:22:52.880 --> 00:22:57.440]  是能夠將以色列人平均分佈在
[00:22:57.440 --> 00:23:00.720]  神所應許給他們的地方
[00:23:00.720 --> 00:23:03.160]  這個就是實際的作用
[00:23:03.160 --> 00:23:07.160]  屬令上面其實有什麼意思呢
[00:23:07.160 --> 00:23:08.120]  第一
[00:23:08.120 --> 00:23:11.520]  表明神為他們預備的
[00:23:11.520 --> 00:23:15.720]  這個真是一個很真實的預備
[00:23:15.720 --> 00:23:18.640]  神要告訴這一代的以色列人
[00:23:18.640 --> 00:23:21.360]  叫他們去預示
[00:23:21.360 --> 00:23:22.520]  看前一點
[00:23:22.520 --> 00:23:25.320]  神的應許一定會成就
[00:23:25.320 --> 00:23:27.880]  其實神在四十年前的
[00:23:27.880 --> 00:23:30.680]  第一次的人口普查當中
[00:23:30.680 --> 00:23:35.000]  同樣是這班上一代的以色列人
[00:23:35.000 --> 00:23:37.440]  是一支強大的戰鬥力量
[00:23:37.440 --> 00:23:38.880]  他們有機會
[00:23:38.880 --> 00:23:41.720]  如果他們肯打入加南地的話
[00:23:41.720 --> 00:23:46.320]  是透過戰鬥去展現這個力量的
[00:23:46.320 --> 00:23:49.400]  不過因為他們沒有決心、沒有信心的緣故
[00:23:49.400 --> 00:23:52.640]  這個機會不單止在他們手上流走了
[00:23:52.640 --> 00:23:55.600]  他們還浪費了四十年青春
[00:23:55.600 --> 00:23:58.360]  現在又回到
[00:23:58.360 --> 00:24:01.640]  第一次人口統計相同的情況
[00:24:01.640 --> 00:24:04.920]  他們將要征服加南
[00:24:04.920 --> 00:24:06.200]  不要忘記
[00:24:06.200 --> 00:24:07.760]  來到這裡
[00:24:07.760 --> 00:24:11.800]  其實他們還沒有開始打
[00:24:11.800 --> 00:24:15.720]  神已經將這些地方當作戰利品
[00:24:15.720 --> 00:24:17.920]  來分給他們
[00:24:17.920 --> 00:24:20.720]  第二次的人口普查
[00:24:20.720 --> 00:24:23.280]  是將要為這一班的以色列人
[00:24:23.280 --> 00:24:25.800]  帶來一個新的開始
[00:24:25.800 --> 00:24:27.840]  第一次的時候
[00:24:27.840 --> 00:24:30.840]  沒有提及分地
[00:24:30.840 --> 00:24:33.480]  不過神知道這班以色列人
[00:24:33.480 --> 00:24:35.160]  信心未少
[00:24:35.160 --> 00:24:36.320]  軟弱
[00:24:36.320 --> 00:24:39.080]  所以透過這次分地的安排
[00:24:39.080 --> 00:24:41.320]  說給你們聽
[00:24:41.320 --> 00:24:43.960]  除了你們要為土地而戰
