
[00:00:00.000 --> 00:00:05.000]  我們已經去到《生命記》第十八次的查經了
[00:03:29.280 --> 00:03:32.680]  所以祂才有資格定我們的罪
[00:03:32.680 --> 00:03:37.760]  所以我經常說,一些坐在職位上的法官
[00:03:37.760 --> 00:03:39.760]  他的身份是可以定罪的
[00:03:39.760 --> 00:03:41.480]  但是他自己本身也是一個罪人
[00:03:41.480 --> 00:03:44.680]  可能他定的罪他自己本身也曾經犯罪
[00:03:44.680 --> 00:03:47.880]  但是沒有揭發、沒有被人捉拿
[00:03:47.880 --> 00:03:52.080]  但是因為神是完全聖潔沒有罪
[00:03:52.080 --> 00:03:57.080]  所以祂可以很公正地審判我們每一個人
[00:03:57.080 --> 00:04:01.480]  而祂的公義和聖潔值得我們信賴
[00:04:01.480 --> 00:04:07.280]  記不記得我們看《只有你》,《獨一的真神》
[00:04:07.280 --> 00:04:10.080]  很多人他們敬拜的那些假神
[00:04:10.080 --> 00:04:14.080]  只是想他們的利益,不會想究竟他們有沒有罪
[00:04:14.080 --> 00:04:16.680]  我們曾經看過那張Powerpoint
[00:04:16.680 --> 00:04:19.480]  在國內和台灣有小三廟
[00:04:19.480 --> 00:04:23.280]  拜的那些神是什麼呢?
[00:04:23.280 --> 00:04:25.280]  原來是狐狸來的
[00:04:25.280 --> 00:04:27.280]  因為狐狸精有吸引力
[00:04:27.280 --> 00:04:29.880]  希望可以吸住祂
[00:04:29.880 --> 00:04:32.080]  賜給祂自己有更大的魅力
[00:04:32.080 --> 00:04:35.480]  可以吸引一些異性,特別是男性
[00:04:35.480 --> 00:04:37.880]  破壞別人的家庭,這個神是真的嗎?
[00:04:37.880 --> 00:04:39.880]  我寧願去地獄了
[00:04:39.880 --> 00:04:42.880]  我沒有去過,但是我知識上知道
[00:04:42.880 --> 00:04:44.880]  在香港那些色情場所
[00:04:44.880 --> 00:04:48.480]  他們開工之前是拜什麼呢?
[00:04:48.480 --> 00:04:49.880]  是拜朱白界的
[00:04:49.880 --> 00:04:54.280]  朱白界是西遊記裡面被塑造出來的一個故事
[00:04:54.280 --> 00:04:55.880]  但是這個神是怎麼樣呢?
[00:04:55.880 --> 00:04:59.280]  朱白界因為是色情場所,那時候是好色的
[00:04:59.280 --> 00:05:05.880]  所以拜朱白界就是希望可以吸引更多色情的人去光顧
[00:05:05.880 --> 00:05:09.080]  他們不會想這個神究竟是不是聖潔的
[00:05:09.080 --> 00:05:12.680]  只是某個程度對我有利,那就行了
[00:05:12.680 --> 00:05:15.280]  但是我們所相信的人絕對不是
[00:05:15.280 --> 00:05:17.280]  是一位聖潔的神
[00:05:17.280 --> 00:05:19.280]  所以值得我們去信賴
[00:05:19.280 --> 00:05:22.280]  這個完美的結果是
[00:05:22.280 --> 00:05:26.280]  神的權力是祂神聖的權力
[00:05:26.280 --> 00:05:32.280]  祂不會偏差地為自己的利益做某些事情
[00:05:32.280 --> 00:05:35.280]  神的慈愛是崇正的慈愛
[00:05:35.280 --> 00:05:37.280]  不是情慾的愛
[00:05:37.280 --> 00:05:42.280]  祂真心真意,全心全意是為了我們的好
[00:05:42.280 --> 00:05:45.280]  神的智慧是聖潔的智慧
[00:05:45.280 --> 00:05:47.280]  有很多人很聰明的
[00:05:47.280 --> 00:05:53.280]  但是就會利用他的聰明為自己謀很多的利益
[00:05:53.280 --> 00:05:58.280]  用他的聰明去鞏固自己的地位
[00:05:58.280 --> 00:06:04.280]  甚至利用他的聰明去害了很多無辜的人
[00:06:04.280 --> 00:06:07.280]  但是這些只是世俗的智慧
[00:06:07.280 --> 00:06:11.280]  原來神的聖潔是令到他的權能、慈愛、智慧
[00:06:11.280 --> 00:06:18.280]  等等都是出於單純、完美
[00:06:18.280 --> 00:06:22.280]  所以神是值得我們去尊崇和慶祝
[00:06:22.280 --> 00:06:26.280]  就好像我們剛開始的時候所唱的詩歌
[00:06:26.280 --> 00:06:30.280]  因為神是聖潔所以祂要求我們都要聖潔
[00:06:30.280 --> 00:06:32.280]  人的聖潔是什麼呢?
[00:06:32.280 --> 00:06:34.280]  我們看兩段經文
[00:06:34.280 --> 00:06:36.280]  第二段我曾經讀過
[00:06:36.280 --> 00:06:38.280]  但是我會再重複的來看
[00:06:38.280 --> 00:06:40.280]  我們先看索羅里吉前書第四章的第三節
[00:06:40.280 --> 00:06:42.280]  然後再看前書第一章第十六節
[00:06:42.280 --> 00:06:46.280]  神的旨意就是要你們成為聖潔
[00:06:46.280 --> 00:06:47.280]  遠避淫行
[00:06:47.280 --> 00:06:49.280]  因為經上記著說
[00:06:49.280 --> 00:06:50.280]  你們要聖潔
[00:06:50.280 --> 00:06:52.280]  因為我是聖潔的
[00:06:52.280 --> 00:06:54.280]  這裡很清楚講到
[00:06:54.280 --> 00:06:57.280]  神要求我們成為聖潔就是要遠避淫行
[00:06:57.280 --> 00:07:01.280]  稍後在實際的追求聖潔的行動上
[00:07:01.280 --> 00:07:04.280]  就會再和大家看看這句經文
[00:07:04.280 --> 00:07:07.280]  不是我們要主動去接觸它的
[00:07:07.280 --> 00:07:09.280]  我們要逃避的
[00:07:09.280 --> 00:07:11.280]  接著神就說到
[00:07:11.280 --> 00:07:12.280]  我們要聖潔
[00:07:12.280 --> 00:07:14.280]  因為神是聖潔的
[00:07:14.280 --> 00:07:16.280]  這是神的要求
[00:07:16.280 --> 00:07:19.280]  我們絕對不可以輕忽
[00:07:19.280 --> 00:07:21.280]  這是我們一生之久
[00:07:21.280 --> 00:07:23.280]  需要去追求的目標
[00:07:23.280 --> 00:07:25.280]  很簡單
[00:07:25.280 --> 00:07:28.280]  絕對不能去扭曲那個解釋
[00:07:28.280 --> 00:07:32.280]  我們知不知道自己的身份呢?
[00:07:32.280 --> 00:07:35.280]  你想一想
[00:07:35.280 --> 00:07:38.280]  你是不是基督徒?
[00:07:38.280 --> 00:07:40.280]  是的 我相信你很有把握
[00:07:40.280 --> 00:07:44.280]  那你是不是神的兒女?
[00:07:44.280 --> 00:07:47.280]  是的 我相信你很有把握
[00:07:47.280 --> 00:07:50.280]  你是不是神的僕人?
[00:07:50.280 --> 00:07:52.280]  即使你不是傳道人
[00:07:52.280 --> 00:07:54.280]  但我相信你也會覺得
[00:07:54.280 --> 00:07:56.280]  是的 我應該要服侍神
[00:07:56.280 --> 00:07:59.280]  那你是不是聖徒?
[00:07:59.280 --> 00:08:04.280]  我們有些猶疑
[00:08:04.280 --> 00:08:06.280]  我也有犯錯的
[00:08:06.280 --> 00:08:07.280]  我怎會是聖徒呢?
[00:08:07.280 --> 00:08:09.280]  但不要忘記
[00:08:09.280 --> 00:08:11.280]  當你一信主的時候
[00:08:11.280 --> 00:08:15.280]  你的身份就是聖徒的身份
[00:08:15.280 --> 00:08:17.280]  保羅在哥倫多前書第一章裡
[00:08:17.280 --> 00:08:19.280]  一開始的時候先說
[00:08:19.280 --> 00:08:21.280]  作神的使徒保羅
[00:08:21.280 --> 00:08:26.280]  寫信給哥倫多教會的聖徒
[00:08:26.280 --> 00:08:31.280]  如果你看哥倫多教會的基督徒
[00:08:31.280 --> 00:08:32.280]  所犯的錯
[00:08:32.280 --> 00:08:34.280]  你比聖潔更多
[00:08:34.280 --> 00:08:37.280]  他們紛爭結黨
[00:08:37.280 --> 00:08:39.280]  有時候我們也會有的
[00:08:39.280 --> 00:08:41.280]  去排斥其他人
[00:08:41.280 --> 00:08:44.280]  甚至有時候有些事情
[00:08:44.280 --> 00:08:48.280]  告到一些不信的人面前
[00:08:48.280 --> 00:08:52.280]  還有就是看輕一些貧窮的人
[00:08:52.280 --> 00:08:54.280]  有些錯你一定不會犯的
[00:08:54.280 --> 00:08:55.280]  為甚麼呢?
[00:08:55.280 --> 00:08:58.280]  原來他們竟然跟自己的繼母
[00:08:58.280 --> 00:09:00.280]  發生關係
[00:09:00.280 --> 00:09:03.280]  哥倫多是一個很淫亂的城市
[00:09:03.280 --> 00:09:05.280]  他就沾染了這些風氣
[00:09:05.280 --> 00:09:07.280]  怎麼可能跟繼母發生關係
[00:09:07.280 --> 00:09:09.280]  這是一個亂倫的程度
[00:09:09.280 --> 00:09:11.280]  但是保羅也提醒他們
[00:09:11.280 --> 00:09:12.280]  你是聖徒
[00:09:12.280 --> 00:09:14.280]  怎麼可能是聖徒呢?
[00:09:14.280 --> 00:09:16.280]  保羅其實是故意說
[00:09:16.280 --> 00:09:17.280]  你們是聖徒來的
[00:09:17.280 --> 00:09:19.280]  提醒他們你的身份是甚麼
[00:09:19.280 --> 00:09:21.280]  原來當我們一信主的時候
[00:09:21.280 --> 00:09:23.280]  我們就是聖徒的身份
[00:09:23.280 --> 00:09:24.280]  正如我說
[00:09:24.280 --> 00:09:27.280]  國王和皇后生的小朋友
[00:09:27.280 --> 00:09:30.280]  可能就是公主或者王子
[00:09:30.280 --> 00:09:33.280]  但是王子不一定是英俊瀟灑 騎駐白馬的
[00:09:33.280 --> 00:09:36.280]  王子可能都是會有
[00:09:36.280 --> 00:09:38.280]  很多道德上的偏差
[00:09:38.280 --> 00:09:40.280]  甚至很可能他生出來的時候
[00:09:40.280 --> 00:09:43.280]  當不幸地可能他會弱智的
[00:09:43.280 --> 00:09:44.280]  就是這樣
[00:09:44.280 --> 00:09:47.280]  但是都不選他做王子的身份
[00:09:47.280 --> 00:09:48.280]  是不是?
[00:09:48.280 --> 00:09:50.280]  所以為甚麼皇室的成員
[00:09:50.280 --> 00:09:52.280]  就要有一定的禮儀呢?
[00:09:52.280 --> 00:09:53.280]  這個是很重要的
[00:09:53.280 --> 00:09:55.280]  所以我們在地位上
[00:09:55.280 --> 00:09:57.280]  我們是成性的
[00:09:57.280 --> 00:09:59.280]  我們要感恩
[00:09:59.280 --> 00:10:03.280]  是主耶穌基督的代祟和公義
[00:10:03.280 --> 00:10:05.280]  我們又肯認罪
[00:10:05.280 --> 00:10:06.280]  就蒙許悅納
[00:10:06.280 --> 00:10:08.280]  但是我們不可以
[00:10:08.280 --> 00:10:10.280]  只是在地位上成性
[00:10:10.280 --> 00:10:12.280]  我們就需要追求
[00:10:12.280 --> 00:10:13.280]  在生命上面
[00:10:13.280 --> 00:10:15.280]  在生活上面的成性
[00:10:15.280 --> 00:10:17.280]  那就需要用功夫了
[00:10:17.280 --> 00:10:20.280]  清義在神事我們是無罪
[00:10:20.280 --> 00:10:23.280]  但是成性就是要用功夫
[00:10:23.280 --> 00:10:24.280]  聖經說到
[00:10:24.280 --> 00:10:26.280]  我們要努力的去追求
[00:10:26.280 --> 00:10:29.280]  不然我們怎麼可以朝見神呢?
[00:10:29.280 --> 00:10:31.280]  人非聖潔就不能去見到神
[00:10:31.280 --> 00:10:33.280]  聖潔是指甚麼呢?
[00:10:33.280 --> 00:10:35.280]  就是身體上的聖潔
[00:10:35.280 --> 00:10:37.280]  我們一起來看看
[00:10:37.280 --> 00:10:38.280]  哥倫多前書
[00:10:38.280 --> 00:10:40.280]  第九章第27節
[00:10:40.280 --> 00:10:42.280]  我是攻剋己身
[00:10:42.280 --> 00:10:43.280]  叫身伏我
[00:10:43.280 --> 00:10:45.280]  恐怕我全福音給別人
[00:10:45.280 --> 00:10:47.280]  自己反被棄絕了
[00:10:47.280 --> 00:10:50.280]  這個是保羅自己的經歷
[00:10:50.280 --> 00:10:52.280]  攻剋己身
[00:10:52.280 --> 00:10:54.280]  就是要禁制自己
[00:10:54.280 --> 00:10:56.280]  剋制自己
[00:10:56.280 --> 00:10:58.280]  免得自己放縱
[00:10:58.280 --> 00:10:59.280]  這些情慾
[00:10:59.280 --> 00:11:01.280]  他很清楚地說到
[00:11:01.280 --> 00:11:04.280]  身體就是聖靈的電
[00:11:04.280 --> 00:11:06.280]  我們這個是活著的電
[00:11:06.280 --> 00:11:08.280]  聖靈已經入住在我們生命當中
[00:11:08.280 --> 00:11:10.280]  神和我們的生命是結連的
[00:11:10.280 --> 00:11:12.280]  所以我們在身體上面
[00:11:12.280 --> 00:11:14.280]  就是要去聖潔
[00:11:14.280 --> 00:11:16.280]  肉身的身體
[00:11:16.280 --> 00:11:18.280]  和天生的情慾
[00:11:18.280 --> 00:11:20.280]  都是神賦予給我們的
[00:11:20.280 --> 00:11:21.280]  我上一次也說了
[00:11:21.280 --> 00:11:24.280]  聖也是神賦予給我們的
[00:11:24.280 --> 00:11:26.280]  所以我們才有這個情慾
[00:11:26.280 --> 00:11:28.280]  我們會和我們的配合發生關係
[00:11:28.280 --> 00:11:30.280]  於是我們孕育下一代
[00:11:30.280 --> 00:11:32.280]  我們人是會有食慾的
[00:11:32.280 --> 00:11:34.280]  我們才會來大海吃東西
[00:11:34.280 --> 00:11:35.280]  不會有厭食
[00:11:35.280 --> 00:11:36.280]  我們才有健康的身體
[00:11:36.280 --> 00:11:38.280]  我們會有求之慾
[00:11:38.280 --> 00:11:39.280]  我們覺得有些東西
[00:11:39.280 --> 00:11:40.280]  不是很明白
[00:11:40.280 --> 00:11:41.280]  我們很想知道多一點
[00:11:41.280 --> 00:11:42.280]  這些都是神賦予給我們的
[00:11:42.280 --> 00:11:45.280]  但是全部都是會有界限的
[00:11:45.280 --> 00:11:47.280]  但是很可惜
[00:11:47.280 --> 00:11:51.280]  它就會將這些慾望
[00:11:51.280 --> 00:11:53.280]  超越了應有的界限
[00:11:53.280 --> 00:11:56.280]  身體竟然成為不義的器具
[00:11:56.280 --> 00:11:57.280]  所以保羅就說
[00:11:57.280 --> 00:11:58.280]  我要攻克己身
[00:11:58.280 --> 00:12:01.280]  我要好好的去管理我自己
[00:12:01.280 --> 00:12:05.280]  氣絕不是身體拉靈魂
[00:12:05.280 --> 00:12:06.280]  就是反被氣絕
[00:12:06.280 --> 00:12:08.280]  不然我們犯了錯
[00:12:08.280 --> 00:12:10.280]  我們就會被神放棄
[00:12:10.280 --> 00:12:12.280]  所以身體的軟弱
[00:12:12.280 --> 00:12:14.280]  會引致靈性的軟弱
[00:12:14.280 --> 00:12:16.280]  當年我十幾歲
[00:12:16.280 --> 00:12:17.280]  就看過一本書
[00:12:17.280 --> 00:12:19.280]  這本書我讀得很清楚
[00:12:19.280 --> 00:12:20.280]  很厚的
[00:12:20.280 --> 00:12:21.280]  就叫做
[00:12:21.280 --> 00:12:24.280]  Spiritual depression
[00:12:24.280 --> 00:12:26.280]  靈性軟弱
[00:12:26.280 --> 00:12:28.280]  我想著怎樣可以
[00:12:28.280 --> 00:12:30.280]  去令自己靈性好呢
[00:12:30.280 --> 00:12:31.280]  但是我想不到
[00:12:31.280 --> 00:12:32.280]  第一章講什麼呢
[00:12:32.280 --> 00:12:34.280]  原來是講健康的
[00:12:34.280 --> 00:12:36.280]  講健康
[00:12:36.280 --> 00:12:37.280]  是啊
[00:12:37.280 --> 00:12:38.280]  原來我們的健康
[00:12:38.280 --> 00:12:39.280]  正在影響我們
[00:12:39.280 --> 00:12:41.280]  譬如我們有好的睡眠
[00:12:41.280 --> 00:12:42.280]  有健康的身體
[00:12:42.280 --> 00:12:43.280]  你做事都會好一點
[00:12:43.280 --> 00:12:45.280]  你的反應都會快一點
[00:12:45.280 --> 00:12:47.280]  你去讀神話語的時候
[00:12:47.280 --> 00:12:48.280]  都不會那麼容易
[00:12:48.280 --> 00:12:49.280]  露眉合睡
[00:12:49.280 --> 00:12:50.280]  合眼睡
[00:12:50.280 --> 00:12:52.280]  但是如果你健康差的時候
[00:12:52.280 --> 00:12:53.280]  你反應都慢一點
[00:12:53.280 --> 00:12:55.280]  都容易會出錯
[00:12:55.280 --> 00:12:57.280]  所以原來我們有健康的身體
[00:12:57.280 --> 00:13:00.280]  身體絕對不是邪惡的
[00:13:00.280 --> 00:13:02.280]  雖然我們被聚合制住
[00:13:02.280 --> 00:13:03.280]  但是不要忘記
[00:13:03.280 --> 00:13:04.280]  身體仍然是聖靈的電
[00:13:04.280 --> 00:13:05.280]  這樣的時候
[00:13:05.280 --> 00:13:07.280]  我們就要很小心
[00:13:07.280 --> 00:13:09.280]  我們要阻止
[00:13:09.280 --> 00:13:12.280]  一些短暫的情慾的誘惑
[00:13:12.280 --> 00:13:13.280]  這個很重要
[00:13:13.280 --> 00:13:16.280]  我們很喜歡憑感覺去做事
[00:13:16.280 --> 00:13:21.280]  但是我們很少憑感覺
[00:13:21.280 --> 00:13:23.280]  去做應該要做的事
[00:13:23.280 --> 00:13:26.280]  很簡單舉個例子
[00:13:26.280 --> 00:13:28.280]  你被聖靈的催逼之下
[00:13:28.280 --> 00:13:33.280]  不要再看這麼多網上的資料了
[00:13:33.280 --> 00:13:34.280]  你今天還沒有靈修
[00:13:34.280 --> 00:13:36.280]  好好地靈修吧
[00:13:36.280 --> 00:13:38.280]  你有沒有這個感覺和催逼呢
[00:13:38.280 --> 00:13:40.280]  那你有沒有立刻停止
[00:13:40.280 --> 00:13:42.280]  現在的活動
[00:13:42.280 --> 00:13:44.280]  然後親近神呢
[00:13:44.280 --> 00:13:48.280]  我們很喜歡憑感覺去做事
[00:13:48.280 --> 00:13:51.280]  但是往往放縱自己
[00:13:51.280 --> 00:13:54.280]  而很少憑感覺去做應該要做的事
[00:13:54.280 --> 00:13:57.280]  身體是我們的福音
[00:13:57.280 --> 00:14:00.280]  是幫助我們完成心願的
[00:14:00.280 --> 00:14:02.280]  所以我們要做身體的主人
[00:14:02.280 --> 00:14:04.280]  正如我們做錢財的主人
[00:14:04.280 --> 00:14:07.280]  我們看看羅馬書13章第14節
[00:14:07.280 --> 00:14:10.280]  總要披戴主耶穌基督
[00:14:10.280 --> 00:14:13.280]  不要為肉體安排去放縱私慾
[00:14:13.280 --> 00:14:15.280]  留意到
[00:14:15.280 --> 00:14:20.280]  很少一些犯錯是突然之間的
[00:14:20.280 --> 00:14:23.280]  我們就要小心了
[00:14:23.280 --> 00:14:27.280]  那時候我們犯錯還會安排自己
[00:14:27.280 --> 00:14:29.280]  譬如一對年輕戀人
[00:14:29.280 --> 00:14:31.280]  談戀愛本來是很好的
[00:14:31.280 --> 00:14:33.280]  大家互相分享
[00:14:33.280 --> 00:14:36.280]  但是一被情慾佔據了之後
[00:14:36.280 --> 00:14:38.280]  犯了一次錯就會繼續犯錯下去了
[00:14:38.280 --> 00:14:41.280]  甚至有時候刻意去看電影
[00:14:41.280 --> 00:14:44.280]  那時候去電影看電影
[00:14:44.280 --> 00:14:47.280]  最後那一行 最後那兩個位置
[00:14:47.280 --> 00:14:49.280]  就是一對情侶來帶去
[00:14:49.280 --> 00:14:53.280]  不是爆滿的那家戲院
[00:14:53.280 --> 00:14:55.280]  還有很多空位
[00:14:55.280 --> 00:14:59.280]  最後那一行 最後那兩個位置
[00:14:59.280 --> 00:15:01.280]  就是在黑暗裡面
[00:15:01.280 --> 00:15:03.280]  又可能去愛護對方
[00:15:03.280 --> 00:15:06.280]  甚至一些很不道德的行為做了出來
[00:15:06.280 --> 00:15:08.280]  但是那個人沒有人看到
[00:15:08.280 --> 00:15:09.280]  好端端的說
[00:15:09.280 --> 00:15:11.280]  看起來我當然是坐在中間
[00:15:11.280 --> 00:15:13.280]  就是看到整個螢光幕
[00:15:13.280 --> 00:15:15.280]  那他劃位又怎麼樣
[00:15:15.280 --> 00:15:17.280]  原來已經為自己的肉體安排
[00:15:17.280 --> 00:15:18.280]  去放縱私慾了
[00:15:18.280 --> 00:15:20.280]  去一些很幽靜的地方
[00:15:20.280 --> 00:15:23.280]  渺無人煙的地方其實很危險的
[00:15:23.280 --> 00:15:25.280]  你怎麼知道會有人來這裡埋伏打劫
[00:15:25.280 --> 00:15:27.280]  甚至是非禮 強姦
[00:15:27.280 --> 00:15:31.280]  但是有時候我們就會為自己的肉體安排
[00:15:31.280 --> 00:15:34.280]  就正如上次我們講過大衛犯錯
[00:15:34.280 --> 00:15:37.280]  大衛他是在平台上面
[00:15:37.280 --> 00:15:39.280]  生活已經很糜爛了
[00:15:39.280 --> 00:15:41.280]  就是睡到早上八點
[00:15:41.280 --> 00:15:44.280]  起床還在無所事事
[00:15:44.280 --> 00:15:46.280]  在螢光平台那裡
[00:15:46.280 --> 00:15:49.280]  離遠看不到別人來帶他去洗澡
[00:15:49.280 --> 00:15:51.280]  他又沒有關窗了
[00:15:51.280 --> 00:15:54.280]  他不只是情慾上面的需要
[00:15:54.280 --> 00:15:56.280]  他如果有性上面的衝動
[00:15:56.280 --> 00:15:58.280]  他有自己的妻子有非分
[00:15:58.280 --> 00:16:00.280]  隨時可以解決的
[00:16:00.280 --> 00:16:03.280]  他要去找人去調查這個女人是誰
[00:16:03.280 --> 00:16:06.280]  然後接她入宮 是不是
[00:16:06.280 --> 00:16:08.280]  這個就是肉體安排
[00:16:08.280 --> 00:16:10.280]  去放縱私慾
[00:16:10.280 --> 00:16:12.280]  所以我們要很小心
[00:16:12.280 --> 00:16:16.280]  我們有沒有這些不好的意念
[00:16:16.280 --> 00:16:18.280]  跟著我們想採取行動
[00:16:18.280 --> 00:16:20.280]  其實馬上要停止
[00:16:20.280 --> 00:16:21.280]  這樣我們才可以過性的生活
[00:16:21.280 --> 00:16:23.280]  好了 肉體的安排
[00:16:23.280 --> 00:16:25.280]  放縱私慾
[00:16:25.280 --> 00:16:28.280]  是因為我們的思想上面沒有好的裝備
[00:16:28.280 --> 00:16:31.280]  所以我們要有思想上面的性結
[00:16:31.280 --> 00:16:35.280]  我們看一看《真言23章》第七節
[00:16:35.280 --> 00:16:37.280]  「因為他心怎樣思量
[00:16:37.280 --> 00:16:39.280]  他為人就是怎樣
[00:16:39.280 --> 00:16:42.280]  他雖對你說請吃請喝
[00:16:42.280 --> 00:16:44.280]  他的心卻與你相悖」
[00:16:44.280 --> 00:16:47.280]  這裡講到人的心口不一
[00:16:47.280 --> 00:16:49.280]  表面可能尊敬你
[00:16:49.280 --> 00:16:54.280]  但是很可能心裡卻否定你
[00:16:54.280 --> 00:16:57.280]  好了 原來人怎樣思量
[00:16:57.280 --> 00:17:01.280]  他為人就是怎樣 他的思想控制了他的行為
[00:17:01.280 --> 00:17:04.280]  今天我們每一個人都活在試探裡面
[00:17:04.280 --> 00:17:06.280]  所以主耶穌教導我們祈禱是怎樣
[00:17:06.280 --> 00:17:09.280]  不叫我們遇見試探
[00:17:09.280 --> 00:17:13.280]  今天基督徒不能夠有這個免疫力
[00:17:13.280 --> 00:17:16.280]  可以不受誘惑
[00:17:16.280 --> 00:17:19.280]  甚至我們面對的誘惑會更大更多
[00:17:19.280 --> 00:17:23.280]  如果我們的抗拒力量差的時候
[00:17:23.280 --> 00:17:26.280]  罪就會乘虛而入 是不是
[00:17:26.280 --> 00:17:28.280]  所以我們失敗
[00:17:28.280 --> 00:17:32.280]  請你記住 試探不是罪來的
[00:17:32.280 --> 00:17:36.280]  主耶穌都面對魔鬼的試探 是不是
[00:17:36.280 --> 00:17:39.280]  是我們的反應和迴響
[00:17:39.280 --> 00:17:43.280]  或者面對這個試探所採取的行動
[00:17:43.280 --> 00:17:47.280]  直接影響我們有沒有犯罪
[00:17:47.280 --> 00:17:52.280]  試探往往的形成
[00:17:52.280 --> 00:17:55.280]  是基於我們用錯誤的方法
[00:17:55.280 --> 00:17:58.280]  錯誤的時間 錯誤的地方
[00:17:58.280 --> 00:18:02.280]  來滿足合理合情的需要
[00:18:02.280 --> 00:18:05.280]  好像很複雜 我再講
[00:18:05.280 --> 00:18:08.280]  試探經常用錯誤的方法
[00:18:08.280 --> 00:18:11.280]  錯誤的時間和錯誤的地方
[00:18:11.280 --> 00:18:13.280]  來滿足合情合理的需要
[00:18:13.280 --> 00:18:15.280]  很簡單舉一個例子
