
[00:00:00.000 --> 00:00:03.360]  你跟隔壁的人說,自由是要付代價的
[00:03:06.820 --> 00:03:09.820]  你有沒有讓他明白
[00:03:09.820 --> 00:03:12.820]  人人都可以在爸爸媽媽面前拿什麼?
[00:03:12.820 --> 00:03:15.820]  100分,拿A
[00:03:15.820 --> 00:03:18.820]  你有沒有讓你的弟弟明白
[00:03:18.820 --> 00:03:21.820]  他來到天父的面前,他不用爭
[00:03:21.820 --> 00:03:24.820]  人人都可以拿A
[00:03:24.820 --> 00:03:27.820]  家庭人,你是父母
[00:03:27.820 --> 00:03:30.820]  你要落實這些真理
[00:03:30.820 --> 00:03:33.820]  你發現你有個場所
[00:03:33.820 --> 00:03:36.820]  而當你這樣做的時候
[00:03:36.820 --> 00:03:39.820]  你又真是切實去執行的時候
[00:03:39.820 --> 00:03:42.820]  他接近真理多很多
[00:03:42.820 --> 00:03:45.820]  因爲我們絕大部分的人都是在比較和增進
[00:03:45.820 --> 00:03:48.820]  裏面出來的,對不對?
[00:03:48.820 --> 00:03:51.820]  不是樣子比較,就是智慧比較
[00:03:51.820 --> 00:03:54.820]  不是智慧比較,就是性別比較
[00:03:54.820 --> 00:03:57.820]  對不對?
[00:03:57.820 --> 00:04:00.820]  很多這些比較,很多這些增進
[00:04:00.820 --> 00:04:03.820]  叫人越來越遠離神
[00:04:03.820 --> 00:04:06.820]  但是原來該人
[00:04:06.820 --> 00:04:09.820]  在這個增進裏面
[00:04:09.820 --> 00:04:12.820]  他出現了一個身份危機
[00:04:12.820 --> 00:04:15.820]  他英雄的身份失落了
[00:04:15.820 --> 00:04:18.820]  所以我們說他在失望、失意、挫折裏面
[00:04:18.820 --> 00:04:21.820]  他很不開心
[00:04:21.820 --> 00:04:24.820]  如果有一個人他又失望又失意又充滿挫折
[00:04:24.820 --> 00:04:27.820]  還很開心,他應該有精神病
[00:04:27.820 --> 00:04:30.820]  對不對?
[00:04:30.820 --> 00:04:33.820]  當你遇到不開心的事,當你遇到挫折
[00:04:33.820 --> 00:04:36.820]  當你遇到打擊的時候
[00:04:36.820 --> 00:04:39.820]  你不開心是很正常
[00:04:39.820 --> 00:04:42.820]  不過,我們怎樣去解決這個不開心呢?
[00:04:42.820 --> 00:04:45.820]  這個就是智慧
[00:04:45.820 --> 00:04:48.820]  他們兩兄弟就來到神的面前獻祭
[00:04:48.820 --> 00:04:51.820]  好像神有份整他一鑊
[00:04:51.820 --> 00:04:54.820]  整他一鑊
[00:04:54.820 --> 00:04:57.820]  就是阿伯的祭物蒙越了,該人的祭物不蒙越了
[00:04:57.820 --> 00:05:00.820]  對不對?
[00:05:00.820 --> 00:05:03.820]  當這個情況發生的時候
[00:05:03.820 --> 00:05:06.820]  我們說該人就產生了另外一個危機
[00:05:06.820 --> 00:05:09.820]  這個危機就不止是身份的危機
[00:05:09.820 --> 00:05:12.820]  他是信仰的危機
[00:05:12.820 --> 00:05:15.820]  信仰的危機
[00:05:15.820 --> 00:05:18.820]  當他明明知道神不喜悅他的貢物的時候
[00:05:18.820 --> 00:05:21.820]  你猜他還愛不愛神?
[00:05:21.820 --> 00:05:24.820]  愛不愛神?
[00:05:24.820 --> 00:05:27.820]  他不愛神,但我想問你
[00:05:27.820 --> 00:05:30.820]  他信不信神呢?
[00:05:30.820 --> 00:05:33.820]  當時沒有多神
[00:05:33.820 --> 00:05:36.820]  多神的觀念是後來纔有的
[00:05:36.820 --> 00:05:39.820]  瞭解嗎?
[00:05:39.820 --> 00:05:42.820]  創造開始,其實是一神論
[00:05:42.820 --> 00:05:45.820]  神是從什麼?
[00:05:45.820 --> 00:05:48.820]  阿當,夏娃,他的父母
[00:05:48.820 --> 00:05:51.820]  直接來給該人知道
[00:05:51.820 --> 00:05:54.820]  不僅該人知道了
[00:05:54.820 --> 00:05:57.820]  說話他覺得奇怪嗎?
[00:05:57.820 --> 00:06:00.820]  他不覺得奇怪
[00:06:00.820 --> 00:06:03.820]  可見最初人類犯罪之後
[00:06:03.820 --> 00:06:06.820]  其實人仍然可以聽見神的聲音
[00:06:06.820 --> 00:06:09.820]  同意嗎?很容易
[00:06:09.820 --> 00:06:12.820]  好像不驚訝
[00:06:12.820 --> 00:06:15.820]  阿伯拉罕也是這樣
[00:06:15.820 --> 00:06:18.820]  他也是聽見神呼喚他離開吳爾
[00:06:18.820 --> 00:06:21.820]  他纔去另外一個地方
[00:06:21.820 --> 00:06:24.820]  就是兩河流域
[00:06:24.820 --> 00:06:27.820]  讀古書,讀歷史
[00:06:27.820 --> 00:06:30.820]  那裏富庶得不得了
[00:06:30.820 --> 00:06:33.820]  他怎麼會來迦南
[00:06:33.820 --> 00:06:36.820]  沙漠
[00:06:36.820 --> 00:06:39.820]  以前沒有石油探測
[00:06:39.820 --> 00:06:42.820]  以前也不知道地下水
[00:06:42.820 --> 00:06:45.820]  阿伯拉罕怎麼會退化
[00:06:45.820 --> 00:06:48.820]  由一個富裕的地方
[00:06:48.820 --> 00:06:51.820]  移民去另一個貧窮的地方
[00:06:51.820 --> 00:06:54.820]  因爲他聽見什麼?
[00:06:54.820 --> 00:06:57.820]  神的聲音
[00:06:57.820 --> 00:07:00.820]  羅亞是否聽見神的聲音才做方舟?
[00:07:00.820 --> 00:07:03.820]  我問你,弟兄姊妹
[00:07:03.820 --> 00:07:06.820]  你作爲池江家庭區的弟兄姊妹
[00:07:06.820 --> 00:07:09.820]  是教會里最成熟
[00:07:09.820 --> 00:07:12.820]  信仰也是最什麼?
[00:07:12.820 --> 00:07:15.820]  嚴格來說,我們對你有期望
[00:07:15.820 --> 00:07:18.820]  我問你,你有沒有聽到神的聲音?
[00:07:18.820 --> 00:07:21.820]  有沒有?
[00:07:21.820 --> 00:07:24.820]  不用你舉手,免得你尷尬
[00:07:24.820 --> 00:07:27.820]  我告訴你,三分之一的人都不夠
[00:07:27.820 --> 00:07:30.820]  就是說
[00:07:30.820 --> 00:07:33.820]  我們有超過三分之二的人
[00:07:33.820 --> 00:07:36.820]  是沒有聽過神的聲音
[00:07:36.820 --> 00:07:39.820]  如果你沒有聽過神的聲音
[00:07:39.820 --> 00:07:42.820]  你沒有經歷到神直接跟你說話
[00:07:42.820 --> 00:07:45.820]  我告訴你,你的信仰真的有問題
[00:07:45.820 --> 00:07:48.820]  你的人真的有問題
[00:07:48.820 --> 00:07:51.820]  你的生命真的有問題
[00:07:51.820 --> 00:07:54.820]  總而言之,你有問題
[00:07:54.820 --> 00:07:57.820]  現在我們看看該人
[00:07:57.820 --> 00:08:00.820]  神跟他說話很自然
[00:08:00.820 --> 00:08:03.820]  他沒有說你是誰
[00:08:03.820 --> 00:08:06.820]  甚至神審判他的時候
[00:08:06.820 --> 00:08:09.820]  他也沒有說你怎麼知道
[00:08:09.820 --> 00:08:12.820]  不過,他愛不愛神?
[00:08:12.820 --> 00:08:15.820]  愛不愛?
[00:08:15.820 --> 00:08:18.820]  你不愛我,我都怎麼樣?
[00:08:18.820 --> 00:08:21.820]  我都不愛你,這是什麼愛?
[00:08:21.820 --> 00:08:24.820]  你不愛我,我都不愛你
[00:08:24.820 --> 00:08:27.820]  你們夫婦有時候是這樣嗎?
[00:08:27.820 --> 00:08:30.820]  你不愛我,我都不愛你
[00:08:30.820 --> 00:08:33.820]  你對我不好,我都對你什麼?
[00:08:33.820 --> 00:08:36.820]  你做初一,我做什麼?
[00:08:36.820 --> 00:08:39.820]  我經常想,爲什麼是初一,十五呢?
[00:08:39.820 --> 00:08:42.820]  爲什麼不是初二,十六呢?
[00:08:42.820 --> 00:08:45.820]  我有時候會想這些
[00:08:45.820 --> 00:08:48.820]  這就是有條件的愛
[00:08:48.820 --> 00:08:51.820]  你對你的弟弟就是這樣說
[00:08:51.820 --> 00:08:54.820]  如果你這次考試考得好
[00:08:54.820 --> 00:08:57.820]  爸爸就疼你
[00:08:57.820 --> 00:09:00.820]  這就是有條件的愛
[00:09:00.820 --> 00:09:03.820]  如果你乖,我就疼你
[00:09:03.820 --> 00:09:06.820]  這就是有條件的愛
[00:09:06.820 --> 00:09:09.820]  你應該怎麼說呢?
[00:09:09.820 --> 00:09:12.820]  如果你這次考得好
[00:09:12.820 --> 00:09:15.820]  我就獎你一個禮物
[00:09:15.820 --> 00:09:18.820]  有付出,有收穫
[00:09:18.820 --> 00:09:21.820]  但是,無論他成績好不好
[00:09:21.820 --> 00:09:24.820]  他考得怎麼樣,你都應該怎麼樣?
[00:09:24.820 --> 00:09:27.820]  無條件愛他,作爲父母
[00:09:27.820 --> 00:09:30.820]  對不對?
[00:09:30.820 --> 00:09:33.820]  你要抓住這些宗旨
[00:09:33.820 --> 00:09:36.820]  你應該跟他說,如果你乖
[00:09:36.820 --> 00:09:39.820]  媽媽會很開心
[00:09:39.820 --> 00:09:42.820]  你不應該說,如果你乖
[00:09:42.820 --> 00:09:45.820]  我就疼你,是不對的
[00:09:45.820 --> 00:09:48.820]  因爲是一個字,你可不可以說
[00:09:48.820 --> 00:09:51.820]  如果你乖,媽媽就會很開心
[00:09:51.820 --> 00:09:54.820]  是不是真的?
[00:09:54.820 --> 00:09:57.820]  如果你乖,我就疼你
[00:09:57.820 --> 00:10:00.820]  不準給別人的老婆
[00:10:00.820 --> 00:10:03.820]  他的觀念是這樣的
[00:10:03.820 --> 00:10:06.820]  下次他會聽到你跟另一個兄弟姐妹說
[00:10:06.820 --> 00:10:09.820]  如果你乖,我就疼你
[00:10:09.820 --> 00:10:12.820]  他一會兒就疼他
[00:10:12.820 --> 00:10:15.820]  有沒有疼我呢?沒有
[00:10:15.820 --> 00:10:18.820]  所以他騙我的
[00:10:18.820 --> 00:10:21.820]  這個貿易是不公平的
[00:10:21.820 --> 00:10:24.820]  我只不過用大人的句子說出來
[00:10:24.820 --> 00:10:27.820]  他真是這樣想
[00:10:27.820 --> 00:10:30.820]  該人現在就是這樣
[00:10:30.820 --> 00:10:33.820]  你都不疼我
[00:10:33.820 --> 00:10:36.820]  你都不喜悅我,所以我喜不喜悅你?
[00:10:36.820 --> 00:10:39.820]  我不喜悅你
[00:10:39.820 --> 00:10:42.820]  所以他聽不清楚神說什麼
[00:10:42.820 --> 00:10:45.820]  神其實跟他說什麼
[00:10:45.820 --> 00:10:48.820]  你如果做得好,你的祭物
[00:10:48.820 --> 00:10:51.820]  你的獻祭會蒙月立
[00:10:51.820 --> 00:10:54.820]  神母說,如果你做得好,我就疼你
[00:10:54.820 --> 00:10:57.820]  他沒有這樣說
[00:10:57.820 --> 00:11:00.820]  如果你的行爲和你獻上的祭
[00:11:00.820 --> 00:11:03.820]  是一致性的話,你的獻祭
[00:11:03.820 --> 00:11:06.820]  就蒙月立了
[00:11:06.820 --> 00:11:09.820]  不過因爲你不夠一致性,你沒有一致性
[00:11:09.820 --> 00:11:12.820]  所以我不能夠月立你這個不一致
[00:11:12.820 --> 00:11:15.820]  你明不明白,兄弟姐妹
[00:11:15.820 --> 00:11:18.820]  如果我說我信耶穌,但我的行爲和我的信仰是不一致的
[00:11:18.820 --> 00:11:21.820]  你說神怎麼月立我們呢?月立
[00:11:21.820 --> 00:11:24.820]  月立就是笑着來收
[00:11:24.820 --> 00:11:27.820]  笑着來收
[00:11:27.820 --> 00:11:30.820]  他愛你,他只有哭着來收
[00:11:30.820 --> 00:11:33.820]  所謂蒙月立的意思是這樣
[00:11:33.820 --> 00:11:36.820]  笑着來收和哭着來收是不一樣的
[00:11:36.820 --> 00:11:39.820]  瞭解嗎?
[00:11:39.820 --> 00:11:42.820]  你想神對你笑着來收,要哭着來收
[00:11:42.820 --> 00:11:45.820]  明白嗎?跟家庭人說
[00:11:45.820 --> 00:11:48.820]  就有這個好處
[00:11:48.820 --> 00:11:51.820]  很可惜,那個人不明白
[00:11:51.820 --> 00:11:54.820]  甚至有解經家告訴我們
[00:11:54.820 --> 00:11:57.820]  你若行得好,豈不蒙月立
[00:11:57.820 --> 00:12:00.820]  你在你獻祭的時候
[00:12:00.820 --> 00:12:03.820]  你內在的狀態
[00:12:03.820 --> 00:12:06.820]  那個行,其實是內在的狀態
[00:12:06.820 --> 00:12:09.820]  是和你的祭是一致的獻上的
[00:12:09.820 --> 00:12:12.820]  你會蒙月立
[00:12:12.820 --> 00:12:15.820]  推論出
[00:12:15.820 --> 00:12:18.820]  解經家推論的,不是我推論的
[00:12:18.820 --> 00:12:21.820]  他說極有可能,該人獻祭的時候
[00:12:21.820 --> 00:12:24.820]  已經對伯伯,極度的什麼
[00:12:24.820 --> 00:12:27.820]  憎恨
[00:12:27.820 --> 00:12:30.820]  如果你心裏懷恨,你可不可以去獻祭
[00:12:30.820 --> 00:12:33.820]  是不可以去獻祭
[00:12:33.820 --> 00:12:36.820]  這個憎恨
[00:12:36.820 --> 00:12:39.820]  你不說出來,有沒有人知道
[00:12:39.820 --> 00:12:42.820]  我可以告訴你,沒有人知道
[00:12:42.820 --> 00:12:45.820]  如果你扮得好,特別你大過的時候
[00:12:45.820 --> 00:12:48.820]  你會做兩下戲,很簡單
[00:12:48.820 --> 00:12:51.820]  你可不可以對你不喜歡的人笑
[00:12:51.820 --> 00:12:54.820]  大把人是這樣做的
[00:12:54.820 --> 00:12:57.820]  因爲已經習慣了
[00:12:57.820 --> 00:13:00.820]  太多不喜歡的人
[00:13:00.820 --> 00:13:03.820]  難道不笑嗎?
[00:13:03.820 --> 00:13:06.820]  我以前認識一個人
[00:13:06.820 --> 00:13:09.820]  我認識一段時間,他真的很好笑
[00:13:09.820 --> 00:13:12.820]  很禮貌
[00:13:12.820 --> 00:13:15.820]  但是我做夢都猜不到
[00:13:15.820 --> 00:13:18.820]  他最後跟我說一個祕密
[00:13:18.820 --> 00:13:21.820]  就是他每一晚都會用
[00:13:21.820 --> 00:13:24.820]  用一個半小時的時間
[00:13:24.820 --> 00:13:27.820]  去將那些人的名字
[00:13:27.820 --> 00:13:30.820]  和罵那些人
[00:13:30.820 --> 00:13:33.820]  重複做一次,每一晚
[00:13:33.820 --> 00:13:36.820]  他稱這個爲"猛徒"
[00:13:36.820 --> 00:13:39.820]  就是他不喜歡的人
[00:13:39.820 --> 00:13:42.820]  和那天見過得罪他的人
[00:13:42.820 --> 00:13:45.820]  就罵一次
[00:13:45.820 --> 00:13:48.820]  我說爲什麼你會這樣
[00:13:48.820 --> 00:13:51.820]  他就看着我
[00:13:51.820 --> 00:13:54.820]  他說我很小的時候
[00:13:54.820 --> 00:13:57.820]  我在幼稚園高班就開始了
[00:13:57.820 --> 00:14:00.820]  還是"早徒"和"猛徒"
[00:14:00.820 --> 00:14:03.820]  他是基督徒
[00:14:03.820 --> 00:14:06.820]  他纔會"早徒"和"猛徒"
[00:14:06.820 --> 00:14:09.820]  你猜最後結果
[00:14:09.820 --> 00:14:12.820]  這個人怎麼樣
[00:14:12.820 --> 00:14:15.820]  我告訴你
[00:14:15.820 --> 00:14:18.820]  他真的產生了一個
[00:14:18.820 --> 00:14:21.820]  心理的疾病
[00:14:21.820 --> 00:14:24.820]  心理的疾病
[00:14:24.820 --> 00:14:27.820]  在騙傳裏
[00:14:27.820 --> 00:14:30.820]  我都有說過這個例子
[00:14:30.820 --> 00:14:33.820]  在博康村
[00:14:33.820 --> 00:14:36.820]  騙傳的隊伍上去
[00:14:36.820 --> 00:14:39.820]  和一個男人說福音
[00:14:39.820 --> 00:14:42.820]  然後他就將他家裏的
[00:14:42.820 --> 00:14:45.820]  骯髒的東西扔掉
[00:14:45.820 --> 00:14:48.820]  騙傳隊伍過去之後
[00:14:48.820 --> 00:14:51.820]  就有人去幫這些人做栽培
[00:14:51.820 --> 00:14:54.820]  其中有一家人
[00:14:54.820 --> 00:14:57.820]  他牀底下有那些記賬的寶
[00:14:57.820 --> 00:15:00.820]  是硬葉那些黑色的
[00:15:00.820 --> 00:15:03.820]  記賬的寶
[00:15:03.820 --> 00:15:06.820]  有兩個紙皮箱
[00:15:06.820 --> 00:15:09.820]  兩個紙皮箱
[00:15:09.820 --> 00:15:12.820]  全部記錄他和他老公結婚
[00:15:12.820 --> 00:15:15.820]  到現在他老公每一件錯的事
[00:15:15.820 --> 00:15:18.820]  在牀底下
[00:15:18.820 --> 00:15:21.820]  所有老公老婆
[00:15:21.820 --> 00:15:24.820]  要不要找一下牀底下
[00:15:24.820 --> 00:15:27.820]  有些什麼事發生
[00:15:27.820 --> 00:15:30.820]  如果他老公知道
[00:15:30.820 --> 00:15:33.820]  躺在牀上是否會覺得很恐怖
[00:15:33.820 --> 00:15:36.820]  很恐怖
[00:15:36.820 --> 00:15:39.820]  原來怨恨人的表達方式
[00:15:39.820 --> 00:15:42.820]  可以是這樣
[00:15:42.820 --> 00:15:45.820]  我剛纔說的基督徒
[00:15:45.820 --> 00:15:48.820]  我真的覺得他很禮貌
[00:15:48.820 --> 00:15:51.820]  很有德意在人
[00:15:51.820 --> 00:15:54.820]  聽完他很真實的跟我說
[00:15:54.820 --> 00:15:57.820]  真是打爛陣
[00:15:57.820 --> 00:16:00.820]  你就會問我爲什麼他會和我說
[00:16:00.820 --> 00:16:03.820]  爲什麼?因爲他非要和我說不可
[00:16:03.820 --> 00:16:06.820]  因爲那時候我和他在說鬼
[00:16:06.820 --> 00:16:09.820]  他要不要和我說
[00:16:09.820 --> 00:16:12.820]  爲什麼你身上的邪靈
[00:16:12.820 --> 00:16:15.820]  那麼難說出去
[00:16:15.820 --> 00:16:18.820]  一和他說
[00:16:18.820 --> 00:16:21.820]  他就立刻昏迷了
[00:16:21.820 --> 00:16:24.820]  整個人昏迷了
[00:16:24.820 --> 00:16:27.820]  你拍他刮他幾巴掌他纔會醒
[00:16:27.820 --> 00:16:30.820]  因爲以前不是很懂
[00:16:30.820 --> 00:16:33.820]  奉耶穌的名叫他醒都行
[00:16:33.820 --> 00:16:36.820]  只要說人家刮他就會醒
[00:16:36.820 --> 00:16:39.820]  刮他一次之後說這樣刮不行
[00:16:39.820 --> 00:16:42.820]  你奉耶穌的名叫他醒就行
[00:16:42.820 --> 00:16:45.820]  你奉耶穌的名叫他醒就行
[00:16:45.820 --> 00:16:48.820]  吩咐你不準睡
[00:16:48.820 --> 00:16:51.820]  爲什麼?你有什麼堅固的邢裏
[00:16:51.820 --> 00:16:54.820]  一直查到最後才會出來
[00:16:54.820 --> 00:16:59.820]  這和怨恨有沒有關係?
[00:16:59.820 --> 00:17:02.820]  和仇恨有沒有關係?
[00:17:02.820 --> 00:17:05.820]  有,原來他和他哥哥
[00:17:05.820 --> 00:17:08.820]  同住一間屋
[00:17:08.820 --> 00:17:11.820]  可以二十年沒有說任何一句話
[00:17:11.820 --> 00:17:14.820]  彼此當彼此是透明的
[00:17:14.820 --> 00:17:18.820]  你行不行?
[00:17:18.820 --> 00:17:21.820]  你行不行?
[00:17:21.820 --> 00:17:24.820]  有誰覺得自己行?
[00:17:24.820 --> 00:17:27.820]  功力深厚,行的
[00:17:27.820 --> 00:17:29.820]  我真是求主憐憫我們
[00:17:29.820 --> 00:17:32.820]  讓我們都不要進入這種行的狀況裏
[00:17:32.820 --> 00:17:35.820]  我巴不得你一遭遇這樣的情況
[00:17:35.820 --> 00:17:38.820]  一要作假就像蟻咬一樣就好了
[00:17:38.820 --> 00:17:41.820]  抽身不聚財
[00:17:41.820 --> 00:17:44.820]  所以我相當程度
[00:17:44.820 --> 00:17:47.820]  同意這個解荊家這樣的推論
[00:17:47.820 --> 00:17:51.820]  當我們家庭成家立室
[00:17:51.820 --> 00:17:53.820]  你有你自己的家的時候
[00:17:53.820 --> 00:17:56.820]  你覺得你的家族的人和你的恩怨情仇
[00:17:56.820 --> 00:17:58.820]  好像現在可以越來越什麼?
[00:17:58.820 --> 00:18:01.820]  沒有關係了,對不對?
[00:18:01.820 --> 00:18:04.820]  說真的,這個時候阿伯都長大了
[00:18:04.820 --> 00:18:06.820]  個人都長大了,對不對?
[00:18:06.820 --> 00:18:09.820]  並且各自有自己的工作
[00:18:09.820 --> 00:18:11.820]  很長時間都不見面了,爲什麼?
[00:18:11.820 --> 00:18:14.820]  因爲一個是種地的,一個是什麼?
[00:18:14.820 --> 00:18:16.820]  一個是牧羊的
[00:18:16.820 --> 00:18:18.820]  兩個根本不同性質,對不對?
[00:18:18.820 --> 00:18:20.820]  很長時間都不見面
[00:18:20.820 --> 00:18:23.820]  是不是沒有眼屎乾淨了?
[00:18:23.820 --> 00:18:25.820]  對不對?
[00:18:25.820 --> 00:18:28.820]  但不行的,頂住了
[00:18:28.820 --> 00:18:31.820]  所以神對他的警告
[00:18:31.820 --> 00:18:33.820]  他聽不進去
[00:18:33.820 --> 00:18:36.820]  就對他說,更嚴重的警告
[00:18:36.820 --> 00:18:38.820]  你知不知道罪的權勢是什麼?
[00:18:38.820 --> 00:18:40.820]  我上次解釋過
[00:18:40.820 --> 00:18:43.820]  你知不知道罪伏在你門口
[00:18:43.820 --> 00:18:46.820]  他愛你愛到什麼程度?
[00:18:46.820 --> 00:18:48.820]  發狂
[00:18:48.820 --> 00:18:50.820]  躲在你門口
[00:18:50.820 --> 00:18:52.820]  去追求你
[00:18:52.820 --> 00:18:54.820]  你一有什麼位置給他
[00:18:54.820 --> 00:18:58.820]  他就立刻上位,對不對?
[00:18:58.820 --> 00:19:01.820]  但神同樣對那個人說
[00:19:01.820 --> 00:19:04.820]  你卻要制伏他,這句句子
[00:19:04.820 --> 00:19:06.820]  我上次講過給你聽
[00:19:06.820 --> 00:19:08.820]  原來的意思應該是
[00:19:08.820 --> 00:19:11.820]  你應該去制伏他
[00:19:11.820 --> 00:19:13.820]  你應該去管制他
[00:19:13.820 --> 00:19:17.820]  所以這裏譯作你卻要
[00:19:17.820 --> 00:19:19.820]  是令我們很困擾的
[00:19:19.820 --> 00:19:22.820]  你應該起來去制伏他
[00:19:22.820 --> 00:19:24.820]  對不對?
[00:19:24.820 --> 00:19:28.820]  你覺得該人有沒有聽到?
[00:19:28.820 --> 00:19:31.820]  有沒有聽到問題在哪裏?
[00:19:31.820 --> 00:19:34.820]  在你那裏,在我那裏
[00:19:34.820 --> 00:19:37.820]  神有沒有說,都是你媽媽不對
[00:19:37.820 --> 00:19:40.820]  你媽媽爲什麼當你是女人的後裔?
[00:19:40.820 --> 00:19:42.820]  有沒有?
[00:19:42.820 --> 00:19:43.820]  有沒有?
[00:19:43.820 --> 00:19:44.820]  沒有
[00:19:44.820 --> 00:19:47.820]  不過明明夏娃當他是女人的後裔
[00:19:47.820 --> 00:19:50.820]  做大了他,煲大了他
[00:19:50.820 --> 00:19:53.820]  但神沒有怪責到夏娃
[00:19:53.820 --> 00:19:56.820]  當該人是那個女人的後裔
[00:19:56.820 --> 00:19:57.820]  沒有怪責到
[00:19:57.820 --> 00:20:00.820]  所以該人的問題是該人長大之後
[00:20:00.820 --> 00:20:01.820]  自己要負責的
[00:20:01.820 --> 00:20:02.820]  好,你現在跟旁邊的人說
[00:20:02.820 --> 00:20:05.820]  不要怪你媽媽了
[00:20:05.820 --> 00:20:06.820]  對不對?
[00:20:06.820 --> 00:20:07.820]  不要怪你爸爸了
[00:20:07.820 --> 00:20:09.820]  不要怪老師了
[00:20:09.820 --> 00:20:11.820]  不要怪別人了
[00:20:11.820 --> 00:20:13.820]  原來到一個什麼?
[00:20:13.820 --> 00:20:15.820]  到一個年紀的時候
[00:20:15.820 --> 00:20:17.820]  你要負自己的什麼?
[00:20:17.820 --> 00:20:19.820]  責任了
[00:20:19.820 --> 00:20:20.820]  所以有人這樣說的
[00:20:20.820 --> 00:20:23.820]  我老師,勞家門牧師
[00:20:23.820 --> 00:20:24.820]  我很年輕的時候
[00:20:24.820 --> 00:20:25.820]  他就跟我們說
[00:20:25.820 --> 00:20:28.820]  你知不知道一個人到24歲之後
[00:20:28.820 --> 00:20:30.820]  他就要負自己的什麼?
[00:20:30.820 --> 00:20:32.820]  那個樣子的責任了
[00:20:32.820 --> 00:20:34.820]  所以我是很開心
