
[00:00:00.000 --> 00:00:04.680]  好 我們今天要開始講另外一本書
[00:01:57.920 --> 00:02:02.880]  給他們最後的祝福或者是教導
[00:02:02.880 --> 00:02:08.000]  摩西告訴他們 他們現在要進入聖地
[00:02:08.000 --> 00:02:11.880]  然後在聖地裏面 他們要專心的侍奉上帝
[00:02:11.880 --> 00:02:14.600]  興壽革離 深愛主
[00:02:14.600 --> 00:02:17.720]  他們要活出一個這樣的人生
[00:02:17.720 --> 00:02:21.720]  但是這些故事本身它是真實的故事
[00:02:21.720 --> 00:02:24.720]  也是講到信徒或者不信的故事
[00:02:24.720 --> 00:02:29.000]  但是它又是一個影子 最後指向主耶穌基督
[00:02:29.000 --> 00:02:32.000]  在我們去看舊約講座的時候
[00:02:32.000 --> 00:02:35.520]  我們每次到最後都會回去看
[00:02:35.520 --> 00:02:39.320]  每一段是怎麼樣去指向主耶穌基督
[00:02:39.320 --> 00:02:40.960]  過了摩西五經之後
[00:02:40.960 --> 00:02:46.120]  開始離開曠野 進入迦南地
[00:02:46.120 --> 00:02:47.960]  我們有《約書亞記》
[00:02:47.960 --> 00:02:54.240]  《約書亞記》是講 書見恩仇盡應許
[00:02:54.240 --> 00:03:01.680]  這個書是講到摩西五經或者是《聖命記》
[00:03:01.680 --> 00:03:04.440]  這本書你遵守它
[00:03:04.440 --> 00:03:08.640]  你就可以有能力去打那場聖戰
[00:03:08.640 --> 00:03:13.280]  書見 見是代表他們的聖戰
[00:03:13.280 --> 00:03:20.440]  有恩有仇 爲的是要進入迦南的美地
[00:03:20.440 --> 00:03:22.840]  我們已經過了《約書亞記》
[00:03:22.840 --> 00:03:27.520]  如果你記得我們上個禮拜已經在看《詩詩記》
[00:03:27.520 --> 00:03:34.880]  這個禮拜其實我們應該剛剛看完了《路德記》
[00:03:34.880 --> 00:03:39.000]  《路德記》跟《詩詩記》又是怎麼樣一本書
[00:03:39.000 --> 00:03:41.960]  我們現在已經進了迦南
[00:03:41.960 --> 00:03:47.240]  進了迦南之後就有三、四百年的一個時代
[00:03:47.240 --> 00:03:48.760]  叫做「四世的時代」
[00:03:48.760 --> 00:03:52.280]  那是一個非常恐怖的時代
[00:03:52.280 --> 00:03:53.240]  還沒有君王
[00:03:53.240 --> 00:03:55.520]  君王要在《詩詩記》以後
[00:03:55.520 --> 00:03:57.840]  《詩詩記》就是進入迦南
[00:03:57.840 --> 00:04:04.520]  約書亞之後到君王時代中間的那一段日子
[00:04:04.520 --> 00:04:08.280]  是一個非常恐怖、非常混亂的日子
[00:04:08.280 --> 00:04:12.800]  我給它一個名堂叫做「亂世君王證究主」
[00:04:12.800 --> 00:04:15.600]  他們在亂世裏面求君王
[00:04:15.600 --> 00:04:20.200]  在《詩詩記》裏面最後有四個重複
[00:04:20.200 --> 00:04:23.960]  那是以色列人沒有王、沒有王、沒有王、沒有王
[00:04:23.960 --> 00:04:26.160]  其實告訴你他們需要王
[00:04:26.160 --> 00:04:29.520]  那所謂需要王也不是說因爲他們真的沒有王
[00:04:29.520 --> 00:04:31.000]  而是他們已經有一個王
[00:04:31.000 --> 00:04:35.080]  我們相信《詩詩記》是寫在大魏
[00:04:35.080 --> 00:04:38.120]  在西伯倫做王七年半的時候
[00:04:38.120 --> 00:04:42.680]  但是他還沒有做整個以色列人的君王的那一段時間
[00:04:42.680 --> 00:04:44.120]  在那一段時間裏面
[00:04:44.120 --> 00:04:48.360]  我們不知道大魏最後能不能統一整個以色列
[00:04:48.360 --> 00:04:52.480]  還是掃羅的兒子會戰勝
[00:04:52.480 --> 00:04:55.880]  在那一段時間裏面他們寫了《詩詩記》
[00:04:55.880 --> 00:05:03.000]  告訴我們說我們要選的君王不是掃羅的君王
[00:05:03.000 --> 00:05:05.320]  在那時候沒有一個好的君王
[00:05:05.320 --> 00:05:07.880]  需要大魏一般的君王
[00:05:07.880 --> 00:05:10.760]  然後還有《路德記》
[00:05:10.760 --> 00:05:14.600]  等一下回來我們再談這兩本書的關係
[00:05:14.600 --> 00:05:17.600]  到今天是11月27號
[00:05:17.600 --> 00:05:22.200]  我們應該已經開始看《沙漠記上》
[00:05:22.200 --> 00:05:24.520]  《沙漠記上下》其實是一本書
[00:05:24.520 --> 00:05:27.440]  我們會花差不多一個月的時間
[00:05:27.440 --> 00:05:30.640]  在這兩本或一本書上面
[00:05:30.640 --> 00:05:34.680]  那下個禮拜回來我會用一些時間
[00:05:34.680 --> 00:05:38.680]  去爲大家介紹《沙漠記上下》
[00:05:38.680 --> 00:05:42.680]  但是今天我們雖然已經進入讀經
[00:05:42.680 --> 00:05:46.680]  但是我們還是會去看《詩詩記》跟《路德記》
[00:05:46.680 --> 00:05:49.960]  如果你記得我上個禮拜跟大家說
[00:05:49.960 --> 00:05:53.280]  《詩詩記》跟《路德記》其實是雙胞胎
[00:05:53.280 --> 00:05:54.320]  是一個龍鳳胎
[00:05:54.320 --> 00:05:55.720]  樣子很不一樣
[00:05:55.720 --> 00:06:00.400]  一本書挺長的二十幾章
[00:06:00.400 --> 00:06:02.800]  另外一個是隻有四章
[00:06:02.800 --> 00:06:05.240]  但是兩個其實是加起來
[00:06:05.240 --> 00:06:07.840]  是有一個共同的一個主題
[00:06:07.840 --> 00:06:10.480]  《詩詩記》的主題是
[00:06:10.480 --> 00:06:14.160]  掃羅實在不是嘉選
[00:06:14.160 --> 00:06:17.320]  是講到用很多的故事
[00:06:17.320 --> 00:06:20.240]  影射掃羅告訴你知道
[00:06:20.240 --> 00:06:21.840]  他不是一個好的君王
[00:06:21.840 --> 00:06:24.120]  於是他的後代也不一定會
[00:06:24.120 --> 00:06:26.560]  應該不會是一個好的君王
[00:06:26.560 --> 00:06:29.040]  那《路德記》相反
[00:06:29.040 --> 00:06:31.600]  它是要爲大魏說好話
[00:06:31.600 --> 00:06:33.720]  所以你看到《路德記》
[00:06:33.720 --> 00:06:37.600]  最後的出場是那個加普
[00:06:37.600 --> 00:06:40.520]  但是《路德記》要解決一個問題
[00:06:40.520 --> 00:06:43.560]  就是大魏的祖母是路德
[00:06:43.560 --> 00:06:45.880]  路德是一個外邦人
[00:06:45.880 --> 00:06:48.080]  一個外邦人怎麼可以做
[00:06:48.080 --> 00:06:51.600]  以色列人君王的祖先呢
[00:06:51.600 --> 00:06:55.600]  答案就是他雖然血統上
[00:06:55.600 --> 00:06:57.400]  他不是以色列人
[00:06:57.400 --> 00:06:58.640]  他實實在在
[00:06:58.640 --> 00:07:02.680]  在《蜀林生命》裏面他是完完全全的
[00:07:02.680 --> 00:07:05.400]  一個以色列人
[00:07:05.400 --> 00:07:09.480]  因爲上一年我有機會去教過這個《路德記》
[00:07:09.480 --> 00:07:12.520]  所以我手上還是有
[00:07:12.520 --> 00:07:15.520]  挺多的資料可以跟大家分享
[00:07:15.520 --> 00:07:18.960]  那今天我主要是想帶大家去看看
[00:07:18.960 --> 00:07:21.880]  這個《路德記》的第一章
[00:07:21.880 --> 00:07:24.000]  但是我讓大家先看看
[00:07:24.000 --> 00:07:27.760]  整個《路德記》的這個架構是怎麼樣
[00:07:27.760 --> 00:07:29.760]  你發覺《路德記》其實很簡單
[00:07:29.760 --> 00:07:35.000]  每一章就等於是一幕的一個舞臺劇這樣
[00:07:35.000 --> 00:07:37.120]  第一幕的舞臺劇
[00:07:37.120 --> 00:07:38.800]  那個背景是磨鴉
[00:07:38.800 --> 00:07:42.120]  第二幕的舞臺劇背景是田間
[00:07:42.120 --> 00:07:45.720]  第三幕的舞臺劇是那個河場
[00:07:45.720 --> 00:07:48.160]  然後第四幕是城門
[00:07:48.160 --> 00:07:51.680]  然後中間這個開始跟結束
[00:07:51.680 --> 00:07:55.760]  有一個引道篇幾節的聖經跟終結篇
[00:07:55.760 --> 00:08:03.800]  終結篇你會發覺其實是回應着開始的這個引道篇
[00:08:03.800 --> 00:08:07.760]  引道篇的開始的時候是講一個
[00:08:07.760 --> 00:08:10.080]  四世統治的時候
[00:08:10.080 --> 00:08:12.920]  那時候如果你回去看《四世紀》
[00:08:12.920 --> 00:08:14.120]  他會告訴你
[00:08:14.120 --> 00:08:16.360]  那時以色列沒有王
[00:08:16.360 --> 00:08:20.040]  個人做自己眼中看爲對的事情
[00:08:20.040 --> 00:08:23.200]  但是在耶和華眼中看爲惡的事情
[00:08:23.200 --> 00:08:24.600]  所以他們需要一個君王
[00:08:24.600 --> 00:08:28.960]  然後在終結的時候就回應了這個需要
[00:08:28.960 --> 00:08:34.720]  告訴你最後那個家譜是大魏的家譜
[00:08:34.720 --> 00:08:38.960]  然後這個是這個賢君之主
[00:08:38.960 --> 00:08:42.360]  這是路德的故事
[00:08:42.360 --> 00:08:45.680]  我想你留意在整個故事的開始
[00:08:45.680 --> 00:08:48.080]  在路德記的開始是背景
[00:08:48.080 --> 00:08:50.480]  有一個大背景是饑荒
[00:08:50.480 --> 00:08:53.240]  這個饑荒其實不單只是一個
[00:08:53.240 --> 00:08:57.240]  外在的身體上食物上的饑荒
[00:08:57.240 --> 00:08:59.560]  其實它也反映着
[00:08:59.560 --> 00:09:03.440]  內在背後一個屬靈上的一個饑荒
[00:09:03.440 --> 00:09:06.240]  這個饑荒是因爲
[00:09:06.240 --> 00:09:11.120]  人愛做自己眼睛看爲對的事情
[00:09:11.120 --> 00:09:14.360]  在上帝眼中看爲惡的事情
[00:09:14.360 --> 00:09:17.880]  在整本的《四世紀》裏面
[00:09:17.880 --> 00:09:20.400]  都看到以色列人的失敗
[00:09:20.400 --> 00:09:22.080]  他們軍事上的失敗
[00:09:22.080 --> 00:09:25.680]  但是更大的是他們屬靈上的失敗
[00:09:25.680 --> 00:09:30.720]  他們整個屬靈的情況一直往下轉
[00:09:30.720 --> 00:09:35.360]  以致最後他們在呼求作者
[00:09:35.360 --> 00:09:38.960]  說我們需要一個君王來統治我們
[00:09:38.960 --> 00:09:40.800]  這是一個饑荒
[00:09:40.800 --> 00:09:43.840]  這是一個聖經的饑荒
[00:09:43.840 --> 00:09:45.440]  所謂聖經當然不是說
[00:09:45.440 --> 00:09:48.920]  今天我們所擁有的那個六十六本的聖經
[00:09:48.920 --> 00:09:51.920]  我們在講是摩西五經
[00:09:51.920 --> 00:09:55.280]  是五經對於五經的一種饑荒
[00:09:55.280 --> 00:10:01.320]  當然也可能會包括約束亞繼
[00:10:01.320 --> 00:10:03.320]  但是很明顯
[00:10:03.320 --> 00:10:06.640]  這作者是在想摩西五經
[00:10:06.640 --> 00:10:09.200]  可能尤其是聖命紀
[00:10:09.200 --> 00:10:13.360]  這些人在整個故事裏面口口聲聲
[00:10:13.360 --> 00:10:16.160]  一直在呼喊耶和華的名字
[00:10:16.160 --> 00:10:18.600]  耶和華是麗月的名字
[00:10:18.600 --> 00:10:20.280]  然而他們的行爲
[00:10:20.280 --> 00:10:21.160]  他們的思想
[00:10:21.160 --> 00:10:22.760]  他們所說的東西
[00:10:22.760 --> 00:10:24.800]  讓我們開始感覺
[00:10:24.800 --> 00:10:28.000]  他們根本不認識耶和華是誰
[00:10:28.000 --> 00:10:29.080]  很簡單
[00:10:29.080 --> 00:10:34.360]  在這個路德記開始的時候
[00:10:34.360 --> 00:10:36.000]  是有一家人
[00:10:36.000 --> 00:10:41.000]  這個奴婢的她的先生跟兩個孩子
[00:10:41.000 --> 00:10:44.480]  從猶大地搬去摩亞地
[00:10:44.480 --> 00:10:47.520]  因爲饑荒的緣故
[00:10:47.520 --> 00:10:52.880]  這個動作本身是大大的錯誤
[00:10:52.880 --> 00:10:53.600]  爲什麼呢
[00:10:53.600 --> 00:10:58.000]  因爲以色列他們所在的伯利恆
[00:10:58.000 --> 00:11:00.160]  是上帝的應許之地
[00:11:00.160 --> 00:11:03.240]  他們沒有理由離開應許之地
[00:11:03.240 --> 00:11:06.280]  很明顯當時候不是每一個人都離開
[00:11:06.280 --> 00:11:08.600]  也不是每一個人都有能力去離開
[00:11:08.600 --> 00:11:10.280]  他們有能力去離開
[00:11:10.280 --> 00:11:12.800]  很多時候是因爲他們本身
[00:11:12.800 --> 00:11:15.640]  家庭的背景也不差
[00:11:15.640 --> 00:11:19.840]  那家庭背景也不差的話
[00:11:19.840 --> 00:11:22.000]  他們基本上不會餓死的
[00:11:22.000 --> 00:11:24.600]  但是可能爲了找更好的生活
[00:11:24.600 --> 00:11:25.840]  更好的發展
[00:11:25.840 --> 00:11:27.120]  他們就離開了
[00:11:27.120 --> 00:11:30.840]  這個是完全的錯誤
[00:11:30.840 --> 00:11:38.040]  當時以色列人是從東邊進入應許之地
[00:11:38.040 --> 00:11:41.760]  所以當你從這個應許之地離開
[00:11:41.760 --> 00:11:43.800]  出去應許之地以外
[00:11:43.800 --> 00:11:50.760]  這等於是約的完成的一個反面
[00:11:50.760 --> 00:11:56.080]  這一個是傻瓜纔會做這個事情
[00:11:56.080 --> 00:11:59.000]  所以這個問題就在這裏
[00:11:59.000 --> 00:12:02.320]  他們一去就離開了
[00:12:02.320 --> 00:12:05.320]  不是一陣子住在那邊
[00:12:05.320 --> 00:12:06.600]  一住就十年
[00:12:06.600 --> 00:12:07.480]  而不單止這樣
[00:12:07.480 --> 00:12:12.760]  他們兩個孩子還跟摩亞的女子成親
[00:12:12.760 --> 00:12:14.880]  這些全部都是摩西五經說
[00:12:14.880 --> 00:12:17.520]  你不可以做的事情
[00:12:17.520 --> 00:12:19.200]  但是他們十年之後
[00:12:19.200 --> 00:12:23.080]  還是口口聲聲在跟上帝說
[00:12:23.080 --> 00:12:26.320]  耶和華是上帝立約的名字
[00:12:26.320 --> 00:12:29.160]  所以表面上好像很近前
[00:12:29.160 --> 00:12:33.640]  其實這個家根本沒有任何的
[00:12:33.640 --> 00:12:36.320]  屬靈的內涵
[00:12:36.320 --> 00:12:39.240]  只是一個外表
[00:12:39.240 --> 00:12:40.840]  因爲這樣的緣故
[00:12:40.840 --> 00:12:42.280]  所以整個故事
[00:12:42.280 --> 00:12:45.680]  當她的先生孩子去世的時候
[00:12:45.680 --> 00:12:48.280]  變成了一個上帝呼召的迴轉
[00:12:48.280 --> 00:12:49.840]  這個迴轉是有兩方面
[00:12:49.840 --> 00:12:53.920]  一個是他們要從罪惡裏面回轉出來
[00:12:53.920 --> 00:12:55.520]  但是另外一個層次
[00:12:55.520 --> 00:12:59.640]  你可以說是他們必須要從他們的無知
[00:12:59.640 --> 00:13:02.680]  就是還以爲自己跟耶和華很熟
[00:13:02.680 --> 00:13:04.440]  還以爲自己很認識耶和華
[00:13:04.440 --> 00:13:07.120]  其實他們一點都不認識耶和華
[00:13:07.120 --> 00:13:11.440]  這個你會看到是奈歐米最大的問題
[00:13:11.440 --> 00:13:15.160]  奈歐米根本一點都不認識耶和華
[00:13:15.160 --> 00:13:19.680]  我想跟你很快看看路德集第一章
[00:13:19.680 --> 00:13:24.560]  奈歐米和兩個師父起身要到摩亞地回去
[00:13:24.560 --> 00:13:26.720]  因爲要從摩亞地回去
[00:13:26.720 --> 00:13:30.680]  因爲他在摩亞地聽見耶和華眷顧自己的百姓
[00:13:30.680 --> 00:13:33.000]  賜糧食給他們
[00:13:33.000 --> 00:13:34.560]  所以他現在要回去了
[00:13:34.560 --> 00:13:35.720]  這是好事啊
[00:13:35.720 --> 00:13:37.160]  早就應該回去了
[00:13:37.160 --> 00:13:38.920]  但是他回去有一個理由
[00:13:38.920 --> 00:13:42.320]  是因爲那邊有糧食
[00:13:42.320 --> 00:13:43.880]  可能那邊有新的機會
[00:13:43.880 --> 00:13:45.640]  現在他全家都死了
[00:13:45.640 --> 00:13:47.640]  他必須要回去
[00:13:47.640 --> 00:13:51.560]  他回去是一個非常實際的決定
[00:13:51.560 --> 00:13:55.920]  不是因爲耶和華的緣故
[00:13:55.920 --> 00:14:00.280]  不是因爲應許之地是耶和華所應許的地方
[00:14:00.280 --> 00:14:04.040]  而是因爲他在那邊有糧食喫
[00:14:04.040 --> 00:14:06.200]  你開始在思想
[00:14:06.200 --> 00:14:08.600]  奈歐米到底是不是一個屬靈人
[00:14:08.600 --> 00:14:09.680]  很快你看下去
[00:14:09.680 --> 00:14:11.680]  你就知道他一點都不屬靈
[00:14:11.680 --> 00:14:16.560]  奈歐米和兩個師父就一起離開所住的地方
[00:14:16.560 --> 00:14:20.120]  上路回猶太地去
[00:14:20.120 --> 00:14:22.040]  奈歐米對兩個師父說
[00:14:22.040 --> 00:14:25.480]  你們各自回孃家去吧
[00:14:25.480 --> 00:14:27.480]  他叫他們回家回去
[00:14:27.480 --> 00:14:28.600]  去哪裏
[00:14:28.600 --> 00:14:30.320]  回去摩亞地
[00:14:30.320 --> 00:14:32.760]  奈歐米一開始覺得
[00:14:32.760 --> 00:14:35.840]  難得你師父願意跟你回去
[00:14:35.840 --> 00:14:38.600]  回去也是耶和華的地方
[00:14:38.600 --> 00:14:40.160]  是應許之地
[00:14:40.160 --> 00:14:44.440]  叫他們回去好像不大對吧
[00:14:44.440 --> 00:14:46.560]  但是他非常實際
[00:14:46.560 --> 00:14:49.000]  願耶和華恩待你們
[00:14:49.000 --> 00:14:53.920]  像你們已故的人和我一樣
[00:14:53.920 --> 00:15:00.240]  願耶和華使你們各自在新的丈夫家中得歸屬
[00:15:00.240 --> 00:15:03.240]  這兩節聖經就很大的問題
[00:15:03.240 --> 00:15:07.480]  第一他繼續呼喊跟耶和華
[00:15:07.480 --> 00:15:09.320]  稱耶和華爲耶和華
[00:15:09.320 --> 00:15:11.760]  他用耶和華立約的名字
[00:15:11.760 --> 00:15:13.760]  好像跟耶和華很熟
[00:15:13.760 --> 00:15:14.560]  不單是這樣
[00:15:14.560 --> 00:15:16.960]  他還用了一些字眼
[00:15:16.960 --> 00:15:23.600]  是唯獨耶和華才配得上這些字眼
[00:15:23.600 --> 00:15:24.760]  包括恩待
[00:15:24.760 --> 00:15:26.680]  恩待在原文是hesed
[00:15:26.680 --> 00:15:30.400]  就是耶和華的慈愛
[00:15:30.400 --> 00:15:32.160]  他在約裏面的慈愛
[00:15:32.160 --> 00:15:38.320]  他說願耶和華的慈愛與你同在
[00:15:38.320 --> 00:15:39.800]  然後第九節
[00:15:39.800 --> 00:15:42.240]  願耶和華的shebeth
[00:15:42.240 --> 00:15:48.720]  他的歸屬在這裏原文其實是ansi
[00:15:48.720 --> 00:15:52.440]  你記得上帝是創造安息日的上帝
[00:15:52.440 --> 00:15:53.440]  與你們同在
[00:15:53.440 --> 00:15:56.720]  但是這個恩待與安息在哪裏找到
[00:15:56.720 --> 00:15:58.920]  居然是在你的新丈夫
[00:15:58.920 --> 00:16:01.600]  你的新丈夫是怎麼樣的丈夫
[00:16:01.600 --> 00:16:03.240]  不是猶太人的丈夫
[00:16:03.240 --> 00:16:04.960]  他們已經猜你回去猶太人
[00:16:04.960 --> 00:16:06.640]  沒有人要跟你結婚了
[00:16:06.640 --> 00:16:10.120]  所以你的新丈夫一定是你回去摩亞地
[00:16:10.120 --> 00:16:11.760]  你就還可以找到新丈夫
[00:16:11.760 --> 00:16:14.120]  那這不是很有問題嗎
[00:16:14.120 --> 00:16:18.080]  耶和華的恩待跟歸屬
[00:16:18.080 --> 00:16:21.120]  不會在摩亞地裏面找到
[00:16:21.120 --> 00:16:25.800]  上帝的恩典不會在世界的物質上面找到
[00:16:25.800 --> 00:16:26.880]  他完全搞錯了
[00:16:26.880 --> 00:16:32.120]  你看到這個婆婆不是一個屬雲的婆婆
[00:16:32.120 --> 00:16:34.800]  她表面上是愛心的婆婆
[00:16:34.800 --> 00:16:36.480]  實際上她是一個狹隘
[00:16:36.480 --> 00:16:40.520]  屬雲上非常狹隘的婆婆
[00:16:40.520 --> 00:16:42.720]  於是拿奧米與他們親嘴
[00:16:42.720 --> 00:16:44.640]  他們就放聲大哭
[00:16:44.640 --> 00:16:45.840]  對他們說不
[00:16:45.840 --> 00:16:49.520]  我們要與你一同回你的百姓那裏去
[00:16:49.520 --> 00:16:52.640]  人家還願意還是要跟他回去
[00:16:52.640 --> 00:16:55.560]  拿奧米說我的女兒回去吧
[00:16:55.560 --> 00:16:57.440]  爲什麼要跟我去呢
[00:16:57.440 --> 00:17:00.040]  我還能生孩子給你們作證
[00:17:00.040 --> 00:17:04.160]  她想的東西都是非常屬肉體的
[00:17:04.160 --> 00:17:05.720]  想的東西非常實際
[00:17:05.720 --> 00:17:08.720]  你可以說她是一個很精明的婆婆
[00:17:08.720 --> 00:17:12.280]  你看到最後第二章第三章她都很精明
[00:17:12.280 --> 00:17:14.320]  但是從另外一個角度
[00:17:14.320 --> 00:17:15.720]  在上帝眼中
[00:17:15.720 --> 00:17:21.240]  這個是一個完全不認識上帝的婆婆
[00:17:21.240 --> 00:17:23.320]  我的女兒回去吧
[00:17:23.320 --> 00:17:26.080]  我年紀老了不能再有丈夫
[00:17:26.080 --> 00:17:29.040]  就算我還有希望今夜有丈夫
[00:17:29.040 --> 00:17:30.960]  而且也生了兒子
[00:17:30.960 --> 00:17:34.160]  你們豈能等着他們長大呢
[00:17:34.160 --> 00:17:38.480]  你們能守住自己不嫁人嗎
[00:17:38.480 --> 00:17:40.160]  我比你們更苦
[00:17:40.160 --> 00:17:43.160]  因爲耶和華伸手擊打我
[00:17:43.160 --> 00:17:46.280]  兩個媳婦又放聲大哭
[00:17:46.280 --> 00:17:51.240]  兒兒八與婆婆吻別
[00:17:51.240 --> 00:17:54.920]  但是路德卻緊緊地抓住娜奧米
[00:17:54.920 --> 00:17:56.160]  一個回去了
[00:17:56.160 --> 00:17:57.520]  但路德緊緊
[00:17:57.520 --> 00:17:59.120]  他爲什麼那麼緊呢
[00:17:59.120 --> 00:18:02.000]  你看下去你就知道那個真原因了
[00:18:02.000 --> 00:18:05.280]  不是單單他愛他婆婆那麼簡單
[00:18:05.280 --> 00:18:09.000]  是他愛他婆婆的上帝
[00:18:09.000 --> 00:18:10.520]  如果你去拍戲的時候
[00:18:10.520 --> 00:18:15.160]  這個路德其實一直在很想回去
[00:18:15.160 --> 00:18:15.920]  應許之地
[00:18:15.920 --> 00:18:18.080]  他想回去看看
[00:18:18.080 --> 00:18:21.840]  耶和華的應許之地是怎麼樣
[00:18:21.840 --> 00:18:25.000]  無論他受多少的苦
[00:18:25.000 --> 00:18:26.880]  無論他多困難
[00:18:26.880 --> 00:18:28.080]  他都要回去
[00:18:28.080 --> 00:18:31.960]  因爲他要親眼看見
[00:18:31.960 --> 00:18:33.920]  耶和華所應許的地
[00:18:33.920 --> 00:18:34.800]  娜奧米說
[00:18:34.800 --> 00:18:35.440]  看啊
[00:18:35.440 --> 00:18:38.280]  你嫂嫂已經回她的白星
[00:18:38.280 --> 00:18:39.640]  她的神明那邊
[00:18:39.640 --> 00:18:42.120]  所以回去不單只是回她的地方
[00:18:42.120 --> 00:18:44.080]  去回她神明
[00:18:44.080 --> 00:18:46.720]  你也跟你嫂嫂回去吧
[00:18:46.720 --> 00:18:49.440]  你就回去拜觀音菩薩
[00:18:49.440 --> 00:18:51.080]  很好啊
[00:18:51.080 --> 00:18:54.120]  只要觀音菩薩可以幫你找到一個先生
[00:18:54.120 --> 00:18:55.720]  讓你有好的生活
[00:18:55.720 --> 00:18:57.040]  不一定要信耶穌的
[00:18:57.040 --> 00:18:59.920]  你看這個婆婆是不是很離譜
[00:18:59.920 --> 00:19:03.280]  這個婆婆完全不明白
[00:19:03.280 --> 00:19:05.680]  耶和華是獨一的真神
[00:19:05.680 --> 00:19:07.480]  她也不愛耶和華
[00:19:07.480 --> 00:19:09.760]  所以她已經干犯了
[00:19:09.760 --> 00:19:13.760]  這個生命紀裏面許許多多的問題
[00:19:13.760 --> 00:19:18.200]  在這個婆婆那麼狹隘的之下
[00:19:18.200 --> 00:19:19.680]  你看看路德的回應
[00:19:19.680 --> 00:19:20.600]  路德說
[00:19:20.600 --> 00:19:24.080]  不要勸我轉去不跟隨你
[00:19:24.080 --> 00:19:25.760]  求你不要再勸我
[00:19:25.760 --> 00:19:27.000]  他非常有禮貌
[00:19:27.000 --> 00:19:29.000]  如果你在新約的話
[00:19:29.000 --> 00:19:30.760]  那個回應大概是
[00:19:30.760 --> 00:19:32.960]  撒旦你給我滾吧
[00:19:32.960 --> 00:19:36.800]  因爲你所體貼的不是上帝的信義
[00:19:36.800 --> 00:19:38.520]  而是人的信義
[00:19:38.520 --> 00:19:40.160]  你開始明白了嗎
[00:19:40.160 --> 00:19:43.080]  那婆婆的狹隘是多恐怖
[00:19:43.080 --> 00:19:44.000]  你往哪裏去
[00:19:44.000 --> 00:19:45.360]  我也往哪裏去
[00:19:45.360 --> 00:19:46.240]  你在哪裏
[00:19:46.240 --> 00:19:47.240]  我也在哪裏
[00:19:47.240 --> 00:19:49.440]  你的百姓就是我的百姓
[00:19:49.440 --> 00:19:51.280]  你的神就是我的神
[00:19:51.280 --> 00:19:52.880]  你不要想太多
[00:19:52.880 --> 00:19:55.720]  他很愛他的婆婆
[00:19:55.720 --> 00:19:57.000]  你要想多一點
[00:19:57.000 --> 00:20:00.320]  他其實整天很羨慕婆婆
[00:20:00.320 --> 00:20:03.240]  因爲婆婆有一個真神
[00:20:03.240 --> 00:20:07.360]  他很想得到婆婆的上帝
[00:20:07.360 --> 00:20:08.640]  就是耶和華
[00:20:08.640 --> 00:20:12.480]  他要回去婆婆上帝的地方
[00:20:12.480 --> 00:20:13.280]  你死在哪裏
[00:20:13.280 --> 00:20:14.400]  我也死在哪裏
[00:20:14.400 --> 00:20:15.800]  葬在哪裏
[00:20:15.800 --> 00:20:16.960]  我在想有時候
