
[00:00:00.000 --> 00:00:03.280]  聖經裏面有很多偉大的人物
[00:03:21.280 --> 00:03:24.280]  甚至外邦人的地方他都要去
[00:03:24.280 --> 00:03:28.280]  但是大衛做了一件上帝很欣賞的事
[00:03:28.280 --> 00:03:29.280]  他沒有報復
[00:03:29.280 --> 00:03:30.280]  他沒有還擊
[00:03:30.280 --> 00:03:32.280]  後來蘇羅死了
[00:03:32.280 --> 00:03:33.280]  陣亡
[00:03:33.280 --> 00:03:35.280]  打仗死了的時候
[00:03:35.280 --> 00:03:39.280]  大衛還作了一首哀歌來悼念他
[00:03:39.280 --> 00:03:41.280]  這個哀歌就叫做功歌
[00:03:41.280 --> 00:03:45.280]  以色列你尊榮者在山上被殺
[00:03:45.280 --> 00:03:47.280]  大英雄何景死亡
[00:03:47.280 --> 00:03:48.280]  不要再加達報告
[00:03:48.280 --> 00:03:51.280]  不要在亞實基倫街上傳揚
[00:03:51.280 --> 00:03:54.280]  以色列的女子當為蘇羅哭號
[00:03:54.280 --> 00:03:57.280]  他曾使你們穿朱紅色的美衣
[00:03:57.280 --> 00:03:59.280]  使你們的衣服有黃金的裝飾
[00:03:59.280 --> 00:04:01.280]  英雄何景福島
[00:04:01.280 --> 00:04:03.280]  戰懼何景滅沒
[00:04:03.280 --> 00:04:10.280]  大衛怎樣能夠做到以德報怨呢
[00:04:10.280 --> 00:04:14.280]  原因就是他敬畏神
[00:04:14.280 --> 00:04:15.280]  大衛敬畏神
[00:04:15.280 --> 00:04:18.280]  他知道蘇羅是上帝高立的
[00:04:18.280 --> 00:04:22.280]  所以他不敢傷害上帝所高立的僕人
[00:04:22.280 --> 00:04:25.280]  蘇羅死的時候
[00:04:25.280 --> 00:04:27.280]  大約公元前一千年
[00:04:27.280 --> 00:04:29.280]  即是他們現在三千年左右
[00:04:29.280 --> 00:04:32.280]  大衛登基做猶大王
[00:04:32.280 --> 00:04:34.280]  那時候他大約三十歲
[00:04:34.280 --> 00:04:36.280]  過了七年之後
[00:04:36.280 --> 00:04:39.280]  他就成為了以色列的王
[00:04:39.280 --> 00:04:40.280]  接著那十年
[00:04:40.280 --> 00:04:42.280]  大衛就東征西討
[00:04:42.280 --> 00:04:44.280]  鞏固了國家
[00:04:44.280 --> 00:04:46.280]  擴大了版權
[00:04:46.280 --> 00:04:49.280]  他做王做到五十歲
[00:04:49.280 --> 00:04:51.280]  即是大約二十年的時候
[00:04:51.280 --> 00:04:54.280]  他又犯了一件彌天大罪
[00:04:54.280 --> 00:04:57.280]  他侵佔了人的太太
[00:04:57.280 --> 00:04:59.280]  又殺了女人的丈夫
[00:04:59.280 --> 00:05:00.280]  就是烏尼亞
[00:05:00.280 --> 00:05:03.280]  一個非常愛國的將軍
[00:05:03.280 --> 00:05:05.280]  過了幾年
[00:05:05.280 --> 00:05:07.280]  神的審判臨到大衛
[00:05:07.280 --> 00:05:10.280]  他的家庭發生了論上慘變
[00:05:10.280 --> 00:05:13.280]  最後他的兒子亞沙隆反叛
[00:05:13.280 --> 00:05:16.280]  令到大衛要倉皇出走
[00:05:16.280 --> 00:05:18.280]  那時候他已經六十歲
[00:05:18.280 --> 00:05:22.280]  撒姆爾記下第十五章
[00:05:22.280 --> 00:05:36.280]  講到他的兒子亞沙隆叛變的情況
[00:05:36.280 --> 00:05:42.280]  在第十九章到第十二十章
[00:05:42.280 --> 00:05:47.280]  就解釋到他如何平定叛亂
[00:05:47.280 --> 00:05:52.280]  二十一章就講到大衛最後一次出去打仗
[00:05:52.280 --> 00:05:54.280]  這次就很危險
[00:05:54.280 --> 00:05:56.280]  差點就被人殺了
[00:05:56.280 --> 00:05:59.280]  於是他的將軍就跟他說
[00:05:59.280 --> 00:06:02.280]  皇帝你都不要再出來打仗了
[00:06:02.280 --> 00:06:03.280]  等我們打吧
[00:06:03.280 --> 00:06:06.280]  因為如果你死了我們就連皇帝都沒有了
[00:06:06.280 --> 00:06:12.280]  最後十年大衛就在宮廷裡度過晚年
[00:06:12.280 --> 00:06:15.280]  很多反思
[00:06:15.280 --> 00:06:16.280]  有解經家說
[00:06:16.280 --> 00:06:20.280]  詩篇二十三篇就是這個時候寫的
[00:06:20.280 --> 00:06:24.280]  在這首詩裡我們看到大衛雖然年紀大
[00:06:24.280 --> 00:06:27.280]  但是他的心仍然很新鮮
[00:06:27.280 --> 00:06:33.280]  我必不辭缺乏,他使我討愛在青草地上
[00:06:33.280 --> 00:06:35.280]  像一隻羊仔般新鮮
[00:06:35.280 --> 00:06:41.280]  所以我自己覺得一個在主裡面屬靈深度好的基督徒
[00:06:41.280 --> 00:06:44.280]  他的心永遠都是這麼新鮮
[00:06:44.280 --> 00:06:47.280]  他不會變成老病
[00:06:47.280 --> 00:06:53.280]  而這首剛才我們讀的撒姆爾記下第二十二章
[00:06:53.280 --> 00:06:56.280]  有很多解經家說
[00:06:56.280 --> 00:06:59.280]  這首歌是最後寫的一首歌
[00:06:59.280 --> 00:07:02.280]  被稱為大衛的海歌
[00:07:02.280 --> 00:07:04.280]  即是海船歸來
[00:07:04.280 --> 00:07:05.280]  勝利的歌
[00:07:05.280 --> 00:07:08.280]  這首詩跟詩篇十八篇很相似
[00:07:08.280 --> 00:07:11.280]  所以詩篇十八篇可能就是這首歌
[00:07:11.280 --> 00:07:13.280]  但是有解經家說
[00:07:13.280 --> 00:07:15.280]  有不同的看法
[00:07:15.280 --> 00:07:17.280]  你知道兩個解經家可能有三個意見
[00:07:17.280 --> 00:07:22.280]  他說十八篇可能是大衛登基的時候寫的
[00:07:22.280 --> 00:07:25.280]  但是到晚年的時候他就把它改了
[00:07:25.280 --> 00:07:29.280]  所以兩首詩當中的原文有些字很不同
[00:07:29.280 --> 00:07:34.280]  就成為了一個結束性的一首詩
[00:07:34.280 --> 00:07:37.280]  就是撒姆爾記下第二十二篇
[00:07:37.280 --> 00:07:40.280]  這首詩歌是綜合了大衛的一生
[00:07:40.280 --> 00:07:45.280]  儘管大衛一生裡面有很多不應該做的事他都做了
[00:07:45.280 --> 00:07:49.280]  但這首詩裡面我們看到他過了這麼多年之後
[00:07:49.280 --> 00:07:53.280]  他對上帝的激情和敬畏還在
[00:07:53.280 --> 00:07:55.280]  我鼓勵大家,你信了耶穌這麼多年
[00:07:55.280 --> 00:07:57.280]  你會不會變成了秦黎
[00:07:57.280 --> 00:08:01.280]  你對上帝的激情還在嗎?
[00:08:01.280 --> 00:08:04.280]  你當初在中學的時候信耶穌的那個心
[00:08:04.280 --> 00:08:07.280]  那個純良的心現在還在嗎?
[00:08:07.280 --> 00:08:09.280]  大衛那首詩裡面映出
[00:08:09.280 --> 00:08:12.280]  他充滿喜樂、勝利、感恩
[00:08:12.280 --> 00:08:15.280]  對上帝的尊崇和讚美
[00:08:15.280 --> 00:08:18.280]  所以有人說這首詩是大衛歌中之歌
[00:08:18.280 --> 00:08:23.280]  正如《雅歌》被稱為所羅門的歌中之歌一樣
[00:08:23.280 --> 00:08:26.280]  大衛一生給我們一個榜樣
[00:08:26.280 --> 00:08:28.280]  這個榜樣就落地了
[00:08:28.280 --> 00:08:32.280]  就是今天你跟我聽這篇導體的經文
[00:08:32.280 --> 00:08:34.280]  究竟怎樣可以實踐呢?
[00:08:34.280 --> 00:08:39.280]  這個榜樣就是基督徒在充滿罪惡的現實世界裡面
[00:08:39.280 --> 00:08:42.280]  仍然可以過一個美好的生活
[00:08:42.280 --> 00:08:47.280]  基督徒在一個混亂、一個動盪、一個罪惡的世界裡面
[00:08:47.280 --> 00:08:53.280]  仍然可以過一個美好的屬靈生活
[00:08:53.280 --> 00:08:56.280]  這個就是今天的實踐
[00:08:56.280 --> 00:08:58.280]  我希望大家能夠得著
[00:08:58.280 --> 00:09:03.280]  我們就從這首詩裡面去思想大衛的生命
[00:09:03.280 --> 00:09:04.280]  學習他的榜樣
[00:09:04.280 --> 00:09:05.280]  倚靠他
[00:09:05.280 --> 00:09:09.280]  以致我和你都可以過一個得勝的人生
[00:09:09.280 --> 00:09:11.280]  這首詩很長,五十一節
[00:09:11.280 --> 00:09:12.280]  我們今天沒辦法讀完
[00:09:12.280 --> 00:09:18.280]  但我很快將它的結構跟大家分享
[00:09:18.280 --> 00:09:21.280]  第一段是從第二節到第七節裡面
[00:09:21.280 --> 00:09:25.280]  那裡是看到大衛和耶和華的關係
[00:09:25.280 --> 00:09:28.280]  這個關係是很個人化的
[00:09:28.280 --> 00:09:31.280]  很個人化的
[00:09:31.280 --> 00:09:38.280]  我們如果來看第二十二章一到三節
[00:09:38.280 --> 00:09:43.280]  當耶和華拯救大衛脫離一切仇敵和訴羅斯手的日子
[00:09:43.280 --> 00:09:45.280]  他就向耶和華念者施說
[00:09:45.280 --> 00:09:51.280]  耶和華是我的岩石,我的山寨,我的救主,我的神,我的盤石,我所投靠的
[00:09:51.280 --> 00:09:53.280]  他是我的盾牌,是拯救我的國
[00:09:53.280 --> 00:09:56.280]  是我的高台,是我的避難所,我的救主
[00:09:56.280 --> 00:09:59.280]  你是救我脫離強暴的
[00:09:59.280 --> 00:10:01.280]  然後第四到第七節
[00:10:01.280 --> 00:10:04.280]  我要求告當讚美的耶和華
[00:10:04.280 --> 00:10:07.280]  這樣我必從仇敵手中被救出來
[00:10:07.280 --> 00:10:09.280]  曾有死亡的波浪環繞我
[00:10:09.280 --> 00:10:11.280]  匪類的急流使我驚懼
[00:10:11.280 --> 00:10:13.280]  陰間的成索纏繞我
[00:10:13.280 --> 00:10:15.280]  死亡的網羅淋渡我
[00:10:15.280 --> 00:10:17.280]  我在急難中求告耶和華
[00:10:17.280 --> 00:10:18.280]  向我的神呼求
[00:10:18.280 --> 00:10:20.280]  他從殿中聽了我的聲音
[00:10:20.280 --> 00:10:23.280]  我的呼求入了他的耳中
[00:10:23.280 --> 00:10:28.280]  你感不感受到大衛和耶和華的關係是很個人化的
[00:10:28.280 --> 00:10:33.280]  是一個Personal God
[00:10:33.280 --> 00:10:37.280]  如果你看第二和第三節
[00:10:37.280 --> 00:10:40.280]  你會留意到裏面有十二個「我」字
[00:10:40.280 --> 00:10:42.280]  他是我的神,我是屬於他的
[00:10:42.280 --> 00:10:44.280]  十二個「我」字
[00:10:44.280 --> 00:10:46.280]  值得我們去思想
[00:10:46.280 --> 00:10:50.280]  究竟我們和神的關係是否這麼個人化
[00:10:50.280 --> 00:10:54.280]  然後在第八到二十節
[00:10:54.280 --> 00:10:57.280]  他描寫到上帝的本性和作為
[00:10:57.280 --> 00:11:00.280]  第八到十六節講到神的大能和作為
[00:11:00.280 --> 00:11:06.280]  第十七到二十節就提到祂的拯救
[00:11:06.280 --> 00:11:09.280]  第十七節尤其是我覺得很寶貴很精妙
[00:11:09.280 --> 00:11:12.280]  他從高天伸手抓住我
[00:11:12.280 --> 00:11:16.280]  我可以想像像我在大水裏浮沉快要死的時候
[00:11:16.280 --> 00:11:19.280]  上帝在天上伸一隻大手下來
[00:11:19.280 --> 00:11:22.280]  抓住我
[00:11:22.280 --> 00:11:23.280]  這個很厲害
[00:11:23.280 --> 00:11:25.280]  我記得我小時候
[00:11:25.280 --> 00:11:28.280]  不知一歲的時候和媽媽一起睡覺
[00:11:28.280 --> 00:11:30.280]  晚上就掉到床裏
[00:11:30.280 --> 00:11:31.280]  我又忘記怎樣掉
[00:11:31.280 --> 00:11:33.280]  但我記得她一手把我抓上床
[00:11:33.280 --> 00:11:35.280]  類似這樣
[00:11:35.280 --> 00:11:38.280]  我們的神就是這麼寶貴的神
[00:11:38.280 --> 00:11:41.280]  然後第十節他救拔我,因他喜悅我
[00:11:41.280 --> 00:11:43.280]  你有沒有想到
[00:11:43.280 --> 00:11:45.280]  他不是說他救拔我因為我很好
[00:11:45.280 --> 00:11:47.280]  是因為我很聽話
[00:11:47.280 --> 00:11:48.280]  我未讀聖經
[00:11:48.280 --> 00:11:50.280]  因他喜悅我,上帝喜悅我
[00:11:50.280 --> 00:11:52.280]  這個不需要講理由
[00:11:52.280 --> 00:11:55.280]  上帝就是這樣,沒有條件
[00:11:55.280 --> 00:11:59.280]  大約在八十年前,五四時代
[00:11:59.280 --> 00:12:01.280]  大家有沒有看過冰心的文章
[00:12:01.280 --> 00:12:03.280]  其中一篇叫《母愛》
[00:12:03.280 --> 00:12:05.280]  我記得很清楚,當時四年級讀書
[00:12:05.280 --> 00:12:07.280]  他問媽媽
[00:12:07.280 --> 00:12:09.280]  媽媽你到底為什麼愛我
[00:12:09.280 --> 00:12:11.280]  我沒有問,但他有問
[00:12:11.280 --> 00:12:15.280]  媽媽說,不為什麼,只因為你是我的女兒
[00:12:15.280 --> 00:12:17.280]  這個很偉大
[00:12:17.280 --> 00:12:19.280]  但這個母愛有沒有條件呢
[00:12:19.280 --> 00:12:22.280]  有,因為你是我的女兒,我才這麼愛你
[00:12:22.280 --> 00:12:25.280]  冰心的媽媽沒有這麼愛我
[00:12:25.280 --> 00:12:27.280]  因為我不是她的女兒
[00:12:27.280 --> 00:12:31.280]  有條件的,但上帝沒有條件
[00:12:31.280 --> 00:12:36.280]  當我們仍然在罪人的時候
[00:12:36.280 --> 00:12:38.280]  上帝已經愛我們
[00:12:38.280 --> 00:12:39.280]  羅馬書五章八字
[00:12:39.280 --> 00:12:43.280]  唯有基督在我們患上罪人的時候為我們死
[00:12:43.280 --> 00:12:47.280]  神的愛就在此向我們顯明了
[00:12:49.280 --> 00:12:52.280]  然後,我們再看下去
[00:12:52.280 --> 00:12:56.280]  第二十一至四十六節
[00:12:56.280 --> 00:13:00.280]  詩人描寫自己的信心越來越增加
[00:13:00.280 --> 00:13:02.280]  因為他越來越認識神
[00:13:02.280 --> 00:13:05.280]  二十一至二十五節,講到神按公義報答人
[00:13:05.280 --> 00:13:09.280]  二十六至二十七節,講到神的慈愛完全聖潔基巧
[00:13:09.280 --> 00:13:12.280]  第二十八節,講到上帝拯救謙卑的人
[00:13:12.280 --> 00:13:14.280]  從二十九至四十五節
[00:13:14.280 --> 00:13:16.280]  神怎樣加力量給他
[00:13:16.280 --> 00:13:18.280]  從四十七至五十一節
[00:13:18.280 --> 00:13:21.280]  詩人就對神發出讚美
[00:13:21.280 --> 00:13:23.280]  我們現在看五十節
[00:13:23.280 --> 00:13:31.280]  「因此我要在愛邦中稱謝你,歌頌你的名」
[00:13:31.280 --> 00:13:32.280]  五十一節
[00:13:32.280 --> 00:13:34.280]  「此極大的救恩給他所立的王
[00:13:34.280 --> 00:13:36.280]  詩詞愛給他的受告者
[00:13:36.280 --> 00:13:41.280]  就是給大衛和他的後裔,直到永遠」
[00:13:41.280 --> 00:13:44.280]  這首詩就是這樣結束
[00:13:44.280 --> 00:13:47.280]  這首詩還有一個特點
[00:13:47.280 --> 00:13:51.280]  就是他預言到尼塞亞的降臨
[00:13:51.280 --> 00:13:53.280]  很多解經家留意到
[00:13:53.280 --> 00:13:55.280]  大衛一生和耶穌都很相似
[00:13:55.280 --> 00:13:59.280]  他們被高納,他們被厭棄,遭迫害
[00:13:59.280 --> 00:14:01.280]  最後他們都勝利建立了王國
[00:14:01.280 --> 00:14:05.280]  這首詩的字裡行間提到尼塞亞
[00:14:05.280 --> 00:14:08.280]  譬如第四十四節,五十一節那裡
[00:14:08.280 --> 00:14:09.280]  是描寫尼塞亞的
[00:14:09.280 --> 00:14:11.280]  這首詩還會提到盤石
[00:14:11.280 --> 00:14:15.280]  在羅馬書,第九章,彼得前書第二章
[00:14:15.280 --> 00:14:18.280]  都是用盤石來描寫基督
[00:14:18.280 --> 00:14:20.280]  這首詩第三節又提到
[00:14:20.280 --> 00:14:21.280]  拯救的國
[00:14:21.280 --> 00:14:23.280]  如果你看路加福音第一章
[00:14:23.280 --> 00:14:24.280]  你留意到
[00:14:24.280 --> 00:14:26.280]  施洗約翰的爸爸發預言
[00:14:26.280 --> 00:14:28.280]  預言耶穌基督即將降臨
[00:14:28.280 --> 00:14:32.280]  他用拯救的國來描寫耶穌
[00:14:32.280 --> 00:14:36.280]  可以說這首詩將救恩都濃縮在裡面
[00:14:36.280 --> 00:14:40.280]  當然大衛是耶穌的後裔
[00:14:40.280 --> 00:14:42.280]  耶穌是大衛的根
[00:14:42.280 --> 00:14:44.280]  大衛的王權直到永遠
[00:14:44.280 --> 00:14:46.280]  就因為耶穌基督
[00:14:46.280 --> 00:14:48.280]  所以大衛晚年寫這首詩
[00:14:48.280 --> 00:14:51.280]  總括了他以前所有的詩歌
[00:14:51.280 --> 00:14:53.280]  全部綜合在裡面
[00:14:53.280 --> 00:14:55.280]  一定會提到尼塞亞
[00:14:55.280 --> 00:14:59.280]  所以這首詩也是屬於尼塞亞的詩歌
[00:14:59.280 --> 00:15:02.280]  Messianic Poem
[00:15:02.280 --> 00:15:05.280]  我們講完大衛的生平
[00:15:05.280 --> 00:15:08.280]  又講完這首詩的背景和結構
[00:15:08.280 --> 00:15:11.280]  我們就會落地做一些反思
[00:15:11.280 --> 00:15:13.280]  這個反思對你很有用
[00:15:13.280 --> 00:15:15.280]  我曾經講過一句話
[00:15:15.280 --> 00:15:17.280]  是我自己想出來的
[00:15:17.280 --> 00:15:19.280]  神學思想決定一切
[00:15:19.280 --> 00:15:22.280]  Theology determines everything
[00:15:22.280 --> 00:15:24.280]  你的神學思想就是你對上帝的認識
[00:15:24.280 --> 00:15:26.280]  決定你和誰結婚
[00:15:26.280 --> 00:15:27.280]  決定你做什麼
[00:15:27.280 --> 00:15:29.280]  決定你的人格怎麼樣
[00:15:29.280 --> 00:15:30.280]  決定你每一個行動
[00:15:30.280 --> 00:15:34.280]  我們今天要從這首詩裡面去認識多些神
[00:15:34.280 --> 00:15:36.280]  我們要研究這首詩的神學思想
[00:15:36.280 --> 00:15:40.280]  你每讀一段聖經都要有個想法
[00:15:40.280 --> 00:15:45.280]  這段聖經告訴我關於上帝的什麼
[00:15:45.280 --> 00:15:47.280]  是我還不知道的
[00:15:47.280 --> 00:15:51.280]  我要和大家分享三點神學思想
[00:15:51.280 --> 00:15:53.280]  都是和一個問題有關
[00:15:53.280 --> 00:15:57.280]  這個神學思想就是
[00:15:57.280 --> 00:16:01.280]  為什麼上帝這麼愛大衛和祝福他
[00:16:01.280 --> 00:16:02.280]  這裡有三點
[00:16:02.280 --> 00:16:04.280]  為什麼上帝這麼愛大衛和祝福他
[00:16:04.280 --> 00:16:06.280]  我首先告訴大家
[00:16:06.280 --> 00:16:09.280]  如果你在主的面越來越深的話
[00:16:09.280 --> 00:16:11.280]  你都會產生一個錯覺
[00:16:11.280 --> 00:16:13.280]  就好像上帝特別祝福你
[00:16:13.280 --> 00:16:15.280]  我那時候覺得上帝特別恩待我
[00:16:15.280 --> 00:16:16.280]  不知道為什麼
[00:16:16.280 --> 00:16:17.280]  我是不配
[00:16:17.280 --> 00:16:19.280]  但不知道上帝真的特別給了我好東西
[00:16:19.280 --> 00:16:21.280]  他給了我很多苦我受
[00:16:21.280 --> 00:16:23.280]  但是很多好東西
[00:16:23.280 --> 00:16:25.280]  這個感覺是對的
[00:16:25.280 --> 00:16:27.280]  因為你和神關係越深的時候
[00:16:27.280 --> 00:16:29.280]  你就知道大衛好像特別
[00:16:29.280 --> 00:16:31.280]  上帝好像特別關心你
[00:16:31.280 --> 00:16:32.280]  其實每一個基督徒
[00:16:32.280 --> 00:16:34.280]  他和上帝關係深的時候
[00:16:34.280 --> 00:16:37.280]  他都會覺得上帝特別關心他
[00:16:37.280 --> 00:16:39.280]  我們要看一個神學思想
[00:16:39.280 --> 00:16:41.280]  為什麼聖經這麼清楚
[00:16:41.280 --> 00:16:44.280]  看到上帝這麼恩待大衛
[00:16:44.280 --> 00:16:46.280]  為什麼耶穌基督和他而出
[00:16:46.280 --> 00:16:51.280]  為什麼上帝給他的皇權直到永遠
[00:16:51.280 --> 00:16:52.280]  第一
[00:16:52.280 --> 00:16:56.280]  我告訴大家
[00:16:56.280 --> 00:17:00.280]  上帝揀選大衛是因為上帝的主權
[00:17:00.280 --> 00:17:04.280]  很多基督徒有個錯誤的觀念
[00:17:04.280 --> 00:17:06.280]  就是以為上帝祝福大衛
[00:17:06.280 --> 00:17:07.280]  大衛是個好人
[00:17:07.280 --> 00:17:08.280]  因為他做了很多好事
[00:17:08.280 --> 00:17:10.280]  因為他聽上帝的話等等
[00:17:10.280 --> 00:17:14.280]  其實大衛做了很多錯事
[00:17:14.280 --> 00:17:18.280]  又有很多人比大衛做更多的好事
[00:17:18.280 --> 00:17:20.280]  上帝都沒有揀選他們
[00:17:20.280 --> 00:17:23.280]  上帝揀選大衛最基本的原因
[00:17:23.280 --> 00:17:25.280]  就是上帝喜歡揀選他
[00:17:25.280 --> 00:17:27.280]  是大衛上帝的主權
[00:17:27.280 --> 00:17:29.280]  上帝的sovereignty
[00:17:29.280 --> 00:17:30.280]  上帝有主權
[00:17:30.280 --> 00:17:32.280]  他喜歡揀誰就揀誰
[00:17:32.280 --> 00:17:34.280]  這個是很重要的神學思想
[00:17:34.280 --> 00:17:37.280]  在出埃及的33章
[00:17:37.280 --> 00:17:39.280]  上帝對摩西說
[00:17:39.280 --> 00:17:41.280]  我要恩代誰就恩代誰
[00:17:41.280 --> 00:17:44.280]  我要憐憫誰就憐憫誰
[00:17:44.280 --> 00:17:47.280]  你又會說牧師這樣不公平
[00:17:47.280 --> 00:17:48.280]  神按他的主權
[00:17:48.280 --> 00:17:49.280]  是他有主權
[00:17:49.280 --> 00:17:51.280]  他揀了恩代大衛又沒有恩代我
[00:17:51.280 --> 00:17:53.280]  那是不是偏心呢
[00:17:53.280 --> 00:17:55.280]  其實不是偏心
[00:17:55.280 --> 00:17:57.280]  因為其實在上帝的標準裏面
[00:17:57.280 --> 00:17:59.280]  個個都是沉淪
[00:17:59.280 --> 00:18:00.280]  個個都不義
[00:18:00.280 --> 00:18:01.280]  個個都要定死罪
[00:18:01.280 --> 00:18:04.280]  那上帝在其中特別恩代一個人
[00:18:04.280 --> 00:18:06.280]  這個是他自己的選擇
[00:18:06.280 --> 00:18:08.280]  耶穌基督做了一個比喻
[00:18:08.280 --> 00:18:09.280]  他是一個主人
[00:18:09.280 --> 00:18:12.280]  差派三個牧人出去做生意
[00:18:12.280 --> 00:18:13.280]  一個給五千
[00:18:13.280 --> 00:18:14.280]  一個給兩千
[00:18:14.280 --> 00:18:15.280]  一個給一千
[00:18:15.280 --> 00:18:16.280]  沒有人埋怨
[00:18:16.280 --> 00:18:17.280]  為什麼我只有一千
[00:18:17.280 --> 00:18:18.280]  他有五千
[00:18:18.280 --> 00:18:21.280]  這個是主人按他的主權去做分配
[00:18:21.280 --> 00:18:22.280]  那或者你會問
[00:18:22.280 --> 00:18:24.280]  我硬是覺得不服氣
[00:18:24.280 --> 00:18:26.280]  上帝給大衛做皇帝
[00:18:26.280 --> 00:18:30.280]  我連一層樓都買不到
[00:18:30.280 --> 00:18:34.280]  那是不是不公平呢
[00:18:34.280 --> 00:18:38.280]  其實上帝給大衛做君王
[00:18:38.280 --> 00:18:40.280]  上帝給你做什麼
[00:18:40.280 --> 00:18:42.280]  上帝拯救了你
[00:18:42.280 --> 00:18:43.280]  上帝給你有永生
