
[00:00:00.000 --> 00:00:04.360]  近一兩年這個疫情影響到全球
[00:02:20.840 --> 00:02:23.440]  於是就觸發我思想
[00:02:23.440 --> 00:02:27.040]  不如我們也看看九月裡面
[00:02:27.040 --> 00:02:31.080]  在以色列王朝
[00:02:31.080 --> 00:02:33.040]  這邊王國時代
[00:02:33.040 --> 00:02:38.160]  有些什麼君王讓我們去學習
[00:02:38.160 --> 00:02:41.000]  我一路思想的時候就想到
[00:02:41.000 --> 00:02:44.840]  不如我們看看南國猶太國
[00:02:44.840 --> 00:02:47.080]  裡面有幾位君王
[00:02:47.080 --> 00:02:53.160]  所以從今天開始也可能跟大家去看南國
[00:02:53.160 --> 00:02:54.960]  有幾位君王
[00:02:54.960 --> 00:02:58.760]  他們的治理國家
[00:02:58.760 --> 00:03:01.240]  或者他們跟神的關係
[00:03:01.240 --> 00:03:06.400]  而帶來跟國家的前景的影響
[00:03:06.400 --> 00:03:14.080]  所以我會選擇從以色列王國時代
[00:03:14.080 --> 00:03:16.960]  後來分裂了南北兩國
[00:03:16.960 --> 00:03:20.320]  由南國的皇帝講起
[00:03:20.320 --> 00:03:22.160]  為什麼不講北國呢?
[00:03:22.160 --> 00:03:23.640]  因為北國
[00:03:23.640 --> 00:03:24.920]  聖經一直記載
[00:03:24.920 --> 00:03:26.760]  北國每一個皇帝
[00:03:26.760 --> 00:03:31.360]  都是行耶和華眼中看為惡的事情
[00:03:31.360 --> 00:03:34.360]  所以也沒有什麼好效法的學習
[00:03:34.360 --> 00:03:41.520]  當然我們也可以向負面教材學習
[00:03:41.520 --> 00:03:44.520]  但我今天不能夠去講這麼多的皇帝
[00:03:44.520 --> 00:03:46.760]  我只能夠去講幾位
[00:03:46.760 --> 00:03:50.240]  其中今天先講的是約沙法王
[00:03:50.240 --> 00:03:56.760]  剛才主席也跟我們讀了一段經文
[00:03:56.760 --> 00:04:01.320]  這是《列王記》上二十二章四十一到五十節
[00:04:01.320 --> 00:04:09.760]  可以說是一個簡單對約沙法王的總結
[00:04:09.760 --> 00:04:16.440]  他是南國第四任的國王
[00:04:16.440 --> 00:04:19.520]  大概在今日的年期
[00:04:19.520 --> 00:04:25.600]  公元前八百七十年到八百四十六年期間
[00:04:25.600 --> 00:04:27.160]  他就做了皇帝
[00:04:27.160 --> 00:04:33.480]  所以他在第四十二節作為皇帝的時候
[00:04:33.480 --> 00:04:36.440]  大概有二十五年
[00:04:36.440 --> 00:04:40.280]  我今天想跟大家講一個題目
[00:04:40.280 --> 00:04:43.120]  公大於國的約沙法
[00:04:43.120 --> 00:04:49.120]  似乎我已經給了一個小小的總結在裏面
[00:04:49.120 --> 00:04:52.600]  當然這個皇帝是一個好皇帝
[00:04:52.600 --> 00:04:55.360]  但也有些過錯
[00:04:55.360 --> 00:05:04.880]  他自己的跟隨主一直敬拜耶和華
[00:05:04.880 --> 00:05:14.600]  他將國內可能會引起一些異端、異教的侵襲
[00:05:14.600 --> 00:05:18.640]  一直去抵抗
[00:05:18.640 --> 00:05:25.200]  以致他雖然跟北角以色列國很緊密的聯繫
[00:05:25.200 --> 00:05:29.400]  這個國家以敬拜巴力
[00:05:29.400 --> 00:05:34.920]  當時是他們主要宗教的活動
[00:05:34.920 --> 00:05:37.840]  但他在有生之年
[00:05:37.840 --> 00:05:41.600]  仍然能夠努力跟隨主
[00:05:41.600 --> 00:05:46.720]  遠離這些敬拜偶像的事情
[00:05:46.720 --> 00:05:49.280]  在自己國家裏面發生
[00:05:49.280 --> 00:05:51.200]  我想分三方面講
[00:05:51.200 --> 00:05:55.200]  第一方面就是「前車可鑒」
[00:05:55.200 --> 00:05:57.880]  第二方面就是「政教合一」
[00:05:57.880 --> 00:06:00.440]  第三方面就是「以和為貴」
[00:06:00.440 --> 00:06:04.400]  後面兩個分題是有一個問號的
[00:06:04.400 --> 00:06:06.200]  第一方面就是「前車可鑒」
[00:06:06.200 --> 00:06:14.240]  我們在前面介紹的時候
[00:06:14.240 --> 00:06:18.600]  講到第四十三節
[00:06:18.600 --> 00:06:20.680]  三節裏說
[00:06:20.680 --> 00:06:24.800]  「約沙法不偏離左右
[00:06:24.800 --> 00:06:28.360]  行耶和華眼中看為正的事」
[00:06:28.360 --> 00:06:30.880]  這個說話大家很熟悉
[00:06:30.880 --> 00:06:34.760]  在聖經裏面一直以來
[00:06:34.760 --> 00:06:41.960]  都有對不同的人或帝王的評價
[00:06:41.960 --> 00:06:47.040]  聽聽這些很公式的句子
[00:06:47.040 --> 00:06:48.640]  這麼公式的句子
[00:06:48.640 --> 00:06:52.280]  聽起來慢慢就平平無奇
[00:06:52.280 --> 00:06:54.120]  知道是可以的
[00:06:54.120 --> 00:06:59.800]  但其實可以說是源於生命記
[00:06:59.800 --> 00:07:03.920]  我們稱為生命記神學的思想
[00:07:03.920 --> 00:07:07.360]  或稱為生命記學派的句語
[00:07:07.360 --> 00:07:08.360]  即是說
[00:07:08.360 --> 00:07:14.720]  祂在行神眼中看為正的事的時候
[00:07:14.720 --> 00:07:17.520]  祂是依據律法跟隨神
[00:07:17.520 --> 00:07:19.840]  祂是聽神的話去做
[00:07:19.840 --> 00:07:25.280]  而行正的事又不偏離左右
[00:07:25.280 --> 00:07:28.880]  這裏給我們更加體會
[00:07:28.880 --> 00:07:32.280]  甚麼是左和右呢?
[00:07:32.280 --> 00:07:38.880]  左右當然是我們走路
[00:07:38.880 --> 00:07:41.960]  我們有左邊有右邊一路走下去
[00:07:41.960 --> 00:07:44.920]  但如果你像跑步一條線路
[00:07:44.920 --> 00:07:47.480]  你跑過界
[00:07:47.480 --> 00:07:49.240]  無論左邊右邊
[00:07:49.240 --> 00:07:51.440]  都已經是違規了
[00:07:51.440 --> 00:07:55.640]  已經犯規失去了比賽的資格
[00:07:55.640 --> 00:08:01.440]  而不偏離左右更加的意思是
[00:08:01.440 --> 00:08:06.480]  當然不是很極端地去做每一件事
[00:08:06.480 --> 00:08:08.440]  有時我們所謂極端就是
[00:08:08.440 --> 00:08:10.440]  會否矯枉過正呢?
[00:08:10.440 --> 00:08:13.560]  會否任意而行呢?
[00:08:13.560 --> 00:08:20.840]  或者很多時候做很多事情是踩界呢?
[00:08:20.840 --> 00:08:23.480]  這些都是一個問題
[00:08:23.480 --> 00:08:27.320]  在講一個「若沙法」
[00:08:27.320 --> 00:08:31.080]  祂在行眼中看為正的事的時候
[00:08:31.080 --> 00:08:37.160]  當然祂自己就能夠按著神的心意
[00:08:37.160 --> 00:08:39.080]  去行每一條路
[00:08:39.080 --> 00:08:41.200]  當然這裏讓我們想起
[00:08:41.200 --> 00:08:49.160]  我們如何在一個這麼艱難的事情裏面
[00:08:49.160 --> 00:08:53.080]  你知道有一個皇帝和元首
[00:08:53.080 --> 00:08:56.560]  他們和很多國家有很多的張力
[00:08:56.560 --> 00:09:01.760]  或者面對國內國內都很多的難處
[00:09:01.760 --> 00:09:05.080]  如何能夠每件事都是正直呢?
[00:09:05.080 --> 00:09:06.880]  是一件不容易的事情
[00:09:06.880 --> 00:09:09.920]  我們又想到好像主耶穌提醒我們
[00:09:09.920 --> 00:09:16.960]  現在我們的圖像羊進入狼群裏面
[00:09:16.960 --> 00:09:23.200]  所以我們要「靈巧仗社,純良如甲子」
[00:09:23.200 --> 00:09:27.120]  這都是一種在正路裏面
[00:09:27.120 --> 00:09:29.880]  一種心態、一種學習
[00:09:29.880 --> 00:09:33.040]  我們都要機警、防備
[00:09:33.040 --> 00:09:39.160]  但我們又要一個純真的心
[00:09:39.160 --> 00:09:44.640]  我們要一個真誠的心去跟隨我們主
[00:09:44.640 --> 00:09:50.400]  當然這裏提及了約沙伐的情況
[00:09:50.400 --> 00:09:53.600]  但有一句小小的瑕疵
[00:09:53.600 --> 00:09:54.520]  四十三節說
[00:09:54.520 --> 00:09:57.240]  「只是悠談,還沒有廢去
[00:09:57.240 --> 00:10:00.960]  百姓仍在那裏獻祭燒香」
[00:10:00.960 --> 00:10:05.400]  這似乎都比比爸爸好了
[00:10:05.400 --> 00:10:09.960]  他都是做了很多努力在敬拜的事情裏面
[00:10:09.960 --> 00:10:11.280]  跟隨神的事情
[00:10:11.280 --> 00:10:14.520]  但那些悠談仍然是沒有廢去
[00:10:14.520 --> 00:10:18.000]  這都影響到他們的敬拜
[00:10:18.000 --> 00:10:21.520]  或者能不能夠專注在神那裏
[00:10:21.520 --> 00:10:23.920]  悠談是在高山裏面
[00:10:23.920 --> 00:10:26.280]  這些敬拜的地方
[00:10:26.280 --> 00:10:28.120]  百姓在那裏獻祭燒香
[00:10:28.120 --> 00:10:32.040]  但是百姓不是在神的殿裏面
[00:10:32.040 --> 00:10:36.080]  或者百姓不是在律法裏面的教導
[00:10:36.080 --> 00:10:39.640]  他們所謂的獻祭
[00:10:39.640 --> 00:10:42.040]  很多時候已經變質
[00:10:42.040 --> 00:10:50.120]  很多時候他們已經成為了敬拜偶像的情況
[00:10:50.120 --> 00:10:56.520]  因為他們不清楚他們所跟隨的神
[00:10:56.520 --> 00:11:02.520]  他們慢慢可能流於看到一個偶像
[00:11:02.520 --> 00:11:04.720]  覺得有一個比較實質
[00:11:04.720 --> 00:11:07.080]  覺得好像有些渣拿
[00:11:07.080 --> 00:11:13.720]  所以他們慢慢走向了敬拜偶像的情況
[00:11:13.720 --> 00:11:17.520]  這個約沙法
[00:11:17.520 --> 00:11:21.080]  他怎樣有前車可鑒
[00:11:21.080 --> 00:11:26.360]  知道了當然敬拜偶像不是那麼好的時候
[00:11:26.360 --> 00:11:29.680]  他看的就是納治侍奉神
[00:11:29.680 --> 00:11:32.880]  因為其實在聖經裏面
[00:11:32.880 --> 00:11:36.520]  如果我們看這些王國的時代
[00:11:36.520 --> 00:11:37.840]  大家知道
[00:11:37.840 --> 00:11:40.600]  我們最少都看兩卷書
[00:11:40.600 --> 00:11:43.480]  一卷就是《獵王記》
[00:11:43.480 --> 00:11:46.560]  另外一卷是《歷代志》
[00:11:46.560 --> 00:11:51.520]  有兩個書卷是寄述
[00:11:51.520 --> 00:11:56.840]  《獵王記》比較像官方一些
[00:11:56.840 --> 00:11:59.280]  或者先知的角度
[00:11:59.280 --> 00:12:04.720]  另外《歷代志》好像是從祭司的角度
[00:12:04.720 --> 00:12:08.680]  或者是一種宗教信仰的角度
[00:12:08.680 --> 00:12:14.520]  所以兩個的記載有些不同
[00:12:14.520 --> 00:12:17.240]  或者重點有些不同
[00:12:17.240 --> 00:12:27.240]  所以我今天都會去看《歷代記》裏面所記載的一些關於約沙法的事情
[00:12:27.240 --> 00:12:31.880]  這裏曾經在《歷代志》下
[00:12:31.880 --> 00:12:34.240]  十七章三到五節的講
[00:12:34.240 --> 00:12:39.520]  這段好像是總結他一個生平
[00:12:39.520 --> 00:12:40.920]  但他會講到
[00:12:40.920 --> 00:12:45.040]  他走他祖先大位從前走的路
[00:12:45.040 --> 00:12:49.800]  這裏特別加了講到他祖先大位
[00:12:49.800 --> 00:12:53.040]  剛才是講他走他父親阿薩的路
[00:12:53.040 --> 00:12:57.200]  究竟祖先大位的路是甚麼路呢?
[00:12:57.200 --> 00:13:00.520]  如果我們看聖經裏面講
[00:13:00.520 --> 00:13:02.440]  我們會找到
[00:13:02.440 --> 00:13:07.680]  大位除了因為那件烏尼亞事件之外
[00:13:07.680 --> 00:13:11.120]  都是走耶和華眼中看為正的事
[00:13:11.120 --> 00:13:17.080]  一生都沒有違背耶和華一切所吩咐的
[00:13:17.080 --> 00:13:18.920]  當然我們知道烏尼亞的事情
[00:13:18.920 --> 00:13:21.760]  我們大內都很痛悔
[00:13:21.760 --> 00:13:22.840]  有悔改
[00:13:22.840 --> 00:13:24.400]  這個當然很重要
[00:13:24.400 --> 00:13:31.360]  但其餘一生都是沒有違背神的吩咐
[00:13:31.360 --> 00:13:33.280]  這種是甚麼意思呢?
[00:13:33.280 --> 00:13:36.960]  即是他自己的生命行為
[00:13:36.960 --> 00:13:39.400]  就是一生是跟隨神
[00:13:39.400 --> 00:13:41.880]  一生跟隨神,我和你都跟隨神
[00:13:41.880 --> 00:13:44.480]  信耶穌也是跟隨神
[00:13:44.480 --> 00:13:48.000]  但沒有違背神的吩咐
[00:13:48.000 --> 00:13:49.680]  你有沒有做到這件事呢?
[00:13:49.680 --> 00:13:54.640]  即是我們心態上是跟隨神
[00:13:54.640 --> 00:13:57.080]  我們是基督徒
[00:13:57.080 --> 00:14:00.760]  但我們自己的生活每做一件事
[00:14:00.760 --> 00:14:04.320]  都沒有違背到聖經裏面的教導
[00:14:04.320 --> 00:14:12.200]  我們門心自問,我們發覺很多時候都是掩著良心
[00:14:12.200 --> 00:14:16.640]  或者我們蓋著聖經去做人
[00:14:16.640 --> 00:14:20.280]  所以這牽涉到人的侍奉心態
[00:14:20.280 --> 00:14:23.400]  我講侍奉不是講教會裏面的侍奉
[00:14:23.400 --> 00:14:25.520]  我們可能經常講我們有沒有侍奉
[00:14:25.520 --> 00:14:27.320]  就是講教會裏面的侍奉
[00:14:27.320 --> 00:14:30.200]  通常我們在教會的侍奉都做得很好
[00:14:30.200 --> 00:14:31.520]  因為很多人看著你
[00:14:31.520 --> 00:14:35.800]  我們都知道牧師傳道也好
[00:14:35.800 --> 00:14:41.000]  一直以來傳統的侍奉方法也好
[00:14:41.000 --> 00:14:45.320]  教會裏面我們都會按照規矩
[00:14:45.320 --> 00:14:48.080]  按照以往的做法
[00:14:48.080 --> 00:14:50.680]  或者應該這樣的心態
[00:14:50.680 --> 00:14:52.160]  我經常都講這些
[00:14:52.160 --> 00:14:56.040]  我們都有機會這樣心態
[00:14:56.040 --> 00:14:58.360]  和你樂意侍奉的人
[00:14:58.360 --> 00:15:00.600]  他都願意走這條路
[00:15:00.600 --> 00:15:04.080]  但是現在講大衛所走的路
[00:15:04.080 --> 00:15:08.240]  不是單單講一種教會侍奉
[00:15:08.240 --> 00:15:11.800]  或者他自己做皇帝裏面的一些國策
[00:15:11.800 --> 00:15:16.520]  更加重要的是自己本身一個人的生命是怎樣
[00:15:16.520 --> 00:15:19.120]  所以這是一個生活的重心
[00:15:19.120 --> 00:15:22.880]  以及你自己人生的目的和目標是甚麼
[00:15:22.880 --> 00:15:24.360]  這是很重要的
[00:15:24.360 --> 00:15:34.520]  我人生的目的和目標是否沒有違背神的吩咐
[00:15:34.520 --> 00:15:36.240]  再正面來講
[00:15:36.240 --> 00:15:38.800]  我的人生目的和目標
[00:15:38.800 --> 00:15:43.560]  是否知道了神給我的吩咐
[00:15:43.560 --> 00:15:45.560]  我一直這樣走下去
[00:15:45.560 --> 00:15:48.440]  究竟你現在是去讀書的
[00:15:48.440 --> 00:15:54.000]  你讀書拿到好的成績或者好的學位
[00:15:54.000 --> 00:15:56.800]  你是否做了甚麼事情
[00:15:56.800 --> 00:15:58.920]  你有沒有知道神想你怎樣做
[00:15:58.920 --> 00:16:02.160]  將來是怎樣去預備你自己
[00:16:02.160 --> 00:16:03.640]  怎樣被神所使用
[00:16:03.640 --> 00:16:07.520]  今天你是工作的
[00:16:07.520 --> 00:16:10.400]  你自己又是甚麼心態
[00:16:10.400 --> 00:16:14.560]  如果我們從人生的侍奉
[00:16:14.560 --> 00:16:17.440]  即是我們日常生活來看的時候
[00:16:17.440 --> 00:16:20.360]  很多時候我們特別講我們的工作
[00:16:20.360 --> 00:16:23.080]  佔據我們很多的時間
[00:16:23.080 --> 00:16:25.040]  我們上班
[00:16:25.040 --> 00:16:31.000]  我們有沒有看到我們好像在走大衛這條路
[00:16:31.000 --> 00:16:33.280]  這種侍奉的心態
[00:16:33.280 --> 00:16:35.680]  其實看我們的生命有沒有改變
[00:16:35.680 --> 00:16:39.160]  就可以看得出來
[00:16:39.160 --> 00:16:43.400]  當然有時我現在上班
[00:16:43.400 --> 00:16:45.560]  做事勤力
[00:16:45.560 --> 00:16:50.920]  或者我能夠去盡忠職守
[00:16:50.920 --> 00:16:53.720]  安守本份我都可以
[00:16:53.720 --> 00:16:55.480]  我待人處事
[00:16:55.480 --> 00:16:59.200]  我都能夠做得不錯
[00:16:59.200 --> 00:17:05.040]  但可能這是你自己本身做人的原則
[00:17:05.040 --> 00:17:06.960]  你的做人原則是這樣的
[00:17:06.960 --> 00:17:08.960]  所以也配合到我的做人原則
[00:17:08.960 --> 00:17:11.880]  因為聖經裡面所講的東西
[00:17:11.880 --> 00:17:14.400]  跟我做人的原則都吻合的
[00:17:14.400 --> 00:17:19.360]  所以我自己都可以做到
[00:17:19.360 --> 00:17:24.400]  但有時候如果我只是符合我做人原則的時候
[00:17:24.400 --> 00:17:27.240]  其實你服侍的不是神
[00:17:27.240 --> 00:17:29.680]  是服侍自己
[00:17:29.680 --> 00:17:34.480]  所以侍奉是否真的這樣的情況
[00:17:34.480 --> 00:17:38.040]  譬如你家裡有一個家傭
[00:17:38.040 --> 00:17:40.880]  你叫他做這樣做那樣
[00:17:40.880 --> 00:17:42.600]  但你結果發覺到
[00:17:42.600 --> 00:17:45.600]  我不是這樣做的
[00:17:45.600 --> 00:17:47.600]  我的清潔方法不是
[00:17:47.600 --> 00:17:50.320]  你們想我期望的那種清潔方法
[00:17:50.320 --> 00:17:55.880]  或者標準不是主人的期望
[00:17:55.880 --> 00:17:59.000]  你講的那套我是做另一套的
[00:17:59.000 --> 00:18:00.360]  原來是不合格的
[00:18:00.360 --> 00:18:02.040]  他覺得OK的
[00:18:02.040 --> 00:18:03.560]  我是這樣的
[00:18:03.560 --> 00:18:07.760]  他是否在服侍一個家庭呢?
[00:18:07.760 --> 00:18:10.800]  其實仍然是用自己的想法
[00:18:10.800 --> 00:18:14.280]  同樣我們打工仔的心態可能是這樣的
[00:18:14.280 --> 00:18:18.800]  這份工作適合我、時間適合我
[00:18:18.800 --> 00:18:22.080]  工作場景適合我
[00:18:22.080 --> 00:18:23.880]  OK的我去做
[00:18:23.880 --> 00:18:31.920]  但時間突然間要有不同的更數
[00:18:31.920 --> 00:18:35.120]  又要加班的
[00:18:35.120 --> 00:18:36.840]  又要怎樣怎樣的
[00:18:36.840 --> 00:18:38.440]  這個不是適合我
[00:18:38.440 --> 00:18:40.360]  我就不做了
[00:18:40.360 --> 00:18:45.400]  這些究竟是不是工作的心態呢?
[00:18:45.400 --> 00:18:50.080]  今天我們去服侍神的時候
[00:18:50.080 --> 00:18:52.080]  是否這樣選擇呢?
[00:18:52.080 --> 00:18:57.640]  哦,是適合我的性情
[00:18:57.640 --> 00:18:59.240]  適合我的性格
[00:18:59.240 --> 00:19:02.280]  這件事適合我的做人原則
[00:19:02.280 --> 00:19:04.640]  適合我的時間
[00:19:04.640 --> 00:19:07.640]  適合我的想法
[00:19:07.640 --> 00:19:11.880]  我就去聽神的說話
[00:19:11.880 --> 00:19:16.600]  這個不是一個侍奉神
[00:19:16.600 --> 00:19:18.360]  只是侍奉自己
[00:19:18.360 --> 00:19:21.640]  但這個約西亞王
[00:19:21.640 --> 00:19:23.360]  這個約三法王
[00:19:23.360 --> 00:19:25.920]  他就立志侍奉神
[00:19:25.920 --> 00:19:28.120]  走大衛所行的路
[00:19:28.120 --> 00:19:31.280]  當然你會看到他接著會做的事情
[00:19:31.280 --> 00:19:36.360]  另一方面就是立志拆除這些偶像
[00:19:36.360 --> 00:19:39.240]  在聖經裏面有繼續提到
[00:19:39.240 --> 00:19:42.760]  他拆除偶像
[00:19:42.760 --> 00:19:47.960]  在第四十六節那裏提及
[00:19:47.960 --> 00:19:53.720]  說他約三法將父親瓦薩的日子
[00:19:53.720 --> 00:19:57.240]  所剩下的藍廟祭
[00:19:57.240 --> 00:19:59.920]  都從國中除去
[00:19:59.920 --> 00:20:06.920]  在《歷代志下》第十七章六節
[00:20:06.920 --> 00:20:12.120]  繼續說他樂意遵行神的道
[00:20:12.120 --> 00:20:18.360]  並且從猶太再次除掉一切的丘壇和亞瑟拉
[00:20:18.360 --> 00:20:20.000]  在這裏可以看到
[00:20:20.000 --> 00:20:28.720]  他在這一方面繼續能夠立志拆除偶像
[00:20:28.720 --> 00:20:33.760]  因為他知道在歷史上來說
[00:20:33.760 --> 00:20:35.080]  其實這些偶像
[00:20:35.080 --> 00:20:42.640]  所謂丘壇、偶像的黎智
[00:20:42.640 --> 00:20:46.800]  其實可能都是從信仰裏面演變
[00:20:46.800 --> 00:20:51.120]  在早期的王國的分裂
[00:20:51.120 --> 00:20:58.400]  南國、北國分裂
[00:20:58.400 --> 00:21:00.000]  大家會知道
[00:21:00.000 --> 00:21:04.520]  這些王國裏面
[00:21:04.520 --> 00:21:09.800]  羅邦安想北國的人
[00:21:09.800 --> 00:21:11.880]  都有一個敬拜的地方
[00:21:11.880 --> 00:21:17.120]  所以他就把偶像做了出來
[00:21:17.120 --> 00:21:22.920]  在丘壇、別士巴的地方
[00:21:22.920 --> 00:21:24.560]  他們可以去敬拜
[00:21:24.560 --> 00:21:27.120]  他們不用去耶路撒冷
[00:21:27.120 --> 00:21:30.920]  也不想去接近南國
[00:21:30.920 --> 00:21:33.080]  方便他們去敬拜
[00:21:33.080 --> 00:21:35.120]  但是把偶像做了出來
[00:21:35.120 --> 00:21:38.400]  慢慢在這些情況下就變質了
[00:21:38.400 --> 00:21:41.880]  當然所羅門王也做了很多丘壇
[00:21:41.880 --> 00:21:45.120]  方便他們在不同的地方去敬拜
[00:21:45.120 --> 00:21:47.280]  也是慢慢變質了
[00:21:47.280 --> 00:21:50.320]  所以更加後來
[00:21:50.320 --> 00:21:54.680]  在同一時代裏
[00:21:54.680 --> 00:22:00.440]  北國敬拜得最厲害的是巴力、亞瑟拉
[00:22:00.440 --> 00:22:04.480]  甚至影響到南國也有亞瑟拉的存在
[00:22:04.480 --> 00:22:11.040]  所以他們所謂的神明
[00:22:11.040 --> 00:22:13.160]  巴力是男性
[00:22:13.160 --> 00:22:15.400]  亞瑟拉是女性
[00:22:15.400 --> 00:22:19.960]  他們成為了拜偶像
[00:22:19.960 --> 00:22:24.040]  拜偶像已經令到國家分裂了
[00:22:24.040 --> 00:22:27.160]  以致他們前車可鑒
[00:22:27.160 --> 00:22:37.280]  明白到這些偶像是對人民不能進行神的道
[00:22:37.280 --> 00:22:38.440]  以致他們更加明白
[00:22:38.440 --> 00:22:40.680]  不能進行神的道的時候
[00:22:40.680 --> 00:22:43.400]  自己也是隨心而行
[00:22:43.400 --> 00:22:46.720]  所以好像《史詩記》裏面所說
[00:22:46.720 --> 00:22:51.200]  當他們不是在耶和華眼中看為正的事的時候
[00:22:51.200 --> 00:22:54.080]  他們就看為惡的事
[00:22:54.080 --> 00:22:56.560]  因為他們隨己意而行
[00:22:56.560 --> 00:22:58.640]  所以就變成這樣的情況
[00:22:58.640 --> 00:23:01.640]  從歷史裏面體會這件事
[00:23:01.640 --> 00:23:04.520]  這些偶像帶離開了他們
[00:23:04.520 --> 00:23:06.520]  離開了神
[00:23:06.520 --> 00:23:09.680]  以致他們的生命
[00:23:09.680 --> 00:23:16.720]  好像一再陷入一個深淵裏面
[00:23:16.720 --> 00:23:19.520]  其實甚麼叫偶像呢?
[00:23:19.520 --> 00:23:21.320]  偶像今天來說
[00:23:21.320 --> 00:23:22.520]  當然我們不是在說
[00:23:22.520 --> 00:23:25.720]  我們今天在返教會敬拜神
[00:23:25.720 --> 00:23:30.320]  又去廟宇裏面求神拜佛
[00:23:30.320 --> 00:23:32.320]  今天我們不會這樣做
[00:23:32.320 --> 00:23:34.520]  可能有些這樣的人也不奇怪
[00:23:34.520 --> 00:23:36.720]  但是我們一個跟隨主的人
[00:23:36.720 --> 00:23:39.280]  信主已經有經歷的人
[00:23:39.280 --> 00:23:40.880]  可能我們不會這樣做
[00:23:40.880 --> 00:23:44.160]  我們也會專心仰望神
[00:23:44.160 --> 00:23:49.720]  但是很多時候我們也可能做一個禮拜日的基督徒
[00:23:49.720 --> 00:23:55.720]  或者我們只是做一個有事才會禱告的基督徒
[00:23:55.720 --> 00:23:58.160]  但是可能我們生活裏面有很多東西
[00:23:58.160 --> 00:24:01.120]  是吸引我們離開了神
[00:24:01.120 --> 00:24:03.520]  而那些吸引我們的東西
[00:24:03.520 --> 00:24:05.440]  而我們不做不得的東西
[00:24:05.440 --> 00:24:07.920]  那些可以成為我們的偶像
[00:24:07.920 --> 00:24:09.120]  難道我問一下大家
[00:24:09.120 --> 00:24:12.120]  你今天有甚麼你不做不得的呢?
[00:24:12.120 --> 00:24:15.520]  當然你說生活上有些東西一定要做
[00:24:15.520 --> 00:24:18.720]  清潔、沖涼、消毒現在很重要
[00:24:18.720 --> 00:24:20.520]  戴口罩一定要戴
[00:24:20.520 --> 00:24:22.520]  但是說一些習慣
[00:24:22.520 --> 00:24:24.120]  一些的喜好
[00:24:24.120 --> 00:24:28.120]  一些自己的期望
[00:24:28.120 --> 00:24:30.120]  或者甚至一些慾望
[00:24:30.120 --> 00:24:32.520]  這些本來都OK的
[00:24:32.520 --> 00:24:35.720]  每個人都有自己的喜好、嗜好
[00:24:35.720 --> 00:24:36.920]  你喜歡打球
[00:24:36.920 --> 00:24:39.920]  你喜歡去讀書
[00:24:39.920 --> 00:24:41.120]  你喜歡行山
[00:24:41.120 --> 00:24:44.120]  你喜歡旅遊都可以的
[00:24:44.120 --> 00:24:47.320]  但問題是這些東西
