
[00:00:00.000 --> 00:00:05.420]  感謝神能夠和弟兄姊妹在這裡一起敬拜
[00:02:22.580 --> 00:02:24.580]  那就去爭取吧
[00:02:24.580 --> 00:02:31.280]  那為什麼會不行呢?
[00:02:31.280 --> 00:02:35.300]  因為從此幸福快樂地生活
[00:02:35.300 --> 00:02:41.700]  是需要有永不止息的愛來去承托
[00:02:41.700 --> 00:02:45.460]  而我們世人偏偏只欠缺了
[00:02:45.460 --> 00:02:51.020]  這些永不止息的愛的元素在裡面
[00:02:51.020 --> 00:02:52.740]  所以一直都是德國人說的
[00:02:52.740 --> 00:02:55.300]  是做不到的
[00:02:55.300 --> 00:02:58.980]  所以回到最基本的時候
[00:02:58.980 --> 00:03:01.780]  其實是先要栽培這些
[00:03:01.780 --> 00:03:07.060]  能夠促成有永不止息的愛的元素
[00:03:07.060 --> 00:03:12.180]  這些元素大部分已經列在這篇愛的詩章裡面
[00:03:12.180 --> 00:03:22.740]  由第四節一直到第七節
[00:03:22.740 --> 00:03:29.140]  所以今日拍網就是透過這一系列的信息
[00:03:29.140 --> 00:03:33.780]  能夠幫助到大家去培養這些愛的元素
[00:03:33.780 --> 00:03:39.540]  然後去營造這些永不止息的愛
[00:03:39.540 --> 00:03:46.100]  繼而可以去掌握到幸福快樂的生活
[00:03:46.100 --> 00:03:54.660]  今日的訊息是和大家講這一篇愛的詩章的最後一篇
[00:03:54.660 --> 00:03:58.820]  其實也是一個總結
[00:03:58.820 --> 00:04:04.020]  永不止息的愛其實是神的本質和祂的本性
[00:04:04.020 --> 00:04:07.060]  祂也預了賜給我們人
[00:04:07.060 --> 00:04:12.980]  祂也期待我們人要去追求這種永不止息的愛
[00:04:12.980 --> 00:04:18.420]  繼而有幸福愉快的生活
[00:04:18.420 --> 00:04:27.220]  在這個破碎的世代、破碎的人生、破碎的人際關係裡面
[00:04:27.220 --> 00:04:34.580]  我們的確是需要這種永不止息的愛的元素
[00:04:34.580 --> 00:04:37.140]  也需要去實踐出來
[00:04:37.140 --> 00:04:41.060]  讓我們按著聖經的教導來學習、來去實踐
[00:04:41.060 --> 00:04:48.420]  以致我們可以去經歷到、去生活到這種幸福愉快的生活
[00:04:48.420 --> 00:04:55.540]  這是我今天預備和大家講的主題內容
[00:04:55.540 --> 00:05:01.460]  我們看哥林多前書十三章第七節
[00:05:01.460 --> 00:05:04.660]  第一句「凡是包容」
[00:05:04.660 --> 00:05:07.620]  這一句其實我上一次講道已經講過了
[00:05:07.620 --> 00:05:11.300]  我簡單的再講一講
[00:05:11.300 --> 00:05:20.660]  凡是包容是建基於不喜歡不義、只喜歡真理的基礎上
[00:05:20.660 --> 00:05:25.380]  簡單來說就是只要沒有違反聖經的教導
[00:05:25.380 --> 00:05:32.420]  什麼都可以包容 否則什麼都不可以包容
[00:05:32.420 --> 00:05:40.260]  所以凡是包容其實某程度上也是不可兼容的
[00:05:40.260 --> 00:05:45.540]  譬如在信仰上 我們不可以兼容再去拜偶像
[00:05:45.540 --> 00:05:51.620]  不可以再兼容又信耶穌又信風水等等
[00:05:51.620 --> 00:05:59.940]  在生活上 在婚姻上 特別是我們不可以兼容有第三者
[00:05:59.940 --> 00:06:08.900]  所以不可包容 意思就是說符合真理的凡是包容
[00:06:08.900 --> 00:06:12.740]  只是重複這裡一點
[00:06:12.740 --> 00:06:18.020]  我們看第二句「凡是相信」
[00:06:18.020 --> 00:06:23.220]  相信這個字的意思其實很簡單 相信大家都知道
[00:06:23.220 --> 00:06:30.500]  包括有信心、信實、信靠的意思
[00:06:30.500 --> 00:06:34.260]  凡是相信是什麼意思呢?
[00:06:34.260 --> 00:06:38.580]  意思很簡單 像我們剛才解釋的凡是包容
[00:06:38.580 --> 00:06:46.820]  所謂凡是也好 其實是有一個規範在裡面
[00:06:46.820 --> 00:06:53.860]  凡是相信 其實很簡單 就是發生任何事 我都有信心
[00:06:53.860 --> 00:06:55.620]  本來很簡單的
[00:06:55.620 --> 00:07:04.420]  但是有些人就會曲解為
[00:07:04.420 --> 00:07:15.140]  無論發生什麼事 我都相信神會給我一個令我滿意的好結果
[00:07:15.140 --> 00:07:18.260]  這樣解釋對不對?
[00:07:18.260 --> 00:07:25.060]  不對吧 這些是所謂發達福音才會這樣說的
[00:07:25.060 --> 00:07:31.540]  聖經的解法不是這樣
[00:07:31.540 --> 00:07:40.180]  凡是相信 其實意思是在每一件事發生的事上
[00:07:40.180 --> 00:07:45.460]  或好或壞 就算不符合我自己的意願也好
[00:07:45.460 --> 00:07:50.420]  我都深信有神的旨意在當中
[00:07:50.420 --> 00:07:53.460]  有神掌管一切
[00:07:53.460 --> 00:07:58.340]  因此我對神仍然有信心、有希望
[00:07:58.340 --> 00:08:02.660]  仍然可以信靠這位神
[00:08:02.660 --> 00:08:06.980]  意思是這樣
[00:08:06.980 --> 00:08:15.060]  我記得梁家倫院長他在6月份的客令會的訊息裡提醒我們
[00:08:15.060 --> 00:08:20.260]  他說我們不需要貶低我們過往的不幸
[00:08:20.260 --> 00:08:23.140]  如果有不幸的遭遇
[00:08:23.140 --> 00:08:30.500]  我們不需要介意、不需要壓低、不說或說壞
[00:08:30.500 --> 00:08:35.060]  如果我們用信心的眼睛來看回我們自己
[00:08:35.060 --> 00:08:37.060]  看回我們的往事
[00:08:37.060 --> 00:08:42.980]  我們就會看到在生命上每一件事都是神的恩典
[00:08:42.980 --> 00:08:50.180]  過往的經歷就塑造成我們今天的我
[00:08:50.180 --> 00:09:00.180]  所有過去的遭遇可以轉化成為我今天侍奉的資本
[00:09:00.180 --> 00:09:09.380]  所以在任何的環境之下我們都要做一個好樣的基督徒
[00:09:09.380 --> 00:09:18.900]  像梁家倫博士這樣說
[00:09:18.900 --> 00:09:32.660]  所以我們凡事相信,相信神在任何的事情裡,祂有祂的旨意,祂掌管一切
[00:09:32.660 --> 00:09:39.460]  讓我們能夠相信祂
[00:09:39.460 --> 00:09:44.260]  我們看第七節的第三句「凡事盼望」
[00:09:44.260 --> 00:09:49.860]  凡事盼望的意思就是無論發生任何事
[00:09:49.860 --> 00:09:54.260]  合我的心意也好,不合我的心意也好
[00:09:54.260 --> 00:09:59.300]  我都對祂有信心,不會失去希望
[00:09:59.300 --> 00:10:02.580]  因為既然我相信神掌管一切
[00:10:02.580 --> 00:10:07.860]  祂有計劃
[00:10:07.860 --> 00:10:14.660]  我又有希望,我對祂能夠信任
[00:10:14.660 --> 00:10:20.020]  祂掌管一切,那我當然會有希望
[00:10:20.020 --> 00:10:22.980]  盼望是神所賜的
[00:10:22.980 --> 00:10:28.420]  我們都知道,譬如正如在羅馬書15章13節那裡說
[00:10:28.420 --> 00:10:31.220]  羅馬書15章13節那裡說
[00:10:31.220 --> 00:10:37.700]  「但願使人有盼望的神,因信將諸般的喜樂平安,充滿你們的心
[00:10:37.700 --> 00:10:43.140]  使你們藉著聖靈的能力大有盼望」
[00:10:43.140 --> 00:10:46.820]  是不是很清楚告訴我們?
[00:10:46.820 --> 00:10:50.740]  盼望是神賜給人的
[00:10:50.740 --> 00:10:54.740]  另一方面,我們對神有盼望
[00:10:54.740 --> 00:10:57.940]  在現實裡,在生活裡
[00:10:57.940 --> 00:11:02.340]  我們的確是因為相信神會幫助我們
[00:11:02.340 --> 00:11:05.220]  我們經歷到神的幫助
[00:11:05.220 --> 00:11:08.180]  所以我們對神有盼望
[00:11:08.180 --> 00:11:11.620]  或者將我們的盼望放在神那裡
[00:11:11.620 --> 00:11:20.660]  譬如在舊約聖經詩篇121篇第一節和第二節
[00:11:20.660 --> 00:11:22.420]  第一節說
[00:11:22.420 --> 00:11:27.220]  這兩句聖經我們很多人都很喜歡
[00:11:27.220 --> 00:11:31.700]  「我要向山舉目,我的幫助從何而來?」
[00:11:31.700 --> 00:11:36.340]  第二節「我的幫助從造天地的耶和華而來」
[00:11:36.340 --> 00:11:38.100]  我的意思就是說
[00:11:38.100 --> 00:11:41.860]  我的幫助從何而來?
[00:11:41.860 --> 00:11:47.780]  我的盼望就從何而來?
[00:11:47.780 --> 00:11:50.500]  我從何而來得到幫助?
[00:11:50.500 --> 00:11:56.980]  我就將我的希望放在何?或者放在誰那裡?
[00:11:56.980 --> 00:12:01.780]  這個雖然有一點點像功利主義,但不是
[00:12:01.780 --> 00:12:07.380]  事實上神都是要我們這樣做
[00:12:07.380 --> 00:12:10.820]  前幾天我聽到一位年輕人的分享
[00:12:10.820 --> 00:12:13.700]  他說這幾年裡
[00:12:13.700 --> 00:12:20.180]  他在工作上很感受到、經歷到神的幫助
[00:12:20.180 --> 00:12:24.740]  他沒有提到是他的老闆幫助他
[00:12:24.740 --> 00:12:27.700]  他看到神的幫助
[00:12:27.700 --> 00:12:30.580]  他很感謝神的恩典
[00:12:30.580 --> 00:12:34.500]  但願那位年輕人
[00:12:34.500 --> 00:12:40.180]  他能夠在信心的梯階上再踏高一步
[00:12:40.180 --> 00:12:44.420]  就是將他一生的希望放在神的手裡
[00:12:44.420 --> 00:12:48.020]  神一定不會令他失望
[00:12:48.020 --> 00:12:53.860]  這是詩篇25篇第三節所說的
[00:12:53.860 --> 00:13:01.060]  我們再看哥林多前書第十三章第七節第四句
[00:13:01.060 --> 00:13:03.380]  凡事忍耐
[00:13:03.380 --> 00:13:06.420]  凡事忍耐的意思也是一樣
[00:13:06.420 --> 00:13:08.260]  無論發生什麼事
[00:13:08.260 --> 00:13:10.980]  合我的意也好,不合我的意也好
[00:13:10.980 --> 00:13:13.940]  我都要忍耐
[00:13:13.940 --> 00:13:17.060]  因為我深信神掌管一切
[00:13:17.060 --> 00:13:21.060]  深信神在神裡必定有希望
[00:13:21.060 --> 00:13:25.300]  所以我能夠忍耐
[00:13:25.300 --> 00:13:29.380]  相信大家都會開始觸摸到、領受到
[00:13:29.380 --> 00:13:32.740]  這個相信、盼望、忍耐
[00:13:32.740 --> 00:13:35.620]  這三樣東西、這三個元素
[00:13:35.620 --> 00:13:37.940]  其實是互相混合在一起
[00:13:37.940 --> 00:13:39.460]  是互相有關聯
[00:13:39.460 --> 00:13:43.140]  亦都互相影響的
[00:13:43.140 --> 00:13:49.060]  我們看羅馬書五章三節
[00:13:49.060 --> 00:13:54.660]  「不但如此,就是在患難中也是歡歡喜喜的
[00:13:54.660 --> 00:13:57.140]  因為知道患難生忍耐」
[00:13:57.140 --> 00:13:58.100]  第四節
[00:13:58.100 --> 00:13:59.860]  「忍耐生老年」
[00:13:59.860 --> 00:14:04.100]  老年可以理解為經驗
[00:14:04.100 --> 00:14:08.900]  或者建立成品格
[00:14:08.900 --> 00:14:11.620]  「老年生盼望」
[00:14:11.620 --> 00:14:12.260]  第五節
[00:14:12.260 --> 00:14:14.100]  「盼望不至於羞恥
[00:14:14.100 --> 00:14:16.420]  因為所恥給我們的聖靈
[00:14:16.420 --> 00:14:21.860]  將神的愛囂貫在我們心裡」
[00:14:21.860 --> 00:14:27.620]  是不是很清楚地說出來?
[00:14:27.620 --> 00:14:30.340]  有一位古教父奧古斯丁
[00:14:30.340 --> 00:14:36.420]  他曾經在這個題目上這樣說
[00:14:36.420 --> 00:14:41.060]  他說「你體驗到神的愛有多少
[00:14:41.060 --> 00:14:44.900]  你就能夠忍耐有多少」
[00:14:44.900 --> 00:14:49.060]  我覺得他說得很對
[00:14:49.060 --> 00:14:51.460]  如果我將他這一句說話
[00:14:51.460 --> 00:14:54.100]  應用在剛才我們讀的羅馬書上
[00:14:54.100 --> 00:14:56.820]  特別是在羅馬書三章四節裡
[00:14:56.820 --> 00:14:59.380]  我就會這樣理解
[00:14:59.380 --> 00:15:02.980]  「忍耐有多少
[00:15:02.980 --> 00:15:07.140]  我得到的經驗、經歷就有多少
[00:15:07.140 --> 00:15:08.900]  我的經驗有多少
[00:15:08.900 --> 00:15:11.300]  我的盼望就有多少
[00:15:11.300 --> 00:15:13.300]  我的盼望有多少
[00:15:13.300 --> 00:15:18.580]  我能夠承受到神的愛就有多少」
[00:15:18.580 --> 00:15:21.540]  再回到一個循環
[00:15:21.540 --> 00:15:23.540]  「而循環不息的時候
[00:15:23.540 --> 00:15:26.420]  在互相影響的時候
[00:15:26.420 --> 00:15:31.060]  我在當中的信心不斷地增長
[00:15:31.060 --> 00:15:37.620]  我的靈命不斷地成長成熟」
[00:15:37.620 --> 00:15:41.060]  是不是?
[00:15:41.060 --> 00:15:47.220]  我們很常說要學習「凡事借因」
[00:15:47.220 --> 00:15:51.300]  這是叠薩羅尼加前書五章十八節所說的
[00:15:51.300 --> 00:15:53.300]  「凡事借因」
[00:15:53.300 --> 00:15:56.420]  這是一句很吸引人的聖經說話
[00:15:56.420 --> 00:15:59.380]  我們大家都希望做到
[00:15:59.380 --> 00:16:02.180]  但是在現實裡是怎樣呢?
[00:16:02.180 --> 00:16:05.860]  不容易做到的
[00:16:05.860 --> 00:16:10.580]  「凡事借因」說一下就容易
[00:16:10.580 --> 00:16:11.700]  做起來很難
[00:16:11.700 --> 00:16:13.140]  是因為什麼呢?
[00:16:13.140 --> 00:16:17.060]  我相信是需要配合今天所說的
[00:16:17.060 --> 00:16:21.060]  要有各種愛的元素來做基礎
[00:16:21.060 --> 00:16:24.740]  這樣才能夠達到
[00:16:24.740 --> 00:16:27.060]  我的意思就是說
[00:16:27.060 --> 00:16:32.420]  我們先要領受到和思想神的愛
[00:16:32.420 --> 00:16:34.420]  特別是主耶穌救恩的愛
[00:16:34.420 --> 00:16:37.460]  我們思想神的愛
[00:16:37.460 --> 00:16:39.860]  思想神的能力
[00:16:39.860 --> 00:16:43.700]  思想神的應許
[00:16:43.700 --> 00:16:48.820]  然後繼而我們學習「凡事相信」
[00:16:48.820 --> 00:16:51.140]  然後「凡事盼望」
[00:16:51.140 --> 00:16:53.940]  「凡事忍耐」
[00:16:53.940 --> 00:16:59.060]  這樣我們才可以去到「凡事包容」
[00:16:59.060 --> 00:17:03.940]  最後達到「凡事借因」
[00:17:03.940 --> 00:17:06.100]  這是我自己的領受
[00:17:06.100 --> 00:17:13.540]  大家可以考慮一下、參考一下
[00:17:13.540 --> 00:17:21.940]  我們再看哥林多前書十三章第八節
[00:17:21.940 --> 00:17:26.500]  「愛是永不止息
[00:17:26.500 --> 00:17:29.300]  先知講道之能終必歸於無有
[00:17:29.300 --> 00:17:32.020]  說方言之能終必停止
[00:17:32.020 --> 00:17:38.100]  知識也必歸於無有」
[00:17:38.100 --> 00:17:46.420]  意思就是說唯有神的愛是永不止息
[00:17:46.420 --> 00:17:48.260]  永不止息的愛
[00:17:48.260 --> 00:17:53.460]  是愛的最高境界
[00:17:53.460 --> 00:17:57.780]  神對人有永不止息的愛
[00:17:57.780 --> 00:18:04.980]  祂也期待我們人栽培到這種永不止息的愛
[00:18:04.980 --> 00:18:08.500]  當然永不止息的愛
[00:18:08.500 --> 00:18:11.380]  不是說一下就可以得到的
[00:18:11.380 --> 00:18:14.660]  不是說一下就可以做到
[00:18:14.660 --> 00:18:17.140]  而是需要集齊
[00:18:17.140 --> 00:18:22.580]  由第四節到第七節所說的
[00:18:22.580 --> 00:18:26.900]  十五種愛的元素
[00:18:26.900 --> 00:18:28.500]  集合了這些之後
[00:18:28.500 --> 00:18:30.660]  你栽培的就得到一個結果
[00:18:30.660 --> 00:18:36.180]  這個結果才是永不止息的愛
[00:18:36.180 --> 00:18:37.620]  所以我們經常要求別人
[00:18:37.620 --> 00:18:40.740]  你需要有永不止息的愛
[00:18:40.740 --> 00:18:45.460]  如果你不去說一下前面那些元素的時候
[00:18:45.460 --> 00:18:52.980]  這是一個遙不可及的幻想
[00:18:52.980 --> 00:18:56.180]  我們需要去集齊、去栽培
[00:18:56.180 --> 00:18:58.740]  去培養這些元素
[00:18:58.740 --> 00:19:08.340]  然後我們才可以慢慢地生長出永不止息的愛
[00:19:08.340 --> 00:19:14.820]  那怎樣去表達永不止息的愛呢?
[00:19:14.820 --> 00:19:19.060]  我可以舉其中一個例子
[00:19:19.060 --> 00:19:20.340]  比如
[00:19:20.340 --> 00:19:22.260]  我相信可能是很現實的問題
[00:19:22.260 --> 00:19:25.220]  比如我們在人生的過程裡面
[00:19:25.220 --> 00:19:28.420]  去到某一個階段
[00:19:28.420 --> 00:19:35.460]  我們要和一個我們非常不滿意的人生活在一起
[00:19:35.460 --> 00:19:39.620]  不要到處亂看
[00:19:39.620 --> 00:19:41.300]  如果我們去到某一個程度
[00:19:41.300 --> 00:19:48.020]  我們的確要和一個我們真的很不滿意的人生活在一起的時候
[00:19:48.020 --> 00:19:57.300]  連工作也一樣 要在一起工作的時候 怎樣呢?
[00:19:57.300 --> 00:20:06.500]  但是如果我們仍然能夠對他恩慈
[00:20:06.500 --> 00:20:15.540]  對他包容、相信他、對他表示有希望、對他忍耐
[00:20:15.540 --> 00:20:24.820]  那我們就是相當付出了永不止息的愛
[00:20:24.820 --> 00:20:27.700]  這樣也很容易明白
[00:20:27.700 --> 00:20:30.420]  不過也是很難做的
[00:20:30.420 --> 00:20:33.700]  因為是違反人性的
[00:20:33.700 --> 00:20:38.980]  我們人的罪性是相反的
[00:20:38.980 --> 00:20:47.220]  不喜歡那麼難相遇就不要相遇了
[00:20:47.220 --> 00:20:50.260]  但聖經告訴我們
[00:20:50.260 --> 00:20:52.660]  我們要回到神的本性
[00:20:52.660 --> 00:20:58.100]  或者神做人應該有的本性
[00:20:58.100 --> 00:21:02.500]  這種本性 特別是在愛這方面
[00:21:02.500 --> 00:21:10.980]  在愛的詩章裡告訴我們
[00:21:10.980 --> 00:21:17.540]  做到有多少愛的元素
[00:21:17.540 --> 00:21:21.300]  我們就能夠生活得有多少幸福快樂
[00:21:21.300 --> 00:21:23.300]  如果不想做的話
[00:21:23.300 --> 00:21:28.660]  我們的確會和幸福快樂的生活遙不可及
[00:21:28.660 --> 00:21:30.900]  越來越遠
[00:21:30.900 --> 00:21:33.860]  所以大家要想清楚
[00:21:33.860 --> 00:21:36.900]  求神讓我們有智慧
[00:21:36.900 --> 00:21:39.540]  理智上我們也知道應該怎麼做
[00:21:39.540 --> 00:21:55.540]  求神讓我們克服我們心靈軟弱的問題
[00:21:55.540 --> 00:22:02.100]  我們再說一些應用的例子
[00:22:02.100 --> 00:22:10.340]  永不止息的愛可以醫治心靈的創傷
[00:22:10.340 --> 00:22:13.620]  我也很常提到
[00:22:13.620 --> 00:22:16.580]  我們一群人聚集在這裡
[00:22:16.580 --> 00:22:26.660]  其中一個最大的共同點是什麼呢?
[00:22:26.660 --> 00:22:30.420]  我們都是中國人?
[00:22:30.420 --> 00:22:35.220]  也不是 也不是全部
[00:22:35.220 --> 00:22:38.260]  我們都很有錢?
[00:22:38.260 --> 00:22:46.020]  我們都很窮?也不算是吧?
[00:22:46.020 --> 00:22:50.020]  唯一的共同點是什麼呢?
[00:22:50.020 --> 00:22:54.980]  我們都曾經被傷害過
[00:22:54.980 --> 00:22:58.500]  這是Chuck Swindoll說的
[00:22:58.500 --> 00:23:02.980]  我們覺得事實也是這樣
[00:23:02.980 --> 00:23:05.540]  我們每一個人都曾經被人傷害過
[00:23:05.540 --> 00:23:10.980]  而留下了創傷在裡面
[00:23:10.980 --> 00:23:14.740]  有一篇文章這樣說
[00:23:14.740 --> 00:23:16.900]  經歷創傷的人
[00:23:16.900 --> 00:23:18.900]  雖然過了一段日子之後
[00:23:18.900 --> 00:23:21.140]  他可能已經好像沒事一樣
[00:23:21.140 --> 00:23:22.980]  他好像已經很模糊了
[00:23:22.980 --> 00:23:25.780]  忘記了當初的傷痛
[00:23:25.780 --> 00:23:27.780]  或者已經很淡了
[00:23:27.780 --> 00:23:29.140]  記憶已經很淡了
[00:23:29.140 --> 00:23:30.260]  沒怎麼想了
[00:23:30.260 --> 00:23:34.260]  那些都不覺得很傷痛了
[00:23:34.260 --> 00:23:38.420]  但是其實他還沒有得到醫治
[00:23:38.420 --> 00:23:40.420]  這樣下去往後的日子
[00:23:40.420 --> 00:23:45.540]  他就會不自覺地被這種所受的創傷
[00:23:45.540 --> 00:23:47.300]  影響他的生活
[00:23:47.300 --> 00:23:49.460]  他會影響他的舉動
[00:23:49.460 --> 00:23:53.780]  會影響他做出不良的抉擇
[00:23:53.780 --> 00:23:55.460]  會影響他的健康
[00:23:55.460 --> 00:23:57.380]  會影響他的情緒
[00:23:57.380 --> 00:23:59.220]  會影響他的靈命
[00:23:59.220 --> 00:24:00.100]  婚姻
[00:24:00.100 --> 00:24:01.220]  家庭
[00:24:01.220 --> 00:24:03.460]  和子女的關係
[00:24:03.460 --> 00:24:07.460]  等等等等
[00:24:07.460 --> 00:24:09.060]  文章也提到
[00:24:09.060 --> 00:24:11.060]  說其中有一種創傷
[00:24:11.060 --> 00:24:15.140]  是很容易被當事人忽視的
[00:24:15.140 --> 00:24:21.140]  就是說他有都不知道是有的
[00:24:21.140 --> 00:24:28.180]  這種的創傷是被遺棄而有的創傷
[00:24:28.180 --> 00:24:31.220]  那意思當然會包括因為被遺棄
[00:24:31.220 --> 00:24:33.380]  但是其實意思主要是說
[00:24:33.380 --> 00:24:40.420]  是因為欠缺了一些東西而產生的創傷
[00:24:40.420 --> 00:24:46.820]  就是說我們平時都不知道自己欠缺了什麼
[00:24:46.820 --> 00:24:49.220]  直至你看到聖經的時候
[00:24:49.220 --> 00:24:55.620]  你就知道自己欠缺了什麼
[00:24:55.620 --> 00:24:58.420]  比如我們在成長過程裡面
[00:24:58.420 --> 00:25:01.220]  我們得不到應有的愛
[00:25:01.220 --> 00:25:07.620]  應有的關心和撫養和肯定
[00:25:07.620 --> 00:25:12.500]  那會造成情感或者所謂情緒上的遺棄
[00:25:12.500 --> 00:25:15.860]  所帶來的創傷
[00:25:15.860 --> 00:25:17.380]  我們很多時候都不察覺的
[00:25:17.380 --> 00:25:18.980]  不知道的
[00:25:18.980 --> 00:25:20.980]  當你聽多一點心理學的東西
[00:25:20.980 --> 00:25:22.980]  當你看多一點聖經的時候
[00:25:22.980 --> 00:25:25.140]  你才發現原來我缺少了那些東西
[00:25:25.140 --> 00:25:27.540]  所以造成今天的我
[00:25:27.540 --> 00:25:28.980]  這麼古怪的性格
[00:25:28.980 --> 00:25:30.340]  這麼古怪的行為
[00:25:30.340 --> 00:25:39.780]  這麼古怪的選擇
[00:25:39.780 --> 00:25:41.780]  這樣的人
[00:25:41.780 --> 00:25:43.780]  他受過這樣的創傷
[00:25:43.780 --> 00:25:44.980]  他長大之後
[00:25:44.980 --> 00:25:47.780]  他影響他的夫妻關係
[00:25:47.780 --> 00:25:50.980]  影響他父母子女的關係
[00:25:50.980 --> 00:25:54.180]  而最痛苦或者最慘的就是
[00:25:54.180 --> 00:26:01.540]  他自己不知道自己有這個問題
[00:26:01.540 --> 00:26:03.540]  所以弟兄姊妹
[00:26:03.540 --> 00:26:05.540]  如果我們發覺我們自己
[00:26:05.540 --> 00:26:10.020]  真是和配偶是很難相處的
[00:26:10.020 --> 00:26:12.020]  和父母和子女
[00:26:12.020 --> 00:26:14.980]  和兄弟姊妹
[00:26:14.980 --> 00:26:16.420]  都是很難相處的
[00:26:16.420 --> 00:26:20.420]  和同事朋友都是很難相處的
[00:26:20.420 --> 00:26:26.420]  我們就值得坐下來靜下來去思考一下
[00:26:26.420 --> 00:26:28.420]  真的去思考一下
[00:26:28.420 --> 00:26:30.420]  去搜尋一下
[00:26:30.420 --> 00:26:32.420]  在自己的過往經歷裡面
[00:26:32.420 --> 00:26:40.420]  究竟有沒有一些被遺棄而所帶來的創傷
[00:26:40.420 --> 00:26:42.420]  在這個時候我們需要謙卑
[00:26:42.420 --> 00:26:44.420]  謙卑下來
[00:26:44.420 --> 00:26:46.420]  在神那裡
[00:26:46.420 --> 00:26:48.420]  求神去幫助
[00:26:48.420 --> 00:26:50.420]  求神去醫治我們
[00:26:50.420 --> 00:26:54.420]  我相信今天這一段聖經所說的
[00:26:54.420 --> 00:26:56.420]  永不止息的愛
[00:26:56.420 --> 00:27:04.420]  是能夠醫治我們這些的創傷
[00:27:04.420 --> 00:27:06.420]  馬丁·路德金
[00:27:06.420 --> 00:27:08.420]  Martin Luther King Jr.
[00:27:08.420 --> 00:27:12.420]  他曾經這樣說
[00:27:12.420 --> 00:27:16.420]  愛是唯一的力量能夠將一個敵人
[00:27:16.420 --> 00:27:20.420]  轉化成為一個朋友
[00:27:20.420 --> 00:27:24.420]  他說得很對
[00:27:24.420 --> 00:27:26.420]  我們想一下
[00:27:26.420 --> 00:27:32.420]  我們所面對的人不是敵人
[00:27:32.420 --> 00:27:34.420]  是我們所愛的人
[00:27:34.420 --> 00:27:36.420]  是我們的配偶
[00:27:36.420 --> 00:27:40.420]  是我們的父母子女兄弟姊妹
[00:27:40.420 --> 00:27:46.420]  豈不是我們更加需要用愛對待他們
[00:27:46.420 --> 00:27:48.420]  就算關係不好
[00:27:48.420 --> 00:27:53.420]  可不可以用這個永不止息的愛來對待他們
[00:27:53.420 --> 00:28:00.420]  以致可以轉化他們成為我們大家彼此相愛的人
[00:28:00.420 --> 00:28:03.420]  只要我們肯和肯求神幫助
[00:28:03.420 --> 00:28:05.420]  按著這個聖經的教導
[00:28:05.420 --> 00:28:18.420]  我相信有一天是可以做到的
[00:28:18.420 --> 00:28:20.420]  在日常生活裡
[00:28:20.420 --> 00:28:22.420]  我們還可以做些什麼
[00:28:22.420 --> 00:28:28.420]  來培養更多的永不止息的愛呢
[00:28:28.420 --> 00:28:30.420]  我看到一些文章
[00:28:30.420 --> 00:28:33.420]  有人這樣提出來說
[00:28:33.420 --> 00:28:36.420]  真正的愛是應該這樣的
[00:28:36.420 --> 00:28:38.420]  我當然可以套進去
[00:28:38.420 --> 00:28:42.420]  永不止息的愛是需要這樣的
