
[00:00:00.000 --> 00:00:03.000]  好 弟兄姊妹 新年快樂
[00:01:59.080 --> 00:02:02.160]  你可以拿回去看
[00:02:02.160 --> 00:02:03.480]  繼續去看
[00:02:03.480 --> 00:02:07.080]  其實有些video(視頻)的
[00:02:07.080 --> 00:02:09.800]  可以介紹你可以去解釋的
[00:02:09.800 --> 00:02:11.880]  但是基本上你看那個內容
[00:02:11.880 --> 00:02:14.880]  一個問題一個答案就很簡單的
[00:02:14.880 --> 00:02:16.800]  那我讀個問題
[00:02:16.800 --> 00:02:20.760]  接著我們一起讀個答案讀三次
[00:02:20.760 --> 00:02:26.840]  問題就是你無論是生是死唯一的安慰是什麼
[00:02:26.840 --> 00:02:28.840]  答案是什麼呢
[00:02:28.840 --> 00:02:31.160]  我們一起讀讀三次
[00:02:31.160 --> 00:02:33.520]  我無論是生是死
[00:02:33.520 --> 00:02:36.760]  身體靈魂皆非己有
[00:02:36.760 --> 00:02:41.160]  而是屬於我信實的救主耶穌基督
[00:02:41.160 --> 00:02:42.240]  第二次
[00:02:42.240 --> 00:02:44.440]  我無論是生是死
[00:02:44.440 --> 00:02:47.320]  身體靈魂皆非己有
[00:02:47.320 --> 00:02:51.680]  而是屬於我信實的救主耶穌基督
[00:02:51.680 --> 00:02:52.880]  第三次
[00:02:52.880 --> 00:02:55.080]  我無論是生是死
[00:02:55.080 --> 00:02:57.760]  身體靈魂皆非己有
[00:02:57.760 --> 00:03:02.080]  而是屬於我信實的救主耶穌基督
[00:03:02.080 --> 00:03:04.080]  這個就是很有意思
[00:03:04.080 --> 00:03:07.000]  一開始的時候第一條問題就是
[00:03:07.000 --> 00:03:11.280]  我們的生命的主權
[00:03:11.280 --> 00:03:14.400]  不是屬於我們自己是屬於神的
[00:03:14.400 --> 00:03:18.720]  這個就是我們無論是今生或者是永恆
[00:03:18.720 --> 00:03:22.280]  最穩固的基礎和把握
[00:03:22.280 --> 00:03:24.280]  無論你遇到什麼事情
[00:03:24.280 --> 00:03:27.520]  你知道你的生命是屬於神的時候
[00:03:27.520 --> 00:03:29.520]  你可以安穩
[00:03:29.520 --> 00:03:37.280]  今天的題目是新年
[00:03:37.280 --> 00:03:40.280]  講一個新年的題目
[00:03:40.280 --> 00:03:43.360]  關於新年的願景
[00:03:43.360 --> 00:03:46.240]  剛才也讀過這段經文
[00:03:46.240 --> 00:03:49.720]  就是詩篇第一篇和第二篇
[00:03:49.720 --> 00:03:53.320]  開始之前不如我們再一次低頭祈禱
[00:03:53.320 --> 00:03:56.040]  天父我們感謝祢
[00:03:56.040 --> 00:03:57.240]  因為祢愛我們
[00:03:57.240 --> 00:04:00.840]  因為祢的愛我們聚集在祢面前
[00:04:00.840 --> 00:04:02.640]  在新一年開始的時候
[00:04:02.640 --> 00:04:05.960]  我們首先想去思想的就是
[00:04:05.960 --> 00:04:09.960]  如何在新的一年更多經歷祢的恩典
[00:04:09.960 --> 00:04:12.760]  在新的一年如何更多愛祢
[00:04:12.760 --> 00:04:18.560]  在新的一年如何去做一個更合祢心意的人
[00:04:18.560 --> 00:04:20.000]  願祢幫助我們
[00:04:20.000 --> 00:04:22.120]  願祢的說話再一次提醒我們
[00:04:22.120 --> 00:04:23.640]  奉耶穌基督禁命祈求
[00:04:23.640 --> 00:04:24.360]  阿們
[00:04:24.360 --> 00:04:29.840]  你知道新年通常
[00:04:29.840 --> 00:04:32.840]  講一些新年的題目
[00:04:32.840 --> 00:04:36.040]  都有幾處的經文
[00:04:36.040 --> 00:04:40.200]  就是那些目者很多時候會選擇的
[00:04:40.200 --> 00:04:44.160]  就是因為關於新年的經文
[00:04:44.160 --> 00:04:47.720]  都有幾處是特別稱為常用的
[00:04:47.720 --> 00:04:49.040]  熱門的
[00:04:49.040 --> 00:04:53.520]  詩篇第一篇其實都是一個熱門的
[00:04:53.520 --> 00:04:55.560]  常常新年的時候會讀的
[00:04:55.560 --> 00:04:56.480]  剛才也已經讀過
[00:04:56.480 --> 00:04:58.680]  但是這次就有些特別
[00:04:58.680 --> 00:05:02.880]  就是我選擇的不只是詩篇第一篇
[00:05:02.880 --> 00:05:05.880]  而是詩篇第一篇和第二篇
[00:05:05.880 --> 00:05:08.080]  為什麼呢
[00:05:08.080 --> 00:05:11.120]  其實這個也挺有意思的
[00:05:11.120 --> 00:05:13.280]  就是當我一想起新年的時候
[00:05:13.280 --> 00:05:15.280]  其實我都是第一個印象
[00:05:15.280 --> 00:05:17.040]  講一些新年的東西
[00:05:17.040 --> 00:05:18.640]  都是想起詩篇第一篇的
[00:05:18.640 --> 00:05:23.840]  但是做一點研究
[00:05:23.840 --> 00:05:26.840]  做一點功課要預備的時候
[00:05:26.840 --> 00:05:28.640]  要看多一點的時候
[00:05:28.640 --> 00:05:36.080]  就發覺原來其實很多近代研究詩篇的學者
[00:05:36.080 --> 00:05:40.040]  他們發覺其實詩篇的不只是第一篇
[00:05:40.040 --> 00:05:43.240]  是詩篇的第一篇和第二篇
[00:05:43.240 --> 00:05:44.840]  兩篇加起來
[00:05:44.840 --> 00:05:51.200]  就是整個詩篇150篇的一個引言
[00:05:51.200 --> 00:05:53.080]  一個 introduction(介紹)
[00:05:53.080 --> 00:05:54.760]  為什麼他們會這麼說呢
[00:05:54.760 --> 00:05:56.120]  等一下我會解釋
[00:05:56.120 --> 00:05:58.920]  但是我覺得都是很有意思
[00:05:58.920 --> 00:06:02.040]  如果詩篇第一篇和第二篇
[00:06:02.040 --> 00:06:05.240]  是整個詩篇150篇的一個引言的時候
[00:06:05.240 --> 00:06:09.520]  其實做一個新年的開始是很有意思的
[00:06:09.520 --> 00:06:14.720]  因為詩篇其實是什麼寫作呢
[00:06:14.720 --> 00:06:16.200]  坦白講
[00:06:16.200 --> 00:06:19.240]  詩篇其實就是人生的寫照
[00:06:19.240 --> 00:06:23.160]  詩篇當然不只是一個作者
[00:06:23.160 --> 00:06:24.600]  有大衛有其他人
[00:06:24.600 --> 00:06:27.840]  但是他們在人生的路程上
[00:06:27.840 --> 00:06:30.680]  他們遇到各樣的情況
[00:06:30.680 --> 00:06:32.320]  有開心的
[00:06:32.320 --> 00:06:33.560]  有敬拜的
[00:06:33.560 --> 00:06:34.760]  有受苦的
[00:06:34.760 --> 00:06:36.440]  有被人迫害的
[00:06:36.440 --> 00:06:38.640]  有患病的
[00:06:38.640 --> 00:06:42.640]  有修成的
[00:06:42.640 --> 00:06:46.440]  人生高高低低都有的
[00:06:46.440 --> 00:06:49.240]  這就是詩篇的寫照
[00:06:49.240 --> 00:06:51.440]  我們的人生我們的信仰
[00:06:51.440 --> 00:06:53.200]  其實都是一樣的
[00:06:53.200 --> 00:06:54.760]  有高有低的
[00:06:54.760 --> 00:06:57.240]  不會說你信了耶穌
[00:06:57.240 --> 00:07:00.120]  永遠都是一帆風順的
[00:07:00.120 --> 00:07:01.560]  永遠都是有高有低的
[00:07:01.560 --> 00:07:04.360]  但是詩篇就讓我們看到
[00:07:04.360 --> 00:07:06.440]  在人生的高低當中
[00:07:06.440 --> 00:07:09.640]  神如何與我們同在
[00:07:09.640 --> 00:07:10.880]  在我們人生當中
[00:07:10.880 --> 00:07:14.200]  有時候我們自己都覺得自己很不可靠
[00:07:14.200 --> 00:07:17.960]  或者很沒有盼望的時候
[00:07:17.960 --> 00:07:19.520]  如何可以向山舉目
[00:07:19.520 --> 00:07:25.960]  仰望一位比我們自己更加穩定的神呢
[00:07:25.960 --> 00:07:30.680]  這就是詩篇基本上的寫作目的
[00:07:30.680 --> 00:07:38.480]  如果一個人生前面兩篇是他的介紹的時候
[00:07:38.480 --> 00:07:44.200]  我們今天就希望從這個角度去思考一下
[00:07:44.200 --> 00:07:48.360]  首先講一下內容
[00:07:48.360 --> 00:07:51.320]  詩篇第一篇的內容就很熟悉的了
[00:07:51.320 --> 00:07:56.080]  剛才大家有多少人會背詩篇第一篇呢
[00:07:56.080 --> 00:08:01.640]  全篇都有一兩隻手了
[00:08:01.640 --> 00:08:08.120]  其實有些聖經是要背的
[00:08:08.120 --> 00:08:11.520]  詩篇第一篇一開始的時候
[00:08:11.520 --> 00:08:15.600]  有三個筆的
[00:08:15.600 --> 00:08:17.640]  不從惡人的計謀
[00:08:17.640 --> 00:08:19.800]  不暫聚人的道路
[00:08:19.800 --> 00:08:21.240]  不作是萬人的座位
[00:08:21.240 --> 00:08:23.400]  三個筆一開始的時候
[00:08:23.400 --> 00:08:27.920]  所以一開始的時候詩篇的介紹
[00:08:27.920 --> 00:08:31.040]  其實是介紹一個如何做一個有福的人
[00:08:31.040 --> 00:08:34.240]  維起安和華的《律法就業思想者》裡面說有福
[00:08:34.240 --> 00:08:35.360]  一開始的時候
[00:08:35.360 --> 00:08:39.560]  其實他的關注是介紹如何做一個有福的人
[00:08:39.560 --> 00:08:41.560]  但是如何做一個有福的人呢
[00:08:41.560 --> 00:08:46.040]  他就提出了先是三個筆
[00:08:46.040 --> 00:08:47.160]  先是三個筆
[00:08:47.160 --> 00:08:49.560]  這個就很重要的
[00:08:49.560 --> 00:08:51.360]  為什麼一開始的時候
[00:08:51.360 --> 00:08:53.160]  你想做一個有福的人
[00:08:53.160 --> 00:08:56.200]  為什麼要有三個筆放在前面呢
[00:08:56.200 --> 00:08:58.280]  你有沒有想過
[00:08:58.280 --> 00:08:59.800]  其實那三個筆
[00:08:59.800 --> 00:09:03.320]  其實就是一個決定
[00:09:03.320 --> 00:09:05.320]  是一個決定
[00:09:05.320 --> 00:09:09.160]  有些人我們說很好的先生
[00:09:09.160 --> 00:09:11.960]  不懂得跟別人說不
[00:09:11.960 --> 00:09:16.360]  其中一個原因就是他不太敢做決定
[00:09:16.360 --> 00:09:21.160]  不太敢做一些決定之後可能會得罪別人
[00:09:21.160 --> 00:09:24.360]  所以你說NO的時候或者說YES
[00:09:24.360 --> 00:09:26.840]  YES有時候是半推半就
[00:09:26.840 --> 00:09:29.400]  但是說NO的時候是很明顯的一個決定
[00:09:29.400 --> 00:09:32.240]  所以你看到那些小孩子
[00:09:32.240 --> 00:09:35.440]  你照顧過小孩子
[00:09:35.440 --> 00:09:37.280]  如果你的子女長大了
[00:09:37.280 --> 00:09:38.640]  你的孫子照顧過你之後
[00:09:38.640 --> 00:09:40.640]  他很小的時候
[00:09:40.640 --> 00:09:43.160]  有一段時間不斷的NO的
[00:09:43.160 --> 00:09:44.160]  是不是?
[00:09:44.160 --> 00:09:45.640]  不斷的NO
[00:09:45.640 --> 00:09:51.360]  可能他對於NO來講是代表了什麼呢
[00:09:51.360 --> 00:09:54.840]  他YES是對他好一點的
[00:09:54.840 --> 00:09:56.040]  但是他也要說NO的
[00:09:56.040 --> 00:09:57.040]  為什麼呢?
[00:09:57.040 --> 00:09:59.640]  就因為在他成長的過程當中
[00:09:59.640 --> 00:10:05.440]  這個就是他去嘗試去堅定自己去做一些決定
[00:10:05.440 --> 00:10:09.040]  好像是我現在我決定
[00:10:09.040 --> 00:10:12.840]  所以他說NO是代表一個決定來的
[00:10:12.840 --> 00:10:15.840]  所以一開始的時候
[00:10:15.840 --> 00:10:20.440]  詩篇第一篇他介紹怎麼去做一個有福的人的時候
[00:10:20.440 --> 00:10:22.840]  他就講到
[00:10:22.840 --> 00:10:24.640]  這個是一個決定
[00:10:24.640 --> 00:10:29.040]  你的人生究竟是怎麼樣呢?
[00:10:29.040 --> 00:10:30.640]  你是要做決定的
[00:10:30.640 --> 00:10:35.840]  不是說和稀泥那樣
[00:10:35.840 --> 00:10:37.440]  事事淡淡
[00:10:37.440 --> 00:10:39.240]  求求其其
[00:10:39.240 --> 00:10:40.240]  怎樣都好
[00:10:40.240 --> 00:10:44.040]  有一天就煮好就吃了
[00:10:44.040 --> 00:10:48.640]  那行不行呢?
[00:10:48.640 --> 00:10:49.440]  我說不行
[00:10:49.440 --> 00:10:50.440]  不是說不行的
[00:10:50.440 --> 00:10:51.840]  但是很多時候來說
[00:10:51.840 --> 00:10:52.640]  這樣的時候
[00:10:52.640 --> 00:10:55.440]  其實你的人生是變成了
[00:10:55.440 --> 00:10:58.240]  你沒有一個方向
[00:10:58.240 --> 00:10:59.640]  你的人生
[00:10:59.640 --> 00:11:02.240]  如果人家問你
[00:11:02.240 --> 00:11:03.640]  你究竟想做什麼人
[00:11:03.640 --> 00:11:04.240]  你都說不出的
[00:11:04.240 --> 00:11:06.440]  因為其實你沒有做過任何決定
[00:11:06.440 --> 00:11:07.640]  是不是?
[00:11:07.640 --> 00:11:10.040]  所以一開始的時候
[00:11:10.040 --> 00:11:12.640]  詩篇第一篇的時候就講到
[00:11:12.640 --> 00:11:13.840]  一個有福的人
[00:11:13.840 --> 00:11:17.240]  他要做一個這樣的決定
[00:11:17.240 --> 00:11:23.840]  決定是不做罪惡的事情
[00:11:23.840 --> 00:11:28.440]  決定不做一些不合神心意的事情
[00:11:28.440 --> 00:11:33.040]  決定不去站在一些
[00:11:33.040 --> 00:11:38.640]  和神反對的人的位置那裡
[00:11:38.640 --> 00:11:41.240]  這個就是一開始的時候
[00:11:41.240 --> 00:11:46.440]  詩篇第一篇去講的一個介紹
[00:11:46.440 --> 00:11:47.240]  頂止無日
[00:11:47.240 --> 00:11:51.240]  其實我們都需要做一個這樣的決定
[00:11:51.240 --> 00:11:54.040]  可能你曾經已經做過這樣的決定
[00:11:54.040 --> 00:11:56.040]  信耶穌的時候我已經決定
[00:11:56.040 --> 00:11:57.040]  跟從主耶穌的時候
[00:11:57.040 --> 00:11:58.040]  我已經做過這樣的決定
[00:11:58.040 --> 00:11:59.840]  但是這個決定本身可能
[00:11:59.840 --> 00:12:01.240]  過了很多時間
[00:12:01.240 --> 00:12:02.640]  或者過了一段時間的時候
[00:12:02.640 --> 00:12:11.040]  可能你已經好像沒有再去堅定了
[00:12:11.040 --> 00:12:15.040]  我們是需要提醒
[00:12:15.040 --> 00:12:17.440]  這些決定是需要重新去做的
[00:12:17.440 --> 00:12:21.040]  所以在一年開始
[00:12:21.040 --> 00:12:22.840]  2026年的時候
[00:12:22.840 --> 00:12:25.240]  我們大家都一起在神面前
[00:12:25.240 --> 00:12:26.640]  要做一個決定
[00:12:26.640 --> 00:12:29.640]  決定遠離罪惡
[00:12:29.640 --> 00:12:31.840]  決定遠離罪惡
[00:12:32.240 --> 00:12:37.640]  這裡其實他講的三個都是很有意思的動詞
[00:12:37.640 --> 00:12:39.040]  第一個是不從
[00:12:39.040 --> 00:12:41.040]  就是跟著別人走
[00:12:41.040 --> 00:12:43.640]  跟著別人走其實你也不是很堅定
[00:12:43.640 --> 00:12:46.640]  一開始的時候就是人走你就走
[00:12:46.640 --> 00:12:49.440]  不站就比較穩固了
[00:12:49.440 --> 00:12:51.040]  就是你已經站在那裡了
[00:12:51.040 --> 00:12:52.840]  已經選了一個邊
[00:12:52.840 --> 00:12:54.640]  我們說選邊站
[00:12:54.640 --> 00:12:57.040]  就是說你已經站在那裡了
[00:12:57.040 --> 00:12:58.240]  然後怎麼樣?
[00:12:58.240 --> 00:12:59.240]  不坐
[00:12:59.240 --> 00:13:02.640]  坐就直接是坐在其中
[00:13:02.640 --> 00:13:06.440]  就是說已經很穩固了
[00:13:06.440 --> 00:13:07.640]  坐在那裡了
[00:13:07.640 --> 00:13:12.240]  所以這個是一個很有圖像性的
[00:13:12.240 --> 00:13:13.040]  一開始的時候
[00:13:13.040 --> 00:13:14.040]  詩篇第一篇的時候
[00:13:14.040 --> 00:13:15.640]  這個是一個圖畫
[00:13:15.640 --> 00:13:17.240]  它講到你的人生
[00:13:17.240 --> 00:13:24.440]  究竟是一個怎麼樣的人生呢?
[00:13:24.440 --> 00:13:26.240]  對於罪惡來講
[00:13:26.240 --> 00:13:29.040]  你究竟是跟從人行
[00:13:29.040 --> 00:13:30.040]  你也走
[00:13:30.040 --> 00:13:31.840]  還是已經選了邊站
[00:13:31.840 --> 00:13:34.040]  還是甚至乎坐在其中呢?
[00:13:34.040 --> 00:13:38.040]  一開始的時候他就這麼說
[00:13:38.040 --> 00:13:40.040]  所以有三個不
[00:13:40.040 --> 00:13:41.440]  有三個不
[00:13:41.440 --> 00:13:43.440]  這三個不就讓我們知道
[00:13:43.440 --> 00:13:46.240]  究竟你決定你的人生
[00:13:46.240 --> 00:13:48.240]  究竟是一個怎麼樣的人生
[00:13:48.240 --> 00:13:52.640]  但是他除了講完這三個不之後
[00:13:53.240 --> 00:14:00.640]  他其實講了有兩重的喜歡的
[00:14:00.640 --> 00:14:01.840]  第一就是說
[00:14:01.840 --> 00:14:03.840]  為喜愛耶和華神的律法
[00:14:03.840 --> 00:14:05.240]  喜愛神的律法
[00:14:05.240 --> 00:14:07.240]  第二就是晝夜思想
[00:14:07.240 --> 00:14:08.640]  第二就是晝夜思想
[00:14:08.640 --> 00:14:10.040]  那就是
[00:14:10.040 --> 00:14:12.640]  除了你每樣都say no
[00:14:12.640 --> 00:14:13.640]  你之後是不行的
[00:14:13.640 --> 00:14:14.040]  是不是?
[00:14:14.040 --> 00:14:16.040]  有些小孩子每天說no
[00:14:16.040 --> 00:14:17.440]  no完一大輪的時候
[00:14:17.440 --> 00:14:18.240]  其實你也知道
[00:14:18.240 --> 00:14:21.240]  慢慢慢慢他開始長大的時候
[00:14:21.240 --> 00:14:23.440]  他也不會說always say no的
[00:14:23.440 --> 00:14:26.240]  就是你要知道你喜歡什麼的
[00:14:26.240 --> 00:14:27.040]  是不是?
[00:14:27.040 --> 00:14:31.440]  而其實這也是人的一個很重要
[00:14:31.440 --> 00:14:33.840]  你想成為一個怎麼樣的人
[00:14:33.840 --> 00:14:36.240]  就有兩個很重要的元素
[00:14:36.240 --> 00:14:38.440]  第一個元素剛才講了
[00:14:38.440 --> 00:14:40.240]  就是你的決定
[00:14:40.240 --> 00:14:41.440]  是不是?
[00:14:41.440 --> 00:14:42.840]  你決定了一個怎麼樣的人
[00:14:42.840 --> 00:14:44.040]  你真的要有
[00:14:44.040 --> 00:14:46.440]  你不是求求極其
[00:14:46.440 --> 00:14:47.640]  事事蕩蕩
[00:14:47.640 --> 00:14:51.640]  你是決定你知道自己是怎麼樣的
[00:14:51.640 --> 00:14:53.440]  剛才所講的那三個元素
[00:14:53.440 --> 00:14:55.440]  其實是你的決定
[00:14:55.440 --> 00:14:58.840]  但是你要除了你的決定之外
[00:14:58.840 --> 00:15:00.440]  你想要做一個怎麼樣的人
[00:15:00.440 --> 00:15:03.240]  第二方面就是
[00:15:03.240 --> 00:15:05.040]  你喜歡什麼
[00:15:05.040 --> 00:15:06.840]  是不是?
[00:15:06.840 --> 00:15:10.840]  就是譬如有個人他很喜歡音樂的
[00:15:10.840 --> 00:15:13.840]  那他就真的
[00:15:13.840 --> 00:15:18.040]  他整個人真的很多音樂的東西
[00:15:18.040 --> 00:15:19.840]  好像將他分套住的
[00:15:19.840 --> 00:15:22.840]  就是可能他
[00:15:22.840 --> 00:15:23.840]  我舉例吧
[00:15:23.840 --> 00:15:26.240]  就是可能經常工作的時候
[00:15:26.240 --> 00:15:27.640]  一個人自己工作的時候
[00:15:27.640 --> 00:15:29.240]  都會哼一些歌
[00:15:29.240 --> 00:15:31.040]  又會打拍子
[00:15:31.040 --> 00:15:35.040]  因為音樂就是他很喜歡的東西的時候
[00:15:35.040 --> 00:15:37.640]  就好像他很多的生活
[00:15:37.640 --> 00:15:39.040]  他的時間安排
[00:15:39.040 --> 00:15:41.040]  很多東西都圍繞著音樂的
[00:15:41.040 --> 00:15:41.640]  是不是?
[00:15:41.640 --> 00:15:43.640]  因為他喜歡這件事情
[00:15:43.640 --> 00:15:45.440]  就是平時跟別人聊天的時候
[00:15:45.440 --> 00:15:47.840]  說著說著又說一下什麼作曲家
[00:15:47.840 --> 00:15:50.640]  又說一下最近聽到什麼音樂
[00:15:50.640 --> 00:15:52.440]  又買了什麼唱片
[00:15:52.440 --> 00:15:53.640]  當然以前是唱片
[00:15:53.640 --> 00:15:55.840]  現在可能有什麼新發現
[00:15:55.840 --> 00:15:58.040]  諸如此類你明白了是不是?
[00:15:58.040 --> 00:16:01.240]  就是如果你對音樂來說很陌生的
[00:16:01.240 --> 00:16:03.040]  你想一下那些打球
[00:16:03.040 --> 00:16:05.040]  就是很喜歡看球的那些人都是一樣的
[00:16:05.040 --> 00:16:06.640]  他喜歡看球的時候
[00:16:06.640 --> 00:16:07.240]  你問他
[00:16:07.240 --> 00:16:09.040]  今晚有什麼球隊打
[00:16:09.040 --> 00:16:10.440]  昨天的賽果怎麼樣
[00:16:10.440 --> 00:16:12.840]  兩年前誰得冠軍
[00:16:12.840 --> 00:16:14.640]  他都全部都告訴你了
[00:16:14.640 --> 00:16:16.840]  因為他喜歡這件事情是不是?
[00:16:16.840 --> 00:16:20.240]  所以第二件事情就是
[00:16:20.240 --> 00:16:21.840]  你喜歡什麼
[00:16:21.840 --> 00:16:25.440]  我們想做一個什麼樣的人
[00:16:25.440 --> 00:16:29.840]  其實很在乎我們喜歡什麼
[00:16:29.840 --> 00:16:36.640]  而我們喜歡神的東西
[00:16:36.640 --> 00:16:42.240]  這是我們做基督徒一個很重要的推動力
[00:16:42.240 --> 00:16:45.640]  去幫助我們去跟從神
[00:16:45.640 --> 00:16:49.640]  就是如果你不喜歡神的東西
[00:16:49.640 --> 00:16:51.040]  不愛神的話
[00:16:51.040 --> 00:16:55.240]  你很難做基督徒做得很有起勁的
[00:16:55.240 --> 00:16:58.640]  就是好像一件事情都要拉牛上樹
[00:16:58.640 --> 00:17:00.040]  這樣拉著你才行的
[00:17:00.040 --> 00:17:01.640]  就是
[00:17:01.640 --> 00:17:03.440]  鬼叫新年又開始
[00:17:03.440 --> 00:17:07.440]  牧師又推什麼新年讀經計劃
[00:17:07.440 --> 00:17:11.040]  又什麼新一年開始要侍奉
[00:17:11.040 --> 00:17:12.240]  什麼曬鴨
[00:17:12.240 --> 00:17:13.840]  不過沒有辦法
[00:17:13.840 --> 00:17:15.440]  那張紙又傳過來
[00:17:15.440 --> 00:17:16.440]  就是
[00:17:16.440 --> 00:17:19.840]  你這樣是很難做的
[00:17:19.840 --> 00:17:20.640]  就是
[00:17:20.640 --> 00:17:22.840]  不僅是我
[00:17:22.840 --> 00:17:24.440]  我當然是很難做的
[00:17:24.440 --> 00:17:26.440]  但是你也很難做基督徒
[00:17:26.440 --> 00:17:27.040]  就是
[00:17:27.040 --> 00:17:29.440]  你這樣
[00:17:29.440 --> 00:17:30.640]  因為一件事情
[00:17:30.640 --> 00:17:31.640]  就好像
[00:17:31.640 --> 00:17:34.040]  你這樣很受苦的
[00:17:34.040 --> 00:17:36.040]  你這麼受苦是為了什麼呢?
[00:17:36.040 --> 00:17:37.840]  沒有必要的
[00:17:37.840 --> 00:17:39.240]  但是
[00:17:39.840 --> 00:17:41.840]  事實上不應該是這樣的
[00:17:41.840 --> 00:17:44.440]  當我們信了耶穌之後
[00:17:44.440 --> 00:17:47.040]  其中一個很大的動力就是
[00:17:47.040 --> 00:17:50.640]  我們需要有一種愛慕在裡面
[00:17:50.640 --> 00:17:52.640]  而這種愛慕
[00:17:52.640 --> 00:17:53.640]  就是
[00:17:53.640 --> 00:17:58.240]  我們一個真實信耶穌的人的心靈改變的
[00:17:58.240 --> 00:18:01.840]  一個很重要的表現
[00:18:01.840 --> 00:18:02.640]  就是
[00:18:02.640 --> 00:18:05.440]  你可以上教會上了很長時間
[00:18:05.440 --> 00:18:06.040]  但是
[00:18:06.040 --> 00:18:07.840]  你真真實實
[00:18:07.840 --> 00:18:11.640]  上教會長短的時間不是最重要的
[00:18:11.640 --> 00:18:12.640]  最重要的就是說
[00:18:12.640 --> 00:18:15.640]  你愛慕的事情有沒有改變呢?
[00:18:15.640 --> 00:18:17.240]  你現在愛慕什麼呢?
[00:18:17.240 --> 00:18:18.640]  那麼
[00:18:18.640 --> 00:18:20.440]  所以
[00:18:20.440 --> 00:18:23.840]  詩人就說到
[00:18:23.840 --> 00:18:27.240]  其實他就很愛慕神的律法
[00:18:27.240 --> 00:18:28.840]  愛慕神的說話
[00:18:28.840 --> 00:18:32.040]  這個也是很顯著的
[00:18:32.040 --> 00:18:33.640]  我也聽過不止一次
[00:18:33.640 --> 00:18:35.640]  我自己也是這樣
[00:18:35.640 --> 00:18:36.240]  就是
[00:18:36.240 --> 00:18:39.040]  那時候還沒信耶穌之前
[00:18:39.040 --> 00:18:41.240]  上教會覺得很悶
[00:18:41.240 --> 00:18:43.640]  就是說一些事情
[00:18:43.640 --> 00:18:44.640]  就好像
[00:18:44.640 --> 00:18:46.840]  不知道是不是聽不進去
[00:18:46.840 --> 00:18:49.040]  我還記得我第一次上教會的時候
[00:18:49.040 --> 00:18:49.840]  就是
[00:18:49.840 --> 00:18:51.840]  那時候也不是去崇拜
[00:18:51.840 --> 00:18:53.840]  去團契已經有很多活動了
[00:18:53.840 --> 00:18:57.240]  坐不完整個團契
[00:18:57.240 --> 00:18:58.240]  坐到三分之二
[00:18:58.240 --> 00:18:59.440]  就是頂不住了
[00:18:59.440 --> 00:19:00.240]  我跟我的同學說
[00:19:00.240 --> 00:19:01.240]  我們先走吧
[00:19:01.240 --> 00:19:02.640]  在後面數一數二
[00:19:02.640 --> 00:19:03.640]  就是
[00:19:03.640 --> 00:19:05.640]  就是頂不住了
