
[00:00:00.000 --> 00:00:06.880]  今日五隻手指數完禮堂的人
[00:04:05.840 --> 00:04:07.600]  由《尼希米記》五章
[00:04:07.600 --> 00:04:09.680]  他上次說了一到十三節
[00:04:09.680 --> 00:04:13.280]  我由十四節來到十九節
[00:04:13.280 --> 00:04:16.400]  上個星期也有說到曙光
[00:04:16.400 --> 00:04:19.200]  因為去到五章十二節
[00:04:19.200 --> 00:04:25.360]  也有說到那些被責備的官長和貴族
[00:04:25.360 --> 00:04:30.720]  他們願意歸還給他們
[00:04:30.720 --> 00:04:32.880]  不再去索取
[00:04:32.880 --> 00:04:37.520]  好像停止一些錯誤的行為
[00:04:37.520 --> 00:04:41.360]  好像那個曙光就開始看到了
[00:04:41.360 --> 00:04:44.000]  因為你記得他在第五章第一節的時候
[00:04:44.000 --> 00:04:45.760]  就說他們很慘
[00:04:45.760 --> 00:04:49.360]  慘到在當時的文化背景裏面
[00:04:49.360 --> 00:04:50.640]  女人是不會出聲
[00:04:50.640 --> 00:04:53.680]  都要站出來出聲
[00:04:53.680 --> 00:04:55.920]  很慘的那種情況
[00:04:55.920 --> 00:05:00.720]  他們已經沒有了生活的支持
[00:05:00.720 --> 00:05:04.000]  在經濟上遇到很大的困難
[00:05:04.000 --> 00:05:09.120]  而當時竟然有這種來還在裏面
[00:05:09.120 --> 00:05:10.960]  有一些他們自己的人
[00:05:10.960 --> 00:05:12.560]  為了逃離
[00:05:12.560 --> 00:05:18.400]  好像在發國難財
[00:05:18.400 --> 00:05:19.600]  他們說借錢
[00:05:19.600 --> 00:05:22.560]  但其實他們的心是在想怎樣拿利息
[00:05:22.560 --> 00:05:26.720]  來自肥自己
[00:05:26.720 --> 00:05:30.240]  我們看到上一章已經有一些曙光
[00:05:30.240 --> 00:05:32.000]  就是他們願意悔改
[00:05:32.000 --> 00:05:34.560]  因為經過尼熙米對他們的斥責
[00:05:34.560 --> 00:05:38.960]  就說他們不敬畏神
[00:05:38.960 --> 00:05:44.640]  我們來看一個輔助的經文
[00:05:44.640 --> 00:05:48.000]  這個五章的第九節
[00:05:48.000 --> 00:06:00.800]  麻煩開幫我轉一轉去輔助經文五章九節
[00:06:00.800 --> 00:06:02.480]  五章九節裏說
[00:06:02.480 --> 00:06:06.880]  尼熙米說你們做的事不對
[00:06:06.880 --> 00:06:11.520]  你們行事不應該敬畏我們的神嗎
[00:06:11.520 --> 00:06:17.440]  免得我們在列國和我們的仇敵面前被毀
[00:06:17.440 --> 00:06:20.400]  這裏就是上一次說到
[00:06:20.400 --> 00:06:22.880]  尼熙米對那班官長
[00:06:22.880 --> 00:06:26.080]  那班貴族的責備
[00:06:26.080 --> 00:06:28.640]  責備他們沒有敬畏神
[00:06:28.640 --> 00:06:35.680]  我們又回到我們今天要看的經文
[00:06:35.680 --> 00:06:38.880]  五章十四至十九節
[00:06:38.880 --> 00:06:41.760]  很短的我們一起讀
[00:06:41.760 --> 00:06:44.000]  大家在家裏也可以細聲讀出
[00:06:44.000 --> 00:06:47.840]  尼熙米記五章十四至十九節
[00:06:47.840 --> 00:06:52.160]  自從我奉派作猶大地省長的那日
[00:06:52.160 --> 00:06:58.880]  就是從亞達斯西王二十年直到三十二年
[00:06:58.880 --> 00:07:00.480]  共十二年之久
[00:07:00.480 --> 00:07:04.320]  我要我弟兄都沒有吃省長的俸祿
[00:07:04.320 --> 00:07:08.560]  在我以前的省長加重百姓的負擔
[00:07:08.560 --> 00:07:11.360]  向百姓索取糧食和酒
[00:07:11.360 --> 00:07:14.240]  以及四十射克勒銀紙
[00:07:14.240 --> 00:07:18.640]  甚至他們的僕人也吃掉百姓
[00:07:18.640 --> 00:07:21.440]  但我因敬畏神不這樣做
[00:07:21.440 --> 00:07:24.000]  我有努力修造城牆
[00:07:24.000 --> 00:07:26.800]  我們並沒有購置田地
[00:07:26.800 --> 00:07:31.440]  我所有的僕人也聚集在那裏做工
[00:07:31.440 --> 00:07:35.200]  除了從四位列國來的人以外
[00:07:35.200 --> 00:07:40.640]  有猶太人和官長一百五十人與我同籍
[00:07:40.640 --> 00:07:44.480]  每日預備一頭公牛六隻肥羊
[00:07:44.480 --> 00:07:46.560]  又為我們預備飛禽
[00:07:46.560 --> 00:07:50.880]  每十日一次多多預備各樣的酒
[00:07:50.880 --> 00:07:52.320]  雖然如此
[00:07:52.320 --> 00:07:55.360]  我並不索取省長的俸祿
[00:07:55.360 --> 00:07:59.600]  因為這百姓負的奴役很重
[00:07:59.600 --> 00:08:00.640]  我的神啊
[00:08:00.640 --> 00:08:04.320]  求祢紀念我為這百姓所做的一切
[00:08:04.320 --> 00:08:05.600]  施恩於我
[00:08:05.600 --> 00:08:09.200]  我聽見他們的呼號和這些話
[00:08:09.200 --> 00:08:12.640]  就非常憤怒
[00:08:12.640 --> 00:08:15.680]  在這段經文裏頭兩節
[00:08:15.680 --> 00:08:17.840]  十四、十五節
[00:08:17.840 --> 00:08:19.600]  尼西米也說
[00:08:19.600 --> 00:08:24.240]  我也是因為敬畏神
[00:08:24.240 --> 00:08:28.800]  所以上一章當尼西米去責備那些官長
[00:08:28.800 --> 00:08:31.920]  說他們在做一些不是敬畏神的事的時候
[00:08:31.920 --> 00:08:33.600]  很自然人們就會問
[00:08:33.600 --> 00:08:35.600]  那你呢?尼西米
[00:08:35.600 --> 00:08:36.880]  你怎樣?
[00:08:36.880 --> 00:08:41.600]  所以他作為這一段自己的表白的時候
[00:08:41.600 --> 00:08:43.920]  他同樣也會說
[00:08:43.920 --> 00:08:47.120]  他是一個敬畏上帝的人
[00:08:47.120 --> 00:08:52.400]  他是一個肯去跟從上帝的人
[00:08:52.400 --> 00:08:54.160]  就好像他告訴他
[00:08:54.160 --> 00:08:59.680]  這些不只是官長和貴族應該做的事
[00:08:59.680 --> 00:09:03.920]  其實是每一個信徒都應該做的事
[00:09:03.920 --> 00:09:05.520]  我記得上個星期
[00:09:05.520 --> 00:09:09.120]  為何尼西米指責他的錯誤
[00:09:09.120 --> 00:09:11.200]  是基於聖經呢?
[00:09:11.200 --> 00:09:12.640]  我想在當時來說
[00:09:12.640 --> 00:09:16.160]  當時是屬於波斯帝國
[00:09:16.160 --> 00:09:17.920]  在這個波斯帝國裡面
[00:09:17.920 --> 00:09:23.920]  可能這種收取利息
[00:09:23.920 --> 00:09:30.080]  這種販賣勞勃的取利方式
[00:09:30.080 --> 00:09:32.400]  可能是合法的
[00:09:32.400 --> 00:09:41.040]  可能是沒有跟當時波斯國的律例抵觸的
[00:09:41.040 --> 00:09:43.440]  不過不要忘記
[00:09:43.440 --> 00:09:45.840]  這群以色列群體
[00:09:45.840 --> 00:09:48.080]  其實是有兩個身份的
[00:09:48.080 --> 00:09:48.960]  第一個沒錯
[00:09:48.960 --> 00:09:52.560]  他們是在當時屬於波斯帝國下面
[00:09:52.560 --> 00:09:55.200]  好像一個殖民地的身份
[00:09:55.200 --> 00:09:56.400]  他們雖然回歸了
[00:09:56.400 --> 00:10:00.320]  但他們仍然是隸屬於波斯帝國的人民
[00:10:00.320 --> 00:10:02.320]  但是他們另外有一個身份
[00:10:02.320 --> 00:10:04.880]  就是好像引然這樣說
[00:10:04.880 --> 00:10:06.720]  是一個屬靈群體
[00:10:06.720 --> 00:10:09.200]  是耶和華的子民
[00:10:09.200 --> 00:10:11.040]  所以上個星期
[00:10:11.040 --> 00:10:13.680]  牧師引用了利美紀
[00:10:13.680 --> 00:10:18.640]  二十五章的三十五到四十節
[00:10:18.640 --> 00:10:20.800]  但我今天就不讀這麼長
[00:10:20.800 --> 00:10:22.880]  只讀三十五和三十六節
[00:10:22.880 --> 00:10:24.400]  就是在利美紀的二十五章
[00:10:24.400 --> 00:10:25.680]  三十五和三十六節
[00:10:25.680 --> 00:10:27.920]  那裏他特別提及的是什麼呢
[00:10:27.920 --> 00:10:29.920]  他說你的弟兄在你那裏
[00:10:29.920 --> 00:10:31.840]  如果漸漸貧窮
[00:10:31.840 --> 00:10:33.040]  手頭缺乏
[00:10:33.040 --> 00:10:34.560]  你就要幫補他
[00:10:34.560 --> 00:10:36.400]  令到他跟你一起生活
[00:10:36.400 --> 00:10:38.880]  就好像那些外人和寄居的人一樣
[00:10:38.880 --> 00:10:41.600]  不可以向他們來取利息
[00:10:41.600 --> 00:10:45.600]  也不可以向他們索取高利
[00:10:45.600 --> 00:10:49.120]  要敬畏你的神
[00:10:49.120 --> 00:10:52.800]  使你的弟兄跟你一同生活
[00:10:52.800 --> 00:10:57.120]  這裏就是整個尼西米
[00:10:57.120 --> 00:11:00.560]  去責備的基礎
[00:11:00.560 --> 00:11:02.960]  去敬畏上帝
[00:11:02.960 --> 00:11:04.720]  作為他們的基礎
[00:11:04.720 --> 00:11:09.200]  而這個基礎是因為他們有神子民的身份
[00:11:09.200 --> 00:11:11.760]  這個神子民的身份在追溯
[00:11:11.760 --> 00:11:13.040]  去到什麼時候呢
[00:11:13.040 --> 00:11:15.280]  你可以去到《新明紀》這麼遠
[00:11:15.280 --> 00:11:17.920]  早在他們出了埃及之後
[00:11:17.920 --> 00:11:20.960]  經過四十年的漂流之後
[00:11:20.960 --> 00:11:26.240]  當他們集結在準備過約旦河的地方的時候
[00:11:26.240 --> 00:11:29.440]  再一次跟他們重申這個身份
[00:11:29.440 --> 00:11:30.800]  這個經文在哪裏呢
[00:11:30.800 --> 00:11:33.680]  在《新明紀》七章的六到七節
[00:11:33.680 --> 00:11:35.440]  特別是在第六節裏
[00:11:35.440 --> 00:11:38.480]  他說因為你是屬於耶和華
[00:11:38.480 --> 00:11:42.640]  你神的神聖子民
[00:11:42.640 --> 00:11:45.200]  這裏說到他是神的子民
[00:11:45.200 --> 00:11:48.960]  耶和華說你的神從地面上的萬民中
[00:11:48.960 --> 00:11:52.720]  揀選了你作為自己寶貴的子民
[00:11:52.720 --> 00:11:56.240]  在這裏其實早在出埃及
[00:11:56.240 --> 00:11:59.120]  早在亞伯拉罕的約
[00:11:59.120 --> 00:12:02.800]  已經說到神這個子民的身份
[00:12:02.800 --> 00:12:06.240]  特別是準備進入這個艱難地
[00:12:06.240 --> 00:12:08.000]  得到這個英雄地的時候
[00:12:08.000 --> 00:12:09.520]  更加再重申一次
[00:12:09.520 --> 00:12:11.120]  他們有這個身份
[00:12:11.120 --> 00:12:13.520]  所以在這個身份下
[00:12:13.520 --> 00:12:14.640]  我不讀第七節
[00:12:14.640 --> 00:12:15.840]  因為第七節說
[00:12:15.840 --> 00:12:18.320]  不是因為他們有什麼強悍
[00:12:18.320 --> 00:12:20.880]  而被神揀選成為神的子民
[00:12:20.880 --> 00:12:23.760]  而全部都是神的恩典
[00:12:23.760 --> 00:12:27.280]  忠賢
[00:12:27.280 --> 00:12:29.600]  連愛人
[00:12:29.600 --> 00:12:34.720]  都是這樣看他們神的子民的身份
[00:12:34.720 --> 00:12:36.000]  我再看一段
[00:12:36.000 --> 00:12:41.120]  我們剛剛在尼西米聖經的講道之前
[00:12:41.120 --> 00:12:44.080]  我們就是看以斯拉
[00:12:44.080 --> 00:12:49.040]  在以斯拉記的一章二到四節
[00:12:49.040 --> 00:12:52.080]  你記得那時居路士
[00:12:52.080 --> 00:12:57.440]  他怎樣去讓第一批的以色列人
[00:12:57.440 --> 00:13:00.800]  猶太人回到耶路撒冷的時候
[00:13:00.800 --> 00:13:02.080]  他怎樣說
[00:13:02.080 --> 00:13:05.200]  他說波斯王居路士這樣說
[00:13:05.200 --> 00:13:07.200]  他是耶和華天上的神
[00:13:07.200 --> 00:13:10.160]  他這樣來稱呼這位天上的神
[00:13:10.160 --> 00:13:11.200]  耶和華
[00:13:11.200 --> 00:13:13.200]  已經將地上萬國賜給我了
[00:13:13.200 --> 00:13:16.160]  有位派我在猶太的耶路撒冷
[00:13:16.160 --> 00:13:19.520]  為他來建造電雨
[00:13:19.520 --> 00:13:20.720]  你們中間
[00:13:20.720 --> 00:13:23.760]  他是對著那些以色列民來講的
[00:13:23.760 --> 00:13:27.520]  凡做他子民的
[00:13:27.520 --> 00:13:30.080]  可以上猶太的耶路撒冷去
[00:13:30.080 --> 00:13:34.240]  重建耶和華以色列神的電
[00:13:34.240 --> 00:13:37.120]  他是在耶路撒冷的神
[00:13:37.120 --> 00:13:40.720]  願神與這些人同在
[00:13:40.720 --> 00:13:42.560]  就算是一個外人
[00:13:42.560 --> 00:13:45.680]  一個波斯王
[00:13:45.680 --> 00:13:49.680]  他也是這樣看這班人的身份
[00:13:49.680 --> 00:13:52.240]  因為他們回去是建造聖殿
[00:13:52.240 --> 00:13:53.680]  也告訴他們
[00:13:53.680 --> 00:13:57.520]  他們所信的對象
[00:13:57.520 --> 00:13:59.040]  就是這位天上的神
[00:13:59.040 --> 00:14:00.320]  這位耶和華
[00:14:00.320 --> 00:14:01.760]  他們這個身份
[00:14:01.760 --> 00:14:03.440]  不言而喻就知道
[00:14:03.440 --> 00:14:05.440]  所以在這個身份下
[00:14:05.440 --> 00:14:10.720]  所賦予給他們的敬畏上帝
[00:14:10.720 --> 00:14:12.400]  就打不掉了
[00:14:12.400 --> 00:14:16.720]  如果你今天有一個官司
[00:14:16.720 --> 00:14:19.600]  信主的信耶和華的人
[00:14:19.600 --> 00:14:21.600]  不用敬畏神
[00:14:21.600 --> 00:14:22.640]  我告訴你
[00:14:22.640 --> 00:14:24.240]  你一定輸定了
[00:14:24.240 --> 00:14:26.800]  這場官司一定輸定了
[00:14:26.800 --> 00:14:29.920]  有信他自己講的話
[00:14:29.920 --> 00:14:35.040]  到外邦人 波斯王這樣來看的時候
[00:14:35.040 --> 00:14:38.880]  都看到這班屬神的人
[00:14:38.880 --> 00:14:40.800]  這個身份
[00:14:40.800 --> 00:14:43.360]  去敬畏上帝
[00:14:43.360 --> 00:14:46.560]  他們是神的子民這個身份
[00:14:46.560 --> 00:14:49.440]  而當我們說敬畏神的意思
[00:14:49.440 --> 00:14:52.320]  是否只有個「驚」字呢?
[00:14:52.320 --> 00:14:54.080]  而在《新命紀》
[00:14:54.080 --> 00:14:55.600]  又是舊約的
[00:14:55.600 --> 00:14:58.160]  十章的十二到十三節
[00:14:58.160 --> 00:15:00.720]  這裡他會說什麼呢?
[00:15:00.720 --> 00:15:02.160]  他說:尼西蓮
[00:15:02.160 --> 00:15:04.000]  現在耶和華在你的神
[00:15:04.000 --> 00:15:05.840]  向你要些什麼?
[00:15:05.840 --> 00:15:07.840]  他說:要你敬畏耶和華
[00:15:07.840 --> 00:15:08.800]  你的神
[00:15:08.800 --> 00:15:10.640]  遵行祂一切的道
[00:15:10.640 --> 00:15:11.280]  愛祂
[00:15:11.280 --> 00:15:13.440]  盡心盡性侍奉
[00:15:13.440 --> 00:15:15.120]  耶和華你的神
[00:15:15.120 --> 00:15:15.840]  接著就說
[00:15:15.840 --> 00:15:18.320]  遵守耶和華的律例和典章
[00:15:18.320 --> 00:15:20.240]  就會有福氣
[00:15:20.240 --> 00:15:21.280]  在第十二節這裡
[00:15:21.280 --> 00:15:22.000]  你會看到
[00:15:22.000 --> 00:15:23.680]  祂是平衡的
[00:15:23.680 --> 00:15:26.240]  當祂說到敬畏耶和華的時候
[00:15:26.240 --> 00:15:28.800]  說的是遵行神的道
[00:15:28.800 --> 00:15:30.320]  說的是愛神
[00:15:30.320 --> 00:15:36.080]  說的是盡力侍奉耶和華
[00:15:36.080 --> 00:15:37.600]  敬畏
[00:15:37.600 --> 00:15:39.360]  遵守神的道
[00:15:39.360 --> 00:15:40.320]  愛神
[00:15:40.320 --> 00:15:41.760]  侍奉神
[00:15:41.760 --> 00:15:45.920]  這些是平衡和同意義的
[00:15:45.920 --> 00:15:49.200]  所以你說什麼叫做敬畏神呢?
[00:15:49.200 --> 00:15:51.680]  我們在下一個利美記
[00:15:51.680 --> 00:15:52.800]  更加高峰裡面
[00:15:52.800 --> 00:15:54.960]  我們更加會看到
[00:15:54.960 --> 00:15:56.800]  整個十九章裡面
[00:15:56.800 --> 00:15:57.920]  包括了最重要
[00:15:57.920 --> 00:16:00.000]  我們經常說的愛人如己
[00:16:00.000 --> 00:16:02.640]  那段經文的出處在十八節之外
[00:16:02.640 --> 00:16:05.280]  你看到我給的第二節
[00:16:05.280 --> 00:16:06.720]  十四節和三十七節
[00:16:06.720 --> 00:16:08.080]  這個頭尾
[00:16:08.080 --> 00:16:10.320]  整段裡面都是說什麼?
[00:16:10.320 --> 00:16:11.600]  我們的敬畏上帝
[00:16:11.600 --> 00:16:13.520]  是因為我們要成性
[00:16:13.520 --> 00:16:16.000]  我們要分別為性
[00:16:16.000 --> 00:16:17.200]  那種不同
[00:16:17.200 --> 00:16:18.720]  那種次神
[00:16:18.720 --> 00:16:20.240]  我們去敬畏神
[00:16:20.240 --> 00:16:23.120]  接著說我們要遵行神的道
[00:16:23.120 --> 00:16:26.480]  所以當我們說我們遵行神的道的時候
[00:16:26.480 --> 00:16:27.840]  很自然
[00:16:27.840 --> 00:16:30.240]  原來是說我們怎樣來到去
[00:16:30.240 --> 00:16:31.360]  我們敬畏神的時候
[00:16:31.360 --> 00:16:32.080]  怎樣來到去
[00:16:32.080 --> 00:16:34.320]  跟從神的道理
[00:16:34.320 --> 00:16:36.640]  來到新約其實都沒有變的
[00:16:36.640 --> 00:16:40.000]  在這個精神和原則下面
[00:16:40.000 --> 00:16:42.960]  新約的有約翰福音十四章二十一節
[00:16:42.960 --> 00:16:43.920]  有了我的命令
[00:16:43.920 --> 00:16:44.640]  有遵守的
[00:16:44.640 --> 00:16:46.400]  這個是耶穌說的
[00:16:46.400 --> 00:16:47.600]  祂說就是愛我的
[00:16:47.600 --> 00:16:48.320]  愛我的
[00:16:48.320 --> 00:16:50.000]  我父就會愛他
[00:16:50.000 --> 00:16:50.960]  我也要愛他
[00:16:50.960 --> 00:16:53.040]  並且要向他顯現
[00:16:53.040 --> 00:16:54.160]  而在臨後
[00:16:54.160 --> 00:16:56.480]  保羅說的七章一節
[00:16:56.480 --> 00:16:57.440]  都是說親愛的
[00:16:57.440 --> 00:16:59.360]  既然有這樣的應許
[00:16:59.360 --> 00:17:00.880]  就當潔淨自己
[00:17:00.880 --> 00:17:01.760]  取身體的靈魂
[00:17:01.760 --> 00:17:02.560]  一切的污穢
[00:17:02.560 --> 00:17:04.560]  藉著敬畏神
[00:17:04.560 --> 00:17:06.560]  得以成性
[00:17:06.560 --> 00:17:08.240]  所以你會見到
[00:17:08.240 --> 00:17:10.000]  這個由舊約
[00:17:10.000 --> 00:17:12.640]  我剛才讀了很多
[00:17:12.640 --> 00:17:14.080]  無論在奈及的觀念
[00:17:14.080 --> 00:17:16.400]  利美記、新命記
[00:17:16.400 --> 00:17:17.440]  甚至在中間
[00:17:17.440 --> 00:17:20.240]  我們今天來看的尼西米記
[00:17:20.240 --> 00:17:22.480]  去到新約
[00:17:22.480 --> 00:17:25.040]  因為我們信的
[00:17:25.040 --> 00:17:26.720]  就是這一位
[00:17:26.720 --> 00:17:29.360]  整個救恩歷史
[00:17:29.360 --> 00:17:31.760]  由我們所認識的崔埃及記
[00:17:31.760 --> 00:17:33.840]  到今天耶穌基督
[00:17:33.840 --> 00:17:35.520]  成就這個救恩
[00:17:35.520 --> 00:17:37.600]  是同一位的上帝
[00:17:37.600 --> 00:17:39.760]  所以祂對我們這個
[00:17:39.760 --> 00:17:42.560]  屬靈群體的要求
[00:17:42.560 --> 00:17:44.240]  是一致的
[00:17:44.240 --> 00:17:46.560]  連耶穌自己也說
[00:17:46.560 --> 00:17:49.600]  祂不是來廢掉
[00:17:49.600 --> 00:17:51.520]  舊約的律法
[00:17:51.520 --> 00:17:53.520]  祂是要承傳
[00:17:53.520 --> 00:17:55.520]  所以祂承傳的是
[00:17:55.520 --> 00:17:57.520]  這些心意
[00:17:57.520 --> 00:17:59.520]  這些要求
[00:17:59.520 --> 00:18:03.520]  或者這些對敬畏上帝
[00:18:03.520 --> 00:18:10.080]  遵行上帝心意的要求
[00:18:10.080 --> 00:18:12.080]  也是祂自己一個
[00:18:12.080 --> 00:18:15.520]  很重要的心意
[00:18:15.520 --> 00:18:18.240]  所以我們來到去講的時候
[00:18:18.240 --> 00:18:19.600]  尼西米
[00:18:19.600 --> 00:18:24.080]  祂自己來要求那些官長的時候
[00:18:24.080 --> 00:18:27.040]  同樣祂也是這樣要求
[00:18:27.040 --> 00:18:30.240]  而這個精神就好像在第十五節
[00:18:30.240 --> 00:18:32.240]  和第十八節裏面
[00:18:32.240 --> 00:18:33.840]  重覆了兩次
[00:18:33.840 --> 00:18:35.280]  祂就說
[00:18:35.280 --> 00:18:37.280]  我不要
[00:18:37.280 --> 00:18:38.400]  第十五節
[00:18:38.400 --> 00:18:42.080]  祂說我不要加重百姓的負擔
[00:18:42.080 --> 00:18:43.840]  和第十八節
[00:18:43.840 --> 00:18:45.280]  祂再講多一次
[00:18:45.280 --> 00:18:47.760]  祂說這些百姓負的奴役
[00:18:47.760 --> 00:18:50.000]  真的很重
[00:18:50.000 --> 00:18:52.480]  所以祂在講的敬畏
[00:18:52.480 --> 00:18:55.360]  是有行動的關懷
[00:18:55.360 --> 00:18:59.520]  有行動的去關心
[00:18:59.520 --> 00:19:03.760]  所以在這個基礎下
[00:19:03.760 --> 00:19:05.760]  尼西米自己
[00:19:05.760 --> 00:19:07.760]  他自己也在第十五節說
[00:19:07.760 --> 00:19:09.280]  他是因為敬畏神
[00:19:09.280 --> 00:19:10.960]  所以他做下面
[00:19:10.960 --> 00:19:12.640]  一路帶給
[00:19:12.640 --> 00:19:16.240]  他作為一個省長
[00:19:16.240 --> 00:19:18.240]  他的百姓
[00:19:18.240 --> 00:19:20.240]  得到的安慰
[00:19:20.240 --> 00:19:23.280]  或者他們見到的曙光
[00:19:23.280 --> 00:19:26.800]  就是終於有一個喘息
[00:19:26.800 --> 00:19:30.000]  一個離開辛苦的機會
[00:19:30.000 --> 00:19:32.640]  所以在尼西米自己來看
[00:19:32.640 --> 00:19:34.400]  他有兩個身份
[00:19:34.400 --> 00:19:38.640]  一個是屬神而屢的身份
[00:19:38.640 --> 00:19:40.640]  這個屬神而屢的身份
[00:19:40.640 --> 00:19:44.400]  帶給他的就是一個敬畏的生命
[00:19:44.400 --> 00:19:46.640]  或者敬畏的生活
[00:19:46.640 --> 00:19:48.640]  敬畏上帝的生活
[00:19:48.640 --> 00:19:50.640]  而他知道在他的生活裏面
[00:19:50.640 --> 00:19:53.600]  要活出神的心意
[00:19:53.600 --> 00:19:56.160]  我們看到剛才無論舊藥新藥
[00:19:56.160 --> 00:19:59.040]  我們都會見到神的心意
[00:19:59.040 --> 00:20:02.160]  已經是寫得很清楚
[00:20:02.160 --> 00:20:04.160]  給我們知道
[00:20:04.160 --> 00:20:05.760]  而我們也知道
[00:20:05.760 --> 00:20:08.880]  這個在無論舊藥新藥
[00:20:08.880 --> 00:20:10.880]  都是一致的
[00:20:10.880 --> 00:20:12.880]  都是連貫的
[00:20:14.880 --> 00:20:19.200]  但是可能波斯王也知道
[00:20:19.200 --> 00:20:21.200]  他給他的時候
[00:20:21.200 --> 00:20:23.200]  他也說你們是神的子民
[00:20:23.200 --> 00:20:26.480]  不過波斯王可能不知道一件事
[00:20:26.480 --> 00:20:29.280]  我不知道你知不知道
