
[00:00:00.000 --> 00:00:03.000]  神祈禱告
[00:01:32.000 --> 00:01:36.000]  你可以在十字架裡面學習到的
[00:01:36.000 --> 00:01:41.000]  第一就是藉著十字架
[00:01:41.000 --> 00:01:44.000]  來經歷新生
[00:01:44.000 --> 00:01:47.000]  因為保羅在羅馬書裡說
[00:01:47.000 --> 00:01:50.000]  我們時時心靈裡面
[00:01:50.000 --> 00:01:54.000]  有兩個律在增節
[00:01:54.000 --> 00:01:58.000]  一個律就是舊我那個老我
[00:01:58.000 --> 00:02:01.000]  那個屬肉體的律
[00:02:01.000 --> 00:02:05.000]  另一個律是屬神的律
[00:02:05.000 --> 00:02:08.000]  有時候我們都想不犯罪
[00:02:08.000 --> 00:02:10.000]  有時候我們都不想得罪神
[00:02:10.000 --> 00:02:12.000]  但不知道為什麼
[00:02:12.000 --> 00:02:15.000]  好像裡面那個老我
[00:02:15.000 --> 00:02:20.000]  那個的肉身就在吸引你誘惑你
[00:02:20.000 --> 00:02:24.000]  以至到你就被罪惡性過
[00:02:24.000 --> 00:02:27.000]  所以連保羅都說
[00:02:27.000 --> 00:02:30.000]  他說我真是苦
[00:02:30.000 --> 00:02:34.000]  誰能夠救我脫離這個取死的身體
[00:02:34.000 --> 00:02:36.000]  但我們感謝神
[00:02:36.000 --> 00:02:38.000]  在加拿大書第二章
[00:02:38.000 --> 00:02:39.000]  保羅就說
[00:02:39.000 --> 00:02:44.000]  我已經與基督同釘十字架
[00:02:44.000 --> 00:02:48.000]  所以現在活著的不再是我了
[00:02:48.000 --> 00:02:52.000]  那是基督在我裡面活著
[00:02:52.000 --> 00:02:54.000]  一個死了的人
[00:02:54.000 --> 00:02:58.000]  他對各樣東西都不會有反應的了
[00:02:58.000 --> 00:03:02.000]  你用一些很美味的食物吸引他
[00:03:02.000 --> 00:03:03.000]  他沒有反應
[00:03:03.000 --> 00:03:07.000]  你帶他去一些很開心的娛樂場所
[00:03:07.000 --> 00:03:09.000]  他沒有反應
[00:03:09.000 --> 00:03:11.000]  因為他已經死了
[00:03:11.000 --> 00:03:14.000]  原來我們很需要將那個救我
[00:03:14.000 --> 00:03:16.000]  完全的釘死
[00:03:16.000 --> 00:03:20.000]  有時候就是死不透
[00:03:20.000 --> 00:03:23.000]  又復活 又復活
[00:03:23.000 --> 00:03:27.000]  就變成我們中了仇敵的詭計
[00:03:27.000 --> 00:03:29.000]  因此各位親愛的大英節目
[00:03:29.000 --> 00:03:31.000]  我很想鼓勵你
[00:03:31.000 --> 00:03:33.000]  你必須要時時
[00:03:33.000 --> 00:03:37.000]  將那個救我釘在十字架上
[00:03:37.000 --> 00:03:38.000]  死了
[00:03:38.000 --> 00:03:40.000]  而且要死透了
[00:03:40.000 --> 00:03:43.000]  現在活著的不再是我
[00:03:43.000 --> 00:03:45.000]  那是基督在我裡面活著
[00:03:45.000 --> 00:03:49.000]  十字架叫我們經歷新生
[00:03:49.000 --> 00:03:53.000]  第二就是憑著十字架
[00:03:53.000 --> 00:03:56.000]  我們可以與人和好
[00:03:56.000 --> 00:03:58.000]  在我們的生命當中
[00:03:58.000 --> 00:04:00.000]  我們總有很多的仇恨
[00:04:00.000 --> 00:04:03.000]  很多的冤仇
[00:04:03.000 --> 00:04:06.000]  特別其實我們和家人之間
[00:04:06.000 --> 00:04:08.000]  是最容易起衝突
[00:04:08.000 --> 00:04:13.000]  結下很多的大家的不解怨
[00:04:13.000 --> 00:04:16.000]  大家彼此的仇恨
[00:04:16.000 --> 00:04:19.000]  甚至大家不理睬大家
[00:04:19.000 --> 00:04:20.000]  為什麼呢
[00:04:20.000 --> 00:04:22.000]  自己是一個家人
[00:04:22.000 --> 00:04:25.000]  為什麼會落到這樣的地步
[00:04:25.000 --> 00:04:27.000]  原來又是仇敵
[00:04:27.000 --> 00:04:29.000]  最喜歡在我們一些
[00:04:29.000 --> 00:04:31.000]  最緊密的關係裡面
[00:04:31.000 --> 00:04:33.000]  他來破壞
[00:04:33.000 --> 00:04:36.000]  因此在《以忽所書》第二章
[00:04:36.000 --> 00:04:38.000]  保羅又是說
[00:04:38.000 --> 00:04:40.000]  我們好像有個牆
[00:04:40.000 --> 00:04:42.000]  隔著了我們
[00:04:42.000 --> 00:04:44.000]  如果我們人與人之間
[00:04:44.000 --> 00:04:46.000]  中間有一面牆
[00:04:46.000 --> 00:04:48.000]  大家就彼此不理睬
[00:04:48.000 --> 00:04:50.000]  你根本就不會理會對方
[00:04:50.000 --> 00:04:52.000]  你只顧著自己
[00:04:52.000 --> 00:04:55.000]  因此那些仇怨
[00:04:55.000 --> 00:04:57.000]  那些結下來的冤仇
[00:04:57.000 --> 00:05:00.000]  就永遠都在那裡
[00:05:00.000 --> 00:05:04.000]  而耶穌基督釘在十字架上
[00:05:04.000 --> 00:05:07.000]  拆毀了冤仇
[00:05:07.000 --> 00:05:11.000]  拆除了中間隔斷的牆
[00:05:11.000 --> 00:05:14.000]  叫我們可以與神和好
[00:05:14.000 --> 00:05:17.000]  因此當我們能夠與神和好的時候
[00:05:17.000 --> 00:05:20.000]  我們又可以與人和好
[00:05:20.000 --> 00:05:22.000]  與自己和好
[00:05:22.000 --> 00:05:24.000]  與你的家人
[00:05:24.000 --> 00:05:25.000]  與別人
[00:05:25.000 --> 00:05:26.000]  與你的同事
[00:05:26.000 --> 00:05:29.000]  與過去得罪過你的人
[00:05:29.000 --> 00:05:31.000]  你想不想和好
[00:05:31.000 --> 00:05:34.000]  有什麼力量鼓勵你與人和好呢
[00:05:34.000 --> 00:05:36.000]  藉著十字架
[00:05:36.000 --> 00:05:38.000]  憑著十字架
[00:05:38.000 --> 00:05:42.000]  因為十字架就是廢掉冤仇
[00:05:42.000 --> 00:05:46.000]  拆毀隔斷的牆的一個方法
[00:05:46.000 --> 00:05:49.000]  讓我們時時來到十字架的面前
[00:05:49.000 --> 00:05:51.000]  求神的愛充滿我們
[00:05:51.000 --> 00:05:54.000]  以致我們求寬恕
[00:05:54.000 --> 00:05:56.000]  以致我們去和好
[00:05:56.000 --> 00:05:59.000]  化解很多的冤仇
[00:05:59.000 --> 00:06:01.000]  第三十字架
[00:06:01.000 --> 00:06:04.000]  就是我們可以仗著十字架
[00:06:04.000 --> 00:06:07.000]  來不斷的跨勝
[00:06:07.000 --> 00:06:11.000]  在《哥羅西書》第二章十五節
[00:06:11.000 --> 00:06:16.000]  就說到我們是可以仗著十字架
[00:06:16.000 --> 00:06:18.000]  來跨勝
[00:06:18.000 --> 00:06:22.000]  因為基督已經擄掠了仇敵
[00:06:22.000 --> 00:06:24.000]  你知不知道耶穌在十字架上
[00:06:24.000 --> 00:06:26.000]  祂被釘死的時候
[00:06:26.000 --> 00:06:31.000]  就打敗了仇敵一切的權勢
[00:06:31.000 --> 00:06:34.000]  撒旦最終是失敗
[00:06:34.000 --> 00:06:36.000]  祂沒有辦法得勝
[00:06:36.000 --> 00:06:38.000]  在十字架上
[00:06:38.000 --> 00:06:40.000]  祂勝過死亡
[00:06:40.000 --> 00:06:42.000]  勝過黑暗的權勢
[00:06:42.000 --> 00:06:44.000]  勝過仇敵
[00:06:44.000 --> 00:06:46.000]  所以我們憑什麼跨勝呢
[00:06:46.000 --> 00:06:50.000]  就是憑著十字架跨勝
[00:06:50.000 --> 00:06:52.000]  各位親愛的弟兄姊妹
[00:06:52.000 --> 00:06:56.000]  今天我們有一個很好的方法途徑
[00:06:56.000 --> 00:07:00.000]  就是我們在十字架上宣告
[00:07:00.000 --> 00:07:02.000]  我們已經得勝
[00:07:02.000 --> 00:07:05.000]  仇敵不可以動搖我們
[00:07:05.000 --> 00:07:07.000]  仇敵不可以攻擊我們
[00:07:07.000 --> 00:07:09.000]  仇敵不可以在我們裡面
[00:07:09.000 --> 00:07:10.000]  有任何的地盤
[00:07:10.000 --> 00:07:12.000]  有任何的勢力
[00:07:12.000 --> 00:07:14.000]  我們可以斥責仇敵
[00:07:14.000 --> 00:07:16.000]  吩咐祂離開我們
[00:07:16.000 --> 00:07:18.000]  我們可以靠著基督
[00:07:18.000 --> 00:07:21.000]  靠著十字架補血的大樓
[00:07:21.000 --> 00:07:23.000]  我們可以跨勝
[00:07:23.000 --> 00:07:25.000]  原來這個得勝
[00:07:25.000 --> 00:07:28.000]  是天天得勝
[00:07:28.000 --> 00:07:30.000]  當我們軟弱的時候
[00:07:30.000 --> 00:07:33.000]  我們迴轉歸向神
[00:07:33.000 --> 00:07:36.000]  當我們受到攻擊的時候
[00:07:36.000 --> 00:07:39.000]  我們穿上全副軍裝
[00:07:39.000 --> 00:07:41.000]  我們宣告在基督裡面
[00:07:41.000 --> 00:07:43.000]  我們可以得勝
[00:07:43.000 --> 00:07:45.000]  因此十字架
[00:07:45.000 --> 00:07:49.000]  實在是很寶貴的功課
[00:07:49.000 --> 00:07:51.000]  我記得小時候
[00:07:51.000 --> 00:07:53.000]  唱一首聖詩
[00:07:53.000 --> 00:07:55.000]  很令我感動的
[00:07:55.000 --> 00:07:58.000]  就是那位失明的聖詩作家
[00:07:58.000 --> 00:08:01.000]  Fanny Cosby
[00:08:01.000 --> 00:08:05.000]  《芬尼羅斯比》他所作的
[00:08:05.000 --> 00:08:09.000]  他說 Keep me near the cross
[00:08:09.000 --> 00:08:12.000]  主要求祢使我依靠十字架
[00:08:12.000 --> 00:08:15.000]  使我靠近十字架
[00:08:15.000 --> 00:08:18.000]  十字架 十字架
[00:08:18.000 --> 00:08:22.000]  十字架永遠是我的榮耀
[00:08:22.000 --> 00:08:24.000]  十字架 十字架
[00:08:24.000 --> 00:08:27.000]  永遠是我的榮耀
[00:08:27.000 --> 00:08:29.000]  當我每次唱這首詩的時候
[00:08:29.000 --> 00:08:32.000]  很被這首詩打動
[00:08:32.000 --> 00:08:34.000]  原來我們基督徒
[00:08:34.000 --> 00:08:36.000]  很需要什麼都不知道
[00:08:36.000 --> 00:08:38.000]  好像保羅說
[00:08:38.000 --> 00:08:40.000]  我只知道一件事
[00:08:40.000 --> 00:08:42.000]  就是我知道耶穌
[00:08:42.000 --> 00:08:44.000]  和祂的十字架
[00:08:44.000 --> 00:08:46.000]  我也很希望在你的生命裡面
[00:08:46.000 --> 00:08:49.000]  你找到一個焦點
[00:08:49.000 --> 00:08:53.000]  只知道耶穌和祂的十字架
[00:08:53.000 --> 00:08:56.000]  因為十字架就是我們的力量
[00:08:56.000 --> 00:08:59.000]  叫我們可以釘死老我
[00:08:59.000 --> 00:09:05.000]  叫我們可以與我們周圍的人和好
[00:09:05.000 --> 00:09:09.000]  十字架又叫我們不斷得食
[00:09:09.000 --> 00:09:11.000]  天父祝福你
