
[00:00:00.000 --> 00:00:03.000]  上個禮拜天在第三堂崇拜的時候
[00:02:38.000 --> 00:02:41.000]  第三場戰爭他們在哪裡打
[00:02:41.000 --> 00:02:43.000]  還是艾城再打一次
[00:02:43.000 --> 00:02:45.000]  神說輸了
[00:02:45.000 --> 00:02:46.000]  再來再打一次
[00:02:46.000 --> 00:02:49.000]  請問第三場贏還輸了
[00:02:49.000 --> 00:02:50.000]  贏了
[00:02:50.000 --> 00:02:53.000]  第四場戰爭在哪裡打
[00:02:53.000 --> 00:02:55.000]  就不是太多人知道了
[00:02:55.000 --> 00:02:59.000]  第四場戰爭在畿變打的
[00:02:59.000 --> 00:03:01.000]  其實也沒打
[00:03:01.000 --> 00:03:02.000]  為什麼呢
[00:03:02.000 --> 00:03:05.000]  因為真要打的時候被畿變人騙了
[00:03:05.000 --> 00:03:08.000]  畿變人化妝要求和
[00:03:08.000 --> 00:03:11.000]  他們以為這是從遠方來的就簽了合約
[00:03:11.000 --> 00:03:13.000]  一簽才發現原來就是畿變人
[00:03:13.000 --> 00:03:15.000]  他們上當了
[00:03:15.000 --> 00:03:17.000]  所以算是輸了
[00:03:17.000 --> 00:03:20.000]  第五場戰爭在哪裡打
[00:03:20.000 --> 00:03:22.000]  還是畿變
[00:03:22.000 --> 00:03:24.000]  因為四王跟五王來打畿變
[00:03:24.000 --> 00:03:27.000]  約書亞因為跟畿變人簽了合約
[00:03:27.000 --> 00:03:29.000]  必須要幫畿變人打仗
[00:03:29.000 --> 00:03:34.000]  所以再一次回到畿變跟四王跟五王征戰
[00:03:34.000 --> 00:03:35.000]  聖經告訴我們
[00:03:35.000 --> 00:03:36.000]  在那個征戰當中
[00:03:36.000 --> 00:03:40.000]  神使日月都停止
[00:03:40.000 --> 00:03:43.000]  約書亞打了個大勝仗
[00:03:43.000 --> 00:03:44.000]  我們看見
[00:03:44.000 --> 00:03:47.000]  在以色列人進入迦南地的時候
[00:03:47.000 --> 00:03:49.000]  不是每一場仗都贏的
[00:03:49.000 --> 00:03:52.000]  有輸有贏
[00:03:52.000 --> 00:03:54.000]  這五年來
[00:03:54.000 --> 00:03:56.000]  我們看見以色列人
[00:03:56.000 --> 00:03:59.000]  好像在生活上就是高高低低
[00:03:59.000 --> 00:04:02.000]  戰爭上輸輸贏贏
[00:04:02.000 --> 00:04:03.000]  但是我們看見
[00:04:03.000 --> 00:04:06.000]  在約書亞13章第一節裡面
[00:04:06.000 --> 00:04:09.000]  神給約書亞什麼評語呢
[00:04:09.000 --> 00:04:11.000]  我們看約書亞13章第一節
[00:04:11.000 --> 00:04:12.000]  神對約書亞說
[00:04:12.000 --> 00:04:15.000]  約書亞你年紀老邁了
[00:04:15.000 --> 00:04:17.000]  還有許多什麼
[00:04:17.000 --> 00:04:19.000]  未得之地
[00:04:19.000 --> 00:04:23.000]  你不覺得這句話是蠻洩氣的一句話嗎
[00:04:23.000 --> 00:04:26.000]  這五年來已經他們盡力的打
[00:04:26.000 --> 00:04:27.000]  打衝鋒陷陣
[00:04:27.000 --> 00:04:28.000]  打到最後
[00:04:28.000 --> 00:04:30.000]  神最後一個評語
[00:04:30.000 --> 00:04:32.000]  你年紀大了
[00:04:32.000 --> 00:04:35.000]  還有很多未得之地
[00:04:35.000 --> 00:04:38.000]  不但是對約書亞很洩氣的話
[00:04:38.000 --> 00:04:39.000]  對整個以色列人來講
[00:04:39.000 --> 00:04:42.000]  也是很洩氣的一句話
[00:04:42.000 --> 00:04:44.000]  雖然是應許之地
[00:04:44.000 --> 00:04:46.000]  也是當得之地
[00:04:46.000 --> 00:04:50.000]  但現在卻是未得之地
[00:04:50.000 --> 00:04:52.000]  你可以想像在以色列人心中那種
[00:04:52.000 --> 00:04:55.000]  灰心跟失望嗎
[00:04:55.000 --> 00:04:57.000]  可能對當時很多以色列人來講
[00:04:57.000 --> 00:04:58.000]  這個未得之地
[00:04:58.000 --> 00:05:01.000]  根本就是不可能得之地
[00:05:01.000 --> 00:05:02.000]  這麼多年都打不下來
[00:05:02.000 --> 00:05:05.000]  是不可能得到的
[00:05:05.000 --> 00:05:07.000]  可就在這個時刻
[00:05:07.000 --> 00:05:11.000]  迦勒卻是有一個勇敢的心
[00:05:11.000 --> 00:05:13.000]  他就在神面前呼求說
[00:05:13.000 --> 00:05:17.000]  主啊將這三地給我
[00:05:17.000 --> 00:05:19.000]  換句話說迦勒是在說
[00:05:19.000 --> 00:05:22.000]  這個三地是神應許之地
[00:05:22.000 --> 00:05:25.000]  也是我們當得之地
[00:05:25.000 --> 00:05:28.000]  雖然現在是未得之地
[00:05:28.000 --> 00:05:29.000]  但靠著神的恩典
[00:05:29.000 --> 00:05:31.000]  這是必得之地
[00:05:31.000 --> 00:05:33.000]  Amen
[00:05:33.000 --> 00:05:34.000]  Hallelujah
[00:05:34.000 --> 00:05:37.000]  所以每一次當我讀這段經文的時候
[00:05:37.000 --> 00:05:39.000]  我就想起多少時候
[00:05:39.000 --> 00:05:41.000]  我們就不是好像當年
[00:05:41.000 --> 00:05:44.000]  以色列人的光景
[00:05:44.000 --> 00:05:46.000]  在我們的生命當中
[00:05:46.000 --> 00:05:48.000]  在我們的服飾當中
[00:05:48.000 --> 00:05:50.000]  我們有多少
[00:05:50.000 --> 00:05:53.000]  神給我們的應許
[00:05:53.000 --> 00:05:55.000]  神透過先知跟牧師
[00:05:55.000 --> 00:05:58.000]  所給我們多少的預言
[00:05:58.000 --> 00:05:59.000]  神藉著祂的話語
[00:05:59.000 --> 00:06:02.000]  給我們多少祂的應許
[00:06:02.000 --> 00:06:04.000]  我看見神在我們生命當中
[00:06:04.000 --> 00:06:07.000]  有多少應許之地
[00:06:07.000 --> 00:06:09.000]  很多這些應許可能已經成就
[00:06:09.000 --> 00:06:12.000]  但也有更多的應許
[00:06:12.000 --> 00:06:14.000]  好像仍然是一個未得之地
[00:06:14.000 --> 00:06:17.000]  擺在我們面前
[00:06:17.000 --> 00:06:18.000]  很多時候當我們面對著
[00:06:18.000 --> 00:06:20.000]  擺在我們面前的未得之地的時候
[00:06:20.000 --> 00:06:22.000]  我們甚至也感覺到
[00:06:22.000 --> 00:06:24.000]  好像這未得之地
[00:06:24.000 --> 00:06:28.000]  是不可能之地了
[00:06:28.000 --> 00:06:30.000]  生活了這麼多年
[00:06:30.000 --> 00:06:32.000]  我們只要想到這些事情
[00:06:32.000 --> 00:06:33.000]  就覺得不可能
[00:06:33.000 --> 00:06:36.000]  不再可能得著
[00:06:36.000 --> 00:06:39.000]  今天我們需要重新回到神的面前
[00:06:39.000 --> 00:06:41.000]  求神賜給我們像迦勒那樣
[00:06:41.000 --> 00:06:43.000]  勇敢的心智
[00:06:43.000 --> 00:06:45.000]  重新回到神的面前
[00:06:45.000 --> 00:06:46.000]  向神說主啊
[00:06:46.000 --> 00:06:50.000]  將這三弟給我
[00:06:50.000 --> 00:06:53.000]  所以今天我們從三方面來看這段經文
[00:06:53.000 --> 00:06:55.000]  首先第一方面我們來看
[00:06:55.000 --> 00:06:59.000]  得著這三弟的攬主是什麼
[00:06:59.000 --> 00:07:04.000]  今天攬主我們去得到神三弟的原因是什麼呢
[00:07:04.000 --> 00:07:07.000]  是因為環境嗎
[00:07:07.000 --> 00:07:09.000]  我相信不是的
[00:07:09.000 --> 00:07:11.000]  因為當迦勒求神
[00:07:11.000 --> 00:07:13.000]  把這三弟給他的時候
[00:07:13.000 --> 00:07:14.000]  迦勒早已經知道
[00:07:14.000 --> 00:07:17.000]  這三弟所居住是雅納族的人
[00:07:17.000 --> 00:07:20.000]  他們有寬大堅固的城
[00:07:20.000 --> 00:07:23.000]  但他還是勇敢前行
[00:07:23.000 --> 00:07:26.000]  我相信今天真正攬主我們得到神
[00:07:26.000 --> 00:07:29.000]  應許三弟的主要原因
[00:07:29.000 --> 00:07:32.000]  永遠不是因為環境
[00:07:32.000 --> 00:07:37.000]  乃是因為我們缺乏像迦勒那樣
[00:07:37.000 --> 00:07:40.000]  勇敢的心智
[00:07:40.000 --> 00:07:44.000]  事實上我發現今天在人生的道路裡面
[00:07:44.000 --> 00:07:46.000]  我們越奔走
[00:07:46.000 --> 00:07:50.000]  我們越容易失去那勇敢的心
[00:07:50.000 --> 00:07:53.000]  所以有人說年輕人就想改變世界
[00:07:53.000 --> 00:07:57.000]  老年人就想改變年輕人
[00:07:57.000 --> 00:07:58.000]  為什麼
[00:07:58.000 --> 00:07:59.000]  因為年紀越大
[00:07:59.000 --> 00:08:01.000]  越失去那種勇敢的心
[00:08:01.000 --> 00:08:02.000]  不想改變
[00:08:02.000 --> 00:08:05.000]  失去那種勇敢的心
[00:08:05.000 --> 00:08:08.000]  為什麼今天我們會失去那勇敢的心呢
[00:08:08.000 --> 00:08:10.000]  四方面
[00:08:10.000 --> 00:08:11.000]  第一個
[00:08:11.000 --> 00:08:14.000]  因為我們灰心
[00:08:14.000 --> 00:08:17.000]  我們有個灰心的靈在我們裡面
[00:08:17.000 --> 00:08:19.000]  你知道人生的際遇
[00:08:19.000 --> 00:08:23.000]  常常叫我們在挫折當中
[00:08:23.000 --> 00:08:25.000]  失去了盼望
[00:08:25.000 --> 00:08:27.000]  就像彼得一樣
[00:08:27.000 --> 00:08:29.000]  你還記得彼得
[00:08:29.000 --> 00:08:32.000]  在主耶穌就從死裡復活之後
[00:08:32.000 --> 00:08:36.000]  向門徒們顯現了兩次之後
[00:08:36.000 --> 00:08:37.000]  你想想看
[00:08:37.000 --> 00:08:40.000]  彼得在主向他顯現兩次之後
[00:08:40.000 --> 00:08:42.000]  應該很興奮才對
[00:08:42.000 --> 00:08:46.000]  應該很快就傳講說主復活了
[00:08:46.000 --> 00:08:48.000]  可彼得卻沒有
[00:08:48.000 --> 00:08:50.000]  彼得幹什麼
[00:08:50.000 --> 00:08:53.000]  彼得帶著其他的門徒
[00:08:53.000 --> 00:08:57.000]  到伽利利海去打魚去了
[00:08:57.000 --> 00:09:00.000]  他已經三年半沒打魚了
[00:09:00.000 --> 00:09:01.000]  為什麼在這個時刻
[00:09:01.000 --> 00:09:06.000]  為什麼現在要從朝就夜去打魚呢
[00:09:06.000 --> 00:09:09.000]  因為灰心了
[00:09:09.000 --> 00:09:11.000]  對神灰心
[00:09:11.000 --> 00:09:14.000]  對自己也灰心
[00:09:14.000 --> 00:09:16.000]  對神灰心
[00:09:16.000 --> 00:09:18.000]  因為跟隨主耶穌
[00:09:18.000 --> 00:09:20.000]  跟隨三年半
[00:09:20.000 --> 00:09:23.000]  好像到頭來是一場空啊
[00:09:23.000 --> 00:09:25.000]  不是嗎
[00:09:25.000 --> 00:09:28.000]  雖然耶穌從死裡復活了
[00:09:28.000 --> 00:09:31.000]  誰知道這會兒又會是怎麼樣
[00:09:31.000 --> 00:09:34.000]  會不會又是一場空呢
[00:09:34.000 --> 00:09:37.000]  對神灰心了
[00:09:37.000 --> 00:09:39.000]  對自己也灰心
[00:09:39.000 --> 00:09:41.000]  他本來以為自己很剛強
[00:09:41.000 --> 00:09:44.000]  主說你們要跌倒的時候
[00:09:44.000 --> 00:09:46.000]  他還說眾人都要跌倒
[00:09:46.000 --> 00:09:48.000]  我永不跌倒
[00:09:48.000 --> 00:09:50.000]  他自以為很剛強
[00:09:50.000 --> 00:09:53.000]  沒想到在譏教之前
[00:09:53.000 --> 00:09:56.000]  三次在僕人跟卑女的面前
[00:09:56.000 --> 00:09:59.000]  三次不認主
[00:09:59.000 --> 00:10:01.000]  灰心啊
[00:10:01.000 --> 00:10:05.000]  這個灰心常常使我們在神面前
[00:10:05.000 --> 00:10:09.000]  就失去了一個勇敢的心
[00:10:09.000 --> 00:10:12.000]  第二個原因為什麼失去勇敢
[00:10:12.000 --> 00:10:14.000]  疲倦了
[00:10:14.000 --> 00:10:17.000]  很多時候在我們裡面有一種疲倦的靈
[00:10:17.000 --> 00:10:20.000]  有時候在人生的道路上
[00:10:20.000 --> 00:10:22.000]  其實也不是灰心
[00:10:22.000 --> 00:10:24.000]  也不是失望
[00:10:24.000 --> 00:10:26.000]  而是累了
[00:10:26.000 --> 00:10:28.000]  你有這種感覺嗎
[00:10:28.000 --> 00:10:30.000]  一次又一次的征戰
[00:10:30.000 --> 00:10:33.000]  一次又一次的付出
[00:10:33.000 --> 00:10:36.000]  你感覺身心靈疲倦了
[00:10:36.000 --> 00:10:39.000]  不想再往前奔跑
[00:10:39.000 --> 00:10:41.000]  就像以利亞
[00:10:41.000 --> 00:10:43.000]  你看見以利亞
[00:10:43.000 --> 00:10:46.000]  他在別氏巴的曠野
[00:10:46.000 --> 00:10:50.000]  躲在一個羅藤樹下求死
[00:10:50.000 --> 00:10:51.000]  其實你知道
[00:10:51.000 --> 00:10:55.000]  在那個時候以利亞是剛打完一場大勝仗
[00:10:55.000 --> 00:10:58.000]  他剛剛殺死了四百個拜巴黎的先知
[00:10:58.000 --> 00:11:01.000]  剛剛大大得勝
[00:11:01.000 --> 00:11:05.000]  可是後來當耶錫別王後聽見這件事情
[00:11:05.000 --> 00:11:07.000]  他就要派人追殺他的時候
[00:11:07.000 --> 00:11:11.000]  他就為自己的性命逃命到別氏巴
[00:11:11.000 --> 00:11:14.000]  對以利亞來講他不是灰心
[00:11:14.000 --> 00:11:16.000]  他剛打了一個大勝仗
[00:11:16.000 --> 00:11:18.000]  他也不是失望
[00:11:18.000 --> 00:11:20.000]  他是累了
[00:11:20.000 --> 00:11:21.000]  神啊
[00:11:21.000 --> 00:11:24.000]  我知道你的國度必要降臨
[00:11:24.000 --> 00:11:27.000]  我也知道你的旨意必要成全
[00:11:27.000 --> 00:11:28.000]  你是全能的神
[00:11:28.000 --> 00:11:30.000]  在你沒有難成的事情
[00:11:30.000 --> 00:11:31.000]  但是主啊
[00:11:31.000 --> 00:11:33.000]  我累了
[00:11:33.000 --> 00:11:35.000]  我不行了
[00:11:35.000 --> 00:11:38.000]  你另請高明吧
[00:11:38.000 --> 00:11:41.000]  疲倦了
[00:11:41.000 --> 00:11:43.000]  到時候我們不就是這樣嗎
[00:11:43.000 --> 00:11:47.000]  在生活當中一次一次的高山低谷
[00:11:47.000 --> 00:11:51.000]  一次又一次的疏疏盈盈
[00:11:51.000 --> 00:11:54.000]  我們感覺累了
[00:11:54.000 --> 00:11:55.000]  我們不是沒有信心
[00:11:55.000 --> 00:11:58.000]  我們知道神能夠成就萬事
[00:11:58.000 --> 00:12:00.000]  但是主啊
[00:12:00.000 --> 00:12:01.000]  我不行了
[00:12:01.000 --> 00:12:04.000]  不想再跑了
[00:12:04.000 --> 00:12:06.000]  疲倦
[00:12:06.000 --> 00:12:10.000]  讓我們心失去那勇敢
[00:12:10.000 --> 00:12:12.000]  第三個原因讓我們失去勇敢
[00:12:12.000 --> 00:12:15.000]  缺乏
[00:12:15.000 --> 00:12:18.000]  多少時候是缺乏
[00:12:18.000 --> 00:12:21.000]  讓我們不敢向前
[00:12:21.000 --> 00:12:23.000]  不是我們不想
[00:12:23.000 --> 00:12:24.000]  也不是我們不願意
[00:12:24.000 --> 00:12:26.000]  我們很願意
[00:12:26.000 --> 00:12:30.000]  但問題是我們沒有資源
[00:12:30.000 --> 00:12:33.000]  每次我們想做一些什麼事情
[00:12:33.000 --> 00:12:36.000]  看到你的環境沒有錢
[00:12:36.000 --> 00:12:38.000]  沒有人
[00:12:38.000 --> 00:12:41.000]  沒有時間
[00:12:41.000 --> 00:12:44.000]  沒有資源擺在你的面前
[00:12:44.000 --> 00:12:46.000]  不是不想
[00:12:46.000 --> 00:12:48.000]  當你面對缺乏的環境
[00:12:48.000 --> 00:12:50.000]  缺乏
[00:12:50.000 --> 00:12:54.000]  就使你心中膽怯
[00:12:54.000 --> 00:12:58.000]  就失去那勇敢的心
[00:12:58.000 --> 00:13:00.000]  最後第四個原因
[00:13:00.000 --> 00:13:01.000]  害怕的靈
[00:13:01.000 --> 00:13:03.000]  恐懼
[00:13:03.000 --> 00:13:05.000]  害怕什麼
[00:13:05.000 --> 00:13:07.000]  害怕再失敗
[00:13:07.000 --> 00:13:09.000]  就像彼得一樣
[00:13:09.000 --> 00:13:11.000]  當主在他的船上講完道之後
[00:13:11.000 --> 00:13:14.000]  你還記得主就吩咐彼得說
[00:13:14.000 --> 00:13:16.000]  要把船開到水深之處
[00:13:16.000 --> 00:13:18.000]  在那裡打魚
[00:13:18.000 --> 00:13:20.000]  其實難道彼得不知道
[00:13:20.000 --> 00:13:23.000]  打魚要往水深之處嗎
[00:13:23.000 --> 00:13:24.000]  他當然知道
[00:13:24.000 --> 00:13:26.000]  他一輩子是漁夫
[00:13:26.000 --> 00:13:28.000]  他當然知道
[00:13:28.000 --> 00:13:29.000]  事實上
[00:13:29.000 --> 00:13:32.000]  他前一天晚上已經去過了
[00:13:32.000 --> 00:13:33.000]  但聖經說
[00:13:33.000 --> 00:13:37.000]  他整晚什麼都沒打到
[00:13:37.000 --> 00:13:38.000]  換句話說
[00:13:38.000 --> 00:13:39.000]  主啊
[00:13:39.000 --> 00:13:41.000]  你以為我不知道嗎
[00:13:41.000 --> 00:13:42.000]  你以為我不知道
[00:13:42.000 --> 00:13:44.000]  到水深之處打魚嗎
[00:13:44.000 --> 00:13:46.000]  我早就知道
[00:13:46.000 --> 00:13:48.000]  而且我早就嘗試過了
[00:13:48.000 --> 00:13:51.000]  什麼都沒有
[00:13:51.000 --> 00:13:52.000]  就像英文說
[00:13:52.000 --> 00:13:55.000]  Been there, done there, nothing, zip
[00:13:55.000 --> 00:13:57.000]  什麼都沒有
[00:13:57.000 --> 00:13:59.000]  你以為我沒嘗試過嗎
[00:13:59.000 --> 00:14:02.000]  我什麼都試過了啦
[00:14:02.000 --> 00:14:04.000]  沒有用
[00:14:04.000 --> 00:14:08.000]  算了
[00:14:08.000 --> 00:14:10.000]  多少時候在我們人生當中
[00:14:10.000 --> 00:14:11.000]  人生的挫折
[00:14:11.000 --> 00:14:15.000]  一次一次的臨到我們
[00:14:15.000 --> 00:14:19.000]  叫我們失去那勇敢的心
[00:14:19.000 --> 00:14:22.000]  不再敢相信
[00:14:22.000 --> 00:14:25.000]  不再敢嘗試
[00:14:25.000 --> 00:14:29.000]  因為害怕再次失敗
[00:14:29.000 --> 00:14:31.000]  到時候我們真的就落入
[00:14:31.000 --> 00:14:34.000]  仇敵的欺騙跟控告之中
[00:14:34.000 --> 00:14:36.000]  你知道嗎
[00:14:36.000 --> 00:14:38.000]  叫我們灰心疲倦
[00:14:38.000 --> 00:14:42.000]  害怕感覺缺乏
[00:14:42.000 --> 00:14:46.000]  以至於我們無法抓住神所擺在我們面前的機會
[00:14:46.000 --> 00:14:48.000]  來勇敢向前
[00:14:48.000 --> 00:14:54.000]  以至於我們也無法經歷到神所應許我們的得勝
[00:14:54.000 --> 00:14:58.000]  今天我真的要向你發出挑戰
[00:14:58.000 --> 00:15:00.000]  今天你要容許
[00:15:00.000 --> 00:15:02.000]  你過去的經驗
[00:15:02.000 --> 00:15:03.000]  傷害
[00:15:03.000 --> 00:15:04.000]  挫折
[00:15:04.000 --> 00:15:05.000]  失敗
[00:15:05.000 --> 00:15:10.000]  再捆綁你到什麼時候呢
[00:15:10.000 --> 00:15:12.000]  我再說你今天要容許
[00:15:12.000 --> 00:15:15.000]  你過去生命當中的經驗
[00:15:15.000 --> 00:15:16.000]  傷害
[00:15:16.000 --> 00:15:17.000]  挫折
[00:15:17.000 --> 00:15:18.000]  失敗
[00:15:18.000 --> 00:15:22.000]  再捆綁你到什麼時候
[00:15:22.000 --> 00:15:26.000]  今天我們需要求神再次賜給我們像家樂一樣
[00:15:26.000 --> 00:15:27.000]  勇敢的心
[00:15:27.000 --> 00:15:30.000]  大大向神張口來說主啊
[00:15:30.000 --> 00:15:34.000]  將這三弟給我
[00:15:34.000 --> 00:15:37.000]  Amen
[00:15:37.000 --> 00:15:39.000]  第二方面我們看到
[00:15:39.000 --> 00:15:43.000]  那到底什麼是神所給我們的三弟呢
[00:15:43.000 --> 00:15:46.000]  什麼是神給我們的三弟
[00:15:46.000 --> 00:15:47.000]  對當時的家樂來講
[00:15:47.000 --> 00:15:52.000]  這個三弟是指的西伯倫三弟
[00:15:52.000 --> 00:15:54.000]  當年他做探子的時候
[00:15:54.000 --> 00:15:56.000]  第一個看到的地方
[00:15:56.000 --> 00:15:57.000]  他看到那地方
[00:15:57.000 --> 00:16:01.000]  真是神所應許牛來羽覓之地
[00:16:01.000 --> 00:16:03.000]  他憑信心的眼睛
[00:16:03.000 --> 00:16:05.000]  他在那個時候
[00:16:05.000 --> 00:16:10.000]  就看見這是他必得之地
[00:16:10.000 --> 00:16:12.000]  雖然經過了45年
[00:16:12.000 --> 00:16:16.000]  你知道中間的經過了45年嗎
[00:16:16.000 --> 00:16:19.000]  45年不是很短的時間
[00:16:19.000 --> 00:16:23.000]  人生有多少個45年
[00:16:23.000 --> 00:16:26.000]  雖然經過了45年
[00:16:26.000 --> 00:16:32.000]  他心中的心智從來沒有改變過
[00:16:32.000 --> 00:16:35.000]  所以說他85歲
[00:16:35.000 --> 00:16:37.000]  他還是向神說主啊
[00:16:37.000 --> 00:16:42.000]  將這三弟就是我當年看見的
[00:16:42.000 --> 00:16:44.000]  那個西伯倫三弟
[00:16:44.000 --> 00:16:47.000]  就是我當年憑信心的眼睛
[00:16:47.000 --> 00:16:50.000]  所看見的那個必得之地
[00:16:50.000 --> 00:16:54.000]  主啊將這三弟給我
[00:16:54.000 --> 00:16:57.000]  對你來講
[00:16:57.000 --> 00:16:59.000]  什麼是你的三弟呢
[00:16:59.000 --> 00:17:02.000]  很可能是你的家庭
[00:17:02.000 --> 00:17:05.000]  你心靈的困境
[00:17:05.000 --> 00:17:06.000]  是你的工作
[00:17:06.000 --> 00:17:08.000]  你的事業
[00:17:08.000 --> 00:17:11.000]  是你的服飾
[00:17:11.000 --> 00:17:12.000]  很多時候在你心中
[00:17:12.000 --> 00:17:14.000]  你知道神所應許你的
[00:17:14.000 --> 00:17:17.000]  不是你現在的光景
[00:17:17.000 --> 00:17:21.000]  多少時候你面對這些未得之地
[00:17:21.000 --> 00:17:23.000]  面對仇敵各樣的攻擊
[00:17:23.000 --> 00:17:25.000]  甚至你心靈的困境
[00:17:25.000 --> 00:17:28.000]  你自己都走不出來
[00:17:28.000 --> 00:17:32.000]  你以為那是不可能之地
[00:17:32.000 --> 00:17:34.000]  你也要像迦勒一樣
[00:17:34.000 --> 00:17:36.000]  對神說主啊
[00:17:36.000 --> 00:17:39.000]  將這三弟我的三弟
[00:17:39.000 --> 00:17:43.000]  我憑著信心眼睛所看見的三弟
[00:17:43.000 --> 00:17:47.000]  將這三弟給我
[00:17:47.000 --> 00:17:48.000]  那對我們整個
[00:17:48.000 --> 00:17:51.000]  北美伶良大家庭而言呢
[00:17:51.000 --> 00:17:54.000]  我們看對整個北美伶良大家庭來
[00:17:54.000 --> 00:17:57.000]  什麼是神所給我們應許的三弟呢
[00:17:57.000 --> 00:17:59.000]  我深深相信整個北美
[00:17:59.000 --> 00:18:03.000]  就是神所給我們應許之地
[00:18:03.000 --> 00:18:05.000]  雖然我們在北美的華人
[00:18:05.000 --> 00:18:08.000]  來自各種不同的地方
[00:18:08.000 --> 00:18:11.000]  但神今天卻把我們放在北美
[00:18:11.000 --> 00:18:12.000]  我告訴你只要神
[00:18:12.000 --> 00:18:15.000]  把我們放在這個土地一天
[00:18:15.000 --> 00:18:19.000]  這就是神所給我們應許之地
[00:18:19.000 --> 00:18:23.000]  我們不但是要站在這個土地上
[00:18:23.000 --> 00:18:25.000]  為這個土地來禱告
[00:18:25.000 --> 00:18:27.000]  我們更是要站在這個土地上
[00:18:27.000 --> 00:18:30.000]  來宣告說凡我們腳掌所踏之地
[00:18:30.000 --> 00:18:33.000]  主啊你都要賞賜給我們
[00:18:33.000 --> 00:18:35.000]  Hallelujah
[00:18:35.000 --> 00:18:36.000]  我還記得十七年前
[00:18:36.000 --> 00:18:39.000]  當我們開始生命和伶良堂的時候
[00:18:39.000 --> 00:18:41.000]  那個時候華人教會
[00:18:41.000 --> 00:18:42.000]  在北美的華人教會
[00:18:42.000 --> 00:18:45.000]  對伶良堂的認識並不多
