
[00:00:00.000 --> 00:00:03.400]  好感謝神能夠在今天這個算是一個特別的日子
[00:03:09.800 --> 00:03:12.800]  這個就是今天
[00:03:12.800 --> 00:03:15.800]  我要和大家分享的主要的訊息
[00:03:15.800 --> 00:03:19.600]  我們先看今天的經文
[00:03:19.600 --> 00:03:22.600]  齊摩泰後書二章一節
[00:03:22.600 --> 00:03:31.600]  「我兒,你要在基督耶穌的恩典上剛強起來」
[00:03:31.600 --> 00:03:37.600]  這個是保羅去稱齊摩泰做兒子
[00:03:37.600 --> 00:03:38.600]  做「我兒」
[00:03:38.600 --> 00:03:42.600]  這個是指積福靈上的兒子
[00:03:42.600 --> 00:03:47.000]  這支經文如果應用在我們身上
[00:03:47.000 --> 00:03:48.600]  對我們來說就是說
[00:03:48.600 --> 00:03:50.600]  各位弟兄姊妹
[00:03:50.600 --> 00:03:53.600]  我們要在耶穌基督的恩典裡面
[00:03:53.600 --> 00:03:58.600]  才能夠被鍛鍊得剛強有力
[00:03:58.600 --> 00:04:04.400]  是什麼「剛強」呢?
[00:04:04.400 --> 00:04:09.600]  不是言語上的「剛強」
[00:04:09.600 --> 00:04:13.200]  不是脾氣上的「剛強」
[00:04:13.200 --> 00:04:15.600]  言語和脾氣上的「剛強」
[00:04:15.600 --> 00:04:17.800]  會摧毀你的人心
[00:04:17.800 --> 00:04:19.800]  摧毀你和別人的人際關係
[00:04:19.800 --> 00:04:22.600]  摧毀甚至你的婚姻家庭
[00:04:22.600 --> 00:04:27.600]  言語和脾氣的「剛強」不是好東西
[00:04:27.600 --> 00:04:29.600]  這裡要我們
[00:04:29.600 --> 00:04:33.600]  要「剛強」是信心的「剛強」
[00:04:33.600 --> 00:04:37.600]  我們要信心「剛強」
[00:04:37.600 --> 00:04:40.600]  就是我們要去操練
[00:04:40.600 --> 00:04:43.600]  如果我們想操練身體健身一點
[00:04:43.600 --> 00:04:44.600]  我們去哪裡?
[00:04:44.600 --> 00:04:48.600]  我們去健身室,去健身室操練
[00:04:48.600 --> 00:04:51.600]  如果我們想信心操練健身一點
[00:04:51.600 --> 00:04:52.600]  我們去哪裡操練?
[00:04:52.600 --> 00:04:56.600]  屬靈或者信心的健身室在哪裡?
[00:04:56.600 --> 00:05:02.600]  在耶穌基督的恩典裡面
[00:05:02.600 --> 00:05:10.600]  在耶穌基督的恩典裡面是什麼意思呢?
[00:05:10.600 --> 00:05:15.600]  意思就是我們有了耶穌的救恩之後
[00:05:15.600 --> 00:05:21.600]  還需要全心依靠耶穌,跟從耶穌
[00:05:21.600 --> 00:05:24.600]  還要按著祂的教訓來生活
[00:05:24.600 --> 00:05:26.600]  這個常常都說的
[00:05:26.600 --> 00:05:29.600]  這樣我們才有信心
[00:05:29.600 --> 00:05:34.600]  我們的信心才可以越來越堅強
[00:05:34.600 --> 00:05:38.600]  常常聽的
[00:05:38.600 --> 00:05:40.600]  相信大家都不明白
[00:05:40.600 --> 00:05:43.600]  當然其實不容易明白
[00:05:43.600 --> 00:05:46.600]  不容易明白的意思就是需要常常提醒
[00:05:46.600 --> 00:05:51.600]  所以保羅就寫了這一段聖經
[00:05:51.600 --> 00:05:53.600]  第一句其實已經全部代表了
[00:05:53.600 --> 00:05:56.600]  不過整段後面的聖經就說這一節
[00:05:56.600 --> 00:06:00.600]  對一般的信徒來說
[00:06:00.600 --> 00:06:02.600]  的確是需要再提醒
[00:06:02.600 --> 00:06:06.600]  所以我們要看今天的經文的內容
[00:06:07.600 --> 00:06:08.600]  在這一章裡面
[00:06:08.600 --> 00:06:13.600]  我把它分成三組來說
[00:06:13.600 --> 00:06:16.600]  每一組代表一個
[00:06:16.600 --> 00:06:21.600]  總共有三個信心操練的重點
[00:06:21.600 --> 00:06:25.600]  第一個重點就是
[00:06:25.600 --> 00:06:30.600]  要有足夠的心理或者思想準備
[00:06:30.600 --> 00:06:36.600]  第一個重點是要有足夠的思想準備
[00:06:36.600 --> 00:06:39.600]  做什麼我們都需要有思想準備
[00:06:39.600 --> 00:06:44.600]  接著的第二節到第七節裡面
[00:06:44.600 --> 00:06:48.600]  每一節都說了一項準備
[00:06:48.600 --> 00:06:51.600]  總共有六項的思想準備
[00:06:51.600 --> 00:06:53.600]  你覺得很煩
[00:06:53.600 --> 00:06:54.600]  有三個重點
[00:06:54.600 --> 00:06:57.600]  第一個重點裡面有六項思想準備
[00:06:57.600 --> 00:06:59.600]  不用怕
[00:06:59.600 --> 00:07:00.600]  你不需要背
[00:07:00.600 --> 00:07:02.600]  聽得多少就多少
[00:07:02.600 --> 00:07:04.600]  你寫下來就更加好了
[00:07:05.600 --> 00:07:06.600]  第一
[00:07:06.600 --> 00:07:09.600]  就是第二節
[00:07:09.600 --> 00:07:14.600]  你在許多見證人面前聽見我所教訓的
[00:07:14.600 --> 00:07:18.600]  也要交託那終生能教導別人的人
[00:07:18.600 --> 00:07:21.600]  這一節基本上就是說
[00:07:21.600 --> 00:07:25.600]  我們要懂得交棒
[00:07:25.600 --> 00:07:27.600]  要找人接棒
[00:07:27.600 --> 00:07:31.600]  交棒或者找人接棒
[00:07:31.600 --> 00:07:32.600]  其實需要找人
[00:07:32.600 --> 00:07:34.600]  找人接棒
[00:07:34.600 --> 00:07:35.600]  要找人
[00:07:35.600 --> 00:07:36.600]  還有要訓練
[00:07:36.600 --> 00:07:38.600]  最好的例子
[00:07:38.600 --> 00:07:40.600]  說到交棒是什麼
[00:07:40.600 --> 00:07:44.600]  就是四人接力賽跑
[00:07:44.600 --> 00:07:47.600]  一般人
[00:07:47.600 --> 00:07:48.600]  包括我自己
[00:07:48.600 --> 00:07:52.600]  都只是以為最重要的一刻
[00:07:52.600 --> 00:07:53.600]  是什麼
[00:07:53.600 --> 00:07:54.600]  是哪一刻
[00:07:54.600 --> 00:07:58.600]  是交棒和接棒那一刻
[00:07:58.600 --> 00:08:00.600]  一掉棒又怎樣
[00:08:00.600 --> 00:08:03.600]  輸定的
[00:08:05.600 --> 00:08:06.600]  這個當然是對的
[00:08:06.600 --> 00:08:08.600]  這樣的想法是對的
[00:08:08.600 --> 00:08:10.600]  最重要是交棒接棒
[00:08:10.600 --> 00:08:14.600]  但是其實原來還有兩個時刻
[00:08:14.600 --> 00:08:16.600]  是很重要的
[00:08:16.600 --> 00:08:19.600]  就是
[00:08:19.600 --> 00:08:21.600]  需要揀人
[00:08:21.600 --> 00:08:24.600]  還有要訓練
[00:08:24.600 --> 00:08:26.600]  在這一方面
[00:08:26.600 --> 00:08:28.600]  其實我就很有經驗
[00:08:28.600 --> 00:08:30.600]  四人接力
[00:08:30.600 --> 00:08:31.600]  不是說
[00:08:31.600 --> 00:08:34.600]  四人接力裏面要揀人和訓練
[00:08:34.600 --> 00:08:37.600]  因為我曾經做過三次
[00:08:37.600 --> 00:08:40.600]  四人接力賽的教練兼領隊
[00:08:40.600 --> 00:08:44.600]  不負眾望
[00:08:44.600 --> 00:08:46.600]  三次都拿冠軍
[00:08:46.600 --> 00:08:48.600]  所以
[00:08:48.600 --> 00:08:50.600]  你們現在聽我說
[00:08:50.600 --> 00:08:53.600]  秘訣在哪裏呢
[00:08:53.600 --> 00:08:54.600]  秘訣就是
[00:08:54.600 --> 00:08:56.600]  揀人
[00:08:56.600 --> 00:08:59.600]  要揀合適的人
[00:09:00.600 --> 00:09:01.600]  不是
[00:09:01.600 --> 00:09:03.600]  任何人
[00:09:03.600 --> 00:09:04.600]  大家要了解任何人
[00:09:04.600 --> 00:09:07.600]  不是任何人可以
[00:09:07.600 --> 00:09:10.600]  自薦就讓他跑
[00:09:10.600 --> 00:09:13.600]  而是要揀人
[00:09:13.600 --> 00:09:15.600]  揀了人之後
[00:09:15.600 --> 00:09:16.600]  還要加上訓練
[00:09:16.600 --> 00:09:18.600]  這樣才會有好的成績
[00:09:18.600 --> 00:09:21.600]  這個秘訣是
[00:09:21.600 --> 00:09:22.600]  比下去
[00:09:22.600 --> 00:09:24.600]  教會做教導的工作
[00:09:24.600 --> 00:09:26.600]  也都需要是
[00:09:26.600 --> 00:09:27.600]  揀人
[00:09:27.600 --> 00:09:29.600]  然後訓練
[00:09:29.600 --> 00:09:30.600]  揀甚麼人呢
[00:09:30.600 --> 00:09:33.600]  是要揀那些心智成熟
[00:09:33.600 --> 00:09:35.600]  和有教導恩賜的人
[00:09:35.600 --> 00:09:38.600]  我這樣說不是歧視
[00:09:38.600 --> 00:09:40.600]  也都不是想嚇走大家
[00:09:40.600 --> 00:09:42.600]  而是鼓勵大家
[00:09:42.600 --> 00:09:44.600]  要有心理準備
[00:09:44.600 --> 00:09:49.600]  再問回頭
[00:09:49.600 --> 00:09:52.600]  為甚麼
[00:09:52.600 --> 00:09:54.600]  第一個思想準備
[00:09:54.600 --> 00:09:56.600]  是要準備交棒呢
[00:10:00.600 --> 00:10:02.600]  答案很簡單
[00:10:02.600 --> 00:10:04.600]  或者你們有些人都有經驗
[00:10:04.600 --> 00:10:08.600]  當你準備要學完之後
[00:10:08.600 --> 00:10:10.600]  要去教人的時候
[00:10:10.600 --> 00:10:12.600]  你會留心很多
[00:10:12.600 --> 00:10:14.600]  你會專心很多
[00:10:14.600 --> 00:10:16.600]  認真很多
[00:10:16.600 --> 00:10:21.600]  我們的信仰人生
[00:10:21.600 --> 00:10:23.600]  其實都是一樣的道理
[00:10:23.600 --> 00:10:26.600]  如果我們是準備
[00:10:26.600 --> 00:10:28.600]  要將我們的信仰
[00:10:28.600 --> 00:10:30.600]  傳給下一代
[00:10:30.600 --> 00:10:33.600]  或者傳給其他人的時候
[00:10:33.600 --> 00:10:36.600]  我們也都會信得認真很多
[00:10:36.600 --> 00:10:39.600]  學得認真很多
[00:10:39.600 --> 00:10:41.600]  特別是生活見證方面
[00:10:41.600 --> 00:10:43.600]  也都會認真很多
[00:10:43.600 --> 00:10:47.600]  這個是不變的定律
[00:10:47.600 --> 00:10:49.600]  大家需要深思
[00:10:49.600 --> 00:10:53.600]  第三節
[00:10:56.600 --> 00:10:58.600]  你要和我同受苦難
[00:10:58.600 --> 00:11:01.600]  好像基督耶穌的精兵
[00:11:01.600 --> 00:11:04.600]  簡單來說
[00:11:04.600 --> 00:11:07.600]  這句經文是要我們準備甚麼呢
[00:11:07.600 --> 00:11:10.600]  要準備要捱苦
[00:11:10.600 --> 00:11:12.600]  要捱得苦
[00:11:12.600 --> 00:11:15.600]  這個苦不是實際工作上的苦
[00:11:15.600 --> 00:11:16.600]  那個勞苦
[00:11:16.600 --> 00:11:18.600]  而是在這個工作裏面
[00:11:18.600 --> 00:11:20.600]  你所面對的人
[00:11:20.600 --> 00:11:22.600]  所帶來的壓力和痛苦
[00:11:22.600 --> 00:11:25.600]  我相信做個人的工作
[00:11:25.600 --> 00:11:28.600]  你需要處理人的問題
[00:11:28.600 --> 00:11:30.600]  你就知道
[00:11:30.600 --> 00:11:32.600]  也都有時真是可以理解
[00:11:32.600 --> 00:11:34.600]  為甚麼有弟兄姊妹
[00:11:34.600 --> 00:11:35.600]  做到這麼上下
[00:11:35.600 --> 00:11:37.600]  是需要放下離開
[00:11:37.600 --> 00:11:41.600]  因為不能夠接受到人的問題
[00:11:41.600 --> 00:11:43.600]  和人所帶來的壓力
[00:11:43.600 --> 00:11:46.600]  盼望弟兄姊妹
[00:11:46.600 --> 00:11:48.600]  懂得去欣賞那些
[00:11:48.600 --> 00:11:53.600]  做聯絡或者做領導
[00:11:53.600 --> 00:11:55.600]  事工的弟兄姊妹
[00:11:55.600 --> 00:12:00.600]  我們一個人給一點壓力
[00:12:00.600 --> 00:12:02.600]  或者臉色他們看
[00:12:02.600 --> 00:12:05.600]  他要面對可能十個八個
[00:12:05.600 --> 00:12:07.600]  或者二十個人的時候
[00:12:07.600 --> 00:12:09.600]  你想想他怎樣承受得起
[00:12:09.600 --> 00:12:11.600]  那些壓力
[00:12:11.600 --> 00:12:19.600]  任何思風
[00:12:19.600 --> 00:12:21.600]  總有人的問題
[00:12:22.600 --> 00:12:24.600]  總有人所帶來的壓力
[00:12:24.600 --> 00:12:27.600]  所以我們要有這個思想準備
[00:12:27.600 --> 00:12:30.600]  第四節
[00:12:30.600 --> 00:12:32.600]  凡在軍中當兵的
[00:12:32.600 --> 00:12:34.600]  不將世務纏身
[00:12:34.600 --> 00:12:36.600]  好叫那朝他當兵的人喜悅
[00:12:36.600 --> 00:12:39.600]  這一節是叫我們的思想準備
[00:12:39.600 --> 00:12:41.600]  就是我們要準備好
[00:12:41.600 --> 00:12:45.600]  放下我們的族務、世務
[00:12:45.600 --> 00:12:48.600]  讓我們能夠較為專心
[00:12:48.600 --> 00:12:52.600]  和可以多些時間來服侍主、跟隨主
[00:12:52.600 --> 00:12:56.600]  有很多弟兄姊妹
[00:12:56.600 --> 00:12:59.600]  有才能、有恩慈
[00:12:59.600 --> 00:13:02.600]  但很可惜他們也有很多的世務
[00:13:02.600 --> 00:13:04.600]  族務是需要處理
[00:13:04.600 --> 00:13:07.600]  很忙、沒空
[00:13:07.600 --> 00:13:09.600]  抽不到時間來去侍奉
[00:13:09.600 --> 00:13:12.600]  甚至抽不到時間去靈修
[00:13:12.600 --> 00:13:16.600]  這個是直接影響他們的靈明
[00:13:16.600 --> 00:13:18.600]  影響他們的信心
[00:13:18.600 --> 00:13:21.600]  這個其實是很可惜的
[00:13:21.600 --> 00:13:24.600]  所以大家在這方面要留意
[00:13:24.600 --> 00:13:28.600]  放下我們的族務
[00:13:28.600 --> 00:13:32.600]  或者減低、減少我們的世務、族務
[00:13:32.600 --> 00:13:36.600]  將時間放在屬靈的事情上
[00:13:36.600 --> 00:13:38.600]  這個才是最有益的
[00:13:38.600 --> 00:13:40.600]  第五節
[00:13:42.600 --> 00:13:46.600]  人若在牆上比武
[00:13:46.600 --> 00:13:48.600]  比武是指競技的意思
[00:13:48.600 --> 00:13:53.600]  非按規矩就不能得冠冕
[00:13:53.600 --> 00:13:58.600]  這一節聖經是叫我們要守規矩
[00:13:58.600 --> 00:14:03.600]  對人、對事都需要有規有矩、有節制
[00:14:03.600 --> 00:14:09.600]  不可以像世俗人那樣為求目的不擇手段
[00:14:09.600 --> 00:14:12.600]  否則做了都無益
[00:14:12.600 --> 00:14:15.600]  做了神都不會喜悅我們
[00:14:15.600 --> 00:14:21.600]  總有人的問題
[00:14:21.600 --> 00:14:24.600]  但我們最重要的是對人
[00:14:24.600 --> 00:14:27.600]  我們的侍奉是對人
[00:14:27.600 --> 00:14:31.600]  不是不擇手段去處理好事情就算了
[00:14:31.600 --> 00:14:36.600]  我們要有這個思想準備
[00:14:38.600 --> 00:14:39.600]  第六節
[00:14:39.600 --> 00:14:43.600]  勞力的農夫理當先得糧食
[00:14:43.600 --> 00:14:48.600]  農夫他辛勤地工作
[00:14:48.600 --> 00:14:51.600]  他是有目標、有理想的
[00:14:51.600 --> 00:14:55.600]  他不是期待他這麼辛苦
[00:14:55.600 --> 00:14:57.600]  有個目標、有個理想是怎樣呢?
[00:14:57.600 --> 00:14:59.600]  他期待是有一個豐收的
[00:14:59.600 --> 00:15:03.600]  他不是太無聊走出來找工作
[00:15:03.600 --> 00:15:07.600]  他是有目標、有理想
[00:15:09.600 --> 00:15:13.600]  這節聖經是提醒我們
[00:15:13.600 --> 00:15:18.600]  我們需要有目標、有理想、有期待
[00:15:18.600 --> 00:15:20.600]  來操練我們的信心
[00:15:20.600 --> 00:15:24.600]  我們期待是操練到我們的信心更加剛強
[00:15:24.600 --> 00:15:27.600]  不是純粹為操練而操練
[00:15:27.600 --> 00:15:34.600]  有時我們都會趨於一個慣性
[00:15:34.600 --> 00:15:38.600]  有時甚至是為靈修而靈修
[00:15:38.600 --> 00:15:40.600]  為讀經而讀經
[00:15:40.600 --> 00:15:42.600]  自己設定一個時間表
[00:15:42.600 --> 00:15:44.600]  早上或晚上何時讀經
[00:15:44.600 --> 00:15:45.600]  好像是讀經
[00:15:45.600 --> 00:15:47.600]  今天剔一剔
[00:15:47.600 --> 00:15:48.600]  你今天做了一剔
[00:15:48.600 --> 00:15:49.600]  我今天做了一剔
[00:15:49.600 --> 00:15:51.600]  不是的
[00:15:51.600 --> 00:15:54.600]  我們是有個期待、有個目標
[00:15:54.600 --> 00:15:58.600]  第七節
[00:15:58.600 --> 00:16:01.600]  我所說的話你要思想
[00:16:01.600 --> 00:16:03.600]  因為凡事主必給你聰明
[00:16:03.600 --> 00:16:07.600]  這節叫我們需要常常反省
[00:16:07.600 --> 00:16:12.600]  要檢討整個熟練、操練的過程
[00:16:12.600 --> 00:16:18.600]  看看有沒有偏離了原來的方向或目標
[00:16:18.600 --> 00:16:20.600]  如果有的時候
[00:16:20.600 --> 00:16:23.600]  當然要更正、調整、調節
[00:16:23.600 --> 00:16:27.600]  走回原本自己要去的方向
[00:16:27.600 --> 00:16:32.600]  有目標、有期待
[00:16:33.600 --> 00:16:34.600]  有目標、有期待
[00:16:34.600 --> 00:16:42.600]  我複述粗煉信心的六項思想準備
[00:16:42.600 --> 00:16:44.600]  就是
[00:16:44.600 --> 00:16:47.600]  準備要教人
[00:16:47.600 --> 00:16:50.600]  準備要埋伏
[00:16:50.600 --> 00:16:55.600]  準備要放下自己的細部
[00:16:55.600 --> 00:16:59.600]  準備要守規矩、有節制
[00:17:00.600 --> 00:17:04.600]  準備要有期待、有目的
[00:17:04.600 --> 00:17:07.600]  準備要常常反省
[00:17:07.600 --> 00:17:11.600]  這六項思想準備
[00:17:11.600 --> 00:17:15.600]  就是信心、操練的第一個重點
[00:17:15.600 --> 00:17:21.600]  第二個重點就是
[00:17:21.600 --> 00:17:27.600]  防止破壞操練的因素
[00:17:28.600 --> 00:17:31.600]  留意這些負面的影響
[00:17:31.600 --> 00:17:36.600]  這些負面的影響是會破壞了我們操練的
[00:17:36.600 --> 00:17:42.600]  我們跳去看第十四節
[00:17:42.600 --> 00:17:47.600]  「你要使眾人回想這些事
[00:17:47.600 --> 00:17:49.600]  在主面前祝福他們
[00:17:49.600 --> 00:17:51.600]  不可為言語爭辯
[00:17:51.600 --> 00:17:53.600]  這事沒有益處的
[00:17:53.600 --> 00:17:55.600]  只能敗壞聽見的人」
[00:17:58.600 --> 00:18:02.600]  他們當時在爭辯甚麼呢?
[00:18:02.600 --> 00:18:07.600]  從上下文看來
[00:18:07.600 --> 00:18:11.600]  他們是在爭論復活的事
[00:18:11.600 --> 00:18:14.600]  就是信徒在將來
[00:18:14.600 --> 00:18:18.600]  會不會有肉身的復活呢?
[00:18:18.600 --> 00:18:24.600]  保羅他說
[00:18:25.600 --> 00:18:28.600]  「如此爭論、爭辯
[00:18:28.600 --> 00:18:30.600]  不會有甚麼益處
[00:18:30.600 --> 00:18:33.600]  只會有壞的後果」
[00:18:33.600 --> 00:18:36.600]  有甚麼壞的後果呢?
[00:18:36.600 --> 00:18:40.600]  他這裡指的不是大家不可以討論、學習
[00:18:40.600 --> 00:18:42.600]  而是在爭論
[00:18:42.600 --> 00:18:45.600]  有或沒有
[00:18:45.600 --> 00:18:49.600]  針對那些人不斷在爭論說沒有
[00:18:53.600 --> 00:18:56.600]  因為當時有些在他們的教會
[00:18:56.600 --> 00:18:58.600]  這是二不所的教會
[00:18:58.600 --> 00:19:03.600]  在他們的教會有些假師父、假教師
[00:19:03.600 --> 00:19:05.600]  散播異端
[00:19:05.600 --> 00:19:10.600]  復活不是指身體的復活
[00:19:10.600 --> 00:19:16.600]  復活只是指靈性、靈魂上的復活
[00:19:16.600 --> 00:19:20.600]  在信主那一刻
[00:19:21.600 --> 00:19:24.600]  就已經是靈性或靈魂的復活
[00:19:24.600 --> 00:19:25.600]  即是復活了
[00:19:25.600 --> 00:19:30.600]  而身體死後就會化了
[00:19:30.600 --> 00:19:31.600]  沒有了
[00:19:31.600 --> 00:19:35.600]  也不會有末日的身體復活
[00:19:35.600 --> 00:19:39.600]  這個對不對?
[00:19:39.600 --> 00:19:41.600]  這個是不對的
[00:19:41.600 --> 00:19:42.600]  是異端來的
[00:19:42.600 --> 00:19:43.600]  記著剛才說的
[00:19:43.600 --> 00:19:45.600]  你不要記得太清楚
[00:19:45.600 --> 00:19:47.600]  那個是不對的
[00:19:47.600 --> 00:19:48.600]  是異端來的
[00:19:51.600 --> 00:19:52.600]  真理是什麼呢?
[00:19:52.600 --> 00:19:56.600]  真理就是信徒死了之後
[00:19:56.600 --> 00:19:59.600]  將來會身體復活
[00:19:59.600 --> 00:20:03.600]  這是耶穌基督應許我們的
[00:20:03.600 --> 00:20:04.600]  我們轉去看
[00:20:04.600 --> 00:20:07.600]  《約翰福音》十一章二十三節
[00:20:07.600 --> 00:20:10.600]  《約翰福音》十一章二十三節
[00:20:10.600 --> 00:20:15.600]  當時拉薩路死了
[00:20:15.600 --> 00:20:20.600]  耶穌去探望他們的家庭的時候
[00:20:20.600 --> 00:20:22.600]  是對馬大說的
[00:20:22.600 --> 00:20:24.600]  耶穌說
[00:20:24.600 --> 00:20:28.600]  你兄弟拉薩路必然復活
[00:20:28.600 --> 00:20:30.600]  四節
[00:20:30.600 --> 00:20:31.600]  馬大說
[00:20:31.600 --> 00:20:34.600]  我知道在末日復活的時候
[00:20:34.600 --> 00:20:35.600]  他必復活
[00:20:35.600 --> 00:20:37.600]  二十五節
[00:20:37.600 --> 00:20:39.600]  耶穌對他說
[00:20:39.600 --> 00:20:40.600]  復活在我
[00:20:40.600 --> 00:20:42.600]  生命也在我
[00:20:42.600 --> 00:20:44.600]  信我的人雖然死了
[00:20:44.600 --> 00:20:45.600]  也必復活
[00:20:47.600 --> 00:20:50.600]  這是我們需要謹記的真理
[00:20:50.600 --> 00:20:53.600]  將來主宰來的時候
[00:20:53.600 --> 00:20:56.600]  我們身體靈魂一起復活
[00:20:56.600 --> 00:21:05.600]  我們又轉去看提摩太后書
[00:21:05.600 --> 00:21:07.600]  二章十五節
[00:21:07.600 --> 00:21:11.600]  在這首經裡面
[00:21:11.600 --> 00:21:13.600]  保羅要我們拼命
[00:21:13.600 --> 00:21:16.600]  竭力拼命爭取什麼呢?
[00:21:18.600 --> 00:21:21.600]  經文說
[00:21:21.600 --> 00:21:25.600]  當竭力在神面前得蒙喜悅
[00:21:25.600 --> 00:21:29.600]  就是用正確的心態去領受
[00:21:29.600 --> 00:21:32.600]  或者去教導真理
[00:21:32.600 --> 00:21:37.600]  這很容易明白
[00:21:37.600 --> 00:21:38.600]  另一方面
[00:21:38.600 --> 00:21:42.600]  保羅又叫我們千萬不要做一些事情
[00:21:42.600 --> 00:21:44.600]  是什麼呢?我們看十六節
[00:21:44.600 --> 00:21:45.600]  不要做什麼?
[00:21:45.600 --> 00:21:51.600]  就是不要做世俗的虛談
[00:21:51.600 --> 00:21:54.600]  要避免世俗的虛談
[00:21:54.600 --> 00:21:58.600]  因為這讓人跌進到更不敬虔的地步
[00:21:58.600 --> 00:22:07.600]  為什麼虛談會導致人去不敬虔的地步呢?
[00:22:07.600 --> 00:22:11.600]  你越虛談
[00:22:11.600 --> 00:22:13.600]  他講到更不敬虔
[00:22:13.600 --> 00:22:15.600]  你越多虛談
[00:22:15.600 --> 00:22:18.600]  你就越更不敬虔
[00:22:18.600 --> 00:22:25.600]  虛談是指
[00:22:25.600 --> 00:22:27.600]  即是口講
[00:22:27.600 --> 00:22:29.600]  簡單來說
[00:22:29.600 --> 00:22:31.600]  那些人口講敬虔
[00:22:31.600 --> 00:22:34.600]  講了就當做了
[00:22:34.600 --> 00:22:36.600]  其實是沒有做到
[00:22:36.600 --> 00:22:39.600]  這個是假敬虔
[00:22:42.600 --> 00:22:43.600]  另一方面
[00:22:43.600 --> 00:22:45.600]  虛談也是指
[00:22:45.600 --> 00:22:47.600]  講了那些無謂的事情
[00:22:47.600 --> 00:22:48.600]  無聊的事情
[00:22:48.600 --> 00:22:51.600]  甚至是污穢的說話
[00:22:51.600 --> 00:22:56.600]  這樣虛談當然就是不敬虔
[00:22:56.600 --> 00:23:01.600]  當然虛談也是包括剛才所講的異端
[00:23:01.600 --> 00:23:03.600]  就是沒有復活
[00:23:03.600 --> 00:23:05.600]  沒有身體復活這回事
[00:23:05.600 --> 00:23:08.600]  或者講一些錯誤的真理
[00:23:08.600 --> 00:23:10.600]  錯誤的歪理
[00:23:12.600 --> 00:23:14.600]  虛談是這樣的意思
[00:23:14.600 --> 00:23:23.600]  為什麼我們需要竭力去追求真理呢?
[00:23:23.600 --> 00:23:30.600]  這個正正就是和虛談、歪理有關係
