
[00:00:00.000 --> 00:00:01.640]  各位鼎姐妹,早安!
[00:03:36.280 --> 00:03:39.560]  而使用「和睦」的人
[00:03:39.560 --> 00:03:41.320]  他的原文
[00:03:41.320 --> 00:03:43.960]  我特別喜歡和合盤那個的翻譯
[00:03:43.960 --> 00:03:46.240]  譯作「peace maker」
[00:03:46.240 --> 00:03:48.080]  一個和平的使者
[00:03:48.080 --> 00:03:49.680]  一個和平的製造者
[00:03:49.680 --> 00:03:51.880]  一個成就和平的人
[00:03:51.880 --> 00:03:56.480]  他就是使人在關係裏面達至和睦
[00:03:56.480 --> 00:03:59.240]  也都因著在這個關係裏面
[00:03:59.240 --> 00:04:02.600]  能夠經歷從神而來的平安
[00:04:02.600 --> 00:04:05.720]  那究竟甚麼是「和睦」呢
[00:04:05.720 --> 00:04:08.120]  讓我們一起來看以下的經文
[00:04:08.120 --> 00:04:11.400]  記載在哥林多後書五章十七至二十節
[00:04:11.400 --> 00:04:12.400]  我們一起讀出
[00:04:12.400 --> 00:04:14.440]  預備起
[00:04:14.440 --> 00:04:18.120]  「在基督裏,他就是新造的人
[00:04:18.120 --> 00:04:21.720]  舊事已過,都變成新的了
[00:04:21.720 --> 00:04:24.000]  一切都是出於神
[00:04:24.000 --> 00:04:27.840]  他藉著基督使我們與他和好
[00:04:27.840 --> 00:04:33.240]  又將勸人與他和好的積分賜給我們
[00:04:33.240 --> 00:04:36.000]  這就是神在基督裏
[00:04:36.000 --> 00:04:38.760]  叫世人與自己和好
[00:04:38.760 --> 00:04:42.920]  不將他們的過犯歸到他們身上
[00:04:42.920 --> 00:04:47.400]  並且將這和好道理託付了我們
[00:04:47.400 --> 00:04:50.480]  所以我們作基督的使者
[00:04:50.480 --> 00:04:54.440]  就好像神藉我們勸你們一般
[00:04:54.440 --> 00:04:58.560]  我們替基督求你們與神和好」
[00:04:58.560 --> 00:05:00.440]  在這段經文告訴我們
[00:05:00.440 --> 00:05:05.160]  主耶穌基督在十字架上為世人流出補血
[00:05:05.160 --> 00:05:10.720]  使我們能夠與神恢復和好的關係
[00:05:10.720 --> 00:05:15.480]  耶穌已經成就了這個和平的使命
[00:05:15.480 --> 00:05:17.680]  我們作為每一個跟隨主的人
[00:05:17.680 --> 00:05:21.200]  我們不單止經歷與神和好
[00:05:21.200 --> 00:05:22.960]  同時間經文告訴我們
[00:05:22.960 --> 00:05:27.640]  我們要肩負向世人宣揚和好的福音
[00:05:27.640 --> 00:05:29.400]  去成就和平的使命
[00:05:29.400 --> 00:05:33.120]  去成為基督和平的使者
[00:05:33.120 --> 00:05:37.440]  所以使人和睦有三個意義
[00:05:37.440 --> 00:05:38.400]  第一
[00:05:38.400 --> 00:05:43.480]  我們要成為一個使人與自己的心靈得享平安
[00:05:43.480 --> 00:05:44.920]  聖經很清楚告訴我們
[00:05:44.920 --> 00:05:47.160]  自從罪進入這個世界
[00:05:47.160 --> 00:05:51.960]  原先神所創造的和諧關係遭受到破壞
[00:05:51.960 --> 00:05:57.200]  首先就是原來我們先跟自己的關係變得疏離
[00:05:57.200 --> 00:05:59.640]  神賜給我們一個美好的形象
[00:05:59.640 --> 00:06:02.920]  因為罪的緣故被扭曲了
[00:06:02.920 --> 00:06:05.640]  我們很多時候都會很自卑
[00:06:05.640 --> 00:06:08.320]  很多時候都會很傾向我們自己
[00:06:08.320 --> 00:06:10.440]  我們很喜歡與別人比較
[00:06:10.440 --> 00:06:13.520]  特別是我們見到人有我無的時候
[00:06:13.520 --> 00:06:15.520]  我們就心存羨慕
[00:06:15.520 --> 00:06:18.440]  亦都心存嫉妒
[00:06:18.440 --> 00:06:19.560]  弟兄姊妹
[00:06:19.560 --> 00:06:22.160]  你喜歡與別人比較嗎?
[00:06:22.160 --> 00:06:25.600]  還是今天我們能夠在神的裡面
[00:06:25.600 --> 00:06:30.520]  看見得到原來神創造我們是美好的呢?
[00:06:30.520 --> 00:06:34.240]  另一方面很多時候我們亦都會表現一個很高傲的態度
[00:06:34.240 --> 00:06:40.120]  不願意去承認我們自己的軟弱和缺點
[00:06:40.120 --> 00:06:42.360]  這個就是因為罪的緣故
[00:06:42.360 --> 00:06:46.440]  使到人與自己的關係疏離的結果
[00:06:46.440 --> 00:06:49.320]  在加拿大書五章十九至二十一節
[00:06:49.320 --> 00:06:51.120]  裡面講到一些情慾的事
[00:06:51.120 --> 00:06:52.000]  我們一起讀出來
[00:06:52.000 --> 00:06:53.200]  預備起
[00:06:53.200 --> 00:06:54.520]  情慾的事
[00:06:54.520 --> 00:06:56.880]  都是顯然而見的
[00:06:56.880 --> 00:07:02.440]  就如奸淫、污穢、邪蕩、拜偶像、邪術
[00:07:02.440 --> 00:07:08.440]  仇恨、憎恨、忌恨、擄奴、結黨、紛爭
[00:07:08.440 --> 00:07:13.360]  異端、賊賭、醉酒、謊言等類
[00:07:13.360 --> 00:07:14.960]  當我們信了主之後
[00:07:14.960 --> 00:07:21.400]  我們發現原來我們自己過去一直都受著肉體的情慾所牽制
[00:07:21.400 --> 00:07:23.200]  使徒保羅在這段經文告訴我們
[00:07:23.200 --> 00:07:28.680]  原來性命與情慾是彼此相爭的
[00:07:28.680 --> 00:07:33.480]  當這些情慾的事不斷地來搗亂我們的時候
[00:07:33.480 --> 00:07:38.640]  我們內心裡沒有了那份平安
[00:07:38.640 --> 00:07:40.360]  當我們犯罪的時候
[00:07:40.360 --> 00:07:45.320]  我們很怕我們所做的事被人知道
[00:07:45.320 --> 00:07:47.240]  我家有兩個兒子
[00:07:47.240 --> 00:07:52.160]  基本上我很難沒有一分鐘聽不到他們的聲音
[00:07:52.160 --> 00:07:56.520]  很多時候他們每一分鐘都會很開心地一直玩
[00:07:56.520 --> 00:08:01.920]  但是有一天當我發現有30秒他們突然沒有聲音
[00:08:01.920 --> 00:08:04.760]  我大概知道他們在發生什麼事
[00:08:04.760 --> 00:08:07.680]  就是在做一些不應該做的事情
[00:08:07.680 --> 00:08:09.920]  他們不想被爸爸媽媽知道
[00:08:09.920 --> 00:08:13.720]  但他們不知道原來爸爸媽媽已經有這個警號
[00:08:13.720 --> 00:08:17.320]  當寧靜的時候就知道他們一定有這個問題
[00:08:17.320 --> 00:08:23.880]  所以原來人就是很怕被人知道我們犯罪
[00:08:23.880 --> 00:08:26.200]  很怕我們的聲譽受損
[00:08:26.200 --> 00:08:29.640]  也都很怕去接受刑罰
[00:08:29.640 --> 00:08:33.040]  所以心裡面有很多的不安
[00:08:33.040 --> 00:08:34.760]  所以這裡我們見到
[00:08:34.760 --> 00:08:39.360]  使人與自己的心靈得著平安的意思
[00:08:39.360 --> 00:08:42.600]  就是說當我們願意再一次來到神的面前
[00:08:42.600 --> 00:08:44.560]  來到面對自己
[00:08:44.560 --> 00:08:48.800]  聖靈就開始在我們生命裡面來動功
[00:08:48.800 --> 00:08:52.440]  神祂要來自己親自地管教我們
[00:08:52.440 --> 00:08:55.440]  拆毀我們裡面那個靈魂不靈
[00:08:55.440 --> 00:08:58.280]  根深蒂固的老我
[00:08:58.280 --> 00:09:01.640]  然後又再一次重新建立我們的生命
[00:09:01.640 --> 00:09:05.400]  在耶穌裡面我們能夠再接納自己
[00:09:05.400 --> 00:09:08.200]  也都肯定自己存在的價值
[00:09:08.200 --> 00:09:13.080]  不再活在自我疏離的關係裡面
[00:09:13.080 --> 00:09:15.080]  另一樣使人和睦的意義
[00:09:15.080 --> 00:09:18.120]  就是使到人與人之間有和睦
[00:09:18.120 --> 00:09:19.640]  雅各書四章一節
[00:09:19.640 --> 00:09:21.240]  我們一起讀出這一節經文
[00:09:21.240 --> 00:09:22.400]  預備起
[00:09:22.400 --> 00:09:27.760]  你們中間的真摯鬥是從哪裡來的呢
[00:09:27.760 --> 00:09:32.800]  不是從你們白體中戰鬥之私欲來的嗎
[00:09:32.800 --> 00:09:35.600]  原來人裡頭有私欲
[00:09:35.600 --> 00:09:39.320]  以至到人與人之間沒有了和平
[00:09:39.320 --> 00:09:42.360]  人與人之間缺乏了那份信賴
[00:09:42.360 --> 00:09:46.360]  以至到我們很容易來去彼此批評
[00:09:46.360 --> 00:09:49.440]  論斷和猜忌
[00:09:49.440 --> 00:09:50.640]  很多時候
[00:09:50.640 --> 00:09:53.920]  當我們見到兩個人不和的時候
[00:09:53.920 --> 00:09:55.640]  人有時的罪性
[00:09:55.640 --> 00:09:58.960]  就是很喜歡煽風點火
[00:09:58.960 --> 00:10:00.000]  是啊是啊
[00:10:00.000 --> 00:10:01.480]  什麼那個人這樣對你啊
[00:10:01.480 --> 00:10:03.280]  哇真是很離譜啊
[00:10:03.280 --> 00:10:06.120]  我都覺得他真是很不對
[00:10:06.120 --> 00:10:07.400]  另一邊廂
[00:10:07.400 --> 00:10:09.560]  可能我們又會跟另一個人說
[00:10:09.560 --> 00:10:12.680]  不是啊他為了這麼小的事而生你的氣
[00:10:12.680 --> 00:10:15.640]  真是不應該
[00:10:15.640 --> 00:10:19.320]  很多時候我們都會刻意地煽風點火
[00:10:19.320 --> 00:10:23.280]  讓人與人之間的關係變得惡劣
[00:10:23.280 --> 00:10:24.840]  更甚的是
[00:10:24.840 --> 00:10:29.480]  很多時候我們會搬弄是非
[00:10:29.480 --> 00:10:32.520]  以至到令人與人之間的關係
[00:10:32.520 --> 00:10:34.880]  有了各種的決裂
[00:10:34.880 --> 00:10:38.720]  主耶穌基督在《馬太福音》五章二十三至二十四節裡面
[00:10:38.720 --> 00:10:40.480]  這樣來提醒我們
[00:10:40.480 --> 00:10:43.200]  祂說你在祭壇上獻禮物的時候
[00:10:43.200 --> 00:10:45.560]  若想起弟兄向你懷怨
[00:10:45.560 --> 00:10:47.760]  就把禮物留在壇前
[00:10:47.760 --> 00:10:49.680]  先去與弟兄和好
[00:10:49.680 --> 00:10:52.120]  然後來獻禮物
[00:10:52.120 --> 00:10:53.680]  在這裡再次提醒我們
[00:10:53.680 --> 00:10:57.360]  如果我們與弟兄姊妹之間一旦有了怨恨
[00:10:57.360 --> 00:11:00.560]  我們必須先彼此和好
[00:11:00.560 --> 00:11:02.120]  否則縱使我們這一刻
[00:11:02.120 --> 00:11:05.640]  在聖殿裡面很勤勤地去敬拜神
[00:11:05.640 --> 00:11:09.000]  神還是不會怨恨
[00:11:09.000 --> 00:11:12.360]  所以使人與人之間的關係有和睦
[00:11:12.360 --> 00:11:16.480]  重點就是我們要重建和諧的人際關係
[00:11:16.480 --> 00:11:18.440]  我們不單止接納我們自己
[00:11:18.440 --> 00:11:22.680]  同時間我們也要主動地去原諒別人
[00:11:22.680 --> 00:11:27.240]  使人與人之間能夠再次彼此接納
[00:11:27.240 --> 00:11:28.960]  彼此的包容
[00:11:28.960 --> 00:11:31.840]  得到真正的平安
[00:11:31.840 --> 00:11:34.040]  第三方面使人和睦的意義
[00:11:34.040 --> 00:11:37.320]  就是使人與上帝之間的關係
[00:11:37.320 --> 00:11:39.960]  能夠再次恢復和好
[00:11:39.960 --> 00:11:43.920]  不單止破壞了人心裡的安寧
[00:11:43.920 --> 00:11:46.400]  破壞了人際關係的和平
[00:11:46.400 --> 00:11:47.680]  更加嚴重的
[00:11:47.680 --> 00:11:53.960]  就是破壞了人與神之間的和好的關係
[00:11:53.960 --> 00:11:56.160]  使人和睦其實所強調的
[00:11:56.160 --> 00:12:00.160]  是人與神的關係的恢復
[00:12:00.160 --> 00:12:01.800]  可能很多時候我們都會想
[00:12:01.800 --> 00:12:05.000]  究竟我們用什麼方法能夠真是
[00:12:05.000 --> 00:12:09.960]  讓兩個人能夠和睦起來呢?
[00:12:09.960 --> 00:12:13.040]  其實不是用人的方法
[00:12:13.040 --> 00:12:17.320]  不是說我們懂了什麼心理學輔導的技巧
[00:12:17.320 --> 00:12:19.360]  而是我們要將這個人
[00:12:19.360 --> 00:12:23.200]  再一次地帶回耶穌的面前
[00:12:23.200 --> 00:12:23.960]  以佛所書
[00:12:23.960 --> 00:12:26.840]  以章十三至十六節裏面這段經文這樣說
[00:12:26.840 --> 00:12:27.560]  我們一起讀出
[00:12:27.560 --> 00:12:28.920]  預備起
[00:12:28.920 --> 00:12:34.600]  你們從前與理晨的人如今腳在基督耶穌裡
[00:12:34.600 --> 00:12:38.360]  靠著他的血已經得親近了
[00:12:38.360 --> 00:12:40.640]  因他使我們過目
[00:12:40.640 --> 00:12:43.120]  將兩下合二為一
[00:12:43.120 --> 00:12:46.520]  拆毀了中間隔斷的牆
[00:12:46.520 --> 00:12:51.400]  而且且以自己的身體規條圈十
[00:12:51.400 --> 00:12:54.840]  就是這個律法上的規條
[00:12:54.840 --> 00:12:59.680]  為要將兩下藉著自己組成一個新人
[00:12:59.680 --> 00:13:02.560]  如此便成就了和睦
[00:13:02.560 --> 00:13:05.920]  既在十字架上裂掉冤殺
[00:13:05.920 --> 00:13:10.280]  便藉著十字架使兩下歸為一體
[00:13:10.280 --> 00:13:12.560]  與神和好了
[00:13:12.560 --> 00:13:15.120]  在這裏所說的兩下
[00:13:15.120 --> 00:13:19.560]  就是代表著以色列人和外邦的人
[00:13:19.560 --> 00:13:21.040]  當我們去看聖經的時候
[00:13:21.040 --> 00:13:25.680]  我們知道他們兩邦的人彼此世世代代
[00:13:25.680 --> 00:13:27.560]  都是爭吵不休
[00:13:27.560 --> 00:13:29.160]  彼此都是不和睦
[00:13:29.160 --> 00:13:33.520]  若果要令這兩批人能夠真心和睦相處
[00:13:33.520 --> 00:13:36.920]  幾乎是不可能的事情
[00:13:36.920 --> 00:13:39.320]  但是在經文裏面告訴我們
[00:13:39.320 --> 00:13:43.920]  唯一的方法就是耶穌基督他自己
[00:13:43.920 --> 00:13:46.200]  在十四節裏面特別提到
[00:13:46.200 --> 00:13:48.840]  因他使我們和睦
[00:13:48.840 --> 00:13:52.440]  這個他就是指耶穌基督
[00:13:52.440 --> 00:13:57.960]  唯有耶穌才能夠將人帶進和睦裏面
[00:13:57.960 --> 00:13:59.960]  藉著耶穌基督的死
[00:13:59.960 --> 00:14:04.320]  打破了人和人之間間斷的牆
[00:14:04.320 --> 00:14:06.720]  所謂中間間斷的牆
[00:14:06.720 --> 00:14:08.800]  就包括了人的私慾
[00:14:08.800 --> 00:14:12.680]  成見驕傲錯誤的價值觀等等
[00:14:12.680 --> 00:14:17.080]  這些事情都將人和人分隔起來
[00:14:17.080 --> 00:14:21.640]  唯有藉著耶穌打破這個牆
[00:14:21.640 --> 00:14:26.160]  所以才能夠帶來真正的和睦
[00:14:26.160 --> 00:14:29.880]  當人和神之間的關係恢復起來的時候
[00:14:29.880 --> 00:14:35.360]  就會帶動人和人之間的關係再一次和睦
[00:14:35.360 --> 00:14:37.160]  我認識有一位弟兄
[00:14:37.160 --> 00:14:40.320]  他是家裏的奶仔
[00:14:40.320 --> 00:14:42.960]  俗語說奶仔就是甚麼?
[00:14:42.960 --> 00:14:44.600]  奶心肝
[00:14:44.600 --> 00:14:47.440]  在他對上有兩個姐姐
[00:14:47.440 --> 00:14:49.040]  在他們成長的過程裏面
[00:14:49.040 --> 00:14:52.560]  父母其實很寵愛這個兒子
[00:14:52.560 --> 00:14:58.280]  所以很多時候都會聽這個兒子的話
[00:14:58.280 --> 00:15:00.840]  每當三姊弟打架的時候
[00:15:00.840 --> 00:15:08.200]  通常爸爸媽媽都不會罵這個兒子
[00:15:08.200 --> 00:15:10.160]  只會罵他們的姐姐
[00:15:10.160 --> 00:15:13.400]  他說你為甚麼又惹弟弟的氣?
[00:15:13.400 --> 00:15:17.400]  於是這個弟兄在他小時候成長的時候
[00:15:17.400 --> 00:15:19.840]  他就成為了一個小霸王
[00:15:19.840 --> 00:15:23.000]  後來更加成為了家裏的皇帝
[00:15:23.000 --> 00:15:24.840]  要甚麼就有甚麼
[00:15:24.840 --> 00:15:29.240]  他是吩咐家裏人去做事的那個人
[00:15:29.240 --> 00:15:32.560]  後來當他一路成長進入青少年的時候
[00:15:32.560 --> 00:15:34.760]  他開始變得很反叛
[00:15:34.760 --> 00:15:38.680]  每一天都和家裏人吵吵鬧鬧
[00:15:38.680 --> 00:15:42.240]  後來他決定離家出走
[00:15:42.240 --> 00:15:45.600]  一直都沒有再聯絡家裏人
[00:15:45.600 --> 00:15:49.120]  在一次因著他爸爸的離世
[00:15:49.120 --> 00:15:51.240]  他知道這件事的時候
[00:15:51.240 --> 00:15:54.920]  有機會能夠去接觸到福音
[00:15:54.920 --> 00:15:59.400]  他一個好朋友帶他回到一間教會裏面
[00:15:59.400 --> 00:16:01.920]  他信了耶穌
[00:16:01.920 --> 00:16:06.360]  這個弟兄開始生命裏面有很大的改變
[00:16:06.360 --> 00:16:08.040]  有一次他打給我
[00:16:08.040 --> 00:16:12.520]  他說:三位弟兄,你可不可以幫我為我祈禱
[00:16:12.520 --> 00:16:15.200]  因為我很感受到聖靈的催逼
[00:16:15.200 --> 00:16:21.160]  很需要你去和我的家人去做復和的工作
[00:16:21.160 --> 00:16:23.320]  於是我就為他祈禱
[00:16:23.320 --> 00:16:24.880]  之後過多幾天
[00:16:24.880 --> 00:16:26.600]  我就再問這個弟兄
[00:16:26.600 --> 00:16:28.920]  究竟你做了甚麼
[00:16:28.920 --> 00:16:30.600]  這個弟兄就和我分享
[00:16:30.600 --> 00:16:33.200]  他說他鼓起最大的勇氣
[00:16:33.200 --> 00:16:37.440]  在一晚裏面先打了兩個電話給他的姐姐
[00:16:37.440 --> 00:16:42.200]  跟他們兩個姐姐道歉、認罪
[00:16:42.200 --> 00:16:47.080]  請求他們兩個姐姐去饒恕他
[00:16:47.080 --> 00:16:50.600]  當這兩個姐姐收到弟弟這個電話的時候
[00:16:50.600 --> 00:16:52.160]  晴天霹靂
[00:16:52.160 --> 00:16:57.160]  因為他從沒有想過這個弟弟竟然會這樣做
[00:16:57.160 --> 00:17:02.680]  當晚兩個姐姐都一直在哭
[00:17:02.680 --> 00:17:10.720]  因為這個正正就是失去了他們成長裏面一個鬱結
[00:17:10.720 --> 00:17:13.440]  後來這個弟兄也有一個感動
[00:17:13.440 --> 00:17:17.520]  在母親節裏面一早就打給他媽媽
[00:17:17.520 --> 00:17:20.920]  他就和他媽媽說了一番說話
[00:17:20.920 --> 00:17:25.520]  他說:媽媽,我愛你
[00:17:25.520 --> 00:17:28.720]  當媽媽聽到這句說話的時候
[00:17:28.720 --> 00:17:36.080]  他從沒有想過二十多年來從沒有聽過這個兒子說過這三個字
[00:17:36.080 --> 00:17:38.880]  卻是因著他信了耶穌之後
[00:17:38.880 --> 00:17:40.640]  他生命這個轉變
[00:17:40.640 --> 00:17:43.040]  令到他整個的家庭
[00:17:43.040 --> 00:17:48.480]  見到和睦的事情淋到這個家庭裏面
[00:17:48.480 --> 00:17:53.480]  後來整家人都相信了耶穌基督
[00:17:53.480 --> 00:17:55.640]  其實從來都沒有人教過這個弟兄
[00:17:55.640 --> 00:17:58.520]  應該要怎樣做、怎樣做、怎樣做
[00:17:58.520 --> 00:18:00.240]  但是藉著這個弟兄
[00:18:00.240 --> 00:18:06.120]  因著耶穌在他生命裏面不斷地影響他
[00:18:06.120 --> 00:18:07.640]  當他不斷地去看聖經
[00:18:07.640 --> 00:18:10.720]  來去按著聖經的吩咐的時候
[00:18:10.720 --> 00:18:14.920]  他深深覺得他要去活出真理
[00:18:14.920 --> 00:18:18.040]  他要向他身邊的人表達愛意
[00:18:18.040 --> 00:18:25.800]  甚至他要向身邊的人去表達他對那些人的饒恕
[00:18:25.800 --> 00:18:29.760]  希望他們能夠饒恕他過去的過犯
[00:18:29.760 --> 00:18:32.120]  所以一個洗人和睦的人
[00:18:32.120 --> 00:18:34.400]  就是要幫助我們身邊的人
[00:18:34.400 --> 00:18:39.520]  能夠再一次來跟神恢復那個關係
[00:18:39.520 --> 00:18:43.960]  我們知道傳福音就是要叫人去認識神
[00:18:43.960 --> 00:18:47.320]  透過我們的生命、透過我們的見證
[00:18:47.320 --> 00:18:51.600]  以致讓人能夠跟神再一次和好
[00:18:51.600 --> 00:18:55.400]  這個就是福音的大能
[00:18:55.400 --> 00:18:56.440]  弟兄姊妹
[00:18:56.440 --> 00:18:58.280]  我相信我們也不會否定
[00:18:58.280 --> 00:18:59.720]  就是傳福音
[00:18:59.720 --> 00:19:01.880]  就是每一個跟隨主的人
[00:19:01.880 --> 00:19:05.440]  一個無可推諉的責任
[00:19:05.440 --> 00:19:07.800]  聖經很清楚告訴我們
[00:19:07.800 --> 00:19:10.280]  耶穌告訴我們要去
[00:19:10.280 --> 00:19:13.960]  使福音能夠全遍地極
[00:19:13.960 --> 00:19:16.600]  傳福音並不是可以選擇的
[00:19:16.600 --> 00:19:22.840]  傳福音理應就是我們生命裏面的一部份
[00:19:22.840 --> 00:19:24.560]  所以弟兄姊妹
[00:19:24.560 --> 00:19:25.800]  請問你
[00:19:25.800 --> 00:19:27.280]  對上那一次
[00:19:27.280 --> 00:19:31.360]  跟你未信的家人或朋友去分享福音
[00:19:31.360 --> 00:19:36.800]  去分享你的見證是何時呢?
[00:19:36.800 --> 00:19:40.040]  七月五日我們教會有報道會
[00:19:40.040 --> 00:19:43.200]  你有沒有好好把握這一次的機會
[00:19:43.200 --> 00:19:46.160]  去邀請一些福音的對象
[00:19:46.160 --> 00:19:47.880]  來到當中
[00:19:47.880 --> 00:19:51.320]  以致我們成為一個和睦的使者
[00:19:51.320 --> 00:19:53.080]  透過這個聚會
[00:19:53.080 --> 00:19:57.480]  將人帶到來神的面前
[00:19:57.480 --> 00:19:59.040]  另外在來臨的時候
[00:19:59.040 --> 00:20:01.160]  我們也會有很多的文化交流
[00:20:01.160 --> 00:20:03.000]  很多的短暫的體驗
[00:20:03.000 --> 00:20:07.360]  也有很多本地接觸這個社群的活動
[00:20:07.360 --> 00:20:13.400]  我們又會不會很願意去積極去參與呢?
[00:20:13.400 --> 00:20:14.280]  第二方面
[00:20:14.280 --> 00:20:15.600]  洗人和睦的途徑
[00:20:15.600 --> 00:20:18.120]  在哥林多前書七章十五節裏面
[00:20:18.120 --> 00:20:20.040]  聖經裏面再一次跟我們講
[00:20:20.040 --> 00:20:23.760]  祂說「神召我們,原是要我們和睦」
[00:20:23.760 --> 00:20:29.120]  神的心意就是要我們成為一個和平的使者
[00:20:29.120 --> 00:20:33.960]  究竟我們怎樣去回應神自己的呼召呢?
[00:20:33.960 --> 00:20:34.880]  第一個途徑
[00:20:34.880 --> 00:20:39.400]  就是我們首先要讓自己成為一個和睦
[00:20:39.400 --> 00:20:41.280]  有平安的人
[00:20:41.280 --> 00:20:42.800]  一個沒有平安的人
[00:20:42.800 --> 00:20:45.240]  他是很難跟身邊的人講
[00:20:45.240 --> 00:20:48.440]  怎樣去尋找平安
[00:20:48.440 --> 00:20:53.800]  所以我們必須先自己去經歷神這一份的平安
[00:20:53.800 --> 00:20:56.880]  以至到我們能夠成為一個和睦的人
[00:20:56.880 --> 00:21:02.520]  所以我們首先要去學習凡事交託
[00:21:02.520 --> 00:21:05.080]  今日生活在這個充滿競爭
[00:21:05.080 --> 00:21:07.120]  滿有壓力的社會裏面
[00:21:07.120 --> 00:21:10.720]  其實我們每一天都幾乎會遇到很多的挫折
