
[00:00:00.000 --> 00:00:01.720]  - 大家早晨 - 願你們平安
[00:04:34.200 --> 00:04:37.000]  - 我們都知道熊是一個什麼樣的形象
[00:04:37.000 --> 00:04:40.600]  - 強壯,兇暴
[00:04:40.600 --> 00:04:40.600]  - 另外一個國就是這麼一個性質
[00:04:40.600 --> 00:04:43.000]  - 另外一個國就是這麼一個性質
[00:04:43.000 --> 00:04:43.000]  - 另外一個國就是這麼一個性質
[00:04:43.000 --> 00:04:45.400]  - 另外一個國就是這麼一個性質
[00:04:45.400 --> 00:04:45.400]  - 第三個是一個豹的樣子
[00:04:45.400 --> 00:04:48.200]  - 第三個是一個豹的樣子
[00:04:48.200 --> 00:04:48.200]  - 第三個是一個豹的樣子
[00:04:48.200 --> 00:04:52.200]  - 第三個是一個豹的樣子
[00:04:52.200 --> 00:04:52.200]  - 豹本身我們就知道它跑得很快
[00:04:52.200 --> 00:04:54.400]  - 豹本身我們就知道它跑得很快
[00:04:54.400 --> 00:04:54.400]  - 豹本身我們就知道它跑得很快
[00:04:54.400 --> 00:04:56.800]  - 豹本身我們就知道它跑得很快
[00:04:56.800 --> 00:04:56.800]  - 它在掌上四個翅膀
[00:04:56.800 --> 00:04:58.400]  - 它在掌上四個翅膀
[00:04:58.400 --> 00:05:07.000]  - 它的速度就更快了,還有四個頭,所以它的反應一定特別迅猛
[00:05:07.000 --> 00:05:07.000]  - 它的速度就更快了,還有四個頭,所以它的反應一定特別迅猛
[00:05:07.000 --> 00:05:09.400]  - 它的速度就更快了,所以它的速度就更快了
[00:05:09.400 --> 00:05:09.400]  - 所以它形容一種眨眼就能到面前的一種攻擊
[00:05:09.400 --> 00:05:13.200]  - 所以它形容一種眨眼就能到面前的一種攻擊
[00:05:13.200 --> 00:05:13.200]  - 所以它形容一種眨眼就能到面前的一種攻擊
[00:05:13.200 --> 00:05:13.200]  - 所以它形容一種眨眼就能到面前的一種攻擊
[00:05:13.200 --> 00:05:20.600]  - 所以它形容一種眨眼就能到面前的一種攻擊
[00:05:20.600 --> 00:05:20.600]  - 所以它形容一種眨眼就能到面前的一種攻擊
[00:05:20.600 --> 00:05:29.600]  - 最後一個最厲害,根本就沒有動物能形容
[00:05:29.600 --> 00:05:29.600]  - 最後一個最厲害,根本就沒有動物能形容
[00:05:29.600 --> 00:05:36.600]  - 它只說它有十個腳,在當時的文化裏腳代表力量
[00:05:36.600 --> 00:05:36.600]  - 它只說它有十個腳,在當時的文化裏腳代表力量
[00:05:36.600 --> 00:05:36.600]  - 它只說它有十個腳,在當時的文化裏腳代表力量
[00:05:36.600 --> 00:05:36.600]  - 它只說它有十個腳,在當時的文化裏腳代表力量
[00:05:36.600 --> 00:05:36.600]  - 它只說它有十個腳,在當時的文化裏腳代表力量
[00:05:36.600 --> 00:05:36.600]  - 它只說它有十個腳,在當時的文化裏腳代表力量
[00:05:36.600 --> 00:05:52.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:05:52.600 --> 00:05:52.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:05:52.600 --> 00:05:52.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:05:52.600 --> 00:05:54.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:05:54.600 --> 00:05:54.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:05:54.600 --> 00:05:54.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:05:54.600 --> 00:05:54.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:05:54.600 --> 00:06:14.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:06:14.600 --> 00:06:14.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:06:14.600 --> 00:06:14.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:06:14.600 --> 00:06:14.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:06:14.600 --> 00:06:14.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:06:14.600 --> 00:06:14.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:06:14.600 --> 00:06:14.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:06:14.600 --> 00:06:34.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:06:34.600 --> 00:06:54.600]  - 它只是形容一種異常的強大,它把四個獸都展現完了
[00:06:54.600 --> 00:06:54.600]  - 它只是形容一種強大,它把四個獸都展現完了
[00:06:54.600 --> 00:06:54.600]  - 它只是形容一種強大,它把四個獸都展現完了
[00:06:54.600 --> 00:06:54.600]  - 它只是形容一種強大,它把四個獸都展現完了
[00:06:54.600 --> 00:06:54.600]  - 它只是形容一種強大,它把四個獸都展現完了
[00:06:54.600 --> 00:06:54.600]  - 它只是形容一種強大,它把四個獸都展現完了
[00:06:54.600 --> 00:06:54.600]  - 它只是形容一種強大,它把四個獸都展現完了
[00:06:54.600 --> 00:06:54.600]  - 它只是形容一種強大,它把四個獸都展現完了
[00:06:54.600 --> 00:06:54.600]  - 它只是形容一種強大,它把四個獸都展現完了
[00:07:04.600 --> 00:07:08.600]  - 但以利殊這一詞就成爲了一個很特別的詞
[00:07:08.600 --> 00:07:20.600]  - 就是一個得權柄的,有很大的力量的,掌管萬國的,直到永恆的
[00:07:20.600 --> 00:07:22.600]  - 就是這麼一個人物
[00:07:22.600 --> 00:07:22.600]  - 所以你可以想象耶穌說祂自己是人子的時候,大家有什麼反應?
[00:07:22.600 --> 00:07:26.600]  - 所以你可以想象耶穌說祂自己是人子的時候,大家有什麼反應?
[00:07:26.600 --> 00:07:33.600]  - 所以大家可以想象耶穌當祂說祂自己是人子的時候,其他人是怎樣的一個反應?
[00:07:33.600 --> 00:07:37.600]  - 所以在這裏我們可以有一個領悟
[00:07:37.600 --> 00:07:37.600]  - 所以在這裏我們可以有一個領悟
[00:07:37.600 --> 00:07:39.600]  - 所以在這裏我們可以有一個領悟
[00:07:39.600 --> 00:07:44.600]  - 得勝掌權的這一位
[00:07:44.600 --> 00:07:44.600]  - 得勝掌權的這一位
[00:07:44.600 --> 00:07:46.600]  - 得勝掌權的這一位
[00:07:46.600 --> 00:07:50.600]  - 它並不是一個更兇更惡的角色
[00:07:50.600 --> 00:07:50.600]  - 它並不是一個更兇更惡的角色
[00:07:50.600 --> 00:07:53.600]  - 它並不是一個更兇更惡的角色
[00:07:53.600 --> 00:07:55.600]  - 而是個人子
[00:07:55.600 --> 00:07:55.600]  - 而是個人子
[00:07:55.600 --> 00:07:56.600]  - 而是個人子
[00:07:56.600 --> 00:07:58.600]  - 就是一個人的樣子
[00:07:58.600 --> 00:07:58.600]  - 就是一個人的樣子
[00:07:58.600 --> 00:08:00.600]  - 就是一個人的樣子
[00:08:00.600 --> 00:08:02.600]  - 你想我們一般的邏輯
[00:08:02.600 --> 00:08:04.160]  你想想我們一般的邏輯
[00:08:04.160 --> 00:08:06.720]  打遊戲或者是下棋什麼的
[00:08:06.720 --> 00:08:11.600]  打遊戲或者是捉棋的時候
[00:08:11.600 --> 00:08:13.400]  對方出四個獸
[00:08:13.400 --> 00:08:14.800]  對方出了四隻獸
[00:08:14.800 --> 00:08:15.960]  你該出什麼呀
[00:08:15.960 --> 00:08:18.240]  你應該出什麼呢
[00:08:18.240 --> 00:08:21.120]  你會不會想象可以出哥斯拉呀一類的
[00:08:21.120 --> 00:08:24.400]  你可以想象可以出一隻哥斯拉之類的
[00:08:24.400 --> 00:08:25.800]  這樣才能鬥得過他嗎
[00:08:25.800 --> 00:08:28.280]  這樣纔可以打得過他
[00:08:28.280 --> 00:08:30.680]  就好像說對方每一個獸
[00:08:30.680 --> 00:08:33.000]  能夠給你造成一萬點的傷害
[00:08:33.000 --> 00:08:34.240]  就好像對方每一隻獸
[00:08:34.240 --> 00:08:36.320]  可以給你造成一萬點的傷害
[00:08:36.320 --> 00:08:37.360]  你出一個五萬的
[00:08:37.360 --> 00:08:38.360]  你不就贏了他了嗎
[00:08:38.360 --> 00:08:39.320]  你出一個五萬的
[00:08:39.320 --> 00:08:40.320]  那不是贏出去了嗎
[00:08:40.320 --> 00:08:41.320]  但不是這樣
[00:08:41.320 --> 00:08:42.840]  其實不是這樣的
[00:08:42.840 --> 00:08:45.800]  這海和其中等
[00:08:45.800 --> 00:08:49.240]  的海和其中等
[00:08:49.240 --> 00:08:51.200]  就是世界的權勢嘛
[00:08:51.200 --> 00:08:53.320]  就是世界的權勢
[00:08:53.320 --> 00:08:55.200]  但它勝不過創造主的
[00:08:55.200 --> 00:08:58.960]  當然是勝不過創造主的
[00:08:58.960 --> 00:09:01.640]  聖民是靠基督得勝的
[00:09:01.640 --> 00:09:05.000]  聖民是靠基督得勝
[00:09:05.000 --> 00:09:09.840]  聖民的國是靠我們的基督來穩固的
[00:09:09.840 --> 00:09:12.840]  聖民的國是靠基督來穩固的
[00:09:12.840 --> 00:09:13.960]  直到永遠
[00:09:13.960 --> 00:09:16.720]  直到永遠
[00:09:16.720 --> 00:09:20.800]  世界有很多很強勢的東西是讓我們畏懼的
[00:09:20.800 --> 00:09:24.160]  世界有很多很強勢的東西是令到我們很畏懼的
[00:09:24.160 --> 00:09:26.720]  我想說的不是什麼原子彈一類的
[00:09:26.720 --> 00:09:29.440]  我想說的不是什麼原子彈一類的
[00:09:29.440 --> 00:09:33.680]  是因爲我們人就在這些力量的統治之下
[00:09:33.680 --> 00:09:36.840]  因爲我們人就在這些力量的統治之下
[00:09:36.840 --> 00:09:39.000]  我們在這種陰影裏生存
[00:09:39.000 --> 00:09:41.200]  我們在這些陰影裏面生存
[00:09:41.200 --> 00:09:43.760]  他們從一般的角度來說
[00:09:43.760 --> 00:09:45.080]  從一般的角度來說
[00:09:45.080 --> 00:09:47.280]  它不是完全徹底的壞東西的
[00:09:47.280 --> 00:09:49.680]  它不是徹底的壞的東西
[00:09:49.680 --> 00:09:53.080]  而是我們人生確實相關需要的
[00:09:53.080 --> 00:09:56.320]  而是我們人生確實是相關需要的
[00:09:56.320 --> 00:09:58.880]  但是卻在我們生命中掌權
[00:09:58.880 --> 00:10:00.960]  但是卻在我們生命當中掌權
[00:10:00.960 --> 00:10:02.640]  而且讓我們害怕
[00:10:02.640 --> 00:10:04.760]  而且令到我們很害怕的
[00:10:04.760 --> 00:10:06.280]  我簡單給你們介紹一下
[00:10:06.280 --> 00:10:07.840]  我簡單給你們介紹一下
[00:10:07.840 --> 00:10:09.360]  我簡單給你們介紹一下
[00:10:09.360 --> 00:10:12.720]  有一個長輩曾經說過一句話
[00:10:12.720 --> 00:10:14.880]  有一個長輩曾經說過一句話
[00:10:14.880 --> 00:10:16.360]  就是閒聊天的時候說起來
[00:10:16.360 --> 00:10:18.280]  就是閒聊天的時候說起來
[00:10:18.280 --> 00:10:20.960]  他說人活一輩子
[00:10:20.960 --> 00:10:22.720]  他說人活着一輩子
[00:10:22.720 --> 00:10:24.360]  活得有滋有味
[00:10:24.360 --> 00:10:26.000]  活得有滋有味
[00:10:26.000 --> 00:10:26.920]  但是很累
[00:10:26.920 --> 00:10:28.840]  但是很累
[00:10:28.840 --> 00:10:32.440]  他當時一家都已經三代人了
[00:10:32.440 --> 00:10:34.520]  他當時一家都已經三代人了
[00:10:34.520 --> 00:10:36.280]  馬上就要四世同堂了
[00:10:36.280 --> 00:10:39.000]  馬上就要四世同堂了
[00:10:39.000 --> 00:10:41.480]  他這一輩子做過很多不同的職業
[00:10:41.480 --> 00:10:43.600]  他一輩子裏面做過很多不同的職業
[00:10:43.600 --> 00:10:45.120]  他養大了兩代人
[00:10:45.120 --> 00:10:47.560]  他養大了兩代人
[00:10:47.560 --> 00:10:49.800]  他就說人生還是有滋有味的
[00:10:49.800 --> 00:10:52.400]  他就說人生還是有滋有味的
[00:10:52.400 --> 00:10:53.600]  但是好累
[00:10:53.600 --> 00:10:55.800]  但是好累
[00:10:55.800 --> 00:10:57.480]  所以我就給他做了個總結
[00:10:57.480 --> 00:10:59.560]  所以我就給他做了個總結
[00:10:59.560 --> 00:11:01.360]  這不就是苦中作樂嗎
[00:11:01.360 --> 00:11:06.600]  這不就是苦中作樂嗎
[00:11:06.600 --> 00:11:08.520]  第一種權勢
[00:11:08.520 --> 00:11:10.240]  第一種權勢
[00:11:10.240 --> 00:11:13.520]  它在健康與衰殘之間
[00:11:13.520 --> 00:11:19.040]  它在健康與衰殘之間
[00:11:19.040 --> 00:11:21.560]  你仔細地去品一品這句話
[00:11:21.560 --> 00:11:24.440]  大家可以仔細地品一品這句話
[00:11:24.440 --> 00:11:27.360]  曾經有一個人說過一句挺不錯的話
[00:11:27.360 --> 00:11:29.760]  曾經有一個人說過一句挺不錯的話
[00:11:29.760 --> 00:11:30.960]  曾經有一個人說過一句挺不錯的話
[00:11:30.960 --> 00:11:32.440]  他說
[00:11:32.440 --> 00:11:33.920]  我痛恨死亡
[00:11:33.920 --> 00:11:35.320]  我痛恨死亡
[00:11:35.320 --> 00:11:38.120]  但是我比死亡還痛恨的是衰老
[00:11:38.120 --> 00:11:41.120]  但是我比死亡更加痛恨的就是衰老
[00:11:41.120 --> 00:11:43.160]  因爲死你躲不過
[00:11:43.160 --> 00:11:44.720]  因爲死你是躲不過的
[00:11:44.720 --> 00:11:45.520]  那就算了
[00:11:45.520 --> 00:11:46.480]  那就算了
[00:11:46.480 --> 00:11:47.960]  但是這個衰老
[00:11:47.960 --> 00:11:48.840]  但是這個衰老
[00:11:48.840 --> 00:11:54.440]  眼看着來你還越來越受制於它
[00:11:54.440 --> 00:11:55.120]  看着它來
[00:11:55.120 --> 00:11:57.520]  還越來越受制於它
[00:11:57.520 --> 00:12:00.360]  所以尤其是那種突如其來的問題
[00:12:00.360 --> 00:12:01.200]  身體的問題
[00:12:01.200 --> 00:12:04.960]  尤其是那些身體突如其來的問題
[00:12:04.960 --> 00:12:08.480]  一瞬間可以改變你早已經習慣的一切
[00:12:08.480 --> 00:12:12.440]  一瞬間就可以改變你早已經習慣的一切
[00:12:12.440 --> 00:12:16.360]  你已經各方面都已經很有
[00:12:16.360 --> 00:12:16.800]  怎麼說呢
[00:12:16.800 --> 00:12:18.040]  很穩了
[00:12:18.040 --> 00:12:19.920]  你各方面已經很穩固了
[00:12:19.920 --> 00:12:21.840]  然後突然一下子就全沒了
[00:12:21.840 --> 00:12:24.320]  然後突然一下子就全部沒了
[00:12:24.320 --> 00:12:26.400]  然後一開始還在照顧別人
[00:12:26.400 --> 00:12:28.600]  而且你一開始還在照顧着其他人
[00:12:28.600 --> 00:12:30.560]  然後突然一下子別人都圍着你轉
[00:12:30.560 --> 00:12:34.520]  然後突然其他人都圍着你來轉
[00:12:34.520 --> 00:12:38.560]  所以這種老和病
[00:12:38.560 --> 00:12:40.800]  所以這種老和病
[00:12:40.800 --> 00:12:43.120]  就讓我們感覺非常的受制
[00:12:43.120 --> 00:12:45.840]  就令到我們感受到非常之受剋制
[00:12:45.840 --> 00:12:48.080]  所以我們會健身
[00:12:48.080 --> 00:12:49.520]  所以我們會健身
[00:12:49.520 --> 00:12:51.240]  我們會健康飲食
[00:12:51.240 --> 00:12:52.960]  我們會有健康飲食
[00:12:52.960 --> 00:12:56.280]  我們會喫點一些什麼保健品來養生
[00:12:56.280 --> 00:12:59.120]  我們會喫一些保健品來養生
[00:12:59.120 --> 00:13:01.360]  然後現在微信的朋友圈
[00:13:01.360 --> 00:13:03.080]  現在微信的朋友圈
[00:13:03.080 --> 00:13:05.280]  超過一半全是這方面的
[00:13:05.280 --> 00:13:08.200]  超過一半的信息都是關於這方面的
[00:13:08.200 --> 00:13:10.440]  所以其實對於我們人來說
[00:13:10.440 --> 00:13:12.560]  這真的是一種陰影
[00:13:12.560 --> 00:13:14.440]  所以這些對於我們人來說
[00:13:14.440 --> 00:13:15.560]  確實是一種陰影
[00:13:15.560 --> 00:13:17.160]  我們隨時就活在這種
[00:13:17.160 --> 00:13:18.960]  我們會不會有問題
[00:13:18.960 --> 00:13:20.680]  我們會不會越來越衰弱的
[00:13:20.680 --> 00:13:21.920]  這樣的擔心裏
[00:13:21.920 --> 00:13:23.480]  我們隨時就會活在這種
[00:13:23.480 --> 00:13:24.640]  我們會不會有問題
[00:13:24.640 --> 00:13:26.560]  會不會衰弱
[00:13:26.560 --> 00:13:28.760]  這種的擔憂裏面
[00:13:28.760 --> 00:13:30.720]  我們真的不想看到那天
[00:13:30.720 --> 00:13:33.240]  我們真的不想看到那一天
[00:13:33.240 --> 00:13:34.360]  然後第二種呢
[00:13:34.360 --> 00:13:35.480]  然後第二種呢
[00:13:35.480 --> 00:13:37.880]  就是成功與挫敗之間
[00:13:37.880 --> 00:13:41.520]  就是成功和挫敗之間
[00:13:41.520 --> 00:13:42.920]  我說的成功並不是說
[00:13:42.920 --> 00:13:45.840]  你一定要成爲什麼很有錢
[00:13:45.840 --> 00:13:46.920]  很有錢那種人
[00:13:46.920 --> 00:13:49.120]  我所說的成功並不是說
[00:13:49.120 --> 00:13:51.160]  你成爲很有錢很有錢的那種人
[00:13:51.160 --> 00:13:53.040]  讓你的公司有一天能上市
[00:13:53.040 --> 00:13:54.760]  讓你的公司可以上市
[00:13:54.760 --> 00:13:55.640]  不是這個意思
[00:13:55.640 --> 00:13:56.800]  並不是這個意思
[00:13:56.800 --> 00:13:59.760]  我們很點滴的小事
[00:13:59.760 --> 00:14:01.200]  我們都希望能成功
[00:14:01.200 --> 00:14:02.000]  不是嗎
[00:14:02.000 --> 00:14:03.320]  我們很點滴的小事
[00:14:03.320 --> 00:14:05.000]  都很想它成功
[00:14:05.000 --> 00:14:05.640]  不是嗎
[00:14:05.640 --> 00:14:08.960]  小到你早餐你煎一顆蛋
[00:14:08.960 --> 00:14:11.560]  小到你早餐的時候煎一顆蛋
[00:14:11.560 --> 00:14:14.200]  你希望煎成中間是軟軟的
[00:14:14.200 --> 00:14:15.280]  溏心的那樣
[00:14:15.280 --> 00:14:18.040]  你都希望將它煎成中間是很軟的
[00:14:18.040 --> 00:14:19.160]  好像溏心蛋一樣
[00:14:19.160 --> 00:14:20.880]  結果你走了下神
[00:14:20.880 --> 00:14:24.360]  結果你走了一剎神
[00:14:24.360 --> 00:14:25.800]  那個蛋老了
[00:14:25.800 --> 00:14:27.000]  中圈不軟了
[00:14:27.000 --> 00:14:28.480]  那個蛋就煎老了
[00:14:28.480 --> 00:14:29.520]  中間不軟了
[00:14:29.520 --> 00:14:30.640]  或者火太大
[00:14:30.640 --> 00:14:31.680]  或者火太大
[00:14:31.680 --> 00:14:33.360]  有些地方都黑了焦了
[00:14:33.360 --> 00:14:35.560]  有些地方都煎焦了
[00:14:35.560 --> 00:14:36.960]  其實就是一種挫敗
[00:14:36.960 --> 00:14:38.280]  其實就是一種挫敗
[00:14:38.280 --> 00:14:39.440]  然後你就不開心
[00:14:39.440 --> 00:14:40.480]  然後你就不開心了
[00:14:40.480 --> 00:14:41.720]  那很有可能的
[00:14:41.720 --> 00:14:43.040]  很有可能的這種
[00:14:43.040 --> 00:14:44.760]  那大到你的學業
[00:14:44.760 --> 00:14:45.760]  大到你的學業
[00:14:45.760 --> 00:14:46.800]  你的事業
[00:14:46.800 --> 00:14:48.080]  你的事業
[00:14:48.080 --> 00:14:50.680]  甚至咱們教會中的侍奉的各個崗位
[00:14:50.680 --> 00:14:53.440]  甚至是我們教會侍奉當中的各個崗位
[00:14:53.440 --> 00:14:54.920]  你都希望成功
[00:14:54.920 --> 00:14:56.240]  你都希望成功
[00:14:56.240 --> 00:14:58.240]  但是你就逃不掉會挫敗
[00:14:58.240 --> 00:15:00.600]  但是你又逃避不了會挫敗
[00:15:00.600 --> 00:15:03.080]  而且有句老話不說
[00:15:03.080 --> 00:15:06.080]  人生在世不如一時之八九
[00:15:06.080 --> 00:15:09.960]  有句老話不是說人生在世不如二十之八九
[00:15:09.960 --> 00:15:11.960]  你的計劃沒有變化快
[00:15:11.960 --> 00:15:14.240]  你的計劃沒有變化快
[00:15:14.240 --> 00:15:16.320]  你真的有的時候就像那個豹子一樣
[00:15:16.320 --> 00:15:18.520]  突然之間你就發現一團糟
[00:15:18.520 --> 00:15:20.600]  有些時候你就好像那隻豹一樣
[00:15:20.600 --> 00:15:23.160]  突然之間就一團糟
[00:15:23.160 --> 00:15:24.920]  所以我們就活在這樣的
[00:15:24.920 --> 00:15:26.360]  可以說是陰影之下
[00:15:26.360 --> 00:15:29.560]  所以我們就活在這種這樣的陰影之下
[00:15:29.560 --> 00:15:33.440]  那種要得到成功來統治了我們
[00:15:33.440 --> 00:15:36.640]  這種是要得到成功來統治了我們
[00:15:36.640 --> 00:15:39.960]  讓我們經常會無所不用其極
[00:15:39.960 --> 00:15:43.880]  讓我們經常無所不用其極
[00:15:43.880 --> 00:15:48.000]  然後第三個就是和諧與傷害之間
[00:15:48.000 --> 00:15:52.120]  然後第三種就是和諧與傷害之間
[00:15:52.120 --> 00:15:54.080]  我們當然希望都很和諧了
[00:15:54.080 --> 00:15:56.120]  我們當然希望都很和諧
[00:15:56.120 --> 00:15:58.240]  你的夫妻關係
[00:15:58.240 --> 00:15:59.240]  夫妻關係
[00:15:59.240 --> 00:16:00.560]  你的親子關係
[00:16:00.560 --> 00:16:01.680]  親子關係
[00:16:01.680 --> 00:16:03.840]  你在讀書
[00:16:03.840 --> 00:16:05.360]  你的同學老師
[00:16:05.360 --> 00:16:07.520]  讀書時候的老師同學之間的關係
[00:16:07.520 --> 00:16:08.920]  然後你做工的時候
