
[00:00:00.000 --> 00:00:04.560]  我們今天的講題是要竭力保守你的耳朵
[00:06:57.920 --> 00:07:00.240]  我們也聽從屬靈的領袖
[00:07:00.240 --> 00:07:03.320]  教導神話語的時候
[00:07:03.320 --> 00:07:05.160]  聽清楚我講嗎
[00:07:05.160 --> 00:07:07.080]  當他不是在說神的話
[00:07:07.080 --> 00:07:09.000]  他在說個人的喜好的話
[00:07:09.000 --> 00:07:10.480]  我們可以有聽
[00:07:10.480 --> 00:07:12.480]  可以有不聽的時候
[00:07:12.480 --> 00:07:14.680]  但如果他在說神的話的話
[00:07:14.680 --> 00:07:19.960]  我們就不能夠用歪理去扭曲
[00:07:19.960 --> 00:07:23.880]  這個就是謬妄的靈的意思
[00:07:23.880 --> 00:07:25.840]  說起來似乎很合理
[00:07:25.840 --> 00:07:27.520]  但實際是歪理
[00:07:27.520 --> 00:07:30.040]  濫用或引用其他的經文
[00:07:30.040 --> 00:07:32.280]  我們聽從神,不聽從人
[00:07:32.280 --> 00:07:34.640]  豈不是應當的利去成為了
[00:07:34.640 --> 00:07:36.000]  我們不聽從屬靈領袖
[00:07:36.000 --> 00:07:38.720]  教導神話的一個歪理的話
[00:07:38.720 --> 00:07:42.640]  這個也是在跟從一個謬妄的靈
[00:07:42.640 --> 00:07:45.280]  其實基本上就是邪靈
[00:07:45.280 --> 00:07:47.840]  當你多熟悉聖經也好
[00:07:47.840 --> 00:07:53.560]  你只是不斷用一些歪理去辯駁
[00:07:53.560 --> 00:07:55.800]  你不去跟從神的話的話
[00:07:55.800 --> 00:07:57.920]  你是在跟從的
[00:07:57.920 --> 00:07:59.400]  並不是真理的靈
[00:07:59.400 --> 00:08:02.360]  而是一個謬妄的靈
[00:08:02.360 --> 00:08:05.520]  這四類的人是不會聽從神的話
[00:08:05.520 --> 00:08:07.800]  但我們今天怎樣去聽
[00:08:07.800 --> 00:08:09.000]  如果我們很想去聽
[00:08:09.000 --> 00:08:10.120]  我們怎樣去聽
[00:08:10.120 --> 00:08:12.920]  這是另一個很重要的課題
[00:08:12.920 --> 00:08:14.560]  在《生命記》第六章第四節
[00:08:14.560 --> 00:08:19.000]  是猶太人至少第一個接觸的經文
[00:08:19.000 --> 00:08:21.840]  也是他們常常要背誦的經文
[00:08:21.840 --> 00:08:22.920]  這個經文說甚麼呢
[00:08:22.920 --> 00:08:26.160]  它說:以色列,你要聽
[00:08:26.160 --> 00:08:29.600]  跟你戒嚴提卿說一聲,你要聽
[00:08:29.600 --> 00:08:35.440]  猶太人至少要背誦的是「聽」
[00:08:35.440 --> 00:08:37.400]  要學習「聽」
[00:08:37.400 --> 00:08:39.600]  這是很重要的事情
[00:08:39.600 --> 00:08:42.680]  耶穌說:我們的神是讀一個主要
[00:08:42.680 --> 00:08:46.760]  盡心盡性盡力愛耶穌說:你的實
[00:08:46.760 --> 00:08:48.960]  盡你一切的可能
[00:08:48.960 --> 00:08:49.680]  所以弟兄姊妹
[00:08:49.680 --> 00:08:54.240]  給你旁邊的那位掌聲
[00:08:54.240 --> 00:08:56.320]  盡你的能力沒有遲到回來
[00:08:56.320 --> 00:08:59.600]  是很重要的
[00:08:59.600 --> 00:09:01.760]  為甚麼我們要這樣做呢
[00:09:01.760 --> 00:09:02.840]  我們為甚麼要這樣做呢
[00:09:02.840 --> 00:09:06.840]  我不是為了教會的規條的要求這麼簡單
[00:09:06.840 --> 00:09:09.440]  沒錯,我們明白我們諒解教會的地方不夠
[00:09:09.440 --> 00:09:11.120]  所以我們唯有要這樣做
[00:09:11.120 --> 00:09:13.600]  但同時我們能夠這麼早回來
[00:09:13.600 --> 00:09:17.200]  是因為我要去敬畏神,去敬拜神
[00:09:17.200 --> 00:09:18.320]  但當然了
[00:09:18.320 --> 00:09:20.200]  有謬妄的靈就這樣說
[00:09:20.200 --> 00:09:21.840]  敬畏神,敬拜神
[00:09:21.840 --> 00:09:22.880]  在任何地方都可以
[00:09:22.880 --> 00:09:25.200]  你沒有讀《約翰福音》嗎
[00:09:25.200 --> 00:09:27.720]  我在家裏的床上敬拜都可以
[00:09:27.720 --> 00:09:34.520]  這個叫謬妄的靈
[00:09:34.520 --> 00:09:36.320]  如果人是吃也行,不吃也行
[00:09:36.320 --> 00:09:39.040]  那你為甚麼不選擇不吃呢
[00:09:39.040 --> 00:09:41.120]  你聽不聽得懂我講
[00:09:41.120 --> 00:09:43.320]  這是一個謬妄的靈
[00:09:43.320 --> 00:09:43.880]  為甚麼
[00:09:43.880 --> 00:09:46.640]  就是我們那種歪曲末謬的心靈
[00:09:46.640 --> 00:09:47.680]  我們很熟悉聖經
[00:09:47.680 --> 00:09:50.920]  越熟悉聖經,我們越將聖經跟你去辯駁
[00:09:50.920 --> 00:09:51.800]  越去辯駁的時候
[00:09:51.800 --> 00:09:53.120]  最終的目的就是
[00:09:53.120 --> 00:09:56.840]  我想逃避不聽神的話
[00:09:56.840 --> 00:09:58.080]  我想逃避不聽神的話
[00:09:58.080 --> 00:10:00.360]  這是很恐怖的事
[00:10:00.360 --> 00:10:00.880]  我告訴你
[00:10:00.880 --> 00:10:03.160]  我從小成長的教會
[00:10:03.160 --> 00:10:04.720]  是一間很嚴謹的教會
[00:10:04.720 --> 00:10:06.600]  不准看電影,不准喝酒
[00:10:06.600 --> 00:10:07.960]  有一次我去燒烤
[00:10:07.960 --> 00:10:10.800]  有一個讀中六的大姐姐
[00:10:10.800 --> 00:10:14.760]  她去買一罐啤酒
[00:10:14.760 --> 00:10:16.840]  出現在我們群眾裏面
[00:10:16.840 --> 00:10:19.760]  你知不知道這對我們來說是很恐怖的事情
[00:10:19.760 --> 00:10:22.120]  因為牧師講明不准喝酒
[00:10:22.120 --> 00:10:23.480]  怎會燒烤時
[00:10:23.480 --> 00:10:24.640]  突然有一個大姐姐
[00:10:24.640 --> 00:10:26.920]  她的屬靈是高級的
[00:10:26.920 --> 00:10:28.360]  回教會比我們還要久
[00:10:28.360 --> 00:10:30.280]  她買一罐啤酒出現在我們面前
[00:10:30.280 --> 00:10:30.800]  我們就說
[00:10:30.800 --> 00:10:32.200]  嘩,你喝酒呀
[00:10:32.200 --> 00:10:33.160]  不可以的
[00:10:33.160 --> 00:10:34.400]  哪一段經文說不可以的
[00:10:34.400 --> 00:10:35.800]  耶穌也喝酒了
[00:10:35.800 --> 00:10:38.760]  嘩
[00:10:38.760 --> 00:10:39.760]  大家不吭一聲
[00:10:39.760 --> 00:10:41.280]  不吭一聲
[00:10:41.280 --> 00:10:42.320]  但接著我說
[00:10:42.320 --> 00:10:43.440]  凡事多可行
[00:10:43.440 --> 00:10:44.600]  但不都有益處
[00:10:44.600 --> 00:10:45.800]  你會令我們叛賭
[00:10:45.800 --> 00:10:48.520]  你們叛賭關我甚麼事
[00:10:48.520 --> 00:10:50.040]  兄弟姐妹
[00:10:50.040 --> 00:10:51.280]  你明不明白我講的
[00:10:51.280 --> 00:10:53.800]  聖經成為了一個人
[00:10:53.800 --> 00:10:55.920]  去跟從自己的意願
[00:10:55.920 --> 00:10:59.960]  沒有體恤別人的需要
[00:10:59.960 --> 00:11:01.480]  我們明白的
[00:11:01.480 --> 00:11:03.520]  我們明白的聖經越多
[00:11:03.520 --> 00:11:06.000]  但我們反而要詛咒那些
[00:11:06.000 --> 00:11:08.240]  對聖經不熟悉的人
[00:11:08.240 --> 00:11:09.920]  我們明白的聖經越多
[00:11:09.920 --> 00:11:12.240]  越看不起對聖經不熟悉的人
[00:11:12.240 --> 00:11:13.360]  這叫驕傲
[00:11:13.360 --> 00:11:14.640]  這叫狂傲
[00:11:14.640 --> 00:11:16.800]  反而越明白聖經越多
[00:11:16.800 --> 00:11:20.720]  我們越要體恤那些不明白聖經的人
[00:11:20.720 --> 00:11:23.040]  所以保羅在《哥倫多前書》勸喻說
[00:11:23.040 --> 00:11:27.160]  其實吃不吃那些拜過偶像的肉
[00:11:27.160 --> 00:11:28.320]  是無所謂的
[00:11:28.320 --> 00:11:30.880]  因為我們不相信那個神是真的
[00:11:30.880 --> 00:11:33.560]  但為了免得別人軟弱的緣故
[00:11:33.560 --> 00:11:35.520]  我就揀選不吃了
[00:11:35.520 --> 00:11:36.720]  所以你要記清楚
[00:11:36.720 --> 00:11:38.000]  真理就是真理
[00:11:38.000 --> 00:11:39.920]  但做人就是做人
[00:11:39.920 --> 00:11:42.440]  真理和做人兩者要結合
[00:11:42.440 --> 00:11:44.240]  是可以沒有矛盾的
[00:11:44.240 --> 00:11:45.720]  我們不可以只講真理
[00:11:45.720 --> 00:11:47.360]  只講真理不懂做人的人
[00:11:47.360 --> 00:11:51.600]  是很多人恨你的
[00:11:51.600 --> 00:11:53.120]  我們要懂得做人
[00:11:53.120 --> 00:11:56.160]  這是一個很重要的事情
[00:11:56.160 --> 00:11:58.080]  《生命記》第一句
[00:11:58.080 --> 00:12:00.320]  第一個字是「華」
[00:12:00.320 --> 00:12:03.440]  通常聖經的書名
[00:12:03.440 --> 00:12:06.440]  是用了那本書的第一個字
[00:12:06.440 --> 00:12:08.720]  成為了它的書名
[00:12:08.720 --> 00:12:10.240]  這個「華」的意思就是
[00:12:10.240 --> 00:12:12.000]  摩西在河東
[00:12:12.000 --> 00:12:16.200]  是代表上帝向會眾所講的話
[00:12:16.200 --> 00:12:19.920]  也代表著百姓要聽摩西的話
[00:12:19.920 --> 00:12:23.440]  因為摩西是在傳講神的話
[00:12:23.440 --> 00:12:24.840]  這是很重要的事情
[00:12:24.840 --> 00:12:26.240]  今天我們要知道
[00:12:26.240 --> 00:12:29.680]  我們要學習去聽神的話
[00:12:29.680 --> 00:12:33.440]  跟你隔壁的廣西人要學習聽神的話
[00:12:33.440 --> 00:12:34.360]  當然我們明白
[00:12:34.360 --> 00:12:35.480]  在《生命記》裏面講的
[00:12:35.480 --> 00:12:37.880]  聽是包括謹守遵行神的話
[00:12:37.880 --> 00:12:39.320]  不只是單單聽
[00:12:39.320 --> 00:12:41.000]  不過我們要遵行神的話
[00:12:41.000 --> 00:12:42.880]  第一件事先要學會聽
[00:12:42.880 --> 00:12:43.720]  如果你不聽
[00:12:43.720 --> 00:12:44.440]  我們就沒有辦法遵行
[00:12:44.440 --> 00:12:45.480]  對嗎
[00:12:45.480 --> 00:12:48.600]  所以猶太人和我們廣東人
[00:12:48.600 --> 00:12:49.840]  真的很相似
[00:12:49.840 --> 00:12:50.960]  我們經常說
[00:12:50.960 --> 00:12:53.880]  這個人都不聽「華」
[00:12:53.880 --> 00:12:55.160]  這個人很聽「華」
[00:12:55.160 --> 00:12:56.080]  甚麼意思
[00:12:56.080 --> 00:12:57.240]  很聽「華」就是聽我「華」
[00:12:57.240 --> 00:12:58.240]  你明白嗎
[00:12:58.240 --> 00:13:00.120]  他不聽「華」就是不聽我「華」
[00:13:00.120 --> 00:13:01.800]  即是不聽我講
[00:13:01.800 --> 00:13:03.160]  他經常聽他老師「華」
[00:13:03.160 --> 00:13:04.160]  不聽我「華」
[00:13:04.160 --> 00:13:05.280]  這個人很不聽「華」
[00:13:05.280 --> 00:13:08.480]  你就明白廣東話那種傳神
[00:13:08.480 --> 00:13:11.320]  其實在《生命記》也是同樣的意思
[00:13:11.320 --> 00:13:14.880]  我們聽神的話是包括了謹守遵行
[00:13:14.880 --> 00:13:16.880]  但如果我們聽都聽不進的話
[00:13:16.880 --> 00:13:18.240]  我們又怎麼會遵行呢
[00:13:18.240 --> 00:13:19.000]  第二
[00:13:19.000 --> 00:13:21.240]  我們要聽先知的話
[00:13:21.240 --> 00:13:23.120]  在舊約裏面
[00:13:23.120 --> 00:13:26.040]  先知就是一個代言人
[00:13:26.040 --> 00:13:28.280]  是上帝和人中間人
[00:13:28.280 --> 00:13:31.640]  他是代表上帝向群眾宣講神的話的
[00:13:31.640 --> 00:13:32.880]  就是先知
[00:13:32.880 --> 00:13:35.600]  但在這裏我要花長一點時間去解釋
[00:13:35.600 --> 00:13:37.400]  這個很重要的概念
[00:13:37.400 --> 00:13:38.800]  在新約裏面
[00:13:38.800 --> 00:13:41.840]  先知的角色和功能
[00:13:41.840 --> 00:13:46.080]  已經比舊約不一樣了
[00:13:46.080 --> 00:13:47.960]  我們留意兩個很重要的要點
[00:13:47.960 --> 00:13:48.920]  包括第一
[00:13:48.920 --> 00:13:54.480]  保羅仍然要上到羅馬去上訴的時候
[00:13:54.480 --> 00:13:56.080]  有個先知走來跟他講
[00:13:56.080 --> 00:13:59.520]  你要好像這樣的情況下上去
[00:13:59.520 --> 00:14:02.040]  用綁著他的手腳
[00:14:02.040 --> 00:14:06.480]  就說他必須要被綑綁上去羅馬的地方
[00:14:06.480 --> 00:14:08.920]  所以所有群眾就來勸喻保羅
[00:14:08.920 --> 00:14:09.920]  不要去
[00:14:09.920 --> 00:14:12.560]  保羅說我一定要去
[00:14:12.560 --> 00:14:16.560]  他一定要去就反而不聽先知的說話
[00:14:16.560 --> 00:14:18.320]  在這段經文裏面有兩個要點我們要留意的
[00:14:18.320 --> 00:14:18.840]  第一
[00:14:18.840 --> 00:14:20.400]  先知現在在講預言
[00:14:20.400 --> 00:14:22.560]  但他沒有叫保羅不要去
[00:14:22.560 --> 00:14:24.720]  是隔壁的人叫他不要去
[00:14:24.720 --> 00:14:25.600]  第二
[00:14:25.600 --> 00:14:27.120]  先知這個預言
[00:14:27.120 --> 00:14:30.760]  保羅選取的要應驗這個預言
[00:14:30.760 --> 00:14:31.920]  為甚麼這樣說呢
[00:14:31.920 --> 00:14:37.160]  因為新約裏面試圖的權柄比先知更大
[00:14:37.160 --> 00:14:38.160]  聽清楚我講
[00:14:38.160 --> 00:14:41.560]  在新約裏面試圖的權柄比先知更大
[00:14:41.560 --> 00:14:45.680]  所以現在很多01運動的先知運動
[00:14:45.680 --> 00:14:50.400]  其實是將教會帶回去舊約
[00:14:50.400 --> 00:14:52.360]  聽清楚我講
[00:14:52.360 --> 00:14:54.840]  現在01運動的先知運動
[00:14:54.840 --> 00:14:58.360]  其實是將信徒帶回去舊約
[00:14:58.360 --> 00:14:59.360]  因為在新約裏面
[00:14:59.360 --> 00:15:01.160]  我們第二個要點要講的就是
[00:15:01.160 --> 00:15:02.680]  先知是甚麼來的
[00:15:02.680 --> 00:15:04.720]  在哥倫多前書14章裏面講
[00:15:04.720 --> 00:15:05.960]  和你隔壁的兄弟講一聲
[00:15:05.960 --> 00:15:09.600]  你都可以成為先知
[00:15:09.600 --> 00:15:12.960]  每一個信徒都可以成為先知
[00:15:12.960 --> 00:15:14.280]  在哥倫多前書14章裏面
[00:15:14.280 --> 00:15:16.480]  他說先知講道之能
[00:15:16.480 --> 00:15:19.040]  是我們每一個信徒應該項目的
[00:15:19.040 --> 00:15:20.200]  是在講甚麼回事
[00:15:20.200 --> 00:15:22.320]  這個和舊約的先知很不一樣
[00:15:22.320 --> 00:15:23.960]  舊約的先知會走來跟你講
[00:15:23.960 --> 00:15:26.720]  耶和華如此說
[00:15:26.720 --> 00:15:28.200]  但在新約的先知
[00:15:28.200 --> 00:15:31.400]  他已經變成了一個恩賜
[00:15:31.400 --> 00:15:33.400]  這個恩賜我就不會走來跟你講
[00:15:33.400 --> 00:15:35.480]  我在小組裏面突然走過來跟你講
[00:15:35.480 --> 00:15:36.920]  耶和華如此說
[00:15:36.920 --> 00:15:38.720]  很恐怖
[00:15:38.720 --> 00:15:40.360]  確實寧恩派很多弟兄姊妹
[00:15:40.360 --> 00:15:42.560]  他們在應用裏面真是這樣的
[00:15:42.560 --> 00:15:43.520]  我現在告訴你
[00:15:43.520 --> 00:15:44.640]  神要跟你這樣講
[00:15:44.640 --> 00:15:46.840]  這個是在新約裏面
[00:15:46.840 --> 00:15:49.600]  先知的功能已經不是這樣了
[00:15:49.600 --> 00:15:51.400]  舊約會是 新約不是
[00:15:51.400 --> 00:15:55.240]  所以凡是這樣去應用先知的功能的人
[00:15:55.240 --> 00:15:58.200]  是將教會帶回去舊約
[00:15:58.200 --> 00:16:02.040]  新約裏面先知已經不是一個獨特的位置
[00:16:02.040 --> 00:16:02.800]  為甚麼
[00:16:02.800 --> 00:16:06.160]  因為今天在人和神當中
[00:16:06.160 --> 00:16:10.440]  沒有任何的代理人
[00:16:10.440 --> 00:16:14.240]  在人和神當中沒有任何的代理人
[00:16:14.240 --> 00:16:16.400]  所以我們不可以再投靠先知
[00:16:16.400 --> 00:16:19.040]  反而我們會投靠聖靈的工作
[00:16:19.040 --> 00:16:23.160]  但是聖靈在群眾當中隨時會興起任何一個人
[00:16:23.160 --> 00:16:27.440]  是用了先知的功能跟你講說話
[00:16:27.440 --> 00:16:31.400]  我繼續多形容一點給你聽
[00:16:31.400 --> 00:16:36.920]  在一個小組或者你跟別人交往、傾談的過程裏面
