
[00:00:00.000 --> 00:00:01.760]  各位導演姐妹 平安
[00:02:50.160 --> 00:02:52.320]  我們抱著一個開放的態度
[00:02:52.320 --> 00:02:55.280]  讓神不斷帶領著我們
[00:02:55.280 --> 00:02:58.520]  讓我們不斷去學習、不斷地操練
[00:02:58.520 --> 00:03:00.800]  我們並不是好似漫無目的
[00:03:00.800 --> 00:03:05.440]  任何用不同的渠道去增值自己
[00:03:05.440 --> 00:03:07.840]  乃就是透過這位的神
[00:03:07.840 --> 00:03:09.240]  是我們的大目者
[00:03:09.240 --> 00:03:12.080]  祂會一生來引導我們
[00:03:12.080 --> 00:03:13.240]  願意我們屬靈生命
[00:03:13.240 --> 00:03:16.160]  都可以不斷地成長、成熟
[00:03:16.160 --> 00:03:18.720]  今天很想透過《老家福音》第十七章
[00:03:18.720 --> 00:03:21.400]  一至十節,跟大家分享一個題目
[00:03:21.400 --> 00:03:24.920]  就是「作主門徒應有的心態」
[00:03:24.920 --> 00:03:26.480]  究竟在聖經裏面
[00:03:26.480 --> 00:03:28.840]  耶穌有沒有試過教導門徒
[00:03:28.840 --> 00:03:33.040]  一些關乎心態上的調整呢?
[00:03:33.040 --> 00:03:36.920]  願意我們一起在神的話語上一同學習
[00:03:36.920 --> 00:03:40.240]  讓我們一起同心再一次去禱告
[00:03:40.240 --> 00:03:41.360]  神很感謝祢給我們
[00:03:41.360 --> 00:03:45.480]  有去研讀祢話語的機會
[00:03:45.480 --> 00:03:48.760]  盼望每一次當我們去讀祢話語
[00:03:48.760 --> 00:03:52.480]  我們去學習
[00:03:52.480 --> 00:03:55.760]  求祢聖靈親自的引導和幫助
[00:03:55.760 --> 00:03:57.440]  在這一刻我們要將我們的
[00:03:57.440 --> 00:04:00.280]  無論是我們說的、聽的都交託給祢
[00:04:00.280 --> 00:04:02.720]  求祢親自的祝福引導
[00:04:02.720 --> 00:04:06.400]  誠心禱告奉教主耶穌基督的名字而求
[00:04:06.400 --> 00:04:08.280]  阿們
[00:04:08.280 --> 00:04:10.840]  在剛才主席帶領我們讀的經文裏面
[00:04:10.840 --> 00:04:13.400]  《老家福音》第十七章一至十節
[00:04:13.400 --> 00:04:18.600]  我們發覺耶穌教導了四個不同的教訓
[00:04:18.600 --> 00:04:24.360]  第一個就是提醒門徒要小心伴導人
[00:04:24.360 --> 00:04:28.760]  第二三節四節就是一個饒恕人的心
[00:04:28.760 --> 00:04:32.800]  第五節六節關乎門徒對神的信心
[00:04:32.800 --> 00:04:36.760]  最後七節十節關乎到僕人的心態
[00:04:36.760 --> 00:04:42.720]  這四個課題彷似我們可以很獨立地去學習、研讀
[00:04:42.720 --> 00:04:47.600]  但是老家在這一處將他們放在一起的時候
[00:04:47.600 --> 00:04:49.800]  究竟有沒有一些關係呢?
[00:04:49.800 --> 00:04:52.080]  讓我們一起去發掘好嗎?
[00:04:52.080 --> 00:04:53.600]  首先第一節二節
[00:04:53.600 --> 00:04:58.680]  我們要小心避免在信仰上伴導別人
[00:04:58.680 --> 00:05:00.200]  耶穌又對門徒說
[00:05:00.200 --> 00:05:02.640]  「伴導人的事是免不了的
[00:05:02.640 --> 00:05:05.880]  但那伴導人的有禍了」
[00:05:05.880 --> 00:05:10.960]  很清晰以下下來的教訓是對門徒所說的
[00:05:10.960 --> 00:05:17.560]  伴導,不知道大家過去走路有沒有試過被「kick」到?
[00:05:17.560 --> 00:05:19.320]  很多人會抬頭
[00:05:19.320 --> 00:05:21.600]  試過和太太逛街
[00:05:21.600 --> 00:05:25.200]  突然間她會「試一試」,原來有「招皮」
[00:05:25.200 --> 00:05:27.080]  接著也試過在地面
[00:05:27.080 --> 00:05:28.960]  發覺其實以為是「平路」
[00:05:28.960 --> 00:05:31.280]  誰知原來當中石的那些階磚
[00:05:31.280 --> 00:05:33.520]  有一塊突了出來,不發覺的
[00:05:33.520 --> 00:05:35.960]  接著就被她「kick」一「kick」
[00:05:35.960 --> 00:05:39.400]  原來伴導是很形象化的
[00:05:39.400 --> 00:05:43.560]  人走路會無緣無故被「kick」到,跌倒了
[00:05:43.560 --> 00:05:45.640]  而在聖經裡面
[00:05:45.640 --> 00:05:49.120]  耶穌所說的這個「伴導人」是什麼意思呢?
[00:05:49.120 --> 00:05:53.080]  原來就是指一些阻礙人去到神那裡
[00:05:53.080 --> 00:05:54.160]  親近神
[00:05:54.160 --> 00:05:57.840]  或者是搖動人對神的信心
[00:05:57.840 --> 00:06:01.280]  甚至可能是一些試探、一些陷阱
[00:06:01.280 --> 00:06:07.000]  令人犯罪跌倒,離開正路的意思
[00:06:07.000 --> 00:06:10.320]  耶穌說「伴導人」的事是免不了的
[00:06:10.320 --> 00:06:12.120]  為什麼呢?
[00:06:12.120 --> 00:06:14.000]  在新漢語《易本》裡面
[00:06:14.000 --> 00:06:16.120]  這個不可能被免的
[00:06:16.120 --> 00:06:20.840]  更加直譯為「不可能不來」
[00:06:20.840 --> 00:06:25.400]  我們看看馬太福音第十八章七字八節
[00:06:25.400 --> 00:06:29.320]  原來馬太都有類同的記載耶穌的教導
[00:06:29.320 --> 00:06:32.800]  但是在「伴導人」的事是免不了的
[00:06:32.800 --> 00:06:37.120]  前後亦都補充了更豐富的信息
[00:06:37.120 --> 00:06:39.680]  在第七節裡面有提到
[00:06:39.680 --> 00:06:43.880]  「這世界有禍鳥,因為他使人跌倒」
[00:06:43.880 --> 00:06:47.400]  也就是說原來耶穌提醒我們
[00:06:47.400 --> 00:06:51.360]  在我們身處這個世界是充滿著一些陷阱
[00:06:51.360 --> 00:06:54.080]  是會令人跌倒的
[00:06:54.080 --> 00:06:55.400]  背後我們知道
[00:06:55.400 --> 00:06:58.480]  都是因為有魔鬼撒旦的工作
[00:06:58.480 --> 00:07:02.720]  魔鬼撒旦的名字的意思就是敵黨神
[00:07:02.720 --> 00:07:03.860]  神愛人
[00:07:03.860 --> 00:07:05.440]  神去引導人
[00:07:05.440 --> 00:07:07.680]  魔鬼撒旦就用盡一切方法
[00:07:07.680 --> 00:07:09.880]  去破壞人去到神那裡
[00:07:09.880 --> 00:07:13.960]  也破壞信徒和神之間的關係
[00:07:13.960 --> 00:07:19.320]  所以原來周遭都是充滿著一些敵黨神的勢力
[00:07:19.320 --> 00:07:22.160]  然後馬太也有一個記載就是說
[00:07:22.160 --> 00:07:26.000]  如果你一隻手或者一隻腳叫你跌倒
[00:07:26.000 --> 00:07:28.080]  就撞下來丟掉
[00:07:28.080 --> 00:07:30.600]  你少了一隻手一隻腳
[00:07:30.600 --> 00:07:37.640]  就永生比你整個人進入到神的刑罰火回裡面好
[00:07:37.640 --> 00:07:43.520]  當然我們知道這是一個更加誇張的描述手法
[00:07:43.520 --> 00:07:48.120]  目的是要人知道罪惡在人心裡面那種影響
[00:07:48.120 --> 00:07:54.160]  和那種很大的問題影響到我們
[00:07:54.160 --> 00:07:57.080]  如果我們真的一犯罪就把手腳斬斷的話
[00:07:57.080 --> 00:07:59.320]  我們真的沒有那麼多手腳被斬
[00:07:59.320 --> 00:08:01.880]  所以意思就是 正義就是說
[00:08:01.880 --> 00:08:07.480]  要我們留心罪惡在我們生命當中那種影響力
[00:08:07.480 --> 00:08:08.800]  然後耶穌就說
[00:08:08.800 --> 00:08:12.520]  「但那叛倒人的有禍了」
[00:08:12.520 --> 00:08:15.800]  就是說雖然原來叛倒人的事是免不了的
[00:08:15.800 --> 00:08:17.920]  為甚麼呢 因為外在有引誘
[00:08:17.920 --> 00:08:25.000]  人內心裡面也有容易傾向犯罪這樣的罪性
[00:08:25.000 --> 00:08:29.560]  但是那些設陷阱令到人跌倒的人
[00:08:29.560 --> 00:08:33.800]  原來是會受到神的懲治的
[00:08:33.800 --> 00:08:36.000]  如果我們根據《路加福音》的上下文
[00:08:36.000 --> 00:08:39.600]  我們要知道耶穌所指的叛倒人
[00:08:39.600 --> 00:08:42.080]  大概也是指當時在十六章裡面
[00:08:42.080 --> 00:08:44.560]  都有提過一班法律賽人
[00:08:44.560 --> 00:08:47.840]  他們基本上應該是在宗教信仰上面
[00:08:47.840 --> 00:08:49.960]  可以作一個領導
[00:08:49.960 --> 00:08:55.240]  一個帶領群眾去認識神 敬拜神這樣的角色
[00:08:55.240 --> 00:08:56.360]  但是很明顯
[00:08:56.360 --> 00:09:03.520]  耶穌也多次斥責當時一些偏差了的法律賽人和律法師
[00:09:03.520 --> 00:09:08.000]  耶穌指出他們是貪愛錢財 是假無為意
[00:09:08.000 --> 00:09:11.960]  所以也提醒信徒要小心
[00:09:11.960 --> 00:09:13.320]  耶穌繼續說
[00:09:13.320 --> 00:09:16.560]  「人若把這些小子中一個叛倒的
[00:09:16.560 --> 00:09:20.440]  還不如把磨石生在這個人的頸項上面
[00:09:20.440 --> 00:09:22.640]  雕在海中」
[00:09:22.640 --> 00:09:26.520]  「小子」是指不僅僅是年紀 是年輕人
[00:09:26.520 --> 00:09:30.800]  也就是說在信仰上面都是很幼嫩的信徒
[00:09:30.800 --> 00:09:34.120]  也是主所看顧的對象
[00:09:34.120 --> 00:09:37.880]  如果有人令到這些小子跌倒的話
[00:09:37.880 --> 00:09:42.520]  就要他跟一個大磨石綁在一起 丟到海裡
[00:09:42.520 --> 00:09:46.840]  大磨石原來也是古代以色列人
[00:09:46.840 --> 00:09:50.400]  他們可能用來磨一些橄欖
[00:09:50.400 --> 00:09:53.520]  以致可以榨出一些橄欖油
[00:09:53.520 --> 00:09:57.000]  或者一些穀物 以致更好的被利用
[00:09:57.000 --> 00:09:59.240]  是很大的 是很重的
[00:09:59.240 --> 00:10:01.400]  如果綁著你 丟到海裡
[00:10:01.400 --> 00:10:04.080]  你會覺得是發生什麼事?
[00:10:04.080 --> 00:10:05.960]  就是石沉大海
[00:10:05.960 --> 00:10:09.160]  真是必死無疑 無法翻山
[00:10:09.160 --> 00:10:12.800]  為什麼耶穌要用一個這麼重的比喻呢?
[00:10:12.800 --> 00:10:15.240]  其實更加證明就是說
[00:10:15.240 --> 00:10:18.960]  如果有人導致別人跌倒犯罪 離開神的
[00:10:18.960 --> 00:10:25.000]  是必然會受到神很大的懲罰和阻止的
[00:10:25.000 --> 00:10:28.640]  這一點也讓我們知道耶穌要提醒門徒
[00:10:28.640 --> 00:10:32.080]  不要效法 法利塞人的榜樣
[00:10:32.080 --> 00:10:35.240]  要好好在信仰上面自己站立得住
[00:10:35.240 --> 00:10:37.000]  也不要叛倒人
[00:10:37.000 --> 00:10:41.040]  更讓我們知道神很看重每一個小子
[00:10:41.040 --> 00:10:47.040]  換句話說 神也很看重我們今天每一個願意跟隨神的人
[00:10:47.040 --> 00:10:50.640]  不知道大家有沒有試過被人叛倒?
[00:10:50.640 --> 00:10:52.120]  在信仰上
[00:10:52.120 --> 00:10:55.400]  有時候聽到弟兄姊妹有個分享
[00:10:55.400 --> 00:10:58.400]  在職場上有時候都頗艱難
[00:10:58.400 --> 00:11:02.600]  都會面對一些人際上的難處、衝突
[00:11:02.600 --> 00:11:06.760]  更加可惜有時候可能對方都是基督徒
[00:11:06.760 --> 00:11:10.720]  可能我們對大家的信徒有更大的期望
[00:11:10.720 --> 00:11:14.160]  但如果衝突同樣發生的時候
[00:11:14.160 --> 00:11:18.280]  或者一些難處、一些傷害出現的時候
[00:11:18.280 --> 00:11:21.680]  我們更加會難受
[00:11:21.680 --> 00:11:24.880]  更加有時候跟一些朋友去傳福音的時候
[00:11:24.880 --> 00:11:28.960]  發覺可能有些人的回應是我不信了
[00:11:28.960 --> 00:11:31.440]  為甚麼呢?因為我曾經認識一些基督徒
[00:11:31.440 --> 00:11:34.160]  他們做的事我覺得看不過眼
[00:11:34.160 --> 00:11:37.480]  即是很差 於是我不信了
[00:11:37.480 --> 00:11:41.720]  當然我們很難去評斷對方所講的基督徒
[00:11:41.720 --> 00:11:44.280]  究竟那個人是否真的信主呢?
[00:11:44.280 --> 00:11:47.680]  或者每個基督徒信仰的情況是怎樣呢?
[00:11:47.680 --> 00:11:50.080]  我們很難去評價
[00:11:50.080 --> 00:11:53.920]  但亦不排除我們明白人的軟弱、人的罪性
[00:11:53.920 --> 00:11:58.440]  可能有時真的會在我們其他生活的場景當中
[00:11:58.440 --> 00:12:03.880]  容易會有得罪人、影響人的情況
[00:12:03.880 --> 00:12:06.680]  我回顧在過去讀神學的時候
[00:12:06.680 --> 00:12:09.560]  最深刻的是神學院的院長
[00:12:09.560 --> 00:12:13.000]  在我們一班神學生準備畢業的時候
[00:12:13.000 --> 00:12:16.280]  都提醒我們有幾樣東西是很深刻的
[00:12:16.280 --> 00:12:19.800]  他提醒畢業後出來做傳道人
[00:12:19.800 --> 00:12:22.440]  有幾樣東西要很小心的
[00:12:22.440 --> 00:12:25.760]  第一樣是男女關係
[00:12:25.760 --> 00:12:29.160]  一定要留心、要很清潔、不要失腳
[00:12:29.160 --> 00:12:31.480]  好好保守自己
[00:12:31.480 --> 00:12:35.120]  另一方面就是金錢、財務方面
[00:12:35.120 --> 00:12:36.600]  亦都要小心
[00:12:36.600 --> 00:12:39.360]  另一方面就是權力欲
[00:12:39.360 --> 00:12:42.120]  不要在教會裡面分門結黨
[00:12:42.120 --> 00:12:46.600]  或者很想在教會裡面建立勢力
[00:12:46.600 --> 00:12:51.440]  這些提醒都是需要記住的
[00:12:51.440 --> 00:12:53.120]  如果我們真的有基督徒
[00:12:53.120 --> 00:12:56.760]  我們有大堅之媒、我們有傳道人
[00:12:56.760 --> 00:12:59.040]  有牧者、神的工人
[00:12:59.040 --> 00:13:01.160]  或者有機構、有教會
[00:13:01.160 --> 00:13:04.600]  真的有做錯一些事
[00:13:04.600 --> 00:13:06.280]  虧損主明
[00:13:06.280 --> 00:13:08.240]  做了一些不好的見證出來
[00:13:08.240 --> 00:13:11.000]  我們怎樣去回應呢?
[00:13:11.000 --> 00:13:12.680]  當然我們會知道我們的心態就是
[00:13:12.680 --> 00:13:14.120]  我們不會隱藏
[00:13:14.120 --> 00:13:16.080]  如果真的犯罪
[00:13:16.080 --> 00:13:18.400]  有得罪神的地方
[00:13:18.400 --> 00:13:21.440]  我們需要彼此的勸勉、勸誡
[00:13:21.440 --> 00:13:24.160]  我們要去正視
[00:13:24.160 --> 00:13:26.440]  但亦都求主幫助我們
[00:13:26.440 --> 00:13:27.840]  我們都抱著一個
[00:13:27.840 --> 00:13:31.240]  願意為犯罪的人去禱告
[00:13:31.240 --> 00:13:35.680]  我們願意當事人有一個悔改的心
[00:13:35.680 --> 00:13:39.120]  亦都記得當時院長有一句說話
[00:13:39.120 --> 00:13:40.360]  都很深刻的
[00:13:40.360 --> 00:13:41.920]  雖然粗鄙一點
[00:13:41.920 --> 00:13:43.680]  但都跟大家分享
[00:13:43.680 --> 00:13:45.880]  他說如果見到這樣的事情
[00:13:45.880 --> 00:13:49.600]  我們千萬不要踩多一腳
[00:13:49.600 --> 00:13:52.280]  不知道大家踩多一腳
[00:13:52.280 --> 00:13:54.480]  你明不明白當中的意思
[00:13:54.480 --> 00:13:56.720]  就是說可能事件已經很多人
[00:13:56.720 --> 00:13:58.720]  很針對當事人
[00:13:58.720 --> 00:14:00.920]  很斥責、很咒罵
[00:14:00.920 --> 00:14:04.240]  但既然我們同樣是神的兒女
[00:14:04.240 --> 00:14:06.720]  我們知道其實信了主
[00:14:06.720 --> 00:14:09.440]  都不是有甚麼可誇之處
[00:14:09.440 --> 00:14:12.800]  我們都要很小心我們的生活為人
[00:14:12.800 --> 00:14:16.120]  我們都明白人原來總有軟弱的時刻
[00:14:16.120 --> 00:14:18.440]  怕我們都用一個包容
[00:14:18.440 --> 00:14:20.280]  去為對方禱告
[00:14:20.280 --> 00:14:23.480]  希望事情得到好的解決
[00:14:23.480 --> 00:14:26.800]  求神繼續去帶領著這個事件
[00:14:26.800 --> 00:14:28.400]  所以求主幫助我們
[00:14:28.400 --> 00:14:31.280]  我們去留心
[00:14:31.280 --> 00:14:32.280]  我們在生活當中
[00:14:32.280 --> 00:14:36.840]  亦都有沒有一些言行是有叛倒人的呢
[00:14:36.840 --> 00:14:40.480]  求聖靈親自去感動我們、光照我們
[00:14:40.480 --> 00:14:42.120]  以致我們知道的時候
[00:14:42.120 --> 00:14:47.400]  向神、向人亦都去認罪、求寬恕
[00:14:47.400 --> 00:14:49.920]  怎樣盡量避免我們叛倒人呢
[00:14:49.920 --> 00:14:51.640]  回到聖經的時候發覺
[00:14:51.640 --> 00:14:56.040]  其實當時主耶穌特別去針對
[00:14:56.040 --> 00:14:59.960]  當時一班法律賽人和綠法師的問題的時候
[00:14:59.960 --> 00:15:03.040]  深信今日亦都成為我們的借鑑
[00:15:03.040 --> 00:15:06.800]  法律賽人被主耶穌曾經斥責他們
[00:15:06.800 --> 00:15:10.040]  他們是自以驕傲
[00:15:10.040 --> 00:15:11.640]  他們是要面子
[00:15:11.640 --> 00:15:16.960]  很想人去尊崇他們、去擁戴他們
[00:15:16.960 --> 00:15:18.920]  然後他們嫉妒耶穌
[00:15:18.920 --> 00:15:21.960]  所以嫉妒的心要很留心
[00:15:21.960 --> 00:15:23.840]  貪愛、錢財這方面
[00:15:23.840 --> 00:15:26.520]  都是我們要留心的地方
[00:15:26.520 --> 00:15:30.520]  當主提醒我們不要犯叛倒人的罪
[00:15:30.520 --> 00:15:32.560]  是很嚴重的
[00:15:32.560 --> 00:15:33.520]  不要令到人犯罪
[00:15:33.520 --> 00:15:35.360]  不要令到人離開神
[00:15:35.360 --> 00:15:37.040]  如果情況相反
[00:15:37.040 --> 00:15:38.040]  反過來
[00:15:38.040 --> 00:15:41.440]  如果有人犯罪去得罪我們
[00:15:41.440 --> 00:15:44.760]  我們亦都怎樣去回應這些人呢
[00:15:44.760 --> 00:15:46.080]  接下來我們發覺
[00:15:46.080 --> 00:15:48.440]  原來主耶穌都教導我們門徒
[00:15:48.440 --> 00:15:49.920]  有一個出路
[00:15:49.920 --> 00:15:52.560]  就是勸戒和饒恕
[00:15:52.560 --> 00:15:57.000]  在經文第三節到第四節提到
[00:15:57.000 --> 00:15:58.240]  你們要謹慎
[00:15:58.240 --> 00:16:01.280]  若是你的弟兄犯罪就勸戒他
[00:16:01.280 --> 00:16:03.400]  他若懊悔就饒恕他
[00:16:03.400 --> 00:16:05.720]  如果他一天七次得罪你
[00:16:05.720 --> 00:16:07.000]  又七次回頭
[00:16:07.000 --> 00:16:08.640]  說我懊悔了
[00:16:08.640 --> 00:16:10.720]  你總要饒恕他
[00:16:10.720 --> 00:16:11.680]  你們要謹慎
[00:16:11.680 --> 00:16:13.600]  謹慎是有關節
[00:16:13.600 --> 00:16:16.440]  要很專心留意的意思
[00:16:16.440 --> 00:16:19.640]  這個動詞是關連著
[00:16:19.640 --> 00:16:23.640]  之後所提出的勸戒和饒恕
[00:16:23.640 --> 00:16:26.840]  雖然令到人跌倒犯罪的事
[00:16:26.840 --> 00:16:28.400]  不可以避免
[00:16:28.400 --> 00:16:30.880]  但是不可以因此成為人
[00:16:30.880 --> 00:16:33.160]  我們犯罪的藉口
[00:16:33.160 --> 00:16:34.120]  面對犯罪的人
[00:16:34.120 --> 00:16:36.120]  我們需要去勸戒
[00:16:36.120 --> 00:16:37.960]  這個勸戒雜備
[00:16:37.960 --> 00:16:39.520]  原本的意思裏面都有
[00:16:39.520 --> 00:16:42.920]  我們要尋明是非價值的意思
[00:16:42.920 --> 00:16:44.000]  如果他懊悔
[00:16:44.000 --> 00:16:45.360]  他知錯了
[00:16:45.360 --> 00:16:46.160]  認罪了
[00:16:46.160 --> 00:16:46.960]  悔改了
[00:16:46.960 --> 00:16:49.360]  我們就饒恕他
[00:16:49.360 --> 00:16:50.200]  原來饒恕
[00:16:50.200 --> 00:16:53.080]  原文很有意思的
[00:16:53.080 --> 00:16:55.400]  就是讓他走
[00:16:55.400 --> 00:16:58.040]  放手的意思
[00:16:58.040 --> 00:16:59.440]  勸戒和饒恕
[00:16:59.440 --> 00:17:00.480]  在原文的格式裏面
[00:17:00.480 --> 00:17:01.800]  都是很平衡的
[00:17:01.800 --> 00:17:04.800]  都代表著同樣重要的
[00:17:04.800 --> 00:17:06.160]  是互相緊扣的
[00:17:06.160 --> 00:17:08.160]  我們不單止要勸戒
[00:17:08.160 --> 00:17:09.520]  但是勸戒的目的
[00:17:09.520 --> 00:17:14.040]  最終也讓對方認罪
[00:17:14.040 --> 00:17:17.280]  以致得到饒恕
[00:17:17.280 --> 00:17:18.160]  如果不勸戒
[00:17:18.160 --> 00:17:20.160]  他可能不知道自己錯了
[00:17:20.160 --> 00:17:21.680]  但是提出勸戒的人
[00:17:21.680 --> 00:17:23.680]  也不容易
[00:17:23.680 --> 00:17:24.520]  但是勸戒的目的
[00:17:24.520 --> 00:17:27.360]  最終是願意去回頭
[00:17:27.360 --> 00:17:29.000]  挽回他
[00:17:29.000 --> 00:17:31.280]  在這個勸戒和饒恕
[00:17:31.280 --> 00:17:31.800]  我發覺
[00:17:31.800 --> 00:17:33.240]  原來回想
[00:17:33.240 --> 00:17:36.920]  小時候試過學習這方面的學習
[00:17:36.920 --> 00:17:39.480]  小時候未試過做Pivots
[00:17:39.480 --> 00:17:40.440]  風紀
[00:17:40.440 --> 00:17:44.080]  但是竟然試過做過清潔斗察
[00:17:44.080 --> 00:17:47.720]  大家有沒有聽過這個詞語
[00:17:47.720 --> 00:17:50.160]  如果你不知道的話
[00:17:50.160 --> 00:17:51.360]  如果你知道的話
[00:17:51.360 --> 00:17:53.320]  可能大家是同年代的
[00:17:53.320 --> 00:17:55.160]  小時候做清潔斗察
[00:17:55.160 --> 00:17:56.720]  是什麼崗位
[00:17:56.720 --> 00:17:57.840]  做什麼的呢
[00:17:57.840 --> 00:17:59.360]  就是小息的時候
[00:17:59.360 --> 00:18:00.360]  不單止在班房
[00:18:00.360 --> 00:18:01.680]  或者去到操場
[00:18:01.680 --> 00:18:04.080]  如果有一些同學
[00:18:04.080 --> 00:18:05.680]  去丟垃圾的話
[00:18:05.680 --> 00:18:08.800]  就會去勸戒他
[00:18:08.800 --> 00:18:09.400]  如果他不聽
[00:18:09.400 --> 00:18:11.200]  就會集了他的名字
[00:18:11.200 --> 00:18:13.280]  然後就給老師
[00:18:13.280 --> 00:18:14.880]  原來我發覺在這個角色上
[00:18:14.880 --> 00:18:16.720]  第一件事學的是什麼呢
[00:18:16.720 --> 00:18:20.480]  就是原來不要學受賄賂
[00:18:20.480 --> 00:18:21.760]  為什麼會受賄賂呢
[00:18:21.760 --> 00:18:22.880]  就是說可能
[00:18:22.880 --> 00:18:24.920]  見到人丟垃圾
[00:18:24.920 --> 00:18:26.200]  就走過去告訴他
[00:18:26.200 --> 00:18:27.680]  喂,不行的,丟垃圾
[00:18:27.680 --> 00:18:28.360]  然後他說
[00:18:28.360 --> 00:18:30.600]  誒,大家同學朋友
[00:18:30.600 --> 00:18:32.200]  請你吃雪條吧
[00:18:32.200 --> 00:18:33.920]  沒事吧
[00:18:33.920 --> 00:18:35.800]  原來不可以這樣的
[00:18:35.800 --> 00:18:37.320]  要公正的
[00:18:37.320 --> 00:18:39.920]  也要學習,我是低年班的
[00:18:39.920 --> 00:18:41.240]  一些神高神大的
[00:18:41.240 --> 00:18:42.200]  高年級的
[00:18:42.200 --> 00:18:45.080]  怎樣去勸戒他呢
[00:18:45.080 --> 00:18:47.080]  但是想念這個牌子
[00:18:47.080 --> 00:18:51.080]  當時是有個女士的眼睛印出來的
[00:18:51.080 --> 00:18:52.960]  就是一個注視的
[00:18:52.960 --> 00:18:54.560]  這樣的眼目
[00:18:54.560 --> 00:18:57.640]  當時香港是推崇這個清潔運動
[00:18:57.640 --> 00:18:58.800]  有一句口號的
[00:18:58.800 --> 00:19:00.640]  就是亂拋垃圾
[00:19:00.640 --> 00:19:02.840]  人見人,什麼呢
[00:19:02.840 --> 00:19:04.040]  人見人,真
[00:19:04.040 --> 00:19:04.840]  有人會說
[00:19:04.840 --> 00:19:09.080]  會回答就差不多知道我在說什麼了
[00:19:09.080 --> 00:19:10.800]  在這個學習裏面發覺
[00:19:10.800 --> 00:19:12.080]  原來我要去
[00:19:12.080 --> 00:19:14.640]  就算去勸戒,去紮名也好
[00:19:14.640 --> 00:19:18.160]  原來最終不是要他受老師罰的
