
[00:00:00.000 --> 00:00:01.560]  各位大型節目平安
[00:01:45.640 --> 00:01:47.560]  聰明
[00:01:47.560 --> 00:01:49.480]  上個月我說的就是
[00:01:49.480 --> 00:01:51.880]  在天空上面的飛鳥
[00:01:51.880 --> 00:01:55.520]  可以看到神怎樣去眷顧我們
[00:01:55.520 --> 00:01:59.560]  當我們很憂愁很掛慮的時候
[00:01:59.560 --> 00:02:03.840]  耶穌基督說你舉高頭看看天上飛的那隻小鳥
[00:02:03.840 --> 00:02:07.640]  又低頭看看野地的花
[00:02:07.640 --> 00:02:10.080]  不用種的它自己會長出來
[00:02:10.080 --> 00:02:12.960]  風把種子一吹來
[00:02:12.960 --> 00:02:17.240]  野地的花有時比我們種的更加漂亮
[00:02:17.240 --> 00:02:20.680]  所以神是一個都不會忘記我們的
[00:02:20.680 --> 00:02:23.400]  無論我們在什麼處境裡面
[00:02:23.400 --> 00:02:25.560]  我們有什麼背景
[00:02:25.560 --> 00:02:27.800]  人看重你或者不看重你
[00:02:27.800 --> 00:02:29.640]  你自己也沒有什麼條件
[00:02:29.640 --> 00:02:30.680]  譬如有些人說
[00:02:30.680 --> 00:02:32.000]  我不是讀很多書
[00:02:32.000 --> 00:02:35.400]  我又不是賺很多錢
[00:02:35.400 --> 00:02:37.680]  但是神一個都不忘記
[00:02:37.680 --> 00:02:39.360]  一個都不忘記
[00:02:39.360 --> 00:02:44.680]  就算你躲在洞裡
[00:02:44.680 --> 00:02:45.920]  神也看到
[00:02:45.920 --> 00:02:49.240]  神也要將你扶起來
[00:02:49.240 --> 00:02:50.840]  那這個月我講什麼呢
[00:02:50.840 --> 00:02:53.160]  就是講海
[00:02:53.160 --> 00:02:54.680]  講天講地
[00:02:54.680 --> 00:02:56.800]  這次講海
[00:02:56.800 --> 00:02:59.880]  從驚濤駭浪裡面
[00:02:59.880 --> 00:03:01.640]  我們看到什麼呢
[00:03:01.640 --> 00:03:04.520]  神仍然是掌權的
[00:03:04.520 --> 00:03:07.760]  現在這個世界真的很動盪
[00:03:07.760 --> 00:03:10.080]  銀行又說倒閉
[00:03:10.080 --> 00:03:14.640]  好像在雪上加霜一樣
[00:03:14.640 --> 00:03:17.160]  加州怎麼會這麼多雪下呢
[00:03:17.160 --> 00:03:20.080]  現在不只是下雨是下雪
[00:03:20.080 --> 00:03:23.000]  所以你不用飛到很遠去看雪
[00:03:23.000 --> 00:03:24.480]  這裡有很多山
[00:03:24.480 --> 00:03:26.000]  可以讓你去看雪
[00:03:26.000 --> 00:03:27.000]  去玩雪
[00:03:27.000 --> 00:03:28.600]  滑雪
[00:03:28.600 --> 00:03:30.840]  整個世界都在變
[00:03:30.840 --> 00:03:33.040]  天氣都在變
[00:03:33.040 --> 00:03:34.880]  經濟也不要說了
[00:03:34.880 --> 00:03:37.280]  一直在這樣波動
[00:03:37.280 --> 00:03:38.720]  所以沒有一樣東西
[00:03:38.720 --> 00:03:41.400]  我們覺得是安全的
[00:03:41.400 --> 00:03:42.960]  是穩妥的
[00:03:42.960 --> 00:03:45.560]  有人說退休去哪裡住
[00:03:45.560 --> 00:03:48.920]  找遍全世界哪個地方是最安樂的
[00:03:48.920 --> 00:03:50.120]  最安靜的
[00:03:50.120 --> 00:03:51.800]  最平安的
[00:03:51.800 --> 00:03:53.920]  很難找
[00:03:53.920 --> 00:03:55.640]  現在可能是最好的
[00:03:55.640 --> 00:03:57.040]  但是沒過多久
[00:03:57.040 --> 00:03:59.560]  連你認為最好的地方
[00:03:59.560 --> 00:04:03.960]  都會變成一個很不理想的地方
[00:04:03.960 --> 00:04:07.080]  所以我們來看看第一點
[00:04:07.080 --> 00:04:09.760]  第一點就是神造出了大雨
[00:04:09.760 --> 00:04:14.280]  以及水中各樣的生物
[00:04:14.280 --> 00:04:16.360]  你喜不喜歡海
[00:04:16.360 --> 00:04:19.680]  其實喜不喜歡有些人喜歡
[00:04:19.680 --> 00:04:21.280]  看到很多會動的東西
[00:04:21.280 --> 00:04:22.880]  水也會動
[00:04:22.880 --> 00:04:26.160]  以及有很多生物在裡面
[00:04:26.160 --> 00:04:28.640]  我最記得
[00:04:28.640 --> 00:04:32.080]  我們如果去雷當多海灘的碼頭
[00:04:32.080 --> 00:04:34.960]  你可以有機會坐船付錢
[00:04:34.960 --> 00:04:39.480]  坐船就會讓你下去下面的艙底
[00:04:39.480 --> 00:04:42.560]  那裡就讓你去感受一下
[00:04:42.560 --> 00:04:44.880]  那些魚在你旁邊游過
[00:04:44.880 --> 00:04:45.960]  一群一群
[00:04:45.960 --> 00:04:47.600]  龜也有
[00:04:47.600 --> 00:04:49.160]  讓你去看
[00:04:49.160 --> 00:04:51.760]  當然很小的
[00:04:51.760 --> 00:04:53.560]  如果你去夏威夷那些
[00:04:53.560 --> 00:04:55.360]  有些人說為什麼你喜歡夏威夷
[00:04:55.360 --> 00:04:58.720]  因為你可以去那裡潛水
[00:04:58.720 --> 00:05:03.200]  與魚和生物可以一起游泳
[00:05:03.200 --> 00:05:06.760]  所以很多人都喜歡去夏威夷
[00:05:06.760 --> 00:05:07.680]  沒有夏威夷去
[00:05:07.680 --> 00:05:10.360]  那就去Long Beach那個水族館
[00:05:10.360 --> 00:05:12.040]  那個水族館你會發覺
[00:05:12.040 --> 00:05:15.840]  很多的學校都會帶學生去看
[00:05:15.840 --> 00:05:20.680]  因為看到那些魚在那個缸裡面
[00:05:20.680 --> 00:05:21.480]  游來游去
[00:05:21.480 --> 00:05:23.720]  你可以和牠們拍照
[00:05:23.720 --> 00:05:29.880]  其實我們可以看到神
[00:05:29.880 --> 00:05:33.720]  所創造很美麗的水底世界
[00:05:33.720 --> 00:05:36.880]  說到水裡的世界
[00:05:36.880 --> 00:05:39.120]  當然不能離開魚
[00:05:39.120 --> 00:05:41.440]  我最記得
[00:05:41.440 --> 00:05:42.720]  我很喜歡吃魚
[00:05:42.720 --> 00:05:44.880]  我想吃魚是最好的
[00:05:44.880 --> 00:05:46.120]  最健康
[00:05:46.120 --> 00:05:49.080]  我也試過去釣魚
[00:05:49.080 --> 00:05:52.000]  但是兩次經驗都很難忘
[00:05:52.000 --> 00:05:54.320]  因為幾十年都還記得
[00:05:54.320 --> 00:05:56.640]  一次在香港很小的時候
[00:05:56.640 --> 00:06:00.960]  我爸爸帶著我們兄弟姐妹去釣魚
[00:06:00.960 --> 00:06:02.880]  就在西貢
[00:06:02.880 --> 00:06:04.800]  要租個船
[00:06:04.800 --> 00:06:09.880]  在船上撐你去海的中間一點
[00:06:09.880 --> 00:06:11.240]  希望你釣魚
[00:06:11.240 --> 00:06:11.880]  哇
[00:06:11.880 --> 00:06:15.680]  去了一天釣了一條魚毛這麼小
[00:06:15.680 --> 00:06:17.000]  但是很美的
[00:06:17.000 --> 00:06:19.440]  我最記得就是彩色的
[00:06:19.440 --> 00:06:21.680]  每個人都釣到很小的
[00:06:21.680 --> 00:06:23.960]  但是那條很美很彩色
[00:06:23.960 --> 00:06:25.680]  我很喜歡
[00:06:25.680 --> 00:06:27.360]  也有一條
[00:06:27.360 --> 00:06:29.000]  第二次來美國
[00:06:29.000 --> 00:06:31.800]  這裡也有二十多年前了
[00:06:31.800 --> 00:06:34.800]  我最記得和一班弟兄姐妹去釣魚
[00:06:34.800 --> 00:06:37.200]  當時有一個家庭很喜歡釣魚
[00:06:37.200 --> 00:06:40.000]  就丟了我們幾個家庭一起去
[00:06:40.000 --> 00:06:43.760]  我最記得連Anita和魏長老都有去
[00:06:43.760 --> 00:06:45.680]  我們去吧
[00:06:45.680 --> 00:06:47.600]  去到晚上才下船
[00:06:47.600 --> 00:06:48.880]  他們說要晚上
[00:06:48.880 --> 00:06:50.560]  就去了
[00:06:50.560 --> 00:06:52.360]  等了一整晚
[00:06:52.360 --> 00:06:54.920]  這次一條魚毛都沒有
[00:06:54.920 --> 00:06:56.520]  整隊人十個八個
[00:06:56.520 --> 00:07:00.680]  只有一個就是那個很喜歡釣魚的弟兄的女兒
[00:07:00.680 --> 00:07:02.360]  她釣了一條這麼大把
[00:07:02.360 --> 00:07:06.200]  但是有些人釣到很多
[00:07:06.200 --> 00:07:10.080]  當然你可以請人賣給你
[00:07:10.080 --> 00:07:15.000]  但是我最記得是空手去空手回家
[00:07:15.000 --> 00:07:17.440]  其實原來釣魚也不容易
[00:07:17.440 --> 00:07:19.720]  難怪你看到讀聖經的時候
[00:07:19.720 --> 00:07:23.200]  在耶穌時代的門徒經常釣不到魚
[00:07:23.200 --> 00:07:24.440]  沒有東西吃
[00:07:24.440 --> 00:07:26.520]  但是耶穌說你去右邊
[00:07:26.520 --> 00:07:29.440]  他殺網右邊就有了
[00:07:29.440 --> 00:07:35.720]  你會發覺海裡的魚都很奇妙
[00:07:35.720 --> 00:07:37.320]  一群一群
[00:07:37.320 --> 00:07:38.400]  有時候他很聰明
[00:07:38.400 --> 00:07:40.760]  他不會讓你上釣的
[00:07:40.760 --> 00:07:42.800]  我們讀一讀這段聖經
[00:07:42.800 --> 00:07:44.560]  《創世記》第一章
[00:07:44.560 --> 00:07:47.160]  第20節到23節
[00:07:47.160 --> 00:07:48.520]  一起來讀一讀好不好
[00:07:48.520 --> 00:07:49.480]  神說
[00:07:49.480 --> 00:07:53.600]  水要多多滋生有生命的物
[00:07:53.600 --> 00:07:57.320]  要有雀鳥飛在地面以上
[00:07:57.320 --> 00:07:59.320]  天空之中
[00:07:59.320 --> 00:08:03.640]  神就造出大魚和水中所滋生
[00:08:03.640 --> 00:08:06.440]  各樣有生命的動物
[00:08:06.440 --> 00:08:08.360]  各從其類
[00:08:08.360 --> 00:08:11.120]  又造出各樣飛鳥
[00:08:11.120 --> 00:08:13.000]  各從其類
[00:08:13.000 --> 00:08:15.480]  神看著是好的
[00:08:15.480 --> 00:08:18.280]  神就賜福給這一切
[00:08:18.280 --> 00:08:19.120]  說
[00:08:19.120 --> 00:08:21.000]  滋生繁多
[00:08:21.000 --> 00:08:24.000]  充滿海中的水
[00:08:24.000 --> 00:08:27.560]  雀鳥也要多生在地上
[00:08:27.560 --> 00:08:28.920]  有晚上
[00:08:28.920 --> 00:08:30.440]  有早晨
[00:08:30.440 --> 00:08:32.400]  是第五日
[00:08:32.400 --> 00:08:35.240]  這裡提到神說
[00:08:35.240 --> 00:08:38.400]  水要多多滋生有生命的物
[00:08:38.400 --> 00:08:41.520]  天空有雀鳥
[00:08:41.520 --> 00:08:43.400]  但是神在21節又說
[00:08:43.400 --> 00:08:45.280]  神就造出大魚
[00:08:45.280 --> 00:08:49.400]  和水中所滋生的各樣有生命的動物
[00:08:49.400 --> 00:08:51.600]  就是神的創造裡面
[00:08:51.600 --> 00:08:53.600]  祂有講說話就成了
[00:08:53.600 --> 00:08:56.040]  神說要有光就有光
[00:08:56.040 --> 00:09:00.200]  神說要有這些水裡面的生物
[00:09:00.200 --> 00:09:02.800]  但是祂也造出大魚
[00:09:02.800 --> 00:09:04.880]  就是說神有講有做
[00:09:04.880 --> 00:09:06.080]  祂不只是講
[00:09:06.080 --> 00:09:07.520]  祂也造
[00:09:07.520 --> 00:09:10.040]  當然祂的話也很有能力
[00:09:10.040 --> 00:09:10.960]  一講就可以
[00:09:10.960 --> 00:09:12.360]  好像耶穌基督說
[00:09:12.360 --> 00:09:14.320]  你要求我醫治你的兒子
[00:09:14.320 --> 00:09:14.800]  不用了
[00:09:14.800 --> 00:09:15.880]  你回家吧
[00:09:15.880 --> 00:09:17.760]  他會康復的
[00:09:17.760 --> 00:09:18.840]  這個媽媽又說
[00:09:18.840 --> 00:09:19.760]  你救救我女兒吧
[00:09:19.760 --> 00:09:22.280]  我女兒真的很需要你釋放她
[00:09:22.280 --> 00:09:28.560]  在那些邪靈惡魔的控制之下
[00:09:28.560 --> 00:09:30.320]  耶穌基督說
[00:09:30.320 --> 00:09:32.240]  夫人你的信心救了你
[00:09:32.240 --> 00:09:33.840]  就可以回家了
[00:09:33.840 --> 00:09:36.480]  所以耶穌基督的話也很有能力
[00:09:36.480 --> 00:09:38.680]  神的話也很有能力
[00:09:38.680 --> 00:09:40.800]  還有就是這裡說
[00:09:40.800 --> 00:09:43.840]  神就賜福這一切
[00:09:43.840 --> 00:09:47.160]  其實所有在我們身邊的活物也好
[00:09:47.160 --> 00:09:48.960]  生物也好
[00:09:48.960 --> 00:09:52.360]  其實他們都是神所賜福的
[00:09:52.360 --> 00:09:54.360]  包括我們人類
[00:09:54.360 --> 00:09:57.480]  所以我們更加要在神的福氣裡面
[00:09:57.480 --> 00:10:01.040]  祝福的裡面活得更加有意義
[00:10:01.040 --> 00:10:02.360]  有目標
[00:10:02.360 --> 00:10:05.960]  以及更加可以豐盛的
[00:10:05.960 --> 00:10:08.200]  去跟人分享
[00:10:08.200 --> 00:10:09.400]  第二
[00:10:09.400 --> 00:10:12.880]  大自然也聽從耶和華的吩咐
[00:10:12.880 --> 00:10:15.840]  從魚給我看到
[00:10:15.840 --> 00:10:19.160]  除了我們可以吃魚、釣魚、養魚
[00:10:19.160 --> 00:10:21.640]  有些人很有心機養熱帶魚
[00:10:21.640 --> 00:10:24.360]  家裡是像一個水族館一樣
[00:10:24.360 --> 00:10:27.200]  但是要很多心機去打理
[00:10:27.200 --> 00:10:31.040]  還有就是原來魚也很聽從神的話
[00:10:31.040 --> 00:10:35.240]  因為魚是大自然裡面其中一種神的創造物
[00:10:35.240 --> 00:10:36.520]  但是除了魚之外
[00:10:36.520 --> 00:10:37.880]  現在跟大家讀一段經文
[00:10:37.880 --> 00:10:39.280]  這個故事
[00:10:39.280 --> 00:10:40.760]  大家真的很熟悉
[00:10:40.760 --> 00:10:42.880]  但是我是一路讀
[00:10:42.880 --> 00:10:45.720]  百讀、千讀都不厭的
[00:10:45.720 --> 00:10:48.400]  因為用來講故事給身分仔聽
[00:10:48.400 --> 00:10:51.160]  他們一定聽到耳朵都豎起的
[00:10:51.160 --> 00:10:53.080]  因為他們很喜歡聽這些
[00:10:53.080 --> 00:10:56.720]  這麼活的、這麼生動的故事
[00:10:56.720 --> 00:11:01.160]  誰逃走的才知道若嵐
[00:11:01.160 --> 00:11:02.200]  有一首兒歌說
[00:11:02.200 --> 00:11:04.760]  我不願意做過若嵐
[00:11:04.760 --> 00:11:06.880]  因為他是不聽從神的話的
[00:11:06.880 --> 00:11:10.360]  神叫他去東他就去西
[00:11:10.360 --> 00:11:14.240]  但是你知不知道為什麼若嵐不聽從神的話呢?
[00:11:14.240 --> 00:11:16.680]  是因為神要他去一個地方
[00:11:16.680 --> 00:11:18.200]  是他不想去的
[00:11:18.200 --> 00:11:20.520]  要他做一件事他不想做的
[00:11:20.520 --> 00:11:23.520]  什麼地方、什麼事他不想呢?
[00:11:23.520 --> 00:11:31.520]  就是欺負他、攻擊他、傷害他
[00:11:31.520 --> 00:11:33.000]  傷害不只是他
[00:11:33.000 --> 00:11:37.560]  而是整個國家的這個亞述國
[00:11:37.560 --> 00:11:41.040]  要向一個仇人傳福音
[00:11:41.040 --> 00:11:43.440]  若嵐真的不想
[00:11:43.440 --> 00:11:47.320]  而且我說了你一定要救他
[00:11:47.320 --> 00:11:48.920]  我不想他得救
[00:11:48.920 --> 00:11:52.200]  因為他實在是太殘忍、太殘暴
[00:11:52.200 --> 00:11:53.160]  害了很多人
[00:11:53.160 --> 00:11:56.200]  他們應該要受刑罰的
[00:11:56.200 --> 00:11:58.480]  你身邊有沒有一些人
[00:11:58.480 --> 00:12:01.560]  是你覺得我不可以跟他傳福音的
[00:12:01.560 --> 00:12:03.960]  因為他們很可惡
[00:12:03.960 --> 00:12:06.600]  他傷害過我很多次
[00:12:06.600 --> 00:12:10.800]  有沒有一群人
[00:12:10.800 --> 00:12:13.120]  你不想跟他們接觸的
[00:12:13.120 --> 00:12:16.480]  因為你很想分別為勝
[00:12:16.480 --> 00:12:20.560]  很想不要像他們這樣犯罪
[00:12:20.560 --> 00:12:24.600]  你跟神說不 我不喜歡去那裡
[00:12:24.600 --> 00:12:29.640]  我要去相反方向躲避神、逃避神
[00:12:29.640 --> 00:12:32.000]  我讀一讀這段聖經
[00:12:32.000 --> 00:12:35.600]  約拿書第一章第一節、第二節
[00:12:35.600 --> 00:12:36.800]  一起讀吧
[00:12:36.800 --> 00:12:38.160]  耶和華的話
[00:12:38.160 --> 00:12:42.400]  臨到阿米太的兒子約拿說
[00:12:42.400 --> 00:12:46.040]  你起來 恍離離微大城去
[00:12:46.040 --> 00:12:49.080]  向其中的居民呼喊
[00:12:49.080 --> 00:12:53.040]  因為貪玩的惡達到我面前
[00:12:53.040 --> 00:12:57.600]  離離微大城是亞述的首都
[00:12:57.600 --> 00:13:01.120]  是以色列東北800公里
[00:13:01.120 --> 00:13:08.440]  然後這個約拿不去離離微大城
[00:13:08.440 --> 00:13:10.960]  他反而去了撻斯
[00:13:10.960 --> 00:13:15.120]  我讀下一張圖片看看如何
[00:13:15.120 --> 00:13:16.720]  第三、第四節
[00:13:16.720 --> 00:13:22.160]  約拿卻起來逃往撻斯去躲避耶和華
[00:13:22.160 --> 00:13:23.760]  爬到約帕
[00:13:23.760 --> 00:13:27.680]  遇見一隻船要往撻斯去
[00:13:27.680 --> 00:13:31.200]  他就給了船架上了船
[00:13:31.200 --> 00:13:37.240]  要與船上的人同往撻斯去躲避耶和華
[00:13:37.240 --> 00:13:41.920]  然而耶和華使海中起大風
[00:13:41.920 --> 00:13:44.600]  海就狂風大作
[00:13:44.600 --> 00:13:48.080]  甚至船幾乎破壞
[00:13:48.080 --> 00:13:52.920]  這裡提到約拿也起來
[00:13:52.920 --> 00:13:55.040]  但是他起來不是接神的吩咐
[00:13:55.040 --> 00:13:58.480]  去亞述的首都離離微大城
[00:13:58.480 --> 00:14:01.160]  那裡是800公里那麼遠
[00:14:01.160 --> 00:14:04.480]  他反而逃往撻斯去
[00:14:04.480 --> 00:14:07.840]  撻斯就是離巴勒斯坦這個地方
[00:14:07.840 --> 00:14:10.920]  3200公里那麼遠
[00:14:10.920 --> 00:14:13.680]  神叫他近近的 他不去
[00:14:13.680 --> 00:14:15.160]  他自己逃跑
[00:14:15.160 --> 00:14:17.400]  你想想多少倍?
[00:14:17.400 --> 00:14:19.400]  四倍
[00:14:19.400 --> 00:14:20.280]  還有就是
[00:14:20.280 --> 00:14:24.160]  這裡兩次提到他躲避耶和華
[00:14:24.160 --> 00:14:26.800]  但是當他躲避耶和華的時候
[00:14:26.800 --> 00:14:29.360]  你發覺又給他遇到機會
[00:14:29.360 --> 00:14:31.040]  遇到一隻船
[00:14:31.040 --> 00:14:33.920]  遇到可以買到船票
[00:14:33.920 --> 00:14:35.840]  可以上船
[00:14:35.840 --> 00:14:37.200]  其實有時候
[00:14:37.200 --> 00:14:39.120]  原來我們不聽神話
[00:14:39.120 --> 00:14:41.840]  都好像很相信
[00:14:41.840 --> 00:14:43.840]  可能是魔鬼給你很相信
[00:14:43.840 --> 00:14:44.960]  你不聽神話
[00:14:44.960 --> 00:14:45.800]  我幫幫你
[00:14:45.800 --> 00:14:48.000]  讓你一直都順利
[00:14:48.000 --> 00:14:50.200]  他不聽神的話
[00:14:50.200 --> 00:14:53.400]  但是他是上了船
[00:14:53.400 --> 00:14:55.040]  是買到船票上了船
[00:14:55.040 --> 00:14:57.000]  要躲避神
[00:14:57.000 --> 00:14:58.080]  第四節說
[00:14:58.080 --> 00:15:00.920]  然而
[00:15:00.920 --> 00:15:03.800]  你不要以為你可以過關
[00:15:03.800 --> 00:15:07.400]  耶和華不讓你說上不了船
[00:15:07.400 --> 00:15:10.680]  但是他可以在海中起了大風
[00:15:10.680 --> 00:15:13.920]  海就狂風大作
[00:15:13.920 --> 00:15:17.640]  甚至船幾乎破壞
[00:15:17.640 --> 00:15:19.520]  其實這段聖經
[00:15:19.520 --> 00:15:20.560]  你一直讀下去
[00:15:20.560 --> 00:15:21.520]  我先講一講
[00:15:21.520 --> 00:15:23.800]  耶和華用了三次
[00:15:23.800 --> 00:15:27.040]  史 史 史
[00:15:27.040 --> 00:15:29.200]  史海中起了大風
[00:15:29.200 --> 00:15:30.480]  後面你會看到
[00:15:30.480 --> 00:15:33.600]  神使一坨的披麻
[00:15:33.600 --> 00:15:35.200]  長得很高
[00:15:35.200 --> 00:15:36.800]  高過約拿
[00:15:36.800 --> 00:15:38.760]  然後那個樹的影
[00:15:38.760 --> 00:15:41.040]  可以照著約拿的頭
[00:15:41.040 --> 00:15:42.600]  遮住約拿的頭
[00:15:42.600 --> 00:15:44.120]  救他脫離了
[00:15:44.120 --> 00:15:45.760]  很曬很熱
[00:15:45.760 --> 00:15:48.600]  曬到你真的可能中暑
[00:15:48.600 --> 00:15:49.920]  第三
[00:15:49.920 --> 00:15:51.040]  神又使什麼呢
[00:15:51.040 --> 00:15:53.600]  使法昏的
[00:15:53.600 --> 00:15:56.360]  使約拿的法昏
[00:15:56.360 --> 00:15:58.720]  因為神安排了炎熱的東風
[00:15:58.720 --> 00:16:00.440]  日頭曝曬他
[00:16:00.440 --> 00:16:01.520]  剛才就遮住他的頭
[00:16:01.520 --> 00:16:03.240]  不要讓他曬傷
[00:16:03.240 --> 00:16:04.280]  然後第三個事
[00:16:04.280 --> 00:16:07.360]  就是使得他被太陽曬
[00:16:07.360 --> 00:16:09.480]  被炎熱的東風吹
[00:16:09.480 --> 00:16:12.560]  結果他真的發昏
[00:16:12.560 --> 00:16:14.560]  頭都漲了
[00:16:14.560 --> 00:16:15.960]  我們稍後要留意一下
[00:16:15.960 --> 00:16:17.320]  現在一直讀下去
[00:16:17.320 --> 00:16:21.960]  這就是神使海中起了大風
[00:16:21.960 --> 00:16:25.480]  好 十七節
[00:16:25.480 --> 00:16:30.920]  耶和華安排一條大魚吞了約拿
[00:16:30.920 --> 00:16:34.920]  他在餘福中三日三夜
[00:16:34.920 --> 00:16:37.360]  接著第二章第十節
[00:16:37.360 --> 00:16:39.760]  耶和華就吩咐魚
[00:16:39.760 --> 00:16:43.560]  魚就把約拿吐在寒地上
[00:16:43.560 --> 00:16:44.880]  四章六節
[00:16:44.880 --> 00:16:47.800]  耶和華神安排一棵
[00:16:47.800 --> 00:16:48.640]  是否披麻呢
[00:16:48.640 --> 00:16:49.560]  先讀著
[00:16:49.560 --> 00:16:52.200]  使其發生高過約拿
[00:16:52.200 --> 00:16:54.760]  映而遮蓋他的頭
[00:16:54.760 --> 00:16:57.400]  救他脫離苦楚
[00:16:57.400 --> 00:17:02.080]  約拿因這棵披麻大大的起落
[00:17:02.080 --> 00:17:04.720]  這裡這張圖片就提到有
[00:17:04.720 --> 00:17:05.520]  安排
[00:17:05.520 --> 00:17:08.480]  兩次安排一次吩咐
[00:17:08.480 --> 00:17:10.360]  而你發覺
[00:17:10.360 --> 00:17:12.200]  魚是神造的
[00:17:12.200 --> 00:17:15.440]  神只要一啪大魚
[00:17:15.440 --> 00:17:16.320]  你飛去
[00:17:16.320 --> 00:17:17.760]  飛去不是只是游
[00:17:17.760 --> 00:17:19.680]  飛去接著約拿
[00:17:19.680 --> 00:17:21.880]  因為他在船上
[00:17:21.880 --> 00:17:25.040]  搞到人家滿船都是風雨
[00:17:25.040 --> 00:17:26.800]  快要沉船了
[00:17:26.800 --> 00:17:28.520]  人們會將他扔下海
[00:17:28.520 --> 00:17:30.920]  因為約拿都很勇敢
[00:17:30.920 --> 00:17:33.480]  他說是我招了這場風雨
[00:17:33.480 --> 00:17:34.760]  你就將我扔下海
[00:17:34.760 --> 00:17:37.680]  你們就可以平靜風浪
[00:17:37.680 --> 00:17:39.080]  人們說不行的
[00:17:39.080 --> 00:17:40.400]  我們不可以這樣做
[00:17:40.400 --> 00:17:41.960]  約拿說你做吧
[00:17:41.960 --> 00:17:44.160]  罪不會歸在你的頭上
[00:17:44.160 --> 00:17:45.200]  他真的將
[00:17:45.200 --> 00:17:47.080]  那些人真的將我扔下海
[00:17:47.080 --> 00:17:51.880]  扔下旁風大雨的一個海
[00:17:51.880 --> 00:17:54.640]  或者說驚濤駭浪的海
[00:17:54.640 --> 00:17:55.800]  嘩
[00:17:55.800 --> 00:17:57.160]  沒命的
[00:17:57.160 --> 00:17:58.920]  一落就沒命了
[00:17:58.920 --> 00:18:02.720]  但是神就安排了一條大魚
[00:18:02.720 --> 00:18:05.440]  飛去游去約拿那裡
[00:18:05.440 --> 00:18:07.720]  將牠吞下去肚子
[00:18:07.720 --> 00:18:11.520]  然後牠在魚腹裡三日三夜
[00:18:11.520 --> 00:18:13.840]  給大家猜個謎好嗎
[00:18:13.840 --> 00:18:17.680]  是什麼魚將約拿吞在肚子裡的呢
[00:18:17.680 --> 00:18:18.840]  鯨魚
[00:18:18.840 --> 00:18:20.400]  鯨魚、鯊魚
[00:18:20.400 --> 00:18:22.480]  還有沒有
[00:18:22.480 --> 00:18:25.520]  吞拿魚
[00:18:25.520 --> 00:18:26.440]  是不是
[00:18:26.440 --> 00:18:28.200]  吞了約拿下肚子
[00:18:28.200 --> 00:18:29.520]  就是吞拿魚
[00:18:29.520 --> 00:18:31.120]  這是笑話
[00:18:31.120 --> 00:18:32.920]  給大家笑一笑
[00:18:32.920 --> 00:18:34.080]  那麼
[00:18:34.080 --> 00:18:35.240]  不管是什麼魚
[00:18:35.240 --> 00:18:36.320]  大白鯊也好
[00:18:36.320 --> 00:18:37.440]  鯨魚也好
[00:18:37.440 --> 00:18:38.840]  總之就夠大
[00:18:38.840 --> 00:18:40.760]  可以將一個人吞下去
[00:18:40.760 --> 00:18:42.200]  還有牠是不用
