
[00:00:00.000 --> 00:00:03.460]  過去的日子 上個星期林牧師講到
[00:03:22.380 --> 00:03:28.140]  他有施洗約翰的片段的獨家資料
[00:03:28.140 --> 00:03:31.620]  第一手資料一點也不奇怪
[00:03:31.620 --> 00:03:35.140]  不過我們要問一件事
[00:03:35.140 --> 00:03:38.580]  爲什麼他要記這件事呢
[00:03:38.580 --> 00:03:45.660]  有學者認爲是因爲初期教會里面有很多猶太基督徒
[00:03:45.660 --> 00:03:50.780]  太高抬施洗約翰的地位
[00:03:50.780 --> 00:03:55.220]  於是使徒約翰就覺得有需要
[00:03:55.220 --> 00:04:00.340]  於是專門引用了施洗約翰這段話
[00:04:00.340 --> 00:04:08.980]  去確立耶穌纔有最高的地位
[00:04:08.980 --> 00:04:14.940]  我自己就覺得這個說法很可信
[00:04:14.940 --> 00:04:19.420]  我們知道人很容易犯一些毛病
[00:04:19.420 --> 00:04:22.620]  就是造神
[00:04:22.620 --> 00:04:28.540]  就是高抬人過於高抬神
[00:04:28.540 --> 00:04:32.700]  曾經有個前輩
[00:04:32.700 --> 00:04:36.620]  是我的前輩 傳道人
[00:04:36.620 --> 00:04:43.340]  說話之間他向我們這樣表達
[00:04:43.340 --> 00:04:49.540]  他說我被騰近輝牧師罵過
[00:04:49.540 --> 00:04:54.100]  他說的時候不是有些什麼不開心
[00:04:54.100 --> 00:04:59.780]  反而是覺得很光榮 很炫耀的事
[00:04:59.780 --> 00:05:04.260]  似乎言下之意讓我接收
[00:05:04.260 --> 00:05:07.860]  他的意思是 你就沒機會了 後輩
[00:05:07.860 --> 00:05:10.340]  你沒機會認識這樣的大人物
[00:05:10.340 --> 00:05:13.580]  我就不同了 我認識他 他也認識我
[00:05:13.580 --> 00:05:16.140]  所以才罵我
[00:05:16.140 --> 00:05:18.340]  我很尊重騰近輝牧師
[00:05:18.340 --> 00:05:20.340]  我對他一點意見都沒有
[00:05:20.340 --> 00:05:24.740]  不過當時我自己有個即時的反應
[00:05:24.740 --> 00:05:27.020]  我這樣想
[00:05:27.020 --> 00:05:29.540]  我經常被聖靈責備
[00:05:29.540 --> 00:05:32.340]  我是不是經常都很開心
[00:05:32.340 --> 00:05:36.180]  聖靈認識我 是不是這樣
[00:05:36.180 --> 00:05:38.620]  不過怎知人算了
[00:05:38.620 --> 00:05:42.020]  人很多時候很幼稚 都很容易犯錯
[00:05:42.020 --> 00:05:47.420]  很容易高舉了人去榮耀自己
[00:05:47.420 --> 00:05:51.940]  所以使徒約翰爲了叫人要認清楚
[00:05:51.940 --> 00:05:54.740]  誰纔是那位主角
[00:05:54.740 --> 00:05:57.500]  誰纔是那個光
[00:05:57.500 --> 00:06:06.460]  所以約翰特別記錄了施洗約翰的見證
[00:06:06.460 --> 00:06:11.140]  而作見證這個詞語
[00:06:11.140 --> 00:06:15.340]  某個程度來說是一個法律的用語
[00:06:15.340 --> 00:06:20.100]  大家都有看電視劇
[00:06:20.100 --> 00:06:22.140]  講到上法庭的話
[00:06:22.140 --> 00:06:24.980]  證人怎樣作答呢
[00:06:24.980 --> 00:06:29.580]  多數都是律師引導他回答
[00:06:29.580 --> 00:06:34.020]  證人回答的時候就是爲了要搞清楚那件事
[00:06:34.020 --> 00:06:38.500]  或者那個人是真還是假
[00:06:38.500 --> 00:06:41.300]  即是說見證人最重要的是
[00:06:41.300 --> 00:06:48.780]  他必須親自見過或者經歷過一些事
[00:06:48.780 --> 00:06:51.820]  或者他認識過一個人
[00:06:51.820 --> 00:06:58.700]  以至他能夠出庭告訴別人這是真的還是假的
[00:06:58.700 --> 00:07:04.740]  所以很多時候證人只需要回答兩個字
[00:07:04.740 --> 00:07:07.060]  是 還是不是
[00:07:07.060 --> 00:07:11.820]  其他東西都不用怎麼回答
[00:07:11.820 --> 00:07:19.100]  在這19節至21節記錄的見證人是施洗約翰
[00:07:19.100 --> 00:07:22.420]  發生的地點當然不是法庭
[00:07:22.420 --> 00:07:26.780]  而是在約旦河外一個叫伯大利的地方
[00:07:26.780 --> 00:07:29.980]  而來陪問約翰的
[00:07:29.980 --> 00:07:33.060]  就是從耶路撒冷
[00:07:33.060 --> 00:07:38.740]  被拆離的祭司利美人和法尼塞人
[00:07:38.740 --> 00:07:41.220]  即是說這羣人是代表什麼
[00:07:41.220 --> 00:07:42.860]  一些官方的代表來的
[00:07:42.860 --> 00:07:45.620]  是一個宗教的人士
[00:07:45.620 --> 00:07:49.620]  都是一些當權者
[00:07:49.620 --> 00:07:58.460]  爲什麼他們從這麼遠來查問約翰呢
[00:07:58.460 --> 00:08:05.180]  我們估計一方面這羣祭司和利美人
[00:08:05.180 --> 00:08:10.620]  因爲他們都知道約翰是祭司撒加里亞的兒子
[00:08:10.620 --> 00:08:13.820]  有資格成爲祭司
[00:08:13.820 --> 00:08:18.900]  不過祭司不應該在耶路撒冷那裏公職的嗎
[00:08:18.900 --> 00:08:21.580]  做理行職責的嗎
[00:08:21.580 --> 00:08:27.660]  而是在曠野那裏過野人的生活
[00:08:27.660 --> 00:08:30.940]  所以我想這羣祭司都很有興趣來
[00:08:30.940 --> 00:08:35.740]  看看搞什麼呢 這個人這麼古怪
[00:08:35.740 --> 00:08:38.540]  另外這些法尼塞人又如何呢
[00:08:38.540 --> 00:08:42.060]  他們實在同時都代表了猶太公會
[00:08:42.060 --> 00:08:47.340]  任務之一就是去對付一些假先知
[00:08:47.340 --> 00:08:51.740]  由於約翰傳道都吸引了很多羣衆
[00:08:51.740 --> 00:08:54.060]  他們是一些社會當權者
[00:08:54.060 --> 00:08:57.340]  他們都覺得社會秩序很緊要
[00:08:57.340 --> 00:08:59.620]  所以他一定要搞清楚
[00:08:59.620 --> 00:09:04.340]  這個人究竟是什麼人呢
[00:09:04.340 --> 00:09:07.580]  是真的先知還是假的先知呢
[00:09:07.580 --> 00:09:09.780]  並且他們會很好奇
[00:09:09.780 --> 00:09:16.860]  爲什麼這麼多猶太人來約旦河要接受他的洗禮
[00:09:16.860 --> 00:09:19.820]  根據猶太人的規矩
[00:09:19.820 --> 00:09:25.620]  只有外邦人是需要洗禮的
[00:09:25.620 --> 00:09:31.860]  就是當他們想加入猶太教這個信仰的時候
[00:09:31.860 --> 00:09:36.140]  但猶太人就不需要接受這種洗禮的
[00:09:36.140 --> 00:09:39.460]  因爲他們天生就是亞伯拉罕的子孫
[00:09:39.460 --> 00:09:42.900]  生於律法之下 是神所揀選的
[00:09:42.900 --> 00:09:47.380]  所以他們不需要接受洗禮
[00:09:47.380 --> 00:09:50.460]  猶太人不需要洗禮
[00:09:50.460 --> 00:09:53.860]  而約翰卻是爲猶太人洗禮
[00:09:53.860 --> 00:09:56.940]  那是什麼意思呢
[00:09:56.940 --> 00:10:02.660]  原來約翰的洗禮是悔改的洗
[00:10:02.660 --> 00:10:06.220]  接受他洗禮的意思就是代表
[00:10:06.220 --> 00:10:11.580]  有罪的人表示願意悔改
[00:10:11.580 --> 00:10:15.140]  於是這羣當權者會質疑
[00:10:15.140 --> 00:10:17.860]  約翰是否有這個權利
[00:10:17.860 --> 00:10:24.100]  有這個身份去進行這種洗禮呢
[00:10:24.100 --> 00:10:29.780]  於是他們連續地問了約翰三次
[00:10:29.780 --> 00:10:32.820]  你是誰
[00:10:32.820 --> 00:10:35.980]  第一次他問你是否基督呢
[00:10:35.980 --> 00:10:38.860]  是否那個救世主呢
[00:10:38.860 --> 00:10:42.620]  因爲以色列人罔頓之後
[00:10:42.620 --> 00:10:45.220]  一直等候一個君王
[00:10:45.220 --> 00:10:51.220]  一個救世主帶領他們脫離羅馬的政權
[00:10:51.220 --> 00:10:53.980]  去立自己的國
[00:10:53.980 --> 00:10:56.220]  都希望爲這個世界帶來和平
[00:10:56.220 --> 00:10:58.020]  帶來公義的統治
[00:10:58.020 --> 00:11:02.820]  甚至偏及全世界
[00:11:02.820 --> 00:11:07.940]  他們又問約翰你是否以利亞
[00:11:07.940 --> 00:11:11.380]  因爲猶太人相信
[00:11:11.380 --> 00:11:16.100]  在救世主來到以前
[00:11:16.100 --> 00:11:21.860]  以利亞會先來預備世界去迎接他
[00:11:21.860 --> 00:11:24.820]  他來以利亞
[00:11:24.820 --> 00:11:27.860]  是要解決紛爭
[00:11:27.860 --> 00:11:32.580]  而這個觀念是源於馬拉基書四章五至六節
[00:11:32.580 --> 00:11:37.820]  他說約翰大而可謂的日未到以前
[00:11:37.820 --> 00:11:42.420]  我必猜顯以利亞先知到你們那裏去
[00:11:42.420 --> 00:11:45.700]  他必使父親的心轉向兒女
[00:11:45.700 --> 00:11:48.620]  兒女的心轉向父親
[00:11:48.620 --> 00:11:53.820]  免得我來就坐遍地
[00:11:53.820 --> 00:12:00.860]  第三次他們又問你是否哪個先知
[00:12:00.860 --> 00:12:02.980]  因爲猶太人相信
[00:12:02.980 --> 00:12:05.940]  在救世主來臨以前
[00:12:05.940 --> 00:12:10.940]  神要興起一位最偉大最卓越
[00:12:10.940 --> 00:12:14.420]  就好像摩西一樣的先知
[00:12:14.420 --> 00:12:19.740]  這個觀念是來自《生命紀》十八章十五節
[00:12:19.740 --> 00:12:23.900]  當時摩西對百姓這樣說
[00:12:23.900 --> 00:12:25.980]  他說:耶和華你的神
[00:12:25.980 --> 00:12:28.460]  要從你們弟兄中間
[00:12:28.460 --> 00:12:31.380]  給你興起一位先知
[00:12:31.380 --> 00:12:38.420]  像我,你們要聽從他
[00:12:38.420 --> 00:12:40.100]  不過我們也要問
[00:12:40.100 --> 00:12:44.900]  爲什麼這羣人一來就問約翰
[00:12:44.900 --> 00:12:51.700]  究竟是不是這三位人物其中一位呢?
[00:12:51.700 --> 00:12:54.780]  因爲這三位人物
[00:12:54.780 --> 00:12:59.260]  基督、以利亞或者像摩西的先知
[00:12:59.260 --> 00:13:03.580]  都是摩西的大人物
[00:13:03.580 --> 00:13:06.660]  在他們的思維裏面
[00:13:06.660 --> 00:13:09.860]  他們認爲他們纔有資格
[00:13:09.860 --> 00:13:12.060]  這三位人士纔有資格
[00:13:12.060 --> 00:13:18.020]  或者權柄去實行這個施洗
[00:13:18.020 --> 00:13:20.180]  而約翰的回答
[00:13:20.180 --> 00:13:25.820]  三次都回答得快和肯定
[00:13:25.820 --> 00:13:28.260]  都是三個「不是」
[00:13:28.260 --> 00:13:35.780]  「我不是基督,不是以利亞,不是那先知」
[00:13:35.780 --> 00:13:39.820]  究竟約翰是誰呢?
[00:13:39.820 --> 00:13:46.420]  他的答覆就是源自《以塞雅書》四十章三至四節
[00:13:46.420 --> 00:13:51.180]  他說:那把在曠野有聲喊着說
[00:13:51.180 --> 00:13:55.380]  修直主的爐
[00:13:55.380 --> 00:13:57.060]  意思是什麼呢?
[00:13:57.060 --> 00:14:01.220]  就是他告訴這些人
[00:14:01.220 --> 00:14:03.780]  他不是什麼大人物
[00:14:03.780 --> 00:14:07.620]  他只是一個微不足道的角色
[00:14:07.620 --> 00:14:10.900]  只是一把聲音
[00:14:10.900 --> 00:14:13.420]  或者好像我們中國人都說
[00:14:13.420 --> 00:14:16.180]  死剩一把聲
[00:14:16.180 --> 00:14:18.900]  就是沒什麼重要的東西
[00:14:18.900 --> 00:14:21.660]  剩下一把聲
[00:14:21.660 --> 00:14:27.140]  並且這一把聲是曠野發出呼喊的聲音
[00:14:27.140 --> 00:14:33.660]  所以約翰再次被這些人質疑他的資格和身份
[00:14:33.660 --> 00:14:35.940]  既然你什麼都不是
[00:14:35.940 --> 00:14:38.580]  只是一名小人物
[00:14:38.580 --> 00:14:41.900]  爲什麼要施洗?
[00:14:41.900 --> 00:14:43.780]  二十六二十七節
[00:14:43.780 --> 00:14:46.660]  約翰的回覆是這樣
[00:14:46.660 --> 00:14:48.740]  「我是用水施洗
[00:14:48.740 --> 00:14:51.460]  但有一位站在你們中間
[00:14:51.460 --> 00:14:53.860]  是你們不認識的
[00:14:53.860 --> 00:14:56.340]  就是那在我耳後來的
[00:14:56.340 --> 00:15:01.180]  我給他解鞋帶也不配」
[00:15:01.180 --> 00:15:05.340]  大家不知道有沒有覺得
[00:15:05.340 --> 00:15:08.140]  他有沒有答到呢?
[00:15:08.140 --> 00:15:12.180]  我自己覺得他答非所問
[00:15:12.180 --> 00:15:16.420]  而實際上約翰在一開始的時候
[00:15:16.420 --> 00:15:19.260]  已經有一些答非所問
[00:15:19.260 --> 00:15:21.060]  就是第十九節
[00:15:21.060 --> 00:15:31.460]  當細思和黎美仁去問他是誰的時候
[00:15:31.460 --> 00:15:36.900]  他就已經沒有直接回答他是誰
[00:15:36.900 --> 00:15:41.100]  他只是回答「我不是基督」
[00:15:41.100 --> 00:15:43.300]  而在二十六二十七節
[00:15:43.300 --> 00:15:49.020]  他又再次被人問到他的資格身份
[00:15:49.020 --> 00:15:53.860]  爲什麼還要施洗的時候
[00:15:53.860 --> 00:15:56.820]  他實際上如果要正式回答的時候
[00:15:56.820 --> 00:15:58.180]  我自己這麼想
[00:15:58.180 --> 00:16:01.540]  如果他要回答這個問題
[00:16:01.540 --> 00:16:04.420]  我就會這麼回答
[00:16:04.420 --> 00:16:06.740]  是上頭派我來的
[00:16:06.740 --> 00:16:09.300]  上面那個
[00:16:09.300 --> 00:16:11.660]  但是他又沒有
[00:16:11.660 --> 00:16:14.180]  他就是答非所問地
[00:16:14.180 --> 00:16:16.380]  弄了一個「我用水施洗」
[00:16:16.380 --> 00:16:20.260]  然後有一個還讓我帶來用性靈洗的
[00:16:20.260 --> 00:16:26.060]  我不配和他綁鞋帶的
[00:16:26.060 --> 00:16:30.060]  爲什麼會這樣呢?
[00:16:30.060 --> 00:16:33.780]  其中一個我可以理解的就是
[00:16:33.780 --> 00:16:40.860]  實際上約翰一早就很清楚這羣當權者的來意
[00:16:40.860 --> 00:16:42.860]  於是他直接了當
[00:16:42.860 --> 00:16:46.660]  「你不用當我是基督,我不是」
[00:16:46.660 --> 00:16:49.700]  不過同時我們不要忽略
[00:16:49.700 --> 00:16:53.900]  約翰回答的時候有他的心意
[00:16:53.900 --> 00:16:58.500]  又或者在這個福音書的作者史塗約翰
[00:16:58.500 --> 00:17:04.580]  都想我們去讀這個福音書的讀者
[00:17:04.580 --> 00:17:10.780]  能夠體會他寫這件事的心意
[00:17:10.780 --> 00:17:14.820]  就是在開始的時候
[00:17:14.820 --> 00:17:17.620]  約翰被人問他的身份的時候
[00:17:17.620 --> 00:17:20.660]  和結束的回答的時候
[00:17:20.660 --> 00:17:24.100]  約翰的回答是刻意的
[00:17:24.100 --> 00:17:33.060]  將人的注意力和焦點帶回基督的身上
[00:17:33.060 --> 00:17:37.380]  而點出他自己只是一個小人物
[00:17:37.380 --> 00:17:42.220]  是一把在曠野呼叫的聲音
[00:17:42.220 --> 00:17:51.340]  連爲基督解鞋帶都不配的小角色
[00:17:51.340 --> 00:17:53.900]  大家如果細心留意
[00:17:53.900 --> 00:17:57.100]  就會發覺或者你可以回去看一下
[00:17:57.100 --> 00:17:59.900]  約翰福音裏面
[00:17:59.900 --> 00:18:08.100]  作者從來沒有稱呼約翰爲「施洗的約翰」
[00:18:08.100 --> 00:18:12.700]  但是這個稱呼在其他三卷福音書中
[00:18:12.700 --> 00:18:14.820]  是很普遍地用的
[00:18:14.820 --> 00:18:18.100]  「施洗的約翰」
[00:18:18.100 --> 00:18:21.060]  爲什麼會這樣呢?
[00:18:21.060 --> 00:18:28.860]  有學者相信是因爲作者有意這樣安排
[00:18:28.860 --> 00:18:33.300]  因爲他要突出約翰作爲
[00:18:33.300 --> 00:18:35.340]  即本來施洗的約翰
[00:18:35.340 --> 00:18:39.100]  作爲基督的見證者這個身份
[00:18:39.100 --> 00:18:40.620]  見證人的身份
[00:18:40.620 --> 00:18:46.780]  而不是爲人施洗的約翰
[00:18:46.780 --> 00:18:49.300]  這樣的話
[00:18:49.300 --> 00:18:51.900]  我們都很清楚可以看到
[00:18:51.900 --> 00:18:56.820]  約翰不愧稱爲基督的見證人
[00:18:56.820 --> 00:19:00.940]  你想想 連被人查問他是誰
[00:19:00.940 --> 00:19:03.980]  焦點本來在他身上
[00:19:03.980 --> 00:19:06.580]  不過他竟然
[00:19:06.580 --> 00:19:08.460]  而且他都沒有忘記
[00:19:08.460 --> 00:19:12.380]  竟然能夠將話題轉化爲
[00:19:12.380 --> 00:19:15.620]  爲基督作見證
[00:19:15.620 --> 00:19:20.780]  基督才變回主角
[00:19:20.780 --> 00:19:25.420]  除了約翰個人的能力和預備
[00:19:25.420 --> 00:19:27.500]  作爲見證人
[00:19:27.500 --> 00:19:29.940]  我們必須要可信
[00:19:29.940 --> 00:19:36.020]  以至我們所作的見證才能夠取信於人
[00:19:36.020 --> 00:19:40.540]  當我們去制讀福音書的時候
[00:19:40.540 --> 00:19:43.420]  我們發覺兩個問題
[00:19:43.420 --> 00:19:49.740]  會令人質疑約翰見證的可信性
[00:19:49.740 --> 00:19:51.300]  第一
[00:19:51.300 --> 00:19:57.260]  在《馬太福音》17章10至13節
[00:19:57.260 --> 00:20:02.180]  記錄了門徒與耶穌談論過有關
[00:20:02.180 --> 00:20:06.180]  以利亞必須先來這個問題
[00:20:06.180 --> 00:20:08.980]  耶穌的回答就是
[00:20:08.980 --> 00:20:12.460]  施洗約翰就是以利亞
[00:20:12.460 --> 00:20:14.140]  經文是這樣說
[00:20:14.140 --> 00:20:16.340]  以利亞固然先來
[00:20:16.340 --> 00:20:19.540]  並要復興萬事
[00:20:19.540 --> 00:20:21.700]  只是我告訴你們
[00:20:21.700 --> 00:20:24.180]  以利亞已經來了
[00:20:24.180 --> 00:20:26.380]  人卻不認識他
[00:20:26.380 --> 00:20:28.900]  僅任意待他
[00:20:28.900 --> 00:20:33.220]  因此也將要這樣受他們的害
[00:20:33.220 --> 00:20:36.020]  門徒這才明白
[00:20:36.020 --> 00:20:41.980]  耶穌所說的是指着施洗的約翰
[00:20:41.980 --> 00:20:43.700]  這樣說的話
[00:20:43.700 --> 00:20:46.620]  約翰說自己不是以利亞
[00:20:46.620 --> 00:20:51.060]  是否做了假見證呢
[00:20:51.060 --> 00:20:53.340]  第二個疑問
[00:20:53.340 --> 00:20:57.340]  《馬太福音》的11章2至3節
[00:20:57.340 --> 00:21:02.820]  當時約翰已經被收監
[00:21:02.820 --> 00:21:07.060]  他聽見耶穌所做的事
[00:21:07.060 --> 00:21:10.140]  他自己好像開始懷疑
[00:21:10.140 --> 00:21:13.860]  耶穌究竟是不是基督
[00:21:13.860 --> 00:21:16.500]  於是他打發兩個門徒去
[00:21:16.500 --> 00:21:18.580]  問耶穌
[00:21:18.580 --> 00:21:23.300]  他說:那將要來的是你嗎
[00:21:23.300 --> 00:21:28.580]  還是我們等候別人呢
[00:21:28.580 --> 00:21:32.740]  約翰確實對自己所見證的基督
[00:21:32.740 --> 00:21:35.980]  表示了懷疑
[00:21:35.980 --> 00:21:37.860]  這樣
[00:21:37.860 --> 00:21:42.220]  他的見證是否可信呢
[00:21:42.220 --> 00:21:45.700]  大家怎麼看呢
[00:21:45.700 --> 00:21:47.300]  沒理由不可信的
[00:21:47.300 --> 00:21:50.260]  我想來說什麼呢
[00:21:50.260 --> 00:21:52.940]  不過證據在哪裏呢
[00:21:52.940 --> 00:21:55.540]  可信的證據在哪裏呢
[00:21:55.540 --> 00:21:58.100]  讓我跟你說出來
[00:21:58.100 --> 00:21:59.780]  首先
[00:21:59.780 --> 00:22:08.500]  耶穌向門徒指出約翰就是以利亞
[00:22:08.500 --> 00:22:13.660]  因爲只有耶穌他才能知道
[00:22:13.660 --> 00:22:18.100]  連約翰他自己都不知道
[00:22:18.100 --> 00:22:23.380]  我相信約翰在回答祭司和法利塞人的時候
[00:22:23.380 --> 00:22:27.420]  他真的是貫徹平常的作風
[00:22:27.420 --> 00:22:29.700]  心中坦蕩蕩
[00:22:29.700 --> 00:22:34.100]  不會將自己和一些歷史的偉人相比
[00:22:34.100 --> 00:22:37.020]  所以他很快就回答
[00:22:37.020 --> 00:22:40.420]  回答得很快和很堅決
[00:22:40.420 --> 00:22:43.220]  他不是
[00:22:43.220 --> 00:22:46.420]  他不是什麼大人物
[00:22:46.420 --> 00:22:51.940]  並且我相信約翰在開始傳道之前
[00:22:51.940 --> 00:22:56.060]  實在他已經早作心理的準備
[00:22:56.060 --> 00:23:00.300]  他早就至今卑微
[00:23:00.300 --> 00:23:04.340]  他真的不覺得自己是什麼大人物
[00:23:04.340 --> 00:23:07.820]  爲什麼會這樣說呢
[00:23:07.820 --> 00:23:13.060]  我曾經聽過一個這樣的事件
[00:23:13.060 --> 00:23:18.380]  話說這一個傳媒的高層
[00:23:18.380 --> 00:23:21.300]  他早期入行的時候
[00:23:21.300 --> 00:23:23.740]  他都已經很清楚
[00:23:23.740 --> 00:23:29.180]  這個行業有一些的陷阱和隱憂
[00:23:29.180 --> 00:23:33.020]  就是當你做得不錯的時候
[00:23:33.020 --> 00:23:36.540]  有些明星有些影響力
[00:23:36.540 --> 00:23:42.180]  總是有人會用各樣各式的方法去利誘你
[00:23:42.180 --> 00:23:45.300]  要你發佈或者編寫一些不實
[00:23:45.300 --> 00:23:50.700]  或者和自己的立場相反的消息或者文章
[00:23:50.700 --> 00:23:54.460]  因此他早作了準備
[00:23:54.460 --> 00:23:58.580]  爲了可以抵抗這方面的隱憂
[00:23:58.580 --> 00:24:02.380]  他選擇了過一些簡樸的生活
[00:24:02.380 --> 00:24:05.860]  雖然他的收入很不錯
[00:24:05.860 --> 00:24:09.260]  他都可以住豪宅
[00:24:09.260 --> 00:24:14.940]  開好車,不過堅持他都是住一些很簡樸的地方
[00:24:14.940 --> 00:24:19.340]  開一個很普通的車
[00:24:19.340 --> 00:24:23.420]  是因爲這樣他就不需要
[00:24:23.420 --> 00:24:27.300]  爲了應付他奢華的生活
[00:24:27.300 --> 00:24:33.740]  而放棄他自己的原則和良心
[00:24:33.740 --> 00:24:37.300]  大不了不做咯
[00:24:37.300 --> 00:24:42.020]  他就是這樣做了一個這樣的準備
[00:24:42.020 --> 00:24:43.700]  因此我都相信
[00:24:43.700 --> 00:24:49.100]  約翰爲了做好他作爲基督的見證者
[00:24:49.100 --> 00:24:51.460]  作爲基督的先鋒
[00:24:51.460 --> 00:24:53.940]  他一早就預備好
[00:24:53.940 --> 00:24:59.060]  因爲他放棄了一般人的生活
[00:24:59.060 --> 00:25:03.300]  這個約翰他身穿駱駝毛
[00:25:03.300 --> 00:25:05.220]  腰束皮帶
[00:25:05.220 --> 00:25:09.860]  喫的是蝗蟲野蜜
[00:25:09.860 --> 00:25:12.620]  爲的是什麼呀
[00:25:12.620 --> 00:25:17.380]  爲的就是不想自己受世俗的影響
[00:25:17.380 --> 00:25:23.740]  不想受制於社會的制度
[00:25:23.740 --> 00:25:26.860]  受這些強權的壓迫
[00:25:26.860 --> 00:25:30.940]  爲了可以爲基督作真誠的見證
[00:25:30.940 --> 00:25:34.820]  爲了讓自己不會自以爲了不起
[00:25:34.820 --> 00:25:39.420]  爲了要走在光明之中
[00:25:39.420 --> 00:25:44.260]  願意這樣犧牲來進行主導的人
[00:25:44.260 --> 00:25:49.620]  我們真的沒有理由去質疑他的誠信
[00:25:49.620 --> 00:25:52.340]  另外
[00:25:52.340 --> 00:25:57.140]  當他在監獄裏面打發人去問耶穌
[00:25:57.140 --> 00:26:00.020]  是因爲他真的不明白
[00:26:00.020 --> 00:26:02.020]  因爲他也是人
[00:26:02.020 --> 00:26:04.980]  他也有他的期望
[00:26:04.980 --> 00:26:08.140]  他和他的同胞猶太人一樣
[00:26:08.140 --> 00:26:14.020]  他以爲基督來到是要拯救猶太的民族
[00:26:14.020 --> 00:26:20.420]  甚至全世界脫離一些世俗的政權
[00:26:20.420 --> 00:26:23.780]  但是耶穌並沒有這樣做
[00:26:23.780 --> 00:26:26.420]  因此他不明白
[00:26:26.420 --> 00:26:32.420]  所以他需要向耶穌求問求證
[00:26:32.420 --> 00:26:38.860]  不過這並不影響他作爲基督所作的見證
[00:26:38.860 --> 00:26:46.220]  因爲這一切都是他親眼親耳所看到所聽到的
[00:26:46.220 --> 00:26:52.100]  在一章32-34節很清楚地指出
[00:26:52.100 --> 00:26:59.620]  約翰親耳聽見猜他來用水施洗的對他說
[00:26:59.620 --> 00:27:02.580]  你看見聖靈降下來
[00:27:02.580 --> 00:27:04.780]  住在誰的身上
