
[00:00:00.000 --> 00:00:01.780]  各位看完節目的平安
[00:02:02.720 --> 00:02:03.920]  繼續去引領
[00:02:03.920 --> 00:02:05.920]  我們祈禱的願望是奉主明求
[00:02:05.920 --> 00:02:13.720]  今天和大家分享的經文
[00:02:13.720 --> 00:02:16.520]  是來到《雅各書》
[00:02:16.520 --> 00:02:21.080]  很簡單的去講一下關於《雅各書》的事情
[00:02:21.080 --> 00:02:23.380]  《雅各書》的作者其實就是
[00:02:23.380 --> 00:02:26.320]  我們相信是耶穌的兄弟雅各
[00:02:26.320 --> 00:02:28.840]  在信上他也提到
[00:02:28.840 --> 00:02:33.520]  這封信是寫給散居在各地的猶太人
[00:02:33.520 --> 00:02:35.800]  當我們去想到《雅各書》的時候
[00:02:35.800 --> 00:02:38.680]  我不知道有沒有一些熟悉的經文
[00:02:38.680 --> 00:02:42.120]  會彈在你的腦裏面出現
[00:02:42.120 --> 00:02:44.120]  對我自己來說也有幾段經文
[00:02:44.120 --> 00:02:46.120]  一提到《雅各書》我就會想起
[00:02:46.120 --> 00:02:49.420]  第一段經文在《雅各書》二章17到18節
[00:02:49.420 --> 00:02:52.640]  他說「這樣信心若沒有行爲就是死的
[00:02:52.640 --> 00:02:55.400]  必有人說你有信心我有行爲
[00:02:55.400 --> 00:02:58.680]  你將你沒有行爲的信心指給我看
[00:02:58.680 --> 00:03:03.720]  我便藉着我的行爲將我的信心指給你看」
[00:03:03.720 --> 00:03:08.280]  這裏我們會看到信心和行爲的配搭
[00:03:08.280 --> 00:03:10.960]  沒有行爲的信心別人是看不到的
[00:03:10.960 --> 00:03:14.120]  甚至《雅各》會稱呼它是一個死的信心
[00:03:14.120 --> 00:03:15.520]  沒用的
[00:03:15.520 --> 00:03:18.600]  另一段經文我自己很快會彈出來
[00:03:18.600 --> 00:03:21.040]  就是在《雅各書》四章18節
[00:03:21.040 --> 00:03:21.640]  爲什麼呢?
[00:03:21.640 --> 00:03:25.120]  因爲當我仍然是中學的時間
[00:03:25.120 --> 00:03:29.040]  我參加清潔教的成長八課
[00:03:29.040 --> 00:03:33.000]  這段經文是在第二課親密靈脩的時候要背的
[00:03:33.000 --> 00:03:35.800]  「你們親近神神就必親近你們」
[00:03:35.800 --> 00:03:40.040]  所以可能很多弟兄姊妹有印象都熟悉
[00:03:40.040 --> 00:03:43.120]  第三段經文就是來自《雅各書》一章22節
[00:03:43.120 --> 00:03:44.840]  他說「只是你們要行道
[00:03:44.840 --> 00:03:48.360]  不要單單聽道 自己欺控自己」
[00:03:48.360 --> 00:03:51.720]  而最後一段經文就是來自一章19節
[00:03:51.720 --> 00:03:55.040]  他說「你們個人要快快地聽 慢慢地說
[00:03:55.040 --> 00:03:57.200]  慢慢地動怒」
[00:03:57.200 --> 00:03:58.640]  在這兩段經文裏面
[00:03:58.640 --> 00:04:01.640]  就是正正我們今天一起分享的那段經文
[00:04:01.640 --> 00:04:05.200]  我們會一起涉獵到 一起去理解到
[00:04:05.200 --> 00:04:07.120]  在最後的一章19節
[00:04:07.120 --> 00:04:09.440]  「你們個人要快快地聽 慢慢地說
[00:04:09.440 --> 00:04:11.680]  慢慢地動怒」這段經文
[00:04:11.680 --> 00:04:13.480]  很多時候如果你上一些工作坊
[00:04:13.480 --> 00:04:15.680]  講到關於情緒管理
[00:04:15.680 --> 00:04:18.280]  或者學習和人溝通的時候
[00:04:18.280 --> 00:04:21.040]  這段經文都會有機會被人引用
[00:04:21.040 --> 00:04:25.560]  尤其是一些基督教的機構去搞這些工作坊的時候
[00:04:25.560 --> 00:04:29.640]  其實這段經文真的能夠去達到一個很好的果效
[00:04:29.640 --> 00:04:34.080]  去幫助我們如何去嘗試被提醒
[00:04:34.080 --> 00:04:37.320]  去管理我們自己的情緒 去學習和人溝通
[00:04:37.320 --> 00:04:41.240]  所以其實我自己有時候開一些很近的會之前
[00:04:41.240 --> 00:04:45.760]  我都總會在心裏面去反覆重讀一下這段經文
[00:04:45.760 --> 00:04:47.560]  讓我自己有個心理準備
[00:04:47.560 --> 00:04:50.960]  好好管理一下自己的情緒去開會
[00:04:50.960 --> 00:04:53.880]  我不知道今天大家生活會是怎樣
[00:04:53.880 --> 00:04:58.080]  我們今天可能很多弟兄姊妹都已經在家裏面去工作
[00:04:58.080 --> 00:04:59.600]  在未放暑假之前
[00:04:59.600 --> 00:05:03.720]  你的小朋友都在家裏面去網課
[00:05:03.720 --> 00:05:06.080]  上上去堆着
[00:05:06.080 --> 00:05:09.440]  這段經文是否可以成爲你一些提醒
[00:05:09.440 --> 00:05:11.240]  又或者可能在早一兩個星期
[00:05:11.240 --> 00:05:13.680]  尤其是早一兩個星期
[00:05:13.680 --> 00:05:19.960]  我們經常都可能會面對要去排很長的隊去檢測
[00:05:19.960 --> 00:05:21.880]  又或者當我們有一些東西不明白
[00:05:21.880 --> 00:05:24.200]  很想去打電話去問一些部門
[00:05:24.200 --> 00:05:25.520]  我們想了解多一點的時候
[00:05:25.520 --> 00:05:28.160]  我們會發覺可能我們打極都不通
[00:05:28.160 --> 00:05:30.600]  想了很久很久都不通
[00:05:30.600 --> 00:05:32.560]  接着打通了的時候
[00:05:32.560 --> 00:05:35.640]  哇 我們的心情可能都會有點緊張
[00:05:35.640 --> 00:05:37.320]  今天剛剛又聽到有個同工他說
[00:05:37.320 --> 00:05:39.240]  他去排銀行
[00:05:39.240 --> 00:05:40.960]  他排了一整個小時
[00:05:40.960 --> 00:05:42.680]  接着終於輪到他了
[00:05:42.680 --> 00:05:45.040]  但是他竟然聽到的消息是什麼呢
[00:05:45.040 --> 00:05:46.560]  那個同事沒有回來
[00:05:46.560 --> 00:05:49.080]  幫不了你 你走吧
[00:05:49.080 --> 00:05:50.120]  哇 排了一整個小時
[00:05:50.120 --> 00:05:50.960]  接着你叫我走
[00:05:50.960 --> 00:05:52.880]  哇 幫不了我
[00:05:52.880 --> 00:05:54.800]  每兩三天可能我們又會看新聞
[00:05:54.800 --> 00:05:57.240]  又記招 有防疫策略的更新
[00:05:57.240 --> 00:05:59.800]  有防疫限制的改變
[00:05:59.800 --> 00:06:04.360]  可能這些時候我們都很需要這段經文去幫我們
[00:06:04.360 --> 00:06:06.680]  我們各人要快快地聽
[00:06:06.680 --> 00:06:08.240]  慢慢地說
[00:06:08.240 --> 00:06:10.520]  慢慢地動腦
[00:06:10.520 --> 00:06:14.200]  雖然這段經文可以對我們去管理自己的情緒
[00:06:14.200 --> 00:06:16.080]  或者去面對這些事情
[00:06:16.080 --> 00:06:20.400]  有很多甚至是一個很好的幫助
[00:06:20.400 --> 00:06:25.440]  但是這段經文是不是就是要表達這個的目的
[00:06:25.440 --> 00:06:27.960]  雅各去說這句話
[00:06:27.960 --> 00:06:32.360]  是不是爲了要幫我們去管理我們的情緒呢
[00:06:32.360 --> 00:06:36.440]  我相信可能雅各是有更加重要的東西
[00:06:36.440 --> 00:06:38.720]  他是要去提醒我們
[00:06:38.720 --> 00:06:40.880]  雅各去說這句話的時候
[00:06:40.880 --> 00:06:44.640]  他的目的並不是那麼簡單
[00:06:44.640 --> 00:06:47.720]  我嘗試去讀以下的一段我們接下來的經文
[00:06:47.720 --> 00:06:50.480]  大家一起可以去聆聽
[00:06:50.480 --> 00:06:53.480]  雅各書第一章十九到二十七節
[00:06:53.480 --> 00:06:54.920]  我親愛的弟兄們
[00:06:54.920 --> 00:06:56.960]  這是你們所知道的
[00:06:56.960 --> 00:06:59.200]  但你們各人要快快地聽
[00:06:59.200 --> 00:07:00.480]  慢慢地說
[00:07:00.480 --> 00:07:01.960]  慢慢地動腦
[00:07:01.960 --> 00:07:05.920]  因爲人的怒氣並不成就神的意
[00:07:05.920 --> 00:07:10.560]  所以你們要脫去一切的污蔽和盈餘的邪惡
[00:07:10.560 --> 00:07:14.160]  全溫柔的心領受那栽種的道
[00:07:14.160 --> 00:07:17.160]  就是能救你們靈魂的道
[00:07:17.160 --> 00:07:19.040]  只是你們要行道
[00:07:19.040 --> 00:07:21.040]  不要單單聽道
[00:07:21.040 --> 00:07:22.760]  自己欺控自己
[00:07:22.760 --> 00:07:25.160]  因爲聽道而不行道的
[00:07:25.160 --> 00:07:29.360]  就像人對着鏡子看自己本來的面貌
[00:07:29.360 --> 00:07:31.280]  看見 走後
[00:07:31.280 --> 00:07:34.400]  隨即忘了他的相貌如何
[00:07:34.400 --> 00:07:39.320]  唯有詳細察看那全被使人自由之立法的
[00:07:39.320 --> 00:07:41.560]  並且事尚如此
[00:07:41.560 --> 00:07:43.720]  這人既不是聽了就亡
[00:07:43.720 --> 00:07:45.640]  乃是實在行出來
[00:07:45.640 --> 00:07:50.520]  就是在他所行的事上必然得福
[00:07:50.520 --> 00:07:52.880]  若有人自以爲虔誠
[00:07:52.880 --> 00:07:54.840]  卻不勒住他的舌頭
[00:07:54.840 --> 00:07:56.920]  反欺控自己的心
[00:07:56.920 --> 00:07:59.280]  這人的虔誠是虛的
[00:07:59.280 --> 00:08:01.560]  在神我們的父面前
[00:08:01.560 --> 00:08:04.680]  那清潔沒有玷污的虔誠
[00:08:04.680 --> 00:08:09.040]  就是看顧在患難中的孤兒寡婦
[00:08:09.040 --> 00:08:15.560]  並且保守自己不沾染世俗
[00:08:15.560 --> 00:08:17.440]  當我們讀雅各書的時候
[00:08:17.440 --> 00:08:19.840]  我們會比較容易發現
[00:08:19.840 --> 00:08:22.640]  雅各寫成卷書的時候
[00:08:22.640 --> 00:08:25.080]  一些內容或者筆鋒的改變
[00:08:25.080 --> 00:08:27.040]  因爲雅各寫雅各書的時候
[00:08:27.040 --> 00:08:29.520]  他經常會這樣說
[00:08:29.520 --> 00:08:31.120]  我親愛的弟兄
[00:08:31.120 --> 00:08:32.960]  或者我的弟兄
[00:08:32.960 --> 00:08:36.440]  之後加上一個命令式的動詞
[00:08:36.440 --> 00:08:39.400]  成爲他去建構一個新的段落
[00:08:39.400 --> 00:08:42.840]  或者一些去意思改變的提醒
[00:08:42.840 --> 00:08:45.480]  所以當你去閱讀雅各書的時候
[00:08:45.480 --> 00:08:46.920]  或者可能下個星期
[00:08:46.920 --> 00:08:48.120]  尤其是你看雅各書
[00:08:48.120 --> 00:08:50.000]  或者聆聽雅各書的時候
[00:08:50.000 --> 00:08:52.480]  一看到這句話
[00:08:52.480 --> 00:08:54.680]  可能你就更加要打醒十二分精神
[00:08:54.680 --> 00:08:56.240]  雅各有些東西要改變
[00:08:56.240 --> 00:08:59.120]  有些新的東西要提出
[00:08:59.120 --> 00:09:02.520]  其實同時間可能我們在崇拜當中
[00:09:02.520 --> 00:09:05.880]  他聽完我們分享的時候
[00:09:05.880 --> 00:09:06.880]  有時候都會說
[00:09:06.880 --> 00:09:08.560]  啊 各位弟兄姐妹
[00:09:08.560 --> 00:09:10.520]  突然間說這樣的話的時候
[00:09:10.520 --> 00:09:12.120]  可能大家突然間圍之一陣
[00:09:12.120 --> 00:09:14.440]  是不是叫我和我說話呢
[00:09:14.440 --> 00:09:16.920]  其實都是有着類似這樣的意思
[00:09:16.920 --> 00:09:18.440]  一個這樣的狀態
[00:09:18.440 --> 00:09:20.520]  去讓弟兄姐妹去明白
[00:09:20.520 --> 00:09:24.160]  去知道一些重要的東西
[00:09:24.160 --> 00:09:27.000]  雅各在這裏去和大家說
[00:09:27.000 --> 00:09:30.280]  他說你們要快快地聽
[00:09:30.280 --> 00:09:31.640]  慢慢地說
[00:09:31.640 --> 00:09:33.320]  慢慢地動腦
[00:09:33.320 --> 00:09:35.760]  其實這個教導在當時來說
[00:09:35.760 --> 00:09:38.920]  和舊約聖經很多地方都很吻合
[00:09:38.920 --> 00:09:41.240]  也和當時猶太人流傳下來的
[00:09:41.240 --> 00:09:44.880]  一些傳統的智慧之言都很接近
[00:09:44.880 --> 00:09:45.880]  甚至可以說
[00:09:45.880 --> 00:09:49.760]  其實雅各的這句真言這句話
[00:09:49.760 --> 00:09:53.120]  其實是集多種智慧教導於一身的
[00:09:53.120 --> 00:09:55.480]  一句很簡單的說話
[00:09:55.480 --> 00:09:58.240]  由三個平衡的短句去造成
[00:09:58.240 --> 00:10:00.920]  然後提及三個動作
[00:10:00.920 --> 00:10:04.240]  再加上一個對比
[00:10:04.240 --> 00:10:06.600]  在裏面讓人很容易去掌握
[00:10:06.600 --> 00:10:08.240]  很容易去明白
[00:10:08.240 --> 00:10:09.960]  快和慢是一個對比
[00:10:09.960 --> 00:10:12.880]  三個行動你要聽 說 動
[00:10:12.880 --> 00:10:14.400]  就是動腦
[00:10:14.400 --> 00:10:17.840]  讓我們配搭了之後就會很容易去掌握
[00:10:17.840 --> 00:10:20.120]  嗯 我們遇到情況就要
[00:10:20.120 --> 00:10:22.360]  好 我要快點去聽
[00:10:22.360 --> 00:10:24.120]  接着是一個對比
[00:10:24.120 --> 00:10:25.640]  不要這麼快說話
[00:10:25.640 --> 00:10:27.400]  不要這麼快生氣
[00:10:27.400 --> 00:10:30.720]  所以是一個很容易讓人去掌握
[00:10:30.720 --> 00:10:35.320]  那個要點和記得怎樣去做
[00:10:35.320 --> 00:10:39.200]  但是這句真言我想再一次提的就是
[00:10:39.200 --> 00:10:41.960]  這個只不過是一個方法
[00:10:41.960 --> 00:10:45.400]  並不是雅各要去說這句話
[00:10:45.400 --> 00:10:47.160]  達到的一個目的
[00:10:47.160 --> 00:10:48.840]  或者並不是能夠
[00:10:48.840 --> 00:10:52.160]  當我們這樣去做這個方法的時候
[00:10:52.160 --> 00:10:58.040]  就真的能夠去到雅各所提出的一個目的
[00:10:58.040 --> 00:11:00.480]  雅各的目的是什麼呢
[00:11:00.480 --> 00:11:04.320]  絕對不是爲了幫我們去管理情緒
[00:11:04.320 --> 00:11:05.760]  但是我們可以去這樣做
[00:11:05.760 --> 00:11:07.440]  也都是當中裏面有得益
[00:11:07.440 --> 00:11:09.760]  在當中也都能夠成爲一個途徑
[00:11:09.760 --> 00:11:13.000]  去讓我們去到那個的目的地
[00:11:13.000 --> 00:11:14.960]  它的那個目的地是什麼
[00:11:14.960 --> 00:11:16.840]  它的那個目標是什麼
[00:11:16.840 --> 00:11:20.080]  它是說是要讓我們因着
[00:11:20.080 --> 00:11:22.800]  運用這個工具 這個方法
[00:11:22.800 --> 00:11:24.760]  去用這個祕訣之後
[00:11:24.760 --> 00:11:29.840]  我們能夠成就神的
[00:11:29.840 --> 00:11:33.560]  快快的停 慢慢的說 慢慢的動腦
[00:11:33.560 --> 00:11:39.000]  讓我們最終能夠去達至成就神的意義
[00:11:39.000 --> 00:11:42.680]  甚至可能教會現在都在推行一個讀經計劃
[00:11:42.680 --> 00:11:44.800]  下個禮拜讀雅各的書 剛纔都提過
[00:11:44.800 --> 00:11:47.880]  我們現在剛剛應該還在看《達爾裏書》
[00:11:47.880 --> 00:11:51.680]  去到禮拜五看《達爾裏書》
[00:11:51.680 --> 00:11:54.520]  這個都是一個方法
[00:11:54.520 --> 00:11:57.040]  它要我們去讀聖經
[00:11:57.040 --> 00:12:00.400]  其實讀聖經都不是一個目的
[00:12:00.400 --> 00:12:01.840]  推行讀經計劃
[00:12:01.840 --> 00:12:06.280]  我們每天去讀聖經並不是一個最終的目的
[00:12:06.280 --> 00:12:08.440]  讀經只是一個方法
[00:12:08.440 --> 00:12:09.600]  這個方法
[00:12:09.600 --> 00:12:13.240]  最後我們期望可以去達到的目的是什麼
[00:12:13.240 --> 00:12:15.040]  是讓我們從聖經裏面
[00:12:15.040 --> 00:12:18.040]  我們經驗到上帝的美善
[00:12:18.040 --> 00:12:19.760]  好像上個禮拜穆斯那樣說
[00:12:19.760 --> 00:12:22.920]  去體驗到 明白到上帝的恩典
[00:12:22.920 --> 00:12:24.480]  上帝的美善
[00:12:24.480 --> 00:12:27.240]  然後我們從而更加認識上帝
[00:12:27.240 --> 00:12:29.520]  因此我們更加愛慕上帝
[00:12:29.520 --> 00:12:31.840]  和愛慕上帝的話語
[00:12:31.840 --> 00:12:36.480]  這個纔是真真正正我們讀經計劃的目的
[00:12:36.480 --> 00:12:39.240]  或者你讀聖經的目的
[00:12:39.240 --> 00:12:42.920]  不是我完成了就達到了目標
[00:12:42.920 --> 00:12:44.480]  但是去到最後
[00:12:44.480 --> 00:12:46.840]  我們能夠去經驗上帝的美善
[00:12:46.840 --> 00:12:50.880]  恩典 愛慕神 愛慕神的話語
[00:12:50.880 --> 00:12:55.440]  快快的聽 慢慢的說 慢慢的動怒
[00:12:55.440 --> 00:12:57.480]  可能當我們真的打了一個小時電話
[00:12:57.480 --> 00:12:59.920]  排了一個小時隊之後
[00:12:59.920 --> 00:13:02.440]  請你千萬不要罵工作人員
[00:13:02.440 --> 00:13:05.880]  因爲這樣不能夠成就上帝的義
[00:13:05.880 --> 00:13:08.600]  從現實來說同樣你都不能夠很順利
[00:13:08.600 --> 00:13:11.680]  很清楚地表達你需要協助的地方
[00:13:11.680 --> 00:13:13.040]  最終很可能的
[00:13:13.040 --> 00:13:16.760]  都是你自己不能夠得到幫助 得到支援
[00:13:16.760 --> 00:13:21.640]  還有那個接線生我相信都很無辜 他都很無奈
[00:13:21.640 --> 00:13:27.200]  他很想幫你 但可能他是無能爲力
[00:13:27.200 --> 00:13:29.000]  神的義
[00:13:29.000 --> 00:13:32.640]  神的義其實是一個很豐富的概念在整本聖經裏面
[00:13:32.640 --> 00:13:33.720]  有時候我們會看到
[00:13:33.720 --> 00:13:36.720]  可以是指向恩訊清義裏面那種義
[00:13:36.720 --> 00:13:38.080]  我們生命因着信
[00:13:38.080 --> 00:13:40.600]  在上帝眼中我們被刊爲無罪
[00:13:40.600 --> 00:13:42.920]  上帝視我們爲義
[00:13:42.920 --> 00:13:46.520]  又可以理解作是神自己的本性
[00:13:46.520 --> 00:13:49.520]  又或者神的公義作爲等等
[00:13:49.520 --> 00:13:52.040]  所以其實神的義 又或者神的愛
[00:13:52.040 --> 00:13:55.520]  都是一個很豐富很豐富的概念
[00:13:55.520 --> 00:14:00.560]  在這裏雅各表達神的義是一個怎樣的概念呢?
[00:14:00.560 --> 00:14:04.760]  如果綜合成雅各書我大概是會這樣去表達
[00:14:04.760 --> 00:14:09.920]  神的義就是神對跟隨祂的人所要求的公義行爲
[00:14:09.920 --> 00:14:13.680]  一個道德行爲的實踐
[00:14:13.680 --> 00:14:18.560]  祂是要我們去有一個公義的行爲
[00:14:18.560 --> 00:14:21.120]  實踐在這個世界上
[00:14:21.120 --> 00:14:26.080]  讓世人看到上帝的義
[00:14:26.080 --> 00:14:29.360]  聽 講 又或者動腦
[00:14:29.360 --> 00:14:31.480]  這些都是一些行爲
[00:14:31.480 --> 00:14:35.400]  但是有這些行爲我相信我們不是突然間有
[00:14:35.400 --> 00:14:38.440]  更加重要的 甚至更加準確的
[00:14:38.440 --> 00:14:41.640]  很多是我們自己的內心
[00:14:41.640 --> 00:14:44.600]  有着一些的事情或者一些的狀態
[00:14:44.600 --> 00:14:47.600]  去驅使我們有這些行爲
[00:14:47.600 --> 00:14:49.760]  所以在《針研四章》二十三節它這樣說
[00:14:49.760 --> 00:14:52.880]  你們要保守你的心 勝過保守一切
[00:14:52.880 --> 00:14:56.880]  因爲一切的果效是由心發出
[00:14:56.880 --> 00:14:58.600]  如果我們簡單一點去嘗試
[00:14:58.600 --> 00:15:00.600]  例如我們去稱讚人
[00:15:00.600 --> 00:15:02.880]  可能是因爲我們去欣賞他
[00:15:02.880 --> 00:15:06.000]  我們罵人可能很多時候是因爲我們不滿
[00:15:06.000 --> 00:15:08.960]  我們有怒氣 我們動怒
[00:15:08.960 --> 00:15:11.760]  甚至可能有時候是因爲我們不安
[00:15:11.760 --> 00:15:16.480]  我們恐懼 又或者我們感到被冒犯
[00:15:16.480 --> 00:15:22.520]  人絕大部分的行爲其實都是由我們的內心驅使出來
[00:15:22.520 --> 00:15:25.760]  只不過可能有時候是我們意識不到
[00:15:25.760 --> 00:15:28.360]  一些我們的狀態 我們有這些行爲
[00:15:28.360 --> 00:15:31.120]  有時候我們意識到我們有這些狀態
[00:15:31.120 --> 00:15:32.880]  所以我們有這些行爲
[00:15:32.880 --> 00:15:36.920]  甚至有些我會稱呼爲入血的行爲
[00:15:36.920 --> 00:15:39.440]  你很自自然然地去做
[00:15:39.440 --> 00:15:44.520]  因爲這已經成爲了你的特質
[00:15:44.520 --> 00:15:47.400]  然後雅各告訴我們
[00:15:47.400 --> 00:15:51.400]  我們要主動地去脫去污穢和邪惡
[00:15:51.400 --> 00:15:56.840]  我們要用謙卑溫柔的心去領受神的道
[00:15:56.840 --> 00:16:01.000]  雅各說因爲這個道能夠去救人的靈魂
[00:16:01.000 --> 00:16:02.360]  雅各提醒我們的是
[00:16:02.360 --> 00:16:05.640]  我們要用溫柔和謙卑的心
[00:16:05.640 --> 00:16:09.120]  去栽種已經存在在我們心裏的道
[00:16:09.120 --> 00:16:11.800]  我們要去更新我們的心
[00:16:11.800 --> 00:16:15.200]  以至改變我們的行爲
[00:16:15.200 --> 00:16:18.480]  讓我們的生命得到拯救
[00:16:18.480 --> 00:16:24.320]  所以其實謙卑和溫柔去領受上帝的道
[00:16:24.320 --> 00:16:28.320]  是一件十分重要的事情
[00:16:28.320 --> 00:16:29.600]  我都很想問
[00:16:29.600 --> 00:16:33.560]  其實你覺得你有沒有一個溫柔和謙卑的心
[00:16:33.560 --> 00:16:37.080]  去領受上帝的道?
[00:16:37.080 --> 00:16:40.560]  在這裏我想請大家有些時間安靜
[00:16:40.560 --> 00:16:43.880]  去問一下自己 去省察一下自己
[00:16:43.880 --> 00:16:45.920]  每當你去看聖經
[00:16:45.920 --> 00:16:48.000]  每當你去靈脩
[00:16:48.000 --> 00:16:52.080]  或者每當你在崇拜去敬拜上帝的時候
[00:16:52.080 --> 00:16:56.160]  你有沒有用一個溫柔和謙卑的心
[00:16:56.160 --> 00:16:58.160]  去領受上帝的道?
[00:17:04.160 --> 00:17:06.720]  溫柔
[00:17:06.720 --> 00:17:08.720]  我會這樣去理解
[00:17:08.720 --> 00:17:13.280]  我們有沒有很開放我們自己的心
[00:17:13.280 --> 00:17:18.600]  去被上帝的話語去撫摸我們?
[00:17:18.600 --> 00:17:21.480]  我們有沒有開放我們自己的心
[00:17:21.480 --> 00:17:24.600]  被上帝的話語去撫摸我們?
[00:17:24.600 --> 00:17:26.800]  還是說當我們去看聖經的時候
[00:17:26.800 --> 00:17:29.720]  我們只不過覺得自己在看一些文字
[00:17:29.720 --> 00:17:31.280]  一些符號
[00:17:31.280 --> 00:17:35.440]  一些東西我們需要去分析
[00:17:35.440 --> 00:17:41.280]  我們有沒有開放我們自己?
[00:17:41.280 --> 00:17:43.680]  謙卑
[00:17:43.680 --> 00:17:45.720]  你有沒有試過
[00:17:45.720 --> 00:17:49.480]  可能一邊在讀聖經的時候
[00:17:49.480 --> 00:17:53.720]  可能正正心裏面一邊在質疑上帝的道
[00:17:53.720 --> 00:17:56.560]  不合時宜
[00:17:56.560 --> 00:17:59.680]  不是很中聽
[00:17:59.680 --> 00:18:05.840]  上帝的話語在現在這個世界上太理想主義
[00:18:05.840 --> 00:18:07.520]  怎樣做得到?
[00:18:07.520 --> 00:18:10.520]  不可能
[00:18:10.520 --> 00:18:14.560]  我們有沒有用溫柔和謙卑的心
[00:18:14.560 --> 00:18:17.840]  去面對上帝的道?
[00:18:17.840 --> 00:18:19.880]  我相信如果我們帶着溫柔的心
[00:18:19.880 --> 00:18:23.280]  去被上帝的道撫摸的話
[00:18:23.280 --> 00:18:26.840]  我相信我們在憂傷
[00:18:26.840 --> 00:18:31.200]  我們的檢測呈陽性的時候
[00:18:31.200 --> 00:18:34.920]  當我們讀聖經或者看詩篇二十三篇的時候
[00:18:34.920 --> 00:18:37.000]  我們是可以得着安慰
[00:18:37.000 --> 00:18:41.080]  在當中領受到上帝的恩典
[00:18:41.080 --> 00:18:43.520]  又或者我們在平安
[00:18:43.520 --> 00:18:47.120]  我們檢測是陰性的時候
[00:18:47.120 --> 00:18:48.600]  我們一起讀聖經
[00:18:48.600 --> 00:18:51.560]  或者再偷偷看詩篇二十三篇的時候
[00:18:51.560 --> 00:18:55.560]  我們同樣可以得到上帝的恩典
[00:18:55.560 --> 00:18:58.040]  在不同的境況下
[00:18:58.040 --> 00:19:00.000]  我們都可以領受
[00:19:00.000 --> 00:19:05.320]  那個早已經栽種在我們心裏的道
[00:19:05.320 --> 00:19:09.680]  或者如果我們用謙卑的心去領受上帝的道的時候
[00:19:09.680 --> 00:19:12.800]  我們也不會因爲神的道
[00:19:12.800 --> 00:19:16.360]  和這個世界呈現的嚴防
[00:19:16.360 --> 00:19:19.720]  或者這個世界主流的價值觀
[00:19:19.720 --> 00:19:23.720]  又或者我們自己的經驗不相符的時候
[00:19:23.720 --> 00:19:26.880]  我們要傾向上帝的教導
[00:19:26.880 --> 00:19:28.520]  反而我們是會
[00:19:28.520 --> 00:19:32.720]  脫去我們自己種種的污穢和邪惡
[00:19:32.720 --> 00:19:35.320]  更新我們自己的心意
[00:19:35.320 --> 00:19:38.840]  去領受上主的道
[00:19:38.840 --> 00:19:42.320]  然後雅各在一章第二二節就說
[00:19:42.320 --> 00:19:45.400]  「只知你們要行道不要單單聽道
[00:19:45.400 --> 00:19:47.480]  自己欺控自己」
[00:19:47.480 --> 00:19:50.120]  雅各他由快快地聽
