
[00:00:00.000 --> 00:00:01.140]  各位姐妹們,平安!
[00:06:49.840 --> 00:07:08.840]  曾經是朋友的,包括埃及、亞述、爾東、摩亞、阿滿,不但沒有加以援手,他還搶了你本來有的那些,趁火打劫,你本來有的資源、有的地位、有的人才都搶了。
[00:07:09.840 --> 00:07:24.840]  由大恩遭遇苦難,由恩多福勞苦,就遷到外邦,他住在列國中,尋不著安息,必罷他的都在客逢之地,將他追上。
[00:07:24.840 --> 00:07:35.840]  人民由流離失所,在風浪中猶如一隻小舟,任憑風雨吹打,隨時被無情的風浪所掩沒。
[00:07:36.840 --> 00:07:47.840]  第四節,石安的路徑,因無人來守聖節,就悲傷。他的城門淒涼,他的祭司嘆息,他的處女受艱難,自己也受苦。
[00:07:48.840 --> 00:08:08.840]  在此時,他的敵人為首,他的仇敵亨通,因而為他許多罪過,使他受苦。他的孩童被敵人擄去,石安城的威榮全都失去,他的首領將找不著草場的路,在追趕的人前行無力。
[00:08:09.840 --> 00:08:33.840]  石安在悲傷,嘆息,受艱難,受苦的時候,他看到什麼?他看到他的敵人為首。他看到他的敵人亨通,怎能不叫人悲憤呢?在無力行走的時候,還不放過他,怎能不叫人絕望呢?
[00:08:34.840 --> 00:08:56.840]  不知道蘇東坡在寫《韓食帖》的時候,他有沒有想起誣告他的人呢?他自己飢寒交迫的時候,他有沒有想起那些人是不是在大魚大肉呢?他自己屋樓兼逢夜雨的時候,他有沒有想起他們是不是在高床軟枕呢?
[00:08:57.840 --> 00:09:17.840]  他在病餓在床的時候,他有沒有想起那些人正在義氣風發呢?他自己受傷是痛,見到傷害自己的人,在那是威是勢,還很開心,就更加是苦不堪言,內心難平。
[00:09:18.840 --> 00:09:36.840]  這種痛苦會打擊人的心智,扭曲人的良知。在這種坎坷的屈辱裡面,詩篇的作者提出這樣的勸喻,我們繼續看經課,詩篇三十七篇。
[00:09:37.840 --> 00:10:02.840]  第一節:不要為作惡的心懷不平,也不要向那行不義的生出疾悼。自己受苦,受的亨痛,怎可能不心懷不平呢?殺人放火金腰帶,修橋保路無屍骸,怎能不叫人疾悼,義氣難平呢?
[00:10:03.840 --> 00:10:26.840]  詩人繼續說:「因為他們如草快被割下,猶如青菜快要枯乾。」大家都聽過:「善有善報,惡有惡報,若然不報,時辰未到。」問題是要等到什麼時候呢?快要割下,快要枯乾,有多快呢?
[00:10:27.840 --> 00:10:46.840]  處於水深火熱的人,一天都嫌長,因為一天都很難過。這些痛苦,相信詩人是明白的,就算是這樣,他仍然作出類似的呼籲,在我們讀的三十七篇。
[00:10:47.840 --> 00:11:07.840]  第七節他再說:「不要因那道路通達的和那惡謀成就的心懷不平,當止住怒氣,離棄憤怒,不要心懷不平,以至作惡。」
[00:11:08.840 --> 00:11:25.840]  身體受傷是令人感到痛的。我們撞到,被人打到,是會痛的。這是名副其實的「傷痛」,因為受傷而痛。失去重要的人和珍貴的事物,都是會令人感到傷痛的。
[00:11:26.840 --> 00:11:46.840]  被欺壓也會令人感到傷痛,失望也會令人感到傷痛。不過,人對於傷痛最直接的反應,卻不是傷痛。你見到人對於傷痛最直接的反應,往往是憤怒。
[00:11:47.840 --> 00:12:15.840]  憤怒,怒火終消。那時候的行動,很容易是你做初一,我做十五。你不義,我還給你。甚至覺得自己替天行道。
[00:12:16.840 --> 00:12:27.840]  還記不記得鄧博士講《試試記》的時候,他講了一個故事。那個故事是有一位住在二法連山地的利美人,娶了一個由大地的女子為妾。
[00:12:28.840 --> 00:12:57.840]  她去接她的妾回家的途中,經過基比亞過夜。在基比亞發生了什麼事?她的妾被基比亞人整滿了靈慾,致死。利美人帶著她的屍體回家,就把屍體切成十二份,送到以色列十二支牌。
[00:12:58.840 --> 00:13:13.840]  故事發展下去,是以色列聯軍去討伐二法連,對不起,討伐變亞敏。她幾乎把變亞敏之牌滅絕。
[00:13:14.840 --> 00:13:36.840]  變亞敏的女人和孩童都死光了,只剩下六百個男人。但是在這個時候,以色列人又覺得十二個支牌少了一個支牌,好像不太好。於是想辦法延續這個支牌的命脈,去哪裡找六百個女人回來給這六百個變亞敏的男人呢?
[00:13:37.840 --> 00:13:56.840]  他們找到有城市,有城邦,沒有出來參加這場討伐,那個就是基比亞。於是他們去基比亞屠城,那裡找到六百個處女,還不夠數,還差二百個。於是他們就強搶時代的民女去湊數。
[00:13:57.840 --> 00:14:14.840]  這種解決問題的方式,是再一次的胡亂殺戮和凌辱婦女,把之前的罪惡再倍大,令更多人被殺,更多婦女被害。
[00:14:15.840 --> 00:14:31.840]  詩篇作者三十七篇第九節提醒我們,因為作惡的必被剪除。殺人放火金腰帶,修橋保路無屍鞋,是令人意粉難平的。
[00:14:32.840 --> 00:15:00.840]  不過,如果自己因為這樣而做殺人放火的事,是無補於事的,只是令世界上出現更多自己不想見到的事情。惡事始終是惡事,不會因為很多人做,它就會變成好事。惡事始終是惡事,不會因為做了之後,能夠逍遙法外,沒有人抓它,那就會變成好事。
[00:15:01.840 --> 00:15:17.840]  彌彩曾經說過,與怪物戰鬥的人,應當小心自己,不要變成怪物,當你刑事深淵,深淵也刑事著理。
[00:15:18.840 --> 00:15:37.840]  在上帝的審判還未臨到之時,在那個說很快很快,還未快到來的時候,在等待作惡被剪除的日子,我們可以怎樣呢?不以惡報惡又可以怎樣做呢?
[00:15:38.840 --> 00:15:51.840]  詩人夾在頭尾,叫大家不要以惡報惡的中間去呼籲我們,可以怎樣回應呢?不以惡報惡又可以怎樣做呢?
[00:15:52.840 --> 00:16:13.840]  第三節他說,你當以靠耶和華而行善,住在地上,以他的信實為良。我們很憤怒,那怎樣做呢?詩人呼籲我們,第四節,又要以耶和華為樂,他就將你心裡所求的賜給你。
[00:16:14.840 --> 00:16:31.840]  我們心裡憤憤不平,嫉妒那些害我們的人,現在高床軟枕,那又怎樣呢?詩人建議我們,第五節,當將你的事交託耶和華,並依靠他,他就必成全。
[00:16:32.840 --> 00:16:48.840]  他要使你的公義如光發出,使你的公平名如正午。或者我們會問,要等到什麼時候呢?時間或許並不是我們可以控制,但詩人仍然忠告我們等候。
[00:16:49.840 --> 00:17:02.840]  第七節,你當默言依靠耶和華,耐性等候他,唯有等候耶和華的必承受地討。
[00:17:03.840 --> 00:17:24.840]  是可以令人感到相當焦慮和煎熬的。既然不能夠以惡報惡,又不能夠扭轉乾坤,有什麼可以做呢?有講古佬是這樣說的,他說:「你最好什麼都不要做,因為你做得越多,你輸得越多。」
[00:17:24.840 --> 00:17:31.840]  什麼都不要做,其實是百無了賴,是一種痛苦來的。
[00:17:32.840 --> 00:17:39.840]  不僅是思想、情感都沒有寄託,精神極度空虛無聊。
[00:17:39.840 --> 00:17:53.840]  所以有人就說:「生意淡薄,不如賭博吧!」賭博,即是去賭一賭,只不過是另一個心冤,更加不能自拔。
[00:17:54.840 --> 00:18:05.840]  保羅在《提摩太后書》這樣提醒我們,我們看看今天的經課,書信經課《提摩太后書》。
[00:18:10.840 --> 00:18:31.840]  第七節,保羅說:「因為上帝賜給我們不是膽怯的心,乃是剛強、仁愛、謹守的心。你不要以給我們的主作見證為恥,也不要以我者為主備酬的為恥,總要按上帝的能力,與我為福音同受苦難。」
[00:18:32.840 --> 00:18:47.840]  第十二節,保羅再說:「為者緣故我也受者些苦難,然而我不以為恥,因為知道我所信的是誰,也深信他能保存我所交付他的,直到那日。」
[00:18:50.840 --> 00:19:17.840]  有一個心理治療學派叫做意義治療與存在主義分析,那個創辦人大家可能聽過叫做Peter Franco,他是一位在二次大戰時期的猶太人在大屠殺裏面的倖存者,他提出了一個公式叫做D=S-M,D就是Despair,S就是Suffering,M就是Meaning。
[00:19:18.840 --> 00:19:45.840]  絕望是受苦,但是沒有意義,找不到意義。保羅的勸勉正是對抗絕望的出路,表明不以受苦為恥,因為他清楚知道他是為福音的緣故受苦。
[00:19:46.840 --> 00:20:10.840]  人的確不知道心冤有多深,不知道何時才谷底反彈。保羅的態度值得我們參考,上帝賜給我們的不是膽怯的心,是剛強、仁愛、保守的心,如果受苦,是知道為甚麼受這些苦。
[00:20:11.840 --> 00:20:37.840]  在下行的週期裏面,是否甚麼都不做就是最好呢?耶穌在路加福音所說的比喻指出,其實我們在甚麼時候都有事要做,無論是上行週期、下行週期、谷底心冤、頂峰的時候,都有事可做,亦都有事要做。
[00:20:38.840 --> 00:20:41.840]  這是保羅的比喻所說的。
[00:21:08.840 --> 00:21:27.840]  我們在主日崇拜裏面經常唱一首詩歌,那首詩歌是普頌七百三十五首,歌名叫做「本分當盡」。
[00:21:28.840 --> 00:21:51.840]  我們經常都這樣唱:「我有本分當盡,我有真神當尊,我有永恆靈魂當救,離聚與主相親。我願奉獻此生成就主派之功,將我才能不住施展,勤懇勉力至終。
[00:21:52.840 --> 00:22:12.840]  求主使我謹慎,如在主前為人,常作準備,將我責任一一向主面層,助我警醒禱告,終生靠主引導,確守基督人愛之道,向主永歸榮耀。」
[00:22:13.840 --> 00:22:24.840]  要過這樣的生活,是否需要很大的信心呢?是否需要超凡的信心呢?
[00:22:24.840 --> 00:22:29.840]  在這個比喻之前,耶穌這樣說的。
[00:22:30.840 --> 00:22:55.840]  你看看第五節說什麼?你有沒有試過這樣看第五和第六節?試圖對主說:「求主加增我們的信心。」主說:「你們若有信心,像一粒芥菜種,就對這棵桑樹說,『你要拔起根內,栽在海裡,它也必停你們』。」
[00:22:56.840 --> 00:23:11.840]  我們外面有一棵白蘭樹,換句話說,如果你只是有一粒芥菜種的信心,你叫那棵白蘭樹連根拔起,走去吐露說,『栽在那裡』也行。
[00:23:11.840 --> 00:23:18.840]  但是,耶穌叫那些門徒做的是什麼呢?
[00:23:19.840 --> 00:23:43.840]  在這個比喻裡面,叫他們做的是什麼?叫僕人做的是什麼?只不過是日常的事情而已,不是叫那棵樹連根拔起,栽在海裡,這麼神奇,超自然的行為,是否需要很大信心才可以做呢?
[00:23:44.840 --> 00:23:49.840]  如果需要很大信心才可以做,那可能只不過是藉口而已。
[00:23:49.840 --> 00:24:02.840]  我們還是學主耶穌的比喻這樣說,對僕人這樣說,好像僕人的態度一樣,我們是無用的僕人,我們做的是我們的本分。
[00:24:03.840 --> 00:24:19.840]  圓上主幫助我們,祂在適當的時候會告訴我們,在適當的時候會將那個公義彰顯,我們所需要的就是那個僕人這樣。
[00:24:19.840 --> 00:24:29.840]  我們無論在高峰、低谷,無論在極盛的時候,無論在困難的時候,都有我們當盡的本分。
