
[00:00:00.000 --> 00:00:04.940]  今天我們的題目叫做「五餅二魚的意義」
[00:02:18.160 --> 00:02:26.320]  因為我很喜歡想像自己在那個歷史場景裏面究竟會是怎樣的
[00:02:26.320 --> 00:02:29.200]  接著我這個朋友就問我一條問題
[00:02:29.200 --> 00:02:31.200]  他說你這麼喜歡歷史
[00:02:31.200 --> 00:02:35.360]  其實你在歷史裏面學到甚麼人生功課?
[00:02:35.360 --> 00:02:37.360]  我就看著他
[00:02:37.360 --> 00:02:40.540]  接著這樣回答
[00:02:40.540 --> 00:02:44.360]  我沒有想過
[00:02:44.360 --> 00:02:48.360]  你這麼喜歡歷史,原來你沒有想過歷史有甚麼人生功課
[00:02:48.360 --> 00:02:50.360]  其實我真的很喜歡歷史
[00:02:50.360 --> 00:02:53.620]  但我不知道會不會有時我們看聖經都是這樣
[00:02:53.620 --> 00:02:57.060]  當有人問你,那你看聖經你覺得有甚麼人生功課?
[00:02:57.060 --> 00:02:59.060]  你張開嘴巴跟他說
[00:02:59.060 --> 00:03:02.640]  我沒有想過
[00:03:02.640 --> 00:03:05.120]  或者有些人問你有沒有聽過五丙二元的記載?
[00:03:05.120 --> 00:03:09.520]  有,那五丙二元其實有甚麼生命的意義?
[00:03:09.520 --> 00:03:12.580]  我沒有想過
[00:03:12.580 --> 00:03:16.560]  所以今天我很想我們一起去看五丙二元的記載
[00:03:16.560 --> 00:03:18.560]  其實在這個記載裏面
[00:03:18.560 --> 00:03:23.400]  其實特別對於我們門徒我覺得有幾個很重要的教導
[00:03:23.400 --> 00:03:26.260]  我自己都在裏面給我自己生命很多的反思
[00:03:26.260 --> 00:03:30.300]  所以今天很想大家從我們很熟悉的記載裏面
[00:03:30.300 --> 00:03:33.260]  我們一起去看三個功課
[00:03:33.260 --> 00:03:39.340]  今天看第一個功課是看別人的需要重要過自己
[00:03:39.340 --> 00:03:43.960]  我們一起從馬可福音六章的三十節讀到三十七節
[00:03:43.960 --> 00:03:45.960]  我們一起讀,一二三
[00:03:45.960 --> 00:03:49.440]  使徒聚集到耶穌那裏
[00:03:49.440 --> 00:03:54.860]  將一切所做的事,所傳的道,全告訴他
[00:03:54.860 --> 00:04:01.520]  他就說,你們來,和我暗暗地到曠野地方去揭一揭
[00:04:01.520 --> 00:04:08.140]  因為來往的人多,他們連吃飯也沒有功夫
[00:04:08.140 --> 00:04:13.120]  他們就坐船,暗暗地往曠野地方去
[00:04:13.120 --> 00:04:18.020]  眾人看見他們去,有許多認識他們的
[00:04:18.020 --> 00:04:24.940]  就從各城步行,一同跑到那裏,被他們先趕到了
[00:04:24.940 --> 00:04:29.920]  耶穌出來,見有許多的人,就連吻他們
[00:04:29.920 --> 00:04:34.220]  因為他們如同羊,沒有僕人一般
[00:04:34.220 --> 00:04:38.380]  於是開口教訓他們許多道理
[00:04:38.380 --> 00:04:42.360]  天已經晚了,門徒進前來說
[00:04:42.360 --> 00:04:48.080]  這次野地,天已經晚了,請叫眾人散開
[00:04:48.080 --> 00:04:53.620]  他們好望四面鄉村裏去,自己買什麽吃
[00:04:53.620 --> 00:04:57.460]  耶穌回答說,你們給他們吃吧
[00:04:57.460 --> 00:05:04.180]  門徒說,我們可以買二十兩銀子的餅,給他們去嗎
[00:05:04.180 --> 00:05:10.580]  今天我們看的第一點,是看別人的需要重要過自己
[00:05:10.580 --> 00:05:12.820]  如果我們一開始看三十節
[00:05:12.820 --> 00:05:16.520]  其實這裏說,使徒聚集到耶穌那裏
[00:05:16.520 --> 00:05:22.220]  將一切所做的事,所傳的道,傳告訴他
[00:05:22.220 --> 00:05:24.820]  這段其實是很重要的意義
[00:05:24.820 --> 00:05:26.320]  當我們看這一節的時候
[00:05:26.320 --> 00:05:32.180]  我們第一件事就是想,什麽是一切所做的事,所傳的道呢
[00:05:32.180 --> 00:05:37.280]  原來當我們看第六章,早一點,在第七節,第十三節
[00:05:37.280 --> 00:05:41.420]  原來我們看到,是耶穌叫了十二個門徒來
[00:05:41.420 --> 00:05:44.520]  差遣他們兩個兩個出去
[00:05:44.520 --> 00:05:48.120]  讓他們有權兵去制伏烏鬼
[00:05:48.120 --> 00:05:51.720]  門徒就出去傳道,叫人悔改
[00:05:51.720 --> 00:05:58.180]  又趕出許多鬼,也用油去抹掉許多病人,醫好他們
[00:05:58.180 --> 00:06:03.880]  所以他們回來和耶穌匯報的時候,其實這段聖經提醒了我們一個很重要的功課
[00:06:03.880 --> 00:06:09.620]  其實門徒是仗著耶穌給他們的權兵去服侍
[00:06:09.620 --> 00:06:13.720]  門徒的服侍,包括趕道,包括醫治,包括趕鬼
[00:06:13.720 --> 00:06:17.220]  是耶穌基督服侍的延伸
[00:06:17.220 --> 00:06:20.920]  當他們很興奮地回來向耶穌匯報的時候
[00:06:20.920 --> 00:06:24.780]  其實第三十一節,耶穌就這樣說
[00:06:24.780 --> 00:06:29.780]  「你們來,和我暗暗去曠野的地方歇一歇」
[00:06:29.780 --> 00:06:35.420]  因為這裡來往的人多,他們原來連吃飯也沒有功夫
[00:06:35.420 --> 00:06:39.380]  這段聖經對我們明白耶穌的心也是很重要
[00:06:39.380 --> 00:06:46.660]  我們記得這裡其實耶穌的原意是和門徒去一個曠野的地方去休息一休
[00:06:46.660 --> 00:06:50.580]  而他們也連吃飯都沒有時間
[00:06:50.580 --> 00:06:56.580]  聖經告訴我們,他們乘船暗暗去曠野的地方去了
[00:06:56.580 --> 00:06:59.220]  但是他們暗暗成不成功?
[00:06:59.220 --> 00:07:02.680]  不成功,因為有很多人見到他們
[00:07:02.680 --> 00:07:06.680]  有很多人見到他們,聖經說有很多人認識他們
[00:07:06.680 --> 00:07:11.780]  原來當時耶穌是有明星和很大的吸引力
[00:07:11.780 --> 00:07:15.720]  可能他們也聽過耶穌醫治的見證
[00:07:15.720 --> 00:07:18.380]  也可能聽過耶穌所行的神蹟
[00:07:18.380 --> 00:07:24.380]  所以從各城的人聽到耶穌的名字,就說「哇!耶穌啊!」
[00:07:24.380 --> 00:07:26.180]  然後就跟著他們一起去了
[00:07:26.180 --> 00:07:29.680]  你可以想像那個情景就好像這個插圖一樣
[00:07:29.680 --> 00:07:33.980]  耶穌和門徒在船上,但是在岸邊的人已經見到耶穌
[00:07:33.980 --> 00:07:36.780]  就預先在岸邊不停地走
[00:07:36.780 --> 00:07:43.180]  船還沒到那個地方,其實那些人已經到了那個地方
[00:07:43.180 --> 00:07:47.880]  我們就想想,其實這幫人究竟他們這樣追著耶穌
[00:07:47.880 --> 00:07:50.980]  其實他們的心是想要些什麼呢?
[00:07:50.980 --> 00:07:55.380]  他們的心可能都想要神蹟,都想要醫治
[00:07:55.380 --> 00:07:59.880]  但是當中你又覺得有多少人是真心跟隨耶穌的呢?
[00:07:59.880 --> 00:08:04.180]  面對一幫想要神蹟,想要醫治的人
[00:08:04.180 --> 00:08:08.980]  面對一幫未必真是想明白跟隨耶穌是什麼的人
[00:08:08.980 --> 00:08:12.380]  耶穌的心又是怎樣的呢?
[00:08:12.380 --> 00:08:14.880]  很重要我們一起看看耶穌的心是怎樣好不好?
[00:08:14.880 --> 00:08:15.880]  我們再一次讀好不好?
[00:08:15.880 --> 00:08:21.880]  1 2 3 耶穌出來,見有許多的人,就憐憫他們
[00:08:21.880 --> 00:08:25.780]  因為他們如同羊,沒有牧人一般
[00:08:25.780 --> 00:08:29.680]  於是開口教訓他們許多道理
[00:08:29.680 --> 00:08:35.580]  這裡告訴我們,耶穌見到這麼多的人,就憐憫他們
[00:08:35.580 --> 00:08:39.780]  但是耶穌這個憐憫不只是憐憫他們身體上的需要
[00:08:39.780 --> 00:08:44.080]  耶穌不只是說,哎呀,都快天黑了,你們一定沒東西吃,很餓了
[00:08:44.080 --> 00:08:48.780]  這裡講了另外一種很重要耶穌憐憫的心
[00:08:48.780 --> 00:08:52.280]  耶穌憐憫他們好像羊,沒有牧人那樣
[00:08:52.280 --> 00:08:57.180]  就是說耶穌憐憫他們不知道生命的意義是什麼
[00:08:57.180 --> 00:08:59.580]  在舊約聖經有一個概念
[00:08:59.580 --> 00:09:02.080]  神就是以色列人的牧者
[00:09:02.080 --> 00:09:06.480]  神是帶領我們去明白生命意義的那一位
[00:09:06.480 --> 00:09:10.680]  所以在這裡耶穌不只是憐憫他們身體上的需要
[00:09:10.680 --> 00:09:14.880]  耶穌更加憐憫他們屬靈生命的需要
[00:09:14.880 --> 00:09:18.180]  耶穌更加覺得他們的生命不知道方向是怎樣
[00:09:18.180 --> 00:09:24.080]  很憐憫他們,於是開口教訓他們許多道理
[00:09:24.080 --> 00:09:25.980]  但是我們要記得
[00:09:25.980 --> 00:09:30.480]  初初耶穌同門徒去抗爭的時候是為了什麼?
[00:09:30.480 --> 00:09:34.880]  是為了休息一休,以及沒有時間吃飯的
[00:09:34.880 --> 00:09:38.480]  所以我們看到耶穌看別人的需要
[00:09:38.480 --> 00:09:41.380]  重要過自己的需要
[00:09:41.380 --> 00:09:45.280]  但是如果今天你很累,沒有飯吃的時候
[00:09:45.280 --> 00:09:48.880]  你仍然好像耶穌那樣看到別人的需要
[00:09:48.880 --> 00:09:52.380]  這個時候我就想起過去我和蘇兒的一個經歷
[00:09:52.380 --> 00:09:55.180]  在英國的時候,當時我們還在拍拖
[00:09:55.180 --> 00:10:00.080]  有一天蘇兒就開車去找她的姐姐和姐夫
[00:10:00.080 --> 00:10:03.680]  但是開著開著,車的波箱壞了
[00:10:03.680 --> 00:10:06.380]  於是要召車來拖走那個車
[00:10:06.380 --> 00:10:10.780]  接著姐姐和姐夫就接了蘇兒到她家
[00:10:10.780 --> 00:10:12.780]  之後蘇兒就打給我
[00:10:12.780 --> 00:10:15.880]  她說:Eugene,我車的波箱壞了,拖走了
[00:10:15.880 --> 00:10:19.080]  接著姐姐和姐夫載了我去他們家
[00:10:19.080 --> 00:10:23.580]  你今晚下班的時候,可不可以來接我?
[00:10:23.580 --> 00:10:27.380]  你猜Eugene怎樣回答她?
[00:10:27.380 --> 00:10:29.280]  那時候其實我是做律師的
[00:10:29.280 --> 00:10:31.680]  其實我每晚都沒有得下班
[00:10:31.680 --> 00:10:37.880]  我第一次就跟她說:蘇兒,我不知道今晚幾點下班
[00:10:37.880 --> 00:10:42.280]  但是你知不知道自私的Eugene第二句說什麼?
[00:10:42.280 --> 00:10:45.480]  我還沒吃飯的
[00:10:45.480 --> 00:10:49.080]  我很累,而且我還沒吃飯的
[00:10:49.080 --> 00:10:53.180]  我真的很感恩,蘇兒這麼肯嫁給我
[00:10:53.180 --> 00:10:54.880]  因為那時候還沒結婚
[00:10:54.880 --> 00:10:56.280]  但是她姐夫很好
[00:10:56.280 --> 00:10:58.180]  她姐夫聽到我們說話
[00:10:58.180 --> 00:10:59.880]  Eugene,無論多晚都好
[00:10:59.880 --> 00:11:02.680]  你快要來我家吃飯了,我煮飯等你
[00:11:02.680 --> 00:11:05.280]  我最後在差不多11點才去到她家
[00:11:05.280 --> 00:11:09.880]  去到居然有三餸一湯
[00:11:09.880 --> 00:11:12.480]  當你很累,當你要吃飯的時候
[00:11:12.480 --> 00:11:14.280]  可能你也只是看自己
[00:11:14.280 --> 00:11:16.280]  但是這一刻耶穌看的
[00:11:16.280 --> 00:11:20.780]  是看這一班人的需要重要過自己
[00:11:20.780 --> 00:11:22.180]  但是不單是這樣
[00:11:22.180 --> 00:11:25.680]  門徒這樣你明不明白耶穌的心呢?
[00:11:25.680 --> 00:11:26.880]  我們繼續看好不好?
[00:11:26.880 --> 00:11:31.180]  第35節那裡告訴我們,天已經晚了
[00:11:31.180 --> 00:11:34.780]  門徒進前來說,這是野地
[00:11:34.780 --> 00:11:38.280]  天已經晚了,請叫眾人散開
[00:11:38.280 --> 00:11:40.880]  他們好往四面鄉村裡去
[00:11:40.880 --> 00:11:43.380]  自己買什麼吃
[00:11:43.380 --> 00:11:46.680]  門徒這個提議照眼來看
[00:11:46.680 --> 00:11:49.180]  是合理和經過考慮的
[00:11:49.180 --> 00:11:52.080]  哇,這麼多人跟著你來到這個曠野
[00:11:52.080 --> 00:11:53.480]  又快天黑了
[00:11:53.480 --> 00:11:55.480]  你快點叫他們走吧
[00:11:55.480 --> 00:11:56.880]  去四面那些鄉村
[00:11:56.880 --> 00:11:58.680]  趁那些店舖還沒生的時候
[00:11:58.680 --> 00:12:00.680]  買東西吃吧
[00:12:00.680 --> 00:12:04.180]  但是門徒這個回應忽略了兩件事
[00:12:04.180 --> 00:12:07.880]  門徒這個回應忽略了耶穌的心
[00:12:07.880 --> 00:12:11.680]  耶穌的心不是首先看自己的需要
[00:12:11.680 --> 00:12:15.580]  耶穌的心是憐憫他們的需要
[00:12:15.580 --> 00:12:18.980]  耶穌不單憐憫他們身體上的需要
[00:12:18.980 --> 00:12:22.280]  更加憐憫他們屬靈生命的需要
[00:12:22.280 --> 00:12:24.380]  第二件事他們忽略了的
[00:12:24.380 --> 00:12:26.980]  就是他們中間有耶穌
[00:12:26.980 --> 00:12:29.780]  如果他們記得第七節和第十三節
[00:12:29.780 --> 00:12:31.680]  他們仗著耶穌的權柄
[00:12:31.680 --> 00:12:34.880]  出去醫治趕道趕鬼,是不是?
[00:12:34.880 --> 00:12:39.080]  但是他們好像忘記了耶穌在他們中間
[00:12:39.080 --> 00:12:40.380]  接著耶穌這樣回答
[00:12:40.380 --> 00:12:42.780]  他說你們給他們吃吧
[00:12:42.780 --> 00:12:44.180]  門徒怎麼回應呢?
[00:12:44.180 --> 00:12:47.280]  門徒就說我們可以買二十兩銀子的餅
[00:12:47.280 --> 00:12:48.580]  給他們吃嘛
[00:12:48.580 --> 00:12:50.480]  二十兩銀子是多少呢?
[00:12:50.480 --> 00:12:55.780]  聖經學者做過調查是一兩銀子大概是十天的工資
[00:12:55.780 --> 00:12:59.680]  就是如果二十兩銀子大概是二百天的人工
[00:12:59.680 --> 00:13:02.480]  如果當一個月的人工大概一萬元
[00:13:02.480 --> 00:13:04.680]  那裡大概六萬七萬元左右
[00:13:04.680 --> 00:13:06.280]  就是門徒就問耶穌了
[00:13:06.280 --> 00:13:10.180]  我們是不是可以用六萬七萬元去買東西給這些人吃呢?
[00:13:10.180 --> 00:13:14.080]  聖經沒有交代究竟有沒有人有這六萬七萬元
[00:13:14.080 --> 00:13:16.880]  聖經也沒有交代究竟門徒問這條問題的時候
[00:13:16.880 --> 00:13:18.380]  他們的心是怎樣
[00:13:18.380 --> 00:13:20.880]  有一點像諷刺的問
[00:13:20.880 --> 00:13:23.980]  難道我們有六到七萬元買東西給別人吃嗎?
[00:13:23.980 --> 00:13:25.180]  但這裡很重要
[00:13:25.180 --> 00:13:27.580]  他們忽略了耶穌的心
[00:13:27.580 --> 00:13:30.580]  耶穌不是先看自己的需要
[00:13:30.580 --> 00:13:33.280]  耶穌是先看別人的需要
[00:13:33.280 --> 00:13:38.480]  而耶穌的心也不單止關顧他們身體上的需要
[00:13:38.480 --> 00:13:43.780]  耶穌的心更加關顧他們屬靈生命的需要
[00:13:43.780 --> 00:13:46.580]  所以今天我們也要問我們自己
[00:13:46.580 --> 00:13:51.380]  我們有沒有耶穌看到失去靈魂的心
[00:13:51.380 --> 00:13:53.080]  我們知道在雅根堂
[00:13:53.080 --> 00:13:56.280]  我們有兩個很重要的意象和方向
[00:13:56.280 --> 00:13:57.880]  其中一個就是門徒
[00:13:57.880 --> 00:13:59.680]  第二個就是扶貧
[00:13:59.680 --> 00:14:02.380]  而在扶貧裡面我們常常和弟兄姐妹分享
[00:14:02.380 --> 00:14:06.180]  我們不只是關心我們關心對象他們生活上的需要
[00:14:06.180 --> 00:14:07.880]  我們更加很重要的希望
[00:14:07.880 --> 00:14:11.580]  他們的生命能夠得著福音和救恩
[00:14:11.580 --> 00:14:12.280]  你問我
[00:14:12.280 --> 00:14:15.580]  我常常在弟兄姐妹中間聽到一些很感動的見證
[00:14:15.580 --> 00:14:18.280]  上個星期有一位姿態跟我聊天
[00:14:18.280 --> 00:14:19.080]  他跟我說
[00:14:19.080 --> 00:14:21.780]  Eugene你知不知道其中有一位組員
[00:14:21.780 --> 00:14:23.880]  是我帶他去信耶穌的
[00:14:23.880 --> 00:14:25.980]  我真的不知道原來你認識那位組員
[00:14:25.980 --> 00:14:26.580]  他說不只是認識
[00:14:26.580 --> 00:14:28.580]  是我帶他去信耶穌的
[00:14:28.580 --> 00:14:30.580]  我說你怎麼帶他去信耶穌的
[00:14:30.580 --> 00:14:32.880]  他說我們以前是一起工作的
[00:14:32.880 --> 00:14:35.580]  工作的時候我關心他的需要
[00:14:35.580 --> 00:14:37.080]  但我不只是關心他的需要
[00:14:37.080 --> 00:14:38.180]  我想他去信耶穌
[00:14:38.180 --> 00:14:40.080]  所以我帶了他回教會
[00:14:40.080 --> 00:14:41.380]  他在教會去信耶穌
[00:14:41.380 --> 00:14:43.280]  然後進了你的小組
[00:14:43.280 --> 00:14:45.980]  其實我常常都聽到這些生命的見證
[00:14:45.980 --> 00:14:47.580]  我們給一點掌聲給弟兄姐妹好不好
[00:14:47.580 --> 00:14:50.780]  很重要
[00:14:50.780 --> 00:14:53.580]  我們有沒有耶穌基督這個心腸
[00:14:53.580 --> 00:14:55.580]  我也知道有很多弟兄姐妹
[00:14:55.580 --> 00:14:57.080]  你們在你們的工作裡面
[00:14:57.080 --> 00:14:59.780]  不只是關心工作裡面有需要的人
[00:14:59.780 --> 00:15:01.580]  更加帶他們回來教會
[00:15:01.580 --> 00:15:03.780]  你們顧念他們屬靈生命的需要
[00:15:03.780 --> 00:15:08.880]  也有弟兄姐妹帶了你們所關顧的人來報道會
[00:15:08.880 --> 00:15:10.380]  他們在報道會信了耶穌
[00:15:10.380 --> 00:15:12.380]  但是沒有人跟他做栽培
[00:15:12.380 --> 00:15:14.280]  於是就打給我Eugene
[00:15:14.280 --> 00:15:15.780]  我有個朋友信耶穌
[00:15:15.780 --> 00:15:17.380]  但是沒有人跟他做栽培
[00:15:17.380 --> 00:15:18.280]  我馬上回應
[00:15:18.280 --> 00:15:19.180]  不要緊不要緊
[00:15:19.180 --> 00:15:20.080]  我約時間了
[00:15:20.080 --> 00:15:21.280]  我們跟他做栽培
[00:15:21.280 --> 00:15:22.680]  但是弟兄姐妹很好
[00:15:22.680 --> 00:15:23.780]  她說不要緊
[00:15:23.780 --> 00:15:26.380]  我約你跟他一起吃飯
[00:15:26.380 --> 00:15:27.780]  我們一起吃飯
[00:15:27.780 --> 00:15:28.980]  認識了新朋友
[00:15:28.980 --> 00:15:31.080]  然後慢慢跟他做栽培
[00:15:31.080 --> 00:15:31.880]  我很感恩
[00:15:31.880 --> 00:15:34.580]  因為弟兄姐妹請了我們吃一頓很棒的飯
[00:15:34.580 --> 00:15:36.180]  然後我們認識了新朋友
[00:15:36.180 --> 00:15:37.380]  跟他做栽培
[00:15:37.380 --> 00:15:39.180]  有另一個姿態就說
[00:15:39.180 --> 00:15:41.380]  我認識的是初職
[00:15:41.380 --> 00:15:44.180]  他們很喜歡出去吃很刺激的東西
[00:15:44.180 --> 00:15:45.780]  我們一起出去吃很刺激的東西
[00:15:45.780 --> 00:15:47.780]  然後你認識了他跟他做栽培
[00:15:47.780 --> 00:15:49.680]  於是請了一些我也很喜歡吃的東西
[00:15:49.680 --> 00:15:52.380]  就是吃燒肉
[00:15:52.380 --> 00:15:55.080]  所以現在你明白為什麼Eugene的身形是這樣
[00:15:55.080 --> 00:15:57.480]  謝謝弟兄姐妹常常款待我們
[00:15:57.480 --> 00:15:59.380]  但是在這些所有的見證裡面
[00:15:59.380 --> 00:16:01.680]  我們都看到弟兄姐妹你們的心
[00:16:01.680 --> 00:16:03.180]  你們忙不忙呢
[00:16:03.180 --> 00:16:04.380]  忙的
[00:16:04.380 --> 00:16:05.880]  有沒有其他的需要
[00:16:05.880 --> 00:16:07.180]  有的
[00:16:07.180 --> 00:16:09.780]  但是你們去關顧身邊的人
[00:16:09.780 --> 00:16:12.480]  不單止關顧他們身邊的需要
[00:16:12.480 --> 00:16:15.780]  更加去關心他們屬靈生命的需要
[00:16:15.780 --> 00:16:18.080]  同樣在星期天下午的少年崇拜
[00:16:18.080 --> 00:16:20.180]  我常常都為弟兄姐妹很感恩
[00:16:20.180 --> 00:16:22.580]  因為很多時候回來的少年人
[00:16:22.580 --> 00:16:24.580]  是你們探訪的家庭
[00:16:24.580 --> 00:16:25.980]  當你們探訪他們的時候
[00:16:25.980 --> 00:16:27.980]  你不單止關心他們家庭的需要
[00:16:27.980 --> 00:16:30.580]  你關心他們的子女會不會信耶穌
[00:16:30.580 --> 00:16:32.780]  一次你們出盡不同的方法
[00:16:32.780 --> 00:16:35.180]  有些就約他們回來補習
[00:16:35.180 --> 00:16:36.480]  然後叫他們去崇拜
[00:16:36.480 --> 00:16:37.880]  有些就約他們吃飯
[00:16:37.880 --> 00:16:39.080]  然後回來崇拜
[00:16:39.080 --> 00:16:41.280]  你問我每一個這些的見證
[00:16:41.280 --> 00:16:42.080]  我都很感動
[00:16:42.080 --> 00:16:43.580]  再一次給掌聲看節目好不好
[00:16:43.580 --> 00:16:48.580]  當我們看完聖經
[00:16:48.580 --> 00:16:51.080]  讓我們再一次提醒我們自己
[00:16:51.080 --> 00:16:53.480]  我們要有耶穌基督這個心
[00:16:53.480 --> 00:16:54.880]  看別人的需要
[00:16:54.880 --> 00:16:56.680]  重要過自己需要的心
[00:16:56.680 --> 00:16:57.680]  耶穌累不累
[00:16:57.680 --> 00:16:58.180]  累
[00:16:58.180 --> 00:16:59.280]  耶穌肚不肚餓
[00:16:59.280 --> 00:17:00.180]  肚餓
[00:17:00.180 --> 00:17:03.980]  但是祂更加憐憫這幫人的需要
[00:17:03.980 --> 00:17:06.380]  祂更加願意將祂的生命
[00:17:06.380 --> 00:17:08.380]  帶領他們成長
[00:17:08.380 --> 00:17:10.980]  今天我們又可以做些什麼呢
[00:17:10.980 --> 00:17:12.780]  今天神會不會有一個人
[00:17:12.780 --> 00:17:14.080]  放在你心裡面
[00:17:14.080 --> 00:17:16.780]  成為你心裡面的感動去關心祂
[00:17:16.780 --> 00:17:18.980]  或者今天神讓你在你的工作
[00:17:18.980 --> 00:17:20.580]  或者在你的群體裡面
[00:17:20.580 --> 00:17:23.680]  可以帶他的生命去相信耶穌
[00:17:23.680 --> 00:17:27.080]  今天我們又可以做些什麼呢
[00:17:27.080 --> 00:17:28.780]  當我們今天學了第一個功課
[00:17:28.780 --> 00:17:30.680]  我們去到今天第二個功課
[00:17:30.680 --> 00:17:31.780]  第二個功課是
[00:17:31.780 --> 00:17:33.580]  看子沒有
[00:17:33.580 --> 00:17:37.480]  但是在主裡卻是有
[00:17:37.480 --> 00:17:40.380]  我們一起從第38節讀到第44節
[00:17:40.380 --> 00:17:40.880]  好不好
[00:17:40.880 --> 00:17:42.180]  1 2 3
[00:17:42.180 --> 00:17:43.480]  耶穌說
[00:17:43.480 --> 00:17:45.580]  你們有多少餅
[00:17:45.580 --> 00:17:47.480]  可以去看看
[00:17:47.480 --> 00:17:48.980]  他們知道了
[00:17:48.980 --> 00:17:49.980]  就說
[00:17:49.980 --> 00:17:50.880]  五個餅
[00:17:50.880 --> 00:17:52.180]  兩條魚
[00:17:52.180 --> 00:17:54.080]  耶穌吩咐他們
[00:17:54.080 --> 00:17:58.480]  叫眾人一幫一幫地坐在青草地上
[00:17:58.480 --> 00:18:01.680]  眾人就一排一排地坐下
[00:18:01.680 --> 00:18:03.480]  有一百一排的
[00:18:03.480 --> 00:18:05.380]  有五十一排的
[00:18:05.380 --> 00:18:07.580]  耶穌拿著這五個餅
[00:18:07.580 --> 00:18:08.680]  兩條魚
[00:18:08.680 --> 00:18:10.480]  望著天祝福
[00:18:10.480 --> 00:18:11.480]  抹開餅
[00:18:11.480 --> 00:18:12.880]  遞給門徒
[00:18:12.880 --> 00:18:14.880]  擺在眾人面前
[00:18:14.880 --> 00:18:16.980]  也把那兩條魚
[00:18:16.980 --> 00:18:18.880]  分給眾人
[00:18:18.880 --> 00:18:20.180]  他們都吃
[00:18:20.180 --> 00:18:22.080]  並且吃飽了
[00:18:22.080 --> 00:18:26.080]  門徒就把碎餅碎魚收拾起來
[00:18:26.080 --> 00:18:29.080]  裝滿了十二個男子
[00:18:29.080 --> 00:18:32.780]  吃餅的男人共有五千
[00:18:32.780 --> 00:18:36.480]  如果我們去看這段聖經
[00:18:36.480 --> 00:18:37.580]  一開始的時候
[00:18:37.580 --> 00:18:39.680]  剛才耶穌就問了一個問題
[00:18:39.680 --> 00:18:41.880]  你們有多少餅
[00:18:41.880 --> 00:18:44.080]  可以去看看
[00:18:44.080 --> 00:18:46.380]  接著門徒就這樣回答了
[00:18:46.380 --> 00:18:47.580]  五個餅
