
[00:00:00.000 --> 00:00:05.080]  今天我的題目就是提防恩賜的誤解和誤用
[00:02:39.360 --> 00:02:42.320]  我想我純粹只是希望突然間會針對
[00:02:42.320 --> 00:02:43.880]  在《羅馬書》、《以弗所書》
[00:02:43.880 --> 00:02:45.520]  和《哥林德前書》裏面
[00:02:45.520 --> 00:02:48.280]  講那二十一種的恩賜
[00:02:48.280 --> 00:02:50.040]  我們經常聽基督徒的術語
[00:02:50.040 --> 00:02:52.240]  講到那個人很有恩賜
[00:02:52.240 --> 00:02:55.360]  那個人有彈琴的恩賜
[00:02:55.360 --> 00:02:59.240]  另外一個人有接待的恩賜
[00:02:59.240 --> 00:03:01.720]  另外一個人有打鼓的恩賜
[00:03:01.720 --> 00:03:02.760]  有某些特定節目
[00:03:02.760 --> 00:03:05.960]  可能你覺得他有洗廁所的恩賜
[00:03:05.960 --> 00:03:07.920]  或者有搬椅子的恩賜
[00:03:07.920 --> 00:03:10.880]  有人甚至講讀生都是恩賜
[00:03:10.880 --> 00:03:13.800]  所以你說你有不同的恩賜
[00:03:13.800 --> 00:03:15.280]  但是其實講到恩賜
[00:03:15.280 --> 00:03:16.400]  在英文裏面
[00:03:16.400 --> 00:03:18.960]  可能這些是你的才能
[00:03:18.960 --> 00:03:21.760]  你的才能或者能力
[00:03:21.760 --> 00:03:23.440]  但是屬靈恩賜
[00:03:23.440 --> 00:03:26.040]  如果講到是聖靈給的
[00:03:26.040 --> 00:03:28.480]  我們就針對看
[00:03:28.480 --> 00:03:32.480]  聖經裏面講的三段經文裏面所講的
[00:03:32.480 --> 00:03:35.600]  一些屬靈的恩賜
[00:03:35.600 --> 00:03:37.760]  如果你有一些屬靈的恩賜
[00:03:37.760 --> 00:03:42.320]  因為聖靈給你是一些
[00:03:42.320 --> 00:03:45.560]  和普通的恩賜很不同的
[00:03:45.560 --> 00:03:47.080]  我們所謂的能力
[00:03:47.080 --> 00:03:49.400]  恩賜就是禮物的意思
[00:03:49.400 --> 00:03:50.880]  是上帝給你的禮物
[00:03:50.880 --> 00:03:51.960]  是你接收的禮物
[00:03:51.960 --> 00:03:53.640]  不是你可以訓練出來的
[00:03:53.640 --> 00:03:54.600]  但是
[00:03:54.600 --> 00:03:59.000]  這些恩賜可以給你很強大的能力
[00:03:59.000 --> 00:04:03.440]  但亦都可以給你很強大的危機
[00:04:03.440 --> 00:04:05.080]  如果你看舊約聖經裏面
[00:04:05.080 --> 00:04:07.640]  有恩賜的人不少
[00:04:07.640 --> 00:04:11.520]  有些甚至是聖靈在舊約裏面給他的恩賜
[00:04:11.520 --> 00:04:12.560]  其中一個
[00:04:12.560 --> 00:04:14.560]  就是半年前我們都分享過
[00:04:14.560 --> 00:04:18.480]  一個事師的名字叫參孫
[00:04:18.480 --> 00:04:23.400]  聖經記載到就是神的靈賜給他很大力
[00:04:23.400 --> 00:04:26.560]  一個人可以打死幾百人
[00:04:26.560 --> 00:04:27.760]  但是
[00:04:27.760 --> 00:04:30.280]  你看到他有恩賜
[00:04:30.280 --> 00:04:33.320]  但卻用在一些危險的地方
[00:04:33.320 --> 00:04:36.440]  用在自己的私慾裏面
[00:04:36.440 --> 00:04:39.200]  用在要來吸引女孩子
[00:04:39.200 --> 00:04:41.520]  要來報仇
[00:04:41.520 --> 00:04:45.800]  這些恩賜成為了很大的破壞
[00:04:45.800 --> 00:04:47.800]  所以今天我們看恩賜的時候
[00:04:47.800 --> 00:04:50.360]  我們要很小心的看一下
[00:04:50.360 --> 00:04:53.760]  究竟我們有什麼誤解
[00:04:53.760 --> 00:04:55.560]  在講誤解之前
[00:04:55.560 --> 00:04:59.320]  我首先要有一些聲明
[00:04:59.320 --> 00:05:03.560]  講完通常都要有一些Disclaimer
[00:05:03.560 --> 00:05:06.680]  講一下自己的背景
[00:05:06.680 --> 00:05:08.920]  我可以告訴大家知道
[00:05:08.920 --> 00:05:13.640]  我自己是有聖靈充滿的經歷
[00:05:13.640 --> 00:05:14.880]  這個經歷是很特別的
[00:05:14.880 --> 00:05:20.160]  我亦都不可能在崇拜裏面去詳細分享
[00:05:20.160 --> 00:05:21.840]  但是我在教會裏面
[00:05:21.840 --> 00:05:26.120]  在香港教會裏面有四十位的教睦同工
[00:05:26.120 --> 00:05:28.200]  四十位裏面有差不多一半
[00:05:28.200 --> 00:05:29.440]  二十位
[00:05:29.440 --> 00:05:33.080]  他們有講謊言的恩賜
[00:05:33.080 --> 00:05:34.200]  不是講謊話
[00:05:34.200 --> 00:05:35.360]  是講謊言
[00:05:35.360 --> 00:05:38.240]  就是我不知道要講什麼
[00:05:38.240 --> 00:05:39.480]  但是我沒有
[00:05:39.480 --> 00:05:40.960]  我沒有這種恩賜
[00:05:40.960 --> 00:05:42.600]  雖然我有一段時間都經常求
[00:05:42.600 --> 00:05:43.280]  他們有
[00:05:43.280 --> 00:05:43.680]  我沒有
[00:05:43.680 --> 00:05:44.320]  有沒有搞錯
[00:05:44.320 --> 00:05:45.640]  做主任牧師
[00:05:45.640 --> 00:05:47.040]  最好有
[00:05:47.040 --> 00:05:48.360]  但是都沒有
[00:05:48.360 --> 00:05:50.480]  當他們在那裏說的時候
[00:05:50.480 --> 00:05:52.480]  我只能在那裏祈禱
[00:05:52.480 --> 00:05:54.800]  於是我問其中一個姐妹
[00:05:54.800 --> 00:05:56.560]  就是一個女傳道
[00:05:56.560 --> 00:05:58.840]  我說你在講什麼
[00:05:58.840 --> 00:06:00.680]  她說我都不知道
[00:06:00.680 --> 00:06:05.400]  我只知道我的說話是讚美上帝
[00:06:05.400 --> 00:06:07.200]  她說當我用悟性祈禱的時候
[00:06:07.200 --> 00:06:08.360]  我沒辦法表達的時候
[00:06:08.360 --> 00:06:09.200]  我用謊言祈禱
[00:06:09.200 --> 00:06:10.040]  我覺得很舒服
[00:06:10.040 --> 00:06:12.360]  我覺得和神特別的親密
[00:06:12.360 --> 00:06:15.360]  我和祂的關係是更加的好
[00:06:15.360 --> 00:06:16.800]  所以我就用謊言去禱告
[00:06:16.800 --> 00:06:19.280]  但是他們全部都不會在公開場合去做
[00:06:19.280 --> 00:06:22.720]  因為跟足聖經裏面的教誨
[00:06:22.720 --> 00:06:23.640]  對我來說
[00:06:23.640 --> 00:06:25.480]  我覺得可能有些人會覺得
[00:06:25.480 --> 00:06:27.200]  他心理作用
[00:06:27.200 --> 00:06:28.800]  亂說得通
[00:06:28.800 --> 00:06:34.880]  但是當你真的用言語能夠幫助你提升和上帝的關係的時候
[00:06:34.880 --> 00:06:39.400]  我們怎麼能夠去判斷他不對呢
[00:06:39.400 --> 00:06:40.560]  而且聖經裏面也說
[00:06:40.560 --> 00:06:41.440]  保羅也說
[00:06:41.440 --> 00:06:42.840]  我們要追求
[00:06:42.840 --> 00:06:44.400]  不要禁止
[00:06:44.400 --> 00:06:46.880]  追求講謊言的恩賜
[00:06:46.880 --> 00:06:48.880]  但是我自己就沒有
[00:06:48.880 --> 00:06:50.400]  所以我也不知道
[00:06:50.400 --> 00:06:53.880]  上帝為什麼有些恩賜給
[00:06:53.880 --> 00:06:55.440]  這是聖經裏面說的
[00:06:55.440 --> 00:06:57.680]  神有祂的方式
[00:06:57.680 --> 00:06:59.080]  有祂的方法
[00:06:59.080 --> 00:07:01.320]  所以我們一些的誤解
[00:07:01.320 --> 00:07:03.920]  今天我們首先要去除
[00:07:03.920 --> 00:07:05.480]  看看誤解是什麼
[00:07:05.480 --> 00:07:06.840]  誤解一
[00:07:06.840 --> 00:07:08.240]  聖人恩賜有些人就說
[00:07:08.240 --> 00:07:13.320]  他是天生或者後天可以培育回來的
[00:07:13.320 --> 00:07:16.040]  有些人覺得你某一種恩賜
[00:07:16.040 --> 00:07:18.120]  你可以後天訓練
[00:07:18.120 --> 00:07:19.560]  看看聖經裏面怎麼說
[00:07:19.560 --> 00:07:21.680]  哥倫比亞傳書十二章第四節
[00:07:21.680 --> 00:07:23.520]  恩賜有很多種
[00:07:23.520 --> 00:07:25.800]  卻是一位聖靈所賜的
[00:07:25.800 --> 00:07:27.720]  有人藉著聖靈領受智慧言語
[00:07:27.720 --> 00:07:32.120]  有人也藉著同一位聖靈領受知識的言語
[00:07:32.120 --> 00:07:35.720]  有一個人由同一位聖靈領受信心
[00:07:35.720 --> 00:07:39.920]  還有一個人用同一位聖靈領受醫病的恩賜
[00:07:39.920 --> 00:07:41.240]  有人能行異能
[00:07:41.240 --> 00:07:42.840]  有人能作先知的講道
[00:07:42.840 --> 00:07:44.400]  有人能辨別諸靈
[00:07:44.400 --> 00:07:45.800]  有人能說方言
[00:07:45.800 --> 00:07:47.760]  有人能犯方言
[00:07:47.760 --> 00:07:51.600]  這一切都是用由唯一同一位聖靈所賜
[00:07:51.600 --> 00:07:55.480]  隨著自己的旨意分級各人
[00:07:55.480 --> 00:07:58.520]  這個聖經裏面說了很多的一
[00:07:58.520 --> 00:08:01.160]  全部都是提醒我們
[00:08:01.160 --> 00:08:02.800]  聖靈才是優惠
[00:08:02.800 --> 00:08:06.000]  但恩賜是各有不同
[00:08:06.000 --> 00:08:12.960]  而恩賜是聖靈特別按他的意思去給予大家
[00:08:12.960 --> 00:08:14.680]  為何聖靈要這樣做
[00:08:14.680 --> 00:08:17.360]  待會我們第二點的時候再說
[00:08:17.360 --> 00:08:19.640]  我想有時候就算是傳道目者
[00:08:19.640 --> 00:08:22.440]  我們自己也會有一些錯誤的觀念
[00:08:22.440 --> 00:08:25.440]  看屬靈的恩賜
[00:08:25.440 --> 00:08:27.200]  在我最初出來募會
[00:08:27.200 --> 00:08:33.360]  我1988年回到香港正式全世界在教會募養的時候
[00:08:33.360 --> 00:08:39.760]  我自己有一段時間很想追求某一種特別的屬靈的恩賜
[00:08:39.760 --> 00:08:43.560]  甚麼恩賜呢 就是治病的恩賜
[00:08:43.560 --> 00:08:46.960]  當時我看很多的大裔報道家
[00:08:46.960 --> 00:08:50.160]  Bernie Hin, Oral Roberts, John Wimber
[00:08:50.160 --> 00:08:53.720]  全部出來的時候說長短腳又可以醫好
[00:08:53.720 --> 00:08:54.800]  癌症又可以醫好
[00:08:54.800 --> 00:08:56.600]  胃癌又可以醫好
[00:08:56.600 --> 00:08:58.640]  我心想我回到教會侍奉
[00:08:58.640 --> 00:09:00.120]  當時教會只有一百人
[00:09:00.120 --> 00:09:02.000]  有一半是老人家
[00:09:02.000 --> 00:09:06.040]  每個月都要做兩三單的安息禮拜
[00:09:06.040 --> 00:09:09.480]  我在想如果我有治病的恩賜多好
[00:09:09.480 --> 00:09:12.960]  起碼不是叫他們長生不老
[00:09:12.960 --> 00:09:15.160]  起碼醫好他們的病
[00:09:15.160 --> 00:09:17.600]  我的會友每個月都不會流失
[00:09:17.600 --> 00:09:19.440]  每個月流失幾個
[00:09:19.440 --> 00:09:21.120]  補不回來
[00:09:21.120 --> 00:09:22.240]  於是我就求神
[00:09:22.240 --> 00:09:28.320]  我不是為自己施義 不是為了賺錢
[00:09:28.320 --> 00:09:30.640]  我只是想醫好弟兄姊妹
[00:09:30.640 --> 00:09:33.240]  如果你給我治病的恩賜就好了
[00:09:33.240 --> 00:09:34.920]  於是我就很追求
[00:09:34.920 --> 00:09:36.320]  經常祈禱
[00:09:36.320 --> 00:09:39.320]  又去一些特會
[00:09:39.320 --> 00:09:42.320]  你知道特會會叫你出來按手
[00:09:42.320 --> 00:09:43.920]  掃下你
[00:09:43.920 --> 00:09:45.920]  我記得有幾次
[00:09:45.920 --> 00:09:46.920]  我跟上帝說
[00:09:46.920 --> 00:09:50.720]  我想聖靈充滿有這樣的恩賜
[00:09:50.720 --> 00:09:52.720]  走到台前給他按手
[00:09:52.720 --> 00:09:56.720]  我記得每次都掃不下
[00:09:56.720 --> 00:09:58.720]  我都是整根木頭站著
[00:09:58.720 --> 00:10:01.720]  於是那些牧師就會說
[00:10:01.720 --> 00:10:03.720]  你肯定心裏面有些東西
[00:10:03.720 --> 00:10:06.720]  有些抗拒 有些反叛
[00:10:06.720 --> 00:10:07.720]  我心想沒有的
[00:10:07.720 --> 00:10:11.720]  我真的很想聖靈充滿給我那種恩賜
[00:10:11.720 --> 00:10:12.720]  我還記得有一次
[00:10:12.720 --> 00:10:13.720]  那個牧師按了我很久
[00:10:13.720 --> 00:10:15.720]  幾分鐘都不掃下
[00:10:15.720 --> 00:10:17.720]  結果他走開了
[00:10:17.720 --> 00:10:20.720]  找副手來再按其他人
[00:10:20.720 --> 00:10:22.720]  副手不斷推我
[00:10:22.720 --> 00:10:23.720]  不斷推
[00:10:23.720 --> 00:10:24.720]  我就不斷頂著
[00:10:24.720 --> 00:10:26.720]  因為我自己知道
[00:10:26.720 --> 00:10:28.720]  我自己有經歷
[00:10:28.720 --> 00:10:30.720]  聖靈充滿不是這樣
[00:10:30.720 --> 00:10:32.720]  不是別人推你
[00:10:32.720 --> 00:10:36.720]  於是我就頂了他很久
[00:10:36.720 --> 00:10:37.720]  我發覺還是不要了
[00:10:37.720 --> 00:10:40.720]  免得他難堪
[00:10:40.720 --> 00:10:42.720]  於是我就自己踢一踢腳
[00:10:42.720 --> 00:10:44.720]  自己躺下
[00:10:44.720 --> 00:10:46.720]  這些經歷對我來說
[00:10:46.720 --> 00:10:48.720]  為何神不給我
[00:10:48.720 --> 00:10:52.720]  為何神不給我治病的恩賜
[00:10:52.720 --> 00:10:54.720]  直至我一直在侍奉的時候
[00:10:54.720 --> 00:10:56.720]  我自己看到
[00:10:56.720 --> 00:11:00.720]  其實上帝是給不同的恩賜
[00:11:00.720 --> 00:11:01.720]  不同的人
[00:11:01.720 --> 00:11:02.720]  有些人有治病的恩賜
[00:11:02.720 --> 00:11:06.720]  亦沒有上帝給我的恩賜
[00:11:06.720 --> 00:11:08.720]  為何我知道自己沒有治病的恩賜
[00:11:08.720 --> 00:11:10.720]  突然之間
[00:11:10.720 --> 00:11:13.720]  因為在我三十多年的侍奉裏
[00:11:13.720 --> 00:11:17.720]  大部分找我去床邊
[00:11:17.720 --> 00:11:19.720]  去禱告的弟兄姊妹
[00:11:19.720 --> 00:11:22.720]  很快就回到天下
[00:11:22.720 --> 00:11:25.720]  所以我知道我真的沒有治病的恩賜
[00:11:25.720 --> 00:11:27.720]  但你說不要找你祈禱了
[00:11:27.720 --> 00:11:29.720]  免得妨礙
[00:11:29.720 --> 00:11:32.720]  因為我們深信恩賜
[00:11:32.720 --> 00:11:34.720]  亦要和上帝的心意
[00:11:34.720 --> 00:11:36.720]  否則你有恩賜
[00:11:36.720 --> 00:11:38.720]  那些人就不用死了
[00:11:38.720 --> 00:11:39.720]  之後去治病
[00:11:39.720 --> 00:11:40.720]  都要看上帝的心意
[00:11:40.720 --> 00:11:41.720]  有些人沒有恩賜
[00:11:41.720 --> 00:11:43.720]  上帝都透過他去治病
[00:11:43.720 --> 00:11:45.720]  其中一個就是我自己親身經歷
[00:11:45.720 --> 00:11:47.720]  有幾次這樣的事件
[00:11:47.720 --> 00:11:49.720]  其中一個是我爸爸
[00:11:49.720 --> 00:11:51.720]  他六十歲
[00:11:51.720 --> 00:11:53.720]  照到CT scan
[00:11:53.720 --> 00:11:58.720]  MRI照到有肝腫瘤
[00:11:58.720 --> 00:11:59.720]  一個很大的腫瘤
[00:11:59.720 --> 00:12:01.720]  我都看過那些Image
[00:12:01.720 --> 00:12:03.720]  那些影像
[00:12:03.720 --> 00:12:05.720]  醫生說要做手術
[00:12:05.720 --> 00:12:08.720]  我還記得那天做手術之前
[00:12:08.720 --> 00:12:12.720]  那天醫生說不如我們再照一照
[00:12:12.720 --> 00:12:16.720]  在他照之前我為他祈禱
[00:12:16.720 --> 00:12:21.720]  求主將腫瘤拿開
[00:12:21.720 --> 00:12:24.720]  照完出來之後
[00:12:24.720 --> 00:12:26.720]  醫生都很震驚
[00:12:26.720 --> 00:12:29.720]  你爸爸的腫瘤不見了
[00:12:29.720 --> 00:12:32.720]  但他說醫學上可以解釋的
[00:12:32.720 --> 00:12:35.720]  有時有些身體的突變等等
[00:12:35.720 --> 00:12:38.720]  但對我來說
[00:12:38.720 --> 00:12:39.720]  我覺得是上帝的恩憐
[00:12:39.720 --> 00:12:40.720]  上帝憐憫禱告
[00:12:40.720 --> 00:12:42.720]  我爸爸八十歲回天家
[00:12:42.720 --> 00:12:45.720]  上帝讓他活多二十年
[00:12:45.720 --> 00:12:47.720]  我也有經歷
[00:12:47.720 --> 00:12:48.720]  有些弟兄姊妹
[00:12:48.720 --> 00:12:49.720]  祈禱的時候
[00:12:49.720 --> 00:12:51.720]  其中一個脊骨歪了
[00:12:51.720 --> 00:12:54.720]  我為他祈禱
[00:12:54.720 --> 00:12:58.720]  我感覺到他的骨頭在動
[00:12:58.720 --> 00:13:01.720]  當然你可以說是肌肉跳動
[00:13:01.720 --> 00:13:08.720]  但一個差不多癱瘓的弟兄
[00:13:08.720 --> 00:13:10.720]  祈禱之後
[00:13:10.720 --> 00:13:12.720]  竟然完全康復
[00:13:12.720 --> 00:13:14.720]  正常人一樣
[00:13:14.720 --> 00:13:17.720]  人們都不會相信
[00:13:17.720 --> 00:13:20.720]  我也見過坐輪椅的
[00:13:20.720 --> 00:13:23.720]  殘缺的能夠站起來
[00:13:23.720 --> 00:13:26.720]  這些都是對我的信仰來說
[00:13:26.720 --> 00:13:29.720]  很多的反省
[00:13:29.720 --> 00:13:32.720]  但為何上帝不給某種恩賜
[00:13:32.720 --> 00:13:33.720]  某些基督徒
[00:13:33.720 --> 00:13:36.720]  其中一件事是為了他們的心意
[00:13:36.720 --> 00:13:38.720]  是上帝的心意
[00:13:38.720 --> 00:13:40.720]  我們都要接受這件事
[00:13:40.720 --> 00:13:41.720]  第二件事
[00:13:41.720 --> 00:13:42.720]  有些人說
[00:13:42.720 --> 00:13:44.720]  人人都應該有某種或者
[00:13:44.720 --> 00:13:46.720]  所有的屬靈恩賜
[00:13:46.720 --> 00:13:47.720]  特別在二千年之後
[00:13:47.720 --> 00:13:49.720]  有很多的靈因運動
[00:13:49.720 --> 00:13:51.720]  所謂的第四波
[00:13:51.720 --> 00:13:52.720]  告訴我們
[00:13:52.720 --> 00:13:56.720]  我們要擁有五重的職事
[00:13:56.720 --> 00:13:59.720]  以及追求很多的屬靈恩賜
[00:13:59.720 --> 00:14:02.720]  但為何聖經不是這樣說
[00:14:02.720 --> 00:14:03.720]  聖經不是說
[00:14:03.720 --> 00:14:05.720]  每個人都需要講方言
[00:14:05.720 --> 00:14:07.720]  有治病恩賜
[00:14:07.720 --> 00:14:08.720]  看看聖經怎麼說
[00:14:08.720 --> 00:14:10.720]  我們看聖經怎麼說
[00:14:10.720 --> 00:14:12.720]  上帝在教會所設立的
[00:14:12.720 --> 00:14:13.720]  第一是仕途
[00:14:13.720 --> 00:14:14.720]  第二是先知
[00:14:14.720 --> 00:14:15.720]  第三是教師
[00:14:15.720 --> 00:14:16.720]  其次是異能的
[00:14:16.720 --> 00:14:17.720]  是治病的
[00:14:17.720 --> 00:14:18.720]  幫助人的
[00:14:18.720 --> 00:14:20.720]  治理事的講方言
[00:14:20.720 --> 00:14:22.720]  講方言只是放在最後
[00:14:22.720 --> 00:14:24.720]  我知道在座當中
[00:14:24.720 --> 00:14:26.720]  每一個教會都有
[00:14:26.720 --> 00:14:28.720]  無論你是傳統的教派
[00:14:28.720 --> 00:14:29.720]  靈恩派
[00:14:29.720 --> 00:14:31.720]  或者福音派的教會
[00:14:31.720 --> 00:14:34.720]  都會有講方言恩賜的頂尖
[00:14:34.720 --> 00:14:36.720]  只是在方言派裡面
[00:14:36.720 --> 00:14:38.720]  他們不敢鋪頭
[00:14:38.720 --> 00:14:40.720]  怕被人封殺
[00:14:40.720 --> 00:14:42.720]  但有什麼問題
[00:14:42.720 --> 00:14:44.720]  聖經都說有
[00:14:44.720 --> 00:14:49.720]  但講方言恩賜是最後的恩賜
[00:14:49.720 --> 00:14:52.720]  因為講方言是幫助你和上帝的關係
[00:14:52.720 --> 00:14:54.720]  上帝希望你用恩賜
[00:14:54.720 --> 00:14:55.720]  不單只用在自己
[00:14:55.720 --> 00:14:58.720]  也用在教會當中
[00:14:58.720 --> 00:14:59.720]  你看保羅怎麼說
[00:14:59.720 --> 00:15:00.720]  保羅說
[00:15:00.720 --> 00:15:02.720]  這個恩賜
[00:15:02.720 --> 00:15:04.720]  我按不下去
[00:15:04.720 --> 00:15:06.720]  下一頁
[00:15:06.720 --> 00:15:09.720]  他說難道個個是仕途嗎
[00:15:09.720 --> 00:15:10.720]  難道個個是先知嗎
[00:15:10.720 --> 00:15:12.720]  難道個個是教師嗎
[00:15:12.720 --> 00:15:13.720]  這些理論性的問題
[00:15:13.720 --> 00:15:14.720]  保羅就
[00:15:14.720 --> 00:15:16.720]  大家都知道答案就是
[00:15:16.720 --> 00:15:17.720]  No, but
[00:15:17.720 --> 00:15:20.720]  不是個個都有同一個恩賜
[00:15:20.720 --> 00:15:22.720]  為什麼呢
[00:15:22.720 --> 00:15:24.720]  因為
[00:15:24.720 --> 00:15:29.720]  上帝不會想一個人擁有所有的恩賜
[00:15:29.720 --> 00:15:30.720]  屬靈恩賜也好
[00:15:30.720 --> 00:15:32.720]  才能也好
[00:15:32.720 --> 00:15:34.720]  上帝是想教會
[00:15:34.720 --> 00:15:36.720]  每一個人彼此配搭
[00:15:36.720 --> 00:15:37.720]  彼此合作
[00:15:37.720 --> 00:15:38.720]  彼此依賴
[00:15:38.720 --> 00:15:42.720]  彼此在主裡面去學習
[00:15:42.720 --> 00:15:44.720]  同共
[00:15:44.720 --> 00:15:47.720]  這個是教會美麗的地方
[00:15:47.720 --> 00:15:49.720]  你看保羅怎麼說
[00:15:49.720 --> 00:15:51.720]  難道個個有講方言
[00:15:51.720 --> 00:15:52.720]  因此難道個個有治病
[00:15:52.720 --> 00:15:54.720]  因此難道個個有翻方言嗎
[00:15:54.720 --> 00:15:56.720]  因為身體原不是一個肢體
[00:15:56.720 --> 00:15:58.720]  而是很多的肢體
[00:15:58.720 --> 00:15:59.720]  不是個個都是眼
[00:15:59.720 --> 00:16:00.720]  個個都是耳
[00:16:00.720 --> 00:16:02.720]  也不是一個人擁有所有的東西
[00:16:02.720 --> 00:16:05.720]  因為上帝隨意將肢體一起放在身體上
[00:16:05.720 --> 00:16:07.720]  假如全身都是一個肢體
[00:16:07.720 --> 00:16:08.720]  身體是在哪裡呢
[00:16:08.720 --> 00:16:10.720]  現在肢體雖多
[00:16:10.720 --> 00:16:12.720]  身體卻是一個
[00:16:12.720 --> 00:16:14.720]  免得身體不協調
[00:16:14.720 --> 00:16:15.720]  分門別類
[00:16:15.720 --> 00:16:17.720]  總要肢體彼此相顧
[00:16:17.720 --> 00:16:20.720]  這個就是教會美麗的地方
[00:16:20.720 --> 00:16:23.720]  就是上帝將不同恩賜的人
[00:16:23.720 --> 00:16:24.720]  不同背景的人
[00:16:24.720 --> 00:16:26.720]  我們叫不同形狀的人
[00:16:26.720 --> 00:16:27.720]  Spiritual Gift
[00:16:27.720 --> 00:16:28.720]  Heart
[00:16:28.720 --> 00:16:29.720]  Ability
[00:16:29.720 --> 00:16:30.720]  Personality
[00:16:30.720 --> 00:16:31.720]  我們的性格或者我們的經驗
[00:16:31.720 --> 00:16:33.720]  放在一起
[00:16:33.720 --> 00:16:37.720]  我的性格和Dennis的性格完全不同
[00:16:37.720 --> 00:16:39.720]  上帝把我們放在一起
