
[00:00:00.000 --> 00:00:03.960]  在約翰福音四章主耶穌提醒
[00:01:29.400 --> 00:01:32.480]  所以題目叫「盡心跟隨主」
[00:01:32.480 --> 00:01:34.800]  「盡心」有兩個意思
[00:01:34.800 --> 00:01:36.840]  第一是「心入個心」
[00:01:36.840 --> 00:01:41.120]  第二是我們心臟裏面的「心」
[00:01:41.120 --> 00:01:49.200]  希伯來書六章一節
[00:01:49.200 --> 00:01:50.600]  是我這兩個月
[00:01:50.600 --> 00:01:53.600]  搞動心靈的提醒經文
[00:01:53.600 --> 00:01:55.040]  我們再讀多一次
[00:01:55.040 --> 00:01:57.600]  好嗎?一、二、三
[00:01:57.600 --> 00:01:58.520]  所以
[00:01:58.520 --> 00:02:07.320]  聖經重點提醒我們
[00:02:07.320 --> 00:02:10.040]  要離開基督道理的開端
[00:02:10.040 --> 00:02:13.760]  即是要我們成長、長大
[00:02:13.760 --> 00:02:19.160]  不再是嬰兒一樣
[00:02:19.160 --> 00:02:21.280]  我問大家一個問題
[00:02:21.280 --> 00:02:28.240]  你今年幾歲?
[00:02:28.240 --> 00:02:29.600]  人有兩個歲數
[00:02:29.600 --> 00:02:33.520]  第一個歲數是你的身份證寫著的
[00:02:33.520 --> 00:02:39.440]  第二個歲數是你的心智成熟度
[00:02:39.440 --> 00:02:41.280]  第一個多少歲
[00:02:41.280 --> 00:02:42.760]  你很容易回答
[00:02:42.760 --> 00:02:45.800]  但是心智成熟度
[00:02:45.800 --> 00:02:48.360]  可能你都不知道
[00:02:51.880 --> 00:02:55.040]  有一位人類學者叫做Edison
[00:02:55.040 --> 00:02:59.200]  他研究人的階段
[00:02:59.200 --> 00:03:04.480]  他看到很多大人的問題
[00:03:04.480 --> 00:03:08.000]  原來不是在大人那裏產生
[00:03:08.000 --> 00:03:12.880]  原來是源於第一個期那裏發生
[00:03:12.880 --> 00:03:16.000]  第一個期是甚麼期?
[00:03:16.000 --> 00:03:19.640]  嬰兒期
[00:03:19.640 --> 00:03:24.280]  嬰兒期是學習信任和猜疑
[00:03:24.280 --> 00:03:28.960]  我記得在舊堂高山道時
[00:03:28.960 --> 00:03:31.760]  有一位港元叫做淑儀姑娘
[00:03:31.760 --> 00:03:32.880]  淑儀傳道
[00:03:32.880 --> 00:03:36.280]  她來過港介紹八個階段
[00:03:36.280 --> 00:03:38.040]  所以今天不會長講
[00:03:38.040 --> 00:03:39.840]  特別點提第一個階段
[00:03:39.840 --> 00:03:43.480]  嬰兒期學信任和猜疑
[00:03:43.480 --> 00:03:45.840]  如果這個期順利過渡
[00:03:45.840 --> 00:03:47.920]  將來她對人很信任
[00:03:47.920 --> 00:03:50.280]  她很有安全感
[00:03:50.280 --> 00:03:53.200]  如果她是猜疑的
[00:03:53.200 --> 00:03:55.480]  她長大後對人很害怕
[00:03:55.480 --> 00:03:58.240]  處處覺得別人想害她
[00:03:58.240 --> 00:04:00.960]  將來的問題就是很多焦慮
[00:04:00.960 --> 00:04:01.840]  很多不安
[00:04:01.840 --> 00:04:03.240]  很多無助
[00:04:03.240 --> 00:04:06.960]  拍拖時每天都要通電話
[00:04:06.960 --> 00:04:10.480]  對方少一個消息給她
[00:04:10.480 --> 00:04:12.640]  她又疑神疑鬼
[00:04:12.640 --> 00:04:14.200]  公司的財源
[00:04:14.200 --> 00:04:16.480]  她經常都想到是她
[00:04:16.480 --> 00:04:19.880]  有很多無助和焦慮
[00:04:19.880 --> 00:04:27.200]  Emerson告訴我們
[00:04:27.200 --> 00:04:30.800]  如果一個成年人停滯在嬰兒期
[00:04:30.800 --> 00:04:35.600]  有兩個主要的大人毛病
[00:04:35.600 --> 00:04:39.320]  第一個是自省能力很低
[00:04:39.320 --> 00:04:43.440]  我家有兩個嬰兒期的小朋友
[00:04:43.440 --> 00:04:47.840]  我回家後看到牆上有很多壁畫
[00:04:47.840 --> 00:04:49.800]  我問妹妹
[00:04:49.800 --> 00:04:51.680]  「誰畫的?」
[00:04:51.680 --> 00:04:53.560]  妹妹想了一秒鐘也不用
[00:04:53.560 --> 00:04:55.000]  可能是半秒
[00:04:55.000 --> 00:04:58.120]  她說「姐姐」
[00:04:58.120 --> 00:04:59.600]  我再問她一次
[00:04:59.600 --> 00:05:01.440]  「誰畫的?」
[00:05:01.440 --> 00:05:03.240]  「姐姐」
[00:05:03.240 --> 00:05:05.840]  姐姐還未放學
[00:05:05.840 --> 00:05:08.920]  知道是她畫的
[00:05:08.920 --> 00:05:13.680]  嬰兒期的人自省能力很低
[00:05:13.680 --> 00:05:14.920]  很短時間
[00:05:14.920 --> 00:05:18.040]  一定與自己無關
[00:05:18.040 --> 00:05:21.520]  認識一個大人
[00:05:21.520 --> 00:05:25.680]  他常常不停轉工
[00:05:25.680 --> 00:05:27.560]  他不是被解僱
[00:05:27.560 --> 00:05:29.520]  他在這份工作工作數個月
[00:05:29.520 --> 00:05:30.960]  在這份工作工作數個月
[00:05:30.960 --> 00:05:35.320]  不停轉工的一個成年人
[00:05:35.320 --> 00:05:37.480]  如有雷同
[00:05:37.480 --> 00:05:41.080]  就實屬不幸
[00:05:41.080 --> 00:05:43.320]  第二個症狀是
[00:05:43.320 --> 00:05:48.400]  他情緒化行為很多
[00:05:48.400 --> 00:05:52.600]  我記得有一天是星期二、星期三
[00:05:52.600 --> 00:05:54.200]  我回到教會
[00:05:54.200 --> 00:05:56.760]  有一個中學生來了
[00:05:56.760 --> 00:05:59.640]  和一個大人陪著他
[00:05:59.640 --> 00:06:00.960]  這兩個人我都不認識
[00:06:00.960 --> 00:06:02.560]  是陌生人
[00:06:02.560 --> 00:06:04.800]  我走出去跟他們聊天
[00:06:04.800 --> 00:06:06.800]  看看發生甚麼事
[00:06:06.800 --> 00:06:10.800]  原來這個中學生已經到中五了
[00:06:10.800 --> 00:06:15.000]  他因為在學校跟別人吵架
[00:06:15.000 --> 00:06:18.920]  在電腦裏面有些罵戰
[00:06:18.920 --> 00:06:22.240]  看完電腦後覺得很不開心
[00:06:22.240 --> 00:06:24.320]  原本他打算上學
[00:06:24.320 --> 00:06:26.120]  去到學校門口
[00:06:26.120 --> 00:06:28.480]  他再想起罵戰之後
[00:06:28.480 --> 00:06:30.480]  他就不想上學了
[00:06:30.480 --> 00:06:32.400]  他不想上學去哪裏呢?
[00:06:32.400 --> 00:06:36.520]  在街上遊來浪蕩
[00:06:36.520 --> 00:06:39.480]  在學校見到同學沒有上學
[00:06:39.480 --> 00:06:41.360]  打電話給家長
[00:06:41.360 --> 00:06:43.080]  爸爸收到電話
[00:06:43.080 --> 00:06:44.480]  請了假
[00:06:44.480 --> 00:06:46.640]  找兒子
[00:06:46.640 --> 00:06:48.960]  在餐廳裏面見到他
[00:06:48.960 --> 00:06:52.720]  然後帶他離開餐廳
[00:06:52.720 --> 00:06:54.960]  到處走走
[00:06:54.960 --> 00:06:56.760]  遇到教會
[00:06:56.760 --> 00:06:59.360]  上來後就坐下來
[00:06:59.360 --> 00:07:01.880]  他們兩個都是基督徒
[00:07:01.880 --> 00:07:07.560]  不過爸爸希望將兒子帶到神的面前
[00:07:07.560 --> 00:07:14.880]  希望神幫他解決這個難關
[00:07:14.880 --> 00:07:19.480]  這位青少年不知道他不上學會損失甚麼
[00:07:19.480 --> 00:07:23.200]  總之他不開心就不上學了
[00:07:23.200 --> 00:07:24.880]  嬰兒期的停滯
[00:07:24.880 --> 00:07:31.000]  就是情緒化行為很多
[00:07:31.000 --> 00:07:33.400]  有一次我出席一個教務講座
[00:07:33.400 --> 00:07:35.200]  那位牧長提到
[00:07:35.200 --> 00:07:37.240]  他在《使徒行傳》說
[00:07:37.240 --> 00:07:38.680]  教會多不多人
[00:07:38.680 --> 00:07:42.400]  是上帝帶生命回來的
[00:07:42.400 --> 00:07:45.080]  所以不需要太計較
[00:07:45.080 --> 00:07:48.520]  但是有一件事我們需要很認真
[00:07:48.520 --> 00:07:50.520]  就是教會不一定要很多人
[00:07:50.520 --> 00:07:52.800]  但神很期望大家
[00:07:52.800 --> 00:07:54.200]  即是我們
[00:07:54.200 --> 00:07:56.120]  會怎樣?
[00:07:56.120 --> 00:07:59.400]  長大
[00:07:59.400 --> 00:08:01.200]  你有沒有長大過
[00:08:01.200 --> 00:08:07.160]  來了教會一直認識神這麼久?
[00:08:07.160 --> 00:08:09.160]  我大女兒出世時很重
[00:08:09.160 --> 00:08:11.160]  八磅
[00:08:11.160 --> 00:08:12.560]  兩個星期後
[00:08:12.560 --> 00:08:13.840]  三個星期左右
[00:08:13.840 --> 00:08:14.960]  回到健康院
[00:08:14.960 --> 00:08:17.320]  磅體重度度高
[00:08:17.320 --> 00:08:18.880]  磅完之後
[00:08:18.880 --> 00:08:22.440]  剩下七磅
[00:08:22.440 --> 00:08:23.480]  醫生問我們
[00:08:23.480 --> 00:08:25.040]  為何會輕這麼多呢?
[00:08:25.040 --> 00:08:27.160]  有甚麼問題發生過呢?
[00:08:27.160 --> 00:08:28.520]  我和太太想一想
[00:08:28.520 --> 00:08:29.720]  沒有甚麼問題
[00:08:29.720 --> 00:08:32.480]  一直都沒有甚麼
[00:08:32.480 --> 00:08:34.120]  醫生問我們
[00:08:34.120 --> 00:08:35.880]  你們有甚麼打算?
[00:08:35.880 --> 00:08:38.080]  想不想去醫院看看?
[00:08:38.080 --> 00:08:40.600]  我和太太輕微商量後
[00:08:40.600 --> 00:08:42.160]  就告訴醫生
[00:08:42.160 --> 00:08:45.000]  不如我們觀察下去一會兒
[00:08:45.000 --> 00:08:47.280]  遲些再帶她去看
[00:08:47.280 --> 00:08:48.880]  醫生聽完後
[00:08:48.880 --> 00:08:50.480]  叫我們關上門
[00:08:50.480 --> 00:08:51.880]  我們關上門
[00:08:51.880 --> 00:08:53.680]  然後醫生跟我們說
[00:08:53.680 --> 00:08:56.440]  你知不知道一個嬰兒由八磅去到七磅
[00:08:56.440 --> 00:08:59.560]  是一個很嚴重的現象
[00:08:59.560 --> 00:09:02.440]  你們絕對不能掉以輕心
[00:09:02.440 --> 00:09:05.320]  你們必須馬上去醫院
[00:09:05.320 --> 00:09:08.040]  作進一步的檢查
[00:09:08.040 --> 00:09:11.920]  我們聽到醫生突然這麼嚴肅
[00:09:11.920 --> 00:09:14.160]  我們很感謝這個醫生
[00:09:14.160 --> 00:09:16.360]  因為他關心到
[00:09:16.360 --> 00:09:19.440]  一個人正常吃奶、睡覺
[00:09:19.440 --> 00:09:21.440]  是不可能長大的
[00:09:21.440 --> 00:09:23.240]  但都不長大
[00:09:23.240 --> 00:09:25.280]  這個問題很嚴重
[00:09:25.280 --> 00:09:27.080]  叫我們去正視
[00:09:27.080 --> 00:09:28.480]  我們帶她去醫院後
[00:09:28.480 --> 00:09:30.600]  檢查完兩天後
[00:09:30.600 --> 00:09:32.200]  看回報告
[00:09:32.200 --> 00:09:33.520]  醫生說
[00:09:33.520 --> 00:09:36.320]  嬰兒的身體很健康,沒事
[00:09:36.320 --> 00:09:38.520]  可能吃奶那裡吃得不好
[00:09:38.520 --> 00:09:41.320]  從頭教我們怎樣餵奶等等
[00:09:41.320 --> 00:09:43.040]  之後
[00:09:43.040 --> 00:09:44.720]  姐姐又可以吃又可以睡
[00:09:44.720 --> 00:09:46.080]  到今天
[00:09:46.080 --> 00:09:47.640]  很聚首
[00:09:47.640 --> 00:09:50.040]  我們很感恩
[00:09:50.040 --> 00:09:52.320]  《馬太福音》五章四十八節提到
[00:09:52.320 --> 00:09:59.120]  所以你們要將你們的天賦完全一樣
[00:09:59.120 --> 00:10:00.240]  聖經告訴我們
[00:10:00.240 --> 00:10:01.640]  我們有一條人生路
[00:10:01.640 --> 00:10:02.840]  這條人生路
[00:10:02.840 --> 00:10:05.800]  最重要的不是
[00:10:05.800 --> 00:10:07.600]  考試多少分
[00:10:07.600 --> 00:10:10.520]  工作有什麼成就或者其他東西
[00:10:10.520 --> 00:10:13.120]  而是這條人生路是讓我們
[00:10:13.120 --> 00:10:18.640]  學將天賦完全一樣
[00:10:18.640 --> 00:10:20.240]  所以將來我們回到天界時
[00:10:20.240 --> 00:10:23.160]  我們可能收到一張成績表
[00:10:23.160 --> 00:10:24.320]  這張成績表就是
[00:10:24.320 --> 00:10:29.160]  到底我們似天賦多少個百分比
[00:10:29.160 --> 00:10:39.800]  我們今天說「跟從主耶穌」
[00:10:39.800 --> 00:10:42.800]  我們大家都是資深的信徒
[00:10:42.800 --> 00:10:44.080]  如果問大家
[00:10:44.080 --> 00:10:46.400]  我覺得主耶穌來世上
[00:10:46.400 --> 00:10:49.400]  想去哪裡
[00:10:49.400 --> 00:10:54.360]  或者想為我們做些什麼
[00:10:54.360 --> 00:10:58.360]  我們會怎樣給出答案
[00:10:58.360 --> 00:10:59.360]  如果這個答案
[00:10:59.360 --> 00:11:02.520]  不是跟主耶穌的使命相符
[00:11:02.520 --> 00:11:08.000]  我們會脫腳
[00:11:08.000 --> 00:11:10.720]  我們今天用這個問題去探討
[00:11:10.720 --> 00:11:14.720]  在《路加福音》五章十二到十六節
[00:11:14.720 --> 00:11:17.200]  耶穌醫好了一個麻瘋病人
[00:11:17.200 --> 00:11:18.880]  我們通過這段經文
[00:11:18.880 --> 00:11:21.160]  去盡心了解主
[00:11:21.160 --> 00:11:22.600]  我們一起讀,好嗎?
[00:11:22.600 --> 00:11:24.760]  十二到十六節,四節
[00:11:24.760 --> 00:11:26.960]  預備,一、二、三
[00:11:26.960 --> 00:11:27.960]  有一回
[00:11:48.880 --> 00:12:17.880]  (教授翻譯)
[00:12:17.880 --> 00:12:21.480]  這段經文是《路加福音》記載了
[00:12:21.480 --> 00:12:23.880]  給當時的讀者知道
[00:12:23.880 --> 00:12:26.880]  耶穌有一次去了一個城
[00:12:26.880 --> 00:12:28.760]  遇到一個大麻瘋病人
[00:12:28.760 --> 00:12:31.000]  這個人求耶穌醫他
[00:12:31.000 --> 00:12:32.840]  耶穌醫好了
[00:12:32.840 --> 00:12:37.160]  之後耶穌要他不要告訴別人
[00:12:37.160 --> 00:12:39.360]  不過給祭司擦汗
[00:12:39.360 --> 00:12:40.760]  知道他好了
[00:12:40.760 --> 00:12:43.480]  就照摩西的吩咐獻上禮物
[00:12:43.480 --> 00:12:45.440]  對眾人作證
[00:12:45.440 --> 00:12:48.880]  之後耶穌的名聲傳揚得很厲害
[00:12:48.880 --> 00:12:52.280]  很多人去聽祂的講道
[00:12:52.280 --> 00:12:53.640]  並且帶著
[00:12:53.640 --> 00:12:57.040]  想耶穌醫好他的病人的心
[00:12:57.040 --> 00:13:01.120]  不過耶穌卻到曠野去禱告
[00:13:01.120 --> 00:13:05.160]  這段經文給你最深刻的地方是甚麼呢?
[00:13:05.160 --> 00:13:07.360]  不過我們今天說盡心認識主
[00:13:07.360 --> 00:13:11.400]  我們要帶大家看得深一點
[00:13:11.400 --> 00:13:14.520]  我想這段經文給大家最
[00:13:14.520 --> 00:13:17.760]  有印象的就是大麻瘋
[00:13:17.760 --> 00:13:23.720]  我們用大麻瘋去認識耶穌的使命
[00:13:23.720 --> 00:13:26.760]  大麻瘋是甚麼來的呢?
[00:13:26.760 --> 00:13:29.080]  問大家一個很簡單的問題
[00:13:29.080 --> 00:13:32.600]  你覺得耶穌醫大麻瘋病人的病
[00:13:32.600 --> 00:13:36.880]  他的大麻瘋是會傳染還是不傳染呢?
[00:13:36.880 --> 00:13:38.120]  是會傳染的
[00:13:38.120 --> 00:13:41.520]  今天的大麻瘋有些不同
[00:13:41.520 --> 00:13:44.560]  我記得一年還是兩年前
[00:13:44.560 --> 00:13:47.720]  伊利亞團和女傳道會
[00:13:47.720 --> 00:13:50.600]  組一個團去了國內
[00:13:50.600 --> 00:13:52.120]  一個麻瘋村
[00:13:52.120 --> 00:13:55.560]  探望一些康復中的麻瘋病人
[00:13:55.560 --> 00:14:00.640]  那裏的病人的麻瘋是會傳染還是不傳染呢?
[00:14:00.640 --> 00:14:01.840]  是不傳染的
[00:14:01.840 --> 00:14:03.440]  所以去到很安全
[00:14:03.440 --> 00:14:05.600]  所以我們一團去了服侍
[00:14:05.600 --> 00:14:08.360]  回來後全部平安
[00:14:08.360 --> 00:14:11.400]  我們知道原來大麻瘋有不傳染傳染
[00:14:11.400 --> 00:14:16.560]  那時那些是傳染的
[00:14:16.560 --> 00:14:18.400]  知道傳染又如何呢?
[00:14:18.400 --> 00:14:19.800]  耶穌是神的兒子
[00:14:19.800 --> 00:14:21.320]  他可能不害怕
[00:14:21.320 --> 00:14:25.720]  但這不是路加要我們關心的地方
[00:14:25.720 --> 00:14:31.160]  留意路加給我們甚麼資料
[00:14:31.160 --> 00:14:34.280]  大家看到路加大麻瘋是甚麼病嗎?
[00:14:34.280 --> 00:14:37.280]  我先給大家看一段
[00:14:37.280 --> 00:14:39.400]  有一個醫生叫麥當勞醫生
[00:14:39.400 --> 00:14:42.680]  他說大麻瘋病患心靈受創
[00:14:42.680 --> 00:14:44.120]  甚於肉體
[00:14:44.120 --> 00:14:49.200]  群眾會以很奇怪異常的眼光去對待他
[00:14:49.200 --> 00:14:52.200]  麻瘋病和恥辱和恐怖
[00:14:52.200 --> 00:14:54.000]  經常拉上關係
[00:14:54.000 --> 00:14:57.200]  患者終日背負罪惡感
[00:14:57.200 --> 00:15:00.040]  會規避人的藐視
[00:15:00.040 --> 00:15:03.400]  患者有些實在太過孤單
[00:15:03.400 --> 00:15:06.720]  有些甚至會自殺了斷生命
[00:15:06.720 --> 00:15:08.920]  這一段其實是說了
[00:15:08.920 --> 00:15:11.600]  患者的影響
[00:15:11.600 --> 00:15:15.320]  但這一段也不是路加要我們留意的
[00:15:15.320 --> 00:15:21.480]  給大家一個指引
[00:15:21.480 --> 00:15:27.800]  路加提到耶穌要病患者做些甚麼
[00:15:27.800 --> 00:15:29.400]  記不記得經文怎麼提
[00:15:29.400 --> 00:15:38.200]  我也敢問你
[00:15:38.200 --> 00:15:40.200]  如果我們歷歷在目
[00:15:40.200 --> 00:15:44.480]  見到耶穌在治療麻瘋病患者
[00:15:44.480 --> 00:15:49.920]  當時的人拿著一本甚麼聖經
[00:15:49.920 --> 00:15:55.200]  是新曰還是舊曰?
[00:15:55.200 --> 00:15:56.280]  再問一次
[00:15:56.280 --> 00:16:02.280]  當時的人拿著一本是新曰還是舊曰?
[00:16:02.280 --> 00:16:05.400]  舊曰,為甚麼?
[00:16:05.400 --> 00:16:07.800]  因為新曰成書未
[00:16:07.800 --> 00:16:08.840]  未成書
[00:16:08.840 --> 00:16:10.520]  你懂得回答也好
[00:16:10.520 --> 00:16:12.040]  未成書
[00:16:12.040 --> 00:16:13.160]  多久才成呢?
[00:16:13.160 --> 00:16:15.160]  主後三百至四百多年
[00:16:15.160 --> 00:16:17.160]  他們拿著一本舊曰
[00:16:17.160 --> 00:16:21.680]  舊曰他們最重視的是甚麼經卷?
[00:16:21.680 --> 00:16:23.680]  摩西五經
[00:16:23.680 --> 00:16:26.760]  所以路加就說
[00:16:26.760 --> 00:16:32.000]  耶穌請病患照著摩西的吩咐
[00:16:32.000 --> 00:16:34.160]  給祭司擦汗
[00:16:34.160 --> 00:16:36.600]  然後獻上禮物
[00:16:36.600 --> 00:16:37.880]  是嗎?
[00:16:37.880 --> 00:16:40.600]  這方面對我們有甚麼啟示呢?
[00:16:40.600 --> 00:16:43.520]  我們大家試試回到那時
[00:16:43.520 --> 00:16:45.520]  大家手上拿著摩西五經
[00:16:45.520 --> 00:16:47.520]  有一個麻瘋病患出現
[00:16:47.520 --> 00:16:49.520]  我們馬上去找書
[00:16:49.520 --> 00:17:00.080]  看看摩西說那個人要怎樣處理
[00:17:00.080 --> 00:17:03.920]  教處理麻瘋病的是尼微記
[00:17:03.920 --> 00:17:07.720]  十三至十四章
[00:17:07.720 --> 00:17:10.520]  提到麻瘋病是會傳染
[00:17:10.520 --> 00:17:15.000]  和代表不潔淨
[00:17:15.000 --> 00:17:20.200]  大家知不知道麻瘋在甚麼霸道的地方
[00:17:20.200 --> 00:17:21.600]  如果大家熟悉尼微記
[00:17:21.600 --> 00:17:24.240]  會看過尼微記可能會有印象
[00:17:24.240 --> 00:17:27.400]  它首先在人身上出現
[00:17:27.400 --> 00:17:31.440]  例如我手上長了大麻瘋
[00:17:31.440 --> 00:17:33.120]  長了
[00:17:33.120 --> 00:17:34.480]  如果我不理會它
[00:17:34.480 --> 00:17:36.480]  我用手套包著它
[00:17:36.480 --> 00:17:37.680]  又不想讓你知道
[00:17:37.680 --> 00:17:38.960]  包著它
[00:17:38.960 --> 00:17:41.920]  不久後在衣服上會長大麻瘋
[00:17:41.920 --> 00:17:46.560]  在手套和衣服上會長大麻瘋
[00:17:46.560 --> 00:17:49.680]  如果我還是不想讓你知道
[00:17:49.680 --> 00:17:53.600]  我家的房間會長大麻瘋
[00:17:53.600 --> 00:17:55.040]  你來到我的房間
[00:17:55.040 --> 00:17:57.600]  你會看到這麼奇怪的
[00:17:57.600 --> 00:17:59.760]  在屋內我不讓你來
[00:17:59.760 --> 00:18:01.520]  你也看不到
[00:18:01.520 --> 00:18:03.200]  如果我一直不理會它
[00:18:03.200 --> 00:18:07.520]  我家的外面就會長大麻瘋
[00:18:07.520 --> 00:18:18.000]  屋外也會長有甚麼警報
[00:18:18.000 --> 00:18:21.280]  我還能不能隱藏
[00:18:21.280 --> 00:18:23.680]  隱藏不了
[00:18:23.680 --> 00:18:26.880]  我想大家都有大廈管理員
[00:18:26.880 --> 00:18:31.600]  有一次我扔垃圾在屋外
[00:18:31.600 --> 00:18:32.560]  管理員告訴我
[00:18:32.560 --> 00:18:34.240]  那裡不可以扔垃圾
[00:18:34.240 --> 00:18:36.080]  然後回來告訴我
[00:18:36.080 --> 00:18:38.880]  我又要再處理
[00:18:38.880 --> 00:18:42.400]  意思是在身體可以隱藏
[00:18:42.400 --> 00:18:44.160]  衣服也可以隱藏
[00:18:44.160 --> 00:18:48.640]  到屋內開始讓更多人知道
[00:18:48.640 --> 00:18:53.120]  屋外更加不能隱藏
[00:18:53.120 --> 00:18:56.640]  似乎他要告訴我
[00:18:56.640 --> 00:19:03.360]  是迫著長大麻瘋的人去正視大麻瘋
[00:19:03.360 --> 00:19:06.080]  我們看看經文第十三章二節
[00:19:06.080 --> 00:19:07.040]  你還沒記嗎?
[00:19:07.040 --> 00:19:10.080]  「人的肉皮上若長了」
[00:19:10.080 --> 00:19:11.200]  我照字讀字
[00:19:11.200 --> 00:19:14.480]  「摺紙或長了鱔或長了火斑
[00:19:14.480 --> 00:19:18.320]  在他肉皮上成了大麻瘋的災病
[00:19:18.320 --> 00:19:21.760]  無論男女若在頭上有災病
[00:19:21.760 --> 00:19:25.120]  或是男人鬍鬚上有災病」
[00:19:25.120 --> 00:19:26.640]  當時很有趣
[00:19:26.640 --> 00:19:28.160]  頭上有災
[00:19:28.160 --> 00:19:30.720]  鬍鬚也有災
[00:19:30.720 --> 00:19:33.280]  我們今天理解不到為何會這樣
[00:19:33.280 --> 00:19:35.360]  在十四章三十四節
[00:19:35.360 --> 00:19:39.200]  「你們到了我賜給你們遺孽的迦南地
[00:19:39.200 --> 00:19:43.040]  我若使你們所得遺孽之地的
[00:19:43.040 --> 00:19:46.320]  房屋中有大麻瘋的災病」
[00:19:46.320 --> 00:19:50.080]  即是上帝會令到你們家中有大麻瘋
[00:19:50.080 --> 00:19:52.720]  「房主又要告訴祭司說
[00:19:52.720 --> 00:19:59.680]  據我看房屋中似乎有災病」
[00:19:59.680 --> 00:20:07.600]  即是很顯然易見
[00:20:07.600 --> 00:20:11.520]  患了大麻瘋要怎樣處理?
[00:20:11.520 --> 00:20:13.200]  按摩西的吩咐
[00:20:13.200 --> 00:20:15.760]  要隔離數天
[00:20:15.760 --> 00:20:16.800]  隔離七天
[00:20:16.800 --> 00:20:20.160]  在你未記的十三章四、五、十一節
[00:20:20.160 --> 00:20:21.760]  提及得很清楚
[00:20:21.760 --> 00:20:24.800]  為何要隔離?
[00:20:24.800 --> 00:20:26.480]  怕傳染
[00:20:26.480 --> 00:20:28.240]  有一次我帶女兒去看醫生
[00:20:28.240 --> 00:20:29.040]  她咳嗽
[00:20:29.040 --> 00:20:30.000]  咳嗽了兩天
[00:20:30.000 --> 00:20:31.280]  看完醫生有醫生紙
[00:20:31.280 --> 00:20:32.480]  我打算帶她上學
[00:20:32.480 --> 00:20:35.200]  請幼稚園餵藥給她
[00:20:35.200 --> 00:20:37.600]  老師說如果你有醫生紙
[00:20:37.600 --> 00:20:40.080]  就必須要回家休養
[00:20:40.080 --> 00:20:41.760]  康復才上學
[00:20:41.760 --> 00:20:44.160]  目的很簡單
[00:20:44.160 --> 00:20:46.480]  隔離七天就是不要傳染
[00:20:46.480 --> 00:20:48.400]  除了不要傳染
[00:20:48.400 --> 00:21:01.840]  還有甚麼是上帝希望那個人做的呢?
[00:21:01.840 --> 00:21:03.440]  給你們一個提示
[00:21:03.440 --> 00:21:05.040]  一個人犯法
[00:21:05.040 --> 00:21:09.040]  被政府送去坐牢
[00:21:09.040 --> 00:21:10.960]  你希望坐牢的那個人
[00:21:10.960 --> 00:21:16.320]  在坐牢的歷程裏會做些甚麼?
[00:21:16.320 --> 00:21:18.880]  對了,反省
[00:21:18.880 --> 00:21:22.160]  反省些甚麼呢?
[00:21:22.160 --> 00:21:24.240]  與大麻風的名字有關
[00:21:24.240 --> 00:21:26.320]  大麻風為甚麼呢?
[00:21:26.320 --> 00:21:29.680]  我們查一下字根
[00:21:29.680 --> 00:21:31.040]  有三個意思
[00:21:31.040 --> 00:21:32.880]  第一個意思是
[00:21:32.880 --> 00:21:35.520]  大麻風代表邪惡
[00:21:35.520 --> 00:21:37.120]  第二個意思是
