
[00:00:00.000 --> 00:00:03.460]  可能大家都有留意南韓的歲月號
[00:07:33.360 --> 00:07:35.280]  我們的代價可能甚至乎
[00:07:35.280 --> 00:07:40.000]  是自己的生命本來不用付出生命的事
[00:07:40.000 --> 00:07:41.720]  可能我們因為信錯
[00:07:41.720 --> 00:07:42.840]  揀錯的緣故
[00:07:42.840 --> 00:07:45.320]  我們最終要付出我們的生命
[00:07:45.320 --> 00:07:47.360]  各位弟兄姊妹
[00:07:47.360 --> 00:07:50.000]  可能今天我想和大家一起去思考一下
[00:07:50.000 --> 00:07:53.880]  在我們的人生是依賴我們抉擇去組成的時候
[00:07:53.880 --> 00:07:57.920]  或者我們一定要由抉擇去組成我們人生的時候
[00:07:57.920 --> 00:08:02.240]  究竟有些什麼或者我們依靠些什麼
[00:08:02.240 --> 00:08:04.880]  我們信些什麼去依靠著
[00:08:04.880 --> 00:08:06.480]  作為我們人生的基礎
[00:08:06.480 --> 00:08:10.320]  向我們人生的道路出發呢
[00:08:10.320 --> 00:08:12.400]  今天和大家去翻閱一篇
[00:08:12.400 --> 00:08:14.720]  我們熟悉到不得了的經文
[00:08:14.720 --> 00:08:17.400]  就在約翰福音14章1至7節
[00:08:17.400 --> 00:08:20.480]  我讀一次給大家聽這篇經文說些什麼
[00:08:20.480 --> 00:08:21.880]  我想大家都聽過的
[00:08:21.880 --> 00:08:23.360]  你們心裡不要憂愁
[00:08:23.360 --> 00:08:25.960]  你們信神也當信我
[00:08:25.960 --> 00:08:28.160]  在我父的家裡有許多住處
[00:08:28.160 --> 00:08:29.120]  若是沒有
[00:08:29.120 --> 00:08:31.560]  我就早已告訴你們了
[00:08:31.560 --> 00:08:33.560]  我去完事為你們預備地方
[00:08:33.560 --> 00:08:35.960]  我若去為你們預備了地方
[00:08:35.960 --> 00:08:39.280]  就必再來接你們到我那裡去
[00:08:39.280 --> 00:08:40.760]  我在那裡
[00:08:40.760 --> 00:08:42.600]  叫你們也在那裡
[00:08:42.600 --> 00:08:44.200]  我往那裡去
[00:08:44.200 --> 00:08:46.320]  你們知道那條路
[00:08:46.320 --> 00:08:47.680]  多瑪對他說
[00:08:47.680 --> 00:08:50.520]  主啊我們不知道你去那裡
[00:08:50.520 --> 00:08:54.000]  怎麼能知道那條路呢
[00:08:54.000 --> 00:08:55.360]  耶穌對他說
[00:08:55.360 --> 00:08:57.840]  我就是道路真理生命
[00:08:57.840 --> 00:09:00.960]  若不藉著我沒有人能到父那裡去
[00:09:00.960 --> 00:09:03.200]  既然你們認識了我
[00:09:03.200 --> 00:09:05.280]  也會認識我的父
[00:09:05.280 --> 00:09:07.680]  從今以後你們就認識他
[00:09:07.680 --> 00:09:10.400]  並且已經看見他了
[00:09:10.400 --> 00:09:12.280]  各位弟兄姊妹這篇經文
[00:09:12.280 --> 00:09:14.640]  如果你說我們的人生是由
[00:09:14.640 --> 00:09:15.960]  其中一個很重要的部分
[00:09:15.960 --> 00:09:18.880]  由抉擇和信任所組成的時候
[00:09:18.880 --> 00:09:21.720]  其實這篇經文正正可以
[00:09:21.720 --> 00:09:26.040]  給我們一些很重要或很大的提醒
[00:09:26.040 --> 00:09:27.040]  為什麼這樣說呢
[00:09:27.040 --> 00:09:28.840]  首先說一說這篇經文的背景
[00:09:28.840 --> 00:09:32.280]  這篇經文其實是耶穌剛剛告訴門徒
[00:09:32.280 --> 00:09:33.200]  祂會離開
[00:09:33.200 --> 00:09:35.160]  祂會釘十字架離開
[00:09:35.160 --> 00:09:36.520]  所以門徒就很擔心
[00:09:36.520 --> 00:09:38.120]  說耶穌你去哪裡呢
[00:09:38.120 --> 00:09:39.400]  你離開我們了
[00:09:39.400 --> 00:09:40.680]  不要我了
[00:09:40.680 --> 00:09:43.320]  扔下我們我們前面的路怎麼走呢
[00:09:43.320 --> 00:09:45.480]  所以耶穌在第一節說
[00:09:45.480 --> 00:09:47.400]  你們心裡不要憂愁
[00:09:47.400 --> 00:09:48.480]  祂就說
[00:09:48.480 --> 00:09:49.440]  祂在第二節說
[00:09:49.440 --> 00:09:51.360]  我去為你們預備地方
[00:09:51.360 --> 00:09:53.080]  而且在第三節承諾
[00:09:53.080 --> 00:09:55.360]  我必再來接你們到那裡去
[00:09:55.360 --> 00:09:56.440]  在第四節
[00:09:56.440 --> 00:09:59.600]  原來發現不是所有門徒都明白
[00:09:59.600 --> 00:10:00.360]  耶穌說什麼
[00:10:00.360 --> 00:10:02.120]  所以多瑪就問
[00:10:02.120 --> 00:10:04.560]  祂說我不知道祢去哪裡
[00:10:04.560 --> 00:10:06.680]  我怎麼知道那條路呢
[00:10:06.680 --> 00:10:09.320]  我們透過這個背景
[00:10:09.320 --> 00:10:10.760]  耶穌的安慰
[00:10:10.760 --> 00:10:11.360]  各位弟兄姊妹
[00:10:11.360 --> 00:10:13.240]  我想和大家一起去思考
[00:10:13.240 --> 00:10:14.360]  其實我們人生
[00:10:14.360 --> 00:10:16.920]  當我們說我們人生是抉擇所組成的時候
[00:10:16.920 --> 00:10:19.840]  我覺得我們必然要面對的就是兩個
[00:10:19.840 --> 00:10:22.440]  兩個人生的實況
[00:10:22.440 --> 00:10:24.760]  當我們說我們要做抉擇的時候
[00:10:24.760 --> 00:10:26.480]  而這個是我們生命的一部分的時候
[00:10:26.480 --> 00:10:30.440]  有兩個實況我們不能不面對的
[00:10:30.440 --> 00:10:31.960]  也是正確的
[00:10:31.960 --> 00:10:33.880]  第一個實況是什麼呢
[00:10:33.880 --> 00:10:35.200]  就是告訴我們
[00:10:35.200 --> 00:10:37.040]  我們的抉擇
[00:10:37.040 --> 00:10:38.440]  我們的抉擇
[00:10:38.440 --> 00:10:40.200]  其實
[00:10:40.200 --> 00:10:41.920]  是有錯的可能
[00:10:41.920 --> 00:10:42.640]  那當然你說
[00:10:42.640 --> 00:10:44.040]  這個講了當然沒有講
[00:10:44.040 --> 00:10:44.920]  當然啦
[00:10:44.920 --> 00:10:46.040]  這個實在是
[00:10:46.040 --> 00:10:47.240]  這是致命之利
[00:10:47.240 --> 00:10:48.080]  但是
[00:10:48.080 --> 00:10:50.160]  但是我想講的正正第二樣就是
[00:10:50.160 --> 00:10:51.640]  我們的抉擇
[00:10:51.640 --> 00:10:52.280]  我會說
[00:10:52.280 --> 00:10:53.320]  我們根本
[00:10:53.320 --> 00:10:54.920]  如果從剛才去
[00:10:54.920 --> 00:10:56.400]  一個故事
[00:10:56.400 --> 00:10:57.160]  或者一個事件
[00:10:57.160 --> 00:10:58.240]  一個悲劇開始的時候
[00:10:58.240 --> 00:10:58.800]  我會說
[00:10:58.800 --> 00:11:00.320]  我們的抉擇可能是錯的
[00:11:00.320 --> 00:11:01.760]  更加的一件事就是
[00:11:01.760 --> 00:11:02.600]  我們的人
[00:11:02.600 --> 00:11:03.840]  我們人的限制
[00:11:03.840 --> 00:11:05.880]  根本我們沒有辦法知道
[00:11:05.880 --> 00:11:08.520]  我們的抉擇是對還是錯
[00:11:08.520 --> 00:11:09.280]  我會說
[00:11:09.280 --> 00:11:11.280]  我們的人生
[00:11:11.280 --> 00:11:14.200]  我們是由很多抉擇和信任組成
[00:11:14.200 --> 00:11:14.920]  但是各位弟兄姊妹
[00:11:14.920 --> 00:11:16.400]  我們必須承認的就是
[00:11:16.400 --> 00:11:18.960]  我們根本沒有能力知道
[00:11:18.960 --> 00:11:21.000]  我們的抉擇是對還是錯
[00:11:21.000 --> 00:11:22.160]  正如多瑪
[00:11:22.160 --> 00:11:23.160]  可能他們都在問
[00:11:23.160 --> 00:11:25.280]  我們將會去哪裡呢
[00:11:25.280 --> 00:11:26.520]  我們可以信誰呢
[00:11:26.520 --> 00:11:28.640]  耶穌你是不是真的可以信的
[00:11:28.640 --> 00:11:30.520]  我們都不知道去哪裡
[00:11:30.520 --> 00:11:31.680]  實際上
[00:11:31.680 --> 00:11:34.360]  耶穌從來都不會實我們
[00:11:34.360 --> 00:11:36.440]  人生抉擇是錯
[00:11:36.440 --> 00:11:38.360]  或者我們不知道對還是錯
[00:11:38.360 --> 00:11:40.960]  那個的現況
[00:11:40.960 --> 00:11:41.840]  在《馬太福音》
[00:11:41.840 --> 00:11:43.800]  一段你很熟悉的經文
[00:11:43.800 --> 00:11:46.040]  《馬太福音》七章十三至十四節
[00:11:46.040 --> 00:11:48.120]  剛才在敬拜的詩歌
[00:11:48.120 --> 00:11:51.320]  都有用到類似的一段經文
[00:11:51.320 --> 00:11:53.320]  「你們要進澤門
[00:11:53.320 --> 00:11:56.000]  因為通往滅亡的門是寬的
[00:11:56.000 --> 00:11:57.360]  路是大的
[00:11:57.360 --> 00:11:58.720]  進去的人也多
[00:11:58.720 --> 00:12:00.640]  通往生命的門是窄的
[00:12:00.640 --> 00:12:01.480]  路是小的
[00:12:01.480 --> 00:12:02.880]  找到的人也少」
[00:12:02.880 --> 00:12:04.200]  耶穌親自說的
[00:12:04.200 --> 00:12:05.120]  各位弟兄姊妹
[00:12:05.120 --> 00:12:07.160]  祂說人生充滿抉擇
[00:12:07.160 --> 00:12:08.560]  不過
[00:12:08.560 --> 00:12:11.760]  大部分的人選擇的
[00:12:11.760 --> 00:12:13.360]  都是錯的
[00:12:13.360 --> 00:12:15.040]  大部分人選擇的
[00:12:15.040 --> 00:12:18.760]  可能都不是祂最想要的一條路
[00:12:18.760 --> 00:12:20.760]  各位弟兄姊妹
[00:12:20.760 --> 00:12:22.600]  如果我這一刻問大家
[00:12:22.600 --> 00:12:25.360]  你現在所尋找的
[00:12:25.360 --> 00:12:27.280]  你現在想選擇
[00:12:27.280 --> 00:12:27.920]  抉擇
[00:12:27.920 --> 00:12:28.840]  走的一條路
[00:12:28.840 --> 00:12:30.360]  或者你信任
[00:12:30.360 --> 00:12:32.760]  賴以你繼續生活的那條路
[00:12:32.760 --> 00:12:35.200]  是一條通往生命的門
[00:12:35.200 --> 00:12:40.600]  還是一條通往滅亡的路呢?
[00:12:40.600 --> 00:12:42.600]  你有沒有真的想過呢?
[00:12:42.600 --> 00:12:44.160]  你現在重視的東西
[00:12:44.160 --> 00:12:46.720]  是你付出很多生命的東西
[00:12:46.720 --> 00:12:48.160]  究竟那條路
[00:12:48.160 --> 00:12:50.320]  是讓你通往生命的門
[00:12:50.320 --> 00:12:52.320]  還是一條滅亡的路呢?
[00:12:52.320 --> 00:12:53.720]  可能和多瑪一樣
[00:12:53.720 --> 00:12:54.680]  我們都不知道
[00:12:54.680 --> 00:12:55.400]  我們都不明白
[00:12:55.400 --> 00:12:57.240]  究竟是並不是
[00:12:57.240 --> 00:12:58.360]  可能我們會想
[00:12:58.360 --> 00:12:59.080]  各位弟兄姊妹
[00:12:59.080 --> 00:13:00.440]  可能我們會想
[00:13:00.440 --> 00:13:03.160]  有沒有人可以幫我們抉擇呢?
[00:13:03.160 --> 00:13:04.040]  在你的生命裏面
[00:13:04.040 --> 00:13:06.040]  你的父母可不可以幫你抉擇呢?
[00:13:06.040 --> 00:13:06.920]  在教會裏面
[00:13:06.920 --> 00:13:07.840]  你的導師
[00:13:07.840 --> 00:13:10.800]  甚至我們的傳導人
[00:13:10.800 --> 00:13:12.680]  可不可以幫你抉擇呢?
[00:13:12.680 --> 00:13:14.600]  近日我想分享兩個
[00:13:14.600 --> 00:13:17.880]  有關的經驗給大家聽聽
[00:13:17.880 --> 00:13:19.920]  我教書的
[00:13:19.920 --> 00:13:21.480]  每次講我都介紹一下自己
[00:13:21.480 --> 00:13:22.080]  我是教書的
[00:13:22.080 --> 00:13:25.040]  有些新朋友可能不知道我是教書的
[00:13:25.040 --> 00:13:27.680]  我是教書的
[00:13:27.680 --> 00:13:30.760]  在現在DSE考試的時候
[00:13:30.760 --> 00:13:31.280]  不是考試
[00:13:31.280 --> 00:13:32.440]  DSE還沒考完
[00:13:32.440 --> 00:13:34.680]  我因為是教公開試班
[00:13:34.680 --> 00:13:37.040]  我今年是中五班主任
[00:13:37.040 --> 00:13:37.840]  中五班主任的時候
[00:13:37.840 --> 00:13:40.720]  很多高中學生開始想走另一條路
[00:13:40.720 --> 00:13:41.520]  因為他發現
[00:13:41.520 --> 00:13:43.240]  繼續走下去都不是辦法
[00:13:43.240 --> 00:13:45.560]  因為最多極其量都是佔底
[00:13:45.560 --> 00:13:47.440]  所以有很多學生開始想
[00:13:47.440 --> 00:13:48.160]  不要啊
[00:13:48.160 --> 00:13:49.560]  沒理由陪玩
[00:13:49.560 --> 00:13:51.360]  跟你們那些考得那麼厲害的
[00:13:51.360 --> 00:13:52.800]  我佔你們底
[00:13:52.800 --> 00:13:54.520]  難道拿了成績表之後跟你握手嗎
[00:13:54.520 --> 00:13:56.080]  恭喜你
[00:13:56.080 --> 00:13:57.240]  沒有我怎麼會有你
[00:13:57.240 --> 00:13:59.720]  沒有我幫你佔底
[00:13:59.720 --> 00:14:01.080]  所以有些希望
[00:14:01.080 --> 00:14:01.760]  走了
[00:14:01.760 --> 00:14:03.400]  不讀了
[00:14:03.400 --> 00:14:05.120]  可能作為父母
[00:14:05.120 --> 00:14:05.920]  作為老師
[00:14:05.920 --> 00:14:07.880]  我有時見家長的時候
[00:14:07.880 --> 00:14:09.880]  他們都可能
[00:14:09.880 --> 00:14:11.400]  有些父母就跟他們的子女說
[00:14:11.400 --> 00:14:12.000]  你不要啊
[00:14:12.000 --> 00:14:14.720]  無論如何都要坐到中六去
[00:14:14.720 --> 00:14:16.480]  你讀完中六才行
[00:14:16.480 --> 00:14:18.600]  不過很多時候我都會跟你家長說
[00:14:18.600 --> 00:14:19.840]  其實我說
[00:14:19.840 --> 00:14:22.040]  作為教育工作者
[00:14:22.040 --> 00:14:23.680]  可能我們重要的地方
[00:14:23.680 --> 00:14:26.400]  不是幫小朋友去決定
[00:14:26.400 --> 00:14:27.920]  他要走哪一條路
[00:14:27.920 --> 00:14:29.240]  反而可能我的責任
[00:14:29.240 --> 00:14:30.720]  我經常都告訴家長
[00:14:30.720 --> 00:14:33.240]  我要幫小朋友去明白
[00:14:33.240 --> 00:14:35.240]  他做了這個抉擇之後
[00:14:35.240 --> 00:14:36.880]  他會面對什麼結果
[00:14:36.880 --> 00:14:39.600]  他會承受什麼困難
[00:14:39.600 --> 00:14:41.160]  他不一定要走DSE的路
[00:14:41.160 --> 00:14:41.720]  但是
[00:14:41.720 --> 00:14:43.760]  如果他走第二條路的時候
[00:14:43.760 --> 00:14:45.440]  他要明白
[00:14:45.440 --> 00:14:46.480]  走第二條路
[00:14:46.480 --> 00:14:47.400]  他要付出什麼
[00:14:47.400 --> 00:14:49.040]  當然我亦提醒他
[00:14:49.040 --> 00:14:50.920]  你走DSE的路
[00:14:50.920 --> 00:14:52.800]  你要付出什麼
[00:14:52.800 --> 00:14:54.240]  我們的學生很多
[00:14:54.240 --> 00:14:56.760]  原來不知道什麼叫做考
[00:14:56.760 --> 00:14:58.200]  叫做DSE畢業
[00:14:58.200 --> 00:15:00.680]  可能這裡有些DSE學生
[00:15:00.680 --> 00:15:02.240]  很多以為坐完中六
[00:15:02.240 --> 00:15:04.000]  拿了那張shirt
[00:15:04.000 --> 00:15:04.720]  就畢業了
[00:15:04.720 --> 00:15:06.160]  我就是中六畢業了
[00:15:06.160 --> 00:15:07.000]  我告訴你
[00:15:07.000 --> 00:15:07.440]  對不起
[00:15:07.440 --> 00:15:08.840]  這個不是中六畢業
[00:15:08.840 --> 00:15:10.400]  中六畢業是你
[00:15:10.400 --> 00:15:12.080]  拿了那張shirt之後
[00:15:12.080 --> 00:15:13.640]  起碼都二了
[00:15:13.640 --> 00:15:14.840]  或者五科二
[00:15:14.840 --> 00:15:15.840]  即合格了
[00:15:15.840 --> 00:15:17.480]  你才要畢業
[00:15:17.480 --> 00:15:18.640]  我見那些學生的時候
[00:15:18.640 --> 00:15:20.600]  他們恍然大悟
[00:15:20.600 --> 00:15:22.000]  蛤 這樣的
[00:15:22.000 --> 00:15:24.040]  我們這間學校有這樣的學生
[00:15:24.040 --> 00:15:26.040]  而且不少
[00:15:26.040 --> 00:15:27.160]  蛤 原來是這樣的
[00:15:27.160 --> 00:15:28.960]  我用一個很簡單的例子跟他說
[00:15:28.960 --> 00:15:30.480]  我說你有沒有試過學車
[00:15:30.480 --> 00:15:31.520]  他當然沒有學車
[00:15:31.520 --> 00:15:32.600]  我說你學車的時候
[00:15:32.600 --> 00:15:34.520]  從來都不是你學完車
[00:15:34.520 --> 00:15:36.560]  即學完車就給你車牌
[00:15:36.560 --> 00:15:38.680]  你都要考試合格才給你車牌
[00:15:38.680 --> 00:15:39.520]  然後他就明白了
[00:15:39.520 --> 00:15:41.520]  哦 原來是這樣的
[00:15:41.520 --> 00:15:43.640]  當然流汗了 聽到我
[00:15:43.640 --> 00:15:45.040]  但是實際上
