
[00:00:00.000 --> 00:00:03.000]  弟兄姐妹平安 我們再一次低頭祈禱
[00:04:38.000 --> 00:04:43.000]  可能你都試過 譬如你知道有些人幫你搞了一個秘密派對
[00:04:43.000 --> 00:04:45.000]  其實你已經留了一些風聲 你已經知道了
[00:04:45.000 --> 00:04:53.000]  但是到真正在場的時候 是很震撼的 你都感覺到有些驚訝
[00:04:53.000 --> 00:04:57.000]  可能其實當時來說 就是一個這樣的情景
[00:04:57.000 --> 00:05:06.000]  瑪麗亞做這個事 是沒有人會想到那個衝擊會這麼大
[00:05:06.000 --> 00:05:10.000]  整間房子都滿了香氣
[00:05:10.000 --> 00:05:20.000]  而她這樣做之後 就很久那些香氣都在其實是很難忘的
[00:05:20.000 --> 00:05:29.000]  味覺是其中一個的記憶 是人的記憶當中留得最久的
[00:05:29.000 --> 00:05:35.000]  很多的記憶 譬如你看東西 視覺 聽覺 都有記憶的
[00:05:35.000 --> 00:05:38.000]  但是原來味覺的記憶是最深刻的
[00:05:38.000 --> 00:05:40.000]  不知道你知不知道
[00:05:40.000 --> 00:05:45.000]  所以很多人到了某一個年紀 或者思鄉病的時候
[00:05:45.000 --> 00:05:52.000]  就會很想吃回他的小孩情懷的食物
[00:05:52.000 --> 00:05:55.000]  因為那些就是他的回憶 童年回憶
[00:05:55.000 --> 00:06:01.000]  他吃回那些 譬如你在香港來吃雞蛋仔 吃缽仔糕那些
[00:06:01.000 --> 00:06:04.000]  有什麼好吃的 坦白說 缽仔糕一塊粉 甜甜的
[00:06:04.000 --> 00:06:06.000]  但是你很喜歡吃
[00:06:06.000 --> 00:06:08.000]  因為那是你的童年回憶
[00:06:08.000 --> 00:06:12.000]  那種味覺就是帶給你一種的回憶
[00:06:12.000 --> 00:06:16.000]  而瑪利亞去做這個行動本身
[00:06:16.000 --> 00:06:24.000]  我相信對於當時在場的所有人 是一個非常深刻的記憶
[00:06:24.000 --> 00:06:28.000]  而當然後來耶穌也說
[00:06:28.000 --> 00:06:32.000]  你們無論去哪裡傳福音都要說這件事
[00:06:32.000 --> 00:06:36.000]  那你就知道這個是非常大的
[00:06:36.000 --> 00:06:41.000]  對於很多人來說 是一個非常深刻的記憶的事情
[00:06:41.000 --> 00:06:43.000]  首先就要說一下
[00:06:43.000 --> 00:06:46.000]  那瑪利亞做這個行動本身
[00:06:46.000 --> 00:06:50.000]  為什麼他會這樣做 我等下會說
[00:06:50.000 --> 00:06:52.000]  但是首先這個行動本身
[00:06:52.000 --> 00:06:56.000]  他當中有什麼元素 我們首先要知道
[00:06:56.000 --> 00:07:00.000]  第一 這個香糕是極貴的
[00:07:00.000 --> 00:07:05.000]  是極貴的 那後面又大 就說可以賣三十兩銀紙
[00:07:05.000 --> 00:07:08.000]  那三十兩銀紙可能你都聽過了
[00:07:08.000 --> 00:07:11.000]  是代表多少錢呢
[00:07:11.000 --> 00:07:15.000]  其實如果籠統粗略的估計
[00:07:15.000 --> 00:07:26.000]  就是當時的一些做一些體力勞動的人的工作的一年的工資
[00:07:26.000 --> 00:07:31.000]  一年的工資 差不多是等於
[00:07:31.000 --> 00:07:36.000]  你想一下 一年的工資對於一個
[00:07:36.000 --> 00:07:42.000]  譬如可能做農夫 或者做收割 做收葡萄園那些
[00:07:42.000 --> 00:07:48.000]  做一年的工資 你要儲一年的錢
[00:07:48.000 --> 00:07:53.000]  你通常一個人 我問你 你一年有工資
[00:07:53.000 --> 00:07:59.000]  你要儲到你一年的工資 你要儲多少錢呢
[00:07:59.000 --> 00:08:01.000]  很久了 是吧
[00:08:01.000 --> 00:08:05.000]  你有一年的工資 你說我賺一年的工資
[00:08:05.000 --> 00:08:08.000]  你有某個數量 譬如以美金來講
[00:08:08.000 --> 00:08:15.000]  舉例 當一個三萬元一年工資當三萬元
[00:08:15.000 --> 00:08:19.000]  那你要儲 不是投資 是要儲
[00:08:19.000 --> 00:08:23.000]  你儲三萬元 你說要做多少年呢
[00:08:23.000 --> 00:08:27.000]  可能五年都不知道能不能儲一年的工資 是吧
[00:08:27.000 --> 00:08:32.000]  可能有些人儲十年才能儲一年的工資
[00:08:32.000 --> 00:08:34.000]  因為你要用的嘛
[00:08:34.000 --> 00:08:40.000]  你想一下 所以當馬利亞他將那個香膏
[00:08:40.000 --> 00:08:45.000]  是打爛了獻給主的時候 那是一年的工資的時候
[00:08:45.000 --> 00:08:51.000]  我們都知道 合理推斷馬利亞都不是那些有錢人
[00:08:51.000 --> 00:08:56.000]  那時候他要儲那個 買這個玉瓶
[00:08:56.000 --> 00:09:00.000]  起碼最少都要儲五年前 合理 是吧
[00:09:00.000 --> 00:09:03.000]  那你下一個問題就會問了
[00:09:03.000 --> 00:09:08.000]  究竟這些為什麼會儲一個錢
[00:09:08.000 --> 00:09:13.000]  儲一個這麼大筆的錢 買一個這麼貴的香膏呢
[00:09:13.000 --> 00:09:17.000]  是不是 那你不是有錢人就買這麼貴的香水
[00:09:17.000 --> 00:09:19.000]  為什麼呢 是不是
[00:09:19.000 --> 00:09:23.000]  你好像不是很正常
[00:09:23.000 --> 00:09:27.000]  你有錢都不是這樣買這些香水
[00:09:27.000 --> 00:09:30.000]  但其實原來在當時的習俗來說
[00:09:30.000 --> 00:09:34.000]  那些單身的女士
[00:09:34.000 --> 00:09:40.000]  她們就會儲錢 就會買這些香膏
[00:09:40.000 --> 00:09:43.000]  儲夠錢的時候就買了這些香膏
[00:09:43.000 --> 00:09:49.000]  是用來結婚的時候就用的
[00:09:49.000 --> 00:09:53.000]  要來結婚的時候 就拿出來高自己
[00:09:53.000 --> 00:09:57.000]  那猶太人的婚禮 你可能看其他聖經都知道
[00:09:57.000 --> 00:10:01.000]  他們是幾天的嘛 有些是整個星期的嘛
[00:10:01.000 --> 00:10:04.000]  他們的飲宴是整個星期的嘛
[00:10:04.000 --> 00:10:10.000]  所以這些香膏就香足一個星期的
[00:10:10.000 --> 00:10:12.000]  她們高了自己的時候
[00:10:12.000 --> 00:10:14.000]  你說她們不洗澡嗎
[00:10:14.000 --> 00:10:16.000]  那事實上又未必洗的
[00:10:16.000 --> 00:10:18.000]  一個星期都可能不洗的
[00:10:18.000 --> 00:10:21.000]  因為那些水的資源是很貴的
[00:10:21.000 --> 00:10:24.000]  所以她們就香足一個星期的
[00:10:24.000 --> 00:10:27.000]  在那個 如果去婚禮的時候
[00:10:27.000 --> 00:10:30.000]  那個飲宴的時候
[00:10:30.000 --> 00:10:34.000]  所以是一個女孩子
[00:10:34.000 --> 00:10:39.000]  她一生當中最重要的時刻
[00:10:39.000 --> 00:10:41.000]  那時候拿出來用的
[00:10:41.000 --> 00:10:43.000]  而且是用在自己的身上
[00:10:43.000 --> 00:10:50.000]  或者用在給她的愛人欣賞的時刻
[00:10:50.000 --> 00:10:52.000]  拿出來用的
[00:10:52.000 --> 00:10:58.000]  這個是當時來說一般的舉動
[00:10:58.000 --> 00:11:02.000]  你就會問 馬尼亞做什麼呢
[00:11:02.000 --> 00:11:05.000]  為什麼在那時候就會高耶穌呢
[00:11:05.000 --> 00:11:08.000]  而且她高耶穌的動作
[00:11:08.000 --> 00:11:11.000]  都很不顧身世的
[00:11:11.000 --> 00:11:15.000]  她是說打爛了玉瓶
[00:11:15.000 --> 00:11:17.000]  把那些膏油高在耶穌的腳上
[00:11:17.000 --> 00:11:21.000]  接著就用那些自己的頭髮去刷
[00:11:21.000 --> 00:11:23.000]  用自己的頭髮
[00:11:23.000 --> 00:11:25.000]  當然當時那些女士的頭髮
[00:11:25.000 --> 00:11:28.000]  是很大把的那些頭髮去刷
[00:11:28.000 --> 00:11:30.000]  但是你
[00:11:30.000 --> 00:11:33.000]  無論古代也好 現代也好
[00:11:33.000 --> 00:11:36.000]  如果你想像那個這樣的情景
[00:11:36.000 --> 00:11:38.000]  將那個圖畫
[00:11:38.000 --> 00:11:43.000]  在你腦海當中重現
[00:11:43.000 --> 00:11:45.000]  你就會發覺
[00:11:45.000 --> 00:11:47.000]  或者你會想像得到
[00:11:47.000 --> 00:11:51.000]  這是一個非常不體面的一個行動
[00:11:51.000 --> 00:11:53.000]  有什麼人會將自己的頭髮
[00:11:53.000 --> 00:11:55.000]  還有那時候那些女人
[00:11:55.000 --> 00:11:57.000]  是把頭髮綁起來的
[00:11:57.000 --> 00:12:00.000]  你猜披頭散髮那樣
[00:12:00.000 --> 00:12:01.000]  當然不會的
[00:12:01.000 --> 00:12:03.000]  她們要做事
[00:12:03.000 --> 00:12:04.000]  就算有長頭髮
[00:12:04.000 --> 00:12:06.000]  她們也是綁起來的
[00:12:06.000 --> 00:12:08.000]  那我要用那些頭髮
[00:12:08.000 --> 00:12:09.000]  去刷耶穌的腳
[00:12:09.000 --> 00:12:14.000]  接著就真的打散了那些頭髮
[00:12:14.000 --> 00:12:15.000]  已經在街上
[00:12:15.000 --> 00:12:19.000]  都沒有人這樣打散那些頭髮了
[00:12:19.000 --> 00:12:22.000]  就打散了那些頭髮
[00:12:22.000 --> 00:12:24.000]  去刷耶穌的腳
[00:12:24.000 --> 00:12:29.000]  這是一個非常不體面的行動
[00:12:29.000 --> 00:12:32.000]  如果你讀聖經
[00:12:32.000 --> 00:12:36.000]  往後你就都看過
[00:12:36.000 --> 00:12:39.000]  耶穌有一個舉動
[00:12:39.000 --> 00:12:40.000]  最後晚餐的時候
[00:12:40.000 --> 00:12:42.000]  不是說洗門徒的腳嗎
[00:12:42.000 --> 00:12:44.000]  記不記得
[00:12:44.000 --> 00:12:46.000]  洗門徒的腳
[00:12:46.000 --> 00:12:48.000]  洗人的腳已經沒有人肯做了
[00:12:48.000 --> 00:12:50.000]  所以耶穌才出來做
[00:12:50.000 --> 00:12:53.000]  說你們沒有人肯做這些最低微的事
[00:12:53.000 --> 00:12:54.000]  為什麼
[00:12:54.000 --> 00:12:56.000]  因為就算做奴隸
[00:12:56.000 --> 00:12:58.000]  都有級數的
[00:12:58.000 --> 00:13:01.000]  有些奴隸高階的
[00:13:01.000 --> 00:13:04.000]  有些低級的初級奴隸
[00:13:04.000 --> 00:13:06.000]  都是要最低級的奴隸才肯做的
[00:13:06.000 --> 00:13:08.000]  洗腳的那些工作
[00:13:08.000 --> 00:13:09.000]  所以那些門徒
[00:13:09.000 --> 00:13:11.000]  沒有人肯認臭小子
[00:13:11.000 --> 00:13:14.000]  就沒有人肯做
[00:13:14.000 --> 00:13:15.000]  耶穌就說
[00:13:15.000 --> 00:13:18.000]  我們誰偉大就要做少
[00:13:18.000 --> 00:13:19.000]  後面會說
[00:13:19.000 --> 00:13:22.000]  但不知道洗腳本身這個行動
[00:13:22.000 --> 00:13:25.000]  真的很低微
[00:13:25.000 --> 00:13:26.000]  而某個程度
[00:13:26.000 --> 00:13:28.000]  這個好像馬利亞
[00:13:28.000 --> 00:13:30.000]  用他的頭髮來洗耶穌的腳
[00:13:30.000 --> 00:13:33.000]  你想想那個行動
[00:13:33.000 --> 00:13:34.000]  用他的香膏
[00:13:34.000 --> 00:13:38.000]  用他的頭髮去洗耶穌的腳
[00:13:38.000 --> 00:13:40.000]  連拿一條毛巾
[00:13:40.000 --> 00:13:42.000]  拿一盆水洗人的腳
[00:13:42.000 --> 00:13:44.000]  都覺得是一個這麼卑賤的工作
[00:13:44.000 --> 00:13:46.000]  沒有人肯願意
[00:13:46.000 --> 00:13:48.000]  自認低威肯做的
[00:13:48.000 --> 00:13:51.000]  而馬利亞竟然用自己的頭髮
[00:13:51.000 --> 00:13:53.000]  弄低頭髮
[00:13:53.000 --> 00:13:54.000]  你想想
[00:13:54.000 --> 00:13:57.000]  你用頭髮擦一下人家的腳
[00:13:57.000 --> 00:13:58.000]  不說擦人家的腳
[00:13:58.000 --> 00:13:59.000]  擦地
[00:13:59.000 --> 00:14:02.000]  擦腳
[00:14:02.000 --> 00:14:05.000]  你擦地已經高級過擦腳
[00:14:05.000 --> 00:14:06.000]  你明白嗎
[00:14:06.000 --> 00:14:09.000]  你才用頭髮擦地
[00:14:09.000 --> 00:14:14.000]  哇 這些東西怎麼可以
[00:14:14.000 --> 00:14:16.000]  你要先弄得很低
[00:14:16.000 --> 00:14:18.000]  而且整個動作本身
[00:14:18.000 --> 00:14:20.000]  你思想的細節
[00:14:20.000 --> 00:14:23.000]  這個動作本身已經是非常難看了
[00:14:23.000 --> 00:14:26.000]  一個女人獨個頭
[00:14:26.000 --> 00:14:29.000]  在耶穌的腳那裡
[00:14:29.000 --> 00:14:32.000]  昨晚真的用了頭髮
[00:14:32.000 --> 00:14:34.000]  不是擦一擦
[00:14:34.000 --> 00:14:36.000]  應該是擦的
[00:14:36.000 --> 00:14:39.000]  整個頭髮都擦
[00:14:39.000 --> 00:14:40.000]  整個行動本身
[00:14:40.000 --> 00:14:45.000]  是一個非常不顧身世的行動
[00:14:45.000 --> 00:14:51.000]  自己將自己扁到一個地步
[00:14:51.000 --> 00:14:53.000]  低下到一個地步
[00:14:53.000 --> 00:14:57.000]  連一個最低階的奴隸
[00:14:57.000 --> 00:15:00.000]  都不會做的一個行動
[00:15:00.000 --> 00:15:05.000]  而馬利亞就在當眾
[00:15:05.000 --> 00:15:08.000]  當眾做出來
[00:15:08.000 --> 00:15:10.000]  當眾做出來
[00:15:10.000 --> 00:15:16.000]  接著下一個問題 你就會問
[00:15:16.000 --> 00:15:21.000]  其實他為什麼要這樣做呢
[00:15:21.000 --> 00:15:24.000]  他為什麼要這樣做呢
[00:15:24.000 --> 00:15:29.000]  我想這是歸根結底問題的核心
[00:15:29.000 --> 00:15:31.000]  或者故事的核心
[00:15:31.000 --> 00:15:35.000]  他為什麼要這樣做呢
[00:15:35.000 --> 00:15:40.000]  後來他做出來的時候
[00:15:40.000 --> 00:15:42.000]  就沒有人知道他為什麼要這樣做
[00:15:42.000 --> 00:15:44.000]  我也沒有說為什麼要這樣做
[00:15:44.000 --> 00:15:46.000]  聖經也沒有說他為什麼要這樣做
[00:15:46.000 --> 00:15:48.000]  但是做完出來就被人罵
[00:15:48.000 --> 00:15:50.000]  全部人都罵他
[00:15:50.000 --> 00:15:52.000]  連耶穌的門徒都罵他
[00:15:52.000 --> 00:15:57.000]  後來就突顯了尤大特別貪心
[00:15:57.000 --> 00:15:59.000]  特別掛著錢
[00:15:59.000 --> 00:16:02.000]  其實其他人都一樣指指點點
[00:16:02.000 --> 00:16:04.000]  當出聲罵他的人
[00:16:04.000 --> 00:16:12.000]  心直口快地罵到出聲
[00:16:12.000 --> 00:16:14.000]  沒有出聲的人
[00:16:14.000 --> 00:16:16.000]  也心裡不爽
[00:16:16.000 --> 00:16:17.000]  可能在背後指指點點
[00:16:17.000 --> 00:16:19.000]  這個人都不知道是什麼人
[00:16:19.000 --> 00:16:20.000]  不顧身世
[00:16:20.000 --> 00:16:24.000]  做了這麼不體面的事
[00:16:24.000 --> 00:16:27.000]  不恰當 我們現在在延籍
[00:16:27.000 --> 00:16:28.000]  大家可能很開心
[00:16:28.000 --> 00:16:30.000]  一邊在聊天一邊笑的時候
[00:16:30.000 --> 00:16:32.000]  突然間走出來拿個玉瓶
[00:16:32.000 --> 00:16:34.000]  還以為儲了錢
[00:16:34.000 --> 00:16:36.000]  打算結婚送給耶穌看看
[00:16:36.000 --> 00:16:39.000]  誰知道一個打破了
[00:16:39.000 --> 00:16:40.000]  然後弄到耶穌的腳上
[00:16:40.000 --> 00:16:42.000]  然後弄到頭上
[00:16:42.000 --> 00:16:44.000]  那你在做什麼呢
[00:16:44.000 --> 00:16:45.000]  是不是
[00:16:45.000 --> 00:16:49.000]  但是耶穌有解釋的
[00:16:49.000 --> 00:16:52.000]  整個故事耶穌有解釋的
[00:16:52.000 --> 00:16:55.000]  解釋是什麼呢
[00:16:55.000 --> 00:16:56.000]  耶穌說
[00:16:56.000 --> 00:17:01.000]  由他吧 他是為我安葬之日存留的
[00:17:01.000 --> 00:17:04.000]  因為常有窮人和你們同在
[00:17:04.000 --> 00:17:06.000]  只是你們不常有我
[00:17:06.000 --> 00:17:07.000]  在整個故事當中
[00:17:07.000 --> 00:17:12.000]  瑪利亞這個舉動當然是眾矢之的
[00:17:12.000 --> 00:17:14.000]  沒有人明白她為什麼這麼做
[00:17:14.000 --> 00:17:19.000]  沒有人甚至有半思的同情
[00:17:19.000 --> 00:17:21.000]  只是覺得這些是匪夷所思
[00:17:21.000 --> 00:17:23.000]  怎麼會做這些
[00:17:23.000 --> 00:17:26.000]  簡直是義父尋常
[00:17:26.000 --> 00:17:28.000]  瑪利亞是不是瘋了
[00:17:28.000 --> 00:17:30.000]  弟弟復活了之後
[00:17:30.000 --> 00:17:32.000]  開心到瘋了
[00:17:32.000 --> 00:17:34.000]  就是沒有人知道她為什麼這麼做
[00:17:34.000 --> 00:17:37.000]  她也沒有解釋怎麼做
[00:17:37.000 --> 00:17:38.000]  她沒有說
[00:17:38.000 --> 00:17:42.000]  各位看看現在我要做這件事
[00:17:42.000 --> 00:17:44.000]  做在耶穌那裡什麼什麼的
[00:17:44.000 --> 00:17:45.000]  她沒有說任何東西
[00:17:45.000 --> 00:17:47.000]  然後做完就被人罵
[00:17:47.000 --> 00:17:51.000]  罵到她也沒有說話
[00:17:51.000 --> 00:17:58.000]  但是整個派對
[00:17:58.000 --> 00:18:02.000]  現在都很僵持這個局面的時候
[00:18:02.000 --> 00:18:06.000]  只有一個人為她辯解
[00:18:06.000 --> 00:18:08.000]  就是耶穌
[00:18:08.000 --> 00:18:11.000]  而耶穌為她辯解
[00:18:11.000 --> 00:18:13.000]  她說出了一個原因
[00:18:13.000 --> 00:18:17.000]  是從來沒有人想過
[00:18:17.000 --> 00:18:19.000]  是什麼原因呢
[00:18:19.000 --> 00:18:23.000]  就是說瑪利亞這麼做
[00:18:23.000 --> 00:18:26.000]  是為我安葬之日
[00:18:26.000 --> 00:18:30.000]  存留的
[00:18:30.000 --> 00:18:36.000]  是為我安葬之日存留的
[00:18:36.000 --> 00:18:38.000]  從來沒有人想過
[00:18:38.000 --> 00:18:40.000]  想也沒有人想過
[00:18:40.000 --> 00:18:42.000]  而耶穌這樣說完之後
[00:18:42.000 --> 00:18:44.000]  可能很多人也不明白
[00:18:44.000 --> 00:18:45.000]  可能你讀完這段聖經
[00:18:45.000 --> 00:18:46.000]  你也不明白
[00:18:46.000 --> 00:18:47.000]  為什麼會
[00:18:47.000 --> 00:18:48.000]  可能你也沒有留意
[00:18:48.000 --> 00:18:50.000]  耶穌說過一句這樣的東西
[00:18:50.000 --> 00:18:52.000]  但其實這句話本身
[00:18:52.000 --> 00:18:56.000]  就是反映了整個故事的核心
[00:18:56.000 --> 00:18:58.000]  就是在這裡所在
[00:18:58.000 --> 00:19:00.000]  瑪利亞為什麼會做這些
[00:19:00.000 --> 00:19:03.000]  這麼易服尋常的事情呢
[00:19:03.000 --> 00:19:05.000]  其中一個原因
[00:19:05.000 --> 00:19:12.000]  就是她要為安葬耶穌而去做
[00:19:12.000 --> 00:19:13.000]  在猶太人的規矩
[00:19:13.000 --> 00:19:15.000]  當然後來你看福音書的故事
[00:19:15.000 --> 00:19:16.000]  你也知道
[00:19:16.000 --> 00:19:19.000]  耶穌死了之後就要安葬
[00:19:19.000 --> 00:19:20.000]  其中猶太人的規矩
[00:19:20.000 --> 00:19:22.000]  安葬就是拿一些香膏
[00:19:22.000 --> 00:19:26.000]  去抹屍體
[00:19:26.000 --> 00:19:29.000]  後面也有
[00:19:29.000 --> 00:19:35.000]  而瑪利亞似乎
[00:19:35.000 --> 00:19:40.000]  她知道耶穌會死
[00:19:40.000 --> 00:19:43.000]  而耶穌死了
[00:19:43.000 --> 00:19:46.000]  她也沒有機會去安葬她
[00:19:46.000 --> 00:19:49.000]  用香膏抹她的時候
[00:19:49.000 --> 00:19:51.000]  她就事先
[00:19:51.000 --> 00:19:56.000]  拿了她自己的嫁妝出來
[00:19:56.000 --> 00:19:59.000]  去告耶穌
[00:19:59.000 --> 00:20:01.000]  所以耶穌說
[00:20:01.000 --> 00:20:11.000]  她是為我安葬之日存留的
[00:20:11.000 --> 00:20:16.000]  究竟發生什麼事呢
[00:20:16.000 --> 00:20:17.000]  在這一刻
[00:20:17.000 --> 00:20:20.000]  大家都還是很開心地
[00:20:20.000 --> 00:20:23.000]  在舉辦派對
[00:20:23.000 --> 00:20:26.000]  剛剛上一次才說
[00:20:26.000 --> 00:20:27.000]  拉撒路復活了
[00:20:27.000 --> 00:20:29.000]  大家也是很開心的
[00:20:29.000 --> 00:20:30.000]  接著之後
[00:20:30.000 --> 00:20:32.000]  也是說耶穌歧路
[00:20:32.000 --> 00:20:34.000]  進入耶路撒冷
[00:20:34.000 --> 00:20:36.000]  也是很開心的
[00:20:36.000 --> 00:20:38.000]  眾人前呼後擁
[00:20:38.000 --> 00:20:40.000]  和撒罵和撒罵
[00:20:40.000 --> 00:20:41.000]  奉主命來的
[00:20:41.000 --> 00:20:42.000]  是應當稱眾的
[00:20:42.000 --> 00:20:43.000]  都是很開心的
[00:20:43.000 --> 00:20:45.000]  是不是
[00:20:45.000 --> 00:20:47.000]  所有人都是在前上喊
[00:20:47.000 --> 00:20:50.000]  都是很開心的
[00:20:50.000 --> 00:20:54.000]  但是唯一一個傷心的人
[00:20:54.000 --> 00:20:56.000]  就是瑪利亞
[00:20:56.000 --> 00:20:59.000]  她知道耶穌
[00:20:59.000 --> 00:21:02.000]  將來很快會釘十字架
[00:21:02.000 --> 00:21:05.000]  而她願意
[00:21:05.000 --> 00:21:08.000]  就拿了她的嫁妝出來
[00:21:08.000 --> 00:21:10.000]  也是不顧身世地
[00:21:10.000 --> 00:21:13.000]  去表現出
[00:21:13.000 --> 00:21:17.000]  她對耶穌最高的尊崇
[00:21:17.000 --> 00:21:18.000]  她對耶穌
[00:21:18.000 --> 00:21:19.000]  一個人對另一個人
[00:21:19.000 --> 00:21:20.000]  最高的尊崇
[00:21:20.000 --> 00:21:24.000]  就不過於她現在所做的事
[00:21:24.000 --> 00:21:25.000]  就是一個女士
[00:21:25.000 --> 00:21:27.000]  將她的頭髮弄出來
[00:21:27.000 --> 00:21:30.000]  來去抹別人的腳
[00:21:30.000 --> 00:21:33.000]  這個是她所能夠想像得到
[00:21:33.000 --> 00:21:36.000]  最高的尊崇
[00:21:36.000 --> 00:21:38.000]  的一個行動
[00:21:38.000 --> 00:21:41.000]  她打爛了那個香膏
[00:21:41.000 --> 00:21:42.000]  那個玉瓶
[00:21:42.000 --> 00:21:47.000]  也是她所能夠去奉獻得出
[00:21:47.000 --> 00:21:49.000]  最貴的東西
[00:21:49.000 --> 00:21:51.000]  她一生人當中
[00:21:51.000 --> 00:21:53.000]  沒有擁有過這麼貴的東西
[00:21:53.000 --> 00:21:55.000]  你可以想像得到
[00:21:55.000 --> 00:21:56.000]  因為也是一般的女士
[00:21:56.000 --> 00:21:58.000]  為了結婚那天
[00:21:58.000 --> 00:22:02.000]  存了不知道多少年錢才有的
[00:22:02.000 --> 00:22:03.000]  她最貴的東西
[00:22:03.000 --> 00:22:05.000]  現在拿出來
[00:22:05.000 --> 00:22:07.000]  一個最能夠尊崇耶穌
[00:22:07.000 --> 00:22:12.000]  也是最卑賤的一個行動
[00:22:12.000 --> 00:22:18.000]  這就是當時整個故事的核心所在
[00:22:18.000 --> 00:22:20.000]  你就問一個問題
[00:22:20.000 --> 00:22:23.000]  究竟馬利亞怎麼知道
[00:22:23.000 --> 00:22:27.000]  耶穌要之後很快才十字架呢
[00:22:27.000 --> 00:22:30.000]  是不是
[00:22:30.000 --> 00:22:31.000]  耶穌有說過
[00:22:31.000 --> 00:22:33.000]  祂三天之後
