
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹, 早安!
[00:02:28.000 --> 00:02:31.000]  這首歌很流行
[00:02:31.000 --> 00:02:35.000]  這首歌好在哪裡呢?
[00:02:35.000 --> 00:02:40.000]  好在人與人之間的愛是很風光明媚
[00:02:40.000 --> 00:02:45.000]  現在用的詞語是好冧
[00:02:45.000 --> 00:02:49.000]  詹叔寫的詞特別好, 好冧
[00:02:49.000 --> 00:02:53.000]  有些人是這樣說的, 愛是看不到的
[00:02:53.000 --> 00:02:55.000]  看到嗎? 愛
[00:02:55.000 --> 00:02:59.000]  你的樣子我看得到, 但是愛我看不到
[00:02:59.000 --> 00:03:01.000]  你愛我我看不到
[00:03:01.000 --> 00:03:06.000]  或者我愛你, 你看不到, 但是你感受得到
[00:03:06.000 --> 00:03:09.000]  有些人是這樣說, 不過你可以反對
[00:03:09.000 --> 00:03:14.000]  有些人是這樣說, 但是這可能某程度上是事實
[00:03:14.000 --> 00:03:19.000]  愛是什麼呢? 也有不同的解釋或定義
[00:03:19.000 --> 00:03:25.000]  有些人說愛是一個動詞
[00:03:25.000 --> 00:03:27.000]  Love is a verb
[00:03:27.000 --> 00:03:31.000]  動詞是什麼? 是行動
[00:03:31.000 --> 00:03:34.000]  我們不可以說我好愛你, 好愛你
[00:03:34.000 --> 00:03:39.000]  只有個講字, 而沒有行動
[00:03:39.000 --> 00:03:41.000]  愛是一個動詞
[00:03:41.000 --> 00:03:46.000]  有些人說愛是美麗的
[00:03:46.000 --> 00:03:48.000]  愛美不美麗?
[00:03:48.000 --> 00:03:52.000]  我不美麗, 你愛我的也美麗
[00:03:52.000 --> 00:03:56.000]  等於我對我太太, 我覺得她很美麗
[00:03:56.000 --> 00:03:58.000]  我愛她, 我就覺得她很美麗
[00:03:58.000 --> 00:04:03.000]  但是有些人說師母的樣子
[00:04:03.000 --> 00:04:08.000]  特別是我太太很喜歡穿牛仔褲
[00:04:08.000 --> 00:04:11.000]  師母穿牛仔褲
[00:04:11.000 --> 00:04:16.000]  很多人覺得不是很多, 但是對我來說
[00:04:16.000 --> 00:04:19.000]  她穿牛仔褲真的很美麗, 她穿什麼都美麗
[00:04:19.000 --> 00:04:22.000]  為什麼? 愛
[00:04:22.000 --> 00:04:26.000]  有些人說最大的愛是什麼?
[00:04:26.000 --> 00:04:29.000]  最大的愛是犧牲
[00:04:29.000 --> 00:04:36.000]  當你真的愛一個人的時候, 你真的願意為他犧牲
[00:04:36.000 --> 00:04:39.000]  但是你不愛一個人的話, 你願意嗎?
[00:04:39.000 --> 00:04:41.000]  十元也不願意犧牲
[00:04:41.000 --> 00:04:44.000]  還要犧牲什麼?
[00:04:44.000 --> 00:04:47.000]  現在說的犧牲是犧牲一條命
[00:04:47.000 --> 00:04:52.000]  你不喜歡一個人, 你恨一個人
[00:04:52.000 --> 00:04:55.000]  你不會把一條命也給他, 不會犧牲
[00:04:55.000 --> 00:04:59.000]  但是今天想介紹一個人
[00:04:59.000 --> 00:05:02.000]  又或者我們所認識的那位主
[00:05:02.000 --> 00:05:04.000]  給大家認識的, 或者很多人都認識的
[00:05:04.000 --> 00:05:07.000]  他是愛到我們, 愛到一個地步
[00:05:07.000 --> 00:05:10.000]  就是連條命都可以犧牲
[00:05:10.000 --> 00:05:13.000]  送給我們都願意
[00:05:13.000 --> 00:05:16.000]  那位是誰? 耶穌
[00:05:16.000 --> 00:05:18.000]  大家都知道答案
[00:05:18.000 --> 00:05:19.000]  我們一路看下去
[00:05:19.000 --> 00:05:22.000]  我們今天其實主要當然是說耶穌
[00:05:22.000 --> 00:05:26.000]  但是還有一個人我們想去看
[00:05:26.000 --> 00:05:31.000]  我們從這個人的愛生命裡面去看人生
[00:05:31.000 --> 00:05:34.000]  我們先看一看經文
[00:05:34.000 --> 00:05:37.000]  有兩段經文, 我們先看《使徒行傳》
[00:05:37.000 --> 00:05:40.000]  四章三十六至三十七節
[00:05:40.000 --> 00:05:42.000]  不如我們一起讀, 好嗎?
[00:05:42.000 --> 00:05:52.000]  一二三, 有一個不就是安慰之子
[00:05:52.000 --> 00:06:01.000]  生在塞浦路斯, 他有田地也賣了把錢拿來放在使徒腳前
[00:06:01.000 --> 00:06:06.000]  另一段經文就是《使徒行傳》九章二十六至二十八節
[00:06:06.000 --> 00:06:09.000]  裡面這樣說, 一起讀, 一二三
[00:06:09.000 --> 00:06:20.000]  蘇羅不信祂是門徒, 只有巴拿巴接待祂
[00:06:20.000 --> 00:06:26.000]  領祂去見使徒, 把祂在路上怎麼看見主
[00:06:26.000 --> 00:06:28.000]  主怎麼向祂說話
[00:06:28.000 --> 00:06:36.000]  祂在大馬事隔怎麼奉耶穌的名放膽傳道都述說出來
[00:06:36.000 --> 00:06:41.000]  於是蘇羅在耶路撒冷跟門徒出入來往
[00:06:41.000 --> 00:06:46.000]  奉主的名放膽傳道, 讓我們一起去禱告
[00:06:46.000 --> 00:06:49.000]  我們的主, 我們的神, 我們將以下時間
[00:06:49.000 --> 00:06:52.000]  恭敬仰望教堂在祢的手上
[00:06:52.000 --> 00:06:55.000]  求主祢自己親自與我們同在
[00:06:55.000 --> 00:06:59.000]  祢的聖靈運行在這個地方, 亦都臨在這個地方
[00:06:59.000 --> 00:07:03.000]  讓我們聽的, 說的, 都明白主祢的愛
[00:07:03.000 --> 00:07:06.000]  聽我們禱告, 奉耶穌基督的名祈求, 阿門
[00:07:06.000 --> 00:07:12.000]  本名約瑟的巴拿巴, 他是一個什麼樣的人呢?
[00:07:12.000 --> 00:07:18.000]  可能大家當中很多都是基督徒, 可能已經信了一段長時間
[00:07:18.000 --> 00:07:21.000]  對巴拿巴不會陌生, 因為《士徒行傳》裏面
[00:07:21.000 --> 00:07:26.000]  其實都有不少篇幅, 講到這個人物就是巴拿巴
[00:07:26.000 --> 00:07:29.000]  巴拿巴是一個怎樣的人呢?
[00:07:29.000 --> 00:07:39.000]  巴拿巴是一個愛神, 愛耶穌, 和愛人的一個很好的門徒
[00:07:39.000 --> 00:07:43.000]  不是十二個門徒, 是信耶穌的一個人
[00:07:43.000 --> 00:07:48.000]  他做過些什麼, 讓我們看到他是愛神愛人
[00:07:48.000 --> 00:07:50.000]  而且他有些什麼呢? 剛才說的
[00:07:50.000 --> 00:07:54.000]  愛是一個動詞, 是要行動的
[00:07:54.000 --> 00:07:58.000]  他有些什麼行動的表徵, 讓我們看到他是一個愛神
[00:07:58.000 --> 00:08:02.000]  愛神愛人的人有兩樣的表徵, 他是一個什麼人呢?
[00:08:02.000 --> 00:08:08.000]  我們在剛才的經文看到, 他是一個一, 無私者
[00:08:08.000 --> 00:08:12.000]  第二, 他是一個鼓勵者
[00:08:12.000 --> 00:08:17.000]  為什麼這樣說呢? 先講無私者
[00:08:17.000 --> 00:08:21.000]  巴拿巴其實他在早期的時候
[00:08:21.000 --> 00:08:30.000]  就是和保羅, 保羅是一個很出名的, 可以說是早期教會的基督教的宣教者
[00:08:30.000 --> 00:08:33.000]  即是傳道人, 非常之出名的
[00:08:33.000 --> 00:08:38.000]  現在在我們的聖經裏面, 列為正典的有十三封書信
[00:08:38.000 --> 00:08:40.000]  是仕途保羅寫的
[00:08:40.000 --> 00:08:46.000]  所以我們很多人都知道, 保羅是一個非常出名的人
[00:08:46.000 --> 00:08:53.000]  我剛才說了, 巴拿巴就是保羅早期的傳道的同伴
[00:08:53.000 --> 00:08:58.000]  嚴格地說一句, 可以這樣說, 巴拿巴, 剛才我們看了經文
[00:08:58.000 --> 00:09:02.000]  他是帶保羅出身的
[00:09:02.000 --> 00:09:09.000]  他比很多保羅去信耶穌早, 而且他傳道更加有經驗
[00:09:09.000 --> 00:09:12.000]  或者更加早, 比保羅
[00:09:12.000 --> 00:09:18.000]  他們本身是一個同伴, 而且巴拿巴很特別
[00:09:18.000 --> 00:09:23.000]  他是一個塞浦路斯的人, 他在那裏成長
[00:09:23.000 --> 00:09:28.000]  但是他也是馬可的表哥, 馬可是誰?
[00:09:28.000 --> 00:09:33.000]  馬可大家都知道, 馬可福音的作者
[00:09:33.000 --> 00:09:43.000]  這是我們四本福音書裏面的第二本福音書, 叫做馬可福音
[00:09:43.000 --> 00:09:47.000]  重要嗎? 馬可是一個非常重要的人
[00:09:47.000 --> 00:09:56.000]  當然他不是仕途, 但是為甚麼馬可寫的福音書可以成為正典?
[00:09:56.000 --> 00:10:00.000]  大家知不知道?
[00:10:00.000 --> 00:10:08.000]  沒錯, 傳道說得對, 因為他跟彼得同供, 很親密的一個同供
[00:10:08.000 --> 00:10:16.000]  當彼得在羅馬的時候, 馬可跟他同供
[00:10:16.000 --> 00:10:21.000]  而且馬可從彼得裏面聽了很多耶穌的事蹟
[00:10:21.000 --> 00:10:24.000]  所以把耶穌的事蹟寫下來
[00:10:24.000 --> 00:10:34.000]  為甚麼不是彼得自己寫, 而是馬可寫呢? 因為彼得不是一個很有墨水的人
[00:10:34.000 --> 00:10:41.000]  如果清楚的話, 或者在港台上聽過不同的牧者都有提過
[00:10:41.000 --> 00:10:44.000]  他是甚麼人出身? 仕途彼得?
[00:10:44.000 --> 00:10:55.000]  他是打魚出身, 所以他不是很多墨水的人, 但是馬可就不同了
[00:10:55.000 --> 00:11:02.000]  所以他是一個非常重要的人物, 而巴拿巴卻是他的表哥
[00:11:02.000 --> 00:11:08.000]  所以巴拿巴對耶穌的認識是非常深厚的
[00:11:08.000 --> 00:11:14.000]  巴拿巴是一個非常無私的人, 為甚麼會無私呢? 剛才的經文裏面告訴我們
[00:11:14.000 --> 00:11:20.000]  這個充滿愛的人是甚麼? 一起讀, 四章三十七節, 一二三
[00:11:20.000 --> 00:11:35.000]  他由愛神愛人去到這個地步, 又有田又有地, 都拿來買了
[00:11:35.000 --> 00:11:41.000]  擺在仕途腳前的意思不是說, 奉獻給仕途, 不要搞錯
[00:11:41.000 --> 00:11:46.000]  不是叫你賣掉你的田, 賣掉你的地, 賣掉你的屋, 然後奉獻給牧師
[00:11:46.000 --> 00:11:53.000]  不要搞錯, 他的意思是奉獻給甚麼? 教會
[00:11:53.000 --> 00:11:58.000]  但也不用擔心, 不是叫你現在賣掉你的田, 賣掉你的地和你的屋
[00:11:58.000 --> 00:12:03.000]  來奉獻給教會, 不是的, 當時這樣做是因為他有他們的處境
[00:12:03.000 --> 00:12:12.000]  當時初期的教會, 基督徒佔了90-95%是窮人
[00:12:12.000 --> 00:12:16.000]  甚麼叫窮人? 不是像香港那樣, 香港沒有人會說沒有飯吃的
[00:12:16.000 --> 00:12:21.000]  但在那個時候, 羅馬政權是沒有這樣的福利的
[00:12:21.000 --> 00:12:31.000]  很多是真的沒有飯吃的, 所以很多窮人之下, 教會是需要幫助窮人的
[00:12:31.000 --> 00:12:37.000]  是沒有飯吃的, 有90-95%的人是沒有飯吃的窮人
[00:12:37.000 --> 00:12:44.000]  所以我們會看到, 仕途行傳告訴我們, 早期的教會是飯物公用
[00:12:44.000 --> 00:12:50.000]  現在不用, 不用怕, 也不需要買樓, 放在教會裏面
[00:12:50.000 --> 00:12:55.000]  因為當時的處境和現在的處境是不一樣的, 所以大家不用怕
[00:12:55.000 --> 00:13:01.000]  講這段經文不是叫你們像巴拿巴那樣, 但是想告訴大家
[00:13:01.000 --> 00:13:06.000]  在初期教會的時候, 巴拿巴卻是愛神愛人去到一個地步
[00:13:06.000 --> 00:13:10.000]  他是願意犧牲自己
[00:13:10.000 --> 00:13:19.000]  他有田有地, 我這些又有某田又有某地
[00:13:19.000 --> 00:13:22.000]  那天弟兄姊妹取笑我, 又有某田又有某地
[00:13:22.000 --> 00:13:26.000]  不知道自己有沒有田有地, 又沒有房子
[00:13:26.000 --> 00:13:35.000]  但是這位巴拿巴卻是愛神愛人去到一個地步
[00:13:35.000 --> 00:13:43.000]  弟兄姊妹我們會看到, 巴拿巴在聖經裏面有一個特質
[00:13:43.000 --> 00:13:49.000]  這個特質是什麼? Shape, S-H-A-P-E, Shape
[00:13:49.000 --> 00:13:54.000]  我們會看到他有一個S, Spiritual Gift
[00:13:54.000 --> 00:13:58.000]  就是屬靈的恩賜, 或者禮物
[00:13:58.000 --> 00:14:04.000]  通常我們基督教的朋友都會解釋多一點
[00:14:04.000 --> 00:14:09.000]  屬靈的恩賜, 他有什麼屬靈的恩賜?
[00:14:09.000 --> 00:14:15.000]  他有傳福音的恩賜, 他有愛神愛人
[00:14:15.000 --> 00:14:19.000]  當然這個也不屬於恩賜, 應該是每一個信徒都應該要有的
[00:14:19.000 --> 00:14:23.000]  他還有帶領的恩賜, 因為早期的時候我剛才說了
[00:14:23.000 --> 00:14:33.000]  他是帶保羅出生去傳道, 很早的時候巴拿巴去到保羅的故鄉大掃
[00:14:33.000 --> 00:14:38.000]  找保羅出來和他一起去傳道
[00:14:38.000 --> 00:14:44.000]  所以他是一個很有帶領的恩賜的人, 也很有傳福音恩賜的人
[00:14:44.000 --> 00:14:48.000]  弟兄姊妹, 你有沒有這樣的傳福音恩賜?
[00:14:48.000 --> 00:14:51.000]  正不正? 有這樣的恩賜? 正!
[00:14:51.000 --> 00:14:55.000]  當然我們應該都要有這種恩賜
[00:14:55.000 --> 00:14:59.000]  還有H, H代表Heart, 有什麼?
[00:14:59.000 --> 00:15:03.000]  有Heart, 有伏事的心
[00:15:03.000 --> 00:15:07.000]  一個人有沒有Heart很容易看到, 弟兄姊妹, 是不是?
[00:15:07.000 --> 00:15:10.000]  在你的職場裏面也好, 在教會裏面也好
[00:15:10.000 --> 00:15:15.000]  很多人, 是不是? 他有沒有Heart一看就看到?
[00:15:15.000 --> 00:15:21.000]  如果你在職場裏面見到一個同事, 這個同事一來到上班
[00:15:21.000 --> 00:15:27.000]  什麼人都不要, 什麼人都不理, 什麼人都不想認識
[00:15:27.000 --> 00:15:35.000]  你認為這個人在這裏上班, 他想怎樣?
[00:15:35.000 --> 00:15:40.000]  我就遇過這樣的同事, 通常這些同事, 都不少的
[00:15:40.000 --> 00:15:44.000]  大家知道我以前都做過十幾年的警察, 是不是?
[00:15:44.000 --> 00:15:47.000]  就有些人知道, 是不是?
[00:15:47.000 --> 00:15:50.000]  通常這些同事來的, 是不是?
[00:15:50.000 --> 00:15:55.000]  又不理人, 又不想認識人的, 通常都是很快走的
[00:15:55.000 --> 00:15:59.000]  要不就不想做, 要不就很快調走
[00:15:59.000 --> 00:16:02.000]  過來我的部門幹什麼? 過一下境而已
[00:16:02.000 --> 00:16:07.000]  認識人幹什麼? 沒Heart的, 看到嗎? 看到
[00:16:07.000 --> 00:16:11.000]  巴拿巴給我們看到的, 就是這個人很有Heart
[00:16:11.000 --> 00:16:16.000]  還有就是Ability, 就是很有能力
[00:16:16.000 --> 00:16:22.000]  很有能力的, 怎樣有能力?
[00:16:22.000 --> 00:16:26.000]  至少要有健康的身體, 是不是?
[00:16:26.000 --> 00:16:29.000]  有氣有力先, 不然怎樣傳道?
[00:16:29.000 --> 00:16:32.000]  那時候的宣教, 不同現在的宣教
[00:16:32.000 --> 00:16:36.000]  大家去短孫, 坐什麼交通工具去?
[00:16:36.000 --> 00:16:40.000]  坐飛機的, 那時候呢? 初期教會
[00:16:40.000 --> 00:16:44.000]  十一號巴士的, 是不是?
[00:16:44.000 --> 00:16:49.000]  好像我們當年讀書, 十一號巴士上學的
[00:16:49.000 --> 00:16:56.000]  行的, 沒飛機的, 沒巴士的, 沒的士的
[00:16:56.000 --> 00:17:00.000]  Ability, 他有能力的, 是不是?
[00:17:00.000 --> 00:17:03.000]  這麼長, 是不是? 這麼遠水路的, 去行
[00:17:03.000 --> 00:17:06.000]  去傳福音, 這些不是簡單的
[00:17:06.000 --> 00:17:10.000]  你叫我, 現在你叫我, 行兩公里我都腳軟
[00:17:10.000 --> 00:17:14.000]  幾十歲人了, 現在, 年輕的我還可以, 是不是?
[00:17:14.000 --> 00:17:16.000]  上了年紀的弟兄姊妹就明白了, 是不是?
[00:17:16.000 --> 00:17:18.000]  有很多年輕人不明白的
[00:17:18.000 --> 00:17:21.000]  牧師的, 這麼差的, 行一段路你就吸, 是不是?
[00:17:21.000 --> 00:17:27.000]  吸了氣, 行不到, 年紀大, 機器就壞的了
[00:17:27.000 --> 00:17:29.000]  是不是? 還好像年輕什麼
[00:17:29.000 --> 00:17:32.000]  年輕, 我和你跑2.4公里都可以, 是不是?
[00:17:32.000 --> 00:17:35.000]  十公里, 行一段路, 現在
[00:17:35.000 --> 00:17:38.000]  走一里路都腳軟了
[00:17:38.000 --> 00:17:43.000]  我們看到班農伯了, 他有能力
[00:17:43.000 --> 00:17:46.000]  他健康的身體, 他可以做
[00:17:46.000 --> 00:17:49.000]  因為我們要知道, 班農伯不只是
[00:17:49.000 --> 00:17:52.000]  和保羅一起去傳道, 在早期的時候
[00:17:52.000 --> 00:17:55.000]  他後來, 大家分開之後
[00:17:55.000 --> 00:17:58.000]  他自己去了自己的家鄉, 繼續宣教
[00:17:58.000 --> 00:18:00.000]  塞浦路斯
[00:18:00.000 --> 00:18:02.000]  我們會看, 接著
[00:18:02.000 --> 00:18:04.000]  他是有什麼? Personality方面
[00:18:04.000 --> 00:18:07.000]  他是有什麼? 有耶穌的過程
[00:18:07.000 --> 00:18:12.000]  他的生命, 效法基督
[00:18:12.000 --> 00:18:15.000]  他知不知道耶穌的要求?
[00:18:15.000 --> 00:18:17.000]  雖然他不是那十二個門徒, 但是
[00:18:17.000 --> 00:18:20.000]  剛才說了, 馬可是他表弟
[00:18:20.000 --> 00:18:24.000]  是不是? 馬可是保羅非常親密的同工
[00:18:24.000 --> 00:18:26.000]  他很清楚
[00:18:26.000 --> 00:18:29.000]  而且, 他也和彼得
[00:18:29.000 --> 00:18:31.000]  是非常親密的
[00:18:31.000 --> 00:18:33.000]  班農伯
[00:18:33.000 --> 00:18:37.000]  因為, 最早期引薦保羅去見彼得的
[00:18:37.000 --> 00:18:39.000]  就是班農伯
[00:18:39.000 --> 00:18:43.000]  不是那麼容易, 引薦人去見
[00:18:43.000 --> 00:18:46.000]  去見教會的領袖
[00:18:46.000 --> 00:18:49.000]  彼得當年是最高領袖
[00:18:49.000 --> 00:18:53.000]  等於這麼容易, 帶人去見大主教
[00:18:53.000 --> 00:18:55.000]  聖公會
[00:18:55.000 --> 00:18:58.000]  香港聖公會大主教, 陳口明牧師
[00:18:58.000 --> 00:19:03.000]  你問我, 我引薦不到人去見大主教
[00:19:03.000 --> 00:19:06.000]  但是, 巴拿巴可以
[00:19:06.000 --> 00:19:08.000]  我們會看到
[00:19:08.000 --> 00:19:12.000]  他願意犧牲, 基督的個性
[00:19:12.000 --> 00:19:16.000]  剛才說了, 那段經文, 我們看到了
[00:19:16.000 --> 00:19:19.000]  田地都賣了, 去奉獻給教會
[00:19:19.000 --> 00:19:22.000]  一個計不計較的人, 不計較
[00:19:22.000 --> 00:19:25.000]  他和神不計較, 和教會不計較
[00:19:25.000 --> 00:19:26.000]  和人不計較
[00:19:26.000 --> 00:19:30.000]  還有, 我們會看到, 他就是有經驗
[00:19:30.000 --> 00:19:33.000]  傳呼音的經驗
[00:19:33.000 --> 00:19:35.000]  各位鄧小姐, 各位朋友
[00:19:35.000 --> 00:19:38.000]  如果你在職場上, 或者
[00:19:38.000 --> 00:19:42.000]  在你的工作下, 或者你的老闆
[00:19:42.000 --> 00:19:44.000]  你的同事, 或者你的下屬
[00:19:44.000 --> 00:19:46.000]  或者你想請的夥計
[00:19:46.000 --> 00:19:48.000]  有這五樣東西, Shape
[00:19:48.000 --> 00:19:50.000]  正不正?
[00:19:50.000 --> 00:19:52.000]  正的話, 請你快點手掌
[00:19:52.000 --> 00:19:56.000]  當然正
[00:19:56.000 --> 00:20:01.000]  巴拿巴是一個非常正的一個人
[00:20:01.000 --> 00:20:04.000]  他有愛, 也有Shape
[00:20:04.000 --> 00:20:06.000]  OK, 我們會看到
[00:20:06.000 --> 00:20:10.000]  一個愛耶穌, 愛教會
[00:20:10.000 --> 00:20:15.000]  無私的人, 他的信仰和他的生活是一致的
[00:20:15.000 --> 00:20:18.000]  不是說一套, 做一套的
[00:20:18.000 --> 00:20:20.000]  他真的做得出來的
[00:20:20.000 --> 00:20:23.000]  我們現在很多人批評
[00:20:23.000 --> 00:20:27.000]  很多人很陰公的, 說一套, 做一套
[00:20:27.000 --> 00:20:31.000]  我不是說基督徒, 我是說一般人
[00:20:31.000 --> 00:20:33.000]  你在網絡上, 你會看到很多
[00:20:33.000 --> 00:20:35.000]  說一套, 做一套
[00:20:35.000 --> 00:20:37.000]  說就冠冕堂皇
[00:20:37.000 --> 00:20:40.000]  沒有國家的領袖
[00:20:40.000 --> 00:20:42.000]  做就另一套
[00:20:42.000 --> 00:20:45.000]  還有, 我們看到
[00:20:45.000 --> 00:20:53.000]  你遇到的是自私的人, 還是無私的人多
[00:20:53.000 --> 00:20:55.000]  在你的生活裏
[00:20:55.000 --> 00:21:00.000]  愛是無私的
[00:21:00.000 --> 00:21:05.000]  但是, 很多時候我們遇到的是自私的人多
[00:21:05.000 --> 00:21:08.000]  不過, 最近我遇到一個
[00:21:08.000 --> 00:21:11.000]  是很無私的故事
[00:21:11.000 --> 00:21:14.000]  我最近, 應該前兩個月
[00:21:14.000 --> 00:21:16.000]  我在我自己的屋苑
[00:21:16.000 --> 00:21:19.000]  我和我太太買完東西, 回家
[00:21:19.000 --> 00:21:22.000]  回家的時候, 搭電梯, 我住十樓
[00:21:22.000 --> 00:21:28.000]  離開電梯, 應該有四十呎左右
[00:21:28.000 --> 00:21:31.000]  有個小朋友, 已經站在那裏
[00:21:31.000 --> 00:21:34.000]  有電梯到, 接著, 有個小朋友, 看一看我們
[00:21:34.000 --> 00:21:37.000]  接著, 走進電梯裏面
[00:21:37.000 --> 00:21:43.000]  接著, 你知道發生什麼事嗎
[00:21:43.000 --> 00:21:46.000]  有正有反
[00:21:46.000 --> 00:21:50.000]  他伸頭出來, 按著電梯, 伸頭出來
[00:21:50.000 --> 00:21:53.000]  接著, 我們呢, 咦, 等我們
[00:21:53.000 --> 00:21:56.000]  接著, 我和我太太急急腳, 走了
[00:21:56.000 --> 00:21:59.000]  我不會戴無私樣, 這樣還慢慢
[00:21:59.000 --> 00:22:02.000]  我不會的, 是吧, 見到這些, 人家已經幫你按著
[00:22:02.000 --> 00:22:04.000]  你還戴無私樣, 是吧, 急急腳
[00:22:04.000 --> 00:22:07.000]  接著, 我們和那個小朋友說
[00:22:07.000 --> 00:22:09.000]  謝謝你, 你真乖
[00:22:09.000 --> 00:22:12.000]  他說, 不用
[00:22:12.000 --> 00:22:15.000]  我想是三四年級的, 感謝主
[00:22:15.000 --> 00:22:18.000]  我見到這些無私的人, 但是
[00:22:18.000 --> 00:22:21.000]  一般上的人是怎樣
[00:22:21.000 --> 00:22:26.000]  我見到姐妹和弟兄, 伸手指出來
[00:22:26.000 --> 00:22:28.000]  屎撳屎撳, 是吧
[00:22:28.000 --> 00:22:30.000]  屎撳屎撳的按鈕, 是吧
[00:22:30.000 --> 00:22:33.000]  還有, 準備關門的時候, 還閃了一邊
[00:22:33.000 --> 00:22:36.000]  害怕死你, 在斜角那裏, 看到他
[00:22:36.000 --> 00:22:39.000]  接著, 是吧, 不好意思
[00:22:39.000 --> 00:22:41.000]  讓你衝過去, 按到電梯
[00:22:41.000 --> 00:22:43.000]  一打開, 起來
[00:22:43.000 --> 00:22:49.000]  假裝不舒服, 假裝看不到
[00:22:49.000 --> 00:22:51.000]  OK
[00:22:51.000 --> 00:22:54.000]  這些是自私無私, 不用說
[00:22:54.000 --> 00:22:57.000]  當然, 我們所遇到的, 很多時候
[00:22:57.000 --> 00:23:00.000]  一般的人就是這樣
[00:23:00.000 --> 00:23:05.000]  但是, 我們會看到, 巴拿巴絕對不是這樣的人
[00:23:05.000 --> 00:23:08.000]  有時我們會問, 我們自己, 是吧
[00:23:08.000 --> 00:23:10.000]  好了, 我們要看的就是
[00:23:10.000 --> 00:23:12.000]  愛的行動的表徵, 巴拿巴
[00:23:12.000 --> 00:23:14.000]  就是, 他無私
[00:23:14.000 --> 00:23:16.000]  亦都是一個鼓勵者
[00:23:16.000 --> 00:23:19.000]  怎樣鼓勵者, 剛才說了, 是吧
[00:23:19.000 --> 00:23:21.000]  那段經文, 不讀了
[00:23:21.000 --> 00:23:24.000]  但是, 我們會看到, 二十七節裏面, 這樣說的
[00:23:24.000 --> 00:23:28.000]  只有巴拿巴, 接待保羅
[00:23:28.000 --> 00:23:32.000]  信主, 雖然不是很多人
[00:23:32.000 --> 00:23:34.000]  早期的教會
[00:23:34.000 --> 00:23:36.000]  根據聖經學者說
[00:23:36.000 --> 00:23:39.000]  雖然, 在聖經裏面說, 三千人, 五千人
[00:23:39.000 --> 00:23:42.000]  但是, 慢慢, 我們會看到的
[00:23:42.000 --> 00:23:45.000]  就是, 增長就不算很快
[00:23:45.000 --> 00:23:47.000]  對猶太人來說, 因為猶太人
[00:23:47.000 --> 00:23:50.000]  他們, 有固有他們的範式
[00:23:50.000 --> 00:23:55.000]  而且, 對基督教, 都有些抗拒
[00:23:55.000 --> 00:23:59.000]  因為, 他們很多, 到現在都不信耶穌, 是吧
[00:23:59.000 --> 00:24:00.000]  猶太人
