
[00:00:00.000 --> 00:00:06.000]  今日我們分享的題目是 放下過去 踏步向前
[00:01:55.000 --> 00:01:59.000]  有一次我和一個伯母吃飯
[00:01:59.000 --> 00:02:02.000]  她初初就不知道我父親是誰
[00:02:02.000 --> 00:02:05.000]  吃完飯她知道我父親原來就是我的父親的時候
[00:02:05.000 --> 00:02:08.000]  即是我的父親就是我的父親
[00:02:08.000 --> 00:02:12.000]  她說原來你是Michael的兒子
[00:02:12.000 --> 00:02:14.000]  我的父親叫我Michael
[00:02:14.000 --> 00:02:17.000]  不是教會那個Michael Lung
[00:02:17.000 --> 00:02:20.000]  她就說難怪我剛才跟你講話
[00:02:20.000 --> 00:02:22.000]  總是覺得很面熟
[00:02:22.000 --> 00:02:26.000]  你講話你的表情真的和你爸爸很像
[00:02:26.000 --> 00:02:28.000]  好像我認識你很久
[00:02:28.000 --> 00:02:33.000]  有時我們都會從爸爸媽媽有生命不同的影響
[00:02:33.000 --> 00:02:35.000]  有時我們成長除了有父母的影響
[00:02:35.000 --> 00:02:37.000]  我們都會被文化
[00:02:37.000 --> 00:02:40.000]  有時都會被學校有些文化的影響
[00:02:40.000 --> 00:02:42.000]  我自己成長的時候
[00:02:42.000 --> 00:02:45.000]  我的母校在音樂上面比較強
[00:02:45.000 --> 00:02:47.000]  所以很多時候我發現
[00:02:47.000 --> 00:02:50.000]  就算我見到很多的師兄師姐
[00:02:50.000 --> 00:02:53.000]  有時在教會都會遇到一些師兄師妹的時候
[00:02:53.000 --> 00:02:55.000]  他們都是在音樂上面比較強
[00:02:55.000 --> 00:02:58.000]  我們都有一些文化是影響著我們的
[00:02:58.000 --> 00:03:02.000]  當我們說我們都會受不同影響成長的時候
[00:03:02.000 --> 00:03:04.000]  好的影響當然是好
[00:03:04.000 --> 00:03:08.000]  但如果我們過去有不好的影響那怎麼辦呢
[00:03:08.000 --> 00:03:12.000]  是不是我們過去有不好的影響的時候
[00:03:12.000 --> 00:03:16.000]  就代表我們的生命不能夠改變呢
[00:03:16.000 --> 00:03:18.000]  如果大家記得兩個星期前
[00:03:18.000 --> 00:03:21.000]  我講過猶大王阿哈斯
[00:03:21.000 --> 00:03:25.000]  當時他面對阿蘭和以色列的攻擊
[00:03:25.000 --> 00:03:27.000]  他怎麼辦呢
[00:03:27.000 --> 00:03:29.000]  其實先知以塞瓦跟他說話
[00:03:29.000 --> 00:03:31.000]  叫他依靠神
[00:03:31.000 --> 00:03:33.000]  並且將確據給他
[00:03:33.000 --> 00:03:34.000]  但他沒有依靠神
[00:03:34.000 --> 00:03:35.000]  他沒有依靠神
[00:03:35.000 --> 00:03:36.000]  他依靠了什麼
[00:03:36.000 --> 00:03:37.000]  他依靠了阿述
[00:03:37.000 --> 00:03:41.000]  於是他將耶和華殿裡面的金銀獻給阿述
[00:03:41.000 --> 00:03:47.000]  亦都讓猶大王甘願成為了阿述的附庸國
[00:03:47.000 --> 00:03:51.000]  上個星期我們又看過北國以色列的結局
[00:03:51.000 --> 00:03:53.000]  因為他們不聽神的話
[00:03:53.000 --> 00:03:58.000]  我們上次讀過的聖經他們總不改變
[00:03:58.000 --> 00:04:00.000]  而當他們總不改變的時候
[00:04:00.000 --> 00:04:04.000]  而他們要面對的就是亡國的結局
[00:04:04.000 --> 00:04:07.000]  面對一個這樣的過去
[00:04:07.000 --> 00:04:12.000]  那是不是代表我們的生命就不能改變呢
[00:04:12.000 --> 00:04:15.000]  今天我們去到列王記下第十八章
[00:04:15.000 --> 00:04:18.000]  我們一起去看今天的主題
[00:04:18.000 --> 00:04:22.000]  我們要放下過去 踏步向前
[00:04:22.000 --> 00:04:25.000]  當我們看列王記下第十八章的時候
[00:04:25.000 --> 00:04:29.000]  我們會看到猶大王希西迦的記載
[00:04:29.000 --> 00:04:30.000]  有一個聖經學家這樣說
[00:04:30.000 --> 00:04:33.000]  列王記有三個很出名的皇帝
[00:04:33.000 --> 00:04:35.000]  第一個是所羅門
[00:04:35.000 --> 00:04:38.000]  所羅門是代表著智慧
[00:04:38.000 --> 00:04:40.000]  第二個就是希西迦
[00:04:40.000 --> 00:04:44.000]  希西迦是代表著對神的信靠
[00:04:44.000 --> 00:04:47.000]  而第三個就是約西亞
[00:04:47.000 --> 00:04:52.000]  約西亞是代表著我們要回歸神的律法和話語
[00:04:52.000 --> 00:04:56.000]  今天我們會分享希西迦的生命
[00:04:56.000 --> 00:05:02.000]  至於約西亞的生命我會留給約西亞區的創區區目和你們分享
[00:05:02.000 --> 00:05:07.000]  今天我們首先去看看希西迦的生命
[00:05:07.000 --> 00:05:10.000]  而他的生命又有什麼成為我們的學習
[00:05:10.000 --> 00:05:17.000]  今天我們第一個學習是拒絕讓過去成為我們今天的藉口
[00:05:17.000 --> 00:05:20.000]  我們首先讀十八章第一至第三節
[00:05:20.000 --> 00:05:21.000]  我們一起讀 好嗎
[00:05:21.000 --> 00:05:22.000]  一二三
[00:05:22.000 --> 00:05:27.000]  以色列王以拉的兒子河西亞第三年
[00:05:27.000 --> 00:05:31.000]  由大王阿哈斯的兒子希西迦登記
[00:05:31.000 --> 00:05:35.000]  他登基的時候年二十五歲
[00:05:35.000 --> 00:05:38.000]  在耶路撒冷作王二十九年
[00:05:38.000 --> 00:05:43.000]  他母親名叫阿比是撒加利亞的女兒
[00:05:43.000 --> 00:05:47.000]  希西迦行耶和華眼中看為正的事
[00:05:47.000 --> 00:05:51.000]  效法他祖大為一切所行的
[00:05:51.000 --> 00:05:53.000]  那希西迦是一個怎樣的皇帝呢
[00:05:53.000 --> 00:06:01.000]  聖經告訴我們希西迦行耶和華眼中看為正的事效法他祖大為一切所行的
[00:06:01.000 --> 00:06:04.000]  如果我們看這一段聖經很特別的
[00:06:04.000 --> 00:06:07.000]  他們稱呼大衛不是大衛不是以色列的祖宗
[00:06:07.000 --> 00:06:10.000]  特別說大衛是希西迦的祖宗
[00:06:10.000 --> 00:06:11.000]  為什麼呢
[00:06:11.000 --> 00:06:17.000]  聖經學者指出這裡強調的不是大衛和希西迦血緣的關係
[00:06:17.000 --> 00:06:22.000]  而是大衛和希西迦在屬靈生命裡面一個緊密的關係
[00:06:22.000 --> 00:06:26.000]  縱然有阿哈斯他父親離開了神
[00:06:26.000 --> 00:06:28.000]  依靠亞述的過去
[00:06:28.000 --> 00:06:34.000]  但是希西迦沒有讓這個過去成為他繼續錯下去的藉口
[00:06:34.000 --> 00:06:36.000]  相反他一登基的時候
[00:06:36.000 --> 00:06:38.000]  他就啟動改變
[00:06:38.000 --> 00:06:40.000]  他登基之後啟動了什麼改變呢
[00:06:40.000 --> 00:06:43.000]  我們會在列王記那裡看到
[00:06:43.000 --> 00:06:45.000]  歷代誌那裡看到
[00:06:45.000 --> 00:06:47.000]  我們由歷代誌下二十九章
[00:06:47.000 --> 00:06:49.000]  我們由第三到十一節我們一起讀
[00:06:49.000 --> 00:06:54.000]  一二三 元年正月開了耶和華殿的門
[00:06:54.000 --> 00:06:56.000]  重新修理
[00:06:56.000 --> 00:06:59.000]  他召眾祭司和利美人來
[00:06:59.000 --> 00:07:02.000]  聚集在東邊的寬闊處
[00:07:02.000 --> 00:07:06.000]  對他們說 利美人啊 當聽我說
[00:07:06.000 --> 00:07:09.000]  現在你們要潔淨自己
[00:07:09.000 --> 00:07:13.000]  又潔淨耶和華你們列祖神的殿
[00:07:13.000 --> 00:07:16.000]  從聖所中除去污穢之物
[00:07:16.000 --> 00:07:19.000]  我們列祖犯了罪
[00:07:19.000 --> 00:07:23.000]  恨耶和華我們神眼中看為惡的事
[00:07:23.000 --> 00:07:27.000]  離棄他 轉念背向他的居所
[00:07:27.000 --> 00:07:30.000]  封鎖狼門 吹滅燈火
[00:07:30.000 --> 00:07:34.000]  不在聖所中向以色列神燒香
[00:07:34.000 --> 00:07:36.000]  或獻帆祭
[00:07:36.000 --> 00:07:38.000]  因此耶和華的憤怒
[00:07:38.000 --> 00:07:41.000]  臨到由大和耶路撒冷
[00:07:41.000 --> 00:07:44.000]  將其中的人拋來拋去
[00:07:44.000 --> 00:07:46.000]  令人驚嚇 恥笑
[00:07:46.000 --> 00:07:49.000]  正如你們親眼所見的
[00:07:49.000 --> 00:07:52.000]  所以我們的祖宗倒在刀下
[00:07:52.000 --> 00:07:55.000]  我們的妻子兒女也被擄掠
[00:07:55.000 --> 00:08:00.000]  現在我心中有意與耶和華以色列神立約
[00:08:00.000 --> 00:08:03.000]  好使他的列祿轉離我們
[00:08:03.000 --> 00:08:06.000]  我的眾子啊 現在不要下台
[00:08:06.000 --> 00:08:09.000]  因為耶和華揀選你們
[00:08:09.000 --> 00:08:11.000]  站在他面前侍奉他
[00:08:11.000 --> 00:08:14.000]  與他燒香
[00:08:14.000 --> 00:08:16.000]  如果我們看聖經希西迦
[00:08:16.000 --> 00:08:18.000]  沒有讓過去成為他的藉口
[00:08:18.000 --> 00:08:21.000]  相反我們看聖經元年正月
[00:08:21.000 --> 00:08:23.000]  元年正月即是說
[00:08:23.000 --> 00:08:25.000]  他作亡第一年的第一個月
[00:08:25.000 --> 00:08:27.000]  他就啟動改變
[00:08:27.000 --> 00:08:30.000]  他開番本來封閉了聖殿的門
[00:08:30.000 --> 00:08:33.000]  重新修補破壞的地方
[00:08:33.000 --> 00:08:35.000]  他召集了祭司和利美人妮
[00:08:35.000 --> 00:08:37.000]  他說你們要潔淨自己
[00:08:37.000 --> 00:08:39.000]  要潔淨耶和華的殿
[00:08:39.000 --> 00:08:42.000]  因為以前我們的祖宗犯罪
[00:08:42.000 --> 00:08:44.000]  我們現在要除去那些污穢的物
[00:08:44.000 --> 00:08:47.000]  我們不再行耶和華眼中行為惡的事
[00:08:47.000 --> 00:08:50.000]  我們要轉離與以色列的神立約
[00:08:50.000 --> 00:08:53.000]  叫神的憤怒轉離我們
[00:08:53.000 --> 00:08:55.000]  並且他說你不要怠慢
[00:08:55.000 --> 00:09:00.000]  現在你就要揀選去敬拜侍奉耶和華
[00:09:00.000 --> 00:09:03.000]  我們看到希西迦沒有讓過去
[00:09:03.000 --> 00:09:06.000]  成為他繼續坐下去的藉口
[00:09:06.000 --> 00:09:08.000]  我曾經聽過一個這樣的對話
[00:09:08.000 --> 00:09:10.000]  有一個人問他的朋友
[00:09:10.000 --> 00:09:12.000]  你的樣子為什麼這麼灰
[00:09:12.000 --> 00:09:14.000]  為什麼你的樣子這麼灰心失望
[00:09:14.000 --> 00:09:16.000]  於是他的朋友就這樣回答
[00:09:16.000 --> 00:09:18.000]  我想起我的將來
[00:09:18.000 --> 00:09:20.000]  所以我很灰心失望
[00:09:20.000 --> 00:09:21.000]  接著他就問他
[00:09:21.000 --> 00:09:23.000]  為什麼你覺得你的將來這麼灰心失望
[00:09:23.000 --> 00:09:26.000]  他說我想起我的過去
[00:09:26.000 --> 00:09:29.000]  我就對未來沒有希望
[00:09:29.000 --> 00:09:31.000]  是不是代表我們的過去
[00:09:31.000 --> 00:09:34.000]  就叫我們的未來沒有希望呢
[00:09:34.000 --> 00:09:36.000]  如果大家有讀過門女
[00:09:36.000 --> 00:09:38.000]  在門女的課本裡面
[00:09:38.000 --> 00:09:40.000]  有一個這樣的例子
[00:09:40.000 --> 00:09:42.000]  有一個人脾氣很壞
[00:09:42.000 --> 00:09:44.000]  並且常常瘀走
[00:09:44.000 --> 00:09:45.000]  很多人問他
[00:09:45.000 --> 00:09:46.000]  為什麼你脾氣這麼差
[00:09:46.000 --> 00:09:48.000]  為什麼你常常瘀走的時候
[00:09:48.000 --> 00:09:50.000]  他說是我爸爸媽媽不好
[00:09:50.000 --> 00:09:52.000]  因為我的父母脾氣不好
[00:09:52.000 --> 00:09:54.000]  我的爸爸常常瘀走
[00:09:54.000 --> 00:09:55.000]  所以我脾氣不好
[00:09:55.000 --> 00:09:57.000]  還有常常瘀走
[00:09:57.000 --> 00:10:00.000]  我們不要讓我們的過去
[00:10:00.000 --> 00:10:04.000]  成為我們今天不願意去走的一個藉口
[00:10:04.000 --> 00:10:06.000]  確實我在真實生命裡面
[00:10:06.000 --> 00:10:08.000]  都遇過一個這樣的例子
[00:10:08.000 --> 00:10:10.000]  我曾經認識一位肢體
[00:10:10.000 --> 00:10:12.000]  他真的不喜歡負責任
[00:10:12.000 --> 00:10:13.000]  所以他約了你
[00:10:13.000 --> 00:10:14.000]  很多時候他約了你
[00:10:14.000 --> 00:10:15.000]  他都不會出現的
[00:10:15.000 --> 00:10:17.000]  另外他答應你的事情
[00:10:17.000 --> 00:10:19.000]  大部分他都不會做的
[00:10:19.000 --> 00:10:20.000]  當我問他的時候
[00:10:20.000 --> 00:10:21.000]  我說為什麼你會這樣
[00:10:21.000 --> 00:10:22.000]  為什麼你不願意負責任
[00:10:22.000 --> 00:10:23.000]  他真的這麼說
[00:10:23.000 --> 00:10:25.000]  他說我爸爸媽媽不好
[00:10:25.000 --> 00:10:26.000]  我成長的時候
[00:10:26.000 --> 00:10:28.000]  我爸爸媽媽沒有理過我的
[00:10:28.000 --> 00:10:29.000]  我說你試過
[00:10:29.000 --> 00:10:30.000]  他說來接我放學
[00:10:30.000 --> 00:10:32.000]  沒有來接我放學
[00:10:32.000 --> 00:10:34.000]  只有我自己一個人在學校等
[00:10:34.000 --> 00:10:36.000]  我聽到的時候都有點心酸
[00:10:36.000 --> 00:10:38.000]  我都覺得慘的
[00:10:38.000 --> 00:10:40.000]  另外有一次
[00:10:40.000 --> 00:10:41.000]  他說叫我回家吃飯
[00:10:41.000 --> 00:10:42.000]  回到家裡
[00:10:42.000 --> 00:10:43.000]  人又不見
[00:10:43.000 --> 00:10:44.000]  米又沒有一粒
[00:10:44.000 --> 00:10:45.000]  錢又沒有一元
[00:10:45.000 --> 00:10:46.000]  於是
[00:10:46.000 --> 00:10:48.000]  這樣不好笑的
[00:10:48.000 --> 00:10:49.000]  於是
[00:10:49.000 --> 00:10:53.000]  他說唯有餓著等爸爸媽媽回家
[00:10:53.000 --> 00:10:55.000]  我聽到的時候都很心酸
[00:10:55.000 --> 00:10:56.000]  但是不是我們
[00:10:56.000 --> 00:11:00.000]  過去就代表我們的生命不成長
[00:11:00.000 --> 00:11:02.000]  我聽過一個牧師這麼說
[00:11:02.000 --> 00:11:04.000]  我覺得很有意思
[00:11:04.000 --> 00:11:05.000]  他說我們的生命
[00:11:05.000 --> 00:11:07.000]  不要只是看著倒後鏡
[00:11:07.000 --> 00:11:08.000]  他說如果你開車
[00:11:08.000 --> 00:11:10.000]  只是看著倒後鏡
[00:11:10.000 --> 00:11:12.000]  你會撞車的
[00:11:12.000 --> 00:11:13.000]  他說一樣東西
[00:11:13.000 --> 00:11:14.000]  他說當然
[00:11:14.000 --> 00:11:17.000]  我們要從過去之中去學習
[00:11:17.000 --> 00:11:19.000]  但是他說我們千萬不要
[00:11:19.000 --> 00:11:22.000]  只是活在過去的裡面
[00:11:22.000 --> 00:11:24.000]  如果我們看回希西嘉
[00:11:24.000 --> 00:11:27.000]  希西嘉面對一個這樣的過去
[00:11:27.000 --> 00:11:29.000]  但是他沒有讓這個過去
[00:11:29.000 --> 00:11:32.000]  成為他不改變的藉口
[00:11:32.000 --> 00:11:33.000]  今天我不知道
[00:11:33.000 --> 00:11:36.000]  我們當中會不會有一些弟兄姊妹
[00:11:36.000 --> 00:11:37.000]  你的過去
[00:11:37.000 --> 00:11:39.000]  令你覺得你很難去向前行
[00:11:39.000 --> 00:11:42.000]  或者你過去一些的經歷
[00:11:42.000 --> 00:11:45.000]  或者過去一些的傷害
[00:11:45.000 --> 00:11:48.000]  令你覺得你很難面對你的將來
[00:11:48.000 --> 00:11:50.000]  我很想管理你
[00:11:50.000 --> 00:11:52.000]  如果你真的是經歷
[00:11:52.000 --> 00:11:54.000]  因為過去一些的經歷
[00:11:54.000 --> 00:11:56.000]  一些的傷害
[00:11:56.000 --> 00:11:59.000]  或者過去一些你經歷過的事
[00:11:59.000 --> 00:12:01.000]  令你覺得你很難向前行
[00:12:01.000 --> 00:12:03.000]  很想你找我們牧者聊天
[00:12:03.000 --> 00:12:04.000]  好不好
[00:12:04.000 --> 00:12:06.000]  因為我們相信在神的裡面
[00:12:06.000 --> 00:12:08.000]  祂要醫治我們
[00:12:08.000 --> 00:12:10.000]  在神的裡面祂要釋放我們
[00:12:10.000 --> 00:12:13.000]  在神的裡面祂讓我們去經歷
[00:12:13.000 --> 00:12:15.000]  我們怎麼可以放下我們的過去
[00:12:15.000 --> 00:12:17.000]  在神的裡面
[00:12:17.000 --> 00:12:19.000]  我們繼續向前行
[00:12:19.000 --> 00:12:20.000]  所以呢
[00:12:20.000 --> 00:12:22.000]  如果真的有弟兄姊妹
[00:12:22.000 --> 00:12:23.000]  你正正在經歷著
[00:12:23.000 --> 00:12:26.000]  你覺得你的過去很難令你向前行
[00:12:26.000 --> 00:12:28.000]  可能一些的經歷
[00:12:28.000 --> 00:12:31.000]  令你覺得很受傷害
[00:12:31.000 --> 00:12:33.000]  你找你的組長
[00:12:33.000 --> 00:12:35.000]  或者找我們牧者
[00:12:35.000 --> 00:12:38.000]  我們很想在神的家裡面和你同行
[00:12:38.000 --> 00:12:40.000]  讓我們都放下我們的過去
[00:12:40.000 --> 00:12:42.000]  讓我們靠著神
[00:12:42.000 --> 00:12:44.000]  我們可以踏上我們前面的路
[00:12:44.000 --> 00:12:46.000]  我們不要讓我們的過去
[00:12:46.000 --> 00:12:48.000]  成為我們今天向前行的攔阻
[00:12:48.000 --> 00:12:49.000]  所以很想鼓勵你
[00:12:49.000 --> 00:12:52.000]  我們一起去放下過去
[00:12:52.000 --> 00:12:54.000]  而當我們說我們放下過去
[00:12:54.000 --> 00:12:56.000]  另外一個很重要的功課
[00:12:56.000 --> 00:12:57.000]  是第二點
[00:12:57.000 --> 00:12:59.000]  今天我們要突破表面
[00:12:59.000 --> 00:13:02.000]  讓我們的生命回歸真神
[00:13:02.000 --> 00:13:05.000]  我們一起看四節第五節好不好
[00:13:05.000 --> 00:13:06.000]  我們一起讀
[00:13:06.000 --> 00:13:07.000]  一二三
[00:13:07.000 --> 00:13:09.000]  他廢去幽壇
[00:13:09.000 --> 00:13:10.000]  毀壞柱杖
[00:13:10.000 --> 00:13:12.000]  啃下木偶
[00:13:12.000 --> 00:13:15.000]  打碎摩西所造的銅蛇
[00:13:15.000 --> 00:13:17.000]  因為到那時
[00:13:17.000 --> 00:13:20.000]  已昔的人仍向銅蛇燒香
[00:13:20.000 --> 00:13:23.000]  欺世家叫銅蛇為銅塊
[00:13:23.000 --> 00:13:25.000]  欺世家依靠耶和華
[00:13:25.000 --> 00:13:26.000]  以色列的神
[00:13:26.000 --> 00:13:29.000]  在他前後的猶大滅亡中
[00:13:29.000 --> 00:13:31.000]  沒有一個及他的
[00:13:31.000 --> 00:13:33.000]  當我們繼續看的時候
[00:13:33.000 --> 00:13:35.000]  欺世家他是怎樣帶領以色列人
[00:13:35.000 --> 00:13:37.000]  去敬拜那個真神
[00:13:37.000 --> 00:13:39.000]  這裡說他廢去幽壇
[00:13:39.000 --> 00:13:41.000]  我們知道上個星期我們讀到
[00:13:41.000 --> 00:13:43.000]  在猶大很多的地方
[00:13:43.000 --> 00:13:44.000]  充滿著幽壇
[00:13:44.000 --> 00:13:46.000]  無論在高山上面
[00:13:46.000 --> 00:13:47.000]  在樹下面
[00:13:47.000 --> 00:13:50.000]  這些幽壇是敬拜假神的地方
[00:13:50.000 --> 00:13:52.000]  我們讀過其實猶大王阿薩
[00:13:52.000 --> 00:13:55.000]  他除去了所羅門所立的偶像
[00:13:55.000 --> 00:13:56.000]  但聖經說
[00:13:56.000 --> 00:13:59.000]  他未除去所羅門所立的幽壇
[00:13:59.000 --> 00:14:01.000]  所以幽壇一直留在猶大
[00:14:01.000 --> 00:14:03.000]  成為他們宗教的一部份
[00:14:03.000 --> 00:14:04.000]  但在這裡
[00:14:04.000 --> 00:14:05.000]  這裡告訴我們
[00:14:05.000 --> 00:14:07.000]  欺世家他廢去了這些幽壇
[00:14:07.000 --> 00:14:10.000]  他不再讓以色列人去敬拜假神
[00:14:10.000 --> 00:14:12.000]  去毀壞那些柱杖
[00:14:12.000 --> 00:14:14.000]  啃下那些木偶
[00:14:14.000 --> 00:14:16.000]  但跟著我們繼續看的時候
[00:14:16.000 --> 00:14:17.000]  我有點不明白
[00:14:17.000 --> 00:14:20.000]  這裡說他打碎摩西所做的銅蛇
[00:14:20.000 --> 00:14:22.000]  什麼是摩西所做的銅蛇
[00:14:22.000 --> 00:14:24.000]  為什麼要打爛呢
[00:14:24.000 --> 00:14:26.000]  如果我們回到文宋的二十一章
[00:14:26.000 --> 00:14:30.000]  我們知道當時那些百姓向神埋怨
[00:14:30.000 --> 00:14:32.000]  當他們向神埋怨的時候
[00:14:32.000 --> 00:14:35.000]  神就叫那些火蛇進去百姓裡面
[00:14:35.000 --> 00:14:36.000]  去咬他們
[00:14:36.000 --> 00:14:39.000]  但當百姓悔改的時候
[00:14:39.000 --> 00:14:43.000]  神就吩咐摩西去做一條銅蛇
[00:14:43.000 --> 00:14:45.000]  然後掛在那個桿那裡
[00:14:45.000 --> 00:14:46.000]  那些人被蛇咬了
[00:14:46.000 --> 00:14:48.000]  但是望見那條銅蛇
[00:14:48.000 --> 00:14:50.000]  他的生命就活了
[00:14:50.000 --> 00:14:51.000]  那你可能問一下
[00:14:51.000 --> 00:14:54.000]  為什麼要打碎摩西的銅蛇呢
[00:14:54.000 --> 00:14:57.000]  摩西絕對不會叫百姓去拜銅蛇的
[00:14:57.000 --> 00:15:00.000]  摩西一定會說我們要敬拜真神
[00:15:00.000 --> 00:15:03.000]  但是應該相信在欺世家在位的時候
[00:15:03.000 --> 00:15:06.000]  其實以色列人已經很迷信了
[00:15:06.000 --> 00:15:08.000]  所以他們將這些過去的故事
[00:15:08.000 --> 00:15:11.000]  將摩西這個銅蛇的故事
[00:15:11.000 --> 00:15:13.000]  將銅蛇神化了
[00:15:13.000 --> 00:15:16.000]  就將他當成神一樣拜
[00:15:16.000 --> 00:15:18.000]  銅蛇不是神
[00:15:18.000 --> 00:15:21.000]  但是當時迷信的人就將這條蛇銅化了
[00:15:21.000 --> 00:15:23.000]  那聖經學者說
[00:15:23.000 --> 00:15:25.000]  應該他們是仿製了一條蛇出來
[00:15:25.000 --> 00:15:27.000]  就說這個就是摩西的銅蛇
[00:15:27.000 --> 00:15:28.000]  大家去拜吧
[00:15:28.000 --> 00:15:31.000]  其實這是一個拜假神的行為
[00:15:31.000 --> 00:15:34.000]  因為他們將這條銅蛇當成神一樣拜
[00:15:34.000 --> 00:15:36.000]  所以欺世家要打碎這條蛇
[00:15:36.000 --> 00:15:40.000]  不要讓他們繼續去敬拜假神
[00:15:40.000 --> 00:15:43.000]  今天我們要突破我們的表面
[00:15:43.000 --> 00:15:45.000]  我們如果說要放下過去
[00:15:45.000 --> 00:15:47.000]  如果今天我們的生命停留了
[00:15:47.000 --> 00:15:49.000]  是一個信仰的表面
[00:15:49.000 --> 00:15:51.000]  我們要突破這個表面
[00:15:51.000 --> 00:15:55.000]  我們的生命要去回歸敬拜真神
[00:15:55.000 --> 00:15:58.000]  過去幾年我們有機會去菲律賓短宣
[00:15:58.000 --> 00:16:00.000]  每一次我們去之前
[00:16:00.000 --> 00:16:01.000]  都會有宣教士和牧師
[00:16:01.000 --> 00:16:04.000]  和我們分享菲律賓信仰的情況
[00:16:04.000 --> 00:16:08.000]  我聽到菲律賓有超過九成的人信天主教
[00:16:08.000 --> 00:16:10.000]  我第一次聽到的時候就問
[00:16:10.000 --> 00:16:12.000]  如果有九成的人信天主教
[00:16:12.000 --> 00:16:13.000]  很多人信耶穌
[00:16:13.000 --> 00:16:15.000]  我們還需要去傳福音嗎
[00:16:15.000 --> 00:16:18.000]  但是宣教士和牧師就告訴我們
[00:16:18.000 --> 00:16:22.000]  原來菲律賓有很多人聲稱自己是信耶穌
[00:16:22.000 --> 00:16:26.000]  但是他和耶穌是沒有真正的關係
[00:16:26.000 --> 00:16:28.000]  因為菲律賓是一個天主教的國家
[00:16:28.000 --> 00:16:30.000]  很多人覺得自己一出生就是天主教徒
[00:16:30.000 --> 00:16:32.000]  一出生就說自己信耶穌
[00:16:32.000 --> 00:16:36.000]  但是他們的生命和耶穌沒有真正的關係
[00:16:36.000 --> 00:16:38.000]  我記得當時我們去到菲律賓
[00:16:38.000 --> 00:16:40.000]  在路上有很多祭壇
[00:16:40.000 --> 00:16:43.000]  在那些祭壇他們會擺一個耶穌像
[00:16:43.000 --> 00:16:45.000]  又會擺一個聖母的照片
[00:16:45.000 --> 00:16:46.000]  然後再擺一個精靈
[00:16:46.000 --> 00:16:50.000]  然後他們會這樣向那些祭壇去拜
[00:16:50.000 --> 00:16:53.000]  希望得到他們想要的東西
[00:16:53.000 --> 00:16:55.000]  我就發現原來我們的信仰
[00:16:55.000 --> 00:16:57.000]  只是停留在表面
[00:16:57.000 --> 00:17:01.000]  我記得當我們去到San Pedro這個地方
[00:17:01.000 --> 00:17:04.000]  在當地有Pastor Ray和弟兄姊妹建立的教會
[00:17:04.000 --> 00:17:07.000]  San Pedro其實是彼得的意思
[00:17:07.000 --> 00:17:10.000]  原來那個地方他們有一個吉祥物
