
[00:00:00.000 --> 00:00:02.640]  在2015年的第一個字
[00:01:41.360 --> 00:01:45.240]  一百塊在香港人現在來說意義有多大呢
[00:01:45.240 --> 00:01:46.740]  今天早餐喫多少錢啊
[00:01:46.740 --> 00:01:48.040]  沒那麼豪 牧師
[00:01:48.040 --> 00:01:48.800]  下午呢
[00:01:48.800 --> 00:01:51.200]  到尾有 今晚啊
[00:01:51.200 --> 00:01:52.720]  很容易的一件事啊
[00:01:52.720 --> 00:01:53.980]  真的很容易的一件事
[00:01:53.980 --> 00:01:56.160]  特別是夜晚黑出去喫晚飯
[00:01:56.160 --> 00:01:57.000]  你明白嗎
[00:01:57.000 --> 00:02:00.260]  除非我們仍然永遠支持茶几這樣
[00:02:00.260 --> 00:02:01.760]  那還可以一百塊以內
[00:02:01.760 --> 00:02:04.640]  要不然一百塊是很容易的一件事
[00:02:04.640 --> 00:02:06.400]  在奉獻的裏面
[00:02:06.400 --> 00:02:07.840]  我們又怎麼用呢
[00:02:07.840 --> 00:02:09.560]  我一路在下面聽 我一路在想
[00:02:09.560 --> 00:02:10.760]  哎呀 昨晚臨睡
[00:02:10.760 --> 00:02:11.880]  我都準備練腦
[00:02:11.880 --> 00:02:13.600]  我按下按下
[00:02:13.600 --> 00:02:16.240]  我就訂了六七八塊錢的東西
[00:02:16.240 --> 00:02:19.200]  真是快過奉獻 是不是
[00:02:19.200 --> 00:02:20.480]  我坦白的那些不是我要的
[00:02:20.480 --> 00:02:23.240]  我買給老婆的
[00:02:23.240 --> 00:02:27.600]  又領功啊 多壞啊
[00:02:27.600 --> 00:02:28.760]  又或者到這一刻
[00:02:28.760 --> 00:02:29.800]  哇 牧師你一開場發
[00:02:29.800 --> 00:02:32.000]  說回剛纔奉獻的東西啊
[00:02:32.000 --> 00:02:32.880]  那你也呼應啊
[00:02:32.880 --> 00:02:33.720]  陳哥要執事
[00:02:33.720 --> 00:02:34.960]  那當然啦
[00:02:34.960 --> 00:02:37.200]  我們同工當然彼此呼應啊
[00:02:37.200 --> 00:02:38.760]  但是另一件事
[00:02:38.760 --> 00:02:40.480]  又調轉頭回到我最初的問題
[00:02:40.480 --> 00:02:41.720]  希望你沒忘記
[00:02:41.720 --> 00:02:43.240]  2015年第一個主日
[00:02:43.240 --> 00:02:44.200]  你來到神面前
[00:02:44.200 --> 00:02:44.920]  你到這一刻
[00:02:44.920 --> 00:02:46.640]  你收到些什麼
[00:02:46.640 --> 00:02:48.360]  你收到些什麼
[00:02:48.360 --> 00:02:49.560]  你拿到些什麼呢
[00:02:49.560 --> 00:02:50.480]  或者上帝
[00:02:50.480 --> 00:02:52.160]  由你進來這一刻
[00:02:52.160 --> 00:02:54.200]  一路在提醒你些什麼呢
[00:02:54.200 --> 00:02:56.440]  或者剛剛讀了一段聖經
[00:02:56.440 --> 00:02:57.240]  讀的時間
[00:02:57.240 --> 00:02:57.720]  他都說
[00:02:57.720 --> 00:02:58.200]  是咯
[00:02:58.200 --> 00:03:00.360]  就讀今年主題經文咯
[00:03:00.360 --> 00:03:02.200]  哎呀 其實這個主題經文很有趣的
[00:03:02.200 --> 00:03:03.520]  請你留意一下
[00:03:03.520 --> 00:03:04.640]  拿着聖經的
[00:03:04.640 --> 00:03:07.320]  請你夾着聖經
[00:03:07.320 --> 00:03:10.040]  路加坊的那個記載
[00:03:10.040 --> 00:03:13.040]  和議刷書的那個記載
[00:03:13.040 --> 00:03:15.360]  是不是完全一樣呢
[00:03:15.360 --> 00:03:16.640]  不是的
[00:03:16.640 --> 00:03:17.240]  不是的
[00:03:17.240 --> 00:03:18.000]  哦 糟糕了
[00:03:18.000 --> 00:03:19.280]  聖經的原文對了
[00:03:19.280 --> 00:03:20.920]  出來出事了
[00:03:20.920 --> 00:03:24.440]  當然這個有很多很多理由可以交代
[00:03:24.440 --> 00:03:27.440]  包括當日聖經不是用印刷機
[00:03:27.440 --> 00:03:28.480]  不是用相機拍
[00:03:28.480 --> 00:03:29.680]  不是掃描的
[00:03:29.680 --> 00:03:30.760]  是抄的
[00:03:30.760 --> 00:03:32.920]  可能部分自己抄錄的過程裏面
[00:03:32.920 --> 00:03:34.240]  是有出入
[00:03:34.240 --> 00:03:35.360]  但無改原意
[00:03:35.360 --> 00:03:36.840]  也可以包括
[00:03:36.840 --> 00:03:37.760]  喂 別忘記
[00:03:37.760 --> 00:03:39.080]  路加坊第四章那個
[00:03:39.080 --> 00:03:41.080]  是誰用議刷書的
[00:03:41.080 --> 00:03:43.200]  誰讀出來的
[00:03:43.200 --> 00:03:44.640]  耶穌讀出來的
[00:03:44.640 --> 00:03:46.440]  耶穌讀出來的
[00:03:46.440 --> 00:03:47.040]  神的旨
[00:03:47.040 --> 00:03:47.920]  讀的時候
[00:03:47.920 --> 00:03:48.760]  還要特別留意
[00:03:48.760 --> 00:03:50.400]  他是故意讀少一點的
[00:03:50.400 --> 00:03:51.080]  你會留意到
[00:03:51.080 --> 00:03:52.960]  他故意讀少一點
[00:03:52.960 --> 00:03:55.400]  就停頓下來的
[00:03:55.400 --> 00:03:56.800]  也包括
[00:03:56.800 --> 00:03:57.440]  其實
[00:03:57.440 --> 00:03:58.360]  在聖經的語文
[00:03:58.360 --> 00:03:59.520]  不要說聖經的語文
[00:03:59.520 --> 00:04:01.160]  中國人的語文都會是的
[00:04:01.160 --> 00:04:02.440]  同一隻字
[00:04:02.440 --> 00:04:03.640]  可以有幾個意思
[00:04:03.640 --> 00:04:05.120]  但同樣地
[00:04:05.120 --> 00:04:05.720]  是
[00:04:05.720 --> 00:04:07.040]  合用的
[00:04:07.040 --> 00:04:07.840]  所以你看議刷書
[00:04:07.840 --> 00:04:09.040]  第一章第一節那裏
[00:04:09.040 --> 00:04:10.360]  都寫明瞭
[00:04:10.360 --> 00:04:11.640]  貧窮的人
[00:04:11.640 --> 00:04:13.360]  本來在議刷書裏有謙卑的人
[00:04:13.360 --> 00:04:14.960]  但他又寫着貧窮的人
[00:04:14.960 --> 00:04:16.160]  在路加坊第四章
[00:04:16.160 --> 00:04:17.480]  他直接又寫了
[00:04:17.480 --> 00:04:19.800]  貧窮的人
[00:04:19.800 --> 00:04:20.480]  在今天裏面
[00:04:20.480 --> 00:04:22.200]  不是要做一個經文的比較
[00:04:22.200 --> 00:04:23.920]  也不是做一個關於
[00:04:23.920 --> 00:04:26.720]  新約聖經如何引用舊約
[00:04:26.720 --> 00:04:28.280]  這些是絕對可以回到囚院裏面
[00:04:28.280 --> 00:04:31.160]  我們慢慢上課學的一個課題
[00:04:31.160 --> 00:04:32.440]  反過來一件事就是
[00:04:32.440 --> 00:04:34.520]  耶穌當日
[00:04:34.520 --> 00:04:36.440]  按照路加坊第四章的記載
[00:04:36.440 --> 00:04:38.440]  其實在什麼處境下
[00:04:38.440 --> 00:04:41.960]  讀出這段聖經呢
[00:04:41.960 --> 00:04:46.720]  有聖經請你揭開路加坊第四章
[00:04:46.720 --> 00:04:47.880]  如果你是看着四章
[00:04:47.880 --> 00:04:50.840]  而不只是看着第十八節的話
[00:04:50.840 --> 00:04:53.400]  我很想你看看一件事
[00:04:53.400 --> 00:04:55.640]  在第十六節
[00:04:55.640 --> 00:04:56.400]  在第十六節
[00:04:56.400 --> 00:04:58.240]  其實有一個前文
[00:04:58.240 --> 00:04:59.560]  在交代處境
[00:04:59.560 --> 00:05:02.400]  耶穌剛剛開始服侍
[00:05:02.400 --> 00:05:03.360]  如果留意一件事
[00:05:03.360 --> 00:05:05.520]  耶穌在第四章開始受試探
[00:05:05.520 --> 00:05:08.240]  受試探之後開始有聖靈能力去報道
[00:05:08.240 --> 00:05:09.280]  很快的地方
[00:05:09.280 --> 00:05:10.840]  報完到服侍之後
[00:05:10.840 --> 00:05:11.760]  去到一個地方
[00:05:11.760 --> 00:05:12.920]  第十六節
[00:05:12.920 --> 00:05:14.640]  耶穌回到哪裏
[00:05:14.640 --> 00:05:19.760]  回鄉下
[00:05:19.760 --> 00:05:21.400]  他回到鄉下自己的地方
[00:05:21.400 --> 00:05:22.640]  他安息的時候
[00:05:22.640 --> 00:05:25.040]  就按照平常規矩進入會堂
[00:05:25.040 --> 00:05:28.520]  於是乎就唸了二創亞算
[00:05:28.520 --> 00:05:29.800]  有人說一件事就是
[00:05:29.800 --> 00:05:31.120]  在路加坊的記載
[00:05:31.120 --> 00:05:33.240]  路加醫生作爲作者
[00:05:33.240 --> 00:05:36.560]  他這個寫的次序
[00:05:36.560 --> 00:05:37.320]  是真的
[00:05:37.320 --> 00:05:38.320]  同一段記載
[00:05:38.320 --> 00:05:40.200]  四卷方書只有路加算有的
[00:05:40.200 --> 00:05:42.560]  馬太、馬可和約翰都沒有的
[00:05:42.560 --> 00:05:43.680]  很多人特別說的就是
[00:05:43.680 --> 00:05:45.920]  在路加安排當中
[00:05:45.920 --> 00:05:49.720]  耶穌用了二創亞書61章
[00:05:49.720 --> 00:05:55.600]  成爲了他作爲臣子的就職宣言
[00:05:55.600 --> 00:05:57.120]  就職宣言
[00:05:57.120 --> 00:05:58.640]  什麼叫做就職啊
[00:05:58.640 --> 00:06:01.920]  當有一個人要成爲某一個職務
[00:06:01.920 --> 00:06:04.880]  當某一個人要承擔某個身份的時候
[00:06:04.880 --> 00:06:07.480]  特別如果你在很多
[00:06:07.480 --> 00:06:08.160]  很官方
[00:06:08.160 --> 00:06:10.160]  特別留意一些西方的場合
[00:06:10.160 --> 00:06:11.560]  總統就職啊
[00:06:11.560 --> 00:06:12.920]  市長就職啊
[00:06:12.920 --> 00:06:14.720]  總有東西要說的
[00:06:14.720 --> 00:06:15.640]  要說些什麼
[00:06:15.640 --> 00:06:17.080]  他要說的就是要告訴別人
[00:06:17.080 --> 00:06:18.960]  我將要做些什麼
[00:06:18.960 --> 00:06:20.720]  我的任務如何
[00:06:20.720 --> 00:06:21.760]  按照路加方的序述
[00:06:21.760 --> 00:06:23.520]  在第四章這個過程裏面
[00:06:23.520 --> 00:06:26.480]  就是整個對話當中
[00:06:26.480 --> 00:06:28.640]  耶穌一直在第四章前
[00:06:28.640 --> 00:06:31.440]  沒有特別的公開發言
[00:06:31.440 --> 00:06:32.760]  有的頂洞就是
[00:06:32.760 --> 00:06:34.840]  可能你之前在看
[00:06:34.840 --> 00:06:36.400]  魔鬼撒旦在四十天
[00:06:36.400 --> 00:06:37.920]  禁食期間的那些對話
[00:06:37.920 --> 00:06:39.800]  你之前看到一件事就是
[00:06:39.800 --> 00:06:41.560]  他在聖殿裏面
[00:06:41.560 --> 00:06:43.920]  應該是耶穌在聖人禮當中跑掉了
[00:06:43.920 --> 00:06:46.200]  跟父母的對話
[00:06:46.200 --> 00:06:47.600]  耶穌公開的發言
[00:06:47.600 --> 00:06:50.560]  在整個路加方的安排當中
[00:06:50.560 --> 00:06:52.520]  整個安排的裏面
[00:06:52.520 --> 00:06:55.880]  就是在第十八節
[00:06:55.880 --> 00:06:57.480]  就是耶穌的安排
[00:06:57.480 --> 00:06:59.400]  路加的安排
[00:06:59.400 --> 00:07:00.440]  耶穌告訴你
[00:07:00.440 --> 00:07:02.200]  主的靈
[00:07:02.200 --> 00:07:03.160]  在我身上
[00:07:03.160 --> 00:07:05.640]  因爲祂用高高我
[00:07:05.640 --> 00:07:07.120]  這個字在中文裏面很煩的
[00:07:07.120 --> 00:07:08.520]  祂是用高高我
[00:07:08.520 --> 00:07:09.920]  第一個高者是名詞
[00:07:09.920 --> 00:07:12.040]  第二個高者是動詞
[00:07:12.040 --> 00:07:13.040]  你明白嗎
[00:07:13.040 --> 00:07:16.640]  就是用高尤來高抹祂
[00:07:16.640 --> 00:07:17.600]  什麼呀
[00:07:17.600 --> 00:07:21.600]  究竟耶穌說的什麼呀
[00:07:21.600 --> 00:07:23.240]  如果你熟悉舊約
[00:07:23.240 --> 00:07:24.360]  或者整個聖經傳統
[00:07:24.360 --> 00:07:25.920]  你會知道一件事
[00:07:25.920 --> 00:07:27.720]  剛纔說有人就職
[00:07:27.720 --> 00:07:28.960]  就職
[00:07:28.960 --> 00:07:30.640]  其實在聖經裏面
[00:07:30.640 --> 00:07:32.360]  以往也有不同的人就職的
[00:07:32.360 --> 00:07:35.560]  包括了君王或者祭司
[00:07:35.560 --> 00:07:37.880]  當皇帝要成爲皇帝
[00:07:37.880 --> 00:07:41.360]  祂是要被高尤高抹的
[00:07:41.360 --> 00:07:42.040]  所以如果你記得
[00:07:42.040 --> 00:07:43.200]  剛纔我說的
[00:07:43.200 --> 00:07:44.200]  薩姆爾記在裏面
[00:07:44.200 --> 00:07:45.960]  薩姆爾找到大衛
[00:07:45.960 --> 00:07:46.520]  認出
[00:07:46.520 --> 00:07:47.600]  哇 耶穌這個子
[00:07:47.600 --> 00:07:50.200]  這個兒子就是大衛做皇的時間
[00:07:50.200 --> 00:07:53.120]  薩姆爾即時對大衛做了什麼事
[00:07:53.120 --> 00:07:54.280]  高抹他
[00:07:54.280 --> 00:07:54.920]  高抹他
[00:07:54.920 --> 00:07:56.960]  確定他是皇
[00:07:56.960 --> 00:07:58.040]  舊約的大祭司
[00:07:58.040 --> 00:07:58.880]  由亞倫開始
[00:07:58.880 --> 00:07:59.600]  一樣是
[00:07:59.600 --> 00:08:01.000]  要成爲大祭司的時候
[00:08:01.000 --> 00:08:02.040]  一樣要被什麼
[00:08:02.040 --> 00:08:04.720]  用高尤高抹他
[00:08:04.720 --> 00:08:05.920]  而這個用字
[00:08:05.920 --> 00:08:07.120]  或者這個處境
[00:08:07.120 --> 00:08:08.720]  也同樣地成爲了
[00:08:08.720 --> 00:08:10.040]  我們常常說的
[00:08:10.040 --> 00:08:11.560]  聖靈充滿
[00:08:11.560 --> 00:08:13.080]  聖靈的高抹
[00:08:13.080 --> 00:08:14.640]  聖經的用字很有趣
[00:08:14.640 --> 00:08:15.680]  就是
[00:08:15.680 --> 00:08:17.200]  他經常喜歡的一件事就是
[00:08:17.200 --> 00:08:19.440]  將不同的字或者不同的東西
[00:08:19.440 --> 00:08:20.680]  成爲同一個意象
[00:08:20.680 --> 00:08:22.920]  在表達的一個信息
[00:08:22.920 --> 00:08:23.920]  包括在說
[00:08:23.920 --> 00:08:25.160]  聖靈來到的時候
[00:08:25.160 --> 00:08:26.480]  就好像高尤
[00:08:26.480 --> 00:08:27.960]  淋下來一樣
[00:08:27.960 --> 00:08:28.960]  薩姆爾是一箇中國人
[00:08:28.960 --> 00:08:30.040]  我這一類
[00:08:30.040 --> 00:08:32.640]  是很怕肥淋淋的東西
[00:08:32.640 --> 00:08:36.200]  最近天氣開始乾燥
[00:08:36.200 --> 00:08:37.680]  是不是乾燥了很久
[00:08:37.680 --> 00:08:38.520]  牧師聯國而已
[00:08:38.520 --> 00:08:40.520]  都乾燥了很久
[00:08:40.520 --> 00:08:42.120]  我發現我到了四十多歲
[00:08:42.120 --> 00:08:43.120]  現在這個日子
[00:08:43.120 --> 00:08:44.200]  就開始有個需要
[00:08:44.200 --> 00:08:45.400]  就是洗完澡
[00:08:45.400 --> 00:08:46.480]  是要
[00:08:46.480 --> 00:08:48.320]  要擦什麼
[00:08:48.320 --> 00:08:49.200]  面霜
[00:08:49.200 --> 00:08:50.240]  有太多名字了
[00:08:50.240 --> 00:08:51.120]  有些卸妝乳
[00:08:51.120 --> 00:08:51.840]  有些面霜
[00:08:51.840 --> 00:08:53.920]  有些身體乳
[00:08:53.920 --> 00:08:54.480]  一大串
[00:08:54.480 --> 00:08:55.800]  我是不懂得分辨的東西
[00:08:55.800 --> 00:08:58.360]  總之我的肝要擦一擦
[00:08:58.360 --> 00:09:00.120]  每一次擦完
[00:09:00.120 --> 00:09:02.080]  其實主要都是擦那些角頭位
[00:09:02.080 --> 00:09:03.960]  可以做一些肝的感覺
[00:09:03.960 --> 00:09:06.000]  擦完之後我發現我的手
[00:09:06.000 --> 00:09:08.520]  那一刻是我很討厭的
[00:09:08.520 --> 00:09:09.120]  我不知道
[00:09:09.120 --> 00:09:11.040]  是不是我的手滿滿面的
[00:09:11.040 --> 00:09:11.600]  滿滿面
[00:09:11.600 --> 00:09:11.920]  哇
[00:09:11.920 --> 00:09:12.920]  是不是整個面有
[00:09:12.920 --> 00:09:13.760]  我那段時間不過癮
[00:09:13.760 --> 00:09:14.600]  我的手
[00:09:14.600 --> 00:09:16.040]  有時候有壞習慣
[00:09:16.040 --> 00:09:17.320]  就掃一掃肚子
[00:09:17.320 --> 00:09:17.520]  哇
[00:09:17.520 --> 00:09:18.360]  是不是整件T恤
[00:09:18.360 --> 00:09:19.720]  整件衣服都是
[00:09:19.720 --> 00:09:20.680]  我覺得很難受
[00:09:20.680 --> 00:09:22.240]  我會立刻出去再洗手
[00:09:22.240 --> 00:09:23.560]  沖掉它
[00:09:23.560 --> 00:09:24.640]  我每一次這樣洗的時候
[00:09:24.640 --> 00:09:25.440]  我就想起
[00:09:25.440 --> 00:09:26.960]  剛纔說的情況
[00:09:26.960 --> 00:09:29.760]  爲什麼聖經會搞成這樣
[00:09:29.760 --> 00:09:31.400]  古代的伊斯蘭人
[00:09:31.400 --> 00:09:32.560]  是在說
[00:09:32.560 --> 00:09:34.360]  由頭到尾
[00:09:34.360 --> 00:09:36.160]  淋一些油下去
[00:09:36.160 --> 00:09:36.560]  哇
[00:09:36.560 --> 00:09:38.400]  肥膩度啊
[00:09:38.400 --> 00:09:39.360]  怎麼搞這件事
[00:09:39.360 --> 00:09:40.000]  當然你可以說
[00:09:40.000 --> 00:09:41.280]  一來是文化傳統
[00:09:41.280 --> 00:09:42.240]  二來那個處境
[00:09:42.240 --> 00:09:43.280]  真的幹到嚇死你了
[00:09:43.280 --> 00:09:43.840]  牧師
[00:09:43.840 --> 00:09:45.360]  我會明白的
[00:09:45.360 --> 00:09:47.640]  很多在聖經的背景裏面
[00:09:47.640 --> 00:09:49.520]  在我們掌握的裏面
[00:09:49.520 --> 00:09:51.360]  用現在我們眼界看
[00:09:51.360 --> 00:09:52.200]  實情
[00:09:52.200 --> 00:09:53.600]  真的很難受的
[00:09:53.600 --> 00:09:54.600]  怎麼整個人
[00:09:54.600 --> 00:09:55.960]  全身都是油
[00:09:55.960 --> 00:09:58.120]  泡滿了
[00:09:58.120 --> 00:09:59.560]  但是與此同時
[00:09:59.560 --> 00:10:01.120]  這樣偏偏又成爲了
[00:10:01.120 --> 00:10:01.960]  聖經裏面
[00:10:01.960 --> 00:10:05.360]  它在說聖靈來到的時候
[00:10:05.360 --> 00:10:06.680]  要給我們的意象
[00:10:06.680 --> 00:10:08.160]  當聖靈充滿
[00:10:08.160 --> 00:10:09.520]  或者聖靈飄沌
[00:10:09.520 --> 00:10:11.360]  或者聖靈在我身上
[00:10:11.360 --> 00:10:12.520]  用字的不同
[00:10:12.520 --> 00:10:13.760]  其實都是說同一件事的
[00:10:13.760 --> 00:10:15.760]  當聖靈來到的時候
[00:10:15.760 --> 00:10:16.840]  由以創下書到耶穌
[00:10:16.840 --> 00:10:17.920]  親自去說一件事
[00:10:17.920 --> 00:10:18.680]  都是好像
[00:10:18.680 --> 00:10:19.160]  一些油
[00:10:19.160 --> 00:10:20.240]  高沫一樣
[00:10:20.240 --> 00:10:23.960]  泡到你全身都是的
[00:10:23.960 --> 00:10:26.520]  很難脫的
[00:10:26.520 --> 00:10:27.800]  如果你在神社裏面長大
[00:10:27.800 --> 00:10:29.040]  或者在以往日子裏面
[00:10:29.040 --> 00:10:32.480]  這段聖經我們
[00:10:32.480 --> 00:10:33.640]  讀很多的
[00:10:33.640 --> 00:10:34.640]  講很多的
[00:10:34.640 --> 00:10:35.760]  很多時候講完之後
[00:10:35.760 --> 00:10:36.520]  很快的
[00:10:36.520 --> 00:10:38.480]  講完會很厲害地講聖靈充滿是怎樣的
[00:10:38.480 --> 00:10:39.760]  聖靈充滿之後有什麼表現
[00:10:39.760 --> 00:10:41.640]  聖靈充滿有什麼能力去服侍
[00:10:41.640 --> 00:10:42.280]  接着
[00:10:42.280 --> 00:10:43.360]  最後散場禱告
[00:10:43.360 --> 00:10:44.800]  我們就會爲人服侍禱告
[00:10:44.800 --> 00:10:45.360]  接着
[00:10:45.360 --> 00:10:47.080]  哪個聖靈充滿出來了
[00:10:47.080 --> 00:10:48.240]  甚至
[00:10:48.240 --> 00:10:49.560]  我們教會也有油的
[00:10:49.560 --> 00:10:50.920]  大家有沒有留意
[00:10:50.920 --> 00:10:52.240]  接着又爲他高滿
[00:10:52.240 --> 00:10:52.880]  有病的時候
[00:10:52.880 --> 00:10:54.160]  我們按照聖經的教導
[00:10:54.160 --> 00:10:56.360]  我們又爲他抹油
[00:10:56.360 --> 00:10:57.240]  我們都會做的
[00:10:57.240 --> 00:11:03.400]  我們在傳統裏面很習慣地在做這件事
[00:11:03.400 --> 00:11:04.800]  特別當在
[00:11:04.800 --> 00:11:05.920]  現在說回
[00:11:05.920 --> 00:11:06.880]  就快二十年了
[00:11:06.880 --> 00:11:07.680]  很害怕
[00:11:07.680 --> 00:11:09.920]  人都開始老
[00:11:09.920 --> 00:11:12.480]  在九十年代末的時候
[00:11:12.480 --> 00:11:13.360]  那段日子
[00:11:13.360 --> 00:11:15.680]  包括西環堂和香港的教會
[00:11:15.680 --> 00:11:18.400]  都在經歷一個很大的復興
[00:11:18.400 --> 00:11:19.160]  那時候這段聖經
[00:11:19.160 --> 00:11:20.800]  我們經常在不同的聚會里面
[00:11:20.800 --> 00:11:22.600]  聽到不同的牧師在講
[00:11:22.600 --> 00:11:23.480]  我也坐在下面
[00:11:23.480 --> 00:11:25.320]  有時候幫忙做敬拜隊
[00:11:25.320 --> 00:11:26.320]  還要唱
[00:11:26.320 --> 00:11:28.560]  那首歌叫做《主恩高》
[00:11:28.560 --> 00:11:29.640]  陳哥是這樣唱的
[00:11:29.640 --> 00:11:31.120]  主恩高
[00:11:31.120 --> 00:11:32.920]  往我身上
[00:11:32.920 --> 00:11:33.240]  對
[00:11:33.240 --> 00:11:35.200]  Alighting fall on me
[00:11:35.200 --> 00:11:35.960]  那個高滿
[00:11:35.960 --> 00:11:36.320]  哇
[00:11:36.320 --> 00:11:37.440]  輪不到我們
[00:11:37.440 --> 00:11:38.920]  要大家唱得很酷
[00:11:38.920 --> 00:11:40.960]  這首歌寫得很爵士
[00:11:40.960 --> 00:11:43.480]  很難唱的一件事
[00:11:43.480 --> 00:11:46.080]  但是大家又要扮得很有feel
[00:11:46.080 --> 00:11:47.600]  接着又出去服侍
[00:11:47.600 --> 00:11:50.080]  不是要笑自己或者笑對方
[00:11:50.080 --> 00:11:50.760]  而是
[00:11:50.760 --> 00:11:51.920]  在這種傳統裏面
[00:11:51.920 --> 00:11:54.280]  我們真的很在掌握這件事
[00:11:54.280 --> 00:11:55.160]  又或者反過來
[00:11:55.160 --> 00:11:56.480]  在很掌握的過程裏面
[00:11:56.480 --> 00:11:57.360]  要問一樣東西
[00:11:57.360 --> 00:11:59.760]  爲什麼耶穌就職
[00:11:59.760 --> 00:12:02.360]  或者爲什麼耶穌出去服侍的時間
[00:12:02.360 --> 00:12:04.320]  就開始要講的聖經
[00:12:04.320 --> 00:12:05.640]  就是這一段
[00:12:05.640 --> 00:12:07.400]  因爲一個很重要的東西就是
[00:12:07.400 --> 00:12:08.920]  如果耶穌的服侍
[00:12:08.920 --> 00:12:12.600]  本身都沒有聖靈的能力
[00:12:12.600 --> 00:12:14.560]  是不行的
[00:12:14.560 --> 00:12:16.000]  耶穌的服侍
[00:12:16.000 --> 00:12:18.200]  在《路加福音》整個敘述裏面
[00:12:18.200 --> 00:12:21.360]  祂都是聖靈能力的承載者
[00:12:21.360 --> 00:12:24.760]  祂承載着整個聖靈的能力
[00:12:24.760 --> 00:12:26.160]  去侍奉的
[00:12:26.160 --> 00:12:26.680]  當然
[00:12:26.680 --> 00:12:28.400]  這些比較仔細的敘述
[00:12:28.400 --> 00:12:31.560]  頂尖會請你們看一些學術的作品
[00:12:31.560 --> 00:12:33.520]  當我們看不同的
[00:12:33.520 --> 00:12:34.680]  特別的神智會寫的
[00:12:34.680 --> 00:12:36.600]  關於《路加福音》的記載的時候
[00:12:36.600 --> 00:12:38.040]  很清楚一件事
[00:12:38.040 --> 00:12:39.880]  耶穌整個的服侍
[00:12:39.880 --> 00:12:42.720]  是一個聖靈能力的承載者
[00:12:42.720 --> 00:12:45.880]  唯有聖靈的工作才讓耶穌懷孕
[00:12:45.880 --> 00:12:47.440]  唯有聖靈的工作
[00:12:47.440 --> 00:12:50.160]  當瑪利亞和爾利沙伯遇上的時間
[00:12:50.160 --> 00:12:51.880]  纔有那些跳動
[00:12:51.880 --> 00:12:53.520]  唯有聖靈的工作
[00:12:53.520 --> 00:12:58.560]  才讓整個服侍開始
[00:12:58.560 --> 00:13:01.800]  甚至剛纔說的40天的禁食祈禱
