
[00:00:00.000 --> 00:00:03.120]  今天的講題叫做「奇妙測試」
[00:01:49.280 --> 00:01:50.880]  我猜大家在你的聖誕節
[00:01:50.880 --> 00:01:53.000]  也有不同的記憶
[00:01:53.000 --> 00:01:56.840]  我記得我第一次拍拖的時候
[00:01:56.840 --> 00:01:58.280]  第一個聖誕
[00:01:58.280 --> 00:02:02.080]  就跟這個女朋友去紫夜彌撒
[00:02:02.080 --> 00:02:03.600]  我覺得很好
[00:02:03.600 --> 00:02:05.080]  在那裡很安靜
[00:02:05.080 --> 00:02:06.920]  在那裡經歷著那個
[00:02:06.920 --> 00:02:10.600]  真的是聖誕的感受
[00:02:10.600 --> 00:02:11.560]  也有很多人說
[00:02:11.560 --> 00:02:12.240]  聖誕節過去
[00:02:12.240 --> 00:02:14.000]  有很多朋友一起
[00:02:14.000 --> 00:02:15.560]  吃聖誕大餐
[00:02:15.560 --> 00:02:17.120]  或者開派對
[00:02:17.120 --> 00:02:18.400]  或者有人分享過
[00:02:18.400 --> 00:02:19.560]  以往我聽過
[00:02:19.560 --> 00:02:22.760]  是第一次去報佳音的那種感動
[00:02:22.760 --> 00:02:24.760]  在大都市中一唱
[00:02:24.760 --> 00:02:26.240]  很多人圍著他
[00:02:26.240 --> 00:02:28.560]  又或者報完佳音之後
[00:02:28.560 --> 00:02:31.720]  一起吃宵夜那種興奮
[00:02:31.720 --> 00:02:33.640]  又或者看燈飾
[00:02:33.640 --> 00:02:36.080]  來教會裡面一起說
[00:02:36.080 --> 00:02:39.120]  Merry Christmas那種興奮
[00:02:39.120 --> 00:02:41.040]  不過當然今年
[00:02:41.040 --> 00:02:43.160]  好像什麼都沒有了
[00:02:43.160 --> 00:02:44.640]  我們可能第一年
[00:02:44.640 --> 00:02:45.680]  第一次經歷
[00:02:45.680 --> 00:02:48.560]  什麼都沒有人跟你一起
[00:02:48.560 --> 00:02:50.360]  或者很少人
[00:02:50.360 --> 00:02:52.960]  或者不能出去吃聖誕餐
[00:02:52.960 --> 00:02:55.360]  或者不能報佳音
[00:02:55.360 --> 00:02:57.840]  或者不能吃宵夜
[00:02:57.840 --> 00:02:59.440]  又或者不能玩通宵
[00:02:59.440 --> 00:03:00.960]  根本就沒有車
[00:03:00.960 --> 00:03:03.520]  也不能回教會說
[00:03:03.520 --> 00:03:05.880]  Merry Christmas
[00:03:05.880 --> 00:03:09.640]  當然這個也是另類的奇妙
[00:03:09.640 --> 00:03:10.720]  你想想人生中
[00:03:10.720 --> 00:03:12.960]  可能沒有什麼聖誕
[00:03:12.960 --> 00:03:14.760]  是這樣過的
[00:03:14.760 --> 00:03:15.800]  當然這種奇妙
[00:03:15.800 --> 00:03:16.640]  有些人會覺得
[00:03:16.640 --> 00:03:20.000]  唉 真是很失望
[00:03:20.000 --> 00:03:22.200]  什麼都沒有
[00:03:22.200 --> 00:03:23.440]  不過我想說
[00:03:23.440 --> 00:03:25.040]  無論這個市況
[00:03:25.040 --> 00:03:26.120]  或者這個情況
[00:03:26.120 --> 00:03:27.360]  或者這個情景
[00:03:27.360 --> 00:03:32.560]  或者這個疫情是怎樣也好
[00:03:32.560 --> 00:03:36.400]  完全不減退聖經描述
[00:03:36.400 --> 00:03:39.080]  耶穌基督來
[00:03:39.080 --> 00:03:41.840]  成為奇妙
[00:03:41.840 --> 00:03:45.040]  測試這個奇妙
[00:03:45.040 --> 00:03:46.960]  如果用一幅畫來看
[00:03:46.960 --> 00:03:48.280]  應該是這樣的
[00:03:48.280 --> 00:03:50.160]  哇 很奇怪
[00:03:50.160 --> 00:03:51.640]  因為從來沒有人想到
[00:03:51.640 --> 00:03:55.080]  耶穌會用這樣的形態來到地上
[00:03:55.080 --> 00:03:57.680]  就算想到也不可以做到
[00:03:57.680 --> 00:04:00.120]  一個童貞女瑪利亞
[00:04:00.120 --> 00:04:03.000]  可以懷孕生子
[00:04:03.000 --> 00:04:06.120]  這個奇妙測試
[00:04:06.120 --> 00:04:11.440]  其實描述是耶穌出生前800年
[00:04:11.440 --> 00:04:14.760]  在以賽亞書《易經》預言
[00:04:14.760 --> 00:04:16.240]  我們不如看一看
[00:04:16.240 --> 00:04:18.080]  這一節的經文
[00:04:18.080 --> 00:04:20.080]  究竟祂怎麼說
[00:04:20.080 --> 00:04:20.760]  我們一起讀
[00:04:20.760 --> 00:04:23.800]  和在以賽亞書九章第六節
[00:04:23.800 --> 00:04:24.400]  我們一起讀
[00:04:24.400 --> 00:04:25.760]  預備起
[00:04:25.760 --> 00:04:29.600]  因有一英孩為我們而生
[00:04:29.600 --> 00:04:32.000]  有一子賜給我們
[00:04:32.000 --> 00:04:35.880]  政權必擔在他的肩頭上
[00:04:35.880 --> 00:04:39.040]  他名稱為奇妙測試
[00:04:39.040 --> 00:04:40.680]  全能的神
[00:04:40.680 --> 00:04:42.560]  永在的父
[00:04:42.560 --> 00:04:46.000]  和平的君
[00:04:46.000 --> 00:04:46.480]  很有趣
[00:04:46.480 --> 00:04:49.320]  當我們看這段聖經短短的一節
[00:04:49.320 --> 00:04:51.800]  祂說了很多東西
[00:04:51.800 --> 00:04:52.480]  很多東西
[00:04:52.480 --> 00:04:55.120]  第一祂說有一個英孩
[00:04:55.120 --> 00:04:58.760]  為我們而生已經很奇怪
[00:04:58.760 --> 00:05:00.280]  我猜我們坐在這裡
[00:05:00.280 --> 00:05:01.000]  或者在家裡
[00:05:01.000 --> 00:05:04.520]  每個電影節目都曾經是英孩
[00:05:04.520 --> 00:05:08.360]  又或者你作為父母生過英孩
[00:05:08.360 --> 00:05:13.160]  不過從來沒有英孩是為地上所有人的
[00:05:13.160 --> 00:05:13.960]  你想想
[00:05:13.960 --> 00:05:16.040]  你問問你父母生你
[00:05:16.040 --> 00:05:17.400]  其實我生你
[00:05:17.400 --> 00:05:20.880]  你想著為所有全球的人
[00:05:20.880 --> 00:05:21.600]  我真的沒聽過
[00:05:21.600 --> 00:05:22.760]  也不會
[00:05:22.760 --> 00:05:24.520]  通常為一個家
[00:05:24.520 --> 00:05:25.640]  很愛他
[00:05:25.640 --> 00:05:27.080]  很想出生
[00:05:27.080 --> 00:05:29.960]  但是這裡的描述很有趣
[00:05:29.960 --> 00:05:35.720]  是賜給我們每一個的
[00:05:35.720 --> 00:05:38.680]  當然你說你賜給我
[00:05:38.680 --> 00:05:40.760]  是不是等於我要
[00:05:40.760 --> 00:05:42.840]  是不是我喜歡
[00:05:42.840 --> 00:05:45.920]  如果你給我們一份禮物
[00:05:45.920 --> 00:05:47.600]  去到你家裡
[00:05:47.600 --> 00:05:50.360]  接著順風送一份禮物給你
[00:05:50.360 --> 00:05:51.800]  當你一打開
[00:05:51.800 --> 00:05:54.560]  你會看到原來這份禮物的裡面
[00:05:54.560 --> 00:05:56.160]  是這樣的東西
[00:05:56.160 --> 00:05:58.760]  我不知道你喜不喜歡
[00:05:58.760 --> 00:06:02.440]  你送給我也要我喜歡才行
[00:06:02.440 --> 00:06:06.160]  而且聖經以塞雅書描述
[00:06:06.160 --> 00:06:07.200]  祂這樣說
[00:06:07.200 --> 00:06:09.880]  祂說這個英孩賜給你
[00:06:09.880 --> 00:06:11.040]  送給你
[00:06:11.040 --> 00:06:11.960]  祂這樣說
[00:06:11.960 --> 00:06:14.040]  主自己要給你一個兆頭
[00:06:14.040 --> 00:06:18.360]  必有童女懷孕生子
[00:06:18.360 --> 00:06:20.640]  給他起名叫
[00:06:20.640 --> 00:06:24.320]  以馬來尼
[00:06:24.320 --> 00:06:26.040]  就是神與你同在
[00:06:26.040 --> 00:06:26.800]  就是說
[00:06:26.800 --> 00:06:28.280]  如果送一份禮物給你
[00:06:28.280 --> 00:06:28.800]  你不喜歡
[00:06:28.800 --> 00:06:32.160]  還要常常與你同在
[00:06:32.160 --> 00:06:34.160]  你睡覺也同在
[00:06:34.160 --> 00:06:35.920]  你的枕頭也同在
[00:06:35.920 --> 00:06:37.960]  就是這一疊這樣的東西
[00:06:37.960 --> 00:06:39.120]  不過如果你很喜歡昆蟲
[00:06:39.120 --> 00:06:41.400]  可能你會很喜歡
[00:06:41.400 --> 00:06:42.560]  但是聖經說的不是
[00:06:42.560 --> 00:06:46.360]  剛才說到祂的名字很清楚
[00:06:46.360 --> 00:06:48.920]  奇妙的測試
[00:06:48.920 --> 00:06:51.040]  全能的神
[00:06:51.040 --> 00:06:52.800]  永在的父
[00:06:52.800 --> 00:06:55.120]  和平之君
[00:06:55.120 --> 00:06:56.120]  所以不是這樣的
[00:06:56.120 --> 00:06:59.280]  祂給我們是好的東西
[00:06:59.280 --> 00:07:01.040]  是同在的禮物
[00:07:01.040 --> 00:07:02.280]  是喜歡的
[00:07:02.280 --> 00:07:04.120]  我不知道大家喜不喜歡這些
[00:07:04.120 --> 00:07:05.600]  我選擇我喜歡而已
[00:07:05.600 --> 00:07:06.440]  你不喜歡呢
[00:07:06.440 --> 00:07:08.040]  我選擇你喜歡
[00:07:08.040 --> 00:07:09.560]  有水果
[00:07:09.560 --> 00:07:11.040]  應該是日本那些
[00:07:11.040 --> 00:07:13.040]  朱古力
[00:07:13.040 --> 00:07:14.880]  吃了不胖就好了
[00:07:14.880 --> 00:07:17.040]  他說這是一個好的東西
[00:07:17.040 --> 00:07:18.280]  剛才的描述
[00:07:18.280 --> 00:07:20.600]  而且這個名字
[00:07:20.600 --> 00:07:21.640]  一會兒見到
[00:07:21.640 --> 00:07:24.600]  名稱為奇妙測試
[00:07:24.600 --> 00:07:26.680]  名字在希伯來語文來說
[00:07:26.680 --> 00:07:28.000]  Shem 祂的名字
[00:07:28.000 --> 00:07:29.480]  是代表祂的特性
[00:07:29.480 --> 00:07:30.880]  是祂的傳人
[00:07:30.880 --> 00:07:31.920]  而且他說
[00:07:31.920 --> 00:07:35.440]  祂會將政權都改變
[00:07:35.440 --> 00:07:37.760]  政權的方向想法
[00:07:37.760 --> 00:07:40.760]  必擔在他的肩頭上
[00:07:40.760 --> 00:07:42.560]  沒有這樣的東西
[00:07:42.560 --> 00:07:44.360]  沒有人生過小朋友
[00:07:44.360 --> 00:07:46.360]  所有人都是有份
[00:07:46.360 --> 00:07:48.400]  也不會有人生過小朋友
[00:07:48.400 --> 00:07:49.840]  是會改變
[00:07:49.840 --> 00:07:51.720]  從古至今
[00:07:51.720 --> 00:07:54.720]  政權的方向想法
[00:07:54.720 --> 00:07:56.440]  又或者可以這樣說
[00:07:56.440 --> 00:07:58.760]  耶穌已經開始
[00:07:58.760 --> 00:08:01.680]  神的國
[00:08:01.680 --> 00:08:02.800]  究竟
[00:08:02.800 --> 00:08:05.600]  剛才我們說到這幾個名字
[00:08:05.600 --> 00:08:07.360]  奇妙測試
[00:08:07.360 --> 00:08:09.160]  全能的神
[00:08:09.160 --> 00:08:10.880]  永在的父
[00:08:10.880 --> 00:08:13.000]  和平之君
[00:08:13.000 --> 00:08:13.680]  說些什麼
[00:08:13.680 --> 00:08:16.600]  我今天只分享一個
[00:08:16.600 --> 00:08:19.400]  奇妙測試
[00:08:19.400 --> 00:08:22.240]  奇妙如果直譯為Wonderful
[00:08:22.240 --> 00:08:23.120]  我們記得了
[00:08:23.120 --> 00:08:26.600]  是良木才是How Wonderful
[00:08:26.600 --> 00:08:27.800]  就是說你看到的東西
[00:08:27.800 --> 00:08:29.760]  是超越你的期望
[00:08:29.760 --> 00:08:31.560]  超越你所想
[00:08:31.560 --> 00:08:34.160]  是Beyond imagination
[00:08:34.160 --> 00:08:36.160]  是Beyond expectation
[00:08:36.160 --> 00:08:36.960]  是超越了
[00:08:36.960 --> 00:08:37.880]  就是你看到的
[00:08:37.880 --> 00:08:40.640]  哇!這麼奇妙?
[00:08:40.640 --> 00:08:42.640]  哇!這樣也行?
[00:08:42.640 --> 00:08:45.120]  Counselor測試
[00:08:45.120 --> 00:08:46.120]  是說什麼呢?
[00:08:46.120 --> 00:08:48.800]  是會帶領一個方向
[00:08:48.800 --> 00:08:50.720]  有一個方法
[00:08:50.720 --> 00:08:53.680]  有一個方案
[00:08:53.680 --> 00:08:55.640]  究竟耶穌來的時候
[00:08:55.640 --> 00:08:58.600]  我們從耶穌道成肉身的身上
[00:08:58.600 --> 00:09:02.200]  看到什麼這麼奇妙呢?
[00:09:02.200 --> 00:09:03.840]  我今天
[00:09:03.840 --> 00:09:07.600]  引用了耶穌在地上有幾個片段
[00:09:07.600 --> 00:09:09.120]  當然有很多
[00:09:09.120 --> 00:09:10.760]  而祂這幾個片段
[00:09:10.760 --> 00:09:12.320]  正正指出
[00:09:12.320 --> 00:09:15.160]  祂所作的是匪夷所思
[00:09:15.160 --> 00:09:17.120]  正正告訴我們
[00:09:17.120 --> 00:09:20.000]  上帝在我們中間在想些什麼
[00:09:20.000 --> 00:09:21.120]  第一個片段
[00:09:21.120 --> 00:09:24.440]  我們看看
[00:09:24.440 --> 00:09:26.800]  就是這段經文
[00:09:26.800 --> 00:09:29.080]  是當時說耶穌已經來到
[00:09:29.080 --> 00:09:32.400]  被釘伏活未升天前
[00:09:32.400 --> 00:09:33.880]  其中的一幕
[00:09:33.880 --> 00:09:35.560]  祂想跟我們說些什麼
[00:09:35.560 --> 00:09:36.760]  祂點奇妙?
[00:09:36.760 --> 00:09:38.000]  我們一起讀
[00:10:06.800 --> 00:10:09.040]  這個片段有什麼特別呢?
[00:10:09.040 --> 00:10:10.400]  非常特別
[00:10:10.400 --> 00:10:14.120]  因為我們看到一個狀況
[00:10:14.120 --> 00:10:19.480]  一個耶穌在岸上煮飯
[00:10:19.480 --> 00:10:21.440]  我們說耶穌煮飯
[00:10:21.440 --> 00:10:23.280]  祂在岸上煮飯
[00:10:23.280 --> 00:10:24.840]  祂在岸上煮飯
[00:10:24.840 --> 00:10:26.400]  祂在岸上煮飯
[00:10:26.400 --> 00:10:27.760]  祂在岸上煮飯
[00:10:27.760 --> 00:10:29.080]  祂在岸上煮飯
[00:10:29.080 --> 00:10:30.080]  祂在岸上煮飯
[00:10:30.080 --> 00:10:31.080]  祂在岸上煮飯
[00:10:31.080 --> 00:10:32.080]  祂在岸上煮飯
[00:10:32.080 --> 00:10:33.080]  祂在岸上煮飯
[00:10:33.080 --> 00:10:34.080]  祂在岸上煮飯
[00:10:34.080 --> 00:10:35.080]  祂在岸上煮飯
[00:10:35.080 --> 00:10:36.080]  祂在岸上煮飯
[00:10:36.080 --> 00:10:37.080]  耶穌在岸上煮飯
[00:10:37.080 --> 00:10:39.920]  有什麼奇怪的呢?
[00:10:39.920 --> 00:10:43.520]  你有沒有看到耶穌煮過飯?
[00:10:43.520 --> 00:10:45.520]  除了這個描述
[00:10:45.520 --> 00:10:46.880]  沒有的
[00:10:46.880 --> 00:10:48.800]  為什麼耶穌會在那裡煮飯呢?
[00:10:48.800 --> 00:10:52.800]  如果我們知道這個片段的背景
[00:10:52.800 --> 00:10:54.640]  你就會很驚訝
[00:10:54.640 --> 00:10:58.640]  因為當時在說耶穌和祂的門徒
[00:10:58.640 --> 00:11:01.640]  過去三年同行同住
[00:11:01.640 --> 00:11:02.920]  同冒險
[00:11:02.920 --> 00:11:04.680]  同笑同哭
[00:11:04.680 --> 00:11:10.000]  又是師父又是好友的一群人
[00:11:10.000 --> 00:11:14.840]  就是在耶穌落難的時刻
[00:11:14.840 --> 00:11:21.360]  所有人都離棄視耶穌為陌路人
[00:11:21.360 --> 00:11:22.760]  我不知道你有沒有試過
[00:11:22.760 --> 00:11:25.760]  在人生中有困難的時刻
[00:11:25.760 --> 00:11:27.880]  可能是大病
[00:11:27.880 --> 00:11:33.440]  可能在人生中面對工作或家庭有很大的挑戰
[00:11:33.440 --> 00:11:38.120]  我相信我們當在人生困難的時刻
[00:11:38.120 --> 00:11:41.640]  我們會期望我們的親友好朋友
[00:11:41.640 --> 00:11:44.760]  跟你並肩作戰
[00:11:44.760 --> 00:11:46.080]  當然
[00:11:46.080 --> 00:11:48.000]  耶穌看似落難
[00:11:48.000 --> 00:11:49.360]  耶穌早就知道
[00:11:49.360 --> 00:11:50.560]  也有祂的安排
[00:11:50.560 --> 00:11:53.800]  但是在極具困難的時刻
[00:11:53.800 --> 00:11:55.400]  被出賣的時刻
[00:11:55.400 --> 00:11:58.760]  竟然這群人都離開了
[00:11:58.760 --> 00:12:00.760]  在走散中
[00:12:00.760 --> 00:12:01.560]  很奇怪
[00:12:01.560 --> 00:12:03.000]  在這個片段
[00:12:03.000 --> 00:12:04.440]  當這群人走散
[00:12:04.440 --> 00:12:08.120]  我猜他們都非常奇怪和內疚
[00:12:08.120 --> 00:12:11.440]  如果你在困難中
[00:12:11.440 --> 00:12:14.000]  也有很多人離棄你
[00:12:14.000 --> 00:12:17.360]  可能我們的反應是很沮喪
[00:12:17.360 --> 00:12:18.560]  很憤怒
[00:12:18.560 --> 00:12:20.520]  或者我們的反應
[00:12:20.520 --> 00:12:23.600]  會表達不想再見這群人
[00:12:23.600 --> 00:12:25.400]  不過耶穌做了什麼
[00:12:25.400 --> 00:12:26.000]  很有趣
[00:12:26.000 --> 00:12:27.320]  第一
[00:12:27.320 --> 00:12:31.080]  就是這群人在落難、失落
[00:12:31.080 --> 00:12:32.840]  內疚、沮喪
[00:12:32.840 --> 00:12:35.360]  並且回到做老本行
[00:12:35.360 --> 00:12:37.720]  捉魚的時刻
[00:12:37.720 --> 00:12:39.560]  耶穌就出現了
[00:12:39.560 --> 00:12:40.440]  有什麼特別?
[00:12:40.440 --> 00:12:42.760]  特別的是
[00:12:42.760 --> 00:12:47.080]  我們常常要回教會去敬拜主
[00:12:47.080 --> 00:12:48.600]  看到主嗎?
[00:12:48.600 --> 00:12:50.320]  在教會見到
[00:12:50.320 --> 00:12:53.320]  常常要查經經歷主
[00:12:53.320 --> 00:12:54.160]  見到主嗎?
[00:12:54.160 --> 00:12:55.400]  見到
[00:12:55.400 --> 00:12:56.480]  我記得早兩天
[00:12:56.480 --> 00:12:58.880]  當Pastor Irene和Pastor Arthur
[00:12:58.880 --> 00:13:01.840]  帶領我們去學習查經
[00:13:01.840 --> 00:13:03.600]  我立即很感動見到主
[00:13:03.600 --> 00:13:04.960]  是的
[00:13:04.960 --> 00:13:06.920]  不過很奇妙
[00:13:06.920 --> 00:13:08.520]  在那個時刻
[00:13:08.520 --> 00:13:09.840]  當他們很失落
[00:13:09.840 --> 00:13:12.360]  不在教會
[00:13:12.360 --> 00:13:17.880]  耶穌就在他們日常生活中找他們
[00:13:17.880 --> 00:13:20.360]  因為人可能當他失落到
[00:13:20.360 --> 00:13:22.560]  連教會也不想回
[00:13:22.560 --> 00:13:24.120]  人也不想見
[00:13:24.120 --> 00:13:25.920]  弟兄姊妹也不想碰
[00:13:25.920 --> 00:13:29.160]  自己的內心也不想觸摸
[00:13:29.160 --> 00:13:31.920]  神也在那裡
[00:13:31.920 --> 00:13:33.040]  而很奇妙的
[00:13:33.040 --> 00:13:34.880]  耶穌出現的方法
[00:13:34.880 --> 00:13:36.640]  從來沒有這樣出現過
[00:13:36.640 --> 00:13:39.880]  就是去煮東西吃
[00:13:39.880 --> 00:13:40.920]  我不知道你想起
[00:13:40.920 --> 00:13:44.240]  哪個家常常煮東西給你吃
[00:13:44.240 --> 00:13:47.600]  又或者你常常煮東西給誰吃
[00:13:47.600 --> 00:13:50.760]  那個應該也是你所愛的人
[00:13:50.760 --> 00:13:53.160]  耶穌不是一個廚師
[00:13:53.160 --> 00:13:55.880]  祂是一個木匠
[00:13:55.880 --> 00:13:58.360]  但是祂選擇在那裡煮早餐
[00:13:58.360 --> 00:14:00.520]  因為祂知道那一刻
[00:14:00.520 --> 00:14:03.680]  他們已經一夜去打魚
[00:14:03.680 --> 00:14:05.880]  很疲乏
[00:14:05.880 --> 00:14:08.720]  祂讓他們再次重新有力
[00:14:08.720 --> 00:14:11.320]  而這段經文給我們看到一樣很有趣的事
[00:14:11.320 --> 00:14:14.200]  就是當他們還沒打到魚回來
[00:14:14.200 --> 00:14:17.600]  在岸上已經有炭火
[00:14:17.600 --> 00:14:19.600]  有魚和有餅
[00:14:19.600 --> 00:14:21.080]  那些魚不是他們給
[00:14:21.080 --> 00:14:24.360]  已經一早準備
[00:14:24.360 --> 00:14:25.840]  耶穌準備了
[00:14:25.840 --> 00:14:28.120]  而這條魚是聖彼得魚
[00:14:28.120 --> 00:14:31.240]  他們也很明白當時的文化
[00:14:31.240 --> 00:14:32.360]  一吃就知道是什麼
[00:14:32.360 --> 00:14:34.880]  就像我們今天中國人一吃
[00:14:34.880 --> 00:14:36.800]  哇 油炸鬼
[00:14:36.800 --> 00:14:38.160]  白粥
[00:14:38.160 --> 00:14:38.920]  腸粉
[00:14:38.920 --> 00:14:39.960]  我現在減肥不吃了
[00:14:39.960 --> 00:14:40.840]  真慘
[00:14:40.840 --> 00:14:43.280]  哇 很溫暖
[00:14:43.280 --> 00:14:44.920]  在那個時候
[00:14:44.920 --> 00:14:46.080]  其實你想一下
[00:14:46.080 --> 00:14:47.960]  為什麼耶穌會這樣選擇
[00:14:47.960 --> 00:14:50.880]  其實帶有很多不同的選擇
[00:14:50.880 --> 00:14:52.120]  祂可以出現
[00:14:52.120 --> 00:14:53.680]  祂大可以出現的時候
[00:14:53.680 --> 00:14:55.800]  當祂的門徒在那裡打魚
[00:14:55.800 --> 00:14:57.280]  又捉不到的時候
[00:14:57.280 --> 00:15:00.840]  就像當天祂再刮起風暴
[00:15:00.840 --> 00:15:03.400]  接著天上有把大聲說
[00:15:03.400 --> 00:15:05.400]  你們不聽我的話
[00:15:05.400 --> 00:15:08.200]  當天我在船中就平靜風浪
[00:15:08.200 --> 00:15:10.040]  今天你們不理我
[00:15:10.040 --> 00:15:11.520]  所以你們沉船吧
[00:15:11.520 --> 00:15:13.280]  也可以
[00:15:13.280 --> 00:15:15.160]  又或者祂可以大聲說
[00:15:15.160 --> 00:15:18.240]  你們快點回去服侍我
[00:15:18.240 --> 00:15:21.800]  在天上就像耶穌受浸天父的聲音
[00:15:21.800 --> 00:15:25.120]  叫得人都很驚訝
[00:15:25.120 --> 00:15:26.960]  但是祂沒有這樣做
[00:15:26.960 --> 00:15:30.280]  祂選擇在岸上等祂
[00:15:30.280 --> 00:15:32.720]  祂大可以又在岸上等祂
[00:15:32.720 --> 00:15:33.920]  不煮東西吃
[00:15:33.920 --> 00:15:35.440]  叫你回來
[00:15:35.440 --> 00:15:37.320]  但是祂做了很多事
[00:15:37.320 --> 00:15:38.680]  煮東西吃
[00:15:38.680 --> 00:15:40.440]  讓他們找到魚
[00:15:40.440 --> 00:15:42.480]  並且不是用祂的魚
[00:15:42.480 --> 00:15:44.040]  先準備了魚
[00:15:44.040 --> 00:15:46.080]  那為什麼又要祂拿魚
[00:15:46.080 --> 00:15:47.720]  因為要他們數一下
[00:15:47.720 --> 00:15:49.400]  究竟有多少條魚
[00:15:49.400 --> 00:15:52.600]  那些就是恩典
[00:15:52.600 --> 00:15:55.640]  第一件事我很想大家知道
[00:15:55.640 --> 00:15:58.440]  這個奇妙測試告訴我們
[00:15:58.440 --> 00:16:02.160]  就是我們這樣的樣子
[00:16:02.160 --> 00:16:03.960]  我們覺得我們多不配
[00:16:03.960 --> 00:16:05.880]  多爛
[00:16:05.880 --> 00:16:07.320]  都足夠了
[00:16:07.320 --> 00:16:09.720]  祂都會來找我們
[00:16:09.720 --> 00:16:14.760]  就是這樣就足夠了
[00:16:14.760 --> 00:16:16.680]  我記得有一位牧者
[00:16:16.680 --> 00:16:17.520]  也是我的好朋友
[00:16:17.520 --> 00:16:19.520]  有一次跟我分享
[00:16:19.520 --> 00:16:21.320]  他說當他在服侍
[00:16:21.320 --> 00:16:23.280]  在信仰的路程
[00:16:23.280 --> 00:16:27.280]  他曾經經歷了一段很長時間的黑暗期
[00:16:27.280 --> 00:16:29.000]  很疑惑
[00:16:29.000 --> 00:16:30.280]  很困難
[00:16:30.280 --> 00:16:32.840]  裡面有很多時候
[00:16:32.840 --> 00:16:35.880]  以越界裡面很懷疑
[00:16:35.880 --> 00:16:37.360]  究竟有沒有走錯
[00:16:37.360 --> 00:16:40.280]  人生是怎麼走
[00:16:40.280 --> 00:16:42.440]  當他一直在尋索
[00:16:42.440 --> 00:16:44.120]  在困難中
[00:16:44.120 --> 00:16:45.200]  他有一天
[00:16:45.200 --> 00:16:47.040]  他就靈修
[00:16:47.040 --> 00:16:50.200]  靈修的時候他聽到主跟他說
[00:16:50.200 --> 00:16:54.880]  你要憑著信心走,不是憑眼所見
[00:16:54.880 --> 00:16:59.840]  因為信心是所望之至的實體
[00:16:59.840 --> 00:17:02.440]  是希伯來書11章第一節
[00:17:02.440 --> 00:17:03.320]  但是他說
[00:17:03.320 --> 00:17:04.880]  我有沒有聽錯呢
[00:17:04.880 --> 00:17:06.760]  我不是自己想的嗎
[00:17:06.760 --> 00:17:08.160]  他在懷疑
[00:17:08.160 --> 00:17:11.120]  因為當我們有時候連上帝都不想理
