
[00:00:00.000 --> 00:00:10.000]  是一個過程 神的形象是可以落實在一個人的裏面
[00:03:05.000 --> 00:03:08.000]  落實在這個人身上
[00:03:08.000 --> 00:03:13.000]  在那個落實的過程裏面
[00:03:13.000 --> 00:03:14.000]  是包括很多東西的
[00:03:14.000 --> 00:03:16.000]  包括拆毀
[00:03:16.000 --> 00:03:18.000]  包括建造
[00:03:18.000 --> 00:03:20.000]  包括補償
[00:03:20.000 --> 00:03:21.000]  包括重建
[00:03:21.000 --> 00:03:23.000]  包括醫治
[00:03:23.000 --> 00:03:26.000]  因為很多的手腳要做完
[00:03:26.000 --> 00:03:30.000]  那個就會落實
[00:03:30.000 --> 00:03:34.000]  這裏就包括很多的動作
[00:03:34.000 --> 00:03:36.000]  human person
[00:03:36.000 --> 00:03:37.000]  我又要再說
[00:03:37.000 --> 00:03:39.000]  人是怎樣看呢
[00:03:39.000 --> 00:03:40.000]  即是說
[00:03:40.000 --> 00:03:44.000]  在這樣的生命塗造的過程裏面
[00:03:44.000 --> 00:03:48.000]  落實有很多的手腳和動作會參與到
[00:03:48.000 --> 00:03:50.000]  然後這個人參與
[00:03:50.000 --> 00:03:52.000]  我們要怎樣看他呢
[00:03:52.000 --> 00:03:55.000]  一個人怎樣看呢
[00:03:55.000 --> 00:03:57.000]  我們會說到
[00:03:57.000 --> 00:04:02.000]  我們在說栽培基督徒生命
[00:04:02.000 --> 00:04:06.000]  我們現在在說栽培基督徒生命
[00:04:06.000 --> 00:04:10.000]  你見到人來到你的教會
[00:04:10.000 --> 00:04:11.000]  做禮拜
[00:04:11.000 --> 00:04:13.000]  你見到他上慕道班
[00:04:13.000 --> 00:04:15.000]  你見到他參加門訓
[00:04:15.000 --> 00:04:16.000]  你見到他去傳福音
[00:04:16.000 --> 00:04:18.000]  所有的活動
[00:04:18.000 --> 00:04:21.000]  你都是很想栽培基督徒的生命
[00:04:21.000 --> 00:04:24.000]  而這個基督徒我們要怎樣看他呢
[00:04:24.000 --> 00:04:26.000]  我們不能夠只看他
[00:04:26.000 --> 00:04:28.000]  他只是說聖經
[00:04:28.000 --> 00:04:29.000]  不可以的
[00:04:29.000 --> 00:04:31.000]  不只是說靈
[00:04:31.000 --> 00:04:32.000]  他還有包括
[00:04:32.000 --> 00:04:34.000]  他有body的
[00:04:34.000 --> 00:04:36.000]  即是他有肉體的
[00:04:36.000 --> 00:04:39.000]  他裏面有心性的
[00:04:39.000 --> 00:04:41.000]  有心性的
[00:04:41.000 --> 00:04:44.000]  也有他的腦的力量的
[00:04:44.000 --> 00:04:46.000]  智能的
[00:04:46.000 --> 00:04:51.000]  他這個人有社會人際的
[00:04:51.000 --> 00:04:53.000]  那方面的
[00:04:53.000 --> 00:04:56.000]  然後他有靈明的
[00:04:56.000 --> 00:04:59.000]  我們逐一稍微說一下
[00:04:59.000 --> 00:05:01.000]  即是說一個人
[00:05:01.000 --> 00:05:02.000]  你見到他的時候
[00:05:02.000 --> 00:05:03.000]  你見到他肉體
[00:05:03.000 --> 00:05:06.000]  肉體裏面有器官
[00:05:06.000 --> 00:05:10.000]  有他整個人的身體
[00:05:10.000 --> 00:05:13.000]  有他男女的性別
[00:05:13.000 --> 00:05:15.000]  有他的年紀
[00:05:15.000 --> 00:05:18.000]  有他的基因
[00:05:18.000 --> 00:05:19.000]  Gene
[00:05:19.000 --> 00:05:22.000]  這些全部都定了這個人
[00:05:22.000 --> 00:05:23.000]  他會怎樣表現的
[00:05:23.000 --> 00:05:25.000]  你怎樣跟他接觸
[00:05:25.000 --> 00:05:28.000]  如果那個人一生出來
[00:05:28.000 --> 00:05:32.000]  就肉體上有缺陷
[00:05:32.000 --> 00:05:36.000]  譬如他沒有半邊胃
[00:05:36.000 --> 00:05:39.000]  或者他的食道窄一點的
[00:05:39.000 --> 00:05:41.000]  他的腿低了
[00:05:41.000 --> 00:05:43.000]  他的腦想不到東西的
[00:05:43.000 --> 00:05:45.000]  他的眼睛看不見
[00:05:45.000 --> 00:05:50.000]  都影響他這個人的
[00:05:50.000 --> 00:05:53.000]  都影響他靈明的長進
[00:05:53.000 --> 00:05:55.000]  影響他跟神的關係
[00:05:55.000 --> 00:06:02.000]  影響他心理裏面的感受
[00:06:02.000 --> 00:06:04.000]  又影響他人際裏面
[00:06:04.000 --> 00:06:06.000]  他會怎樣跟人處
[00:06:06.000 --> 00:06:07.000]  相處
[00:06:07.000 --> 00:06:08.000]  全部都影響
[00:06:08.000 --> 00:06:11.000]  所以身體是很重要的
[00:06:11.000 --> 00:06:12.000]  或者你說
[00:06:12.000 --> 00:06:17.000]  如果我不留心肉體上的操作
[00:06:17.000 --> 00:06:19.000]  你會很快
[00:06:19.000 --> 00:06:21.000]  你不理會他的話
[00:06:21.000 --> 00:06:23.000]  很快你會知道
[00:06:23.000 --> 00:06:25.000]  有很多方面的東西
[00:06:25.000 --> 00:06:28.000]  你都會沒有辦法
[00:06:28.000 --> 00:06:31.000]  心有餘而力不足
[00:06:31.000 --> 00:06:33.000]  這些很簡單
[00:06:33.000 --> 00:06:36.000]  心情的結構
[00:06:36.000 --> 00:06:38.000]  在這個心理和智能
[00:06:38.000 --> 00:06:39.000]  就是說
[00:06:39.000 --> 00:06:41.000]  一個人一落地
[00:06:41.000 --> 00:06:42.000]  你要看他
[00:06:42.000 --> 00:06:44.000]  我們由嬰兒開始
[00:06:44.000 --> 00:06:45.000]  一落地
[00:06:45.000 --> 00:06:47.000]  他有很多東西已經定了
[00:06:47.000 --> 00:06:50.000]  而且他有很多的甜質
[00:06:50.000 --> 00:06:52.000]  已經落在他身上
[00:06:52.000 --> 00:06:53.000]  就是說
[00:06:53.000 --> 00:06:54.000]  很多東西
[00:06:54.000 --> 00:06:56.000]  整齊放在這個人身上
[00:06:56.000 --> 00:06:59.000]  譬如性別就放在他身上
[00:06:59.000 --> 00:07:01.000]  他的基因就放在他身上
[00:07:01.000 --> 00:07:03.000]  他裏面有什麼東西
[00:07:03.000 --> 00:07:04.000]  也會放在他身上
[00:07:04.000 --> 00:07:06.000]  於是
[00:07:06.000 --> 00:07:08.000]  他安在哪個環境
[00:07:08.000 --> 00:07:10.000]  也放在他身上
[00:07:10.000 --> 00:07:11.000]  然後
[00:07:11.000 --> 00:07:13.000]  就要在後天
[00:07:13.000 --> 00:07:14.000]  有很多環境因素
[00:07:14.000 --> 00:07:17.000]  讓他放在他身上的東西
[00:07:17.000 --> 00:07:19.000]  可以建造出來
[00:07:19.000 --> 00:07:20.000]  可以成長出來
[00:07:20.000 --> 00:07:21.000]  對不對
[00:07:21.000 --> 00:07:22.000]  成長出來
[00:07:22.000 --> 00:07:24.000]  我們就要看一個人
[00:07:24.000 --> 00:07:26.000]  一直這樣做
[00:07:26.000 --> 00:07:29.000]  而這些全部都是基督
[00:07:29.000 --> 00:07:30.000]  就是說
[00:07:30.000 --> 00:07:31.000]  是那個
[00:07:31.000 --> 00:07:35.000]  生命的塑造
[00:07:35.000 --> 00:07:37.000]  這些生命的塑造
[00:07:37.000 --> 00:07:39.000]  都影響他的信仰
[00:07:39.000 --> 00:07:41.000]  他的信仰也可以影響
[00:07:41.000 --> 00:07:43.000]  這個生命的塑造
[00:07:43.000 --> 00:07:46.000]  我們說
[00:07:46.000 --> 00:07:49.000]  在情感那裏
[00:07:49.000 --> 00:07:51.000]  有一個結構
[00:07:51.000 --> 00:07:53.000]  會在這裏
[00:07:53.000 --> 00:07:55.000]  而且他有個性會出來
[00:07:55.000 --> 00:07:59.000]  或者有些很基本的質地
[00:07:59.000 --> 00:08:01.000]  會放在我們身上
[00:08:01.000 --> 00:08:03.000]  每一個人都獨特的意思就是這樣
[00:08:03.000 --> 00:08:05.000]  收拾的東西都不同
[00:08:05.000 --> 00:08:07.000]  每樣東西都很多人不同
[00:08:07.000 --> 00:08:11.000]  而在靈性那裏
[00:08:11.000 --> 00:08:13.000]  這個是社會的一面
[00:08:13.000 --> 00:08:14.000]  就是說
[00:08:14.000 --> 00:08:17.000]  這個神恩仔有一種
[00:08:17.000 --> 00:08:18.000]  就是說
[00:08:18.000 --> 00:08:19.000]  一下來的時候
[00:08:19.000 --> 00:08:21.000]  人就賦予那種
[00:08:21.000 --> 00:08:23.000]  社會
[00:08:23.000 --> 00:08:25.000]  community的sense
[00:08:25.000 --> 00:08:26.000]  就是說
[00:08:26.000 --> 00:08:28.000]  和人之間發生關係
[00:08:28.000 --> 00:08:32.000]  那個這樣的向度是在這裏的
[00:08:32.000 --> 00:08:33.000]  你試一下
[00:08:33.000 --> 00:08:35.000]  這個向度一出生
[00:08:35.000 --> 00:08:37.000]  你就不讓它發展
[00:08:37.000 --> 00:08:39.000]  你看它會變成怎樣
[00:08:39.000 --> 00:08:40.000]  真的
[00:08:40.000 --> 00:08:41.000]  它會變成
[00:08:41.000 --> 00:08:44.000]  全部沒有刺激的
[00:08:44.000 --> 00:08:46.000]  很簡單
[00:08:46.000 --> 00:08:48.000]  autism就是這樣
[00:08:48.000 --> 00:08:49.000]  就是說
[00:08:49.000 --> 00:08:50.000]  那個人
[00:08:50.000 --> 00:08:52.000]  全部不理外面的東西
[00:08:52.000 --> 00:08:54.000]  自己在自己那裏
[00:08:54.000 --> 00:08:56.000]  自閉症
[00:08:56.000 --> 00:08:59.000]  而這個這樣的向度
[00:08:59.000 --> 00:09:03.000]  不得到發展和刺激的話
[00:09:03.000 --> 00:09:05.000]  它會這樣
[00:09:05.000 --> 00:09:08.000]  而我們是賦予了這個潛能
[00:09:08.000 --> 00:09:10.000]  而是不斷地
[00:09:10.000 --> 00:09:14.000]  由那個家庭的組合
[00:09:14.000 --> 00:09:15.000]  一直到社會
[00:09:15.000 --> 00:09:16.000]  一直到國家
[00:09:16.000 --> 00:09:18.000]  一直到國際
[00:09:18.000 --> 00:09:21.000]  都是發展這個dimension的
[00:09:21.000 --> 00:09:24.000]  所以我們說的social consciousness
[00:09:24.000 --> 00:09:26.000]  社會意識
[00:09:26.000 --> 00:09:29.000]  我們是否關心到社群
[00:09:29.000 --> 00:09:33.000]  我們的心會不會落在香港這個社區
[00:09:33.000 --> 00:09:35.000]  沙田這個社區
[00:09:35.000 --> 00:09:38.000]  全部都是這個向度
[00:09:38.000 --> 00:09:40.000]  有沒有這種意識來了呢
[00:09:40.000 --> 00:09:43.000]  還是它那種意識還是關閉的
[00:09:43.000 --> 00:09:45.000]  只顧著自己家
[00:09:45.000 --> 00:09:48.000]  還有知道沙田
[00:09:48.000 --> 00:09:51.000]  只知道家裏的那幾十樓
[00:09:51.000 --> 00:09:54.000]  它的意識不是很闊
[00:09:54.000 --> 00:09:56.000]  那個spiritual being
[00:09:56.000 --> 00:09:57.000]  我們會這樣看
[00:09:57.000 --> 00:09:58.000]  就是說
[00:09:58.000 --> 00:09:59.000]  那種向度
[00:09:59.000 --> 00:10:01.000]  是早就給了你
[00:10:01.000 --> 00:10:05.000]  你自然會找一個
[00:10:05.000 --> 00:10:07.000]  一樣的東西
[00:10:07.000 --> 00:10:09.000]  或者the one who is beyond
[00:10:09.000 --> 00:10:11.000]  就是那個位置
[00:10:11.000 --> 00:10:13.000]  和你有關係
[00:10:13.000 --> 00:10:16.000]  而是超乎你
[00:10:16.000 --> 00:10:19.000]  這個就是我們說到religiosity
[00:10:19.000 --> 00:10:21.000]  宗教性的問題
[00:10:21.000 --> 00:10:24.000]  就是說你不需要他信耶穌
[00:10:24.000 --> 00:10:25.000]  他也有的
[00:10:25.000 --> 00:10:27.000]  你看到很多人不信耶穌
[00:10:27.000 --> 00:10:31.000]  所以信耶穌和信佛教一模一樣
[00:10:31.000 --> 00:10:33.000]  是發展著這種向性
[00:10:33.000 --> 00:10:39.000]  這個向性就是向著一個spiritual dimension
[00:10:39.000 --> 00:10:41.000]  在靈的方面的aspect
[00:10:41.000 --> 00:10:43.000]  dimension
[00:10:43.000 --> 00:10:44.000]  就是說
[00:10:44.000 --> 00:10:47.000]  我這一方面我要發展的
[00:10:47.000 --> 00:10:53.000]  你是人就有的
[00:10:53.000 --> 00:10:56.000]  不過你的向性
[00:10:56.000 --> 00:11:01.000]  在回教的範疇和環境之下成長
[00:11:01.000 --> 00:11:03.000]  他就信回教
[00:11:03.000 --> 00:11:04.000]  你的向性
[00:11:04.000 --> 00:11:06.000]  你慢慢去了基督教
[00:11:06.000 --> 00:11:08.000]  你向了基督這個神
[00:11:08.000 --> 00:11:11.000]  而你發展這個向性
[00:11:11.000 --> 00:11:15.000]  人自然會找一個God
[00:11:15.000 --> 00:11:18.000]  是一種the one who is beyond
[00:11:18.000 --> 00:11:20.000]  就是一樣東西
[00:11:20.000 --> 00:11:21.000]  是超乎我的
[00:11:21.000 --> 00:11:24.000]  而我有一種靈氣在我裡面
[00:11:24.000 --> 00:11:26.000]  這個就是人
[00:11:26.000 --> 00:11:29.000]  人是每一個人都有靈氣在他裡面
[00:11:29.000 --> 00:11:31.000]  而看你怎麼發展
[00:11:31.000 --> 00:11:34.000]  我們說formation
[00:11:34.000 --> 00:11:37.000]  我們說生命的塗造
[00:11:37.000 --> 00:11:41.000]  就是包括這麼多東西
[00:11:41.000 --> 00:11:44.000]  你都是發展它
[00:11:44.000 --> 00:11:46.000]  塗造它
[00:11:46.000 --> 00:11:53.000]  然後在我們所信的神的旨意下
[00:11:53.000 --> 00:11:55.000]  得到塑造
[00:11:55.000 --> 00:11:57.000]  formation
[00:11:57.000 --> 00:11:59.000]  我們再慢慢
[00:11:59.000 --> 00:12:01.000]  我解釋這個human person
[00:12:01.000 --> 00:12:04.000]  然後慢慢我會再講
[00:12:04.000 --> 00:12:07.000]  在這麼多東西的方面
[00:12:07.000 --> 00:12:14.000]  是順著你的年紀的增長
[00:12:14.000 --> 00:12:16.000]  你一落地是零歲
[00:12:16.000 --> 00:12:18.000]  順著你的年紀的增長
[00:12:18.000 --> 00:12:20.000]  每一個潛能
[00:12:20.000 --> 00:12:22.000]  每一方面的潛能
[00:12:22.000 --> 00:12:25.000]  就會用那個
[00:12:25.000 --> 00:12:27.000]  你叫做生理的鐘數
[00:12:27.000 --> 00:12:30.000]  就會開始發芽
[00:12:30.000 --> 00:12:32.000]  譬如
[00:12:32.000 --> 00:12:35.000]  去到大概九個月
[00:12:35.000 --> 00:12:36.000]  十個月
[00:12:36.000 --> 00:12:38.000]  一歲的時候
[00:12:38.000 --> 00:12:41.000]  腳可以走路
[00:12:41.000 --> 00:12:43.000]  整個人的body
[00:12:43.000 --> 00:12:46.000]  肉體可以站起來
[00:12:46.000 --> 00:12:47.000]  它會學走
[00:12:47.000 --> 00:12:49.000]  你不用教它
[00:12:49.000 --> 00:12:51.000]  生理的鐘響了
[00:12:51.000 --> 00:12:53.000]  這個小朋友
[00:12:53.000 --> 00:12:57.000]  自動就會做這些事
[00:12:57.000 --> 00:13:02.000]  這些是身體的發展
[00:13:02.000 --> 00:13:03.000]  心理的成長
[00:13:03.000 --> 00:13:07.000]  自動的鐘去到兩歲的時候
[00:13:07.000 --> 00:13:08.000]  它會告訴你
[00:13:08.000 --> 00:13:09.000]  我要什麼
[00:13:09.000 --> 00:13:10.000]  我不要什麼
[00:13:10.000 --> 00:13:12.000]  你不要教我吃那些
[00:13:12.000 --> 00:13:13.000]  我要這樣吃
[00:13:13.000 --> 00:13:14.000]  諸如此類
[00:13:14.000 --> 00:13:16.000]  你說很奇怪
[00:13:16.000 --> 00:13:17.000]  去到這樣
[00:13:17.000 --> 00:13:18.000]  它就會
[00:13:18.000 --> 00:13:21.000]  以前你撿什麼它都會吃
[00:13:21.000 --> 00:13:23.000]  不好吃它就吃
[00:13:23.000 --> 00:13:24.000]  你要知道
[00:13:24.000 --> 00:13:25.000]  它的舌頭裡面
[00:13:25.000 --> 00:13:27.000]  所有那種
[00:13:27.000 --> 00:13:29.000]  知道味覺的那些
[00:13:29.000 --> 00:13:32.000]  又成長了
[00:13:32.000 --> 00:13:35.000]  這些就是我們說的發展
[00:13:35.000 --> 00:13:39.000]  它的生理的鐘響
[00:13:39.000 --> 00:13:41.000]  它相當的東西
[00:13:41.000 --> 00:13:44.000]  它富有的潛質
[00:13:44.000 --> 00:13:45.000]  就會發芽
[00:13:45.000 --> 00:13:47.000]  然後就會去
[00:13:47.000 --> 00:13:51.000]  這幾方面都是
[00:13:51.000 --> 00:13:52.000]  於是
[00:13:52.000 --> 00:13:53.000]  這麼多方面
[00:13:53.000 --> 00:13:55.000]  不同的時間裡面
[00:13:55.000 --> 00:13:58.000]  有不同的成長
[00:13:58.000 --> 00:14:00.000]  還有可以在同一時間
[00:14:00.000 --> 00:14:02.000]  各方面一起
[00:14:02.000 --> 00:14:04.000]  一起發展
[00:14:04.000 --> 00:14:05.000]  又肉體
[00:14:05.000 --> 00:14:06.000]  又心理
[00:14:06.000 --> 00:14:07.000]  又智能
[00:14:07.000 --> 00:14:09.000]  又言語
[00:14:09.000 --> 00:14:11.000]  很重要的
[00:14:11.000 --> 00:14:13.000]  發展得很多很多
[00:14:13.000 --> 00:14:19.000]  每一個環節
[00:14:19.000 --> 00:14:21.000]  每一個環節面
[00:14:21.000 --> 00:14:24.000]  只是說肉體的方面
[00:14:24.000 --> 00:14:26.000]  只是說智能方面
[00:14:26.000 --> 00:14:28.000]  只是說靈命方面
[00:14:28.000 --> 00:14:31.000]  都有不同的動態發展
[00:14:31.000 --> 00:14:33.000]  你看我們多複雜
[00:14:33.000 --> 00:14:35.000]  千萬不要想著
[00:14:35.000 --> 00:14:36.000]  很簡單
[00:14:36.000 --> 00:14:37.000]  毛用什麼
[00:14:37.000 --> 00:14:38.000]  我教他主要學
[00:14:38.000 --> 00:14:39.000]  他一定可以
[00:14:39.000 --> 00:14:40.000]  我一定可以
[00:14:40.000 --> 00:14:41.000]  你不要這樣想
[00:14:41.000 --> 00:14:43.000]  因為這個人
[00:14:43.000 --> 00:14:45.000]  他經過很多
[00:14:45.000 --> 00:14:47.000]  他繼續發展
[00:14:47.000 --> 00:14:48.000]  如果你的眼睛
[00:14:48.000 --> 00:14:50.000]  不能夠洞悉這麼多的層面
[00:14:50.000 --> 00:14:52.000]  可能你教教他
[00:14:52.000 --> 00:14:56.000]  他都覺得你不能夠幫到他
[00:14:56.000 --> 00:14:59.000]  你就要顧及很多方面
[00:14:59.000 --> 00:15:01.000]  他現在是發展什麼方向
[00:15:01.000 --> 00:15:04.000]  更複雜的一件事就是這樣
[00:15:04.000 --> 00:15:06.000]  每個人都不同
[00:15:06.000 --> 00:15:08.000]  這樣才更複雜
[00:15:08.000 --> 00:15:11.000]  所以現在我們說一種很複雜的東西
[00:15:11.000 --> 00:15:13.000]  我也不知道自己能不能說
[00:15:13.000 --> 00:15:17.000]  只不過都要勉強
[00:15:17.000 --> 00:15:18.000]  我想說的是
[00:15:18.000 --> 00:15:21.000]  其實我們要有一種很強的尊重
[00:15:21.000 --> 00:15:25.000]  因為實在神的創造是很偉大
[00:15:25.000 --> 00:15:27.000]  以及很細微
[00:15:27.000 --> 00:15:29.000]  以及很微妙
[00:15:29.000 --> 00:15:32.000]  我們要很大的敬畏
[00:15:32.000 --> 00:15:35.000]  以及尊重人
[00:15:35.000 --> 00:15:37.000]  人裡面是很複雜的東西
[00:15:37.000 --> 00:15:39.000]  而每一方面
[00:15:39.000 --> 00:15:42.000]  他都彼此互為有影響
[00:15:42.000 --> 00:15:44.000]  以及影響可以負面
[00:15:44.000 --> 00:15:46.000]  可以正面
[00:15:46.000 --> 00:15:48.000]  而複雜的地方就是
[00:15:48.000 --> 00:15:50.000]  不知道怎樣影響
[00:15:50.000 --> 00:15:53.000]  每樣東西都有他獨特的影響
[00:15:53.000 --> 00:15:55.000]  不同的人都有不同的影響
[00:15:55.000 --> 00:15:56.000]  就是說
[00:15:56.000 --> 00:15:59.000]  如果你看到一個人是跛的
[00:15:59.000 --> 00:16:01.000]  於是那個人
[00:16:01.000 --> 00:16:03.000]  你跟他接觸
[00:16:03.000 --> 00:16:05.000]  影響他心理自卑
[00:16:05.000 --> 00:16:07.000]  你說是就是這樣
[00:16:07.000 --> 00:16:09.000]  跛的人就是實自卑
[00:16:09.000 --> 00:16:11.000]  你又去到第二個跛的
[00:16:11.000 --> 00:16:13.000]  你又發覺不是
[00:16:13.000 --> 00:16:15.000]  你又覺得為什麼會這樣
[00:16:15.000 --> 00:16:17.000]  那個是你不是
[00:16:17.000 --> 00:16:19.000]  你就要開放一點
[00:16:19.000 --> 00:16:21.000]  因為不是每個人都是這樣的
[00:16:21.000 --> 00:16:24.000]  他有其他東西可以塑造
[00:16:24.000 --> 00:16:26.000]  他有很多其他的地方
[00:16:26.000 --> 00:16:28.000]  是影響他
[00:16:28.000 --> 00:16:31.000]  他不需要像剛才那個
[00:16:31.000 --> 00:16:33.000]  他是第二個方式
[00:16:33.000 --> 00:16:36.000]  現在我們說的是
[00:16:36.000 --> 00:16:38.000]  基督徒的塑造
[00:16:38.000 --> 00:16:40.000]  生命的塑造
[00:16:40.000 --> 00:16:42.000]  首先我們說的是
[00:16:42.000 --> 00:16:44.000]  有什麼東西在參與
[00:16:44.000 --> 00:16:46.000]  而在這個課程裏
[00:16:46.000 --> 00:16:49.000]  我們因為這麼複雜的東西
[00:16:49.000 --> 00:16:53.000]  根本不可能說很多那些方程式
[00:16:53.000 --> 00:16:54.000]  一定是這樣
[00:16:54.000 --> 00:16:56.000]  一定是我們不說那些東西
[00:16:56.000 --> 00:16:59.000]  我們說一些比較現象性的東西
[00:16:59.000 --> 00:17:01.000]  或者原則性的東西
[00:17:01.000 --> 00:17:03.000]  讓大家知道
[00:17:03.000 --> 00:17:06.000]  原來我們看的事物
[00:17:06.000 --> 00:17:08.000]  可以擴闊一點來看
[00:17:08.000 --> 00:17:11.000]  我們可以掌握那些東西
[00:17:11.000 --> 00:17:16.000]  可以有些敬畏一點的心
[00:17:16.000 --> 00:17:18.000]  或者你學完這東西之後
[00:17:18.000 --> 00:17:20.000]  你會發覺複雜到你自己
[00:17:20.000 --> 00:17:22.000]  什麼都不懂
[00:17:22.000 --> 00:17:23.000]  這是最好的
[00:17:23.000 --> 00:17:26.000]  因為可能我們現在還在尋求
[00:17:26.000 --> 00:17:30.000]  可能真的什麼都還不知道很詳細
[00:17:30.000 --> 00:17:35.000]  我想大家看看我們那個講義
[00:17:35.000 --> 00:17:40.000]  你會看到我們在這次的課程裏
[00:17:40.000 --> 00:17:43.000]  我很想涉及什麼
[00:17:43.000 --> 00:17:46.000]  看看是否課對版
[00:17:46.000 --> 00:17:49.000]  如果課不對版都可以退出
[00:17:49.000 --> 00:17:52.000]  因為不要勉強
[00:17:52.000 --> 00:17:57.000]  我很想在這一課裏
[00:17:57.000 --> 00:18:00.000]  說一下什麼是Formation
[00:18:00.000 --> 00:18:01.000]  我們要留意
[00:18:01.000 --> 00:18:06.000]  可以塑造我們的環境因素是什麼
[00:18:06.000 --> 00:18:09.000]  還有什麼是基督徒的屬靈
[00:18:09.000 --> 00:18:10.000]  什麼屬靈
[00:18:10.000 --> 00:18:12.000]  經常說屬靈
[00:18:12.000 --> 00:18:14.000]  你又愛主
[00:18:14.000 --> 00:18:15.000]  你又很屬靈
[00:18:15.000 --> 00:18:17.000]  什麼意思
[00:18:17.000 --> 00:18:18.000]  經常說那句話
[00:18:18.000 --> 00:18:20.000]  我們都不知道我們在說什麼
[00:18:20.000 --> 00:18:24.000]  有些人都寫文章
[00:18:24.000 --> 00:18:26.000]  是在說Spirituality
[00:18:26.000 --> 00:18:29.000]  靈是怎麼看法呢
[00:18:29.000 --> 00:18:33.000]  另外你會看到有三個總分題
[00:18:33.000 --> 00:18:35.000]  三個分題是這樣的
[00:18:35.000 --> 00:18:39.000]  就是和自己的關係
[00:18:39.000 --> 00:18:42.000]  和神的關係
[00:18:42.000 --> 00:18:44.000]  和和別人的關係
[00:18:44.000 --> 00:18:48.000]  你會發覺為什麼關係上高呢
