
[00:00:00.000 --> 00:00:04.000]  有一次,有一個人叫做Braham Greene的人
[00:02:05.000 --> 00:02:07.000]  你以為是一個明星的名字
[00:02:07.000 --> 00:02:09.000]  可能你以為是一個明星的名字
[00:02:09.000 --> 00:02:11.000]  因為這樣所以我真的查了
[00:02:11.000 --> 00:02:14.000]  所以因為這樣我去查了一下
[00:02:14.000 --> 00:02:16.000]  原來Bosco這個名字是意大利文
[00:02:16.000 --> 00:02:18.000]  原來Bosco這個名字是意大利文
[00:02:18.000 --> 00:02:20.000]  是樹林的意思
[00:02:20.000 --> 00:02:21.000]  是樹林的意思
[00:02:21.000 --> 00:02:23.000]  是不同我們這裡的意思
[00:02:23.000 --> 00:02:25.000]  原來跟我們這邊的意思是不一樣的
[00:02:25.000 --> 00:02:26.000]  牧羊我的羊
[00:02:26.000 --> 00:02:27.000]  是牧羊我的羊
[00:02:27.000 --> 00:02:29.000]  另外那個字在十六節
[00:02:29.000 --> 00:02:31.000]  另外一個字是在十六節
[00:02:31.000 --> 00:02:34.000]  是照顧一群動物的意思
[00:02:34.000 --> 00:02:36.000]  是照顧一群動物的意思
[00:02:36.000 --> 00:02:40.000]  那群動物多數都是羊
[00:02:40.000 --> 00:02:43.000]  那群動物大概來說都是羊
[00:02:43.000 --> 00:02:47.000]  所以從這個角度來看牧羊人就是教會的領袖
[00:02:47.000 --> 00:02:50.000]  所以從這個角度來看牧羊人就是教會的領袖
[00:02:50.000 --> 00:02:52.000]  所以我們讀到這個經文的時候
[00:02:52.000 --> 00:02:54.000]  我不知道你覺得跟你有沒有關係
[00:02:54.000 --> 00:02:56.000]  我不曉得大家唸到這個經文的時候
[00:02:56.000 --> 00:02:58.000]  大家覺得跟你有沒有關係
[00:02:58.000 --> 00:02:59.000]  當然不關我的事
[00:02:59.000 --> 00:03:00.000]  那肯定跟我沒關係
[00:03:00.000 --> 00:03:01.000]  講彼得
[00:03:01.000 --> 00:03:02.000]  講彼得而已
[00:03:02.000 --> 00:03:03.000]  如果不是就是講牧師
[00:03:03.000 --> 00:03:05.000]  就算要講也是講牧師
[00:03:05.000 --> 00:03:06.000]  傳道
[00:03:06.000 --> 00:03:07.000]  傳道人
[00:03:07.000 --> 00:03:08.000]  下一次我們讀到這裡的時候
[00:03:08.000 --> 00:03:09.000]  刪除了不用看了
[00:03:09.000 --> 00:03:10.000]  下次我們讀到這邊的時候
[00:03:10.000 --> 00:03:12.000]  我們就翻過去不用看
[00:03:12.000 --> 00:03:14.000]  當然不是
[00:03:14.000 --> 00:03:17.000]  以弗所書四章十一節有另外一個經文
[00:03:17.000 --> 00:03:20.000]  以弗所書四章十一節有另外一段的經文
[00:03:20.000 --> 00:03:22.000]  他所賜的
[00:03:22.000 --> 00:03:24.000]  他所賜的
[00:03:24.000 --> 00:03:26.000]  有仕徒
[00:03:26.000 --> 00:03:27.000]  有仕徒
[00:03:27.000 --> 00:03:28.000]  有先知
[00:03:28.000 --> 00:03:29.000]  有先知
[00:03:29.000 --> 00:03:30.000]  有傳福音的
[00:03:30.000 --> 00:03:31.000]  有傳福音的
[00:03:31.000 --> 00:03:33.000]  有牧師
[00:03:33.000 --> 00:03:34.000]  有牧師
[00:03:34.000 --> 00:03:35.000]  和教師
[00:03:35.000 --> 00:03:36.000]  和教師
[00:03:36.000 --> 00:03:37.000]  那很多人看這個經文
[00:03:37.000 --> 00:03:39.000]  就是說屬靈恩賜
[00:03:39.000 --> 00:03:43.000]  這邊有很多人看這個經文就覺得這個是屬靈恩賜
[00:03:43.000 --> 00:03:45.000]  其實我看了很久都以為是
[00:03:45.000 --> 00:03:48.000]  我其實看了很久也覺得應該是的
[00:03:48.000 --> 00:03:49.000]  但我覺得
[00:03:49.000 --> 00:03:50.000]  我越來越懂
[00:03:50.000 --> 00:03:51.000]  但不是的
[00:03:51.000 --> 00:03:54.000]  越看下去就覺得不像
[00:03:54.000 --> 00:03:55.000]  那些是人
[00:03:55.000 --> 00:03:56.000]  他們是人來的
[00:03:56.000 --> 00:03:57.000]  不是說恩賜
[00:03:57.000 --> 00:03:58.000]  是說那些人
[00:03:58.000 --> 00:03:59.000]  並不是在講恩賜
[00:03:59.000 --> 00:04:00.000]  是講一些人
[00:04:00.000 --> 00:04:01.000]  仕徒
[00:04:01.000 --> 00:04:02.000]  是講仕徒
[00:04:02.000 --> 00:04:03.000]  先知
[00:04:03.000 --> 00:04:04.000]  先知
[00:04:04.000 --> 00:04:05.000]  傳福音的
[00:04:05.000 --> 00:04:06.000]  傳福音的
[00:04:06.000 --> 00:04:07.000]  牧師
[00:04:07.000 --> 00:04:08.000]  牧師
[00:04:08.000 --> 00:04:09.000]  教師
[00:04:09.000 --> 00:04:10.000]  還有教師
[00:04:10.000 --> 00:04:11.000]  都是人來的
[00:04:11.000 --> 00:04:12.000]  都是人來的
[00:04:12.000 --> 00:04:16.000]  牧者原來是在教會裡面一個職任
[00:04:16.000 --> 00:04:19.000]  原來牧者是在教會裡面一個職位來的
[00:04:19.000 --> 00:04:20.000]  一個職勢來的
[00:04:20.000 --> 00:04:22.000]  實在除了這裡之外
[00:04:22.000 --> 00:04:26.000]  你不會找到一個屬靈恩賜是在講牧者
[00:04:26.000 --> 00:04:28.000]  除了這邊以外
[00:04:28.000 --> 00:04:31.000]  你沒有看到一個講屬靈恩賜是講牧者這個事情
[00:04:31.000 --> 00:04:32.000]  還有
[00:04:32.000 --> 00:04:33.000]  還有
[00:04:33.000 --> 00:04:36.000]  牧者不只是教導這麼簡單
[00:04:36.000 --> 00:04:39.000]  其實牧者並不只是教導而已
[00:04:39.000 --> 00:04:40.000]  關懷
[00:04:40.000 --> 00:04:41.000]  還有關懷
[00:04:41.000 --> 00:04:43.000]  要責備
[00:04:43.000 --> 00:04:44.000]  要責備
[00:04:44.000 --> 00:04:45.000]  都是有帶領
[00:04:45.000 --> 00:04:46.000]  還有帶領
[00:04:46.000 --> 00:04:48.000]  所以原來牧者這個責任
[00:04:48.000 --> 00:04:49.000]  原來牧者這個責任
[00:04:49.000 --> 00:04:51.000]  是很多不同的恩賜
[00:04:51.000 --> 00:04:52.000]  合起來一起做的
[00:04:52.000 --> 00:04:54.000]  原來是很多不一樣的恩賜
[00:04:54.000 --> 00:04:56.000]  集在一起來做的
[00:04:56.000 --> 00:04:59.000]  或者甚至說是不同恩賜的人
[00:04:59.000 --> 00:05:01.000]  都可以做到牧者的
[00:05:01.000 --> 00:05:03.000]  不過一部分牧者的工作
[00:05:03.000 --> 00:05:06.000]  還有一些就是不同恩賜的人
[00:05:06.000 --> 00:05:08.000]  可以做到一部分牧者的工作
[00:05:08.000 --> 00:05:11.000]  哥林多前書十二章第七節
[00:05:11.000 --> 00:05:13.000]  哥林多前書十二章第七節
[00:05:13.000 --> 00:05:18.000]  聖靈顯在各人身上
[00:05:18.000 --> 00:05:21.000]  是叫人得益處
[00:05:21.000 --> 00:05:23.000]  益處當然不是說錢包
[00:05:23.000 --> 00:05:26.000]  這個益處並不是說你的錢包
[00:05:26.000 --> 00:05:30.000]  是說屬靈的益處
[00:05:30.000 --> 00:05:33.000]  這裡說我們每個人都有屬靈恩賜
[00:05:33.000 --> 00:05:36.000]  這邊講就是我們每個人都有屬靈的恩賜
[00:05:36.000 --> 00:05:40.000]  而我們的屬靈因此使得別人的屬靈的生命得益
[00:05:40.000 --> 00:05:44.000]  這個屬靈恩賜是讓別人的屬靈生命得到益處
[00:05:44.000 --> 00:05:45.000]  從這個角度來看
[00:05:45.000 --> 00:05:48.000]  原來我們每個人都是一個牧羊人
[00:05:48.000 --> 00:05:49.000]  原來從這個角度來看
[00:05:49.000 --> 00:05:51.000]  每一個人都是一個牧羊人
[00:05:51.000 --> 00:05:52.000]  不是每個人都是教會的領袖
[00:05:52.000 --> 00:05:54.000]  並不是每個人都是教會的領袖
[00:05:54.000 --> 00:05:58.000]  但是每個人都可以牧養到別人的屬靈的需要
[00:05:58.000 --> 00:06:01.000]  但是每一個人都可以牧養到別人的屬靈上的需要
[00:06:01.000 --> 00:06:03.000]  保羅在那裡就用了另外一個比喻
[00:06:03.000 --> 00:06:05.000]  保羅這邊就用了另外一個比喻
[00:06:05.000 --> 00:06:07.000]  就是身體的比喻
[00:06:07.000 --> 00:06:11.000]  意思就是身體每一部分都是重要的
[00:06:11.000 --> 00:06:13.000]  他說身體的每一部分都是重要的
[00:06:13.000 --> 00:06:17.000]  每一部分都是使得整個身體的運作是正常的
[00:06:17.000 --> 00:06:21.000]  身體的每一個部分都是讓整個身體能夠正常運作的
[00:06:21.000 --> 00:06:22.000]  我問一下大家
[00:06:22.000 --> 00:06:23.000]  我問一下大家
[00:06:23.000 --> 00:06:26.000]  有哪一部分你的身體是你不想要的
[00:06:26.000 --> 00:06:29.000]  有哪一部分你的身體上是你不想要的
[00:06:29.000 --> 00:06:30.000]  我想過
[00:06:30.000 --> 00:06:31.000]  我想過
[00:06:31.000 --> 00:06:32.000]  頭髮
[00:06:32.000 --> 00:06:33.000]  頭髮
[00:06:33.000 --> 00:06:34.000]  經常都剪的
[00:06:34.000 --> 00:06:35.000]  經常都剪的
[00:06:35.000 --> 00:06:37.000]  但是你剪頭髮不是說你不想要頭髮
[00:06:37.000 --> 00:06:39.000]  其實你是剪而已並不是不想要
[00:06:39.000 --> 00:06:41.000]  如果你的頭髮沒有了一部分
[00:06:41.000 --> 00:06:43.000]  你可能都很不開心
[00:06:43.000 --> 00:06:46.000]  要說你頭髮少了一部分你也不太高興
[00:06:46.000 --> 00:06:48.000]  所以原來我們每一部分都是需要的
[00:06:48.000 --> 00:06:50.000]  其實每一部分我們都是需要的
[00:06:50.000 --> 00:06:54.000]  我想說很多時候教會的人來到教會就說
[00:06:54.000 --> 00:06:56.000]  我是羊你牧養我吧
[00:06:56.000 --> 00:06:58.000]  很多人到了教會以後都說
[00:06:58.000 --> 00:07:00.000]  我是羊你牧養我吧
[00:07:00.000 --> 00:07:01.000]  那就是了
[00:07:01.000 --> 00:07:03.000]  我們是需要牧養你
[00:07:03.000 --> 00:07:05.000]  所以就需要牧養
[00:07:05.000 --> 00:07:07.000]  但是實在聖經說
[00:07:07.000 --> 00:07:08.000]  但是聖經說
[00:07:08.000 --> 00:07:11.000]  我們每一個人都是一個牧養人
[00:07:11.000 --> 00:07:13.000]  原來每一個人都是一個牧養人
[00:07:13.000 --> 00:07:15.000]  不是每一個人都是教會領袖
[00:07:15.000 --> 00:07:16.000]  不是每一個人都是教會領袖
[00:07:16.000 --> 00:07:22.000]  但是每一個人都有一個責任去牧養別人的屬靈需要
[00:07:22.000 --> 00:07:26.000]  原來每一個人都有責任去牧養別人的屬靈上的需要
[00:07:26.000 --> 00:07:29.000]  事實上我們的全職在聖經裡面是沒有的
[00:07:29.000 --> 00:07:33.000]  原來我們事實上那些全職的事
[00:07:33.000 --> 00:07:35.000]  在聖經上並沒有提到
[00:07:35.000 --> 00:07:36.000]  你不信你自己回去查一下
[00:07:36.000 --> 00:07:38.000]  你不相信你可以自己回去看看
[00:07:38.000 --> 00:07:39.000]  保羅都不是全職的
[00:07:39.000 --> 00:07:40.000]  保羅都不是全職的
[00:07:40.000 --> 00:07:43.000]  他都是職帳棚
[00:07:43.000 --> 00:07:47.000]  因為他都是以職帳橫回生的
[00:07:47.000 --> 00:07:49.000]  那你說這麼不合乎聖經的東西
[00:07:49.000 --> 00:07:51.000]  今天我們又有全職侍奉
[00:07:51.000 --> 00:07:56.000]  那你就說我們這個全職侍奉就不合乎聖經了
[00:07:56.000 --> 00:07:58.000]  全職侍奉這件事就不是聖經教導
[00:07:58.000 --> 00:08:00.000]  是我們教會的需要產生出來的東西
[00:08:00.000 --> 00:08:02.000]  這個並不是聖經的教導
[00:08:02.000 --> 00:08:06.000]  是我們這個教會裡面需要所產生出來而已
[00:08:06.000 --> 00:08:10.000]  你不知道大教會都很流行說
[00:08:10.000 --> 00:08:12.000]  我們什麼小組教會
[00:08:12.000 --> 00:08:14.000]  家庭教會
[00:08:14.000 --> 00:08:17.000]  很多大教會都流行講什麼小組教會
[00:08:17.000 --> 00:08:18.000]  什麼家庭教會
[00:08:18.000 --> 00:08:21.000]  以前每一間都是家庭教會
[00:08:21.000 --> 00:08:24.000]  以前每一家都是家庭教會來的
[00:08:24.000 --> 00:08:25.000]  那當然啦
[00:08:25.000 --> 00:08:26.000]  那當然是啦
[00:08:26.000 --> 00:08:31.000]  根本沒有一個堂會可以大到坐幾百人或幾千人的
[00:08:31.000 --> 00:08:34.000]  根本就沒有堂會能夠坐幾百人幾千人的
[00:08:34.000 --> 00:08:36.000]  所以一開始的時候每一間都是家庭教會
[00:08:36.000 --> 00:08:39.000]  所以剛開始的時候每一家都是家庭教會
[00:08:39.000 --> 00:08:41.000]  那就不需要全職侍奉了
[00:08:41.000 --> 00:08:43.000]  那就不需要全職侍奉了
[00:08:43.000 --> 00:08:44.000]  但是後來就不是了
[00:08:44.000 --> 00:08:45.000]  後來就不一樣了
[00:08:45.000 --> 00:08:48.000]  越來越教會越大越增長的時候
[00:08:48.000 --> 00:08:50.000]  當教會越來越大越增長的時候
[00:08:50.000 --> 00:08:51.000]  到了一個地步
[00:08:51.000 --> 00:08:56.000]  需要有些人全時間在教會那裡侍奉才行
[00:08:56.000 --> 00:08:58.000]  需要一些人全時間在教會裡面侍奉
[00:08:58.000 --> 00:09:00.000]  今天我們能不能推翻時光
[00:09:00.000 --> 00:09:01.000]  今天我們能不能推翻時光
[00:09:01.000 --> 00:09:02.000]  今天我們能不能推翻時光
[00:09:02.000 --> 00:09:03.000]  今天我們能不能推翻時光
[00:09:03.000 --> 00:09:04.000]  回到那個時候去了
[00:09:04.000 --> 00:09:06.000]  可能某些國家需要
[00:09:06.000 --> 00:09:08.000]  可能在某些國家需要
[00:09:08.000 --> 00:09:10.000]  我覺得在香港很難了
[00:09:10.000 --> 00:09:12.000]  我覺得在香港是非常的困難
[00:09:12.000 --> 00:09:14.000]  你說中懷了就怎樣都好
[00:09:14.000 --> 00:09:17.000]  今天你不可以打個電話問牧師一些事情
[00:09:17.000 --> 00:09:18.000]  就覺得很奇怪
[00:09:18.000 --> 00:09:19.000]  可能是我們被寵壞了
[00:09:19.000 --> 00:09:20.000]  又說今天你不能打電話問牧師
[00:09:20.000 --> 00:09:21.000]  又說今天你不能打電話問牧師
[00:09:21.000 --> 00:09:22.000]  又說今天你不能打電話問牧師
[00:09:22.000 --> 00:09:23.000]  又說今天你不能打電話問牧師
[00:09:23.000 --> 00:09:24.000]  又說今天你不能打電話問牧師
[00:09:24.000 --> 00:09:25.000]  又說今天你不能打電話問牧師
[00:09:25.000 --> 00:09:26.000]  又說今天你不能打電話問牧師
[00:09:26.000 --> 00:09:27.000]  又說今天你不能打電話問牧師
[00:09:27.000 --> 00:09:28.000]  又說今天你不能打電話問牧師
[00:09:28.000 --> 00:09:29.000]  又說今天你不能打電話問牧師
[00:09:29.000 --> 00:09:30.000]  又說今天你不能打電話問牧師
[00:09:30.000 --> 00:09:31.000]  又說今天你不能打電話問牧師
[00:09:31.000 --> 00:09:32.000]  又說今天你不能打電話問牧師
[00:09:32.000 --> 00:09:33.000]  又說今天你不能打電話問牧師
[00:09:33.000 --> 00:09:34.000]  又說今天你不能打電話問牧師
[00:09:34.000 --> 00:09:35.000]  又說今天你不能打電話問牧師
[00:09:35.000 --> 00:09:52.000]  又說今天你不能打電話問牧師
[00:09:52.000 --> 00:09:53.000]  又說今天你不能打電話問牧師
[00:09:53.000 --> 00:09:54.000]  又說今天你不能打電話問牧師
[00:09:54.000 --> 00:09:55.000]  又說今天你不能打電話問牧師
[00:09:55.000 --> 00:09:56.000]  又說今天你不能打電話問牧師
[00:09:56.000 --> 00:09:57.000]  又說今天你不能打電話問牧師
[00:09:57.000 --> 00:09:58.000]  又說今天你不能打電話問牧師
[00:09:58.000 --> 00:09:59.000]  又說今天你不能打電話問牧師
[00:09:59.000 --> 00:10:00.000]  又說今天你不能打電話問牧師
[00:10:00.000 --> 00:10:01.000]  又說今天你不能打電話問牧師
[00:10:01.000 --> 00:10:02.000]  又說今天你不能打電話問牧師
[00:10:02.000 --> 00:10:03.000]  又說今天你不能打電話問牧師
[00:10:03.000 --> 00:10:04.000]  又說今天你不能打電話問牧師
[00:10:04.000 --> 00:10:05.000]  又說今天你不能打電話問牧師
[00:10:05.000 --> 00:10:06.000]  又說今天你不能打電話問牧師
[00:10:06.000 --> 00:10:07.000]  又說今天你不能打電話問牧師
[00:10:07.000 --> 00:10:08.000]  又說今天你不能打電話問牧師
[00:10:08.000 --> 00:10:09.000]  又說今天你不能打電話問牧師
[00:10:09.000 --> 00:10:10.000]  又說今天你不能打電話問牧師
[00:10:10.000 --> 00:10:11.000]  又說今天你不能打電話問牧師
[00:10:11.000 --> 00:10:12.000]  又說今天你不能打電話問牧師
[00:10:12.000 --> 00:10:13.000]  又說今天你不能打電話問牧師
[00:10:13.000 --> 00:10:14.000]  又說今天你不能打電話問牧師
[00:10:14.000 --> 00:10:15.000]  又說今天你不能打電話問牧師
[00:10:15.000 --> 00:10:16.000]  又說今天你不能打電話問牧師
[00:10:16.000 --> 00:10:17.000]  又說今天你不能打電話問牧師
[00:10:17.000 --> 00:10:18.000]  又說今天你不能打電話問牧師
[00:10:18.000 --> 00:10:19.000]  又說今天你不能打電話問牧師
[00:10:19.000 --> 00:10:35.000]  又說今天你不能打電話問牧師
[00:10:35.000 --> 00:10:36.000]  又說今天你不能打電話問牧師
[00:10:36.000 --> 00:10:37.000]  又說今天你不能打電話問牧師
[00:10:37.000 --> 00:10:38.000]  又說今天你不能打電話問牧師
[00:10:38.000 --> 00:10:39.000]  又說今天你不能打電話問牧師
[00:10:39.000 --> 00:10:40.000]  又說今天你不能打電話問牧師
[00:10:40.000 --> 00:10:41.000]  又說今天你不能打電話問牧師
[00:10:41.000 --> 00:10:42.000]  又說今天你不能打電話問牧師
[00:10:42.000 --> 00:10:43.000]  又說今天你不能打電話問牧師
[00:10:43.000 --> 00:10:44.000]  又說今天你不能打電話問牧師
[00:10:44.000 --> 00:10:45.000]  又說今天你不能打電話問牧師
[00:10:45.000 --> 00:10:46.000]  又說今天你不能打電話問牧師
[00:10:46.000 --> 00:10:47.000]  又說今天你不能打電話問牧師
[00:10:47.000 --> 00:10:48.000]  又說今天你不能打電話問牧師
[00:10:48.000 --> 00:10:49.000]  又說今天你不能打電話問牧師
[00:10:49.000 --> 00:10:50.000]  又說今天你不能打電話問牧師
[00:10:50.000 --> 00:10:51.000]  又說今天你不能打電話問牧師
[00:10:51.000 --> 00:10:52.000]  又說今天你不能打電話問牧師
[00:10:52.000 --> 00:10:53.000]  又說今天你不能打電話問牧師
[00:10:53.000 --> 00:10:54.000]  又說今天你不能打電話問牧師
[00:10:54.000 --> 00:10:55.000]  又說今天你不能打電話問牧師
[00:10:55.000 --> 00:10:56.000]  又說今天你不能打電話問牧師
[00:10:56.000 --> 00:10:57.000]  又說今天你不能打電話問牧師
[00:10:57.000 --> 00:10:58.000]  又說今天你不能打電話問牧師
[00:10:58.000 --> 00:10:59.000]  又說今天你不能打電話問牧師
[00:10:59.000 --> 00:11:00.000]  又說今天你不能打電話問牧師
[00:11:00.000 --> 00:11:01.000]  又說今天你不能打電話問牧師
[00:11:01.000 --> 00:11:02.000]  又說今天你不能打電話問牧師
[00:11:02.000 --> 00:11:03.000]  又說今天你不能打電話問牧師
[00:11:03.000 --> 00:11:21.000]  又說今天你不能打電話問牧師
[00:11:21.000 --> 00:11:22.000]  又說今天你不能打電話問牧師
[00:11:22.000 --> 00:11:23.000]  又說今天你不能打電話問牧師
[00:11:23.000 --> 00:11:24.000]  又說今天你不能打電話問牧師
[00:11:24.000 --> 00:11:25.000]  又說今天你不能打電話問牧師
[00:11:25.000 --> 00:11:26.000]  又說今天你不能打電話問牧師
[00:11:26.000 --> 00:11:27.000]  又說今天你不能打電話問牧師
[00:11:27.000 --> 00:11:28.000]  又說今天你不能打電話問牧師
[00:11:28.000 --> 00:11:29.000]  又說今天你不能打電話問牧師
[00:11:29.000 --> 00:11:30.000]  又說今天你不能打電話問牧師
[00:11:30.000 --> 00:11:31.000]  又說今天你不能打電話問牧師
[00:11:31.000 --> 00:11:32.000]  又說今天你不能打電話問牧師
[00:11:32.000 --> 00:11:33.000]  又說今天你不能打電話問牧師
[00:11:33.000 --> 00:11:34.000]  又說今天你不能打電話問牧師
[00:11:34.000 --> 00:11:35.000]  又說今天你不能打電話問牧師
[00:11:35.000 --> 00:11:36.000]  又說今天你不能打電話問牧師
[00:11:36.000 --> 00:11:37.000]  又說今天你不能打電話問牧師
[00:11:37.000 --> 00:11:38.000]  又說今天你不能打電話問牧師
[00:11:38.000 --> 00:11:39.000]  又說今天你不能打電話問牧師
[00:11:39.000 --> 00:11:40.000]  又說今天你不能打電話問牧師
[00:11:40.000 --> 00:11:41.000]  又說今天你不能打電話問牧師
[00:11:41.000 --> 00:11:42.000]  又說今天你不能打電話問牧師
[00:11:42.000 --> 00:11:43.000]  又說今天你不能打電話問牧師
[00:11:43.000 --> 00:11:44.000]  又說今天你不能打電話問牧師
[00:11:44.000 --> 00:11:45.000]  又說今天你不能打電話問牧師
[00:11:45.000 --> 00:11:46.000]  又說今天你不能打電話問牧師
[00:11:46.000 --> 00:11:47.000]  又說今天你不能打電話問牧師
[00:11:47.000 --> 00:12:02.000]  又說今天你不能打電話問牧師
[00:12:02.000 --> 00:12:03.000]  又說今天你不能打電話問牧師
[00:12:03.000 --> 00:12:04.000]  又說今天你不能打電話問牧師
[00:12:04.000 --> 00:12:05.000]  又說今天你不能打電話問牧師
[00:12:05.000 --> 00:12:06.000]  又說今天你不能打電話問牧師
[00:12:06.000 --> 00:12:07.000]  又說今天你不能打電話問牧師
[00:12:07.000 --> 00:12:08.000]  又說今天你不能打電話問牧師
[00:12:08.000 --> 00:12:09.000]  又說今天你不能打電話問牧師
[00:12:09.000 --> 00:12:10.000]  又說今天你不能打電話問牧師
[00:12:10.000 --> 00:12:11.000]  又說今天你不能打電話問牧師
[00:12:11.000 --> 00:12:12.000]  又說今天你不能打電話問牧師
[00:12:12.000 --> 00:12:13.000]  又說今天你不能打電話問牧師
[00:12:13.000 --> 00:12:14.000]  又說今天你不能打電話問牧師
[00:12:14.000 --> 00:12:15.000]  又說今天你不能打電話問牧師
[00:12:15.000 --> 00:12:16.000]  又說今天你不能打電話問牧師
[00:12:16.000 --> 00:12:17.000]  又說今天你不能打電話問牧師
[00:12:17.000 --> 00:12:18.000]  又說今天你不能打電話問牧師
[00:12:18.000 --> 00:12:19.000]  又說今天你不能打電話問牧師
[00:12:19.000 --> 00:12:20.000]  又說今天你不能打電話問牧師
[00:12:20.000 --> 00:12:21.000]  又說今天你不能打電話問牧師
[00:12:21.000 --> 00:12:22.000]  又說今天你不能打電話問牧師
[00:12:22.000 --> 00:12:23.000]  又說今天你不能打電話問牧師
[00:12:23.000 --> 00:12:24.000]  又說今天你不能打電話問牧師
[00:12:24.000 --> 00:12:25.000]  又說今天你不能打電話問牧師
[00:12:25.000 --> 00:12:26.000]  又說今天你不能打電話問牧師
[00:12:26.000 --> 00:12:27.000]  又說今天你不能打電話問牧師
[00:12:27.000 --> 00:12:28.000]  又說今天你不能打電話問牧師
[00:12:28.000 --> 00:12:29.000]  又說今天你不能打電話問牧師
[00:12:29.000 --> 00:12:30.000]  又說今天你不能打電話問牧師
[00:12:30.000 --> 00:12:31.000]  又說今天你不能打電話問牧師
[00:12:31.000 --> 00:12:47.000]  又說今天你不能打電話問牧師
[00:12:47.000 --> 00:12:48.000]  又說今天你不能打電話問牧師
[00:12:48.000 --> 00:12:49.000]  又說今天你不能打電話問牧師
[00:12:49.000 --> 00:12:50.000]  又說今天你不能打電話問牧師
[00:12:50.000 --> 00:12:51.000]  又說今天你不能打電話問牧師
[00:12:51.000 --> 00:12:52.000]  又說今天你不能打電話問牧師
[00:12:52.000 --> 00:12:53.000]  又說今天你不能打電話問牧師
[00:12:53.000 --> 00:12:54.000]  又說今天你不能打電話問牧師
[00:12:54.000 --> 00:12:55.000]  又說今天你不能打電話問牧師
[00:12:55.000 --> 00:12:56.000]  又說今天你不能打電話問牧師
[00:12:56.000 --> 00:12:57.000]  又說今天你不能打電話問牧師
[00:12:57.000 --> 00:12:58.000]  又說今天你不能打電話問牧師
[00:12:58.000 --> 00:12:59.000]  又說今天你不能打電話問牧師
[00:12:59.000 --> 00:13:00.000]  又說今天你不能打電話問牧師
