
[00:00:00.000 --> 00:00:04.920]  剛才主席跟我們讀了詩篇第23篇
[00:05:24.640 --> 00:05:27.640]  有誰現在這四樣條件都滿足的?
[00:05:27.640 --> 00:05:31.120]  有誰現在這四方面都得到滿足的?
[00:05:31.120 --> 00:05:33.000]  我看誰在睡覺就是了
[00:05:33.000 --> 00:05:35.760]  我看誰在睡覺可能就是了
[00:05:35.760 --> 00:05:40.200]  這兩節經文讓我們看到上帝是顧念我們的
[00:05:40.200 --> 00:05:44.000]  從這兩節經文我們看到上帝是顧念我們的
[00:05:44.000 --> 00:05:46.200]  祂與我們同在
[00:05:46.200 --> 00:05:47.680]  祂與我們同在
[00:05:47.680 --> 00:05:49.960]  祂也能夠滿足我們的需要
[00:05:49.960 --> 00:05:52.480]  祂也能夠滿足我們的需要
[00:05:52.480 --> 00:05:57.200]  在這首詩的第三節說「祂使我的靈魂甦醒」
[00:05:57.200 --> 00:06:01.480]  在這首詩的第三節說「祂使我的靈魂甦醒」
[00:06:01.480 --> 00:06:05.400]  「甦醒」這個詞英文就譯作「refresh」
[00:06:05.400 --> 00:06:09.200]  「甦醒」這個詞英文翻譯成「refresh」
[00:06:09.200 --> 00:06:12.360]  我很喜歡這個「refresh」這個詞,很吸引
[00:06:12.360 --> 00:06:15.640]  我很喜歡這個「refresh」這個詞,很吸引
[00:06:15.640 --> 00:06:19.760]  我在北美生活了幾十年就習慣了喝可口可樂
[00:06:19.760 --> 00:06:23.720]  我在北美生活了幾十年很習慣喝可口可樂
[00:06:23.720 --> 00:06:25.480]  尤其是在炎熱的夏天
[00:06:25.480 --> 00:06:29.000]  一支冰凍的可口可樂是很舒服的
[00:06:29.000 --> 00:06:30.960]  尤其在炎熱的夏天
[00:06:30.960 --> 00:06:34.360]  一瓶冰凍的可口可樂是非常的舒服的
[00:06:34.360 --> 00:06:40.120]  可口可樂公司是常常用「refresh」這個詞來做廣告的
[00:06:40.120 --> 00:06:41.200]  可口可樂公司常常用「refresh」這個詞來做廣告的
[00:06:41.200 --> 00:06:47.280]  可口可樂公司常常用「refresh」這個詞來做廣告的
[00:06:47.280 --> 00:06:51.000]  可樂能夠「refresh」我的身體
[00:06:51.000 --> 00:06:53.640]  但是不能夠「refresh」我的靈魂
[00:06:53.640 --> 00:06:56.160]  可樂能「refresh」我的身體
[00:06:56.160 --> 00:07:00.520]  可是不能「refresh」我的靈魂
[00:07:00.520 --> 00:07:06.280]  弟兄姊妹,生活的煎熬往往讓我們心力交瘁
[00:07:06.280 --> 00:07:10.600]  弟兄姊妹,生活的煎熬往往讓我們心力交瘁
[00:07:10.600 --> 00:07:17.320]  有時嚴重的創傷會令到我們心靈受壓甚至破碎
[00:07:17.320 --> 00:07:22.720]  有時嚴重的創傷會讓我們心靈受壓甚至破碎
[00:07:22.720 --> 00:07:29.560]  這樣的心靈怎樣才得著醫治、得著「refresh」呢?
[00:07:29.560 --> 00:07:35.440]  這樣的心靈怎樣才能得到醫治、得到「refresh」、甦醒呢?
[00:07:35.440 --> 00:07:40.440]  要醫治一個受壓、受傷的心靈需要做三件事
[00:07:40.440 --> 00:07:44.840]  要醫治一個受壓、受傷的心靈需要做三件事
[00:07:44.840 --> 00:07:50.400]  第一,就是要令到這個心靈受壓的重擔拿走
[00:07:50.400 --> 00:07:54.920]  第一,就是要拿走那個讓心靈受壓的東西
[00:07:54.920 --> 00:07:59.920]  第二,就是要讓這個心靈看到一些很美麗的東西
[00:07:59.920 --> 00:08:04.760]  第二,就是要讓這個受壓的心靈看到一些美麗的東西
[00:08:04.760 --> 00:08:11.760]  第三,就是要讓這個心靈感受到一個偉大的力量臨到它保護它
[00:08:11.760 --> 00:08:18.280]  第三,就是要讓這個心靈感受到一股偉大的力量領導它、保護它
[00:08:18.280 --> 00:08:24.880]  詩篇第23篇就讓我們感受到上帝能夠做齊這三件事
[00:08:24.880 --> 00:08:30.560]  詩篇第23篇就讓我們看到上帝可以做到這三方面
[00:08:30.560 --> 00:08:35.440]  上帝能夠甦醒你的心靈
[00:08:35.440 --> 00:08:40.800]  上帝能夠叫你重新振作
[00:08:40.800 --> 00:08:44.040]  所以當你下次覺得心靈疲乏的時候
[00:08:44.040 --> 00:08:47.720]  不要忘記親近上帝
[00:08:47.720 --> 00:08:50.760]  所以當你下次覺得心靈疲乏的時候
[00:08:50.760 --> 00:08:53.240]  不要忘記要親近上帝
[00:08:53.240 --> 00:08:58.640]  第三節又說:為自己的名引導我走易路
[00:08:58.640 --> 00:09:03.040]  第三節又說:為自己的名引導我走易路
[00:09:03.040 --> 00:09:06.400]  這句經文很厲害
[00:09:06.400 --> 00:09:09.280]  這句經文讓我們一方面看到上帝的恩典
[00:09:09.280 --> 00:09:11.080]  又看到祂的主權
[00:09:11.080 --> 00:09:14.280]  這句經文一方面讓我們看到神的恩典
[00:09:14.280 --> 00:09:18.560]  同時也看到祂是一位有主權的神
[00:09:18.560 --> 00:09:21.280]  易路就是正義的道路
[00:09:21.280 --> 00:09:24.880]  是神所喜悅的,也是對我們有益的
[00:09:24.880 --> 00:09:29.040]  易路就是正義的道路,是神所喜悅的,
[00:09:29.040 --> 00:09:32.080]  同時也是對我們人生有益處的
[00:09:32.080 --> 00:09:37.160]  請留意這條路不是你和我自己懂得去走的
[00:09:37.160 --> 00:09:41.480]  請注意這條路不是你跟我自己懂得去走的
[00:09:41.480 --> 00:09:43.800]  是上帝引導你的
[00:09:43.800 --> 00:09:45.720]  所以這是神的恩典
[00:09:45.720 --> 00:09:47.880]  是上帝引導你去走的
[00:09:47.880 --> 00:09:49.480]  所以是神的恩典
[00:09:49.480 --> 00:09:52.600]  因為祂有恩典,所以祂引導你走易路
[00:09:52.600 --> 00:09:55.960]  因為祂有恩典,所以祂引導你走易路
[00:09:55.960 --> 00:10:00.800]  而上帝這樣做有一個更深層次的原因
[00:10:00.800 --> 00:10:04.120]  而神這樣做是有一個更深層的原因
[00:10:04.120 --> 00:10:05.840]  就是為自己的名
[00:10:05.840 --> 00:10:09.920]  就是上帝為自己的榮耀來引導你
[00:10:09.920 --> 00:10:11.760]  就是為自己的名
[00:10:11.760 --> 00:10:15.520]  意思就是說為上帝的榮耀祂這樣做
[00:10:15.520 --> 00:10:18.320]  神的恩典、神的榮耀
[00:10:18.320 --> 00:10:22.200]  神的恩典、神的榮耀
[00:10:22.200 --> 00:10:25.360]  所以我們可以說基督徒整個人生的道路
[00:10:25.360 --> 00:10:28.480]  就是這裡所說的易路
[00:10:28.480 --> 00:10:30.080]  所以我們可以這麼說
[00:10:30.080 --> 00:10:34.040]  基督徒整個人生的道路就是這裡說的易路
[00:10:34.040 --> 00:10:37.600]  這條路是以神的恩典開始
[00:10:37.600 --> 00:10:40.640]  以神的榮耀做終點
[00:10:40.640 --> 00:10:43.720]  這條路是以神的恩典為開始
[00:10:43.720 --> 00:10:46.200]  以神的榮耀為終點的
[00:10:46.200 --> 00:10:47.400]  我再說多一次
[00:10:47.400 --> 00:10:48.640]  我再說一遍
[00:10:48.640 --> 00:10:53.160]  基督徒的人生路是以神的恩典開始
[00:10:53.160 --> 00:10:56.560]  以神的榮耀為終點
[00:10:56.560 --> 00:11:00.040]  基督徒的人生路是以神的恩典開始
[00:11:00.040 --> 00:11:02.320]  以神的榮耀為終點的
[00:11:02.320 --> 00:11:05.640]  我們基督徒的人生不是靠自己的本領
[00:11:05.640 --> 00:11:08.880]  而是在乎神的恩典和榮耀
[00:11:08.880 --> 00:11:11.880]  我們基督徒的人生不是靠自己的本領
[00:11:11.880 --> 00:11:14.480]  而是關乎神的恩典和榮耀
[00:11:14.480 --> 00:11:19.960]  所以這節經文糾正了我們自我中心的思想
[00:11:19.960 --> 00:11:25.400]  所以這節經文糾正了我們自我中心的思想
[00:11:25.400 --> 00:11:26.840]  在第四節開始
[00:11:26.840 --> 00:11:29.280]  詩人對神的稱呼就改了
[00:11:29.280 --> 00:11:32.280]  從「他」變成「你」
[00:11:32.280 --> 00:11:33.720]  從第四節開始
[00:11:33.720 --> 00:11:36.200]  詩人改變了他對神的稱呼
[00:11:36.200 --> 00:11:38.280]  從「他」變成「你」
[00:11:38.280 --> 00:11:41.080]  我雖然行過死刃的幽谷
[00:11:41.080 --> 00:11:45.880]  也不怕遭害,因為你與我同在
[00:11:45.880 --> 00:11:48.280]  我雖然行過死刃的幽谷
[00:11:48.280 --> 00:11:51.760]  也不怕遭害,因為你與我同在」
[00:11:51.760 --> 00:11:56.680]  什麼原因導致詩人對神的稱呼改變呢?
[00:11:56.680 --> 00:12:02.200]  有什麼原因導致詩人改變他對神的稱呼呢?
[00:12:02.200 --> 00:12:05.000]  當詩人稱呼神為「你」的時候
[00:12:05.000 --> 00:12:07.080]  就是他祈禱的時候
[00:12:07.080 --> 00:12:09.480]  當詩人稱呼神為「你」的時候
[00:12:09.480 --> 00:12:11.480]  就是他祈禱的時候
[00:12:11.480 --> 00:12:14.680]  而這個詩人走過死刃幽谷的時候
[00:12:14.680 --> 00:12:17.680]  就學懂禱告神
[00:12:17.680 --> 00:12:21.280]  當這個詩人走過死刃幽谷的時候
[00:12:21.280 --> 00:12:23.880]  他就學會了向神禱告
[00:12:23.880 --> 00:12:25.840]  值得我們留意的是
[00:12:25.840 --> 00:12:30.280]  這個死刃幽谷不是羊自己選擇
[00:12:30.280 --> 00:12:33.600]  而是牧人帶領這隻羊經過的
[00:12:33.600 --> 00:12:35.480]  值得我們注意的是
[00:12:35.480 --> 00:12:39.840]  這個死刃幽谷不是這隻羊自己選擇的
[00:12:39.840 --> 00:12:42.640]  而是牧人帶領牠走過的
[00:12:42.640 --> 00:12:47.080]  我們人生的憂患都不是自己選擇去經歷
[00:12:47.080 --> 00:12:49.800]  而是上帝帶領我們走過
[00:12:49.800 --> 00:12:53.880]  我們人生的憂患也不是我們自己選擇去經歷
[00:12:53.880 --> 00:12:56.360]  而是神帶領我們經過的
[00:12:56.360 --> 00:13:01.200]  為什麼神要帶領你和我走過死刃的幽谷呢?
[00:13:01.200 --> 00:13:06.040]  為什麼神要帶領你和我走過死刃的幽谷呢?
[00:13:06.040 --> 00:13:08.360]  很多基督徒經歷困苦的時候
[00:13:08.360 --> 00:13:09.960]  都會問這個問題
[00:13:09.960 --> 00:13:12.280]  很多基督徒經歷困苦的時候
[00:13:12.280 --> 00:13:14.440]  也會問這個問題
[00:13:14.440 --> 00:13:15.720]  答案就是
[00:13:15.720 --> 00:13:18.560]  神帶領我們走過死刃幽谷
[00:13:18.560 --> 00:13:23.360]  是要叫你和我更加親近祂、倚靠祂
[00:13:23.360 --> 00:13:24.200]  答案就是
[00:13:24.200 --> 00:13:27.040]  神帶領我們走過死刃的幽谷
[00:13:27.040 --> 00:13:30.520]  為的是要叫你和我更加的親近神
[00:13:30.520 --> 00:13:32.160]  更加倚靠神
[00:13:32.160 --> 00:13:33.200]  第四節又說
[00:13:33.200 --> 00:13:36.920]  「你的脹、你的肝都安慰我」
[00:13:36.920 --> 00:13:38.160]  第四節又說
[00:13:38.160 --> 00:13:41.840]  「你的脹、你的肝都安慰我」
[00:13:41.840 --> 00:13:44.680]  古代的牧人牧羊的時候
[00:13:44.680 --> 00:13:48.880]  通常都會帶備一支脹和一支肝
[00:13:48.880 --> 00:13:50.960]  古代的牧人去牧羊的時候
[00:13:50.960 --> 00:13:56.080]  一般都會帶上一根脹和一支肝
[00:13:56.080 --> 00:14:01.880]  脹就是一條長而幼的棍,棍的一端有個勾
[00:14:01.880 --> 00:14:04.640]  羊走尾的時候就勾回來了
[00:14:04.640 --> 00:14:08.720]  (閩)脹是一根又長又細的棍
[00:14:08.720 --> 00:14:10.480]  棍的一端有個勾
[00:14:10.480 --> 00:14:13.520]  這是用來當羊走偏的時候
[00:14:13.520 --> 00:14:16.720]  把牠趕回來的
[00:14:16.720 --> 00:14:20.600]  (主)而那個肝就是又粗又短的棒
[00:14:20.600 --> 00:14:22.800]  是用來和野獸打架的
[00:14:22.800 --> 00:14:25.720]  (閩)肝是一支又粗又短的棒
[00:14:25.720 --> 00:14:28.320]  是用來和野獸搏鬥的
[00:14:28.320 --> 00:14:29.800]  (主)所以野獸來的時候
[00:14:29.800 --> 00:14:31.280]  牧人就放下一條長
[00:14:31.280 --> 00:14:33.160]  就用一個光筒去打
[00:14:33.160 --> 00:14:35.120]  (閩)所以當野獸來的時候
[00:14:35.120 --> 00:14:37.240]  牧人就把脹放下
[00:14:37.240 --> 00:14:39.560]  用肝來和野獸搏鬥
[00:14:39.560 --> 00:14:41.240]  (主)在第五節和第六節
[00:14:41.240 --> 00:14:45.960]  我們看到神對我們的保護和恩惠
[00:14:45.960 --> 00:14:47.880]  (閩)在第五和第六節
[00:14:47.880 --> 00:14:51.280]  我們看到神對我們的保護和恩惠
[00:14:51.280 --> 00:14:52.440]  (主)第五節大衛說
[00:14:52.440 --> 00:14:56.320]  「在我敵人面前,你為我擺設筵席」
[00:14:56.320 --> 00:14:57.880]  (閩)第五節大衛說
[00:14:57.880 --> 00:15:01.360]  「在我敵人面前,你為我擺設筵席」
[00:15:01.360 --> 00:15:04.600]  (主)祂又說「使我的福輩滿溢」
[00:15:04.600 --> 00:15:08.240]  (閩)祂又說「使我的福輩滿溢」
[00:15:08.240 --> 00:15:09.240]  (主)第六節祂說
[00:15:09.240 --> 00:15:14.600]  「我一生一世必有恩惠慈愛隨著我」
[00:15:14.600 --> 00:15:16.000]  (閩)第六節祂說
[00:15:16.000 --> 00:15:19.800]  「我一生一世必有恩惠慈愛隨著我」
[00:15:19.800 --> 00:15:24.640]  這兩節經文令我覺得很舒服、很感恩
[00:15:24.640 --> 00:15:27.000]  我看到我的神是美善的
[00:15:27.000 --> 00:15:28.560]  祂愛我的
[00:15:28.560 --> 00:15:31.840]  (閩)這兩節經文讓我覺得很舒服、很感恩
[00:15:31.840 --> 00:15:36.480]  因為我看到我的神是美善的、是愛我的
[00:15:36.480 --> 00:15:38.080]  (主)在整首詩篇裏面
[00:15:38.080 --> 00:15:41.760]  我們看到一個不斷重複的主題
[00:15:41.760 --> 00:15:44.600]  英文叫做「recurring theme」
[00:15:44.600 --> 00:15:46.400]  不斷重複的主題
[00:15:46.400 --> 00:15:47.880]  (閩)在整首詩篇裏面
[00:15:47.880 --> 00:15:50.640]  我們看到一個不斷重複的主題
[00:15:50.640 --> 00:15:53.040]  英文叫做「recurring theme」
[00:15:53.040 --> 00:15:55.360]  (主)用數學的術語來說
[00:15:55.360 --> 00:15:56.520]  就是「常數」
[00:15:56.520 --> 00:15:58.560]  英文叫做「constants」
[00:15:58.560 --> 00:16:01.920]  (閩)用數學的術語來說就是「常數」
[00:16:01.920 --> 00:16:03.640]  英文就是「constant」
[00:16:03.640 --> 00:16:04.880]  (主)在這首詩裏面
[00:16:04.880 --> 00:16:06.200]  這個重複的主題
[00:16:06.200 --> 00:16:10.800]  這個「constant」就是「神與我同在」
[00:16:10.800 --> 00:16:13.320]  (閩)這首詩裏面重複的主題
[00:16:13.320 --> 00:16:14.880]  就是說的「constant」
[00:16:14.880 --> 00:16:16.920]  就是「神與我同在」
[00:16:16.920 --> 00:16:20.120]  記得很多年前有一套電視劇裏面的主題曲
[00:16:20.120 --> 00:16:22.360]  有一個流行的歌詞說
[00:16:22.360 --> 00:16:25.760]  「變幻原是永恆」
[00:16:25.760 --> 00:16:28.920]  (主)記得好多年前有一套電視劇
[00:16:28.920 --> 00:16:30.800]  裏面的主題曲
[00:16:30.800 --> 00:16:33.720]  有一句很流行的歌詞叫做
[00:16:33.720 --> 00:16:36.040]  「變幻原是永恆」
[00:16:36.040 --> 00:16:38.960]  (閩)你的人生都會這樣的變幻
[00:16:38.960 --> 00:16:41.440]  (主)你的人生也是經歷很多的變幻
[00:16:41.440 --> 00:16:45.800]  (閩)你的人生不會永遠在一個青草地上
[00:16:45.800 --> 00:16:48.960]  (主)也都不會永遠在一個死蔭幽谷裏面
[00:16:48.960 --> 00:16:52.200]  (閩)你的人生不會永遠處於青草地上
[00:16:52.200 --> 00:16:55.080]  (閩)也不會永遠走在死蔭的幽谷上
[00:16:55.080 --> 00:16:56.560]  (主)但是如果你信耶穌的話
[00:16:56.560 --> 00:16:58.560]  (主)你的人生有一樣東西不改變
[00:16:58.560 --> 00:17:00.400]  (主)一個常守一個「constant」
[00:17:00.400 --> 00:17:02.400]  (主)就是「神與你同在」
[00:17:02.400 --> 00:17:04.040]  (閩)但是如果你信耶穌的話
[00:17:04.040 --> 00:17:09.360]  (閩)你的人生就有一個不變的常述
[00:17:09.360 --> 00:17:13.480]  (閩)就是「神與你同在」
[00:17:13.480 --> 00:17:18.400]  (主)有一位從西方到中國的宣教士
[00:17:18.400 --> 00:17:21.960]  (主)她的名字叫做「奈伊莎」
[00:17:21.960 --> 00:17:25.400]  (閩)有一位從西方到中國的宣教士
[00:17:25.400 --> 00:17:27.200]  (閩)她叫「奈伊莎」
[00:17:27.200 --> 00:17:28.480]  (主)她是一位女士
[00:17:28.480 --> 00:17:30.000]  (主)在抗戰的時候
[00:17:30.000 --> 00:17:33.240]  (主)她在中國走難就作了一首詩
[00:17:33.240 --> 00:17:35.040]  (閩)她是一位女士
[00:17:35.040 --> 00:17:36.240]  (閩)抗戰的時候
[00:17:36.240 --> 00:17:39.840]  (閩)她在中國逃難的時候寫了一首詩
[00:17:39.840 --> 00:17:44.000]  (主)歌名叫做「你是我的避難所」
[00:17:44.000 --> 00:17:46.680]  (閩)歌名是「你是我的避難所」
[00:17:46.680 --> 00:17:49.280]  (主)這首詩的副歌是這樣說
[00:17:49.280 --> 00:17:52.120]  (閩)這首詩的副歌這樣說
[00:17:52.120 --> 00:17:56.960]  (主)主,你是我患難時的避難所
[00:17:56.960 --> 00:18:02.320]  (主)主,你是我動亂不安時的寧靜
[00:18:02.320 --> 00:18:07.040]  (主)主,你是我徘徊時的嚮導
[00:18:07.040 --> 00:18:12.560]  (主)主,你是我永永遠遠的家鄉
[00:18:12.560 --> 00:18:25.240]  (閩)主,你是我患難時的避難所
[00:18:25.240 --> 00:18:31.160]  (閩)主,你是我動亂不安時的寧靜
[00:18:31.160 --> 00:18:36.960]  (閩)主,你是我徘徊時的嚮導
[00:18:36.960 --> 00:18:43.360]  (閩)主,你是我永永遠遠的家鄉
[00:18:43.360 --> 00:18:44.840]  (主)我沒有遇到這樣的
[00:18:44.840 --> 00:18:47.400]  (主)不過我想叫大家一齊
[00:18:47.400 --> 00:18:50.360]  (主)用普通話唱一次好嗎?這個副歌
[00:18:50.360 --> 00:18:57.120]  (閩)我臨時想希望大家一起來唱這個副歌
[00:18:57.120 --> 00:19:03.560]  (閩)主,你是我患難時的避難所
[00:19:03.560 --> 00:19:09.840]  (主)主,你是我動亂不安時的寧靜
[00:19:09.840 --> 00:19:15.880]  (主)主,你是我徘徊時的嚮導
[00:19:15.880 --> 00:19:23.640]  (主)主,你是我永永遠遠的家鄉
[00:19:23.640 --> 00:19:25.880]  (閩)這位宣教士在中國走難時
[00:19:25.880 --> 00:19:27.240]  (閩)他就作了這首歌
[00:19:27.240 --> 00:19:29.960]  (主)這位宣教士在中國逃難時
[00:19:29.960 --> 00:19:31.680]  (主)寫了這首詩
[00:19:31.680 --> 00:19:37.040]  (主)一位單身的女士顛沛流離
[00:19:37.040 --> 00:19:38.360]  (主)但她每一個說
[00:19:38.360 --> 00:19:45.320]  (主)主啊,你是我患難時的避難所
[00:19:45.320 --> 00:19:50.200]  (主)你是我永永遠遠的家鄉
[00:19:50.200 --> 00:19:53.560]  (主)我有整首詩在這裏
[00:19:53.560 --> 00:19:55.840]  (主)如果你要的話,你電郵給我
[00:19:55.840 --> 00:20:01.560]  (主)我轉發給你
[00:20:01.560 --> 00:20:04.280]  (主)你學會了以後就來我辦公室唱給我聽
[00:20:04.280 --> 00:20:06.920]  (閩)你學會了以後就來我辦公室唱給我聽
[00:20:06.920 --> 00:20:08.280]  (主)就算你不肯唱
[00:20:08.280 --> 00:20:10.040]  (主)你都可以問我拿這首歌
[00:20:10.040 --> 00:20:12.640]  (閩)就算你不唱的話
[00:20:12.640 --> 00:20:14.920]  (閩)你也可以問我拿這首詩歌
[00:20:14.920 --> 00:20:17.000]  (主)那,就快到結束了
[00:20:17.000 --> 00:20:18.480]  (閩)快要到結束了
[00:20:18.480 --> 00:20:21.240]  (主)今天上帝透過詩篇23篇
[00:20:21.240 --> 00:20:24.280]  (主)對你和對我講了什麼說話?
[00:20:24.280 --> 00:20:26.800]  (閩)今天上帝透過詩篇23篇
[00:20:26.800 --> 00:20:29.320]  (閩)對你和我說了些什麼話呢?
[00:20:29.320 --> 00:20:32.040]  (主)讓我們一起來做一些反思
[00:20:32.040 --> 00:20:34.440]  (閩)讓我們一起來做一些反思
[00:20:34.440 --> 00:20:35.280]  (主)第一
