
[00:00:00.000 --> 00:00:04.000]  我們上禮拜講的說4篇34篇是大衛在什麼時候寫的
[00:01:57.160 --> 00:02:00.420]  我在這個地方我也跟著一起來唱
[00:02:00.420 --> 00:02:05.700]  我也跟著一起來盡情的要來敬拜他丟死被
[00:02:05.700 --> 00:02:09.340]  因為這是主要我們做的一件事情
[00:02:09.340 --> 00:02:14.440]  大衛在這個情況之下他講到說他要來讚美神
[00:02:14.440 --> 00:02:17.280]  那丟死被接著你看
[00:02:17.280 --> 00:02:21.480]  到了我們上次講的第八節
[00:02:21.480 --> 00:02:24.520]  到了第九節第十節
[00:02:24.520 --> 00:02:27.620]  大衛就開始話鋒一轉了
[00:02:27.620 --> 00:02:29.120]  第九節我們再來讀好不好
[00:02:29.120 --> 00:02:30.460]  預備 請
[00:02:30.460 --> 00:02:34.460]  耶和華的聖名你們當敬畏他
[00:02:34.460 --> 00:02:44.300]  所以在這裡他就提到敬畏的問題了
[00:02:44.300 --> 00:02:45.040]  為什麼呢
[00:02:45.040 --> 00:02:47.040]  因為你注意看第七節
[00:02:47.040 --> 00:02:48.040]  第七節這裡說
[00:02:48.040 --> 00:02:55.180]  耶和華的使者在敬畏他的人視為安吟搭救他們
[00:02:55.180 --> 00:02:56.520]  大衛在這裡提到說
[00:02:56.520 --> 00:02:58.280]  雖然他經歷到很多的患難
[00:02:58.280 --> 00:02:59.980]  雖然他在這些情況當中
[00:02:59.980 --> 00:03:01.620]  但是他說一件事情
[00:03:01.620 --> 00:03:03.520]  他說敬畏他的人
[00:03:03.520 --> 00:03:07.660]  上帝要在敬畏他的人視為安吟去搭救他們
[00:03:07.660 --> 00:03:10.900]  解救他們 保護他們
[00:03:10.900 --> 00:03:12.640]  因此他接著就提到說
[00:03:12.640 --> 00:03:17.040]  那什麼是敬畏他的人呢
[00:03:17.040 --> 00:03:19.680]  我們講敬畏這個字
[00:03:19.680 --> 00:03:21.700]  當我們講到敬畏的時候
[00:03:21.700 --> 00:03:25.440]  我們第一個想到的是什麼
[00:03:25.440 --> 00:03:28.180]  敬畏是什麼意思
[00:03:28.180 --> 00:03:29.620]  懼怕是不是
[00:03:29.620 --> 00:03:31.480]  如果你看英文聖經的翻譯的話
[00:03:31.480 --> 00:03:34.420]  大部分敬畏這個字都翻成什麼
[00:03:34.420 --> 00:03:37.320]  The fear of God
[00:03:37.320 --> 00:03:40.720]  Fear
[00:03:40.720 --> 00:03:43.600]  怕神 我們不太喜歡用這個字
[00:03:43.600 --> 00:03:45.400]  英文用fear
[00:03:45.400 --> 00:03:47.560]  我們中文就用敬畏
[00:03:47.560 --> 00:03:48.640]  翻得真好
[00:03:48.640 --> 00:03:50.700]  什麼叫敬畏
[00:03:50.700 --> 00:03:52.840]  又敬又畏
[00:03:52.840 --> 00:03:54.340]  什麼叫敬
[00:03:54.340 --> 00:03:55.940]  敬就是尊敬
[00:03:55.940 --> 00:03:57.340]  畏呢
[00:03:57.340 --> 00:03:59.540]  畏就是怕 很簡單
[00:03:59.540 --> 00:04:01.940]  所以原文的意思確實是如此
[00:04:01.940 --> 00:04:03.880]  原文裡有懼怕的意思
[00:04:03.880 --> 00:04:08.320]  但是他也提到敬重
[00:04:08.320 --> 00:04:11.620]  英文就說fear
[00:04:11.620 --> 00:04:15.400]  下面一個字是什麼
[00:04:15.400 --> 00:04:16.900]  reverence
[00:04:16.900 --> 00:04:19.860]  什麼是reverence
[00:04:19.860 --> 00:04:24.660]  我們英文比較好的 來
[00:04:24.660 --> 00:04:25.700]  忘了
[00:04:25.700 --> 00:04:28.580]  reverence是什麼意思
[00:04:28.580 --> 00:04:30.440]  尊崇
[00:04:30.440 --> 00:04:32.580]  如果你去查字典的話
[00:04:32.580 --> 00:04:38.720]  這個字他說是一種深深的
[00:04:38.720 --> 00:04:43.020]  deeper的一個respect
[00:04:43.020 --> 00:04:43.720]  所以你知道
[00:04:43.720 --> 00:04:47.320]  暗牧的牧師在他的名片上面
[00:04:47.320 --> 00:04:49.620]  他寫什麼你知道吧
[00:04:49.620 --> 00:04:50.600]  reverence
[00:04:50.600 --> 00:04:52.600]  reverence
[00:04:52.600 --> 00:04:53.600]  點一點
[00:04:53.600 --> 00:04:55.860]  這是縮寫是不是
[00:04:55.860 --> 00:05:01.340]  所以正式的寫法裡面是寫reverence
[00:05:01.340 --> 00:05:04.440]  懂這意思嗎
[00:05:04.440 --> 00:05:05.580]  一般我們就叫pastor
[00:05:05.580 --> 00:05:07.040]  比較通用就叫pastor
[00:05:07.040 --> 00:05:11.280]  但是reverence是一個respect
[00:05:11.280 --> 00:05:13.680]  那是一個敬重
[00:05:13.680 --> 00:05:16.080]  所以我們對神就是如此
[00:05:16.080 --> 00:05:17.820]  我們帶著一個敬畏
[00:05:17.820 --> 00:05:20.320]  我們帶著一個懼怕的心
[00:05:20.320 --> 00:05:23.220]  但是同時我們又帶著一個敬畏的心
[00:05:23.220 --> 00:05:25.760]  所以詩篇有一節聖經講得非常好
[00:05:25.760 --> 00:05:27.560]  可以說貼切的說明這件事情
[00:05:27.560 --> 00:05:30.140]  就是詩篇第二章第一十一節
[00:05:30.140 --> 00:05:31.400]  我們一起來念好不好
[00:05:31.400 --> 00:05:34.200]  當純畏懼侍奉耶和華
[00:05:34.200 --> 00:05:36.780]  又當純贊金而快樂
[00:05:36.780 --> 00:05:39.040]  就是我們侍奉上帝
[00:05:39.040 --> 00:05:42.080]  純畏懼的心來侍奉上帝
[00:05:42.080 --> 00:05:45.780]  可是下面又說又當純贊金而怎麼樣
[00:05:45.780 --> 00:05:47.620]  這很矛盾耶
[00:05:47.620 --> 00:05:48.480]  你怕一個人
[00:05:48.480 --> 00:05:50.720]  你怕不怕你老爸
[00:05:50.720 --> 00:05:52.920]  我很怕我老爸
[00:05:52.920 --> 00:05:55.660]  我們從小我們全家人都怕他
[00:05:55.660 --> 00:05:56.900]  他也不需要動手
[00:05:56.900 --> 00:06:00.500]  他眼睛一瞪就很怕人了
[00:06:00.500 --> 00:06:03.840]  我爸爸是海軍陸戰隊的
[00:06:03.840 --> 00:06:06.500]  不是因為他是長得很魁梧
[00:06:06.500 --> 00:06:08.500]  我也不知道他為什麼做海軍陸戰隊
[00:06:08.500 --> 00:06:10.540]  他的身材也不是很魁梧
[00:06:10.540 --> 00:06:11.540]  但anyway
[00:06:11.540 --> 00:06:14.180]  所以軍人出身的講起話來
[00:06:14.180 --> 00:06:17.140]  他又是少校
[00:06:17.140 --> 00:06:19.480]  所以講起話來就是好像是
[00:06:19.480 --> 00:06:25.420]  很有威武很有威嚴的
[00:06:25.420 --> 00:06:28.260]  但是丟什麼你對一個人你會懼怕他
[00:06:28.260 --> 00:06:31.460]  你會不會覺得你很想跟他在一起
[00:06:31.460 --> 00:06:32.600]  會不會
[00:06:32.600 --> 00:06:35.100]  不會
[00:06:35.100 --> 00:06:37.300]  可是神很奇妙
[00:06:37.300 --> 00:06:39.160]  我們又要怕他
[00:06:39.160 --> 00:06:40.540]  但是我們又怎麼樣
[00:06:40.540 --> 00:06:43.040]  我們又要愛他
[00:06:43.040 --> 00:06:44.640]  有沒有
[00:06:44.640 --> 00:06:51.420]  所以在聖經裡面舊約講到要敬畏神
[00:06:51.420 --> 00:06:54.780]  到了新約就講什麼呢
[00:06:54.780 --> 00:06:58.620]  你發現到了新約就比較多在講什麼
[00:06:58.620 --> 00:07:02.560]  要愛神
[00:07:02.560 --> 00:07:10.000]  所以敬畏神到底是什麼意思
[00:07:10.000 --> 00:07:12.640]  傳道書十二章
[00:07:12.640 --> 00:07:14.000]  十三節我們一起來念
[00:07:14.000 --> 00:07:15.800]  來預備請
[00:07:15.800 --> 00:07:17.800]  這些事都已聽見了
[00:07:17.800 --> 00:07:20.700]  走義就是敬畏神
[00:07:20.700 --> 00:07:22.880]  謹守祂的誡命
[00:07:22.880 --> 00:07:26.780]  這是人所當盡的本分
[00:07:26.780 --> 00:07:28.720]  你注意看
[00:07:28.720 --> 00:07:30.520]  這裡說這些事都已聽見了
[00:07:30.520 --> 00:07:32.880]  傳道書 傳道者在這邊講說
[00:07:32.880 --> 00:07:35.320]  虛空的虛空 虛空的虛空
[00:07:35.320 --> 00:07:36.720]  都是虛空
[00:07:36.720 --> 00:07:38.920]  你買再多的房子也是虛空
[00:07:38.920 --> 00:07:41.100]  你開BMW也是虛空
[00:07:41.100 --> 00:07:43.300]  你有太太很漂亮也是虛空
[00:07:43.300 --> 00:07:45.960]  太太長得不好看也是虛空
[00:07:45.960 --> 00:07:47.800]  你讀完這一切之後
[00:07:47.800 --> 00:07:50.200]  真是空
[00:07:50.200 --> 00:07:52.500]  但是不要忘了
[00:07:52.500 --> 00:07:54.780]  傳道書說到最後
[00:07:54.780 --> 00:08:01.940]  簡單的結論就是敬畏神
[00:08:01.940 --> 00:08:04.580]  敬畏神下面說了一句話
[00:08:04.580 --> 00:08:07.820]  謹守祂的誡命
[00:08:07.820 --> 00:08:09.220]  換句話說
[00:08:09.220 --> 00:08:13.800]  謹守祂的誡命就在說明什麼叫做敬畏神
[00:08:13.800 --> 00:08:14.700]  簡單地說
[00:08:14.700 --> 00:08:20.360]  敬畏神就是遵守神的誡命
[00:08:20.360 --> 00:08:22.800]  我們再來讀新約的
[00:08:22.800 --> 00:08:26.180]  新約14章 約翰福音14章15節
[00:08:26.180 --> 00:08:27.880]  我們一起來念
[00:08:27.880 --> 00:08:34.580]  你們若愛我就必遵守我的命令
[00:08:34.580 --> 00:08:41.280]  就是我們新約的信徒比較喜歡講愛
[00:08:41.280 --> 00:08:42.320]  但是主耶穌說
[00:08:42.320 --> 00:08:45.560]  你們如果愛我就必怎麼樣
[00:08:45.560 --> 00:08:50.160]  遵守我的命令
[00:08:50.160 --> 00:08:52.960]  所以我們
[00:08:52.960 --> 00:08:56.340]  我的女兒她們小的時候
[00:08:56.340 --> 00:08:57.600]  在這裡長大的孩子
[00:08:57.600 --> 00:09:00.000]  她們很會用言語表達 有沒有
[00:09:00.000 --> 00:09:01.780]  Daddy I love you
[00:09:01.780 --> 00:09:07.380]  Daddy I love you
[00:09:07.380 --> 00:09:13.860]  Praise the Lord
[00:09:13.860 --> 00:09:16.160]  現學現賣 馬上應用
[00:09:16.160 --> 00:09:18.460]  太好了 聽到就行到
[00:09:18.460 --> 00:09:22.460]  所以我講到哪裡去
[00:09:22.460 --> 00:09:28.100]  你看 一句良言
[00:09:28.100 --> 00:09:30.100]  是甜蜜蜜都飛到天上去了
[00:09:30.100 --> 00:09:32.240]  還下不來
[00:09:32.240 --> 00:09:33.440]  所以我就跟我的女兒講
[00:09:33.440 --> 00:09:35.500]  我說 If you love me
[00:09:35.500 --> 00:09:40.140]  you will obey me
[00:09:40.140 --> 00:09:45.660]  According to John 14,15
[00:09:45.660 --> 00:09:47.580]  所以上帝說你愛我嗎
[00:09:47.580 --> 00:09:48.860]  你在唱詩歌的時候說
[00:09:48.860 --> 00:09:50.160]  主啊 我愛你
[00:09:50.160 --> 00:09:53.320]  主說 那你聽我的話嗎
[00:09:53.320 --> 00:09:55.460]  所以當我們在讀聖經的時候
[00:09:55.460 --> 00:09:56.860]  很重要一件事情
[00:09:56.860 --> 00:09:59.000]  不是你讀聖經多多多深
[00:09:59.000 --> 00:10:00.060]  希臘文 希伯來文
[00:10:00.060 --> 00:10:01.940]  雖然我也用希伯來文 希臘文
[00:10:01.940 --> 00:10:03.440]  但丁子妹 坦白講
[00:10:03.440 --> 00:10:05.040]  不是因為你用這些東西
[00:10:05.040 --> 00:10:06.280]  你了解得越多
[00:10:06.280 --> 00:10:10.580]  而是說你遵行了多少
[00:10:10.580 --> 00:10:12.180]  我們照著主的話去行
[00:10:12.180 --> 00:10:14.040]  就是愛他的
[00:10:14.040 --> 00:10:15.640]  另外一處聖經講說
[00:10:15.640 --> 00:10:16.880]  14章21節說
[00:10:16.880 --> 00:10:18.920]  有了我的命令就遵守得
[00:10:18.920 --> 00:10:20.680]  這人就是愛我的
[00:10:20.680 --> 00:10:23.560]  愛我的必蒙我父 愛他
[00:10:23.560 --> 00:10:29.160]  並且要向他顯現
[00:10:29.160 --> 00:10:30.420]  這句話我們用聖經來解釋
[00:10:30.420 --> 00:10:32.500]  你仔細去想 神的話好寶貴
[00:10:32.500 --> 00:10:36.760]  仔細去想 神的應許一定成就
[00:10:36.760 --> 00:10:38.900]  你愛他 他知道的
[00:10:38.900 --> 00:10:41.600]  你照著祂的話去做
[00:10:41.600 --> 00:10:43.080]  這就是愛他了
[00:10:43.080 --> 00:10:44.740]  所以舅也講敬畏神
[00:10:44.740 --> 00:10:46.980]  心也講愛神
[00:10:46.980 --> 00:10:49.920]  兩個敬畏神跟愛神的定義都是一樣
[00:10:49.920 --> 00:10:51.820]  就是遵守祂的話
[00:10:51.820 --> 00:10:52.960]  遵守祂的誡命
[00:10:52.960 --> 00:10:56.180]  因此敬畏神就是遵守祂的誡命
[00:10:56.180 --> 00:10:58.260]  遵守祂的誡命就是愛神
[00:10:58.260 --> 00:11:03.800]  愛神就等於敬畏神
[00:11:03.800 --> 00:11:05.760]  這樣子就幫助我們整個
[00:11:05.760 --> 00:11:07.500]  整個聖經裡面合在一起
[00:11:07.500 --> 00:11:09.900]  更讓我們清楚知道我們跟神的關係
[00:11:09.900 --> 00:11:13.780]  一方面我們敬畏祂
[00:11:13.780 --> 00:11:14.800]  對不對
[00:11:14.800 --> 00:11:17.380]  另外一方面我們又愛祂
[00:11:17.380 --> 00:11:19.640]  這兩個在任何的其他宗教裡面
[00:11:19.640 --> 00:11:21.340]  你找不到的
[00:11:21.340 --> 00:11:22.840]  伊斯蘭教徒
[00:11:22.840 --> 00:11:25.220]  這些穆斯林回教徒
[00:11:25.220 --> 00:11:27.660]  他們對他們所信的這一位阿拉
[00:11:27.660 --> 00:11:31.120]  是帶著懼怕的 你知道嗎
[00:11:31.120 --> 00:11:33.160]  他們沒有辦法體會愛
[00:11:33.160 --> 00:11:34.800]  因為他們沒有耶穌為他們
[00:11:34.800 --> 00:11:38.260]  定十字架這一回事
[00:11:38.260 --> 00:11:42.060]  他們的神是高高在上的
[00:11:42.060 --> 00:11:43.840]  真主偉大
[00:11:43.840 --> 00:11:45.800]  你看見那個綁了自殺炸彈的人
[00:11:45.800 --> 00:11:47.000]  綁著一綁的時候
[00:11:47.000 --> 00:11:49.200]  他一定講這句話怎麼樣
[00:11:49.200 --> 00:11:53.080]  真主自大 真主偉大
[00:11:53.080 --> 00:11:57.220]  他不會說真主愛我
[00:11:57.220 --> 00:11:58.680]  那你看見那些印度教徒
[00:11:58.680 --> 00:12:00.120]  你看見那些很多時候
[00:12:00.120 --> 00:12:02.460]  他在那邊朝拜的時候
[00:12:02.460 --> 00:12:04.060]  他帶著一個懼怕
[00:12:04.060 --> 00:12:07.400]  因為生怕他的罪孽被懲罰
[00:12:07.400 --> 00:12:12.100]  所以他不斷地要贖罪去跪拜
[00:12:12.100 --> 00:12:16.360]  但是我們所愛我們的主
[00:12:16.360 --> 00:12:19.300]  祂為我們定十字架
[00:12:19.300 --> 00:12:22.300]  所以我們今天可以坦然無懼地
[00:12:22.300 --> 00:12:23.700]  來到祂的面前
[00:12:23.700 --> 00:12:27.340]  但是新約的信徒有一個問題就是
[00:12:27.340 --> 00:12:29.680]  我們覺得我們的主太可愛了
[00:12:29.680 --> 00:12:31.120]  主太愛我了
[00:12:31.120 --> 00:12:32.920]  祂愛我就愛到底
[00:12:32.920 --> 00:12:36.920]  所以我怎麼樣子祂都不會管我
[00:12:36.920 --> 00:12:38.260]  有沒有
[00:12:38.260 --> 00:12:42.720]  缺乏了一點敬畏
[00:12:42.720 --> 00:12:45.160]  所以禮拜天當你來到這裡的時候
[00:12:45.160 --> 00:12:46.800]  弟兄姊妹
[00:12:46.800 --> 00:12:48.400]  你要記得
[00:12:48.400 --> 00:12:52.000]  聖經上說兩三個人奉主的名聚集
[00:12:52.000 --> 00:12:55.580]  祂就在我們中間
[00:12:55.580 --> 00:12:57.340]  雖然我們不是要把這個禮拜堂
[00:12:57.340 --> 00:12:58.980]  變成是所謂的
[00:12:58.980 --> 00:13:00.980]  這個就叫做教會
[00:13:00.980 --> 00:13:03.780]  但聖經上說兩三個人聚集在一起
[00:13:03.780 --> 00:13:05.180]  一起來祭拜神
[00:13:05.180 --> 00:13:06.880]  神就在我們中間
[00:13:06.880 --> 00:13:09.920]  因此你一進到這個會堂的時候
[00:13:09.920 --> 00:13:13.720]  你就要show你的respect
[00:13:13.720 --> 00:13:15.400]  參加音樂會的時候
[00:13:15.400 --> 00:13:17.800]  會不會一進去
[00:13:17.800 --> 00:13:20.600]  老王你好
[00:13:20.600 --> 00:13:22.840]  你進去的時候會怎麼樣
[00:13:22.840 --> 00:13:24.700]  你馬上就知道
[00:13:24.700 --> 00:13:28.000]  找到位置安靜走下來
[00:13:28.000 --> 00:13:31.300]  是嗎
[00:13:31.300 --> 00:13:32.240]  神的殿堂
[00:13:32.240 --> 00:13:35.280]  豈不比音樂會更值得我們尊重嗎
[00:13:35.280 --> 00:13:37.880]  因為神在我們中間
[00:13:37.880 --> 00:13:40.020]  所以敬畏神
[00:13:40.020 --> 00:13:40.460]  弟兄姊妹
[00:13:40.460 --> 00:13:42.320]  敬畏神太寶貴了
[00:13:42.320 --> 00:13:43.460]  太重要了
[00:13:43.460 --> 00:13:46.660]  聖經上裡面舊約出現了168次
[00:13:46.660 --> 00:13:48.420]  新約出現了44次
[00:13:48.420 --> 00:13:49.920]  總共是200多次
[00:13:49.920 --> 00:13:51.300]  弟兄姊妹裡面講敬畏神
[00:13:51.300 --> 00:13:52.700]  裡面講了很多的好處
[00:13:52.700 --> 00:13:54.060]  我鼓勵你有機會
[00:13:54.060 --> 00:13:55.200]  你去把這個當作是
[00:13:55.200 --> 00:13:57.660]  你的一個bible study的課程
[00:13:57.660 --> 00:13:59.700]  你去查查敬畏神
[00:13:59.700 --> 00:14:02.280]  你把這個經文找出來
[00:14:02.280 --> 00:14:07.540]  敬畏神有什麼一些的祝福和好處
[00:14:07.540 --> 00:14:08.580]  太多了
[00:14:08.580 --> 00:14:10.740]  但是這邊提到一點
[00:14:10.740 --> 00:14:13.920]  第九節說什麼
[00:14:13.920 --> 00:14:16.820]  第九節
[00:14:16.820 --> 00:14:19.520]  第九節這裡講敬畏神的怎麼樣
[00:14:19.520 --> 00:14:20.560]  一無所缺
[00:14:20.560 --> 00:14:24.600]  跟你旁邊的說一無所缺
[00:14:24.600 --> 00:14:25.560]  弟兄姊妹
[00:14:25.560 --> 00:14:28.140]  這一句話概括了所有的東西
[00:14:28.140 --> 00:14:28.900]  你缺什麼
[00:14:28.900 --> 00:14:30.560]  一無所缺
[00:14:30.560 --> 00:14:36.360]  你敬畏神一無所缺
[00:14:36.360 --> 00:14:40.080]  健康一無所缺
[00:14:40.080 --> 00:14:43.840]  金錢一無所缺
[00:14:43.840 --> 00:14:47.820]  所有你想要的這一切東西一無所缺
[00:14:47.820 --> 00:14:49.560]  弟兄姊妹這不是我說的
[00:14:49.560 --> 00:14:53.360]  這是聖經上說的
[00:14:53.360 --> 00:14:56.020]  但是弟兄姊妹我也提醒大家
[00:14:56.020 --> 00:14:59.660]  如果我們不敬畏神
[00:14:59.660 --> 00:15:04.160]  今天我們如果不敬畏神
[00:15:04.160 --> 00:15:06.160]  會怎麼樣呢
[00:15:06.160 --> 00:15:08.540]  我們看一個例子好不好
[00:15:08.540 --> 00:15:10.300]  記得在《舊約》裡面有一個例子
[00:15:10.300 --> 00:15:13.300]  記不記得
[00:15:13.300 --> 00:15:16.040]  大衛王想要把這個約櫃
[00:15:16.040 --> 00:15:18.480]  帶到這個大衛的城裡面來
[00:15:18.480 --> 00:15:21.020]  所以他就請了烏莎還有另外一個人
[00:15:21.020 --> 00:15:23.780]  他們一起要把這個車押過來
[00:15:23.780 --> 00:15:27.680]  那麼這個約櫃快走在路途一半的時候
[00:15:27.680 --> 00:15:30.160]  結果流失前提他不是用馬拉的
[00:15:30.160 --> 00:15:31.320]  他是用流
[00:15:31.320 --> 00:15:33.600]  流失前提結果那個約櫃
[00:15:33.600 --> 00:15:35.160]  就好像有點要傾倒了
[00:15:35.160 --> 00:15:41.900]  這時候烏莎就立刻用手去扶約櫃
[00:15:41.900 --> 00:15:47.480]  結果發生什麼事情
[00:15:47.480 --> 00:15:49.580]  烏莎就被擊殺了
[00:15:49.580 --> 00:15:50.280]  弟兄姊妹
[00:15:50.280 --> 00:15:53.380]  這些事情很多人讀這段聖經不懂
[00:15:53.380 --> 00:15:59.020]  請問約櫃是代表神的同在
[00:15:59.020 --> 00:16:01.220]  約櫃要倒下來了
[00:16:01.220 --> 00:16:04.460]  我就把它扶起來我錯了嗎
[00:16:04.460 --> 00:16:08.200]  我就算錯了我需要死嗎
[00:16:08.200 --> 00:16:10.560]  這麼嚴重啊
[00:16:10.560 --> 00:16:12.360]  弟兄姊妹
[00:16:12.360 --> 00:16:16.300]  為什麼烏莎去扶他要被擊殺
[00:16:16.300 --> 00:16:20.680]  你如果看聖經裡面
[00:16:20.680 --> 00:16:24.020]  中文聖經裡面翻譯出來說
[00:16:24.020 --> 00:16:26.580]  他因為錯誤
[00:16:26.580 --> 00:16:29.180]  錯誤就是mistake
[00:16:29.180 --> 00:16:32.560]  但是你去看英文聖經它怎麼說
[00:16:32.560 --> 00:16:36.520]  英文聖經它這裡說什麼呢
[00:16:36.520 --> 00:16:37.220]  它這裡說
[00:16:37.220 --> 00:16:42.140]  because of his irrelevant act
[00:16:42.140 --> 00:16:44.700]  剛才講的那個reverence
[00:16:44.700 --> 00:16:48.700]  irrelevant act
[00:16:48.700 --> 00:16:49.900]  換句話說
[00:16:49.900 --> 00:16:51.080]  他這一件事情
[00:16:51.080 --> 00:16:54.880]  他這個動作是怎麼樣
[00:16:54.880 --> 00:16:57.120]  是不敬畏神
[00:16:57.120 --> 00:17:02.460]  不respect神的一個動作
[00:17:02.460 --> 00:17:05.260]  請問扶約櫃錯了嗎
[00:17:05.260 --> 00:17:06.060]  你要了解的
[00:17:06.060 --> 00:17:07.160]  我今天沒有時間多講
[00:17:07.160 --> 00:17:11.020]  但是你要了解
[00:17:11.020 --> 00:17:12.800]  聖經裡面提到
[00:17:12.800 --> 00:17:18.400]  約櫃是要有台的
[00:17:18.400 --> 00:17:20.800]  其實約櫃
[00:17:20.800 --> 00:17:22.940]  他有一些的規定的
[00:17:22.940 --> 00:17:25.440]  那麼根本不應該用鈕拉的
[00:17:25.440 --> 00:17:30.380]  所以大衛也錯了
[00:17:30.380 --> 00:17:32.080]  因此在這個地方
[00:17:32.080 --> 00:17:34.080]  聖經告訴我們一件事情就是說
[00:17:34.080 --> 00:17:36.280]  上帝有他的方式
[00:17:36.280 --> 00:17:38.260]  懂這意思嗎
[00:17:38.260 --> 00:17:41.760]  因此你不按照上帝的方式
[00:17:41.760 --> 00:17:44.400]  你雖然你的用心是好的
[00:17:44.400 --> 00:17:46.660]  但是這是不尊敬上帝
[00:17:46.660 --> 00:17:50.500]  不敬畏神的這一個做法
[00:17:50.500 --> 00:17:52.500]  所以烏沙被擊殺了
[00:17:52.500 --> 00:17:57.500]  另外一個例子
[00:17:57.500 --> 00:17:58.900]  新約的例子
[00:17:58.900 --> 00:17:59.840]  亞拉利亞撒菲拉
[00:17:59.840 --> 00:18:00.980]  大家都清楚對不對
[00:18:00.980 --> 00:18:02.240]  亞拉利亞撒菲拉
[00:18:02.240 --> 00:18:03.620]  當時教會復興的時候
[00:18:03.620 --> 00:18:06.180]  很多人都真是奉獻到一個地步
[00:18:06.180 --> 00:18:07.820]  就願意把自己的房子都賣掉
[00:18:07.820 --> 00:18:09.120]  家產都賣掉了
[00:18:09.120 --> 00:18:11.860]  真正是共產社會
[00:18:11.860 --> 00:18:13.760]  亞拉利亞把這個房子賣了
[00:18:13.760 --> 00:18:15.660]  他也說我這個房子要全部奉獻
[00:18:15.660 --> 00:18:17.600]  結果呢
[00:18:17.600 --> 00:18:21.760]  他私自留了幾分之一上書
[00:18:21.760 --> 00:18:24.460]  其實也不為過嘛
[00:18:24.460 --> 00:18:27.440]  當時候奉獻的時候一時感情衝動
[00:18:27.440 --> 00:18:28.640]  我說全部我也奉獻
[00:18:28.640 --> 00:18:29.480]  忘掉了
[00:18:29.480 --> 00:18:32.540]  糟糕我家裡面還有三個女兒
[00:18:32.540 --> 00:18:34.940]  讀書怎麼辦
[00:18:34.940 --> 00:18:36.880]  所以就有點後悔了
[00:18:36.880 --> 00:18:39.620]  就私自說
[00:18:39.620 --> 00:18:44.320]  奉獻給神十分之二已經不錯了
[00:18:44.320 --> 00:18:46.960]  其他四分之八我留下來
[00:18:46.960 --> 00:18:48.120]  他留下來
[00:18:48.120 --> 00:18:50.800]  留下了幾分不知道多少
[00:18:50.800 --> 00:18:52.560]  重點是說
[00:18:52.560 --> 00:18:56.340]  當這個彼得知道了之後
[00:18:56.340 --> 00:18:59.360]  彼得責備他說什麼
[00:18:59.360 --> 00:19:04.040]  彼得說你欺恐聖靈
[00:19:04.040 --> 00:19:05.400]  很嚴重喔
[00:19:05.400 --> 00:19:06.580]  你欺騙神
[00:19:06.580 --> 00:19:08.640]  你欺騙聖靈
[00:19:08.640 --> 00:19:10.480]  所以當他講了這句話的時候
[00:19:10.480 --> 00:19:12.480]  亞拉利亞立刻
[00:19:12.480 --> 00:19:15.120]  撲倒在地斷氣了
[00:19:15.120 --> 00:19:16.720]  他太太跟著進來了
[00:19:16.720 --> 00:19:18.320]  不知道發生什麼事情
[00:19:18.320 --> 00:19:19.620]  彼得同樣問她
[00:19:19.620 --> 00:19:22.620]  她也同樣的跟兩個丈夫同心合意
[00:19:22.620 --> 00:19:24.760]  一起製造這個謊言
