
[00:00:00.000 --> 00:00:08.500]  在2008年,我和太太在加拿大收拾行裝回香港服侍主
[00:01:38.000 --> 00:01:41.000]  日間上學,讀engineering
[00:01:41.000 --> 00:01:45.000]  五點去餐館做侍應叫做"企桌"
[00:01:45.000 --> 00:01:48.000]  十一點回來做功課,你死不死
[00:01:48.000 --> 00:01:53.000]  自己帶午餐,八塊麵包
[00:01:53.000 --> 00:01:56.000]  那時是發育時期,現在就兩塊
[00:01:56.000 --> 00:02:04.000]  為了省錢,就買一些紅色的Bologna那種肉
[00:02:04.000 --> 00:02:06.000]  不知道是什麼肉,不知道是牛肉還是馬肉
[00:02:06.000 --> 00:02:09.000]  只有"鹹"字,吃了四年
[00:02:09.000 --> 00:02:11.000]  畢業後到現在都沒再吃
[00:02:11.000 --> 00:02:13.000]  將來都不準備吃
[00:02:13.000 --> 00:02:16.000]  就這樣讀完這四年,欠政府錢
[00:02:16.000 --> 00:02:19.000]  我們結婚就買了前七
[00:02:19.000 --> 00:02:22.000]  1967年的Ponte,漂亮嗎?
[00:02:22.000 --> 00:02:25.000]  我們到蜜月就兩天,因為省錢
[00:02:25.000 --> 00:02:27.000]  一天去一天回
[00:02:27.000 --> 00:02:30.000]  中間就住在Lake Louise
[00:02:30.000 --> 00:02:33.000]  國家公園的Motel
[00:02:33.000 --> 00:02:35.000]  汽車旅店那裏便宜一點
[00:02:35.000 --> 00:02:37.000]  早餐自己吃
[00:02:37.000 --> 00:02:40.000]  你知道前七是怎樣的嗎?
[00:02:40.000 --> 00:02:43.000]  去程就停了三次
[00:02:43.000 --> 00:02:46.000]  每次就下一罐"解油"
[00:02:46.000 --> 00:02:48.000]  不是Gasoline汽油,是"解油"
[00:02:48.000 --> 00:02:50.000]  "解油"怎樣下?
[00:02:50.000 --> 00:02:53.000]  打開車頭蓋,轉開引擎蓋
[00:02:53.000 --> 00:02:56.000]  倒一罐Motor Oil在裏面,蓋上
[00:02:56.000 --> 00:02:58.000]  一程就下了三罐
[00:02:58.000 --> 00:03:00.000]  回程下了多少罐?
[00:03:00.000 --> 00:03:02.000]  又是三罐
[00:03:02.000 --> 00:03:07.000]  所以蜜月最貴的項目就是"解油"
[00:03:10.000 --> 00:03:14.000]  55歲回來香港,十年後回去買了一輛好車
[00:03:14.000 --> 00:03:16.000]  誰知做到64歲
[00:03:16.000 --> 00:03:18.000]  總會就打電話給我,波特總會
[00:03:18.000 --> 00:03:21.000]  羅牧師我們想你來做總幹事
[00:03:21.000 --> 00:03:23.000]  因為這個委託了13年
[00:03:23.000 --> 00:03:27.000]  你想像一個機構的CEO委託了13年
[00:03:27.000 --> 00:03:29.000]  想你來整頓一下
[00:03:29.000 --> 00:03:32.000]  我就其實推的
[00:03:32.000 --> 00:03:35.000]  因為我知道別人警告我這份工作很難
[00:03:35.000 --> 00:03:39.000]  我推就緊要摩西推上帝
[00:03:39.000 --> 00:03:43.000]  結果歷史告訴我們,摩西同學都推不成
[00:03:43.000 --> 00:03:48.000]  摩西就跟著做了40年,我做了5年
[00:03:48.000 --> 00:03:52.000]  退休是甚麼時候呢?
[00:03:52.000 --> 00:03:56.000]  兩年半之前,亞太地區的報道會
[00:03:56.000 --> 00:03:58.000]  有個議長去台灣宣教
[00:03:58.000 --> 00:04:00.000]  建立雙語教會
[00:04:00.000 --> 00:04:08.000]  這些亞太地區報道會包括美國、香港、新加坡、馬來西亞
[00:04:08.000 --> 00:04:12.000]  我們的計劃就是每個國家派一些宣教士去台灣
[00:04:12.000 --> 00:04:19.000]  因為台灣政府宣布2030年台灣會成為雙語的社會
[00:04:19.000 --> 00:04:21.000]  我們希望吃住條勢
[00:04:21.000 --> 00:04:24.000]  我們那裏有開咖啡室
[00:04:24.000 --> 00:04:27.000]  你知不知道台灣的咖啡文化比香港好
[00:04:27.000 --> 00:04:28.000]  比香港先進
[00:04:28.000 --> 00:04:30.000]  我們希望可以補習
[00:04:30.000 --> 00:04:35.000]  今天早上有一位弟兄說他教人學英文學得很快
[00:04:35.000 --> 00:04:39.000]  我說不如你請阿根派你去台灣跟我一起
[00:04:39.000 --> 00:04:42.000]  我們希望可以開報道會
[00:04:42.000 --> 00:04:44.000]  希望可以雙語崇拜
[00:04:44.000 --> 00:04:46.000]  希望可以兒童志工等等
[00:04:46.000 --> 00:04:50.000]  你想用這麼多國家派宣教士去
[00:04:50.000 --> 00:04:52.000]  那個籌備小組人員跟我說
[00:04:52.000 --> 00:04:54.000]  羅木斯兩年半前跟我說
[00:04:54.000 --> 00:05:00.000]  我們想你做完這一任總幹事之後就去台灣宣教
[00:05:00.000 --> 00:05:03.000]  我說年紀大了一點,69歲
[00:05:03.000 --> 00:05:05.000]  他說沒辦法了
[00:05:05.000 --> 00:05:07.000]  現在我們馬來西亞的總理90幾歲
[00:05:07.000 --> 00:05:10.000]  美國的總統70幾歲
[00:05:10.000 --> 00:05:12.000]  What is your problem?
[00:05:12.000 --> 00:05:15.000]  還有台灣人呢
[00:05:15.000 --> 00:05:18.000]  如果你年紀沒那麼大,他都不理你
[00:05:18.000 --> 00:05:21.000]  我和我太太祈禱了大半年
[00:05:21.000 --> 00:05:25.000]  去年9月就接受了,答應了
[00:05:25.000 --> 00:05:29.000]  我今天想跟大家說
[00:05:29.000 --> 00:05:38.000]  為什麼我會放下這個休閒退休計劃
[00:05:38.000 --> 00:05:42.000]  而69歲去台灣宣教呢
[00:05:42.000 --> 00:05:45.000]  69歲宣教是老兵出征
[00:05:45.000 --> 00:05:46.000]  為什麼我這樣做
[00:05:46.000 --> 00:05:49.000]  什麼力量推動我這樣做呢
[00:05:49.000 --> 00:05:54.000]  我幾十年來的體驗
[00:05:54.000 --> 00:05:58.000]  就是基督徒的那個侍奉的動力
[00:05:58.000 --> 00:06:01.000]  是來自他和基督的關係
[00:06:01.000 --> 00:06:03.000]  他和基督的關係越密切
[00:06:03.000 --> 00:06:06.000]  他的侍奉動力就越強
[00:06:06.000 --> 00:06:09.000]  而基督徒和基督的關係
[00:06:09.000 --> 00:06:12.000]  是在乎他對耶穌基督的認識
[00:06:12.000 --> 00:06:14.000]  他認識越深
[00:06:14.000 --> 00:06:16.000]  他的關係就越密切
[00:06:16.000 --> 00:06:19.000]  基督徒對基督的認識來自兩樣東西
[00:06:19.000 --> 00:06:21.000]  就是他的經歷
[00:06:21.000 --> 00:06:23.000]  他在基督裡面的經歷
[00:06:23.000 --> 00:06:25.000]  和他對聖經的回應
[00:06:25.000 --> 00:06:27.000]  聖經就是神的話語
[00:06:27.000 --> 00:06:30.000]  今天我要跟大家講這件事
[00:06:30.000 --> 00:06:33.000]  就是聖經怎樣影響我
[00:06:33.000 --> 00:06:35.000]  和我的經歷怎樣影響我
[00:06:35.000 --> 00:06:37.000]  以致今天我願意
[00:06:37.000 --> 00:06:41.000]  明年一月底完成了我的任期之後
[00:06:41.000 --> 00:06:44.000]  就去台灣
[00:06:44.000 --> 00:06:48.000]  首先講聖經
[00:06:48.000 --> 00:06:50.000]  有一段經文呢
[00:06:50.000 --> 00:06:53.000]  是在這段時間激勵到我
[00:06:53.000 --> 00:06:56.000]  去放低這個休閒生活
[00:06:56.000 --> 00:07:00.000]  我可以買一輛好車
[00:07:00.000 --> 00:07:03.000]  買一輛美國最好的車都可以
[00:07:03.000 --> 00:07:05.000]  但我放低這些
[00:07:05.000 --> 00:07:07.000]  我想這次去台灣
[00:07:07.000 --> 00:07:12.000]  就應該可能回不了加拿大退休
[00:07:12.000 --> 00:07:16.000]  但什麼理論推動我呢
[00:07:16.000 --> 00:07:18.000]  我想跟大家分享一段聖經
[00:07:18.000 --> 00:07:20.000]  是對我有很大影響的
[00:07:20.000 --> 00:07:24.000]  就是哥羅西斯三章一到四節
[00:07:24.000 --> 00:07:26.000]  這段聖經很奇妙
[00:07:26.000 --> 00:07:28.000]  如果你想用半天的時間
[00:07:28.000 --> 00:07:30.000]  來默想神的話
[00:07:30.000 --> 00:07:32.000]  你不妨考慮用這段聖經
[00:07:32.000 --> 00:07:35.000]  所以你們若真與基督一同復活
[00:07:35.000 --> 00:07:38.000]  就當求在上面的事
[00:07:38.000 --> 00:07:40.000]  那裡有基督在在上帝的右邊
[00:07:40.000 --> 00:07:42.000]  你們要思念上面的事
[00:07:42.000 --> 00:07:44.000]  不要思念地上的事
[00:07:44.000 --> 00:07:47.000]  因為你們已經死了
[00:07:47.000 --> 00:07:50.000]  你們的生命與基督一同創在神裡面
[00:07:50.000 --> 00:07:52.000]  基督是我們的生命
[00:07:52.000 --> 00:07:54.000]  他顯現的時候
[00:07:54.000 --> 00:07:57.000]  你們也要與他一同顯現在榮耀裡
[00:07:57.000 --> 00:08:00.000]  請大家留意第三節和第四節
[00:08:00.000 --> 00:08:03.000]  因為你們已經死了
[00:08:03.000 --> 00:08:05.000]  你知不知道你們已經死了
[00:08:05.000 --> 00:08:08.000]  你們的生命與基督一同創在神裡面
[00:08:08.000 --> 00:08:10.000]  基督是我們的生命
[00:08:10.000 --> 00:08:12.000]  為什麼他說我們已經死了呢
[00:08:12.000 --> 00:08:19.000]  我們死了就是我們不再受到舊世界的控制
[00:08:19.000 --> 00:08:21.000]  我們脫離了這個世界的控制
[00:08:21.000 --> 00:08:23.000]  轉入一個新的領域
[00:08:23.000 --> 00:08:25.000]  這個領境界是什麼呢
[00:08:25.000 --> 00:08:29.000]  就是我們的生命與基督一同創在神裡面
[00:08:29.000 --> 00:08:33.000]  你有沒有想到你與基督是一起創在神裡面的
[00:08:33.000 --> 00:08:35.000]  什麼叫創在神裡面呢
[00:08:35.000 --> 00:08:39.000]  我的句話就是令人想到一個嬰兒在媽媽的肚子裡
[00:08:39.000 --> 00:08:42.000]  我們看看一個嬰兒在媽媽的肚子裡
[00:08:42.000 --> 00:08:44.000]  還沒出生的嬰兒
[00:08:44.000 --> 00:08:46.000]  他的環境是怎樣的
[00:08:46.000 --> 00:08:48.000]  他的環境可以說是最美滿的
[00:08:48.000 --> 00:08:50.000]  第一,他在媽媽的肚子裡
[00:08:50.000 --> 00:08:55.000]  地心吸力對他的影響是減少了70%
[00:08:55.000 --> 00:08:58.000]  因為他浸在了媽媽的羊水裡
[00:08:58.000 --> 00:09:04.000]  第二,媽媽的心跳是給他帶來安全感
[00:09:04.000 --> 00:09:06.000]  還有隔開外面的噪音
[00:09:06.000 --> 00:09:10.000]  啵啵啵啵啵對他的嬰兒是有安全感
[00:09:10.000 --> 00:09:12.000]  所以如果在在有姊妹懷孕的話
[00:09:12.000 --> 00:09:17.000]  你就不用擔心你的胎兒受到羅莫斯廣道的噪音影響
[00:09:17.000 --> 00:09:19.000]  因為你的心跳是保護了他
[00:09:19.000 --> 00:09:22.000]  還有嬰兒在媽媽的肚子裡
[00:09:22.000 --> 00:09:27.000]  溫度是恆溫36度至37度
[00:09:27.000 --> 00:09:29.000]  除非你發燒
[00:09:29.000 --> 00:09:33.000]  還有他一切的供應
[00:09:33.000 --> 00:09:36.000]  媽媽都充足的預備
[00:09:36.000 --> 00:09:38.000]  媽媽吃東西
[00:09:38.000 --> 00:09:40.000]  首先只有一個嬰兒
[00:09:40.000 --> 00:09:42.000]  然後才輪到媽媽自己
[00:09:42.000 --> 00:09:44.000]  這是上帝創造的奇妙
[00:09:44.000 --> 00:09:50.000]  一個嬰孩藏在媽媽裡面是最完美的境界
[00:09:50.000 --> 00:09:54.000]  我們基督徒在神裡面
[00:09:54.000 --> 00:09:57.000]  你們與基督一同藏在神裡面
[00:09:57.000 --> 00:10:02.000]  也同樣受到上帝的保護和供應
[00:10:02.000 --> 00:10:04.000]  以塞亞斯六章一節
[00:10:04.000 --> 00:10:06.000]  以塞亞看到這個異象
[00:10:06.000 --> 00:10:11.000]  上帝的衣裳是遮蓋聖殿
[00:10:11.000 --> 00:10:14.000]  他是保護教會
[00:10:14.000 --> 00:10:15.000]  保護你
[00:10:15.000 --> 00:10:16.000]  今天你坐在這裡
[00:10:16.000 --> 00:10:18.000]  你就受到上帝的保護
[00:10:18.000 --> 00:10:21.000]  所以這一節基本提醒我
[00:10:21.000 --> 00:10:25.000]  我們基督徒是受到上帝的保護和供應
[00:10:25.000 --> 00:10:31.000]  還有一個嬰兒藏在媽媽的肚子裡
[00:10:31.000 --> 00:10:33.000]  他是被隱藏的
[00:10:33.000 --> 00:10:35.000]  外面的人看不到他是怎樣
[00:10:35.000 --> 00:10:36.000]  不知道他將來是怎樣
[00:10:36.000 --> 00:10:38.000]  不知道他現在是怎樣
[00:10:38.000 --> 00:10:40.000]  我們在神的肚子裡
[00:10:40.000 --> 00:10:42.000]  也是受到隱藏
[00:10:42.000 --> 00:10:44.000]  外面的人看不到你是怎樣
[00:10:44.000 --> 00:10:46.000]  他只見到你呆呆的
[00:10:46.000 --> 00:10:47.000]  但你不知道
[00:10:47.000 --> 00:10:50.000]  他不知道原來上帝為你預備了精彩的人生
[00:10:50.000 --> 00:10:52.000]  你的恩賜他不知道
[00:10:52.000 --> 00:10:54.000]  你自己也不知道
[00:10:54.000 --> 00:10:56.000]  上帝也沒有告訴你
[00:10:56.000 --> 00:10:58.000]  當你一生的年月
[00:10:58.000 --> 00:11:00.000]  上帝已經寫在寶寶上面
[00:11:00.000 --> 00:11:02.000]  但上帝不會告訴你
[00:11:02.000 --> 00:11:04.000]  廖先生你活到九十五歲就死了
[00:11:04.000 --> 00:11:05.000]  不會的
[00:11:05.000 --> 00:11:06.000]  否則他擔心
[00:11:06.000 --> 00:11:10.000]  五十年後我會怎樣
[00:11:10.000 --> 00:11:12.000]  所以
[00:11:12.000 --> 00:11:14.000]  我們的隱藏在上帝裡面
[00:11:14.000 --> 00:11:16.000]  是一個很奇妙的隱藏
[00:11:16.000 --> 00:11:18.000]  直到耶穌基督顯現的時候
[00:11:18.000 --> 00:11:20.000]  我們就與祂顯現在榮耀裡面
[00:11:20.000 --> 00:11:22.000]  這是第二點
[00:11:22.000 --> 00:11:24.000]  第一是保護和供應
[00:11:24.000 --> 00:11:25.000]  第二是隱藏
[00:11:25.000 --> 00:11:27.000]  第三是與基督一同連結
[00:11:27.000 --> 00:11:29.000]  你有沒有留意到
[00:11:29.000 --> 00:11:33.000]  你們的生命與基督一同藏在神裡面
[00:11:33.000 --> 00:11:36.000]  一個嬰兒藏在媽媽的肚子裡面
[00:11:36.000 --> 00:11:39.000]  他與媽媽是連結在一起的
[00:11:39.000 --> 00:11:42.000]  人與人之間的關係
[00:11:42.000 --> 00:11:44.000]  是沒有這麼密切的
[00:11:44.000 --> 00:11:47.000]  不過雖然這麼密切
[00:11:47.000 --> 00:11:49.000]  仍然是兩個生命
[00:11:49.000 --> 00:11:50.000]  兩個心跳
[00:11:50.000 --> 00:11:51.000]  媽媽的心跳
[00:11:51.000 --> 00:11:53.000]  和寶寶的心跳分開
[00:11:53.000 --> 00:11:54.000]  兩個生命
[00:11:54.000 --> 00:11:57.000]  但我們基督徒與基督一同
[00:11:57.000 --> 00:11:59.000]  是一個生命
[00:11:59.000 --> 00:12:01.000]  基督是我們的生命
[00:12:01.000 --> 00:12:03.000]  不是兩個心跳是一個心跳
[00:12:03.000 --> 00:12:04.000]  就是基督的心跳
[00:12:04.000 --> 00:12:09.000]  所以保羅在《迦拉泰書2章20節》說
[00:12:09.000 --> 00:12:11.000]  我已經與基督同釘十字架
[00:12:11.000 --> 00:12:13.000]  現在活著的不再是我
[00:12:13.000 --> 00:12:15.000]  是基督在我裡面活著
[00:12:15.000 --> 00:12:17.000]  不再是我活著
[00:12:17.000 --> 00:12:18.000]  弟兄姊妹
[00:12:18.000 --> 00:12:20.000]  就是在我十幾歲的時候
[00:12:20.000 --> 00:12:21.000]  我就看了聖經
[00:12:21.000 --> 00:12:24.000]  我沒有用很多神學的智慧去思考它
[00:12:24.000 --> 00:12:27.000]  那時候也不是很懂事
[00:12:27.000 --> 00:12:29.000]  聖經是這樣說就這樣做
[00:12:29.000 --> 00:12:32.000]  既然我已經與基督同釘十字架
[00:12:32.000 --> 00:12:34.000]  既然我已經與基督同釘十字架
[00:12:34.000 --> 00:12:35.000]  藏在神裡面
[00:12:35.000 --> 00:12:37.000]  我就不再為自己打算
[00:12:37.000 --> 00:12:39.000]  上帝要我去哪裡
[00:12:39.000 --> 00:12:40.000]  我就去哪裡
[00:12:40.000 --> 00:12:41.000]  上帝要我做什麼
[00:12:41.000 --> 00:12:43.000]  我就做什麼
[00:12:43.000 --> 00:12:48.000]  上帝就是這樣的祝福我
[00:12:48.000 --> 00:12:51.000]  以致跟著那個日子
[00:12:51.000 --> 00:12:57.000]  上帝的作為就在我願意信服的生命裡面
[00:12:57.000 --> 00:13:00.000]  證明出來不是我有什麼厲害
[00:13:00.000 --> 00:13:03.000]  而是上帝的使用
[00:13:03.000 --> 00:13:06.000]  陳牧師就邀請我和大家分享
[00:13:06.000 --> 00:13:09.000]  我一生蒙福的經歷
[00:13:09.000 --> 00:13:10.000]  就說這兩點
[00:13:10.000 --> 00:13:13.000]  神的話語怎樣感動我和我的經歷
[00:13:13.000 --> 00:13:15.000]  我要和大家分享
[00:13:15.000 --> 00:13:17.000]  上帝怎樣祝福我這個傻子
[00:13:17.000 --> 00:13:20.000]  我其實是蠢蠢的
[00:13:20.000 --> 00:13:22.000]  你問我太太就知道了
[00:13:22.000 --> 00:13:23.000]  我經常跟人說
[00:13:23.000 --> 00:13:26.000]  我太太比我聰明又比我虔誠
[00:13:26.000 --> 00:13:28.000]  那些人就以為我是謙卑
[00:13:28.000 --> 00:13:30.000]  其實我是實話實說
[00:13:30.000 --> 00:13:33.000]  聖經有一句話好像特別為我寫的
[00:13:33.000 --> 00:13:36.000]  耶和華保護愚人
[00:13:36.000 --> 00:13:37.000]  愚蠢的愚
[00:13:37.000 --> 00:13:39.000]  這句話就是那些頭腦簡單
[00:13:39.000 --> 00:13:40.000]  單純
[00:13:40.000 --> 00:13:42.000]  想事情不是很精
[00:13:42.000 --> 00:13:44.000]  就說保護他們
[00:13:44.000 --> 00:13:45.000]  又保護我
[00:13:45.000 --> 00:13:50.000]  上帝就帶領我在過去幾十年
[00:13:50.000 --> 00:13:55.000]  有幾次踏出我生命的安恕區
[00:13:55.000 --> 00:13:56.000]  安福區
[00:13:56.000 --> 00:13:59.000]  將我帶到一個更高的境界
[00:13:59.000 --> 00:14:01.000]  不是因為我有實力
[00:14:01.000 --> 00:14:02.000]  而是因為我肯聽他們的話
[00:14:02.000 --> 00:14:03.000]  就是這麼多
[00:14:03.000 --> 00:14:05.000]  聖經怎樣說我又怎樣做
[00:14:05.000 --> 00:14:06.000]  這個就是秘訣
[00:14:06.000 --> 00:14:08.000]  你不需要聰明
[00:14:08.000 --> 00:14:11.000]  你只要肯聽上帝的話
[00:14:11.000 --> 00:14:13.000]  你會做得比我更加好的
[00:14:13.000 --> 00:14:15.000]  我和大家分享
[00:14:15.000 --> 00:14:16.000]  很快就分享
[00:14:16.000 --> 00:14:19.000]  上帝怎樣帶我踏出這個安恕區
[00:14:19.000 --> 00:14:21.000]  在二十四歲的時候
[00:14:21.000 --> 00:14:22.000]  就是結婚後一年
[00:14:22.000 --> 00:14:28.000]  我的城市是加拿大的石油中心
[00:14:28.000 --> 00:14:31.000]  好像休斯敦就是美國的石油中心
[00:14:31.000 --> 00:14:34.000]  那時候的城市只有很少人
[00:14:34.000 --> 00:14:35.000]  幾十萬人
[00:14:35.000 --> 00:14:37.000]  現在還有一百多萬
[00:14:37.000 --> 00:14:39.000]  那時候沒有什麼華人教會
[00:14:39.000 --> 00:14:42.000]  我和幾個我這麼大這麼小的華人基督徒說
[00:14:42.000 --> 00:14:45.000]  不如我們開一間華人教會
[00:14:45.000 --> 00:14:46.000]  他說好啊
[00:14:46.000 --> 00:14:47.000]  開什麼
[00:14:47.000 --> 00:14:48.000]  不如開播道會
[00:14:48.000 --> 00:14:49.000]  我在播道會受浸的
[00:14:49.000 --> 00:14:50.000]  1970年
[00:14:50.000 --> 00:14:51.000]  17歲
[00:14:51.000 --> 00:14:55.000]  我就打電話給加拿大的西人播道會
[00:14:55.000 --> 00:14:57.000]  因為沒有華人播道會
[00:14:57.000 --> 00:15:01.000]  你歡迎我們開播道會嗎
[00:15:01.000 --> 00:15:02.000]  歡迎
[00:15:02.000 --> 00:15:04.000]  那經濟上會不會支持你呢
[00:15:04.000 --> 00:15:05.000]  我們說不會
[00:15:05.000 --> 00:15:07.000]  我們歡迎你來
[00:15:07.000 --> 00:15:08.000]  我們又歡送你走
[00:15:08.000 --> 00:15:10.000]  但經濟上就沒有支持
[00:15:10.000 --> 00:15:11.000]  那就開吧
[00:15:11.000 --> 00:15:13.000]  那誰是港獨呢
[00:15:13.000 --> 00:15:14.000]  羅世堅你說吧
[00:15:14.000 --> 00:15:15.000]  因為你說開的
[00:15:15.000 --> 00:15:16.000]  誰是私餐
[00:15:16.000 --> 00:15:17.000]  就是你了
[00:15:17.000 --> 00:15:20.000]  香港播道會就不准這麼做
[00:15:20.000 --> 00:15:26.000]  不准信徒領袖私餐私洗
[00:15:26.000 --> 00:15:27.000]  港獨
[00:15:27.000 --> 00:15:29.000]  但聖經是沒有攔阻的
[00:15:29.000 --> 00:15:31.000]  加拿大的播道會沒有攔阻
[00:15:31.000 --> 00:15:32.000]  那我就做
[00:15:32.000 --> 00:15:34.000]  上帝沒有罰我
[00:15:34.000 --> 00:15:36.000]  兩年之後有二百人
[00:15:36.000 --> 00:15:38.000]  那我就打電話回來香港
[00:15:38.000 --> 00:15:39.000]  就找了鮑會員牧師
[00:15:39.000 --> 00:15:40.000]  播道神學院
[00:15:40.000 --> 00:15:41.000]  喂
[00:15:41.000 --> 00:15:43.000]  麻煩你派個人過來
[00:15:43.000 --> 00:15:44.000]  做一做
[00:15:44.000 --> 00:15:45.000]  接替做傳道人
[00:15:45.000 --> 00:15:47.000]  因為二百人我搞不定太多人
[00:15:47.000 --> 00:15:50.000]  那這間播道會
[00:15:50.000 --> 00:15:52.000]  開始的時候是新聞
[00:15:52.000 --> 00:15:54.000]  因為沒什麼華人教會開
[00:15:54.000 --> 00:15:56.000]  那政府就訪問我
[00:15:56.000 --> 00:15:57.000]  不是政府
[00:15:57.000 --> 00:15:59.000]  有個報紙就訪問我
[00:15:59.000 --> 00:16:01.000]  你看不看到那個廿四歲的英俊少年
[00:16:01.000 --> 00:16:03.000]  哈哈哈哈
[00:16:03.000 --> 00:16:05.000]  說什麼羅牧師變靈感
[00:16:05.000 --> 00:16:07.000]  大致上就是這樣
[00:16:07.000 --> 00:16:09.000]  那他寫的英文都很有趣
[00:16:09.000 --> 00:16:10.000]  Pagan的
[00:16:10.000 --> 00:16:11.000]  說那些未成年人Pagan
[00:16:11.000 --> 00:16:12.000]  你千萬不要學那些英文
[00:16:12.000 --> 00:16:13.000]  那是幾十年前的
[00:16:13.000 --> 00:16:15.000]  那這間教會呢
[00:16:15.000 --> 00:16:16.000]  很奇妙
[00:16:16.000 --> 00:16:18.000]  那現在又變成五間
[00:16:18.000 --> 00:16:20.000]  其中一間是
[00:16:20.000 --> 00:16:22.000]  Calvary最大的華人教會
[00:16:22.000 --> 00:16:24.000]  恩福堂的譚子信牧師呢
[00:16:24.000 --> 00:16:26.000]  就去了那裡
[00:16:26.000 --> 00:16:28.000]  那他有一次WhatsApp給我
[00:16:28.000 --> 00:16:30.000]  聽聞羅牧師有些政績
[00:16:30.000 --> 00:16:32.000]  什麼政績我就給他一張照片去看
[00:16:32.000 --> 00:16:34.000]  哦原來這樣
[00:16:34.000 --> 00:16:36.000]  所以有時候你做了一些事
[00:16:36.000 --> 00:16:38.000]  你不知道有什麼後果
[00:16:38.000 --> 00:16:39.000]  但上帝可以用的
[00:16:39.000 --> 00:16:40.000]  我怎麼會猜到
[00:16:40.000 --> 00:16:42.000]  幾個傻子開一間教會
[00:16:42.000 --> 00:16:44.000]  現在變成這麼多間
[00:16:44.000 --> 00:16:46.000]  好了
[00:16:46.000 --> 00:16:48.000]  這是第一次踏出安斯區
[00:16:48.000 --> 00:16:50.000]  那第二次呢
[00:16:50.000 --> 00:16:51.000]  就是我兩個小朋友出生
[00:16:51.000 --> 00:16:53.000]  一男一女
[00:16:53.000 --> 00:16:55.000]  那我就跟太太商量
[00:16:55.000 --> 00:16:57.000]  我們覺得我們整天困在華人教會
[00:16:57.000 --> 00:16:59.000]  都不是辦法
[00:16:59.000 --> 00:17:00.000]  我們應該
[00:17:00.000 --> 00:17:02.000]  在加拿大有這麼多西洋教會
[00:17:02.000 --> 00:17:04.000]  為什麼我們不跟他們一起進入
[00:17:04.000 --> 00:17:06.000]  進入這個教會的主流呢
[00:17:06.000 --> 00:17:08.000]  那我們就決定
[00:17:08.000 --> 00:17:10.000]  去參加西洋教會
[00:17:10.000 --> 00:17:12.000]  放下以華人教會的視頻
[00:17:12.000 --> 00:17:14.000]  那些基督徒就
[00:17:14.000 --> 00:17:16.000]  提醒我
[00:17:16.000 --> 00:17:18.000]  喂羅錫堅
[00:17:18.000 --> 00:17:20.000]  KEN
[00:17:20.000 --> 00:17:22.000]  你那些英文又不準
[00:17:22.000 --> 00:17:24.000]  你又不懂看baseball
[00:17:24.000 --> 00:17:26.000]  你去到西洋教會
[00:17:26.000 --> 00:17:28.000]  人家不當你二等公民
[00:17:28.000 --> 00:17:30.000]  我說錫堅就沒有
[00:17:30.000 --> 00:17:32.000]  教會有一等二等公民
[00:17:32.000 --> 00:17:34.000]  阿根廷有沒有二等公民的
[00:17:34.000 --> 00:17:35.000]  有沒有啊
[00:17:35.000 --> 00:17:37.000]  沒有啊真的沒有嗎
[00:17:37.000 --> 00:17:39.000]  我知阿根廷說沒有
[00:17:39.000 --> 00:17:41.000]  二等公民都要去的了
[00:17:41.000 --> 00:17:43.000]  什麼時候有機會升到一等呢
