
[00:00:00.000 --> 00:00:05.000]  我想跟大家思想一年之計在於春這個題目
[00:01:51.000 --> 00:01:55.000]  其實時間就是生命本身
[00:01:55.000 --> 00:01:57.000]  當你有時間
[00:01:57.000 --> 00:02:01.000]  你肉體的生命仍然能夠活
[00:02:01.000 --> 00:02:04.000]  能夠做一些有意義的事
[00:02:04.000 --> 00:02:06.000]  有時我們會覺得
[00:02:06.000 --> 00:02:10.000]  時間好像在我們手裡漏走了
[00:02:10.000 --> 00:02:12.000]  一天早上起床刷牙
[00:02:12.000 --> 00:02:14.000]  看一份報紙走一走
[00:02:14.000 --> 00:02:16.000]  回來又有人吃午飯
[00:02:16.000 --> 00:02:19.000]  下午睡午覺晚上起來看晚間新聞
[00:02:19.000 --> 00:02:21.000]  好像一天就過去一樣
[00:02:21.000 --> 00:02:23.000]  可能你退休的生活
[00:02:23.000 --> 00:02:25.000]  可能是這樣都未必
[00:02:25.000 --> 00:02:27.000]  但是對於很多人來說
[00:02:27.000 --> 00:02:30.000]  不想一天的時間不斷地漏走
[00:02:30.000 --> 00:02:35.000]  但是你想做事又覺得時間不夠
[00:02:35.000 --> 00:02:39.000]  其實我今天想和大家講一些
[00:02:39.000 --> 00:02:42.000]  比較實用你可以行得到的
[00:02:42.000 --> 00:02:45.000]  就是優先視序
[00:02:45.000 --> 00:02:47.000]  人生的目標
[00:02:47.000 --> 00:02:49.000]  計劃安排
[00:02:49.000 --> 00:02:51.000]  這些東西
[00:02:51.000 --> 00:02:53.000]  特別年輕人就覺得
[00:02:53.000 --> 00:02:56.000]  前面時間大壩
[00:02:56.000 --> 00:02:58.000]  就很少去想
[00:02:58.000 --> 00:03:00.000]  年紀大的人
[00:03:00.000 --> 00:03:04.000]  你能夠數算自己剩餘的日子
[00:03:04.000 --> 00:03:07.000]  你對時間的運用就緊張很多
[00:03:07.000 --> 00:03:09.000]  我想用三節經文
[00:03:09.000 --> 00:03:11.000]  來給我們看見
[00:03:11.000 --> 00:03:15.000]  聖經告訴我們時間的重要性
[00:03:15.000 --> 00:03:16.000]  第一
[00:03:16.000 --> 00:03:17.000]  司徒保羅說
[00:03:17.000 --> 00:03:19.000]  要愛惜光陰
[00:03:19.000 --> 00:03:22.000]  因為現今的世代邪惡
[00:03:22.000 --> 00:03:27.000]  因為現今這個時間的本質
[00:03:27.000 --> 00:03:31.000]  時間裏面所有的活動
[00:03:31.000 --> 00:03:33.000]  和人的心態
[00:03:33.000 --> 00:03:37.000]  都是邪惡不合乎神的心意
[00:03:37.000 --> 00:03:41.000]  所以你更加要把握住這個時間
[00:03:41.000 --> 00:03:44.000]  將它救贖和轉化
[00:03:44.000 --> 00:03:47.000]  愛惜這個字眼很有趣
[00:03:47.000 --> 00:03:51.000]  原來在希利文的原文裏面
[00:03:51.000 --> 00:03:53.000]  有贖回
[00:03:53.000 --> 00:03:57.000]  和你知道一樣很寶貴的東西
[00:03:57.000 --> 00:04:01.000]  你願意花你一生所有的東西
[00:04:01.000 --> 00:04:03.000]  來買這東西
[00:04:03.000 --> 00:04:07.000]  買斷去和買盡去
[00:04:07.000 --> 00:04:10.000]  就好像耶穌的比喻一樣
[00:04:10.000 --> 00:04:13.000]  耶穌講到我們發現一個填土裏面
[00:04:13.000 --> 00:04:15.000]  原來有寶藏
[00:04:15.000 --> 00:04:17.000]  我們就變賣一切
[00:04:17.000 --> 00:04:19.000]  來買這東西
[00:04:19.000 --> 00:04:21.000]  聖誕節二十四日晚
[00:04:21.000 --> 00:04:25.000]  我們在東南亞一個地方
[00:04:25.000 --> 00:04:27.000]  不知道為什麼我的孫子
[00:04:27.000 --> 00:04:32.000]  今年突然間又怕米奇老鼠
[00:04:32.000 --> 00:04:34.000]  怕小丑
[00:04:34.000 --> 00:04:36.000]  而演變成怕聖誕老人
[00:04:36.000 --> 00:04:38.000]  嘩!真是糟糕
[00:04:38.000 --> 00:04:41.000]  在那裏找不到一間餐廳
[00:04:41.000 --> 00:04:42.000]  在那裏坐下來
[00:04:42.000 --> 00:04:44.000]  那個聖誕老人又來
[00:04:44.000 --> 00:04:46.000]  嘩!他馬上尖叫
[00:04:46.000 --> 00:04:47.000]  又掩著眼睛
[00:04:47.000 --> 00:04:51.000]  結果我們聖誕節那一晚
[00:04:51.000 --> 00:04:54.000]  就去到一間酒吧吃Pizza
[00:04:54.000 --> 00:04:57.000]  那個酒吧經理就說
[00:04:57.000 --> 00:04:58.000]  這個人太少了
[00:04:58.000 --> 00:05:01.000]  聖誕老人不會花時間下來
[00:05:01.000 --> 00:05:03.000]  在那裏吸引著他們
[00:05:03.000 --> 00:05:06.000]  酒吧播放黑白片
[00:05:06.000 --> 00:05:10.000]  就是查理卓別靈的高rush
[00:05:10.000 --> 00:05:16.000]  就是那個叫做陶金熱
[00:05:16.000 --> 00:05:18.000]  就講到他在拉斯加那裏
[00:05:18.000 --> 00:05:21.000]  有個人發現他屋底下有一個油田
[00:05:21.000 --> 00:05:24.000]  於是那些人又來想搶他的業權
[00:05:24.000 --> 00:05:26.000]  他要維護的業權
[00:05:26.000 --> 00:05:27.000]  在大風雪下
[00:05:27.000 --> 00:05:29.000]  沒有東西吃下
[00:05:29.000 --> 00:05:32.000]  餓到想像查理卓別靈是隻火雞
[00:05:32.000 --> 00:05:33.000]  想宰了他
[00:05:33.000 --> 00:05:39.000]  就等到那些公證人來註冊
[00:05:39.000 --> 00:05:41.000]  他就成為附庸了
[00:05:41.000 --> 00:05:43.000]  在那個情況下
[00:05:43.000 --> 00:05:45.000]  他餓到不得了
[00:05:45.000 --> 00:05:48.000]  查理就很典型就拿了隻鞋出來煲
[00:05:48.000 --> 00:05:50.000]  然後拿些鞋帶吃
[00:05:50.000 --> 00:05:52.000]  如果你記得的話
[00:05:52.000 --> 00:05:53.000]  我就想起
[00:05:53.000 --> 00:05:57.000]  如果一個人覺得那件事是很重要的話
[00:05:57.000 --> 00:06:02.000]  愛惜就好像這個保羅海爾夫所說教導我們
[00:06:02.000 --> 00:06:03.000]  就是去redeem
[00:06:03.000 --> 00:06:08.000]  以及將你所有的東西傾家蕩產
[00:06:08.000 --> 00:06:10.000]  為的去換這些東西
[00:06:10.000 --> 00:06:12.000]  時間就是這樣
[00:06:12.000 --> 00:06:14.000]  你想一下
[00:06:14.000 --> 00:06:17.000]  如果一個人患了絕症的話
[00:06:17.000 --> 00:06:20.000]  西醫又覺得沒得醫
[00:06:20.000 --> 00:06:22.000]  中醫又覺得沒得醫
[00:06:22.000 --> 00:06:24.000]  死馬當活馬醫
[00:06:24.000 --> 00:06:27.000]  我聽說有人去成都
[00:06:27.000 --> 00:06:29.000]  執一劑藥
[00:06:29.000 --> 00:06:32.000]  你可以想像一劑中藥多少錢
[00:06:32.000 --> 00:06:36.000]  是說25萬
[00:06:36.000 --> 00:06:37.000]  或者怎樣
[00:06:37.000 --> 00:06:40.000]  那劑中藥就用一個紙皮箱
[00:06:40.000 --> 00:06:42.000]  然後煲到一碗
[00:06:42.000 --> 00:06:44.000]  好像芝麻糊
[00:06:44.000 --> 00:06:47.000]  比芝麻糊更稠的東西來喝
[00:06:47.000 --> 00:06:49.000]  為什麼他會這樣做
[00:06:49.000 --> 00:06:52.000]  什麼都沒什麼可能
[00:06:52.000 --> 00:06:56.000]  唯一就是用錢來換時間
[00:06:56.000 --> 00:06:58.000]  換生命
[00:06:58.000 --> 00:07:00.000]  所以你看見保羅說
[00:07:00.000 --> 00:07:02.000]  愛惜光陰
[00:07:02.000 --> 00:07:04.000]  不單止只是字面上愛惜
[00:07:04.000 --> 00:07:06.000]  而是更加主動
[00:07:06.000 --> 00:07:09.000]  如果你知道時間光陰的重要性
[00:07:09.000 --> 00:07:11.000]  你不單止留住它
[00:07:11.000 --> 00:07:12.000]  抓住機會
[00:07:12.000 --> 00:07:16.000]  你更加要用盡你畢生的資源
[00:07:16.000 --> 00:07:19.000]  來換取光陰
[00:07:19.000 --> 00:07:22.000]  神人摩西告訴我們
[00:07:22.000 --> 00:07:25.000]  在《詩篇九十篇》第十二節說
[00:07:25.000 --> 00:07:28.000]  求祢指教我們怎樣數算自己的日子
[00:07:28.000 --> 00:07:31.000]  好叫我們得著智慧的心
[00:07:31.000 --> 00:07:35.000]  原來有些中文的譯譯本
[00:07:35.000 --> 00:07:37.000]  這一節譯得非常好
[00:07:37.000 --> 00:07:44.000]  他說求神你教導我們計算自己有限的年日
[00:07:44.000 --> 00:07:47.000]  人生的確是有限
[00:07:47.000 --> 00:07:50.000]  你看看《創世紀》裡面說
[00:07:50.000 --> 00:07:54.000]  洪水之後人的壽數不外乎120歲
[00:07:54.000 --> 00:07:57.000]  現在的科學都認為
[00:07:57.000 --> 00:08:00.000]  人大概120至140歲
[00:08:00.000 --> 00:08:02.000]  從哪裡來呢
[00:08:02.000 --> 00:08:06.000]  就從細胞的染色體兩邊
[00:08:06.000 --> 00:08:09.000]  有兩串魚蛋
[00:08:09.000 --> 00:08:11.000]  在分裂的時候
[00:08:11.000 --> 00:08:12.000]  這兩串魚蛋
[00:08:12.000 --> 00:08:13.000]  不是真的魚蛋
[00:08:13.000 --> 00:08:15.000]  是很像魚蛋的東西
[00:08:15.000 --> 00:08:18.000]  叫Telomere如果沒有記錯
[00:08:18.000 --> 00:08:20.000]  就越來越少
[00:08:20.000 --> 00:08:22.000]  它分裂的次數
[00:08:22.000 --> 00:08:25.000]  如果正常人又沒有癌病
[00:08:25.000 --> 00:08:27.000]  又不吸煙
[00:08:27.000 --> 00:08:29.000]  又不喝酒
[00:08:29.000 --> 00:08:31.000]  晚上六點就睡
[00:08:31.000 --> 00:08:33.000]  就是那類那些
[00:08:33.000 --> 00:08:38.000]  你就大概可以細胞分裂120次
[00:08:38.000 --> 00:08:41.000]  就是120年或者140年
[00:08:41.000 --> 00:08:43.000]  但是我們有很多東西
[00:08:43.000 --> 00:08:46.000]  使我們生命沒辦法活到120
[00:08:46.000 --> 00:08:47.000]  這件事
[00:08:47.000 --> 00:08:51.000]  祂求你教我們計算自己有限的年日
[00:08:51.000 --> 00:08:56.000]  使我們懂得怎樣去善加利用
[00:08:56.000 --> 00:08:58.000]  智慧的心
[00:08:58.000 --> 00:09:01.000]  它翻譯做善加利用
[00:09:01.000 --> 00:09:05.000]  我覺得這個二人本翻譯得好
[00:09:05.000 --> 00:09:07.000]  還有很清楚
[00:09:07.000 --> 00:09:09.000]  我們從過去
[00:09:09.000 --> 00:09:10.000]  時間的過去
[00:09:10.000 --> 00:09:12.000]  學習到功課
[00:09:12.000 --> 00:09:15.000]  就是所謂失敗乃成功之母
[00:09:15.000 --> 00:09:17.000]  等等的東西
[00:09:17.000 --> 00:09:20.000]  而有些智慧的去面對
[00:09:20.000 --> 00:09:22.000]  時間裡面新的處境
[00:09:22.000 --> 00:09:24.000]  目的就是什麼呢?
[00:09:24.000 --> 00:09:27.000]  讓我們在時間裡面能夠成功
[00:09:27.000 --> 00:09:29.000]  不會失敗
[00:09:29.000 --> 00:09:31.000]  年老智慧的所羅門王
[00:09:31.000 --> 00:09:34.000]  在傳道書最後一章說
[00:09:34.000 --> 00:09:38.000]  你趁著年幼衰敗的日子尚未來到
[00:09:38.000 --> 00:09:42.000]  就是你所說我毫無喜樂那些年日
[00:09:42.000 --> 00:09:43.000]  未臨近之先
[00:09:43.000 --> 00:09:45.000]  當紀念你的主
[00:09:45.000 --> 00:09:48.000]  現在有機會回去讀傳道書
[00:09:48.000 --> 00:09:49.000]  真的很有趣
[00:09:49.000 --> 00:09:52.000]  我越讀越覺得自己像
[00:09:52.000 --> 00:09:53.000]  眼又蒙耳又聾
[00:09:53.000 --> 00:09:54.000]  肩膀又痛
[00:09:54.000 --> 00:09:57.000]  沒有打網球又有網球手
[00:09:57.000 --> 00:10:00.000]  膝蓋又什麼的
[00:10:00.000 --> 00:10:02.000]  總之身體沒什麼
[00:10:02.000 --> 00:10:04.000]  好像完整一樣
[00:10:04.000 --> 00:10:07.000]  你要接受身體是這樣
[00:10:07.000 --> 00:10:09.000]  我除了左眼
[00:10:09.000 --> 00:10:12.000]  整天有一隻東西在飛來飛去
[00:10:12.000 --> 00:10:14.000]  這個是狂風浪蝶
[00:10:14.000 --> 00:10:16.000]  整天黏著我
[00:10:16.000 --> 00:10:18.000]  我都不敢拍蒼蠅
[00:10:18.000 --> 00:10:20.000]  因為知道可能那隻不是蒼蠅
[00:10:20.000 --> 00:10:22.000]  現在多一件事就是
[00:10:22.000 --> 00:10:26.000]  右眼就有飛蚊
[00:10:26.000 --> 00:10:28.000]  左邊耳
[00:10:28.000 --> 00:10:31.000]  我比你們更接近大自然
[00:10:31.000 --> 00:10:33.000]  我整天聽到蟬聲
[00:10:33.000 --> 00:10:35.000]  你聽不聽到?
[00:10:35.000 --> 00:10:39.000]  所以我有時要扭音樂大聲一點
[00:10:39.000 --> 00:10:41.000]  或者電視大聲一點
[00:10:41.000 --> 00:10:43.000]  去遮蓋蟬聲
[00:10:43.000 --> 00:10:48.000]  我不知道是不是
[00:10:48.000 --> 00:10:51.000]  十一月底那個在理工那裡
[00:10:51.000 --> 00:10:53.000]  散一散都未定
[00:10:53.000 --> 00:10:55.000]  不過我去查了
[00:10:55.000 --> 00:10:57.000]  左邊的耳朵
[00:10:57.000 --> 00:11:00.000]  退化得比右邊的耳朵厲害
[00:11:00.000 --> 00:11:02.000]  我想慢慢
[00:11:02.000 --> 00:11:04.000]  我們傳道書十二章裡面
[00:11:04.000 --> 00:11:06.000]  所有的徵兆
[00:11:06.000 --> 00:11:08.000]  所有這些的徵兆
[00:11:08.000 --> 00:11:10.000]  都會出現
[00:11:10.000 --> 00:11:12.000]  你就接納吧
[00:11:12.000 --> 00:11:15.000]  因為這個是人生的旅程
[00:11:15.000 --> 00:11:17.000]  人生歷程裡面
[00:11:17.000 --> 00:11:19.000]  你身體不同的部分
[00:11:19.000 --> 00:11:22.000]  所以說了這麼多
[00:11:22.000 --> 00:11:25.000]  這個年老智慧的所羅門王說
[00:11:25.000 --> 00:11:27.000]  你要趁年輕
[00:11:27.000 --> 00:11:29.000]  尚有時日
[00:11:29.000 --> 00:11:32.000]  不要忘記生命裡面最重要的東西
[00:11:32.000 --> 00:11:35.000]  就是神,就是信仰
[00:11:35.000 --> 00:11:37.000]  我起起落落團契
[00:11:37.000 --> 00:11:39.000]  就去年
[00:11:39.000 --> 00:11:41.000]  剛剛講完這個傳道書
[00:11:41.000 --> 00:11:43.000]  我覺得傳道書
[00:11:43.000 --> 00:11:45.000]  你記住十六個字
[00:11:45.000 --> 00:11:48.000]  我講傳道書講了很多次
[00:11:48.000 --> 00:11:50.000]  傳道書講給我們聽
[00:11:50.000 --> 00:11:52.000]  人生四大方向
[00:11:52.000 --> 00:11:54.000]  第一是什麼呢?
[00:11:54.000 --> 00:11:56.000]  敬畏真神
[00:11:56.000 --> 00:11:57.000]  第二是什麼呢?
[00:11:57.000 --> 00:11:59.000]  謹守誡命
[00:11:59.000 --> 00:12:01.000]  第三是什麼呢?
[00:12:01.000 --> 00:12:03.000]  勤作功
[00:12:03.000 --> 00:12:04.000]  第四呢?
[00:12:04.000 --> 00:12:06.000]  及時行樂
[00:12:06.000 --> 00:12:08.000]  他說最重要
[00:12:08.000 --> 00:12:10.000]  你要敬畏真神
[00:12:10.000 --> 00:12:12.000]  因為這個是你生存的根基
[00:12:12.000 --> 00:12:14.000]  宇宙之間沒有神的話
[00:12:14.000 --> 00:12:17.000]  你生活沒有方向的
[00:12:17.000 --> 00:12:20.000]  還有要謹守他的話語
[00:12:20.000 --> 00:12:22.000]  那你就蒙福了
[00:12:22.000 --> 00:12:24.000]  他說獲得智慧的人
[00:12:24.000 --> 00:12:27.000]  左手有長壽又有富貴
[00:12:27.000 --> 00:12:30.000]  他的道路是亨通和蒙福的
[00:12:30.000 --> 00:12:33.000]  所以我們要謹守誡命
[00:12:33.000 --> 00:12:34.000]  第三呢?
[00:12:34.000 --> 00:12:35.000]  要工作
[00:12:35.000 --> 00:12:37.000]  因為去到陰間
[00:12:37.000 --> 00:12:39.000]  再沒有機會
[00:12:39.000 --> 00:12:42.000]  只有在時間仍然存在的時候
[00:12:42.000 --> 00:12:44.000]  我們能夠將生命
[00:12:44.000 --> 00:12:45.000]  將時間
[00:12:45.000 --> 00:12:47.000]  變成能夠去
[00:12:47.000 --> 00:12:48.000]  貢獻社會
[00:12:48.000 --> 00:12:50.000]  發揮自己
[00:12:50.000 --> 00:12:52.000]  還有去見神
[00:12:52.000 --> 00:12:54.000]  的一些果子
[00:12:54.000 --> 00:12:55.000]  那可以做嗎?
[00:12:55.000 --> 00:12:57.000]  傳道書又不是
[00:12:57.000 --> 00:12:59.000]  他要叫你及時行樂
[00:12:59.000 --> 00:13:02.000]  他說和你的配偶快樂的生活
[00:13:02.000 --> 00:13:04.000]  有得扮靚扮下靚
[00:13:04.000 --> 00:13:07.000]  有美食去食下美食
[00:13:07.000 --> 00:13:09.000]  因為這些都是你生活
[00:13:09.000 --> 00:13:14.000]  工作勞碌所獲得的一種成效
[00:13:14.000 --> 00:13:15.000]  所以呢
[00:13:15.000 --> 00:13:17.000]  我覺得傳道書講得很均勻
[00:13:17.000 --> 00:13:19.000]  不是說我們很刻苦
[00:13:19.000 --> 00:13:20.000]  我們做基督徒
[00:13:20.000 --> 00:13:22.000]  99%奉獻
[00:13:22.000 --> 00:13:24.000]  剩下1%吃飯
[00:13:24.000 --> 00:13:25.000]  不是這樣的
[00:13:25.000 --> 00:13:26.000]  很開心的
[00:13:26.000 --> 00:13:29.000]  敬畏神 謹守誡命
[00:13:29.000 --> 00:13:30.000]  殷勤作供
[00:13:30.000 --> 00:13:32.000]  及時行樂
[00:13:32.000 --> 00:13:36.000]  很多人不夠用時間的原因
[00:13:36.000 --> 00:13:40.000]  我覺得其中就是角色太多
[00:13:40.000 --> 00:13:42.000]  有很多人很喜歡
[00:13:42.000 --> 00:13:44.000]  在很多的機構
[00:13:44.000 --> 00:13:46.000]  我見差不多
[00:13:46.000 --> 00:13:47.000]  無論是茶園
[00:13:47.000 --> 00:13:49.000]  他就是做董事
[00:13:49.000 --> 00:13:51.000]  機構他就是做顧問
[00:13:51.000 --> 00:13:52.000]  很多東西
[00:13:52.000 --> 00:13:55.000]  你一是沽名釣譽
[00:13:55.000 --> 00:13:56.000]  掛個名
[00:13:56.000 --> 00:13:59.000]  一是你就亡於奔命
[00:13:59.000 --> 00:14:01.000]  我又不想沽名釣譽
[00:14:01.000 --> 00:14:03.000]  我又不想亡於奔命
[00:14:03.000 --> 00:14:06.000]  所以我95年回來香港
[00:14:06.000 --> 00:14:08.000]  基本上所有機構
[00:14:08.000 --> 00:14:11.000]  所有茶園的邀請
[00:14:11.000 --> 00:14:13.000]  我都拒絕
[00:14:13.000 --> 00:14:14.000]  因為我知道
[00:14:14.000 --> 00:14:17.000]  我侍奉這個階段
[00:14:17.000 --> 00:14:20.000]  要著重的是什麼
[00:14:20.000 --> 00:14:23.000]  以及要走的路是什麼
[00:14:23.000 --> 00:14:25.000]  其實我們都是
[00:14:25.000 --> 00:14:26.000]  有獅子社
[00:14:26.000 --> 00:14:27.000]  扶輪會
[00:14:27.000 --> 00:14:29.000]  獅子會不是獅子社
[00:14:29.000 --> 00:14:30.000]  有扶輪會
[00:14:30.000 --> 00:14:34.000]  香港有街道委員會
[00:14:34.000 --> 00:14:36.000]  這麼多名銜
[00:14:36.000 --> 00:14:38.000]  你一是沽名釣譽
[00:14:38.000 --> 00:14:41.000]  有時見到人給我卡片
[00:14:41.000 --> 00:14:43.000]  特大加碼都不夠
[00:14:43.000 --> 00:14:46.000]  又廣東省又什麼
[00:14:46.000 --> 00:14:51.000]  由國家級到省級到縣級到什麼
[00:14:51.000 --> 00:14:55.000]  其實我看下去都是空閒
[00:14:55.000 --> 00:14:58.000]  你不如不要掛名
[00:14:58.000 --> 00:15:02.000]  實質去做一些事更好
[00:15:02.000 --> 00:15:06.000]  我們港人的備位角色責任工作過多
[00:15:06.000 --> 00:15:09.000]  我們一般人生活是五個範疇
[00:15:09.000 --> 00:15:10.000]  你仔細想想
[00:15:10.000 --> 00:15:12.000]  第一家庭
[00:15:12.000 --> 00:15:14.000]  第二學校
[00:15:14.000 --> 00:15:16.000]  如果你仍然讀書
[00:15:16.000 --> 00:15:18.000]  你不仍然讀書
[00:15:18.000 --> 00:15:20.000]  你的子女讀書
[00:15:20.000 --> 00:15:22.000]  第三就是工作
[00:15:22.000 --> 00:15:23.000]  第四就是侍奉
[00:15:23.000 --> 00:15:25.000]  第五社交
[00:15:25.000 --> 00:15:30.000]  這五樣東西你怎樣去擺優先
[00:15:30.000 --> 00:15:33.000]  和分配呢
[00:15:33.000 --> 00:15:37.000]  以前的人沒什麼事做
[00:15:37.000 --> 00:15:39.000]  今天我要去探人
[00:15:39.000 --> 00:15:40.000]  走一兩里路
[00:15:40.000 --> 00:15:42.000]  跟他談一兩個小時
[00:15:42.000 --> 00:15:44.000]  然後回來已經黃昏
[00:15:44.000 --> 00:15:46.000]  今天能做很多事
[00:15:46.000 --> 00:15:49.000]  我走了來回幾里路
[00:15:49.000 --> 00:15:50.000]  去探一個人
[00:15:50.000 --> 00:15:51.000]  談了東西
[00:15:51.000 --> 00:15:53.000]  我十幾年沒見他
[00:15:53.000 --> 00:15:54.000]  他說不是
[00:15:54.000 --> 00:15:56.000]  那個人住在阿拉斯加
[00:15:56.000 --> 00:15:57.000]  住在南極
[00:15:57.000 --> 00:15:58.000]  住在北極
[00:15:58.000 --> 00:15:59.000]  你在一秒鐘裡面
[00:15:59.000 --> 00:16:02.000]  你已經跟他WhatsApp多少次
[00:16:02.000 --> 00:16:05.000]  或者是Email很多次
[00:16:05.000 --> 00:16:07.000]  有WhatsApp有Email更慘
[00:16:07.000 --> 00:16:08.000]  睡到半夜
[00:16:08.000 --> 00:16:09.000]  叮一聲
[00:16:09.000 --> 00:16:11.000]  你又很緊張
[00:16:11.000 --> 00:16:14.000]  會不會師母明天回來
[00:16:14.000 --> 00:16:16.000]  她在加拿大
[00:16:16.000 --> 00:16:19.000]  泰坡的身體有沒有好轉等等
[00:16:19.000 --> 00:16:23.000]  所以我晚上有時關了電話
[00:16:23.000 --> 00:16:24.000]  讓他不會睡到半夜
[00:16:24.000 --> 00:16:25.000]  叮一聲
[00:16:25.000 --> 00:16:27.000]  究竟是什麼一回事
[00:16:27.000 --> 00:16:30.000]  我見到人的工作很繁忙
[00:16:30.000 --> 00:16:34.000]  有時太近距離
[00:16:34.000 --> 00:16:36.000]  我們反而沒什麼周旋空間
[00:16:36.000 --> 00:16:38.000]  以前是寫信
[00:16:38.000 --> 00:16:39.000]  挺好的
[00:16:39.000 --> 00:16:42.000]  你明知我要幾天才回答你
[00:16:42.000 --> 00:16:44.000]  你就不要說
[00:16:44.000 --> 00:16:47.000]  我們WhatsApp多少次你都沒回答
[00:16:47.000 --> 00:16:49.000]  大家生活有個空間
[00:16:49.000 --> 00:16:51.000]  有些周旋
[00:16:51.000 --> 00:16:53.000]  第二我們不夠用
[00:16:53.000 --> 00:16:56.000]  是我們做事比別人慢
[00:16:56.000 --> 00:16:58.000]  真的
[00:16:58.000 --> 00:17:01.000]  我當時中學畢業
[00:17:01.000 --> 00:17:04.000]  去參觀不同的大學
[00:17:04.000 --> 00:17:07.000]  參觀到工商管理系
[00:17:07.000 --> 00:17:09.000]  我就很印象深
[00:17:09.000 --> 00:17:13.000]  工商管理系那個
[00:17:13.000 --> 00:17:16.000]  做OCamp的
[00:17:16.000 --> 00:17:19.000]  我們工商管理系是什麼呢
[00:17:19.000 --> 00:17:23.000]  讀哲學的人就用眼睛看
[00:17:23.000 --> 00:17:25.000]  看了一整天都不知道
[00:17:25.000 --> 00:17:26.000]  沒說一句話
[00:17:26.000 --> 00:17:29.000]  我們工商管理就是這條生產線
[00:17:29.000 --> 00:17:32.000]  本來你一隻手可以拿一樣東西下來
[00:17:32.000 --> 00:17:35.000]  工商管理就是教你兩隻手拿下來
[00:17:35.000 --> 00:17:37.000]  那個速率加倍
[00:17:37.000 --> 00:17:40.000]  工商管理就是這樣
[00:17:40.000 --> 00:17:42.000]  就是更忙
[00:17:42.000 --> 00:17:43.000]  結果我沒讀
[00:17:43.000 --> 00:17:45.000]  這麼辛苦
[00:17:45.000 --> 00:17:47.000]  本來一隻手拿一樣東西
[00:17:47.000 --> 00:17:48.000]  原來要這樣
[00:17:48.000 --> 00:17:50.000]  好像查理卓別林
[00:17:50.000 --> 00:17:52.000]  那個Modern時代
[00:17:52.000 --> 00:17:57.000]  做到查理卓別林那個Modern時代
[00:17:57.000 --> 00:17:59.000]  他在Assembly line
[00:17:59.000 --> 00:18:01.000]  整天做一個動作
[00:18:01.000 --> 00:18:02.000]  就是扭螺絲
[00:18:02.000 --> 00:18:05.000]  結果去街上見到那些女士的大褸
[00:18:05.000 --> 00:18:06.000]  你都跟她扭
[00:18:06.000 --> 00:18:09.000]  這樣工商管理不好
[00:18:09.000 --> 00:18:11.000]  都在讀哲學
[00:18:11.000 --> 00:18:14.000]  拿東西慢慢想好一點
[00:18:14.000 --> 00:18:17.000]  有些人做事是比較慢的
[00:18:17.000 --> 00:18:21.000]  其實是可以改善的
[00:18:21.000 --> 00:18:23.000]  譬如一樣東西一個小時做
[00:18:23.000 --> 00:18:25.000]  他需要十倍的時間
[00:18:25.000 --> 00:18:26.000]  為什麼呢
[00:18:26.000 --> 00:18:29.000]  就是可能缺乏技巧
[00:18:29.000 --> 00:18:32.000]  可能不純熟
[00:18:32.000 --> 00:18:34.000]  可能沒勁
[00:18:34.000 --> 00:18:36.000]  12月20日晚上
[00:18:36.000 --> 00:18:38.000]  當我去到會展
[00:18:38.000 --> 00:18:41.000]  看見三千六百個袋
